Veteran,Nationality,orientation,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Yes,Germany,Other,18-25,A,A,69.2372557275381,A,E,-68.72446803639104,1
Non-Veteran,US,Bisexual,26-35,C,A,-88.92822118277141,B,B,18.577816564090472,0
No,India,Bisexual,18-25,B,B,-21.78223661666252,C,D,84.50638802763234,0
Non-Veteran,Brazil,Bisexual,65+,C,B,-6.6740681654853145,D,B,0.1433852507318576,0
Non-Veteran,US,Bisexual,36-50,B,E,82.62295770279937,A,E,-101.13283263843617,1
Yes,Brazil,Homosexual,65+,B,D,-3.9709317817138614,C,A,-69.8822934396846,0
Yes,Other,Other,65+,E,A,89.17207784946206,B,A,149.87604989142253,0
No,Brazil,Bisexual,51-65,A,C,-31.810094155465237,D,A,78.94944943231815,1
No,Other,Other,26-35,B,C,112.98211157039961,C,A,164.61746800962501,1
No,UK,Heterosexual,26-35,B,D,118.5481004250462,C,D,96.06292117172787,1
Veteran,India,Heterosexual,65+,E,C,71.25624400204147,C,A,-10.105998251531437,0
No,UK,Homosexual,36-50,E,C,99.60160164069096,C,D,37.546451681298635,1
Veteran,Germany,Heterosexual,26-35,E,E,37.22517563414613,E,B,75.33493000754099,1
Yes,Mexico,Bisexual,65+,B,E,25.238624446268048,C,B,-55.95428040253581,0
Veteran,Brazil,Bisexual,51-65,A,A,-10.413574592101087,E,B,24.488885880276605,0
Non-Veteran,Brazil,Bisexual,26-35,B,A,157.5258866165281,C,A,45.14389303577269,1
No,Germany,Bisexual,36-50,B,B,-19.563632630093828,A,C,15.140042696639583,1
Veteran,Brazil,Heterosexual,36-50,C,D,1.5203545221623163,E,A,44.977976952052636,1
Veteran,Other,Heterosexual,18-25,D,D,115.21363436429168,E,D,-71.90568625438817,0
Yes,UK,Heterosexual,36-50,B,D,-145.15148006404706,D,C,-79.78196818084065,0
No,Germany,Bisexual,36-50,D,C,86.16980380388144,E,D,126.85266798018777,1
Yes,Mexico,Heterosexual,65+,C,A,-151.07215326252233,D,B,37.31866285557463,0
Yes,India,Homosexual,18-25,A,C,79.78124682583253,B,D,-70.88486262013902,0
Non-Veteran,UK,Bisexual,36-50,E,E,-48.11563602956274,D,D,193.7721943046907,1
No,Other,Other,36-50,C,A,-103.68237536537615,D,D,75.14466672550148,1
Yes,Germany,Heterosexual,51-65,D,B,155.83805712442762,A,D,-55.25364987087341,0
Non-Veteran,Brazil,Heterosexual,36-50,B,A,-8.527049424989357,A,D,-15.703994978457764,1
Non-Veteran,China,Bisexual,51-65,A,B,-113.01084825547005,E,B,66.20903415132211,1
Non-Veteran,India,Heterosexual,18-25,E,B,-6.8552608647646345,B,B,37.57322244651418,1
Yes,Brazil,Other,65+,C,B,-96.1411922568289,E,C,167.40055243474205,0
No,UK,Heterosexual,36-50,E,A,107.61801038494549,A,C,-49.76732251652866,0
Yes,UK,Other,26-35,D,C,-99.65189696481642,D,D,-47.28818211793107,0
Yes,UK,Other,65+,B,B,-82.65556326904697,E,D,21.928056818571097,0
Veteran,US,Heterosexual,18-25,B,D,-45.89789246983387,A,B,-55.23572819684637,1
Veteran,India,Heterosexual,51-65,A,C,198.26928737710801,A,E,4.2167549602564485,0
Yes,Other,Other,18-25,D,A,43.3323656350543,C,E,-35.699450252192634,0
Non-Veteran,Brazil,Heterosexual,51-65,D,A,-26.34709364361462,C,B,-1.949301426978406,0
Veteran,China,Other,36-50,D,C,29.28374474937237,C,C,-135.86705711590628,0
Non-Veteran,Brazil,Other,26-35,E,C,-1.684225695169788,A,A,112.22172133401978,0
Veteran,Germany,Other,18-25,E,D,1.7380546361412827,A,C,-159.61772188414298,0
No,China,Heterosexual,26-35,A,D,-20.62216022085056,B,D,-34.26206613658359,0
Yes,Mexico,Heterosexual,51-65,C,A,-7.263966628118269,B,B,-6.7416258566493585,0
Veteran,Brazil,Homosexual,65+,A,D,19.39780157736208,A,A,-75.95161232935278,0
No,UK,Heterosexual,36-50,A,A,165.20723123914846,B,D,44.87074167331262,0
Veteran,UK,Other,26-35,E,A,-79.42111500402342,B,D,45.63519512252613,1
Yes,China,Other,36-50,B,D,128.80157722451983,B,E,-234.59540602427643,0
Yes,UK,Bisexual,51-65,D,C,-75.22994864836015,B,C,40.4097686041981,1
Yes,Mexico,Other,26-35,C,C,114.99953706926334,E,B,-3.0560896750195488,1
Veteran,Germany,Homosexual,36-50,C,C,9.623401082257196,C,A,134.66216758714117,0
Veteran,US,Heterosexual,65+,B,D,50.764052426224936,B,D,-48.013747488690825,0
No,India,Homosexual,26-35,A,C,6.543715778370565,C,E,10.359593412675691,1
No,Brazil,Homosexual,36-50,A,C,-63.59259154261547,B,D,-42.85665942166885,1
Non-Veteran,Mexico,Heterosexual,36-50,A,E,-61.19053531454494,A,A,-140.73868406439664,0
Yes,Other,Heterosexual,65+,C,A,25.613331132579226,D,D,-44.8452919553848,1
No,Germany,Heterosexual,36-50,C,A,-4.4324058794830306,A,B,5.439560791867059,0
Yes,US,Heterosexual,36-50,E,D,124.72260074046035,E,E,-136.00613795612952,1
Yes,UK,Other,18-25,C,C,-30.110577959537494,B,A,-93.80583889420862,0
Non-Veteran,US,Bisexual,18-25,C,A,1.6405772339143192,B,E,10.284872837801961,1
Yes,Germany,Other,36-50,D,A,-44.81333742431368,A,B,-20.645453694088072,0
Non-Veteran,China,Heterosexual,51-65,E,C,117.048857372713,E,C,122.49783948137227,0
Yes,Germany,Homosexual,65+,E,C,-154.31154241447274,B,E,-84.12896726660485,1
Non-Veteran,China,Other,65+,A,E,40.43796042539724,B,C,-2.335061218890025,1
Yes,Germany,Other,65+,D,E,70.20233597710063,B,A,-17.39852976470734,1
Non-Veteran,UK,Bisexual,36-50,D,E,47.233142928713534,E,A,64.70885832815225,0
Yes,Mexico,Bisexual,36-50,E,E,-17.335506144991726,B,B,-37.73543029221918,0
Non-Veteran,Brazil,Homosexual,26-35,A,B,-78.97083523266598,B,D,33.81843425128287,1
Yes,Brazil,Homosexual,18-25,A,B,-90.22865510909283,D,E,103.16385439717806,1
Non-Veteran,China,Homosexual,65+,D,A,-3.4378681924803005,B,D,-163.16387670036926,0
No,China,Homosexual,36-50,D,A,44.409051010356755,B,C,45.06621115545589,1
Yes,Germany,Homosexual,65+,C,E,-45.96096389486631,A,B,87.41852004163239,1
Veteran,Other,Homosexual,36-50,A,D,59.27760757034341,C,A,-127.37485369481149,0
Non-Veteran,Germany,Homosexual,65+,A,B,19.48256986312635,C,C,-107.4998070539696,0
No,US,Bisexual,18-25,A,D,-33.52937748516211,D,B,176.51268429234614,1
Veteran,US,Heterosexual,36-50,E,D,52.976336057407835,C,C,-12.370904281737419,1
Non-Veteran,India,Other,65+,E,C,97.80537066917793,E,E,97.14614971292242,1
Veteran,China,Homosexual,65+,C,D,-44.08210656739788,B,B,68.2784251388086,0
Yes,India,Bisexual,65+,E,C,31.479859895718093,A,C,12.414249283607196,0
Yes,China,Other,65+,E,B,74.23017923845113,B,A,7.709791222392559,0
No,UK,Bisexual,65+,B,D,-116.66925314783963,E,B,-22.85241319327283,1
Non-Veteran,US,Homosexual,18-25,E,C,-210.8307779327493,E,A,-52.926587125668526,0
Yes,China,Bisexual,18-25,C,C,14.105926462454427,D,B,240.75525525346936,0
Non-Veteran,UK,Bisexual,36-50,C,B,173.0852585416686,D,E,-68.12816867287268,0
Non-Veteran,Mexico,Heterosexual,36-50,D,E,-19.650614436555674,C,E,-171.28551099303286,1
No,China,Homosexual,26-35,B,B,-77.53938991340154,B,B,68.79137512457318,1
Veteran,Other,Homosexual,36-50,D,B,-2.0097935108011913,B,A,-136.4207014235003,1
No,Germany,Other,36-50,B,B,-32.57311456284523,E,C,-28.39484434261576,1
No,US,Homosexual,65+,B,E,88.98695343477341,A,C,148.2839241428256,0
Non-Veteran,India,Bisexual,18-25,A,A,131.6765717240051,B,C,32.236634763937424,0
Veteran,India,Heterosexual,65+,D,A,126.08411605954886,A,A,-48.404835695932896,1
Veteran,Mexico,Homosexual,51-65,E,D,147.6760694198159,B,D,32.12954763236668,0
Veteran,Other,Homosexual,18-25,D,A,126.44680413343173,E,C,5.177191283690044,1
Veteran,Mexico,Heterosexual,18-25,E,C,28.6852538511563,C,E,-199.98921086308115,0
Non-Veteran,UK,Other,26-35,C,D,213.2158724383216,C,E,-2.4635103286792117,1
Yes,Germany,Heterosexual,18-25,D,D,-254.74135694027987,D,B,-47.17131208875891,1
Veteran,UK,Bisexual,51-65,E,A,-44.39728006631292,E,B,51.360057390603245,1
No,India,Other,26-35,C,B,-142.20470843109442,D,A,-39.878278295271635,1
Yes,China,Homosexual,26-35,D,A,-96.41333740952165,C,D,57.10416188929357,1
Yes,India,Other,26-35,D,C,73.90548042077964,B,E,57.96607113072441,1
Veteran,Mexico,Homosexual,18-25,E,E,45.472689379414085,A,E,79.85168987896985,0
Yes,Mexico,Bisexual,36-50,D,E,47.31692307233337,A,D,43.486966162355394,1
No,China,Homosexual,26-35,D,D,58.31435628738404,A,D,-175.73286116072813,0
Veteran,US,Other,36-50,E,D,-115.39197456188984,E,D,4.387484285230156,1
Yes,Brazil,Bisexual,51-65,C,C,-137.98568534023272,B,A,-100.27423481766695,0
No,China,Other,65+,D,C,-193.61865159961866,D,C,24.703548907716513,1
No,Mexico,Homosexual,18-25,B,C,15.643892580731112,D,D,220.62741033473978,0
Yes,India,Homosexual,18-25,E,E,69.77422917721518,B,A,-143.3416226214935,0
Non-Veteran,China,Homosexual,65+,B,A,-21.470620864708703,E,C,82.57857011464213,0
Non-Veteran,Brazil,Homosexual,18-25,E,E,-101.18430306341568,A,D,109.49634498777809,1
Non-Veteran,Brazil,Bisexual,51-65,A,B,159.93238532457218,E,E,-97.71910694938784,0
No,Germany,Other,26-35,D,A,26.416352667689758,A,A,-187.22959305144596,0
Veteran,Other,Homosexual,26-35,D,B,-77.81608590471778,E,C,77.63008330224446,0
Non-Veteran,Germany,Other,36-50,C,A,82.81824905148862,C,E,36.948221860384045,1
Veteran,Other,Homosexual,36-50,A,E,-54.1348739468119,B,B,-150.3177721415112,1
Yes,Mexico,Heterosexual,26-35,A,E,-19.348931754661294,B,B,-129.74482016287968,1
Yes,China,Homosexual,26-35,A,A,-194.58819224857987,C,A,35.32082905078389,0
Veteran,Mexico,Homosexual,36-50,E,D,262.0156092417651,D,B,52.27667433709936,1
Veteran,Mexico,Homosexual,18-25,E,D,76.740267674855,C,E,-52.77596191691683,1
Veteran,Other,Other,36-50,A,E,-118.42749504725343,B,E,33.46254534062698,0
Non-Veteran,UK,Heterosexual,51-65,C,B,6.0680930714605905,B,C,-216.7666905624702,0
No,Germany,Other,51-65,E,B,-27.514632728361477,D,C,10.714589267617342,1
No,Brazil,Heterosexual,18-25,E,B,-24.746660383425983,B,C,-55.41292851012485,0
No,Brazil,Other,65+,C,D,-33.88623472351241,B,D,-60.20282685118256,0
Veteran,Brazil,Homosexual,26-35,D,A,-23.952837378368493,B,C,120.22051327312269,0
Yes,Other,Other,26-35,B,A,49.42951895517651,C,C,2.8559531297601617,0
Non-Veteran,India,Heterosexual,51-65,E,B,-48.54514923602837,D,B,-72.91291045851635,1
No,UK,Other,26-35,C,D,-25.240371130583732,A,D,63.019515442861575,0
Veteran,India,Heterosexual,36-50,B,B,-73.52829572353058,A,C,81.57656436352411,0
No,Mexico,Bisexual,18-25,D,E,203.1810253236788,D,B,-28.7995760345304,0
Veteran,US,Heterosexual,65+,C,C,-137.52028853298148,A,A,-66.85116829248395,0
Veteran,China,Heterosexual,18-25,A,C,-90.65309260287486,B,B,-26.754028388835888,0
Yes,China,Other,36-50,D,E,-183.85172155372516,D,E,-15.68092863154969,1
Yes,Mexico,Bisexual,51-65,B,E,-176.7406416979711,B,D,16.991738788261742,0
Non-Veteran,US,Other,36-50,B,E,114.36567620821778,C,E,-11.839237040898668,1
No,India,Bisexual,65+,C,E,-124.19151321718138,C,D,40.34989263195302,0
No,Other,Homosexual,26-35,C,A,27.96553479802516,C,A,201.2443774092264,0
Yes,UK,Other,18-25,B,E,-20.62668990437669,B,A,-60.07411135015144,1
No,Mexico,Bisexual,18-25,E,C,35.55679685371778,A,B,-30.144793189182916,1
Veteran,Germany,Bisexual,18-25,B,B,-80.63418351034059,A,B,-60.408304207834775,0
No,Germany,Homosexual,65+,A,D,1.1636541642585507,E,C,-32.1382101738554,1
Yes,China,Other,26-35,B,D,9.424383855672023,E,E,110.83745385123598,1
Veteran,Other,Bisexual,36-50,C,A,86.9076706131792,B,C,23.22787968762001,0
Yes,India,Homosexual,36-50,D,B,-70.1142137701602,C,A,-210.44749105726294,1
Yes,Germany,Bisexual,65+,E,C,-1.8360855757819896,C,C,-27.269361965434452,1
Non-Veteran,US,Other,65+,B,C,-22.89788893517323,A,A,-23.148196169436968,1
Veteran,India,Heterosexual,18-25,E,D,-130.73667384856864,E,D,101.80225422713475,1
No,Mexico,Homosexual,36-50,A,B,90.68259551332278,E,D,118.2155435525398,1
Non-Veteran,Brazil,Bisexual,18-25,A,D,125.35974899661244,A,B,82.71061419492925,0
No,Mexico,Other,36-50,A,D,-101.52002978570727,C,C,75.68587038745763,0
Yes,Mexico,Bisexual,36-50,E,C,-43.638940069483716,E,B,-78.01820611850292,0
No,UK,Heterosexual,36-50,D,A,-121.57512459491633,A,B,98.13122666174156,0
Non-Veteran,Other,Heterosexual,36-50,E,A,45.437852779595424,E,A,58.712822801932,0
Yes,Germany,Heterosexual,26-35,D,E,94.97512740676913,A,C,7.825916616408482,0
Veteran,Other,Heterosexual,36-50,A,D,211.81957348022445,D,C,-44.211200891996924,0
Non-Veteran,India,Homosexual,51-65,B,A,47.84365848954234,C,C,-87.24856366846177,1
Yes,Brazil,Homosexual,51-65,E,E,-59.58140336923912,E,D,51.20085880411892,0
Veteran,UK,Heterosexual,26-35,C,C,-188.97813217122052,A,D,65.36657567452046,1
Yes,US,Bisexual,65+,D,A,-25.441146855880444,D,C,-45.915904554791204,1
No,Other,Bisexual,26-35,D,B,47.79327050247469,D,C,149.07519966318134,1
Yes,Other,Other,51-65,E,C,89.75968853184784,D,C,-67.15050012263653,1
Non-Veteran,Mexico,Bisexual,51-65,B,D,-115.14083715688592,D,B,114.88748941792133,0
Veteran,US,Homosexual,65+,A,E,-86.97813195942805,D,E,-59.37248679533417,1
Veteran,Germany,Bisexual,36-50,E,C,-88.76730250226048,D,D,-172.8615642159982,0
Non-Veteran,India,Other,26-35,C,B,-88.97720824332308,A,D,49.57235665582645,0
Veteran,Other,Bisexual,36-50,B,A,119.1899182017643,B,A,-0.9601708978213395,0
Veteran,UK,Bisexual,36-50,E,E,-38.31295750496829,B,D,146.75158572004145,1
Non-Veteran,China,Bisexual,51-65,C,A,97.24808809688827,A,D,69.33576280770701,0
Veteran,Brazil,Other,65+,B,A,34.78083612624921,E,E,72.47241887891079,0
Yes,Germany,Other,65+,B,C,239.47690811501025,C,B,-184.95967060313376,0
Non-Veteran,Brazil,Other,51-65,E,A,35.49286633250341,C,A,-5.697717402680564,0
Yes,US,Bisexual,36-50,C,D,-66.600438434456,A,D,94.31549655243988,0
Non-Veteran,China,Homosexual,18-25,C,E,4.906333754395876,C,C,-63.974964505176025,1
Yes,UK,Homosexual,36-50,D,C,120.88898201210831,D,B,-9.231179938673266,1
Veteran,US,Bisexual,51-65,A,A,-194.67848506396916,B,B,-36.51517899799305,0
Non-Veteran,Brazil,Heterosexual,18-25,B,D,42.12340592829926,B,C,49.48286951829409,0
Yes,India,Homosexual,36-50,A,B,-128.67327825792347,D,D,-74.30270924799034,0
Veteran,Mexico,Heterosexual,18-25,D,B,-75.96828884874151,C,D,81.63362850916924,0
No,Other,Bisexual,36-50,E,B,18.437050126423674,C,C,77.48369904743869,0
Veteran,India,Homosexual,51-65,B,C,-55.59274805813348,B,B,-7.013137987182818,1
Veteran,Other,Bisexual,26-35,C,E,93.81442873053716,D,D,36.80913268496543,1
Veteran,India,Heterosexual,65+,C,E,-42.19436327955526,C,E,179.67013280430507,1
No,UK,Other,36-50,A,B,6.634921651697055,C,D,-6.088223793006758,0
No,Germany,Other,65+,E,B,-92.51825573809467,A,D,-84.14315474739087,1
No,Mexico,Bisexual,51-65,B,C,-109.76844621050932,E,E,-17.67972336730365,0
Yes,UK,Other,18-25,A,B,74.02976624696647,D,C,25.620420002148194,0
Veteran,Other,Other,18-25,B,D,-48.41677078375361,C,B,-56.53740417944428,0
Yes,China,Homosexual,36-50,A,D,-190.43974934160178,A,B,-27.91612905148203,0
Veteran,Other,Other,18-25,B,A,-189.53073646546676,E,B,47.86142009136209,0
No,US,Heterosexual,18-25,C,E,114.86987866553724,A,D,99.42441648837928,1
Veteran,UK,Other,65+,A,D,97.68867964074143,E,D,137.00874304185905,1
Non-Veteran,Brazil,Other,65+,D,D,107.67840470873145,B,A,-61.116320666287216,0
Yes,Other,Other,51-65,C,A,49.187606890652056,E,B,-16.628752571945064,1
Veteran,Germany,Other,36-50,D,A,42.60157660288475,D,C,-211.9136685150568,0
Yes,Germany,Bisexual,18-25,D,A,-78.31085619970386,C,C,-16.314832337041594,0
Non-Veteran,Brazil,Other,26-35,B,A,-43.485146631972185,B,C,29.144023417015873,0
Yes,India,Other,51-65,E,B,266.01011139117674,A,A,28.16534613398929,0
Yes,US,Bisexual,51-65,D,D,-116.59218134580496,E,D,-78.70174886607874,0
Yes,Other,Bisexual,36-50,D,C,-25.65508280144914,C,E,138.9519328661647,1
Yes,Mexico,Heterosexual,36-50,C,C,126.22956015693813,E,D,45.34105083440822,0
No,Other,Other,51-65,A,B,-56.39360721784119,D,E,89.94855348926835,1
Veteran,Mexico,Heterosexual,51-65,C,C,26.56125547341233,C,C,26.296426413667845,0
Veteran,Brazil,Heterosexual,65+,E,A,57.48562100010391,A,E,-121.01437820013292,0
No,China,Heterosexual,26-35,A,E,18.301199615594463,E,B,206.97487138699935,0
Yes,Brazil,Homosexual,51-65,D,C,-102.52087774009769,A,E,34.846219448911626,0
Veteran,Other,Bisexual,26-35,D,A,-95.4401836911057,E,A,-70.23128203699261,0
No,India,Other,36-50,E,D,97.6553621393769,C,E,-159.63325147400658,1
No,Other,Heterosexual,18-25,E,E,-27.775884510402232,B,C,72.48216207813917,1
Veteran,India,Heterosexual,36-50,E,A,-71.03087992378038,D,C,53.83883019012671,1
Veteran,China,Other,51-65,B,B,-147.19137046747525,A,D,-107.15268996926926,1
No,Germany,Homosexual,36-50,D,C,-109.94130244039171,E,C,-1.7111513980015247,1
Yes,UK,Bisexual,51-65,E,B,-77.22881451448123,E,B,147.25483063168315,1
Veteran,China,Homosexual,36-50,E,B,20.296516445708704,B,D,-128.33732065009417,1
Non-Veteran,China,Homosexual,51-65,D,A,-70.41289277852883,D,B,-27.13076523283169,0
No,Brazil,Homosexual,18-25,B,D,-120.38289362581911,C,B,121.06173363277392,1
Non-Veteran,Mexico,Other,26-35,A,A,-6.266102516128588,B,E,53.59954426745479,1
Veteran,UK,Bisexual,26-35,E,E,99.82954535487943,B,B,65.29172283586536,1
No,US,Heterosexual,65+,E,D,-64.55356807530893,B,E,-78.398445139252,0
Veteran,Other,Bisexual,36-50,B,D,-42.208625312742996,D,C,124.33292200438193,1
No,UK,Homosexual,18-25,C,C,-25.07763506710889,A,E,-113.46865900500416,0
Veteran,US,Other,36-50,A,D,40.280863534772806,B,D,-14.440064116283944,1
Non-Veteran,Other,Homosexual,36-50,B,C,56.678904258601904,C,D,105.86011461554664,1
Veteran,Brazil,Heterosexual,36-50,C,E,-126.39292723778277,E,B,59.83096266247108,1
Veteran,Brazil,Heterosexual,65+,D,A,14.272851168060754,A,B,-130.1264460691445,1
Yes,US,Bisexual,18-25,A,E,209.18540036395842,A,A,15.135829004240106,1
Yes,US,Heterosexual,26-35,A,A,93.74193656955241,E,E,110.29281620313245,1
Yes,US,Homosexual,26-35,C,C,-177.78485650199832,D,C,-208.75043866075802,1
Veteran,UK,Bisexual,51-65,B,E,-140.704259886783,A,A,-82.89438982232166,0
Non-Veteran,Brazil,Bisexual,51-65,D,E,73.92882236789299,B,B,-36.94789557937426,0
No,India,Homosexual,51-65,A,A,282.72669567914494,B,C,-26.80586131385172,1
No,UK,Homosexual,65+,E,B,12.968358728303201,C,D,34.2539485941399,0
Yes,Mexico,Bisexual,36-50,B,B,-5.989340059830065,C,A,-110.94284366805469,1
No,Other,Heterosexual,51-65,E,D,95.72850998338393,A,D,130.80427978700598,0
Non-Veteran,UK,Heterosexual,65+,B,E,2.5794903910543745,C,C,6.158029796632906,1
Yes,Brazil,Bisexual,26-35,E,E,18.172622855887894,B,E,-134.21087825334078,0
Yes,Mexico,Bisexual,65+,A,B,79.86395056313785,E,A,16.496519454572653,0
Veteran,Other,Bisexual,18-25,B,D,-88.247579124263,C,A,122.11708450108966,1
Yes,US,Other,26-35,C,E,70.9307477364999,E,E,-18.268025827576068,1
No,Other,Homosexual,18-25,D,E,-155.10262152796983,E,C,86.58443668226133,1
Non-Veteran,China,Other,51-65,A,B,-173.59237357022909,E,C,-125.82272666939444,1
Veteran,Germany,Other,65+,A,D,-24.68811418179183,E,A,-206.01841826738462,0
Veteran,Brazil,Homosexual,26-35,C,B,-120.27261111937682,D,D,-12.562596542551924,0
Yes,US,Bisexual,18-25,E,C,-46.381764253835065,B,B,-21.18478310802961,0
Yes,Mexico,Other,26-35,D,C,-27.236362334558063,E,C,-2.793973450192577,1
Non-Veteran,Brazil,Bisexual,65+,E,B,101.28930481602669,C,E,-51.95151264149832,1
Yes,Mexico,Homosexual,36-50,C,A,42.18333508695811,E,A,-60.042054446711525,1
Veteran,UK,Homosexual,65+,D,C,235.33467298088212,A,A,116.59026139775874,1
No,Mexico,Bisexual,51-65,A,A,-158.41243278936147,B,C,-60.423174937356514,0
Non-Veteran,Mexico,Other,26-35,D,D,-136.85768204192118,C,A,37.51201674352704,0
Non-Veteran,US,Homosexual,51-65,C,B,-24.454047763958645,B,A,-8.312409404186551,1
No,Mexico,Other,18-25,A,A,-97.43593021407358,C,B,8.257492939719452,1
Non-Veteran,China,Homosexual,18-25,C,E,42.794725045158884,A,E,130.90192788655946,1
Yes,Brazil,Bisexual,18-25,A,E,39.3445862440936,A,C,228.9370133728368,0
Non-Veteran,Other,Homosexual,65+,E,C,-9.055590565548542,E,D,137.464361383947,0
Veteran,US,Heterosexual,51-65,A,C,-47.101490012649315,E,A,-66.72128358449613,1
No,Germany,Heterosexual,26-35,C,C,90.37638136751544,C,B,221.75582539553952,0
Yes,Brazil,Bisexual,65+,B,A,25.830863262432324,C,C,-130.83874630246967,1
No,Germany,Heterosexual,51-65,C,C,65.18361470059362,A,A,-227.34208761753317,1
Yes,India,Homosexual,36-50,E,D,-68.54800299731738,E,E,24.224565924112017,1
Veteran,US,Bisexual,36-50,E,C,-120.09781604457812,E,A,-80.0365872620837,1
Veteran,Other,Homosexual,18-25,C,E,-95.911397534656,A,A,148.42610584508827,0
Yes,UK,Heterosexual,18-25,B,C,-218.79107337030712,C,D,26.51597169028242,1
Veteran,Germany,Other,26-35,C,B,176.90414301671794,C,C,63.73378057671948,0
No,Other,Other,36-50,B,B,154.06697678821368,C,B,66.3733594371779,1
Yes,Germany,Homosexual,51-65,C,C,47.84751936068808,A,E,26.425785084387105,1
Veteran,China,Heterosexual,18-25,C,B,180.6110474331137,B,B,-185.22602780742758,0
Veteran,China,Other,26-35,B,B,-29.789935834317642,E,E,-173.99241719949597,0
Veteran,China,Homosexual,36-50,E,C,54.656107234474774,C,D,76.49000156235817,1
Non-Veteran,US,Other,65+,C,C,-67.42933751722391,D,C,111.6223451725016,0
Yes,Mexico,Homosexual,65+,A,A,6.020751729862854,C,B,31.19846331879738,0
No,India,Other,51-65,B,B,-77.47364796119285,B,C,46.248322182337944,0
No,Germany,Other,36-50,C,A,72.46659929964243,E,D,-90.77838769270252,1
Veteran,China,Heterosexual,26-35,B,D,90.55677374942326,A,E,28.899323793753485,0
Yes,US,Other,36-50,A,D,58.3564286330461,B,D,-90.41095349169085,1
Non-Veteran,Mexico,Heterosexual,36-50,A,C,82.07365342243705,B,A,86.55142001304831,1
Yes,US,Bisexual,36-50,D,B,56.74697185499332,B,A,-154.413213957477,1
Non-Veteran,India,Other,51-65,D,A,-115.96338204951479,C,E,69.36731144519162,1
Non-Veteran,Mexico,Homosexual,26-35,A,E,-83.56231007683415,A,A,71.454861072995,0
Veteran,Other,Heterosexual,65+,C,C,-68.82132806607285,A,D,17.033509516423372,1
Non-Veteran,Brazil,Heterosexual,26-35,B,E,28.411950552021807,C,B,46.06381649942221,0
No,Other,Bisexual,26-35,D,A,57.7258552686881,A,B,14.43081895407749,0
Non-Veteran,UK,Other,65+,B,D,-186.74924725696593,D,D,86.07207725120878,1
Veteran,Germany,Other,51-65,C,C,-17.848851499005534,B,B,-109.39774209509928,1
Veteran,China,Other,65+,D,D,-4.724377812598028,B,E,44.96958048559534,1
No,India,Other,51-65,E,C,2.768448891580879,D,A,-126.08961603656002,1
Veteran,India,Bisexual,65+,B,C,100.94523637223658,A,B,-96.02578711114101,0
No,Germany,Bisexual,26-35,B,E,39.29992876996486,A,D,52.04925475153666,0
Veteran,India,Other,51-65,A,E,-10.7860674333022,B,E,-106.24489184995574,1
No,Mexico,Other,51-65,A,A,114.69885473228587,C,B,130.0243845469394,0
Yes,US,Bisexual,26-35,D,B,-148.48986613318772,A,B,116.46596416916444,0
No,UK,Other,36-50,E,C,-23.99752104863887,B,B,-133.42416970326877,1
Veteran,Mexico,Other,18-25,D,B,31.145502049096553,B,E,93.97058390562653,0
Yes,Other,Bisexual,36-50,D,D,-32.57285264486609,D,E,163.08702670605527,0
Veteran,Mexico,Heterosexual,51-65,D,D,93.44617407147184,E,B,-206.64248174347662,0
Non-Veteran,Other,Heterosexual,65+,E,D,372.6072219762221,A,E,-30.35876119810058,1
Veteran,Other,Heterosexual,26-35,D,E,81.4973332736589,D,B,-42.61078301861584,1
Non-Veteran,Germany,Heterosexual,18-25,C,E,-213.56411624923507,A,D,-209.3335477256126,0
Yes,Mexico,Heterosexual,65+,D,D,154.50762139723648,A,C,210.82983522619597,0
Yes,Mexico,Homosexual,65+,C,A,-126.48367499780811,B,C,-119.99545031452914,0
Non-Veteran,China,Homosexual,26-35,C,C,10.591237093752104,B,E,151.0876234592554,0
Yes,UK,Bisexual,18-25,D,A,-32.37383808255803,C,E,-61.19652010547705,1
No,Germany,Other,51-65,C,C,39.10393726825736,B,A,83.88563970757909,1
Veteran,India,Other,36-50,B,A,33.92521166589979,B,A,82.85418527759893,1
Veteran,UK,Homosexual,26-35,A,E,-86.04291182250729,D,E,41.67170854400153,0
Yes,Other,Heterosexual,65+,B,A,113.31795448389545,D,D,1.8975533944760912,1
No,US,Homosexual,36-50,B,B,-226.977518750914,E,C,110.5157756731032,0
No,Other,Heterosexual,51-65,A,E,29.375344351909987,E,D,-32.6680944457046,0
Veteran,Other,Other,26-35,D,E,0.5835746753615738,C,D,-91.05688179007142,0
Non-Veteran,Other,Heterosexual,36-50,C,C,-109.9931192183922,A,A,175.32854487551447,0
Yes,China,Homosexual,65+,E,D,61.72569371793806,A,D,190.95775476844128,1
Yes,UK,Bisexual,51-65,E,A,40.37142427568716,A,B,-34.2037065858755,0
Non-Veteran,Germany,Heterosexual,65+,A,E,-148.2202340377457,A,D,-174.42420479119733,0
No,Brazil,Homosexual,51-65,E,A,-38.77625357849955,C,E,-22.547678667204206,0
Veteran,Germany,Heterosexual,51-65,E,B,108.56063423730032,D,B,-180.16892480304762,0
Yes,China,Other,18-25,C,C,28.27825097315412,E,B,-74.51685678350411,0
Yes,India,Other,36-50,E,E,243.42787399653236,A,E,121.02993499425297,0
Veteran,Other,Homosexual,18-25,C,D,32.746719056019366,A,A,138.23574133760093,1
