faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Christian,C,123.67146408144289,A,-0.008103564862315631,-54.56841492167058,A,0
Hindu,C,97.79081878771687,B,-3.222811204845181,-78.17675967138945,D,0
Jewish,E,-99.49548916089783,D,97.02709697169254,37.98685963787097,C,1
Christian,B,-5.433930706171437,B,29.933458207765135,73.14394412483952,B,0
Hindu,B,-21.44266568079871,E,122.46969700853644,-97.49034324567435,B,0
Hindu,B,-105.91218428812137,B,189.46952062671036,-127.15962040434559,C,1
Hindu,C,147.59294238746497,B,-123.3950234750724,-92.7362897443058,A,1
Hindu,A,59.71289063645223,C,100.37430911544469,-43.847420281371654,E,1
Jewish,E,70.60162779579659,B,13.273436304023312,-50.19176476205527,D,1
Buddhist,D,129.37756564894113,E,0.4291854060969133,30.329175199372738,E,1
Hindu,E,49.418815518963655,A,62.90603850418937,-26.7174924978952,C,0
None,D,-12.383114796946254,D,149.01575220377163,21.24191822882446,B,1
Muslim,E,71.22941841439604,A,-173.80222871649391,93.58493881723203,E,0
Muslim,C,-278.7933861930477,C,-73.62045465421079,2.8660610692293083,D,1
None,C,-109.97544618492148,C,-18.511095409927723,-1.125821217716974,E,0
Christian,B,0.9622379580808074,C,-224.66035255042786,-14.834415850415244,B,1
Christian,A,-64.72859556224503,B,142.18125574472873,16.827620348529386,E,0
Muslim,D,141.92008002895426,E,58.3998543366351,14.0137130830232,E,0
Muslim,E,21.411546497151896,E,22.639692949074732,80.93541859118486,C,1
Jewish,D,-119.74058334639557,D,-93.31082096989769,-20.771672917763368,A,0
Other,A,99.39307500145324,E,21.678505422822212,102.55317712468425,D,0
Buddhist,D,-60.91009033869646,C,-147.6758467847246,152.0956611014052,D,1
Hindu,D,182.89352581524665,C,-173.2378309066308,-82.90030760417045,C,0
None,D,-52.195606771581446,A,-31.417800328970678,53.25267372399417,D,1
Buddhist,D,100.26312192515002,A,-3.447914390153681,-146.73665539576928,E,0
Christian,E,-114.85273723169249,A,1.8358791616769243,-51.11009261461046,E,1
Christian,C,-36.714733878054,C,180.33096712980566,229.77047678320196,B,0
None,A,67.72953900256475,B,14.529931975135064,-29.939456459608866,A,1
Other,C,-10.091717801827338,D,220.8870114962014,-6.559575372370142,D,1
Hindu,C,84.62532995986426,B,-128.44448339148232,-88.79081446826376,C,1
Buddhist,E,-159.682479520625,A,35.56016138695328,120.45938257496441,E,0
Christian,E,-42.42001673860483,B,29.230526282458687,165.1524845531707,D,0
Buddhist,E,141.1842158354116,C,38.81151985839424,-67.6072041654865,E,1
Other,E,-184.60066891046162,B,-60.16050990483072,-131.33438118931483,B,1
None,B,154.8852252716654,B,-208.32932423802393,122.89949173672787,A,0
Other,A,161.35759596679725,B,87.90194849833847,-26.046148691899017,B,0
Muslim,E,89.73406554957802,B,-214.52205436179366,20.257813778206156,A,0
Christian,A,111.71790079232034,C,-153.03445826857453,-75.98974596348388,A,1
Christian,C,211.53705089278105,C,126.81777161016596,16.826655663888275,D,0
Hindu,D,-16.26029417994995,C,2.706355151796264,-2.812458614501048,A,0
None,C,-97.25245504503548,B,-107.40140881162512,-155.7116886481342,A,0
Jewish,E,-4.20976518838409,D,-16.637254284916246,-126.05751326617565,B,1
Jewish,A,-0.038349903215582834,B,74.33441059002568,33.585949932948864,D,1
Jewish,C,-79.80761735901089,B,33.065768455882164,31.488853392395104,C,0
Buddhist,E,-15.822881521106794,B,-34.61949752734007,-64.46056524097796,D,1
Jewish,A,97.26765380893171,D,35.12958329302693,194.68294230230677,D,1
Hindu,E,5.024496716796451,C,-104.95557252691216,-106.37227367156228,B,0
Buddhist,C,34.786084009509935,C,-49.637958404713274,121.2441799922306,A,1
Other,A,47.965011540585635,E,87.13447248567213,-56.67705286055325,C,0
None,B,-35.25207534961606,B,-33.72251563378914,26.57759027212714,D,1
Christian,A,-73.29606552954083,A,-202.74249906258922,235.55210339674636,A,1
Jewish,D,1.644012239532723,D,-113.11605546116834,48.09177036026606,A,0
Hindu,C,-211.7960705246053,A,92.17603096662809,-38.14626972124881,D,0
Jewish,E,28.358494345234103,C,6.2533165995804625,-63.84153483184905,A,0
Hindu,E,-81.78809440627434,D,-230.26296974258815,-87.47645515546422,B,1
Buddhist,E,-70.6802735595968,E,78.34838596692649,-51.52903755562526,A,1
Other,B,-297.94446641065025,E,199.83662429589714,-2.075732102591947,C,1
Jewish,B,60.36801473723643,D,20.288004918978064,82.9299306759546,C,1
Jewish,C,-111.94853411645245,A,-165.12943341411048,-28.536336802443497,E,1
Jewish,A,-59.95363530359757,A,19.779383309948916,-90.65146643461507,C,1
Jewish,C,-57.171425373786754,B,-153.6691612649096,-142.79888948111275,D,1
Muslim,E,19.915067392501868,E,-46.96834738605458,88.22364921620148,C,0
Other,C,-80.26848146941866,A,42.768789647054156,-68.41925300558972,A,0
Other,D,-184.26357396348328,D,-149.79848491027357,-165.52096092188324,C,1
Hindu,C,26.18266453614737,C,48.850580648286375,200.35295089057237,D,0
Muslim,C,-18.288390253809048,C,119.86790847185611,-160.9194857735364,E,0
Other,E,38.95578781481016,A,53.21887048999214,101.54871781982982,D,0
Buddhist,E,220.82385222714026,B,-45.1038136492072,49.68142670024832,B,0
None,D,-72.46922820438657,E,-55.688149676655975,-30.637363648428988,A,0
Christian,B,122.18260946121038,A,139.48134730602214,-23.08738232588593,E,1
Hindu,B,-59.358477867911105,E,-153.57446400654266,-107.60220726561371,C,1
Muslim,C,124.68512497468535,C,-3.0997867261729,139.4103646380608,D,1
Muslim,B,-123.60963405246623,B,-141.93584286263723,2.7057693951316306,C,0
None,E,-8.390767412533213,E,-83.17506458283901,16.588797668994587,A,1
Hindu,A,-113.90104805400756,C,-22.378489671428134,-56.214036751678584,A,1
Other,E,116.5281162788979,C,54.61391174709714,-107.12553996503631,E,0
Hindu,E,14.583099042709808,B,23.054279147336985,20.873607545631987,E,1
Jewish,B,6.6509557096626395,D,162.99735817193,59.24426620041589,E,1
Jewish,D,89.48541574252094,D,8.173175177355086,87.91016339721429,E,0
Hindu,E,-1.0115450149720835,B,-6.930174408905952,33.10469211918557,A,1
Buddhist,D,126.42269826855961,C,-28.185008960567508,20.26909928684568,E,1
None,D,164.81525819987175,B,32.87815186819489,-34.65680905021126,D,0
Hindu,C,-23.0425850384068,C,-147.29352783501793,-54.89230673562273,A,1
Jewish,B,-5.022995878084583,A,-24.032938547725763,83.97247115667132,D,0
Buddhist,B,-281.694417324332,E,94.28240741291651,22.15236502468172,D,1
Hindu,A,85.6314591386024,A,70.57425585533957,10.548994297237524,B,0
None,A,-22.536847750540613,E,-127.07636210571884,131.49651114674782,D,1
Other,C,24.5320155972816,C,-113.98815726995532,45.723430633720994,B,0
None,B,-46.91396332263152,A,108.82591731111361,-46.21375494014505,E,1
Christian,C,42.85439176575882,A,159.82215315685187,49.567807487267274,A,0
Other,D,4.089941304807168,A,180.35248600598405,-29.893188094744268,C,0
Christian,D,-2.8773548958337605,A,94.83009048138358,-80.22827794149835,B,1
Muslim,E,50.49287508115113,D,-148.39152402033346,-9.146764685226831,D,1
Muslim,A,-77.65525066541372,A,244.70468793969906,-50.856064840835835,B,0
None,D,175.16626108380927,B,206.64712666677732,-88.9003315114871,E,1
Other,E,-19.499266800654283,C,91.88548977759544,-91.62394725222086,B,0
Jewish,D,27.459524955149544,A,110.26656162568891,34.74877162724328,B,0
Christian,B,58.95987707773476,C,109.87299214801742,129.09238317042093,B,0
Jewish,C,74.02609936193059,E,132.51854041564238,5.404754717657005,C,1
Christian,B,-47.58210102893778,E,-152.09183316802154,-17.75639597560586,A,1
Buddhist,D,-8.654928173696147,B,-117.01836272216556,-31.370098949523666,C,1
Buddhist,C,-246.2055835831306,A,-4.730225478865817,131.03241061629592,E,0
Jewish,D,-153.84926563918827,E,137.72033028544223,-35.05624164294467,E,0
Hindu,E,53.98478193528866,B,3.2887261997721655,-1.7988231659388378,C,0
None,A,148.04212641762956,D,-47.14306968030632,105.68370473451137,D,0
Other,E,-12.15541786723962,E,-16.10730881443018,-15.620450026876643,E,0
Jewish,C,126.13191814386417,B,-79.35149386043162,-16.02110482936331,B,0
Christian,E,-178.03615223151417,A,-25.840609745378885,122.6511088650321,E,1
Hindu,B,7.349560502274401,B,-43.7305781858859,-31.484704642853412,C,0
Other,D,58.6819290161062,E,52.30091566415959,-79.50943158796404,B,1
Buddhist,A,18.65543607663317,B,-143.16153534523554,77.68513550757018,D,0
Hindu,A,65.18768210475417,D,102.94121997787964,10.861177704191,B,1
Christian,C,109.92192276726465,E,157.70644002697256,67.18188196190465,B,1
None,B,15.222399632760206,B,80.69444505117399,-78.15223665435316,B,1
None,B,206.05515917517803,E,27.44419953731868,36.83624525185694,C,1
None,B,-90.4819177620648,E,-112.37732166305474,-34.84176311961731,D,1
Jewish,A,-84.57342500944934,C,-22.34701238766081,-20.668332307357115,B,0
Muslim,B,-217.16817862215638,C,-149.58014288777468,36.839481966444566,D,1
Muslim,D,-175.24538079253767,E,-51.376958995543966,143.724839641499,C,1
None,A,-97.47335953218486,A,32.54486026945663,133.75604896301996,E,1
Christian,E,-27.060780141413645,D,-44.0823012586247,-53.165979284167676,D,1
Muslim,D,20.262210735357463,B,-21.9201466362655,141.0749619602684,C,1
Hindu,C,71.736856587276,E,-18.084273769699323,73.62978489926843,C,0
Muslim,C,27.348570952278322,D,-34.09838440519475,162.97117923467783,C,0
Other,D,17.54481815645643,B,77.17773035849088,98.42497830850965,A,1
Other,D,198.35636411621755,D,78.7807120672425,-131.02249263943474,D,0
Muslim,C,99.71599433795032,E,150.0281878704268,177.8268313856484,C,0
Muslim,C,-96.48525713156886,D,-28.457932217258275,19.30851063182384,E,0
Christian,B,-220.56498798015954,B,-64.92495665415899,99.9946733500029,E,1
Jewish,B,-38.33292317232784,B,-81.22900009331444,100.88310576710884,A,0
Buddhist,A,3.2541339498885935,B,-111.1674112937612,-114.26415424558643,D,1
Buddhist,B,66.17508691575505,C,-170.9024037029155,69.41525080738519,C,0
Muslim,C,-247.7693299415742,B,70.71977293186654,-89.80043150929932,E,0
Buddhist,D,-64.25159441359364,B,103.84298930074722,-13.744311692971326,B,1
Buddhist,D,-48.50148489186889,A,-48.943658408035276,-58.35698080050828,E,1
Buddhist,D,35.379320697602466,B,-75.91838888444425,12.708029513228084,D,1
Other,A,-51.04249233598718,C,-116.06940592133954,-66.67724255015362,C,1
Other,A,44.17722215516515,E,-124.27645600062134,-5.8369316251916485,D,0
Muslim,B,-36.81816074690637,A,79.2183401684131,-162.78365393561003,D,1
Hindu,D,-48.24544909608161,C,-78.49945939970576,32.57527165093078,D,0
Other,C,90.57971228632698,D,154.6592571042024,51.281144164366424,D,1
Jewish,C,25.09448798456158,C,140.15934190756266,-36.10615688044023,E,0
Buddhist,B,15.981690318999792,A,60.73455879893017,-119.85817321958301,A,1
Hindu,A,-92.48678023820747,C,-41.926669594039225,34.08907712650983,A,1
Christian,E,-80.33284494392875,A,68.78174172234277,146.9626059311925,E,0
None,B,-104.18986924471614,C,-74.51897021221453,6.776415483697887,A,1
Jewish,C,-5.181447789547134,E,192.82948110576774,66.56609105349995,B,1
Other,A,39.30781384125787,A,-111.14628370128719,50.29527132328564,C,1
Other,C,-29.917442798543885,B,19.3718381250326,97.90744252403165,C,1
Other,A,-55.19255339022225,D,-21.463162729658876,-17.71606762313175,C,0
Other,E,73.30041282416164,D,10.609521691686929,44.17591576020694,C,0
Muslim,A,-112.79387265467274,B,127.34216934518943,187.0137044158163,B,1
Buddhist,A,-46.37334360570135,C,123.27553102150661,-110.75289781896038,B,0
None,A,-71.89588853902453,C,-116.91754986402883,-176.39576562941073,A,0
Hindu,A,26.874226829573526,B,65.07786224238272,183.32712198071374,C,1
None,C,-159.94573737008156,A,231.98295248146312,-29.71933581014703,C,1
Christian,A,129.92820515559416,E,-45.8243522999574,0.8148446580770909,E,1
Jewish,A,-29.696294133071298,D,-38.66625114039483,-55.141784187028634,A,1
Muslim,C,-44.88093930686021,B,79.54602729815642,-8.811241571365134,B,0
Jewish,B,-31.756166435982593,E,4.0394752002993615,203.9766387323976,A,1
Hindu,A,5.034376645630148,B,181.5516010518452,196.9990602952926,C,1
None,E,51.11374924807398,A,136.04522438331074,-29.19827990944682,A,1
Christian,D,65.10554681960541,C,10.079757941872824,-79.14908713428339,E,1
Buddhist,A,-29.20145786676265,A,-14.750193091511838,61.81471625503162,E,0
Christian,B,8.42542681061011,A,-181.09034043938416,-32.72593664378876,C,0
Buddhist,B,-84.88135509926333,D,-151.93702567845577,-174.47851234251246,A,1
Hindu,A,199.05396777600626,D,-17.57391046469946,39.95230950883632,A,1
None,D,-176.8836928152003,D,30.886607080056578,-28.94462342410471,E,1
Christian,E,161.39231182178182,D,-161.3245988708024,40.523522490287,E,1
Other,C,-85.01974105781781,A,79.8859860262397,-0.9710581651392522,B,0
None,B,131.3954793442359,B,-7.377149917510714,199.103464315294,B,0
Muslim,B,24.697435062017025,A,-123.38676303289535,31.58035357185588,E,1
None,E,49.906488289512346,E,111.86951632712953,58.9909635368939,B,0
Christian,A,-72.20545831226045,E,48.84960293645119,-154.81229624286783,D,1
Hindu,B,64.50901264645138,E,16.139202673956277,190.97047977902525,A,0
Other,E,13.731238098536942,D,56.304058057439576,-98.77078461663315,D,0
Buddhist,A,110.7518105141989,A,-58.01009536274915,-238.29872718752512,D,0
Christian,E,34.874278058581815,D,76.2882544120788,-52.95227060429529,D,0
Other,E,-131.56356302492676,D,131.99916568737703,-67.0020249942033,C,0
Other,C,95.94733960503996,C,-53.46708227145186,-79.43651861623852,B,0
Christian,C,-87.57295164861159,C,-15.836079520914028,173.1878944386834,C,0
Hindu,C,-115.85576850818158,B,-155.052745053908,101.3792094598426,C,0
Other,D,-74.62857112594861,C,-49.26748781702295,-4.903390744750152,B,0
Jewish,C,-3.13598359227793,D,-59.16729982105744,-322.10600260132315,E,1
Other,A,-36.134946863196326,D,-50.42309917004529,-106.45708335908057,C,1
Christian,B,145.5527442261682,E,-6.981517727517243,-56.00024772638801,C,0
Buddhist,D,38.425346793118834,A,1.8544349160359117,32.29464441718695,C,0
Christian,A,100.61993331572057,A,-165.53474078981114,33.6967180112171,A,1
Muslim,C,65.15791208457344,A,54.824109501226424,-0.004386729598279009,B,1
Jewish,A,-86.76656962067206,C,30.87705767108036,-118.99472195592875,D,1
Muslim,E,18.07347491325094,E,110.05868505812342,-65.07261138497263,B,0
Other,A,85.89715657881824,A,27.5347527416253,-9.919030041997132,B,1
Other,D,-93.98049118024387,B,240.77883330610618,72.54977844360889,B,1
Other,E,-101.81046670996503,C,189.668279490139,-140.46850349921854,D,0
Other,C,-13.08683361684988,D,40.04024833914288,-66.62744831379004,D,1
Christian,D,67.37641066698222,A,-44.330314132808994,25.76349472260185,D,0
Jewish,A,-121.48588828160021,D,30.274649716271217,-123.40349736171889,A,1
Buddhist,D,-117.97589446484666,C,226.9955014173841,119.68741638795086,A,0
None,E,73.53560173537166,B,126.7020611147456,129.94958206334098,E,0
Hindu,C,-75.79704989102937,B,-207.2372198280248,44.107035480557855,A,1
Hindu,B,37.76481052880651,C,-52.8111538636905,2.481552626155612,D,0
Hindu,C,74.5426336284713,D,67.40882164825872,-40.311122784265066,B,0
Jewish,C,114.45450440200253,E,-377.9887999439424,205.64745304128013,E,1
Muslim,E,165.825378365848,B,115.00702244522162,-42.25450585959237,D,0
Jewish,D,173.6341444943329,E,-41.68902197695541,89.65308262369021,D,1
Other,C,80.33354868998597,D,-8.922851243558533,128.29512602762378,E,0
None,D,73.00982766533667,D,-7.006679461502848,6.878518799209904,B,1
Hindu,D,-75.2862026016381,B,87.69106863261428,-147.66166202467656,A,0
Other,D,190.71918231494521,A,89.39967864952477,-50.934673892180335,A,1
Christian,E,-29.591180169937964,D,-134.213195145061,-58.291316409743224,A,1
None,E,122.47871158056284,B,-129.8487097712905,11.324178193212113,E,0
Christian,C,103.76912060974928,A,25.2577842780481,55.90010931474675,D,0
Christian,E,-157.50757395067097,E,58.08302901616488,60.61932720604949,E,1
Jewish,D,125.92854566371625,A,44.96559150371556,-48.24600499268206,E,1
Muslim,B,-71.94966106574921,E,47.29660441236139,37.10407175795515,D,1
Muslim,E,198.1187261774825,C,94.89451763514744,87.17809219014637,B,0
Jewish,D,-28.797766168934352,B,-116.85376656225881,74.93617997394323,E,0
Hindu,B,9.324103242627107,D,47.434331907430625,17.113568350070242,D,0
Buddhist,A,89.37190556877678,D,55.20284200276482,91.20112552004474,C,0
Muslim,E,36.3123522665458,E,65.40250441457076,80.8521695438425,C,1
Jewish,A,-3.1676079161136586,C,49.1052450895671,-36.12380450379046,A,0
Other,E,180.1774292502527,B,115.60569652552726,96.33944425769054,B,1
None,E,37.47126218134427,E,-16.209200486953794,-43.98296152576447,B,0
Muslim,B,-183.16850963808602,A,-12.373524035609448,85.54495146660688,C,0
Muslim,A,-101.15044984113912,E,7.220350819437147,55.306462961921234,C,1
Buddhist,D,84.92085445592349,E,63.10525555040838,34.24211226059396,B,0
Buddhist,A,263.0957289848698,E,283.6614849887245,-68.57633311860842,D,0
Buddhist,B,46.05323420210992,C,68.2204168454419,-128.41747804165462,B,0
Other,E,-48.81541349930735,E,-23.250390243922,-112.61475736197968,B,0
None,B,78.05041572792351,C,-176.82580667894058,5.5142214435328825,A,1
None,E,13.864916337104793,B,-195.28414273694813,-209.67514329008182,B,0
Muslim,A,107.10602402139511,C,201.25746906274503,-100.70444528743583,D,0
None,A,89.30708774035914,B,56.11088675269671,104.82719501353674,A,0
None,A,89.26110693069754,A,-227.65967653059556,-87.39341336928406,A,0
Buddhist,D,134.74539771187878,D,96.52456731298776,58.51272287110339,B,0
Christian,E,-0.9118632514087861,D,135.3804525688667,-3.6766328844104903,A,1
Christian,E,109.2153512343381,C,6.149176590729074,20.955213451577922,A,0
None,E,85.23487017073273,D,-182.3054030864008,43.519263051769585,E,1
Muslim,D,69.83559122000571,E,-112.33777395726943,26.05595505719821,C,1
Christian,B,-58.06877582595115,E,-68.1279317424728,-13.313363743319808,E,1
Other,D,85.4952569923704,D,51.18623064434688,-80.68571229175603,B,0
Muslim,D,-51.86319023699995,B,93.88522928040246,-50.65146687876,C,0
None,A,140.2825669056959,E,143.831845020421,115.51722608306754,D,1
Other,B,-178.822824393247,E,-25.154887176137976,-20.171513249745132,E,1
None,A,33.57646618319922,E,25.786447305107803,-145.04697712009994,E,0
Buddhist,E,-186.77863795696592,B,-42.65331078980767,42.62171883653852,C,1
Christian,A,-209.05180434813212,C,-100.32813246910517,158.0536435386727,B,0
Buddhist,D,-42.391009656601874,E,-41.67955175267772,-4.979784098287787,E,0
None,C,-10.467129833010324,C,-118.68263672196831,-31.693769026798652,D,0
Buddhist,A,227.37210284094925,E,-73.50951494166281,35.61156621356636,B,1
Hindu,D,-45.201570598930815,C,-80.51027597034079,-28.550891047915282,D,0
Christian,C,118.33045232601593,D,183.56815936861892,54.14297406761123,B,0
Other,C,-138.7054568582237,E,186.2558218013798,-339.6291708150631,B,1
Jewish,A,-14.526861965663318,B,-2.700981080714156,22.586519228801556,A,0
Other,A,-74.13570239125934,B,149.81996797904512,69.56657199243881,B,1
None,E,26.85655215645999,E,-52.83164969290712,146.83864495793236,A,1
Muslim,A,101.9927922332729,D,243.57970365218148,-78.62875232652507,A,0
Muslim,D,78.34671003561598,E,195.13318245398966,-153.63617305883085,A,1
Jewish,E,75.19451031922868,C,-238.89249003107346,8.78468859808131,C,1
Buddhist,C,67.29509438041813,A,98.75740274617063,-50.805357733561976,D,1
Christian,D,151.30480798441104,E,220.45884865917685,112.01000362558182,B,1
Jewish,D,-91.50357880084564,E,30.713887944965297,-111.88514827665628,A,1
Hindu,C,-84.69701261163635,C,164.15553293475926,-72.41849740679405,A,1
Jewish,C,209.41442078405507,D,147.71113944267697,-138.9603791808908,B,0
Jewish,E,-18.574526661539977,E,71.72922785361924,-14.027675334943654,D,0
Buddhist,D,-228.94647603021366,C,132.0020486668721,-130.17458895658382,E,1
None,C,-87.70044808739347,B,-82.81721635557273,-88.52502714102995,B,0
Hindu,D,60.75886211948253,E,97.70184429195879,-164.4288810267093,A,1
Hindu,C,-50.32447967646814,C,125.36477291724128,106.88436776059238,D,0
Christian,D,-22.913575783119498,D,76.66959478748512,27.091163064138108,E,1
Buddhist,B,-7.150604560574567,C,-46.92884772126358,-81.1368912345614,B,1
Muslim,D,-37.79307465068709,A,-64.14959758891081,86.11651063828117,A,1
Christian,B,-31.957462314185907,E,-8.902997238508723,-67.49177023890263,B,0
Jewish,E,-247.97965195511603,D,-154.84718324363672,28.858163731682097,E,0
Buddhist,B,-51.0377190859568,A,231.0599389937221,-12.674466029079671,D,0
Jewish,B,51.19663347032255,A,66.78094661288692,-187.7200689122172,A,1
Buddhist,A,65.74215222774934,B,125.23437497268743,36.41177362723113,B,0
Muslim,D,94.2926086657372,E,37.59914166896757,-147.16140608438215,A,0
None,E,90.44663659384204,B,-13.105964635923812,-61.196513548704026,E,1
Buddhist,A,76.94068059207629,C,-115.46765694481734,-1.1685580842639307,A,1
Jewish,E,-120.26764632717249,B,-65.06756852103634,-85.96278959227178,C,0
None,D,30.598605986661788,E,-16.276915365237805,137.91021374469955,C,0
None,D,-45.394158011431486,C,-6.325009507378771,-141.4194744437917,D,0
Christian,D,19.962604213618874,C,-288.89587052176523,30.253319635063637,E,0
Other,D,-22.361458427094068,C,156.30036597239652,44.6255795029871,A,1
Hindu,A,28.439781520309282,A,-143.7783672265526,52.09884324362145,E,0
None,A,88.76699886074488,B,-33.657356276566276,-226.8129827578915,C,0
Hindu,A,-60.143586330622654,A,66.50416314932205,109.0918268741216,C,0
Hindu,A,-100.37266402202143,B,-28.340577375308452,-102.28717454097959,D,0
Christian,B,86.06484971329597,D,-51.28691984835876,-115.6899401903611,E,0
Christian,A,-8.553712465635465,E,23.148129659954417,1.2687323093635527,E,0
Muslim,B,131.93276518779018,D,29.329537306676507,107.22994845518691,C,1
Jewish,D,61.722619109664414,C,-30.65355177828815,10.301331693518177,B,0
Buddhist,A,65.33676518664959,D,-71.53819814332826,-170.80396468100162,E,0
Buddhist,C,-88.92922534980391,D,71.4264192730492,-50.96212983708873,C,1
Jewish,B,-115.44306125158153,D,79.5538469824933,50.733577881251215,C,0
Muslim,D,-21.74196092619745,A,54.07643776410045,-77.50356387274319,D,1
Jewish,C,-27.912667814062754,E,63.29465630972976,-152.90160582533548,E,1
None,B,-24.36920301815042,C,143.67231681451742,-31.000102584732247,A,1
Other,B,15.566668308058738,D,60.9443165804232,50.9887606322199,E,0
Other,D,96.85548445025823,E,-33.5321156376292,20.205391211786765,C,1
Jewish,A,46.27169500610383,D,20.94447142454364,38.657799854998004,B,1
Muslim,C,19.39268965174751,A,119.89739314407927,43.89084822446014,C,0
Muslim,B,-22.3997791414762,C,22.606092828382653,85.15220853686549,D,0
Jewish,B,-18.758789805664968,B,10.38252139015396,-231.25550940966312,A,1
Muslim,E,40.02898296498247,A,-73.12896464878442,-33.80312822340208,E,0
Muslim,A,-68.53912394178721,A,-184.61458515921416,-6.95918436679129,D,1
None,E,-50.884133417984046,C,-37.49173474282379,127.78541237243897,D,0
Other,E,-75.49655252671094,E,11.623478938209795,-4.347789191929255,A,0
Jewish,C,-39.35572111943613,E,37.689237305825664,-17.074228011918795,E,0
None,E,44.30734412515898,D,80.00650482190585,-91.20594831517298,C,1
Christian,A,61.07715641254403,B,-17.27895244767771,-124.35738263306466,D,0
Hindu,C,108.62041910798513,B,43.00973515321251,-19.33288513566697,A,1
Muslim,D,-34.12333844556548,A,-78.74411022564934,-141.48437170136376,C,1
None,E,129.6271108735359,B,193.94875155032608,87.25322676221857,B,0
Jewish,D,-87.14768997758199,C,114.89266967080289,71.59351204583172,D,1
Buddhist,A,-160.583121739057,A,-84.79923993416291,30.113285003261193,C,1
Other,B,-57.18468212261247,C,81.91524641225047,106.20851669982439,A,0
Christian,E,196.66343060322825,A,110.43666145791646,-57.19729011367198,B,1
Other,B,123.13076033070571,E,17.68629044010406,-33.8553095376845,A,0
Muslim,E,8.758684477732809,D,1.4505233061848988,-133.22270103814475,C,1
Muslim,B,-129.83366551369505,B,159.54475041817585,163.07215346770477,C,1
Christian,A,-6.459176959031569,B,-51.02850712963472,-145.2041784158883,D,1
Christian,B,-100.38408615779659,A,80.31958190292642,43.46859010991519,A,0
Hindu,D,-217.19781352216137,A,7.901174056918772,-42.09853095532838,C,0
Christian,D,244.6874860595548,D,-248.7228246681971,-84.32601546676278,B,1
Hindu,C,-105.70944809413764,A,-2.0575787877757357,81.1944393872479,C,1
Muslim,A,51.294189390751875,E,-45.259652141512994,-158.92597542132353,C,1
Jewish,D,87.15340292783914,C,-123.8217638854624,147.86940888725195,C,1
None,D,-88.683274637749,B,-37.285481060504594,140.52608988942933,C,1
Muslim,E,-70.88402407757953,B,3.653068344813303,-159.90558322894907,A,1
Christian,D,-37.54368371003062,A,-20.64867253662054,39.80119764407933,A,1
Buddhist,E,121.67511644584745,C,-34.51089007784701,-31.028603789182764,B,0
Jewish,B,65.55231652638038,B,194.29796974264778,-155.88732562920623,A,0
Muslim,C,-80.38039705973733,A,36.21968309213445,111.2647876252208,B,0
Muslim,C,65.55234016402156,E,-105.5914092457396,38.67446332611314,A,1
Buddhist,D,99.0483799624159,D,43.8204670412359,60.055485305579396,A,0
Muslim,A,3.369982165476549,E,-118.37074050721232,75.50975340217495,E,0
Muslim,E,79.52796878156673,D,172.77941918638592,-10.34542895898532,D,0
Hindu,D,108.70646742504513,A,-105.51174288909921,-191.87948075874718,B,0
Buddhist,D,71.27669813199525,A,-10.49493610444196,-50.334084079095554,A,1
Jewish,E,-214.93698463768106,A,-128.0309359748909,-68.48709757830093,D,1
None,A,113.67034103458474,A,78.12491225445983,61.15967734470084,B,0
Muslim,D,-108.04458292543578,A,-37.682579529441846,-87.62991137147694,B,0
Other,A,136.522917583845,B,-40.6502290443762,-16.32528957357625,C,0
Jewish,A,-89.05323779795127,A,-49.06652639671634,95.82731999966879,D,0
Christian,D,16.597585685680933,D,8.146965475867747,-118.14102183350104,B,0
Other,C,-10.13243715997939,B,92.66881917565665,-1.2058512668329966,D,1
Christian,E,-181.87845423564067,E,35.27489282229823,117.72187152028441,C,1
Buddhist,A,110.42659461922788,B,103.10252883523829,121.71904279865294,A,0
Muslim,E,-16.212583269614104,C,-8.772649788372211,-130.69585395636318,E,1
None,E,-32.765763791715564,C,-138.43407144377576,-61.53704247942186,A,1
Hindu,C,-16.7304748907685,D,49.2685921449884,212.72304387484934,D,0
Hindu,C,65.73974923147445,E,83.88763224455886,101.6668491143834,E,0
Jewish,D,-68.51167589545013,A,-160.38705508945938,104.06673584402462,B,0
Buddhist,C,75.90366724355081,A,-120.37762685118606,136.79251763229533,D,0
None,E,24.639571809570736,C,65.63438939535176,-206.56449132285672,A,1
Jewish,B,68.09080252357776,B,119.48819174942157,7.7602806531642905,D,0
None,B,41.016931540919366,A,153.15807307254678,52.67225996460759,A,1
Buddhist,C,108.70159077592064,C,-62.34540403509396,-118.01132475484768,C,0
None,D,116.80336607845317,C,-40.021876832580126,102.76804511404143,E,0
Other,A,122.46340270629929,B,30.198309830858783,-49.44778439387983,E,0
Jewish,C,-59.442799001479166,E,-213.58183659607613,-21.13404272622646,D,1
Hindu,C,18.85456241990181,B,-0.607111062001404,-103.22931912201658,C,1
None,B,256.0209020134149,E,-30.183539087324284,-1.2679592151399304,A,0
Jewish,A,-35.03611692156281,E,-13.719343046069158,-29.014644797397143,B,0
None,E,225.07802377494409,B,-12.467480489324826,-145.45048616006565,C,1
Other,A,18.554487687612824,E,38.22226540604806,-89.46201773680568,D,1
Other,E,-13.639334004993758,C,0.9203343476770017,-44.81978983265823,A,0
