married,sexuality,Age,handicap,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Single,Other,26,No,-40.75481616404406,D,C,101.07882743327394,A,167.164098749104,67.18671505462467,21.769013047330724,A,1
Single,Homosexual,40,Yes,-37.28907848153431,D,D,65.80036012221426,E,-31.59557060891311,-38.424990330358604,-28.821029800453303,E,0
Widowed,Other,33,Yes,83.73731638783185,B,B,158.34334202661725,E,115.65972565606906,-14.306493994069516,-36.80504670890076,C,1
Widowed,Other,44,Physical,-21.70381047623325,B,E,63.2807484618884,E,-8.482646788027184,83.35165254444715,0.3944445984348772,D,1
Single,Heterosexual,76,Both,-47.39262310226611,B,D,27.455041659430528,E,161.1115152398878,-107.77316215982597,-81.52663174629389,A,1
Married,Homosexual,63,Both,8.05368334686063,C,B,145.49308087769973,A,30.368943468391628,-26.099794213252725,35.4027953073572,B,1
Divorced,Bisexual,45,Physical,-75.40309934068704,E,B,-166.06878012268498,E,31.01314596274529,-93.90555318109939,-95.76917473496938,B,0
Married,Other,36,Both,-19.687186665856203,E,B,102.28966863786115,D,-147.1208785107909,26.832917170700554,-177.26050847623225,E,1
Divorced,Other,63,No,49.90081793298,B,C,76.76073704109638,D,50.29011097416907,-66.31373806248703,65.59584151774432,C,0
Single,Homosexual,38,Mental,-157.015726044165,A,E,85.29943103621859,C,122.24117935619363,-103.25767813353495,-6.488164720675534,B,1
Married,Bisexual,65,None,-49.76197533109691,B,B,37.116271368709505,E,129.91011717807137,-8.80410895052416,-3.4868927293903633,B,1
Married,Heterosexual,63,No,4.676781116870965,C,E,-86.33168407518804,B,-15.762507695280389,249.74666727558682,-34.59767714545683,E,1
Widowed,Other,23,Yes,-47.841201545036995,A,B,6.115710388553896,C,-178.64235061680702,-69.90473328210825,-88.45053890893242,E,1
Divorced,Heterosexual,39,Physical,37.847575539320374,A,E,-59.43054479221202,A,-55.89602814969644,-78.25212471117165,-68.41954836978962,B,1
Single,Bisexual,66,Yes,35.49138102213975,D,D,83.49856688536451,E,109.40061201312585,37.97917521378982,-62.945994188963226,E,1
Widowed,Bisexual,46,Yes,-175.3506975581279,A,E,37.83129629465738,E,37.94961176660409,56.08379009463205,-66.11871766486637,D,0
Single,Other,23,Physical,-42.60919492372697,A,A,-122.73332090305237,C,-123.21016844951045,1.8229506803901931,38.285529289097106,D,1
Married,Homosexual,26,Physical,100.80145012846515,B,A,-43.852425356493654,C,-58.739936668837046,122.57029901469569,-147.76038985821978,B,1
Single,Other,56,No,-40.21309841301251,C,A,68.86795411970141,C,45.12803224379707,32.732894276985576,207.64758827202718,B,1
Married,Other,19,Yes,127.46936488325626,A,A,-30.197126319450625,B,129.14912405796875,-52.735777806402176,63.07248176626881,A,1
Single,Bisexual,57,Yes,113.049230032418,C,B,136.8214620509231,A,-87.8791641114039,-165.1966538925897,75.02606896525238,D,1
Widowed,Other,21,Both,-8.804684092704438,A,B,96.5694552443918,E,17.09034152374578,-24.06190988784763,105.05831795954981,E,0
Married,Heterosexual,20,None,215.83191483216325,A,A,33.03311199075112,C,-12.218143516976616,-63.98198250543512,49.976941665797874,A,0
Divorced,Bisexual,60,No,124.48257895028041,B,A,-73.42465899154334,C,92.79409734470256,24.61873443888639,-106.9501725619872,C,0
Married,Heterosexual,31,Yes,-56.8208853671199,C,B,32.37805060931882,E,-102.79795819540686,59.176418322846935,118.33516044599439,A,1
Widowed,Other,57,None,130.99577054447977,A,E,-129.89398136619585,A,-86.77600788517373,23.661849378199474,-38.88992662589704,D,1
Widowed,Homosexual,56,Both,48.046383699900275,B,B,-60.8798685635502,E,87.13378373168044,21.596671428136027,22.266428033838555,E,0
Married,Other,30,None,-152.75407900422243,A,A,5.119016834629167,E,-62.54701771025398,13.528114339933866,25.82991138874735,B,1
Married,Homosexual,62,Both,-189.71931427994244,E,D,-128.94728576721332,C,86.07659977897143,-53.036471895410564,55.11456847332779,A,0
Divorced,Homosexual,49,Yes,22.421409775519102,A,C,27.394414108917054,E,-177.43762925631137,36.05370020191602,38.51757941255288,E,1
Single,Bisexual,73,No,-20.6885332129889,E,E,-15.98728865758855,B,-34.44965477307552,-272.9988751263198,6.240304159301043,D,0
Widowed,Other,68,Both,-44.19885189567399,A,B,-7.770291847909499,B,87.47552687720203,-161.4045422570343,126.13129304209669,A,0
Single,Heterosexual,32,Physical,-285.68653459314766,D,B,-10.269162288910943,D,-41.32654517742774,11.586370672591789,12.964314331067458,A,0
Single,Other,55,Both,114.75724332687078,B,D,18.981412776282614,E,10.902882343736641,-102.7385368748732,-70.13079177393885,D,1
Married,Heterosexual,76,Both,-44.26860391325414,B,B,-76.18897036173465,A,21.20043389548617,-23.566090731933816,-11.744843557042548,A,0
Single,Bisexual,46,Mental,87.35041184561383,B,D,-41.022548122961254,B,156.55241913825444,68.21470698421598,-23.794677007704724,A,1
Widowed,Homosexual,70,Both,-31.25488437744976,C,E,34.05093684248461,C,-188.97593626428605,9.27551306282254,132.088679397147,D,0
Single,Other,39,No,7.977156519857534,C,D,-106.71219416870304,E,-0.5864597331732975,-0.39425856661937375,-30.14158821910054,D,1
Single,Bisexual,59,Mental,-29.65257341182997,C,A,-96.91528535638298,E,-215.48865187047448,-50.35159860574907,175.35175353158058,D,1
Widowed,Homosexual,28,None,-6.26418467432366,B,E,121.80688743850948,B,-81.50653783380017,7.931395282554075,-127.2142365212257,A,0
Widowed,Bisexual,74,Mental,-92.1427969893591,A,D,25.84899256447096,B,-29.19994321398812,-91.20624069002837,65.84479191039215,E,1
Divorced,Heterosexual,32,No,-42.99969248062752,A,C,-10.6487418460538,B,-146.79622138715658,81.57733522745498,52.81274954586448,E,1
Single,Heterosexual,73,Both,63.034750719856014,B,C,-1.2489479042610128,A,-87.8918446774481,-44.34597820159317,71.61959106723623,E,1
Married,Other,33,Mental,190.13919536861388,A,C,-51.40474465075513,E,-122.68141771427142,-21.73382342443036,19.60137737302626,C,0
Divorced,Heterosexual,57,Both,-68.43592949424409,D,B,23.568756974821632,D,148.9639077223419,21.3788430675991,107.41578917062682,D,1
Single,Heterosexual,73,Both,98.964821862112,A,E,-52.95064223452648,D,-114.24644142068479,37.500164166945474,89.74071288393513,D,1
Divorced,Heterosexual,68,Physical,178.90217743187193,B,E,112.31855102067702,C,-20.53146648877637,25.685024447978073,-22.884594320710168,C,0
Single,Heterosexual,36,None,5.012188760645363,C,E,-101.03927645922164,D,21.079677526689235,74.94207049906808,113.0978865016514,E,1
Divorced,Other,24,Mental,45.01747069377872,C,A,75.01896102713883,A,-96.01536072351603,-224.98306436005242,-53.01740673944234,E,0
Married,Other,21,Physical,-9.376737444242632,D,E,-71.61567645716359,C,-55.38508789577593,-55.02509356805877,43.29879311873652,A,0
Divorced,Other,31,Both,63.60026397443066,B,E,85.92760723962357,D,-121.53799708516999,155.42443156092241,-12.843719891824149,D,0
Married,Bisexual,76,None,4.264487301637257,A,B,92.88202271340865,E,-28.893211761651116,-84.09682795499619,38.014057764394224,E,1
Divorced,Heterosexual,43,None,-83.14217981600801,C,A,38.90386515127244,A,-6.315436853349915,-61.033093583788144,72.47997854799146,E,1
Single,Other,59,Yes,-13.571150610277241,D,E,193.7610533968506,B,17.72190243918402,74.9793400473244,-131.05867354096483,D,1
Divorced,Bisexual,31,Mental,50.48473287309909,A,B,-55.71369411288678,E,105.68150210066489,-162.88057068449965,-39.02980709064677,D,0
Single,Heterosexual,23,Mental,-112.51317926418096,B,C,43.50905610429732,B,-171.16233149280276,20.01655731178146,-31.151687935838673,A,1
Widowed,Heterosexual,72,Mental,80.96687264193547,A,B,-144.90047181937436,C,188.80452794574535,57.511950280823555,-211.4190270686906,A,1
Single,Heterosexual,79,Both,-108.52829977757396,B,A,31.466267038048734,D,172.43008720131286,-31.408473388798576,93.89663135312324,C,0
Divorced,Other,49,Yes,48.264392900056336,C,D,-122.3633021589956,D,41.51910118434301,0.5069059886180685,47.852199856368166,A,0
Divorced,Heterosexual,27,Both,68.29965713247088,C,B,-22.90694777794403,B,-119.74446398764971,21.338759199194985,64.39154491520591,A,0
Single,Bisexual,34,None,183.57954398774356,D,C,-301.0226055465306,C,144.48132959025065,239.8855804719198,-80.141162924861,D,1
Widowed,Bisexual,32,Physical,176.1825942033623,B,E,100.68924478244412,D,-152.45419016095042,31.535612001215878,74.51749593688662,E,0
Widowed,Other,56,Yes,152.74593708884493,C,A,-32.655392574529564,D,-215.4473838730706,16.31760299358395,82.26354937531325,C,1
Married,Bisexual,25,None,-117.9412890750819,C,D,52.79177104452165,D,21.12682089511996,-81.01808513542923,88.88411275533457,D,1
Married,Bisexual,33,No,18.216677226251736,D,B,-35.22276369508927,E,40.40126620227656,47.335515494718734,53.21270616021941,E,1
Widowed,Other,39,Physical,-97.729276342382,C,A,-20.536383816406893,B,-6.1422433402129615,9.690978508180873,52.64376829153177,B,1
Married,Bisexual,43,Mental,-77.31121215095446,C,B,12.79688142247485,A,22.215193678248166,-132.62457655625258,200.42880628733562,E,1
Single,Homosexual,33,Both,-13.516845714031763,C,D,22.68813923898999,C,-221.189316885116,200.9057269741088,-140.88314837960368,A,1
Single,Homosexual,48,Both,-49.20455202707507,D,A,-80.6307894137292,A,109.94213538808266,-28.574368531348437,-109.70816970869686,A,1
Single,Bisexual,20,No,-112.03529947241083,A,D,121.76072882131281,A,111.7117671358456,-67.0315128392154,92.80750477441576,B,0
Widowed,Bisexual,23,Yes,-30.959576429838375,C,C,-93.97096045178166,E,-36.261733786088165,-119.64576939714561,-114.57246676144781,A,1
Divorced,Homosexual,27,None,0.9111367279605802,C,D,-161.20448643530824,C,41.74036834736706,-13.35087535858477,25.254849843420246,D,1
Widowed,Homosexual,70,Physical,-108.80885254715793,E,D,20.296430498808554,C,90.48529936289299,35.29710449922365,-179.62913289450617,D,1
Widowed,Bisexual,78,Physical,71.49178503276734,B,E,-151.04790264675984,D,-4.209062615247068,-135.94648446702496,82.01899298347017,D,1
Single,Other,74,Both,-40.02581766027372,B,B,227.60310163474037,D,7.392065033833009,-60.208197084283945,32.5369003123642,C,0
Divorced,Bisexual,52,Yes,18.128216194943043,C,E,-15.260461961399377,C,51.65040167094299,163.89806457115233,183.77329118384614,C,0
Widowed,Other,66,Yes,3.2880528563400366,C,C,0.3828844812338471,C,-53.17467163127593,158.2897980081843,73.3211571018375,C,0
Widowed,Other,64,Both,24.951226344771136,E,E,87.76684604920248,E,244.72570557000392,-21.817780052037243,-106.98039562808242,E,1
Single,Other,28,None,209.71250219106463,B,E,128.73036385033575,D,-139.89923547249836,-26.178294754524035,171.9661727700862,D,1
Widowed,Bisexual,44,Physical,150.26360193754581,A,D,212.8942435889064,A,-154.0321254194786,112.81225247269204,-141.47677101529405,A,0
Divorced,Heterosexual,47,Both,45.27640512481372,B,C,-42.52652713644357,D,-36.85904366883349,-55.869586377459,179.3064782186229,A,1
Married,Bisexual,56,Mental,-42.61908361210104,D,B,-44.24652950910729,B,79.43947937014715,15.06815841547611,-86.03465836406544,B,1
Widowed,Homosexual,57,Yes,-89.97453399444717,C,D,12.486514310099457,B,154.67303235086928,-284.1648293046866,33.512276492816724,D,1
Married,Other,73,Both,47.186938889912305,D,C,-44.2591408565309,C,-22.686346177298557,13.017461468863178,-0.6763125986095669,B,1
Single,Other,48,Yes,45.46317013903914,B,A,37.5907471748776,C,20.96798695255833,108.11562529089403,-159.74018611604927,E,0
Widowed,Homosexual,38,No,-15.81386147797307,B,B,-14.691823593080414,C,-52.9705482867018,-32.14249206239012,76.18896993701914,C,0
Widowed,Heterosexual,67,Both,54.9908512140287,C,A,31.49290475697856,E,-7.891427003148401,-52.03582867154274,-140.0956585266088,B,1
Widowed,Homosexual,52,None,-2.2022489529502645,B,C,-62.10556626174303,C,59.77130505493168,-96.91860433004386,-1.1095468057334386,A,0
Divorced,Heterosexual,26,Mental,112.50158598354585,B,D,91.18560691113376,E,-53.76394252583745,24.419956899057382,-34.0079559185134,C,0
Divorced,Other,56,Physical,87.81771708866327,D,A,-100.85040047757592,D,8.603233315698299,101.44596536650712,-5.3649752189430435,A,0
Widowed,Homosexual,40,Physical,138.05794304932073,A,B,18.832938654425917,D,-173.91944663507797,13.203051828802348,-110.76202540853015,D,0
Single,Other,63,Physical,-99.97341017018913,D,B,41.398898543463474,A,-87.67790665470412,70.84539181669072,4.990355716944378,D,1
Married,Bisexual,27,Both,-120.27716051176868,E,D,-110.39052928850144,D,-51.28808623351291,-66.66481620708873,-97.11875533034579,A,1
Married,Homosexual,75,Both,-12.615414183350518,D,C,-77.59233787493866,B,-72.4166381415487,-73.24531074234388,-25.971339918740338,A,0
Single,Other,72,No,-256.07344266672885,D,D,5.063369690341493,E,10.525521217185114,16.160592258310132,-12.423307910296248,A,1
Divorced,Homosexual,77,No,-12.562522632221928,D,E,-64.56741316967796,C,-1.791109091944051,-207.7729415827375,-105.34181867503646,B,0
Divorced,Bisexual,79,None,-79.34616524336315,B,E,61.81058307586813,A,71.01104023917502,122.74906888982915,-95.42046520526199,D,1
Single,Heterosexual,64,No,93.19151076592182,D,A,-58.055597193766715,A,78.7415046656506,-51.36427186369469,105.16315914510679,E,1
Widowed,Bisexual,28,Both,-126.04725054291231,A,B,12.21008530176867,B,12.002364806236116,-55.378064961512074,132.06259886255918,E,0
Married,Bisexual,52,Yes,37.465374523514,E,E,40.63609075052867,C,-150.7471646846043,93.29955024512887,-67.76296466844447,D,1
Single,Other,62,None,20.598831530547578,A,D,56.34680912753439,B,140.25763635893455,88.69717481844684,-52.48486838365118,B,1
Divorced,Heterosexual,23,No,247.6190617994022,E,C,7.478141853902395,C,-20.48721061689379,-93.93291389964273,31.024961091628157,B,1
Divorced,Homosexual,28,Yes,87.00462013706748,D,D,60.44113081210736,B,81.1782097488242,-70.4530515231942,154.27610845996924,E,1
Single,Heterosexual,40,Physical,16.48192650418353,D,B,-99.53132494498786,B,-95.9322536849819,-27.370480128705694,-78.94639710205307,B,0
Widowed,Other,47,Physical,-10.650375295800963,D,B,-41.82174725063735,C,-0.6320116807190853,64.85811303289142,-193.63557764723254,A,1
Married,Bisexual,70,Yes,-20.48591247838005,E,D,-26.79712616790337,D,114.61185354099608,33.17441354663753,-51.10215943913915,A,0
Married,Homosexual,48,Mental,-89.89728828183904,A,B,-208.42829649879982,E,110.10261665045236,184.1028596516453,88.08915078668119,A,1
Divorced,Bisexual,34,None,-11.21423283697411,D,B,-69.3254566764919,E,74.85849296195047,-96.28987665598328,9.04880936342978,C,0
Divorced,Bisexual,79,Mental,-52.67791144744619,B,B,-45.27111475966774,C,2.300446645290363,18.045350896782622,113.4480296863504,B,1
Divorced,Bisexual,65,Physical,-37.5522402122266,B,C,80.5657220650737,D,-225.16461596033687,-29.656061459511918,-37.717855104178724,E,1
Single,Heterosexual,23,Mental,-33.54004217152675,D,B,-57.82917970372713,E,2.094421344402216,-115.93317522562727,59.40927457773252,B,0
Widowed,Heterosexual,62,Yes,-120.9093179644952,C,E,125.39498930412097,C,-278.598472844812,21.086758676236027,-157.93316102024477,B,1
Married,Homosexual,25,Physical,10.049822805974694,D,C,-43.08143058090818,D,133.08203011891692,-81.92113839047558,-42.63964596004927,C,1
Widowed,Other,25,Yes,32.904144652044046,E,C,-32.38374987390122,D,-104.1521598297864,200.31306233771656,-64.38221936103527,B,1
Widowed,Homosexual,25,Both,-72.23586663593522,E,B,-53.33511364601185,E,9.509522156239337,-34.696909008658736,-21.19734835348572,E,0
Single,Other,78,Mental,-56.63384085934635,E,B,-163.0598864263576,A,13.277881643848804,136.44028011619199,43.94976332928468,D,1
Married,Homosexual,41,Mental,8.58439012792371,C,D,16.62372298525229,B,-83.35795555597387,48.01081184772658,309.54903583663287,C,0
Widowed,Heterosexual,38,None,69.02975252660873,A,E,74.38219446171925,E,-217.23476404568575,-50.003286055351815,-40.06141625935254,D,0
Married,Heterosexual,24,Physical,111.7924360794484,D,A,-116.93953688468208,A,-14.595433811909281,3.954832185478794,163.36587068504608,A,0
Divorced,Bisexual,27,Yes,-68.6644390256158,D,A,-57.89069429657824,E,-67.00273312662198,-7.035887612666111,50.340937157299784,A,1
Married,Heterosexual,75,Physical,8.431852136677021,C,D,-12.42165481438779,C,94.94692037226552,-35.24530593551747,-117.05143771533047,A,0
Widowed,Other,77,Physical,-23.95978541335049,E,E,123.4802924093758,B,125.64789741699852,50.53336039496378,-54.80672599611411,C,1
Widowed,Heterosexual,63,Both,93.46540674352292,B,C,-116.00802154381844,D,-4.351533020304685,16.702519095071832,96.4891143212036,D,0
Married,Other,55,No,-104.55300820284008,A,B,-66.41762236418846,C,-139.11742169607857,-1.4093108013157432,153.19689175293,B,0
Divorced,Homosexual,78,Both,209.60997171029416,D,C,30.139679347492905,A,11.56350731561485,-59.364178908681254,155.85053455457626,C,1
Widowed,Bisexual,23,Mental,-191.08281874214245,D,A,32.03185871017416,E,-32.092325702645546,-226.4428315159158,-7.966750915831423,B,1
Married,Homosexual,18,Mental,66.58782223328956,C,D,-86.89269734454464,B,21.840076870950853,-60.794633852043525,-84.3099838894566,A,0
Divorced,Homosexual,70,Mental,-87.92929864272229,C,B,-62.075774394711424,D,38.15544035657996,40.841338063922436,96.57676097332828,A,0
Widowed,Heterosexual,79,None,-161.11891734025315,E,D,185.28918599224906,E,2.099170416396624,-124.64721808091493,-58.153957847646474,E,0
Married,Heterosexual,24,Both,263.8916907307214,B,A,-275.41889896050054,C,-112.68648420678804,63.524122927259576,-43.86966844872705,E,1
Single,Bisexual,45,No,25.720681411817907,E,A,-62.93464880032362,E,-14.919531858748702,-12.728583669361592,-26.090278209372475,B,0
Divorced,Other,30,Both,-35.01987556598859,E,D,-14.63298276277048,C,139.25994358029553,-17.23608314366719,-36.42260524491064,B,0
Married,Heterosexual,49,Physical,100.05891732678838,B,D,-123.85684752188793,A,-54.86309415642652,-24.670031449850946,48.9012231685296,E,1
Widowed,Homosexual,19,Both,-52.72800280782587,E,E,-132.2134996657488,B,-159.6978881443821,37.104511518779525,30.2152972678887,D,1
Married,Heterosexual,54,No,84.60844043158922,B,C,90.29177433576908,D,313.152443222533,-114.8128913466268,-73.13320335043954,D,0
Single,Homosexual,62,Physical,-67.53413363255875,E,E,30.13831308005116,B,-61.50296531671424,-25.29447429849614,8.828440701454294,B,1
Single,Other,47,Physical,198.62691994998133,C,C,31.420915546352013,E,27.035932464816053,-121.50419400418333,102.51935675797124,A,0
Married,Bisexual,72,Mental,-89.2970955036933,A,C,88.03595176009912,A,24.49011805438046,-99.89961565397054,202.91663064023336,B,0
Widowed,Heterosexual,33,None,21.449040305187747,C,D,108.46439117031741,C,-50.38501964531292,5.156180149284756,60.00748830179867,D,0
Married,Bisexual,35,No,49.07795754835558,D,A,-21.393287507063892,B,7.492020209403619,-7.097599083490993,-41.89016871904073,E,0
Divorced,Homosexual,51,Mental,206.739304609885,C,C,107.62614015967533,C,59.287952522439646,-66.7745134571664,-118.09654260916425,D,0
Married,Homosexual,64,None,196.74664487548,A,A,-71.59069827390414,A,49.18320571446353,-51.7335562266685,117.8332530058299,B,0
Divorced,Bisexual,63,No,-75.76472896635451,D,C,29.177241944288944,E,-95.20678669795413,76.38861571388026,-94.1343858435427,C,0
Divorced,Homosexual,26,Mental,72.30817038630994,D,B,-123.57695228974148,E,66.40788385798714,7.927643664616101,53.99259733883807,B,1
Single,Heterosexual,22,None,70.62129970199359,E,A,-79.52001500356758,D,36.219401085764225,204.41482577161528,-145.95145447312757,C,1
Divorced,Other,20,Physical,-48.41079867494207,D,D,8.705570810362536,D,-75.48041978395374,5.262353323928804,-8.512589293538525,E,0
Married,Other,36,Mental,134.62463253640485,B,E,104.98271965433182,E,17.241232698370524,-26.855887457370002,20.309864984368538,D,0
Married,Other,71,Both,-135.0733542683877,A,A,93.23586001897984,C,5.373778761096164,38.73138346298649,82.97612012559189,B,1
Widowed,Homosexual,76,Physical,179.94768068000684,B,D,-36.72275262905173,B,53.86419574936212,-82.79630144840986,-20.03626587244483,E,1
Divorced,Other,75,Mental,-23.021204181058007,A,E,64.43152806055853,C,104.28464131898775,-120.43338969427253,17.617208801956078,B,1
Married,Heterosexual,62,No,-168.03326532395215,C,E,-96.86433933394368,C,65.94356206751182,74.1586340447711,-322.4435878681484,A,1
Single,Other,41,No,-20.163965762193886,B,B,-141.87165469284224,D,-23.285044700973177,-106.1570643953283,-50.61633733797404,E,0
Divorced,Other,49,No,-120.0474957193302,A,E,100.03415505463282,E,28.752102166408882,177.2332673964697,14.187851363837245,C,1
Widowed,Bisexual,69,Mental,-22.303821256822275,D,D,89.92217623667015,D,-0.3347261046843104,137.50671380324383,-113.48760734764191,D,0
Single,Homosexual,77,Mental,56.23334810737497,A,C,-25.518818944454047,D,150.02542229440775,-28.380773376576222,-90.24435105897524,A,0
Married,Heterosexual,58,Both,-27.59981992756239,A,D,74.49114671472289,A,0.2626707356412087,-160.6674571901988,27.16950147660102,A,0
Divorced,Heterosexual,27,Mental,52.93912386081534,B,D,-28.397591661417398,A,174.25406674569228,78.33689375971656,-31.555426266691832,A,1
Married,Homosexual,25,Both,119.91356013583159,C,C,149.4457341821466,A,20.888788816970745,-113.29660462341667,126.03708269395734,B,1
Divorced,Other,76,None,-69.4456480678796,C,D,8.62811356273307,D,-78.12363646735638,-173.0990972926083,-5.272458316524487,A,1
Married,Bisexual,66,None,-0.08677153956463352,A,C,144.20480665101763,B,27.41345261408183,-47.51284176818054,-69.98727811091007,A,0
Divorced,Other,43,Physical,25.869984484620602,A,A,80.17176907355338,C,130.54067143697827,135.2607965343684,23.94281345046696,B,0
Widowed,Heterosexual,22,No,117.46578091110294,C,E,238.09309945490628,A,48.27071955685135,-166.2304150045556,101.93865445122243,C,0
Married,Homosexual,51,Yes,61.880861175386514,C,B,-116.57457114041769,C,-41.07891063123079,19.184446461026695,-18.304951098491255,E,0
Single,Homosexual,39,Yes,37.52258815717532,B,B,-5.773828245491338,C,-14.232635549465531,-137.29011877631808,-131.34587460809303,A,0
Married,Homosexual,79,Yes,-66.42800124599563,A,A,-68.15046323105494,C,-265.75943384990654,-10.358677179898839,153.48023340107625,A,0
Single,Heterosexual,49,Physical,130.37496562525808,B,E,-12.835484558349014,E,79.35509678100433,239.78239499656127,-150.55057318166115,A,0
Widowed,Heterosexual,70,Mental,100.67762267354887,C,D,-35.02500455330808,C,-87.22647916073294,2.818528663974602,54.553787757947056,B,1
Widowed,Homosexual,23,No,-39.6587677575399,D,E,32.263552341485344,A,-0.029395110913603053,57.95180212203051,-125.45086331443535,A,1
Divorced,Other,30,None,-35.39550792965122,B,B,17.759439606540703,B,76.32725473754931,-51.39272280325684,-148.6403358868262,C,0
Divorced,Heterosexual,46,No,61.54733815787872,A,D,-20.51569980163398,D,-206.32405606386763,106.19027138568097,70.48534610485667,D,0
Single,Homosexual,63,None,167.9258589475777,D,C,157.84239263002345,C,-21.01451927582261,-48.74060242750965,-45.523420131406226,D,1
Single,Bisexual,51,Mental,-10.146402341194332,E,A,127.39293264310108,E,23.382995559160815,-68.12082639846881,107.79659778125968,E,0
Widowed,Heterosexual,24,None,90.73565063827873,B,E,83.69536865686717,C,20.839777158799663,97.14852905650902,-53.04556450025997,C,0
Divorced,Bisexual,38,Both,-35.627967301778234,C,D,281.29314026189115,A,44.28096160909748,-28.40495105906949,-104.9967451374065,B,1
Widowed,Heterosexual,69,Both,-18.229763579686402,D,C,68.2098929207654,D,-82.11462590486573,88.96668904974602,-18.62938680353218,E,1
Widowed,Heterosexual,27,Both,75.3064496638774,C,B,-28.29600219818064,C,-85.29324720925317,23.325236674323264,43.10870313906807,C,0
Single,Heterosexual,22,Yes,-7.6715293272550955,A,D,-104.48594140037821,B,-72.5121435588575,87.26791942157925,18.681351793377498,A,0
Divorced,Bisexual,28,Both,85.20601486092447,B,A,-85.00449562866552,E,91.41377886742478,-10.998473785031667,-178.45039585868764,B,0
Married,Homosexual,34,No,264.48103530811534,A,B,-258.8298824297582,C,54.72843704955076,11.441229371849623,-196.24280966761756,A,1
Single,Other,26,Physical,-107.94252878535289,E,E,46.42731725596602,C,-141.69997972152208,58.06683846834731,-213.33781561507968,A,1
Divorced,Other,59,Both,107.67986557845755,A,C,-27.528066932051942,A,-44.41859029432744,-10.650873264984359,-36.39397022909607,E,1
Widowed,Homosexual,68,Yes,-15.956325168062834,D,D,14.990947373289737,D,-117.97745736999063,15.62170018986651,-25.792740385959412,A,1
Married,Bisexual,45,Both,50.55254649041117,C,B,11.67988679171046,E,-127.69927634675531,63.03966676723749,75.32717581799633,E,0
Married,Heterosexual,44,No,-81.0736818570851,D,B,-110.12563565473926,A,62.30792886347037,141.6300413582477,147.6904624463752,C,1
Single,Heterosexual,18,None,-9.32308463445213,C,E,-87.13006484858566,E,-25.707338366282833,121.61948961189995,178.8908771421226,D,0
Married,Bisexual,37,None,217.52732787281693,A,C,78.46246505566418,D,155.82863252728643,233.4550045740037,-32.09845882753383,E,1
Married,Other,27,Mental,1.0349652407434926,B,D,112.52535435061608,C,-5.557470681599655,-4.134744736862346,29.32949573867675,B,0
Widowed,Homosexual,68,Mental,-55.465695686802796,E,A,200.79815599961864,A,6.0119627782853575,-152.94668617474363,-150.20006211851165,B,0
Divorced,Homosexual,37,None,12.716433370786884,E,B,-129.236595724388,C,-125.08225618750544,41.41473078045873,-93.57526300468648,E,1
Divorced,Heterosexual,72,Yes,-13.550520900000917,B,E,-98.50068400487909,E,43.73340046713704,-129.73462484077766,-168.38779840162016,B,0
Divorced,Homosexual,45,Yes,18.603279435500482,A,E,104.45957626521194,B,82.83399706010862,91.22475453707933,-53.26179479064819,C,0
Married,Other,55,Yes,39.090509389043945,A,B,-131.0337406398885,E,86.4681976401299,211.12258644244406,152.06381911854064,C,1
Single,Bisexual,67,Yes,-53.503861191111724,A,C,77.22249580897635,E,-18.4657021682521,13.499301995572338,-63.77692388279662,E,1
Divorced,Bisexual,33,Mental,-57.25955220255942,D,A,23.53280019193764,B,48.14588924697819,56.938636913245865,223.06825579787298,B,1
Widowed,Homosexual,20,No,-51.733287117284554,B,B,57.75072566490308,D,132.76888315666076,-41.61711235401161,-24.45211020085626,C,0
Divorced,Homosexual,56,No,-111.7530970292038,C,D,51.82096007561522,A,-56.55397295504939,95.31232266722536,66.23986668230629,A,0
Single,Heterosexual,79,Yes,163.65578298996846,D,D,-65.46188040488659,A,38.536240977228225,-57.52176375724439,-49.4955023772103,E,0
Widowed,Bisexual,53,Both,54.79702196759638,A,B,61.12466065322775,A,104.6217714187682,-150.78799945049593,-56.366346616413985,D,0
Divorced,Other,46,Physical,53.93412917818874,C,A,82.82291111406566,D,-110.30884027933274,218.95938111668428,-83.06805555000128,C,0
Widowed,Other,54,Physical,-211.928135443282,D,C,173.2278272173145,E,-173.86672292953264,47.87184316128083,180.01962593665382,A,1
Single,Homosexual,64,Physical,-172.37304190522715,B,A,-52.00575710944471,C,-10.059649858823661,-122.84479998201986,-23.880054915284827,C,1
Single,Heterosexual,21,Both,-86.5276382201866,B,E,-23.80167128314204,D,97.9068289314715,-264.4412625736844,-77.12792758418985,A,1
Divorced,Homosexual,30,No,-102.5934137285867,B,A,-43.040790005992356,A,-132.88578852257203,70.80416353148652,114.37335546069735,A,0
Divorced,Other,63,None,-24.46517745062133,C,C,-216.43352205515347,C,92.20624905724803,-88.94451154185347,133.3665920201651,B,0
Widowed,Heterosexual,39,Yes,34.367660755580246,B,A,181.01976342226007,C,-100.70451681423162,-58.60204865732517,163.3288838775191,E,0
Widowed,Heterosexual,75,Mental,-54.72251344051497,A,E,127.11026877505446,B,-139.47304644028864,-71.91392597640562,-34.96792152538947,A,1
Widowed,Heterosexual,66,Yes,-43.2838288905618,B,A,-142.1054077923054,A,21.532671766903565,-31.441419723101845,32.311248674895346,B,0
