religious_affiliation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Hindu,A,D,A,D,A,C,D,89.5237965688771,-153.44107009796483,B,-54.9725864839025,-111.78643016013669,E,0
Christian,A,D,C,C,C,B,A,68.91615421542537,4.663436401870222,E,-127.44823627446694,-144.53745718246134,A,0
None,D,E,D,A,D,A,D,-41.52899102320333,-46.21107470919475,B,-101.42177557819755,-78.45063298598352,D,1
Hindu,D,A,D,D,A,A,A,-17.548196967461738,91.77792031564135,C,106.23409998570699,73.5155713609879,B,1
Muslim,C,C,A,C,E,B,A,-112.00013488248362,24.49107757534361,A,46.92799606026259,296.6540737659899,E,1
Christian,D,C,E,E,D,B,E,-117.48928626029016,72.3030785287739,A,17.276523653531804,205.93069482642545,D,1
Muslim,E,A,C,C,C,E,C,133.60023965041069,86.17848881272391,E,186.94102249251554,41.80891034559337,E,0
None,C,B,B,E,C,A,B,33.84771873195387,47.6997887845975,D,10.72596072758453,-39.26058769480718,D,0
Christian,E,C,D,B,B,D,C,116.86095188244141,227.12181464200904,B,-10.320709020402985,105.96642638866109,A,0
Muslim,B,C,E,B,B,A,C,92.32564355576474,-99.43421913940895,C,29.446443263722706,72.43346171891399,D,1
Jewish,D,D,E,E,B,D,C,-72.24818188666983,-68.57128580777815,C,21.017751207522764,13.450531783877498,C,0
Hindu,A,E,A,C,D,A,B,-97.73331981030059,90.69912354640303,C,266.0611614158704,53.29422501653084,B,0
Christian,C,C,C,D,E,C,D,73.74103832893559,-19.7871372602342,A,-311.41894781310003,-40.57433032277636,B,0
None,E,B,E,C,A,E,A,-43.5297242282544,-88.63751000831994,A,187.58802171344672,56.7454050161903,B,0
None,B,E,A,C,D,E,C,-57.246350219624496,-51.87521419683399,B,144.82667208100597,240.36828855829359,E,0
Muslim,D,A,E,A,E,E,D,-32.90902866260559,-26.714778198770855,C,105.67911281851457,-6.924870138346245,B,0
Muslim,A,A,E,E,A,E,D,45.239715239415055,-35.63952357968356,E,-110.1961283787817,73.78259497255858,B,1
None,C,C,E,A,D,C,C,-75.8991814240707,-173.7403023491662,A,-131.54168356166699,-155.3533189103203,C,1
Jewish,D,E,D,A,E,C,C,9.493087965237612,168.47465271028875,E,-27.275586379193218,47.27382845145208,E,0
None,D,C,A,B,B,E,E,-31.51208455012256,-53.738897177041466,D,2.5231251965495756,92.31744997423395,E,1
Other,D,B,E,D,A,B,E,-136.50779548393115,142.4253544053794,D,11.93613816218134,-102.25143474427898,C,0
Buddhist,D,A,E,A,D,A,C,-28.900197313684657,175.34467973795057,A,211.313642768611,24.458880667053563,D,0
Other,C,C,D,B,E,A,B,112.6957176603737,117.6396525390135,A,-14.22239523840991,-137.35740951993498,E,0
Jewish,E,D,D,A,E,D,C,-16.12223133828792,-126.21048804496749,A,-22.684798964870097,-28.17201005280372,D,0
Other,D,B,E,D,A,E,B,35.244119347971974,112.0267881863254,C,-86.78954559254117,-113.60775306453476,E,1
Muslim,E,A,C,B,B,E,B,61.201995629259834,86.87504688738477,C,40.420989402037506,-46.56248916858014,C,1
Jewish,D,A,B,A,D,E,E,-114.90647000341137,-40.99236066957649,E,-16.282248914867285,5.5139780879057065,C,0
Muslim,C,A,E,C,A,C,D,-104.30969464711812,121.15448132228386,E,2.8629493027224737,52.44456487953768,C,1
Buddhist,A,A,B,D,E,B,B,-84.79048126036676,-201.18404449639405,A,60.90701646260155,-230.9730801617635,D,1
Buddhist,D,E,C,E,B,D,C,288.44394622935465,151.86636489139403,D,25.65423598271634,118.19621875616913,C,1
Hindu,B,A,D,C,C,A,C,-56.99642838806718,-111.79516953881415,C,127.7364874057456,-34.28539065846039,A,0
None,C,C,D,D,C,E,B,28.98612522699404,120.79559757574383,C,-0.2973095891961672,-2.5472064162596872,D,0
Christian,A,C,D,D,E,B,B,-267.7607541883951,148.92136652015665,E,24.051600416668904,132.8183918280763,C,0
None,C,C,D,A,D,B,D,-44.32237504880621,139.10233723166266,D,-94.80474502021391,19.5336805914819,E,1
Other,A,D,A,D,A,C,D,25.922495772832093,130.6224460904899,E,-89.34759725910902,147.9172378317089,C,1
Christian,C,A,C,E,E,A,A,67.40720045227636,114.23349084369141,B,67.5898802746036,-69.01064297375186,C,1
Buddhist,B,C,E,C,C,C,D,68.94711637102648,-116.22887880560238,A,99.60768558282018,74.00293100453122,B,0
Jewish,D,A,B,B,B,A,A,-34.61870749433419,0.2111129496349408,A,-86.40360799236751,-93.24921040786538,C,0
Christian,D,D,E,D,E,C,E,43.99256208676155,-87.1551278855338,E,-2.0263351553158966,70.21951154366927,B,0
Hindu,B,C,D,E,B,E,A,40.055262286465435,179.3908316018803,A,-60.65097546184946,219.841936418402,A,1
Christian,B,D,D,C,B,E,E,-11.137212201632135,153.82549221328418,D,113.8228468318619,19.21985907752342,B,0
Muslim,B,A,C,C,A,C,C,14.088163257375069,-39.091219082677576,D,15.01159337566785,35.94601157002469,A,0
None,C,B,E,A,E,E,B,-29.059606635020153,109.51388691349652,A,94.25776957512267,18.964570746693425,D,1
Jewish,D,C,A,E,B,C,B,97.3568110469851,-3.792760674941284,E,79.98728937458371,43.25641958998794,E,1
Christian,B,B,B,C,A,E,C,126.58299734597472,-31.822864079706182,D,39.20850638861595,108.56691659338438,C,0
Other,A,D,E,E,E,C,D,-81.21371119863186,-91.34086023037744,C,-130.57498999239874,-39.63038302912988,A,1
Jewish,B,E,A,D,D,D,C,46.07964154928067,-10.631394921794623,B,155.13711672392546,-44.85609462396907,D,0
Other,B,E,C,A,D,B,C,-15.750877897009502,244.3449494928394,E,73.07734150444912,45.56835850788537,C,0
Christian,A,E,A,C,E,C,B,-19.675270611076655,22.222857854784035,E,-70.5101744364047,33.419139767103104,E,1
Other,E,B,A,D,E,D,A,4.749730473372002,-28.6247066196657,E,41.32540764681118,19.406575142524986,C,1
Other,D,A,C,D,D,E,B,215.10426016438043,-115.2915971195479,C,4.52899930792865,-4.359030116785459,E,1
Hindu,C,C,E,D,A,B,A,-90.39841601630609,63.02818756957591,E,85.80004175884496,20.087043977540286,D,0
None,D,E,D,E,E,E,C,37.927180888986385,-71.40977130053227,C,-199.94150529740858,-38.3549924386993,E,0
Muslim,D,D,D,A,C,E,B,-65.36576325657816,-21.001452611971782,B,5.144582867662825,-0.5894159138553963,C,0
None,B,E,E,B,B,E,A,-31.613809165525613,-123.14044048578555,C,-27.33859750365403,46.343817562945894,E,1
Other,A,A,B,C,A,A,E,-109.81423043807779,-117.79082761825947,A,18.241016155599592,35.428198535810964,C,1
None,C,C,C,B,D,D,C,81.24116811050096,18.731959215212317,D,147.45985731597798,20.878437847404452,B,1
None,E,D,E,B,A,C,E,74.07124037218833,142.63272668848583,D,-51.6188024255081,110.72500658920154,C,0
Hindu,E,A,E,B,C,E,B,43.51352059542243,-98.39380860352833,E,82.72219573305631,95.67635425468242,C,1
Hindu,C,D,C,E,E,E,D,-59.53394760062005,46.2645736906403,A,69.5809503262227,45.98383622101513,C,0
None,C,C,C,D,E,D,D,43.256233613447826,-202.74567813872036,B,-245.69475774119974,-54.99715812918423,E,1
Other,B,B,A,A,A,C,C,240.65280100963471,67.33235217820416,A,-92.97505006918541,-83.72349724314296,C,1
Other,C,B,D,B,E,C,D,139.87799582911856,-51.699676272588405,E,50.96261757344167,-140.1613825778977,A,0
Muslim,B,A,C,A,D,E,C,-134.87323950543947,26.701301580521836,A,36.32145755289696,16.445773714693683,A,0
Muslim,D,D,D,D,D,D,E,49.06127441627753,116.2871054904415,B,130.3781677843262,10.219389071938936,A,0
Hindu,A,B,B,B,B,E,E,27.64284787770852,-14.017620872092815,C,78.63024529660687,-97.98321146643895,B,1
Buddhist,B,E,D,E,A,C,C,-162.68730197004052,-44.64619000129012,A,-35.782864979747856,60.04080022187953,B,1
Christian,E,B,A,A,A,A,D,-41.0344098102463,-0.2722492183424464,D,-72.10554383895061,9.679896853119637,B,0
Other,E,D,C,D,D,E,B,-214.05837101329666,-207.49662786468127,B,-125.45078963697733,-174.0977037801149,C,1
None,C,E,C,A,C,A,D,-10.135326077666994,-91.37591664719562,E,-103.16728949326321,4.206742081804408,C,1
Other,C,C,A,E,B,B,E,105.06223121265128,140.35447124826433,D,180.54403065679134,-26.343737808262706,D,1
Muslim,A,B,E,B,D,E,E,36.280831175790446,62.62866194824714,B,166.78648726329368,37.36940872433796,E,0
Hindu,D,E,D,B,A,E,B,50.36797474119543,17.778158464524683,A,-90.37279133444622,-92.81384791853084,D,1
Other,A,C,D,B,C,D,A,-37.64464775945714,36.33907903775648,D,-86.72120262614604,-51.57025890584674,E,1
Hindu,B,B,D,A,D,B,A,-50.45395688569908,-61.692654555696215,A,-46.679640422158236,62.101508592702835,E,0
Hindu,A,C,E,A,A,B,E,10.61853586731564,-24.877607248849472,E,64.5838663902633,-22.299940878656855,C,1
Buddhist,A,B,A,D,C,B,E,-86.26354901487262,-76.67681123688124,B,13.359181140573554,111.36886592690797,E,0
Muslim,C,A,A,D,E,C,C,-74.7131261967735,182.09914163922633,A,-155.81685617863502,142.44452105987304,C,1
Christian,D,E,E,C,B,A,B,18.759194300331693,14.659890431959862,E,29.883730407262448,274.3108745044394,D,1
Buddhist,D,A,E,B,E,A,E,71.78828117942031,-264.14880742975504,C,38.078268845397496,-21.568044790183055,D,1
Christian,A,A,C,C,E,D,D,35.29245816317322,104.123642740346,D,13.66918501790408,55.592473968826326,D,0
Hindu,C,C,B,D,C,A,B,-86.05152672388404,119.30550346738329,E,-124.50577151694348,86.59455607494048,A,1
Jewish,C,C,C,B,C,B,D,-70.81372607937826,-51.56862998747047,D,-26.36400579041561,64.42438702207525,B,1
Muslim,C,D,D,D,B,B,C,-109.76075149345932,-33.5311976703446,B,2.8375676205763325,23.570798920196022,C,1
Jewish,E,A,D,C,E,C,C,122.961962619236,250.46525464621058,C,167.98757039685205,30.47904957980992,C,0
Buddhist,D,C,A,B,C,C,C,51.81354701873945,25.671611001823617,B,20.473200678019257,46.29161326720803,B,0
Muslim,E,C,B,D,E,E,A,22.472280186875025,35.39619350970482,E,-57.966143223174896,42.865833090116034,D,0
Buddhist,D,E,C,D,B,B,E,157.27922604422938,-62.400947924436736,B,101.89874826514801,-67.12880076415662,B,0
Buddhist,B,C,A,B,C,D,B,-183.7307070444836,-143.77847464460567,B,-15.666770142803662,-40.21368511636924,D,0
Muslim,A,D,B,C,C,A,A,-141.59386451868377,11.098481191770453,B,-80.73209562222101,-41.51391150083969,C,1
Muslim,E,A,C,B,E,C,E,41.80207925398787,99.07830571342406,B,108.78234548254046,-87.74842755479251,B,1
None,C,A,A,B,B,E,E,139.13769153014275,-2.1702965121486395,C,-124.76141352964021,-83.05879064535324,D,0
Buddhist,B,C,C,A,B,C,E,161.8849482817456,10.68495877957628,E,-47.38338575547456,15.26500625779596,D,1
Other,B,C,C,B,A,B,D,-217.8923793871384,-113.45133450076594,D,-145.02654940010422,-46.69149701937829,B,1
None,B,C,C,D,C,E,B,39.12383061931959,-4.932408678306397,D,13.574264366281714,147.99328956673233,C,0
Buddhist,D,C,E,B,B,E,B,78.27303172048552,-12.068753851553717,B,-2.7255297603608097,23.767474807106378,C,1
None,C,B,A,E,D,A,C,69.66183858072321,-4.43919194947058,D,71.28754291510427,6.845448006682756,D,1
Jewish,D,B,B,C,E,E,D,-112.20760044665441,-116.35258760953147,A,106.66475198856506,161.95711683012942,D,1
None,A,A,B,A,D,B,D,-308.7932234448001,77.07174537578284,A,51.60454092985638,-189.80601606626863,E,0
Buddhist,B,C,B,A,D,D,D,224.0614980660033,103.35461933587122,E,-8.657454635284589,62.14729682859965,A,0
Muslim,A,B,B,C,E,D,A,-48.903335327620404,240.3587416808695,D,-33.16308281191515,91.85980440557694,C,0
None,D,C,C,C,D,B,A,-67.29891319699432,11.20213338734044,D,-66.52707277774371,-54.265272840249835,B,0
Hindu,B,B,E,E,B,E,B,29.772422254046827,14.732723866316952,D,95.18358441613607,128.24510981487086,A,0
Jewish,E,E,D,C,D,B,C,20.617203198610653,-72.4879519522984,C,-91.81625982308177,283.52111869877444,D,0
Muslim,B,B,B,D,A,D,C,-12.267380291106964,-257.6723137704975,A,42.899816842890914,-5.910681271344901,E,1
None,B,C,B,A,B,E,B,-137.14974809438846,182.17193277623852,A,35.03551636614791,-7.330889792919081,D,1
Buddhist,E,D,A,C,B,B,E,-11.390624709220164,-67.0700617329034,C,-129.20255499129132,49.56641521381911,B,0
Christian,A,C,E,C,B,A,E,271.0357481075048,144.2668365790144,D,-62.96611073867056,12.059055469927092,B,1
Muslim,D,E,B,A,A,C,C,107.2477614228394,22.651365672550824,D,-60.959514443686025,-125.03913200966721,E,1
None,D,A,D,B,D,A,C,-63.66649037254252,33.87783225713116,A,7.008043299731831,-4.080485527774805,B,0
Buddhist,E,D,A,E,E,C,C,135.2099880833492,-21.887920747069593,B,-72.53698128544742,201.41988219105542,C,0
Hindu,D,A,D,E,A,E,B,55.47360754916772,21.383476825341024,A,88.27857788862988,164.40129686133216,C,1
Hindu,A,C,E,B,E,D,E,162.88322823441658,64.111713979395,A,-64.16030193326216,320.1296403219848,C,1
Buddhist,D,D,C,D,D,B,B,-28.035880482687936,140.06768159338105,B,-190.78041298183467,-25.40898334028302,D,0
Buddhist,A,D,A,C,B,C,B,162.45408041316594,112.63034564764287,D,85.23307937665487,-156.7910888063989,B,0
Muslim,A,E,E,A,D,E,E,16.40797989414299,-1.7463112635437075,C,29.236862605456587,-1.0446385200690238,D,0
Jewish,E,E,B,E,A,A,E,25.066753270555818,-213.16119485144048,D,-44.49425967897965,-83.93409894055584,E,0
Christian,E,D,C,E,E,C,E,7.644622476880565,-64.93124681319216,A,57.933851641063725,-43.736696467557444,C,0
Hindu,D,C,E,D,D,E,B,-159.22419055232032,81.90891193963485,C,100.7129319560913,-116.79508116482297,E,1
Jewish,A,C,A,B,C,B,D,100.2129180562203,89.91201609020058,B,138.46677842510726,81.91235078202209,D,0
Hindu,D,A,D,D,C,D,A,-21.8377439493013,-161.6337783609629,E,-208.820878759587,94.27507513146996,C,0
None,C,A,E,E,C,B,A,152.69661769374568,112.55805558345257,E,-19.858141322081195,-6.144153361070023,B,1
Hindu,B,B,E,B,A,C,D,79.01221333527381,114.02480473567931,E,-163.66268980034008,49.21703177223007,D,1
Buddhist,E,C,C,C,E,D,C,130.6046729757518,87.85479389453516,E,-5.455722895202327,6.017177864785225,B,0
Christian,D,B,D,B,D,A,B,16.121628821615037,241.50414850943437,A,25.875225220281152,-260.0595415662091,A,1
None,D,B,B,E,E,E,E,-90.15877766063764,-131.44081877069058,C,57.14574620536399,-32.38466436799652,D,1
Other,E,C,C,E,E,C,C,-183.57384687812444,-169.05309040104274,C,89.20787639502475,165.04229133722936,C,1
Buddhist,A,D,A,E,D,C,E,-101.15802832826324,96.97385783338619,B,-16.974541868952574,-65.81497599861292,E,1
Christian,B,A,E,E,B,D,C,-66.8871813522334,39.29555505590533,C,-107.10932933933155,-41.85974491467424,B,0
None,B,D,E,A,B,A,A,25.607931325252416,101.849639186654,E,30.641472231380227,-150.99218547649934,A,0
Christian,A,C,B,B,B,A,E,148.96716456731374,-44.13312651709927,E,19.045024092066694,63.31261947495105,B,1
Hindu,B,E,D,C,B,C,E,118.86974461560187,254.82256282776095,A,12.124056856712864,90.70474817382484,A,1
Christian,C,E,B,D,D,E,B,123.14261027486775,81.78750398607934,E,-130.26021063889547,-10.860149501131845,D,0
None,C,B,B,E,C,C,C,102.9339404041279,-54.93282438013978,B,56.08622402717519,97.95478446022042,E,0
Jewish,E,B,B,E,C,E,A,4.942943045408614,0.07805401760156203,C,1.4008400589016239,39.499392661005224,E,0
None,D,B,B,C,C,A,C,121.69630201996158,20.799982060172397,C,-76.08210528547119,58.72702662347907,C,1
Christian,B,D,A,C,D,D,E,-160.643124654467,120.9211861080853,C,120.19939007084324,-89.30123472844956,E,1
Jewish,A,A,E,D,D,B,C,-118.7637971269061,18.201768498532026,B,47.27944827858613,-3.114693338384129,E,1
Jewish,D,D,B,D,B,A,E,-35.3201701295747,55.86297765839818,C,53.20330836943301,-29.410495867915355,A,1
Buddhist,D,C,B,D,A,A,E,63.15012423940177,24.9515242044437,D,-57.14310603924708,69.56662899352587,C,1
Buddhist,B,C,B,C,E,D,E,76.82141456471152,112.79449684371228,D,-52.16379261178976,148.33162944800185,A,1
Other,C,D,E,E,C,D,C,45.725564280316505,52.37615392825871,B,-27.340637611351926,-16.58986738525605,A,0
Jewish,E,B,D,B,B,E,D,-171.0346443594953,79.61813280704308,E,55.21733199583665,-39.4709101604195,A,1
Hindu,E,E,E,E,D,D,B,198.9318085151481,52.961539678559134,B,-32.5947621198947,40.43603342324356,C,0
Muslim,A,C,D,B,D,D,E,-123.32950722398411,65.77341845571664,D,-105.9620538877154,27.004272901402228,A,1
Other,A,D,B,E,B,C,E,-46.56738068845078,20.198278987784505,B,17.042429914104133,19.323929509840635,C,0
Christian,E,C,A,C,B,E,B,-51.25244025078358,-13.469349193063811,A,102.77452797224147,-39.60515723495928,D,0
Buddhist,C,D,D,A,B,A,B,43.573478636576155,-162.39732398443266,C,-37.851940339392684,-250.20608258289187,B,1
Buddhist,D,B,E,B,A,A,B,-100.21459114820397,-74.047152391531,D,-104.04847382746543,-73.68094403571926,C,0
Christian,C,C,C,B,A,E,A,-30.787789715612952,-101.40250313535306,B,221.44975787979243,89.46021565588818,C,0
Muslim,A,A,C,D,B,C,A,-123.14268856496699,-14.538759460883863,D,167.69390379298014,-49.683273398721546,E,1
None,C,C,E,D,C,C,A,105.4165474450014,44.47230888715624,A,-89.5135293918349,-159.5815125770386,C,1
Muslim,E,D,D,E,D,E,A,5.122175256208003,-33.97138337269701,C,-42.64443876939436,30.013886213518898,B,1
Other,D,E,B,E,A,B,D,-82.87995453501026,2.135730373050313,E,-119.48130148189429,-100.87239880024026,D,0
Hindu,A,E,A,A,D,C,D,-122.64596540495516,187.02475241656066,A,-131.14168198883814,-69.812277045095,C,0
Jewish,D,C,D,B,B,D,E,69.44474705543402,-102.76017440655873,E,152.0685342969909,-146.87717020146152,B,0
Hindu,C,B,B,B,C,C,C,101.02760756144671,29.228998386910803,C,50.19003186618265,45.087808145693536,A,1
Other,B,A,A,C,A,D,E,11.32078993990607,120.1670657045347,E,10.546582208764328,19.44541376226577,A,0
Jewish,A,B,E,B,E,C,D,68.62918530099218,-34.47734763580336,D,-67.53973173079531,109.86302787284845,D,1
Hindu,C,B,B,B,A,C,A,-211.24724824027282,-25.768332770400104,B,58.091223900859376,61.106289290909885,B,0
Hindu,B,C,C,A,C,C,A,43.72434112468574,-141.52402811371877,C,-33.659355201028454,21.053913357080365,D,0
None,A,C,D,B,B,B,C,81.42524913302897,-73.08098253092292,B,23.568846121728694,-73.52344175916178,E,1
Other,D,C,D,A,B,E,B,-11.597330287095897,-2.8523330484193568,C,-55.0370794897143,-9.058633256887184,A,1
None,C,C,C,E,C,B,C,107.72463999879281,193.79819595470872,E,-101.5460207251317,30.93674195141942,B,1
Hindu,C,D,A,C,A,D,C,-36.82201835380485,98.61946104762637,B,-106.63010139462092,-122.32570678948767,A,1
Other,D,B,D,B,E,E,A,71.12908050929155,-60.39359184199912,C,93.59485697409258,35.044967461292245,A,0
Christian,A,B,C,D,A,E,C,-11.73417916152526,-143.36051197065964,C,93.2029618544433,62.52249614691038,E,1
None,C,D,A,E,B,C,A,-38.82202957813356,92.84901090662757,D,86.49832421854681,78.60194087307103,E,0
Hindu,E,E,A,E,B,B,A,202.34822005039413,47.87620364299589,B,-67.84580322574273,-119.60003798145351,C,0
Jewish,C,B,A,A,D,A,C,108.62956047298825,88.80809930672038,D,43.683411458048326,-85.92655295531073,E,1
Other,C,C,B,D,A,D,B,-51.31563258075289,-119.55473598215485,B,97.97423748398295,34.73968214120933,A,0
Muslim,E,A,B,D,B,E,B,153.72944082160794,41.50699102272879,D,130.75508810087342,15.770996878105597,C,0
None,D,A,A,E,A,A,E,-4.473339232043846,-131.46108412650906,B,-29.7285626522352,-70.98945543840252,E,0
Hindu,E,C,A,B,B,E,E,-140.48329809004454,102.64410071291424,B,-22.91162728726162,52.00008980166998,E,0
None,C,E,D,E,B,A,A,-159.31652798642403,49.65206461079685,C,-2.917355738080601,-173.34673452186183,E,1
Christian,B,C,D,D,A,A,E,7.614061105954987,-107.20463810428569,D,-24.757944476199466,-51.40415264291528,A,1
Other,D,B,B,B,B,A,D,24.28899115665333,158.51089560520413,D,-51.467319299337575,-205.87783486693323,A,0
None,B,A,A,B,E,A,B,-118.00290068780208,-66.70390268460417,D,58.00129414694404,75.74158674434048,A,0
Buddhist,D,A,A,A,E,E,D,127.95854259024743,18.93964533104471,C,91.82378336379344,95.92086181922635,D,0
Hindu,B,A,B,A,B,B,A,-116.94893873861032,-109.874387834414,A,91.25823809017201,-2.5956976191570877,A,0
Muslim,A,E,D,C,B,E,B,-59.49958902171404,-35.26344173787806,E,-46.130136292921485,-86.70171296784284,E,1
Other,C,A,A,A,C,E,B,50.500020425256785,47.071844981903304,E,-175.91127681785207,45.366966221061425,A,0
Buddhist,E,A,C,B,A,D,C,-45.98954372083443,-104.17395249954522,B,-4.657486716746706,-13.484702022303427,E,0
Jewish,D,E,E,A,D,B,D,-23.00253990941513,-39.501531277389226,D,-31.786177928556274,69.71236984747414,B,1
Jewish,A,A,C,C,A,C,B,-101.75486475576577,65.73128684707058,D,137.20973403607985,170.6824220007421,E,1
Muslim,A,E,D,D,C,E,B,-228.55960242332816,-39.157484547641985,E,154.0403033705531,11.34976870708536,B,0
None,A,A,A,B,D,C,C,27.07213464395995,34.62306664619504,D,-44.834363679321875,114.41044169295877,B,1
Muslim,C,B,C,C,C,A,D,-24.76081312255147,-41.92689700921195,A,-78.91680862290139,-166.76067738876944,E,0
Christian,B,A,D,E,B,D,B,48.10728039297147,-28.197061189898577,E,-40.020976743309014,93.80666743337454,A,0
None,E,A,C,A,C,D,D,31.829967279636456,10.195267191824172,E,-166.6055812747655,93.69923633192346,D,0
Muslim,B,E,A,A,C,A,C,-152.2879838752025,-116.7510066736772,E,-131.11446624384772,65.84293988442818,C,0
Buddhist,E,C,D,A,D,B,D,117.05262034422023,72.30825043926293,A,102.24729296067336,-99.95192349973648,D,0
Muslim,B,B,A,E,C,A,B,85.66874453202725,-20.200798410110306,C,-67.49661025775549,208.3893857498848,B,1
Jewish,D,A,A,D,C,D,D,82.94960798661018,-115.99254185119361,D,106.13759773427249,-128.38458497562405,A,0
Buddhist,D,A,E,D,D,B,E,108.65364269769866,74.55201780150111,A,39.84337309185545,-61.3962160290788,B,0
Other,C,A,B,C,D,A,B,114.50032374187735,-95.04151443918263,B,117.27777119438049,89.51899816622763,D,1
Other,C,A,C,D,B,D,C,132.55449035401898,-197.70884574309633,B,7.138040216493185,197.51758090441726,B,1
Other,A,D,D,A,D,D,D,37.21588827872507,-28.1225377526545,D,-177.61957898413567,-105.06226344181384,A,1
None,E,C,D,C,B,D,B,26.25808566050128,-85.31283857587161,B,6.473370597368,32.04936247639046,D,1
Buddhist,D,B,E,C,B,A,D,120.9596891634967,55.90757893892216,D,-49.62519946046594,42.55367742733807,E,0
Christian,E,B,B,B,C,A,C,-36.22975955054694,-177.93760152285523,E,32.76258931672879,-35.557283146190706,A,0
None,E,A,D,E,A,B,D,-138.4637506584161,-8.951970603808931,E,52.41027308953961,6.337927705772713,C,0
Other,A,C,A,C,D,A,C,-31.676833635633333,64.44906488828015,D,87.30069746517883,18.344031558960197,E,0
Hindu,E,B,E,A,D,E,A,158.82132580530427,199.9141034357931,D,47.40674287505067,45.42863865398431,C,1
Hindu,C,B,C,A,E,D,C,62.47411621661247,-34.736283725210704,A,-136.201161731771,130.30341045823783,D,0
Christian,E,B,C,D,A,E,A,37.880472139777616,11.061123243992482,A,-40.83050534694233,163.7494646358384,C,0
Jewish,C,B,E,C,A,C,C,115.36667415605592,-101.77249018551686,D,48.32927414302139,119.00940107514285,E,0
Muslim,C,E,C,C,C,C,C,-53.485615588616554,-134.4930697054628,E,12.403334420161595,85.27946643058554,C,0
Jewish,A,D,D,B,D,C,D,123.4963453466645,-130.51154714884373,D,22.83234763400376,142.002430242534,D,1
Other,C,C,C,A,A,A,B,-23.684817726203846,124.76673895662209,B,95.72453839013517,-7.732757489783972,B,1
Other,D,A,A,D,A,A,B,-45.16138346696986,139.99174298525355,B,-121.35714689920371,-101.63192801448324,B,1
Buddhist,A,E,D,E,E,E,A,-13.252113922048355,-66.05715493996382,B,56.33558984343375,145.6717444248075,C,1
Christian,E,C,D,E,E,D,B,19.102330192081006,-47.01593706079026,E,-44.03901264786991,155.3992085244534,A,0
Other,D,A,E,C,D,C,A,-24.109467857530394,-16.472577866871372,B,-47.23160830419649,-34.26432162638097,C,1
Buddhist,E,A,E,A,D,C,E,16.603902126838747,28.40753288915947,E,-37.855032503609586,70.35751210948462,C,0
Buddhist,C,A,B,C,E,D,E,122.68472554416772,70.96199645437983,D,-90.15560866854277,-156.15057593863403,C,1
Other,D,B,C,C,E,B,A,-1.8503742133175884,-96.10277405338003,D,-23.291142169603567,-155.09961014552798,D,0
Other,B,B,B,A,C,A,C,0.9544435177424277,-226.7038529563484,C,-45.688950783008444,-30.267629923688556,B,1
Hindu,A,D,B,A,D,D,A,2.720004831428906,-230.95565816952464,B,-99.38736018401845,159.79137933407318,B,1
Jewish,A,D,A,E,D,E,C,-57.13030616637687,-8.470788380355442,D,19.0664404796932,143.21528564722416,D,0
Hindu,E,A,C,B,E,A,A,153.62961584784827,-0.9875073072400845,C,-129.933193686349,-153.35251414805802,E,0
Hindu,E,B,C,C,C,C,B,-108.25858599864353,-33.62998387743965,E,-43.16424914487169,138.03108695620259,D,0
None,B,E,D,D,B,E,B,198.24035099335276,-105.67348366879973,D,-128.08132968649073,-193.89552207479886,C,0
Muslim,C,D,C,B,A,A,C,126.94419011413885,101.35274018135831,A,-93.9981786354167,-97.18732322785462,A,1
Hindu,D,B,B,E,D,A,A,36.89889407635492,104.4787054069345,A,8.646659316451965,-74.81872714999446,C,0
Buddhist,B,D,E,A,E,C,C,59.22144345251164,-212.42892460863726,C,10.452284496906012,163.73474353287662,A,1
Hindu,D,A,E,A,A,B,E,201.46786022206783,26.956875271372038,D,-75.86952306314151,151.97385612959314,C,0
Jewish,E,E,B,E,A,A,B,69.78733163750512,22.095856803957968,A,7.296465100969297,-3.954774029207527,D,1
Buddhist,D,E,E,D,A,B,A,-71.59016601323036,-52.22709381491835,A,-230.361150350062,82.33630913860289,D,1
Other,E,A,C,D,A,A,E,-82.30392569177725,20.037685631381677,D,32.446931295448806,-36.22679618212285,A,1
Buddhist,C,D,E,D,A,C,A,27.887601914112626,62.27539047525975,D,53.517859014548065,-83.52700847239457,C,1
Muslim,C,C,A,A,C,C,D,-13.07699881779614,-38.176000235411784,E,60.280817008111676,24.999090946430197,A,0
Christian,A,D,E,C,B,E,E,-61.16365462053979,-30.240847697364142,E,67.88791469360271,141.8017196062499,A,1
Other,E,A,E,A,B,C,A,-64.93406128899763,-176.33524837614877,E,78.22525402047171,41.83984309572815,E,1
Christian,E,C,D,D,A,B,B,190.29224156676418,278.5670009787182,E,115.12281365599357,-63.74891658002374,B,1
Hindu,C,B,D,A,E,D,B,14.442690367251023,-1.6221278744960363,D,136.51340959677756,-54.747116359990414,B,1
Muslim,A,B,E,A,C,D,D,-122.75729923263141,-27.94972145395061,A,49.40796986184813,-102.5819674761758,D,0
Other,C,D,C,E,C,A,D,-31.674839402689926,-6.495723243764568,E,62.88991202619909,-57.809717634197824,C,0
Hindu,B,D,B,B,E,C,E,26.02342672033168,-66.8189605250875,D,196.176247627967,-12.236096813583963,D,1
