veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Yes,59.084836221792095,-34.400591206424394,70.15789701356809,44.92510607385084,E,C,B,C,47.89639474536795,C,291.92980240523025,E,1
Non-Veteran,71.88071675456071,-40.27276693520037,-51.59161689308884,-18.86620704829536,B,E,E,C,-14.015618322460732,B,96.321602847985,A,1
Yes,-27.87966613979787,-22.463431449114772,-170.8916530352693,86.41173009148488,B,B,E,A,-68.27178858130395,B,91.89231841111874,B,0
No,-148.0860711187496,-8.29804447194837,102.46043934977929,66.3698007332592,D,D,C,D,-17.48281147183695,B,-75.88530767273654,D,1
Non-Veteran,120.6060670411951,-36.52855621100772,54.442728507898764,-106.45643971986263,C,C,B,E,182.35494231213755,B,251.67974496360767,C,1
Non-Veteran,-10.256889000303108,105.5449316204353,55.59586760768861,-0.28747812060082045,D,D,C,E,73.77154138508877,C,-173.18029017230188,D,0
Veteran,39.12457411068343,47.15706285423131,36.960420076857645,-171.2993302337006,C,B,B,C,-92.78262670884068,A,-33.098161647602105,B,0
Veteran,144.20444608882838,-25.724960531402978,-177.13715742501046,43.61865754793472,C,D,E,B,8.715795149777858,D,-61.28646748084805,C,0
Non-Veteran,57.15880580558653,-109.43040043904509,-17.456422426970917,-41.311553523035116,D,D,B,D,-47.33609310772707,A,95.0231618674482,D,1
Non-Veteran,-5.912018256205041,-165.40478159662555,-45.7652874560424,-113.85721954969587,B,B,B,D,79.95409420873358,C,-138.94860766842794,D,0
Yes,117.24888582006243,222.21240493610418,-119.3703044676481,-35.66018689501843,D,C,E,E,47.99194445243719,C,-23.704217192601043,C,1
Yes,22.316391918624753,-67.83597879043542,108.51291106224113,27.7409206843917,D,B,B,A,-67.06097611134795,E,-30.24800124866941,A,0
Yes,166.40439026913404,130.5058554627198,133.31209543734474,163.14568727021833,A,B,A,E,-27.898997546547765,E,123.6667114849415,D,1
Yes,97.78072998838601,-38.464703744442104,-44.56507608703163,169.2118827359409,B,A,E,A,13.925681985291408,E,154.08297566582277,E,0
Yes,20.358359510970768,88.96048983499145,24.31822374206502,6.187089441268512,D,C,E,E,99.51894356293487,E,80.22341265316656,D,0
Non-Veteran,57.29882990251419,90.81328789390892,-11.382894680307668,-230.93962641892705,B,A,A,D,-77.51615865823001,C,166.64071633009203,E,0
Yes,140.25430772887995,-45.76000222521095,49.113779525664434,186.47716432975508,E,D,B,A,-13.483112578373092,D,-16.95098897352799,C,0
Veteran,-143.66792985465122,-251.94269370361778,-35.419315907460515,70.0202105816629,C,C,A,B,-36.84993834009607,E,137.47708393722743,D,0
Yes,-92.19494494602688,-181.38237750734737,-111.46054043115568,17.253700648805882,C,E,A,D,67.96227438165239,B,-101.88393647302848,D,0
Non-Veteran,-15.34286048070478,136.48624937267527,81.39078233884854,68.77563820876927,A,C,E,D,-48.64412311453467,C,13.840241241985792,D,1
Yes,-40.031720235321814,176.012594932124,-15.085543232869187,83.34157595027425,A,C,B,B,-132.31338333794974,C,-11.303135312677465,C,1
Non-Veteran,-48.82226013181861,127.01746816423234,-72.400941841657,-28.903423113994908,B,B,D,C,-117.07470342612652,A,-132.48839099520242,C,0
Non-Veteran,85.54551911031794,60.16298189506772,48.57719140496132,-119.1057681504135,B,C,D,B,-10.772643384439823,D,141.09755319330438,D,0
Yes,83.69070484895938,-8.641796172289576,-178.18674099137993,-108.50419007289172,B,D,D,E,-25.384478346382927,C,-135.67003508642773,A,1
Non-Veteran,58.319474388191594,168.01302829582448,-21.330767943708345,-49.91614727759772,E,A,B,E,13.223219223528467,B,-9.540567154848459,A,0
Yes,18.510983967405505,8.082749317935127,19.334655712729514,-56.78685380237609,B,B,A,E,167.07552065971956,B,141.84069607019163,B,0
Yes,-60.19502789366419,-31.162928847133514,11.458663917225415,4.236021520656641,D,A,B,D,-39.55050764831809,A,175.03481123540772,A,1
No,-26.06632800594498,-27.875988920573786,29.62265094374889,-97.59831264960151,A,E,A,A,130.78262159165442,A,-15.704757316830136,C,1
No,-99.39179112826253,-248.8327889179435,11.370531860163727,75.39585892366176,C,E,B,B,69.22947751099177,E,19.689437390490944,C,1
Non-Veteran,-48.00002589683657,57.436371186375155,-43.26968723373941,-145.44086137269184,B,B,E,A,74.93918133461621,C,118.64170956582704,A,1
Veteran,-9.277257563720894,-79.90150420104857,-101.63889902266783,50.84421628275331,D,A,B,E,21.73616065995208,E,20.41220449784045,C,0
No,160.7426540493677,62.530803141547864,180.88705109449324,2.501248713299039,C,C,A,C,41.63362279717505,B,10.592440273826611,E,1
No,18.107374208497273,-55.04353226261062,133.00799475092512,64.06028775627539,E,E,E,E,54.54523941033358,D,49.21292382063874,B,1
Yes,-33.53128478262699,-55.62823349878489,-31.32989030968184,-22.77700676670419,E,D,E,C,-49.39714884098793,E,170.11074781712676,E,0
Non-Veteran,110.11653019342225,-39.540939860912715,-17.699840880153825,16.908882910719818,C,B,E,A,113.95162642904187,B,167.9842448972791,A,1
Non-Veteran,114.32607994265791,138.40993178762807,38.824627380778594,86.77850220635118,A,B,E,B,111.37101433124393,A,-44.5350926184939,E,0
Veteran,-127.11428132881042,64.14416251208759,115.50510310051598,-94.48280359545423,C,D,C,D,87.28987476675837,A,-111.64488215376123,E,1
No,-26.936727807697498,70.81279151069053,-34.536518528260764,63.30200978517866,D,C,C,D,42.9101593078531,C,133.13828742190083,C,1
Yes,68.98462932920009,-2.858408063009394,171.65842527744766,26.56800113977767,A,E,E,C,25.013791030545125,A,116.9426921149551,A,0
Yes,-152.13991398939172,79.3083235547187,-1.840119672156662,-56.16764907493747,E,A,D,A,91.91585155932295,A,-19.70851075087299,C,1
Veteran,-77.15664579241866,178.06973741285665,-98.60208591085573,16.040027874452523,C,A,D,E,48.841271788760885,D,-166.70446109626425,E,0
Yes,187.61004816186656,94.00821238606642,-52.511291176020094,-145.2019535193331,D,C,C,C,99.8715219695906,C,-23.08335901170045,E,1
Yes,56.53415998653324,-46.81172703084005,65.43791082161634,199.73068819185212,A,D,E,A,-30.739766373920286,E,-36.17984613814365,D,1
No,-41.315136742440394,6.91465836943594,131.0605520901891,-51.002038592463094,A,E,D,B,185.67147703626947,C,165.62009432881618,A,1
No,-39.33790555422171,-66.36786998503457,12.748796415391036,-51.595057759850086,E,A,E,A,9.796370689310843,A,-178.4465332447875,B,0
Yes,100.10374769504075,-46.40533795941003,-129.76696056554306,14.566534396752692,A,E,E,B,-47.95800047297965,C,-35.60260455900372,B,0
Non-Veteran,-155.0165069957981,-9.781049049584377,51.365730263197904,118.17560887942324,E,E,E,D,-39.65866425432209,E,-146.61130674128816,E,1
Non-Veteran,4.960899761786537,-95.88259968864422,-71.04047793689558,26.7518446103576,E,A,E,A,-146.84864858481276,A,-114.05528629322083,B,0
Veteran,-86.28743950353112,-106.80226064505149,-39.48076534770089,-25.374675366180572,E,A,E,B,139.38905058988743,A,-3.819409275715007,D,1
Non-Veteran,59.33687368860381,88.29074775770485,-103.02360636748095,-62.21844137294214,A,D,E,D,-246.14637393188082,A,52.068143505544505,C,1
Veteran,41.20364078951591,-56.47175877010928,-23.606838019522076,-79.53830215773883,B,E,A,C,131.28460695186192,A,137.06469310666822,B,1
No,44.85040471899717,133.0656300661481,-26.926270875129195,-15.72972745821317,E,A,C,C,162.27832758004377,A,112.9592991721031,C,0
Yes,222.34579571164286,34.3206556959843,149.18898053385865,44.275668803241295,E,A,E,A,14.314953074040057,A,22.702447531093096,E,0
No,-204.0468436242934,-20.821405132670822,-9.053931409673083,-136.9097761964098,B,E,D,D,-24.62846481651638,B,26.586527667894938,B,0
Veteran,143.39449326443236,-22.386971654385995,92.12864157866996,93.25967880194489,A,A,C,D,28.191187295395025,A,44.95924689960847,D,0
Non-Veteran,10.862406117435471,-73.03412334333996,-133.1372090332026,192.9534892075488,B,D,E,C,136.4198384609993,B,12.26820007140794,D,0
No,23.362710055027513,-47.98399833891467,-35.40876616258471,-198.06295577369838,A,B,E,D,-73.75113324866987,C,-80.05083731325617,A,0
No,195.71744739662026,-7.108900940115637,11.774431768795965,-39.659772247680394,B,A,B,C,123.93399814435438,D,-16.684492607034336,A,0
Non-Veteran,133.64599738268208,-41.45763284169364,22.734741063503023,98.26597011960736,A,E,B,C,5.937917795778115,D,-100.71409090109782,E,1
Veteran,-172.21359482293406,54.327192471941444,-70.12418384745817,-34.33493189966878,E,D,D,D,-19.51895228656211,B,98.06070464833992,D,0
Yes,27.568977050483674,-111.24608722238969,-45.34549293104302,118.34000918019566,A,C,C,D,75.1020197170994,B,26.298911607795766,C,0
Veteran,86.64641273197557,229.277901967595,82.31801022940286,-42.20672792047385,D,D,D,E,96.19531049835737,A,-123.91773888555271,A,1
Veteran,99.15549680411014,-53.77849641058163,109.96443468958131,-31.098261899638057,C,C,A,D,105.83953657074703,B,241.107634018518,E,0
No,64.91503772086374,44.946862509464374,31.389710856571813,-103.8588462339337,C,D,E,D,-34.11191291172734,C,54.396893745691955,A,0
Veteran,-61.44232064466243,26.09039152528045,91.44764012817329,-149.9958435679505,E,C,B,C,35.09567314056743,C,-41.29120273490221,C,1
No,-142.610138502358,5.849993715019551,205.2930965727866,22.757087151491007,D,E,B,B,-9.949397130431615,C,100.82975477017897,C,0
Yes,-3.19814820027096,120.57633554433703,-79.1604895944597,187.6126272976794,E,D,C,C,116.8404937097876,E,189.0973705799393,E,0
Yes,38.35292908352233,-183.21067396959987,33.465541571239896,-7.267075473672839,B,C,B,E,63.66774624603161,A,43.54615947903366,C,1
Yes,-24.345967889347712,-150.4484813755932,-64.82941449515857,114.36414457727588,A,B,C,D,125.98232253580586,A,-31.519223390180645,B,0
Non-Veteran,-102.84497649295041,210.59460471758035,-120.43372382427111,-71.92330795448333,D,C,D,D,145.91595195458655,A,-88.84460672122286,E,0
Veteran,180.54381088371363,224.6849584029496,-18.439275080188914,-5.358866308751862,C,C,D,C,24.285139935084,A,46.83604122560286,A,0
Yes,-154.7382780347442,12.754512034042262,-61.67817272791726,0.5735802150563415,A,C,E,A,-110.06210333641373,A,28.420644836524765,B,0
No,-67.82494097363156,-8.432102313129736,81.26271660988745,-103.00184562513357,E,D,A,C,156.9482897227024,E,-31.91733870979115,A,0
No,-102.35602067284066,115.27736252162659,-106.77338731750166,177.62454721268531,A,E,C,E,-51.67124608985609,C,233.6155747169253,E,1
No,-31.532566006482917,173.67757418691784,-27.214016392083078,-66.95985674369909,D,E,D,D,-99.64806861040508,B,13.859976334267927,D,1
Veteran,-25.81469528886389,59.207885497397974,184.13909473739733,48.63478778374782,D,E,E,D,-12.7868597620576,A,30.280102241495953,B,1
Veteran,132.31177106121424,20.755773696793796,95.19830911731329,-107.68303053597157,B,C,B,C,46.56766721716313,B,143.68591565764282,E,0
No,-75.03592723706568,249.53060054522842,9.473976869085906,95.45348969035504,D,B,B,C,95.6269209416532,D,-75.66029221712705,C,0
Veteran,46.94532986337178,-39.61814764380468,-25.668529388122668,-7.352857264868401,D,A,B,A,35.37657800787166,E,63.59377201351381,B,1
Non-Veteran,22.71516413424957,18.09310240394211,-56.908651118547496,257.9850788140069,E,B,E,C,-59.31150383791311,B,86.76880919201298,B,1
Non-Veteran,8.7063452705997,104.81428893934672,-97.55722661462748,258.1725131316383,C,D,C,E,-50.80541655733318,E,5.981791034188752,E,0
No,-191.3214843669269,52.29543768899886,-55.82508409944332,40.92820472539617,C,B,A,A,-26.828377933994624,E,122.03068956726038,B,0
No,-71.32314250437727,15.383666902723245,-16.14319491689956,-30.40549786749105,E,D,C,E,52.50645178139584,A,-23.2012436192681,A,0
Non-Veteran,-255.32813058362498,124.23273147855471,-126.63401391853483,-140.44274378980182,B,A,E,E,2.361053588019025,B,-87.83379938769467,B,1
Veteran,145.53504634107225,-33.69069434581699,-109.35664411162058,-180.42393128573454,B,A,E,E,-33.6098908680432,C,121.91317632371157,D,1
No,130.39975756939265,22.497131528511936,-3.3777689152172554,-49.065742640295504,B,D,E,B,121.62382201494833,E,-67.41037712117516,D,0
Veteran,-5.582364802160596,12.831095335286236,-157.14140261866117,-6.558803244653684,C,E,B,D,-15.230177193343215,A,-36.97436714634269,C,1
Non-Veteran,143.3906167641028,3.6549270615729177,21.747395438308047,73.37897156045729,B,C,D,A,1.0973285860057989,D,121.08638249328594,B,1
No,136.30384058466828,-11.450569238296078,104.50331187119413,-118.19190357615258,E,D,D,E,-187.95375585487992,A,0.8582095621757362,E,1
Yes,33.078243527946675,29.2524781715687,35.903827909100436,-181.55300013638762,E,B,A,B,-3.9610006164505234,E,73.54751876593383,C,1
Yes,-51.72516820937276,28.264963821439075,-32.1344768583443,27.320423829757218,B,A,D,C,-75.83316316042968,D,31.82315961810054,C,1
No,24.050368120361387,-216.3802699577325,-51.40572743091973,-71.9757986291435,B,B,A,B,80.34800326835791,B,108.06789601720266,A,0
No,-150.2673378696918,-54.305958170337846,48.87790216255288,15.26488929454343,C,E,D,A,8.365066643389762,E,-96.46239472574707,A,1
No,-115.36880303418717,-1.345340863607851,75.10245587946352,30.324546538990187,D,A,D,C,-128.18659555054825,B,-160.60271676825724,E,0
Non-Veteran,-138.92309752287758,-63.44731027783628,75.97838582390945,-172.44333338694696,D,B,B,D,11.706791875556993,D,46.104066814193594,A,0
No,147.73012781401783,13.830630133996156,-133.78131506502268,33.969932012181985,B,B,B,A,30.0981752197142,B,154.02651770363713,E,0
Yes,-212.12382019824213,33.29280433641222,-147.86706167556986,135.23403582057017,C,D,D,B,247.8239129628935,C,-10.803408075728552,E,0
Non-Veteran,0.21719078528646987,282.0565892094997,-186.52681052748463,9.751630473853833,C,B,B,E,-75.41278758364362,E,-54.52174360408324,E,1
Veteran,37.43788492621469,-6.048136592518739,7.063862746836072,-94.39820517680741,E,B,D,B,-3.9067610944126243,E,13.174361842651827,C,1
Yes,145.44752595976115,0.5857808842247428,-24.107792997492087,-110.76025084896155,D,C,B,E,222.15598790598503,B,-103.23913352389103,E,0
No,179.53273096404044,-150.21166604678004,-173.25557560949628,102.87773645796618,A,E,C,C,86.09200359600997,B,-6.973559502503693,D,0
No,61.712631249654834,106.86452074496904,20.46635106498027,-106.51221878064632,B,D,C,B,137.86928860836943,C,-44.05471061901054,C,0
Non-Veteran,65.72287290461323,-77.45402572892533,32.33171741370855,40.46246992923992,A,B,A,B,-124.11716328886466,C,-34.9868084786544,A,1
No,78.60792084034156,164.75029821626782,82.31222560184128,9.702027184340576,B,E,C,A,52.7854458546537,B,1.845253933410672,A,0
Veteran,3.1292379006762676,7.172716049162929,25.811063098381066,-108.45247070545521,B,B,B,B,-19.199320190300853,A,-19.98576591657879,E,1
Veteran,-34.71496368750939,-92.42104183214904,220.9071198080665,-38.844401719435226,D,D,A,B,78.04751784946878,A,133.48918383107286,A,0
Yes,73.73174292681352,-12.852295534084291,-37.76846596485035,-13.835329057777464,A,B,C,C,121.54054471831104,B,-181.31421233558015,A,0
Yes,100.02157051447756,-158.53961474363695,144.4904345218392,36.15885682527209,B,D,B,B,73.09710633806152,C,-161.69740014444966,B,0
Yes,-80.33256242655295,-52.522647270515264,60.27093192013826,-167.24685255504767,C,C,D,C,-24.25139614257648,D,-14.021758021417515,D,1
Yes,84.91043749237431,-149.56427506909452,47.74705815410814,-161.25185500749424,E,C,D,E,101.62098149074947,A,-11.2109059927726,B,1
No,55.93297737515308,2.8941850455520752,103.94120532182876,-70.17873855913388,D,B,C,C,71.53806609751415,E,173.73163335013962,B,0
No,-8.33417016533307,-46.51322351216242,38.49749374894043,-96.57222242195115,C,D,C,B,78.81383224676382,D,56.737778585510654,C,0
No,130.1267713705353,54.358323994591714,-0.15155150292319736,41.25719892465175,D,A,C,B,-201.32007386158756,E,-90.8222754267882,D,0
Non-Veteran,-196.54253351905803,-97.55387092959728,79.85862519484547,3.0736672692932125,C,E,C,E,68.86652405859877,C,164.61254438583703,B,1
Non-Veteran,-14.074074911779224,-177.62936252764644,-151.6360994014318,59.1930600657019,B,C,C,A,-0.8743346337870465,E,127.06996768920824,D,1
No,29.52585539327111,115.17329715330125,10.01606137763083,-105.42217717235363,E,B,D,D,73.41186492331556,E,-183.50298011172674,C,1
No,81.07406076739761,-126.2658500945108,-96.67705383673739,-104.45540195413537,A,B,B,C,25.381736164988407,B,-68.801193327213,D,0
Yes,-53.11462300320103,181.63707677553776,24.173291635423226,33.20205421586342,C,C,B,E,81.24109627662382,A,171.3980892371521,C,0
No,15.914091575992112,99.3130461140525,-99.5400296997477,68.82184719987676,A,A,C,B,43.71912100469436,E,-50.694693952488656,E,0
No,63.27608203036779,47.928073017432766,51.01053344522419,110.54857918176624,E,A,A,A,49.35376606415788,E,77.03515024698477,C,0
Veteran,-44.36762044531765,12.451431248675956,-78.19317591499141,-20.172344365797535,E,C,C,C,-6.00652642113494,A,-89.83513561867686,A,1
Veteran,-52.020851089143235,-63.061858656432356,-20.31381932012271,95.96618419684214,B,B,E,E,-88.5235856620701,B,241.62830247809111,A,0
Yes,102.31794483623781,58.47063831807687,39.152311912266555,-15.342230527459083,C,A,A,C,83.39541450658159,D,87.18191717613367,B,0
Yes,36.79292601215779,120.48360971638617,-165.0037597613806,89.64822775897572,A,A,D,E,-146.13262656399772,E,20.843647342668515,D,1
Yes,-72.10234415603831,-202.23169190152035,-13.257261189457136,119.80477978657878,A,B,A,A,-110.54400908574662,B,120.40541121581283,E,0
Yes,-34.64830239037565,69.82797315499887,-155.0704449425806,-239.19257922995573,E,E,A,D,82.12282006596826,D,71.88548396338103,D,0
Veteran,-73.95618501453181,-177.2968619764462,174.6951660619346,-9.988891566541588,B,D,E,B,-161.10708056137997,D,118.96209948597006,A,0
No,65.70408975787203,6.766876630999627,7.614067738677919,265.8843091517847,B,E,B,A,42.29034276554693,B,71.75089452832297,E,1
Veteran,103.51238840444117,49.10236095937163,13.78449128412749,-131.65380428846004,D,E,B,E,-17.302272451516686,A,240.75928599435258,C,1
Yes,-61.59290266586203,-73.5751647679626,-116.62858432689835,-21.626858345757746,B,A,D,D,-87.72974128270945,C,47.588261454311386,C,1
No,141.15506564749447,58.52491567597895,136.97557924067488,-218.66957418827974,D,D,B,B,-18.191544826850294,E,14.08808467746549,B,0
No,159.0151340147085,-1.971186488422568,-98.7645760750856,44.62233118042968,D,A,C,B,-137.39197705993845,D,-26.26030994068555,A,1
No,29.313309781024554,-48.995672534890105,-142.07221182613435,112.92195742249523,C,C,E,E,90.21306648743094,C,-181.95658676585464,A,1
No,2.3611039056105563,2.0884608516629726,-10.081942155480812,114.76753360583771,E,C,C,A,20.841691770643468,B,-78.24513732493674,C,1
Veteran,-106.13571717555207,-164.51165225329115,-82.25221817533101,-108.63849362764893,A,D,C,C,-131.71334442726987,C,-163.96730614081827,A,0
Veteran,68.70644660448826,-180.93850904066664,8.896245961502755,35.75338702961717,B,D,D,A,-226.47588277790413,C,106.66929817617752,C,1
Non-Veteran,-137.166075388672,-22.96391765406513,-71.12204286214978,-156.11556187561973,E,C,B,A,74.94678935602478,C,228.0509388139818,B,1
No,92.7312288277201,110.72733271821255,10.684986640010411,77.66113350782004,A,C,A,E,-16.967965533929416,E,29.17533816969814,A,1
Non-Veteran,-56.16478025723273,-91.32307239447513,187.6550651504833,-11.492071912425274,D,D,E,C,-99.26138852490678,C,-112.77010717389742,E,1
Veteran,-1.1669853960819232,79.53048299359324,63.91549678713895,-36.2192974971987,E,A,C,A,77.89382972421379,C,45.113141943971556,C,0
Non-Veteran,-68.05300833115442,-13.932171311720026,82.71910229090423,86.02528930877449,A,A,B,C,73.94755452663121,D,-29.993278515525425,A,0
Yes,-157.58449738615803,39.88413279496215,-121.49481972117032,-122.02758863709526,B,A,A,C,-166.2049807559203,B,42.47218658040962,B,1
Veteran,251.7519803947776,11.711059873358728,-41.96172044982534,-18.37480345306198,E,C,C,C,-14.794116251422201,A,90.71154387301834,A,0
Non-Veteran,-31.258518628973693,152.74021419136645,60.04227049752051,-67.41309367703458,E,C,B,B,-8.129019204680153,B,-17.99720271254321,A,0
No,63.41626816227609,45.04286903770556,-118.4521465349079,35.881532150544906,D,B,B,E,-195.75075835593196,A,61.0195804092979,E,0
Veteran,-26.820001001818376,67.90808518460835,-144.34518958905966,18.04914485444141,C,E,C,E,63.476735258580064,E,-134.03375171282624,B,0
Veteran,-1.7352501718348043,74.19948857698292,-58.344749957832406,2.3276412093764924,C,C,A,E,94.63415737761764,A,-108.77418708697381,E,0
Non-Veteran,-59.39596469501242,44.409082902484656,112.57580822753528,-2.4610985174361617,E,A,C,E,53.16342496698789,A,-6.5315087262581315,A,0
Veteran,123.06019231635577,15.11409021796524,78.61373596883419,-65.26528852115372,B,E,A,A,-85.02614132340291,B,-57.37829516095723,C,1
Non-Veteran,113.0244410230813,-86.73389316031673,-28.062715597688452,50.4754439788128,A,A,B,E,-244.06548388540608,B,-44.23879842021585,A,1
Non-Veteran,12.625235404208976,75.8837721797163,-18.501952567315467,-37.23962038746943,A,D,E,E,83.40138967856907,B,24.52488249461471,C,1
No,186.93842831862023,127.72349074031935,66.2609051257043,-122.80037286655224,C,B,D,D,147.98079511129586,D,-89.94647231425742,E,0
Yes,-8.095235563851821,-133.3769757917554,-116.66081778735995,139.90322225884267,B,B,E,E,-159.90380055687993,B,-108.00712126829828,B,0
Yes,88.0697529081663,14.651200954156412,254.25276449104067,-126.90333742775246,B,E,B,C,168.79801156399873,B,-27.54673446583723,E,1
Veteran,-24.49851024672242,7.145599899933121,-47.87307529405514,-96.19299745336215,A,B,B,C,-102.21709548521503,D,-35.19918435777808,E,1
Yes,-162.25900758347402,8.233908687949315,93.38897175979875,-20.869699086106127,A,D,C,C,13.020683033094116,C,-102.08364552718723,D,0
No,-82.77621948221804,13.755877338837585,-96.16149499319164,75.8159555014713,A,A,A,D,7.873511682056073,A,8.569973121423281,E,0
Non-Veteran,20.924412461916305,203.6055350545416,131.62639872117168,22.535567063838315,A,D,A,D,-43.82606322835285,D,-26.63045423969933,D,1
Veteran,35.967462846667544,-68.065829399874,-115.32124307682918,-4.241161195372518,B,B,C,E,-130.34563256983637,B,189.5339891237136,D,1
No,39.994930184582955,-139.24878042098933,24.694413801204462,-178.9055843125982,B,E,B,D,-40.287023005660295,D,80.39318863910843,B,1
Yes,148.4928102990905,11.368764392836853,93.04714036205148,-71.82044564867631,A,C,E,E,-135.51096427375978,B,-159.70116185752528,D,1
No,-195.81684506080148,-108.28756826680397,67.78910843756685,-115.04146868555196,B,D,E,E,-46.37163674270201,B,-24.10731378577352,C,1
No,189.029146937439,112.86589665080795,-119.81046606960739,-244.3030622678334,E,B,A,C,-94.22986687573896,C,103.17019992258922,D,1
Yes,55.16880552823286,45.23309001817586,-20.101525653764536,31.974816866455118,C,D,A,D,-92.61043688222927,A,-35.199871051389984,C,1
No,-88.62783272236291,110.71492981219495,63.08050120714266,-93.85271983123512,B,B,D,D,-207.00716784099836,E,-18.00220540588511,E,0
Non-Veteran,-85.56162256245311,113.94136127623953,52.41775241065473,68.45660083579467,A,B,C,A,77.74672164345876,B,48.874740963453775,D,0
Non-Veteran,23.888931422494643,166.92739113502537,26.671415936436034,103.55564485086515,D,A,E,D,-1.6736814707401162,C,48.263230144949745,D,0
Yes,-74.38985630798368,-52.95711167427443,35.85451327244027,-165.98508636012423,E,D,B,A,-33.200856038159756,E,-94.45530720241689,A,0
Non-Veteran,43.67652156138326,-51.73153052705819,170.17400886258812,-64.37922434720161,A,E,B,B,-45.37317423771012,D,2.5574479720516137,B,1
Veteran,68.73905597294886,-16.305968958050464,-124.05770751938712,-49.03159565043941,C,D,A,D,-116.39422679181921,C,79.94973622092364,D,1
Veteran,-152.01008947420945,-12.793181301833584,47.89006181468709,51.954218139069376,E,C,C,D,-179.10325852433132,D,-86.26026958699462,C,0
No,180.02410880618132,227.41892453644047,-41.689845155845425,-7.210783112432788,E,D,B,D,-77.71776183461637,C,122.57470851308906,C,0
No,-4.324577786926984,-21.072681128691745,31.516278045930175,-320.17628999662554,B,D,E,E,122.6577490136352,C,98.21556172839962,C,0
Non-Veteran,-140.02539245055766,69.26299964970256,124.77777027555288,125.72968702580735,D,D,B,D,45.19227738201803,A,-78.3648965623256,B,0
Non-Veteran,-85.43931862501049,97.39784870162357,57.579661829864705,3.5871401125066753,D,E,A,A,172.09152252468752,B,-112.49414637754538,B,0
No,22.098672446478933,-139.3262451634693,21.90649029125066,-2.8215483277623563,D,C,B,E,246.6569198760934,D,-118.641578042491,B,0
No,175.96999486597466,69.38038848218088,-158.5397101118111,-29.457745220763975,D,C,A,A,118.39095841773755,B,-33.933804082231646,A,0
No,-37.08708429345667,3.456955334736852,88.01647288215196,13.056502033665742,E,D,B,E,-36.258694078200506,D,0.038748264957453,E,0
Veteran,-5.032306150590374,-141.14597446093967,-79.5210041005791,-149.42893011195022,D,A,C,D,-80.26778299328136,B,-5.851937004497451,D,1
Yes,-89.63976318885607,-265.3774988038486,47.77737152767506,58.27606280970542,E,B,E,D,-69.2334754744634,A,65.10710753907291,E,0
No,90.83123674980267,56.910178772039934,-28.846258539690616,30.83236277993168,C,C,E,D,-62.69812980843464,D,183.94174725702592,E,0
Veteran,-161.9952084614658,-93.97874046423539,-61.852429530350285,75.20105888713803,E,E,D,E,28.781299736291494,C,6.387847762813072,D,0
No,61.9646058489001,-155.49089976620846,-144.51408696236572,-140.8388877448437,D,B,B,B,32.31737831389503,E,-0.9654456688571862,C,1
No,57.60531402054197,101.43943508111258,99.22794981588828,-1.0768720922104669,E,B,D,A,-148.93146666658495,C,-85.09488533888621,C,1
No,8.006088213835502,42.849667348164296,140.66404911595419,153.4867904993159,D,C,D,C,-30.60950879236054,B,66.27121307633583,B,1
Yes,-2.6423143699768037,-206.5859384265006,159.35302323105884,-75.83921372162295,A,E,A,B,-147.9283215711877,A,53.91946833781564,E,0
Non-Veteran,146.78747486016573,-78.21305102804244,71.4195557272149,-61.91685334744641,B,E,E,B,14.97636418103001,B,173.09670229102838,C,0
Yes,56.80185690399484,-61.610009099722596,53.09040424236291,1.882225938787648,B,A,A,E,69.536165377449,B,56.06099210239862,E,0
Yes,50.93502863281852,136.00744398462703,12.143085869577156,-81.21592842224433,A,C,D,E,-78.43915934622862,E,60.58877500852784,A,1
Veteran,-18.462016046251133,123.09600495996402,-88.92931371391327,-197.80527645454907,D,E,A,A,59.34568225621092,B,-44.837510378382724,E,0
Veteran,85.49647781783618,45.16148540787911,-72.91509001751558,-1.7431982078074508,D,B,D,A,210.37287546771344,D,-7.919075118298943,E,1
Yes,-53.94617450255965,-87.01099097063681,221.17752266986423,-137.6536069557305,D,E,A,C,95.58111691501031,A,-20.65526473665663,E,1
No,-58.41575495520994,-2.936218719017874,-107.73012169558938,146.42435724366118,A,E,D,B,-1.349354474857909,C,19.158219841784852,B,1
Yes,36.521253002978824,78.216187404003,-129.79136055822474,-43.94272584679364,E,D,E,A,91.31094194672136,E,75.2651678952158,E,1
Non-Veteran,-125.21396406815806,-12.688740996304618,-26.417306987863586,58.32947180488055,B,E,C,A,51.87888042874207,A,159.8817472372704,A,0
Non-Veteran,-190.2546999728243,-50.528939490986666,31.89527528872476,286.3314586985429,A,D,E,C,-65.07352134878445,A,-126.207529447436,E,0
Veteran,-104.18236616025914,85.45761674817676,0.7929065162892898,113.11213122952609,A,C,E,C,100.79567141304395,E,115.14387375127025,D,1
Veteran,11.207863826539155,-93.688977488544,42.9128912498921,106.11822545726697,A,B,A,D,-15.484931484238796,B,-26.253067288265648,C,0
No,240.36698032103828,-43.98726418533903,-167.9621609643622,96.8014621748128,A,B,E,D,9.497430288719741,E,-148.15643353939666,B,0
Yes,-62.05292829680046,-82.71297943405726,-52.36018534302565,20.264300668295167,B,C,D,C,116.31168801641643,B,172.6839734640408,C,1
