sexuality,AGE,RACE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Bisexual,36,Hispanic,5.232353754321111,-53.22553642663909,E,46.17099068436132,3.5189239650547535,C,D,63.4747310903917,-61.57353528833149,55.45756820107173,A,D,-57.27598627378746,A,-29.634303551688234,D,11.596799987449533,43.18378307600158,-17.8995172272497,0
Heterosexual,67,Hispanic,-0.48406384550237813,-174.91170888487179,B,-146.72294473869712,22.350396339720348,C,B,-81.08960805622891,-210.93186874410551,26.648496754651184,A,C,9.27885016647416,E,-146.95266519560718,D,-6.925713126034548,25.552219442079,-25.514651464390624,1
Homosexual,39,Other,-74.53913720364366,-104.49901419985986,E,30.63293613764884,-12.704706138479688,D,B,166.48833984914026,-41.35340704187701,88.28525276515235,E,C,89.28182522552581,E,-54.462977588388824,E,-89.24718481966444,112.21607412910784,28.679223206616967,1
Other,62,Black,120.73443193547506,-120.9464906608863,C,-165.22662578404064,-174.46077382609647,C,E,-67.9233817165529,-105.81444972195793,-139.94691645226197,E,E,68.29291249539799,B,13.373087177561352,C,115.80647925248597,-28.78725725007744,14.407714044155325,0
Homosexual,32,African American,94.77355042590924,13.535441157002035,B,-57.403513470757616,83.76641205922304,D,D,-87.48947088475158,-28.798666354872417,-129.7497991820862,C,B,246.80104550655494,D,-102.15359455447421,C,260.02801103995233,42.5142943749009,-50.96134988929173,0
Bisexual,43,African American,77.48948592517037,-12.428738802610187,C,-88.32558925152739,-55.25403409088572,A,C,-55.16088832738094,67.89816180500551,15.852226428047803,D,A,169.9007985560937,C,129.5658120657013,D,-11.42475593635707,-124.49995399533766,-149.4941233155202,0
Bisexual,38,Black,-51.443963332390176,85.53625662459918,D,96.92307952492796,-23.791601875733498,C,C,141.75735098929147,-109.27178069954134,-0.21713176579889595,D,A,224.35146417525237,C,-123.78125273377402,A,-194.95211230327752,77.78891113900008,-112.7791693371679,0
Homosexual,75,African American,-96.35367821179643,5.352102180882017,A,-27.339475990022212,62.61691242651587,C,C,-230.14184815809878,52.2958455269986,81.79359198541187,E,D,-54.87342760385733,C,-179.79860009659217,B,95.6953138049152,-79.8571548045158,109.38594742279959,0
Heterosexual,19,White,-58.04067343071544,25.45354057153118,C,-117.58198567065645,74.81681770145,E,D,-3.234410630398675,-64.26025665461758,-9.977568982004104,C,D,-12.984955896923298,C,54.70926294366397,C,-29.491270806337553,-49.35413782399559,-74.54512806784305,0
Heterosexual,37,White,-150.329018517645,39.25910924268916,C,76.9217181952339,16.81679210390016,A,E,120.63931879326223,84.19869134686513,5.955855083673591,E,D,-98.92444347761234,D,-119.34748090076224,D,183.2452146140598,100.99410437103889,-132.3513339599651,0
Other,52,Asian,-24.909844413504125,21.71278365406766,A,-106.3706306707936,-26.646744786602365,D,B,-183.56649190154525,14.107298637473365,-64.96062047506008,C,A,73.57391266193277,C,-117.29877053219427,C,38.4137297557392,163.5619387781261,13.021307639893445,1
Heterosexual,38,African American,79.37234501162857,64.88414571766226,B,-52.270579099664836,-12.281689731494234,A,E,-22.317218102297844,4.0050526121743815,19.76123447825954,B,D,-14.4181854287869,A,12.98604138747153,E,11.687729598582463,66.4548144079276,136.57307153242897,0
Bisexual,77,Black,14.166441129872192,-39.091723083648425,C,-107.02300085258058,144.7768698151405,D,E,39.83494223061276,-171.38072602753752,84.25014877454373,A,D,51.024434121510474,A,-111.85885192831786,B,-113.91144719755368,-41.91648474082598,129.7323324159006,0
Other,67,Hispanic,-107.06564286407824,37.65678857190328,B,-175.17322958173608,195.7461841048736,B,D,154.31923837920857,136.0089140137923,-196.0912515415066,C,A,8.049420631924761,A,-6.932650630960738,B,57.40136546085005,40.07215313955884,56.15931063419772,0
Bisexual,58,White,178.45886957328614,55.46835848513655,C,206.09065800715928,-36.73270686981442,A,C,12.229034170577973,151.27957656470338,73.32104305243622,D,B,34.081504066436985,D,-140.80007656388622,B,171.79855249647764,-84.91307247175985,-77.87334579602,0
Heterosexual,56,Asian,38.67120239171797,42.94845204765971,D,118.61108013605084,-151.7506811110304,E,D,-6.055153146777754,-2.6698374319147,-79.84872708402345,C,A,1.2458389014402989,D,28.625321344422066,C,-17.7533559801799,-157.06036359381633,10.554468107527267,1
Heterosexual,18,Other,309.2238093682525,-138.07565485596325,A,-139.74027353658624,52.3075523098522,A,A,-35.13126297462406,-16.900910073643637,-34.43222873156959,D,A,-97.61935379567996,E,-87.54588032003713,C,48.14024725179963,116.28026426099282,89.54831511340892,1
Heterosexual,35,Hispanic,192.0271468424389,-37.147357563609305,C,-95.60678408117312,26.006396864692753,D,C,-171.71873348107093,-120.86903387022925,-56.60660462771803,B,E,0.2971146019212301,A,86.24905784789854,C,-22.299775793061446,107.3070240023923,176.4048771800168,0
Heterosexual,65,African American,36.60227635501973,40.08471039966246,E,14.205096192030368,-65.98769878625656,C,B,-217.44742236072278,-76.89178413954659,-6.626136662608677,D,C,33.40102919544364,C,-168.58265258644533,E,43.479360414265535,45.709283113380735,-20.406916682672723,0
Bisexual,59,Black,-59.53886010937215,-81.20703179944586,C,-21.54129417822479,-49.25248363647052,C,E,-7.161603555172151,-40.53370227752776,161.316014966618,C,C,-94.87749519715194,A,-190.41788419156248,D,52.13523414100797,-19.328659851069396,84.95347049351255,1
Heterosexual,18,Asian,-14.022418511992504,93.99988243926146,C,-20.72608839188824,33.1757021008145,B,A,31.55378566642754,90.1995535071983,-63.54817217849721,A,A,26.938155856530454,B,-180.73836706158127,D,30.723265091154317,-161.75442768557556,-19.424551744161125,1
Other,24,African American,-112.91163345142394,-35.10313015714978,A,-46.60124277603518,30.354316124717762,D,A,165.80778791129168,89.76075688582945,-11.97076455029056,E,C,-52.833068202221654,E,26.299596555825172,D,36.74344390256077,74.23641423424345,79.32763530856678,0
Homosexual,25,Other,71.17288310320421,-59.857580926708906,B,-7.386689704827375,-46.76188207768126,E,E,-34.64482895065324,29.30878694789546,115.51667211936245,E,B,155.87847052820788,A,7.150399811765258,D,-22.212515096241813,148.4815723522749,-286.6876261832508,0
Homosexual,49,Hispanic,12.343612744241202,55.60873830500764,A,-90.58126273640096,-0.7982842147767164,E,B,-38.32110922823169,-205.75095490462806,163.72068546467068,D,B,-93.73142521388519,D,-65.7078571697583,B,-65.36686388920614,-78.53600822687102,-164.2138087276915,1
Other,48,White,-82.09904349212222,7.284206111735569,C,129.93748368346937,-215.44134136014063,B,B,-126.27809358377826,-55.068286106580125,-36.046792101931985,A,E,175.9404167889523,B,-40.411449708076006,B,-107.05642136211355,96.7835055562693,18.77018749064949,1
Bisexual,48,Hispanic,-152.68264324508766,50.069432827249805,E,31.50130428763489,-70.15226662443739,E,B,21.457753990771582,-187.12100053229156,-96.9513824540538,B,A,-54.05747938184413,E,97.47032237349156,D,-40.939981098024404,26.597975511266448,-3.517750201088024,1
Bisexual,40,Other,120.91454203508336,-71.94136845419006,B,-125.20350472136161,112.37752116467612,E,E,-271.7905254460416,-77.24916798027627,-85.03942467899512,D,E,2.3535498683726344,D,152.3066467387384,E,86.62942532555479,1.183510651656429,23.230244929606776,0
Heterosexual,36,Other,122.59127623123769,-5.232527500197548,B,-14.452459729262676,182.48146644923432,E,A,50.42972789267508,57.97239429472341,66.06763151607954,C,B,-29.51388140088646,A,-110.7796236193228,C,145.7035627983514,-84.15694626345018,114.66432796799695,1
Homosexual,73,African American,-99.38518659861327,-50.73641427467624,A,7.3903902276843665,-16.8524588691363,B,C,-100.7239776792384,41.71705849241672,-10.23155911322678,E,E,15.558821294431958,B,-1.4714914261753642,E,-46.98813606497212,21.507141678582574,-21.101518524603613,0
Heterosexual,43,Hispanic,66.57997425206177,-29.98734491773635,C,-23.925725620585442,-82.98849369918227,E,A,60.7742338541745,30.7990912952417,108.90309469986994,C,E,140.8518257418354,B,-128.8789829678122,B,-71.60240430273404,30.13427932434344,-9.40366046011289,1
Heterosexual,55,African American,50.8341006226747,-86.72619290744731,B,-37.732522567604434,84.1121248635731,B,C,37.64933021835202,-134.8825708245648,28.374067454041175,E,A,-158.97508320230648,D,257.0932148739183,A,140.9355370565686,-67.05482232335473,-128.31279457617234,0
Heterosexual,43,Black,-75.16190251471254,-162.18158735008154,A,135.69151441139837,-139.6480208944299,A,A,-57.36501001662459,-118.9989590437362,115.63073722432893,B,D,-65.08765388097866,C,-22.403260350681556,B,85.12192835580551,6.099315976275612,-20.873622628804593,0
Heterosexual,65,African American,-159.92856312478887,114.77166227534362,A,21.68212378717485,-3.220170398733266,E,B,-76.08648374535716,57.2832854214715,-58.149186081181824,A,E,37.855641094604934,C,5.833922941663052,C,-37.27548668607264,29.53633392282099,-46.58162656470728,1
Heterosexual,22,Hispanic,108.7924895854631,27.444387442826002,D,24.91011086805551,-94.2399050252679,C,A,104.40774043685124,-0.6809738471997577,-140.1358225779306,B,C,193.6063254381338,B,125.62050484598343,B,97.27338892026818,114.30888602195901,56.81513505520367,0
Heterosexual,18,Black,-92.09385913366955,-71.52649275698953,E,-2.068959979981418,-46.57955820702836,B,C,-37.34260055518181,-137.15627408899064,-177.99321393586342,C,E,111.08709033688619,A,-54.60863975326487,E,-203.5533183742571,-101.94345439420812,-66.41370318796346,0
Heterosexual,70,African American,121.27456712038591,-89.44258799945285,A,153.83088254997747,30.281594885512636,A,D,-35.10059071610947,-103.2798068489325,32.951108652902384,A,A,-68.44800059097474,E,123.70493539376972,B,-119.74379948506527,-28.024271976699595,-36.8689062733699,0
Bisexual,20,White,-216.86579573395238,155.2419473913967,E,3.722938761802473,116.48687125085777,B,B,21.251689627160527,21.225301552211803,-51.4020176618604,A,C,17.724145068771854,E,-29.213438640253074,C,20.522464217321648,-77.24604927496296,-210.77055901779542,1
Heterosexual,73,Asian,108.95813019380647,90.42014014758263,E,-3.6257989121943814,-88.48082479054766,A,E,14.338050110234219,148.2081410731397,53.968384065517924,B,E,-79.2699468807897,D,92.6263075268817,E,119.47245813478308,-59.96193228927628,-27.349408003134425,1
Bisexual,54,Other,115.7591085031169,80.12162514247777,E,-97.6517227734253,68.62184377164596,C,E,-99.62527056960542,18.70035049638285,-163.80911034540603,D,B,37.755225033417865,C,155.70946147385746,E,-38.22283798728012,-63.268181806713706,40.257666731938905,0
Bisexual,68,Other,-36.93560833550036,-70.02828210117566,A,33.71459215378999,-71.39994183078754,A,D,-16.61194951513634,-72.5053979329929,-36.53269978891223,A,D,-44.86234536979005,A,-51.867557978643305,A,-79.16075632898495,-91.15205393202939,-42.680953256134714,0
Bisexual,57,Black,-122.28679119810305,95.59323807755527,B,93.58957256254435,-43.89369359594602,E,B,54.913657245681435,58.70244027435641,195.66135729888353,B,A,-71.65552999498996,E,-134.73031448020598,C,5.496294350341762,4.178778354727472,-211.61271827252608,1
Bisexual,53,White,73.37340455022891,107.71265007975046,E,238.90568684795045,75.725948108565,C,C,33.85086838133605,-244.6745377128546,-61.332040757614216,B,E,-41.06194172129349,E,-117.14949294845837,A,102.33682953543573,28.0628944540257,12.39237171878172,0
Other,56,Asian,-158.28708770815695,-59.04266104544502,D,51.489402286753474,-54.87280594327234,A,D,-107.82393465926572,29.867254283546767,61.352219806430966,B,B,79.80693455664526,D,-24.07767216082103,B,-23.26203188430209,26.65885997220369,53.537435345440834,1
Bisexual,19,White,-4.338577131311784,-33.68875336284257,E,-37.73011451694155,50.844829885336054,D,D,-17.374753244023488,45.356769207647844,202.9996248592487,D,C,51.47540951003807,B,-33.951397202608085,E,26.204582416951755,79.19775834894926,-257.737499037684,0
Bisexual,78,White,-103.47918949651233,-29.498493674693698,A,11.43624736825557,-76.9733559324607,D,E,-105.370072389225,94.74230718686356,71.96203285483925,B,B,118.38336180246249,D,71.97608489836699,B,34.99875230086813,-204.11180683275157,-88.84446403200562,0
Other,57,White,111.659752209435,35.339108783923145,E,-86.46123862621809,-18.062446086760957,B,A,90.79238379669572,6.175571015353811,-97.38873720170493,A,C,-137.86465113440465,A,1.4013381948899786,E,-25.10757355333842,196.36665733798915,-45.87256147536323,1
Other,73,Hispanic,-78.97929143925943,-147.25665448970565,B,48.71517707896821,-128.20412399221843,C,A,31.072215755211058,-178.2065797698491,152.26345339368663,A,E,102.61199680768622,C,-49.219180259129516,D,-160.78434614370985,150.55165114222316,-35.71759458068972,0
Other,34,Asian,-106.3510271357947,3.3682073352427135,A,-7.2374438255790094,48.857016822997515,B,A,-7.680531021614953,-61.84212645652899,63.454601960822146,B,C,-151.26427681666758,A,-46.81288226563948,A,154.54797868328941,-2.1395136127758283,115.94310461757622,1
Other,41,African American,217.6305917311359,-54.74225542858346,E,65.34948105098466,89.54108766335627,D,B,-21.80706707473404,-17.78393570402434,-54.071009778304514,B,E,-48.5048030352077,D,-44.24745145378572,A,-204.56187924512182,-8.436845904074803,-161.4012045589359,0
Other,64,Asian,-3.554054643587822,144.10482010250269,E,-99.19389417962729,-170.01877539472278,E,E,-66.18942994745598,-44.67172106576158,236.26799358043363,A,C,-86.74311042496336,C,80.68475673834998,A,-0.9817946326631133,-45.809990564012026,-37.6856091886364,0
Homosexual,24,Black,123.43179005483513,5.565457778530521,C,-306.922729749198,-75.45667060455503,D,E,36.009204842880266,43.16414980645383,-21.505690052900025,B,A,37.67704536965291,A,59.862712289782806,A,-21.48518051584357,38.855579498958235,-145.10436582363815,0
Homosexual,75,Asian,7.533939183352683,143.8118966686062,E,119.89493984322523,-110.89384344424109,C,B,-14.295440577716137,181.87628766063045,12.237330601659933,E,C,4.841136175508024,E,131.93468292067416,D,-74.891171800976,17.39368943950399,-77.52582244938064,0
Heterosexual,56,White,-13.494664587107023,122.04035323176541,C,-46.40973462457281,63.658264652211514,E,E,128.73563055448557,53.86339938622312,-43.6043883366852,C,A,93.27836031558321,B,6.424085769404697,C,-268.95199218911404,-112.83108661647914,-70.83968647183856,1
Heterosexual,52,Black,23.500189087486397,-2.1069879333398234,A,13.2911934076463,-14.107126615587243,D,E,119.73921035496986,18.16464977188695,143.21063628294073,E,A,-235.0792850928114,A,116.46148160458785,A,59.6532983175589,60.271605818189265,157.91089596327535,0
Other,25,Asian,142.36805009545824,-18.995835005962412,D,13.644166317004682,73.13276267314225,A,C,-219.00201674304435,6.266351063426742,-79.55189855825171,E,D,-58.331409779883735,C,-130.04098666578707,B,-104.8609545274397,18.6297050018937,-96.33539392034335,1
Bisexual,79,White,158.88159789218366,-134.66523595444036,A,60.45362472799868,22.398987008929712,D,A,64.46701234182616,-66.08976527046025,-88.92275143529356,E,D,-18.068659422399865,B,148.04672519530476,D,-120.7442645200163,-21.405276245498086,66.91221708320816,1
Heterosexual,52,Other,-23.58135932833558,-82.82413607306223,C,30.873478792587246,8.581886893721105,E,E,32.065254307036625,-48.84039993663749,-39.66840114515085,C,D,277.67468382573566,A,-51.1421262484271,B,-49.50622351335063,-109.69068191979446,-21.16287446612444,1
Heterosexual,42,Asian,-58.809332154551186,11.56912529843356,E,27.697735844266752,-213.79076675314167,B,E,87.98633190396573,77.3800402030935,141.2296738517823,C,E,40.36017678228178,B,-118.41799550517973,D,64.30500158270907,-115.25805119315737,-143.83338007897365,0
Bisexual,52,Other,36.68492872496634,102.27242777439061,A,-131.9292514145599,-60.57162444033657,E,A,165.41180108926318,-52.851134554451065,-51.41116546356969,B,E,133.76769669885223,D,63.96387192705796,B,-5.068529136600359,7.699884605592768,-60.136981099349626,1
Bisexual,22,African American,121.9910470856902,109.8134767345561,C,-15.862623849565436,-91.48234512394612,B,E,81.55846477458151,71.45165973619336,-139.92052540255162,C,D,102.99883277879327,C,-29.487507533981656,C,-73.91032372494521,-80.59589252038447,-206.56447957717083,1
Other,62,White,93.57733403699676,-22.974590899276187,B,99.11158811097232,-11.166990459001067,E,C,91.06661896386082,139.25553017300138,188.81979356915102,C,E,-13.841369197862125,B,52.49836806125967,B,-173.59013769473592,-1.9391311875603021,162.755767079815,1
Other,22,White,143.594678237962,96.42170665271037,E,212.83345384974535,29.17003795578455,D,D,49.896304778458436,73.08848563428471,58.90718486952194,B,C,-131.41333862925833,E,-58.2522583169554,B,-86.29883603147957,39.84614438778105,22.950889435943335,1
Bisexual,65,White,-87.25827635639419,-61.555466131484785,E,99.33247259319376,96.02650260376741,E,C,-204.7282474233058,37.56367539393334,93.963101462268,E,C,10.498711797564479,C,-56.23896344351594,E,-14.426426137915724,86.82979190045795,-19.981230651795745,1
Other,71,Hispanic,58.57249881548763,22.4233489751476,A,-81.94068155569084,-88.80837201812403,E,C,89.28220119530634,-28.716452119945675,20.071497025857962,D,E,33.30826373210513,C,119.6132521329108,B,-54.450816638394286,-24.033346754270266,53.89185710478061,0
Heterosexual,72,Black,-100.36182216783189,-39.91327726991583,D,45.527735368194776,51.646840773792015,A,A,221.28584317988373,111.8198884198761,47.13232235744954,A,A,110.68400685197437,B,183.6450025535726,D,-150.5919720342996,-41.51014461155512,162.09806562657144,1
Other,77,Other,-58.042063696446476,-30.365253623042822,E,3.8411698604651656,-72.63490114715513,A,B,-45.26457598715295,10.568375865995968,-7.4572673060099435,E,D,-155.31204538694595,E,57.044868950190754,E,-276.80311660655934,-231.14912874281197,-195.94769320685558,0
Homosexual,23,White,76.96913525536758,88.80123119191587,D,-41.49477745351452,92.1453020125575,A,C,-151.07168239063094,-131.42075582338472,-255.38910675357266,E,B,94.06991733464196,B,89.84978302077955,D,-140.43782073305476,20.014194232985137,45.53546245571695,1
Homosexual,24,White,16.5261274139165,-238.60886427804257,C,-78.98715497639908,-25.970165026830617,A,E,-68.37431647752744,73.79713580187924,-16.261569442971247,C,B,-106.16672143223616,C,-169.40477905081852,A,12.513566647027016,0.4137329128506258,-210.55456777240366,1
Homosexual,37,Hispanic,-9.454293917590066,106.15433420649781,A,38.03578388020157,-79.40394607159766,D,E,-129.25608572848375,20.96155900343089,-82.79203945539689,A,B,26.96898721580793,D,-72.86310916151845,A,161.876558989453,-94.06620301954368,130.53384365656032,1
Other,71,Black,-20.56106646599417,18.415611166028203,E,81.64595959138141,-134.09162179724495,D,D,-161.65649709508938,200.4689143339628,19.257054420338964,C,D,-116.54806993031247,E,214.76163994144292,A,-23.357784777241047,159.4927452334135,70.95390551546757,1
Bisexual,28,Asian,-50.60465291673203,-126.11859718010712,B,-22.056328714821298,-208.4792845134983,E,C,102.5094833365427,109.45671210881787,98.03186975485558,A,B,17.82077651492631,B,0.06564994245936492,E,9.384455933908162,1.9173053996642577,-6.08953054731374,0
Other,58,Other,70.57091022462798,179.80157178640542,E,-3.33074168480474,151.61669301934734,A,C,-243.82037655230008,-116.72026399833038,41.26341449622715,D,B,74.96386511007111,B,158.29077732453064,E,-91.6436266288292,-82.97951355802809,-33.411272491557774,0
Heterosexual,72,Hispanic,139.06485428872205,62.86439729236535,E,167.73510334477248,-63.9587393331557,E,C,-121.33617259852876,108.30111385918346,-29.03535378977493,C,C,7.929891717797188,E,232.70775662898671,E,-216.50603798124735,33.943199812128164,93.21813410252052,1
Homosexual,38,White,1.0942260236058974,43.276042689783736,D,-96.50753753098039,-5.545880464593067,A,E,-62.05961639119833,-53.164683680941984,-62.61936593379207,B,D,-64.83563333771068,B,35.990916572338946,D,-12.205355444185358,-103.63728621462809,-276.9062846410195,0
Bisexual,36,Hispanic,-48.091597726704045,-23.150331277744115,D,-11.388962654325539,-140.9604089015553,A,C,36.152633975265985,53.110608443816496,132.3826873985051,D,C,40.97014853798063,E,-108.15320542674473,E,-50.20738318424246,81.8716755440983,-131.14283624589638,0
Bisexual,45,Other,-114.77088185882845,-64.65748155398431,A,148.10761911330408,-107.08129814268423,A,E,-82.66372199823775,-70.41800627582931,-44.05478606949343,E,D,238.64305502740515,A,-141.05488477394871,A,63.64961018729317,-4.792433410870745,201.31303546257448,1
Heterosexual,36,Other,51.64978976153455,-157.79600313884728,C,11.628243251054347,-43.9999520754469,C,A,-126.81853806158712,1.216893298490418,-8.86809525949796,A,D,-20.282864111277018,C,11.343423783551923,B,-20.286499157527697,-22.286904951699317,-7.781896171163371,0
Bisexual,73,White,-8.02338081161472,-79.38665480088596,B,-91.56185736925795,-101.61905944775495,B,C,-87.26359183438886,-6.716172364443887,25.284756799409834,D,E,-54.348151508179356,E,16.05657130823977,E,-77.33853028932074,66.6057540795689,16.730496228521154,1
Homosexual,32,African American,93.06451817292951,-211.75654753375065,B,198.9473628054468,10.25635980825875,E,D,213.92404613063997,112.72754657973852,-121.99469369296637,B,D,-165.17759332607008,B,33.032711255795114,D,-0.10273437065717254,109.24819468491353,-14.65374034045374,1
Homosexual,28,Other,39.9027438062826,-128.37479576991308,D,-3.088779369622209,-14.028824136929053,A,D,7.092513414283093,72.24426598991128,-125.56384491942956,E,B,68.79968896625415,E,-9.949064069520727,A,52.58252636601086,-83.55628897959141,64.01205845139444,0
Other,19,Hispanic,-186.72810463861975,59.65929963159585,A,-26.316952775138397,51.22466852930611,C,B,-120.33485340366323,-27.923611850815295,-38.8634465547956,D,B,-168.15843732729624,A,60.065263125476655,A,162.59405902727832,-30.974693456996615,11.093472853650347,1
Homosexual,45,Asian,14.999100092385397,1.062849453234584,D,-58.55693097550873,78.68889730851585,E,B,27.378532092408502,24.058238925278058,123.99968528975201,D,E,16.973536385652103,E,319.7361313288046,B,-67.30670241897164,-33.06006136487147,88.94961085563972,1
Bisexual,69,White,56.553579297740576,8.261194659814395,E,69.21336652857502,73.0645641310416,A,C,64.18761773141104,117.6110381678761,-128.96991844541037,C,E,185.75588205672574,C,-38.28872934175238,C,32.403289725564136,-127.2190353915359,310.1040219066378,1
Heterosexual,44,Black,-16.65593948122252,57.17516276267274,C,11.004900657529888,74.58400287642613,D,B,-31.521927498490243,41.85495195770477,97.07085409012215,B,B,-13.343984278333899,A,58.160132089742056,C,173.30464157444555,-95.35692370550822,56.33856745841859,0
Heterosexual,75,African American,64.33438971908599,22.143675426771342,D,111.86220524957844,53.4309139711232,D,B,-190.91267928903605,-107.27053234366907,-71.47017313741182,C,B,-89.68345213217873,D,42.16871232245975,A,32.9144601101327,-29.9198494158703,98.9333439173598,1
Bisexual,25,White,-74.2642003264163,-42.160976635985755,A,-51.87167948744128,-39.609439342539275,C,D,24.587562998949274,10.8126997231025,-34.764276073216294,D,A,-55.38116173171416,B,121.08755611948115,A,2.586026138670412,142.98233351359474,11.67753612316851,0
Heterosexual,33,Black,93.22557300965548,227.73596302868913,C,77.76132781285193,54.10080774593805,A,D,-36.83144858331896,-127.40763489752618,-106.86302213187709,B,E,-182.886665482164,B,315.74067570056894,E,15.984852190290388,-29.547681813398512,-59.757423784789566,1
Homosexual,18,Hispanic,48.13867194891375,-60.53655380600104,E,88.02624810916456,-57.62160365504627,E,E,123.44555344476144,69.07414045570717,56.044925870741416,E,C,-288.93664102452044,B,111.42553922429306,B,76.97576104568452,-12.849172296542305,-50.38502028045939,0
Homosexual,72,White,-9.169249322902463,180.60955187348085,D,-85.07459225259868,140.71554966790873,D,D,-47.22918941188175,-42.70943486806155,152.6685692780551,D,D,-29.510063659558377,C,-22.444465059300693,E,-25.41438021903419,28.327127764170346,-64.36813796477718,1
Bisexual,31,Asian,129.78246947254024,66.37605527823753,A,-63.546464089803415,-26.932548801756734,E,C,55.16150324730374,16.635493212677417,-0.4052862145213111,A,B,55.126002856065604,D,-55.57446426392022,A,-169.00106896245774,-35.93548373009511,139.3290471527143,0
Homosexual,49,Black,16.410041139521294,-30.722324489500934,B,-170.7056835829258,229.68865727930998,C,D,-158.95148017829416,-43.596465236601425,128.87550805577627,E,A,11.014126821904838,A,-91.75894596434495,D,77.95447537819165,31.07867639372684,-75.22050385162864,0
Homosexual,30,Black,-116.43696174083438,72.83752115904446,B,-222.25810326290946,242.31133011632502,D,D,-88.1885327659599,-14.525257697708257,-184.61963824308694,E,E,-69.89003198542714,E,78.08212484390927,C,-41.120872254936735,98.98745519129625,-23.802622835712018,0
Homosexual,66,Asian,-149.92444536061973,-97.9852615689799,B,49.72968742373333,164.63256770179987,E,E,65.39965057169121,-39.8522535990453,148.33551739317426,A,B,-3.2230053419458247,A,34.48423173567232,A,-28.476307942757817,-50.23331786601092,-67.89436194926492,0
Homosexual,78,Other,-80.27052456047788,38.977091558883004,C,-54.404379131459216,-50.32791652378573,B,D,-98.9567158994597,16.501913365906866,55.082359126750326,B,B,-38.12961306139291,C,-12.476193516825598,C,-182.946188726688,116.65657140668246,39.12550873714973,0
Bisexual,37,White,58.04124725887259,-108.67506132677644,C,-29.095124938599792,-95.41222538288187,C,C,22.811846485051078,-18.254906119298887,20.55079065422021,B,C,-74.17882112294627,B,-115.35005706528645,A,-19.21611509138973,-156.7327871472436,-173.88658673238632,1
Heterosexual,22,African American,80.55393641031796,-64.44714409356962,A,-6.734341842807558,-78.74486916201373,E,C,121.79656398023842,-98.38492316667113,44.18917715344412,D,D,-87.73735529978057,E,90.75439224139615,D,104.97770615361948,96.65797375838129,-97.47546835125769,0
Heterosexual,58,African American,-127.6676493323578,-52.21170502320855,E,23.840683283796803,43.36819356662798,E,E,106.54200052953067,2.170175886506915,-3.568407842891983,E,C,40.99149737632769,E,-78.94842730669406,E,-129.3632237314079,333.0217707750686,-113.41311163941783,1
Bisexual,52,Other,-84.05918640228613,-75.0643704869902,B,61.29361181606248,23.09143228637961,D,B,109.34208644356558,123.74869148792256,148.78730809957955,A,C,7.847619531187543,C,48.34341039336921,E,-82.41141204418145,-71.30880181181773,-62.42613471563373,0
Homosexual,55,Black,-256.8511422987221,-124.99566775544626,A,-115.79030616705137,18.70548627976455,B,D,35.07762844532776,-58.259399022556465,47.79203589154054,A,E,17.136990437135367,E,-111.94901774212373,B,-60.67950240080838,4.4518935817948915,13.942802563077997,0
Bisexual,18,African American,16.016881093433064,-114.74626145078801,C,67.39938001882194,1.1070375956574674,A,A,137.0171272473211,-48.014503797710525,-145.3726761769781,B,C,-6.230896262294604,E,-66.16246514016325,D,-20.510065344885135,13.197814125684653,-159.95457179890516,0
Other,25,Other,139.434582659158,-73.73181423882886,D,-119.40817460768332,216.41653388269333,E,A,-11.397013119011529,143.1511341039359,68.30849323579841,C,A,161.2499017198022,B,-161.65906766804156,D,156.29084000029505,-85.13915911715083,8.750917499555099,1
Bisexual,59,Other,-98.48300669138334,168.88881655350914,C,8.6931811232868,74.35719334895889,A,C,71.39461078923696,-87.4235183108,-142.4831531597476,D,B,-20.401728855165523,D,-201.42731046136268,E,7.139228821657809,-87.91249027665411,-33.276648359720674,0
Bisexual,61,Asian,-119.26044503867969,-84.55356346669146,C,-93.66422348716831,197.8883241722488,C,D,17.703519053494883,-84.95693052801242,-78.40054464297435,A,A,83.15060961971267,E,68.76487982765703,B,78.13529972660913,-108.6015394455649,-58.49287493856572,1
Bisexual,73,Asian,23.706985383792116,-42.9119375699033,C,-17.36034214175404,-82.91971267403899,A,A,-120.49152230657822,98.41194810884825,-89.35946997825032,D,A,-163.1898341847282,D,-0.07844077962929535,E,15.27261478840803,-143.4809456117293,-145.71146473476253,1
Heterosexual,73,Hispanic,-37.70574906376504,-32.043860991580225,D,18.490601459142283,93.38331069628346,A,A,-129.94451158194272,118.78300798195258,-20.18747219011807,C,B,-114.1422133499965,D,13.77866434678958,B,-177.4317393366881,-119.14725415588165,84.17928722802564,1
Bisexual,21,Asian,-54.59833748511439,44.012485076964346,C,4.541327748582084,-19.799432058157524,D,E,-42.87845475529528,-105.76744870300625,46.86549248751702,D,A,59.154439030785376,B,-41.85579174551088,B,163.07541892448108,-109.68060195722205,-36.055618827499586,0
Homosexual,63,Other,182.6424104890641,-100.25659745017225,A,24.756924109013852,7.760343998293363,C,A,-48.80986715060509,190.02095190835223,0.683678999032979,C,C,89.39712241836834,A,-54.20985101618404,D,-79.89618638854884,-9.358439924474062,130.71566083578625,1
