disabled,marital_status,sex,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
No,Divorced,M,E,-115.4502352468485,A,47.65315877445756,D,E,79.63121841700381,-46.54810920016003,-43.914837313405044,E,0
Yes,Married,Other,A,38.86034663408373,C,141.07717282429132,C,B,-39.656136994156206,-49.79018816633715,74.7049408986685,E,0
Physical,Married,Male,C,-204.09340586172357,C,93.24791487065248,D,E,52.9615849816207,-25.645547047509755,-82.42392799182076,A,1
No,Married,Other,D,-80.1282901166529,C,-23.910305515787183,E,A,69.95973208810614,-36.17208669859677,74.25501726045883,A,1
Yes,Divorced,Male,C,-26.243949016740164,A,-53.5094749851221,A,A,-116.78359626358304,61.48078013285445,-9.190269026895573,B,0
None,Married,Other,A,-128.58368291649592,C,-72.5800571750952,C,B,77.74694472165727,-61.911091542732954,187.567988210221,B,1
No,Widowed,Female,E,27.57866139685627,B,-42.19498740439796,B,B,-7.056627236408822,57.757757645171424,79.81345050170432,A,1
No,Widowed,Other,A,-203.4459140891819,D,-159.87123520378483,C,D,45.12699501586492,3.1876162821560214,-49.49041485768478,B,0
Both,Widowed,Non-binary,C,73.1931967917562,B,-79.53420682069819,D,A,-95.93309426186643,-108.82970656601083,-1.039983286006656,D,1
None,Widowed,Other,C,33.70380010708223,E,38.98288878815278,E,E,-61.300831618602004,112.08772441394379,-8.0519648741663,B,0
None,Married,Male,E,-76.18879679768096,A,-244.5900417774683,D,D,253.7634464903552,-39.02805613081798,137.16526074404354,B,0
Physical,Single,Other,B,-49.98054395668341,B,104.88561279370376,A,E,-220.05347642692078,13.636539502579945,157.85628522701347,E,0
No,Divorced,Female,A,219.37249842325338,E,92.03903267451844,A,B,-116.2046859813013,-8.276830981173271,100.73390255564065,E,0
Physical,Married,Female,C,76.04585198984898,D,99.61489653869808,C,A,-38.91326879157532,-39.156503808746486,10.951131571679456,C,1
Yes,Widowed,Non-binary,D,-134.61141056757532,C,49.35961018908064,B,E,195.76505869006576,171.31783242691324,22.82804303536571,E,1
Mental,Divorced,Other,C,19.739277926177515,B,-74.80210856593433,E,C,38.60301646141322,-53.62804897228003,-49.40177053285687,E,1
Both,Married,Female,D,33.59983354735294,D,-146.1759516190449,B,B,-59.8177429148974,91.10519562742154,-39.182430000202466,E,0
No,Widowed,M,C,29.973584400132975,D,-161.29611714801158,D,B,9.2696585335192,-140.31248505776162,40.81031920595416,D,0
Physical,Married,M,E,74.15730627562273,B,-4.116960099216845,C,A,-83.9820959468119,-80.02636830566853,7.514700138410908,B,1
Mental,Single,Male,B,-134.96920209804262,C,184.3787640454687,A,C,48.85958976363799,122.24242352274806,4.68003250720372,A,0
None,Single,Male,E,171.67075132241806,C,-206.22054484280494,E,B,51.24341131772897,20.77526495485007,98.89975289572675,C,0
Yes,Widowed,Other,E,-22.067066328247435,A,7.500640087955503,C,D,7.153029509006351,128.71599964540974,1.9716776438042698,E,1
No,Widowed,M,D,161.98461304428156,B,-46.48633052123054,C,B,6.426024832085822,-85.48186930559707,-96.50522808312012,D,1
None,Married,Female,D,-127.97342507285,E,30.71707133802099,A,B,-7.431483560826193,48.98464459942488,70.60163595546803,C,0
No,Single,F,E,-36.255947561385184,C,129.94906403819846,D,C,-40.10973445674102,-83.3730191201382,17.386221963580482,B,0
None,Divorced,M,E,-55.34551679795111,D,41.30319330163613,C,B,-29.235131148649856,78.9161453775693,-12.734341479884042,C,1
No,Married,Other,B,-108.09318224268539,C,-102.59070578382546,D,D,-136.61980801689273,56.04135590561846,-116.44383290827223,C,0
Mental,Divorced,Male,B,67.36237217849686,B,67.87749144035921,B,B,22.603066747329777,-1.6619485688864808,49.71655788232483,D,0
No,Married,Other,E,7.101638229562298,A,60.857419933862346,C,B,147.1249762482741,30.769847396509064,-40.47490605270481,E,0
No,Divorced,F,C,-97.55152968354018,A,-36.93411451640069,E,A,-1.263871120078171,-14.37122563759643,-40.69231127641654,C,0
Both,Single,M,C,48.20926860632364,E,63.28141524531758,A,B,159.61241977597348,223.65797854671663,57.642690337440115,A,1
Physical,Divorced,Other,A,-73.12991693634696,B,81.60628854986317,E,A,87.77708184209612,66.50153758801527,27.191144341094475,C,0
Physical,Single,M,E,149.63290705321302,D,-45.56522266975767,E,D,67.90758747260848,-59.26536875325238,-89.77570983503604,E,0
Both,Single,M,B,69.3223744236444,E,-245.61519330848776,A,A,7.363405853474261,17.47791657962479,-79.81471294461366,B,1
Both,Divorced,Other,D,-22.760666854776975,A,54.150262461976475,D,C,30.996822476331502,56.038076299601954,-21.718701118128827,B,0
Physical,Widowed,F,E,-191.89935116258786,D,1.7223412397017128,E,A,10.564119155627925,-71.47211487793798,-101.29861433709024,B,1
Mental,Widowed,F,E,-42.91474486134493,A,-28.242761320424027,C,E,86.60661448722456,-181.4782476141888,-44.95549533797825,B,0
No,Divorced,F,B,121.04454144834497,A,-165.07012538433216,E,E,-94.09626575739554,-29.246779082674447,27.17754213240442,B,0
No,Divorced,Male,E,104.41006549313872,E,-119.28170425075602,E,A,26.67940230811813,160.35781291681695,-94.56986517503036,A,1
Yes,Married,Non-binary,A,51.648558641354825,E,-66.1591853585321,D,B,20.608600737456744,59.935197581657384,-180.95603398588403,C,0
None,Single,Other,C,103.34138024502337,B,16.291756681640308,D,E,23.432193887376897,71.00749994665017,-15.107599816905628,D,0
No,Widowed,F,A,-125.757999270159,C,-62.3266303980215,C,E,-171.8054448124666,37.755575393390366,-99.91314217491146,E,0
None,Divorced,M,B,-7.0940216451606,B,-208.37112331560667,B,B,142.90307421450885,4.4498368062623515,22.44872429850402,D,1
Both,Widowed,F,B,135.8269144088982,B,69.3759609432865,E,A,-195.9438189519075,-90.52482598159568,-52.65112057410858,C,1
Both,Single,Female,B,-68.13255375737116,C,-110.14676213874861,C,B,-191.68547506952413,-77.11296374300795,-76.06630192573338,A,0
Both,Married,Female,E,-18.254926749009982,C,99.73819557564246,D,D,-96.82646833170283,-76.67778891892519,40.3818299475066,D,0
Yes,Divorced,F,A,-102.48034172501426,E,-7.514624217813992,E,A,-108.94254251593702,14.73738151173,-100.73915106298519,E,0
Mental,Single,Female,C,-15.552042823261955,C,-66.94682152479726,A,A,-22.47438605573953,-64.79282302929167,-87.46672455997151,A,0
Yes,Widowed,Female,D,-21.6115267794412,E,-27.973897296212076,C,C,118.95233814244853,-47.44463274606169,31.782917910205377,E,1
None,Divorced,F,A,-55.789011580288935,A,31.906168560064895,C,C,-56.10637697685018,-38.70874925937468,26.428561588376926,B,1
Both,Single,Other,A,73.25754079717069,C,-159.61521529106756,D,D,-211.59096459843155,-81.4568577786579,101.55276359502179,E,0
Physical,Widowed,Female,B,-1.7042505245944357,B,12.852711744024376,B,B,-68.09739745552766,-38.507177543903,17.524090347958882,E,1
None,Divorced,M,B,25.902285273655778,A,179.63801342126806,A,D,-20.277716712093145,147.22414680563563,246.2015746400085,D,1
No,Married,Other,D,107.52169862791487,E,32.81803073062623,D,D,-87.78735513042729,13.315004272110336,218.27806395563223,D,1
Yes,Widowed,Male,A,-74.6241245338436,D,70.53088328267006,D,E,42.7616416527581,-0.982649668793378,64.84219103191965,C,0
Both,Widowed,Other,E,-127.4640682350397,C,-107.76957382476738,A,E,-72.34622943354407,11.347691781167942,-8.151908433755684,D,0
Yes,Single,F,E,-16.418060678681933,E,33.5438068301544,B,A,-182.93548616953345,-39.97054090841644,-3.6753886279494483,B,0
Yes,Single,M,B,-85.63796236651417,B,119.15923788262023,C,B,-18.59522242516211,98.52453316225495,-15.820591923491722,A,0
No,Widowed,Female,E,-50.45325859806413,C,-26.099025787459556,D,E,-25.81539800229329,-125.54416203901894,237.26550447908323,E,0
Physical,Married,M,B,92.71001500200987,B,-85.5720414079284,B,E,-119.5974987707549,-153.258459844573,145.0420167534113,B,0
Physical,Married,Male,A,-9.402489206117053,D,130.65202900320108,B,A,-26.845675273250645,-85.49100404936655,80.67228475299288,B,1
No,Widowed,Male,D,121.80565474502123,E,187.24804339401436,A,A,-19.2817780278041,-171.72428385293335,-18.74426458532003,C,0
No,Single,Female,C,-32.098141741060616,E,-150.65968176386139,D,C,-105.37754697409889,-114.68588391486931,-12.205725430673455,E,0
No,Married,Female,B,-92.56165194578536,C,97.16302736484666,A,B,-48.27408166062676,-9.096685275431168,57.93565232740618,D,1
Mental,Divorced,Non-binary,C,-58.41615034024288,E,-23.11241076223839,A,C,-8.1560237366145,-175.6202925755237,50.620136950256644,A,1
Both,Widowed,Female,C,255.29591051464973,B,120.2319660126163,B,C,218.86557070072828,131.64735659466916,49.207940089815935,B,0
No,Married,M,E,23.133788793594963,E,31.773423091925164,D,A,14.685812746239094,-111.3339700201732,-47.2866951930421,E,0
Both,Married,Non-binary,E,54.11267123448772,B,-10.330409529581265,B,C,-117.47752174177988,70.23366526069726,99.66009004986687,E,1
Both,Divorced,Female,E,62.80592724849817,C,-91.05775675206641,E,D,64.34053790465481,-168.6731490870336,78.7271205050885,A,1
Yes,Divorced,Female,C,-14.690289984629986,A,53.17125361119346,A,A,151.43340591647197,-92.50613222288516,4.70956574946348,C,1
Physical,Divorced,F,A,-15.946975997808277,E,32.053980142916004,C,C,-139.83414133590998,-177.79455645714444,33.444250581401135,E,0
Yes,Married,Male,B,-24.280900200858248,D,-96.44508424066575,C,B,-142.67965194730482,57.809631146353055,-53.095494586406424,C,1
Yes,Married,Other,D,39.83449324395521,B,36.9522949697916,C,E,-53.72753321011767,-27.996568524047984,-41.63080416813974,C,1
Yes,Widowed,F,D,0.3076119862061273,A,-54.63286917331999,C,E,-23.638136231498596,177.84119039575288,-48.15801191812363,B,0
Physical,Single,Female,A,-185.64946913039321,D,6.978148738467062,C,E,7.825172620043282,100.65866818764783,-58.59055438889399,C,0
Both,Married,F,D,-14.7542435401663,D,141.72094454823673,A,C,-28.90504502605287,207.36836568716961,53.42764421026526,E,0
No,Married,Other,E,99.4527633395149,B,-132.8507204347408,D,A,102.3162540873824,-10.557675518651656,-40.39923931106561,D,0
No,Single,F,B,8.119778413385268,B,-19.70885001754733,E,D,-98.27820790661798,-55.798368254515616,60.01305540053025,B,1
None,Divorced,Male,A,-42.364570242327375,C,40.96084001656648,C,C,95.39678145433817,105.46799401813911,177.4800309060772,A,0
Yes,Single,M,A,-164.27048422330566,D,-71.17526220122909,C,D,-92.74341935668883,-54.07731930773686,-90.60952531893166,C,0
Physical,Divorced,Non-binary,A,-138.01968904004806,E,-105.21514298445452,D,A,100.87763365584645,-104.61006721481108,-130.05513215115815,C,0
No,Single,Other,A,-118.89406249743064,E,149.12360606259494,C,D,-101.36119551062723,-98.67722699151771,37.85123424882343,E,1
None,Divorced,M,D,-225.47268998689788,C,142.1982901957941,D,B,-81.52097175694435,13.251572923223357,-73.7517905329673,B,1
Both,Divorced,Other,B,-89.35768263593708,D,4.759313836282147,D,B,55.722172441571175,91.07198801124106,-26.173800391376993,A,1
Mental,Married,F,B,190.0696261933677,E,-53.89954003222432,B,D,-279.93875172845947,-44.03055321109028,8.953778523758595,D,0
Yes,Widowed,Other,A,-107.38724701120181,D,8.332492334276793,C,C,-19.85035950503788,-98.76967973046914,149.07457320811403,C,0
No,Single,Other,C,79.06793202156479,E,46.25870769387043,A,D,62.491445518413144,29.92404581544251,-81.7899514292761,E,1
No,Single,Female,D,68.49931941757904,B,-54.997687518910496,D,E,-21.42710600279567,26.946992036309936,65.07378354275093,A,1
None,Single,Non-binary,B,-28.13799593507867,E,-28.993699386090206,C,A,139.66720249922764,-158.45127615996174,74.57832772910102,B,0
Yes,Single,Female,B,44.049541391306505,D,-115.17861216335548,D,C,98.75255994334772,-27.148012835070062,12.135149891283522,C,0
Physical,Widowed,F,D,-22.496572258097,D,-78.53278453603178,D,D,139.7141541819306,67.75252310354175,-253.25719509178057,D,0
Physical,Widowed,Other,D,12.736162132650064,E,-64.68596935193305,E,D,67.13726298959048,-17.209997289707083,70.25490324867462,A,1
No,Single,Other,E,236.463504309386,C,129.95554393873076,D,B,-101.71126110610702,-122.74327833874725,61.71427711450892,A,0
Physical,Divorced,Male,C,225.76839654432476,E,-102.98798801639954,B,C,-119.28238786280248,-52.861445074163846,-109.64748255759827,E,0
Physical,Single,Other,C,98.72699760202867,B,-58.51331272426089,E,C,48.19087434733331,43.9969195350756,23.105997084204212,D,0
Both,Divorced,Male,A,138.23461138237306,B,-82.02492907484606,B,D,4.807089821210245,-5.781132933549673,-20.263791529490717,D,0
None,Married,Non-binary,C,175.14131438054054,C,-92.89762838405098,C,B,121.33826785547244,-5.171643802768956,142.39967540959134,A,1
Both,Divorced,Male,B,85.86252347367463,B,-12.773526918329567,A,C,30.93874727575368,51.59754488776881,179.68946465237929,E,0
No,Widowed,Non-binary,A,-41.43638168561646,B,183.03941958883541,B,E,-36.21684235082477,-2.502337702165182,10.675146937003765,A,0
Both,Married,Female,B,20.768024085197496,A,9.63018896262182,C,D,-102.58388797251968,-88.56275784221995,-99.6798540227127,C,1
Both,Married,Female,E,18.96037484262961,A,-82.34108409021165,A,E,-35.4700652274017,-143.23803174915085,-109.15664231009052,D,0
None,Divorced,F,C,41.13163531573822,D,107.71471519323228,C,D,28.14119580687775,-100.36034078813985,126.36920728046613,C,1
None,Married,Female,C,67.4589060069394,D,-233.80706251086738,A,A,-164.51843695228155,147.86023237010343,-13.398765678627475,B,1
No,Widowed,M,C,-70.3354859354633,C,9.398862963730512,B,D,-114.30705292176917,8.96846941840316,-38.912047233926906,D,1
None,Married,Female,A,-1.5474344478726476,B,98.59593972078403,C,E,139.88026305002052,57.00427333723588,-153.74877753355884,D,0
None,Widowed,F,B,-6.512254752546346,D,-30.549719791366375,C,A,-142.52212450120828,81.90156591981275,-74.74474751336699,C,0
Yes,Married,Other,D,195.36522607024676,C,-89.88918105673982,E,D,5.9189488842286995,-40.50084177659312,170.27140844025206,D,1
Mental,Widowed,Other,C,17.875980116309957,B,-79.20136331583328,E,D,-49.4573808712645,165.2877663997178,-65.11617501559778,A,0
None,Widowed,F,D,-100.17282169776327,E,-123.17763381509556,A,B,95.51914137331708,91.90161158194502,-31.586030416969006,D,0
Physical,Divorced,Non-binary,B,33.193590997896514,D,-105.42513363026585,E,B,51.869779967140175,3.4997285726151786,-116.57638087211544,D,1
No,Single,Male,C,64.0958054828972,A,-44.49868176281605,A,D,-25.786320817368836,-14.787519654349227,108.2466826789654,D,0
Mental,Married,M,B,23.84579242732404,D,33.43886062729837,C,C,69.12088626742258,43.91881270561666,59.34820475825438,B,0
Mental,Single,Female,A,15.212636138106136,D,-21.638640914276223,D,D,-22.247917390830327,-156.98098936665926,-94.2837754343725,A,1
No,Married,Non-binary,A,43.25617768516455,A,56.83258712298485,E,B,-87.36195582416461,-113.29846957169933,194.76883224564543,D,1
No,Divorced,Other,D,108.07715714638906,C,35.08216657370351,C,E,40.29169679815319,67.4138082849386,-223.1762693207894,A,0
None,Divorced,Female,B,-29.619491528872004,C,124.8131458536397,A,A,-108.19751447685589,-87.12450351390318,107.49380169757852,C,1
Both,Married,F,B,35.92854055053602,A,-36.62343016729818,D,A,69.13499035834418,104.70833678816356,-174.31323781535525,C,1
Mental,Divorced,Female,E,12.672502420249081,D,-38.999306520411224,B,A,79.61008742125134,24.679629527806306,-9.453766497264152,B,1
Yes,Single,Female,B,1.3746468747420084,C,-107.49436779003345,D,C,-70.40890364947339,162.43666377461307,-1.7272181619838296,B,1
None,Married,Male,E,-63.71240240512187,E,13.024500779952719,C,E,-132.46702362216016,65.07867519666655,-114.80184291512367,A,0
None,Single,Non-binary,A,-97.49252670364828,D,83.5753534497911,E,D,45.367105239484964,-40.41154981117321,-66.54644698083277,C,1
Both,Married,Non-binary,E,117.8690127857859,C,-24.528061668603957,B,A,-163.82202585598955,113.98572117033683,-115.33814521081531,A,1
Yes,Widowed,Male,B,88.3515652651849,E,-13.662110019662249,A,A,40.87792588795188,-97.11261270751376,-131.90635115206476,D,0
Yes,Single,Female,B,-264.7997209912385,B,28.224970190367422,C,A,-65.66490637416338,-21.9785121779323,195.10549089900232,D,0
Yes,Single,M,D,61.46673170220737,A,0.34979783533789155,A,E,22.186934906879717,-48.63053999203416,117.468998039421,B,0
Yes,Divorced,M,C,203.99134583362303,E,-57.6744448586772,D,E,236.0093346973109,45.228652351549385,94.76563344043042,C,0
Both,Widowed,Other,D,-17.773823441363806,D,-97.49214991169283,E,B,-59.574316328346576,-87.01513506455689,-98.7852808223638,E,0
None,Divorced,Male,E,-130.18603781387435,A,205.53869599670537,B,D,48.158021244931746,-133.49699315302496,13.27460700230288,D,0
No,Married,M,A,134.30484199686848,C,-26.219129428425024,C,D,12.814383794209167,93.89133026621465,64.41036148653286,C,1
Mental,Divorced,Non-binary,E,-200.41346277486042,C,15.526585922921917,D,B,-9.73009621409552,174.80805425018326,158.3010983167326,D,1
Physical,Single,Other,A,-54.65732611323582,D,109.02521685257929,A,A,86.47475992073723,53.75475180846404,58.48691999490235,C,1
Physical,Single,Female,B,-1.1825214134785456,D,-46.734282168171084,B,E,-101.55890688778658,-49.31652443455433,-44.21246871421715,C,1
Mental,Married,F,A,42.86416216362952,B,108.85212954745064,D,C,-8.909233261981353,-36.12960637758566,15.27768951416513,A,0
Physical,Single,F,A,56.491435844947944,E,-294.88607349741034,A,D,29.90682551738865,20.545879664628174,-40.95409977267466,C,0
None,Divorced,F,B,-71.27778551395147,B,-179.47935658550372,A,B,87.06463998769954,-134.89193301605934,130.97218504657098,E,1
Physical,Divorced,Non-binary,A,106.24570124686801,A,2.902551387790721,C,C,-178.53862284218926,-12.962027112237106,-113.35670685020014,B,1
None,Married,M,A,53.60896423125313,D,-73.28603062527156,B,A,55.34877471844371,-62.128313887021804,188.26536869033805,A,0
Both,Widowed,Non-binary,E,-13.075795149912617,D,41.86283778563361,D,B,-85.29399684211928,-135.24011725203212,32.437986797959255,E,1
No,Widowed,Male,C,-135.16376629570138,D,-0.1992692705349153,A,E,74.53213640694058,125.70577098177769,-57.424980877134516,C,1
No,Divorced,Non-binary,A,-16.984027687016876,A,-45.14351142817962,A,C,-60.30690853353229,95.08017786941237,279.57938359690206,B,1
Both,Married,Female,E,76.54384379870226,A,-109.66886130597837,C,E,-10.426342069153343,-103.3050614013471,127.3336814210853,C,1
None,Divorced,Female,A,96.55156649909307,C,3.7635845715120664,C,C,-7.1954150886336015,98.94182617951186,66.66958230521016,C,1
No,Single,Male,E,114.58768423917,E,-57.14664290698461,A,C,54.504522701322664,36.08046479877166,194.46998639836355,D,1
Mental,Single,Female,E,-112.65564751106163,C,180.20979934799223,D,A,-143.1202048146509,-30.64874831504663,-15.848278580359052,B,0
Physical,Divorced,F,A,-73.74772083440149,C,62.27023847454842,C,C,-78.61840871138138,206.61466370816663,-25.45014608680059,E,1
No,Married,Non-binary,D,23.969730432082457,E,-69.40161234942913,B,B,26.78186078103707,77.95221506997788,-35.242941174219304,A,0
No,Widowed,F,E,15.217786482585716,E,-40.54163825567315,A,A,62.067680814441,28.930166907530303,200.80883343805743,C,1
Physical,Married,Non-binary,D,-83.94580287206541,B,-202.25904578055088,C,E,-87.87150443020592,-22.444414469636982,55.33068654268251,D,1
Physical,Married,Non-binary,B,-88.53822374748617,D,-2.006626389085173,D,B,-20.660480021541492,-56.96790718785816,-124.96203109234915,D,0
Mental,Divorced,Male,C,244.54396008422833,A,-113.34622203091394,A,B,-89.99956572414092,-56.432881195904486,-13.78669926195525,A,0
Physical,Single,Non-binary,E,76.93579017177059,B,3.368573091062441,A,B,11.478102024414925,-66.74698429866518,33.52504669473191,C,1
Mental,Widowed,F,A,-184.0369647922456,C,144.76819508890236,D,B,123.33878723978444,28.43571269804163,0.07400893020901164,C,0
Yes,Divorced,Other,C,99.00312088337685,B,121.85315581387883,B,D,-5.622548059433783,-60.44809653545252,128.7934394932049,A,0
Mental,Divorced,M,A,111.03034744789848,E,164.0000592316095,D,C,72.07018631563466,-170.2660913478373,187.50657983004862,A,0
Both,Widowed,Female,D,10.518416402738568,A,40.415809795964925,D,D,70.27796424217124,-72.66776987458795,-15.445767857713722,E,1
Mental,Widowed,F,E,99.7778642964422,C,19.625916876939495,C,D,-97.41624521668444,-68.88999885324687,21.366917058697062,C,0
Yes,Widowed,Male,D,95.08798577423457,A,-44.256486907894434,E,A,14.708701312081235,-17.801837796431528,-50.423702050192745,A,1
Both,Divorced,Non-binary,D,-48.927256599585434,E,-110.85021439828711,E,A,-129.95188772956533,-90.7064003701446,-68.71202468443356,C,0
Both,Divorced,Male,E,90.76899573236842,C,-193.10366920991802,E,B,35.958272459590845,24.96405149879397,-122.42825959684203,C,1
No,Divorced,Female,D,122.65395300330997,B,-5.674036464546224,D,D,6.597197201773643,-142.5744471581633,-52.2856312502711,C,0
Both,Single,F,A,3.7373010182134707,B,30.60121324839428,D,B,93.86718255038907,-116.24812395294406,-128.05103638667302,D,1
No,Single,Non-binary,A,-78.62909530642845,A,72.29564402790352,B,E,-92.62960617384334,-113.64925678151583,45.38307807762299,E,0
Both,Single,Other,C,46.51267234685245,A,45.536897981860825,C,B,5.382061715343426,-37.42434335818497,-109.4444713219963,E,1
None,Divorced,M,A,41.501610210145444,D,-50.637383773072656,E,A,76.87272865494332,-90.55004228722817,75.82775185159531,C,1
Physical,Single,Female,B,-23.565833908278666,D,89.44458440621364,C,B,7.116343631951228,55.326583105823076,-201.36586518644637,D,1
Mental,Widowed,M,C,20.149328908091668,A,44.01862080890906,A,C,40.42473214280242,-43.78053843150973,75.20800971148535,A,1
No,Single,Other,B,11.090245066513608,E,2.9676198461033585,A,B,12.407277889952733,1.2538383849712815,-134.9462906182802,C,1
None,Widowed,Non-binary,E,265.75052032009495,D,-45.519029139766545,C,C,85.40941469592796,101.184170510206,-121.20639683697392,C,0
Both,Single,Male,A,-40.434115676890606,B,34.35103249168175,B,D,27.977207036448558,-23.808487451251533,70.55358046796344,E,0
Yes,Single,Non-binary,D,76.94053980120107,A,97.6460827889462,B,B,73.22509619550424,-47.90521159734596,60.602485907948214,D,1
No,Widowed,F,C,-25.127745820943716,B,7.635580619706815,E,A,37.04802008928476,37.84083006633334,57.11331032261307,B,1
None,Widowed,M,D,10.977336583082858,B,100.3535994416229,B,D,-93.37407028176142,-81.89684570424794,37.811830475142436,A,1
Both,Divorced,Female,D,220.7282353868461,B,49.34933123004835,C,B,-76.0067528220979,61.71962325099045,4.84989467753221,D,1
Physical,Married,F,B,-148.45547889720257,C,66.75980540838651,D,D,-124.09491143445284,-118.16302256594527,25.540739025033215,A,1
Yes,Single,M,E,-5.517036057723667,A,107.59232156855802,B,A,-98.31327654020721,-56.76527033818979,-87.08365600167247,E,0
Physical,Married,F,C,156.46506249061466,E,-20.547603456138074,E,D,5.759712788332115,-16.355722968219354,76.39426576746463,C,0
No,Married,F,E,-4.725926574895654,B,47.57088578698253,C,D,11.456740629054513,75.0806861288875,43.369621895723625,B,1
No,Single,F,C,17.52534755606351,E,149.46241383970786,E,C,30.535577995375785,35.40774886762012,42.53837561257288,A,0
Mental,Married,M,A,7.257218822357338,A,-5.48361024346176,A,C,60.491398756192915,55.95486393873884,-123.8348484342172,C,1
Mental,Divorced,Female,B,12.15215297300724,B,53.83531477928876,C,B,-68.60300181720118,113.79559849604317,-80.5095372377118,C,1
Mental,Single,F,A,17.254778333305453,E,-10.821981568072852,C,A,24.49827772352502,-29.29210843782265,95.33336210727137,A,0
Yes,Married,Other,D,71.85442805814843,C,97.16633762365818,B,E,6.469424967844925,152.3427438454,-27.37783346749732,D,1
None,Married,M,A,90.83757482925787,C,123.13809040357316,E,E,-33.89515207900238,-306.8361064985502,131.2004111396265,B,0
Yes,Single,Female,C,-71.79890439716918,E,30.388249184540463,B,E,207.3231620973571,160.2919980893921,-23.214527534340426,E,0
No,Single,Female,C,77.67403588000883,C,-67.69351216964645,E,A,47.476515686353565,-116.12232103405493,71.58311172213129,C,1
None,Widowed,F,E,-73.48431063739683,E,75.47382040799383,C,A,83.49273355969163,-39.59527189981211,-60.64710204009573,C,0
None,Divorced,Other,D,14.535453715869789,E,-31.20231853237705,A,C,-53.67772196443088,141.8124611156501,-29.11190124261065,A,0
Yes,Single,M,E,-237.5259954491404,A,-138.28581046428374,A,A,14.862692953531159,160.3319511272606,-19.162319274525217,B,1
Physical,Divorced,Female,E,54.164934633409246,A,-115.61727896520128,A,C,-146.50881308589624,-39.70353489376866,-106.11496111760755,E,0
Mental,Divorced,M,A,-13.093899807276339,D,-5.958846170367341,A,B,-19.919310188157997,107.59472013640652,-65.34642118801267,E,1
Physical,Widowed,Male,C,-100.26327740770728,D,-49.14785682591343,A,A,182.1186393610786,76.70212292259866,105.29543247930704,E,1
Yes,Single,Non-binary,A,88.98574334929879,C,50.73230812463624,A,D,138.07115874360377,3.688145614835139,18.05150306398981,E,1
Yes,Widowed,M,A,76.61607097247747,D,-2.439059443353399,A,C,117.95617022522823,39.400167627541954,-105.34426009646391,A,0
None,Married,Non-binary,B,18.947735090783706,A,73.82871870176785,B,E,-35.623521673791224,-35.85269019684877,-139.8198358137269,A,0
Both,Widowed,Female,A,-103.87645294270031,A,-172.2604253164383,A,D,66.63093874722148,14.701681492468932,-83.11967921232973,B,1
Yes,Single,Non-binary,C,-160.74568735082855,C,-4.8008834729733145,C,B,-36.84909117612038,-101.98037343694581,-50.24148262795865,B,1
No,Single,Non-binary,B,-9.256600998599696,C,-125.30908193724453,D,E,41.91225702513843,-32.71890754679552,-84.86207361392407,C,0
Yes,Widowed,Other,A,26.573328689747267,E,96.21187687019645,A,A,63.19325504883664,-16.942313542071368,-255.07017170151158,E,0
No,Divorced,Other,D,18.972336778487026,D,-31.746702363007962,E,B,-114.08555781880587,3.5625465973001402,-5.734472507405919,D,0
No,Single,Male,E,-47.59387323228562,B,-72.57987291626286,B,E,16.984167188670266,122.67242765761127,108.99525157557919,C,0
No,Single,Non-binary,E,-133.7575668919573,A,165.26064178616176,E,D,-39.42357976682611,86.64236982376458,74.03050888199886,A,0
No,Divorced,M,D,-104.21419164143408,C,46.3085016560268,E,D,-93.50852255966832,-64.05753261399295,-149.39649180388184,E,1
Both,Widowed,Other,C,14.3918701357096,D,-8.585818738962239,B,C,49.60484332801313,-105.81860556684582,50.70134140152342,A,1
Physical,Widowed,F,A,-32.85478907701875,C,-237.07045388121384,E,E,110.49093493320123,-20.281293616396685,-70.35360877730254,A,1
Mental,Married,Other,E,-7.253789504285846,B,-125.549549924392,B,A,7.725105156870961,-84.63918755125408,149.8536804137065,C,1
Both,Divorced,F,A,176.10016691226974,E,-122.63919166465018,B,C,56.1101706516994,13.352091651255273,1.0487586438820282,B,1
Yes,Single,M,C,-24.11459670264434,B,0.9103731902768697,C,C,-312.6472851366489,-146.13563147151208,-24.384766973985105,A,1
None,Widowed,Female,D,-23.1082562442362,B,-141.0837357637811,B,D,-61.070630050656305,-291.9812712292902,-155.1231402612735,D,0
None,Widowed,Other,B,-21.48376635680816,E,-135.5999900693179,D,A,100.41620441554586,38.57848713341788,-2.043889374818429,B,0
None,Widowed,Female,B,151.24031364294964,B,38.31370187577323,A,D,48.45946009941694,-125.2283145771629,-90.77807316009739,A,0
Both,Divorced,Other,C,-1.3762583457683057,B,106.58483805906694,E,E,-32.44424731009603,26.162816463654455,24.204252908940074,D,0
Mental,Single,Other,E,-180.21668716937535,B,176.535235739567,E,B,-255.02623742049298,62.15365533176425,114.67376749957296,A,0
No,Single,F,C,64.73911701994321,C,-200.9342218468177,B,A,264.6625365599248,-46.38063650730888,18.172595804906088,E,0
None,Widowed,Male,C,40.88151636370581,A,-1.751062325211505,A,A,-109.93883222037017,-42.012707617651394,27.096934077790053,B,0
None,Single,Male,A,105.02746845796275,A,-16.26000290967214,C,C,-122.13540450284893,7.4263392527346355,109.76190899649718,B,1
