veteran,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Yes,Christian,D,D,139.08319014800773,-197.8487130370453,26.81542346240115,-29.87375511383106,E,117.77583232779736,B,20.31186646060985,B,186.18270000932557,B,D,-50.88037109753356,A,D,0
Non-Veteran,Christian,A,C,123.68119831651003,-38.81596116670724,131.83873514076214,122.99526211970083,B,137.56860739497802,D,-101.83146707705441,A,-13.213414639936897,E,B,77.74143393916589,B,C,0
Veteran,Muslim,D,B,-161.16023429849446,60.984769112524376,-132.44135012874136,-33.28717040443048,D,-2.2629846355382073,E,-26.862639180076336,E,-53.560815411554266,C,D,-44.73471241773681,C,D,0
Non-Veteran,Muslim,B,B,105.66967494928963,-44.34545243555682,-4.3807420345004,-89.82219826339846,B,-26.257929896262045,C,-70.94503635044272,D,32.170803017103125,B,D,-3.7282399140571,E,B,0
Yes,Muslim,A,C,-106.88826914913156,-74.57327045293356,88.67718134589327,101.00602936587242,B,-54.769585219341764,A,186.55647095136092,E,-6.885530171680723,C,A,85.81292499091545,A,D,1
Non-Veteran,Jewish,B,E,48.794401816578834,6.276436142254731,91.8265847904845,-56.248849589863035,A,-60.63225106457346,A,39.72862240814724,A,104.66999174391225,E,D,-22.43916567321528,C,B,0
No,Other,C,B,17.824133761398457,106.10402287192053,144.05251850905265,-154.47265899418392,B,-140.68344981855338,D,11.264408330422015,D,217.67848447233968,B,C,81.76227749670568,A,A,0
Veteran,Jewish,C,A,-33.93712921003984,101.7904541807813,-71.32044232522581,58.484995772039824,D,32.490411738632716,C,120.96711409713478,A,-69.69680805437561,A,B,164.96694221379002,E,C,1
No,Hindu,C,E,-181.5442515034872,-36.296310612351284,-42.84276278241894,-32.05553079959537,B,19.39263365790949,A,48.453365205215995,D,55.06789591945736,A,A,51.37150382611413,B,C,0
Non-Veteran,Buddhist,D,E,123.96023714614404,-49.2204712588624,-228.8745403585627,78.62790475653303,A,11.559054583178144,C,-78.3620800352957,D,-16.632156441096754,E,D,-83.53277475006489,B,D,0
Veteran,Other,E,D,-92.71182811219231,63.552560828467776,-133.43062416496915,-16.586154735358445,C,-90.14222028788184,C,-53.33038674512568,C,-108.12861555993717,A,C,31.768049840512425,D,A,0
Yes,Christian,E,D,32.26896639025766,-119.26992166261653,132.29666599758662,56.69670827051627,B,221.51669802008928,C,-30.19236853808654,D,12.881858561012294,C,B,187.4469160596448,A,B,1
Non-Veteran,Christian,A,D,-144.0852331360252,-9.829477600257354,223.28231021330288,-172.84705384729898,B,-89.0514819204563,C,212.0135306352645,B,29.75474233437601,C,E,-137.62697722654846,D,A,1
Non-Veteran,Christian,B,E,-1.1601171219411182,68.70495916181073,64.4273381453869,-119.8351853310575,C,-95.11343213939834,B,28.16404700562247,E,100.52256785855161,E,B,-86.74782890509131,A,D,1
Yes,None,B,A,-37.32489975191992,-74.53212138613573,40.529569685184306,108.65495609038369,B,-73.63392108257291,B,-191.63386342581705,E,53.104345691234286,D,C,203.99086325333306,A,D,1
No,Other,C,E,-29.817130549898362,-130.85841551612518,-28.00256701000282,66.33914909096916,D,-82.66204338972486,B,-0.37966392968378143,D,-84.27798080804565,B,C,81.5956964060815,D,C,0
No,Jewish,C,C,-124.77574988835079,-121.88689331838165,-26.18988288158388,-109.08576415346411,C,127.77233762493631,A,47.76596947393136,C,165.67660904800547,D,E,265.43252798751047,D,B,1
No,Christian,C,D,-116.35776059592533,-24.470456144343355,-111.89038895717181,-20.347313458301645,B,118.27776332898617,A,182.18967712509604,E,3.9955988603247996,E,C,-123.39805473036114,B,B,0
Yes,Hindu,A,C,-64.10231910001687,295.988535237697,-80.05389192695824,-63.92703106782317,E,10.888807051816308,D,81.488332308441,B,-63.99912099814144,A,D,-64.57600458300664,C,B,0
Yes,Christian,B,A,50.38248875072796,-168.95593584138837,-75.71513476324228,-231.38203213958707,C,72.5965574289978,A,100.64170578854856,A,-152.2949021773675,A,D,-121.86762723317277,C,A,1
No,None,D,B,-56.65482481216133,-35.613148012573674,69.96901516934687,80.07373503356648,A,-29.02918908161097,B,-66.52618730925856,A,108.73550756480566,C,E,123.02995133717477,C,B,0
Veteran,Other,D,A,-9.002613157762362,-22.353088815483932,-31.277169059692667,-66.73431292203979,A,-119.22240288419816,B,55.455636173619624,B,-59.17490805818847,B,C,-37.48656968793309,E,B,1
Veteran,Jewish,D,E,-84.17062354069292,-42.37925056933458,3.3238204050984828,-13.644985482590343,E,70.43650227206108,D,-66.2723645041668,D,52.282726499556766,D,A,14.948041191648878,B,D,1
Veteran,Buddhist,B,B,103.34394459777549,92.42358051775183,28.59007369072948,97.61140465818089,B,10.183853302625751,B,100.65730457608556,A,10.564093594950757,D,E,108.35335044910248,C,E,1
Non-Veteran,Jewish,C,C,163.94472371424084,-117.96627090578578,4.140573828172994,-58.18293336291156,E,-161.56255126144097,B,-211.14707840363673,D,46.261335888636104,B,E,50.66380801922236,C,D,0
No,Christian,A,B,181.6580962878489,-115.91086304458402,-21.72391173520025,-214.54419049534903,E,-55.94909134681302,A,93.39501703455458,A,-14.869631119371485,A,D,7.6810256533826005,E,B,1
Veteran,Jewish,E,D,158.63421486452074,12.140064305355558,-143.32843193198158,82.66465710627375,B,-16.19609857231228,B,13.98587788807662,D,96.55904521147673,A,A,73.8545651063037,D,A,0
No,None,D,A,95.22081551487973,-17.50692493734305,172.3458626346552,125.74375811325946,D,52.509408075283794,B,-125.99999357682069,B,-24.689231441247454,C,C,-92.23383792914748,C,E,0
Non-Veteran,Muslim,C,E,-33.004266524933314,61.46819480869642,-137.52742429013853,-2.9509069444991205,C,144.85729404930694,C,-196.33083386667195,A,0.990743484845013,C,C,-419.79006305011495,D,D,1
Veteran,Hindu,C,C,50.04855905255178,68.65928770880323,-8.322673791259534,77.83635973299519,D,-253.16577425394792,C,-16.117320826058982,D,149.17786892008453,D,C,102.31324211902997,D,A,1
Yes,Christian,D,B,44.001168560442025,-80.41746902346925,82.99697463394871,134.1031483967443,B,-142.20189111903602,C,52.3342551914697,D,-60.05970867677066,B,B,-81.03845810716301,A,E,0
Non-Veteran,Jewish,E,A,-147.93793397295082,-37.323581513653814,-99.03806268252175,19.034047909839014,C,-155.65218518849247,C,-47.02071709373104,C,61.536984954666096,E,E,-20.517991304447698,E,A,0
Non-Veteran,None,E,B,-6.112656166763313,-24.95116729097532,25.339289513634732,48.62982578726553,B,34.357443005776176,E,92.53579232522254,D,27.448362821230297,E,D,13.774022528955568,C,C,0
Non-Veteran,None,B,A,96.2000052630103,255.86892715952763,1.4146232677652268,-38.207108446283144,A,67.71227686754892,D,-147.9040088526068,C,3.2702068444819905,B,B,-118.25461850198884,C,A,0
No,Buddhist,D,A,60.294585530483445,-120.77783557831,-60.05826808327935,-16.24265580493972,C,127.7109867979047,E,124.25282469527927,A,-147.90655818134806,C,B,87.61164480106336,D,C,0
No,Hindu,C,D,51.873331130817924,-48.05039834405619,93.93511815614401,-245.02381082837542,B,94.53549098189453,B,-69.83477814980917,E,-1.542446155540185,D,D,-59.66140774796877,C,B,1
Non-Veteran,Jewish,A,D,78.78871656407715,52.08907546047035,-165.48758615111524,-102.74577400985774,B,-46.76978547978937,D,25.790140161224993,D,-70.7629234347127,C,B,-8.770856326305472,E,D,0
Yes,Buddhist,A,B,124.52893508933325,164.5378392131853,-73.59518905632733,32.911948764252635,B,-53.41025675677935,E,-6.312888728319257,E,67.89131863065904,E,E,-55.89406205013422,D,A,0
Veteran,Muslim,D,C,-18.96261100739804,94.31325339728495,-36.32293788297693,33.14919342410128,C,-32.03418225684655,D,-95.32686517335551,B,-29.878695414531244,E,D,-189.41874917165487,E,A,1
Veteran,Hindu,A,D,-21.90348359345929,80.37712945587914,-48.72046521298017,-38.303278830791335,B,-6.057846122259045,D,-28.18304951867206,D,88.46652714128595,C,E,26.592027490576196,C,A,0
Veteran,Jewish,B,E,108.5851592269423,-102.77371088407598,-16.631973245623584,105.09453332310304,A,-72.81154092714449,D,-109.13611466571062,B,8.537486333068106,A,E,-48.30563356851939,B,E,1
Non-Veteran,Jewish,A,E,-136.79357479093653,27.583315979922986,-10.068878232631496,76.32764653323093,B,-61.40210055242341,A,46.398462681133665,D,-14.158545969370696,E,B,34.320926649420805,A,A,1
Non-Veteran,Muslim,B,D,69.5460285374233,150.51657425296847,-186.6984458906614,-8.785480107304913,E,23.161349016058473,C,-57.832739530488475,D,61.8768962826643,A,A,37.82893572545327,D,B,1
No,Jewish,C,E,105.05361473817602,109.72451346440504,73.22498846460867,42.12685365152048,B,-230.45052073708433,D,8.467030489899091,D,31.686870780277097,D,A,99.56219329756686,E,B,1
Veteran,Buddhist,C,C,-65.89911517598797,18.064670682682827,75.08350000225128,-30.063459792983604,E,28.411358157816824,A,16.540122546527087,A,15.263257094018707,B,B,32.45779458931448,E,E,0
Non-Veteran,Buddhist,B,D,-156.32781574711734,-109.89681829464773,-70.75546615541295,20.387961235149675,D,253.68423143211766,E,25.485065394979888,E,-182.9008864018376,A,D,146.8726936376323,C,E,0
Veteran,Christian,C,C,20.28282409629014,-78.27199711772057,0.23650189168443508,67.26959332790055,B,-41.7648605971552,C,165.21878539102747,A,-82.52803377819691,E,C,-30.68122430924977,B,D,1
Veteran,Other,D,C,3.142220263624101,-0.2696643674966721,71.37958961305928,-96.51029482449461,A,136.17967059955436,B,3.7615637586206945,D,-113.57214629076103,A,D,-60.82557111435868,C,C,0
Non-Veteran,Hindu,D,A,91.12825171528652,-8.552008961356258,118.19720038304551,53.67775526124884,A,-42.996200821960876,E,10.447343552533612,C,2.0241264732400044,C,A,-16.456282566767126,D,C,0
Veteran,Hindu,D,C,122.76933352647383,32.028168405388755,-130.656793556166,32.547649767476614,C,14.192299505552485,B,25.127158527930554,E,-191.102682058434,A,B,62.000405377933056,B,E,0
Non-Veteran,Muslim,E,B,-47.981387191437705,28.15370282760849,-41.96790063504799,92.09283368777605,B,52.168036552488914,D,12.513757382343673,C,69.23162500504509,B,A,-121.20666108197078,E,E,0
No,Jewish,B,C,7.212798436363429,40.5063096814579,152.04293080754348,32.80873354426252,E,121.70070923859228,E,112.9673438345975,C,186.5882290005688,A,A,-78.54708032654325,E,A,1
Non-Veteran,Other,C,C,171.48926877578117,24.313097117667223,-19.75252649722895,80.76260540814673,C,42.423997481983136,C,-39.47430528279038,C,100.94661636075224,A,B,109.34346243851336,E,B,0
Yes,Muslim,D,C,24.78386797278494,-5.416390539381353,115.81466269351519,103.96692715332341,D,93.04075828357776,C,90.24006080370796,D,38.12135898946287,E,E,89.10421603331582,A,E,0
Veteran,Other,E,E,-141.68744273904744,47.67366723393035,-110.33088888757246,-144.41345994172585,B,-3.851536895846918,C,-83.10900093169808,D,42.36320938819338,C,B,177.82669796892515,B,B,1
No,Buddhist,C,A,193.08001331852685,-20.224787345995924,52.068498938217424,-363.18234269869953,A,62.741940256736726,D,50.93192925621045,A,2.497925497646175,C,B,13.541154656909397,A,D,0
Yes,Jewish,D,A,-108.90147848284968,132.76667894954917,-30.019842799389124,136.5649148887266,E,-34.65439452826086,B,101.78932993476704,B,7.672433709256728,D,E,-73.38514846659557,E,B,0
Non-Veteran,Muslim,A,B,-172.26955426610922,41.164699016897494,1.4818925467883617,-120.67600379677212,E,45.57096351835967,C,0.0022416483870763906,C,8.161275749319168,B,B,66.28527472983367,C,D,1
Non-Veteran,Muslim,A,C,97.18265805603242,-45.35912882952445,25.173038049842262,-120.5057601313007,C,-10.067502989159326,C,-75.7136667052447,B,19.619071808208602,D,A,-30.221939963809362,E,E,0
Yes,Muslim,A,C,-212.00356670979278,68.87320804940408,-15.305886073824848,14.610234539308408,C,29.652653200882877,E,-120.62328110326615,A,4.911120491170905,C,C,-87.89282036730462,C,D,0
Veteran,Hindu,C,B,109.2498025168535,57.459548269564586,8.601044261029509,-100.94433551538344,C,97.47188025482203,B,-38.463223766459414,C,-10.759065076159404,C,C,12.788232636651218,C,D,1
Non-Veteran,Muslim,C,C,22.697710963696096,82.42348100274418,100.51503250259361,53.18407292427864,E,44.55748584765472,D,89.99869148882262,E,28.370531852630656,A,B,25.551029308459718,E,B,1
Non-Veteran,Christian,E,E,-99.48114177937664,-99.022631704965,26.34833267243929,91.09951091594208,D,276.51012947098087,A,-69.68763677712178,A,85.23235616575057,C,B,154.1166699776757,C,D,1
Veteran,Muslim,C,E,-196.1366332185104,132.36219794266697,-29.55936962401875,16.755670882659206,A,44.79188141547223,B,113.93395119840375,A,72.47648984347005,B,A,102.34685762977219,A,C,1
Yes,Other,A,A,243.7253873525443,-45.10224947964305,-70.19631553272193,-3.123987749849231,C,277.9210792328991,A,88.1139161915655,D,56.548128954748265,B,E,99.50812819419028,C,A,1
Yes,None,B,A,-26.660521170752837,31.121710888851865,59.57404074466375,5.706383568666235,D,13.595438976360064,E,120.58050765916457,E,127.18773997092285,E,B,-124.86841321437947,E,C,1
Non-Veteran,Muslim,B,C,24.73602642728037,81.24441464308879,70.48034632414051,63.3836068416941,A,-12.918719654782437,D,-4.346670320271867,E,99.40073524023829,C,E,-6.327844291526754,D,D,1
Non-Veteran,Other,D,C,-50.787068438399075,86.72931846519177,-219.45318394196227,21.947031106241287,B,-38.48341043331438,A,0.2804697386626177,C,118.60342520052735,E,E,-145.0362403373235,E,D,0
Veteran,None,E,D,78.72764005566616,3.0602962824460995,-81.94552171954523,-111.56749831920365,D,24.45488552305278,C,-98.1810545059639,A,-169.1749096514848,B,A,157.0166662461997,C,C,1
Veteran,Christian,C,C,101.34844271557387,-23.279748779728056,-62.2271552611726,11.45656204587562,D,-75.1013017774589,A,-115.7488563490602,C,-136.1901864658903,D,A,-134.9294007085857,C,E,1
Non-Veteran,Muslim,E,D,63.61840169625206,142.8380893824967,61.773267495912144,140.16901479316272,C,-1.738143143237409,B,62.691550514487325,D,42.14039677984444,C,E,-167.7374356191663,A,A,0
Veteran,Christian,C,E,-91.7478884020288,48.151578502589025,-85.216616486572,157.35159704038674,E,68.0769975784208,B,-55.55447295577083,C,-16.102189545275998,C,A,-5.757226756849756,C,D,1
Non-Veteran,Buddhist,D,D,77.12569346728168,80.53711912415926,42.16645184464979,21.062237854191228,B,-118.97512983190026,E,1.3476822760254434,D,2.8104109302934677,C,A,-29.04405649895361,E,A,0
Non-Veteran,Christian,E,A,-99.10922323581627,63.5104407973892,-89.17047744292348,-182.74692622740605,C,22.89842515590854,A,117.39085322106924,B,-62.25765936372499,C,C,85.69583584884148,C,E,0
No,Hindu,C,E,-108.23482695889095,178.85394366981342,-37.5795160131398,6.835440960023402,B,196.31588112546646,A,-56.227197712733854,C,121.51961295898406,B,B,99.89763062372448,D,B,0
No,Other,C,B,53.21084554778932,40.407648936543154,68.34507556209986,-168.1519815255733,C,139.7079395147863,A,162.4591817339021,D,119.75789553895098,C,E,83.09609611667648,A,B,1
No,Buddhist,C,E,-105.2017049775732,60.750822944181046,-45.99782578154553,66.66820397571708,B,-7.41999561793762,D,42.7353318840729,C,236.5539729120909,A,C,-75.7731465800037,E,B,0
Non-Veteran,Buddhist,B,A,124.8841619228755,116.26125601002997,-116.24788743968857,77.98935342602731,A,-52.37897189573131,B,-50.3416809739273,D,-95.83883246754989,B,C,225.70383186117922,E,D,1
Non-Veteran,Hindu,E,C,-109.89061639344828,65.02471934480765,-41.496786905209,13.308522068277483,A,-108.70264310824767,E,96.02318353707206,A,206.6723482393833,C,E,94.59445397873488,D,D,0
No,Buddhist,A,D,43.25106304035735,251.59926453219842,-10.510060614816128,-156.49053606874307,A,91.98244114248509,C,-41.15316220502571,E,158.64310629962216,C,D,173.21520390105837,C,D,1
Non-Veteran,Jewish,A,E,151.4655726716857,-231.9307422937002,-133.87185757272604,-91.80030175024682,B,-48.958347929410195,E,28.63325892871465,B,-45.92116705798666,E,A,190.6029162195104,B,A,1
Veteran,Other,D,B,107.16036246270662,-118.50320732422028,74.59465596615776,17.261402666372774,B,-25.74468310804141,A,0.19841946009799216,C,99.41734235675239,B,A,53.25027438836384,B,E,1
No,Christian,A,B,16.857797467098397,25.900744456279906,122.94944324363195,-26.228367378226263,E,82.24586048377434,D,-7.788333825045061,D,28.75739763037428,A,B,-21.508692903429257,D,D,1
Non-Veteran,None,D,C,-16.253981628224096,-127.24077593649838,-20.345339294302825,37.083677720828426,D,22.300229411734676,B,154.32227775523398,C,-59.49688181270941,D,D,78.65679287355458,E,D,1
Veteran,None,E,B,236.42950102086053,58.07170052284065,33.765263167526804,-170.88303120836875,E,18.594374522621234,A,36.52918482102572,C,38.97860099584322,B,D,102.33133838694619,A,B,1
Veteran,Muslim,B,A,52.068174882200005,-2.2925749407066953,23.808782007233454,-29.12196254809424,A,-175.95301131244315,E,43.64605679195604,D,-68.77663103877154,A,D,95.05949238454188,E,B,0
No,Jewish,B,B,-82.30435158701013,-26.140815750564666,-185.79324652676894,77.10525257445448,D,-84.34904801814392,A,-63.55420014520554,B,25.53416914993531,E,E,82.81637506880425,E,B,0
Yes,None,B,E,17.68659120088231,17.174895614983395,-136.95512534374308,-128.46063536664042,D,6.835389908907291,E,-17.766305044374526,C,46.5257066040675,C,A,-100.86928276491327,C,E,1
No,Christian,C,A,-2.1194427758645795,-13.583028198862774,257.4615389036285,-4.674476776325527,E,19.814915594494295,E,30.780372428558756,C,-41.08332163209,B,D,122.20223741526901,C,C,0
No,None,E,B,74.95179565465277,-104.4039861760923,-42.403760645680705,90.16026750421796,A,-32.53477409245509,B,148.4714629823794,C,265.5771015412004,A,D,13.575009573228284,E,C,0
Non-Veteran,Other,E,E,50.095530992301484,-137.26800594775293,151.52035663813743,-8.273091182408779,C,-10.091033493980824,A,-80.14223721404609,E,36.02204661374272,D,E,-144.56025198804844,A,D,1
Non-Veteran,None,E,A,91.53543879599734,141.94082704724116,-104.21409687922485,12.781461664063803,D,6.975032220362977,C,-25.676439851390608,C,49.583682828902155,E,C,52.05710042853179,D,D,0
Non-Veteran,Buddhist,E,E,10.616091100458389,118.38719274178679,40.815680154760145,51.84192970619348,C,136.21098371492644,D,-102.57169159677855,A,-83.77521615389503,D,E,65.92474777529547,A,A,0
Veteran,Muslim,D,C,16.433928021138488,-75.47751055281596,173.64779078709037,35.97117669424845,A,26.92152668551352,C,-14.42072812284175,B,-132.63197344108087,C,B,31.663805445970144,A,B,1
No,Buddhist,A,A,-140.31125942254855,64.5386892599906,110.02498106872234,-84.66391456385954,A,-49.92078091238844,C,-137.7144093303684,C,28.428847331991534,A,B,-58.83077699308923,A,B,1
Non-Veteran,Other,C,E,-57.99839197750772,-194.03378263900717,1.4267752242586453,212.53980231134287,B,-64.22078753107805,B,-87.73802108544601,A,26.72136181206497,C,B,-86.11705433057924,C,A,0
Yes,Muslim,C,C,80.58920317910243,113.47476803112615,-42.17437639525464,-155.3873684760739,A,-167.89015761756968,C,115.44799786822087,D,16.363098702561192,C,B,-104.5594796957664,B,A,1
Non-Veteran,None,E,C,-2.602789560208708,-51.79574369992006,122.22218774351245,-124.26671128615222,B,-114.04047460205324,D,31.603619002379922,A,-21.905333893538415,A,C,-184.56463194632957,D,D,1
Non-Veteran,None,A,C,-48.30666961167769,-65.70138581360816,83.76076976665642,61.76541691086956,E,-50.30809130581555,B,-143.51054067213863,B,200.32321019321873,B,C,12.345571166089584,C,B,1
Non-Veteran,Jewish,C,E,-56.961867923135436,-10.12548993775159,46.18432248207725,61.29027164132128,C,-15.928334628690601,C,-27.740169324349868,C,-61.698864018007235,D,D,-71.39374562798814,E,A,1
Yes,Hindu,C,A,-31.675479479526913,-84.98214419073307,-25.965652592946192,-10.796620401608877,E,96.87293151255687,D,-106.9366234660917,A,18.522183532804,C,E,-99.8339001484059,E,E,0
Non-Veteran,Christian,D,A,-1.751563705937866,-53.792946078955595,-10.03287479124902,15.571569048882752,D,147.4584459552317,B,-8.184803123834062,C,-202.4560089675368,C,A,-80.5817523159474,A,B,0
Veteran,Buddhist,B,B,-56.41097594426216,-5.726987195509004,76.96017811691765,85.65730181961624,D,15.898802724399866,D,-73.83896531615378,A,-90.28690778981378,A,C,-57.48996600554488,D,B,0
Veteran,None,E,B,197.75625805301937,-27.85119632012612,24.403741652896404,-9.751902508714556,B,169.79269656414692,D,61.28276712930365,C,41.98750870814905,C,E,218.35562921330848,C,E,1
No,Hindu,A,C,-17.88785699987839,29.016890277318772,-1.9338800747592488,113.64855939581251,C,-97.28768725614565,E,58.920637900172956,B,124.0552634272948,A,D,-83.88579292764253,E,B,0
Non-Veteran,Other,C,D,-25.911048290900073,-13.702931851191858,202.66672602515396,74.89811582999148,E,-164.27915483699084,C,-48.350273744524266,D,-116.16144713379732,C,D,77.40568060905679,C,B,0
Yes,Hindu,C,A,-108.10261676876198,13.415521275489228,-73.34584001530213,88.07523694567747,C,-161.8646771413215,B,-18.581456998217185,E,-112.28611455239023,E,E,-17.86075536423288,E,A,0
Non-Veteran,Hindu,C,B,74.25360196252329,33.84639646354362,95.19397874881928,289.51506112975324,E,-40.18254419501016,C,-85.67800265308202,C,-174.6380110902285,B,B,285.24631424480833,E,C,0
No,None,B,C,-45.62076910002907,-8.808671766491633,121.07189238754061,-47.419349946755375,C,-136.9018938923419,E,-96.31634199543521,E,169.7302765731942,D,C,178.48193878953361,B,B,0
Yes,Muslim,A,B,-15.115186394843805,-49.61058024996817,113.79430856033359,-134.36519081121062,E,-46.28967545145588,B,-12.748827131699676,E,-22.42322932500288,A,E,86.57448496459092,D,A,1
No,None,B,C,-27.509020599833157,7.065344167138879,39.84793740215708,-53.58412744519489,E,-119.76384908654683,A,102.67786527248232,A,-2.7168387635596183,E,B,141.49512050372542,B,A,0
Non-Veteran,Other,E,C,53.06588001835642,44.408171236764986,127.48200953261394,-73.47162738545975,C,235.04750810331444,D,49.57860673181248,C,-3.701318319795538,E,C,106.11128689841695,D,D,0
Non-Veteran,Jewish,D,B,-171.80272778899098,34.950432683030115,60.354554036533735,-25.364311628520724,E,22.059606052130405,B,201.4848276166082,E,-50.81307025159837,C,E,132.86047167334985,D,E,1
No,Other,B,E,-150.92847999714363,82.02686843050337,-210.76195109996578,-130.1592653700703,D,92.82691814251922,C,14.78361684530342,D,-2.620845709415697,A,E,-238.71855294510857,E,C,1
Yes,None,A,D,3.3334982686932637,139.49782535621006,-55.17606152960148,7.341346442181437,C,-48.73010523167873,C,-131.27205184564806,A,123.47555655062979,A,B,58.830717549646415,D,E,1
Yes,Christian,D,C,-22.215052296650295,-49.520149092458354,4.8191993879018185,-51.72175886903499,C,231.41082831822501,C,58.89561213416661,C,-60.571628269029965,D,A,-47.14777246839692,C,D,1
Yes,Hindu,B,C,-48.52777033932023,-42.30827144763093,-112.457338250249,98.84907282461342,A,-31.053730201186347,B,15.606978997941228,C,8.330913396194358,A,A,-22.20183685828472,C,A,0
Yes,Buddhist,A,C,22.203561768620713,-0.7645581946463706,32.078809696125,-15.213262426137653,C,36.39657979361951,E,-9.995509791438968,B,-83.75232286411806,B,B,-45.600522045420234,E,D,1
Yes,Hindu,B,E,83.3504164105894,-106.47428915163685,-85.34404145321568,-2.2382754665198443,B,188.15818034381982,D,-228.7147929090177,E,174.99359945249486,B,A,76.02557856026941,E,A,1
Yes,Buddhist,B,D,269.37383813042067,-28.07304626309324,26.82672857628311,55.64958077672396,E,16.097842247162777,A,82.21826820933073,B,129.07580991734247,A,D,-77.38925267228511,B,B,1
Yes,Other,B,E,55.99540629272993,-75.92390635322693,168.27549567850397,46.130823916819196,D,54.180281150376516,B,-2.4612965796198547,A,77.0898797582085,C,B,2.864503576362483,E,B,0
Yes,Other,D,A,90.89708535467857,78.49064859370625,-166.10698575540766,-342.3368750442301,E,36.58803090175016,A,49.28128992564184,B,-51.05230524241099,C,D,47.86030501281568,D,C,0
Non-Veteran,Hindu,B,B,-60.472454913061746,19.006332843862893,-23.562937746851112,-82.2307827741053,D,-83.96568327316179,E,-40.56703873797929,D,-83.92111840020003,B,A,37.487347050264866,A,B,1
No,Other,A,A,138.0418960499612,-162.62772348046514,187.12974003284023,28.79814486343933,D,-73.95602775580787,E,-48.134586698258346,C,56.16080067054058,C,A,93.81420103646855,C,D,0
Yes,Jewish,A,A,-53.76516862019047,97.11239817179964,-24.01955156208052,74.06598091078443,D,-46.65084993321845,C,-20.32059435446675,E,68.70005343060356,D,B,-151.43216306164112,E,E,1
Yes,Hindu,A,A,-245.39104470249947,-15.294875027613053,-9.89117307578998,-50.64175369429505,B,87.77093551689813,E,-142.2935793931685,E,144.4696670858715,B,E,130.374270178083,B,B,0
No,None,B,E,57.447203099405876,-76.14085136917711,-138.9704964267504,-124.4962028093878,A,-17.82712397083795,D,-57.75545427555557,E,-118.29206683838638,D,E,109.86693367496316,D,D,1
Veteran,Muslim,E,B,201.0597526584364,3.782870690917196,1.0345231672680273,-90.57604471898972,A,-111.53577812274679,D,55.33298668741623,D,-11.053627516969685,D,E,-226.02920813978778,E,B,0
No,Muslim,B,E,36.22204735055012,-48.53615124544325,8.782141492609668,-110.32689525658748,A,-34.556884658612454,A,61.09077913927023,B,31.986482946586907,E,E,10.182341372104093,D,C,0
Non-Veteran,Jewish,E,A,27.99531350649343,115.22339625535704,89.95976833903624,281.49443072146147,C,-159.65913545617988,B,-227.81130841837273,C,-271.13700226861914,B,E,-223.58873089924657,E,D,0
Veteran,Buddhist,A,D,39.83766893405522,-67.05906223115878,-74.13827266148706,-77.32893181672313,D,-6.996715591474008,B,174.29207086523496,C,85.83945846614726,A,C,-35.87620873630895,C,A,1
No,Other,D,B,2.222668092166939,77.87142038029029,-87.73518291730613,76.48172410414428,D,-55.21209305913263,C,123.87391106912371,B,16.071922166381373,B,D,-74.45703495317835,D,B,1
Yes,Muslim,D,A,-197.61148861361977,157.02340435280917,-19.740418991289395,88.37008877683672,B,-113.25309932967617,E,112.20870141054888,A,-6.9623729516592165,E,E,27.00086891347488,B,D,1
No,Jewish,A,A,-28.871363397632223,47.98418300699735,-41.76746228895101,111.39473978918848,C,13.951867055480852,A,83.72235157521538,D,26.550128011543737,B,A,106.79046228880587,B,C,1
Veteran,Christian,B,C,81.59072743101297,-120.31740785922993,73.95923319281624,-94.68074304980692,E,-10.307663583727248,B,291.49498193256284,A,3.8553750276077374,D,D,-34.68442096494786,C,C,1
Veteran,Other,E,D,153.07571763461016,-107.80113618578851,-112.6698222165356,115.93624846140233,A,-112.1576111795783,D,34.53215644478803,A,96.8180578159523,E,A,-61.80840659560739,B,C,1
Non-Veteran,Jewish,E,B,-35.23548474874485,-3.2315596797754678,29.883627331866176,-67.46040553433662,E,-43.637133029184504,D,-60.072251128425854,C,88.25580456128196,B,C,-66.84718100262886,A,D,1
No,None,A,B,-115.55814222392793,24.136627013374966,1.60745677981457,57.70365757478842,A,-33.487132459774415,A,69.24309429079973,E,-73.16733308228315,B,C,-93.01298071529277,B,B,0
No,Muslim,D,D,61.51530495135664,12.18525191566478,285.79971809031565,-112.33895927130911,B,-75.2483364255274,C,-14.620101769681709,C,73.19711157303168,B,D,-26.60874866067201,B,B,0
No,Hindu,D,D,14.990372782462702,-239.57227391433392,85.58591543600753,-281.64444339452734,D,-203.12991565888808,D,-149.35145828206186,C,-75.68012257843785,B,E,-137.50985045873506,E,B,1
No,Muslim,C,D,-75.4209887900822,-74.57290180728928,-116.7764495647742,-27.29915346091028,A,19.833078791442766,D,26.198678337337906,C,81.78706338611268,C,B,-174.57837501682508,C,B,1
Veteran,Buddhist,E,C,73.95687334095751,-97.08711458252954,-5.777146933099693,-3.618193182831807,C,-24.719579968878318,B,-80.1845333517192,D,-57.66644468603002,E,C,-29.437160632227588,C,E,0
