marital_status,birth_year,SEX,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Married,25,Other,45.805508202778114,45.52447424102145,-39.534768350471445,-15.53022995291792,-44.841508494950645,-112.14218044103296,-114.98134201725063,D,C,42.893968618029795,E,B,D,-44.25226351696159,D,-73.8724035470392,D,0
Married,96,Non-binary,-65.36625642998514,-11.708511203903818,100.85946174432176,-31.387678857697832,124.71612103135186,-218.8339486574078,298.39273929922155,A,A,-54.10260594526781,C,C,D,-123.75500849925922,D,-42.87464988545987,B,0
Married,69,Female,-52.424141938847946,80.66837882107424,39.18293155790482,-55.56443390259507,-37.25976867358318,-36.459103975514545,-91.72715138837279,D,D,69.55055040026744,B,B,B,8.263567387409356,A,-11.775145807105169,A,1
Widowed,29,Female,-189.4994507013391,58.187104768408624,-239.9341663377035,-7.889245753915485,159.7498961397934,-14.016922722403788,-64.61123096073756,C,C,47.410659467582164,D,E,E,-36.71519556468788,B,62.85088102854227,C,1
Single,58,Other,-84.11265896887981,-100.53182639477609,140.83393044687878,105.27066507620573,-58.326998951668564,-70.53992316563422,-107.63034779743943,A,B,105.5566326948143,B,E,C,-137.69541236961058,B,-2.7106236100072967,D,0
Married,95,F,-57.01596522306579,160.46333256037593,-20.360558098863848,-46.55081980702072,-112.3191087582404,-46.72215166519629,80.05876280235695,B,D,16.755442719990064,C,C,D,-251.70807385336875,D,-51.42008928724494,A,0
Married,78,Non-binary,-127.88062827907778,-188.28616937910215,-23.999629012190702,-55.89495453904857,14.982878248635819,115.73363366609328,39.88806467098432,C,B,28.303513125970287,A,C,E,80.06376004390737,D,-46.11492341119182,A,0
Widowed,50,F,40.20943033248949,-4.300043002341556,108.98062503056363,63.37919780724525,-2.3311967091290104,68.19701385950326,21.954359425520245,B,E,-149.44179091408273,C,B,C,-112.44789620601038,C,-2.4596322423190773,E,0
Single,71,F,-49.80554104125263,-112.16610640386529,-93.02486102767487,-12.929505494396604,136.8659853694427,-29.075257013676076,-188.05910282479445,C,E,28.18976042389677,B,C,D,-146.64142687186285,B,50.54235344684182,C,1
Widowed,22,F,96.45595150048382,-174.6861276353086,-159.75743438001317,-75.89355062833597,-71.96106389314477,8.452272199605746,2.5968567990968157,C,A,-50.79637177462371,B,E,B,6.665556100567123,D,-157.7196661117644,A,1
Married,47,F,100.25665453987153,325.6003016595444,-93.72493958553481,68.00206751738929,124.01791453572335,-82.94047361858922,-221.9259185765193,B,C,101.4516568082134,D,C,E,94.74245547223389,A,-91.04453642908243,E,0
Single,60,Non-binary,-76.84856767896605,95.7173636384459,114.88722100841136,-208.77045338840804,52.1545659545276,-75.63336831845895,20.125010508735993,E,B,-85.58871587608832,A,A,B,-115.8576509885232,D,-95.94346917530656,A,1
Divorced,67,F,119.5492353183714,130.41441762206475,-20.950096291657662,64.63121444752716,34.92770667827213,-156.76425040038146,-71.88217414535487,B,E,97.71900174927414,A,C,C,-96.42043084977085,E,49.13542674273974,E,1
Single,78,Other,203.4860382445745,-170.18763001739688,81.52510474560198,-18.114239229213094,202.4123104222598,-82.206518231117,138.888470981515,B,C,-7.627977168013822,A,A,A,-91.19571237223028,E,-93.14542490602055,C,1
Divorced,73,Male,14.72577082671353,-144.09395999027558,124.55341697656905,-40.018032053398706,-80.53085390413992,-123.72510317700862,21.752827671484038,A,C,63.16593884063867,B,E,D,113.22607043398911,B,-31.293418898306186,D,1
Single,33,M,89.93034742496256,64.08455283732975,-80.94080039329042,11.048888294751713,143.038401396872,-3.1786523878291923,58.64060103980713,D,B,-56.35180341776075,D,B,B,-135.71422068697657,B,92.81957049273467,B,1
Married,72,M,142.15968007534744,43.01303532525987,110.60610724984062,-106.27701353053212,-84.97407878193654,8.973122500746097,-88.87908616609514,C,E,68.6425795449915,B,D,D,-85.03752036860995,B,-98.58014061634725,B,0
Divorced,80,Male,-76.55328136664625,55.01975736807936,-14.754642761026924,-5.055728365986166,-63.81196103923092,-8.536138414941261,-18.427100095739448,B,A,-82.38751857202264,A,C,B,-28.745425362403747,C,-100.8731276577236,C,0
Widowed,65,Non-binary,44.39598611890546,-18.944631961212778,-103.88554354104716,16.497562456375046,83.55319058496772,234.36162115301659,-23.69204273986434,E,D,19.185069669855757,E,E,A,10.130983564773874,D,-112.77619289013312,B,1
Single,47,Male,-26.229726140232984,167.50552894563026,-154.99149257528126,34.458174036461905,43.35603049915881,-37.818715488647236,-158.08197043268717,C,D,-103.72588312428488,A,C,A,3.667309587546045,D,75.83547205828297,E,1
Married,72,M,85.20821253810898,31.755972633834507,-96.92253696694422,67.32206545118912,-47.82829399325029,99.09664401339165,-25.51148281744316,C,E,-147.2731745480335,C,A,D,-225.00897955311058,C,-76.79431537603107,E,1
Married,26,M,-137.74808228674144,58.73990786740427,86.88360364997277,43.588395883883834,195.9561017342112,-60.79888311184737,184.76347227596338,E,E,10.1015110144176,E,D,B,151.79009509725205,E,179.25811052502561,A,1
Married,55,F,67.36647450151393,76.63566510812237,137.3874161455728,8.582511941217184,-148.49693163173558,93.7816258062531,-86.32085456622272,A,D,151.58741795288384,E,E,C,-46.91124316999461,D,-89.12071919513342,D,0
Married,38,Male,-149.53058396618079,-101.005558835169,-19.41666224426177,26.056623574662506,-56.24828050318722,78.46848032521096,-14.461839323807546,E,A,-42.04227515473554,A,C,B,-24.11983390804527,D,95.02682378357912,B,0
Divorced,36,M,-126.01794691637662,-62.03566988412823,-13.870377697485331,124.77396050919928,-140.010679819629,-48.734148512344646,-69.02686721071625,D,B,181.38343703231726,B,D,D,-56.861137685247265,A,-138.06850354933152,D,1
Widowed,43,Non-binary,67.58258318603275,-118.25787105959036,-87.49830579126937,83.51935297956268,-50.24421111846765,-26.462522097475084,-41.58828405477325,B,D,55.376195586654994,E,E,C,68.22706536657725,D,6.013980209062012,E,1
Widowed,39,Female,207.23694990268916,-52.25451655229367,40.73081058468516,-33.65186662824998,-79.00454195734622,106.17053630430895,-9.49709271865763,B,B,-27.661261304045688,D,C,C,-20.550531982141422,E,-151.23340546173034,D,1
Divorced,49,M,-68.78376961722066,-35.08133586272733,-22.06491943224741,99.35819275933173,-100.86591153828182,-63.76262472667374,-6.06829383445156,D,A,-113.73529870592485,C,C,B,61.36534137016184,E,-133.93157313861832,B,0
Widowed,61,M,-54.907114666288614,32.958975047899315,22.79429954074968,-116.8186053929587,102.19084036732153,-89.81450814393274,33.42241772491473,B,B,-39.916240811489736,C,C,C,92.00377411064137,C,96.57620242166838,B,0
Single,91,Male,-50.51428773692703,30.321712254008972,30.741093599773272,-146.76828147348954,-53.289522061076234,-13.407262737981974,-86.17120390615484,A,C,-50.245588148070844,B,A,B,231.54037344137933,C,-47.83990740660076,A,1
Married,70,F,64.29621497185249,19.19524295564364,-21.886232164927044,67.82487147177476,-45.51571421961721,0.2859517027713498,-160.6079276125278,B,B,-98.95392410118824,E,E,D,225.0209805005163,A,-214.83881231557498,B,1
Divorced,71,F,-41.41043569318006,60.19515435661344,137.98230643213952,26.786903798593194,-38.745387861418216,-206.49057067865297,102.6619309150208,A,B,38.047749860802696,D,E,D,-158.88654236539872,A,260.0169737317613,D,1
Widowed,58,F,-9.92012607095734,141.0257218112059,150.37172575703497,-60.18947719805146,189.0183615884705,-38.00939977760972,233.5076901975115,B,E,68.66110785896863,D,E,E,11.460618948664854,B,44.14301182839469,D,1
Married,73,Non-binary,-134.66250704842372,168.65409788821898,-204.54483433572048,-88.96087987966807,70.55003734042043,-141.69282167387084,-151.7835357233453,D,E,98.53713850926412,D,C,E,-2.0884646215051075,E,-19.778093458637098,E,1
Widowed,91,Female,-123.57299489093951,9.753397071936085,23.388634445439553,-43.58372737958807,-194.6082030203097,-235.38500063824762,-3.3531189267543984,E,A,25.1546834000218,A,B,B,-32.01736823227202,D,77.47181272367344,E,0
Single,67,M,162.7213790244958,115.28751338329933,-14.491190076677347,-47.88720382357114,-42.15444734332349,153.47983663525773,115.40668218240533,C,E,90.86596395535584,B,D,A,-10.925921242814134,A,78.62759146334956,C,1
Divorced,31,M,44.22361539378341,83.81762128481536,-89.4037490898933,-74.66690808528436,83.00156839354668,-173.31812891559463,-156.99695017007085,C,C,-138.30873020713858,C,D,A,-258.988187084408,D,48.09667438974847,B,0
Divorced,56,M,60.24049924162889,148.17982576959102,-20.92961730829843,34.25936304035196,60.69583477896507,122.47200548020776,-107.81756884480941,B,B,-64.09521412285306,D,D,C,-22.100604277988275,B,-64.77067149897977,E,1
Widowed,96,F,152.33017694279243,-73.5891175475797,-109.86251948768444,211.67353496980402,34.975917885268565,26.337486795909314,-13.155528929586998,B,C,91.69982008581367,B,D,D,26.590454591962327,C,-94.7563373788567,A,1
Widowed,64,M,22.36049173736952,54.31695362573243,49.62347701082724,-230.44536085306797,171.55753862621447,95.45676837606094,-151.98920029004802,A,A,147.34380288650215,C,A,C,-44.09587037918542,B,115.82092577402454,B,0
Divorced,97,Other,-39.4842610597881,209.0582107341586,78.27850422020303,-78.89200547509306,-15.092292648347497,-24.408870724511544,-275.7951806668667,A,D,193.77449588369055,C,D,A,-53.63355236966917,D,-115.08745281946354,C,0
Widowed,18,Non-binary,-76.85932027986527,-118.18145396066213,26.627375583407296,-106.45412885471315,12.819652365130155,-133.05132857489795,1.5922437444144257,C,B,14.931275871130472,C,A,C,-150.22131650349957,A,-27.33176502213574,B,0
Married,89,F,162.06423245305982,-139.59548195940704,44.41200984662197,128.7775960954792,-57.86812675170072,49.658534848568074,70.77479475266753,E,E,-171.25042408031103,B,E,E,89.12223417801461,E,-31.976765293350862,A,0
Single,85,Female,121.26061398009425,75.28640571784545,-17.557463316789523,97.54386093277564,232.4080340011019,-68.2034520572694,102.97716719063068,E,C,-184.92862825815416,E,B,B,84.57726814182183,C,50.69925083309103,B,0
Married,67,Non-binary,42.485302549782126,15.87118129321996,-9.811184586321616,116.23142022586914,146.29427735946834,63.26585090849084,129.32620114052386,B,B,152.1334707224359,E,C,E,34.65658080005443,D,-177.53955910289176,E,0
Single,38,Male,11.734086373966825,-76.74020134756377,-49.97900858138892,53.378030007015774,1.3616419181636754,-100.49820505814841,-137.81311573149748,E,B,-33.84280921657587,E,B,C,-20.830502627560683,B,143.9303118873456,E,1
Widowed,47,Female,156.21577960055498,-34.539035648193284,-25.61335333741403,-31.81124329458077,61.392713086100756,-16.14592153198121,-51.45983477136471,C,C,-138.79554069839594,B,C,E,104.17550417440569,C,61.59756218392361,D,0
Divorced,45,Male,-80.93692743823819,7.056698948054368,65.26614909454865,58.20575259578285,-119.57317497485604,-27.331235575852535,95.35091376923567,D,D,97.09097204236872,A,C,A,22.64688176794477,A,-64.83690934053264,C,0
Single,82,Non-binary,-123.48252188749088,-16.425884150092283,-39.79209294357566,-60.3353654407988,132.28778440307983,-100.4457795850791,-45.1660581048107,B,B,-95.71945815547546,C,E,B,-184.46995003982386,D,42.699572592102804,E,1
Married,77,Male,63.10588750758927,-325.4577738821867,-3.0254061471717715,-33.6542309422562,-32.49163181003455,53.53671437201761,-50.37624924687867,E,C,-32.402073771171494,A,E,C,2.8612734611374186,D,141.35288014850974,D,0
Divorced,64,Non-binary,22.26532474394276,30.434763615665656,-76.3591952576953,79.60931055586349,151.34586802600418,64.88123747077904,-12.1794442720576,E,B,77.35174055412712,A,D,C,-217.42376765858666,C,187.58516104889307,B,0
Single,31,M,46.240570606012135,143.85374079190512,-96.20461418270797,150.84324191743204,6.1765503410067595,22.883909798354317,-13.480132220032296,E,A,71.51913346884791,A,A,C,168.69889597853998,C,-15.94698045362994,B,0
Married,43,Female,188.34401064887956,-30.5238990417256,-114.70751588053771,-23.362631250185547,-78.96105789806863,-119.6269642859346,-94.42825922691267,D,C,86.12032033595518,B,C,A,-3.0183138081603906,A,153.5976552978634,B,1
Single,78,Female,-154.81425976290637,56.556368640297094,127.61961430188681,87.01648552938977,-96.67481549426856,52.48352173213061,-32.357292282373294,D,E,-195.22302674913527,A,D,A,-79.35660037990647,C,179.91431961505378,B,0
Widowed,98,Other,-24.186392601970148,-39.14525839557424,31.642921247146116,29.271026264158795,-16.928847464938197,-75.95887465476457,56.01080727858392,E,C,-54.08577520379348,D,C,D,136.9924089653757,A,75.47500466298287,D,1
Married,77,Other,-100.12200187554039,-43.76258260102485,100.42078050256136,13.911943644186008,24.963992232012604,-78.60194093949342,-156.31688939214973,A,E,-209.93455696036577,E,E,A,39.248964525029805,B,-37.597720275436146,E,1
Single,45,M,1.640059960838959,13.870877160832313,66.43534402443595,-65.88389849096944,152.0324626965394,28.725846465717126,186.87499042464339,A,D,-9.921554509908441,C,C,C,69.66626574069386,D,-117.7200541707017,D,0
Married,19,Female,127.00157025246648,79.42702775973552,159.5626684047643,3.8892078571477624,-49.8402844940705,-3.8050373383358953,139.59126836576795,C,B,145.4902260162225,D,C,B,-93.22494630332129,D,86.99879222256475,A,0
Widowed,34,Non-binary,92.35207580311918,119.79727298328606,-8.48065913655336,40.13392017329219,7.488801782685424,170.05682981572605,78.31953516928,B,E,32.25999510316463,A,C,C,-168.2058300505563,A,-28.868115087041048,E,0
Single,58,Male,125.61340870163798,133.2527593904664,-138.3469486037399,-103.29390022329909,72.40569449131019,-29.806050780611653,74.60276130618408,A,C,17.072312867053473,C,C,A,-75.61314516831061,D,-199.5746383192178,D,1
Widowed,85,Female,257.86628542992867,-5.433350726357381,-43.510827122312094,24.20608359718623,186.2309948793974,36.2359008932934,39.520046500394706,D,A,137.9392184508455,C,A,B,-35.550646661557785,C,37.730725630843125,B,0
Widowed,40,Male,158.60071551359815,28.39026024699057,-228.65177949698014,263.95000275036654,10.623533226061348,-29.52669762856636,-34.05459527430838,D,C,0.7515637899736947,E,E,B,27.477493747235428,E,-73.65404029996728,A,0
Single,18,F,44.55818047001309,-73.17567340040667,86.3568136837043,-68.25831949043058,-98.16232074190047,-100.40455001067986,-18.56341447353937,A,D,74.7401806284954,A,B,B,65.29974224948593,E,23.399010036085,A,1
Widowed,70,Male,-39.638814165989835,-137.67127662008647,85.4951957758396,-111.41887688105987,37.55308242593121,-95.29490865759311,-160.611348853822,C,A,128.44335896183603,A,D,C,-95.52301735705156,C,-11.078138562707027,D,1
Married,31,Female,49.456473367535764,-207.0070377957507,-30.029267299236366,105.54570720046863,-46.673540731505874,83.05425249489085,17.431890898467252,D,C,-10.036168552047116,C,E,A,94.2053385046033,A,-13.25096354195028,E,1
Divorced,78,F,72.6312961929451,-79.31747058363416,62.689419825872875,134.13267682856912,-56.95999529387308,31.927927148476805,89.70986292982369,C,B,15.09409648620651,B,D,D,108.78735817225589,C,-21.78715525613068,E,0
Married,40,Other,52.577124615560535,-11.458553588036475,-113.38339623370707,-47.52001437606565,192.11758987610622,213.05596827791234,45.68922498091671,A,A,108.68085382639556,A,C,B,-69.94064380416012,E,23.211534310067332,B,1
Widowed,31,Non-binary,133.34962991875017,49.39344725925465,-108.49554889106547,131.17614654887493,12.769678044483216,204.28478693365452,23.578938428152036,A,C,-30.469073929046296,C,D,B,-31.058496465218322,D,82.78042581593435,D,1
Married,53,Male,-102.22007601388843,94.39454012156646,-105.43907652901451,122.02880541018517,-98.72845394151904,-13.864583496635156,-94.09564499192477,E,A,-92.60840530261275,D,D,A,-23.82783541387137,A,56.74133095818914,D,1
Married,30,Other,-11.906434839765687,78.62700448934577,-2.480988352963941,-119.69131752308503,-62.6615769757654,-87.31976065670987,28.589984062185923,B,A,-52.396872342391255,D,E,D,-58.48943011091292,B,8.294172762108724,D,0
Widowed,50,Non-binary,77.60579757676096,66.59523087328346,34.94158178063386,-43.68275594332683,207.39951496601253,13.007898733025256,-63.86026149653392,A,C,-49.531201305236564,A,C,B,44.21436917634543,E,-167.27112964652133,E,1
Divorced,18,M,42.481699876784376,29.513039293007935,33.88983277799478,-84.70301823988639,-246.27810330303603,-215.3206982857572,139.34523175813933,B,A,27.215626083554923,B,D,A,129.83951044601767,D,51.9241890644958,B,1
Married,97,F,57.32859211315389,78.71896808588302,16.843204473785615,110.8630265525467,14.72589460336792,-83.68462306977742,-160.26378518613834,B,C,-23.80951099730826,C,A,B,135.51036590023668,C,-126.41477902244931,D,1
Widowed,92,Female,57.1864906489236,-61.41973328717144,48.008748448817364,61.465965737811345,-88.48078237559184,-16.723505755340693,132.40903738134142,C,C,-27.592237720421654,D,B,A,-5.1783556923121665,A,-48.119163888976985,E,1
Married,86,F,52.71066785100859,78.74541244808563,-44.63455915200807,-60.973497659292605,49.557700625677995,-50.621141203896805,18.719813765348224,E,A,121.78892198111721,D,C,A,-192.74875974352298,B,-124.47138043198696,C,1
Married,99,Non-binary,-131.94214452719498,-197.1607832143424,-42.3314455250257,-49.147428431359174,127.87997516103309,39.40719900076153,-4.4081501131241,A,A,-101.09726670932233,B,D,B,33.332111631574534,C,206.0587463541149,C,1
Widowed,26,Non-binary,-133.143981608107,24.221418526427005,-31.065518668435477,14.389867832980574,122.16615725063265,-64.50039480323827,-15.321497684005013,B,B,170.18336745464146,E,E,E,88.59470861146043,B,135.38377932420622,D,1
Divorced,73,F,-60.260564448568154,50.515531304530334,278.5594803254981,63.79707956683455,-57.28302515066213,-81.1975455719198,38.49973970082141,B,D,-29.32708250391248,E,D,D,-39.95575172341791,B,111.8883757447245,A,1
Divorced,19,Non-binary,-19.63092047198846,-4.058828958279934,-82.35434933207091,-14.263594916887604,-29.045480400589724,-127.16483004800195,54.96788050721286,E,C,-23.625982074593406,C,C,A,47.00099141079087,A,41.81624440138511,B,0
Married,71,Non-binary,3.520332456409825,-41.66743259245345,-35.48463120605273,30.403629532770733,-71.52931138847086,-99.02812703252253,18.160035699353635,A,D,-62.405196238113135,B,B,A,-91.20793627744445,E,162.28647658708638,D,0
Married,59,Non-binary,52.956424491926,-48.78404625158086,94.19486974676255,168.66373463680466,-77.34773152755761,98.09475799774552,-26.101579347776877,C,D,35.53483991358288,E,C,A,-29.232276381494955,A,191.58315872162447,A,1
Married,43,Female,-31.364995940768104,-15.217176657984735,76.9660265043965,22.589977116445684,46.577913784289535,-139.28236198763437,96.51576042389112,E,B,142.16394785670943,B,B,D,45.71603554659662,E,-124.85366580668507,E,1
Divorced,67,Other,-67.37286811450144,290.2790057512617,-288.01783599344424,83.25491974916888,-32.080263344008145,181.80806301840394,47.7978747239758,E,E,0.02452652502585779,A,B,B,95.3467595474222,C,59.25602655694038,A,0
Divorced,53,Non-binary,325.02655185200894,-87.34798661187155,-42.780677466089465,42.398240702689975,-9.383360059643483,-106.82942180067411,-17.68004584222582,C,D,44.773177959926436,B,D,C,14.62119603243011,D,-19.93746508124659,A,1
Widowed,54,M,-28.219391910243736,-14.518562196118278,42.782815475210555,174.27398704582916,50.32079929168588,132.35675431142536,-148.23393358844214,D,D,-87.40844063361817,C,A,A,87.38840029298262,A,1.2381832232110461,C,0
Married,61,F,222.20589205686062,59.05221839201559,-53.021461467196815,-62.25662624898416,-113.08479076051971,68.23562230643495,-164.48196085052518,C,B,-35.80302282484312,D,B,B,119.45270391970561,A,-113.8353137714658,E,1
Divorced,73,Non-binary,47.37173979757969,47.63611215681573,12.255643705504122,81.2569228030483,167.79868597289305,8.880826762372674,-73.4041262168934,B,A,-13.99977227153227,C,A,A,-166.6859334002322,D,332.51951414773094,C,0
Widowed,27,Male,-33.66063470690593,-70.02826620530338,76.07816822302874,60.35291856560461,-119.11046841509713,2.200495259605914,-113.8382893674677,A,D,94.38802848602762,D,C,E,-87.75073566453898,C,-39.95685531508477,D,0
Single,79,M,165.49620333828312,84.3244986455544,-47.148081321615166,-93.85294297062255,113.82190375757651,23.508607660646593,-50.43204287709402,D,B,124.6672771111895,A,A,D,-92.96852675491742,E,54.173020089143535,D,1
Widowed,43,Non-binary,126.3913593289894,4.9776904083506786,49.41862535054555,-31.102513557828214,34.583964778074446,-49.76445811382192,-146.37172929877195,C,B,84.92070945575566,C,A,C,70.5921349271436,C,60.29848036414295,D,1
Divorced,83,Female,-105.27583969469521,138.61426523085564,50.92181616188179,-94.77005827184284,-59.7735027201716,80.80236029541184,-158.1806129017106,D,C,109.2145746207706,E,E,B,-45.43318428645193,D,-15.941018618130137,D,0
Single,31,Male,-77.12845551365606,12.47076012641401,-142.20040764287012,89.37962106074072,24.96428070138565,-43.74285282780695,-51.92152000135687,A,B,-3.5226830340131956,E,B,A,-73.85636407006699,E,-229.9694161594003,C,1
Divorced,53,Other,12.294012287579935,165.49579258529883,-44.39437313172739,49.74736667227147,-141.2910361621873,129.39691794684293,45.40232486015925,D,B,-94.62668464547764,D,C,C,160.9084958612385,E,-38.38535569499618,C,1
Single,97,Female,137.55024405493648,-146.4578173187391,11.569891412698096,0.8949781465515174,-96.82805636914027,112.80885151687042,119.61099682849432,C,E,-59.915405161492565,D,C,A,79.42594220709663,B,123.9237086034547,B,0
Divorced,35,Female,62.097286314205554,36.47947655816653,-212.86520891934302,87.11357563935557,144.76507217560177,23.973989064568567,48.89554908934812,B,A,-19.304545219558324,A,B,A,-33.16108022192842,C,-5.650847202766136,E,0
Single,78,F,-102.36115983735377,249.08372682788612,44.052607745640934,18.77415292220837,-109.73053764605535,-37.43859778297833,33.773411663700806,B,B,111.41610902920193,E,A,A,-39.56885793930528,B,85.46720532921583,B,1
Married,54,Male,192.6358133515692,112.6383549137682,66.00731004013396,-27.743839921839136,-81.44522308766817,-62.78146077818229,77.17647321858463,A,D,-125.16932249423806,A,C,B,37.034362019913594,A,-169.03072812411816,C,1
Divorced,85,F,57.85233316011899,-100.9057201202757,-148.1826321111842,-9.025624307173329,51.2859625653351,93.25307162356215,78.48960604599536,E,D,23.018621041582243,A,B,E,-120.36222564435242,B,-219.0897847447725,B,1
Single,97,F,115.79136864790733,10.05999299475527,32.79483460370663,-2.296695060847088,196.6938123957497,-1.514274969332613,4.209380399225711,D,A,-46.689566467348,D,B,C,-41.86565334114141,E,67.69586124188619,A,0
Married,50,Female,5.978975428787785,-68.61247668965711,96.93579255360656,-76.67401112710215,-16.550578716636224,74.94163222224725,94.40298886260256,B,B,-25.29173625148206,A,A,B,110.90258175109354,E,-42.73544278386007,D,0
Married,62,F,-13.966199156529155,6.0975650179956755,-26.446596217131287,80.38706796724856,210.87819805700653,-68.9869659647315,76.55472624303778,A,C,139.41484215967475,C,D,E,159.13759055899607,A,-185.61619889112652,B,0
Married,30,F,-136.88639577639637,191.26008723433853,-102.06867678104229,-88.18847077375959,-98.49408854421812,107.66534675543238,339.1306099221214,C,E,16.563508497404307,A,E,C,70.61254247230056,C,-8.509445726828929,B,1
Single,72,Female,68.85184026075744,71.79252380803288,45.662506265112704,-91.85451557326681,-218.79192038362487,-34.69054013873236,180.98936683673074,B,D,-56.887120605849304,A,B,E,-227.32583611076996,C,92.21350345931965,A,1
Married,87,Other,41.12187677884444,-34.11048401393236,-101.49077593526962,101.36708440766984,35.1533069088423,25.308607559470442,68.28367784451737,C,D,-70.9281110320141,D,D,E,123.92376836265495,B,158.67219529343984,B,1
Widowed,33,Female,-19.2205485537389,-78.33881622352867,106.90741749024744,-63.081234873572335,-8.747504781915067,17.9933439841859,-116.08213035994129,D,B,-12.693245364694508,D,C,A,-174.97677279082623,A,-29.061530237447553,A,0
Divorced,89,Other,286.847730048408,1.0678629801990944,-54.18352649814747,-78.92431641602154,44.73894164529765,90.8018969684463,-68.49091650761447,E,A,68.55774220313143,B,C,C,65.49132970574931,A,-110.1219265535178,B,0
Married,53,Female,57.598623207791455,-77.61679151601625,65.49130875004212,136.0255214365053,13.113962040204871,110.00462887592481,37.810826510227045,E,B,-75.4231135288014,C,A,A,-7.33735747637269,B,4.123587338125553,B,0
Divorced,48,M,53.147163872171255,99.3011650389694,-13.109488635349296,-114.98126737338174,-15.89539140453369,-63.86026963100717,-4.839081215194361,E,C,-54.50723598663612,A,E,A,-47.70477909498624,C,-121.26899740289487,A,1
Married,41,F,15.609999365291486,-169.26621446037126,104.6735229863768,-1.9385979485221028,-80.92632435796907,-29.35809985099714,-112.34149150526731,C,E,49.87266090364742,E,A,A,82.59414769239719,E,1.5221014852850328,C,1
Single,68,M,-34.244846517990936,83.59066860192392,48.326895649766186,30.031915559782806,-82.15809418384042,-19.294197528467066,22.548057085323936,A,E,-20.123235840173027,B,D,A,52.81224094757459,B,-5.493071183901588,E,1
Married,83,Male,-29.71308931810908,-209.20643883855362,10.497718325717086,-80.8448469386181,19.394029721155736,104.4246267252423,-62.48928627871217,B,A,-53.95500979577792,C,B,C,-95.25211487529025,A,152.39419836969702,A,1
Divorced,54,Male,1.5242806794045212,-29.72293885642706,61.8287637774484,-85.3569623771628,-75.17364017387432,2.846112032143351,83.76888517555399,D,D,124.57581680835614,E,B,B,-189.9155376043318,C,-30.387921239429755,D,0
Widowed,88,Male,15.321365845159054,100.84244886248545,42.52098199807769,8.456820136355438,-94.43726697782763,34.84513935949647,-140.85451027037803,C,E,34.35180052043867,D,D,C,-200.93057843095087,C,-112.89014833051925,E,1
Married,40,F,-205.4018115440717,63.85913066209995,-48.219594880920454,46.90697104813103,-62.59800392005281,-62.666906716922846,162.24786101492782,C,D,-33.9823724575896,B,B,D,18.27242445833158,C,-127.5193773116313,D,1
Divorced,98,Other,-135.2527833232897,106.04248267948024,-159.07770225271832,52.22230599948314,-187.02461434847635,-143.2746735986785,-37.89010897506411,C,C,-170.32335608315427,B,B,B,-44.75779736451535,A,73.81732511664035,E,1
Widowed,93,Male,-113.49009323834338,14.081743141933739,78.34029553622177,-35.92840572756375,69.41844473260949,-61.49464989339918,37.32892374199871,A,A,-1.0506324021443751,D,A,E,-107.99802926245019,E,-26.02145339287882,A,0
Divorced,83,M,10.21170549049389,-44.88329878394867,-47.380502219828664,-10.466955270823483,77.6035537139276,-29.94001028681943,1.8626556557147709,D,E,147.37033472292532,C,E,B,-128.6789119394504,C,142.46412057768575,C,0
Single,64,F,84.14824987902811,96.19229273890937,-90.576143628351,27.0348793007965,17.930708938276535,-21.4959485881677,-31.595220336492623,D,B,7.826804237024855,C,B,A,57.74052294955364,A,-11.097990962827355,D,1
Divorced,62,Other,-124.90464812954328,-25.630511254230388,-19.638308940811942,153.3144367049926,67.79746167732822,118.45135482410403,70.98865319378504,B,D,192.94142379701054,C,A,A,-169.2155912817339,C,-120.43753238291292,A,1
Widowed,18,Non-binary,-138.31466059390846,38.873704964712296,28.410325417212963,37.793657851312915,36.70160286718012,-134.13473121602365,70.62330562873241,D,D,122.44065459948668,E,C,C,-106.01492205543927,E,-81.8873147056839,C,0
Divorced,89,Other,17.294857338384052,-55.875452824385285,-35.20743166819576,117.42149076308029,-124.9161716727288,21.33283402721103,-84.45255542982358,C,A,7.448918616165741,A,C,E,-96.37735642040597,E,74.89253343503638,D,0
Divorced,71,M,2.4713031821943576,-78.84748439952149,25.833560251889715,-4.370674149794408,-49.0858026780779,-29.409311180289528,97.02245560704984,D,E,7.925634408593847,C,E,A,-110.33433828519354,C,-45.41698304400617,E,1
Divorced,78,F,-50.404759748187104,-80.94067794554516,-74.07735054356223,-9.463373209327864,-29.542351666229855,-98.81322626181412,6.659411728854299,C,A,-32.432679785774575,B,C,B,-38.2616144473324,C,18.34701278723478,C,1
Divorced,60,Female,-197.9587693356359,55.8992347305305,61.76313560964979,-57.70165868334096,-39.57871745129265,103.34419505358932,74.98941356970651,D,E,-55.529396754928726,C,C,C,80.53884031505363,C,44.41945109584507,E,0
Widowed,38,M,-70.61192235616768,-37.887845270911406,181.60301308379573,165.11164113989054,32.473397612799765,50.402754441166344,-56.68757269242276,E,D,-70.31168889870216,B,E,C,80.00279571552757,C,-15.906187314289252,E,1
