SEX,sexual_orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Non-binary,Bisexual,C,84.62929644070415,A,-70.75648677387382,53.64525561410518,277.25308052486,-74.51007775591545,0
Non-binary,Bisexual,D,-43.97698586505864,E,204.96383507675523,-26.096790388844447,-41.95317553870046,-51.6119308192581,1
F,Other,E,16.083447910152408,D,-145.166901786195,102.35744272990748,104.53795576861825,105.51565954978707,1
Female,Other,C,-85.6759914106722,C,-78.82537793949736,71.31332155322009,-99.11540007927917,-35.488159790206566,1
M,Other,D,-24.404919662886247,D,-204.84393813386728,42.96955935541318,-181.00591465301608,144.3644006592643,1
M,Other,E,140.89931602757454,D,23.529803909787198,178.56628594013705,-74.37962925161256,4.3198314078007245,0
Male,Other,C,-15.779253579116947,C,-63.65122050114347,-38.10531944811517,-23.307535299446634,0.2146462574075525,1
F,Homosexual,A,-64.22317520625572,C,110.9047669684458,147.15861513377564,34.99438373657734,-11.429479061223452,0
Female,Heterosexual,C,1.9072150014097689,B,-31.02330141897327,44.62522959663717,-5.752719484427408,-13.436372294090862,0
F,Bisexual,D,139.51106502206434,C,28.578138708621807,111.04841251885733,24.327912981712508,-3.0116837064925335,0
Other,Homosexual,C,58.9111088364224,B,2.7023419282352448,-127.61858870243942,-26.77877634628187,43.674925357603726,0
Male,Other,B,42.48275121570052,E,-63.06598643835623,-101.20568054400955,64.10000197488588,-63.53452162480535,1
Male,Other,B,-51.43567728226516,B,111.04798412027235,-9.089482569381696,123.16217957556981,-11.864262611388728,0
Female,Bisexual,D,-94.28063616590866,E,-12.794254363206717,-105.40434685905706,160.0947664803768,38.03537734250379,0
Other,Bisexual,D,132.273517757207,B,-156.68523692910185,100.18459265237152,-5.555607227733286,-33.437543264504576,0
Other,Bisexual,E,34.74476746343518,E,-14.545492782957783,46.50458696423555,-112.1543697397558,79.45501805649315,0
F,Heterosexual,E,4.364269159996959,A,-87.05685612815999,66.23559129737829,-18.730790102332662,29.03962634835624,1
F,Other,B,-29.342344728925962,E,-61.613001272496604,-1.0889734065080832,-67.01079417823401,125.60647046869934,0
M,Homosexual,C,87.8078265846704,C,-104.41938237332202,-46.342048195685535,-37.88121003987514,5.094116589331081,1
Female,Homosexual,E,14.988675109145142,C,-51.847673198640834,-53.13866261955227,32.453101456467074,61.64441259693535,1
Female,Other,E,-101.31260030905842,A,5.063229425625612,-33.929618145907774,-4.829310876556729,-65.15780222658081,1
F,Heterosexual,D,15.976760154734096,E,-1.5789948688790454,-127.35129606542463,-36.31625743949053,-7.807609353330544,1
Other,Bisexual,E,66.30253866732252,E,172.76493668446005,-14.870791934271303,-49.29224603564115,-70.74431145242302,0
Non-binary,Other,B,-158.0094548692064,E,85.1441179742538,-103.37200025533598,125.55160738336923,55.5659681856301,0
Female,Homosexual,B,-133.98744184090063,D,-9.231432575033127,68.87641212570816,3.568760153148397,-261.0837629225703,0
Other,Homosexual,A,40.390039506713,A,-35.36419270061818,132.6352396086979,125.1402832332797,67.66317249859766,1
F,Bisexual,E,45.71289908817871,E,2.4307895711353087,-51.156843863289645,5.682494512171879,99.84100180912779,0
M,Other,C,66.08153173709107,A,82.55338905001149,41.83862105918242,-72.26860075882591,70.44459286744849,1
Other,Homosexual,C,144.14347420112264,D,-37.457279579864455,150.59674892459412,-55.17610930270626,-109.52393380027854,0
Non-binary,Bisexual,C,-105.02892336065601,D,11.856342272280585,57.121267387056065,21.37478482820005,52.74596311219937,1
F,Bisexual,D,-0.7941035823898749,D,130.63990157128467,-76.19601482379335,47.74351601769023,-51.97049042754022,0
Other,Bisexual,C,26.87592984056646,A,10.112405038516076,39.662543428394095,22.850165756636322,7.488595007518488,0
M,Heterosexual,B,-131.08582415949513,B,151.67920160263043,103.92319747850603,1.8920104536950997,-116.26201540471001,1
Male,Homosexual,B,69.92872562618778,B,30.929920589184047,-71.11771305082011,-47.60891145852837,45.61416586145126,1
M,Bisexual,B,-203.6136193033531,B,72.38290676530465,43.104449473363005,182.89659454803336,-243.60607330522475,1
M,Homosexual,D,-175.05319757659026,A,92.47397423940448,51.31298412551914,80.61759963895825,171.45546084544185,1
Other,Homosexual,A,-67.19931406517935,E,-65.9730140213978,28.069437127645635,229.3963198587925,153.75489056784147,1
Non-binary,Homosexual,D,-130.45449366677207,C,-30.46870950893107,-155.40070963324735,13.17767170762667,10.92240057971504,1
Non-binary,Homosexual,C,-61.423542538514354,C,-6.421544506217698,61.3240656194867,-53.367690036280365,-61.58208258386527,0
Non-binary,Other,E,116.64178224641257,E,-149.76257648654175,-91.3740540098216,108.26077628515345,-1.30953115865243,1
Male,Homosexual,E,-2.15539069374326,E,151.6872058470343,102.32238913361084,98.34169172829229,141.62965426162916,1
Other,Homosexual,A,80.0293541874271,D,54.86171281230045,98.3043227814432,-222.15652309768754,-103.16821345663132,0
Female,Other,D,-83.40795737919579,D,-24.86308785580328,126.28858314255189,14.556185437217243,30.316171469369767,1
Female,Bisexual,B,170.70299451023854,B,42.64736454190401,-213.5623300190325,5.646602189449261,-141.04365107689534,1
Female,Heterosexual,E,-134.12182065860776,E,-198.14658330661698,41.78455395113643,-162.92003154066475,131.80247175199028,0
M,Heterosexual,D,-18.54398530215531,C,131.13213797200405,-130.1057637698224,180.01988697415302,54.53357571168736,1
F,Other,D,-142.41313512422158,C,-57.830946028662986,65.099454850621,51.55755894534192,-175.2376011602143,1
Other,Homosexual,A,-64.48554708349997,B,-161.73888062335178,-79.89598118036666,71.1671891269236,35.98510893054285,1
Female,Bisexual,E,-70.2563753938796,C,-17.99178654360535,-72.40421631250065,70.5753065959973,-141.4572660278128,0
Non-binary,Other,B,35.12858423022834,C,157.28617755900308,-72.18246114950824,31.754411631764345,73.51074484961752,1
Female,Other,E,-218.00216524713147,D,101.4362301789979,214.69232079639067,-5.341482459183665,-125.65504747586277,1
Non-binary,Heterosexual,A,33.97274530215151,C,-118.66989252396176,84.19447916666661,145.52035799812612,-69.12642108081599,1
Male,Heterosexual,B,0.1407571570077923,A,6.8309082658606926,-106.51766060579575,44.238988995140275,-4.913948637706497,1
F,Other,B,53.39112819785912,E,29.970344351529377,-85.87689463233897,81.10723874167972,-240.0667227889344,1
M,Other,D,6.678386273346465,E,-74.32263545503923,-46.46744432726705,10.26378042958014,2.9037499451999125,1
Female,Other,A,-19.224199554382736,A,-274.49878329212555,99.38477690011149,53.44030389608915,16.177102912144743,1
Other,Bisexual,B,128.75520860434946,C,30.23984060251764,2.766227058590693,-54.73143269936273,22.377449781879744,1
Other,Heterosexual,A,33.43341105858704,E,-68.9760718260827,152.07597548349594,-20.877598800490855,88.7502521068574,1
Other,Homosexual,C,-111.11473758435201,C,-73.4391325463788,-73.80086099118597,-124.37091703726561,-180.61849157160384,0
Male,Heterosexual,B,96.63507164672622,D,105.13467592359258,208.17287425526288,-75.80164617255389,-80.8560491928437,0
M,Homosexual,C,-29.777926686097693,E,66.31749083495077,-55.387797296541166,27.575844335233374,138.72909944585908,1
Non-binary,Other,C,32.98941372926257,D,50.99639380191827,55.79876928607588,-134.83357125118422,-78.25494049226239,1
M,Bisexual,A,40.209257284362934,E,73.28987053450751,48.931131717927244,-28.612950627202245,125.93644362781207,1
Non-binary,Bisexual,D,162.49804388228475,E,-71.45222646549033,12.427849605771016,-88.46310952625346,-57.61802067459642,0
Non-binary,Bisexual,E,219.37833536098648,B,-21.646824264342868,37.37311516850767,128.6224748644263,-160.24967626035937,1
Female,Heterosexual,A,17.174213595145623,B,-47.41936850139521,-55.708985735864836,2.4294857749949306,43.10057111899965,0
F,Bisexual,A,-60.64652037030627,D,-1.0727699794592915,34.789379626075586,40.59996087039469,120.76169100145748,0
Non-binary,Heterosexual,D,-34.484298798820355,C,68.58026091598904,-44.93885638997196,55.14864804808271,-47.05869804845646,0
Non-binary,Other,A,-26.05349454349966,B,203.06975046083826,-64.23090809704442,110.76986616863442,-197.3162145237621,1
Non-binary,Other,B,84.54604595320396,E,105.88651243254026,-93.61840838706179,58.37519962142728,-47.036419969437524,0
Female,Bisexual,B,-55.34555522745927,C,216.2477135423291,-200.8481216664225,103.21313112039189,-127.21181852713926,1
Other,Other,E,32.71464469124873,D,-60.65533254415353,-101.86706667415923,-164.18932451346583,110.7331072041694,0
Female,Bisexual,B,-36.69963564479224,D,143.63802658248017,-86.85584036123909,-139.31805423740806,105.84424398861523,0
Male,Other,D,71.35024913572859,E,-21.797519957960972,65.16777822512111,-41.587714143690285,43.869048409265034,0
F,Other,A,-27.28107640413936,E,15.454067400038833,-21.366771649925628,87.53458355988498,-11.418202894458537,1
Female,Homosexual,D,55.57153610384069,E,-8.608190837415943,-199.95773144651127,-27.783915379813717,4.809434361830371,1
Male,Bisexual,D,-24.776531757323912,C,105.2267335994608,-8.028631407921791,-18.413331919325028,12.09443016321413,0
F,Homosexual,E,22.662217755527315,E,-36.15680184461824,-94.76170583595376,-99.96590344312494,-140.81273650750677,1
Non-binary,Heterosexual,A,11.22308370108963,B,-55.30343422418489,35.09379769636895,186.13116233185318,-50.53518463112727,0
M,Other,E,-44.99613499167199,D,-29.086461193024522,205.43683548679388,-11.33888478682107,-98.50611917343538,1
Female,Heterosexual,C,-93.84817605569836,B,45.854073664375655,215.57178740112622,-130.18937789346901,-142.3801379076581,1
M,Bisexual,E,-1.2441081846416797,D,8.851522591200014,-89.64494464889913,-38.714729092136665,116.82244481630586,1
Other,Homosexual,B,29.476092630301835,B,-110.19124309068053,-94.39915955719975,-163.98224618675576,13.471161671491949,0
Male,Homosexual,A,-121.29171930153771,B,-73.80831650135734,52.3509196023962,91.31678740698766,159.25057990995737,1
Female,Other,A,3.919316855047303,D,124.92766413438044,-3.944262795356082,19.287740547373396,195.47086133373193,1
Male,Other,B,32.08912896968763,A,19.723794780356833,37.58593182757271,122.30618676887066,-5.683344381346353,0
Male,Other,A,115.95742384385366,B,-62.161119862603165,-142.02762523296673,6.3173634838206665,-45.761962410525804,1
Male,Bisexual,B,164.39189221335403,D,81.13618614874639,-23.409569927319794,-45.92556951955764,-103.85401730624184,0
Male,Bisexual,D,-202.37327260837037,B,-82.06519547786668,-142.22223140131166,-54.82074632047751,119.67655295413509,0
M,Heterosexual,C,16.457241118761576,B,-2.485121683065391,-61.804376439854295,64.58455845007688,91.91126295794486,0
Other,Heterosexual,C,137.70730702690307,B,162.8394021276213,-3.4907944678666376,-35.43509279944847,-76.13040676431801,0
Male,Homosexual,B,-57.835840937897196,D,102.19189183375634,-140.71582221970823,1.3105602166805064,157.05307632579036,1
Male,Homosexual,D,-67.42406219368536,E,-77.04831258703878,-69.22340756236903,178.60199743500618,47.501926610831255,1
Female,Homosexual,C,-75.05149480542288,B,9.979428178680521,84.92319091850023,-19.412615463152427,-66.78174117779413,1
F,Homosexual,B,203.22689094578607,E,106.84163642121307,-10.897959195528896,-97.431911863707,121.78535062705132,1
Other,Homosexual,A,-71.58628862122795,B,-41.57053226053256,36.53816964536969,-11.491361254755416,-45.19690314209341,0
Female,Homosexual,A,-55.322196871795,A,-263.44287970935744,-30.205883911722232,52.50336854776327,-105.72243643020755,0
M,Other,A,-86.99261264592892,E,-38.12054321665925,-58.03243420181208,-82.49119553254526,-89.75649066583959,0
Non-binary,Bisexual,C,217.622915736574,C,88.10575173571156,56.13670216647723,40.54282001174394,-2.0384941710200084,0
F,Heterosexual,D,87.45830232090796,D,-64.3576688769423,-4.228139442884171,-58.34729045189796,-88.73551108191278,1
F,Bisexual,C,-49.225382137887934,D,72.44820812030001,-62.82336938753901,-112.74458817274792,-31.882733509755077,0
Other,Heterosexual,A,99.54110446650476,B,-79.52161261329684,90.30946141083179,31.87821683055404,-42.84521564315497,0
Female,Other,A,-133.35446680710152,E,-91.91921869269353,11.858696129656368,-97.35110345831197,45.14046770160719,0
Male,Homosexual,A,-38.51297180208598,A,75.56677756316536,14.47855776415874,167.51420878316802,24.415671101050048,1
Other,Heterosexual,E,85.04074559967052,D,-178.9257607662583,-145.92125095690687,28.43846511191204,23.05923712570642,0
Other,Bisexual,D,216.75367157130376,E,-201.9218603445015,8.623823069428429,218.84468661099854,-70.96002005107887,0
M,Other,C,66.94082578673867,C,204.8066545542949,-104.15232851484255,-88.90668922875477,8.081685499631647,1
F,Other,D,41.522418588606136,E,178.7745396096255,-99.26794224817345,130.8931734048786,-115.64647349771431,0
Other,Heterosexual,C,-59.78406595792247,D,66.01507292080478,68.887405290219,-78.19780823747767,-59.81445263772268,1
M,Heterosexual,D,-188.46373224023503,C,-113.00936528706274,-121.84238570771619,-50.41031844371692,-115.6038755830379,0
F,Homosexual,B,-61.724032835285506,A,-22.90201894117913,-91.23155323355549,-93.66488510848367,85.47403474789895,0
Female,Other,E,-36.90168306608626,B,-4.171768989622409,-9.362831855128464,-93.27502156051986,136.40076565284664,0
F,Bisexual,B,-29.092183367584024,B,87.53015093358523,13.017519496667628,7.5038698509290525,232.50603678312473,1
Male,Other,D,-189.95536642060338,D,-81.51023643394362,85.71392530137038,-153.9009781978211,161.43588057949887,1
F,Homosexual,E,-48.938414581420844,D,-61.08208792475143,-112.08081350286162,149.46229448542425,80.72306449624422,0
Other,Homosexual,E,27.882605524792663,A,24.035729075757516,-25.210784405037124,-164.27154111113592,-52.30896970695279,0
M,Other,A,-4.412353368171976,C,-125.84921706332202,-52.62131769552701,-51.34946177627293,95.65109664103984,1
Male,Homosexual,A,-11.645503933010769,D,59.516380460920715,78.05654675947908,-28.63386016881754,-17.136955241723328,1
Female,Heterosexual,B,51.55415148031081,E,27.384916931061866,-28.89699087988122,175.8128530275365,109.7788783296441,1
Other,Homosexual,B,110.7432689496056,A,-166.94667488001036,171.26524518474497,-13.095975011354838,-86.53930909686483,0
Other,Bisexual,B,-46.582997003537905,E,28.139694426011168,-48.65812879657974,7.804041041562083,103.42167241550655,1
F,Other,C,81.23290823111859,A,-107.02853023976434,-50.823506256632896,51.132759050305495,-25.514917369429195,1
M,Heterosexual,A,-55.74003125086765,D,-49.584686719796075,55.99364821825029,0.3839413753429041,42.387860718231245,0
M,Bisexual,D,14.780309438729693,B,-2.6477393995777114,-76.59631031315799,-120.6383892470739,14.02311886938449,0
Male,Bisexual,B,266.7186676787497,E,1.9027992971421783,-58.26290942735888,104.35594847837339,-4.960093456125851,0
M,Homosexual,E,-38.092291087643574,D,19.54698108896084,115.93353355283693,-94.49812183573756,-30.17527537616808,1
F,Other,A,-172.41976191565018,C,67.87307049756751,-53.041822447270945,-8.51862477090708,101.83964405853341,0
F,Other,B,-66.72416274471789,B,7.236291669580368,60.91517383907945,-85.11506859426841,17.36618230511852,1
M,Other,C,-81.37244345418215,D,62.09300663586409,-41.92551546821698,55.17221963590254,112.78360622251901,1
Female,Bisexual,A,-13.631686340584817,D,86.78043733437025,23.558978012536798,62.358747040954135,61.709808787323524,1
Female,Bisexual,B,-95.28805710040893,C,108.20958661777547,-221.91851347058696,-61.899753532986104,118.08688235073981,0
Female,Bisexual,E,-12.43527644335683,B,-107.4706544403892,-65.72794962553247,-155.22048240656437,3.2433568011866796,0
Female,Heterosexual,D,0.27373001650316653,D,71.07968248195567,87.72445061521277,-165.2074541807331,113.5733594616643,1
Female,Heterosexual,D,-50.49170827485907,C,-125.69731326679978,-32.6748722651289,53.996765776559506,-35.145637653655285,0
M,Other,C,-93.09254221630177,E,248.68524144344937,121.53992422815556,23.84151739300914,176.36538788699377,0
Female,Homosexual,C,-42.44864562716372,A,-98.54063080828698,46.712465716056364,-151.3528763830538,-23.868168637128974,0
F,Homosexual,D,-50.04638232196553,E,-2.7443849509105833,-141.4481115123698,-33.26424885806297,-31.120038955530383,1
Female,Other,C,-129.22724417260383,C,125.27877250408625,27.562268665649654,64.06953952729441,-55.53842010192368,1
Other,Heterosexual,B,-84.43813673175762,E,3.1124207773425856,8.325008846419255,-204.6547735827478,140.1017886193712,0
Female,Bisexual,B,16.267947131475193,D,10.844063748922588,-139.01020089998738,-230.23977823177145,-99.33779803189552,1
Other,Heterosexual,B,-99.19350806871371,C,179.8247279061514,122.56230005647708,-113.4030638224773,7.631965192955108,1
Male,Other,A,-119.48817686730726,B,-0.3870675482137093,101.17200891200282,19.70912698498879,173.35772753971912,1
M,Other,D,-57.41626121493698,B,38.35735184133068,-26.981612094993935,231.00294468584738,-15.76671814180923,0
Non-binary,Homosexual,A,86.66827067727671,D,-66.97810017205833,-132.16022381391033,-66.82356794719118,-61.14172451058467,0
Male,Homosexual,D,-161.7884334669759,C,171.25027243766053,68.32036823023202,-12.570207914185524,-147.60528183279513,1
Female,Other,B,-52.75967826307486,A,41.75705061639652,-34.5891678449716,95.8880365431368,-60.10090045634138,1
Non-binary,Heterosexual,C,35.50492230578431,C,65.41098811943469,-191.85548389202026,5.885214327230342,93.49190819799252,0
Other,Bisexual,A,29.994666492846285,D,103.37656539154966,53.60861117366773,-160.23292727124897,-79.42797855765077,1
M,Bisexual,A,-89.8076912113244,E,131.15628275867044,-99.44696583803567,27.056153957120095,-162.27393802225484,1
Non-binary,Homosexual,C,29.413987465573673,D,21.033617017988078,-114.26355375475426,113.57980868764956,163.60454704312434,0
Male,Heterosexual,C,108.87049364973151,B,-151.5347919311127,-105.66847765371368,-73.34860273425551,-103.81270585877165,0
M,Homosexual,B,103.08095970155556,E,-100.27503582203224,106.91636554853584,-105.77455091690935,0.9018215844998486,1
Female,Bisexual,D,74.44373434797951,C,94.63612543599524,-127.1414917339368,83.92670735794445,-5.710548005437638,0
Other,Homosexual,E,29.457158770782655,E,71.33134268829622,-134.51719618958643,-108.15598826460473,-134.6584224667406,1
Other,Heterosexual,C,94.54367828112127,A,8.771902935229603,-82.9480336297452,62.700946001122645,-28.763770407762458,0
Other,Heterosexual,D,165.01992472470047,A,-46.18785687021768,-123.8516930453107,-77.98996792307517,52.79122870192955,0
M,Homosexual,E,-54.644916628801234,D,25.123707134101753,-167.6403418301883,-128.66719911621593,137.2266958529488,0
F,Bisexual,B,18.846351029637624,C,171.74040624023044,16.491844220067726,40.968486599836325,228.77997918569383,1
Male,Homosexual,C,-53.05416122110503,E,156.76005569081985,-95.48277720527963,67.3785303058281,-21.66087676615183,0
Female,Homosexual,E,143.4728271405358,E,-13.973570600556867,-5.999748237165869,38.08903252221549,-45.101456971155116,1
F,Other,B,-49.5204864075859,B,72.5347510086097,54.92393584713772,-50.432726350498804,-4.258907894319626,1
Male,Bisexual,E,106.08621953526689,C,68.30750781628096,23.57134011157448,-191.39283991420112,-79.33166926388364,1
Male,Homosexual,E,85.30692668109687,A,33.686078343125416,-165.02096025923882,91.75378427646646,-186.9590451257787,0
F,Bisexual,C,47.27280930232686,E,-39.90132072530482,-7.709378339190924,99.34526165642058,-17.26106425741383,1
Non-binary,Homosexual,D,-213.30667476772248,C,11.034180058647637,-288.04879169800404,146.02544695823767,-16.549387011623633,1
Non-binary,Bisexual,C,-15.789632840144908,C,47.98260488681604,14.65544791655706,-65.5971542719769,-43.82476038894473,0
Male,Homosexual,A,144.71147186400427,E,53.06833924198051,-63.37178743395568,-85.36120175219519,-4.766439309175917,1
Female,Heterosexual,A,-7.372308248759564,E,21.425034300146027,120.26863457503403,111.53993161757143,-22.701805515333096,0
Non-binary,Homosexual,A,-13.411080810822504,A,76.36076271716922,-21.433197937249343,4.106572358265479,-19.948609911701602,1
Female,Other,C,-115.91688843996538,C,-42.657327692714276,21.3016100567559,97.01747044047086,104.85247661696482,1
Male,Bisexual,B,39.80150180354751,B,119.02420427503957,-52.199998095732084,-105.90059364754242,-71.50811990565605,1
Male,Heterosexual,C,36.110323675475684,B,24.245439405525314,52.44949428389896,-89.10834965871304,24.45801573436544,0
M,Bisexual,C,50.17428735582373,E,-50.6463485992446,20.66649796665791,-37.21532539744828,-56.57011412763322,1
Other,Homosexual,E,38.55884639768451,E,228.7732709770038,5.618902769143261,53.72238128038154,57.00586597982501,0
F,Heterosexual,B,-17.068137784481305,E,-75.9038389314986,47.605898423062584,-47.3795971284878,-254.2773301848425,0
Non-binary,Heterosexual,E,22.742764391678673,B,-125.05037703099262,10.612904595443059,-153.20181169575594,-50.466713049217994,0
M,Homosexual,A,27.283084914488064,B,-62.46811893596035,-60.90413854237171,93.58375073981196,-61.12107805763915,1
F,Heterosexual,A,-32.41860041833032,D,70.09609633391673,-147.44676488462966,60.4896488020085,219.83039117196904,1
Female,Bisexual,C,-49.212424430141496,C,-82.52798545321212,-32.60476005779457,118.48448972611516,168.10375115488884,0
M,Other,D,20.78856743594337,B,-45.951507286440815,47.20855081166883,91.74821921879513,181.42082455169734,1
Other,Homosexual,E,13.105787004678508,A,-153.90260793678058,-15.119755787445706,-11.22476709550864,62.094390938103416,0
Male,Homosexual,A,66.42588877758293,C,-138.54046318907623,200.4263033664906,53.80059238437654,16.16973082866651,0
Non-binary,Bisexual,B,-98.77279990392758,E,-176.7203516510971,-38.30602903840732,-99.63523040499024,-61.123945690897585,0
Non-binary,Other,B,130.77410304900238,A,-56.48602217648402,-61.76504356067629,83.10691561537945,-7.352601467822578,1
Male,Homosexual,D,-104.7119073856355,B,-20.312347493779846,-123.38038942904377,52.35549869425342,116.73133507037609,0
Other,Bisexual,E,-34.351411233417416,A,-112.49710311133427,53.71877792995542,-117.7127898219125,-187.67601898573753,1
Male,Bisexual,C,19.39988893654758,A,-211.77357488847045,-43.01719170018519,33.39091866786257,-39.03327469090877,1
Non-binary,Bisexual,D,19.17651149367605,C,147.821311832642,79.31362939958572,-60.14912020689886,-38.45730620095,0
Non-binary,Other,D,-208.70893066553805,E,9.77959802934745,98.65268936663732,50.261573829567055,-96.17446458389638,0
M,Heterosexual,C,211.07008909648403,E,37.67325621689628,-110.20275138380144,-11.092947460377903,115.37997679776251,1
M,Other,B,77.42833034380082,D,-19.538590300116667,-307.18256985073253,75.59494816350073,-45.98275670391349,1
Male,Heterosexual,B,-0.02493713610719356,E,24.62251499192714,-53.03723774721638,158.47442780278945,66.36759368121082,1
M,Heterosexual,C,51.5744012121638,C,-22.892243868179023,-10.347524350023647,-156.8141199508365,-104.10908915634573,0
M,Bisexual,B,-48.31740969611562,D,13.869103055543608,26.889274293557776,6.363916217291235,156.871232764586,1
F,Homosexual,E,-111.86251420697243,E,39.269648694334116,-48.831312673510205,-109.96402701219958,34.59513101084799,0
Female,Other,B,162.99003966556026,D,-75.82510237911791,-39.86566522101331,173.15535731071168,-69.19872190869489,1
Female,Homosexual,C,41.15738822564897,B,70.4192592790383,-121.25196517981871,-170.7028586575082,31.762832563109956,0
Non-binary,Other,B,-89.8458251778532,C,-16.020396191657273,70.02939850628304,33.934209528082214,35.71391893316776,0
M,Bisexual,E,-72.93014898033624,C,-152.093537000398,282.2575277963801,-57.6686241870221,-94.42246948317896,1
Non-binary,Bisexual,E,139.26156844765998,D,91.36093499671102,12.071220212276579,-283.8925133855202,-103.23325723161368,1
Female,Homosexual,A,-86.16676093057724,A,-52.927452581523816,154.04286836771672,-12.62044972946762,235.06591818700926,0
F,Other,C,-8.822689299811309,A,-58.55449760706502,-83.3455466372048,-3.3218452600874517,62.64608782566202,0
Male,Heterosexual,B,-97.79701787269815,B,100.06849589708,148.0455946702814,0.9429407615789694,61.75178261595978,1
Other,Heterosexual,A,49.39625825208864,A,39.40518797890551,74.94293509057243,-27.98355603976016,105.96558239511297,0
Non-binary,Bisexual,C,-40.460089413983646,A,134.788125971419,-84.48319958605681,8.880591531319858,102.38581955481077,1
Non-binary,Bisexual,D,-90.55120443868717,B,-45.01347485101984,55.995166746560564,78.84147440847711,207.07426757102166,0
Non-binary,Heterosexual,C,5.992828006388568,B,-60.117846394443866,116.59771657436646,-65.25837869355173,-59.019981642062845,1
Non-binary,Homosexual,A,-219.0312691344645,A,0.5556555991449904,28.557150743503573,-5.038380404009128,22.2248347543188,1
Male,Homosexual,B,107.8451187976564,C,-140.53422951087856,-68.21680868179,-118.67849274162117,-157.2202201644736,0
Non-binary,Bisexual,C,34.928240984687,B,55.686874304686064,119.18919222007884,-104.46502102070268,73.80068787025105,1
Other,Bisexual,D,5.465724873774804,B,-68.10923976018627,18.44127808990478,112.63326855878692,-24.262003574624277,0
Non-binary,Bisexual,C,176.94562449605655,A,-26.1337531226617,25.69601689831761,-189.27566068007087,-115.49492864236966,0
Other,Other,E,27.429631541960887,D,-45.08078130214491,65.86778753057553,-53.14126860257466,-76.3484396128183,1
Other,Other,E,282.00821821391935,B,8.077738492797259,-176.04734546795797,-129.78720130070465,-110.0644500672894,0
Other,Other,B,159.60835101646427,D,-14.275154126073817,-30.31265953763248,-140.1055862411967,173.50858533563007,1
F,Other,D,152.9878881203371,E,-20.64057877531073,2.9786129678388806,-97.80532475335725,-52.90302497023433,0
Non-binary,Heterosexual,E,-33.79206887251618,A,41.91542586403237,-94.15051321130237,37.012404043732836,-120.70556204141852,0
Other,Homosexual,A,-51.08497846323401,C,-28.85320568645052,94.15655296832168,8.06904322230672,-10.309465740745969,0
Male,Homosexual,A,1.287309193751945,A,-27.82429817788597,-0.6303452202977691,63.019924714564176,109.92055651967793,1
Other,Heterosexual,C,222.2763323707631,D,222.23356266902093,31.90892256840192,166.67185554728735,24.02548991952443,1
Non-binary,Homosexual,B,179.8895525756897,D,139.640925913806,-244.3163549629412,40.28845029877548,64.40207327666022,1
Non-binary,Other,A,21.483352677058413,A,-15.132354879533372,99.1953648814467,20.922109174055933,-110.82944612623533,0
Other,Homosexual,B,-140.55076512690326,D,142.26355736229903,77.27856168377541,-74.11544895731444,54.905014838777234,0
M,Heterosexual,B,175.4535577438234,C,99.84708797272891,-39.91055871925984,224.51133774637083,-143.1449873848949,0
Male,Bisexual,B,83.38671328729308,C,10.425688293255792,68.73172728591766,-81.01350751667617,58.45109356903583,0
Other,Homosexual,E,241.60241574241726,D,52.65983811426318,156.9277118155196,6.783647893332743,9.484224373397906,1
Non-binary,Heterosexual,A,-11.333229576318606,C,22.84322038897319,161.08282670236406,-28.542872106410876,-9.162068386181096,1
Female,Other,D,-16.363208476435297,E,-46.853134277487335,-90.9221584206556,232.91987141857282,44.332619298846765,1
Male,Other,C,-0.46095980235107814,A,194.35995937962423,-51.67386743620609,85.72738673664617,84.66955132666324,1
Female,Homosexual,D,13.039443081127514,D,42.30298083472787,-155.16154829028176,166.349264454249,19.9564377847279,1
M,Homosexual,B,70.68813631372198,C,1.6604068691406269,-29.274830540321673,107.94844995963564,-58.818420099438484,0
Male,Other,D,-64.38463770592024,E,16.245541449157848,-116.00249878442051,16.755291485239145,-83.2103122663118,1
F,Heterosexual,E,8.973585215409049,D,119.91230687518805,48.12336679443806,3.9775732344253125,-7.174258690864048,0
Female,Other,B,-98.60744705118385,A,-34.40041582112174,31.557660742555182,-14.750916736883568,50.8191083635497,0
Non-binary,Bisexual,A,-10.6582255396416,E,-119.15315005407166,-161.5144244658975,-81.2325305138081,28.802168355388254,0
Non-binary,Heterosexual,E,-36.5780452816354,E,-143.92652175786657,38.4150944793977,-121.04673618591065,183.9456301183462,0
Female,Homosexual,B,13.736455646117335,C,-153.2142085056013,1.186691592543563,-28.581424535698346,0.996390107524021,0
F,Heterosexual,D,104.70931878586688,A,-220.66814602986176,-24.75391993510864,97.85190349611692,149.2584305729555,0
F,Homosexual,E,-64.60478858576855,A,-101.13565578713843,70.95676801462076,11.295979907098255,110.8538628772676,1
Male,Homosexual,D,-99.88242888776908,E,-62.445240420385275,-150.59038723139565,81.3088698547487,-25.553995531112704,0
Female,Heterosexual,E,67.01844264881686,B,-2.5763641596743825,10.752645854155189,26.04231607495146,-50.31817282740991,1
Female,Bisexual,C,-53.452978313209,E,-118.24164717024716,-107.32406308427743,-132.28673673120608,33.12175971423088,1
Other,Other,C,-29.819738764490662,A,167.49834223971132,-36.70658851964608,96.38167347728833,-19.83492245397944,1
