marital_status,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,target
Widowed,51-65,-8.851077853629876,E,-60.06118115420719,B,84.91968732078458,0
Married,26-35,304.4742221093314,C,-37.22476396454177,E,-9.51047442413301,0
Single,26-35,38.39580995268786,D,117.35277147791984,B,15.858021013089257,1
Married,26-35,43.50370915296315,B,-50.20042562524618,B,312.3715803766637,0
Single,26-35,-143.0086312295035,E,-57.406852166442846,A,22.062309245356182,1
Widowed,26-35,-174.9690363864004,B,-93.4444834126583,A,-172.4614813854793,1
Divorced,18-25,238.59117598318957,A,0.08576732094008871,C,73.22682596351162,0
Married,51-65,-78.18093321413352,E,126.68353410748037,B,-18.277028422474,0
Married,26-35,99.17248185580824,C,-130.61496242646908,D,-97.7546500064222,1
Divorced,51-65,-92.7218409603102,C,94.31017640145434,B,148.50411215804755,0
Divorced,26-35,-54.342493972105466,E,-1.8336590877000025,C,-8.187553695965422,1
Married,51-65,3.2648187324456046,B,199.11642253171908,A,-18.956231958759773,1
Divorced,18-25,-243.42510837734687,B,13.861345210147974,D,55.08521091740543,0
Single,36-50,-93.82334445628813,A,34.893360882202714,C,97.48768728577215,0
Widowed,36-50,-15.293281116822213,D,-79.73261863562831,C,47.13859297808638,1
Widowed,18-25,66.08411912931783,D,-92.60225103706175,D,-68.33234479977648,0
Single,18-25,52.470547969108864,D,-4.496285118803332,C,-10.434465352133902,0
Widowed,51-65,21.329075059874697,E,-128.36594479527213,C,34.53580213959151,1
Divorced,18-25,30.66168218247693,C,54.11741013785033,C,12.825963256564107,0
Divorced,65+,211.3327912708582,A,9.043532248620416,A,-26.38325729899082,1
Married,18-25,32.116406725188625,A,-76.75885570967074,B,-48.26471419353424,1
Divorced,26-35,-150.9157100856797,B,-62.19837515363022,C,-42.305676180414636,1
Single,51-65,-65.18952291539874,D,-10.26688518107787,A,25.434450761809252,0
Married,51-65,15.189159909461312,D,-73.31404253215959,D,-247.74757055237373,1
Divorced,18-25,-243.75739296018514,C,0.16136566570806335,B,-51.48248106524408,0
Divorced,65+,30.286691744127737,A,-94.48013396201263,E,3.8238584326563143,0
Single,26-35,113.8185635152657,C,46.08008636893681,B,52.642125279873696,1
Widowed,36-50,-11.941297393542289,E,-76.81057283683899,A,-151.87363835627232,0
Single,26-35,-182.5724578562099,E,104.03278841975964,A,105.04159267471552,0
Single,18-25,84.62877480250907,C,-25.575106359902904,B,-156.11130431136212,1
Married,26-35,-3.6741040320401495,C,-94.84402854168837,E,-155.2880325609302,1
Married,26-35,117.00544829369746,E,-14.724791672483532,B,75.02883363478414,0
Divorced,26-35,178.49806439766297,C,-57.798722290197254,E,-277.05379620966954,1
Single,18-25,36.50869478828106,E,-4.850977486864365,A,-81.46797352478657,0
Single,65+,44.04999367068774,C,5.514168304129191,C,137.79811926687722,1
Single,51-65,-33.708781526554375,B,-39.70374217901975,E,1.107061709770968,0
Single,18-25,31.809401993542497,D,105.29242331256239,B,-149.49238706553152,0
Single,51-65,-5.7666369528023536,D,170.7500167501387,A,-56.416059805814086,0
Divorced,65+,-112.05753672452808,C,-2.9250772249376706,B,-76.85022598174434,0
Widowed,65+,-170.09800424530627,D,-77.56136930768214,A,77.1783763360696,0
Married,51-65,166.00969762823243,C,87.78972371160889,A,119.9952244550306,0
Divorced,26-35,33.99667322953353,A,-40.80880959494546,C,68.84095146157067,0
Single,51-65,34.694411005508165,D,121.64605034764766,C,64.14550671667457,1
Single,36-50,-17.43517815775745,E,140.1073102948162,B,12.310174996872412,0
Divorced,26-35,-39.97695853789606,E,54.34492186722626,B,-153.46360153782723,0
Divorced,36-50,-68.07074474419959,B,-33.393420873952024,D,-155.6005951256379,1
Divorced,65+,209.47142550852368,D,28.213457582878988,C,-100.91608277525937,1
Widowed,26-35,-122.36403790957584,D,62.86425614348017,D,62.40638327901339,1
Widowed,51-65,52.81217574720093,C,-117.29350261380395,E,92.10678329462807,1
Married,26-35,158.2368422980609,B,-56.44756661881327,B,95.00204546942427,1
Single,18-25,76.40599689760144,E,22.651132672239626,E,-14.563017312613363,0
Divorced,36-50,86.58685417548827,C,-70.32517236473721,B,-105.65467298665791,1
Divorced,65+,-158.02534408426425,D,-206.93244112192582,C,118.06531286441407,0
Married,51-65,-146.87116468200574,A,-281.2581152070143,A,52.70664827547199,1
Married,65+,-120.38064466279319,D,26.57825445769162,C,104.39578065736985,1
Divorced,36-50,211.96515477920735,D,179.97920615114825,A,-6.520990534732526,1
Widowed,36-50,-182.35234165705424,C,160.470063192123,B,-110.80164654813007,1
Widowed,51-65,-137.16915782883788,A,71.79459462902335,A,72.26431470440382,0
Divorced,36-50,61.210151219396835,C,106.50681555719153,D,-64.75006308563225,1
Single,18-25,119.39855242546366,E,-77.38367903576408,A,-175.01705067098453,0
Single,51-65,-82.45602453078259,E,-117.66320159907234,E,14.021878260083941,1
Divorced,26-35,58.738863155966534,A,10.298723855079944,B,-202.66242625236083,0
Married,51-65,-110.19065745625764,D,-19.742329723733643,C,33.02060670776349,1
Widowed,26-35,152.97858479143892,A,-91.75736575074129,D,126.26615487269758,1
Single,26-35,-7.728052143534791,A,29.91688281211332,D,30.652413780466254,0
Single,26-35,-12.77880089863938,C,-38.91787373872088,B,117.21541810565381,1
Divorced,26-35,23.583663584347693,E,-40.959098589495376,E,-103.91340708052172,1
Divorced,51-65,-57.218355841401916,B,3.834795474594087,C,207.11166690268664,1
Married,26-35,-40.630158302933424,C,113.12569996842193,E,7.577418542675297,0
Widowed,36-50,226.92420841976602,D,-123.38443060746305,B,-198.97401707046964,0
Single,51-65,103.44471938921448,A,132.08726368630371,E,40.080863822032605,1
Married,36-50,-85.97259726712005,B,-30.842843080690653,C,152.6576731594108,1
Single,36-50,63.021946103671425,E,92.9742928166548,C,4.092696376054946,1
Widowed,18-25,28.715758528323533,E,-67.05949733584906,E,139.11148867494546,1
Widowed,51-65,-115.06919951601422,B,-134.98771706871867,C,104.76574915704764,1
Single,36-50,137.0586724403269,C,130.1664098570749,D,-123.46627199085165,1
Single,65+,65.55580463013021,D,142.9183400297648,D,111.50252109740552,1
Widowed,65+,161.17344979143192,B,35.17432351261554,E,10.498958815707597,0
Widowed,51-65,43.589138828430166,B,68.72504143971396,B,107.38380998790507,1
Married,51-65,201.5134494856241,B,-94.69578238643996,E,-95.93811957800405,0
Married,36-50,44.61379752652529,E,-18.34643564985942,E,1.9701282668504798,1
Single,36-50,-37.36608083516822,D,174.24527641711805,E,-112.03300204171438,0
Widowed,65+,121.8441779409452,C,21.671833857031178,B,72.07643500667749,1
Divorced,26-35,-54.94243363946234,A,-49.61944700791773,D,109.03772934574987,0
Divorced,18-25,-0.41591275909259595,A,6.5318449963882115,C,-31.582858832861056,1
Widowed,36-50,18.124588123059088,E,110.07646322156069,C,-60.711508500925724,0
Married,65+,-187.10007762958685,E,-114.67382978381968,D,59.02330012225858,1
Single,51-65,-70.02874609013602,C,-114.78197290264704,C,140.1547168283816,0
Single,51-65,99.37803377237238,C,-81.33299502492122,A,87.16457797384066,1
Divorced,26-35,179.87983691596224,B,-11.012960778716979,A,-12.968030807236172,0
Divorced,18-25,4.9481561333062825,C,-186.386140966628,A,-73.12138239171865,0
Divorced,26-35,144.32976784587447,C,-62.16733356455101,E,55.36400813171023,0
Married,51-65,-199.29631953501985,E,131.2294635374433,C,-17.315875623474973,1
Widowed,18-25,-58.71640675983918,A,43.02280437878917,E,-113.77671965410802,1
Widowed,18-25,99.30217825201338,B,-112.92263936228298,E,160.8567331120267,1
Divorced,18-25,30.093926121242482,E,4.47867580780602,A,-57.719744607054416,1
Married,26-35,-48.30921217573562,C,-142.59886903831324,E,222.08066350804114,1
Single,65+,-51.949862861621845,C,-212.93937331574142,B,338.78275178297025,0
Widowed,65+,50.54871883923396,C,-65.4925786459273,B,-244.51389367775414,0
Single,36-50,-65.95619004311082,D,-200.91256556830456,B,-39.431295383668896,0
Divorced,26-35,86.35146836333622,D,12.250120706363067,C,-98.43668952029736,1
Widowed,51-65,-134.69114697325747,A,129.05873243601374,D,87.90484534790235,0
Widowed,36-50,23.8009823865987,B,191.13110220101873,A,11.828127947169289,0
Widowed,51-65,94.32376305459937,A,29.52375096818295,B,-245.44270592338955,0
Widowed,36-50,-5.488232123774271,A,-48.11890366329045,D,7.879412229366449,1
Widowed,51-65,-114.00717970258887,B,-7.224266390177587,E,128.1417703311509,0
Widowed,65+,-68.64157862273386,A,109.21378921271862,B,-2.343216737213991,1
Widowed,26-35,-21.683585363048262,B,6.337002035933324,A,18.689196993063895,1
Married,18-25,-14.558109776959114,B,74.67817506686329,A,-67.27681636066296,1
Divorced,36-50,-94.87032532610692,D,-162.47072933975213,B,136.10758293529935,1
Married,26-35,291.4846141747056,C,-174.9055146159793,D,-23.96171014980979,0
Single,26-35,-139.6185387593054,A,-3.272468646577506,B,-43.344305868641996,1
Widowed,36-50,-84.35044317267895,C,-61.94061780061815,D,132.1137850687582,0
Divorced,65+,146.52352729972594,A,48.65302322950338,D,194.7842578321008,0
Single,36-50,-153.37699614123338,C,44.49289109266541,D,21.7767271628201,0
Divorced,18-25,-35.36410445434531,D,214.87643505665184,A,-33.25285047052041,1
Divorced,18-25,119.15303677999593,D,190.24848856623635,D,107.5817187167248,1
Divorced,65+,-49.7934303587173,A,128.46676878497652,C,4.637246547533962,0
Single,18-25,81.80223303310488,C,21.88898747378877,D,135.9453400189981,0
Single,18-25,61.835433640040726,D,33.96710494435071,D,27.656504998993046,1
Widowed,51-65,-98.5106566560556,B,-94.58210359194479,D,-24.43764083327795,0
Divorced,51-65,-117.79064447362732,B,-203.3049737167584,B,31.01890372956739,0
Single,65+,-88.53573630876448,A,-11.919622438225435,D,-46.53158168650925,1
Divorced,18-25,-101.52291973993724,D,-39.440121746343614,D,-23.723032790365465,1
Married,51-65,-121.30197471150264,B,-147.12836417385586,E,-57.39574806162842,0
Widowed,65+,18.426302564425438,E,58.557778129006756,E,-106.92846484336118,1
Widowed,51-65,-18.63648884057482,D,285.0536081694493,B,-126.94854629893943,1
Divorced,51-65,-27.706272966116668,D,97.61454519000353,A,155.06015110878278,0
Married,51-65,-86.83147340302004,E,-7.828008821557905,D,-26.151947689962157,0
Married,65+,-2.3267472898064514,C,15.675118479072017,A,-42.674068180757665,0
Married,18-25,18.103516031659588,D,45.14968955556051,D,-181.0676620613481,1
Divorced,36-50,188.8157318153015,B,-40.75615725493884,C,56.104589048054734,0
Divorced,36-50,-14.873973293100274,D,55.774177651306104,D,-52.060520415905664,0
Married,26-35,-130.7978652590137,D,174.75117268669527,C,71.03963324703638,0
Divorced,65+,-31.54697954980486,D,22.813511809510693,A,-90.83057223507633,1
Widowed,18-25,98.87933925401424,B,140.08091504737476,C,-8.48791120238743,0
Divorced,26-35,-165.12586618518952,D,93.8142014772181,A,-106.76248778583732,1
Divorced,51-65,-6.843449148235627,E,-141.2431055790795,E,36.294410648344616,1
Widowed,51-65,5.911771956248859,A,-108.57020950637907,E,5.893299311723939,0
Widowed,18-25,-108.6419065140251,E,-127.19286153916318,B,-19.43764783894871,1
Married,18-25,-86.88362652782085,B,181.13019270365615,A,167.95517074341245,0
Married,36-50,57.26985574762226,E,22.52709806495027,B,120.48249814893595,0
Divorced,36-50,-104.36955168182082,C,58.07068119496548,A,224.14496838666307,0
Single,51-65,32.72825171131842,D,-22.666821998626514,D,162.42898355016123,0
Widowed,65+,-64.56091994702163,C,73.33631877524074,E,-33.34106922333542,0
Married,18-25,-133.83586562997323,A,82.08176226443744,E,100.16578553610545,1
Married,65+,-53.952627671106846,C,-54.94581421271633,B,-136.9353720209941,0
Single,18-25,-28.934480010414443,C,-172.70355753571383,A,31.41467199275573,0
Divorced,18-25,-85.58150523230431,B,72.08862605752253,B,-80.18229797083684,0
Widowed,36-50,101.63735012637696,E,109.43782678420327,D,5.338282344992873,0
Divorced,26-35,81.76520189118487,E,-16.260756427451323,C,51.934313657988675,1
Divorced,18-25,90.29054089436389,B,-73.56703643909242,C,-50.25550182671146,1
Single,51-65,-128.78855753103247,B,-70.64898964029436,D,-114.24781163071005,0
Married,18-25,101.15216783891967,E,-69.4323114367156,D,-35.32484007907719,0
Single,51-65,-154.69680489597405,D,-3.1366582849122597,D,-27.35722996554942,1
Divorced,36-50,4.617828035548985,A,27.43724552839786,D,-31.319479313393895,1
Married,26-35,80.59083731604944,C,51.258689313520065,D,31.83571380581815,0
Widowed,18-25,5.6441732145036205,C,123.47266882043102,D,-29.69512920972707,1
Widowed,26-35,-93.23640580356411,A,13.911629290299915,D,-158.29434425786073,1
Widowed,65+,-0.1804713559118657,D,-89.53482072776751,D,-83.15762797774224,1
Single,18-25,53.31235553966136,E,-18.507876186062703,A,-23.510409062157223,1
Single,36-50,-94.99458761470547,A,32.91315859352568,C,-259.74935019368735,1
Married,36-50,-66.62088381277972,B,-150.78373417519316,A,24.357218822618673,1
Divorced,51-65,-18.8934131867059,A,-35.957697760795924,D,152.8815701150877,0
Single,51-65,186.72316823161432,A,65.25196637103727,D,-93.5226068005166,0
Widowed,65+,-29.062530704927646,E,-26.41486628670961,C,55.72515426539372,1
Widowed,18-25,132.45794726661344,D,75.22730441161754,D,-53.44531732967424,1
Single,65+,-46.80678717253689,E,-135.44496911122658,C,10.710281231962462,1
Married,18-25,-91.85965761114502,B,79.98520572864666,E,-3.0972782688984823,0
Married,65+,-156.9577913912409,A,-43.01314006028306,A,18.04466224063809,0
Married,36-50,-48.40578445973751,B,-68.12847469800379,C,-8.42789330038269,1
Widowed,18-25,-78.88518249113244,D,-24.668911053317768,E,-105.13706821362265,0
Single,26-35,-106.61463166616747,A,-137.2090991188773,E,156.14343322235842,1
Married,26-35,-41.27264284045746,E,-30.794660570203213,B,-104.72680051254659,0
Widowed,51-65,-30.79780606835157,C,-186.63327051744434,C,123.12914861973883,1
Single,18-25,115.88951611091866,C,26.99944968863324,A,-60.54311417949815,1
Widowed,51-65,-78.51357882467809,A,47.38848934834287,D,58.29719629798055,0
Married,26-35,47.99547936414103,B,150.8668879110887,D,-52.87142912573516,1
Single,18-25,117.13965478417035,C,-212.48878735197155,C,-19.1957050090489,0
Single,18-25,143.85993470301287,C,178.74528257363286,A,149.31493260335776,1
Divorced,51-65,58.55484576632753,C,19.57126199125942,E,-66.6266182255747,0
Widowed,18-25,-52.68462143791961,A,119.9511867415637,D,-12.585778696006814,1
Married,65+,5.439995763760161,A,-49.16660251043156,C,19.472309330285842,0
Married,51-65,36.31602769399338,E,-181.28182801903338,B,134.19798048895254,1
Single,18-25,-27.814053329765027,B,26.22532504107874,D,0.7427980836355627,1
Divorced,18-25,44.37407695423501,A,0.3929516507132839,A,5.036096625852291,1
Single,51-65,113.61628113947417,C,53.98327244802768,B,-43.86443386409379,0
Married,65+,175.38052294746237,E,52.993189038417256,B,139.48461905127522,1
Married,26-35,-16.75245753991458,D,-129.06871254968743,B,-60.71009124829748,0
Married,65+,-191.99095540692096,A,-96.12889321145695,B,32.11889133271858,0
Widowed,36-50,164.70735672973646,E,74.52776466438694,A,-205.7998277993771,0
Married,26-35,-80.0275304391631,B,118.86630461205547,D,10.035048993652396,0
Divorced,18-25,56.45532593016722,A,107.47566856957293,B,36.84703544825669,0
Divorced,26-35,-95.41714624766479,E,-29.121827846290984,E,-21.77127857650966,0
Single,36-50,-182.67792791387527,B,129.17351932494043,B,6.1988544867064,0
Single,65+,-22.918009134367306,D,-130.96171458072635,A,108.71594753427011,1
Single,36-50,96.16025764247915,A,-203.6008436614977,B,51.01618594239812,0
Married,36-50,103.7681235725062,D,166.45214590826572,E,129.69703652679655,1
Divorced,18-25,196.31849757307168,A,55.209028018531804,D,-179.75700712346236,1
Widowed,18-25,93.31263412175743,A,57.281985142204306,A,-37.63829024766863,1
Widowed,18-25,-116.94697622126216,C,61.264319542081125,A,49.65226526831134,0
Single,18-25,42.210388503932364,B,245.57969662831036,E,142.3317850562023,1
Single,18-25,56.07223940939857,D,59.29393661906818,C,-28.712562866437384,1
Single,36-50,-9.82540539518439,E,93.45616911380385,E,-1.6975333509499364,1
Divorced,36-50,-27.790762247983423,E,-20.08001101193985,A,19.381184273550474,0
Married,18-25,123.86005668282358,A,-119.26240160797776,B,87.01542144578649,1
Divorced,36-50,75.21215955820122,E,90.98763250437453,A,8.202046542777266,1
Widowed,36-50,11.288854535001853,C,21.38377994899438,B,-81.05382468168071,0
Widowed,26-35,74.1254478693034,B,54.138148575653325,C,29.331503575574903,1
Divorced,26-35,36.507474388453616,C,-88.78324016133287,A,-17.866961489510384,1
Divorced,65+,71.41396591035867,A,112.78843496205928,C,2.2808319290112578,0
Single,18-25,47.64228764677658,A,-17.693467639260557,B,-91.98669797366932,1
Divorced,26-35,53.995860350750746,E,4.987973023849783,B,49.97938966926791,1
Single,51-65,37.3916391558013,A,-104.42363850480267,C,-39.09954029400713,0
Widowed,26-35,-42.63706675927612,B,-10.97331523052857,A,-29.61198244380357,0
Widowed,36-50,-8.60223308296793,A,-162.90973646433537,E,33.28541416099234,0
Married,65+,-54.17558772633273,B,10.508060858080588,A,-119.20123558857536,1
Widowed,36-50,91.32075382321865,C,133.03433542454363,B,71.91935938602512,1
Widowed,51-65,-79.54097117033933,E,35.7267121218213,E,-63.60768335762997,1
Single,26-35,-149.0813447543195,A,79.57666741366546,E,-42.496404349096395,1
Widowed,51-65,-26.466396282154864,B,-21.205306094035777,B,18.161493128249813,1
Widowed,26-35,-131.02348761520238,D,-17.596089133087126,D,101.87106594686841,1
Married,51-65,29.664486405806024,D,-105.65445544609014,C,-22.933755617006668,1
Single,26-35,97.59644300837115,E,-5.46655460954443,D,139.67246953346373,0
Married,65+,74.76695830073204,A,149.24142180289041,A,-41.737964225987064,1
Married,51-65,-108.56769636827805,E,24.11537060106109,D,64.52208896300597,1
Widowed,18-25,0.6965452166298061,A,-15.669495349044743,A,183.11277107828303,1
Single,36-50,-219.27165805116107,A,-72.07118936719742,B,-176.3939280004714,1
Widowed,65+,-9.093537569978576,A,-76.93863990673225,A,45.36538952819679,1
Single,65+,-242.24083765942507,E,-108.15119285692698,E,-33.6157001557914,1
Widowed,26-35,114.05775880318767,D,137.76791765686846,E,27.90332556687804,0
Widowed,65+,20.78227056961219,E,41.622672318510936,E,138.26856971574247,0
Divorced,65+,-154.57553900256949,B,10.32594618917163,A,-22.941653344372533,1
Married,18-25,26.296615654436216,B,194.82256901933394,B,123.94809057867202,1
Divorced,51-65,52.70741380038713,E,-46.02298980120849,C,-170.08042521536956,1
Married,51-65,-64.92554004498038,B,-63.570511269091554,D,157.3502313758688,0
Single,51-65,95.29379405586386,E,-26.74347934665708,D,-48.637046901244176,1
Married,65+,-0.7955893810238394,B,6.54812986063214,A,-204.627497917867,0
Single,36-50,9.858311558011053,A,13.607400555961721,B,-106.23975143169831,0
Single,65+,-109.83350699538418,C,0.2809956182056389,B,-184.68312457861725,1
Divorced,65+,218.85318939989963,E,123.84693191378237,E,-76.6609924355641,0
Widowed,51-65,-21.18189869533744,C,96.53865491518648,B,159.8255273869665,0
Widowed,26-35,17.542165131803202,A,150.79470660283795,E,135.08213834647995,0
Married,26-35,-7.462488252378526,C,-80.66590995860395,A,-73.51292971449261,0
Divorced,26-35,29.063095724039833,A,-264.2208228386547,C,-77.16701576601504,0
Widowed,18-25,-38.67448425709162,B,1.0597043435413322,A,-65.8516739412247,0
Married,18-25,3.1814056610635757,B,-161.22227433684634,C,-26.229880815520467,1
Married,18-25,-13.13888068761529,A,46.69364890511191,A,1.7478467984543162,0
Married,51-65,-40.684732455542445,B,-84.56484912853398,E,71.4419272317702,1
Married,26-35,1.9919413161611974,A,133.71745047287118,C,-33.9097099807268,1
Divorced,51-65,-139.67133016681564,C,-17.061723636484682,E,-84.05299653954484,0
Divorced,51-65,-42.996489968048394,B,-39.26297315770401,A,-23.413616342398317,1
Widowed,36-50,46.32201656419435,A,58.43357557952049,C,94.39191192881175,1
Single,18-25,-25.214846037682605,E,-143.35172050447056,E,90.71286475260636,0
Widowed,36-50,32.60153089959048,B,224.06341636059776,D,-55.7932659053271,1
Single,26-35,-1.537620434052062,C,67.97816741888771,D,-49.55037603854596,1
Widowed,51-65,-49.58585857928925,E,-35.19015447150336,C,82.13150407595403,1
Married,51-65,-12.265293183245184,C,138.2657537709822,C,-200.2266601034657,0
Widowed,51-65,51.89381397863807,E,45.8058958225759,B,-7.645621707698422,1
Widowed,51-65,65.74468180681734,C,53.61397645481594,D,18.32969036696291,1
Married,51-65,-6.109949111119563,D,-110.84297687634559,B,186.93509422674524,1
Married,65+,-92.13908792344667,B,118.96604313277672,D,-9.082469417929707,0
Married,65+,22.943753603060106,A,-176.26469483826776,B,37.1563943965832,0
Married,65+,51.32488010580379,C,-137.63948930987516,E,-6.8759137077898975,0
Single,51-65,125.1036967716341,C,21.371173550577385,A,21.241327068195606,1
Married,36-50,-42.94182428097692,B,102.1538675003298,A,-29.04750816828987,0
Widowed,36-50,-6.44198777711235,E,201.87942143268452,B,53.3031405283011,0
Married,26-35,-57.28990501826038,C,-97.26700894109308,D,-155.92640225456316,0
Married,18-25,-26.109154977883954,B,75.82741645222848,A,1.440286426470802,0
Widowed,65+,293.3534871532721,B,7.553454015196221,B,114.54764486307091,0
Married,65+,-4.075446367586727,A,-10.700980729758083,B,-178.5982487252287,0
Divorced,65+,162.95525284017188,B,6.671257280617137,B,-76.27196114335038,0
Widowed,51-65,-55.09622759942007,B,-42.62325350629684,E,105.48271883116205,1
Married,36-50,-62.54299971154836,B,-181.71757850428256,A,-43.180751403658334,1
Married,65+,-116.91384455154747,D,26.230280000665584,C,30.199987671224406,0
Widowed,18-25,-23.728768843333672,C,64.45812822073044,D,178.10036175095553,0
Widowed,26-35,121.3772580790486,E,82.59958789459216,C,-112.57057316310414,1
Widowed,51-65,135.50175265542458,B,113.73862414670923,E,-76.94794023865434,1
Divorced,51-65,-5.735537197403286,D,120.53111534454845,D,-145.76274956000026,0
Married,18-25,89.79861952916653,D,-96.78749524416736,E,-96.01673800620127,1
Married,65+,-0.7610597825566058,A,81.79663735156495,A,-110.96764112457898,1
Married,51-65,-24.431367074633226,C,-57.092705289797465,C,90.26117377974133,1
Single,51-65,-120.74212310066021,B,260.08624753977125,D,53.16975111840818,1
Divorced,26-35,-203.04798323575804,D,4.692694902743809,A,75.4831998550119,0
Single,51-65,-70.50503834637423,B,162.07859431608065,B,-107.39975062935751,0
Widowed,26-35,94.36329633409551,E,52.961333204842,E,-0.18138772599121963,0
Widowed,18-25,14.220624738696607,B,-11.230609581147776,A,156.39122376682872,0
Divorced,36-50,21.827336509441757,E,-34.119793450569496,D,13.793401745369296,0
Married,51-65,65.81144849595617,D,-4.817516817048042,D,-57.946673238505774,1
Single,65+,-44.56236011710619,C,27.133167764488626,D,42.320931079008915,1
Married,36-50,0.6779090820114898,B,-139.92381923036226,A,-69.34632280377811,1
Married,26-35,-64.66932325577221,D,-146.19793820389071,A,-5.620242394990539,1
Single,18-25,-115.17158683639694,A,27.003095018824276,D,138.9893350625398,1
Divorced,51-65,-203.82283346828692,D,118.33910416652273,D,130.03466152060977,1
Married,51-65,186.6048930003346,A,8.724083356449189,D,36.18730173012322,0
Single,51-65,-83.71331823276569,E,113.63248751733434,A,-95.23179361977208,0
Divorced,36-50,-9.112842465069901,D,-31.857613935541114,E,112.09837664197377,1
Single,26-35,-64.85337690117376,D,-176.4766184289166,B,4.450021550214098,1
Married,26-35,58.16279304946115,D,153.04864632883567,D,48.57146074732097,0
Married,51-65,-90.11535011489313,E,26.138427234339222,B,-21.646183729614005,0
Married,18-25,-16.271500056056134,E,-153.9901529629364,D,61.443528715854214,0
Divorced,36-50,-130.2238721218445,A,0.03719121577681155,E,-173.38127764394744,0
Married,65+,238.83073553277256,E,31.31811207467978,A,143.37864449973955,0
Divorced,18-25,154.5424239152675,D,32.188005984413884,D,-106.317606004361,1
Married,65+,-18.55808888213297,E,105.02825987940926,E,-52.234714238935354,0
Widowed,26-35,-238.36320220417213,E,168.23736801508562,E,-56.0463454418443,1
Married,51-65,-27.960969239149275,D,-121.66755450070725,C,-19.734064999455313,1
Married,26-35,73.41868207129583,A,-49.14904633502111,B,-59.131400487580045,0
Single,18-25,-65.36873078238503,C,27.00260145083734,D,53.99842662811448,0
Single,18-25,120.70604320255765,B,-93.83260711730809,A,218.36850053294518,1
Widowed,65+,-31.441754792021054,C,142.8618783962416,E,-69.79993254609857,1
Divorced,65+,13.076276822159564,C,-15.214250604853635,B,124.45675437953648,0
Single,26-35,12.251459048167314,D,-23.755076726455158,A,195.5588827471837,0
Divorced,18-25,-140.6853096659813,E,-179.43329715273214,D,44.39308060267795,0
Single,26-35,238.96900927228128,A,-156.22679057069524,D,12.077064062267064,1
Widowed,18-25,250.01143465219883,C,105.22121915856097,D,-9.66470680680992,0
Married,18-25,-19.8202432711515,C,-105.5458221067306,E,-122.50888144964523,1
Single,51-65,-17.87335336747784,C,42.84500602878612,B,-71.9214702323523,1
Single,65+,20.182994115002145,A,2.409602418473368,B,-174.51453162084943,1
Divorced,36-50,31.338515729035294,A,106.08833502857074,B,-16.51179473246617,1
Divorced,26-35,-121.9453505276121,E,-177.2295758275041,A,49.39107850501712,0
Divorced,26-35,3.6888526473390395,D,10.979195526736472,D,-7.460532010943559,1
Married,36-50,-26.849575227502005,C,-181.1255008722992,E,-86.62263617523206,1
Single,18-25,-297.2092120012955,C,185.7586213987856,A,-71.78969322880998,1
Single,36-50,66.36757905515013,B,9.771421239834476,D,-44.03252651245707,0
Single,36-50,103.61616012405825,A,134.9060192710379,C,25.889625691800823,1
Widowed,51-65,90.23535425107094,E,59.18626739465513,C,-1.5476097221689131,0
Single,18-25,189.5364074323848,B,-57.78513579493676,D,-63.08293774293258,0
Single,36-50,-70.93606167047535,E,-187.0433643789559,A,146.15827737637213,1
Divorced,26-35,-67.65453835445055,D,-135.72766536113105,B,-87.47971686805838,0
Married,18-25,-239.0539380377134,B,-159.57066553433944,E,-13.147996735946672,1
Widowed,65+,-136.46861905161964,C,129.6777455086683,C,-186.9334344956132,1
Married,36-50,125.29929823644478,E,-17.604294614632447,B,91.04948672690212,1
Widowed,36-50,18.083217129491654,E,145.67247322553638,A,-121.55920682662594,0
Single,51-65,-4.100858759202166,A,144.3463351850831,C,-36.93218375785928,0
Divorced,36-50,89.19145361630233,C,-66.00336680762909,B,-1.1734497257192797,1
Widowed,65+,108.75475685006344,E,125.08513463129549,A,87.03370336163802,1
Single,65+,-37.618460467597345,B,-35.843559088333734,B,92.46740324975947,1
Married,36-50,-9.690862049604211,E,-29.80119612464814,E,12.069247501342906,0
Married,36-50,158.30555845345776,C,-26.664720276588234,B,-37.62086510966793,1
Divorced,51-65,72.19358619866017,E,11.862069987962974,A,-76.78053365525759,0
Married,36-50,-42.731458949517524,C,157.60228523242154,E,105.13259696531905,1
Divorced,51-65,90.67201353272071,C,-89.528986459478,D,38.42495424163217,0
Widowed,65+,-57.80657668823426,E,-62.488903651853576,E,4.007560652250094,0
Single,65+,-117.24550578086397,A,-121.86038274465531,C,129.20775337928546,1
Single,18-25,-0.7509201600232323,D,-200.36077420712112,E,-115.53623695311515,0
Married,26-35,-43.52705383788033,D,-18.96097217145764,A,-106.67293782040403,0
Widowed,65+,4.538349050185337,A,42.603435504488054,C,22.258021346838618,0
Divorced,36-50,4.111889434380535,C,-126.5019149472254,D,-68.20467839597146,1
Single,26-35,91.57983805209393,E,-94.34770698295121,D,-89.8302216038123,1
Widowed,65+,-69.49687024584308,B,-131.42313569307635,E,-29.625180131445035,0
Divorced,36-50,-147.44661749040267,E,54.025197431693314,D,-200.50889784095872,1
Married,18-25,72.07736974926814,E,-21.556552256545125,B,38.94734892920404,0
Divorced,26-35,-110.84759462988924,E,-157.68745575223835,C,20.45709350772933,0
