genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
M,178.61059873323543,-126.85699558620864,E,198.48886412084457,E,-75.61654453572355,A,-75.85285253566589,-76.00194004009738,A,185.2983960109948,C,D,D,85.5200381304946,B,1
M,183.40951876824053,-87.33310736899892,E,-24.02895562081992,D,-87.20595029339701,E,145.64360185307987,-95.13026359666628,D,-99.27359333982473,E,A,E,-26.961346728391444,B,1
Male,16.94754909027162,-9.857811232328709,D,96.36349164023217,E,-54.64098180378395,E,40.18813087488704,-7.719207179273373,E,-69.80674230034661,D,C,C,-27.189900476315128,B,1
F,13.989101003030482,-26.94461893876255,C,-108.00693476496244,B,104.05599675614314,E,68.41572203220022,83.56139682945667,A,15.374912255013989,A,E,C,9.382151009182445,B,0
Other,-166.62275646900733,172.72209216033897,C,37.66015613450942,A,-49.24983073368407,D,37.385267373272164,-270.3833908086708,D,-96.35945370538117,A,D,C,-115.9201127518305,E,1
Other,70.21506412407821,-11.96341773356683,D,100.42476223107253,D,18.247658189376974,D,225.45637188561588,-5.674878410904935,A,-25.453833266645926,C,E,C,115.33132635132279,C,0
Non-binary,-40.75171984724135,-141.10152144968535,C,224.66896106270363,A,-40.000500927615875,D,35.95128186291872,-162.87501052712017,C,35.21246942006469,D,B,E,-19.950767891755124,C,0
Other,-23.379440017929817,43.741018577653776,A,-115.15789704103345,C,-16.455161345600057,A,-85.11809873276967,58.52671835327998,A,-106.8287576473852,C,D,C,-48.5943476667128,E,1
M,177.8180072346174,-54.12759512015428,A,37.76823465773847,C,44.67616058020156,B,-21.486262583335474,-18.57602693934256,B,2.9521536538397264,E,B,B,-110.90138595738162,A,1
Non-binary,135.74314103422128,38.32010385404684,C,-62.55442622221891,E,-86.32947712158423,B,-121.42232041825444,110.0154308446718,C,-140.52098425048757,B,A,C,40.872147696428065,C,0
M,-119.19429559473119,-114.14264865861941,E,-38.275395124752485,D,16.769080673029933,D,92.2753001248544,84.1236437801515,E,70.42240827162975,D,E,D,-119.07395662620559,D,1
Other,-5.770196355541151,-56.99079288452849,C,175.98276554396736,C,60.886535819768525,D,108.2282317807495,225.32087528746615,A,8.906173653557135,E,C,C,-70.79523941187958,B,1
Female,-55.10969495807595,-83.19207386188519,E,-220.5961209684086,C,67.69161676765526,A,53.25201033489745,14.767069697405688,A,41.25022401437209,C,B,D,23.23822372524639,E,0
Other,-109.40933674738957,79.68419291280563,A,83.26476567423205,C,54.33297463711928,D,128.11205010109887,72.051033959218,E,-33.06229695261175,D,A,D,-16.219748557168597,B,0
Other,-143.27870045958224,-55.71704434067959,B,59.04205698780973,B,-87.14020528533109,B,-44.4469562236796,-38.549107717130035,D,84.59164101936237,B,B,D,-131.62098714179825,A,1
Non-binary,237.72376293954974,52.97918171817013,C,103.86464049941048,A,32.533097345232385,D,-75.17842749580115,98.23172427049722,A,94.5704582158592,D,B,E,61.25337919787559,A,1
M,-33.27541965543912,-286.4502185705132,D,32.049814015099585,D,-37.81888186255417,B,34.40403232777218,-168.23134507709648,E,-114.52810177653355,B,B,E,-66.19607646324933,E,0
Non-binary,25.15882541237457,-179.082411656194,D,-97.68353410012791,D,-11.898512279799245,A,148.29929305566253,-263.8068451537304,E,-37.32627209105368,B,E,C,19.920724513361858,E,1
Male,-10.173770664257482,-120.69120203173038,A,-34.54561552583388,C,-62.17561021905846,E,-264.43100577286765,180.7418373307105,E,66.50829217153684,C,B,D,-34.440241090212034,B,0
Female,155.26121684737257,-151.69205673790387,A,90.84005112756614,C,16.036058873056984,B,-136.19123972737773,-67.54940709566168,B,71.77843434558817,B,D,A,103.08413902161942,D,1
Other,-91.09756182519124,15.814658180587573,A,-5.581530348886346,B,-180.38519894068844,D,19.30042316234111,35.7891212557025,E,-23.690241181166623,C,C,E,60.22589754359367,A,0
Male,253.07606429162246,89.06122781220728,B,-54.37460080047949,E,-31.158508533166074,A,174.99759055088043,56.95831132398662,E,102.05594839030346,D,A,A,27.189850149350285,B,0
M,-86.79500649679545,-69.2332112972349,E,-124.92008412610087,A,-50.43440698113961,E,87.16351500007676,120.58421007540285,A,-30.38554848713489,B,B,B,60.469483365520496,A,0
Female,-89.02673846294319,99.79892901624073,D,-41.35152785752409,C,105.83293153726079,B,68.88039110918001,-28.565572110458625,C,-93.42158060248477,D,D,E,108.99840832618865,B,1
F,91.94312940592636,-178.97148635174608,E,16.742888953431795,E,128.22237768132018,A,-52.60354898642756,0.8672969288358284,B,-136.64494500000464,C,C,D,81.86337171418991,B,0
Female,-22.308716381575664,-80.71263208199375,C,-160.47971087412904,D,132.9494358768854,D,23.64503194139415,144.60648526235948,D,-120.28928553145342,C,C,A,42.290066577699434,D,0
Female,-104.42228827057711,158.71656071536682,A,-23.559051054678946,B,-136.3010805705828,E,-52.37388654910884,-96.11591368640715,D,219.8578877374713,A,D,E,204.50177696735273,C,1
F,-75.45877154148131,15.439821173248422,D,-3.105803244659402,C,-101.67626210468804,B,-102.8597549491948,46.716825746909464,E,-175.5172605486268,A,A,A,-58.47279596204217,E,1
F,-67.2452024629897,-121.75069312119102,A,-6.557653272728683,D,-47.54041473469005,C,-93.66625509565232,-25.16831842109693,C,-59.8232182503391,B,C,B,82.22041702053372,D,0
M,-105.12678071885763,184.61805109192392,D,69.3047340049864,D,103.38656052691174,D,33.04187836130098,-64.6752214054592,A,7.316050931472979,A,D,A,135.0273909706576,E,0
M,-89.28207643935662,-19.885031798639822,A,119.5002375392054,E,0.6872864478121613,A,105.08544539048252,89.4633472547077,A,-66.53883600470213,C,C,C,-7.561578403371105,E,0
F,106.42301330096711,-69.81457648785623,A,-190.356802422841,D,1.7810544924779916,B,64.86273112871291,-147.8102508788084,A,6.4418010566462,B,E,E,-96.6633796348493,B,0
Other,-109.6511577480045,-44.786260066486534,E,61.97703200171808,B,-69.10822424698728,C,-79.61880058500721,-107.64202100310196,E,-39.34784796614888,C,D,A,-6.219250834859388,A,1
Non-binary,30.371404615578847,18.22914230916587,E,35.938133988214496,A,166.06015700491122,A,191.13830485687404,-17.355252776253376,B,-175.09269607135144,C,C,A,63.66454693553008,C,0
Male,90.9106465411499,-137.28007630596392,A,117.44006487484968,E,-65.32910870977534,B,100.01497221638793,68.75007833802734,C,0.6442658870040623,C,D,B,-3.237249278200932,B,1
F,30.859124680648986,-101.17333248574538,E,-93.58838909517729,C,88.78422050079013,B,-110.98448074612341,-89.05337742508294,D,51.4288374476599,B,A,E,-98.62528992956594,C,1
F,-93.69463763743498,42.464929769354335,C,-80.94531699709742,A,-106.83048873603549,B,100.94480399514198,-16.245845684290448,A,34.991225444487085,B,B,D,115.92631377234287,B,0
Female,-73.96236289520108,-7.508507051814245,A,43.633501175353764,C,169.60086796414936,C,180.22923177191979,-85.65610583543197,B,2.047457875007182,A,B,B,72.09870263580999,B,0
Other,19.78600298425557,151.10976616823996,B,-54.20556182426202,D,-186.35434935157258,B,162.09934480782246,-149.74712562570858,A,-7.613548345669733,E,C,A,-2.8936852380070133,D,0
Female,29.06722811501628,121.97671335236238,C,-41.82289776701676,A,-4.915296930553994,B,-48.34787833188857,130.09273730255308,C,-50.71656877750973,E,D,C,83.84145556189189,E,1
Male,-68.66434223963599,125.58934562781188,E,73.73649134180113,E,13.649462284573104,A,-5.997465601909041,-0.3618247310735507,C,207.15803135428453,B,A,B,10.220735757680458,A,0
Male,68.81897032611751,-32.517933146826714,C,57.030197541675086,E,24.15775163915025,A,-86.49887360788397,116.6093553821267,B,229.01035237361228,B,C,C,3.282812842270841,B,0
F,-65.17319958023671,109.88787096807447,E,-46.73243103840562,D,91.98766324097633,A,-115.38673578192393,-100.14424455884642,C,48.77699775637427,D,A,A,-11.29613892786907,C,1
F,-42.26674898124517,45.24962373773989,A,-10.143515328833645,D,105.09876599539001,E,-30.057946494188435,51.01555346146889,E,-48.09602312232653,E,E,A,7.388770113356152,E,1
Female,51.29325283975532,85.30556848306509,D,28.42912173331738,C,-11.858385620942288,E,-9.892665442931127,-25.703519011588504,A,-131.8485442275168,B,A,C,30.41684244409806,C,1
Other,45.57263452636568,-8.740968472447628,A,-22.51015205234707,B,-4.404349934357596,A,39.662545932701924,92.96880075377835,C,-38.936162256686,D,E,E,-55.56286780076805,A,1
Non-binary,-54.83600000861018,-146.99744074788416,E,65.7100714733626,B,153.49868589082288,B,31.768722814830753,-66.54531183022428,C,-171.15012632930834,A,B,D,33.41236329327052,E,0
Other,-30.32440025452533,-38.28276313353742,B,148.39200224805444,C,47.678195414301214,D,-121.60126062860526,-87.88504279299357,E,-114.08343672289307,C,A,B,-144.6986214661355,B,1
M,-44.98890557264229,18.054854340203075,E,26.38748677060682,A,5.684686658563043,A,57.26092102136907,228.07790719411082,C,-28.310244757321083,E,B,B,50.369155559181145,E,0
Female,67.80338443304188,-81.84766655365657,A,22.96954191893572,B,-89.22955194638882,C,193.43548465388608,47.46503030245526,A,31.64559174054144,A,D,D,-102.93688278361768,A,0
Female,-8.256076997370837,-66.47435955015993,B,-61.15504665996782,D,19.882345359056814,D,59.93320379903996,124.36125459045952,D,79.36540317061443,B,E,A,65.29443458229282,E,0
Non-binary,-50.988077223697545,19.90342821825508,C,0.48526669368996495,D,129.87957447492872,B,85.82712821517433,-14.296841095518145,B,-46.96694092555487,A,E,E,-93.3649133254463,A,1
M,-25.510964842358536,-3.8322026375206013,E,-110.62696837984922,A,30.92261268247407,E,-188.1312010274733,-31.722750200930495,C,19.449493964310783,E,C,B,40.20045229268803,E,0
M,-77.89732121251484,13.739146391857012,C,30.841888814632856,E,-4.669308648417615,B,21.931912360678098,-80.64187037656974,C,12.991222801371977,A,B,A,104.42348064360188,B,0
M,47.47017055318462,0.2738667331505502,B,165.95685105199325,B,5.350351345378652,C,-68.96221295666831,-45.3973544250737,B,14.00199977042126,E,D,A,-45.075042425570125,C,1
F,58.053613169080855,157.21903914658344,C,-41.87317417070539,D,63.41046070790705,E,-10.722633457781141,-247.57868902923582,E,47.428341123706154,E,D,A,14.349605820985731,B,1
Other,-87.42722169030012,22.939288108421426,C,-78.13513281414754,D,-79.7213712100802,E,7.291045975947232,-28.096619837996318,D,35.142506627424076,C,C,E,103.02573603734184,A,1
F,-107.92737481493226,107.66396604701004,B,164.31430029100028,A,36.74774119964445,E,-35.206267733058674,-121.86799250679144,B,-90.67441438703713,E,E,A,16.526214342022847,B,0
Female,-88.47393479034513,-53.42536248083681,B,-167.2313263132525,B,-152.791078880983,D,30.54248844783483,-20.498271444870046,B,58.75594320176477,C,A,B,164.54131918842384,E,0
M,147.63809798803743,-22.922643142659155,D,-85.44631827017335,D,87.55905105715846,B,-25.103096820303882,87.79715736658981,B,-79.81692097287981,A,E,A,-112.03283765344419,A,1
Female,-42.345018540642506,28.532419415461842,D,-11.36108948817956,D,-28.282704128923005,A,-200.6014929618595,-114.19609617149578,A,40.539950904131004,C,C,B,-26.962122402374373,E,0
F,-15.064787028156049,-101.1766077285616,E,-73.4702055096824,E,99.37017472419735,C,-52.466654892109645,-125.03356377746123,A,-11.103724859533564,D,A,E,-23.270326625290952,A,0
Other,130.99005625772,-16.878833089441788,C,115.45559987048838,D,97.86062830600224,E,-52.827998471076064,-6.4546247379628525,A,-57.02658370035118,D,B,C,36.70351841449581,D,0
Other,101.8961808820175,-221.78168935823726,D,64.20597829971031,C,-30.760568443160974,A,264.47351031019963,8.202088675739034,C,-44.58306477456023,E,C,C,-41.581859720025825,E,0
Female,-112.98030365450309,65.50776499833839,E,51.44515482202476,A,26.440848368618003,A,-74.43220023839949,-191.4109247902148,D,106.09521601929455,E,E,E,9.419674874512513,A,0
F,-37.70190890965372,12.023763783651399,B,-130.82886440770005,C,-77.51563297742324,C,45.3417873554674,79.1169365171293,C,-2.0580921298416963,B,D,C,32.862525533243684,E,1
Female,-26.803209100729074,-45.33866358469808,B,-53.01749417613956,D,-87.77991566538586,D,70.51229833615088,-65.88396102406223,E,23.72610309018514,A,C,A,-106.92759685487907,A,0
F,39.586026517065676,-41.372327055168554,A,-77.79669025038982,A,-50.41889406401259,E,7.381120575218583,181.29325434510358,B,-160.01098926869275,C,C,A,-152.66765884933525,B,1
M,-162.73940154449787,76.77243454611404,E,-175.04821590546925,B,61.84207530687043,D,7.94743334231689,156.09046604709894,A,-35.58463152925082,A,A,E,-123.19569349727595,B,0
Male,64.76011588864219,34.96929644260136,A,57.251724097009806,D,28.793326648236484,E,-9.065362065330996,-68.41098292527231,B,-7.365253430921065,C,E,C,-38.575514929571845,D,1
Female,0.3134930412387102,-85.51433852048352,D,-122.96553023431241,D,123.72039404511148,C,51.2406986981674,122.05246168612192,C,-5.630898849123374,D,D,E,-192.9311344205868,D,0
F,149.927660292501,-82.25502479547228,B,24.320003182763788,B,27.862708860492923,B,-119.77787632983554,96.61959564918298,A,205.69849708801505,E,D,C,-72.22861017682693,C,1
Female,40.72848520199397,208.38731435119894,D,-200.52861778400342,D,-57.53787110864078,B,-85.38999425073516,-77.01843679704086,B,101.1325245154618,E,A,C,64.51865170353999,E,1
Female,-82.04114599406421,83.84733893755063,B,-63.822924132848414,C,19.075722459887544,B,10.601386933655524,-195.94531726412555,C,-226.86194800152265,E,B,E,13.304917352671044,D,1
Male,30.476798039028875,-35.74023068099403,E,-24.318442176220074,B,91.21519822748289,E,108.4602518243511,-79.01731982818423,C,-161.16672719016688,D,B,C,12.246748232315607,C,0
F,81.69772162356969,142.38002248138807,A,100.75895689563288,A,44.89412160366915,E,-33.319206133079,155.96021307644145,D,-74.98020070142069,C,B,D,-28.071527991425665,D,0
F,-98.43577555469709,49.1279639767419,A,23.456365701305675,E,-78.10519518831322,D,-41.62819297570417,-29.475210840257805,B,-120.73981074098307,B,C,E,-33.150739038884744,E,1
Other,185.89075411137364,-91.55461960994035,E,117.56881351845001,E,-305.35869473189956,E,-82.89008876148053,133.2605769461272,A,188.7351477935451,D,C,B,-146.3268954146454,A,1
Other,-266.25949659272817,111.47176247979071,C,-61.698918325868235,C,75.95682596592688,A,44.493559467498734,97.79806250148665,B,-6.358078882295237,C,E,A,104.23929282860529,D,1
M,46.94605177674914,-44.99641232458808,B,57.47427391465707,B,91.7017156357122,D,-81.71072611791122,129.23431660631005,B,75.02053834538204,A,B,E,15.104395030951197,D,1
Non-binary,-74.42274861860588,-180.1855464471538,A,29.528481302844302,A,-175.4072387919503,B,13.594047888639658,-92.42357439327584,A,94.96248893714669,E,A,A,-128.7570667725313,B,0
Male,-50.83608961585805,-129.32417551147813,A,192.37845310498332,D,-48.97322561540088,A,37.82640834658831,-64.02906235722968,E,204.20288987676457,B,A,B,31.209333455154354,D,0
Other,-16.62652495460447,-69.35589432422533,E,-67.4333572994114,E,102.15183462065983,A,36.44972022929531,-11.074100031175478,C,-174.9910324950789,C,C,A,-113.19710353512262,E,1
F,79.78325626061962,-158.4708774792282,A,-44.78927006720049,C,-48.716531027563455,E,14.252182665902055,46.509580884925725,A,123.18835305948184,E,E,B,2.0619390454017927,A,0
Male,-26.759694205613854,56.77230885500324,C,13.548094155259141,D,-52.14612461868735,B,201.9902125365681,140.6148195161943,C,3.3915027230506123,E,C,A,-198.71207103067695,D,1
Female,-2.860013850057628,14.298295225189012,C,172.4757390327654,C,189.0557783895037,B,149.74319367773214,86.486523375632,C,-159.7411126231258,E,C,A,109.09664717441461,D,1
Male,-135.61064572958207,-50.639168919907426,B,-6.460576792976143,E,24.849900449216097,E,64.78101736655168,97.95855528684022,B,62.55567651519426,B,E,E,-19.63581303620513,A,0
F,89.79617759798626,49.50429535137089,D,46.70202766418071,D,-30.841194149889656,A,35.920875530750024,-8.971763702862473,E,-58.91300431594042,E,C,E,215.7022567665782,C,0
M,-55.6306272694334,93.25914374372495,E,6.081319760048726,C,-244.8855228465126,B,28.79757182444445,-48.02960000126832,A,101.07073718817743,D,C,D,154.79732074336093,D,0
F,31.43806828175975,-93.25992329689002,E,12.97338624194206,E,-52.18647527432564,C,-15.25937066730076,-107.27846952647899,A,84.02197294660083,C,E,D,-50.012760280397536,E,0
Female,-22.09805734874546,-26.784684645672368,E,175.00348111836416,A,78.72394175286065,B,-109.76311235883887,43.392205604943754,B,-134.49983547538946,C,B,C,-39.358829662815126,B,1
Female,-101.03378019660576,-4.217871485512456,B,-39.87293011148728,B,77.92993929164702,C,69.93234213679294,-61.69656547575647,C,69.41762164175884,E,A,A,-2.0299138073813983,C,0
Non-binary,-90.69117440806733,-48.599218416561015,B,193.14265370189833,A,100.36188123546559,E,77.37127591454373,-50.75390810666055,E,-68.33484836266179,E,B,E,68.35707145175061,B,0
F,37.718854824521806,173.66580021374628,A,219.78931787400603,E,-76.8287870647773,E,-100.08221603582075,55.04123226394192,E,-25.883438421360683,B,A,D,24.254815301045255,A,1
F,-49.33465236832625,-34.37211555947339,C,-47.4697890378356,A,-37.65001665902227,E,-6.726579397274354,-36.885712686696706,E,122.6243551478166,A,B,A,70.89349860085599,D,0
Female,-148.7009622838477,83.44874473011839,C,8.07312204042793,A,-107.0710803433249,E,-171.78351063453127,-114.11709589954211,E,56.36548498496293,D,A,E,137.10974759867472,B,1
M,57.62184341291102,54.77088081865931,E,183.7392370171358,E,-89.79413819877068,B,177.91072544806084,37.79883134838456,A,18.287127661264556,E,D,A,22.255286186146638,E,1
Other,59.82560130709636,141.41502646041306,B,107.53668437682857,E,-85.68463512766527,D,-38.80256035468327,-55.10142700907408,A,52.895866577881776,E,B,B,18.50096860879023,A,1
M,-6.0235533525913345,-75.26445162516366,C,-185.44578487056955,C,-32.004045907968646,A,42.57170184324469,-215.970574412946,C,-7.067500527021339,C,E,B,30.706707010957484,D,0
M,9.201820259701288,-130.99058740116774,B,165.51858401689285,E,20.842275869635127,D,31.123600749292418,-77.82814800123904,B,-82.31805252171813,B,C,B,-49.66641489760062,E,1
Non-binary,43.467448165584024,26.36966022202622,A,-95.24593463872553,E,-5.642456376428288,D,-82.71683973260362,-99.87546198887715,E,123.77574199097907,D,D,E,-286.574437607618,A,1
M,-61.98777768596755,-77.5583104556509,D,50.680334530556756,D,-82.06988737212333,E,43.438380099296225,-64.91024822086672,D,101.13996494038602,D,E,A,-192.97353246938923,E,0
Non-binary,102.36179115832861,4.503053921358738,D,39.39124620170068,E,-10.929973885210112,D,167.52034850779785,59.517861664564045,B,-189.9102918364161,E,E,A,30.00701639465965,D,1
M,-127.59516654955591,-88.62257049846882,C,125.4784750644475,C,68.93462274399891,C,-150.72534995030912,-88.2699464770085,B,-125.38933519558952,D,C,D,183.83851538236053,D,1
M,-74.49087980199019,-20.24882144218807,A,-57.76580143010206,D,186.25971436369335,E,-33.40751952652392,76.28216290880113,A,38.262712469728235,D,B,C,45.47536087347093,E,0
Female,53.63370751973539,-29.164888243484622,D,-0.9309389308248496,A,-177.22704273132416,C,1.9173503004573502,-4.042269074264001,A,-11.825370256321863,E,E,E,-88.25501344608529,D,1
Non-binary,24.205787534313444,-149.9500932403151,E,-107.06679353256379,B,-121.7503009118709,B,-56.96939095276217,-82.36859828993228,A,-106.41601704244326,E,B,E,14.885164659768849,E,1
Female,59.42434200140865,-101.82538720137373,B,168.7798894268444,A,-95.58732212081958,D,-177.94305843017437,153.91546958417956,B,13.426615371349046,E,A,A,-113.55496849292166,E,0
Male,151.70638749867888,29.797573561206157,E,118.1734980436693,B,-8.830585572591803,A,-83.62471110959575,76.0633815025632,B,38.425172170477275,E,B,B,-136.65640984124596,B,0
M,8.22405806548952,189.13373651793304,A,-146.5799431309283,C,69.80261812421891,A,-12.579318284159182,130.4653293194062,E,-94.57586058598963,D,A,D,69.86031176598307,E,0
M,34.14313911917408,53.21504717626656,D,147.31890484740734,D,159.03414555134634,B,52.905030851829,115.17515683148589,C,-6.530091879702292,C,B,E,-47.7333733254579,A,1
Other,-72.67829745122394,110.60036258130492,B,-4.26051764682293,A,46.40298107106033,B,47.970444043756565,80.28068680244594,D,-135.62365901499777,E,D,B,-61.846698751043114,D,0
Other,201.36524535921444,-110.02433112445726,D,-121.36754763477782,E,83.32539680956572,D,69.70283991592325,131.90574235757296,B,-315.01609667163314,C,B,A,-30.40639922130504,E,0
M,62.7876310431241,-166.96961261295274,D,-79.66576033123641,D,78.48960975297167,A,31.79718707233336,24.92841678481665,E,12.249601233902787,E,B,A,186.8882999925835,B,0
Other,-9.591895577965603,29.919482822722554,A,46.38329151997053,D,141.7239803074648,C,-33.73144907309524,-77.17683140224057,B,-86.97424026313541,A,C,B,-154.70677386990005,E,1
Non-binary,10.440023517830165,-74.29928658753528,C,-125.74885418158017,E,-61.48830539941218,D,-30.27917116613585,-16.256135680692736,B,129.25144385296693,D,D,B,-17.793356620435954,B,1
F,107.48706040772642,-14.819287140896975,A,-39.10853799385016,B,0.6154552844816437,A,133.74367622732197,146.86303530899067,B,181.2265952519945,D,E,D,128.14681966437115,D,0
Non-binary,43.4998373114463,131.76518379463516,A,82.11200199467751,E,175.30436925295575,C,75.41275895817111,-33.781976398483174,E,175.0168397019851,C,B,B,-54.90261953332871,B,1
Male,10.36657308756823,33.90989230663555,B,66.86957663603467,A,-20.705120103548172,E,91.35810239919799,72.2428631643537,D,92.56307519523804,C,C,D,114.04428490826982,D,1
M,77.74981301150359,59.624600996228786,C,42.49704121060472,D,-161.6227202252556,B,-88.61252883199677,82.42731903353214,B,185.98364854623208,E,A,B,99.67014645195044,E,1
M,-46.34886561573913,-30.017428730740164,E,130.13064456501237,B,66.80044691598556,B,-80.75440239770379,-126.92474502028028,C,-30.87713699876004,D,D,B,-51.12031769985407,C,0
M,-47.98870238517352,69.22010934776549,A,-10.325331877240702,A,-74.85737877281757,D,-101.83159496462437,35.00433402604759,D,-102.45249548203445,E,E,D,113.11387980721885,A,1
Non-binary,102.08593487142889,52.3649002604467,B,145.15228001633798,B,-80.69161427426417,E,-81.22802454145356,-73.36138335610441,B,-171.42016521746868,E,A,B,17.22950390617304,D,1
Other,47.54904806231803,95.45141228398563,C,21.66957720766473,B,-28.84938017839459,D,-33.917452014545866,-14.491727896782983,D,45.499865411167065,C,D,E,-4.36331618797787,B,0
F,4.969154594974649,-4.260402868012473,A,75.65311219327975,A,-43.21031974354091,B,-37.99426002739813,-95.55166281378696,D,-124.5827455622271,C,A,B,5.945887765752841,A,1
Male,-123.842263094936,-67.65484301845332,A,-202.76031676934196,A,-228.1534854478494,A,-65.74996526943573,35.87693259198165,A,-35.53093850917552,E,C,B,-139.79075461175285,D,1
Male,63.891337816326676,106.98484917710658,C,25.50780825928067,B,21.99691254126584,C,26.192021349515883,-74.43395622875393,B,23.03877979815611,E,C,E,-195.50319947134878,B,0
Female,89.77002621135884,62.65184696375983,C,-27.619754131751563,C,-1.640469485886381,C,-155.6474388954169,-18.26793467632583,C,80.18654428916932,E,D,A,6.6635991124760485,B,0
Male,164.59878789296602,-33.49474800992737,B,-29.157184834923587,D,-67.29205486962005,C,12.341084475594252,-28.400248278784623,E,53.3168801282086,C,B,C,56.31707485588442,C,0
Male,-101.93778261920545,40.4141789517442,E,94.5927953127236,D,10.523793151811958,E,48.247300894933296,221.48818196711164,A,-167.968323759736,B,A,D,126.43190672896509,C,0
F,8.520844951391227,142.88163844533355,B,0.84864778758255,C,38.996271615077646,D,-18.90043492291098,-37.37386233800926,A,-74.46806968647543,C,D,E,-14.487980463320271,B,0
Other,33.382015977941485,-147.66902826186777,E,72.53787627998108,B,150.2455651233137,A,111.80024911940296,-103.0137705508435,D,88.09607904004127,D,C,D,-0.6168287253632592,B,0
M,-119.1309392630521,83.38966560522665,A,18.022044415556127,D,122.4396127776296,A,-71.35161208296154,86.78527635031298,C,16.24816061557823,A,E,A,-9.165455825780835,D,1
F,34.12923125138572,-0.016405364599445943,B,70.45610379394984,D,-8.7149333184462,A,-120.04637813623799,-11.98644399530096,A,64.86100897349093,E,B,E,-15.67518311273319,B,1
Non-binary,-51.7102595792265,87.2492038613453,E,-211.3856211700156,D,-47.18566580989619,D,-1.790161298896346,50.0736151014509,B,66.00767775558282,E,B,D,23.431994955839496,C,0
Non-binary,279.81659933771874,-57.32994534112811,A,-39.76918301576455,E,-101.55724087819526,A,-12.824946732020367,15.009252571186686,D,-24.69785326632233,C,D,E,-49.663367178238346,E,1
F,-72.47717438443952,102.26158141619138,D,-148.96859042689593,E,-9.894661437683073,D,39.391707947762576,152.28964076347268,B,43.65433061108833,A,C,E,-22.985881180042508,D,0
Female,-14.80521423495052,-104.88802111636637,A,-31.539039108086968,A,224.39609219567527,B,130.2436758617362,173.3102967801685,D,-107.40608877081321,C,D,A,-100.23225016413129,A,1
M,7.052385681971485,-32.10538828976473,D,-59.51333586658859,D,1.2335799022367855,C,-6.53902685068118,165.25449673231918,A,-28.059361397281084,D,E,C,-103.86833356305019,E,1
Non-binary,-8.77694677427302,161.30180164420653,B,-223.3651677577828,C,-78.45852695796664,B,1.1446851910904077,-119.93486104832442,C,-72.85543043520786,E,E,A,71.03349160573659,E,1
Non-binary,22.363496895205035,45.21659229471064,E,-102.86805414682114,C,6.4510084466206665,D,21.41995781999454,45.301774602194286,D,51.854139090159535,E,A,C,-63.1302478889601,E,0
M,17.5357075209906,-260.78820514449836,D,-99.0602725937392,B,-33.703352083887495,C,-16.833037831685676,24.727193280258803,E,91.94265262045474,D,C,D,-90.68955991769874,B,0
Male,-161.48707216626588,-89.72714611397204,E,332.1446346026632,B,75.03195891645976,D,-146.55676497541862,66.33552734726013,D,2.3897590007813094,D,C,E,83.83434096914515,E,0
Female,62.58948102288512,101.94326599539482,A,-47.217166611213194,A,142.15807847349447,C,-86.9725961437193,-1.4159315994050146,C,-223.82421506882454,C,D,B,-172.2609477816041,B,0
F,-69.8069967690044,112.48943565037229,D,-159.03100648853047,D,-79.04488882990279,B,30.029079970423705,103.12099567052198,C,58.95110620557291,A,C,E,-74.54825378184768,B,0
F,-83.42117975300371,-177.78712614192233,D,-2.8511928940510316,C,23.46916424906996,B,-109.11980493411681,244.36194461128284,B,0.6279430697495472,A,C,D,-65.83237780163387,C,1
M,-106.43027774115951,30.51285864162379,D,-164.23779562344518,A,207.42587928854257,E,47.51390531865171,-143.583711306599,B,49.41494584509622,B,A,A,-8.613737509966551,B,1
Non-binary,49.713442992393766,-94.16103977017279,A,88.72823436298881,C,271.8475595930417,B,-42.623923449539866,158.8427245104346,A,-42.71673626017161,B,D,E,55.50461573918245,A,1
Male,-78.90379409013188,51.36766617698355,C,-115.61736558138792,D,32.437933518612724,E,13.043220906748221,-29.294446360800645,B,101.48359615916733,E,C,B,6.90051825335337,D,0
Non-binary,-50.66267625983583,45.48246145573342,E,5.430090722359174,B,-89.53154993668211,B,148.1455784335582,-58.70817807993082,A,-42.01629989498759,A,D,D,77.85782243331826,A,1
Male,-154.21431815893752,-63.516948103382774,A,94.55132238917588,B,-18.784967844840715,E,-106.87316551531016,59.095160608839635,E,-49.04489400773897,B,C,C,-131.92836135244275,C,1
Other,48.29285818454226,-3.8388592620669146,C,4.491657891561269,E,-71.38003141338359,D,-37.81525122244187,-96.63701208818719,B,57.33828541808686,E,B,D,-18.989368290596083,E,1
Other,-27.851998196185075,90.00651550936966,C,-46.10604863652764,E,-141.001590984165,C,-57.41684101442556,-93.3083635489696,B,48.48475604996698,C,E,E,-51.279627995188534,A,0
Female,29.71711257274754,-80.71487807827825,A,-41.448065367901336,A,91.21630223338353,B,-159.09813633818226,-111.9465454865244,A,-39.33033731103437,B,B,C,21.954164846193777,B,1
F,-164.96647343623266,-41.440133693277915,E,-119.87207861338129,B,82.46467721097612,C,13.261760557889104,-35.30641876342738,C,-107.85910998898207,E,E,D,32.20698325629282,B,0
Male,112.76147008974861,64.1416821439954,D,-43.09794166213036,E,-26.22447310183086,C,-60.52511969944268,-7.352068381738223,E,-108.34049016039884,E,A,A,-94.13333425769063,B,0
