religion,orientation,military,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
Other,Heterosexual,No,51-65,D,E,C,B,87.78543455091014,B,A,D,-88.12232290144436,-123.3401617482273,D,-1.070706006699369,C,B,A,1
Other,Heterosexual,Non-Veteran,18-25,E,E,E,E,24.201177777015918,D,C,A,46.31380954449844,163.27481544153073,C,-74.83786111457866,D,D,B,1
Christian,Bisexual,Veteran,18-25,C,E,E,B,-50.068721207740516,C,A,A,97.00452033454043,-32.2310723615662,B,26.633659624953744,B,C,C,0
Christian,Other,No,36-50,B,C,D,A,69.03328811742271,C,D,C,-109.16983849782285,-82.49107438550716,B,120.66708198571841,C,B,C,0
Buddhist,Homosexual,Veteran,51-65,D,A,E,C,83.6459852727267,A,D,A,35.97361903336293,-73.20661455975466,D,-72.44991773074383,D,B,B,0
Hindu,Other,No,18-25,D,E,C,C,-198.98149000832865,E,C,D,103.31110836959552,-94.27019502632277,C,107.19537652190958,E,C,C,1
Muslim,Other,Veteran,26-35,C,E,E,B,-87.79731545540795,B,C,B,-40.65824131464784,18.15804029083892,A,-5.10263070463537,D,C,E,1
Other,Heterosexual,Non-Veteran,36-50,D,B,B,D,-141.3944471622214,C,A,E,-100.03525873959003,-112.49927074180921,E,97.67603302953125,A,E,B,1
None,Other,No,18-25,D,D,B,B,46.64736824839286,E,A,C,13.9175446521583,103.37157274576934,D,-113.2001973560196,B,C,C,1
Muslim,Homosexual,Non-Veteran,51-65,A,C,D,B,-109.96918960448197,B,E,D,4.706339090627266,52.0165304870746,D,-12.547789731544952,B,A,C,0
Jewish,Bisexual,Yes,51-65,D,B,D,E,11.97080584838846,E,E,C,-41.436234758148075,6.757320793320084,D,-42.16617506678442,E,D,A,1
Other,Heterosexual,No,36-50,D,D,D,C,179.46292863339727,B,E,E,33.16584696429494,86.48540413714528,A,82.81652830275797,B,A,B,0
None,Homosexual,Veteran,65+,B,E,D,C,15.867333255685514,D,E,A,-95.55144122483793,-10.681916960961365,B,86.5492377761112,D,D,C,0
None,Other,Yes,36-50,E,D,E,C,81.63001800551991,D,E,C,68.65213410812638,58.32069315328432,B,-18.615850697023685,C,E,E,0
Buddhist,Bisexual,Veteran,65+,D,B,C,E,-102.26107457850573,D,A,D,17.343649141404406,7.951439505854239,D,-78.99021974933326,C,C,B,0
Jewish,Other,No,18-25,D,B,A,D,68.135464352471,E,E,C,125.25155527199003,-68.0028245605634,D,-114.3515403992627,E,D,D,0
Muslim,Homosexual,Non-Veteran,26-35,B,C,D,D,23.873873156738426,C,D,D,-72.68143734307057,0.8727504221069838,E,-85.72702975540535,D,C,C,1
Buddhist,Other,Non-Veteran,36-50,C,C,C,E,-40.247340274537166,E,C,D,-50.49837145719356,-63.60518298871119,D,-59.894832361326436,C,A,E,0
Christian,Heterosexual,Yes,18-25,C,C,B,D,-30.567348812837654,C,C,D,-17.629837962454893,158.00630922446473,C,-79.91942488403797,E,D,D,1
Muslim,Homosexual,No,36-50,A,E,C,C,51.57343762345854,A,B,C,-155.6743924239508,68.46639546694723,A,119.17470326876432,C,B,D,0
Jewish,Homosexual,Non-Veteran,51-65,A,E,C,D,24.320454211514715,D,D,A,59.81936991415417,51.98228735315207,D,-86.65180497171993,E,C,B,1
None,Homosexual,Non-Veteran,18-25,E,D,B,B,12.907725534743374,A,A,B,42.33031486844143,49.88458371783609,C,7.923239580134131,C,A,D,0
Christian,Homosexual,Veteran,18-25,C,D,B,C,-24.018862913567173,A,A,E,-63.99077814437825,-105.60793193146631,E,177.81295570432212,D,C,D,0
Muslim,Other,Veteran,18-25,A,D,D,B,59.47480045852429,C,D,A,133.13468694752592,33.61151016109186,B,136.11135055284876,A,D,A,0
Other,Heterosexual,No,51-65,E,A,D,D,15.523330191645693,D,C,B,95.0569295773889,-70.93904153881225,B,24.861946111173573,E,D,C,0
Buddhist,Other,Yes,26-35,D,B,C,E,119.20160866218863,A,C,B,197.97752728280716,-123.84920524651774,A,171.94215953581468,C,B,B,1
None,Heterosexual,Yes,26-35,C,D,D,D,-90.63838150062446,A,E,B,-13.47945465193636,86.91412672961319,A,49.785924451450626,C,D,C,1
Other,Other,No,65+,A,A,C,D,-57.2018413874642,E,D,C,46.39142355814217,59.362280010713654,B,161.65353859491597,E,C,B,1
Christian,Heterosexual,No,36-50,B,C,E,A,96.14853761069145,A,A,B,-39.86284107616221,-289.57383931460066,B,-209.9568870014195,A,C,C,0
Hindu,Bisexual,Veteran,26-35,A,B,B,A,26.052091798362202,B,B,D,42.669920510455555,104.56792934121819,A,-5.439310002289887,A,E,C,1
Christian,Bisexual,No,36-50,A,C,A,A,-39.016548474227385,B,E,E,81.2909336752956,-142.96672625130972,A,-14.709873573135642,C,B,A,0
Muslim,Heterosexual,Yes,36-50,E,C,D,E,-126.82583979351001,D,A,D,-10.834395118649828,154.05884046622543,C,108.2676101308939,E,A,B,0
None,Bisexual,No,18-25,D,D,C,C,176.85205264002704,D,D,B,-49.54929683643906,-25.134772216494135,E,46.47636773690809,C,D,A,1
Muslim,Other,Non-Veteran,26-35,B,B,E,B,-44.50770413982484,C,E,E,-43.45688194842948,60.822379183849065,C,-113.3853214275068,C,B,C,0
Muslim,Heterosexual,Non-Veteran,36-50,C,B,B,C,-85.41573105615502,D,E,D,2.2771993540068207,-53.28251800814348,C,8.48840861298847,D,B,B,1
Christian,Bisexual,No,36-50,C,A,A,E,-74.68163091706931,B,A,B,64.28220676009371,-171.21395424194665,B,2.9281458106821994,D,E,B,1
Buddhist,Other,Veteran,65+,C,C,B,C,49.20504847925573,B,C,C,-46.85681334335621,-29.739687112107827,D,-40.81163104232467,C,A,E,0
Buddhist,Other,Yes,51-65,B,B,E,E,-60.318297571370096,A,D,A,53.07422340717447,-72.46239086969804,C,27.18187650728254,C,D,E,0
Other,Bisexual,Yes,36-50,E,A,D,A,-81.69812798034867,C,C,C,64.52301124454289,-33.08731517630826,D,-55.78043909407066,C,D,B,0
Buddhist,Other,Veteran,18-25,B,D,A,C,-251.87246961342643,C,D,B,-103.47533404794495,84.9421108711022,B,-186.9265447513732,A,C,C,1
None,Bisexual,No,18-25,B,B,A,E,30.221472718592175,E,E,B,47.207050275199656,63.24570271017226,E,84.30361084176519,E,E,E,0
Other,Heterosexual,Yes,26-35,E,B,E,D,12.963423500133977,C,C,D,-83.74817953699582,-191.39166248846178,E,-36.33282015760131,A,D,A,0
Hindu,Heterosexual,Veteran,18-25,C,B,A,B,151.04233915690034,A,B,C,26.724481279779923,-127.72011574521775,A,141.95864055153126,A,D,D,1
Hindu,Other,Non-Veteran,18-25,B,A,C,C,-48.647239942442354,A,D,A,-52.04414432609268,-106.83004140153575,C,-52.1830725853856,D,A,D,1
Jewish,Other,Non-Veteran,51-65,B,A,A,A,83.46128680470777,E,B,E,101.81028927569334,36.93933985798386,D,-166.91093042526606,D,B,D,0
Buddhist,Bisexual,Veteran,18-25,A,A,A,D,34.26597632414685,E,E,A,-14.99432518103729,83.30071713294502,E,-52.28461927881322,A,B,A,1
None,Heterosexual,Veteran,26-35,A,A,D,A,75.44740756876237,C,C,D,-174.00038173048046,26.694534216104703,B,77.43704191033302,E,D,B,1
Christian,Homosexual,Yes,51-65,C,B,B,B,-141.56699014463865,A,C,D,-147.49330921900676,72.61001387052805,C,-106.56849065233607,C,C,C,1
Muslim,Heterosexual,Non-Veteran,36-50,D,C,A,D,59.44356779190873,D,D,D,-26.11543764993527,68.95940152290068,B,-133.66381632819298,B,D,A,1
Hindu,Homosexual,Yes,65+,D,D,A,A,-78.17570885637492,C,A,C,87.38583966324643,-11.446674947511047,D,-103.97840148945848,C,B,D,1
Buddhist,Other,Non-Veteran,65+,D,E,B,B,25.78183343773923,C,A,C,40.79322827686173,-90.79835683130267,D,37.27026030156758,D,A,B,0
Muslim,Homosexual,Veteran,36-50,E,A,A,B,-66.31555983570783,D,B,B,-165.4799835135855,4.3850137043893245,D,51.349494767961225,B,D,B,0
Jewish,Heterosexual,Non-Veteran,26-35,A,D,B,E,-171.71722142725278,A,C,E,101.03651085489129,108.75763169598885,A,-54.561351791426496,E,C,E,1
None,Other,Non-Veteran,18-25,C,E,B,A,0.6584417910857341,E,A,E,-133.64087310307767,-32.404525864199584,C,-147.82914498720214,B,A,C,1
Buddhist,Heterosexual,Veteran,18-25,B,D,D,C,-112.08213436681417,E,A,E,19.303186528945112,10.728601189985211,B,64.58790402025639,B,A,E,1
Muslim,Homosexual,Veteran,51-65,E,C,C,D,120.50655671897601,A,A,B,88.09314266458973,-101.69503774765845,C,-80.73543257109787,B,A,C,1
Jewish,Homosexual,Non-Veteran,51-65,E,C,A,E,-79.64316631341796,B,B,E,13.012569963840065,98.10360034354751,A,7.767847242591912,A,C,B,0
Hindu,Homosexual,No,36-50,D,B,C,C,6.594963655974808,C,D,A,41.376743252769366,-87.57304412960102,C,-17.477474015823926,E,D,E,0
None,Bisexual,Non-Veteran,18-25,B,D,C,E,-4.183698260232757,B,A,D,112.18940839762632,-23.51480488758482,A,-54.74410429134845,A,B,B,1
Jewish,Homosexual,No,26-35,A,A,A,E,-4.042722557865105,B,D,B,-93.58545256191707,-114.12625682971454,D,-138.15912151965347,C,C,C,0
Jewish,Heterosexual,Veteran,18-25,C,C,C,C,211.57694305541037,D,D,A,343.2513834091634,17.651865337927212,C,-100.67435378433262,E,D,B,0
Christian,Bisexual,Veteran,51-65,D,C,E,A,-50.33866331407913,C,C,B,-117.93083056962817,67.81625357286688,A,-54.953195727906355,A,D,D,1
Muslim,Other,Non-Veteran,51-65,A,D,A,C,-74.308382931102,C,E,B,1.6206107212959577,-118.9039842059111,A,18.09582190772015,D,E,E,1
None,Homosexual,Yes,65+,B,C,A,A,197.73667010738941,D,C,B,-144.1878397139084,-65.3923160524103,B,-76.92627370037792,C,E,C,0
Hindu,Bisexual,Veteran,65+,B,D,E,E,120.5886152880238,D,E,E,-22.589735210053583,-97.64505337721648,C,128.0968617188048,E,C,B,0
Hindu,Heterosexual,Non-Veteran,65+,C,C,B,B,-175.27599344752466,A,C,E,127.47626222342731,73.74565360443317,B,-87.29456015790974,E,C,E,1
Hindu,Bisexual,No,65+,C,C,D,B,-84.89423601786027,E,E,C,-63.565282450441785,-32.148741274104715,E,128.97270541094287,B,E,B,1
Jewish,Heterosexual,Yes,36-50,A,E,D,A,108.92195830531782,D,A,C,-159.0848206477798,-8.974163671151523,A,-23.89488081421588,D,A,D,0
Muslim,Homosexual,Veteran,18-25,E,E,B,E,195.25718462570018,A,C,C,-98.69806369925034,32.95985138720967,A,6.44560557953665,E,D,A,1
Muslim,Bisexual,Yes,18-25,E,B,C,D,8.36359858864414,A,D,B,-88.78786761580959,48.57438373530499,D,-146.89108075072298,E,D,E,1
Other,Other,Yes,65+,B,E,E,D,-182.05126715285797,C,B,B,56.14937081768571,107.30643848486582,C,-132.57437323827835,D,A,A,1
Jewish,Heterosexual,No,26-35,B,C,C,E,-97.7318547419236,C,E,A,159.69011721137295,32.477447113903374,C,-122.60069686676987,D,A,B,0
Hindu,Homosexual,Yes,26-35,D,A,A,D,25.014501923232334,C,D,E,54.78089434847636,-41.90378593246129,C,-93.29417106995467,E,D,A,1
None,Bisexual,Veteran,36-50,E,E,D,B,-61.36299272287552,C,D,E,113.99016378270379,28.424313801743644,B,9.970012802739033,D,E,E,0
Other,Other,Non-Veteran,36-50,B,C,E,B,-39.87341013795175,B,E,B,-257.88770719391584,-182.22004828874307,E,-83.3730200296123,B,E,A,1
Christian,Homosexual,No,18-25,A,A,E,E,49.13993119807857,A,C,D,4.9246936238971575,-14.495684347636681,E,73.36474483258687,B,D,D,1
Buddhist,Heterosexual,No,18-25,C,A,D,C,-100.59196571977651,E,D,C,-60.497163622293826,296.6482066638566,E,60.18597919894053,E,E,D,0
Jewish,Bisexual,No,36-50,A,D,D,D,69.1460811802315,B,A,D,-131.5877080463109,-178.57472312106077,E,-27.96179723215805,A,B,B,0
Buddhist,Heterosexual,No,36-50,E,C,E,D,59.34594336594557,C,C,C,115.41059638977191,-1.6376307760916364,C,86.99604728979409,A,C,E,1
Jewish,Heterosexual,Non-Veteran,51-65,B,D,A,A,-61.50307010422753,B,E,C,96.73193741271987,126.8928937116731,A,20.65499511066698,D,A,E,0
Other,Homosexual,Yes,65+,C,E,B,C,17.912606525562893,A,C,C,-2.9312009691637857,125.5355633493542,A,-168.26356049718007,C,B,A,1
Other,Other,No,65+,D,C,C,D,-50.69733768737791,C,A,A,-61.48034668803055,-71.05420935612763,C,72.80931059992656,C,C,A,0
Buddhist,Heterosexual,Yes,36-50,E,B,E,D,63.70200254222765,E,A,E,-112.70739534536338,257.27096484700996,E,-63.2975522725795,A,A,A,1
None,Homosexual,Yes,26-35,B,C,E,E,8.488037245182674,D,E,D,32.910173823696894,4.459288478940421,E,-156.44722097874325,B,E,A,0
None,Other,Veteran,36-50,C,D,B,C,-160.23734622739994,B,E,D,18.01517089596168,-152.84284562076735,E,17.888131125655896,C,B,D,0
None,Other,No,65+,E,E,B,A,130.95706765966347,D,D,D,9.569722755914398,-29.620747384333246,B,-19.83436989593536,A,C,C,1
Hindu,Bisexual,Veteran,65+,D,B,B,A,63.476717531122105,D,D,B,147.17222555949277,135.81403290720328,A,-79.24580892937698,C,D,B,1
Christian,Homosexual,No,65+,E,A,D,C,85.46681022397499,B,D,C,40.34834359550822,54.65740169548818,A,-124.82616704317184,C,A,B,0
Hindu,Other,Non-Veteran,51-65,E,C,C,A,-21.447092967048338,B,E,E,202.9566590950982,-87.42546675525995,B,-143.5016394921312,B,B,C,0
Hindu,Homosexual,Veteran,18-25,E,B,A,D,27.114374759675496,E,D,E,177.67881237105755,13.231781403026725,B,64.73719112861632,B,C,B,1
Jewish,Homosexual,Veteran,36-50,D,C,A,C,51.57639687077493,E,B,B,40.31159846245671,-39.49039934831578,C,-172.09665338544013,D,E,A,0
Christian,Other,Yes,36-50,D,B,A,E,-225.32914364114535,C,C,B,225.44789989737083,-38.393232771878836,C,50.261383886621424,B,B,A,1
Jewish,Homosexual,Non-Veteran,18-25,B,D,A,A,13.463037522505559,E,E,E,30.617445386879726,44.854117089137894,C,35.67320776652185,A,B,E,0
Jewish,Bisexual,Veteran,18-25,D,E,D,A,5.4622368914568735,C,D,B,-76.38576873850462,-44.98188662288838,D,58.291536061473536,D,A,E,1
Muslim,Heterosexual,Veteran,36-50,D,B,C,A,-40.55620362412635,A,D,A,18.533910376965444,-43.92206949966477,D,-39.84050880051913,E,A,C,1
Christian,Heterosexual,No,18-25,D,A,C,C,178.97625091338818,C,A,B,130.27412618965354,88.11776099600527,B,-93.358463552038,D,C,C,0
Buddhist,Homosexual,Non-Veteran,51-65,D,E,B,E,-1.9463595212327407,B,E,E,-154.24373574256575,-49.51844541313584,C,-69.30245304377222,A,C,E,1
Buddhist,Bisexual,Yes,18-25,B,D,D,C,-9.198845692122536,E,E,A,17.149412809019047,-101.62017049697974,B,-100.88136912528505,B,B,A,1
None,Bisexual,Non-Veteran,26-35,C,C,D,C,59.003004552942315,A,D,C,-139.01568096724552,102.77736015763801,C,-29.370911088933223,B,C,C,1
Jewish,Other,Veteran,18-25,B,C,A,E,-75.82130387270755,E,D,A,3.8009811296108453,-41.55480857017164,C,-5.9441043984442,A,A,E,1
Christian,Other,No,18-25,A,D,B,E,-117.60627180498626,E,D,C,110.19614382391283,74.61482728455283,D,-23.26727769515352,B,A,D,0
Jewish,Bisexual,Veteran,65+,D,D,A,C,63.692985383312504,C,E,D,23.82590379896025,109.6275295736041,B,21.830406446405117,A,D,D,1
Hindu,Homosexual,Yes,26-35,B,C,D,E,35.81806933843063,A,A,C,-44.18563258946841,-94.49024758780587,D,117.34532777970111,E,A,E,0
Hindu,Heterosexual,Veteran,36-50,C,D,C,C,-54.30870990639114,C,B,C,86.46963482476598,-177.28323965975915,B,-32.820089976637746,E,B,D,1
Muslim,Bisexual,No,18-25,A,D,A,B,81.71765771351527,C,C,A,43.19679423826963,-223.55858349842984,D,-74.6263140419255,E,D,B,0
Muslim,Bisexual,Veteran,36-50,E,A,C,B,-27.281372994888276,C,E,B,-50.326639912735494,-198.77736424393143,A,176.4171706251864,E,E,E,0
None,Other,Non-Veteran,26-35,E,C,B,D,44.84579728711109,A,E,A,-91.21715531023409,185.02162317933352,A,18.511919942611954,B,A,B,0
Jewish,Bisexual,Yes,26-35,D,B,B,A,154.99218526528364,E,A,A,-192.75641580714804,-113.33484402630131,D,-164.8734152983485,E,E,D,0
Muslim,Homosexual,Veteran,36-50,D,D,E,C,-141.45431415290494,D,B,C,-4.36713070057599,89.91226150580248,C,35.71780740592095,B,D,C,1
Other,Other,Non-Veteran,65+,C,E,A,A,-119.09498901905916,B,B,D,-334.91035671724114,18.600063689414743,B,-127.57374450387874,C,D,A,0
Buddhist,Other,Yes,18-25,E,A,D,E,-59.543095325618886,C,C,E,57.84361297745042,7.1221253313181965,C,84.82817694179849,B,E,B,1
Muslim,Homosexual,Yes,51-65,C,A,C,B,-61.165198898024066,A,C,E,-104.94305666417422,31.231242519414852,B,182.49412559539536,E,A,E,0
Buddhist,Other,Veteran,51-65,A,B,E,D,-106.92675804618513,D,A,A,37.754434939294036,-31.710641254901102,C,46.32888465036283,D,E,D,1
None,Heterosexual,Veteran,36-50,E,A,B,A,146.14770519769792,D,C,D,-14.066984181656967,134.0423516156835,C,209.20406432421976,C,E,D,0
Muslim,Homosexual,Yes,18-25,D,E,A,E,142.94869807779287,C,C,C,124.83696338235501,-72.70822282162993,A,-76.38689501556033,C,D,E,0
Jewish,Other,No,36-50,E,D,D,B,-46.00870386548777,C,C,E,-54.61753317679805,43.2266815210938,A,127.73012955345986,D,C,E,1
Jewish,Other,Veteran,36-50,D,A,A,E,168.7451468093938,B,B,D,113.92039070474873,23.540260239718585,D,4.5602051822716065,D,C,E,1
None,Homosexual,No,65+,C,B,A,A,-41.97578903138719,A,C,A,-60.32180113864596,15.254637786898442,B,125.56751899355044,A,D,C,0
Christian,Homosexual,Veteran,51-65,C,B,C,C,-39.571217148620406,C,A,A,-132.6476609169399,-43.684678321678376,D,8.446906555819874,C,B,D,1
Muslim,Homosexual,Veteran,65+,B,B,E,D,-63.47140117751495,C,D,B,-150.97065491837606,-154.4138027158489,A,-50.2023477123531,D,D,E,1
Buddhist,Heterosexual,No,18-25,E,A,E,B,-72.24402058240302,E,A,D,10.579783675266487,-74.41882715517082,D,-112.08543408074331,A,A,A,1
Buddhist,Heterosexual,Yes,18-25,D,A,D,C,-22.064762316141113,D,C,B,-59.14202633460778,61.262476239696895,A,26.73683201675597,C,E,E,0
Buddhist,Heterosexual,Veteran,51-65,D,E,C,B,33.71993040230522,B,C,A,49.702904411055805,201.87018389528347,B,20.893157188073044,C,E,B,1
Muslim,Heterosexual,No,65+,D,B,C,E,-47.23541923945109,D,A,C,-4.669740630308087,-102.89717168272992,B,-88.47745976345631,A,D,D,1
Buddhist,Other,Yes,26-35,E,C,A,C,4.349241281250653,A,E,B,78.71295061637973,58.69280194190879,D,-125.24800087693815,E,D,E,1
None,Homosexual,Yes,36-50,C,D,C,D,-3.634609979924372,D,C,C,-54.8801909312265,-68.51502138685824,B,-79.36696868279004,A,A,E,1
Christian,Heterosexual,Non-Veteran,51-65,B,E,B,B,-122.9987124690463,A,A,D,-114.59552896598804,-121.68154795991224,B,126.33772976273818,B,B,A,1
Christian,Other,Yes,18-25,E,D,D,A,98.66938275602567,A,B,D,-47.70778154767905,159.2043040201293,E,108.23231407123532,C,D,D,0
Hindu,Heterosexual,Veteran,18-25,D,C,E,E,115.67057259223918,E,C,E,-88.07255440197903,-20.28102147613624,C,38.244986699444695,A,E,C,1
Buddhist,Bisexual,Veteran,26-35,A,C,A,D,154.25445349118226,A,C,B,-15.810927165924435,39.47099416607299,D,55.60204884278209,D,D,A,1
Hindu,Bisexual,No,18-25,A,D,B,A,80.54484363933216,C,A,C,68.29377955501467,-201.06547016523913,B,-12.545525561978662,A,D,D,0
Buddhist,Bisexual,No,26-35,E,B,B,D,-65.2367877795416,B,A,D,122.3347908194321,171.84826284083644,C,84.66031770723613,B,B,C,1
Christian,Other,Non-Veteran,51-65,A,E,A,B,35.05281385394112,A,B,E,-132.92491521923753,-27.252902454781143,B,15.625768787386063,C,C,E,1
None,Heterosexual,Veteran,51-65,E,B,B,C,-244.3513544586225,E,C,B,-32.40895836361534,65.09426483298621,B,23.62998251637353,E,E,D,1
Buddhist,Bisexual,No,26-35,C,C,D,D,-349.58422047993605,E,C,A,130.10799801528114,-74.44700624153535,B,-27.632768644273764,B,D,A,0
Other,Heterosexual,Non-Veteran,36-50,E,C,A,B,-73.83812033328864,A,A,C,-32.38529553025314,-24.222682486071196,D,55.33385217743126,C,A,A,0
None,Homosexual,Veteran,36-50,C,E,C,D,-197.9683548986693,E,A,A,-167.12507295285818,31.603710901517356,E,-60.75870435213295,C,A,D,0
Buddhist,Homosexual,Yes,36-50,B,D,B,A,103.41692402332541,E,D,B,38.80959816669418,-33.68556991105716,A,2.606685825721708,E,A,A,0
Christian,Bisexual,Yes,18-25,C,A,A,E,61.875693716906746,D,C,D,-86.90553318865058,-94.93611388060874,E,-172.68614868806284,C,D,C,0
Muslim,Heterosexual,Veteran,36-50,A,E,C,C,199.8389977807484,A,A,E,-39.67691090000163,-18.684760454316798,C,1.3356986303934573,D,B,B,0
Christian,Heterosexual,Veteran,26-35,D,C,C,D,125.85389044422864,A,E,C,-109.1489640380129,171.44514961251983,E,-228.6420339679157,B,E,C,1
Jewish,Homosexual,Non-Veteran,51-65,C,C,D,C,-156.10866566205567,E,B,A,-111.85604090585745,-61.9329123418803,E,100.48165123949377,E,D,E,1
Hindu,Homosexual,Yes,26-35,A,D,B,D,4.415518381905114,E,A,E,45.93413428122625,-30.525365388302983,B,-87.54250742858898,B,A,E,0
Hindu,Bisexual,No,18-25,E,B,C,A,-34.04158598437565,E,A,A,-100.66517009460405,-74.85427388699786,A,9.315715422113458,C,A,B,1
Christian,Other,Yes,65+,A,B,E,D,-99.11757645245842,C,B,A,-28.773252061164495,10.796774984766882,D,94.57289916470218,A,D,B,0
None,Other,Veteran,26-35,E,C,B,C,-22.171506004912114,A,B,C,29.575875542258327,95.55258277257873,E,-138.96804444174626,A,A,A,0
Buddhist,Heterosexual,Veteran,18-25,B,A,D,A,85.57862711247304,C,A,B,-66.62404443690157,62.34708057175871,E,-18.29195550776929,E,D,E,0
None,Homosexual,No,51-65,B,E,C,E,-50.64779293096598,D,A,B,52.542904690726374,0.39409679161761846,C,111.05018331847498,B,B,C,1
Hindu,Heterosexual,No,65+,C,C,C,D,328.2231408207531,B,E,B,-49.05088393498429,-59.35189296037697,E,-86.50754365681097,A,E,D,0
Other,Other,Veteran,18-25,D,B,B,E,-15.054050748371356,E,C,D,48.90549301061969,183.02856319270583,E,125.93917660329568,B,A,C,1
Hindu,Homosexual,Yes,36-50,E,A,D,B,-58.91712602687693,A,A,E,-103.56423875584899,-6.8209529043374655,E,69.94787079467379,B,D,A,1
Christian,Heterosexual,Veteran,36-50,D,A,E,E,51.80682574675172,D,D,E,49.693545483511954,-16.02531416023027,A,271.9432750536025,C,E,D,1
Christian,Heterosexual,Non-Veteran,36-50,A,D,C,D,54.57237954915091,E,E,C,29.965608020595596,-0.166406691848487,A,19.301036838365135,C,B,D,1
Hindu,Heterosexual,Yes,18-25,B,A,B,E,-87.35335836372823,A,E,C,-60.41930129595641,161.21770114559664,B,12.283714616181946,D,C,A,1
None,Homosexual,Non-Veteran,65+,C,A,E,D,-17.82290113909298,C,D,B,-171.94075471169486,63.73547356261854,D,63.00450002398797,D,C,C,0
Muslim,Other,No,51-65,A,A,D,E,-22.6341505939066,D,E,D,-32.41310026388641,-17.213509208108317,A,34.61741209008491,A,A,D,1
Christian,Homosexual,Veteran,36-50,B,C,C,C,143.2347306915522,B,D,C,93.5518998610982,-162.4836461096354,A,-61.608250880103064,A,A,B,1
Christian,Bisexual,No,26-35,C,B,B,D,-51.71351968831864,E,D,E,-138.41653180267974,-4.720304877913791,C,-87.79985596701025,C,B,A,0
Christian,Bisexual,No,36-50,C,D,C,D,-260.73910646020863,D,C,E,-124.63365121394192,112.90311640884873,D,-135.7982481200721,B,D,D,1
Muslim,Heterosexual,Veteran,36-50,D,B,A,D,184.5329376236213,A,D,B,-174.66770612071963,-21.06276248914076,A,-132.022156415782,D,B,B,0
Buddhist,Homosexual,Veteran,65+,D,C,A,D,68.3053938337234,D,C,C,-122.63303504282976,-26.26905750291953,A,-233.34374082912723,D,A,A,1
Muslim,Homosexual,No,65+,A,C,D,D,55.728156864935194,C,B,C,72.622609274522,-63.50186544084345,E,-5.439907120733604,A,B,C,0
Muslim,Other,Yes,18-25,B,C,E,E,31.756438845664768,A,E,E,-49.329274922791285,163.13531644195425,A,-245.49474758689084,E,E,E,1
Other,Heterosexual,Veteran,65+,B,A,A,D,124.27287900265698,A,B,B,-115.35540067497172,-47.37147432901221,A,22.483197643087387,C,B,D,0
Christian,Bisexual,Yes,65+,A,E,D,A,108.09163286779884,D,B,B,-166.6690962595782,-135.6668888099225,B,121.10406053236224,B,D,C,0
Buddhist,Other,Non-Veteran,36-50,C,D,E,C,17.499934230808464,D,E,B,-79.83713546535944,146.22756186614563,A,-82.60275638941832,D,A,C,0
Christian,Other,No,51-65,D,B,C,B,-116.67624212587874,C,C,C,-29.41062553175287,57.889634417506954,E,-27.67757539499532,C,B,C,0
Christian,Heterosexual,Non-Veteran,36-50,E,D,C,E,137.57653867798794,D,C,D,-117.25422127889583,-83.86719764038794,D,-127.75957851134834,E,B,A,1
Buddhist,Bisexual,Non-Veteran,36-50,E,D,A,A,-65.08412940462705,D,E,D,42.838696068954626,40.94458106072694,D,204.7707034907158,E,A,A,0
Hindu,Other,Veteran,18-25,D,C,C,B,192.03631633690668,A,D,B,-5.514567917019122,-112.38244668928282,E,98.20178109436557,D,C,D,1
None,Other,No,26-35,C,B,D,B,26.0454037945069,B,B,D,13.41477455521131,-71.3532272776559,A,-83.43292836296938,A,E,C,0
Jewish,Other,Yes,36-50,A,E,C,B,24.91867014466105,C,D,A,-41.54223711747782,-142.2644228529843,E,72.95196326397142,A,C,B,1
Christian,Homosexual,Veteran,26-35,C,B,B,C,4.632197278794903,E,A,D,85.96429744912982,-34.06221199599622,D,-32.53694268090052,A,A,C,1
Buddhist,Heterosexual,No,36-50,C,D,E,A,3.816464451686629,E,E,C,-132.45695749993646,-2.3867315645418308,D,-105.86414425535384,B,D,D,0
Christian,Bisexual,No,18-25,B,B,E,E,64.87714705197972,B,C,C,126.08207975698349,-162.05614229640594,D,-7.009304346355121,A,B,E,0
Hindu,Heterosexual,Yes,36-50,B,E,A,A,-25.782487574653253,A,B,B,-67.8941734183303,-42.8160522740601,A,-44.52095317945205,A,A,C,0
Hindu,Homosexual,Veteran,26-35,E,B,D,D,-50.372589911969314,B,A,C,66.67048586652476,-2.563982483754872,A,9.750525850575476,D,B,E,0
Jewish,Other,Veteran,26-35,B,A,B,C,-105.31233710403005,E,D,B,33.088111557319124,182.42208589820353,D,-22.76829328401795,C,C,E,1
Hindu,Other,Non-Veteran,65+,B,B,C,C,-34.860622679279274,C,B,E,-123.4804411198328,-164.7823933904492,D,124.02194310446353,D,B,C,1
Muslim,Homosexual,Yes,51-65,A,C,E,A,-32.18200170719208,B,E,E,5.70974634143507,153.3515197308596,A,-18.00605951360634,C,D,C,1
None,Bisexual,No,65+,C,E,B,B,6.763268621946322,D,E,E,49.5952411974916,-20.8028220447543,A,-190.0546007616794,D,A,C,1
Jewish,Bisexual,No,36-50,C,A,A,A,118.74337770579184,E,A,D,19.75047792752087,59.6300811873853,C,4.089727890583999,A,E,B,0
