disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Yes,B,96.65369791898678,97.94153635761751,A,B,A,B,0
Mental,E,-111.15451338585115,-7.970301385909502,D,D,C,A,0
None,E,37.25709167162,104.27425711436497,A,A,C,D,1
Yes,A,3.5528444324578925,143.24541426295255,A,C,D,E,1
Physical,A,67.17934142492308,36.24074779143079,C,E,A,D,0
Both,D,53.405641468417684,49.580805516415516,C,D,C,E,0
No,D,-119.11411990176988,-75.0819553902904,C,B,A,A,0
No,B,32.54365160634443,-32.173286096472445,C,A,D,B,0
Both,A,-33.19000871507375,0.3988726487900096,B,B,C,D,1
Physical,D,56.7738509659277,-75.42480643493349,A,A,A,B,1
Yes,A,122.63133640741879,-63.365192672399374,D,E,A,E,1
Physical,C,-53.30322872851061,139.76483843886183,C,C,D,E,0
Both,D,132.0361376421934,-3.7089758278461615,A,C,A,E,0
Both,E,-33.6273404323685,84.29852290720565,D,B,D,E,0
Physical,B,-47.09970441215101,38.878013585408496,E,E,E,E,1
Yes,E,-101.73329928459331,-91.6962725157947,C,D,C,E,1
Both,B,163.71311921896213,-109.29686484160592,A,E,B,A,1
No,D,141.03950834404108,-42.20108890061592,B,E,D,D,0
No,B,141.21376464754982,-34.118419844949265,E,C,C,C,1
Yes,E,9.821931331138865,85.53923331116992,E,E,A,B,0
Yes,E,117.1298285614786,-49.808037457257335,C,D,A,D,1
Both,D,40.493417181821144,221.8812581776321,C,D,E,D,0
Mental,D,-40.50026132828843,35.368377930227645,C,C,A,D,1
No,B,-7.682274538839115,43.4004666051871,D,A,B,D,1
Physical,D,-160.65553627697898,136.64856418084804,D,B,E,D,1
Mental,A,-31.844851661173813,-125.09443018387492,E,C,B,A,1
None,D,49.76209545254355,-11.482612016342218,E,E,E,C,0
Both,A,34.5433015202376,37.725201481084,D,C,D,D,0
Yes,E,-9.572870977373162,136.16943439855214,E,C,E,E,1
Physical,E,-8.997558297000662,6.280367611719105,D,D,B,A,0
None,B,-31.63608403650848,139.82258271245763,D,A,B,C,1
Physical,E,-26.292109432972843,7.610238308728053,B,C,D,E,1
Both,D,-270.7475850718982,72.83846720590125,A,A,B,A,1
Yes,C,82.46345653886863,118.01136768560228,B,A,C,C,0
Physical,C,-134.14845304397105,62.85360630876625,A,A,A,B,1
Physical,E,-172.4426430536013,59.447974041134664,C,D,E,D,1
Both,B,85.57610562810241,-25.545150249427085,D,E,C,A,1
Both,D,-98.62077037913417,-193.41831892092353,C,E,D,C,0
No,C,1.993874979858388,229.77846157735337,E,B,E,A,1
Yes,D,127.11338298642987,-109.2773510658219,E,C,A,A,0
Physical,D,-122.44684233800254,-27.887519661340317,E,D,E,C,0
Physical,E,-159.3271186731332,115.68867451313261,B,A,B,A,0
Both,D,-24.11438761273058,-176.25941471854318,C,C,C,C,0
Yes,C,20.076169692363454,4.410575595608511,D,D,E,A,1
Mental,A,-85.48652420970302,3.2000987629929942,C,A,B,B,0
Both,C,-26.769375877507002,10.318918367060197,B,D,B,A,0
Yes,C,82.55073460521479,101.91935858832935,E,E,E,A,1
None,A,86.46296472443035,104.11890775698365,E,D,C,A,0
None,A,-95.34300039927905,-122.42347872880768,E,E,D,E,1
Both,E,19.485692398768748,-228.5492357056508,C,B,C,A,0
Physical,C,-52.69515374412854,92.51760908955819,A,A,B,D,1
Both,C,93.74537107196599,-156.29035846131617,D,D,A,B,1
Both,C,-39.69619114753583,-56.457288761135075,E,E,E,E,1
Yes,A,-27.12874503666402,131.8587652890876,E,A,A,D,1
Both,D,-56.77543551192469,-137.9731535236432,A,A,C,B,0
Both,A,77.8420968752757,51.43122895431974,B,D,A,B,1
None,D,-34.802440612690646,-88.60016621648067,A,A,E,E,0
Physical,A,-79.27493424851333,-8.83066228041052,C,C,E,E,0
Physical,D,47.473507708209844,48.83042038086197,A,E,D,C,0
Physical,C,172.7161992911443,4.8894948376469705,B,D,D,B,0
No,D,23.53824081010795,-12.161312161653465,B,B,C,A,0
Mental,E,-36.03182757863805,-37.420164205140985,B,A,D,C,1
Yes,C,46.33784556996403,-39.622668043653356,D,A,D,D,1
Both,B,112.96307518637241,8.877440401983968,E,A,C,C,0
Both,B,-128.61773751309184,124.65641733964594,D,A,D,B,0
No,E,182.1859071207502,-68.21956250593733,C,D,D,D,0
Both,A,-75.389161455276,95.41327902973,A,D,D,A,0
None,D,-18.859701970232265,-217.74847395415392,A,A,B,C,0
Yes,B,50.8227530919618,78.48005693848742,B,B,E,C,0
Yes,C,41.81237121499869,101.311018748607,A,D,D,A,1
Mental,D,36.21931145645691,6.323001636454796,E,E,A,D,0
Mental,C,-74.96183336375563,-23.275545945526044,D,B,C,E,0
Mental,A,1.3733070307473378,244.56301896298518,D,C,C,E,0
Yes,A,-91.1629741267804,-15.2203504987557,D,D,A,D,1
Both,D,110.49040535462854,110.21169395754251,A,D,C,D,1
No,A,126.61890511702201,9.097445860436448,A,C,E,A,1
Yes,C,119.48071750477635,-98.77779621659312,C,B,B,B,0
Yes,C,-122.64765414401914,120.88212095238981,E,B,D,A,0
None,E,-69.61311541163042,-198.13992889373628,A,B,A,A,0
Yes,D,27.97886715380706,142.3702662098618,A,E,B,E,1
Physical,A,-23.003446860619196,101.27690265468945,D,C,D,B,1
No,C,9.035232589045798,-95.03972626227834,D,A,B,C,0
Yes,B,97.25723806961722,63.22619282634767,D,D,E,A,1
No,C,53.6529078062855,31.415445002611094,A,C,B,B,0
Physical,B,42.72693993202972,-95.91921003275836,B,A,A,B,0
None,C,133.1216201935545,-168.672711189586,E,D,A,A,1
Mental,E,54.695336553093895,34.12382326943826,E,D,D,C,0
Physical,E,57.069879029923435,116.1588858961526,C,B,B,B,0
Both,D,20.483075955674085,74.97357211865315,E,B,B,A,1
Yes,B,-48.581363649539114,2.6747758146567246,C,A,C,B,0
Both,A,-3.4056015589618975,-103.74392786751791,E,B,A,E,0
No,A,-79.68302053521772,-65.37904994445731,D,C,E,E,0
No,E,21.304450469135723,10.015441897848621,B,C,C,E,1
Mental,D,9.811521153901639,-2.8115914253871095,C,B,B,E,1
No,B,-30.085836741913948,-8.348587221504546,B,E,A,B,0
Physical,D,150.94838171104612,-236.36267557043675,C,D,B,E,0
Yes,B,-38.96020513176175,30.86848475198969,E,B,A,A,0
No,B,33.37729288339799,-15.902201078524051,A,A,E,E,1
Mental,D,-53.36615687222418,-11.165398671348655,E,C,C,C,1
Mental,A,115.94620807439478,80.95842078802589,E,E,D,D,1
None,C,-141.1923836507587,-22.28593404775328,E,B,C,A,0
No,D,106.01330452861876,224.49279872079848,B,D,A,D,0
Physical,C,51.38089086298232,-13.629620559208222,B,C,B,B,0
None,B,-116.14845024212346,-16.394918605016798,A,A,B,A,0
Yes,A,-101.35268793156067,-90.00871190855513,B,E,E,A,0
Mental,B,-266.8996837167916,-60.53044687381721,E,A,C,E,0
None,E,75.51609870200812,-56.608963962180525,E,C,A,E,1
No,E,-180.26118627988313,203.8299212240021,D,A,D,A,1
None,E,-43.584370182242274,-162.20568862969242,C,E,A,A,0
Physical,D,144.72785830495795,21.34707815570635,C,A,C,D,0
No,E,47.480109590966244,-193.0962933016914,C,D,D,E,1
Mental,B,-159.46722071342265,-21.136554727297998,E,B,A,A,1
Mental,C,-22.92404164067006,-63.81962418475895,A,E,E,C,1
Both,B,48.196229063543164,-92.74696516760629,B,C,E,B,0
Physical,D,210.85994232480672,-14.268439414664492,D,D,E,D,1
Physical,C,-114.05361873576005,-80.05947307184474,E,C,C,A,0
Mental,D,68.08084505395551,9.031127724970773,C,B,A,B,0
Both,B,-27.367909328217777,44.39681968767458,A,B,A,E,0
Mental,B,28.008896615320516,28.941305535534617,D,D,D,E,0
None,B,-71.13802845817737,-11.81798219108966,A,D,A,B,0
Yes,B,-108.98614867947222,81.96215229478958,B,B,C,D,1
Both,B,-222.93636320270144,-90.06269884438693,B,B,D,B,0
Physical,B,110.49719276304842,-42.675166819728425,E,A,B,A,1
Mental,E,-68.54655164352124,-198.2677218773662,C,B,E,D,1
Yes,E,3.8150074696722736,-28.61234301799893,E,A,B,B,0
Both,E,-39.634500470939585,13.584386924380185,D,E,C,E,0
Mental,B,16.982119760930786,81.11544383162051,D,A,C,B,1
Both,E,6.486960770600976,-173.38343628428893,A,B,C,B,0
None,A,-114.48595084778202,10.788630053732438,B,B,C,E,0
Yes,A,-12.263964036371291,-124.09807624297208,C,A,C,D,1
Physical,A,10.641514344725774,-213.48113223813607,A,D,D,B,1
No,B,-93.1827549561282,146.2478215898936,E,C,C,A,0
Yes,A,160.76794377767106,-66.16938858580626,B,D,B,D,0
Both,B,-21.291136280553378,132.69198803118277,C,C,D,D,1
Yes,E,-48.01241190597268,-165.35006247875074,B,E,B,B,0
None,A,-54.38256463756175,105.49881605814298,B,A,D,B,1
Yes,B,-127.78708214825126,54.52445561932683,D,E,B,C,0
No,E,-71.3343976925607,-55.46307091204995,D,B,A,B,1
Both,A,10.756232145391955,92.03913561406274,E,D,C,E,1
None,E,-101.26901425513537,-81.07629710467124,E,C,C,A,1
Yes,A,-121.48098945566484,-90.12681158743113,B,D,A,E,1
Physical,A,1.901468413271647,114.20456797850636,A,B,E,D,1
Mental,A,49.133571741822465,-4.160959003269269,E,C,C,E,1
None,B,-17.919088010805375,52.01701787968338,D,D,D,E,1
Yes,A,-33.766211627097064,42.915738808106774,E,E,C,E,1
Both,E,-124.71914186578603,-96.70424988399506,A,A,D,D,1
No,A,43.727574858212854,31.99026262840185,D,D,A,E,1
Yes,D,101.7138457512902,147.2361221331529,E,B,C,B,0
Both,B,-175.43760406501934,53.092866836124905,C,C,E,B,0
Both,A,18.721972680932037,-86.52950152448437,A,D,D,B,1
Physical,C,168.5035872533781,-12.503384001708278,E,E,A,B,1
Yes,E,-68.2351695470968,232.2765511887173,D,A,A,C,0
Physical,C,39.53171543711625,-85.02170235532851,E,C,B,E,0
Yes,D,61.53759356087185,-82.34075415059479,D,B,C,E,0
None,C,-36.12112276287067,121.74609504852174,D,C,E,E,1
Mental,D,-34.747457107438045,91.11370430684043,B,B,B,A,1
None,B,-89.43457361804461,-67.29033920210387,D,A,D,A,0
None,A,21.989988919870687,-71.60266258831925,D,D,A,B,0
Physical,A,-118.24552838140498,33.56529278938719,A,C,C,D,1
Both,D,-151.65330307475006,74.22508662406638,B,B,C,B,1
Mental,B,47.97652370918338,96.40398873847035,E,E,E,D,0
Mental,A,-80.38357345837672,-182.8802552355306,D,E,D,B,1
Mental,E,74.1717587872057,-24.68529353219152,D,B,B,C,0
None,D,-165.71954952942716,124.1009859312028,E,C,C,D,1
Mental,C,-33.63123469229858,-36.478284716187716,D,B,C,C,1
Physical,B,200.4449816406667,93.90314566332052,B,B,E,E,0
Physical,E,119.01936370717246,61.83435136046528,C,E,E,E,0
Mental,C,-60.032789584194035,-101.99739505797328,E,C,E,C,1
None,D,84.49832674655525,87.136870717352,C,E,E,E,1
Yes,C,-18.064326366127307,84.17287582262139,D,C,C,D,1
Mental,E,48.898640455198894,-13.225783402550423,D,B,A,C,1
Yes,E,-44.03179637726962,44.82005006259342,D,E,D,B,1
Both,B,-104.5147349092716,34.44069534035005,E,A,D,B,1
Both,B,-161.13694180091667,-62.23849630652632,A,D,A,A,1
Both,A,109.69266171725565,180.2594009730367,E,E,C,D,0
Mental,E,34.61289766180892,105.6119523722818,E,E,C,D,0
Physical,E,-72.27837660679046,79.45178810190302,A,C,C,A,0
No,A,-28.853101645264832,88.71613251118374,C,D,D,E,0
Physical,B,-131.42473741149757,-18.76801400956188,B,B,E,E,1
Yes,D,-46.575178974615824,-113.9958699076511,A,C,D,D,1
No,B,-207.98307005965432,-43.76817716732351,E,E,E,B,1
None,C,-33.24499125066556,29.88454357931547,B,C,B,C,1
Both,C,-84.91843530146721,-72.77703909032377,C,D,D,E,1
None,C,-24.013873437936702,7.071552181337419,B,B,E,A,0
Physical,D,-185.07369671593827,73.19827262717055,E,D,E,A,1
Both,E,39.52934384749076,97.13790446625057,B,C,C,E,0
Yes,D,-77.1244930285936,-56.473828186243026,E,B,C,B,1
None,D,-63.049136498155065,-129.78577665077015,C,C,D,C,0
Yes,A,120.28874230916142,64.3524143615154,B,E,C,D,1
Physical,A,-25.537024518879086,57.70737246474776,A,B,B,C,0
No,B,-1.2350965846592954,187.07853233046131,A,C,B,C,1
Yes,D,94.06755306169488,32.08149049872979,C,B,C,A,1
Mental,D,104.30151212177998,27.7521181082021,E,D,C,B,0
No,D,-113.42102410896786,-193.41117371029722,B,A,E,D,1
Yes,C,-115.44184314297603,22.61250767365964,C,B,C,B,0
Physical,B,14.02351627211907,-81.31193371037766,B,A,A,A,0
Mental,D,46.477543024670865,227.53929086922423,A,A,C,D,1
No,A,91.83872325845452,-255.3963848518812,A,D,E,D,0
Mental,A,-10.939315551842581,110.95129486074384,B,E,C,B,0
Both,A,118.53851045690722,81.41388875671302,A,A,E,A,1
None,B,36.305083347963425,-61.06179006855863,B,C,B,A,0
Physical,B,51.725285620772986,-50.241118217255085,B,A,A,C,1
Physical,C,94.92021671000614,161.57757014236444,A,A,B,C,0
None,E,2.1943689799833654,-64.83471724517501,A,D,C,D,1
No,B,-140.91835853689787,60.77338482436476,B,E,C,D,0
None,D,98.32477328966387,-61.76401832517461,A,D,D,E,1
No,D,64.58873693945729,52.22282094869194,A,B,B,C,1
None,E,7.581151430636092,-145.87546048494252,A,D,C,E,0
Yes,E,38.774174972200576,73.61914080990107,E,A,D,A,0
No,A,-133.59193740684773,62.81807231864301,B,A,A,E,1
Both,B,38.436055148980266,190.90787894075496,D,D,C,B,0
Physical,C,-206.61647523800406,-72.03599585027193,E,D,C,C,1
Mental,D,1.3578030935468788,100.33871708069793,B,D,C,A,1
No,D,-46.13192001983445,17.035472539914434,A,E,E,C,0
None,B,104.31219921438802,65.4220253549292,A,A,E,E,1
Physical,B,88.53813118016676,98.96638190119562,C,B,C,C,0
None,E,62.798735084070564,-132.2473744569987,E,E,C,C,0
Yes,A,120.01966283289136,-71.11892160704325,D,B,A,B,0
Mental,C,41.277198217367136,-36.66954077269367,A,E,A,A,1
Physical,A,-26.841684606508785,43.81744379877397,A,D,C,A,0
Both,E,-172.41777187982194,80.1425360935555,B,A,C,D,0
None,B,-201.30045073115716,52.88722830118575,C,D,A,B,0
Physical,C,-34.914015152146135,131.5291581612152,B,B,C,C,1
Yes,C,-97.3135539218806,-31.38610107266616,B,B,A,A,1
Mental,E,43.764545429696135,-91.08263109985472,C,D,D,A,0
Both,E,-94.02869830958682,15.677826993121489,C,D,C,A,1
None,E,-134.63058100947308,-92.14374224794074,E,A,B,B,1
Mental,E,14.167333172411134,-11.783577750019033,D,B,E,C,0
Both,B,-45.824035486118206,171.95606187704686,A,E,B,D,1
No,C,-2.0180567257493722,-146.46688361098634,B,D,E,A,1
Physical,B,136.33272047079717,14.042046899345898,E,E,D,D,1
Both,C,109.62126609499059,41.064448234132094,B,B,D,A,0
No,E,-184.5706780772975,130.5342071891434,D,E,E,C,0
Both,E,155.34387768605166,-93.73166731255719,D,D,B,E,0
No,D,170.82969945683388,23.331002866273064,B,A,B,C,1
Yes,B,-57.42464487912559,0.4679679905695822,B,A,C,D,1
No,A,143.56091552340652,-128.4273535889517,A,C,D,C,0
Yes,E,-185.734740591006,281.98257687402446,E,E,E,B,0
None,D,55.89707885246706,83.73113550988981,D,D,B,C,0
No,E,-68.86773602441556,141.78598082964734,C,D,E,C,0
None,B,14.638680425690426,179.84427046873964,E,A,C,D,1
Mental,E,237.94107049369816,68.03084834273349,A,A,A,E,0
No,E,-34.10131167742941,283.98250439645534,D,B,E,B,1
Physical,E,8.429336565910171,-79.31165722316307,B,D,A,A,1
None,C,-168.74834393564504,-127.31868109016379,B,D,C,A,0
Yes,A,4.75275313722241,95.02064024407382,B,B,B,E,0
None,C,-40.64000357825374,-23.647206353786892,C,D,E,A,1
Mental,E,91.10192875134467,-57.5320424692038,E,D,D,B,0
No,D,89.65635682807964,-67.70684368635106,C,B,C,C,1
Both,A,183.1370036613682,-25.84850255367809,B,D,B,D,1
Both,C,-88.25505487387998,1.3985770344203934,B,E,E,A,1
Mental,C,267.60270069171753,-156.18792615834835,A,C,D,B,0
None,B,75.94560032895376,77.31966944009126,C,C,E,D,1
Mental,C,-123.32890323725319,66.08654906962266,E,C,D,B,0
Both,A,48.98907089208455,-117.49799672452961,B,D,A,D,0
Both,D,59.68292273977398,-34.800058331733375,D,D,D,D,0
Mental,B,-86.66607104560157,17.12089850209865,B,D,C,A,1
Both,C,164.1420235175642,-8.372006926353814,B,C,A,A,1
Both,B,2.2278870176095698,-235.59806954252122,B,C,D,E,0
Yes,A,-5.877531149434429,54.69405753702051,A,B,A,B,1
None,B,-62.29169742071945,-19.179240832621502,A,C,B,D,1
Both,E,106.22433734819236,-58.84323342790855,C,D,A,A,0
Both,A,54.29049922994883,-32.367599262016945,E,A,D,E,1
Physical,B,97.50669211860792,-122.29015320092695,A,B,B,C,0
No,A,31.951911765461062,182.11712744384445,C,A,E,D,1
Both,B,50.999372567938394,-69.23057531784484,D,B,B,A,0
Both,D,-78.86570510137622,-173.34277726199977,B,A,A,C,0
Yes,B,-13.3862339248149,-57.517976244657035,C,C,D,D,1
None,A,-136.75415458216133,116.10966880917812,A,E,C,B,0
Both,C,-59.08428242619139,-104.86538753771586,A,D,D,A,0
Yes,C,272.56479990604896,-130.41933143016982,C,D,C,B,0
Both,C,-51.637626551883045,63.25199044767045,A,D,A,C,1
None,B,-201.24582807158734,-117.55722801209032,B,C,D,B,1
Mental,E,-3.1088823327439212,46.389709772611845,A,B,A,C,0
Physical,A,-101.6661822221663,-50.6737887002881,C,B,D,C,0
None,D,-132.3712112754048,-104.94263849209315,B,B,A,B,0
Physical,A,-92.84281009631768,-29.489915688198522,A,A,A,D,0
Mental,E,-33.15346196026157,79.95308839550022,C,E,D,C,0
Yes,C,105.49401662205855,85.92768750697999,C,B,B,D,0
No,B,-30.237653747412345,132.23066576869945,E,D,D,C,0
No,A,-35.08485743657841,101.82006608150603,D,C,E,D,1
Yes,B,36.92354532731341,-115.15395327236921,A,A,C,E,1
Physical,A,-85.28059485280255,41.70844650130827,C,E,E,B,0
Yes,D,-99.15485893739516,-12.840588548063831,E,D,B,A,1
Physical,C,-136.86470009327593,122.09803293166186,A,A,C,C,0
None,B,38.74999382785951,-146.85345496777208,E,C,A,B,0
Both,E,63.85377399644875,216.24944622134964,C,B,A,A,0
No,B,-71.58303197275299,105.70010587932966,C,B,C,D,1
Yes,A,-67.78589992878615,-38.49971269001275,C,C,D,E,0
Mental,D,36.10235286651024,130.23300839650628,C,B,A,D,1
Yes,D,83.16908068622585,-68.98814183422654,B,A,E,A,0
Yes,E,-11.680355728546958,-54.94931570788124,B,B,D,D,0
Physical,E,-163.449478307358,17.371809398972797,C,B,E,E,0
Yes,A,-46.821332216142025,-53.91190305941497,E,E,C,B,0
None,C,1.1355233744817406,174.34869121062556,C,A,C,B,1
Mental,A,-119.77626558862984,-31.632788807879354,D,E,B,C,1
None,C,128.9763517409446,-200.39538169816416,C,E,C,E,0
Yes,C,-15.201263590441098,1.5179574091048351,B,B,B,C,1
Yes,D,-18.07131604118761,-124.4150000947835,A,B,B,C,0
Physical,B,-55.411315327994245,-60.63443619696754,D,A,C,D,1
Physical,E,-120.87511005262415,-55.604138890290756,B,A,C,A,1
No,E,-36.550223652656555,-27.135304143276212,D,A,C,A,1
None,E,56.93578832232797,46.741842904195885,E,A,E,C,0
Physical,A,-119.61906198396288,5.764848924494202,D,B,D,B,1
No,D,-38.76813984757758,-107.18670939124955,D,E,A,D,0
No,E,95.81991309110792,-64.41609461092894,B,D,E,B,0
Yes,A,114.00474896450943,-34.686272977204474,E,E,E,E,0
Mental,C,-34.42740535092697,-207.31819500369176,D,B,E,E,1
Mental,A,-3.938331703319997,-29.264539445845777,C,E,E,E,1
Both,E,27.08980521401063,-24.694870233407382,E,A,E,B,0
No,E,160.20654113631437,-117.0403016200203,B,C,D,A,0
No,B,-15.786354570782358,-162.1768636418396,A,B,B,B,0
Both,A,24.840195099373314,127.60888052647863,D,B,C,C,0
Yes,C,-61.903280880949026,35.57409165096627,E,E,B,E,1
Both,E,-40.42609754138496,-48.640959176484586,A,D,D,B,0
Physical,B,-44.50536405684916,113.62956769811376,B,E,C,C,1
Yes,B,29.93983297013381,21.138181497078737,B,B,E,B,1
Mental,E,152.28439758577144,53.3812196865514,C,A,A,E,1
Yes,C,175.038866674677,14.287818781549941,A,E,D,B,0
Yes,B,54.5998044484403,-110.80725296517832,B,A,E,E,0
Yes,B,33.54204361221138,5.647034207752931,E,B,E,D,0
Both,D,5.01309466356613,93.78632376243881,A,D,D,E,1
Both,D,-69.37919530842568,-184.16979276453708,E,D,A,B,1
None,E,66.65168496084817,32.22091381502719,E,B,B,D,1
Yes,D,-124.96905081795195,4.240093935300355,B,D,E,B,0
Yes,A,19.2007709976322,-19.28711456606386,C,E,B,A,1
Mental,E,1.543193233434089,-76.6758698792015,C,B,A,A,0
Mental,C,9.92050901959335,-59.97819107088609,C,D,C,D,0
Physical,C,-294.3786436881639,-23.656934072983894,C,D,A,D,0
Both,D,-96.38724523370546,218.63045331489025,C,A,C,C,1
Physical,E,49.38956360053875,-193.75228909879257,D,A,D,C,1
None,D,-69.93125634098989,-9.362875188480094,E,C,B,A,0
Yes,D,120.5122170175184,132.61914596488876,E,E,A,D,1
Yes,B,-44.26190854626299,58.55252279016603,C,B,B,B,1
None,C,0.7326375637621798,191.6434675211149,C,A,E,D,0
None,E,-132.70079009695587,-1.6814317881225331,E,D,E,C,1
Mental,E,7.997323996255054,31.12382839301179,E,A,B,A,1
Yes,B,75.47036014947254,-69.42876411054397,B,D,B,D,1
Physical,C,140.94762699349053,113.66588703513902,A,D,E,E,0
Physical,E,37.72537796011907,71.90828013412262,E,B,D,A,1
Both,E,-82.339040089751,118.137404164409,C,C,C,C,1
Yes,D,-111.22447772448325,-38.44880863173178,E,E,A,C,1
Yes,B,122.10036360142847,89.34728940948821,C,B,C,D,1
Yes,A,14.665190589992047,-18.51931110167841,E,E,D,B,1
Mental,B,238.7357220684991,-114.6996870965421,A,D,A,A,1
No,C,-85.2404754655985,187.31934716954385,A,C,E,A,0
Both,E,-189.10876641410917,154.2085601930351,E,B,C,C,1
Both,C,-25.59725938922633,-150.03065888578774,B,A,E,A,0
Both,E,23.89942645765745,68.79968328683603,C,D,A,C,1
Both,A,-19.796895723751,-42.53983484259026,C,B,E,D,1
Mental,D,-14.281499576188809,72.85153491153316,B,D,C,D,0
Yes,C,-109.62828093244943,-80.58408505294784,B,E,C,B,0
No,C,249.78104058243403,35.14360101683916,B,A,B,C,1
No,B,-9.980557804412072,-2.0033231734503643,A,D,E,E,0
Mental,A,79.95327884875675,-43.502347984421874,A,C,C,B,0
No,C,-28.55174059087589,221.944737326929,B,E,D,D,0
Both,C,-0.4211947343087456,42.652365121492096,D,E,E,A,1
Both,D,112.52924984417474,-41.023327206812276,E,B,D,E,1
Both,C,-14.069233597410333,41.600899529496495,A,D,B,D,1
Physical,D,97.33817406831606,-202.39262941809994,B,C,C,B,1
No,C,-14.66754949391147,139.16199149451634,E,B,E,E,1
No,D,19.89270240204387,-144.51874004153558,C,B,E,E,0
Both,C,-128.6307061615014,-183.8910184979555,E,A,B,B,1
Both,B,126.21675362573693,-104.9609902716345,C,D,D,C,0
None,B,45.2403095348872,-14.904519549318017,B,B,B,A,0
None,B,-129.7304692566719,124.93327926308156,D,D,B,E,1
None,D,0.6097711802409392,-26.728336904993572,C,A,E,B,1
Yes,A,24.78426546241596,62.039364347790205,D,E,A,A,0
Mental,B,-22.70219964565749,174.3027254892048,C,B,C,D,1
Both,B,-83.21807608859565,48.89600873980851,C,A,B,B,0
None,E,-217.4787814830462,28.67723732932475,D,A,B,C,1
Yes,D,-157.874042387555,-128.0835365330905,D,B,E,E,0
No,B,36.8910466517337,-83.34331135398659,A,E,D,E,0
Both,A,-0.47623708324287933,-59.14453593906315,A,D,D,A,0
Both,B,-83.98123328090682,-75.84344967419095,E,D,C,E,0
None,C,-145.83941021859192,-35.0449464360181,B,D,A,C,1
Yes,C,-98.41805582329208,54.436583720017765,A,D,A,C,0
Yes,E,-90.21467524199966,34.368035353870646,A,C,B,D,1
Yes,A,67.23711970939048,36.50582109512563,D,C,A,A,1
Physical,E,136.40000305004781,308.23869343365175,B,C,A,E,0
Both,C,188.00801734776664,-127.60441134230224,A,D,E,C,0
Yes,C,-119.7244270834202,-28.72159838466317,C,E,E,B,1
Both,B,-174.86300434467395,-184.63193973807358,A,A,B,D,0
Physical,D,-73.55923530583398,82.06379695465891,C,D,E,B,1
Yes,A,47.5295539870479,145.50515309531534,A,E,D,E,1
Both,D,29.52316124441841,-149.0736245671739,C,B,D,E,1
None,C,177.60369594086413,133.8429974194466,B,C,D,E,0
Yes,B,67.38187806319917,65.56313561963417,D,D,D,B,1
Both,C,7.520420386354002,-17.386245517924877,E,D,C,E,0
Physical,E,121.40081967764458,-46.456329576362876,C,E,B,B,0
None,A,-14.289201038509148,-151.53094818575366,E,E,E,D,0
Mental,B,-2.9456774597962707,65.7327824753654,C,B,B,D,0
Both,E,67.13131789340392,140.20528973631644,D,E,B,D,0
None,D,-39.31382267304281,-46.004529396335826,B,E,A,C,0
No,C,-50.35000554633528,121.48426220755424,D,C,B,B,1
Physical,D,-125.72079647868996,58.17171489352803,E,A,A,D,1
None,E,-13.700917927531894,-29.144202497767534,A,D,D,D,0
Physical,D,-122.52644085332203,37.55175452779628,E,A,C,B,0
Both,B,-149.77215517996189,-48.49071075652819,C,D,B,B,0
None,C,-62.598939151417085,69.75198031270222,E,D,A,D,0
None,C,52.60207851449374,-1.0336634071668822,D,B,A,B,1
No,D,75.73413411657629,5.371976813979887,C,E,A,B,0
Yes,C,-27.658461964967014,51.778091696466625,A,B,E,B,1
None,A,38.2187885153518,-102.38436112097646,A,E,B,C,0
Mental,B,203.61473908371002,-40.730991113034506,E,E,D,D,1
No,E,166.92501201446635,-9.05973940545336,A,B,C,D,0
Mental,E,-47.996125868058584,27.762615892003577,D,A,A,D,1
No,E,38.128907343858096,-81.86699763641869,D,C,C,C,0
Yes,B,146.50894673333204,-5.302602409390779,E,B,B,E,1
Both,A,92.66589275835867,-74.6384963111541,C,E,E,B,1
Mental,D,84.15082712641505,-45.53147460607432,B,E,C,D,1
Yes,C,-63.513040990446655,-22.072274421350485,E,A,B,D,0
Physical,E,-26.21928897272614,256.18833693505,E,D,D,D,1
No,A,-53.3293732709967,13.201000905273846,B,B,E,C,1
None,C,-26.636307721159636,-13.87153698363588,A,D,E,A,0
Physical,A,5.7565419689301605,17.56601076214166,E,A,C,B,1
No,D,16.332055132577494,273.4011218275799,D,E,A,C,0
Mental,C,217.25436172735076,-128.44468892925082,D,D,D,A,1
No,A,-126.50554129840779,-44.81116579157184,B,A,E,A,0
Mental,C,-124.97385697545353,28.833678030668118,A,C,C,C,0
No,B,-76.06488628419704,46.853499459540814,C,C,D,C,1
Both,D,-44.65858400470585,53.862292800560226,E,B,D,A,1
Yes,D,5.347315898924931,176.22240512237684,B,B,D,B,0
None,B,-118.32590490376136,-175.806452264471,C,A,B,E,0
Yes,B,-14.110274056629931,-33.6383321569629,E,D,E,D,0
No,C,13.9691226530333,78.50218514419775,B,E,A,B,1
None,D,-70.45435742555739,-67.58880964494215,B,E,C,C,1
Physical,A,43.97685865052051,19.31904557302112,D,C,E,C,0
Physical,D,-39.87381051936665,-104.1855957369129,E,B,D,A,1
Both,B,35.9458073449734,91.78357541589298,E,C,A,B,0
No,C,152.79194364506358,-59.972815283492395,D,D,C,B,1
None,B,17.31575771936389,-19.904193828958682,C,D,B,B,1
Mental,A,-92.15344881208381,56.368194240358896,D,A,A,D,0
