sexuality,nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Heterosexual,Germany,-29.207600498650994,A,-57.71643012647998,B,C,B,A,A,C,-93.47023727259648,-23.84348154558574,65.84117310587125,C,1
Heterosexual,Mexico,-50.81240812382614,E,-89.42671774744211,E,C,D,B,E,A,205.29122396806713,-153.5010248382334,-40.62349840231651,C,1
Homosexual,India,-34.44283754578746,C,99.99816905989931,B,C,D,B,C,E,103.99050390031981,75.75441710400585,29.790725998715523,D,0
Homosexual,China,139.65048548377587,C,-60.9714472982526,D,B,C,C,A,D,-62.84073743997165,69.88947166907886,5.314972342341811,E,0
Homosexual,China,-48.59606171132163,A,67.27945377888445,B,D,B,C,A,A,79.2777131476975,-165.28904750601777,-15.399666847111593,C,1
Other,Other,5.663672471670676,D,63.04530346301572,E,A,D,D,E,A,-185.6809800553738,-20.782227696209272,-2.9370882009009955,E,0
Heterosexual,UK,-75.10115627858498,B,-55.26649800934798,D,B,D,A,C,D,-47.94481399720939,-3.8379227156938707,10.475534698175084,D,0
Other,US,136.19482190948875,A,76.79224889988645,E,B,E,E,A,C,-45.878783596435646,75.42512509772145,-8.565964272624127,A,0
Homosexual,Other,-188.35178048599778,E,-57.204850034318845,A,B,D,D,A,B,176.74925429350762,51.58087531160924,-53.38023811914183,B,1
Other,India,71.7264569215821,A,218.2475796766824,E,E,E,B,E,C,-71.2103931011835,4.494272336576518,21.60956742265511,B,0
Other,India,55.21541817538165,D,85.55609118196115,D,E,D,B,A,D,-98.55096574192801,-148.68635984491158,-83.53744757393723,B,1
Bisexual,Mexico,45.728594263047825,D,-1.6121782616028355,B,B,E,D,A,C,-62.97218607901891,29.137100219836608,165.48410418928944,D,1
Homosexual,Brazil,-4.507534840460251,A,88.38707848230676,C,D,A,D,C,E,68.50301269850027,-38.318585979203625,13.362347701678903,E,1
Heterosexual,India,116.57313539393522,C,-155.2190091220432,B,E,B,A,C,E,-126.68662263188477,28.409533009707438,13.974916054936571,D,0
Heterosexual,Brazil,-76.17407186334272,E,-23.022720641352954,A,A,C,C,E,D,-61.95326153638132,42.47242060325927,-110.89172291874341,C,0
Bisexual,Other,-100.43073472691624,B,-156.3437950946355,D,A,C,C,C,D,69.16822663145072,43.40688821625947,172.2731309950506,E,0
Other,Mexico,-158.90831934507435,A,-121.48610593067721,E,A,D,C,E,A,-69.82182240443996,1.5014955886059964,34.819573763971775,B,1
Other,Brazil,-104.46295421137192,C,8.858095474768234,B,D,D,B,B,D,93.76248833261788,240.71917547844257,-28.105296090245908,D,0
Heterosexual,US,-35.153308342556045,C,110.73433610329906,C,D,B,D,D,A,55.75186681278718,0.7680529759582564,-76.63683951605195,E,0
Other,Mexico,273.284619117481,E,287.4878161398105,B,C,B,B,D,D,245.76334537860765,-35.05432937963226,41.12040329530115,D,1
Other,Mexico,5.889956290404029,E,132.41567738136294,E,B,B,A,D,E,-34.622529363026224,33.25993272324323,-68.51356429215049,B,1
Heterosexual,US,-61.07246188868862,A,-16.493567574873488,E,E,E,E,C,D,-35.38433305118004,2.7560760557663535,-68.42929021365278,B,1
Other,Germany,85.90856324412499,A,-58.28900392317359,B,E,B,A,A,D,-93.45745283718308,1.8997067472077411,-85.64738924102573,C,1
Homosexual,US,79.363308540118,B,60.57274745817535,B,D,E,A,B,C,157.29724735561425,41.819856113006956,-59.921655037992196,C,0
Other,Germany,-336.6902560768727,C,-64.93016077549993,D,E,C,C,E,D,-104.61121170995258,94.94213767381999,-0.8268953226992837,D,0
Other,Brazil,-33.30427555972787,D,197.4598152071722,A,C,C,C,A,D,-48.96477825740931,-151.1920388580111,-7.755115518510385,E,1
Homosexual,Other,-69.49562284848476,C,60.9050451217977,C,E,C,D,D,D,-45.42586054443398,-45.38076245890812,226.5559225806673,E,0
Other,Mexico,-26.922347577399652,C,-74.90781446199762,B,E,E,D,C,B,-82.50198360063729,-46.30211176778036,-130.1153152224265,A,0
Heterosexual,China,121.03074849690574,B,73.88862878106245,B,A,B,B,C,E,-196.04736121147695,-44.64677561968281,-157.8680304073223,E,1
Heterosexual,US,-93.88445245333644,E,-78.87016424911867,E,D,A,E,C,A,-157.09161756502473,-93.25672596139046,-239.88452262543638,D,0
Homosexual,US,48.12086975756941,D,-112.29511241969634,B,B,C,D,C,B,-210.27795905671897,-14.819108404165782,-16.273341909629956,E,1
Heterosexual,Germany,-43.303469874065996,A,55.23016636220366,D,A,C,E,E,E,-57.15433619437107,7.093091515619529,12.79315573665041,E,0
Other,Other,-15.455297990882046,B,-160.66244293796296,B,E,B,B,C,A,-39.97802199787726,-129.1950167805852,-70.4928246315071,D,1
Homosexual,US,59.38293666673474,C,-31.157745921710926,B,C,C,A,A,D,-99.84517747081092,-148.53189336923666,-78.0303428164711,B,0
Heterosexual,Mexico,-131.0507666936615,D,-63.242544576351115,B,E,E,B,B,C,-137.51883672452922,-21.459094529132003,-50.540491185202676,C,0
Bisexual,Mexico,96.63255970003121,E,57.613129005496624,D,A,A,D,A,B,-64.86983760780275,-65.93227577944754,123.2604250758368,E,0
Other,India,54.65123172331812,A,75.7890662230103,D,D,E,E,D,B,-49.184707472324966,9.851516082804185,6.35869854673588,A,0
Heterosexual,Germany,52.28190712921935,B,8.440598049375922,C,C,A,E,C,A,-1.421639782858267,-39.20263699953414,-172.1350538326578,C,0
Homosexual,Other,87.62451854077129,E,128.024779652342,D,B,C,D,E,E,-320.5811792814144,-50.77098048833504,-3.9199755025547436,D,0
Homosexual,India,-220.505361077397,B,-27.07102123859532,B,B,B,C,E,D,161.96480038069535,116.08733770328979,9.025762137597384,B,0
Homosexual,UK,3.3449521849768944,A,-55.27137178392807,B,E,D,B,D,A,-43.121523561118416,171.20637753539017,128.15090900463647,E,0
Other,India,99.42584963156497,B,54.16026432664337,D,B,A,C,D,D,-124.8735049728114,-89.81310538762143,-130.44445100286222,A,1
Heterosexual,US,116.6678792813861,B,56.01693478270433,B,A,A,E,D,A,-206.42004172981026,-81.54752821596819,128.53710805718467,E,1
Bisexual,UK,192.36402445202242,B,167.27535540774298,B,E,C,A,B,B,-68.73765461735204,-29.414212600933553,72.17213000165036,C,0
Homosexual,UK,-34.92615042369709,A,-45.94730476792355,E,A,E,E,C,A,-108.2573193315501,-30.07453051045146,-59.5284110146227,E,1
Other,Other,-104.22482802797217,B,71.64432179568739,E,A,E,E,A,D,101.5066660253874,-72.20825968915756,-228.26609695072045,C,0
Other,Germany,86.64128125535304,B,-107.73369994625955,C,B,C,D,E,A,5.1515248493366,59.09140474139482,7.125993130661127,D,1
Homosexual,Brazil,-204.53284771464055,C,2.7066457208488917,B,B,E,C,D,C,76.11753078139128,267.84503211038395,-191.39119590521784,E,0
Bisexual,Mexico,-122.61525396727717,E,31.89266468346272,E,A,D,D,B,D,-98.7439322058044,190.63755791219904,-52.95781967728873,C,1
Bisexual,US,-13.971871863602207,E,-73.03849016219365,A,D,B,A,B,B,-161.21194166621888,-45.07828500165558,75.13416146530638,A,1
Other,Other,171.62840962276712,E,-62.11169296972312,D,B,C,E,A,E,-8.698216502504073,-102.88875457760662,-30.60937092513133,C,0
Heterosexual,UK,-47.4207578419281,E,0.03452040715611386,B,C,D,A,D,E,-3.946975646776147,-92.92887161677584,60.50482548945393,C,1
Bisexual,Germany,-161.618918030186,C,169.02871316858042,C,D,D,B,B,E,-27.601766479027155,-34.414999905300775,-142.53608640332553,D,0
Heterosexual,Brazil,-95.5183090242177,E,141.33346403800618,B,A,E,E,D,E,10.465642502965409,80.21033207092708,177.56047176182514,E,1
Other,China,-204.0324453190381,C,140.99734208848218,C,A,E,C,E,D,-32.450194644783984,-47.051530462983514,135.38282657607658,C,1
Heterosexual,Germany,153.19730511324988,E,175.14332607991247,A,B,E,A,E,B,117.98482452546529,108.4746601071793,-146.35553590945239,B,0
Other,UK,2.9983340118116693,E,-69.54622377969751,C,B,C,D,C,B,-81.79950070996604,-41.381807298433,-4.876811773577107,C,0
Homosexual,Brazil,39.790898003258896,D,8.710434461554984,D,E,C,E,C,D,106.22425135302205,70.50753140519704,15.197254721863434,B,0
Bisexual,India,5.909675018054804,C,-75.90998721400332,D,E,D,D,E,C,-91.07924936988697,101.76786318855515,152.85997110585865,C,1
Bisexual,US,12.470628205817208,C,36.3958889007982,A,C,D,B,A,E,-46.595226890312176,-139.77614582279182,70.43534045147098,E,1
Homosexual,Mexico,131.2235027790235,E,-82.03853746678101,B,E,A,A,D,D,83.28273262524391,-1.5839066211321906,-188.56222285356947,B,0
Homosexual,Germany,225.00620522704273,D,289.11780904218307,C,C,D,E,D,C,-46.34452051694418,110.6828530642731,-32.881750244362074,D,0
Bisexual,China,18.50359885975406,E,58.18103891258733,B,A,C,A,B,D,-40.285928016537596,16.772900005318238,24.985597127445985,C,1
Heterosexual,China,29.31647910002147,D,-24.101180491386078,E,C,B,B,B,E,15.127195979854216,-163.0749491115495,11.161763717672985,C,1
Heterosexual,Brazil,-26.158789876045645,C,144.33043048348338,E,A,C,E,D,A,31.258361875516695,179.55282803096338,-265.24669830165124,B,0
Homosexual,Other,184.5597924238862,C,-50.54639473108864,B,E,A,D,A,E,174.78669688599678,-187.7823616552451,144.57408646273623,B,1
Homosexual,India,193.97067885221657,E,80.64428127277287,B,B,C,E,A,A,94.15165866290177,134.99534451901462,121.10512558289419,B,0
Heterosexual,Germany,-117.411179170233,A,44.83714544389668,C,D,D,A,B,D,-16.550107131065506,-8.8672111979707,147.63323723588806,B,0
Heterosexual,Brazil,-125.24522496842276,D,-40.59322861860659,B,D,A,C,D,D,102.98927892573542,172.60528425935323,62.009492593624024,B,0
Homosexual,Other,-3.8670814367625894,D,164.48886390753228,A,D,E,C,B,A,116.27116263547168,23.927844359213484,14.949930490068372,B,1
Homosexual,Mexico,18.592057029546645,D,182.4528045759478,A,C,E,E,B,B,-4.824903036216986,138.48385957078185,5.917113527759796,C,1
Homosexual,India,152.9531473957801,D,56.87160028720651,D,D,D,D,B,B,-80.0255411095969,-115.30339787079707,143.75687519212096,A,0
Bisexual,Brazil,181.04070604259886,C,-54.145046857091174,D,E,D,C,A,C,111.68392754605163,-132.9282821510923,-58.59283286826012,B,1
Homosexual,China,-108.12375411209796,D,-86.61306580631789,E,B,B,C,E,E,42.97536052026661,-153.49131822221526,143.34948800901967,C,1
Homosexual,China,23.343715458090582,C,44.042525814668245,B,E,B,A,B,A,59.05027195682767,-90.74988527944345,-61.74690735125673,A,1
Other,UK,39.29553089704507,E,-228.13233545238023,A,C,E,E,C,D,105.3963616289697,-28.068946951817576,-11.003231348717863,E,0
Homosexual,UK,98.58017612910137,E,252.1820758676008,B,B,B,B,D,A,-89.94747397370249,18.239920962766202,53.361669762567956,C,0
Heterosexual,China,-15.38553018962174,A,10.307262265739748,A,E,C,A,D,E,-15.124695554422418,-45.3476034699739,123.56188564935692,A,1
Bisexual,US,-101.76368221133497,D,-0.05525905574197963,C,C,E,A,B,A,-2.6375032097699416,24.38958426466266,-63.17080411119158,D,1
Homosexual,China,-125.4825635587871,E,6.682671856877398,E,C,B,E,D,D,-54.24925588718285,58.979556144622514,-34.74321648816494,C,1
Bisexual,UK,-76.5297076084526,E,171.61311668071403,D,D,E,C,E,C,1.513016938424325,-127.50473446533985,-0.5802029048117185,A,0
Other,China,-25.26063823122734,D,-22.003008695656927,E,D,B,E,C,A,-41.45006150803254,80.35456318320607,-96.73659072513058,C,1
Other,China,119.95114257287487,A,-39.585158339951874,D,D,C,D,B,B,-38.66518395388516,164.51043652321846,18.439842871895518,B,0
Bisexual,Germany,-76.53557720764422,C,0.27381204957965527,A,C,D,E,E,A,64.70933872551106,-27.332730272450434,160.04270708389836,D,1
Other,Mexico,-73.79824947583695,B,37.521809633770545,B,C,C,E,E,A,27.62867150009899,-27.84366019584233,70.6672063647548,C,1
Homosexual,India,-121.83452705791697,B,20.565841239975022,E,C,E,E,B,A,63.753298163871634,-15.474189162650056,43.75904333646308,B,0
Bisexual,Mexico,4.286162032699653,A,54.02498490791039,D,A,C,D,C,B,-3.515913380790916,32.72701049711896,275.4029662696775,D,1
Bisexual,UK,-63.6601625919644,B,86.87526879821915,D,B,D,C,D,D,131.92319172518984,-195.36652199555002,-2.7909808732304517,B,1
Other,Brazil,32.127970201977774,A,77.62851284980813,C,B,C,D,A,E,-30.721339787737566,-112.5447406981988,9.058425800403901,D,1
Homosexual,Brazil,-30.183567798116005,B,3.252082508121152,C,D,A,C,C,D,73.28916544728497,14.417240596281786,-21.528949809996675,E,1
Other,US,68.33887499654723,E,-164.7504400906666,E,D,B,D,E,E,-15.374377168370382,147.98319839852562,131.72587749265904,E,0
Bisexual,UK,88.47865440848808,C,135.40441598466685,B,C,B,E,E,D,44.594847487985724,-141.16112586644462,46.563479679613664,D,1
Other,US,21.601491043413407,E,-151.58435768500732,C,A,D,D,D,A,-224.69074222512555,-59.341491401290355,-11.59694445684939,D,0
Homosexual,Mexico,-191.6527959632099,E,54.78193984558345,C,D,D,B,D,C,-25.65937888108114,-184.9786841496431,-122.48709336044816,A,1
Bisexual,Germany,92.90861055967237,A,67.97056139865786,B,E,E,B,A,C,61.33498792528438,26.337650130424002,22.9296934108854,A,1
Heterosexual,Other,-158.27841497705256,B,-52.1513513780019,D,B,E,E,B,A,-60.211350500798055,166.1993459120546,-14.811799433712162,A,1
Bisexual,Other,95.44706597622364,A,-76.3418859557015,C,C,B,B,B,D,-131.0268707688886,115.11480249641413,48.81035175086725,B,1
Bisexual,UK,16.77028787267678,E,89.67462155953882,C,B,C,B,C,A,37.366378669917374,2.1872976856266506,-40.205395989496736,E,0
Homosexual,Brazil,-75.36135528516719,B,59.41508904818914,D,B,E,B,E,B,124.05961218407404,-82.32451579013615,-140.76522159506638,C,1
Heterosexual,Other,64.07685676997039,A,-33.14597646414824,A,C,D,B,C,C,45.072478295956344,37.017501808858036,69.76405609276574,D,0
Other,China,-89.88405150786889,A,18.79942627857681,E,B,A,C,E,C,4.78590533604981,82.88076860361444,16.64682617207953,E,1
Bisexual,UK,-6.195130127513964,A,9.990237216059224,D,D,B,D,B,C,-151.33321607665437,-95.9621563574943,38.29113942167868,B,0
Other,US,4.821879416329254,B,13.960330095247933,D,E,A,A,A,A,44.29651174136476,-93.85011820067386,122.16744915257725,A,1
Homosexual,Brazil,-66.83185690266873,D,71.70101907736905,E,A,B,C,B,C,-65.59323905479152,-70.54331729731322,103.69202202144254,A,0
Homosexual,Germany,-21.366590856960965,D,-6.4012194591509655,D,A,E,C,C,B,-193.44189004896444,-13.602752453241873,92.24236139647995,E,0
Bisexual,UK,7.315275847087609,D,-100.88317728505605,E,E,C,D,C,C,65.41341835332598,48.50910887244327,17.12098329524407,E,1
Bisexual,Other,119.26305744106263,B,80.83862041006041,D,C,A,B,E,E,-29.687082349303857,-58.761291795308736,-25.766234569934955,E,1
Homosexual,Mexico,2.980086252339991,D,-80.50453782294454,E,A,D,B,C,B,16.850188277658113,-300.56702582755446,-51.247199061715506,E,0
Other,Germany,46.17997130459614,C,76.82365231279135,B,E,C,B,A,D,-28.59955984880652,-68.53891367657486,-190.95380090013376,E,1
Heterosexual,Brazil,-140.10478888056826,C,-66.74002821347226,C,B,B,D,A,B,113.27092067011613,92.88621893996752,-20.88625947990029,E,0
Heterosexual,UK,83.19278965492762,A,-66.30773645146,E,D,C,C,A,A,65.87146434784282,115.88959172528139,-177.50503899386615,D,0
Homosexual,US,119.501622978249,C,-3.7155802613999445,D,E,C,C,E,E,179.25234070118677,86.52822963581961,-127.07109337923355,B,0
Heterosexual,UK,-52.50954144911222,C,23.9482003231521,C,E,D,B,C,D,-10.449947171193369,-88.11388916255521,194.37719777287225,E,0
Other,India,-27.968937098942,B,-221.98929511316686,A,B,A,E,C,A,-74.57788342543175,109.41721073993847,-15.919994007138444,D,0
Heterosexual,Germany,-17.955689238871333,E,-70.18876188310934,E,B,E,B,C,E,-3.6256309442780674,-108.7755813852826,-66.2833391473252,B,1
Heterosexual,Germany,52.592654753839255,A,-128.23384421323104,D,C,C,A,C,A,38.15480513753408,5.725179117083705,-77.84609406491771,E,0
Heterosexual,Mexico,-58.05200741553932,D,-13.716314699597318,E,C,B,C,C,E,-35.439216496296424,21.783854169187077,-103.29513393532987,A,0
Other,Brazil,-31.771520987608643,B,-67.6478662024776,A,D,B,E,C,C,234.1183653525429,-118.08197288569238,-52.50555274632336,B,0
Bisexual,UK,42.131246507385576,D,145.56566477034934,C,D,E,A,B,C,99.44202922493751,-7.016333771111929,-23.78052160383925,D,1
Other,China,-182.8683695478085,E,72.34839915944391,B,A,E,A,A,D,-39.420028872106194,-55.5499370107297,-11.708139816514908,D,1
Heterosexual,UK,-80.91407052354764,A,-84.5012244854669,E,E,E,C,A,E,14.978511917531465,48.77078287600363,97.05821805132086,B,0
Homosexual,China,-114.2652496226479,C,27.478091064749233,C,B,D,D,D,C,-57.830767149583636,-29.52284622892001,-36.90660861326144,E,0
Bisexual,Other,-11.417540875013511,D,133.2339999810973,E,A,E,A,E,A,-74.8988817425143,-36.72987744679407,157.47339239469278,D,0
Homosexual,Brazil,-4.152790603946059,A,76.28699413392305,E,C,C,D,C,A,-48.59887781148809,-11.306155968598087,175.5155701479997,A,0
Bisexual,Brazil,-108.54981569473672,C,60.56102367362286,E,C,E,E,A,D,-61.73826343307769,-180.5768050384597,-179.16871289447988,D,0
Other,Other,-127.10747260784234,A,-74.53176502085745,A,E,E,D,D,A,60.42805286769541,75.33940611397037,-63.12522203261569,B,1
Homosexual,UK,-118.41681136217537,B,-1.8621982403011186,D,B,A,C,B,B,140.0466477290023,-140.33316052994508,-64.4035528033341,D,0
Heterosexual,Other,0.3609174144403318,E,86.49234077465664,C,A,C,C,B,B,61.08861726992263,-56.054019080231754,-26.815907351308415,C,0
Bisexual,Germany,-50.49661392010959,D,-28.072913917662166,A,A,B,A,A,B,-38.5357185637993,0.633851866038292,-41.57652226463785,A,0
Homosexual,US,-64.0542870238989,B,-95.79131412931021,E,C,C,A,E,A,45.323425444495804,-178.28947505468065,-97.30781123362092,D,0
Bisexual,Germany,-10.908131102731867,E,235.7704536383802,D,C,D,A,D,D,-9.645014462184104,51.44779190399578,16.139992972467436,D,1
Heterosexual,Other,28.74261085574866,E,-108.0035552502457,E,A,B,D,E,E,-26.109489325953955,-23.32862740582877,10.822214169377922,D,0
Other,China,-56.648502099457524,A,103.6216597614743,C,A,D,D,A,A,-76.09844819763497,-65.2908622928097,-72.61478162653606,D,1
Heterosexual,Mexico,14.343527567997915,D,-33.550611282724354,E,C,D,A,E,E,-18.42363659664985,-4.264331430333295,-22.52987962417487,D,0
Other,UK,-13.983561598590018,E,-63.21272859064375,D,C,C,B,A,A,-110.19598501275807,5.6757173320404615,165.19928231018903,D,1
Other,China,-117.5707644198091,B,82.29735531752037,B,D,C,E,C,A,42.081521175266694,15.712078578231944,14.667316158559792,C,0
Homosexual,China,82.95689050201413,D,-113.92452612889912,D,A,E,C,E,A,10.414556538799747,53.17021478721149,146.11169276631344,C,0
Homosexual,China,-12.45339774756137,E,174.01030651237187,A,C,A,C,A,B,-73.09258370545186,64.75765819730668,-143.1638180897532,A,0
Homosexual,China,119.25214159533428,B,-70.30550336410145,E,C,A,D,C,B,193.46813407567822,126.48916213474739,132.37445495541104,D,1
Homosexual,Mexico,67.40349418388243,B,-79.34778900958304,E,C,C,A,C,E,-107.3139121256492,-108.31874658316325,-25.466131323353313,D,0
Other,Brazil,143.38800917819157,D,43.39251453264239,E,B,B,E,B,C,-127.95022265636999,50.04573575990789,-185.9722117081891,C,0
Other,Other,-170.27617874486137,A,162.7157060094465,E,C,E,B,E,A,-30.393090920494757,106.33805194243442,45.95423020350249,C,1
Heterosexual,Other,45.48297400990475,D,-83.14259491636228,E,B,A,E,E,B,3.7901136781743774,51.59285757073875,-51.469439833397445,E,0
Heterosexual,UK,11.126586398058237,B,-146.3719362162867,E,D,C,A,A,E,-109.5695762323405,60.78967142042738,-43.84709794649432,A,0
Heterosexual,Germany,358.11418369597504,C,-1.9618311409076266,B,B,B,C,D,D,-223.0732995595794,-96.12911435898347,0.17909750662642285,E,0
Homosexual,China,-156.01565227808766,E,-42.44655685056517,D,E,B,A,D,A,-129.57395179055084,195.76970184829383,-148.73252726470955,D,0
Homosexual,UK,-42.47858461903673,D,129.04678929821637,E,D,A,C,D,C,16.60029931229566,37.806969577841215,-40.899766730242995,D,0
Homosexual,Other,75.65123442508828,D,-44.32845156160179,B,B,A,C,B,D,-212.00057810568276,107.34328402118369,68.83594763705068,C,0
Homosexual,China,90.53038979192108,D,33.17559326236888,B,C,B,E,D,A,57.03583406890286,-115.83230612682931,-127.55344483917781,B,1
Other,Mexico,147.40789560145276,B,-85.21838215116624,B,C,B,A,E,E,173.03245126234506,35.37203468383299,-62.917549359742154,A,0
Heterosexual,China,-150.56628522269986,A,155.0887133471652,B,E,B,D,C,A,-75.25365814644944,73.9151789187818,26.99533831525491,D,0
Heterosexual,US,-96.680520057046,C,67.1143705160274,A,A,B,E,C,C,-18.677107723581475,123.44987440150223,-69.70991322585725,A,0
Homosexual,US,-39.99567864063723,B,2.6574887599685897,D,E,E,A,A,C,-101.16755940701529,-49.54194509583422,30.147704196491237,D,1
Heterosexual,UK,20.423991670870674,E,-19.997400183178453,E,B,D,D,E,D,72.3637192395251,-38.62244828646186,94.83458591158988,C,1
Other,Brazil,28.76990694549339,D,-116.00427036853031,D,B,B,A,B,E,53.21811436885818,-112.49578397451768,-0.30866231347783024,A,1
Heterosexual,US,-176.22855867031132,D,-52.476261446163505,B,B,B,B,E,B,-172.76021347149137,116.12636425471973,-17.667633904704434,D,1
Homosexual,China,-63.23997099860262,D,-12.007502937617561,E,E,A,C,C,C,188.51330154496543,64.93628688259133,-27.1274545785684,C,0
Heterosexual,Brazil,-116.34948102021015,E,-256.00526178698175,B,E,C,A,E,A,-182.3228285290551,-115.68515805169885,-98.1067536903557,B,0
Bisexual,Mexico,50.40270762378284,D,-59.014509548143714,D,D,D,D,E,B,-184.77775918603177,95.33313846915132,101.63864464697502,D,0
Heterosexual,Other,-21.785628656851284,B,-59.61950216425943,C,E,B,B,E,D,-186.13574338450016,-34.227825707058614,89.05563356822634,C,0
Heterosexual,Brazil,-1.4763131979886057,C,-242.4800794726854,D,B,D,C,D,B,-129.08206641563925,35.82476979287181,-68.50311456827842,E,1
Other,Other,105.66813923979817,A,-27.994376093476937,A,C,B,A,C,B,-100.26055269022834,14.932603781880532,-53.827040571505115,B,0
Homosexual,US,-25.32262696050963,D,-135.99928301246123,A,A,E,A,E,C,33.341529683420106,121.68483714221772,24.612365788837664,E,0
Other,China,-218.6257534908953,C,-20.531455275529616,A,A,D,D,C,A,77.63067510466882,42.560712842448126,-157.38510065658232,B,1
Other,Mexico,56.30697995835795,B,45.92333911834678,A,E,A,C,E,E,-124.4868139111775,-122.27376639020797,9.01739024863835,B,0
Homosexual,China,203.02902983258338,A,-181.17259832204195,B,E,C,E,C,B,2.3784944471417018,70.92981484288215,-58.71335711192908,E,0
Heterosexual,US,-55.54782099728396,D,-25.82264002684646,A,D,C,B,E,C,-127.8251748324938,69.50513960231378,-24.777787453623862,C,1
Homosexual,Germany,80.97438757503062,D,19.022917541558726,C,D,B,C,B,C,4.523042432293918,-150.30484943565705,-66.96907788713705,A,1
Bisexual,Other,145.1071278556902,C,9.576435139701173,C,E,B,E,A,B,-79.88109770529215,79.10385358619631,-65.17301337665246,E,1
Homosexual,China,131.27716231836035,C,20.99283707177223,C,A,A,E,A,D,1.6799075361075648,13.246329519564004,115.42889273609103,D,1
Heterosexual,Brazil,133.41141334386663,D,19.69417642486824,D,A,B,A,B,D,129.62024732452142,109.08850321849913,-78.6185463760527,C,1
Heterosexual,Other,-49.94577854179242,A,-106.05006472103938,A,A,B,C,B,C,110.54148962795112,58.890120889333765,22.313022823279514,B,0
Bisexual,China,258.4215049691105,A,59.61301132680544,B,D,A,D,E,C,171.31670058389324,-67.12392691540349,-158.93276485526042,A,1
Heterosexual,Other,140.71369332960194,E,-48.62154420050605,B,E,C,C,E,D,-22.21854223996536,2.926757909697633,-74.56818081819215,E,0
Bisexual,India,-100.22889155648392,D,-142.70515923035737,C,B,E,E,E,C,115.76307267298273,126.27027221968157,38.717545156006395,A,0
Bisexual,Mexico,27.669592611119835,D,-23.0317896970858,D,C,A,D,B,A,-182.11580502250797,-28.115556261696483,149.12209861852332,B,0
Homosexual,Other,-177.6158570332993,A,120.86566294147877,B,D,B,E,D,E,57.234332512306096,99.9671890033929,-2.083258486143393,E,0
Other,UK,-73.54885573805502,D,65.51062034235044,A,C,E,A,B,B,-238.46341934969226,-57.64675085596503,32.400490716921084,A,1
Bisexual,Brazil,-165.47112417919962,A,-81.04841118050552,E,B,D,E,C,B,73.46202169352172,-166.3496570277689,-108.95830573685919,A,0
Other,Brazil,-68.60864857596573,C,13.905297637685662,D,B,E,A,E,A,132.05772721959735,-168.73514506512788,-6.739356628715817,C,0
Heterosexual,Other,-112.87631756977348,B,-61.93067396559763,E,A,A,E,B,B,-49.84012507534247,135.3202387828947,90.35624331842766,C,1
Other,Mexico,25.967333814888004,D,-39.66298392582389,B,C,E,D,B,D,-11.50320620405799,38.363525930532774,20.057552200556543,D,0
Heterosexual,US,-97.57905344103115,D,236.6382296675419,B,E,B,C,E,C,-127.24714551237253,-11.246918266862286,26.778944209243665,E,0
Bisexual,Brazil,124.56557957722929,B,-110.3174795450493,C,B,C,B,D,B,-49.104641163432674,99.40785197682266,-67.2467413668623,E,0
Heterosexual,US,56.738475309299034,D,0.02394168680488992,D,D,B,C,D,D,106.05486050670685,-96.93195604962654,34.80366270173396,A,0
Bisexual,US,87.60103252570593,D,98.08008690019075,B,D,D,A,D,E,-72.8167294132999,124.60780975906249,-14.489777571271164,D,1
Bisexual,Mexico,70.3937524188024,B,114.8783431403652,D,D,A,B,A,E,250.8421630068225,18.914522734947965,-11.014186348246104,B,1
Other,Mexico,-169.42289648343473,E,92.43820229034718,D,B,B,C,E,A,-67.14486014463016,76.83129560822574,129.0971156168216,D,0
Homosexual,Other,47.5911232183383,C,-160.59847103708006,A,C,D,A,A,C,12.582767157137182,4.242465986653798,-28.46919682036959,D,0
Other,Germany,20.634366168146663,D,-13.232485609547053,A,C,B,C,C,A,53.56526909851852,40.29989228819887,27.19161793567732,A,0
Heterosexual,Brazil,76.96968353971336,C,122.22384851169292,E,D,B,E,B,D,-156.4459213862477,-72.10561878970286,-52.42517695325887,D,1
Other,Other,-6.258901847336523,E,228.81386244837222,C,E,B,C,B,E,-122.33688155446755,-13.267573481458914,-38.50961218723798,A,0
Homosexual,Germany,134.1576183823886,A,43.67138671207197,D,C,D,E,D,B,154.92989610152154,86.17252987857246,32.3618158861625,C,0
Other,US,104.61752511066516,E,-44.21096418141647,A,D,B,C,E,D,4.961767629687507,-39.187511273133104,72.5323250813329,C,1
Other,US,-29.64415984942981,C,93.45043404870383,E,A,D,D,A,E,64.69403075038535,-39.8944945904765,-41.12371100249435,E,0
Heterosexual,Mexico,-33.88594813410559,D,-12.77678048107991,D,C,E,A,D,D,70.0138749541201,-136.65002995022417,-116.61197289666529,E,1
Bisexual,Mexico,-70.44639768343019,B,-51.56788896499731,D,D,A,C,B,B,-24.25061290540859,91.2320056734682,-23.76093778951825,C,0
Heterosexual,UK,30.483946017271997,B,106.991725936605,B,D,E,B,D,B,149.1847897239296,11.135100199792133,-109.32754906687943,C,0
Heterosexual,Mexico,-153.84167866431534,A,-47.2840758154351,B,A,C,E,A,E,-139.3687535343201,33.947744303495,-39.203360378816676,A,0
Other,UK,36.87321501976966,C,43.25101943230199,E,E,B,E,D,E,45.0095337879211,159.13711923171985,-100.8586905656635,B,0
