married,feature_0,feature_1,feature_2,feature_3,feature_4,target
Divorced,B,B,D,C,31.001962443641307,0
Widowed,D,D,C,C,151.0957187616269,0
Widowed,B,A,A,C,-45.998221858699026,1
Married,E,C,A,A,-20.41484464705509,1
Widowed,C,E,E,D,82.47707929994122,1
Divorced,A,C,B,E,95.23704109255632,0
Widowed,A,E,D,A,-122.67005343236367,1
Divorced,C,D,E,C,-135.86285529071498,0
Divorced,D,B,A,E,9.148055038234629,0
Single,D,D,D,C,-18.44460795984755,1
Single,A,D,D,B,-63.43198340829444,1
Widowed,B,E,A,B,164.4396379012994,0
Married,A,A,D,C,97.42763352388604,0
Widowed,C,E,C,E,19.76881577020461,0
Widowed,A,B,B,D,42.14095973853071,0
Married,B,E,D,A,9.485535065444619,1
Single,A,E,A,D,-158.57097342227345,1
Divorced,A,E,B,B,-58.74021900899491,0
Single,A,E,B,C,164.43877353645263,0
Divorced,E,A,C,A,68.86118814172193,1
Widowed,B,D,D,C,64.09765186606106,1
Widowed,D,A,A,D,146.2436305754866,0
Single,C,A,A,C,201.85087941490778,0
Widowed,B,A,B,D,-63.83332874255967,0
Married,E,D,A,D,189.74060676049345,1
Single,E,B,D,B,48.54548167688247,1
Divorced,A,E,C,C,145.25578771108977,1
Single,A,C,B,E,-51.22676550715368,0
Widowed,D,D,A,A,-101.79562050741917,0
Divorced,A,E,D,B,42.19877601715338,1
Divorced,A,D,B,D,-201.33091106017145,1
Divorced,A,E,D,C,184.88773658959443,0
Single,D,B,E,C,25.980162906004605,0
Divorced,B,C,D,E,-11.320635165123612,1
Divorced,D,A,C,D,-20.2974757097829,0
Single,E,D,D,B,55.76430756994406,0
Married,E,E,B,A,220.65164859734088,1
Married,D,A,B,B,77.16141067553147,1
Divorced,A,A,B,B,-86.22356993605845,1
Widowed,B,B,A,E,-57.7090222889558,0
Divorced,A,C,D,B,-41.916709171652165,1
Single,A,A,A,A,-51.95958030228849,0
Married,C,E,E,B,129.3820962623526,0
Married,C,B,E,A,-4.78335118704127,0
Widowed,C,C,E,C,-114.91423032149883,1
Single,A,B,E,A,-255.56121080131206,0
Widowed,D,C,A,D,51.90478807617362,0
Married,D,C,D,E,139.22522242388507,1
Married,B,A,D,C,35.135253509071894,1
Divorced,B,A,D,D,43.305863945323075,0
Single,D,D,A,D,132.6170653735988,0
Widowed,B,A,D,C,-105.21324680782311,0
Married,B,E,C,D,119.51320047068049,1
Divorced,E,C,A,E,-22.274681457470702,0
Widowed,D,B,E,E,119.4335075431306,0
Widowed,D,A,E,C,179.61804660595163,1
Married,D,A,E,C,88.01254693502204,1
Divorced,A,C,C,E,35.344404314924965,1
Divorced,A,A,B,E,92.41433837290532,0
Widowed,A,E,E,C,21.370689488996632,0
Married,B,E,D,D,-59.81446003923686,1
Married,A,B,A,E,6.089863614758903,0
Married,D,D,D,A,82.20380679130322,1
Widowed,D,B,D,B,-108.50784803514135,0
Divorced,A,B,A,B,140.77466080297077,1
Married,C,E,B,C,-68.85643525357284,0
Divorced,E,C,D,E,42.39088895238391,0
Widowed,A,E,D,B,-120.23818648147785,0
Married,D,B,D,E,-56.582605010001686,0
Single,A,C,B,D,-2.9024809086808765,0
Divorced,C,A,B,A,-34.25138810296268,1
Married,B,C,E,D,162.42196697360953,1
Single,B,D,D,B,-210.4351723219017,1
Married,D,D,A,C,-55.44041744303281,1
Married,C,E,B,E,-113.8502667018402,0
Married,E,E,E,B,89.98048159596198,1
Widowed,A,E,E,B,46.560942336634504,1
Single,D,D,D,B,-136.96598557055722,0
Married,E,D,A,E,141.70719243039136,0
Widowed,B,C,B,B,48.34320481349636,0
Married,E,C,C,A,-0.1635212819647795,1
Married,B,A,B,B,-91.36583205724918,1
Single,E,C,E,C,-107.78055119545536,0
Widowed,C,D,C,A,-121.27271219786505,1
Divorced,C,C,E,C,-146.91656443727467,0
Single,C,A,C,A,36.446749555440924,1
Married,B,C,E,D,31.59360348749362,1
Divorced,B,D,B,C,9.817313819487318,0
Divorced,D,E,D,C,-109.28296754633912,1
Single,A,B,A,D,-121.05277935962204,1
Single,E,B,B,C,-118.36060259439994,0
Married,A,B,C,E,37.96076720016669,1
Married,B,D,E,B,10.437962268657206,1
Single,B,C,C,D,13.842265104045628,1
Single,C,D,B,E,-173.0665339723486,1
Married,A,B,C,C,-90.49637090147195,1
Divorced,B,C,A,D,-14.064597258462964,1
Widowed,A,E,E,C,-73.75002746021234,0
Divorced,D,D,A,D,36.627951567107374,0
Married,E,E,C,B,111.48911647117738,0
Widowed,E,C,B,E,197.14477031198655,0
Widowed,C,D,A,C,-54.90830181992224,0
Divorced,C,B,A,D,96.05634820623847,0
Widowed,E,D,B,A,-42.484941124539766,0
Divorced,A,D,A,C,168.3304586230952,1
Married,C,C,C,C,-55.86865215657739,1
Widowed,E,E,C,A,184.16850904562176,1
Single,E,A,E,C,-59.482792281496714,1
Widowed,A,C,D,C,-22.3124638943222,0
Widowed,D,E,A,C,33.49597141469356,1
Divorced,E,D,B,A,-89.11308869053583,1
Widowed,A,B,C,C,173.7308733256324,1
Single,B,E,C,C,-107.3435933078438,1
Single,E,C,D,E,19.43033389858306,1
Widowed,E,B,B,B,-258.3311944991026,0
Single,C,D,C,E,-181.3004934654479,1
Divorced,A,A,C,D,-11.4169041905381,1
Married,D,E,D,E,111.1575236437811,1
Single,C,B,C,E,-16.709286485191868,0
Married,D,E,D,C,109.40148995633766,1
Widowed,B,C,C,B,-51.714480632187886,0
Married,A,E,D,B,-201.17038556281477,1
Divorced,C,A,E,E,-105.37973677033673,0
Widowed,A,E,C,D,94.59375895947711,1
Widowed,B,C,C,C,-60.95415402809567,1
Divorced,D,E,C,B,-148.28172485649475,1
Married,C,B,E,E,1.8106322601885094,0
Single,E,B,E,E,-80.96190709661178,1
Widowed,C,A,A,A,17.719372529094333,1
Married,A,D,B,B,-140.12432581189486,1
Single,B,A,A,B,-208.42441208758956,1
Single,A,C,D,A,67.80326954855909,0
Married,C,B,E,E,-16.539058564034615,0
Single,A,B,B,D,48.881477709575854,0
Divorced,B,C,D,E,-67.95237556280847,0
Divorced,D,B,D,D,77.98628839703312,1
Divorced,D,C,C,B,148.50160958209239,0
Married,A,D,D,B,-92.40419849218739,0
Single,D,C,B,D,-5.1037777649411575,1
Widowed,B,A,D,C,44.78523754009613,1
Divorced,A,D,E,D,16.560149726712076,0
Widowed,E,D,D,D,-120.32929658977913,0
Divorced,A,C,E,A,-70.8392932981742,1
Married,D,E,C,B,-57.0424172309966,0
Divorced,C,A,A,B,104.18678317655355,0
Single,D,E,B,B,-48.191358040756406,0
Married,A,B,B,C,169.33721177818316,0
Divorced,E,C,B,B,-83.24405396210844,0
Widowed,E,E,B,A,-6.332393613059795,0
Single,A,A,C,A,-30.252646856079718,0
Married,E,B,D,C,59.896439412221895,1
Divorced,E,E,E,B,-19.660790144316774,0
Married,C,C,A,E,-23.728615983423428,0
Married,C,C,B,D,192.45371977595178,0
Divorced,E,B,E,B,203.91026861453997,0
Widowed,B,D,B,B,-122.68305253032403,0
Divorced,D,D,B,E,-59.6717286180527,1
Married,D,B,E,D,-66.51755868364117,0
Single,B,C,A,C,13.353337205057404,0
Married,E,C,C,E,-96.3684593610465,1
Single,E,D,A,C,-24.62185344223711,1
Single,B,D,E,A,45.95663703986104,0
Widowed,E,E,B,E,7.792689701687366,1
Widowed,C,E,C,E,200.0941021461764,1
Widowed,C,D,E,E,-157.3744113294528,1
Divorced,B,C,B,E,-118.37866311689238,1
Divorced,B,C,D,D,138.4260202012108,0
Single,D,D,D,B,-83.29035011340036,0
Married,C,A,D,E,198.9011016202411,1
Married,B,E,D,B,-116.98767879007971,1
Divorced,D,D,C,B,-37.42980316754586,1
Widowed,C,B,D,E,-37.495267053070236,1
Single,D,E,D,A,-66.32487739060421,1
Divorced,B,C,D,E,-51.86784766724454,0
Divorced,A,B,A,B,-3.1764250106834204,0
Widowed,B,E,C,B,139.5639692547565,1
Widowed,A,C,D,D,78.49151520449064,0
Widowed,A,A,E,E,44.14860424844767,0
Widowed,D,D,A,A,-155.69138995585695,1
Single,A,B,D,C,-124.16491256330731,0
Widowed,B,C,D,B,-177.3662759313551,0
Married,A,D,C,B,-149.17087408770323,0
Single,A,E,A,A,-29.516117557885057,1
Single,C,D,A,A,-57.014896052288464,0
Single,C,D,C,C,15.047660150128353,0
Married,D,E,E,A,48.577024402923634,0
Married,D,D,C,D,-5.502283029844337,0
Married,A,A,C,C,38.97794086768223,0
Single,A,C,A,A,208.99431941015786,0
Widowed,B,D,B,D,-149.03763214219867,0
Single,C,B,E,B,-59.00517867747836,1
Widowed,E,C,A,C,85.20112740188131,0
Single,A,D,D,B,269.9213341190393,1
Married,E,E,A,A,-69.54007413249965,1
Single,B,B,B,E,-93.59022722499346,1
Married,C,A,E,A,-18.68410805196032,0
Divorced,A,E,B,C,-58.382025436438525,0
Married,B,B,E,E,-122.43108142209427,1
Married,A,C,A,D,24.42320950333,0
Divorced,C,C,B,A,36.03443036988621,1
Divorced,A,C,A,A,91.9296059159682,1
Single,E,A,E,A,34.60277248038866,0
Divorced,D,C,E,E,-121.19753899223515,1
Married,E,D,B,D,119.30563024330702,1
Married,E,C,B,D,46.237258389499566,0
Divorced,A,C,D,A,63.53111628757572,0
Widowed,B,D,B,A,-90.06809721486994,0
Divorced,E,E,D,E,-35.24023277751765,0
Married,C,D,E,C,59.54374483807078,1
Divorced,B,B,B,C,157.6356862705628,1
Married,B,D,E,B,13.834732781480556,0
Widowed,E,A,A,A,80.62974554760471,1
Widowed,D,C,D,A,-25.128487875258422,0
Divorced,E,C,E,C,6.988747031171852,1
Divorced,B,B,D,C,-3.214331892594211,1
Single,C,D,C,C,89.0494318738714,1
Widowed,B,B,C,A,-74.25237868484015,0
Divorced,C,C,B,E,-28.57035201499281,1
Single,A,E,B,C,4.63504596609233,1
Divorced,E,A,A,C,-1.1910081588868546,1
Divorced,B,D,D,D,92.34278127623116,1
Widowed,C,D,D,A,177.34263877962735,0
Single,D,B,C,D,62.84384359175475,1
Single,C,A,B,E,-15.271678597702962,0
Widowed,D,B,A,D,36.45272602637167,0
Widowed,B,B,C,A,-66.98759394885212,0
Married,E,C,D,E,71.31162430195909,0
Single,B,A,D,D,129.8767335205661,0
Widowed,A,E,E,B,161.61744876599693,1
Married,D,C,E,E,10.015938646816172,0
Divorced,C,A,C,B,186.04779194971653,0
Single,C,A,D,B,265.79977946407075,1
Single,B,E,B,B,36.98681928286095,1
Married,A,E,D,C,133.58440554027956,0
Widowed,C,A,D,B,99.48197784340478,0
Single,D,B,D,D,-34.310221772702896,1
Widowed,E,B,E,D,36.83246649342319,0
Widowed,A,A,A,D,46.99207207460143,1
Divorced,B,C,A,D,-145.07908806626898,1
Married,C,C,E,B,123.37585210849895,0
Widowed,B,E,E,B,-54.9633313819904,1
Divorced,A,B,C,A,69.2271635550708,0
Married,C,A,D,E,-41.74160724549034,1
Single,A,E,E,C,47.31571726200789,0
Divorced,C,B,B,D,-16.770462878222038,0
Divorced,C,E,A,B,-0.9291293242701938,1
Divorced,B,E,E,E,-81.16433187405254,0
Married,B,E,B,C,-39.02820751725121,1
Married,E,D,E,C,51.05551524761979,1
Widowed,C,D,D,D,23.119956592368407,0
Single,C,E,A,E,138.11461388122748,1
Single,B,D,C,E,-73.31120340662066,1
Divorced,B,D,B,E,53.309089995686534,1
Widowed,A,A,A,B,-38.95278926561875,0
Single,E,E,E,A,113.28169574878302,0
Divorced,E,C,A,C,8.594189286664673,0
Single,A,A,A,E,55.16797587927497,0
Single,A,C,C,E,111.48515924691802,1
Married,D,B,B,E,-12.051347481171957,0
Widowed,C,B,D,E,-82.79982907124366,0
Divorced,D,C,E,B,174.07310243611178,1
Divorced,A,C,E,B,-95.6887523112805,0
Widowed,A,E,A,A,88.52635372768239,0
Widowed,C,C,D,E,141.2531068736162,1
Married,C,C,B,A,-39.0608958250982,1
Single,E,B,C,E,68.90520525969444,1
Married,C,A,E,A,143.9323803692821,0
Widowed,A,E,E,A,83.495728354692,0
Married,C,E,C,B,-8.097869825538707,0
Divorced,E,E,C,D,88.38572112308832,1
Widowed,E,D,B,A,207.45863733298026,0
Widowed,E,B,D,B,75.68186989930894,0
Married,C,D,C,D,-179.15648263110216,1
Married,C,E,C,A,-132.2666672689346,1
Single,E,C,D,C,81.45799692752271,1
Widowed,C,E,A,D,144.39772174081628,1
Married,D,C,E,A,-133.50888154311806,0
Single,B,E,B,E,73.37800192116916,0
Widowed,C,C,D,D,131.09041752261055,0
Divorced,C,B,E,D,11.92914648204481,1
Widowed,A,E,B,D,-38.676885122986164,0
Married,E,C,D,E,80.69091774706388,1
Married,A,C,C,C,11.144130551377945,1
Single,B,B,D,D,-7.71638475652503,0
Widowed,C,C,C,B,-121.63044681836293,1
Single,A,E,A,B,26.626784929292608,1
Widowed,B,E,B,E,90.3773930650338,1
Single,E,D,A,E,196.9447498440992,0
Divorced,D,C,B,C,125.48795941824709,1
Married,E,A,B,E,70.27953964341,1
Single,E,C,B,B,-56.641138440802465,0
Married,E,B,B,E,-100.07984446182667,1
Widowed,A,B,D,A,110.5403266419859,1
Widowed,C,C,D,A,-66.83131347020397,0
Divorced,E,B,B,D,-88.24523321948571,0
Divorced,C,A,D,E,95.31525740415789,1
Widowed,E,E,C,B,-34.871502612297114,1
Single,B,D,A,E,-38.24363471872776,1
Married,A,A,A,C,-147.68544874183945,0
Married,A,D,E,E,2.936920560541372,0
Widowed,C,D,B,A,-26.89555784636181,0
Married,D,D,A,C,54.746953728455374,1
Single,A,E,E,E,-5.341626286862749,1
Widowed,E,E,D,C,116.3097190027587,1
Married,C,A,C,E,-196.13407861552832,1
Married,C,B,D,A,-49.61505118207567,0
Divorced,C,C,B,B,40.09119279492989,0
Divorced,C,B,B,A,-13.012869492107521,0
Married,A,C,B,C,176.51177908903423,1
Single,D,E,D,B,136.5704579009678,1
Widowed,C,E,D,D,-39.08961171596195,0
Divorced,E,D,C,B,-13.91353574393909,1
Widowed,E,B,A,C,-74.02975467384626,0
Divorced,B,C,E,E,-8.785760351900937,0
Married,E,D,E,E,-108.69529794928859,1
Divorced,D,E,C,C,-14.502079800392206,1
Married,B,B,C,D,-19.5387028148713,1
Married,D,D,E,B,72.89745271010682,0
Widowed,E,C,B,D,-126.77785170442517,0
Divorced,E,D,B,D,-22.088637855564418,0
Married,B,D,A,B,217.22978387858535,1
Single,A,E,B,B,62.32713429638882,1
Married,C,E,E,B,-58.02236228879417,1
Single,C,D,C,D,-77.82282954266425,1
Divorced,C,E,E,A,94.79847558467719,1
Single,A,B,D,E,52.38912309038138,1
Widowed,E,C,B,B,52.02152383527556,1
Single,B,B,D,A,-142.2266101426421,0
Married,B,A,C,C,55.85159635065937,1
Single,B,E,D,D,-36.23463614172475,0
Single,B,B,E,B,-122.979432462197,0
Married,D,A,C,D,72.4716803075149,0
Single,A,B,D,D,-43.23930320595997,1
Widowed,C,C,E,A,10.892422604309001,0
Widowed,A,B,D,E,281.5337517917747,0
Single,B,E,B,D,-80.90216366978093,0
Married,B,C,E,B,-31.704541165783066,1
Divorced,E,B,C,D,-39.467909496335565,0
Widowed,B,B,D,C,-28.335465911419274,0
Married,C,C,C,C,89.48212546808799,1
Divorced,B,C,B,D,-2.920972872756369,1
Married,B,A,D,C,297.0515574786639,1
Married,E,D,A,B,-128.31345371145025,1
Divorced,D,E,E,B,288.9005694535738,1
Divorced,A,B,A,A,-45.665099603361384,1
Single,A,E,B,E,-165.04595935091825,1
Widowed,D,E,A,E,-79.05843535932642,1
Widowed,B,E,B,E,26.517974487921155,0
Single,A,E,B,A,15.13040073051218,1
Single,B,C,C,A,-248.72482392788564,1
Single,E,D,B,A,-20.45988031326379,1
Widowed,E,D,D,C,-70.52202898590365,0
Divorced,A,D,A,D,-38.27602243834019,1
Widowed,D,D,B,D,-204.59369308829224,0
Widowed,E,A,A,A,-129.3829308015304,0
Married,D,A,A,E,-97.57741370481666,0
Married,D,D,D,E,-95.9234911584162,0
Widowed,B,B,B,E,-85.84376834797726,0
Married,E,B,E,C,76.49865797146566,1
Single,A,B,E,C,-96.913168810558,1
Married,D,D,D,E,135.9791440607761,0
Single,C,A,C,B,27.401776300224835,1
Widowed,D,D,B,C,-50.89708733253781,1
Divorced,C,C,B,A,-107.94134945720857,0
Married,B,C,C,B,158.10966164209975,0
Married,B,A,A,A,-137.8014384011814,1
Divorced,B,B,E,D,16.16766392491202,0
Widowed,C,E,A,E,-134.11105712797468,0
Married,D,E,E,C,-122.77298011473701,1
Single,A,B,A,E,-63.390543855142944,0
Widowed,E,E,A,B,11.683874864218316,0
Single,A,E,B,E,-131.4501560027901,0
Widowed,A,E,A,C,-125.82525236479955,1
Divorced,B,E,A,D,143.48210842723216,0
Single,A,E,D,C,-150.52938546486143,0
Married,C,D,B,C,160.07192349144884,1
Married,C,A,B,A,-85.02172901183387,1
Single,D,A,E,C,68.51658713914527,0
Married,C,A,A,D,51.78968022436919,1
Divorced,A,A,B,D,14.685053162736256,1
Single,B,C,D,E,105.0209993800299,1
Married,D,C,D,A,-45.296757806263074,0
Widowed,E,C,B,A,11.04123532436225,0
Married,C,A,B,C,1.060162019564559,1
Divorced,E,B,B,D,4.438029953576509,1
Married,E,D,A,A,78.97026442884197,1
Divorced,D,E,B,A,23.08724169275016,0
Single,E,E,E,B,-137.23656107377445,0
Married,E,E,C,C,39.8421011468439,1
Single,E,C,A,B,-88.16868484390258,1
Divorced,B,D,D,E,42.58714519053633,1
Divorced,D,B,C,B,43.60802223654537,1
Single,A,A,B,B,24.255632841290833,1
Single,D,C,E,E,-64.11000269114746,1
Widowed,A,D,A,A,209.50461452854788,1
Single,B,E,D,A,-160.47908877657312,0
Divorced,C,B,A,D,-100.7318846016769,1
Divorced,D,C,D,E,27.07944966754891,0
Widowed,A,B,B,D,-77.85265012123624,0
Single,D,E,A,B,-14.037456871597476,0
Divorced,C,E,E,E,63.99209078127671,0
Divorced,C,E,B,D,40.48891221791706,1
Married,A,E,B,A,87.76583499107379,1
Divorced,E,E,A,E,-41.40150002245479,1
Married,B,E,D,B,116.52728046867004,1
Married,C,E,A,B,-81.99117763037734,0
Widowed,E,D,D,B,-80.7496265017682,0
Divorced,D,E,C,B,5.840021572190548,1
Single,E,A,D,D,109.63638059376959,1
Widowed,A,D,C,A,-169.1456959427512,0
Single,D,B,E,E,-83.06428442353632,0
Widowed,A,A,E,E,224.40146018244872,1
Widowed,A,C,B,C,88.06176294587044,0
Single,E,B,B,A,62.01326558396589,0
Widowed,B,D,B,C,-53.58517470246984,0
Widowed,D,A,B,A,3.422610613140855,1
Single,A,A,B,A,-102.82211207301263,0
Single,C,D,C,D,152.61376816393212,1
Single,A,E,A,C,86.54994712563956,0
Divorced,B,D,E,C,-7.479167131848566,0
Married,C,A,E,D,102.57536859976781,0
Divorced,A,C,B,B,13.351870883152076,1
Married,E,B,D,E,70.63055035240433,1
Single,E,B,D,C,-22.613712335342157,0
Divorced,A,E,E,E,160.78474444998497,1
Divorced,D,E,E,D,-51.84810768281892,1
Widowed,B,B,A,C,-149.79044653902233,0
Divorced,E,B,E,E,2.7469997273181663,0
Married,D,C,E,E,-69.57800170157287,1
Widowed,E,B,C,A,-168.98525262596274,1
Single,E,A,B,B,35.189486966524974,1
Widowed,A,A,A,C,-49.39533768098239,1
Divorced,E,C,E,C,47.39768618056922,1
Married,E,A,B,D,-122.50485263732304,1
Married,B,C,B,E,134.75865492148404,1
Married,D,D,E,D,52.88633096722538,0
Married,E,B,B,A,-18.636687797260176,0
Widowed,A,D,A,A,-127.98023107378536,0
Divorced,D,E,D,D,63.81918184792945,1
Divorced,D,A,C,E,-258.1915977741853,1
Married,B,C,B,D,-67.8889359558839,0
Single,A,B,D,D,105.82218955502869,1
Single,C,B,B,A,39.203365884962224,1
Married,D,E,C,B,67.39784536324875,1
Widowed,E,E,A,E,62.56373465089117,1
Single,D,D,A,B,74.43529707380365,0
Single,D,E,B,C,-127.17755747767097,0
Single,D,B,D,B,-175.77977377201307,1
Divorced,E,C,E,B,-66.34960115773521,1
Widowed,D,B,E,A,-101.73181923330787,0
Single,C,E,B,B,26.355860366762563,1
Single,C,D,E,A,9.889412924301283,1
Divorced,C,C,B,C,30.764189952217013,1
Single,D,A,A,E,-129.81084753569152,1
Divorced,C,E,E,D,73.6270018693687,1
Single,A,C,A,E,4.660742087531172,0
Divorced,C,C,E,E,81.24627629196776,0
Widowed,D,D,C,C,17.166278881903036,0
Married,D,E,A,C,53.61201016227189,0
Divorced,A,B,C,C,27.561134689744755,1
Divorced,B,E,E,A,-61.68792822640472,1
Widowed,A,C,C,B,161.35303734684615,0
Widowed,B,A,B,E,-2.873215878659011,0
Widowed,B,D,C,C,-118.3611736946897,0
Married,C,C,B,A,-51.52473271781268,1
Married,D,D,A,C,-106.36341443847803,0
Married,E,B,E,E,36.16242866539223,0
Widowed,B,D,C,B,-56.7479196946164,0
Divorced,E,A,C,A,133.98853961993873,1
Divorced,D,B,C,D,-47.927306091715884,0
Single,D,B,D,D,163.06669764072376,1
Married,D,B,D,A,-10.96107254406122,0
Married,E,B,C,D,15.700748126330138,1
Widowed,C,D,D,B,136.96017082448225,0
Divorced,B,A,B,A,-162.62171888531785,0
Widowed,A,E,B,B,130.04326531598497,1
Widowed,E,E,A,E,-46.0364548097558,0
Divorced,D,E,E,B,-42.388444379735816,1
Single,D,C,C,B,32.37321659936728,0
Married,D,A,B,D,-18.566315346894555,1
Single,B,C,E,C,-95.72918877857785,0
Divorced,C,D,D,D,64.22764977023122,1
Widowed,C,D,D,A,-89.72907360106306,1
Divorced,C,A,B,E,-35.06065895152343,1
Married,C,C,E,E,-9.099169068435277,0
Married,A,E,A,E,-198.83221427283212,1
Single,D,B,D,B,168.28924592775218,1
Single,A,D,A,C,140.97435253311016,1
Married,A,E,B,B,65.20489735888953,0
Single,D,E,C,E,25.322954250206564,1
Single,E,C,C,A,33.58318229241712,1
Single,C,C,C,B,-109.17809675989506,0
Married,E,C,B,D,-79.07685643734678,1
Married,A,E,C,C,-99.51363235035687,1
Divorced,B,B,E,C,77.65768919697172,0
Widowed,B,B,B,B,-228.93866937906301,1
Divorced,B,D,C,D,196.70110624301626,0
Divorced,B,A,A,D,-117.75355046686033,0
Single,B,C,D,A,-118.55063942877709,1
Divorced,D,E,D,B,-109.67299372825983,0
Divorced,A,B,A,E,-94.73489908892812,1
Single,A,D,B,C,-55.88584661513125,0
Widowed,D,A,D,A,-57.4902013073451,1
Widowed,D,A,D,D,-1.0956875243562412,0
Widowed,D,A,D,B,-61.91526351083504,1
Widowed,A,B,D,E,-211.784193011673,1
Single,D,A,A,D,-81.00522262275334,1
Married,A,E,B,B,-181.54191224738327,1
Single,E,A,A,C,95.05483109748492,1
Divorced,C,C,C,B,-120.29575267634176,1
Divorced,E,D,C,B,-128.1093282076088,0
Widowed,D,E,A,A,51.35309188747515,0
Single,D,A,C,B,-33.17479171547439,0
Divorced,A,E,D,B,159.24964491248068,1
Widowed,B,E,E,B,-218.51195361918053,1
Single,E,D,E,D,-133.7201250648577,1
Single,C,A,C,E,-84.80674468498343,0
Widowed,B,B,A,B,-35.841596291558076,1
Married,A,E,A,B,67.25383639769713,1
Divorced,C,C,B,D,228.10799042156003,0
Single,C,B,E,B,113.57216381692187,1
Widowed,A,C,C,D,-211.57715655673428,1
Widowed,B,C,D,A,-72.72388348033624,1
Divorced,E,D,A,D,51.85833183768831,1
Widowed,E,B,D,E,-89.16783977484677,0
Single,B,A,A,E,-160.22136761325856,1
Widowed,C,D,C,D,110.82165882167459,0
Divorced,A,E,A,C,-267.02585380281135,0
Single,E,E,B,A,-44.96714788994846,1
Married,C,A,B,E,-16.40333965346295,1
Divorced,C,A,D,E,-195.54731857014528,0
Widowed,E,D,D,D,26.319608793431293,0
Divorced,A,B,C,D,-38.94845032247563,1
Single,A,C,C,B,-87.96919631370501,1
Married,B,C,A,A,97.89037306040842,0
Widowed,E,A,A,B,49.63097086223978,0
Married,E,E,A,A,-101.80273315935733,0
Divorced,A,C,D,D,-20.097655938682873,1
Single,C,C,B,D,50.090243707142456,0
Married,D,C,C,B,13.075481527246039,0
Widowed,C,B,C,E,-133.0871603357143,1
Divorced,C,C,C,D,-188.11064058762315,1
Divorced,A,B,C,B,-113.28464855233263,1
Single,D,E,A,A,-234.51356280656145,1
Single,A,D,C,B,168.1017228211127,1
Divorced,C,B,C,E,-42.41783016882357,1
Married,B,E,B,D,-117.41495310600439,0
Single,C,C,D,A,-11.77739852351134,1
Married,E,C,B,B,77.70327248550268,1
Widowed,B,D,A,B,127.75873340897913,0
Single,D,B,D,E,-47.19408411442865,0
Married,D,A,A,E,112.71078697565768,0
Divorced,E,A,C,A,-157.10848178924252,0
Widowed,D,E,C,C,100.57176024643223,1
Widowed,E,C,B,B,-49.60544281483415,1
Married,B,A,C,E,-67.12811078677876,0
Widowed,B,D,C,E,88.15795630698504,1
Married,D,C,C,D,-79.67046899909742,1
Divorced,C,B,C,C,40.56413521740928,1
Married,E,B,A,D,-94.86575656302139,0
Widowed,D,A,E,D,-33.48826038437846,0
Married,D,D,E,E,59.218891213504975,0
Single,B,E,C,E,37.54319110929851,0
Widowed,C,D,D,B,-44.46121365252742,1
Widowed,A,D,C,D,-67.75642881057998,1
Married,B,C,E,D,-83.39738284137847,0
Divorced,B,E,B,B,147.25871714042398,0
Married,B,C,C,D,51.90511273226461,0
Widowed,E,B,D,C,43.73593370404764,0
Single,E,C,C,E,-47.98244148659965,1
Single,A,A,A,B,80.52010019150778,0
Widowed,D,E,D,C,-178.2738378401872,0
Single,A,D,C,B,49.951219901719064,0
Married,A,A,A,C,-12.163217897558622,0
Married,E,D,D,A,-85.43544922197106,1
Single,D,B,A,C,-69.6513054769764,1
Divorced,E,E,D,B,-21.737606611274014,0
Widowed,E,D,C,E,237.30077787234453,0
Single,A,D,D,D,-133.25073252035074,1
Married,D,B,A,A,-176.48860993381297,0
Married,E,C,B,A,78.35428354845665,1
Single,A,B,C,D,-86.72145442160219,0
Married,B,A,B,B,47.328691775829085,1
Widowed,D,B,D,C,151.29081855143477,0
Married,A,C,B,E,102.3985106907983,0
Divorced,D,B,D,D,-56.952951702933895,0
Single,B,C,C,C,-146.10436166879248,0
Divorced,E,E,D,B,-80.82506615369974,0
Divorced,D,E,C,E,-124.64720141232814,0
Divorced,C,C,C,A,-254.64248149908246,0
Single,D,C,E,A,-51.388833693639704,1
Single,A,C,E,C,-6.509372196958295,0
Single,D,A,E,D,146.02203169074707,1
Widowed,C,E,A,D,-62.332848530414054,1
Single,E,D,A,D,77.99249354758439,0
Widowed,E,D,A,A,-21.529321854430226,1
Divorced,B,B,D,C,98.19988499877248,1
Married,E,D,D,E,-23.273951982703856,1
Divorced,A,E,C,C,23.67045760847714,1
Married,C,E,C,D,-89.46221219968146,0
Widowed,B,A,B,E,-206.7422597871084,0
Divorced,B,A,E,E,74.99704301809564,0
Widowed,A,E,A,C,-23.630787280493625,1
Single,B,C,E,A,141.62945328167916,0
Widowed,B,E,D,C,-127.26861856328703,1
Married,D,B,A,D,50.195484470093,0
Married,E,A,A,C,-47.744248921970524,0
Married,A,A,B,C,54.804003038030466,0
Married,B,B,B,D,-8.567508453658796,0
Married,A,D,E,A,-171.49890393297332,0
Divorced,C,E,D,E,-113.49103126314144,1
Divorced,C,D,A,A,-234.54654135188494,0
Married,E,C,E,B,83.37114255870698,1
Widowed,A,C,B,A,-32.559822380139614,0
Single,A,A,E,C,-73.07688034303635,0
Divorced,B,A,C,B,97.23622518468754,0
Divorced,B,C,A,E,19.957805119489148,0
Widowed,C,C,A,D,-70.24447260787122,0
Married,D,C,B,D,-85.49341565668843,1
Married,C,C,D,A,-95.01100964951506,1
