veteran,Age,ethnicity,feature_0,feature_1,feature_2,feature_3,feature_4,target
No,50,African American,33.58669037402654,125.47363929983774,62.25491753246637,-216.53280045407985,-64.11921699018505,1
Yes,37,Hispanic,114.18897890898472,104.45472166241238,-178.19782350548263,-184.27258435940254,-99.8020245900889,0
Yes,56,White,-91.18605804060877,-61.314434752720985,76.9779707282564,-208.70961336100936,104.06042955342896,0
Yes,25,Asian,155.44329675259084,-67.86278692895146,139.2864205460743,14.586486273693794,-15.334981103425923,1
No,47,White,90.82213062504854,-3.282035428880651,3.1619331137538924,31.999747376541837,-102.36504609211568,0
Veteran,59,Asian,162.16670123953963,-126.03035856510274,-0.18269435528601652,-49.207860730137256,-108.22330601251475,0
Non-Veteran,52,Asian,159.3147055740312,15.538033515315455,-128.3605063494473,26.60841408501061,113.95700706779792,1
Veteran,79,Hispanic,-88.75418117662954,142.6691471316143,98.03432431231663,44.742331514348855,95.40288747169008,1
Veteran,60,Asian,170.1580291243389,-46.27815396346104,25.43103012703681,42.86950206923389,-54.75529811984394,1
Veteran,75,African American,6.09335214255289,-121.50170174723291,-130.11868989493516,157.03548460931765,-7.670334770579594,0
Non-Veteran,77,Other,-89.2902255831285,-68.11360096317875,-41.76433128129824,58.77714323846146,85.87879653397114,1
Non-Veteran,32,Hispanic,-5.910843466190659,-142.50939099266816,19.065796807151635,-82.58049756929621,-189.0911905191378,1
Non-Veteran,44,Asian,-99.78018679862643,31.439877530457377,-83.27179699017172,-52.71662026083111,154.93970409966394,1
Yes,58,Black,-75.119003181891,46.04692953812322,-25.562166956807253,176.41017948018865,19.14708580872159,0
Veteran,72,White,51.05204265388286,-51.08906358614861,52.67073391623208,-19.134467274055115,86.48546050443724,0
Yes,31,Hispanic,-4.622411991844303,-73.70788457519896,-167.23944482349248,170.44677476243888,-10.702984527074397,1
No,42,Hispanic,96.81321094562387,26.168416985166527,7.700937449154899,182.48140466496173,-43.35133566643714,0
Veteran,33,Asian,-68.46238580622436,24.941207976197713,-45.60625288864173,-161.17274113701586,-95.7788266802311,1
No,49,Other,-142.90893265795452,68.43980314154037,13.27859449206517,-118.18971134952825,111.1605282871988,0
Yes,55,White,-62.7360132468349,41.820026157842385,-121.7913893601033,9.228712979975091,-2.926896796716387,0
Veteran,68,White,144.64160908933232,1.9812912508373752,100.52386514673461,-52.97922157821178,140.24254027233158,0
No,37,White,-88.67154313713502,-32.882329968464276,143.3498021988726,-208.9278804056458,22.997052861061455,1
Yes,63,Asian,-90.71372221887873,37.649151373450486,2.275296510410916,249.36672846372997,145.96438000582998,1
No,22,Hispanic,-86.18602086764639,1.6863776966615864,53.721033634573224,-41.18143469654605,19.686505708133677,0
Veteran,51,White,-124.92114146932838,-154.8806073718467,40.0294565533084,-247.245954446055,-30.890845770486674,0
Yes,47,African American,-90.97492194964086,-48.73588686726567,-254.83826039533892,-26.183342447097598,-81.20711155490639,0
Veteran,18,Black,-4.4861659632357735,72.21409679326402,39.83519461239151,-129.02907950716883,-55.481383405406994,0
Non-Veteran,53,African American,101.05216688388177,89.2349770360412,92.24022434729216,-105.70028902597106,127.16541945148103,1
Veteran,76,Hispanic,69.16217993575434,66.80549410607223,-192.21932962275054,-34.023116502051316,48.7751017633255,1
Non-Veteran,22,Black,141.15424916986422,21.43561968573425,12.4093796993822,-104.61915276670611,69.20653544909095,0
Yes,66,Asian,-12.426649331253751,-113.56904509364965,132.9921460639945,89.69389086922315,-104.84533125970546,0
Yes,33,White,17.01257045142882,168.049288174201,105.92034441997431,70.97832662472346,-170.8276581274495,1
Veteran,73,White,309.69147541245314,186.98836498837045,-83.57163173042696,-91.15220291301402,-9.232160009639472,0
No,31,Black,-127.59831829519975,76.54750585037856,-59.91413395681512,86.91970593521171,171.8143292194133,0
No,24,Asian,250.23512595489063,41.85597996526453,233.99272690298915,135.69735080638785,-66.20041047950383,1
Yes,47,African American,-52.61570515282915,-1.0488569197034074,-41.92377516031646,-17.617703295061013,-83.65313116398136,0
Veteran,20,Asian,-223.31789720505913,-10.219667731742653,36.632997327792,17.768970185159162,37.61825229433419,1
Non-Veteran,45,Hispanic,-26.467170060267105,-42.217735992479874,-39.87410285853594,-25.696280279598444,113.71596334027316,0
Non-Veteran,54,Hispanic,14.516872262779732,-60.29372096930909,-6.296648283145235,-135.774108047778,-22.574146435385863,0
Yes,34,Hispanic,142.26033649012433,205.6028840033384,-46.25267781958887,78.13777652644683,233.99325700972287,0
Non-Veteran,45,Hispanic,108.38892101136466,113.34608470255085,-50.738583253390054,81.05772909810969,36.24721378750555,0
No,67,Hispanic,12.993537576299937,-104.75029080504738,-62.32968202114767,-34.225916126255115,-26.08064090762024,0
Veteran,33,White,-200.53660906300675,6.469034718137255,59.657272013167095,91.84384680916828,-150.04177127789092,0
Yes,72,Black,68.9222724322077,33.58243043713862,9.623644246110672,-65.35284943310089,-46.5036144520544,0
Yes,62,Hispanic,21.64345034935363,-17.79596182889282,36.812239788215514,-65.54850743894549,23.253956959361442,1
Yes,26,Other,-107.01772248787663,-105.47001462259789,-9.50038313743312,-39.467026642146834,88.04252586338606,1
Non-Veteran,71,Asian,219.62825793736863,19.44128564116655,-117.22400808039066,-63.50136248175249,-16.463445275987308,1
Veteran,51,Black,104.41515180160448,117.1568557846318,105.04033056662547,-63.525413388329625,-119.76830364171971,0
Yes,51,White,-55.196897124277044,-169.02966303856013,-57.27633641387212,-108.6429079938408,-29.30095427295348,1
Non-Veteran,63,Black,99.20625582356088,-250.17534940254347,-92.50930571009444,1.0040033189480049,-60.56673186022336,1
Non-Veteran,24,Asian,17.561913714825724,-173.0791114986039,-80.96636733878057,81.4813529363369,50.36025406210085,0
Veteran,46,Other,52.324004259989906,-351.00456566592095,17.55214486527494,66.05962623741974,-43.129374809140565,0
Yes,69,White,2.4192564005572663,0.6994501950805256,134.28866163613037,-47.09343447448478,-95.88098642681308,1
Veteran,71,Asian,-50.71025024207658,-201.44103286553067,-38.74166479098017,-76.45334230257464,-66.3842205795783,1
Veteran,43,Other,-111.37954784662429,-196.9993105489845,-77.43850327783656,11.42787294488862,-33.16719558161621,1
No,73,Other,-107.90214336836539,9.46499180744592,-156.25453622582873,-16.22798128033464,81.23049613748618,0
Veteran,47,Black,113.11045387809631,72.396437396921,189.8653214592266,145.83105581008397,-5.522001060582941,0
Yes,74,White,22.949993707338347,43.14117778880986,46.97017375338891,-75.73407794216075,102.43212642558204,0
Yes,18,Asian,-53.09301545153748,64.79072789700679,-72.04212141548082,-26.20438062259464,107.63053478293276,0
Veteran,35,White,-25.210145590074333,41.605753803045154,131.23262694936736,5.340066406184276,-136.53300937044352,1
Veteran,70,Other,8.426732110779161,34.50489946353687,-79.91630160275768,-62.35520365041327,-80.01794137738639,1
Veteran,34,White,-59.00013577679621,-36.186220295557064,-85.79515126049434,-32.43600760151387,-23.848526531311673,1
No,63,African American,69.57156796357808,-12.728837746697927,28.003824957351277,-168.6680755789114,156.0289839316893,1
Non-Veteran,35,Other,-105.00733237522006,26.146852672926702,-23.61829594477602,-132.76641628609522,158.03829707090634,1
Veteran,39,Other,-152.62925287872213,130.87146461837756,-35.25479877783918,12.525199791971811,-84.21554426329838,0
Veteran,73,Other,100.01970243255577,194.72559476365393,-104.804553633719,-201.41723958408133,43.321767017513544,0
Non-Veteran,34,Asian,-113.61476171877828,-44.158530123223215,-37.577509383748534,-113.53169125174209,25.741216149605105,0
Veteran,60,Other,-161.22361249261428,13.561271144053027,-54.99578701012915,111.76020438704799,31.13124342890494,1
Non-Veteran,46,Black,-172.42282388600103,-48.21148594681457,96.22972234639471,28.305597180786847,-28.549233087328822,1
Non-Veteran,65,Other,-20.831295279451613,-65.08939544629278,-194.7312959902811,109.26971684455664,-95.73432195152219,1
Non-Veteran,73,White,-56.47665638980105,-7.48276462649301,-3.4137510645150124,-33.1961406548652,29.78237089120454,0
Non-Veteran,63,Other,130.04998054307012,12.232840397411552,-71.66428796379519,38.849839855844834,12.530037975763891,0
Yes,72,African American,-218.77464725068307,225.31433433858692,200.35732979603398,23.765046973831023,36.081287092697565,1
Non-Veteran,72,Other,2.173454261346656,75.4372495375828,117.24544937917322,-89.57101201138539,-56.64295397874122,0
Yes,45,White,165.6782180231182,-71.77634933934858,-64.9528845466873,-126.03514409012853,-84.46198720925969,1
Yes,79,Other,43.317799371148425,-63.54539024949219,5.554776057657525,-133.0273700646945,-101.24616629049143,0
Non-Veteran,79,Asian,-115.69111897716016,86.95677028829896,-9.745802297133544,58.49523009473971,65.34492264870259,1
Yes,25,African American,225.1434328251411,-31.821414620656313,-140.74378112739728,97.35317762462655,56.98930137480338,0
Veteran,31,White,-160.83250858030354,-18.257956301992703,68.96810094232296,80.02910988555355,-87.72775653782091,0
No,75,White,79.66312114038587,-43.122588026315434,-95.0250019352223,-14.373326130033186,186.22893798010196,1
Yes,56,African American,15.647124019837714,55.77408366271289,-13.371287653668231,-11.902707976358869,-157.76898534552453,1
No,71,Asian,-212.15202907639457,-50.210862356157214,-52.58620893685816,-92.63287560455711,76.04958540697052,0
Non-Veteran,52,Other,-158.66693126119614,-39.65738826985852,119.25884111841873,-50.65249325138215,-107.71754372526662,1
Non-Veteran,41,White,-17.771546847134235,60.5286754309747,9.151322522329181,126.0962852350328,51.58071105333462,0
Yes,36,White,-110.80082302478336,16.91596938004398,4.663451554576261,40.11589114587799,-21.09421318879834,0
Veteran,77,Asian,39.58017586086823,-125.7195618926499,-6.069387444964888,16.754669647492836,94.28788961875063,1
Yes,60,Other,-42.55797332697925,35.05605687596992,8.713023720841417,-11.204185618210492,15.675211760929757,0
Veteran,71,Black,-1.2056507411639983,231.1137502242496,36.89060544120338,57.53839887875476,4.470483148728634,0
Veteran,59,Asian,-55.040856128692695,-131.76858982886978,-56.5196425225087,-37.96462155478152,-82.3921693066571,0
No,70,Black,-178.82958006477813,183.85711008824848,-139.60748018614004,79.96279417877204,-54.26391517499609,1
Yes,45,Hispanic,-37.70040170587136,18.36751726372931,28.757575055766093,-3.7386936390776677,42.7197488555624,0
Yes,40,Black,-39.7353693902688,-158.9815108106306,87.42071374829528,130.21090291815972,-48.70442575448756,0
Yes,37,White,10.941293543777917,-107.44986895837039,103.30101483768371,-46.07027949906176,36.29427040186577,0
Yes,31,African American,-66.22774704029399,108.3835954677518,22.148798970057733,118.2900217092332,-23.080829001163178,0
Non-Veteran,66,Asian,79.80367035313095,-207.45109054914036,48.64691772509603,94.20468269186658,-145.09519822867176,0
Yes,32,Black,-0.08524496937335778,-73.9205737840989,201.4320669119344,-86.03909513988374,6.093960580746119,0
Non-Veteran,39,Black,30.041180652600552,34.737348193205484,-42.17670893772347,-55.407614158475724,-180.07602001860096,1
Non-Veteran,71,Hispanic,-1.742092113853061,-27.807155082558065,-60.94389383137432,136.73391766756984,134.03360185083886,0
Yes,27,African American,103.85010425544876,-9.059818649486205,-154.50257468120435,-11.336464737759407,-150.444105639953,1
No,36,White,163.11742560671235,18.276998801293274,90.22338029942034,-97.62262799515024,-149.01127826564982,0
No,39,White,11.543790133946462,274.6462474473038,182.60160331843417,-90.14870965670944,169.66427785650998,0
No,79,Black,75.33297329135198,57.3664611237106,199.18507980477986,-103.3677168774894,-85.28880359095157,1
Veteran,79,White,-130.91722892397925,-189.82604837341407,9.018171055354179,70.81333819228193,34.11772720442014,0
Non-Veteran,58,Other,77.66643668309426,49.95951930531369,-204.86912108808642,89.97475799242287,101.50475908240757,0
Non-Veteran,52,Asian,-73.19484321449305,19.026566027979698,27.6996422059427,-62.83418833314758,125.40460312993922,1
Non-Veteran,59,Other,-222.5684546556454,11.590070472869558,-187.19963090197697,-47.06754613369169,154.50538358668464,0
Non-Veteran,27,Black,-29.999044013134757,-40.655021179475,-0.393870345536602,44.97117254102564,-33.88942819153544,0
Yes,76,Hispanic,-123.38223265876442,69.4967711970244,-34.64525218999571,-27.599024676325485,36.08333511786703,0
Non-Veteran,79,Other,-70.99246096363409,-181.0591099014227,-66.71305016313215,253.89011486322195,-48.32861174155647,0
Yes,28,Asian,114.19829338949243,11.911947504598764,165.2530560888912,-45.14534662501959,40.497731526991416,1
Non-Veteran,39,Black,130.96808956111062,-1.5975183908416104,46.60144654275115,169.32237198248345,-29.325690538409138,0
No,79,Other,55.093857849022434,-65.0629477771781,-174.4011324258225,-3.982783334634537,-8.798008044707869,0
Non-Veteran,72,Asian,157.6162847119293,108.55825674538512,3.6127918840216364,-246.02281738554908,77.90454238699229,1
Veteran,31,African American,295.04113232442904,112.9413433408267,100.71465011218092,143.72500096829762,28.34542051909815,1
Veteran,66,Asian,-87.90901838406509,-101.73841421096253,86.98115861101637,87.44147163773486,-85.92646923934473,1
No,65,White,164.90811410024878,4.836691506473725,-56.339375523842385,142.95312200193837,-137.79993983464684,0
Non-Veteran,62,African American,123.01722244244684,-3.749387718493058,126.43436179431338,6.798465632121885,-47.57337792916527,1
Yes,23,Other,-23.165923574924136,-169.40323743522606,-103.18451874845589,46.29814265685156,211.45397600668585,0
Non-Veteran,32,African American,-190.19574316411664,-199.1679748011597,-33.60847346488562,20.086317195048082,-83.74017504337868,1
Yes,20,Hispanic,102.2688590382185,19.885981703012952,87.99429569819758,-99.56837430429788,43.21096374337081,0
Non-Veteran,50,Hispanic,-67.75235089779491,111.63761180893232,-64.29135653302251,176.13106883170747,-12.567771894699531,0
Yes,21,Other,103.11006046949593,95.39878867831303,28.05069561359705,2.437739718953337,-70.95837175185589,0
No,25,Other,-84.35922224140697,133.80758652078836,-6.991742233253735,-53.938957901591834,25.138170131875633,1
Non-Veteran,75,Other,0.23013802295490318,-174.15856125064596,113.25191193595884,-144.01810517751937,-127.59444406078654,1
No,68,African American,136.6325908033527,24.267372528314386,63.0514665888525,-141.14472765061154,10.357324652102335,1
Non-Veteran,22,Other,-66.24714000737345,91.45631783846059,83.15396531600034,90.40020641499592,-170.34443845770886,1
Yes,23,Hispanic,-113.9111894467502,-145.54031803765238,199.8441804032374,-119.34440602040945,-15.166728797519067,1
Veteran,28,Hispanic,125.93888733137442,133.72282128141873,-39.474451361043776,44.61379897251882,-25.10374301639332,0
No,29,Asian,45.20241559588781,-44.39301588223835,-63.25869781188849,-123.07023640852623,82.88079586742693,1
No,20,African American,16.44911132906639,12.70958770845193,-54.114552867238906,27.281223529352257,120.78027202402066,1
No,46,Hispanic,-117.89469945828826,81.43289969714462,-148.1345130775602,13.803217943955817,-127.4523487597293,1
Non-Veteran,53,White,54.389254923444454,-0.4673727881518637,-32.52864237045368,-51.34759429990008,76.43645348000115,0
Veteran,72,Black,-30.404636701845888,-116.74350922364405,67.90111128946077,-18.777977361076765,-17.193240211792197,1
Veteran,73,White,-5.015820091321305,110.19705943583777,43.772979185002605,-32.95586645684571,114.64516911625802,0
No,58,Black,15.602058215815848,11.903895101515511,117.20287783160124,24.388852901591054,119.15073061893044,0
Non-Veteran,36,Black,-31.289075692954256,-238.89634929421658,63.86012951301523,10.146597719501756,-124.52067125143509,1
Veteran,35,Other,-80.22326890169933,94.97326012758201,-157.74946923211638,-66.24681632278687,63.790456520758774,1
Veteran,59,Black,-0.895037211634365,12.99087302050322,22.891597122025978,-31.32853605980407,-14.205360848271779,0
Non-Veteran,36,White,-4.730922768907114,-33.25000420477166,-21.724468499552398,141.58151592067395,28.993378923299666,1
Non-Veteran,59,Black,39.38942905314356,-152.27279666300575,45.09249666823803,-130.1569851267035,66.99147402397436,1
Veteran,29,White,-24.947567899612864,-36.01356091336245,66.04724622870259,228.58590847730952,-3.3319959380974327,1
Veteran,25,White,-17.070995386124874,79.26370097271197,5.244979478492876,-34.68006353701652,-41.51686989611739,0
Yes,34,Black,-124.38263010890573,-60.436962381951275,98.00639394180502,-213.15362415843825,-38.49543984177618,1
Veteran,45,Asian,86.83664756510203,52.30686256337543,-109.09257050386981,139.29832759870186,316.2969923280343,1
No,76,African American,-28.45827728566453,51.63591234307216,244.4010918726658,72.56380302930036,39.31692873034346,0
No,64,African American,130.2719008369375,15.028908568498137,-31.276429669197114,75.57037505379432,-13.128052420683755,0
No,56,Asian,-30.958654909547707,-29.956342007118902,193.61701003850956,-77.2358619436777,103.21253392867287,0
No,38,Asian,45.47817738287246,-81.64755021823893,-67.19762106119084,-79.3496354846555,66.72241314161622,0
Veteran,67,Asian,-92.53119897146301,145.7914628815135,-24.691838601971064,-2.1239157276166902,-108.76453475327558,0
Veteran,46,African American,-83.86731125733944,-32.98118205283936,120.6694530517624,-104.63573322634613,-46.22852645019282,1
No,60,Hispanic,118.23345876131425,101.68617078748181,160.74098504501134,-102.60322884662779,-126.362700255569,0
No,35,Asian,-25.24073226066477,-164.90103545044613,145.27244923396105,6.768506859882752,-58.515405250659114,0
Veteran,26,Other,89.29964742936603,1.1451840629038792,124.98519333022082,-44.82712381091014,-82.10350749671666,0
Yes,60,White,-3.8833948895129615,-6.427283496896739,-105.83612989136273,13.337457520545945,9.858804005756783,0
Yes,47,Hispanic,69.86679412026903,-304.5426985302424,-219.32570555738943,-67.30512557236158,87.20115932402985,1
Non-Veteran,26,Black,95.0701745024065,153.08550817522791,-101.20378175503227,-67.91825727310749,48.38321053817987,1
Non-Veteran,53,Black,62.4591014550409,-219.3781465556857,49.150884436257755,19.384605640968854,-47.225821613600196,1
Yes,78,Black,-47.16283291758429,-29.587878480013334,61.30308674450055,-27.87363754557113,-182.54940703089687,1
No,37,Black,-50.203419637502144,106.8556160964822,-79.49294968579942,6.597853125829313,-146.2195780966839,0
Non-Veteran,43,Other,-183.5019160649425,-18.026178011544154,-10.86019106140383,116.46545205680434,-19.963222414496393,0
No,48,Hispanic,-149.2727470110984,-160.7537741111551,35.74975852818901,88.20127597800688,76.34356240835989,1
No,71,Asian,-56.310610612002534,118.21630962314043,17.651440757691507,199.5134657622763,51.941531973775014,1
Veteran,60,Other,32.16821297690128,50.42995313387305,54.58465214174267,4.674146019578203,18.427862420643454,0
No,26,Asian,-21.512001075830593,-6.904614864552439,-121.48160670491168,-57.41858057498427,-216.84792052454168,0
Veteran,50,Black,43.06709336348531,-84.62143401288658,-73.42564342759279,-2.5330079289532166,182.59513589722488,1
Veteran,39,Hispanic,-14.261942833917873,-80.85490992721996,143.31170613288256,179.94722092573727,24.10742762893442,0
No,46,Hispanic,-27.360849234518913,-63.21920451865493,101.66777475050537,92.55697351253971,39.654418057756054,0
Yes,46,Asian,130.54676752605184,-19.00792357833935,-41.58416825028443,172.53717362490178,-81.37935376097147,1
Veteran,61,Black,-4.8025610815233915,-14.462140301872713,19.961317753705515,61.65940748940542,-104.22144419448041,1
Non-Veteran,23,White,-59.291737833301084,-132.25922680978888,73.92398986100852,95.26929909797077,-159.21740002144455,1
No,20,African American,7.288100154951637,-65.34992534469659,-54.911654777217876,102.48621849504329,123.47159448440767,0
Veteran,77,White,-39.32189403759677,2.947475684289662,19.094662051924054,85.69078691598025,-14.58185494906975,0
Non-Veteran,42,Hispanic,-87.39025023133038,3.501243574241301,-62.012047608925755,30.152866879512718,-45.43888892401344,0
Non-Veteran,28,Other,98.68697942633166,54.91662755065596,-39.02122016537916,1.8356599247253795,29.492325162844335,0
No,44,Asian,77.75630117975862,166.36313839869234,100.71649267155391,-0.9830946227507437,-60.36411797014895,0
Non-Veteran,36,Black,-1.6145750143576079,28.81744314878043,-93.162155148866,-42.389589978952515,36.25779029349649,1
Veteran,79,Black,61.0908369141908,-12.55667898693603,-55.802598618299534,-23.945036531598717,47.22676264689557,1
Veteran,73,Asian,1.590649301608478,44.79827714397709,-39.637671261457264,-0.7638747885800534,-39.435527269370425,1
Non-Veteran,54,Black,-43.73686130202684,-51.468440447339994,-0.08854052708417585,79.38245189211554,-10.347946340345672,0
Veteran,32,Asian,-9.51439074236778,165.66856228395088,-107.43896535156247,100.69173016977749,-30.755562918186108,1
Veteran,73,Other,-103.73922085122356,26.132271022895992,-172.62902447556408,-129.03794574668012,52.900438486551536,1
Yes,37,African American,24.892108804644835,-198.85426012373617,-31.718268798818507,46.65121950317528,90.0767012860914,0
Non-Veteran,70,Black,-81.54597640976621,47.14465028917869,191.22842621600654,-139.31827807975338,64.28864399845092,0
Veteran,64,African American,86.8908476617579,89.65172824134689,59.45258755522039,-189.17584657695602,8.686253101961846,1
Veteran,66,Other,-92.95511757264912,-5.875971936755437,0.01442476404622737,-73.27568927030515,-114.6993519698756,1
Non-Veteran,77,Hispanic,227.67179547189835,-23.961220940136563,151.1943837702082,187.71248563096788,-20.239519473571423,0
Yes,22,White,80.93353779161632,21.111926360671777,42.27229887811952,54.25804767637853,-36.67152635130491,1
Veteran,24,Other,-70.13036788312972,51.64069755182932,80.66430008539245,18.362208947230158,-5.5408706304255535,0
Veteran,43,White,140.2778362513826,38.3577923541006,-17.122771311809075,-28.792057087845702,-59.60785018349725,0
Non-Veteran,57,African American,112.84161829950045,-36.9447250884377,77.3866585697956,60.20805080443038,-61.38686661692619,0
Veteran,39,Black,-87.70892842657143,106.4513919595535,25.893480995005525,-14.815224891084307,-96.05962770777803,0
Non-Veteran,49,Black,-199.25869968988286,-125.33207781885183,203.99151738493674,120.9925520139292,-158.1034232521888,0
Non-Veteran,76,Asian,20.597624092545143,-76.41440599121506,194.63426048668734,119.01128461910902,18.05848949000918,1
Non-Veteran,19,African American,-232.91664191256524,33.74102272020013,26.42668397814528,-31.983723465706753,-3.7945412583975173,1
No,45,White,-56.634554292103466,104.2395670931599,172.01022532492715,9.202055138857638,-120.39972817281762,1
No,63,African American,26.617895771883276,-67.97556884786454,45.23665713273432,9.922894082856665,-72.30130099573181,1
Yes,73,Hispanic,67.02137548544431,229.30278554410162,87.75662886482841,-34.877092129997266,-4.820994655716303,1
No,77,Asian,40.26229513813811,-85.34495901133394,-40.6955423969903,12.980441542098905,-38.37511840493893,0
Non-Veteran,27,African American,150.06259539323665,50.7927631278118,43.27006613214825,-44.16365259124119,81.88244042491438,0
Yes,61,Black,-37.56474194680738,202.24251785937892,57.316309645173725,-33.45217260412187,147.60162523098788,0
Yes,18,White,-58.097788030426976,-164.4276473050924,-210.9897945188898,-75.34715776656394,-20.41573645277501,1
Non-Veteran,62,Other,130.96229132506693,-4.328429110647221,-281.90584524937157,-79.67480644575369,89.8270212658142,0
Veteran,68,Hispanic,299.1152979289116,-152.14477670792743,-128.74356596483625,-129.32625723883947,213.9337794487029,1
No,76,White,-163.11913049774378,-105.88612327540775,-113.58852890500606,67.53593788685677,11.369470865819887,1
Veteran,47,Other,140.33703698809256,-1.8968927164479348,-31.83504355749371,-144.7958198216776,98.70921373046228,1
Veteran,49,Asian,-106.35505015391362,81.88915064481264,67.78294665995467,63.856092954117535,-49.21701393836605,0
Veteran,56,White,47.30140799108252,50.81387965579274,-73.47111630315007,4.689587117414142,-33.45845198791145,1
Non-Veteran,63,Other,169.37716111873084,-115.10056977522237,-60.50374259656842,-233.58035859043497,180.57485851650682,0
Veteran,65,Hispanic,-189.4889371202219,82.83060535881823,94.86113290378347,10.97819090480395,68.1886465850027,1
Non-Veteran,71,White,-107.36724572527375,-25.706930521893185,91.6306754018064,0.7827137023124993,110.4176056673542,0
Veteran,65,Black,-157.23812160308327,119.7247792201853,-58.49990935434191,22.96551245541462,-27.205805830753434,1
Yes,55,African American,13.351011085324624,-12.265124002550058,-18.589526762299734,154.28614317906263,-37.03758805820551,1
Veteran,65,African American,59.80353713524848,24.009865301363796,-2.1010871157975277,-2.2349971290249613,36.12441329616856,1
No,73,White,128.5230806492506,167.0297645754629,-273.48124994320955,68.70981785777437,167.91133165159437,0
Non-Veteran,54,Black,78.1915745466224,-32.09945240875242,-143.31843257021652,-21.74662523926206,55.923366157277485,1
Non-Veteran,20,Hispanic,-68.75455890907986,-78.9811087041776,-57.64538718685216,33.957001208694024,44.76116815493952,0
Veteran,63,Hispanic,26.55780065763572,40.25987656963135,74.04405608913717,-115.67088055176946,-162.8613362867209,1
Veteran,45,Black,-49.81617882690508,101.98088533757262,-69.5345945836634,-42.2751841217641,-94.11991847601017,1
Yes,54,Black,13.097164182808077,274.47592186354836,54.602771925046255,-94.81440587530204,-66.85005315701643,1
Veteran,53,Hispanic,-7.393267059951094,137.44279414969773,51.98824776185702,-148.84726245612666,155.7079366472188,0
Non-Veteran,18,Asian,-123.71367683803965,-71.98410076950454,-44.06535477061435,-124.20130201857233,-183.98586698442173,0
Yes,29,African American,48.00980439037129,-168.64288609327684,-253.74403522976948,-61.03367429127996,-40.566914262280044,1
Yes,76,African American,82.3190017537841,-162.86865268426268,-29.670643517255748,60.39664530106843,56.30180574958192,0
Non-Veteran,46,White,3.58952931662174,29.34322818376088,5.007402143715028,-58.047250158733874,-55.42426188907634,0
No,32,African American,122.14734195115594,-51.69347313324168,-57.50219116770692,29.239194825618174,-27.265081985330635,0
Non-Veteran,22,Asian,60.093422652988636,-1.6699100052189928,-2.9866987433928993,9.654469434697623,-145.82784659388977,0
Veteran,19,Asian,131.42939438656595,177.839324932609,-134.46736682410102,-33.771488621532036,-13.989274499068225,1
Veteran,33,White,158.824276224074,22.73572360544213,2.1997630293331136,86.00082415370922,-38.303190822567046,0
Yes,60,Asian,100.99212947208275,10.663332125947115,-52.599152996817445,5.53936699250447,60.16540891684592,1
Yes,54,White,55.15883717977685,80.0460637791158,-103.07547704070747,-20.495176170953375,65.08648617007097,1
Non-Veteran,62,Black,258.6260092691638,127.56772556158833,6.200165011315092,-15.454887771776587,-144.20469332948696,1
No,78,African American,21.00426229397239,17.523732742688033,-19.823384575570486,-54.631139227918304,144.7469672566347,0
Non-Veteran,37,Black,-120.91701304084894,5.0009916212835615,172.86763747572977,34.216653478849125,85.53494643497356,0
Non-Veteran,25,Hispanic,11.529365695948597,83.5045668207264,45.4129845040834,-43.57212138802463,-18.844916732408183,1
No,44,African American,-115.64738034373418,-101.91054785547446,101.58575766559478,-76.65422459703508,48.44493221540274,1
Veteran,35,Hispanic,57.99575164322176,-72.65282940318751,-21.068425656412654,18.40663760965951,48.50541606371594,1
No,39,Asian,73.13393128810488,155.88409026798593,-36.81731166954136,-36.53181774270817,25.102229437855904,0
No,55,Asian,161.5821701184193,107.7870039674902,-59.630592924464445,-13.998985612923997,-24.718174597609146,0
Yes,63,Black,52.351163606329976,71.33768656828016,29.282379074314726,-15.842488865110171,47.66737882973828,0
Yes,38,African American,22.714882683459834,-77.82465843715319,-67.57819228958766,-94.21073307105979,-63.880975495786906,0
No,46,African American,-78.27424419611152,28.795211075490602,62.42036274123861,-63.690064718990605,12.510960029292786,0
Veteran,44,African American,109.17170162232703,-153.98526482521123,79.57940134537279,70.82759799939858,94.75269994232139,0
Veteran,18,African American,13.232510132313982,-35.66626094206094,-40.263813775255066,-70.06265400865192,-41.55054158593733,1
Non-Veteran,41,Black,-66.11303853889964,-76.50856308875,100.32568679896336,98.76835217349421,-124.22844123413799,1
No,59,Black,9.190825917306276,-64.27566585489815,-139.7726990437426,-50.69727127625614,-94.2546921521212,1
Yes,32,African American,-130.76863452831725,71.63510086601148,216.25077211098537,-45.513473745511064,134.41248581480986,1
Veteran,75,Asian,107.23219203805965,0.46175567114237714,11.544345183467739,-28.22811650845245,-106.06729058326576,1
Non-Veteran,51,African American,147.71337779946617,-59.12652700216867,99.24270542093619,-282.15729979321463,258.7707617152853,1
Yes,47,Other,56.16569267511233,-4.7687312151347045,100.68645785871297,114.45507757085586,115.62875713399679,0
No,48,Other,-48.5928917562221,132.10324539187553,31.26037708878443,41.2461843140351,-17.854817899121905,0
Veteran,33,Asian,51.13896281239503,-16.791876579061306,-121.11106064437855,21.64133224968853,33.314542787677425,0
Yes,45,Hispanic,19.7576929242617,-9.699428673607422,-12.046222399908148,-173.08558379826437,-64.21477939796367,1
No,77,African American,-44.945497129134374,43.4148237383799,31.331088511338717,-125.31211134299636,169.24849813609237,0
