nation,religious_affiliation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
US,Hindu,-136.71260830457376,C,B,0.4382875000111225,-42.23128188216902,106.1997113305261,E,A,71.42749606638792,C,79.69382557771875,D,0
Other,Hindu,-111.25194211115472,E,D,-30.0752453877797,-53.42057555371925,-30.778510326731766,B,A,-34.026998687461486,B,-45.23471315347699,C,0
Brazil,Hindu,-231.85672508156566,C,D,78.19295222765187,45.99858612465684,143.48157126922146,A,B,35.92727270233839,B,82.3732024371753,C,0
Mexico,Muslim,85.21190327674417,A,E,28.52119767315014,-119.88131242652457,33.85260300790047,D,B,36.27506434145733,C,-80.11960818433987,C,0
Brazil,Jewish,46.78141106884858,D,D,66.45636836830994,59.906035474954365,14.002516002906745,C,B,118.0153493185272,E,-227.7085819105724,C,0
Brazil,Other,-21.41956571073289,E,C,17.000492947015015,-19.976284326867844,88.74785797138318,D,D,-15.993026567635091,B,-22.95221012219743,C,1
Mexico,Other,-70.56972169724031,C,D,-60.112827870811984,-76.12527758889824,52.27300859284437,C,B,-72.81200248681702,E,-193.0848489499444,C,1
Brazil,Christian,145.2080990626153,A,B,-54.962719399205085,50.84784012684924,135.06769616899206,A,E,12.472469184474745,C,-106.5385650191774,D,1
Germany,None,14.067211749913506,C,D,173.291539267644,21.340980673362537,-35.085956090758465,A,E,7.100062209618879,A,40.887946816453265,B,0
Other,Jewish,13.79780904877688,C,C,-74.06128056388562,-26.58647355287494,72.6427775189822,D,D,-18.16562235210597,B,-10.72948015819512,A,0
UK,Muslim,-76.80449850362609,E,A,126.85065759112662,-62.88966496647357,-51.740853330987434,D,E,123.79830856323369,A,19.946054731734613,E,1
Mexico,Hindu,-97.77301165431383,D,B,-91.4114453534684,101.66793834385753,104.5014079518463,D,B,-5.70097812041364,E,-17.531508968268,D,0
Germany,None,-97.95189377122419,D,B,1.512223753244908,82.42780412333286,-66.73587454672739,A,A,-54.498448920331,A,-31.128167031370026,A,1
US,Christian,148.82908846676284,D,A,-153.45160910745076,-2.454532318529375,-201.49191717158277,A,C,29.240442485870737,E,126.53616695318061,B,0
Germany,None,-170.32639295718437,D,D,-8.645870416067849,42.881155263950966,39.017730821259036,C,C,85.14732534942127,D,-56.69732682321423,D,0
Germany,Jewish,-27.644322349922597,D,D,50.76333065417026,-34.04479855931974,45.85796691887467,E,A,99.3368881232558,B,-49.72886930077048,B,0
US,None,-2.0980981624210666,E,D,-27.71772571097999,-128.09622390211143,-72.27215360426757,D,E,174.08025206778927,D,-98.67068597233906,D,0
US,Other,-27.99483681448971,C,B,-14.200509489979286,9.937566893385547,-148.97350324530527,D,B,13.220231988302562,B,-81.25593259398504,A,1
US,Christian,-79.22037253538048,E,E,81.61242488373755,39.54042453727249,47.84241478043644,E,C,-87.18255242288538,D,33.13348256865716,C,1
India,Hindu,-13.815409907057003,B,B,-101.28328729376422,10.052959480433286,114.46712976747936,A,A,22.76837025787401,C,-65.79370685837071,E,1
Brazil,None,64.25133162542502,E,A,115.05488683647968,64.67340411549638,86.15151422068774,D,A,-5.995931144526952,E,-129.1816029499075,B,0
India,Buddhist,-31.256742131158116,D,C,32.80983699261175,-48.94288446707811,0.2913193122281993,A,B,8.057495810405904,B,-18.593965016113877,E,1
India,Buddhist,-6.01160088686436,B,C,33.18128548935416,-92.29432099417308,32.76880101732459,C,E,28.51472307886717,B,96.55701161760388,B,1
US,Hindu,104.80680051397403,C,A,-130.7751395039941,-75.89166742894253,-130.16550834207007,C,A,-24.442223683701606,C,-28.385579436023196,C,1
Germany,Other,95.9095533914068,C,A,85.01053955357386,-111.50145928100133,-12.59562218628392,A,E,234.55536982783948,E,-47.969786152500134,A,1
UK,Christian,-32.05748956600571,A,B,10.765407445836392,157.31908430796946,-139.30857381263093,E,C,73.95799652277977,D,84.26648365731263,D,0
Brazil,Muslim,-36.560304967944376,E,D,28.493894782868807,-69.2405903917362,52.838096220550334,D,C,43.696057735447795,E,62.07631197493525,D,0
US,Jewish,228.21968517011393,D,C,-31.357911620363936,-266.2289157039305,-182.82656753880093,E,D,6.261021605549093,C,9.609377818423546,D,1
Brazil,Jewish,30.25122445324351,E,D,63.575583180916965,16.945034984016633,-71.51807232245456,D,D,1.5904112127057117,C,-52.623723473871166,B,0
India,Other,131.74921965976569,C,D,-215.05309747858502,-181.34322841392736,233.26408098898588,C,B,31.00989476865042,C,-28.222519625119645,D,1
US,Muslim,-48.142115718151345,C,A,-3.052137147660033,70.2419284509736,-170.6098719662754,B,C,-141.152338533639,D,-77.9626003844269,C,1
Germany,Jewish,-125.94226386605669,B,B,42.2941989144082,-122.80181371640573,78.3955119646579,C,D,61.20577916684995,E,24.621097495677805,D,1
Germany,None,-63.47701731220662,D,C,-17.321978063786723,49.82993453943225,-8.546927069547705,A,B,200.52338370521235,D,282.49235297922655,B,1
Germany,Other,49.413621686907234,A,E,-184.98724249457942,-6.18334067702712,208.31782086283255,E,E,62.6447953778966,A,-52.80379287994232,E,0
Germany,Other,-208.54691888386782,E,B,-202.52436029416566,-100.5093958204164,-37.161678622025136,B,E,-84.36066125052729,A,76.2248693522047,A,0
UK,Buddhist,-25.152952722736188,E,D,139.27231481866892,-155.97891882676493,110.15979654829412,A,B,86.13760747823706,B,-65.72828042762384,C,0
Germany,Jewish,-71.54724318931311,E,A,32.556339522149216,70.81511938213146,57.94015858510969,B,B,12.483285845845757,B,-37.706301191965665,C,1
Mexico,None,174.9616753057602,B,A,175.41342026032893,64.60837355762622,82.97379583908825,D,B,36.07357208443002,C,130.9750190605824,B,0
China,Buddhist,67.4448695875476,B,C,-36.54811635140212,-91.39391951662226,-114.60388048155055,A,A,-11.948336719220263,B,128.79393652822202,E,1
China,Christian,-107.84296346683246,E,C,26.32487624619521,-170.68228553885388,11.324662658874054,B,D,-43.122288265594065,A,66.14568810890832,A,0
Other,Christian,-229.54831982616307,B,A,-29.589403011082627,-68.32270103837793,139.24036495882217,D,B,-97.42197011878416,B,83.41614825530502,D,0
China,Muslim,-66.85514377043336,B,A,-62.63572439471369,13.654956303090552,-25.562491821320975,C,E,71.85982454415065,E,68.35569527771575,C,1
Brazil,Christian,65.68028452021359,B,C,43.613948573902775,83.98934965986038,80.0783834094019,A,E,65.17632257618767,A,84.57981535711001,A,1
US,Jewish,-16.1298720777517,C,B,-38.09860032484468,28.361814467010323,-25.909855338190102,C,B,-47.52470336129431,A,87.3442145085981,A,1
UK,None,106.23447456699502,C,E,114.64377830134688,-54.65156061216777,14.92014937906076,B,A,-110.81981902967286,C,-101.30010442588222,C,0
Germany,Buddhist,-78.63721909060422,E,D,41.23229524215265,98.58956656603056,-14.785385991111303,B,E,25.208608170020035,A,36.888562547034766,C,0
UK,Other,-32.54558891555826,A,C,75.84389110715266,-210.9278031033753,171.6702548921794,E,A,166.53007731740308,C,-55.92826504955387,D,0
Mexico,Other,-69.07145548828404,C,D,148.7624212023201,5.187626624578948,-25.205095371330692,E,D,-10.494149432387847,E,-7.162353320404891,B,0
Mexico,Hindu,71.71548146769979,C,E,-26.682080001113086,49.95084022720959,57.79896342616725,A,E,106.62369210513147,B,10.461470814456044,A,0
Mexico,Other,96.74264732830544,D,E,-3.1463336414102097,-251.52335690201286,-87.880819002909,D,D,0.19554644386233672,D,-72.14555839534754,E,0
US,None,-6.167638637219937,C,C,62.18941740896275,-89.03131434792992,-77.50958493953522,A,C,-209.26820910445718,E,50.10832108028501,D,1
UK,Other,104.20094588780611,A,C,39.753932856825024,-82.04905726539936,-30.057274586556154,B,B,46.05363321557384,D,-101.9478231929828,A,1
US,None,-7.773651463330135,A,E,-8.414847209908421,126.60149742342604,-59.26527391832421,B,D,-113.8472625020302,B,75.28023404877386,D,0
Other,Muslim,-6.751172269273852,E,E,-49.77592459734027,-23.0146976328599,-75.96070263183819,A,E,142.95785545802565,D,67.98737445800136,E,1
UK,Buddhist,95.14967068011478,B,B,-16.892558631259657,-32.203740926287225,34.36471784588169,E,E,-76.1693273872506,A,-10.625810174105755,E,0
India,Christian,56.97978786745058,A,E,-242.83183580215257,-192.30823256657,-27.200419582152165,E,D,111.82572811753442,C,-19.894062151245993,B,1
Mexico,Muslim,36.396962013272926,B,D,-51.71759441181736,49.571079139162435,-108.44290667361413,C,C,-233.43541659468337,A,-213.57012676056007,C,0
Mexico,Other,-84.05436337061268,A,C,-53.19883424397624,-5.5758660007668555,125.35782481376229,A,A,152.73458845256644,D,-66.7498080284508,E,1
India,Buddhist,-113.9911105085552,A,B,-40.66381610069639,7.9877234125994985,34.3904385417898,A,B,-164.4788638685122,E,18.250777950763567,E,1
UK,None,5.509555939025771,A,E,-27.549990811673265,-78.77403700159243,-32.92940059756329,B,A,0.9268071119320993,E,-107.38615917790118,B,0
Germany,None,116.27341617797151,D,D,-147.6482319210874,-5.970624020843314,-55.24594650938025,B,B,31.253521615074636,C,-164.148975709991,B,1
UK,Other,-30.67873368438651,B,A,-28.593463901906794,-64.44399188834518,-130.7514742225808,B,B,198.12850914922515,D,14.96492826053289,E,0
Germany,Christian,-24.24966946508158,D,B,156.86368926541016,-41.65619501597506,11.836859281653132,D,C,92.50218711340241,D,46.25131149804263,A,0
UK,None,95.22639379366804,A,A,1.7851667816410628,33.08167086424578,60.41670702362326,E,B,14.23872143747184,D,-72.06135476168143,D,1
Mexico,Hindu,64.35409535431987,A,D,46.57706028962279,108.21123751758046,229.8044287441862,D,D,-53.88580374478832,E,-40.16577711139224,B,1
China,Jewish,132.14682910309327,A,D,72.85521453872192,-148.15315578440772,119.5325269278763,B,B,-5.461159048542054,A,202.42495068979844,B,0
UK,None,-39.43458184962056,A,C,83.02929892488494,171.0754780747519,55.24951965219104,D,B,85.55763358931331,E,57.13577254728068,D,0
Brazil,None,-24.683050782785564,C,E,49.6532439789012,118.4594528656186,153.42648975721482,D,B,56.66872780539656,E,6.498312553282047,E,0
China,None,-94.22958320044503,B,D,-115.78606636532322,114.94956633484455,119.45051561491502,D,C,95.54955075037482,E,42.50356732265719,C,1
India,Jewish,-6.225379323416496,A,A,-14.258165497282427,-189.67261090397528,-127.33473624558846,B,B,76.191314229881,C,73.41449894588884,C,0
Other,Jewish,-4.051635588515719,A,C,12.847753444334032,-8.453492999805476,-97.52629168189017,E,A,26.087505212215717,C,-163.22410188002718,E,1
Germany,Buddhist,-7.521922246022974,B,B,58.919879857950086,60.31519773511421,21.23333226709835,D,D,183.27662380261614,B,-61.93684568893752,E,1
India,Jewish,-5.635445259288687,C,D,43.08004134347144,-128.18968264152343,-58.001767065070034,E,C,-46.76185441422008,D,170.51201139988046,E,1
US,Hindu,68.05102804056045,C,D,-12.72212608971036,142.65237955699203,-138.40157164968983,B,C,25.618238155856055,B,-91.9843199590144,E,0
Mexico,Christian,76.24068514600182,C,E,69.3027937495675,-64.88519546643559,100.11088933128723,D,D,-170.32358497211143,E,-83.45483210069145,A,1
Germany,None,-43.6288378612006,C,C,-101.3658767859149,240.12249444610583,-71.46152544783132,D,B,-24.088751456567216,C,139.5388708154687,B,0
Germany,Muslim,110.43548793298292,D,E,-82.87116293380541,-44.62767346361383,-91.13415986747609,C,A,-25.55227713188315,B,-180.66379978375852,C,1
UK,Christian,36.202051566731164,B,E,5.546624112452971,94.31718110707402,-30.086244094589983,E,D,-32.71900741946138,E,116.67556349664694,D,1
UK,Christian,-175.06412020756898,E,B,-5.764614913565195,54.236345870361546,-51.77139346014356,C,B,-76.87813876970107,A,-86.95026525817136,C,0
Other,Muslim,-14.40582658444735,D,D,-18.6693284938756,3.9684987069091875,24.07722635734095,E,B,-173.90507894160666,D,102.48735360300331,A,1
Brazil,Jewish,149.50174045062644,A,E,87.54299710959394,117.34546357062321,24.967108966381033,A,E,31.300741090360262,E,191.8969284659197,A,0
US,Muslim,95.5371968014541,D,C,145.43837984451903,-24.58731923241092,135.23705023680157,E,A,-2.58027930383027,C,-153.57593930014238,D,0
UK,Muslim,-155.71330167217678,B,A,-74.12418848773001,-88.47550535128943,-149.84346597114074,D,A,32.961818397069,A,-106.46552391535337,E,0
Brazil,Other,-58.37613801047936,D,B,48.02837615827914,49.35859253119728,170.36461373346305,E,C,51.910585840823174,C,186.8798951718963,A,0
Other,Buddhist,123.06288445129712,A,B,-20.598349423311287,12.195053639318914,107.61423509216723,C,A,-109.18440006626349,D,62.71533752892917,C,1
India,None,32.3620967614049,A,B,-19.965255452470252,118.38523888011527,119.5680864890704,A,A,74.84640795612889,C,-103.3462914606216,A,0
US,Muslim,31.92866696006959,C,A,18.07063969854105,-225.1785476369736,22.721929233030984,A,A,-8.771135223107132,E,28.483434589404872,A,1
Germany,Buddhist,33.2801742251514,D,B,63.73244821591546,-32.66473811308994,-144.5863517072254,C,A,-43.41989654991565,E,15.062012569396224,C,1
Brazil,Hindu,87.55973613232806,A,B,104.71577794738668,18.800896233907764,73.45380575206977,D,D,14.928434770470252,D,7.2814718528478855,E,1
Brazil,Muslim,224.88755327248953,B,E,51.76270902701477,-17.416453204226094,143.14781566491598,C,D,-42.050962861823336,C,73.31015862707436,B,1
India,None,-63.70200978541279,D,A,-60.155620547251296,-0.2640172824628778,22.07056579422938,B,D,141.53000672110608,B,-145.32334118444564,E,0
US,Muslim,86.95471603224034,D,A,26.958374565667658,40.68604564009496,130.4231314768951,B,C,-133.8104992015782,D,204.9907876570358,C,1
Other,Christian,26.666754985081376,A,B,53.45957464286701,-34.24675278740456,-64.02382859128006,C,C,-10.99506946867398,C,15.185966494829973,E,0
Other,Hindu,-34.7666512944475,A,D,-11.712867692088464,52.51603783987686,-54.1600414732585,D,E,130.4571081422219,B,35.954982826218085,B,1
India,Jewish,-251.74222685490935,B,B,43.69948974564168,34.71877537282948,23.098221991426986,A,A,168.90967665403122,C,99.13609687709004,C,0
UK,Christian,129.05532424935978,B,A,-168.64811510849756,-57.82786020646411,191.54573832819753,B,B,-159.37902535694067,E,108.66772105984586,D,0
China,Other,-91.86770453323612,B,C,-92.61817651990036,138.17547544210876,-23.963864700260824,A,D,-85.64725206119365,B,74.89508985447895,E,1
China,Jewish,1.0205460669193145,D,C,-53.11032839244746,-19.417725086334894,56.6039746996064,D,C,9.437386218892554,E,214.52010713419503,A,0
China,Hindu,31.790822349265525,B,A,194.13644371997154,28.289372162268954,-76.98903811031238,E,C,112.5377584514833,D,-110.07439448304682,E,0
Brazil,Other,-18.09138486474936,B,B,-126.08580558986296,164.17186398076245,-35.22635650529411,B,A,47.94400310156062,C,-66.76458783267543,C,0
Brazil,Christian,57.7705969952307,D,D,-0.3304230675440702,-17.182729690732632,-30.899585036938294,B,B,23.548508661272365,A,104.1766541942452,E,1
UK,Muslim,72.53847989205428,E,B,-87.30315899336755,-150.59119558408943,-28.871660411707445,D,A,293.0638378241423,C,-84.05203339147239,B,1
Mexico,Muslim,-64.75746601586405,C,A,141.92152103651813,-65.75278735257807,68.82612976069298,A,A,-200.66926317843848,E,116.04850582189714,E,0
Mexico,Jewish,-82.10815861082162,A,A,-91.64661105314127,88.83015248360789,74.79895429312943,D,C,-106.80516403446386,C,-72.03519620197655,E,0
Germany,Muslim,36.69548159158833,E,C,50.27233208466557,-1.7398457566425285,72.26519177514174,A,A,43.72123680703525,B,-1.3427251085416627,E,0
Other,Christian,83.89547532475554,B,D,-16.908934388811208,-15.204982499307512,9.057696296695115,D,C,-186.60944529779437,B,-52.434731284538074,C,0
China,Jewish,28.59892542722755,D,C,78.54582482729371,-152.5281945861188,-16.571969045229107,D,C,38.19020497551608,A,41.34954721728953,D,0
US,Other,-21.173481476603023,E,A,-138.0781673307952,-6.151049909291078,78.3247352144721,D,C,125.66676511125998,D,112.67839911159616,D,1
India,Buddhist,9.243907569432855,E,A,79.00942496275749,27.489177303672214,243.8982590064112,C,A,-124.03452114632043,B,45.2761063524676,E,0
India,Muslim,-22.844315204446435,E,E,139.88174981156513,62.89674789015432,36.284105823353784,D,A,119.29486420853056,E,7.033378433201302,A,0
Brazil,Muslim,9.669209930320088,E,A,-259.8603526023828,81.24814836354139,5.906198749499504,D,D,6.444036337005139,E,174.7744436726369,D,1
China,Muslim,-219.60934965625358,D,C,96.02769362447475,7.653836142688234,30.68622956497904,B,B,-45.990294137121026,A,-12.103369369816024,B,1
China,Muslim,-65.25178228908518,B,E,36.726684870674035,82.94678441265272,83.28325487874952,B,C,194.54555646072214,A,-21.05870302602211,C,0
UK,Buddhist,56.2834430978318,E,A,33.52475545415256,46.776108798436695,88.0617749535894,D,C,16.41987687523667,A,-68.44149359166423,E,1
Brazil,Buddhist,21.78609742100523,E,E,37.111486491657345,-136.46893120251787,-100.4235355440146,B,C,-112.45017754913593,E,48.11433130627503,D,0
Brazil,Muslim,-52.97972039371089,A,A,52.491320600568244,-122.99882164573471,-195.5919648938655,A,C,-49.9951675860293,A,4.027541577157774,E,1
Brazil,Christian,-180.96664420768724,B,C,-146.25456898078482,70.32601445539561,-39.8764022725452,A,D,63.106054094132546,E,-22.22465904883859,D,0
US,Other,-126.97549703973756,C,E,-125.32091022762057,178.21029312408538,54.42415013788614,D,D,-106.93909325460116,B,-0.16197660777287087,A,0
Germany,Buddhist,-18.76820786602104,D,C,12.262611717242232,-14.278108219041647,-93.41197618933235,D,D,-23.48759167050481,D,46.442487559726786,D,1
US,Hindu,-57.39169394917908,B,C,148.43665683055812,-30.416687550530664,-78.39741097336542,B,C,-225.00156477015216,D,76.90199877256906,B,1
Other,Christian,40.271648074827496,C,C,137.56124771812267,44.206250178323984,26.856464578714135,C,B,23.18700846020027,E,25.768444513645512,A,0
Mexico,Other,39.131309698038855,B,C,-171.8867463864607,-20.15888470314812,-153.09749731964737,C,C,82.54969024109788,E,13.04774286963558,D,1
UK,Christian,16.012548027301975,A,B,134.97995396235115,14.063207620078789,101.65026211506367,B,D,-35.38223675262381,C,-47.79956186831252,C,0
Other,None,-62.28852787070218,B,B,158.2757532958597,39.96240330706872,-22.677686046589944,D,D,-94.20447504002209,C,-118.28117139282159,A,1
Brazil,None,167.36616311923984,C,D,-132.32837889501826,151.06515627613734,82.4550469914028,D,D,-42.457619645119514,C,-38.39849714262764,C,0
UK,None,-61.782507906363435,C,A,-91.29389093163054,-22.59867128547775,-32.03137369687387,A,A,8.22387955631488,C,-51.21516110981046,D,0
UK,Muslim,-102.30762795872444,E,D,-81.28899578883284,-155.65040268260933,34.93812008244967,B,D,-169.91426785514116,A,-148.12417336537243,C,1
US,Other,69.25323849471839,E,B,49.39145126027205,-7.9686538467825825,78.4248672070433,C,C,-73.58305775301422,D,-7.810721788563178,C,1
China,Muslim,25.413001798916923,D,C,-7.3777791626500955,67.35199511670706,-48.19182916076786,A,D,-89.4555424312469,C,-51.45398187192109,A,0
India,Buddhist,-50.38629080644642,D,B,-19.049278729875898,-55.66304763447549,54.49454040196085,C,D,-4.074152642252433,B,103.73895501122527,C,0
US,Muslim,52.61324696568014,B,A,-24.68544219784527,192.0192305541259,-110.97347258675356,B,B,34.749690952192005,C,120.35573251770614,C,1
UK,Hindu,-90.92381823347401,D,E,-114.94850715014687,-8.384921599140274,-92.75663068032412,C,D,35.1130408369346,D,-128.55287092951195,A,1
Germany,Buddhist,37.843434395301244,A,E,43.967706317483206,-244.2922942407119,-71.08010128410785,A,C,-240.33157820046148,B,40.291167634948636,A,1
Brazil,None,-23.30067819411227,D,A,139.27742524882825,-87.87840349884188,-94.94131735314272,A,C,-53.47717416342075,A,-197.06617781895878,B,1
UK,Hindu,20.283589979239817,C,C,-66.69162409612193,-53.16274006321072,136.7865382152225,C,C,53.814016676654795,B,-3.09339514426165,E,0
Brazil,Hindu,-54.271486540289295,E,D,55.995449274765754,-72.08763703998144,69.40042699370856,B,A,-50.31885655957752,A,-39.993612417302025,D,1
US,Buddhist,-18.3744950621907,C,E,225.84601243316976,-31.761493952902057,-4.533404950204329,E,B,-198.19126515568476,B,48.551652689780134,B,0
Other,Other,-17.484218026512764,C,B,57.437631411500355,-97.14853358442856,10.945175175706998,D,C,7.768983889130353,A,-101.10528629601198,A,1
China,Muslim,-135.37320817516007,A,D,52.581794486223274,8.423638955353411,245.8924450127042,A,B,112.27285490990857,B,-160.9106950665305,D,0
India,Buddhist,-36.85008524322695,D,D,-33.512081945485406,49.782878430666294,17.233067459224362,A,C,-7.108447802414776,A,-103.999508599398,D,1
India,Muslim,52.11623224358587,A,A,1.8226988517123826,-16.196911933605346,-107.14523524640893,D,E,-121.93679770328202,B,89.25427435114787,C,1
Germany,Christian,-90.15585462062089,E,A,14.561834733461618,-158.51017806493869,-107.08820160716941,B,A,-3.552756119435987,B,-64.59005445699259,D,1
Mexico,Buddhist,-24.66681995918542,E,E,-39.08582188340228,227.17667827181094,101.81911128782559,B,A,-111.8951098213814,A,-40.32615090945505,B,1
India,Hindu,134.0166254354476,E,A,-158.07476933035824,16.022401802301463,33.175581729811285,D,B,-9.443132641707201,E,-28.054842823240573,D,1
Mexico,Christian,36.11134806101685,A,B,136.59104127170409,10.432098424233198,-67.81341076557311,A,A,-4.789297544270407,B,-92.28329033951263,A,1
US,Other,-178.4566268294274,A,C,-42.12242253401157,226.97708073997717,173.8221780938839,A,C,123.77555395844058,B,34.97722176593024,A,0
Other,Jewish,60.81929437597906,B,D,-162.15511515630052,96.84481567656519,-58.77561278333086,E,B,82.41138606392859,E,-46.71026974233727,D,0
China,Muslim,-74.06193829919792,E,D,-160.25584893854813,24.91343439615635,81.81829698107093,B,B,80.06516364303843,A,82.30940931892098,C,1
US,Buddhist,180.77166036036164,C,B,66.06014495063405,162.89773079846285,89.40417565033984,C,D,-64.80052954204571,C,-25.41464493435459,B,0
China,Muslim,-0.9192697940585878,B,E,13.188912148742576,105.90592217330028,37.12476986346013,B,A,-10.143371262469525,B,-100.51784594615026,E,0
Other,Jewish,170.91172402418883,B,B,153.08957198327406,136.43840934752322,-24.109368825653544,C,A,-31.3122080426817,C,99.1979850344129,C,1
Other,Buddhist,89.88089485662384,D,B,2.8782583636454233,-100.97928215499827,89.29414566625381,C,B,-212.58560621649428,B,-7.265597507584344,D,0
Other,Buddhist,-81.50944221211637,C,B,35.328892819316096,3.442123612735442,-192.06887618072471,C,A,-78.69356162605928,C,-81.48964130452472,D,1
US,Jewish,122.22684092137375,A,B,-59.77828074729463,92.1162959348481,146.6446329169026,E,E,-113.99296457201156,D,-124.47517930176188,B,0
UK,Muslim,-96.95563172499554,D,E,52.4084535652086,-126.82745364673478,92.08032599809202,D,A,11.681893461046053,D,-8.174920047797023,E,1
Mexico,Buddhist,-26.845648179477987,A,A,-175.05470476639653,79.87047098564794,-159.08636188250824,D,B,8.564419080149086,E,-26.032855376163454,E,1
Other,Buddhist,36.15903956449482,A,B,-119.69340903635913,33.22780320634619,-44.14798357206703,C,E,20.356917381015936,B,62.354237992752346,C,0
Mexico,Jewish,112.85202635389781,C,B,22.753019065715065,-24.53540820887177,89.68386789091825,A,C,-103.00447047999577,B,128.62226157502937,B,1
Mexico,Jewish,25.30653985588024,C,A,78.13473502563212,-40.66044626718442,85.19614948222312,C,A,22.585814895665685,D,145.97882378520166,D,0
India,None,55.28516193353218,B,E,220.82318882816705,243.3600511864074,12.963318174363122,A,E,131.14993448989404,B,-47.188811698553856,C,1
UK,Hindu,103.75596363962003,D,C,-86.81190998033283,-68.80182085394986,-10.924474884101377,A,D,96.46706481318584,B,167.195683990879,E,1
Other,None,-129.4058892851121,E,B,72.6205968022308,-46.94931228879078,-195.734768338385,E,B,19.36640544493799,A,-100.56655979045223,D,1
UK,Other,-96.17932150813745,A,C,-77.30661899294132,277.0621608891014,-132.16159462065627,D,E,162.34014110389822,B,-44.13646624251291,C,1
US,Other,57.19222828200577,A,C,21.983702538651844,-83.19459154253083,-173.81655496943762,C,E,-71.54455751582088,C,101.2970533748752,A,0
China,Other,-36.77008722232769,B,B,-143.0207130292652,108.68464981099338,97.75651016579403,D,D,39.446161699193304,B,-30.10576001277996,B,1
India,Buddhist,65.27712385231698,E,E,85.30950660770615,-139.34094174131167,-13.98925773790009,A,A,-8.595379485018105,B,96.3381354865497,C,0
UK,Muslim,-172.06450072362944,D,A,27.84930545190708,78.70435116381921,8.530044469271393,D,C,-171.70485813523487,B,-59.71236684404192,D,1
Brazil,Hindu,-11.442244173353409,B,A,-51.645305142669585,162.4846861667812,121.36737239869646,C,A,130.9252130476424,D,43.647693723957055,B,1
UK,Muslim,41.521220827218464,D,E,-47.47164254978818,11.987014626846076,77.48767149678842,C,E,-90.6948192000637,D,77.4959147859722,B,0
Mexico,Jewish,-4.092406977136595,C,A,61.795369175379236,-80.7614707260752,142.62379233859278,B,A,99.78920276241132,C,94.25659303004403,C,1
US,Other,24.8264427354771,E,E,174.48900472225137,-35.39268149449051,-77.60976376210577,E,E,-64.44072383113173,D,5.491463599862321,C,0
India,Jewish,-83.4737725038926,B,B,-93.57275249840161,-105.48888924365744,-49.517426582310804,B,A,77.62807181038227,C,-1.4979737557955308,C,1
US,None,-130.35585410496134,D,E,-20.353383113295877,94.79146450780337,-24.63950038854042,C,D,-194.69814721373376,E,107.47135354485458,E,0
China,Christian,-78.75346362528599,B,A,115.86043130662577,0.5906400702044784,-74.69209753057245,A,B,24.242000266152694,D,55.97528598927818,A,1
China,Christian,-97.29736006706321,B,A,-8.084589791348423,25.231994609973135,-19.667945480603645,C,A,-21.91833036153513,B,18.952458495057968,B,1
Germany,Jewish,97.13808660980344,E,C,148.23147959993844,11.3403429892489,23.442684528984948,D,E,95.85559370491193,E,-20.809166553413288,B,1
Mexico,Hindu,-31.713922006577715,E,E,-171.8647767821413,-73.61244767742858,138.6057381184482,B,C,54.1854246261664,B,5.903050102903793,C,1
India,Muslim,-35.57813997079136,B,E,-76.59171845719779,104.13506709711035,128.70469108032913,D,B,-51.64655941651984,B,240.08422204614538,B,1
US,None,84.53026652760778,A,B,21.889517578999165,98.10972022734336,-21.657797873122266,A,C,-53.724231643108865,D,92.81806016311535,B,1
Germany,Muslim,62.587675905664256,B,C,29.006127144789023,67.24035580944177,-10.415306491691439,D,C,-1.8832955025331424,C,-7.578316562722353,E,1
Germany,None,-24.58630416472018,B,C,-25.323866261457084,43.52695460897093,204.62280372396674,D,B,-63.76005859913999,C,210.36315566271026,A,1
US,Muslim,-36.31289790435181,A,C,-118.65629166490099,73.04013336805708,-99.14441974324161,C,A,16.526891969597337,A,121.81272484577268,B,1
US,Hindu,-23.376404728399454,A,D,38.13902607943315,-62.39466693749925,4.4092440213426505,E,A,103.06986724072442,D,-47.33696021518959,B,0
Brazil,Hindu,-245.78117178421118,E,B,126.571765950921,8.093027615988822,80.00839434187088,C,B,50.25069994052779,D,75.44077258763939,B,1
US,Muslim,252.6829994432831,A,A,115.63332965188644,51.44602730999802,-120.96515243552963,A,E,12.734689091215548,B,108.68506132650549,B,1
Other,Buddhist,167.81806037253807,D,E,84.33585752593527,41.20814885277248,-21.473925624032898,C,B,-90.22734469719806,E,98.51185449065115,A,1
Brazil,Jewish,-47.21772795762759,E,E,-159.79797720170794,-6.553236766369632,78.71260557222978,C,D,50.65208507225466,D,152.55130133122853,D,0
UK,Other,-108.29487739311621,D,B,138.5711264477032,-21.127876321914833,105.59266736740499,B,A,-204.72394116320186,B,-84.69963951494937,A,0
Brazil,Other,-35.39323236476823,E,C,57.002426913318615,-5.627039622809331,25.180076217318813,B,B,114.73841948963211,C,70.3030263359646,D,1
India,Christian,159.11311498313435,D,B,26.12362263918606,94.77555969767413,-110.45019659387461,C,D,94.01090507759335,B,-215.00253797639616,B,0
UK,None,94.9748226655193,C,A,26.267934753529214,32.82007513554198,-68.84152912357185,B,E,31.619090577644375,E,57.34192235458557,E,0
India,Christian,-124.64482456512988,C,C,17.402466146640236,67.2714870739451,19.62959139518775,A,D,-73.00640358950186,B,50.84207237670891,D,1
