religion,sexual_orientation,Race,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Buddhist,Other,African American,65+,-14.548637369625542,165.37792182449988,D,67.76212142806581,C,D,E,A,E,-133.66925698520123,B,D,-4.364389155763182,C,-22.801851813538512,C,D,0
Christian,Bisexual,White,51-65,-109.56661196677469,204.09578648499948,A,129.27016780669268,B,B,A,C,E,11.559181427063875,C,D,-137.1668299640668,D,165.69174558050145,D,B,1
Other,Homosexual,African American,18-25,-15.200506302048641,143.74365465807466,B,-74.34673756598828,D,D,C,E,B,-82.54106172354459,A,B,-0.634918150941154,C,61.49312831884571,A,E,0
Christian,Other,African American,18-25,-13.267178895377556,115.13272235182592,E,-52.8681668981819,A,D,B,A,A,172.4504798704308,D,D,-60.74015354108913,C,34.69481453729096,D,E,0
Hindu,Bisexual,Black,26-35,35.21050423872229,-17.527654332587637,C,-38.807105674287946,E,B,C,B,C,-109.87651118719464,C,A,-17.303175218928807,B,79.38893671979325,E,C,0
Jewish,Bisexual,White,26-35,-168.26667884422812,46.31202697019484,E,9.142627794118699,C,E,D,D,C,-128.91781211291632,B,A,75.4033406309774,E,77.62950226005263,A,A,0
Jewish,Other,Black,26-35,135.96672360846068,106.1495398110335,B,144.03459079502815,D,D,D,A,C,37.0108751720118,A,E,-10.148251735519139,D,82.8713992245343,E,C,0
Muslim,Other,Asian,51-65,-61.653716254846216,-122.28129398864182,C,215.0080318250864,B,C,D,E,B,88.79475213592241,C,D,54.618817917332386,D,81.66310867581291,A,E,1
Hindu,Heterosexual,African American,65+,24.74315790547566,49.53690108484084,E,85.64248370880246,E,E,A,C,C,45.81938939690483,D,D,-117.35358684282954,E,-34.40184512609909,A,B,1
Other,Bisexual,African American,18-25,51.57429249101396,-164.09551059779898,A,158.90636840384974,D,E,A,D,E,111.25782171753747,A,B,3.715451837715858,B,-65.20164211252325,C,E,0
Christian,Bisexual,White,26-35,-50.62644440701282,26.847843894670696,E,-25.711663069584418,A,A,B,A,B,49.48713315306883,C,C,-13.529016033767691,E,-157.78452331842584,C,E,1
Jewish,Heterosexual,Hispanic,65+,97.58330616372928,-13.112460869435738,B,-241.41690587100487,D,B,D,C,C,-296.7088324014097,A,A,-201.38930862796846,C,-17.569020376215143,E,C,0
None,Heterosexual,African American,26-35,-58.76338871784959,10.411464017472678,D,53.71369522533467,C,B,D,E,E,34.443267015341156,B,C,166.13411958215,D,12.479703612940906,A,C,1
Other,Homosexual,Hispanic,65+,122.83303364475726,8.861882662904629,D,-199.35977889864284,D,B,B,A,C,-42.898104058957706,D,D,-131.58890892370258,B,-55.320074833736356,D,A,1
Buddhist,Other,Black,51-65,-105.26818564238363,35.49267789099571,E,95.73043712401031,A,B,A,B,A,-56.417264559063895,A,E,29.146641339337375,A,3.7580964342862386,E,E,1
Hindu,Other,White,36-50,103.21296914265083,-80.66154942178794,B,-95.29253808281818,D,E,B,A,D,-21.587092338481867,E,A,-99.57675407009121,C,91.80166174868704,D,D,0
Hindu,Other,Other,51-65,-2.699337477754115,-116.87044617980345,E,-55.59347781871252,D,B,D,A,C,64.4860414491041,B,D,-4.971167637816429,B,97.20199276159897,A,D,1
Muslim,Heterosexual,African American,18-25,-99.22678176139253,-61.435261386780624,E,-131.92785681825447,E,E,D,A,C,-18.137992950307332,E,E,-136.53543190661293,B,-43.81762635040427,E,C,1
Hindu,Heterosexual,African American,51-65,-91.70303509813782,-52.918818583104624,D,25.57547183057852,C,E,B,D,B,103.61724239015093,A,C,-66.23937174794476,E,-9.824728843872661,A,E,1
Jewish,Bisexual,Black,65+,36.71739941145425,-118.69634436062273,B,-41.28624248697152,A,B,D,D,C,-146.09435028583857,E,E,-64.70884802682188,D,-16.010533990662836,B,B,0
Jewish,Homosexual,Other,51-65,-33.33147412341946,77.09066430067215,D,-137.96209922409554,C,D,C,D,A,-33.580618071567535,A,B,112.2953965135419,A,57.92510757718876,B,E,0
Jewish,Homosexual,African American,18-25,79.10090123979782,-11.607444481772053,C,-71.96343459479397,E,B,C,E,A,42.06680330736745,E,B,-46.8052468889289,D,87.9487371968084,D,B,0
Buddhist,Other,Other,26-35,-229.35596406807224,113.83334032550871,E,-24.529691626153735,E,C,E,E,C,-6.492459580699054,A,B,-79.69366843403938,C,63.02787202687845,E,A,1
Buddhist,Bisexual,African American,51-65,67.96482334750155,51.83992178718276,C,71.47693671576928,B,D,C,D,A,-85.75329260480724,D,E,57.28772656602098,E,85.6663418731134,A,C,0
Christian,Homosexual,Hispanic,65+,-29.995517046125315,-7.929490313382498,A,23.408477264114445,E,B,D,A,B,98.68287907552671,B,D,139.90515604023219,C,-82.94096544738579,D,D,1
Muslim,Heterosexual,Other,36-50,3.335312788424948,-62.49357703826524,C,198.15682550207828,D,E,A,D,B,62.58738005766931,C,A,21.998971121833467,C,4.084618210456363,D,C,1
Muslim,Other,Black,18-25,45.86622041889237,112.30577362261059,E,-32.63578053861284,B,E,B,C,B,-17.969000102464516,D,C,-117.6563820806601,B,-91.11159507675066,D,B,0
Christian,Heterosexual,Asian,51-65,17.92315361958773,121.35600620198632,C,51.383802667530766,C,B,C,A,E,-100.29669094428233,E,D,91.95216225313231,E,-39.912146085423004,A,C,1
Christian,Bisexual,African American,36-50,128.55131617327672,31.612708702766806,D,-1.035737291400628,A,D,A,A,D,146.55707223638206,A,C,53.42545264487135,C,5.675472840855289,E,B,1
Muslim,Heterosexual,Hispanic,51-65,-97.13306198975746,-97.48843236964842,E,-129.4786852697235,D,E,D,B,A,64.05192630353565,C,A,-13.692468179060238,C,25.91680113766107,E,A,1
None,Other,Other,36-50,75.56120419100681,-192.12896030672607,E,30.692585410272944,A,B,D,B,B,-13.828658763579702,D,C,79.69804661513335,C,9.851138029134777,D,B,0
None,Bisexual,Black,18-25,159.29243638887706,-36.086640441810474,D,-10.850473106773652,E,E,B,B,E,-161.05716968266995,B,B,-6.290443292701702,C,-18.22622488197561,B,C,1
None,Heterosexual,Other,26-35,67.5980404567514,128.27823024751703,C,-58.06313087976071,E,B,E,C,A,92.76612188202496,D,E,-70.41273216027459,D,57.48468764234851,A,A,1
None,Heterosexual,White,26-35,28.603152859827546,40.830110646128745,C,103.65136821441283,D,B,E,E,A,-166.26597904204954,B,A,-6.555187777054614,B,41.5247889345108,C,A,1
Muslim,Homosexual,Black,65+,30.297742204359373,-83.46702729962378,A,-29.064611221578385,D,A,C,B,E,-112.25620066141981,B,C,138.29173299432372,C,198.22950017531466,A,B,0
Muslim,Bisexual,Other,51-65,13.835507896854388,-32.68845763440814,E,-134.29787483755968,D,E,D,C,D,81.51337495339874,E,A,100.40715369490376,E,-37.774613553849626,B,A,1
Muslim,Bisexual,Other,36-50,-29.913784112495268,-41.730246144623784,A,139.37799958664723,E,A,C,D,A,67.30626859129181,B,E,94.95014190794679,A,-6.982183176272609,C,A,0
Christian,Other,Hispanic,18-25,89.38671837050416,34.93457406848987,A,-82.23841104442248,B,C,B,C,C,-9.243524841086256,D,A,118.96094085927231,C,126.64593443590917,A,C,1
None,Other,African American,51-65,40.0770917141408,96.3543074807974,C,-105.90195824113249,A,A,C,A,A,67.54558188834133,C,C,50.191631523379556,A,27.25050648861623,B,B,0
Muslim,Other,Hispanic,51-65,2.3416241387132377,-28.27918432834177,C,-90.66912701482727,A,D,E,C,D,54.55624164124811,C,A,-25.481790327352126,A,-115.08034389937754,A,A,0
Jewish,Bisexual,African American,51-65,66.01292134349117,-107.57679361850127,E,81.0259758684795,B,A,C,D,C,43.41034164184971,B,B,-7.031019393392132,B,32.704107155861216,B,E,0
Buddhist,Bisexual,African American,18-25,137.53178940483298,95.33454772516757,D,-62.17291193933734,D,A,C,D,A,-30.059592255232143,B,D,162.58576050048146,A,18.03917583282302,D,C,0
Other,Bisexual,Hispanic,51-65,-14.743502187439598,99.41128065207442,A,1.0810740278227573,E,D,C,C,D,-18.39738909987964,B,A,168.12199474445865,A,24.084047826004227,E,B,0
Hindu,Heterosexual,African American,26-35,-15.521738747717206,47.25378895043978,E,-197.42742061639797,B,A,E,D,A,-36.12253536280937,D,D,-64.62174849520554,E,-61.11384708279232,A,C,1
Buddhist,Homosexual,Other,18-25,118.61263280491518,-89.65771543365778,A,-68.67209913957043,B,E,A,E,A,-163.0584254983989,D,D,-14.975742430494554,B,66.82716538823666,A,C,0
Jewish,Bisexual,Black,65+,-67.49167264840389,-166.8689217458277,A,-37.153768553136146,C,E,D,E,C,26.860994388227414,D,B,-10.718644844029512,C,52.22897246195757,C,B,1
Hindu,Homosexual,Other,51-65,97.43306028310305,-35.66225856863278,C,149.5783521602145,B,C,A,E,B,175.6320900980125,D,E,-17.704390331822925,D,3.54859141751614,B,D,0
Hindu,Heterosexual,Asian,36-50,-0.5862870635174441,-106.28928357503553,A,-126.66511033150248,E,D,E,E,E,-127.99710203042184,C,B,-19.98223971741883,E,-40.48099179019504,C,D,0
Christian,Homosexual,Black,65+,148.24225507029468,-25.02317001687982,B,-0.3125759988673451,C,A,A,B,D,25.88863690568447,D,B,-83.21940145475206,A,-25.894725932871935,C,B,1
Muslim,Bisexual,Black,51-65,-70.67371193592473,-30.988278400763626,D,74.39931942430972,A,E,C,B,A,62.86558961454032,B,A,75.11054903370717,D,35.45283073103522,C,B,0
Hindu,Homosexual,Asian,26-35,-276.49659669987267,-118.6906147098765,E,187.53390117239502,C,E,E,E,A,19.770987200777036,B,D,-88.97500786125502,D,69.61685677784341,B,D,1
Jewish,Bisexual,Black,26-35,110.00118764699718,85.53632778172354,D,-8.175856124509922,B,A,C,B,D,-118.85806703757595,A,B,-36.97748788570624,A,72.36855128274033,E,A,1
Muslim,Bisexual,Other,51-65,-9.005245108038839,4.624811402200641,C,77.95809763867722,A,D,C,B,D,112.34537088156323,A,A,86.01368110856514,B,88.85706448915602,D,B,1
Buddhist,Homosexual,White,18-25,-197.00775317330746,31.95364377910655,A,-52.63306220829544,E,B,B,E,C,-140.3199276553977,D,D,-172.12521302771145,A,-34.16675666538336,B,D,0
Muslim,Heterosexual,Black,26-35,242.19850971366446,111.20522882814498,E,84.50918986579478,B,E,D,E,A,115.71509176436503,A,D,60.55700197555031,B,-58.336736413804225,A,C,1
Other,Other,African American,65+,-128.24009979796773,-35.11220355585589,E,-73.05163144467403,A,B,C,D,B,9.364644663144224,B,B,-143.82359645706214,A,0.37429028098389666,D,B,1
Buddhist,Heterosexual,Black,65+,141.11481637213348,-173.55016929513147,C,-51.756638937020114,E,D,C,D,E,75.14891166319715,A,A,-24.6742727657534,C,-225.22712846699773,A,A,0
Buddhist,Homosexual,White,36-50,52.59094549440936,9.321509896937838,D,215.79676474674915,D,C,B,C,A,90.5365780368224,A,E,46.84699233556155,C,154.83543638770166,E,E,1
Christian,Homosexual,Asian,36-50,-16.975434299605187,-1.2571768491886917,C,60.10404949771424,E,D,A,E,B,-111.44259496016535,C,E,-81.96087885236004,E,-28.06464919804178,C,D,1
None,Bisexual,White,36-50,78.68793945806371,134.40125288565613,A,-23.443489868011653,D,E,D,D,A,12.551571631818625,D,A,43.01719962159323,D,-89.07378425615413,C,E,0
Jewish,Homosexual,Asian,18-25,63.090062224273225,16.077455306519774,C,-158.79078197170713,A,A,D,E,B,-11.330216917543376,E,E,72.0036482401012,E,4.294843491055893,C,C,0
Hindu,Bisexual,Asian,51-65,65.40230007245066,91.75465435349078,D,120.85675362070522,B,E,D,E,B,-70.46210645234885,C,D,-27.87059144799467,C,178.6532840616482,E,B,0
Buddhist,Bisexual,White,36-50,-108.85402628809221,-42.22409909339552,A,51.14321095976637,E,B,D,A,C,-99.33838497882111,D,B,-63.75144646333468,D,-42.46013824513119,A,B,1
None,Homosexual,Black,36-50,-95.51190695834582,-116.57124550578601,B,-53.57668058672259,E,B,D,D,B,21.820943331414203,A,D,0.9225062497198483,A,-147.56652402319267,D,D,0
Buddhist,Homosexual,Hispanic,51-65,-117.52752427964617,-108.0803536540157,D,36.52215596343767,A,C,D,C,A,96.38956508267333,A,E,78.50162288805024,B,74.8410416469826,E,D,1
Buddhist,Homosexual,Black,26-35,-184.3148869951549,-75.78944397412808,A,106.51841227649743,D,B,B,C,D,78.8504887787413,A,A,152.03552230789867,B,214.52845448545682,E,B,0
Buddhist,Other,Hispanic,26-35,-143.39974348873207,83.31768825236392,B,43.9752182322733,C,E,D,C,E,250.6273242278287,C,C,45.45122016930496,D,117.50205853164108,B,C,0
Hindu,Homosexual,Black,65+,20.00176518068928,-23.14624264171718,D,-33.89734056269438,A,C,C,B,C,99.97641660865206,C,B,136.18947108528255,D,101.73905663970247,B,B,0
Other,Homosexual,Black,51-65,-7.605457935671536,-70.81396847304781,C,54.20305980072989,A,A,D,D,C,121.45250033650265,C,A,162.71006851117662,B,-88.69158503583272,A,B,1
Hindu,Heterosexual,Hispanic,65+,201.6290107335179,15.518645518671988,D,7.2678045591767715,D,A,C,D,E,89.51932209463229,A,E,-78.73055680325977,B,12.850123157660242,C,B,1
Hindu,Other,Black,51-65,-5.637476264429468,-151.2625344250994,A,-63.59537072806394,B,B,B,E,E,70.99214946032613,D,E,89.51697726230807,B,-52.799507290488734,C,D,1
Hindu,Bisexual,White,36-50,-112.19521302919667,-109.67907589529653,D,9.656217830049469,E,D,D,D,D,69.0466345820635,A,D,-96.95035081553145,E,-146.9442301643489,D,E,1
Jewish,Other,White,65+,-66.99780179756364,-26.974624529701064,C,133.62672822165155,E,A,A,D,D,-28.818946952855985,B,A,-103.93898188326338,E,-78.40536587664981,C,A,1
Other,Bisexual,White,65+,33.046016925373536,69.41119117588937,B,-23.798448590986848,E,A,D,A,D,207.22884910359056,E,E,35.04863453978942,C,-55.24325208670231,D,C,1
Other,Bisexual,African American,51-65,-35.780128800582,55.377982277032714,B,-2.9283980747207696,B,A,D,E,B,-67.10145822774852,B,A,-66.49283678131339,B,85.44657072342358,B,C,1
None,Heterosexual,Hispanic,65+,-73.19005843867585,110.39783480448129,C,86.64046129062199,B,D,E,B,A,-46.31535486393062,B,A,15.185457573319692,B,146.2252776334342,C,D,0
Jewish,Heterosexual,Asian,65+,19.33556744335974,-22.411324440854415,B,70.06629261645831,B,C,C,C,E,52.350051147187195,B,C,-32.86136899820897,E,-59.610927854206096,E,E,1
Christian,Homosexual,Other,65+,-36.06842182054899,-137.46124083341996,B,109.38867854134111,C,D,B,A,C,83.63054590452813,D,C,40.036226635469966,E,-1.9777686906680887,E,A,1
Hindu,Bisexual,African American,18-25,164.82442790752862,177.92995243210973,B,107.35786921568416,B,C,C,B,B,-150.4572973702864,B,C,18.747690119803735,B,-106.47666211599127,E,D,0
Muslim,Homosexual,Hispanic,36-50,-25.964346109191172,-223.56779855659812,A,81.42750471777515,E,C,C,D,B,-19.1353322792958,A,C,-13.924378959776543,C,-60.22763680025939,D,C,1
Other,Homosexual,Hispanic,36-50,101.02369158710161,59.059942216558724,A,-32.36526747239588,E,B,B,C,C,-165.47823224064234,E,B,-51.352262506264026,E,5.053047822860702,C,B,0
Muslim,Heterosexual,African American,65+,151.73777416001872,-142.3884377557109,A,-104.65810283867376,D,D,C,D,E,121.25028556184012,C,C,-109.58451423430475,D,77.47813803504113,E,A,0
Hindu,Other,Hispanic,36-50,220.07109923250948,75.51300175406455,E,-14.679889172163016,C,D,C,D,C,-187.16275469917082,A,E,77.62793459604774,E,53.25057434532485,D,E,0
Jewish,Other,Other,36-50,178.18057515727753,158.66616225258423,C,70.00117720653627,A,D,E,A,E,-237.29702729825166,C,A,-174.19060758671188,B,-87.7161222663365,A,B,1
Jewish,Other,Other,18-25,44.7011086421826,35.360940796540795,D,-28.088445780525934,A,E,B,C,A,-165.15752736321565,B,D,-67.97475886643039,E,131.90138132335625,D,A,0
Hindu,Heterosexual,White,51-65,59.891076188474344,-87.38134974202,D,34.13079396265354,A,E,E,A,B,-86.83498150597576,A,C,28.770897700462438,E,-21.134668768864323,D,A,1
Christian,Other,African American,51-65,-104.58918039291316,15.915461042134222,B,-71.99349482321095,D,E,E,B,A,65.87052887754228,B,B,58.56627874519182,A,-194.71643930845326,B,D,0
None,Homosexual,Hispanic,65+,-21.38974711645581,117.76341598852278,B,-155.7578118719678,C,A,C,D,C,70.06517375974374,D,A,99.79594655879235,E,8.661003564467473,D,A,0
Muslim,Bisexual,Asian,36-50,-18.20787844831026,-27.89263159529233,A,-93.42801599405513,C,A,A,B,D,-29.04159147490572,A,E,-90.81542138461003,E,-33.067558249310366,D,B,0
Other,Bisexual,African American,65+,-93.45088568187158,-11.671116466314103,C,-31.77415113022693,D,A,C,B,B,-89.89798113975245,C,D,-48.33184837381677,D,-96.7173424250337,B,B,0
Christian,Homosexual,Black,18-25,71.91846320921755,5.0025587563906715,D,14.28703494716303,C,C,E,A,A,-106.47897241142523,C,D,108.48330313271208,D,-58.26548036598547,B,A,0
Jewish,Other,Asian,65+,35.76410357415509,10.327961009021863,C,-43.60830763228581,A,A,D,E,A,-65.74089805551881,A,E,-2.47022095102188,A,130.63356392847763,D,C,0
None,Other,Other,65+,126.50853860026135,-156.5811331445789,C,-124.83981774376845,C,C,C,A,C,-12.198830813246843,B,C,135.892984620282,B,-110.138548087734,E,D,0
None,Bisexual,African American,26-35,74.08685661174142,169.4630440593306,E,8.537382925908272,C,B,B,D,B,-5.964589993190163,D,E,-130.75632940456882,E,-22.916197814729937,A,B,1
Jewish,Homosexual,Hispanic,65+,-26.06905840179636,126.95956388017639,C,-93.14766152098174,A,B,E,D,C,42.75261825672577,B,D,126.85514912196005,C,-89.41398365215527,D,D,1
Muslim,Bisexual,Hispanic,65+,-114.00500439620372,-4.889001209469819,D,-96.86322983199962,E,E,A,C,D,-47.531835315299965,E,B,-78.42090121580333,E,-57.79922464640618,E,A,0
Hindu,Homosexual,White,51-65,-203.98895860379133,124.04945307429904,D,-137.80549377987964,B,C,A,D,C,-3.168406124952209,E,B,31.747145708807096,C,-94.01181350240907,A,B,0
Other,Other,Black,18-25,81.90720412046637,18.939530187337443,B,47.065892282175206,C,E,C,B,D,-0.43215414304213046,A,E,81.28137965841447,A,-45.48458112672428,A,B,0
Jewish,Homosexual,African American,51-65,32.391985658754585,-48.24574806794663,B,24.77878569495017,B,A,D,D,B,67.22712102621394,B,D,-76.47502667710845,C,-26.459207215911484,A,E,0
Muslim,Homosexual,Hispanic,18-25,-20.784010419183517,-106.68632458966509,C,-150.63379693206693,C,C,B,A,E,-61.48354186414079,E,C,2.7839133549325346,B,31.524040087079037,D,C,0
Hindu,Homosexual,Other,51-65,-5.916064469335636,-142.09185932609597,C,48.916624808491704,C,B,E,C,A,-127.9897895021974,C,A,-69.60838941841038,D,-32.56131428876525,B,B,1
Buddhist,Other,White,36-50,8.217071186039124,36.07127101613899,C,-271.5091269789977,D,A,A,D,A,-54.43324824047047,B,C,-121.69362417395038,C,-69.79845241625316,C,D,0
None,Other,White,18-25,-136.93075611080312,102.72634664677396,A,-34.037581140392994,D,D,D,A,A,-67.86317728566078,E,B,51.29406992913299,B,-104.23086574613612,D,D,0
None,Bisexual,Hispanic,18-25,-19.761726639594432,175.35595952834586,A,95.2812494737758,A,D,D,E,B,37.19699396632919,B,C,33.70839875483709,C,-41.53839993178828,A,D,0
None,Bisexual,Other,18-25,9.554937145512996,-81.46123914410124,B,278.69042074334476,E,C,A,D,D,-92.57039924079665,A,E,180.30342044057696,C,-116.41040157888362,B,A,0
Christian,Heterosexual,Black,18-25,-161.1144610978647,-4.7731250406301555,D,128.15776767470228,A,D,C,E,E,-36.374700134587094,C,E,-37.08551917391802,C,-27.80204451041703,A,A,1
Jewish,Bisexual,African American,36-50,100.34984199492962,10.484676203600058,D,27.932487895404414,C,B,E,D,C,-101.87840018381966,C,D,67.23225975117508,E,-144.1272813345521,D,A,1
Jewish,Bisexual,African American,51-65,-54.56675308026087,132.43889971595888,A,-8.38539715688596,E,C,E,B,E,-45.87399345590716,E,A,233.04568260411253,D,-35.58633279750004,C,B,1
Muslim,Homosexual,Hispanic,51-65,63.282310965953315,60.8185523889106,B,72.19448877896801,B,B,B,C,A,-51.47555341589627,D,A,-182.62424382640538,A,-79.76979439331976,B,C,0
Jewish,Homosexual,African American,65+,-83.82520644350228,-66.71515456828027,B,30.93423698968778,C,D,B,E,B,135.45062924620515,B,B,118.10919258280923,D,184.01511798124605,D,E,0
None,Other,Black,51-65,-246.31684226464802,-26.703460058477074,D,15.121374051027761,A,B,C,D,C,-81.00754860525923,E,D,-23.84687329664857,A,57.90343614118486,A,B,0
Buddhist,Other,White,18-25,23.94511706904432,-114.62529219623634,C,-24.18490933555718,D,E,B,A,D,-27.062743134138366,E,E,-39.431293352913315,D,42.38271246155783,A,E,1
Buddhist,Homosexual,Hispanic,51-65,15.585612147335922,-105.24633541434285,B,-71.12494178999737,B,E,B,C,D,2.9745337970152748,C,E,-27.37130628121062,C,18.998281890278232,C,E,1
Other,Heterosexual,Hispanic,18-25,-152.25853601023283,-167.58127972847603,D,11.947414905780255,E,B,C,C,D,43.810355784496394,A,B,-15.732996025868143,C,113.45374471721912,E,D,0
None,Bisexual,Hispanic,51-65,21.044574345431027,199.482121492622,E,120.58553344083442,A,A,A,D,A,-51.01721845802531,A,D,-98.6246584758937,E,-43.78964699308819,C,B,1
Other,Homosexual,African American,51-65,-135.39014039307312,76.66721610815146,B,240.18919587850993,A,D,B,A,A,-42.509287415131716,D,D,-16.512830904984497,E,-16.470495048705544,C,A,1
Christian,Homosexual,Other,26-35,105.93190399074363,-33.51569455916374,B,-24.42386700905485,C,A,D,E,C,-9.819245935994166,B,D,-81.6888383868561,C,70.23303980813913,E,C,1
Other,Other,African American,18-25,-45.496576960242216,-87.20102191534941,C,-22.352766986214952,E,A,D,A,A,29.159111908154077,E,B,-114.10152807987899,B,-131.27837631695135,B,E,0
Other,Homosexual,Asian,65+,-47.76243750058311,-114.19955653024472,D,-39.50705551893744,C,D,B,C,C,-2.0516105302381926,D,B,32.30545083638837,E,117.00672676644075,D,E,1
Muslim,Bisexual,Other,26-35,15.535303920431762,-25.804425171317675,A,-263.58849359809165,C,C,D,D,D,332.7647751938965,A,D,-4.813580544168509,D,74.11462330579357,B,D,0
Jewish,Other,African American,51-65,168.7693428657231,-19.774019378725743,E,-25.541106303110826,C,A,B,D,D,-123.06653671552598,E,E,53.158187973343054,A,-15.158991019188262,D,D,1
Other,Bisexual,Asian,18-25,-232.21005834716047,-202.0422886113058,A,-75.20961464722198,A,D,C,D,A,-123.0647656844585,B,B,-197.29608640140972,D,-38.57806575710883,C,D,0
Jewish,Other,Black,51-65,25.55168935619599,247.1367305284903,C,-41.66266161700824,D,B,E,B,A,153.2423458785826,B,C,34.79762427696569,C,153.24505908455944,A,C,0
None,Other,Hispanic,51-65,40.359114540076824,30.16809038581417,D,64.87311733992443,B,A,C,D,E,31.086272855805667,C,A,94.69605494182923,C,-93.42116840930427,A,A,1
Buddhist,Homosexual,Other,26-35,20.602047279033485,44.253169933965566,D,43.48215907408297,B,B,B,E,A,88.05895210601902,A,D,70.87514870191254,A,127.75520959999302,B,A,0
Other,Bisexual,Other,36-50,16.281604544110525,2.6422644200588854,A,110.69767527572947,B,B,D,E,C,73.68590097783444,C,E,-126.20442470331814,C,151.6354365465009,B,D,0
Jewish,Other,Hispanic,51-65,12.771730734153703,88.15775098731675,D,-57.04306616026473,D,C,A,A,D,-147.96047056574164,D,B,-114.03964419001285,D,35.977333871747355,A,D,0
Christian,Bisexual,Asian,65+,-177.98583170975058,-51.540372948102586,B,-7.0959837626590865,B,D,C,E,E,48.998755373163064,E,B,116.22210971120215,B,-46.06428051576107,E,D,1
Other,Homosexual,Black,36-50,-38.84751930562344,-100.64769754784015,E,73.82183951505863,E,D,C,D,C,-30.70543376958876,C,C,-22.225465209052718,E,-64.9533902920375,E,E,1
Buddhist,Other,African American,36-50,11.533328595674158,-69.52463757874531,D,97.17738005108903,D,A,C,D,B,5.559783696169188,D,C,-54.37334197823274,B,-107.61019684669526,C,C,0
Buddhist,Bisexual,African American,26-35,-83.28430093646156,95.93967028943966,E,-75.57727557011216,E,B,A,D,E,-79.38591022599904,B,A,-76.51592487507375,B,-12.228732170017029,D,E,0
Muslim,Bisexual,Hispanic,51-65,-95.85213898708504,112.44629845171971,C,-143.31355474708437,A,E,A,B,C,-210.3827194654576,E,C,-134.31000970866853,A,184.91155926132862,A,E,1
Christian,Homosexual,Asian,26-35,-78.89232226604041,7.232051581162632,E,76.53951616917301,C,C,A,A,B,15.170023781095306,A,E,-25.729804477244162,C,198.40202175380628,A,E,0
Jewish,Homosexual,African American,26-35,21.182202560230113,-3.1206574980621165,C,-47.007908130299604,E,E,C,C,B,-114.2250760390601,B,C,-73.67943015367916,B,-49.161015286373654,C,A,0
Buddhist,Homosexual,Black,65+,22.33322513606396,-188.39841021103481,A,33.21738810488946,C,E,C,E,B,-52.696581711015654,A,E,-164.90981241074968,A,6.207519518779538,A,C,0
None,Other,Other,18-25,58.61221207983529,110.13939743712957,D,89.94606213348345,C,B,D,E,E,79.23570178206198,E,E,-59.47990363593502,A,67.36579300940355,E,A,1
Hindu,Bisexual,Hispanic,51-65,-78.24760289261962,32.60588552689228,B,-114.61080249775695,D,B,E,A,C,-4.14799909190379,D,E,-62.652997894516616,A,152.51311502512942,A,E,1
Jewish,Homosexual,Other,65+,-57.24411912202234,92.1421131890644,E,33.68641661054485,A,E,B,E,C,8.019534490659973,B,A,221.94338019386618,A,-94.42295689651208,A,C,1
Other,Heterosexual,Asian,26-35,18.200486592989975,147.85275149451346,A,104.23676915864854,C,A,E,B,C,68.79619698374448,E,B,72.39790622108679,D,-22.58457596027127,A,D,1
Muslim,Heterosexual,Other,26-35,-99.18337549976076,-42.23864843993061,B,-93.28589093725788,B,D,C,B,D,211.23504617500748,A,C,-112.01690827176985,A,-7.031437807356165,C,D,0
None,Homosexual,Other,26-35,-9.227686335242513,138.66967339757116,C,-32.21278412838765,A,C,A,D,A,-63.347428696867084,A,A,204.06214794663256,C,162.69203029069564,D,E,1
Other,Other,Asian,36-50,-57.45016059090678,-27.83472285411564,C,96.73234821953142,D,E,B,C,D,37.67815974177282,E,B,85.16900169514886,A,150.33498943821618,B,C,1
Christian,Bisexual,Hispanic,26-35,51.95892938074722,-128.87602870400247,D,-116.5589305343904,C,C,A,A,C,78.7955953605555,B,E,-88.56047149843084,C,-139.65199058876544,A,D,0
Jewish,Homosexual,Asian,65+,-61.40681170466128,15.31482477105034,B,23.475975118217512,D,A,A,E,A,12.994856323625637,C,C,103.92745309093443,B,-167.3129610140516,C,A,0
None,Bisexual,African American,36-50,82.10362705103086,133.52932994104512,B,-43.234577502769454,E,D,A,C,E,-100.14932819605183,B,E,66.22049414176607,B,31.43340325607305,E,E,0
Other,Heterosexual,Black,65+,-135.82114274515195,-47.158787944806114,A,-17.10413078532604,D,A,C,A,D,-27.095889456146338,C,D,220.15450979087814,A,-82.52345767933849,E,C,0
Buddhist,Other,African American,18-25,8.559218684080456,-3.9180792755742786,A,-71.13638850602142,C,E,C,B,E,-3.2330297616255743,C,E,-51.410357103370174,A,11.075624835201491,C,D,0
Buddhist,Bisexual,Other,18-25,55.369333593609745,42.7721358521139,B,45.5948840549398,B,A,D,E,D,37.05118454547095,E,C,-84.03996899124759,E,-9.859163144916842,C,D,0
Other,Heterosexual,Asian,26-35,59.05535838615192,146.5460361032647,D,40.86064156029537,C,C,C,C,E,-149.22024239783627,E,D,74.05419542398202,D,40.2760095123113,D,E,0
Jewish,Bisexual,Asian,36-50,-98.10032783314665,14.915765391737207,E,-32.47114208474314,B,E,A,C,D,121.74827340982955,B,C,3.1525519725573514,B,108.332681073658,E,B,1
