age_range,feature_0,feature_1,feature_2,feature_3,feature_4,target
51-65,-101.69203803743383,-62.387222311961324,A,A,E,1
51-65,-22.71032827694179,-72.87857447680308,D,A,C,0
65+,-55.91325352105183,63.274111466700845,B,A,D,1
51-65,-264.1883564829008,-40.81675965616817,A,D,B,1
36-50,49.10515496613252,129.71931010454463,B,A,B,1
18-25,80.65898116110337,5.176525344645631,D,A,D,1
36-50,39.93076332028779,79.47321341553261,E,E,C,0
51-65,78.14780177074468,202.9587491532492,D,C,A,0
18-25,-86.32106927538814,-22.25581416531338,D,E,C,1
51-65,-18.425178476688263,-83.61130808842779,B,D,A,1
51-65,48.09475655538124,-154.36306824809017,E,D,C,1
51-65,72.6146915019898,-28.412974116295945,A,A,B,1
26-35,-73.36975107637615,-98.44745344309072,B,A,A,1
36-50,22.651645853025983,-24.999916356686327,A,B,C,0
65+,4.405199031926498,89.48389155704587,D,E,C,0
18-25,-0.16900562196725122,71.43423964977121,B,E,E,0
18-25,-104.35235941553663,91.05698003517806,D,D,E,0
36-50,51.432968278637944,-26.453003644752137,B,D,A,0
26-35,-3.679770394894956,-59.62414061424415,E,A,D,1
26-35,-100.24884082215715,-176.65455698500688,B,C,C,0
26-35,75.20755910190519,-91.74162919308256,A,C,B,0
18-25,28.357315789461605,117.09901281446939,D,E,B,0
65+,1.255394401283407,-157.52469592581477,A,A,B,1
18-25,-34.57611397442274,48.010304054876315,B,E,D,1
65+,1.7054956708888045,-2.553680384425994,C,C,A,0
18-25,-67.15283308052302,24.348958763917196,D,D,B,1
18-25,-34.21302431528884,-47.203556932172226,D,C,B,1
36-50,60.43389576251289,54.50438190385053,C,A,E,1
18-25,-131.40899288476237,-96.54159821439646,D,D,B,0
51-65,90.24191935739894,8.029375987678627,E,D,D,1
51-65,-27.76308474114235,-3.404006285256129,A,E,B,0
18-25,-2.3191670807725098,66.17667904899032,D,D,C,0
36-50,11.042457637474813,-87.40423078669386,A,B,E,1
36-50,107.72623703611916,-18.275512991699383,D,E,B,1
26-35,-40.267420694616554,-182.12886097610252,A,D,C,1
36-50,52.30914529317437,131.3763535650096,B,E,C,0
26-35,-53.902726651577304,62.92193688502281,E,A,E,1
18-25,-222.89417319452244,-54.67518024146217,C,A,A,1
51-65,162.59176167129596,-3.7565180828181672,A,D,A,0
65+,105.30900407051146,-28.082296935458988,A,E,A,1
36-50,-14.601792175886716,10.301980004388838,B,B,A,0
65+,-164.36927995457899,-96.89657910499828,A,C,E,0
65+,145.90794660832628,-88.17900074048617,D,B,B,0
36-50,-95.94335263543724,34.435765247417535,A,E,C,1
65+,-136.70661573809082,-70.5535454270005,E,E,A,1
18-25,97.9463572476794,-55.25542306221959,C,B,D,1
26-35,-16.52147606317006,26.48824942048732,B,D,E,1
65+,-51.04123249454876,-70.40581035405748,D,E,B,0
65+,-41.183612972282965,-28.515385150466425,B,D,B,1
36-50,-26.79482550069747,-113.79164010220451,D,E,C,0
26-35,142.20236532229438,-21.050791019376533,D,D,E,0
26-35,55.89021641335148,170.90369500036002,A,A,E,1
36-50,124.39123122374131,13.350446856807837,E,B,D,0
65+,6.761486749517273,-34.438931182058795,D,E,B,1
36-50,-18.92321351892766,109.21520973498747,D,B,C,0
36-50,17.018609533090604,157.70030259148743,A,E,E,1
18-25,37.475774825919736,-268.63533908541604,A,C,D,0
36-50,114.92069507647693,-74.36002101536563,A,B,D,1
65+,14.878898775895852,53.90335497149826,E,C,C,1
65+,41.782948569617126,33.3174841724945,A,A,D,1
65+,130.59098471955747,248.38588483976721,E,A,E,1
18-25,7.380785652008898,-86.37555635624669,D,D,D,1
26-35,-49.18310080666074,131.69958221888996,E,B,D,1
36-50,-122.20687398157763,72.50568403167759,B,D,C,1
26-35,120.35491270795242,-9.62717985376067,D,C,D,0
51-65,82.25482826430957,186.93924718307414,C,B,A,1
65+,-93.88804066589309,113.46218802277296,A,A,A,0
36-50,84.27396740969903,-77.04194247069157,D,A,D,1
26-35,-19.60139084312804,-133.99044759986313,B,E,B,1
51-65,28.67398384656387,28.940229858682915,C,B,C,1
26-35,145.10244375093927,40.02339746997035,D,A,A,1
65+,27.222468968280207,213.42718821938954,A,C,E,0
51-65,47.39106219463644,87.00747119837703,A,E,C,1
65+,-0.2932810988088808,69.13305994442972,D,B,E,1
26-35,-85.00797957712295,-146.17183195161783,A,D,E,1
26-35,-16.90272972885812,120.37038791039502,C,D,A,0
18-25,207.56617972083774,-203.28670834526145,D,D,D,0
51-65,-69.51991255529123,-75.48622668833261,B,A,A,0
26-35,136.3801353585842,1.8182367267988508,E,B,D,0
51-65,-31.076951622450732,0.9114096649652045,C,A,E,0
18-25,36.49053810641506,7.962857236597684,B,D,C,0
18-25,-26.95607695296086,-60.19502562938926,A,E,D,1
65+,35.38279953779339,14.098544701781309,A,A,A,1
65+,-152.77498576429224,117.93630798451096,C,C,C,1
18-25,-17.801043401503758,-10.399944618274882,A,B,E,0
26-35,-147.10062859894143,-218.85824144616336,B,B,E,0
26-35,70.32219963770966,-190.60654830491842,B,A,D,1
18-25,-22.15195253480351,-55.79771650600858,B,B,C,1
65+,110.87388772211612,-88.64177236447019,E,E,D,0
51-65,12.66024110726009,61.02136545153042,D,A,B,0
36-50,54.8012628635131,-52.841695670650545,C,A,E,0
26-35,215.04361953564927,-61.32563056296434,B,C,A,0
51-65,-47.11632730338204,141.36376342985113,A,E,A,0
51-65,149.5048665778349,94.04252691242242,B,C,B,1
51-65,-5.31199850925575,24.614286019784746,B,A,A,1
36-50,92.9540422832953,87.26538670875875,A,E,D,1
18-25,89.27060928849039,-35.027382914546216,C,E,D,1
26-35,49.165570298098785,-93.28668311282135,D,E,D,0
18-25,-103.5681301138494,33.93160967265792,C,D,A,1
51-65,9.0503637681811,141.51705085605622,A,E,C,0
26-35,-93.3848463245965,-18.452943055754673,C,B,E,1
65+,2.8010961121988176,169.8551472116159,A,C,A,1
65+,16.71157239266669,-55.607259532160356,B,C,E,0
65+,141.20945484241565,-99.88089141665117,A,C,A,1
51-65,125.04054645975644,109.57252630596786,D,B,E,0
65+,-59.87002069491542,-87.71989189696842,B,A,D,0
36-50,-5.646249874853559,-150.8737763052882,C,D,B,0
36-50,-99.50383359200605,12.707534709280546,B,A,C,0
65+,92.85179896531758,15.663461332255071,D,A,B,0
65+,-79.48761121193856,93.16248378102674,B,C,A,0
65+,-9.188135714664893,-77.49805111509211,A,A,A,0
65+,-42.89384223623712,-12.38673054239413,C,D,E,1
18-25,-9.651866486238832,0.6874120280194159,C,D,A,0
26-35,-75.99356797339715,-55.260507235590175,E,A,A,0
36-50,-7.731483566368659,65.56798663296497,A,B,A,1
26-35,-68.21870272527147,-19.525956415284018,E,A,B,1
65+,15.25499075520079,-61.05948282301734,E,D,C,1
51-65,-5.615805675423127,-57.64132945426008,A,E,C,1
65+,75.00594890703935,121.37047697791876,B,E,C,1
65+,-8.176304723767684,-52.376754718010545,C,C,B,0
36-50,-2.0910097202331266,61.32158917841923,B,E,B,0
36-50,143.05204395595766,67.56489720672273,C,B,E,0
65+,-102.20368621508571,-71.62576332003708,B,B,A,1
65+,26.43889778562969,-49.18149879750534,C,E,C,0
36-50,78.30203155162818,103.4078005325314,A,A,B,0
51-65,-69.17095457796853,-65.04890160429534,C,E,C,0
51-65,69.27417735057547,-58.99492795389414,A,A,A,0
51-65,-14.142076156786729,38.708585072851186,C,C,A,0
36-50,-207.75923345881046,-121.6068018621726,A,D,B,0
36-50,-66.91896306331249,16.292274054509424,D,A,E,1
26-35,54.918150199807044,-17.298304162012336,A,D,A,0
18-25,-117.50846297564523,19.98122528917228,A,A,A,1
18-25,85.12584326503615,111.14806772485028,E,B,B,0
36-50,-177.11828548970533,-136.60075013493534,C,D,B,0
51-65,37.11848840011813,-137.4640811444319,B,B,A,1
36-50,34.30553742707451,44.532035135957926,E,B,C,0
18-25,-66.96725638619719,-62.07758261822492,D,E,E,0
18-25,-87.09796506098114,-37.32779351661304,C,A,B,0
51-65,152.71492725656887,-29.679914812535497,C,A,C,0
18-25,20.810609840848745,55.91633659323526,A,D,D,1
26-35,-121.02125730068718,148.2139894842482,A,E,A,1
51-65,-81.50927238143488,61.8982041501448,E,A,B,1
18-25,94.20356674892153,-186.4941417956989,A,D,A,1
51-65,-46.762804886994786,244.48961621576336,D,C,D,0
51-65,-49.830389231114594,-36.99197009651663,B,B,C,1
18-25,-19.133743842385563,-57.34165953310422,E,A,C,1
18-25,26.471723580530952,65.6989860964952,D,C,B,0
18-25,-85.10738036394555,-91.52706632081694,C,D,E,0
26-35,-0.8400418249338434,-11.412915979453286,B,D,B,0
26-35,-52.89721334456329,74.20756284046843,C,C,D,0
36-50,159.1673050501978,42.86023238492747,A,E,B,1
51-65,60.80387468126565,7.581721734397447,A,A,C,0
26-35,-99.90424099344001,-114.22940351367488,B,E,B,1
36-50,193.5126076784395,14.9927978661986,D,B,A,0
18-25,-11.766298600567003,130.54651111287373,B,D,E,0
18-25,26.484136208688657,-114.9163361416355,E,D,E,0
51-65,28.239611503720024,-13.416546461932388,A,D,E,0
26-35,31.15678884003133,78.24390069821703,D,E,B,1
26-35,-83.58452289486229,-250.02259637070182,D,A,E,1
65+,130.0727278060821,-70.69110309785115,C,E,B,1
51-65,-164.20483037764257,-72.7927971637965,C,D,C,1
18-25,-27.993337475676576,-64.48320830287959,E,C,E,1
36-50,124.66961076787571,-147.56520486224,C,C,A,1
18-25,-177.42439937588776,16.855549917211658,C,E,E,0
18-25,-12.647951896866093,64.86209531313901,E,B,E,0
65+,-1.7123194430177635,-84.91712855442627,A,B,A,1
65+,23.890886207559696,85.39916535647491,D,B,D,0
36-50,63.71790829232044,-91.02728823039818,E,A,E,0
26-35,87.60638146330315,-34.40949462327428,A,B,B,1
51-65,-136.75544799829288,-71.28116889519262,E,B,E,0
51-65,-30.785729202487023,-0.7742498279138729,A,D,E,0
18-25,57.89098404271639,23.204787911334325,A,E,A,1
36-50,64.69090488547579,90.66611508210669,B,D,B,0
18-25,10.01993823379891,-145.99019756618958,B,C,D,1
26-35,182.28966597693912,-57.92125041861428,B,D,B,1
36-50,2.735887293835139,-71.19444353983617,E,A,B,1
65+,-6.484998209224605,-92.11831371671117,B,B,C,0
65+,21.79512732739914,68.35344599919667,C,B,A,0
51-65,-105.23124704420432,-34.728948359134755,B,A,B,1
51-65,-70.67475597423059,38.13415563180796,A,D,C,0
26-35,-9.063839525041999,71.02438077514675,E,B,A,0
26-35,-62.85266933447179,30.02997160269052,C,D,E,0
65+,-109.30136688785998,7.080311415637035,B,A,C,1
51-65,9.823760682989949,189.22782695397703,B,B,A,1
65+,171.72106012514595,-167.44530283912232,B,E,B,0
51-65,-63.9017133065754,38.1418189835166,B,D,A,0
18-25,-100.70840626760467,-18.20010317860523,A,C,A,0
36-50,-86.39103435256457,-135.210187974906,C,A,A,0
36-50,-7.167399196350321,-56.17330615229766,E,A,A,1
36-50,144.81168845742215,-150.5356589418793,A,B,D,0
36-50,-74.71976181148175,-10.852453769493225,A,B,A,0
65+,20.39791602528683,309.1673127400076,E,C,D,1
51-65,-22.107723376968654,79.35100886912046,C,E,A,1
36-50,-117.13400804263416,-156.86323275217947,B,C,A,1
65+,-13.65268472298811,-48.69723589682914,C,B,E,0
36-50,74.06007253269664,-182.48053962849409,A,C,A,0
18-25,-15.21251551897753,213.38985499601228,C,D,A,0
26-35,128.59637754335986,-22.11317308512442,B,D,D,1
26-35,-57.3532212335763,-27.745347817048767,B,D,A,1
65+,-23.031725219890195,-11.044738052452994,D,C,A,0
65+,50.59084383704874,91.39136859107224,D,A,D,1
18-25,-66.13020795659527,-130.2813739264199,B,C,A,1
18-25,76.07243421380805,-15.105508292568057,E,C,A,0
36-50,87.61138520239197,109.39042591479793,C,C,A,0
65+,-73.10203064807062,-67.16321820988544,B,A,A,0
18-25,48.48824858726524,92.59398863476308,E,B,A,0
26-35,-90.08896681909411,79.55146618916095,E,B,B,0
26-35,-36.94041503061279,30.55572927097301,A,B,A,0
65+,98.04985550120348,-22.94106850363217,A,C,C,0
65+,-88.02001978224916,29.827711593656463,D,D,E,1
51-65,66.42633020552572,19.92365084208683,E,E,E,0
51-65,-29.208364980394812,-71.91198059608742,A,D,D,0
18-25,42.214827222775014,10.415563255650458,C,A,D,1
36-50,119.17602435644771,-75.15635090549318,C,B,B,1
51-65,-9.977242875988003,51.90708924761562,A,B,B,0
36-50,118.90923538545503,-107.61915848699812,B,D,B,1
18-25,90.89977941763472,-11.030546674418067,A,B,D,0
26-35,27.4856907896067,189.96218631022458,C,D,B,0
26-35,113.27650744628774,62.53372339810035,D,E,B,1
65+,75.27077082296051,-118.27315570728791,D,A,B,1
51-65,74.25560437449943,-10.527166166534444,D,B,C,0
51-65,120.71225993047415,17.28638992436614,E,D,C,1
65+,45.4864945202915,-52.948688996926066,D,C,D,1
65+,26.53427514722268,-70.73876402125084,B,D,D,0
26-35,-150.85653728890145,161.6901838974316,A,C,E,0
65+,-6.5163118857411275,18.631782951690216,A,E,C,0
36-50,-107.9962057692516,29.19311518087857,D,B,E,0
36-50,67.46391821990572,-142.7106320829551,B,E,A,1
51-65,-255.7896452831033,-65.05642672289159,B,A,E,0
26-35,-220.7379615918788,65.86862116351607,A,E,E,1
51-65,15.263197524921305,-56.256082381899816,A,B,A,0
18-25,68.68659109272704,-79.75470094789758,A,C,D,1
36-50,-27.386430305318754,26.17471324079516,E,C,C,0
18-25,-60.750054724590555,-142.92800338730322,D,E,C,1
26-35,-79.81318911822564,37.13874390939013,A,A,E,1
26-35,-39.30533768358256,-22.936656599985454,C,E,D,1
51-65,-74.84647775800279,-18.102857516926814,E,C,E,0
51-65,9.191084377384104,49.951580532891136,B,E,B,0
26-35,-9.565539055388207,-40.960636567889495,A,E,D,1
65+,69.54035912562321,106.07358379310854,A,C,E,0
26-35,7.270702721079118,-46.31516186651554,A,C,D,0
26-35,-119.77399564048903,-26.83529642282464,A,B,C,0
65+,-42.670826490633104,51.53498568895801,D,A,B,0
36-50,-152.03002317551096,127.7167762581082,C,C,A,1
36-50,85.8340196695819,-75.90714071782007,A,D,D,0
51-65,-41.504727577737555,116.77431219189597,A,D,A,1
65+,117.09150819736954,-63.93708782440073,D,D,B,1
36-50,-15.978582939057407,291.1180595032164,E,D,B,1
26-35,13.415956864676465,62.34814086637197,C,D,A,0
51-65,-187.01077022584275,-84.37631156174365,B,A,B,0
36-50,336.89169135197386,-19.170282888272613,D,C,A,0
36-50,99.92353970738475,-40.29298356761143,A,A,D,0
18-25,24.66226755260419,70.03426517468469,C,B,B,1
26-35,235.55408429157106,-42.361947627749345,E,B,D,0
18-25,11.079768133766452,-74.80127330183977,C,B,A,1
51-65,131.70466660915287,122.14320800829177,D,A,E,1
36-50,46.71466345838034,167.44376084522307,D,D,D,1
36-50,-197.13438386840375,13.767151677600747,A,D,D,0
36-50,-76.37156392494148,78.0678232857859,B,E,A,0
18-25,-156.19907282716105,63.47590360456239,D,C,B,1
18-25,-47.27157606313747,-60.3836451979607,D,C,B,0
65+,11.425912706523219,-101.02410586748971,C,A,A,1
65+,56.208427198316016,40.31541844649606,C,A,C,1
65+,-61.5066650235782,73.31189979695874,D,C,D,1
51-65,-124.87857383300431,28.891991097392268,B,B,E,0
26-35,-30.31719514466508,59.44290842816026,C,D,E,0
36-50,68.6191100877233,253.4093978117618,B,E,A,1
26-35,91.59955791667646,-35.29990637370557,A,D,A,1
65+,-66.47555391452812,-161.06092239242435,D,E,B,1
18-25,-38.66292205955849,-215.48935451279218,B,B,A,1
36-50,-33.05015579175195,23.932542900036868,E,E,E,0
18-25,107.18209051421911,-78.0566966032827,A,B,E,0
18-25,-118.87459424338962,46.14179535021131,E,A,D,1
51-65,-176.58112557287177,-38.46142587058418,E,C,D,0
18-25,-65.23635422473893,-36.67263548183215,C,C,E,0
18-25,-10.564581244243707,193.336204148756,B,B,E,1
18-25,200.91175041087263,-49.19713151637814,D,C,D,1
65+,67.65308446809296,-66.2157853960782,A,B,E,1
65+,-54.773686122491746,41.38594784989987,A,B,A,0
36-50,4.2778702076920725,129.59858218990576,A,C,E,0
18-25,-29.000480935588214,-27.069094290335677,A,C,A,0
65+,31.845642755832,-5.92308804736805,A,A,C,0
51-65,171.2915161219981,56.20722795024301,D,A,D,0
65+,-111.69560581940017,-103.08453603903813,A,A,A,1
36-50,88.75474454495634,-72.86550303306856,A,D,E,0
65+,14.139957027766528,-185.51179387006863,A,A,A,0
65+,127.5071420390833,-11.200651721634653,B,D,E,1
26-35,138.70321325544813,70.58295223391033,C,D,B,1
18-25,34.603224934760576,22.03973534300457,B,B,E,0
65+,-17.465257413118874,205.28278714177608,A,D,A,0
65+,-87.72711116026322,139.72399497558936,C,D,D,1
51-65,-63.3160503370967,-59.37055178958464,A,D,E,1
18-25,72.8295979093942,-51.736811534592185,E,A,C,0
18-25,-19.528845681332136,-49.34015446572065,B,E,A,0
26-35,110.07303504955837,-23.64113781383059,A,C,B,1
36-50,160.37425682983238,-50.580466935179366,A,E,A,0
26-35,0.7855841071757269,144.48348392413027,C,B,E,0
65+,-7.311913274715559,-46.42366526579702,D,E,A,1
36-50,77.97301159637117,-20.850889471103955,E,D,C,0
36-50,26.352432380360728,193.35737510505916,E,D,D,0
26-35,-177.67481044540466,-350.5684735924254,E,E,D,1
18-25,31.080718515121315,30.32753404567014,D,A,E,1
51-65,-134.3782262873531,-4.013668624860746,C,C,C,1
65+,8.147881890109225,209.79072448554808,E,E,C,0
18-25,54.680503103883225,44.42528051106338,E,D,E,1
36-50,-135.33400090727108,28.157594118591046,B,C,A,1
18-25,88.99671283286222,-18.993055979201877,E,D,C,1
26-35,46.9456331768819,6.362312037331407,C,A,B,0
36-50,33.5510388379943,80.71116585142882,D,A,B,0
36-50,-62.86543613828203,-4.548449844676114,E,D,C,1
26-35,34.796338545883785,-108.95307366558653,A,B,D,0
18-25,-18.244643693011206,145.4063264966818,B,E,E,1
36-50,67.9886008032863,49.75105089463864,C,B,C,0
51-65,160.28396993183995,-68.9939115527935,D,A,C,0
18-25,20.563186209902888,-64.89036186463639,B,D,C,0
36-50,150.48031877793844,18.67979062252324,E,D,E,1
18-25,120.46541945524794,37.52617858656489,D,D,D,1
51-65,-47.134085779024886,-66.58598613837087,A,E,D,0
36-50,-166.0042578288878,-34.01882472454524,C,D,E,0
65+,118.56166190415769,79.12361481753734,C,E,A,0
65+,-65.24271861988544,129.60520929893025,B,B,A,1
51-65,20.810410941592387,33.894907606083066,C,D,E,1
51-65,-11.656119898565876,-179.25111822023882,D,D,C,0
18-25,35.445446966991945,-19.968075451965873,B,D,D,0
51-65,46.8607199009239,0.556287998553732,A,A,A,1
65+,-235.1575265202287,101.54634795009333,D,A,B,1
65+,118.78515518327866,126.29156388270214,A,A,C,0
65+,38.42237142096667,3.1389149339447786,A,B,D,1
26-35,-68.95893495874965,-118.65285890395288,D,E,C,0
65+,-7.352823049057605,18.349301091136276,A,E,D,0
18-25,-110.41767843536138,-200.94287785061354,B,B,B,1
36-50,-168.12572916243724,149.5847069874566,D,D,A,1
18-25,-29.284837783646445,-175.93796481094114,C,B,B,0
51-65,54.42860454525322,-116.90042808105106,C,E,A,0
65+,-45.37753170150018,-9.55963501832315,B,B,D,1
36-50,-145.96242860677742,103.40602778562051,E,E,E,1
36-50,100.11473252224319,-54.51746654999206,D,C,B,0
65+,51.866778333645705,46.122169106389386,C,E,C,0
65+,-154.0752376291879,116.53369712997868,B,C,C,0
36-50,25.731332671982603,-58.896929996611135,A,A,A,0
18-25,116.90395146408943,73.42192989848219,A,A,E,0
18-25,-67.86335513399025,63.15536783426724,A,A,E,0
18-25,-49.53487130685305,22.235765241158102,B,C,E,1
18-25,157.12534505443045,39.164798778305745,D,A,B,0
26-35,-49.740628403836034,6.445890345778421,A,E,B,1
36-50,-53.72404809414096,12.366755958199063,B,C,C,1
51-65,-142.63261643835904,7.625103829526593,D,E,E,1
51-65,72.23844647995989,-112.44820451950217,D,D,E,0
51-65,57.73298771695193,89.41944421373363,C,D,D,0
65+,-72.8364161821894,24.71299880395833,C,E,C,1
36-50,67.69147877546277,-23.830126556742705,D,C,E,0
18-25,116.7762182904342,-50.517613880761814,C,A,E,0
36-50,251.25778239774132,144.70381338765725,E,D,D,0
51-65,-80.67485481485183,-91.15021004753781,B,E,B,1
36-50,-72.38318595127834,-349.401814992843,A,B,B,0
18-25,-156.39480436439175,61.69922240227462,D,D,A,1
36-50,-87.85219447714202,1.4142662400724018,D,D,A,0
18-25,-94.27152177630582,-28.237303494224186,C,B,B,0
18-25,97.90083006324785,-17.957881958421545,A,C,A,1
65+,-128.93138140783984,52.06598506442103,B,A,E,1
36-50,-64.1931712447607,142.80450780279338,D,A,D,1
36-50,40.22276802215916,-65.6143879961914,E,C,A,1
51-65,-129.827611004554,-163.99326362091463,A,E,B,1
51-65,5.428550951097602,164.5660411981133,A,E,D,0
36-50,7.38461547415393,148.06686733272434,B,B,A,0
26-35,-72.50170795973001,-7.864951413705018,E,C,C,0
65+,-22.54554940113501,61.15663108888639,E,B,B,0
36-50,-60.966878925318134,-78.2050170421589,C,A,C,0
18-25,5.78063040792596,-28.306584273868136,B,D,A,0
18-25,81.88019169368212,28.59419755607222,D,B,A,0
65+,-191.2490741847213,63.31065757959586,D,E,C,1
65+,4.723359367906009,3.9803743623963954,B,B,C,1
26-35,10.370396363195649,-81.43785146140219,B,A,A,0
51-65,110.2823522157203,-57.02443290898949,E,C,C,0
18-25,-32.19639365851631,-31.48413407679338,B,E,D,1
18-25,-120.26778066658397,84.77482726571066,C,D,A,1
65+,124.54892296742072,-24.633998424891686,E,A,C,0
36-50,83.82792669032192,42.28936524990091,E,C,D,1
65+,116.64760365339161,-62.69831034884693,D,E,A,1
51-65,7.613428540118289,-45.801907983703224,B,A,C,1
26-35,-135.45265318587445,18.667296274461272,A,E,C,0
36-50,90.89092232194767,-68.21483728995439,D,C,C,1
36-50,-140.9824846735395,-32.763165331595594,D,B,D,0
65+,6.2697915650497285,38.82979559026946,A,C,B,1
26-35,149.73621763481972,-5.670194597781404,D,A,B,0
65+,-17.00990069645015,13.752251882636617,E,B,D,0
65+,-16.64455377662783,-48.53298376653706,C,C,D,0
26-35,-133.7120124100063,86.9913455764431,C,B,B,1
18-25,-288.61844133949046,26.77775955469201,C,C,E,1
18-25,-110.28937015833087,6.970162406995489,B,E,B,0
51-65,-138.58245855562242,-33.78310512738034,E,A,C,1
36-50,100.23806603119895,130.63578715254894,E,E,E,0
18-25,-136.53366417097317,-13.267392282762472,A,E,D,0
18-25,-38.03705738304345,-66.47733128303676,A,D,B,1
65+,-51.216070092032275,48.397287205016696,C,B,D,1
18-25,93.89303132973926,-30.130888653522508,A,B,E,0
36-50,78.78296457922836,-14.456601198712892,A,E,B,0
51-65,60.12666961604829,16.031215531457267,D,E,A,0
51-65,42.1610232584165,20.195656922298166,A,A,A,0
65+,-78.69147303737934,121.82638018163105,B,E,A,1
51-65,36.529232311443096,-99.63174598511279,D,D,C,0
36-50,-122.4978433253954,-18.949465307061576,E,C,E,1
65+,65.99136209610398,23.992405604320425,D,E,E,0
65+,-77.54401508206954,-122.03151165489245,B,D,B,0
18-25,112.58841212210373,-34.47258954970042,B,D,D,0
65+,-14.551913292272081,46.71493933177486,B,D,B,0
51-65,37.112588141123545,42.53173725960728,B,A,E,1
51-65,-34.53935966982731,-85.9832100272604,A,C,D,0
18-25,-77.00741925593707,-27.062017594010413,C,E,D,0
26-35,5.723378549270568,48.30444947473323,A,B,D,1
36-50,98.03169285205149,-125.71738481346935,B,C,C,0
18-25,-20.568287408412306,-53.072124843151514,B,A,A,0
18-25,17.734630421639622,-42.351265719653775,A,B,A,1
36-50,95.02129100517531,-75.77306050679337,A,E,A,0
65+,-198.86080164074258,-21.5456091850034,B,D,C,1
36-50,-63.0182017565742,25.803062685962775,B,E,C,1
26-35,83.84636971568275,-54.39825395866148,E,D,D,1
65+,74.3814567096884,-95.16154697650144,E,B,A,0
18-25,-96.87105111612165,190.48821227707023,D,E,C,0
26-35,-47.701546099495445,-85.03418458736397,A,C,B,0
65+,-31.009012462746433,-9.025785883600394,E,D,D,1
26-35,144.27748611007237,-82.43621714751177,E,D,B,1
51-65,-24.18257509906664,-69.71814590730379,D,C,C,0
51-65,-120.21139448975543,-21.93427708089568,B,B,E,1
65+,30.61012394847159,-97.27394336340096,D,A,E,1
51-65,65.56001475782904,-87.95724901699062,D,E,C,1
65+,-80.02731980023124,85.23038962271355,C,B,C,0
26-35,120.80654576171412,-47.67380833698714,D,A,C,0
65+,-72.87260118157688,123.58847303550597,D,D,C,1
18-25,-156.63982959925534,-135.78894743795072,E,D,D,1
36-50,94.14366853985834,-81.14210065384408,B,C,E,0
36-50,-8.602758643686604,9.526386811150036,D,D,A,0
26-35,51.99923688655341,-92.67341769829545,E,B,A,0
65+,-177.38645305524062,124.5620739709979,A,A,E,1
26-35,35.26982046458071,42.56493818224356,B,E,B,0
18-25,131.09698988400976,207.1722078443002,B,E,B,0
36-50,115.35794350603497,116.89914605907433,B,E,C,0
51-65,-56.04081024613692,-3.9200349606793234,B,A,D,1
65+,305.9822596000364,-25.370768841738144,C,C,A,1
36-50,-171.8636697726303,-111.59391398371528,A,C,C,1
36-50,49.53672759370727,20.648681434773,B,D,D,0
36-50,30.476862330441083,149.58108998086024,D,A,A,1
18-25,-258.12951704237895,138.2158758495228,A,E,E,1
18-25,-132.16333882184114,136.6131227128059,E,A,E,1
18-25,94.6330637292163,75.99285760042909,B,E,A,0
51-65,-31.470017269850143,90.64614138789693,A,A,A,1
36-50,-117.80319008001747,-150.55007926509248,E,A,B,1
18-25,78.17658227790393,-134.31939539752136,C,D,D,0
36-50,-10.349345566602844,-8.115192627798272,C,B,C,0
65+,66.3267506207981,45.525072875439484,C,D,D,0
51-65,6.721793845714457,31.644299809729958,A,C,C,1
65+,44.55680122321611,67.59458595953072,C,D,B,0
36-50,13.725353241590103,-18.543420051818018,E,A,D,1
36-50,-133.52135696882831,28.202956346593886,C,B,A,1
36-50,-35.37737841758934,-91.16535852964161,C,D,D,1
65+,-26.07417010635929,107.08085192621166,A,C,E,0
26-35,-2.004188895084387,85.77776009655737,D,D,D,1
36-50,-32.83436976829412,-13.216992352693469,D,C,C,1
65+,-20.12890767219257,67.45272477342368,E,D,E,1
51-65,12.094741499696548,-60.5992023894422,B,C,C,0
26-35,-52.0632661597648,-21.024741077606347,B,D,E,0
65+,101.50539762482231,-32.87497628275318,B,C,E,0
51-65,-109.57746656172824,-65.15946180659694,C,E,A,0
26-35,-146.44022350631124,99.25344638004401,A,D,C,0
26-35,63.40536883742441,95.98223922769283,E,B,D,0
51-65,109.02640659774275,-158.6549911704433,C,B,E,1
51-65,-31.510359415451504,-7.119598399795823,E,D,D,0
26-35,-171.1061458313224,126.44748060108822,C,E,A,0
18-25,66.89397496985794,65.17674825613034,B,C,C,1
65+,61.421334784450025,64.87451466745726,C,E,A,1
36-50,121.0109797731698,60.9881051074271,C,D,A,0
36-50,11.173391074420422,-75.4130400008713,C,B,D,0
36-50,-18.713187286326,122.6153495676216,D,B,D,1
26-35,-189.45515281167957,126.02974128361704,C,D,B,1
65+,-60.942340103710215,45.86040712284783,E,B,C,0
18-25,-22.369574797694973,84.9683741003884,D,C,C,1
65+,36.191281933910666,-195.95424630009143,A,C,D,1
36-50,7.3537683599231265,50.58964041391313,B,D,D,1
51-65,-38.577947384867656,102.71479733945901,B,E,E,1
26-35,-193.3071858311804,144.10715666264133,A,C,E,1
26-35,-5.941509400555609,265.70718542602464,E,A,A,0
65+,-44.74661947015238,11.345621314642711,D,E,A,1
65+,-51.73931018835709,-24.612963034970377,E,E,A,1
26-35,76.7150392125168,73.20234263315943,D,D,E,0
