sex,Religion,sexuality,veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
M,Muslim,Heterosexual,Veteran,D,83.96315373261696,D,-48.21234144623536,212.3061474618861,-6.666886700729374,90.64345075326298,-231.10073920390482,92.17851233113782,B,E,E,-50.05632821729606,C,-68.51492214202933,-72.61982488348107,1
M,Other,Homosexual,Veteran,A,43.663251310038035,C,-30.09839302441854,-16.15077025509262,-158.27204660150593,13.014453488175825,-25.417783786066256,159.36105854342279,C,E,C,-116.82447011641037,C,-40.13141139486975,69.31665044361063,0
Other,Christian,Other,Yes,D,-145.76556326158573,D,-92.27686501863195,-65.17961193788597,-85.54339044347522,-46.11278021272998,-124.94246336786381,29.22000890362652,A,B,D,8.919746984386606,B,211.57829103410225,56.51576410268322,0
Female,None,Heterosexual,No,D,-70.82800499077099,D,112.83963540348121,72.25608953477916,2.7457473018713174,-134.69962433168467,-17.504549955198517,57.70134105182173,E,C,C,143.53266105772659,B,-49.38475961333422,-153.01271089414138,1
Other,Jewish,Other,Non-Veteran,E,68.84066527647181,A,8.43740549957998,92.5151885001773,-79.48443925382078,-32.45331466741772,-28.876363734283018,112.82297620277132,A,C,E,57.475721396457736,C,-22.78690873179069,-13.390075548847507,1
F,Buddhist,Bisexual,No,A,-35.19466440223402,B,-11.27325317020273,19.78186290807666,184.49658946583048,-125.9883105369564,75.64078781662748,137.5716037028001,E,C,D,-37.32470385803908,A,14.025554206907861,-75.09046127247788,1
Female,None,Bisexual,Yes,D,-96.97226455242087,A,156.96492494358324,90.06105846040113,87.52523788841383,159.96641408418114,-115.23848630133816,5.486197489282054,D,B,B,-86.13226468484518,A,-53.9532892281086,46.0576333912169,1
Female,Other,Heterosexual,Non-Veteran,B,-79.95278829014124,D,110.22330908716542,-120.47437971568287,-61.88706841338592,64.78255205052972,71.83428876029453,3.2073021582712253,E,E,E,-176.53123705031805,B,205.22296520789584,33.703359422506956,1
Non-binary,Hindu,Other,Veteran,A,-131.05490126481192,E,28.268399880104084,74.66655361497713,-6.728484523743264,31.716016608275773,82.76000748632644,-7.579825653618205,D,D,B,-77.31375413911236,B,-103.52430547060123,49.51770022239827,0
Male,Jewish,Homosexual,Non-Veteran,D,-107.2668760961917,B,80.74707573201161,-118.14935797493669,-48.81373552739504,66.31263710745868,-284.8870279340262,-194.02246715733548,A,A,E,8.92265636174763,B,-78.25493843581049,28.720353424773425,0
F,Buddhist,Other,Non-Veteran,E,10.323664515674885,C,-65.53041203011941,-30.596956240383232,-15.143559851345726,77.06958300494775,209.7983031307721,45.27324162681302,B,C,E,117.97637973917372,B,61.560211760046926,62.182572317661375,1
Other,Buddhist,Heterosexual,No,C,-110.35564870907201,A,-138.2911016754177,-25.771669107663055,15.086194715316005,257.5167993267965,-100.51073665500144,-18.6841376924201,E,A,D,126.33685962701551,D,127.16638680990393,85.6711166944426,0
F,Muslim,Other,No,A,-139.4365475473336,A,-52.773667378763335,-131.19979316003872,50.10873969920814,-77.48526364290665,-48.06383616003165,-81.49409286631223,B,C,E,-55.990823337802155,C,-19.187994032077235,-74.58300105275293,0
Other,Other,Other,Veteran,A,-84.77018102626647,A,138.47598519965462,165.49110325201036,-86.27225787981409,-24.01480236665027,-31.25300127765529,-27.529900963300513,D,D,D,20.384185961737508,E,11.082916260407973,45.260116745773345,1
Other,None,Homosexual,Veteran,C,130.75944560254445,C,43.42916324730008,113.49532322285785,-105.1032514572534,22.330658334035036,-61.043171981243916,-110.1967566933175,D,D,C,-31.30815722741541,C,24.173126825618617,33.10080957923582,0
M,Hindu,Other,No,D,-90.64425387682269,D,55.004243623331625,95.18591973780028,7.231490980526287,-81.8312275360314,40.942893184414345,117.19648728375378,C,C,D,-58.73293754983177,B,144.5856414231946,-79.14810695276799,1
F,Jewish,Other,No,B,34.79549301277588,C,-104.82051370266959,65.02230032573551,12.627483152111044,-249.96466086587913,-10.708267065665067,-61.98154874632191,D,B,E,84.92238853060685,C,68.6658200532845,-93.00503366355598,0
Male,Other,Heterosexual,Yes,D,-68.24129557781161,A,-90.25508206125193,-85.71156428094002,59.39565582592148,-97.34507332171451,27.09639993645207,-86.43445222083066,A,D,B,-106.77369306757845,C,53.458282924293684,-23.11519379099419,0
Male,Jewish,Homosexual,Non-Veteran,A,-29.76946203009114,D,16.323736181179825,13.979812303663891,48.13702455127018,41.10504133244,51.981418298558104,-73.96264049099338,C,B,A,56.159808714956206,B,21.791482549274026,-122.3562129632336,0
Female,Christian,Other,No,E,65.83336549818488,E,-143.02689793871198,47.842661937914116,0.12960070585822941,-141.1372010426549,33.27105148568805,-130.6214112228866,C,B,E,35.708106576982665,E,154.08641118915426,49.707518625039015,0
Non-binary,Buddhist,Other,Non-Veteran,A,-147.54297922535915,D,-50.0858599348262,-87.21023944827103,-108.68038587686004,91.03155792313379,77.10110091167327,55.98259477613645,D,E,D,-151.23771116109316,C,40.21902180746906,128.67044719627046,1
Non-binary,Hindu,Bisexual,Non-Veteran,C,-92.2423066199436,B,-26.652124538392947,23.37436337514801,12.195090266857866,52.01803214769745,-100.68225732935785,123.49583091548728,E,A,D,-36.92805279367928,C,40.095527626004085,-90.69677529910182,1
M,Christian,Heterosexual,Yes,C,93.68050602605148,D,4.323977650496148,-182.8019724967127,74.28602643527068,-36.20037709290478,-72.76914352397019,-39.898410343646,A,C,C,61.949153962722356,D,-86.14097734083772,51.865998757590546,0
Female,Buddhist,Homosexual,Non-Veteran,C,-47.44873317105046,B,-5.444985963992417,59.72938920612552,19.854435616217874,-48.6626054334452,-75.05203776779065,47.276940253905956,A,B,B,68.67832487575937,B,103.37988876373412,-15.573373459468861,1
Male,None,Heterosexual,Veteran,B,-28.10524038229892,B,-180.24337652840325,54.56993960272606,114.62205413636646,68.35406187544714,-54.85525649230256,-93.08227244034971,D,C,E,-80.19164030307562,B,124.54156682947652,-20.963151696454364,1
Other,Buddhist,Bisexual,Non-Veteran,D,-12.57926587237955,E,103.87965840693813,8.971396721603247,-38.17502143572267,-69.52109676356979,35.980692456570814,139.36538948028564,A,C,E,62.33384997336182,E,59.70200827115399,84.15009924642223,1
M,Buddhist,Bisexual,Non-Veteran,D,57.1401123576492,E,2.1546759523623513,189.0311660721852,5.624978506515357,-65.12781939624642,-30.23386735579224,156.4910034407975,C,B,B,73.25912949834994,D,-128.43168800434825,-195.11525440183482,1
M,Other,Bisexual,Non-Veteran,D,-129.3285213029386,D,-126.76286399818125,25.082772379283814,-121.81884596133992,192.35564821517613,145.12017875219317,-58.92527754103652,D,C,B,99.04104983699182,D,196.22551120904575,76.089780964255,0
Male,Christian,Other,Yes,A,69.06938823116968,B,-44.01159177281252,-71.51475862236666,-77.47704256090535,-109.54569213910501,247.75397847668012,-5.0136014117705825,B,C,B,12.900005102731777,A,-7.030393865628783,-99.66424100208248,1
Other,Other,Other,Non-Veteran,C,-37.223674639036666,E,116.3095279507685,110.98647079770316,-143.9943577158022,180.33300449936357,-97.35635756697083,18.468350802472294,A,A,A,-124.72899638248207,E,-37.368234706425625,-90.88698048408361,0
Non-binary,Christian,Other,Veteran,D,-32.74491525555903,D,9.944277651544287,-57.325936004894764,190.87151443243846,-62.49981104039121,-94.12640880660985,-12.77755760635913,B,E,E,-149.31586052502368,E,-81.55963786751616,-56.48252768093468,0
Other,Jewish,Heterosexual,Veteran,B,-29.977452762816082,A,72.90366267791555,-46.44608629250415,141.57090186294744,-154.17291810194794,-117.97514236868108,134.40037862239294,D,C,A,26.608643896293056,E,-48.59256330372107,3.321140219231948,0
Female,Christian,Other,Veteran,C,112.44350718323169,C,121.2556650321915,-57.06191225575715,-190.0843206894965,-67.4121500001957,-46.862525688683455,75.89522106232022,B,D,B,-52.68271994775036,D,-71.3545651185863,-132.6810451258011,0
M,Muslim,Heterosexual,Yes,A,39.93382890365594,A,-203.21762666836884,42.638391770013335,119.890548269118,-33.6262834267902,-36.21002212557045,33.635881698154584,B,E,E,80.08792648940907,C,-15.73228471253923,34.34353110746633,0
Female,Hindu,Heterosexual,Non-Veteran,E,-60.02375044768651,B,98.60963644518796,24.30550205055377,12.752733195584339,-50.154324607812185,3.167193752195479,69.9332250941721,C,A,D,-29.62767022692635,E,-77.76192608096429,164.31316363066898,1
Female,Jewish,Bisexual,Yes,C,53.048847982251516,B,70.49348454909936,-144.90640723374585,-76.27404249594039,-27.57984068606086,-11.645415151407454,-0.7573952062240028,E,B,B,-54.79412551356903,A,115.80191466252887,70.9258719394406,0
M,Buddhist,Homosexual,Yes,E,-10.866240676659064,D,39.166712198622896,-51.86325644764484,43.58140991003357,43.33420083212695,-152.11771182146873,-196.75257137317973,D,A,C,-55.54342923022061,E,72.27542232728203,201.0260636653025,1
Female,Christian,Heterosexual,Yes,E,56.101875046621274,E,-53.55222060369857,54.73493922974445,18.512188421196132,-2.551370147873267,52.84523144109065,185.59365530297927,B,B,E,44.5944083326676,B,92.24121230060345,70.01749835335089,1
Male,None,Heterosexual,No,B,-51.35828887073741,B,117.34199150361475,11.971523026954921,74.93893194369986,1.8566548701933965,-23.18432123252325,169.76042093967914,B,A,E,14.815694383762947,A,110.19300542883946,147.303371250215,1
Female,Hindu,Homosexual,Yes,C,-10.658858198795352,C,-53.74942680168896,9.771417580472502,88.15303280369533,51.28186865395455,-10.408930027531444,10.977601657790311,A,A,B,-165.7671496889374,D,52.969586450178106,-59.529690157520406,1
M,Christian,Homosexual,Yes,E,33.58370101173771,C,-101.680299598996,143.3875754294717,168.61656166709383,24.7778405750396,21.210181215380018,-128.37148981348844,E,C,B,62.95782670417373,C,-108.39087686039228,-118.45882879970408,1
Male,Hindu,Bisexual,No,D,97.60581097345418,C,116.82649717153988,-23.6572927496642,-18.680912369096646,28.82269336298162,164.467611068378,312.1552873495755,B,C,B,49.88348475426271,A,86.00655850515629,25.971717959417283,1
F,Muslim,Bisexual,No,C,57.92417352503513,D,58.021680340101675,164.7822146622583,9.481811319569958,86.6113708679775,40.78246091389251,15.580064386525205,C,A,B,-63.11311530432295,A,117.94161258537005,-167.18590820646003,1
Other,Muslim,Heterosexual,Non-Veteran,A,131.59475990883487,A,-133.39938907628976,131.48817055460427,100.48462869869768,31.14693617893399,-134.506079725714,129.51756768426876,C,A,C,35.47399278421332,E,-2.2013829532222142,-39.56653866737278,0
Female,Jewish,Homosexual,Yes,E,63.44991532291437,E,166.97662022302552,9.233482870168592,41.20469497729049,-44.21445652990238,-270.9726146641978,-17.417485265867306,E,E,D,-93.23540338453627,E,-242.59299455054074,-74.93176920821946,0
M,Muslim,Heterosexual,Non-Veteran,A,49.50396989727089,D,-68.98929133244403,-45.184904578814006,93.55535620075035,-94.85354896373998,37.725075719909654,-89.57821225876565,A,B,D,-17.877625868015585,E,-73.70759909096367,24.153070332330472,0
Other,Hindu,Heterosexual,No,C,14.80664920769387,B,44.15544471978107,157.31642892617353,-141.9656113454957,-54.92339260935639,-151.0263589354456,146.48587448106014,D,A,D,0.9248366492379019,A,20.808484425589,-195.92775498549798,0
Other,Buddhist,Heterosexual,No,D,-19.14421630393558,B,19.678314312057303,-43.68060799348476,27.88513535445069,280.30019185471514,164.74620933896503,154.24729239275774,C,B,C,-87.00791825322082,C,-139.36172187882443,-66.50803118113124,1
Non-binary,Christian,Other,Veteran,D,94.12569709970842,C,-15.6957261443453,9.85254333715687,-55.94951945509629,-164.2600156117623,23.59918893872092,-120.15718692995874,A,D,D,-182.07781655999588,B,-134.39904916328786,21.705124014484888,1
M,Hindu,Homosexual,No,D,-73.3883754188131,A,115.5722005666456,-62.45689402578112,-42.783340931978366,5.632653137701315,2.627786519046892,54.40557604739933,C,D,B,-87.27205115666466,D,-11.583239202014061,-33.38689979358359,1
Female,Jewish,Homosexual,Veteran,E,101.71565736132375,E,-45.23649323911286,-67.4991077381041,150.96969768350183,5.73319413713858,-42.391685903250746,-9.835592415816881,E,E,B,-242.05107915358383,E,172.60861126175476,66.16078399222735,0
Female,Buddhist,Bisexual,Veteran,A,12.252109496816068,A,-49.27532011915938,1.9612693578978484,34.984139374255015,-49.45462599373439,25.791320278433567,100.57952573856038,E,A,A,-31.46807222769199,D,105.69272497190173,-127.73281064104307,1
Male,Other,Other,Veteran,A,32.97601825820219,C,-165.9564212832459,134.7348351170117,33.79088247265544,-103.53794663760978,69.5387099558819,45.09707062151085,D,E,C,-56.52361726630174,B,-49.57745254670938,-95.0511839124776,1
F,Muslim,Other,No,B,12.277642714369403,C,-27.856754736515143,-41.14638163327305,67.02506891240473,135.89235495324675,-50.88430033733986,-45.16904537379022,A,C,B,212.26448969046444,D,58.061959838663846,-196.90600156234584,1
Other,Hindu,Other,No,D,-27.57688969716628,C,57.32511309144927,-109.7398750697852,-89.91537793497079,-199.25300713707475,76.46944847503951,-93.70753062123717,E,A,A,-128.39369847659881,B,67.32431738704508,50.06469261367072,1
Other,Hindu,Heterosexual,Yes,E,-11.63478814005146,A,-21.28110817730541,-0.907932990771734,-79.35556356217742,-19.130077335363573,-3.7486085659099695,175.26384751455407,E,C,E,-98.95022018008586,D,-65.67712081075841,243.02644401662562,1
M,Buddhist,Homosexual,Non-Veteran,A,79.13996394015508,B,10.655592770176137,-81.08707198937284,-61.57445497888063,-197.49821354377283,-186.60535407882588,-219.5651017422825,B,D,A,16.03487114725289,B,-40.733665559245274,-29.450506818317557,1
Male,Jewish,Bisexual,Veteran,C,198.23765374509216,E,-12.593911475373545,71.92566778202176,-90.39226260116477,22.129643947286585,-53.125223145134505,57.017382300888684,D,D,A,32.88342751114875,D,-124.9760952668957,9.627110051604513,0
Female,Buddhist,Bisexual,No,C,16.00011373354997,A,-237.1185906306693,121.48417398418445,-90.53617507869967,-78.65032408725746,-59.4324624766974,-82.45408218051902,A,C,C,27.67562252963847,D,4.061557617736388,-168.86471580171107,1
Other,None,Other,No,C,-6.191823512680894,E,-2.8697982137388767,-121.06795404977626,91.66441440992863,-47.436305020432506,18.314150966093088,17.97036780619968,D,B,A,130.36688466575282,D,55.333137586778015,-22.089731751698867,1
Other,Buddhist,Homosexual,Veteran,E,57.864871234144665,C,-214.93694405287408,-25.463657902226007,18.179038919383743,-156.76222326860528,-1.1813999930981116,44.29934180643911,D,B,C,148.3661295344854,D,82.16020470360937,39.99292956325662,0
M,Buddhist,Heterosexual,Yes,E,53.705886660529366,B,-124.58901021764721,-151.79049743563994,-111.1479403726006,-42.67496596973458,-115.85143053105654,24.17345048279856,A,C,D,55.52569380409709,E,-52.125514719284574,-78.77556308748797,0
Other,Christian,Other,Veteran,B,102.46602730127977,D,62.382366394400925,0.02360186765344966,-315.90962199008396,-27.685347519142905,-58.74244491780114,134.50042710664943,A,C,C,103.70248032992922,D,-115.26004305139904,-45.25456146190755,0
Other,Jewish,Bisexual,Non-Veteran,B,-86.89438351046064,E,-80.67646301153621,50.08094672454473,89.98645991699591,101.42380509959916,130.6496778545272,272.1090228091634,A,E,D,135.43114680616594,A,273.8653099018592,23.49563030440635,0
Other,Hindu,Other,Yes,A,-45.13829481353894,B,64.57573301496677,-17.982305593778158,-16.77256095250814,-14.262300087219979,-95.66586688250177,-67.61303170683787,A,E,C,-22.812159879114645,C,16.820013573415284,-78.02190308407897,0
Female,Muslim,Homosexual,Veteran,A,-39.40022122486743,C,138.36131032345108,-14.711575339776417,-175.3559205775465,16.601670097769855,-91.39139699797465,-89.05531704423393,B,B,C,176.7625498214888,E,-16.15274828236435,46.39331198103934,0
Non-binary,Muslim,Other,Yes,B,-27.59950187613565,E,45.159621219737616,-8.508192055028127,162.51208464659126,33.28590706956874,61.43329565758812,-199.8983604808654,C,A,E,41.623026201474474,E,-21.05101063740865,-140.5272385180906,0
Female,Buddhist,Other,Yes,A,-25.573174379829922,A,-9.083654861569537,112.94664121128184,-15.605895730132788,-157.14958533656883,27.03381877454189,8.532036383422605,D,D,E,122.02386086583441,D,-29.33903118409782,-15.733719966756407,0
Male,Other,Bisexual,Non-Veteran,A,63.00898686441475,D,65.56717358173132,92.72805384752904,-33.97085645543114,-31.13731866074409,127.68176800446997,-36.20834697745738,A,C,C,-25.926161687931355,E,50.497896005731725,105.12148632169878,0
Male,Buddhist,Heterosexual,Non-Veteran,D,-264.0018365175968,C,-92.97636422726696,-90.09176348675317,2.1571455702007762,13.218879487253755,71.78720009504691,-118.08251383398571,C,D,E,-28.058234746193015,B,-50.66054639496477,156.39099914413362,1
Other,None,Homosexual,Non-Veteran,E,99.82956445531818,D,-33.98317160872266,84.57585301461535,-105.42425574206193,-29.747195449030194,-195.5360627102509,199.0810659071616,A,E,B,2.2089984126181954,A,-1.9570123240006443,-126.83080404919332,0
Female,None,Homosexual,Non-Veteran,D,162.66431857690293,D,-158.40680462401608,-97.24540820316587,-108.53494633419555,66.74740144067542,-63.36064187225359,23.76484355780925,C,C,E,0.7404684843981616,D,28.537281557956728,128.32256484662147,0
Non-binary,None,Homosexual,Veteran,B,84.03478233262726,E,-59.9514244236282,16.458559725683905,165.7475148850865,2.036351882814863,-6.832856484766518,-42.05094663945972,A,D,E,-121.1457471630754,A,-0.07333109200767751,2.2845328751023217,0
F,None,Bisexual,Yes,D,38.6486831625274,E,-12.880960868319976,-143.88880491499486,-180.68964277259732,-52.398147332626706,-68.84826859622055,-80.45181663973763,B,A,A,-23.123587825761312,A,-12.874694866423944,95.17926332909761,0
F,Jewish,Homosexual,No,C,-39.44538506065764,A,-51.958845632464055,-55.79348249976827,43.111288520366266,31.218602264859534,-20.316450865164587,-74.94967818249292,E,D,B,111.70103008425478,A,9.196185918345021,106.37085590550586,1
Other,Christian,Homosexual,No,B,-60.32708008457897,E,152.81222303984032,42.79581636068862,83.54372040638494,8.936335703868016,13.893969508600613,-174.76403870487965,D,E,D,42.19810176611025,D,-42.18536633851562,31.05278578712958,1
Non-binary,Muslim,Other,Yes,C,19.840576731490806,B,-15.90622784335155,-79.96294590942952,5.875697121772971,8.002563556435058,83.66004362996645,141.64465194492445,C,A,B,92.12072448920068,B,63.30167503573391,141.33501052119698,1
Female,None,Homosexual,Veteran,E,229.6867735828995,E,-39.8550704527531,87.38269396794813,-7.087927625791648,1.3237365004420016,-109.70193871979714,-19.83702331627624,D,C,E,107.85790948761122,A,-88.66776978704878,16.762511997787417,1
F,Muslim,Homosexual,No,B,-22.773469858112914,A,127.8342523680885,95.8539078160531,97.1372477860431,24.26953941515389,-265.1286262887161,-19.917973702832377,C,A,D,33.5558003175053,D,-83.77032356908487,-35.21378046220971,0
F,Jewish,Heterosexual,Yes,B,200.00610398658569,D,150.64862457756672,-132.62937085088814,66.61613050282108,-38.28419040143164,84.84885221076675,-22.755686886307416,C,B,B,109.07410471380345,C,19.861740813800076,136.70432304282164,1
F,Muslim,Other,Veteran,D,83.77420555464535,B,104.60056727708715,10.677374068475713,-26.763666525694262,73.11133703353592,-227.02928068332096,-140.80839659548585,A,B,A,46.42829778989953,B,114.81903606713149,79.79139724729055,0
M,Muslim,Bisexual,Veteran,A,134.85583684568797,E,39.761309712671164,207.21339524952188,-13.640018429606837,18.495411621663447,18.303944945613264,200.3862799523083,D,B,D,-36.45109206385706,A,49.17385150259942,-128.0048059938239,1
M,Jewish,Homosexual,Non-Veteran,D,100.86913060767999,A,-168.26800298168746,140.1772272213198,66.52836128888761,-5.994320837154081,71.61373973618872,-46.5657553684432,E,E,E,104.19115447648342,B,42.45429773129661,-26.681362130090076,1
Other,None,Homosexual,Yes,A,-48.81864045296346,B,47.00298591277316,128.69113973212964,179.7903567310056,2.173340831280513,18.43620725446262,-17.1137445021191,D,A,C,-13.283501879043106,C,85.15593237705777,-28.889864231469648,0
Non-binary,Jewish,Heterosexual,No,E,123.85727753597173,E,95.02495162184458,130.5159519010381,80.21081703266728,240.54134897681777,-211.39891173045973,-77.15555667706079,C,D,D,-70.00440429184398,E,-66.99371482306341,-198.10278660044892,0
Female,Jewish,Bisexual,Veteran,E,13.951997480771588,C,-92.5631996267595,82.38749993515681,-152.3233267985766,27.1345139241814,-50.31230236723577,188.93691850979596,B,D,A,43.3549535200062,D,-98.15547738144204,32.80348596958096,1
Non-binary,Hindu,Bisexual,Yes,B,50.18925328462033,E,-70.72917004360598,86.40984085124339,121.7275454513977,115.37763584153753,17.616979574862683,45.44727014272835,D,C,A,-81.31673598003205,B,-100.93623601758365,119.13480693496095,0
M,Buddhist,Bisexual,No,A,-103.2162733987593,B,-151.97786724254115,5.424524561118655,-212.53486929065218,-76.08212559114745,26.887338219363134,109.50224594954517,C,C,D,193.57034372606557,C,-44.6513260827658,142.66397669900334,0
M,Jewish,Homosexual,Veteran,E,-104.15160424726989,B,-64.07234291898108,-54.37523122659561,-7.157859925391649,-28.509597323077536,-87.63297692130269,-13.207871457339415,D,A,C,168.14380736596914,E,-5.096764627841942,-171.62831090051895,0
Non-binary,Hindu,Homosexual,No,C,142.81454639317462,A,69.64314503779383,-16.938083702084178,-134.46284386877522,-131.9310130680235,-116.7215316177264,86.15804491373763,A,B,B,80.34456160607432,B,-16.693076648128486,-26.401626181185417,1
F,Jewish,Homosexual,Non-Veteran,C,-65.85077474435575,E,70.80555097902231,58.8795603605315,27.056950461027125,12.459132131522965,-79.8223329167637,-11.23940328288098,C,D,C,-106.40639006993322,D,27.322523092475002,-43.47461648425645,1
Other,None,Other,Yes,A,-64.2281313224079,C,-75.9337665865659,-4.387446379473102,23.672632309753023,-134.76558091626893,33.78484000002126,159.6603971493206,B,E,C,-22.73244743850077,D,-21.773276630211402,3.251451243559121,1
Male,Buddhist,Other,Non-Veteran,D,13.253164611281418,B,-17.381280932070798,-91.83707649689114,176.8203130182581,-63.55143710019926,-150.39075350065096,54.424130895884936,D,C,A,113.93964213819257,D,-32.13239501060185,-60.76516268433576,0
Female,None,Bisexual,No,E,76.30577901746275,D,88.06942268820366,-32.70183573962431,25.02122387528647,17.784220704492693,237.6029563137269,18.173395075292305,C,C,C,156.9921647440451,B,-24.444515830817608,-46.451913758274614,1
Male,Buddhist,Homosexual,Yes,D,-2.2817223505854645,E,22.845824055034576,54.438009220077774,32.09610218884315,111.95557357970112,121.84436258499733,-120.57850140934497,A,D,B,155.14960769747336,D,-81.51068182944285,-87.05004091206106,1
M,Buddhist,Bisexual,No,E,28.26554890979572,E,11.691888805446812,126.91956303419481,-112.95380681032421,108.60356361852772,-80.45870633419841,18.19783633959032,A,B,A,-7.850942057720521,E,-5.741098960200791,-2.651761859745368,0
Non-binary,Muslim,Heterosexual,No,E,-63.49839171390441,C,45.66211588322953,21.000355557111728,104.37321111704057,42.650772600421526,-85.34022004861443,232.25470483969457,A,C,E,-45.94909148062321,D,5.358118387612695,-22.079924112654396,1
Non-binary,Other,Heterosexual,Non-Veteran,C,-16.78431922515589,B,41.98454432121489,111.07996650449341,80.87515718748556,2.9165154345106346,-88.32614523295457,36.517219273097616,A,E,B,176.1111499656696,E,71.10090383230596,127.61154943017354,1
Other,None,Bisexual,Veteran,E,18.253245807816292,D,73.39893910718041,74.76695316072579,-182.2808801886017,114.80360907348641,-114.70256444613472,75.49477061645501,D,D,A,31.889209602770173,E,28.366125945205823,-52.03358777081502,0
F,Jewish,Other,Veteran,D,-178.86952037858893,C,-32.59630799663075,-180.02299719483597,36.95837940116431,245.5677260939031,-148.72544585017576,105.14557690951922,E,E,A,47.353463219392076,B,93.60409472317043,-113.1164332467412,0
Non-binary,None,Other,No,C,93.97599539510195,B,0.12316025343956918,136.7225539801487,-71.32874973231525,-204.85151419811652,108.77409133389138,-7.739223994938861,A,C,C,20.65702595386811,B,83.64172416638765,29.26083910194232,1
Female,Hindu,Homosexual,No,B,232.57177929614807,D,-78.6913335113943,181.76414270634635,-151.63055742780435,30.194100710794462,0.4017493779025324,-200.64892973556744,A,D,E,49.74231128951329,B,90.64243156859594,-59.038974051430806,0
Female,Christian,Other,Veteran,A,-29.152050706587346,D,122.27229066576477,-53.87098671906559,1.173453387523966,111.35041121169897,170.156161529333,9.101138309686965,B,E,E,114.04972307158114,E,116.9506448025962,24.779448636568922,0
F,Hindu,Heterosexual,Yes,D,91.5183973816653,B,144.9267770383119,37.93691982731999,6.195447245665575,-128.87699074988907,-32.09316420359678,-50.78888488548774,C,C,D,177.6067899541658,A,180.02494154950335,9.960753297142771,1
Male,None,Homosexual,Non-Veteran,A,-93.47317053746903,A,-55.15349076640631,191.40015585173958,189.19732515907268,76.54509646768132,-192.26539834789617,144.27146429833,A,B,E,-118.32726092235144,C,13.067725212859152,95.31179110352065,0
M,Hindu,Bisexual,No,C,101.16699313167324,E,-88.46623438577781,-47.37265137013757,-84.79399190725631,108.01747300808296,33.85899451289252,39.97145018876723,A,B,C,150.96025459315157,C,-148.34393115363028,-86.65971399783437,0
Female,None,Homosexual,Veteran,E,80.84183006248219,D,-149.0250302720198,117.91001669840375,-128.68659761823722,-208.43973418268442,65.86443280758493,-31.55717359327705,B,D,D,46.05921941287867,B,-82.9696925942968,148.50393380792127,1
Male,Christian,Bisexual,Non-Veteran,A,-89.96560772720944,E,-71.91848322022683,73.30676723997284,192.09035541104683,-79.59035927305058,-73.596326967785,73.2717558322233,E,A,D,-163.11487378459663,B,20.264977179247893,29.105568958193828,1
Non-binary,Jewish,Homosexual,No,C,15.95844968117638,C,-73.21253571428016,-11.210674933933275,-89.33950536491399,13.993260260511267,-10.354814273006657,34.99836764199993,D,A,B,42.855300332435306,A,74.04367394147295,-87.25609364800256,0
F,Muslim,Bisexual,Yes,B,19.97385132282755,B,-13.685095805362138,53.48842769028948,-31.298255873087804,2.9226989383250195,-49.9408295569594,141.77697489258557,B,D,A,321.82439374381147,E,-123.69484701427169,-23.83286742985574,0
Female,Christian,Bisexual,Veteran,D,-147.54192723252012,B,5.744476834673611,-135.92741654063042,-161.01964105677388,-27.265612958424963,17.244120815054735,37.0451240534566,E,D,A,-3.9101593745670944,C,116.64746117833016,58.732891557800706,1
F,None,Bisexual,No,A,-90.46609318866997,C,-117.88384375583296,320.9560395269757,11.13791296800355,3.107201997633977,83.19199002256752,88.90983162676282,D,B,B,-132.74149688111694,D,-151.79494602397307,2.601101385339471,1
Female,None,Heterosexual,Veteran,C,-118.20677941802329,B,-73.92706059160493,84.93922756799927,121.09604789848657,-125.31225097615379,26.727516997657975,-69.48786465070432,C,C,C,-129.62673733734934,C,-18.239996752249507,41.79224803010224,0
F,Jewish,Bisexual,No,D,-36.577508401838095,E,138.19732527237915,10.44433304459094,135.29821811910898,-22.347692479833395,-53.0416985250888,157.74738561169085,C,E,A,-56.82296571288106,E,-180.28304607671643,-117.07280781655494,0
Other,Hindu,Homosexual,No,D,140.2568960515456,A,-175.12581894510865,-110.97210629272195,-18.62247205604714,-53.8427330498601,203.3008119939292,88.5178796435987,A,A,E,-131.82987217713614,B,100.40340853161436,-171.6155854042152,1
Female,Christian,Bisexual,Non-Veteran,E,31.10703843402841,B,46.98439919734739,86.49377801754689,132.7670288825514,51.91963824894357,45.57916982799466,-36.69665013939431,A,B,A,40.0917259929361,E,44.649964463719556,-15.530097109793944,0
M,None,Heterosexual,Yes,C,-14.481855696168566,B,56.20797615041966,-36.622637138290614,27.743639355254864,143.81148019076898,-127.78727349040962,-193.21926335970102,B,E,E,161.613900024138,E,46.94152427969376,-172.28471993790572,0
Non-binary,Jewish,Other,No,D,-79.22895583315905,D,-136.41147360714788,-171.822801720282,10.97641607378202,14.594234248861998,31.665875224181296,-162.51014385955364,A,C,B,-69.8608541040762,B,-19.90858808322644,64.33342761143578,0
M,Buddhist,Bisexual,No,B,-10.001082341889903,B,58.513448554651184,-66.82977857359384,167.7143139998467,80.52527376508581,9.349438361139189,26.188483892326996,B,A,D,133.98101141257513,D,111.5279864192392,-55.19348684648602,0
