RACE,faith,Veteran,disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Hispanic,Muslim,Yes,None,A,46.373346689681775,E,B,11.262541791518446,103.8258462055778,27.60476007864306,-3.118589779567153,0
Other,Muslim,No,No,C,-235.2231092353406,D,E,-45.785686804011334,-85.41730174254033,47.31099428603351,22.332323145993723,0
White,Jewish,Veteran,Physical,D,122.97540473181525,A,C,71.3690971937175,31.42637012045011,8.068224909174535,29.410256193966166,0
African American,None,Non-Veteran,Physical,A,57.03785836130968,C,E,60.18660741942172,14.317859036701943,58.56150333648641,-31.31150644518793,0
Hispanic,Buddhist,No,No,D,131.75461200737132,D,E,-148.54132300040519,-76.15230358610867,-175.6654904016567,-94.77563256467056,1
Other,Hindu,Non-Veteran,Physical,C,99.54449252337456,E,B,120.37341116598957,1.301610183455205,75.58018902906967,-0.4945015124478448,0
Hispanic,Jewish,Yes,Mental,A,59.835772519471476,D,C,281.2813485932293,0.9850474212469573,-2.205252513014351,-57.6270487806889,0
Hispanic,None,No,No,E,-78.75153089993204,B,D,56.248691015232225,2.455694180406461,77.79589953080176,34.4822558592695,0
Other,Christian,Yes,Both,A,-14.70521231436398,B,D,-25.139451428558374,104.94509317072868,-155.15467263130697,-53.70835249490196,1
White,Christian,Non-Veteran,None,E,-124.81086458502352,D,E,102.10223284775878,-174.41478273103957,59.234600988252865,66.95237725291221,0
White,Christian,Non-Veteran,None,A,54.40267407434307,E,B,55.8561201174131,-65.86236106446725,97.94214388162986,115.75466359710656,0
Asian,Buddhist,Non-Veteran,Physical,B,-30.762148636945376,B,C,-22.981752004226458,31.547932228624298,-81.98004671158765,-27.209738974838803,0
Black,Buddhist,Yes,Both,D,123.86688522115115,B,A,-47.67821979090988,-154.12917080053057,-203.90395539108655,-171.078058455961,0
African American,Buddhist,Yes,Both,A,-154.3838639172514,E,A,-47.24928188585202,-7.816121799457839,-159.33369097552296,44.75155759907392,1
White,None,Yes,Yes,E,115.72083687759256,D,A,-40.44529088132375,-139.29064882792233,-81.20708602598543,-85.15305104668685,1
Black,None,No,Physical,B,30.950655459935128,B,D,-30.01887374038612,79.75562791620129,69.85937071154564,43.39141026095275,1
White,Muslim,Non-Veteran,No,A,66.08062752948226,D,E,-133.96197298491285,109.01817641893297,54.945755369583516,-124.3097123933168,0
African American,Christian,No,Physical,C,-69.9068647341875,C,A,-94.10339751934941,-14.851061838209112,-17.18911677644039,-18.02046878323029,1
Asian,None,No,No,E,92.69987865846969,D,E,-89.80510232195068,121.77305118288537,-31.18678274642295,-113.78818296437171,1
White,Hindu,Non-Veteran,Physical,D,-9.156772372039217,A,B,109.64919263639383,-16.500714519013002,56.88756809296098,170.8925780108717,1
Other,Jewish,Non-Veteran,Both,D,20.8942958666729,D,A,-13.785007814069822,109.06604842938216,68.01727585424211,62.831534286188884,1
White,Buddhist,No,Yes,A,-78.40096494243589,C,D,-151.93993860992887,-143.6281129207697,82.81251358021477,144.75514332055644,0
Asian,Christian,Veteran,Mental,E,-85.03577176185864,B,C,-68.38926811967595,71.46287248500286,-162.66794966338196,-58.935190345300825,0
Black,Buddhist,Yes,Both,E,43.959127493078405,C,B,22.58380316623238,242.9969406319956,-15.832460668850413,-29.778146757999497,0
African American,Other,Yes,Mental,C,45.153310964844245,E,D,-58.590713957153106,86.87414506719716,-91.53239071776004,199.07523380061437,1
Asian,Jewish,Yes,Mental,B,-58.12041138256288,A,B,-142.11844066006614,125.75981016802069,34.7917402420651,87.18271832494372,0
Other,None,Non-Veteran,Mental,B,145.17087027897696,B,B,-99.98174157763826,-72.81181484885741,-10.429507397263759,32.71513284701968,0
White,Buddhist,No,No,C,-104.57296203441524,A,B,95.98380098200087,108.23373853471783,1.4800671955591749,111.85000461850703,1
African American,Jewish,No,Yes,B,72.45792649658138,B,E,183.10598867149062,-62.98624537354706,12.377348342274637,99.2063219740037,0
Hispanic,Muslim,Non-Veteran,None,C,68.79076086632917,A,A,-62.44628838496805,63.38664243381912,-61.81495790135243,90.16008528394283,0
Hispanic,None,Veteran,Mental,B,105.17633596487961,B,D,-45.403634596203034,75.02000449245551,180.37939146820065,27.456544027775593,0
Other,Other,No,No,E,-66.59545338531831,B,A,-127.12630357100578,206.0907457528249,55.890994577197226,119.31878116415933,1
Asian,Hindu,No,Physical,E,-63.402637788942364,E,E,-48.58934994724461,182.63868833186152,-41.796482834521846,41.75400799232405,0
Hispanic,None,Veteran,Both,B,76.39217865308864,E,B,2.9044517560678815,-110.7116789997161,-72.73349691545967,33.95305995638675,0
White,Muslim,Yes,Both,C,115.50979532434924,D,C,155.84699070907894,-16.884585342922716,127.15482163306288,95.74746261474874,0
Black,None,No,Mental,C,-58.65002051132685,D,A,32.15239187931682,-48.470443293811336,-27.322283032019456,126.57862456220104,1
Other,None,Non-Veteran,Both,E,129.94081064793974,B,B,-162.8308622012992,53.24185704973768,47.2833633211355,-89.27677510154113,0
Black,Muslim,Veteran,None,C,-101.11071256014503,C,E,-129.5085726489576,135.36656253951202,120.86243783867718,-117.94195591447314,0
Black,Christian,No,Mental,E,73.4209730387872,D,D,110.94283370336562,29.18119338044938,-158.29503649314205,64.54097234773113,1
African American,Hindu,No,No,B,100.28821927832045,C,A,-193.41214892667105,-82.88488707733865,24.503270209590433,-11.192390878942504,1
Other,Muslim,Yes,Both,D,84.88646858288044,C,A,-16.396249275558308,125.81535746456478,-114.59613798344321,113.91051095534412,0
Hispanic,Muslim,Non-Veteran,Physical,B,2.029834428015329,B,D,-62.59806244648465,76.90675000978408,103.15928592291527,-9.652270330078244,1
Black,Muslim,Yes,Physical,E,-19.83382374717181,A,D,32.3235600824381,13.480748334253414,19.565867083915514,106.88944180609987,1
Other,Buddhist,Yes,Both,A,-52.30121303223796,C,C,82.28825862631702,16.48716483616404,-36.876919093272846,-57.82032921441294,0
Hispanic,Hindu,Non-Veteran,None,C,-142.70582409197553,E,D,-146.30608653502307,-13.1605261453553,-214.53430913351892,9.421116931724747,1
Black,Jewish,Yes,No,D,76.23661820124758,C,D,-30.134871210562086,-36.218319499439424,120.46225010655182,-56.35670441296282,1
Other,Buddhist,Yes,No,A,-148.40709733413678,C,E,-144.33248678340155,20.290904448073828,28.60522822425618,-51.7954654775693,1
African American,Hindu,Yes,Mental,E,-163.5305698991472,C,B,135.64251407914975,-65.71385891262796,49.880230312697144,-16.239272451310303,0
Other,Buddhist,Yes,None,D,-101.95653087258185,A,B,123.18448004903732,33.628394285245946,-127.38207482979811,5.736585597134469,0
Other,None,Yes,Yes,E,-77.33925781589183,A,C,78.75932758627555,35.27649866635967,-119.7653051113077,30.2077526025457,0
Other,Muslim,No,Mental,D,121.55648845204836,B,C,121.33753165012497,-79.66496597967453,235.04660170169132,-60.958930959014424,0
White,Christian,Veteran,Physical,A,-108.16201164056763,D,E,-89.5006895843101,267.5676893586014,6.443664118940265,-15.67096555992666,1
Other,Christian,Non-Veteran,Yes,E,-8.052789737531654,D,C,74.73541529809036,134.2595951560167,91.13293836620889,40.73938977873548,0
Hispanic,None,Veteran,Both,D,-44.68196592914745,E,C,55.9037623540288,-46.76843285340761,38.72974480234725,-41.60806651129762,1
African American,Christian,Veteran,None,E,42.07783121393507,C,D,21.332115349554034,-180.66528120786077,-112.27720426982782,179.1555459717217,1
White,Buddhist,No,Mental,A,18.09969876782919,D,E,-109.20214207580882,-79.82790065869658,71.68237088593303,171.62642186003174,1
Asian,Jewish,Veteran,None,B,13.351014749144124,B,D,239.72793276230067,-21.51939060610049,-21.18722674381725,-26.841098357544567,0
Asian,Christian,Veteran,Mental,A,-15.789478969623213,D,E,49.07210372051173,-86.67722134386587,85.41310270203422,139.66143243694424,0
Asian,Muslim,Yes,Both,C,156.56636504815185,C,B,102.67399544897091,-92.07732868813775,-11.70021567631349,121.8474793252748,1
Other,Jewish,Yes,Yes,D,49.54787521777278,B,D,10.195073114957413,13.805463653907319,43.40450435834578,15.783201340731573,0
White,Hindu,Veteran,Physical,B,118.1139755205604,E,C,11.398243248755461,-10.351625263926069,-31.61933256792683,104.92144850585092,0
African American,Other,Yes,Both,C,56.22529348119102,A,B,-85.27517849882172,-72.26600692235805,-121.28224180154916,-76.11664068176067,1
African American,Other,Non-Veteran,Mental,C,-61.13007880498932,C,A,-59.52924561744107,172.22267808994872,-172.43251986279796,-93.63998045396781,1
White,Christian,Veteran,Both,C,127.31514201507441,B,E,24.35238683532566,198.78890618300053,-22.958893529943094,15.352980247827785,0
African American,Other,Veteran,Physical,A,-151.9568243337517,E,E,-86.83494644452612,-70.08709183676865,117.21441859070897,-64.78505647035642,1
Asian,Buddhist,Non-Veteran,Both,A,29.699478072205736,A,C,9.885987070370197,-246.34044493790915,-87.74751574600705,53.232906606245386,0
African American,Muslim,Veteran,Mental,D,-11.05613713298688,D,D,-72.67085072590558,-4.571266192657689,27.040499293776822,77.71697867165773,1
African American,Other,Yes,No,D,115.23885714112436,C,A,-55.42241486051813,160.59396521759047,85.30849020672827,55.47999258753035,0
White,None,Yes,Physical,E,-61.476358960985856,A,D,-107.13251149748844,-118.44182832601466,139.87137089580523,28.137474351452678,1
Black,Jewish,Veteran,No,A,-93.59535080427769,A,C,222.61234292028226,-108.55650068919178,225.7792173955565,-113.27667531131267,1
White,Buddhist,Non-Veteran,No,B,200.9283832488907,B,E,36.67721658015135,46.208882767889385,92.01699218651089,171.97257005060544,1
African American,Hindu,Veteran,Mental,B,-16.61018238027535,B,B,15.751678896946872,95.37407132367471,119.58424417514605,106.10847249226015,0
Black,Hindu,Non-Veteran,No,B,-23.8703109839151,A,C,119.46937795113382,70.81410605889887,23.253130005515608,-11.735933131264973,0
White,Buddhist,Veteran,Both,E,113.1821621673947,B,A,-57.85578321793399,2.7068940129210617,80.0616314223739,9.567109944476568,1
White,Muslim,Veteran,None,C,-198.0064049770795,B,E,-66.41893901378188,72.40299835477981,-125.39159931021177,70.25225121681052,0
African American,None,Veteran,Physical,D,126.52282169836069,A,A,-87.44270570350814,30.885834754312384,-49.4177402863033,82.37082642815744,1
Other,Christian,No,Yes,E,149.8634819134222,A,A,14.434282390759845,-39.415359957308716,82.67455874672386,69.48699363598207,0
Black,None,Veteran,Mental,C,-32.269677154610136,D,B,-15.394987795702193,174.34324098688847,189.02185162937158,24.551817409580252,1
Black,Other,Yes,Yes,A,-37.04024091228187,A,D,-64.43330491782055,-164.77583077065304,27.905265135160285,-89.62449708826125,0
Other,Muslim,No,Yes,B,-0.1826718503764864,D,A,306.20901054857205,-4.086543379103471,173.68225700920306,23.896380498495308,1
Asian,Other,Veteran,No,B,-57.512591339446196,A,B,-65.07059521543843,78.73133198000917,164.86131300824195,31.793121179483357,1
Hispanic,Christian,No,No,A,66.69706515038371,D,C,-125.66246546543339,156.08575240167642,50.35198585798345,81.9753530051156,1
White,Other,Veteran,Both,D,-7.943786934373652,A,C,-40.155914142552554,-33.21279122860451,157.678206376482,-21.027149694978593,1
White,Hindu,No,Physical,D,-164.007314826133,C,C,148.69017050599226,-63.35685575583986,167.6021174320786,22.507891639063658,0
Other,Muslim,No,Physical,A,-217.70080145775563,A,D,76.95421474283788,133.4891967496197,101.1708473899505,-72.8683961069003,1
African American,Buddhist,Non-Veteran,Yes,B,168.75740037957712,A,E,-72.96412689058306,-116.72052490470612,144.22062823530834,-7.616542010116559,0
Other,Buddhist,Yes,Physical,D,-82.34528112087818,E,A,73.68428871413471,70.28341753091003,185.96092953241683,77.22789167370799,1
Asian,Christian,Veteran,Yes,E,81.84047066944252,C,D,65.59171458916066,134.13351840243527,-39.55465531815373,-322.4176836746581,1
Hispanic,None,No,Physical,B,24.676054350132485,A,A,-7.863639221019141,-124.0975152915853,-5.9424080665446,-78.98264642804278,1
African American,Christian,Veteran,Mental,B,-6.345523049365901,B,A,47.338221121221935,-66.67155065371743,60.43071579027352,-74.63218543525284,0
African American,Jewish,Veteran,No,E,43.38191240043271,D,B,5.4381044780453625,-123.72255837376301,-4.277557212953735,23.31282274711766,1
Other,Hindu,Yes,No,C,2.1059190093186757,E,A,-39.92259903268183,13.013198740541224,17.452144209967237,-48.13898974671832,0
Other,None,Non-Veteran,No,B,-126.54477863205659,A,C,7.159769640960816,18.360900254237585,28.251805198638785,-14.613453466668219,1
Other,Muslim,Veteran,None,D,-137.26788975301417,D,D,-24.35810604778994,-122.60013575952846,-80.57782416328423,-33.78944253020041,0
Hispanic,Christian,Non-Veteran,Both,C,-98.14735837740575,B,D,45.40191004690959,-37.9994376902203,-205.88028079692066,-2.474913834678362,0
White,Jewish,Veteran,Yes,D,-154.18453816294672,C,A,-2.8162076284755235,-119.91148665894404,-136.7244439552129,-104.01222115523439,0
African American,None,No,No,E,-12.559681023660588,D,C,-100.86778213781797,197.23551642101089,24.439628082652167,-95.17764048695464,0
Asian,Hindu,No,No,C,-87.05190143415572,A,A,-53.812108542884815,26.78380263154188,-11.107043727626387,-142.817052820953,1
Hispanic,None,Yes,No,A,-89.78821556206805,B,A,8.811747644451776,67.0462692431087,-65.01540530759745,77.75596264648603,1
Asian,Christian,No,No,D,54.50991486688325,A,D,-39.60990465989193,15.084070294806493,149.203552684588,-40.17426636188336,1
Other,Jewish,No,Yes,C,-9.886332096885987,B,D,-42.40942344461722,18.343725334402542,-150.64687321164652,105.47126413066961,0
Asian,Hindu,Veteran,Mental,D,-44.84853010302079,E,D,37.30196546948082,100.17748437687051,55.61651494902282,-37.069454621827305,0
Asian,Buddhist,Non-Veteran,Yes,C,-50.51398535725312,A,A,-13.88320835553018,124.19685704649143,-44.47803333160666,-49.87693364911448,1
African American,Christian,Non-Veteran,None,C,-143.8429227618853,C,D,22.60547623327961,-91.7376060128794,-115.26996078625686,-135.805423007742,1
White,Other,Veteran,None,C,-147.75739460122946,A,E,24.892176047956507,193.1204194424907,71.0277289646252,-18.7246220725216,1
White,None,Veteran,Physical,A,91.5466646271406,B,B,68.95755019252863,12.351351592591001,42.90919459830167,8.138847020767635,0
Asian,None,No,Physical,C,-21.1089601323537,D,A,-91.41712723367213,85.40897225002163,71.09626931330912,118.4866669127129,1
White,Other,Yes,No,A,-21.002147902418635,D,E,22.088473591989544,-40.019447896971236,-34.143279170965116,43.240347553911896,0
White,Other,Yes,Physical,A,162.01358311595172,A,E,-71.8560435564688,38.59822220974351,-48.837471060860274,30.41472545592862,0
Black,Other,Yes,Mental,B,24.311708353274692,E,B,76.00479274224702,-53.7957051236274,87.6721040568674,94.5962287191372,0
Asian,None,Veteran,Physical,C,87.63765099779988,B,C,41.36481308870307,47.43943802405781,-103.77658383176613,-25.148086942711966,1
Black,Christian,Veteran,Physical,A,75.68106324360707,C,E,-20.87901171989884,-72.52871935465109,-174.63209753084743,-96.83422756037464,0
Other,Muslim,Non-Veteran,Both,A,-100.11201916032945,B,A,47.21301498601347,-73.18045663308652,-33.859829324061415,29.008930260300996,1
Other,None,Non-Veteran,None,C,14.324614812316682,E,D,62.6976188209694,-80.36388834566027,-5.758288454233402,5.735350610267787,0
Black,Muslim,Yes,Yes,B,110.90873062628181,D,A,103.26659888107348,-67.4709297784937,-115.9495879239719,25.891843577619845,1
Asian,Christian,Veteran,Both,C,15.790100514699798,D,C,-86.92413065615725,-81.82279488247475,-51.00495864617297,-37.77770107776372,0
White,Jewish,No,No,D,-30.603830951524003,C,B,88.33028250304864,4.505351517455044,-51.95017815550534,-54.43456552372502,1
Asian,None,Veteran,Both,C,92.75203581523971,D,E,-36.0721353682557,-3.776025354119883,-124.99309619690588,-5.775080826102496,0
Other,Other,No,No,A,-0.5089865100140436,A,A,-101.07751910415436,84.54662764061774,15.191574409470613,1.1523358278758975,1
Hispanic,Jewish,Non-Veteran,Mental,B,17.118108943445627,D,D,-30.15673124296085,83.28909456434754,-190.67379246860457,36.688409990528406,1
White,Buddhist,Veteran,Physical,E,64.7767812303045,B,B,41.1603463105234,123.28610728097343,-196.73269382958102,-56.566036261459054,1
Black,Christian,Non-Veteran,No,D,72.99969002811302,B,C,52.24287324158263,-3.996551458724076,-9.364363408277493,65.74764404468272,1
African American,None,Yes,None,C,-1.1766043517235496,A,E,-153.1071868911139,-16.45555331231007,-205.47546044504065,-128.58763045429106,0
Other,Muslim,Veteran,Physical,E,-130.94868035199224,E,A,60.25871649089739,122.16307420447193,91.86344585991178,-64.01615864992252,0
Other,Buddhist,Yes,Both,D,23.659024549834207,C,A,38.40018545750728,156.48274832129962,19.44681073450822,77.51627253412782,1
Other,None,Non-Veteran,No,E,-7.192090230325246,D,D,-78.09492629116754,197.79961282054887,16.63578105717102,111.54468892773713,0
African American,Other,Non-Veteran,None,D,165.08990343077875,B,B,-5.42245427021274,18.63773971499287,-194.09502936499058,-5.454626756343737,0
Black,Hindu,Non-Veteran,Mental,D,68.55483681083477,B,B,109.19855783715164,38.226476524904804,86.22886257911821,47.829264924986504,0
Other,Hindu,Veteran,No,A,112.97123702760199,D,E,-19.51448601996871,153.41749806442675,-88.57257783922728,-53.45935626693844,0
Black,Jewish,Yes,Both,A,100.97054100429573,D,C,-63.35476811407488,59.47219692421953,83.17543810631153,-4.552127061868212,0
Other,Christian,Veteran,Mental,D,-80.55292719093966,B,A,-23.8195031822977,-5.9993195013229865,137.45481983894848,14.47858168385849,1
Hispanic,Christian,Veteran,Yes,D,12.341044915927249,E,E,69.59951894115012,43.76499495994468,133.17593808115979,201.42544062324902,0
White,None,Non-Veteran,None,C,92.27249910260083,D,D,-14.605908816787789,-178.72032721307994,84.02143252277052,48.94121276236703,0
Asian,Buddhist,Non-Veteran,Mental,B,131.3401212872554,E,B,92.52337928802173,-18.562049961789068,-38.926959805207204,206.949630822677,1
Asian,Jewish,Non-Veteran,Physical,C,16.32726544371624,D,E,231.15255609527958,61.99811185843528,-0.9834087979679501,-65.40571394032031,0
Black,Hindu,Veteran,Physical,D,155.95349437133032,A,C,-44.44611361603987,108.54216174525932,30.50136874267334,101.35444102959102,0
Black,Muslim,No,None,B,199.65495931950534,A,A,-53.84808359711022,-15.6213692323727,246.7663584073327,26.902487215029293,0
Black,Jewish,Yes,Mental,B,295.52071401528235,B,A,106.77200549110415,-4.87904562716145,-39.61487420810259,80.69937919878608,1
Hispanic,Christian,Veteran,Yes,B,-57.015589352517395,C,E,14.486196661620069,-111.53757547526769,-40.18589879396713,-5.692033965178827,0
Hispanic,Muslim,No,Physical,E,-122.03557938772587,A,A,-55.688570492316,-21.834137569549487,145.17164709837746,-69.9699094058798,0
Asian,Christian,No,Physical,C,-53.89829196770357,A,E,28.873383118324803,-63.608671026770715,96.63651250741891,-57.95251931813122,0
Black,Buddhist,No,No,A,-5.088626310060584,E,E,0.20079236821627222,-97.94979122010314,112.63185881002096,176.4306955818284,1
White,Hindu,Yes,Mental,A,-40.784829543853355,C,B,-149.63003747655821,2.055979708961346,135.56590501904887,23.716532786414103,1
Black,Christian,Veteran,Physical,A,34.14818745656809,C,D,-204.88177657694854,-78.65453318918834,238.7169690673474,20.84083928927927,0
Hispanic,None,Yes,Mental,D,87.19854145887278,C,B,30.376919245932765,155.41427821298421,-104.4109064752184,-150.0929243173011,1
Asian,Jewish,Yes,Yes,E,27.439543009202982,B,C,-110.33917577955681,-20.74939941467681,90.54175071208998,83.77160887951541,1
Hispanic,Hindu,No,No,E,-195.0232596876986,D,A,74.71064187909683,46.356492530041216,-54.54472182760409,-92.70931622574497,1
Other,Buddhist,Veteran,None,B,6.57918224514967,E,C,181.4417510290618,-4.28108616884958,83.59492331186428,127.7145451309727,1
White,Buddhist,Non-Veteran,None,B,-45.803312365774104,A,C,73.68664589440154,26.859144350298365,-8.799090034675585,34.18493528959545,1
African American,Christian,Non-Veteran,Physical,A,-130.16813192830918,A,D,93.60210707046829,66.77341929964787,191.71657646317428,-57.13564582519254,1
Hispanic,Hindu,Veteran,Mental,B,36.43665467466869,D,E,74.44109835292475,186.99907276442715,1.528390236984409,10.969526794951937,1
White,Hindu,No,None,E,31.82037531168132,D,D,-30.907104570267453,-26.45232356796162,278.6131197553539,-24.990882714359643,1
Black,Jewish,Veteran,Yes,E,-17.835016394778414,C,E,-84.40922770656772,-175.69874917095837,69.12246837347959,104.27235333077995,1
Other,Muslim,Yes,None,E,41.89430384560613,B,D,46.51367547210695,-24.94291686757718,-16.25787353099767,58.42203302835147,1
Asian,None,Yes,Physical,C,-85.45811470153627,E,C,28.74510551492931,60.24186005026547,24.986831102234785,191.11083615513388,0
Hispanic,None,Non-Veteran,Both,E,-50.2351372908972,C,E,87.29956064588478,-15.084812623701163,-75.57737663250948,-11.264351708991454,0
Other,Hindu,No,Both,E,24.240889479986464,A,B,-19.741663179456676,33.17816677975289,-246.51575044001595,80.94833860301975,0
Black,Other,No,Both,B,160.33043885030725,E,D,-82.61134484845634,-214.09127151854537,86.40159793877704,-35.071345677519915,0
Other,Hindu,No,Physical,E,65.01551852692776,A,D,42.271651337053456,127.59663016781411,132.2873927570424,193.4890757109378,0
Black,Other,Non-Veteran,No,C,-112.49353349793272,D,D,-25.72916358242066,-128.61277041477302,45.834541953817364,-181.69846730899565,1
Black,Muslim,Yes,No,C,68.63416050180538,D,D,51.25948352736146,-43.314615179534265,-140.76976373615153,-213.25996026387077,0
Black,Muslim,No,Mental,E,61.74941412482298,C,E,99.94745022821593,-83.49279764548463,-84.60749306086481,-32.39489093152591,0
White,Hindu,No,None,E,-135.96758539136073,E,A,0.11198414457036854,-63.69360844050925,12.943836708975526,-6.28481473583915,1
Asian,Other,No,Mental,A,172.98184876306414,D,A,-233.0716856311744,49.28931459841151,-62.74051171189357,341.2462445033905,1
Other,Other,Non-Veteran,None,E,-124.2633396489526,B,E,-18.801643246685835,119.36456068159593,51.49783012911692,-48.585999511643266,1
Hispanic,Other,No,None,D,-5.21397300038958,B,B,-38.007879479152464,107.17053337544739,11.968696285299918,-218.64528476153646,0
Black,None,Yes,Mental,B,51.31069911969542,B,E,12.563791632868924,178.47451336219265,93.61129779492155,231.68395048326556,0
White,Muslim,Veteran,Both,A,-57.99275448211774,D,C,-80.36429113302826,-150.15619972317037,-45.18091390850945,-77.12171521539128,0
White,Muslim,Yes,Mental,E,135.40109606820658,D,C,-17.982523532471657,88.91431611601962,-158.74591945827973,40.51959419647236,0
Black,Hindu,No,Both,D,145.02696817138585,E,B,-56.845381375609605,83.78503686674938,61.311635714580646,-132.0043164506328,0
Asian,Hindu,Veteran,Both,B,62.10641490331472,A,D,6.686827005547874,-141.0760921903977,-53.870376505366316,-67.64024972803173,1
Asian,Christian,No,None,B,4.36925696838297,A,D,26.639946168669614,-97.07452246231108,118.37472499540691,2.3027267674839718,1
White,Hindu,Veteran,Physical,C,-73.86461962267985,A,D,79.92925506359877,-15.562062149312062,71.53745277787598,288.99719968044,0
African American,Buddhist,Yes,Physical,E,3.5837133586703853,C,C,-54.30062267168052,-79.38435057781767,-23.478848163820203,94.22423090179987,0
Asian,None,Yes,Both,E,-118.37896574133954,D,E,-157.31893250387355,-46.37840373783967,-75.80803033593281,-77.66219196004893,0
Hispanic,Muslim,Yes,Mental,B,-68.01187482990417,A,A,182.71961008127036,311.16350899943194,27.35101299840824,81.40536612005698,1
White,Muslim,No,Physical,C,-14.606007753041908,E,E,-166.8224819477671,26.568407699408684,70.83798810956861,78.40881996290496,0
Asian,Muslim,Yes,No,E,300.4599526597921,D,B,-12.474323539477563,-53.11142652610962,92.13730290735906,122.06879201780873,0
Asian,Buddhist,No,No,B,-240.96833483280884,C,E,-34.06945920012724,-96.15402887221913,-200.5564637114855,-37.472239970919645,0
African American,Muslim,No,Physical,C,52.488335846023084,E,E,64.45104331746882,209.6218827811719,119.40095291456751,-68.18336450892014,1
Black,None,Non-Veteran,No,C,-190.28852498142032,E,A,-39.706377446814244,-231.70003428191941,24.50609909229978,45.76537093474383,0
White,Christian,Non-Veteran,Both,C,-29.57281724818255,E,C,-94.30356239953448,84.43673663759897,142.66161302174788,-70.83301935482868,0
African American,Christian,No,Mental,E,-176.48827409427986,C,C,131.8590094651115,134.7163123155201,-54.670640525747125,-151.43567056374218,0
Other,Jewish,Veteran,None,E,78.79732239733251,D,C,-170.28207533576455,-59.35858902460816,-170.58209970616915,70.1184618650597,0
Black,Other,Yes,None,A,-20.710547467298458,B,E,-113.62003610735644,-110.68151511589465,-52.51110327166041,52.08699430774348,1
Other,None,Veteran,Mental,E,-19.424611438409148,A,B,80.2519149306414,-67.8906102191562,112.41127034650479,-119.70887440914491,0
Black,Jewish,Yes,Mental,D,-20.98148784053321,B,A,31.406700765942148,22.98366522145757,117.96467561873622,17.453238327673585,0
Other,Other,Yes,No,C,283.7828626155362,A,A,-266.5010911255646,-55.71484945982598,109.91625593653464,-96.78363718345196,0
White,Jewish,No,No,A,-120.97445764838217,B,B,-46.98860988765788,-13.384697073645329,-45.1070095131741,-118.14644148861765,0
Hispanic,Jewish,Veteran,Mental,D,-39.882223532594345,C,B,-129.59763409140254,-33.85132249864652,89.65258967040755,9.955294761612247,0
African American,Other,Non-Veteran,None,E,262.40652530951104,E,C,-163.81899631908453,64.99006686413185,-13.553150648636167,-154.3344184142257,0
Black,Muslim,Non-Veteran,Both,A,54.2836447393821,D,A,-7.627842152228799,-207.15888799480263,-113.56745374512913,-14.550318078955884,0
Other,Hindu,Veteran,Yes,C,-97.83228585219086,E,B,95.58131462877941,-173.82380133687997,-81.6946361197842,46.931721488979186,1
White,Jewish,No,No,D,131.4581791822265,C,B,-97.62536115492802,-53.43531716474026,34.36827774753128,-23.6584578071603,1
African American,Other,No,Yes,E,74.16013332701398,C,A,-168.98085978376488,151.7403436651602,37.21618696775369,-99.86110244428971,1
White,Jewish,Yes,Both,D,-84.03470623887985,B,C,-29.301296200675093,-32.88889145093976,-27.69849536270634,211.9316816926863,0
African American,None,Yes,Mental,D,54.54932848005022,A,E,-9.109724135072685,83.33090682997522,-81.45846534956374,-2.935053969665191,0
White,Buddhist,Veteran,Yes,B,-152.25606226584478,A,C,-208.5778594899585,33.61373657499674,18.794747204501743,31.250491121344776,1
White,Buddhist,Non-Veteran,Mental,A,97.7258156230821,B,B,17.374539032495296,20.253961579810937,128.21325422164253,12.069255775829374,1
African American,Christian,Non-Veteran,Mental,A,-49.71256362092549,D,E,-112.47908947332644,-31.714477361274422,-22.776445366327284,-11.559337190287053,1
White,Muslim,Yes,Mental,E,91.7732274777286,E,C,-62.500318475522135,-56.4710005561913,-32.21688958472874,48.748106047444445,1
White,Christian,Yes,Physical,B,-53.68605735239821,A,C,111.47733705205982,-77.46702290452005,41.93621630511728,-3.628967314508013,0
Asian,Buddhist,Non-Veteran,Yes,A,133.9972902098188,D,E,-113.35271236970326,42.74652634140198,54.85588238583493,76.44136252838548,1
African American,None,No,Both,E,-84.78796714624781,B,D,-43.2392174534123,155.15586647684827,-9.565717509190225,94.97294963458654,1
African American,Christian,Non-Veteran,None,E,-32.03922769864154,B,C,7.736615738882385,66.51704252394207,109.50440397415196,180.86461632333604,1
White,Christian,Yes,Both,C,-180.90415163331681,A,D,196.78376007778175,52.264573808662675,-181.4049823314235,-2.6088985387653545,0
Asian,Buddhist,Non-Veteran,None,D,188.10306685810372,B,A,40.904571962005754,28.641375083366317,-111.18676872923001,-42.7789587147653,1
African American,Hindu,Yes,None,D,-61.839182678138336,E,B,-48.964307010338295,-79.32292633758908,-92.56191443005888,-43.66052839653232,0
Other,Christian,Yes,No,D,31.889880541904603,A,B,-25.819679287970942,-6.146708534593991,-100.66019487576965,-4.925153526862463,0
Hispanic,Muslim,Veteran,No,D,16.130454967692422,C,E,129.89547753762162,-4.974646061372455,-191.76856331179687,-36.59705722269216,1
Black,None,Yes,Yes,E,26.702613714232832,D,A,77.21088447912369,-7.14470405728507,15.37951889429926,80.8749417360869,1
