AgeGroup,sex,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
26-35,M,D,6.1568071546509815,B,D,D,105.53602342328712,219.72976382122175,A,1.6802524260819331,53.49989136382557,A,D,A,0
18-25,Male,E,97.28049488287127,D,A,A,56.37829821596163,-8.284620007017047,E,8.087019676759132,-33.787080986410615,C,E,A,1
26-35,Other,C,-271.2751396194347,C,D,A,72.20897188061267,101.00390239624977,D,47.926941518042085,4.483315901578611,E,B,A,0
18-25,Non-binary,C,146.03159295209312,A,E,C,319.75684461429887,174.47243959968586,A,46.804608318601375,-34.92081405648523,B,C,C,0
36-50,Female,E,-158.64366185835433,D,D,A,3.216135331863635,59.5433217818915,E,-74.79848374214001,-106.03574544828945,B,D,E,1
65+,Non-binary,A,-35.22153355471848,D,E,A,114.40816280171329,-119.206116286772,C,-87.45622563889633,-148.5335473487099,E,A,C,0
36-50,Male,A,73.51735412247756,E,D,C,83.21074356022372,107.61783841696924,C,133.04323213513376,-79.96422679449633,A,C,C,1
65+,Non-binary,A,-41.82400542216481,B,A,C,82.81025942085466,-36.02873390081017,B,-63.95474328237491,20.610748521449985,B,C,E,1
26-35,M,D,-75.35161358998047,B,D,C,68.91824484324422,-41.614436695073756,D,137.06056213575584,-90.9652272864281,A,E,A,0
18-25,Other,E,-16.133170599050718,D,B,E,-44.19566968166989,99.98118410963393,C,9.308413626552635,219.44012499658797,C,B,E,1
65+,Female,C,1.1659285858448045,D,C,A,41.8599602646386,37.21219196817213,D,2.188768196807199,-123.3353970442203,B,C,C,0
36-50,F,A,246.44050063933523,E,B,E,-199.08811573169194,102.99553490464253,E,-106.16764039263977,95.45637740279473,E,C,D,0
36-50,Female,D,65.37622587359915,B,A,A,-25.91091391056379,-76.54665561396304,C,153.511606299638,243.22403748831977,A,D,E,1
65+,F,D,-44.05942334591679,C,A,D,8.096394211749836,-200.91464525258132,B,-64.93257580063131,-24.07367066256951,B,D,A,1
36-50,Male,C,71.08846401281572,D,A,C,44.15017128246079,-184.11865285432347,E,-3.72268125617352,-85.04757739618208,E,E,B,1
26-35,M,E,-51.66680607253665,C,D,B,57.011484308145036,6.7771332614314685,C,-91.26462745061262,48.65435254977424,D,B,E,1
65+,Non-binary,B,-95.02704570090506,B,C,B,87.14322018726101,-72.65658720724262,E,213.44349538381735,-80.00827683533286,B,D,E,0
65+,Female,D,35.888899454951634,D,E,D,33.39869989980939,-31.892106778720734,C,32.28537839581188,148.03118825839897,D,D,A,0
65+,Other,D,99.98633945343968,B,C,C,-43.583004926684694,-153.65165070985014,D,-71.76277044054564,-73.05050874670627,D,E,A,1
26-35,Female,A,159.61303005785115,E,A,A,-106.91551168495404,58.17421584192902,E,74.02647843298072,-3.258083359258321,C,E,A,1
65+,Non-binary,A,-60.56388055412846,D,D,C,-49.7247365486067,56.634583995266944,C,-33.65902313838788,-104.55202503538754,E,D,C,0
65+,F,E,215.20586901815864,D,E,A,-233.85295027481786,174.02447492194824,B,196.49724436030968,92.09740370817012,E,B,E,1
51-65,Female,E,-0.6826881539659013,C,A,E,-110.94245782890756,81.39483164742698,D,124.25790702212369,-37.53529669190472,C,D,A,0
26-35,F,C,-182.98000615032447,C,A,C,-66.5947292809621,-52.15924535282686,B,-40.62016859256525,49.005898062011404,E,D,B,1
65+,F,D,-4.051915188481268,D,D,B,34.40915613811393,42.48646841709823,C,5.59156626034369,119.39433687042565,D,A,E,1
65+,Female,A,-153.03028844758126,C,E,B,-12.970612521255575,83.81619597386327,C,-70.32016990603051,61.17240463237656,E,E,D,0
51-65,Other,A,-106.57391781666779,B,C,E,116.18952340713642,141.9911782695922,A,-63.91136619374886,-93.47254664848597,D,B,D,1
36-50,F,A,24.00678366506509,B,A,D,-100.8942455485679,-34.74692247273497,B,-73.47611043832003,-73.44158428832233,C,D,D,1
26-35,Female,A,0.765807390313979,C,E,A,-17.568997977931538,177.90173442075323,B,-63.638580264439135,-75.03484781975841,D,E,D,1
36-50,M,B,-68.92053564054518,C,E,B,-131.49867260720907,171.99108273365184,C,-174.44751476764324,242.0243341254646,A,E,E,1
26-35,Other,C,-8.377091905896508,B,C,C,-71.49668473095694,18.305397109887974,D,6.708156117179042,-124.50637730374746,A,D,C,0
36-50,Female,B,108.31143385927429,D,D,E,-189.2694877289455,-5.146821286506635,D,-4.755568549702076,30.848129170789278,B,A,A,0
18-25,Male,C,-41.019967930774804,D,A,D,113.85492679759584,159.96544368712662,C,-42.070469166855105,86.74072888043924,B,B,B,0
18-25,M,B,138.5012893094518,E,C,D,-179.68071709667987,148.60824610525682,E,-61.221631187218584,-24.23485468252063,D,D,E,0
26-35,Female,A,-97.2534505728172,C,D,E,30.724049474136184,102.70437975711111,A,43.355187834113465,97.74398689314057,A,A,E,1
65+,M,D,-115.37372314622318,D,B,D,-63.81985432229141,-50.365579822641685,C,89.21578514594248,36.1608390295597,C,E,A,1
26-35,Other,B,48.78160961520778,D,A,B,45.99715259544827,223.28726085101397,B,-84.74593352731496,124.69039732682943,E,C,D,1
36-50,Other,C,16.13237644826921,B,A,E,217.15219824004114,29.131268133080816,D,14.282021844235206,-117.1489499181365,D,E,A,0
65+,F,D,-78.13879033819917,A,C,E,40.53271044250424,40.08512165641349,A,33.803805664126216,-31.960874218317837,C,C,C,1
18-25,M,E,48.03645962750464,D,D,A,121.90637740269968,-22.60404081746888,E,7.224310011876608,60.807123719042266,B,A,B,1
18-25,F,A,31.848138382676943,A,A,D,-20.898126533317846,29.481508298029844,E,76.35826548255767,103.89619764533897,C,C,E,0
36-50,Other,B,17.331402214947207,D,A,C,37.14977437572498,-103.20054304429411,A,11.297777675181624,6.696781236782111,C,A,C,0
65+,F,D,57.054104356902016,C,A,A,182.03608983148132,-77.14024311106505,C,-77.10279096694589,114.48288571288107,E,D,E,0
36-50,Male,A,161.48040080470787,E,D,B,-92.62327245234721,-126.58228094090238,C,-38.15281223760537,166.33992096116853,C,C,A,0
51-65,M,D,-84.21875807388135,A,C,D,-129.1484114858173,-1.9247452421737037,D,111.2924083760559,-138.6656064542868,C,E,D,1
18-25,Male,B,57.26941955178199,D,C,A,-72.62451598122654,67.79993303760247,E,101.21879709399593,60.54945463799497,E,D,A,0
65+,Non-binary,C,-3.6189391347931137,B,D,A,76.0787103083884,-7.3279878639503355,E,-161.0603156359997,7.48404035803611,A,E,D,1
65+,F,D,176.46601434222828,C,D,A,-17.31488163869816,2.9905901909247703,A,88.76749083284429,94.73075380060013,C,D,D,1
65+,F,A,-150.81152351515587,C,A,A,111.76383956197364,-138.60207224285867,E,115.2128910161206,112.77385292232695,A,D,D,1
36-50,F,E,-1.3158003716422833,B,A,C,218.30808724974727,68.35496128897186,B,152.35331138475513,36.51896104897662,D,B,A,1
51-65,M,C,22.876842192177882,A,A,C,79.19132391608113,-71.01084986636263,D,4.23768368761352,-191.51607462964822,A,E,B,1
26-35,Other,D,62.86890802331659,A,E,C,-154.6006071310848,-152.81602181688643,C,-0.018648748271054814,39.54221996097512,C,A,E,1
65+,M,A,11.28042268570615,A,C,A,-179.54256620518262,-222.51246152779908,B,-95.033001826816,249.75776051132956,C,C,B,0
18-25,M,A,-45.41251642111551,B,C,D,8.024321894696687,87.75714138180076,A,-163.46342527852653,40.357266546321654,A,B,A,1
51-65,Non-binary,D,54.12938438585599,B,E,C,-202.40701316589536,-22.63347517445545,C,-15.366206088682155,80.54481703862915,C,D,A,1
18-25,F,B,20.99211897647762,D,C,D,99.3247754427056,-98.50038224403956,B,145.474513175369,92.94312496712382,D,B,C,0
65+,Non-binary,D,53.01809259824631,D,B,D,134.00528741481563,43.89370026228054,A,-29.666793343578068,29.785100079104176,D,A,E,1
65+,F,C,49.36601666295519,A,E,A,-62.76971585224079,23.989617779752216,D,59.436849217915885,-41.83873362622237,B,A,C,0
18-25,Other,D,-130.819480259183,B,C,E,29.817863847965338,37.62912334547555,D,126.70288957269946,-110.06906480496887,E,E,D,0
51-65,F,C,58.354043827278126,A,D,D,84.09064325821018,-53.94349593337166,B,11.196754592337383,-104.38835470850314,E,B,A,0
36-50,Female,E,74.12160610467247,D,A,D,139.8454678435686,127.73325684978289,B,218.1100089657187,14.653595126386747,B,C,E,1
18-25,F,D,-11.039622137235918,D,E,E,62.66406472970072,-23.956305584746,C,54.99369569887014,10.852994797516068,D,A,E,1
26-35,Male,D,-157.71466625801,D,B,D,41.30316533877648,-35.003073783580184,D,-0.965908758952249,-48.41939740193607,A,B,E,1
51-65,M,C,-1.0125367399642293,A,C,B,-41.22032801607068,41.28709743182636,B,-38.39138562664544,-159.04116814697147,E,C,B,1
51-65,F,A,118.11365977705914,E,A,B,-25.9700975879733,-50.17461941355379,D,-31.142939602799828,62.470391996858055,E,B,B,0
18-25,Non-binary,A,72.05428307794215,A,D,E,-177.03860724933514,-90.56819044627454,E,64.68016977627052,-136.72831778158124,A,B,B,1
18-25,M,C,-43.30843961168122,E,B,C,-82.42881402869644,11.622629396683276,A,-150.06148730313166,155.26191521645174,E,B,B,0
65+,F,E,62.33291193939756,C,E,A,-135.63945866283208,-55.60713151201083,D,119.42617571752372,-85.45402992633964,E,B,D,1
65+,M,D,112.72851187358486,A,E,C,-8.881226236469542,41.145119090107336,C,91.7326316355901,76.68118302996565,B,A,E,1
36-50,Non-binary,D,-69.28118751351745,B,D,D,95.25066155534947,130.5945727531157,B,74.95764812716716,-244.95171730779924,D,C,A,0
36-50,Female,A,-70.03695967210697,A,B,C,-89.19236778832874,-46.28589375688108,A,-108.49652851709402,87.1576194467298,E,E,C,0
36-50,Other,D,50.466562776099764,E,B,E,49.594044956647,-68.01511001920633,E,-62.98585657873096,67.48066077291288,C,A,B,1
65+,Other,E,-95.7085537074374,B,B,D,-123.22154031071277,-132.7125853071055,C,-181.59781964380053,75.18182114420534,E,C,A,1
51-65,Male,C,50.377706403709176,C,A,E,-238.2006825569676,-7.919877407794725,E,52.02932180921094,-140.60035776131744,D,E,A,0
18-25,Non-binary,E,18.727646605440018,C,B,E,-103.51676265538741,60.31268010127327,B,-24.21200982596806,26.94202576296252,E,C,C,0
51-65,Other,D,-82.67483315041866,E,C,A,-185.6766006554015,7.6748541399323615,B,174.6200948908981,-11.097236700940913,C,B,A,1
36-50,Non-binary,D,-80.19262038179275,D,A,C,-51.685531874976206,-49.198001761926555,B,-134.95332090279615,-184.80423931477836,D,C,D,1
18-25,Male,B,-72.79971976148866,A,A,B,11.405055351004496,93.59574503336012,C,1.9155252593691818,70.43142279354126,C,A,D,0
26-35,Male,E,-23.316725886376332,B,C,C,67.8086194007427,189.6292998216282,E,-93.17405522300197,57.0853246137376,E,D,A,0
26-35,Female,E,-106.9481937151892,D,E,E,-41.105112740605406,-35.33256572812432,D,-131.56336901900846,-59.15235324618165,A,A,C,1
65+,Non-binary,B,13.838183827497172,B,D,C,36.60899791074449,186.94320665598295,B,73.9985885974977,-160.23926191746853,A,A,E,0
51-65,Female,B,-153.44012930573024,A,B,E,-80.54652417874803,90.24872641198046,D,10.646670499841077,39.317236201045084,E,D,C,1
36-50,Non-binary,B,-119.0736680845431,B,B,B,-107.78897271457808,157.65424323520577,C,126.49938582605861,-115.71787450449318,D,A,B,1
18-25,Male,C,201.59314166961906,A,C,B,106.81360807672324,200.02419614969713,A,-13.654121977527817,-51.34490992704662,D,E,E,1
36-50,Male,C,-21.482246763883253,A,A,D,-65.37046142742196,11.184010488657258,B,106.1322634567586,76.36757907100667,C,B,B,1
65+,M,E,8.771480328452306,D,E,D,4.510879016436016,-201.78910823010435,D,-62.19742750536598,114.40741298201654,A,C,B,0
18-25,M,C,-98.15205573032718,D,E,C,-56.459415967837046,-99.03773996924029,C,-125.39624274597729,-148.14550320521002,E,A,B,0
36-50,F,B,25.762564045996122,E,E,B,-94.23819529171071,-60.066297015289415,D,39.19609211780985,-51.12437383803934,D,C,B,0
18-25,Non-binary,E,-195.34202023064276,D,B,D,-50.677528821851226,301.5740048860261,D,11.551871695630139,95.50678435019664,B,A,B,1
26-35,M,B,31.36123467845502,A,C,D,67.03050273438218,48.021403141295416,C,-43.598356585791436,82.6710210985102,B,A,D,1
51-65,Male,D,-102.53261288944951,B,A,C,12.981654913955207,18.55489103552761,E,6.946996655196144,10.402127903242,B,C,B,1
26-35,F,A,211.99939945645653,B,A,A,-78.33092454003656,169.45222320560953,E,54.91936437079159,-92.98217300933487,E,C,A,1
26-35,Male,D,-95.68032529083415,E,B,E,-99.37896245917561,135.90828261010964,B,-2.5760884059305327,-7.674047395671282,B,A,E,0
65+,Female,C,74.1713217587619,D,B,E,-100.23622147798956,-120.77287314890137,D,-77.63719387609535,-142.50516551014067,B,E,C,0
18-25,Male,A,24.481581658618488,D,A,E,-53.802563600191974,-222.8418564094681,A,-63.68199306503632,0.5372494561806375,E,A,E,1
18-25,Male,A,-31.416652122998922,A,E,D,-18.691362893921244,120.5961917360222,A,68.45719151766164,18.316563471208593,E,B,B,0
36-50,Male,B,-132.63015701736967,C,B,A,-39.96629949135192,-84.77814619688586,E,116.67077615043611,-108.06295794174146,D,B,E,0
18-25,Female,B,-108.48547954735908,A,C,D,168.29238775104523,-94.83274727900024,A,11.305852943686025,-98.29764058812673,C,C,A,0
65+,F,E,67.21574882179308,B,D,E,-6.169607792372904,62.312634756688745,D,-50.47687077768368,-103.00280532266719,D,D,D,0
26-35,Non-binary,A,-44.65761251501454,E,C,C,-137.9239842064852,-70.85523721075975,A,-8.03714148537315,158.33699453525554,C,C,D,1
26-35,Male,D,64.99017747346453,C,A,E,-7.564927434307298,-104.51129714756355,D,-127.52789302758522,-84.56276963107695,A,D,A,0
18-25,Male,B,32.002238817356194,A,E,A,84.35929594027114,19.322139895489375,D,-154.04114729682237,-9.908585556913073,E,A,D,1
51-65,Male,E,54.855570340907974,B,A,A,-23.844320299860158,-29.006041630845214,A,38.89268265334967,50.11093329815961,C,B,C,1
26-35,Male,E,21.476160102381986,D,C,D,-159.81320919140558,65.45795591906182,B,63.66232170506896,45.117167903018405,B,A,C,1
51-65,Male,C,107.42986491322155,A,B,B,5.868045752226196,96.51625405600906,E,144.1014147763224,113.59088323866968,E,B,A,0
36-50,M,E,37.33818553757698,C,B,C,198.62907970671705,87.89697704544449,B,-60.23873747438202,-97.87038379375,B,D,A,1
36-50,Female,B,-112.93987208416631,B,A,C,23.402345462216154,37.510696159777275,D,-71.98763484461512,-168.80772515454694,B,E,C,0
18-25,Female,A,25.695793758067424,A,B,C,-22.700665365282607,59.41524249356016,C,-180.50987316533943,46.295615868838325,C,E,E,1
18-25,Other,C,11.219614879209109,E,B,E,-69.05916269729248,5.594088323643281,B,-192.63944171184727,48.98890632792979,A,E,A,1
18-25,Male,D,-82.62337485900517,C,B,D,-86.93928363658607,29.609621182327462,B,-43.1264339399261,-15.009177432723131,D,E,C,0
51-65,Non-binary,A,81.20194995439446,E,E,A,-91.6475129338833,106.71186113798198,D,70.07739005272113,7.378598127171678,C,A,B,1
36-50,Non-binary,E,58.65697448754742,C,B,A,-23.748352794253282,-45.66754635680048,E,147.4112395523848,-4.0288575406238465,D,E,A,1
51-65,Female,B,-22.772559496357797,A,B,B,-2.088941334301251,70.06080252723021,D,70.85753550583296,102.92155264583754,C,A,B,1
51-65,Female,E,-284.08284639630557,B,B,A,-40.52042573339143,-117.5269082111178,D,-13.549577023797992,106.97200298116509,B,B,E,1
18-25,Other,A,2.0372669962397087,B,E,D,24.816320728535107,8.909388602346635,C,34.9890632858049,-75.88690109093335,A,E,A,1
26-35,Female,A,-29.691872245771894,A,E,B,126.26990845235655,-204.9445508127085,B,-135.1768730288339,-118.20159543758643,C,B,E,1
36-50,Other,D,119.04593444006078,C,E,C,-106.60556335001188,105.62880846271072,A,-102.54344295636932,96.24715343368544,D,A,C,0
18-25,Non-binary,C,306.0608872945188,C,A,A,-17.905137087882892,58.0389967306454,A,146.49350351091854,120.78222495732496,A,E,E,0
26-35,Other,C,10.370642098842948,C,C,C,124.81068872268277,-1.4583016037728314,C,0.3558414485382046,-57.45292810015672,B,D,C,0
65+,Male,B,40.0789117280871,E,C,C,15.902933491982699,143.73837543615582,B,-123.42288928480791,-132.0631045628252,E,E,D,0
51-65,F,D,5.293659013991356,C,D,C,66.98049298619857,26.676561730864655,B,105.32079765456395,-43.3524396086394,C,B,D,0
36-50,Non-binary,A,-80.17227117622934,A,E,B,16.37787119704001,-16.033719611562418,B,47.43606653562626,57.538997731362684,A,C,B,1
51-65,Female,E,54.85262835474322,A,E,C,-42.390831633114395,-6.979423339239639,E,-68.63932494947754,56.90955792406296,B,E,D,1
26-35,F,D,23.98459168458145,E,E,C,92.48663245637418,-33.4189582257085,C,-9.115884383778345,128.47216257341404,B,B,A,0
65+,M,D,-45.74847057989704,E,D,B,2.1400787540360455,-107.92603028428664,A,-97.52682936155998,-97.85167245962234,E,A,B,1
51-65,F,E,-115.6130922655658,A,D,A,-14.473414029972837,-30.25599648569619,C,128.20487446603835,175.4478816315807,D,C,B,0
65+,Female,B,-148.3511760400298,D,E,A,11.16102965379702,38.43043951718819,A,-85.9281342345058,-317.33536186771636,C,B,E,0
36-50,M,B,74.07513358288926,C,E,D,207.04564177617652,83.48490703355102,A,-71.52097599836276,315.2841544956655,D,E,A,1
36-50,Other,C,-127.45722875242033,C,A,C,-166.75625378817534,-30.748230891175123,B,-124.26196608614958,-17.349387957663946,C,D,C,0
26-35,F,C,-79.40391766632015,A,E,B,-39.8925083433859,-44.84741546417389,C,2.731326470408217,154.350819707416,C,E,B,0
51-65,Other,D,49.4335985736559,D,E,B,-188.81368221888786,185.05803573545992,A,-60.33907311384563,-178.41489759042224,E,E,E,1
65+,Male,E,-150.97901008071568,A,E,B,190.35191318376474,20.998089839884365,D,116.88122576253215,30.21285388985593,E,D,A,0
18-25,Other,C,113.36624572270154,B,C,A,223.5293715128056,63.403659059960084,A,58.79254146511873,-9.029214242130735,A,E,A,1
51-65,Female,E,54.243822599877745,A,B,E,23.51221597377672,-98.06631877518178,E,-133.748846040213,-78.37608295514151,C,C,C,1
65+,Non-binary,E,33.28154108842443,D,B,C,-103.54387033920891,77.62124046627594,E,-73.0419420683991,31.538497476829626,B,D,E,0
51-65,Non-binary,E,-122.20687311967752,D,A,A,-0.5840073393858279,-20.069162757288076,D,77.48144443209709,-83.41944945351258,E,B,C,0
36-50,M,D,-60.98421564110221,C,B,E,-57.408804271711844,-141.7401523063014,D,-24.838390503082298,22.477599927406725,A,E,B,1
36-50,Other,B,-69.43833565007756,E,C,E,189.44344066892626,-2.670418446712844,D,-22.962777524537543,63.72900587044737,E,B,D,0
18-25,Male,E,130.67968314804634,A,C,D,-121.51120981029769,-70.61748478720807,B,-142.5953791145994,59.60663553279345,D,C,D,1
26-35,F,D,41.630126116090274,D,B,E,96.99154765117936,-155.1157118727498,B,4.339182097405141,144.2870805461472,D,D,E,0
65+,M,C,-75.16314263804695,A,C,B,-79.58666543898117,57.666973672180625,A,17.34533327936233,-225.78940182697264,D,A,C,0
26-35,Non-binary,C,21.692790164100277,B,B,B,-19.09790018881071,97.80680051375225,C,-19.931018668581444,32.54897279060784,C,E,B,1
26-35,F,C,-222.85901716895964,B,C,C,109.34097873567796,54.69163151009172,C,-27.241296060359275,22.721191685751023,D,B,B,1
65+,Non-binary,B,-153.66535077137704,A,D,B,-36.498528922840606,86.64523901171627,A,-64.14662298175328,-61.785285694838066,A,D,D,1
36-50,Male,D,-139.98215045171116,C,B,B,103.00580073381616,-139.16914621463525,E,114.98636927736842,-35.611013756729335,D,E,E,0
26-35,M,B,-40.748444716723796,E,E,E,-42.68566065216462,-119.44287967773461,A,-98.37882228088111,-13.80657210481046,B,C,B,1
65+,M,E,-70.8056267659939,E,B,B,-26.191820800208664,118.47985881056098,B,-197.21536794874302,-80.47849739055394,C,E,C,0
51-65,Non-binary,B,-25.53486526949879,C,E,C,-5.4410044098425185,189.25826482365505,E,37.939386312835474,-132.5517840392607,C,C,C,1
18-25,M,E,-297.02372056827323,D,C,D,163.41882884792486,42.44206509475035,B,-51.86030719547156,-51.364605210627865,C,E,C,0
18-25,M,D,48.490229133180755,D,D,E,-123.27910799780075,-27.579366621191248,E,-14.327659801962545,-11.568768404449271,E,B,A,1
36-50,M,B,18.933733517634003,D,B,C,157.0208696238273,-66.53878606504195,C,40.330878342245995,124.14207004735151,A,D,D,0
18-25,Non-binary,E,94.62210412406442,D,C,C,2.297597494837492,27.928788657620895,B,-108.30183751427225,20.3977591787701,D,C,B,1
26-35,M,A,-90.73488594913111,D,D,A,-35.75008126658435,-19.06443457057368,B,-115.66666623651454,-205.4488595879013,A,B,D,1
26-35,Other,C,79.74412487593054,C,D,B,42.995241188720335,34.890647693869354,D,217.17961201198196,-28.427954511851944,D,D,A,1
65+,Female,A,-93.80085985103742,A,B,A,-28.010014089459922,-58.380476690763984,B,69.9096540759448,60.553139073824156,A,C,A,0
51-65,F,D,-251.23055469434416,B,A,E,-71.65349326008453,83.32239028139931,A,35.34581133149574,-43.545558303859586,E,B,C,0
65+,Non-binary,C,-15.738842571961479,C,E,D,130.83119588093624,-119.73069121133871,E,76.36319833695309,100.25989004988072,D,E,A,0
18-25,Non-binary,B,-203.86537679684952,A,E,B,113.79213556157657,32.085775075923365,A,-51.50136487768785,55.552581928748815,D,B,A,1
26-35,M,E,75.66136956606519,C,A,A,-188.66308403696843,-24.410744603997518,E,-100.54216137632235,-33.764326389587154,A,B,E,0
65+,Other,E,79.25292265624319,B,B,E,-41.357354755758955,-128.0505028259503,C,-116.28169598663563,-25.538907309788538,D,C,B,0
36-50,F,C,-26.779760734380716,E,C,A,26.075032819282473,-85.60729328656626,E,33.541894979267916,-39.14654387111305,D,C,A,0
26-35,Female,C,-94.41252081666602,C,C,B,173.52651307639476,56.86594224274049,E,12.806203604495334,117.58525462209859,D,D,B,1
26-35,Non-binary,C,-32.824071652911044,C,B,A,86.19151532106811,-102.09090100105784,D,-115.00390881992631,43.24080887919836,B,A,D,0
18-25,Other,E,-233.77678791210118,E,B,E,-47.983676429628424,5.888586909247376,B,31.764240698730443,-131.59275268572907,C,C,E,1
18-25,M,A,24.957701064998517,D,B,A,-12.830619954186453,-86.6919285165111,D,-19.355102130417283,-68.30690775840532,C,C,E,0
51-65,Other,D,-45.05752085356051,B,C,D,-53.5416579695938,-95.70165969807738,D,-33.81298789811093,-25.689509504022524,B,D,A,0
36-50,Other,D,-83.13147626356111,C,B,C,-6.4179275140505725,-3.9669042319640933,E,-80.55956996395194,52.53621897607287,D,A,E,1
65+,Other,D,5.354230995092671,D,C,E,-22.79410746097245,-193.49414465741856,D,57.983981858216836,16.199331705906257,B,B,C,1
18-25,Female,C,125.49836102915933,B,E,A,-13.284189369159918,-40.455420792042375,B,-40.04637574133564,78.79706850414169,B,E,B,0
18-25,M,B,-125.6604392236343,E,B,E,3.031984568669079,210.03572012901887,C,-60.52799332309529,97.62691272707605,E,B,C,0
26-35,Other,C,21.39278225638142,D,B,C,143.3872085665888,-61.40079151522676,D,92.33525695746128,52.490256465886276,D,B,E,1
26-35,Non-binary,E,98.62621704420957,D,A,C,-94.5126422945301,-92.68548069878113,E,-108.74781200619313,84.67849915263264,E,C,C,1
51-65,M,D,22.704858678019637,E,B,B,-91.67085805177855,86.563765856624,D,89.43635665284594,20.55839235279871,D,D,D,0
18-25,Female,C,129.03508193807994,D,D,D,71.5065856440782,35.80505229881608,C,17.468169394012335,126.52080456083532,A,D,C,0
36-50,M,B,279.65669855247455,E,D,E,-199.52331281189774,168.3035467536228,E,69.04996069574949,-123.1491544020049,E,B,C,0
18-25,Other,E,6.700914404820383,E,B,E,51.46060863386389,-67.9619754926323,E,-71.34590382480158,-141.89001077398297,B,D,D,0
51-65,F,D,74.76244720931035,E,E,A,-27.96794394548343,49.75253044409612,A,37.382457242491796,45.47486201639077,A,B,B,0
65+,Other,D,52.9124433959256,D,E,D,12.015725726620596,-211.36124571511513,D,-31.7891564052926,-111.14900408799689,A,B,D,1
18-25,M,B,-88.70142005081007,B,C,D,-59.929276988309375,-64.00470491384715,A,3.9668733777215337,175.08263150965337,C,C,D,0
65+,Non-binary,D,-129.84388282178156,D,B,E,-28.534203550459676,140.00675344087273,C,-80.38390803951106,41.6470175873127,C,B,C,1
18-25,F,E,-1.216739178575141,A,E,D,167.999033168187,-188.86981143202203,A,60.49956356947119,103.8571542050537,D,A,D,0
36-50,M,E,-58.46802502029597,D,C,B,50.74485808244978,27.03513473796786,C,-13.434460701941376,94.48233442103898,D,C,B,0
51-65,Non-binary,C,27.499452897180177,E,C,D,344.471843857472,-185.9697021483432,A,-199.40976474542188,112.37895806804144,C,B,A,0
26-35,F,A,-64.72844433495519,E,C,B,143.01531781205205,-31.964730325286006,E,21.698236124674473,-133.68268703274322,E,A,D,1
51-65,Female,C,57.803979167328464,B,B,C,-119.07512220845373,-22.306687960383957,D,-295.4790602936073,-105.04487804409088,D,D,A,1
26-35,Male,C,-63.84555259096331,B,A,E,-93.58929672228325,49.466845472337496,A,5.238584268733204,96.82035438793504,A,D,E,0
18-25,M,A,124.21930748750334,B,A,C,-143.841891615212,36.665806365696035,E,32.290830932792126,53.56444518831296,C,B,B,1
26-35,M,D,-79.04334368635145,B,A,E,-67.46964399810454,-22.45513345688823,B,-45.090227738293635,189.8503291164786,C,E,C,1
36-50,F,B,19.97200079279486,B,B,C,33.55993026914801,20.820692916264665,E,48.16865716541524,-13.046921769771972,B,B,C,1
18-25,F,A,-16.843778070640823,A,A,B,-49.511711224212476,48.94526287890446,A,-120.85776050519723,-200.73095228564003,E,A,A,1
65+,Non-binary,E,-42.30177500048015,B,B,B,-192.5877943185675,-77.36859466044673,E,-69.69219230629862,-152.7977296180345,E,B,A,1
26-35,M,C,125.1437897880888,E,A,C,-169.33310531974394,-25.154506566782114,D,-148.31160167104895,23.051372398114268,C,A,D,0
36-50,Male,B,-148.8851529206818,B,B,A,207.34590848313928,-100.36527941344843,C,-55.78859451425706,143.53878547967872,B,A,C,1
18-25,Non-binary,C,-79.68202584136496,C,A,E,-137.6367170321116,126.70977648097292,A,-2.7048178339883133,27.293542509251417,E,A,C,1
51-65,M,C,-40.56001049480575,E,A,C,130.97272919035075,-56.361559508444955,D,34.59825663764289,58.17309033655134,B,A,C,1
18-25,Female,B,-111.43478590774376,E,D,B,114.35042159091763,24.838104982176784,E,-65.33536020883176,-125.2447807443779,E,D,B,0
18-25,Male,B,82.49353988945039,D,B,D,-99.64956542745786,-32.228569354399134,C,226.2864562376767,90.1667893662307,A,E,E,1
65+,Non-binary,E,278.27601495416417,E,D,C,119.52456131396924,76.62591580225246,E,-67.08533922482549,142.72691945209613,B,A,A,0
18-25,Male,A,34.62766264325247,A,D,B,-70.95767794839121,-97.28440597366101,A,62.19511030007675,70.72748268648873,C,B,C,0
18-25,M,C,6.965583265136793,A,E,E,68.89289638481083,-167.45032725841554,A,-95.47154420156231,70.09821470384884,D,C,E,0
51-65,Other,D,76.17687086354329,B,C,D,-44.67778097727992,70.25292226529501,E,77.12585317750549,125.33112092488065,A,E,D,0
18-25,Male,C,23.002190610909086,D,A,A,-184.14744390406895,5.217138184388812,A,142.98517273393009,97.1096771238591,D,A,B,1
36-50,M,D,55.174361538369645,C,B,E,-44.918106360105675,90.54803444228713,E,-214.2542083946828,-53.37501626414828,E,C,A,1
65+,Female,A,-105.08453630663375,C,D,C,6.750093334270625,152.84100669589662,B,-93.1778123804881,-68.43757115076092,B,C,C,1
51-65,F,A,146.751892370234,A,E,B,16.446991387984006,89.45203383570983,C,19.553580338787647,21.348187913874135,C,D,E,0
18-25,Female,B,-40.667833882345775,B,A,B,48.59608807353777,153.62440636498704,A,80.00663444434747,106.80160418622195,E,C,C,0
