SEX,Nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
M,UK,171.3396463912241,-125.61460946355538,D,C,-46.67777130566182,B,-96.58167351848945,49.43510419232129,B,122.20995461000128,1
M,India,-64.18891030288798,81.05891178076409,C,E,27.745543213517404,D,152.81874029858704,57.36037012751667,A,23.5198387683991,0
Male,UK,-32.29854431817998,-229.93947944038337,A,B,-3.901310584819879,B,-171.47703387617076,60.69583882699086,D,-53.36385053240025,1
Non-binary,Germany,20.798217094239092,-100.14442757800168,C,A,-25.96423887579109,B,-134.64502240112773,-23.635448553539685,C,21.9828184802523,1
Male,China,-55.28161152244466,74.06859835736405,E,E,164.23805950494736,E,-115.21726211060883,-98.10738051477803,B,76.87556558107185,0
Other,Brazil,-73.74195342405683,45.011974217262235,D,A,-88.98457261086556,E,40.254484583952426,-2.538412090485447,C,-87.09815183566033,0
Non-binary,India,18.575536291563736,-11.175335177979393,D,B,-51.66295761141869,C,-19.35270539954273,44.988397207227976,E,-45.83213428229034,0
Non-binary,Germany,-4.925675628515288,90.50942981874303,B,B,-107.68360206380115,E,194.05393298012208,236.40790792705687,E,-105.27799215256486,1
Non-binary,Mexico,57.960050313055454,13.324953975992404,A,E,-69.31496734251678,C,127.00980432465794,47.24963504751578,A,11.569283525262462,1
F,China,104.66872699708962,61.24410438699651,C,D,-260.06979424565066,A,-158.4841777635961,37.3307074196047,A,-101.37286197588753,1
F,Germany,-42.876257826664556,121.97702498056344,B,C,-49.772297298114445,A,-132.22136849810119,153.10069078547374,E,-93.22611695127881,1
Non-binary,India,9.464494262087344,93.66659392090534,B,B,-221.4264228972794,C,119.15587338146263,-238.61622836502377,B,-119.59097375309193,0
Other,Germany,34.51179140840745,-294.84143031758805,E,D,72.57180256943904,C,-69.04695048783513,-140.36765770649217,D,177.0743806236115,1
Non-binary,China,-90.97427795707348,30.56290326040362,A,D,9.301307859548599,D,-41.29449256234182,-5.932207899975509,D,57.37676740433173,1
Non-binary,Germany,-99.91888235381684,-87.70739965836644,A,D,138.60105650433326,B,54.362056708897775,-36.071697645098645,A,-11.57622567196788,1
F,US,5.983659005128126,-146.11322673664682,D,E,-86.06925528778135,D,-13.211922552744701,217.41594341404857,D,-15.663845744901211,0
F,Brazil,-19.899983150408598,98.41071460058177,D,E,-15.209870778488588,E,178.3114680561727,52.08105589362514,B,-95.27533475415892,0
F,UK,227.09685781255197,-12.336376014088478,B,A,81.3222942306298,A,-145.47166673169215,284.65101633172225,D,-50.45764094472928,0
M,UK,-200.7631845976426,60.61145072194562,B,D,5.583715815372104,B,89.41714945679703,-41.426515699953946,A,95.02433960003927,0
Male,Other,63.69995867028706,-115.9559521915459,E,B,-30.21938967874755,B,141.4207873052754,43.18240755094917,B,-232.35009585176783,0
Other,Germany,62.776325154209914,20.99867890810783,A,E,-217.11772764636171,D,82.51930584535302,-52.757795780258085,B,-185.16906994148096,0
Non-binary,Germany,255.09196850979353,88.41276564681525,D,B,-59.46169484356023,B,-76.93891006316319,-290.21958219646615,B,-106.48710179596593,0
M,Germany,114.01062887930698,137.8250099735886,C,D,-80.4277662293037,A,32.752959271654866,-77.0654666740599,B,95.42481096044393,1
M,US,-2.0364201557779302,38.922266344288126,B,E,-32.63756370025729,B,-33.61193680503931,-63.512860592112766,B,199.58207730488397,1
M,Germany,-214.69373066442276,-14.49368288057167,A,A,-64.35756602365339,E,-40.289834406626085,48.48220678424725,A,-28.379095598080166,1
Female,Germany,-222.56851588167882,-10.900509020605007,A,E,123.78688891972034,E,-20.274336319508112,139.12880579265843,C,16.358258189079926,0
Non-binary,US,105.98510431856998,-97.79075090822437,E,E,-33.287675742167096,D,33.51368737773139,19.459518691663245,E,22.271980397756447,0
Other,US,-160.67567451953457,-75.98550156824817,D,D,9.569171300196722,D,128.68010553509788,-206.09214592852396,B,11.270199405597868,1
Other,China,212.59080067742184,-73.54458704889026,E,A,-45.088133843137136,B,209.85436713872966,-86.04623543619184,C,-23.0917905053926,1
Other,China,-21.413961620422008,-39.97709756082496,B,D,-84.60922216101004,A,-90.26361989539186,106.14065945793496,A,131.6133670560115,1
Non-binary,Mexico,25.880579869429905,314.56530590512335,C,A,-4.839344584912638,A,-39.47210867779475,0.220083704783292,E,-87.1366347479947,1
Male,Other,44.61282478091994,118.51422919002736,D,A,-115.0462497873946,A,-135.94576845582543,58.81695300382274,A,-165.30743992031788,0
F,Germany,109.04624866916018,87.76633584682058,A,B,11.758554585789105,E,-186.2201685943582,-65.80019954066853,A,-208.0060428923658,1
Non-binary,India,-36.474276832543374,-21.781711152917442,C,D,79.65661172893208,B,139.0287709778263,65.5957491243135,D,20.377237468379832,0
F,Mexico,-115.55354056764958,-20.09760339601927,B,C,54.563798276462606,C,86.4637478903157,171.46281097382584,D,44.013291607817976,1
F,India,-85.8234366625907,-89.04714213754447,A,D,34.6017794496244,D,205.4741557298957,-24.13469027448235,D,-45.896822040057216,1
F,India,-119.98222581784152,31.909881947195352,E,B,15.721752753603846,E,25.864481516350008,45.82522645600296,C,-81.73153440723217,0
F,India,-1.7063949443453927,-59.09769895908654,A,C,-26.65405517581812,B,48.25531116988241,33.27491126151239,E,29.305338771507817,1
Male,Brazil,15.811199297328809,58.529713969209766,C,C,73.8736025288318,D,-116.14590880272524,99.35723034821426,A,115.08318834485478,1
Male,UK,28.97601145617305,-29.188332963623374,C,A,170.68030133740055,A,-18.055422519658613,36.42085190901639,C,-60.95601856527942,0
Female,US,-69.1062333151143,30.15798589869841,C,A,-151.02572875471924,B,-138.76816456821535,76.25731964207766,C,109.45812844249829,1
Female,Germany,-74.26287008708077,25.54617343593536,A,E,-174.6635906154129,B,236.71723115124271,102.22011044849697,A,36.71933937832657,1
Female,Brazil,19.743080367394302,45.254587995313855,C,D,95.6336466768416,B,126.78521076792792,-38.84200250555137,C,-161.11142908351786,0
Female,China,-61.1002696542177,138.3844270285259,E,E,-121.37795382108108,B,-202.12197796487828,-54.608220717363935,C,-7.607393068607568,1
F,Brazil,28.432695079076975,93.63018360539512,A,A,-61.28542959054385,E,-272.8746911165622,5.820143037950505,D,-18.169544575333266,0
Male,UK,7.949725956287154,-36.995322431423084,B,D,123.91651073902214,C,-294.57311551921345,26.503871810389196,A,-68.84870790909751,0
Female,Brazil,16.072446397701647,18.636925940001845,D,B,-74.68642857056594,A,36.11446587141232,20.828892887857535,B,-82.05436437168501,0
Other,Germany,-101.03154931469622,160.35602773795114,C,E,142.63150952694156,A,-173.80814784506018,67.53578981085438,D,24.66428698101394,0
Male,Brazil,-136.74308504627177,-15.209646086596104,A,A,-64.78922456932521,D,129.81174441046036,-125.41749854449675,E,-88.24024912672961,0
Female,Brazil,-147.85272732945654,244.62967465145678,C,A,6.301986791461813,B,-71.26261542774076,48.116006939392825,D,-127.80559375917161,0
Other,Brazil,-46.67404613144887,-191.4596403271829,D,B,211.30746240749428,B,101.82252979313454,60.54421309704951,C,-29.265829092296702,1
Non-binary,Germany,-99.475611210416,174.31908550827035,B,D,62.73006325491418,E,215.11024653649287,46.581314143032614,B,31.3071561865468,1
Non-binary,Germany,45.340543768562505,-14.793622492738908,C,D,51.18037619314016,E,46.98702425678317,-16.937995185895566,D,-97.88313520342047,1
Non-binary,India,60.19050098340516,44.26055259687789,A,E,150.78674592187951,D,-114.88253761649929,-18.936206062136204,C,9.635806799996747,1
Female,UK,-196.56964467780475,-3.1046191424868486,D,B,-114.25453616654391,D,-53.15204839395686,-170.9365151750096,A,-80.06714577278406,1
Non-binary,Mexico,-6.499819730617762,246.30474860957062,E,D,10.633719580384655,B,-151.39865974556452,152.44363276914578,E,20.56489971437603,0
Non-binary,India,-60.61947023630204,13.845004130108437,E,C,-87.80855086015717,D,2.538630951542426,-119.33737986296846,C,-12.405338065123866,1
M,Other,79.51050761538035,106.41671255151523,A,A,-102.32651199066925,A,70.17380827780093,29.98411548236639,D,-261.69782148650296,1
M,UK,-193.75784347405371,-49.118152269810494,B,E,-29.681151909919322,B,59.816587498812204,-123.42510453525541,A,161.33587084744636,1
F,Mexico,-138.20261251803993,-56.598713321451164,E,C,9.1186321111034,E,135.20102766755696,65.44054928810729,A,-158.66180116574102,0
Male,Other,9.902983929859694,220.35517581245094,E,C,51.727751022104684,E,105.66755254377047,138.98965566209765,D,-99.89813842924943,1
M,UK,-192.03110133775147,208.02227535425914,D,C,-6.899356721781746,D,-36.204367502424375,79.35878842210026,A,59.57734651351794,0
Female,India,82.99917439164372,-46.515918873996085,C,E,39.94260049362867,B,4.47176544981972,172.99833033051394,D,188.51257205218033,1
M,China,-75.99452582145115,36.556920275389984,C,B,49.55659362246524,E,57.89969174336043,-7.076081986664471,E,-23.353016825072228,0
Female,Germany,126.96317011078777,67.55409578679338,C,E,45.182893953884005,D,-152.50240327229304,-13.676290426050155,E,269.37982354949804,1
Other,India,130.00467530961893,45.864352357400016,A,D,11.880491207568438,E,95.08972145927098,78.04917182131395,D,4.028364009282127,1
Female,Other,-127.5097470749424,131.76110885486068,B,D,-47.780937192875236,A,44.73098221561137,4.661507719533892,D,241.68731839523042,1
F,India,-90.22449434697451,-69.55988212768021,B,E,94.72836889876626,E,-154.26906273206222,152.27625260028398,D,39.21246555847946,0
Non-binary,UK,30.015552837686794,35.594371885890226,C,B,-197.5488646125566,E,45.151767637836485,-80.2510389589181,E,-14.057546741150423,0
Female,India,91.18202562190149,-47.298438061730614,B,A,-53.59620789650763,B,113.4824936850477,-27.566782138833407,D,-54.87630709412227,0
M,Germany,52.91303509094153,47.372462883788124,A,A,-152.4671085590202,E,79.59216560830481,-127.19157004262019,A,-82.19485834648707,1
F,Brazil,-167.6126270088659,7.303822334596941,E,D,84.07954075795443,D,28.714909037759835,-35.08372723525895,D,43.075024350363876,1
Non-binary,China,148.7797122823261,-50.904888147742824,A,E,28.95200494271836,A,-183.87726642413116,87.76482481138052,D,-88.22460745444633,1
Non-binary,UK,32.21703674349567,72.85311342333645,B,E,-65.13670266513283,C,-17.03992764547968,-70.32235845098624,E,-22.653079238316028,0
Non-binary,India,-3.8899120921131694,-128.5646505519813,C,E,7.233383850212224,D,138.9018200995918,60.94811329115733,E,63.35539804479631,0
Other,Brazil,12.391709422654449,-55.97313941339765,A,E,67.00076640578621,A,10.56230250320538,134.56354930372865,D,-17.432221523832666,0
F,Brazil,35.078636616965056,-192.59522002438155,C,D,-114.44158470565165,A,-30.98959778737813,160.64354451800747,D,145.03395760450934,1
Other,UK,5.892021376800957,37.1107231266924,C,D,160.10506894457077,D,97.4593946320194,168.26668877286482,B,-109.32686220549085,1
Male,China,-48.435683970457625,143.17222208721165,C,B,-122.1722419343324,A,28.918018358362733,-32.40085384183371,E,-3.862251157123814,0
M,India,-67.38703527380984,4.110199381786685,D,C,-56.84884962245823,C,11.502970310411804,94.3821185634036,A,85.84538905368304,0
F,Mexico,149.8718251473153,-29.783477012962923,C,E,28.63296307638731,A,48.49152720605529,69.1859397180716,C,-0.04304734946529034,1
M,Other,-54.9303298489398,16.260686859422453,D,D,-171.56795465055686,A,-37.37070553530036,123.95497933120656,A,-23.413965564142142,1
Non-binary,India,-219.1759250564592,-41.168029363478475,D,D,-9.415658703362901,C,-67.71444536296443,20.31600996158551,E,-42.48672023839282,0
Male,UK,41.377006799865754,46.650719462077575,A,C,34.81096544673515,E,-78.41043051485902,89.24435141365889,B,71.83336825265128,0
Non-binary,Mexico,74.35750987772782,29.309561455573498,D,B,33.99399592824831,B,-99.43704424383849,81.09662333562709,A,-164.25414990158595,0
Female,US,-25.928978896256766,163.37477468965122,D,B,169.18519415383807,B,84.76775185080528,-14.07156118490864,B,245.41697518274006,0
F,China,-24.348858328424278,-13.895557276056191,E,A,38.573845549628565,E,80.0503385739105,-2.937731405177959,D,-65.08024117904448,1
Non-binary,UK,-148.58679156315594,-54.14072116505404,D,A,0.9227105047390567,D,71.78871131675125,-49.992248048136744,B,172.5255603902967,1
M,Other,163.48175478314695,125.62090711597611,B,C,51.23455810462478,A,36.834421201210674,-134.81459616724825,A,70.81123076515854,1
Female,UK,-214.53923529093478,-156.2359488370257,B,B,165.7294347162377,B,151.34658285676886,-175.25322979720502,C,-114.07202324242978,1
F,UK,70.19485839755323,-109.57415503209127,D,C,-145.6124736231276,B,-71.18624344407246,-301.66441874242196,A,-259.37711500733826,1
Male,India,159.47160449127765,72.97556210330697,D,E,-83.88589479044745,E,44.27051889772059,-45.97539715637947,D,122.88592259752593,0
F,Brazil,29.179262820872076,-114.89717712258962,D,B,-157.66061050878534,E,-5.702331712136928,32.821533884210076,D,10.587940775110672,0
Male,India,-89.97941254055077,28.689122775469194,C,B,-141.47234064693424,D,35.93324102011053,116.80207526742998,D,-171.2939990988748,1
F,China,15.81631282089643,17.569192356560205,B,C,-4.3050961113372095,A,-19.212495407057357,-33.58179189410711,D,-213.2938048019847,0
Other,Mexico,-199.16321848794252,-82.56244733527637,D,C,-56.06097873156488,B,13.772151119450971,76.02317200596443,E,97.24303966844194,0
Non-binary,US,-83.46313502638432,-79.21687073676121,A,C,18.632595705572,E,-215.2002503908649,15.862277892671134,C,55.03078989009962,0
Other,Other,175.5432430050641,-18.428462760756315,B,B,11.564519793250453,A,67.8131857524778,77.5788328693477,E,-120.64533168429068,0
F,Mexico,-115.77659758172756,-25.482891748851532,B,A,65.71704270684724,E,-27.05509113432058,129.0906325925831,E,-61.78399159170882,1
Other,Other,224.34706968567698,42.85399546386505,A,C,65.05142428346143,E,-166.75771500573973,30.939532216726445,E,-78.97032950387865,1
F,Other,-26.87152823526607,-55.18041366009203,E,C,3.313323062477532,D,-31.03095581922826,-42.919634925073716,C,1.7834281527279627,0
F,Brazil,163.1944430668709,-79.27889078517994,E,C,86.22423371138376,D,10.109031465522063,63.58955601440683,A,8.601853445179348,0
M,UK,-8.885332715827952,33.297809479214294,B,A,206.79976158404992,D,103.95175915696655,71.63106749678636,E,121.50367846551222,1
Male,Other,-2.85482750331818,61.91268166457169,B,C,34.65866411968801,E,81.2963806488856,108.53665979244845,D,154.06602461417148,0
Other,Other,13.69732012578777,11.354420831530906,A,D,-116.21183098990078,C,74.52290965361702,-82.81683636567413,C,-35.71447496835935,1
Non-binary,Brazil,-160.46441349716943,90.63041790859057,A,C,-39.76839356827393,D,73.04038831350039,34.3905703515214,E,42.08960467970462,1
Female,Germany,-109.31078168538126,7.554141474413568,C,B,-34.38303999496111,D,156.4886749440908,-75.91292019154363,E,-207.43199288274562,0
Other,Germany,56.56882655830954,82.8626122784175,A,B,-34.828934019388484,A,49.93129342235591,17.80464901652492,C,79.21898658993477,1
Other,US,108.28515196532157,-9.338739456958418,C,D,-82.80426610149183,E,-73.04900246451658,-48.034606745426515,C,13.453285181133534,1
Female,China,-82.23959898301875,2.205865700136847,D,C,88.76785288625834,A,-0.8283538044873994,61.20460386768816,B,131.60896025382579,0
F,UK,-47.27495477499051,116.98779307626543,B,A,-27.40469939538685,E,71.15969769092327,146.215561292757,E,8.603704174791838,1
F,Mexico,-4.004912407728078,-28.156631491119228,B,D,12.419624663594355,B,-91.72228880641387,130.2468134503846,B,0.7269986034227128,1
F,Brazil,25.34008047630279,-105.87180388771755,D,D,-151.07498136311938,C,-197.64013996484456,-258.7843669720278,E,-44.95325881346569,0
M,UK,59.54529227192054,157.06819334639786,D,A,-160.3284473469908,D,-5.569297043842967,11.947545673975783,C,-41.04959701530207,0
Other,China,-221.74071690277773,45.221202239312106,A,A,-156.0836074631366,C,-25.490037600831915,-85.77625556861375,D,91.03003343692738,0
Other,China,-200.65883018482702,-27.60681183774572,E,A,-109.91803392351034,E,35.37359557725471,111.18334131062291,E,0.9669444692239786,0
Female,Brazil,94.09800574370388,-188.74251038890395,C,A,14.984508529259077,E,-55.41159763103055,-127.00056867522531,A,15.03587928090813,0
F,US,61.89058308451041,88.1392618519736,C,A,-199.13584337830028,D,-15.885316906350047,-238.3271754236027,E,56.27514039004592,1
Non-binary,US,-63.50921359755874,-65.13264152925086,E,B,32.35046087407184,E,-93.24295805614656,16.873283916440744,E,98.59032178123208,0
Other,Other,32.65572592082343,115.1864986755752,D,B,-46.17320025482971,E,140.50627158514516,29.130109840101383,B,-74.52264890102013,1
Other,Other,21.253891238929533,-115.02008671383909,C,E,-69.38091443884822,B,-126.58796104469945,-12.169845777390588,C,97.13763040743866,1
M,India,-53.21032374007948,-112.7905406309655,C,D,-90.52796123262048,A,134.33932126456043,92.68798014610302,A,-30.969255652123174,1
Female,Other,-12.865850897735626,28.190438537931005,A,C,100.06168694950716,D,83.62741541461514,-199.98393456217516,B,-65.07023176307709,1
F,Germany,-78.3219314208039,-50.339979051170644,C,C,-57.96492055695841,A,67.59038388855897,151.29626635964974,A,-16.37742607893105,1
Female,US,30.76938693545487,216.65520030025135,A,C,61.66550719315691,C,-229.32410575685202,-38.90493605669094,C,-25.931856838304352,1
Female,Brazil,-114.77093756482337,65.17356689485104,C,B,-214.64191745147656,C,-161.45065537384485,74.01484676263681,E,-8.446455730928463,1
Other,US,40.127005867926314,-85.84537629249468,D,C,41.93944779361662,D,-21.321522572218587,19.25099990767168,C,92.56801142714104,0
M,India,73.03394987343104,203.89179503322845,D,B,43.16745574725875,C,69.1573472842866,-86.07285917999728,C,-114.4536050003502,1
Other,UK,-29.72821588851144,-48.57031379539766,B,C,104.08561283749067,D,-91.6241775373107,-106.60744295589653,C,-107.60822393592093,0
Other,China,15.490115452470334,-110.88463204709231,C,D,-179.11284162494576,E,157.37894405663428,38.843457673961225,E,-33.39200795686625,1
Female,Germany,77.20761929789762,36.99125704207953,A,B,6.667863147269197,C,167.35851388042556,-155.25872469848247,B,-81.58292472817983,0
M,India,-79.08450052332364,-127.57307540806202,D,C,120.3293524928841,D,-67.1322489741111,98.75193880365607,A,-34.7485087325185,0
Non-binary,US,-229.38084120634298,-81.03294670531852,B,C,-35.525314909738675,E,-76.50851751765936,66.47836969626701,A,105.29335502009536,1
M,Other,76.45817046443317,-184.1581906625467,A,B,-119.09431040775007,E,-58.11494416442865,-4.070236524685882,C,-87.97215703101922,1
M,Mexico,178.2818230042999,208.80970341729497,A,A,-28.816258480137115,E,-23.571567927651824,-48.69219496236438,D,38.884099408052435,1
Male,India,168.41644367676668,105.73408360596703,B,A,-110.47168761369836,B,80.08905869735392,197.30768663244714,B,-85.57025965150193,0
Non-binary,Germany,-29.204000672399626,-83.79882588450681,D,E,14.489520036786077,D,-126.91139174676603,-83.10728532132505,B,-139.07426466281393,1
Non-binary,Brazil,-80.7836308585942,8.233410189162493,A,E,-114.10860967036368,D,-41.560498651718866,103.56557222180362,E,-50.92397121955917,0
Female,Brazil,111.36120259004845,15.483349934169253,E,C,-59.80548881839239,A,145.8780384019116,-113.19525196354647,A,-67.08065886466612,1
Other,UK,-61.43108957688235,97.9796039046239,B,D,90.05416742059899,A,-118.08322308205214,-40.95700203906736,E,-97.11674247391969,1
F,India,-13.188379402669376,-7.5983460385527435,D,E,22.037386547203955,C,-29.2327792429519,-26.681662633634218,A,-38.382631978868204,0
Female,Mexico,32.16768767259607,-141.736406752555,B,E,98.007997290351,B,3.152269013524661,99.60180557006014,A,-56.77618588654173,1
F,US,48.36617505893154,-85.35943732667441,A,B,23.95469518227648,B,-94.41425283948747,-95.29260695324135,E,-65.44052155474812,1
Non-binary,Germany,101.78275799744756,11.24306216165038,E,B,119.19701438361108,D,-7.926470749526728,65.65936212573267,A,-11.489001610878917,1
Other,Germany,141.4733615038154,63.494795933726955,D,C,-169.55782997613827,B,181.03300132411678,-63.05947797301388,C,-75.65471135782776,1
Female,US,-56.84796418140535,-64.8551556157032,C,E,2.3983209314599185,D,-48.91033759726007,-26.242336470807253,B,120.0558049263478,0
Non-binary,Other,-67.31769623290596,45.454320703335284,C,D,-177.84119261726156,B,-30.297297401855772,-142.66575753775058,D,-18.1258512070991,1
Non-binary,Germany,14.765619565302787,-68.3359892781064,C,D,-71.55795161290926,A,46.0906110055489,226.95193333966301,D,94.02451483471306,1
Non-binary,Mexico,-104.54041283529465,222.67071312820903,C,E,-84.5203775312324,A,-65.90745766514885,84.79602377113605,E,53.16240158212193,1
M,Brazil,-88.98950652580754,-130.96707040278392,A,A,89.40075424958174,A,-21.947303400752944,-99.8830357020598,B,84.19365863039914,0
F,Germany,52.76529059259069,-26.249102448936657,A,C,203.21492692590314,B,114.11525388264363,-104.10043152555859,A,-73.91424196114714,1
Male,Other,-184.46693783129285,4.010065188972832,C,D,-63.77178434866075,C,85.90217942701565,13.481822852719718,B,108.96562821774292,0
Male,China,-44.61242936723823,25.743373224746446,D,B,2.0170990326220215,E,-48.10915365044239,-13.641616696882675,C,64.64170496112692,1
Female,China,-39.71597714280854,114.4830567301389,D,E,-24.014477371886905,B,3.412397201427591,141.8571403604948,C,152.22404475977322,0
Non-binary,UK,-5.4120428060132815,21.783787925322564,E,C,189.83019530041742,D,-101.8279921148673,-48.7008684639383,C,170.4318324607871,0
M,Brazil,-126.25320368188446,-42.37459780021744,E,D,32.45895919310738,B,55.18835621188208,-63.29368180040878,D,-95.96193105894659,1
Other,Other,-13.80595308694105,144.85472972296967,B,B,-33.26975949239652,B,-67.04739988032813,170.52698616768802,A,132.835659954697,1
F,India,-105.4076442894571,59.246271865562775,C,C,102.98483199170376,D,-66.33993321072002,-30.51289405197298,D,-63.52271928730995,1
Female,Mexico,-130.1446340461535,-89.18921195181723,E,E,-28.592867442283502,A,-206.68007031210917,39.660896946328926,E,-28.758573905758823,1
Female,UK,-134.981885416319,-117.04337271010358,C,C,-86.275123990923,B,-68.01884079668537,-145.86390157545236,A,-115.64156615783014,1
F,Brazil,4.846746828735097,-59.793565161416176,D,A,-114.48111896816242,E,-171.1487579058427,-13.735223201107441,A,84.404575130096,1
Other,India,-45.76949466784313,102.9391737017747,C,E,-21.953326618269212,C,18.37892656807861,12.589535885126974,B,105.15184689341505,1
Female,China,-130.58756603394397,-99.71114050890704,E,D,-32.96707055887245,A,50.209437772505,-259.5708581659459,B,-9.700907362732167,0
F,Brazil,46.90384502033863,-45.17451672735109,A,E,-22.245704977287975,B,43.0752413776579,167.6930448996708,A,-84.43592640911335,1
M,India,54.92077459672113,-90.2843616111206,A,D,38.16671911486409,D,54.69493179564117,-94.94520774627584,E,-131.9180148074164,0
Non-binary,UK,-5.336152083104313,166.0018428615721,E,E,87.70962207820901,C,-113.35448965216834,-82.8212456955484,D,-86.71045044987716,0
Non-binary,Other,-91.43680143922947,-190.4051039311473,C,C,-63.056020309141815,A,33.80130022225084,48.645565938342564,E,20.114316584602047,1
Female,China,122.21383537591383,60.81100055307807,B,C,158.23168221598308,A,55.22557210284845,88.07302480382074,A,56.773477551544914,1
Non-binary,India,-139.8232392748764,169.84152576477916,A,E,-48.389095887107004,C,91.16532879920393,190.90884886367584,A,72.27728044863441,1
Non-binary,Brazil,96.06223870414027,104.37180508855349,C,C,-33.491746542047295,C,-18.550915008102592,-106.63812303510838,A,71.91382257635985,0
Non-binary,US,-78.05193994303937,-115.69079701475874,C,B,-247.91228145552782,A,-140.0397788732822,142.2461805427037,D,237.29262044432738,1
Female,Brazil,200.49152859722574,-173.48146307900066,D,C,-35.15117475026308,A,-91.421000895864,-13.187851286625948,C,-7.376926862888287,0
Female,China,18.37192011582828,196.72593731520942,B,D,33.70200031977265,D,235.81769946016738,254.19814100636015,C,-41.754950782077415,1
M,India,-3.725596203477378,-70.87853497090212,E,D,-11.062906023938345,C,-59.5078772653516,24.606987210785665,A,108.49056072274132,1
Non-binary,China,-34.34617779299983,5.04928797787902,D,A,-111.5489096670782,B,-132.67172557408566,-105.51920599126807,C,-13.696577186761028,1
F,India,21.207672889586213,-187.1316904041017,E,B,35.020755494746254,E,81.93584925877883,-64.33241476320879,D,33.435454502266616,1
Female,China,43.085296290203615,14.76891734982889,D,B,89.8433729709347,B,-33.2200092571831,160.2277723670565,C,-8.057214723212788,0
M,India,24.619339936090157,81.82581294966353,D,A,72.22217498492493,E,-16.546661032235967,-150.39918198824546,A,33.888540261768725,0
Other,Brazil,77.67315038118421,100.2888621382368,E,B,-83.25297087880517,A,44.35873598796661,-184.96188934727385,D,94.88001784611409,0
Non-binary,Brazil,-24.462817612043903,14.036051151478969,B,D,-55.520297493298365,B,42.82658147486865,66.03664628901778,E,93.82424671487361,1
Non-binary,UK,18.094032247421836,-89.78086680841174,B,B,-58.19160327912603,B,5.919334152436929,67.15113200835862,C,-46.43592188170318,1
Female,Mexico,31.36336526003996,-17.64065873157106,B,E,84.30411306976059,A,-61.099347708783846,18.612575137424738,C,-122.79172374928496,0
Female,Germany,-33.92698898666142,-38.38837089354239,A,A,45.7538936246521,E,50.31377207281433,52.35518185993532,C,-75.23236086329065,0
F,Brazil,-9.729944126223792,38.09246892215065,E,D,-60.47124385732808,D,-18.53103522382105,3.2432072174174866,A,-131.91477554520392,0
Female,Mexico,152.38590548456114,-120.05113704966644,C,D,-6.280672490091546,C,92.15675646608528,152.53377496107169,A,139.84766617860694,1
Other,UK,68.60310146864019,-7.756821942758899,A,B,-118.91472279014378,D,10.657749614851895,191.07745850121785,E,-240.60894298011144,1
Male,US,-73.22488178954622,-140.9152825892418,C,D,79.2966417264374,B,3.1699131841484913,38.34078334214033,E,-44.54408606553159,0
Male,US,-116.5936660801546,102.69772406722555,A,D,-107.32750167503131,C,90.58838663500491,25.323415144087356,A,-1.0430571647380218,0
Female,US,31.78879453932117,-96.79082630552493,D,A,-87.63230193984299,D,0.9029175866626453,-93.87355773612812,A,-105.74582039899082,1
Female,China,-19.36938007777979,-67.9019349928036,E,D,76.5875623811303,B,107.627241265052,-55.99289641599435,C,-49.326042685915965,0
Female,China,-45.04572793497222,-64.2270151829049,E,A,101.88680847550637,E,76.75498684525671,11.767108028018647,E,-46.74673565688672,1
Female,China,-48.28280016853302,97.10721971304982,E,B,-82.54943725099383,E,-27.252811560786398,8.27592829873903,B,-59.528422380335385,0
F,UK,-107.03600154199245,44.528942073040696,B,A,-40.30832261669898,A,-151.45402631861273,-28.751649934567986,A,24.889645131017694,0
Other,Other,-118.23237032630595,-13.432821399327432,B,E,-95.28548866976469,D,98.64424956201174,29.54141025163172,C,-34.98821826312907,0
Other,UK,-68.06892985805206,-47.02947256300037,E,A,-44.87183159168413,E,-99.3914522342833,67.55701947901838,B,68.14823188435474,1
Female,Germany,-118.77832473648712,-84.06256760594643,D,C,-10.94358283009789,E,-94.57078205786884,57.75220348310776,A,121.91011098314138,0
F,Brazil,-83.712025699286,-157.02856023777954,B,C,-82.34827629863904,C,-63.591017459639865,53.42847199391737,D,77.21960725154699,1
Non-binary,Germany,-43.817838435715,92.67159807074809,E,C,-34.654149764843304,E,39.56617531419832,-167.23206838571346,A,161.8766428801117,0
M,US,-137.56336150134808,-27.454480516119396,E,D,101.36602368735426,D,-39.47185849230282,2.4066293598144695,C,162.66645575041935,0
Male,US,-38.03296224141029,16.452690403908623,D,B,100.88854317149357,E,-77.63475021411604,71.32904904297123,D,26.152144232922137,1
Female,India,-228.48605173199715,9.41661065721262,D,A,73.57269838332654,B,-104.3005354275663,-96.38851162929743,B,-13.252357991045564,0
M,China,209.8244587401371,-124.98640071106739,B,C,46.83481686768452,D,38.799534127521085,22.691630715618437,C,47.338687987928374,0
F,Other,35.20195753784067,-5.729264603738017,B,C,-36.10330198711106,C,172.1271951264478,113.44412103050992,D,-103.56957776170744,1
Other,Germany,-7.865940718494954,119.91216999799892,C,A,30.356492747229968,A,57.878107098268885,80.7359925208638,C,-118.65997826392093,1
F,China,140.79061142889054,232.81047769511153,E,D,-121.36444957309669,A,-48.537500300198154,201.84479882421732,B,-86.79924967805378,1
Male,Mexico,-97.47433078357575,-96.12994409033249,B,E,101.98329413270758,E,-85.86070302073776,-26.367911284754314,A,48.96052174385655,0
