marital_status,faith,nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
Single,Muslim,India,-43.47358269072009,D,E,-42.14175074706178,122.99631779796643,-42.69135630896883,A,D,B,C,11.860128409564313,D,D,48.57901693666744,180.4443296850252,34.225294456913815,D,110.73619317880348,0
Widowed,Other,UK,-163.61803479551475,B,E,8.007772215930745,-6.377215836529296,-5.82287717352,B,D,C,B,14.125103802869274,B,E,33.79544049015738,1.495311614203569,-56.651350902549034,C,-142.23570244647905,1
Married,Muslim,India,74.42504129566288,D,E,-14.853989090505463,-237.80754998686498,57.97748864905712,C,E,E,A,97.8515819327841,E,E,82.57295271545509,-176.799079660426,154.18150397563198,C,44.553028365269554,0
Divorced,Jewish,US,-38.35169524928107,E,E,-8.504212783789779,79.58207275959356,-29.172034163401307,E,A,C,C,-125.50704227339178,C,C,-11.867240830534145,73.57550477254424,25.287817754874975,A,305.02955917121244,1
Divorced,Christian,Mexico,162.885069480236,A,C,-88.37319557594147,-90.61862504255124,-86.58717249739789,E,D,D,D,-69.82276169813821,E,A,-46.176888375938674,61.068108177942136,-38.66876565336694,C,-28.434140641601218,0
Single,Buddhist,Germany,-2.130586669683122,B,A,49.51190734079063,132.63178857001478,-188.03634980561813,E,B,E,E,209.1358171617014,E,E,13.50057817954115,89.7011311191789,39.36262867302658,E,-110.19072833694,0
Married,Buddhist,Other,11.678747820372324,C,B,14.582725773291042,-42.409634325335304,56.973909912733575,E,A,C,E,163.1312938227851,C,D,-79.43568203093389,20.996402376391973,81.59166734411725,A,-221.71246262869997,1
Single,Christian,UK,-16.77050743219512,C,C,91.01360542788353,39.271515717558856,-184.9580569893938,C,B,A,E,37.03474944511993,E,A,-36.1655186498686,-21.279542445914814,1.1383775787665968,E,-51.548830643328415,0
Married,Buddhist,Other,67.6386364202312,B,D,9.735315787814587,-27.573925987324827,96.02147239731204,C,D,E,A,64.23585196103264,D,C,-129.87724636320328,-37.89744336010426,-164.71565825112626,B,131.7348593615937,1
Widowed,Muslim,US,45.737536657992244,D,E,-110.33595542852788,49.244527586061146,48.96716895880395,A,C,B,A,45.45202205288451,A,E,121.41219850587642,126.64759482453351,4.849548329981309,B,-93.32296078405426,0
Single,Hindu,China,-111.64766994539599,A,D,63.47239862878224,119.87241695588433,66.38412669084238,E,E,E,A,198.88552546105075,D,D,-17.948330229496047,-9.338265466238557,85.08088575628399,D,1.8079639645825076,1
Divorced,Muslim,China,65.68347205072533,D,E,60.410702383257565,256.51607056231285,-139.9521783398934,E,B,C,E,34.51935586509003,A,A,114.57494731647975,-222.75948441632713,-62.326578322499195,D,-29.37577623288716,0
Divorced,Hindu,Germany,-117.68951010690351,D,E,-65.72046506046821,35.47615514117183,136.14658536494892,B,A,A,B,-3.223072557776359,A,E,3.121452475989036,66.48728454717092,43.70605496881599,E,-62.72896693254224,0
Single,Hindu,Other,62.98536816664966,E,D,130.19936854649183,49.068209309636565,70.31143272796811,A,C,A,C,-224.56037361848496,B,A,8.417827446886134,-88.74036936020178,60.10983387440342,C,-73.91804061392804,0
Married,Christian,Brazil,-5.124356292604658,C,B,-82.89605365063777,274.4710449511968,-109.11537456657909,A,D,E,B,213.20924860771777,D,B,45.861977331142725,44.363932686570315,53.16347640572421,C,21.786059749642746,1
Single,Christian,Brazil,63.66693608805479,C,A,24.908664909949778,-53.67610085654068,-154.46074900797854,C,E,B,C,24.827422438722216,B,E,87.51267215819327,-31.49982095096688,-21.04355625336126,E,111.27866006958706,0
Divorced,Buddhist,Germany,-76.49002850039024,B,C,49.93278059967385,-24.31085734548827,105.300401735902,E,D,D,A,45.81165043987019,D,A,127.20280069104778,88.07441619050866,-63.8380448056168,D,-160.41496254932318,0
Divorced,Muslim,Mexico,-178.79829041793536,E,E,-29.004505572455834,-91.65987947795517,59.79340894810438,A,C,E,C,130.564599501451,B,E,26.742733722397734,118.54665492954443,113.20822623755531,C,-198.55895956611633,1
Divorced,Christian,China,40.15311947183497,B,B,-82.58725196953463,-97.77423813424637,211.77410147476454,B,A,E,E,28.574040478467722,C,A,79.71852305454574,-68.32259475498897,-13.125691738272547,A,7.0937105964815155,1
Married,Buddhist,Germany,194.96378987217463,D,A,-133.82595546110133,99.15101181417482,-33.39217207911366,E,C,D,B,41.604005609828384,C,C,85.7085743544284,114.020680263618,-41.896490136619896,E,62.54794486604977,0
Single,Hindu,Mexico,-4.353718159099394,E,C,-188.38903059592505,250.1735104802654,21.946005712785205,B,A,E,E,-130.35694821867304,D,E,147.64033379989314,13.253160800878067,186.24564752999024,D,26.2281225045567,0
Married,Other,Germany,-41.90434562171041,E,B,93.21983287651952,-18.83744989467924,-17.993355068880305,D,D,D,D,83.15869609167717,A,E,-90.43745166264169,3.9877260328213406,165.38507556888982,D,76.90943230282629,1
Single,Jewish,US,-89.76117845809104,D,A,-37.127780574222975,-16.16524434416453,-61.785479943555046,D,D,A,E,179.03057436641578,B,E,63.14635158436667,70.16148844951779,-108.66904162709771,C,-244.26248236855383,0
Single,Muslim,Brazil,5.671793405326288,C,E,41.471775992930034,13.757426477802515,12.526518036298423,A,B,D,E,150.77380379764418,C,B,13.619140807080852,35.60865517943956,0.9039514896395215,E,-24.781279108259227,0
Married,Hindu,Other,-58.15063424590712,C,C,-21.688800507076227,-148.13680350461928,-62.296553412883924,C,C,C,E,65.7428621802272,D,E,78.49444316043571,-82.70985868969194,9.100688267253847,B,93.54764453504005,0
Single,None,India,-11.42019397952857,E,C,-72.5921299241459,-17.73653045688167,5.284230010087246,D,A,C,D,33.827921724524124,E,C,-13.158176401154478,-20.850515434416327,149.90177954093937,C,178.3012898317304,0
Married,Muslim,Other,-73.48878832859569,B,A,127.74612285604657,-54.09232746581696,20.194450792792743,A,D,C,B,97.39175487800597,A,D,59.64080853217555,-3.6402247730047064,-126.34915273361196,E,-30.199582572257,0
Married,Buddhist,Other,-122.80864489654049,D,C,-64.21725270060283,-142.98224845185487,-291.454268783845,D,E,A,B,-96.16744555415757,E,B,51.481894744007825,-151.56797603777014,-79.0101820242329,B,-6.489517068383992,0
Married,Buddhist,US,-58.14538943263532,B,A,-31.997271019342755,-69.88878996374122,119.9722405882076,A,C,D,C,63.952108245155706,D,B,-88.05159105106209,-77.52407425777722,-36.17386243891104,D,-38.788208577352336,0
Widowed,None,Brazil,-6.4652407985878675,E,C,-38.647466411519424,-147.9431572839745,-69.17269548517075,A,C,D,D,5.984640806392606,D,E,-111.01535261357591,-191.93290829146537,56.05588675558849,C,38.338994875297836,1
Married,Buddhist,Germany,-7.232673301330219,A,A,-109.79280236248228,-60.77526072350737,138.5485766196964,D,D,D,C,-39.77947706274504,D,C,-9.581843625239927,-39.446636856837515,-139.1666808441329,A,69.15992113457666,0
Divorced,Other,Other,-8.248434374793366,D,C,-213.68218999365874,-54.740586709382335,-134.7059240382779,A,B,D,A,-44.152463741065354,C,A,-8.691814173686076,26.14087155333287,141.06245552322142,C,-138.17715134863607,0
Widowed,Hindu,China,-74.16842653944038,D,B,21.98423406917502,-16.59427094185533,-119.79183564377686,D,D,D,C,29.40222393805472,A,E,8.479277693785923,-39.40972870388924,9.896731863559447,C,29.300509320541373,1
Single,Christian,India,6.95654644278331,D,D,-44.50120483740109,-71.0755435124489,-13.42278866691795,E,E,B,B,-70.54284063443316,C,A,-54.391724721162674,-64.64077661909793,3.598945206572736,A,150.16006102356138,0
Divorced,Muslim,Other,30.33917685135194,A,D,-19.59930294869188,-25.267506910285203,17.307008116359388,C,D,B,A,-19.262397100506387,A,C,3.397636858550343,82.25912591710302,2.4452868558047878,D,-61.278187637420736,0
Divorced,None,Germany,-42.04419164965059,B,B,26.063399417970874,67.13401566294924,162.76892070376553,B,D,E,C,-22.43280221444975,D,A,85.4859658343624,-58.702236101633275,156.11687399379147,C,-129.33142203168794,0
Divorced,Other,China,207.35341524573658,A,D,84.25988909682992,155.2469374624463,-26.644843835102755,C,E,D,D,64.84603624118897,C,B,-85.46101194089546,97.15252828421241,183.9486421682301,E,158.1772465533137,0
Single,Muslim,Mexico,-71.17016049264012,D,C,-261.0649712132715,-99.99855558750184,-69.42844565814359,C,C,A,D,-5.000063419223076,E,E,6.947690406059827,-43.89888305948349,71.64615195164384,E,30.95104713470963,1
Widowed,Jewish,India,-7.257777606095882,A,A,-166.62203813232358,104.66080445285206,153.38088955591937,D,E,A,D,-49.18078123563856,E,D,-29.62870041742574,-72.73832926024775,57.01152869699343,E,-27.21675546653475,0
Widowed,None,Germany,62.82619942419858,B,C,-110.80634513433804,-81.4713498693441,151.89879748534477,A,E,C,B,41.847774235700676,E,D,147.0668671187509,33.593320478866396,93.0699319902787,D,-45.788846485651376,1
Married,Christian,Other,-99.14057364140201,D,A,-166.38058279613142,-68.50209622156686,19.93413351078041,E,E,D,A,39.35103770347566,E,E,92.83985559402673,311.23639083125494,-63.596538360389566,D,-124.64363675465913,0
Married,Buddhist,Mexico,-2.3629331545388204,E,E,-112.33444980059156,35.121178042246584,11.056136033697436,A,E,A,E,23.361356373725105,A,E,-92.02690866385008,56.40347907240697,134.6034258581975,E,167.0360531002679,1
Single,None,Mexico,28.03024274311286,E,A,79.18692580278336,-56.736104646919486,64.50589315948751,D,C,B,E,-3.741379615568621,B,B,47.82002997679882,50.567957111904605,12.168004073634812,B,-60.88303685233857,0
Widowed,Muslim,US,29.162132218982773,B,D,-232.97028147624016,161.96523446179194,60.70177677269692,A,B,B,B,-51.886438104878074,C,A,12.565943555961285,136.83508708488537,176.75010954207485,C,-50.47625237147226,1
Widowed,Buddhist,UK,-15.398500409186378,B,D,28.134178945835025,62.45672356275846,31.00842595490857,D,B,C,C,-120.84911570189401,A,A,126.44276397289971,-82.49372786145585,39.404857157821375,B,-115.87852189873003,1
Single,Jewish,US,11.043005201402911,C,B,143.36178583173623,-93.1056723763859,-12.471155115961368,A,A,C,C,-248.66269546976815,C,D,46.93940304942073,-40.28889959497093,-108.73158197408435,A,98.21190273821013,1
Married,None,US,-31.477248385461813,D,D,-71.97305814552516,111.69901125582886,-16.280688142814174,D,A,E,A,-217.98260802467598,A,B,-30.230686668246353,-18.67656259075101,9.67074427041695,C,-1.009101619215399,1
Single,Buddhist,US,8.880695682463749,D,E,-36.57520109861565,-31.66581174380428,-100.25221103314496,C,A,E,E,-20.141227829530578,B,D,63.410860740906,-120.30275437606022,-54.7735975230911,A,2.3506910618577486,1
Single,Christian,India,77.36975736963598,D,E,-238.20681366414473,169.21492807749144,99.32907011596228,B,C,D,B,-37.13698279435285,A,B,-148.93618512635857,-77.7758785408935,150.18860237445472,B,10.79140752875185,0
Divorced,Jewish,Brazil,1.8082775836808438,B,B,68.38797930766356,26.737234730322907,58.692223190710834,B,A,D,D,229.84870366961886,E,D,-54.21639465403623,81.13760513496896,24.008133274258032,A,141.44595634088114,0
Divorced,Christian,China,-100.67898993082345,E,D,-139.7759170254621,-10.206877379427699,-82.53658772517659,D,D,A,D,-57.29260629840692,A,E,-138.0127791579448,-22.98593435597169,98.08499096741872,A,-53.94203130708881,0
Divorced,Muslim,Other,22.926597764729877,D,A,-4.349590309179407,-140.18414590856975,66.58821635735642,E,B,C,E,-32.91958162245942,C,C,-14.085410240189521,-121.08882939783254,147.54639192943844,E,74.75236561938428,0
Widowed,Buddhist,China,110.47141681093156,D,C,-92.23341616522498,-172.99560950419405,169.82821736971238,A,D,A,E,33.11613978342704,A,A,183.74870099561267,-31.690574342962957,98.79284064336032,A,67.3782397514776,1
Single,Muslim,UK,3.6622350760550164,D,C,110.5642398586848,201.79046902021125,-160.08211108056938,B,B,E,C,-116.76230467624471,E,A,-40.54173490343799,-19.4504040030149,-89.76256013762891,D,-135.06535013171214,0
Widowed,Muslim,India,-208.59621244597423,A,A,54.491141026530734,53.31045681528557,-142.96754251158828,D,A,B,E,80.20705025679715,D,C,-34.52676666584155,-53.87939342056676,86.10660531693794,C,-23.468431950920582,1
Divorced,Buddhist,Mexico,-82.36873779546052,C,D,-43.02823043129284,93.63027245265562,-1.9193542218106925,E,B,D,B,90.83598066699335,B,B,2.166240696671896,-81.39816572211936,138.49130714125474,A,-100.89177708632322,0
Single,Muslim,Brazil,28.396886296144714,A,B,-101.94529862064836,165.3873547009777,-2.7483417647082238,C,C,E,E,3.2421273027988424,E,D,-16.943560154567113,-45.2889429459516,45.52859343452677,A,-45.06832443366712,1
Divorced,Other,UK,-8.084288674947244,B,A,-12.860218467910276,-37.76846946534143,-142.85027214188375,A,E,E,E,15.88513227878175,E,A,-108.68948846963711,36.88158831505116,-92.81413781566926,A,-175.3032687748129,0
Married,Muslim,UK,-144.03292416181424,E,C,11.43114857311536,83.97751312948577,-75.31414961001988,A,B,C,A,28.355401666821027,E,E,-16.21940516830961,25.6955106315916,-131.44406925031996,D,-10.25381045747355,0
Married,Other,US,40.5740852697172,A,E,-142.5339537190836,-28.702017565506193,86.74912655487685,B,A,B,B,-10.479380505414062,A,C,101.22499814592618,9.326532146057763,32.28066672491444,A,-71.95849473990627,0
Married,Other,Brazil,24.443776348796042,C,E,-143.93277567860326,-67.14702030255405,10.776664118001944,B,B,E,B,-19.648725321177654,C,A,41.9469118124455,-71.96112652724243,-5.966196924927987,E,-92.99105862985957,1
Widowed,None,US,142.77992412812617,D,C,-76.89203832778978,-183.67661345061316,164.8091121524846,D,B,C,D,170.53657736590912,A,D,121.04452365342142,149.62450155837232,74.28936063175911,B,9.570638670708043,0
Single,Jewish,Other,-17.119357381656553,C,A,-98.05546540209951,87.67638994369882,48.62652202690605,A,B,E,B,-69.3270932531252,D,B,-41.50227947982689,-23.184639249446278,-136.97226721578159,A,150.4802302209124,0
Single,Jewish,Mexico,-43.0928019801468,B,D,54.05022479332303,-261.32378782930334,-47.512657030720575,A,B,A,C,-46.453317498867165,A,C,7.031441530819289,-127.00540988563756,104.6763408204016,C,17.835669209036947,0
Divorced,None,Germany,-53.39350474489252,E,A,-111.40458710890601,-157.4199721886202,-67.72516202946458,D,C,C,C,82.40710077161621,A,B,76.04828949630212,110.56434914099967,35.93784006769607,C,59.66766720436767,1
Widowed,Jewish,India,149.1183501196663,E,D,-36.925687452564844,62.5226014840744,30.83334268828022,B,A,C,C,87.56682795748404,E,B,-13.734646786326934,-236.27750371670118,10.607281288362632,A,172.4124155411585,1
Divorced,Hindu,Germany,44.356874184524195,D,C,-152.5902739701313,31.953957077733115,178.75773758212682,C,D,B,B,106.14494787611162,E,B,-149.46667049194252,156.7380555392804,130.75275275770133,C,78.68251916169409,1
Married,Muslim,US,21.36901203964239,E,E,125.07433823794902,95.22218704507604,-150.12915921620373,C,D,C,A,60.04526898286957,D,E,-128.81544460554701,162.74002877428222,10.257787333368912,E,216.32841944539848,0
Married,Christian,US,62.463165546621134,E,C,22.025619086270524,113.21459258920474,-69.94500848702539,D,C,E,D,137.67961742596273,A,D,-59.549410605185216,12.214820969866786,-202.80539521659682,A,-148.36232307185776,1
Single,Christian,UK,-139.53412579626055,C,B,124.82800758384751,33.59589756340724,39.80593516836354,A,A,B,E,-15.037340125137877,B,B,-20.24444095371053,114.32063658786842,-81.9111540059497,C,105.19128810038644,0
Married,Christian,US,-10.74604005957702,A,B,20.191464246092146,-36.5803257493701,47.86188813247958,B,D,E,C,52.124730976581425,E,D,-44.823633390992754,-169.4347678936756,83.1051403221963,C,78.27794617534563,0
Married,None,Brazil,95.58039273462411,C,D,-23.497738967250942,-56.821742683195076,-117.82863958606895,B,E,C,B,-70.83612623929683,B,C,-218.8972746443733,-44.10573077450333,-71.04689745910669,A,-80.54000338736095,1
Divorced,Muslim,Other,19.84980444176284,C,D,77.01692608040523,101.17496940320396,0.7448986975951332,C,E,E,E,-116.59487677354754,E,E,183.7022352887859,208.31862082483767,-71.83541770145571,C,73.84371824580718,1
Widowed,Christian,China,-15.601925467872931,E,A,52.49857386142265,85.77055627455506,23.743275160698982,D,D,C,C,-101.60927640680102,C,B,354.8537127556936,152.33769350299713,76.71828054146691,D,78.28445608238256,1
Single,None,US,-127.03046470667697,D,D,69.91485521982655,-57.94651513285237,150.40927941331373,B,C,E,D,-66.18178285791942,D,D,-42.76876867717077,130.50210891561971,-128.60939040387973,E,203.93279569385396,1
Single,Hindu,Germany,161.1232676389902,B,D,63.401868989820606,68.05192342007904,-174.64930520158072,A,E,B,C,-45.450391512169176,D,B,-43.61120916281422,62.596813310585695,-34.281675120310524,B,-36.89056631028898,0
Single,Christian,Mexico,38.94491645570689,A,A,162.67546998868548,-52.46916981368661,127.73399407507884,C,A,B,B,-48.01261816848258,D,A,48.36159531643985,-49.22700112802759,18.600110343322047,D,3.359842147767239,0
Married,Hindu,Brazil,53.43293435168705,C,C,116.84418237194494,178.3184157772823,-13.66988585194379,E,A,B,A,-103.27781083382995,A,B,33.691880464221384,55.32787774239332,262.33161532756975,D,-38.03711578054469,1
Widowed,Muslim,China,9.664325924197351,B,D,36.461650811020405,-195.0210899980689,14.538170534152636,C,C,B,E,4.788104752620967,D,E,-201.08387904422625,-68.77347304379077,6.983163074415439,C,153.58777523950533,0
Married,None,Mexico,-143.7667541228148,E,B,135.8848790036704,-99.6544778213101,-80.39478527095717,D,C,E,D,-112.74823161019924,E,B,172.65615650251388,81.8395286769738,-7.136422532870086,A,193.35390441354255,0
Single,None,Germany,10.202669079299401,C,E,189.69187140988566,48.99749747766677,-35.255475443928695,B,A,B,B,-47.57247600115629,E,D,22.93230321047468,-265.8638679590272,83.80479223653626,D,-0.6804288757470495,0
Single,Christian,China,-151.45786205868487,D,C,-188.94987029192956,-154.21217797087868,-21.981019588905397,A,B,E,C,-43.85004588950491,D,E,-106.60487291327205,-151.5044410511664,-26.699280852466007,B,-112.43693979984792,0
Divorced,Other,Other,-34.00594127940175,C,D,195.3279383298141,-36.352530826604976,29.69196050408611,E,C,C,C,-76.90588593815035,B,A,59.23519280225706,-109.58312793043628,127.10699607842449,A,-171.60669761258802,0
Divorced,Buddhist,China,3.244687909761644,C,D,103.0933086263942,-57.35090701299954,0.9837982821272486,C,C,C,C,1.427910924555801,D,E,-9.798359163423447,65.02822409496827,15.926245828921424,E,-167.7022569415081,0
Single,Jewish,China,-4.851120110914755,D,C,-317.5766136116336,98.34301902747778,-110.09708678548687,B,A,C,A,131.9995045021984,C,D,-151.5776753649598,-172.24691764396002,20.60532445377118,D,-18.791489023345015,1
Divorced,Muslim,Other,149.16185048367416,D,C,-62.940691951378234,82.03658786473864,1.7868052442656737,C,B,D,A,38.50946160286196,C,C,-51.11976895788302,-6.965117983149281,140.17671014674923,C,-58.00173954700949,0
Married,Jewish,UK,21.919226502975427,A,C,119.49561331600256,41.35175734430334,-97.61933652264817,B,D,C,C,-18.074910719994442,D,C,179.96908022904233,-12.138986759311841,153.5868562286292,D,105.26823502664118,1
Widowed,Hindu,Germany,65.95260143145138,A,A,-81.70094641701601,63.04140324860435,3.347110190630595,C,A,A,D,102.53868683687423,C,E,91.39018201853712,192.54590828725054,-73.1305929116139,A,-12.305267179752539,1
Married,None,Other,-54.62837978962214,B,C,-79.6360307787947,-165.2904734411595,-88.84168390025742,B,D,B,C,-11.276571072814638,B,A,75.81393862295907,133.11943266223076,11.136049675154498,E,-44.13497212486488,1
Divorced,Buddhist,Brazil,-58.816260707499424,B,C,-124.59583320794938,128.56313422192272,-155.72804790581216,C,B,A,C,19.080697968197036,B,E,-46.81602989456237,-170.65672402609803,75.78490428383715,E,105.73370188580553,0
Divorced,Muslim,Brazil,249.68940580642243,B,D,-55.71134870671896,4.715723596929264,80.39041711294192,D,D,D,C,4.696337312036295,B,D,203.5164601965489,-25.77012982690353,-88.32344021141706,C,44.762006171109526,0
Widowed,Other,UK,-33.07717395325487,C,C,-103.52087055940243,83.76463719585205,-102.70345843570443,A,C,E,E,-137.82880275205156,B,B,82.73198688721041,-16.514576758607244,112.30263126533258,C,38.39378990076925,1
Single,Hindu,Mexico,-67.4243062164141,C,B,87.13307667755068,-108.32203205285956,71.01742601374823,A,B,A,E,22.635522029298834,D,A,27.50746785399572,-18.942717523189216,-13.07098070112123,E,108.01912661385005,1
Single,Other,China,17.09941776488623,B,B,-219.61304306850064,-66.94537167991466,-92.93866410187756,E,E,C,D,-64.29193023743342,D,D,-47.67232388138605,-48.66992060375366,152.4621128494961,B,46.52026061807928,1
Married,Buddhist,US,54.3194669401885,D,A,35.70924253243651,18.73530242726477,102.22788483930896,E,E,D,C,-25.864041119695987,E,E,-145.65064853280307,121.17248335859789,-33.72754160804767,C,221.67038728989397,1
Single,Hindu,Germany,-150.47172695588705,A,D,87.72815667195589,-148.1321415277208,64.29664781039175,B,D,B,E,19.49411075580413,D,D,-75.11404914195865,38.84282902395715,14.553125044692647,A,27.46669140508851,1
Widowed,None,US,-74.45936683100335,D,B,-89.54906398656848,-134.74743235452218,-28.788662892712384,E,D,A,D,37.731353320309566,E,B,136.44023285714695,-148.34277414457745,-55.48371351260308,A,80.62015044369878,1
Divorced,Other,UK,-49.94964522201851,D,D,-51.38446903054987,-75.42220999538974,-4.416680862451691,E,B,E,C,0.3982821899394738,E,E,-49.26337196807959,-173.05217465923937,10.414670988978388,D,-173.36354774600863,0
Single,Hindu,Germany,84.86298611625656,D,E,-21.278857350017187,20.3574708433352,-28.656281190368453,B,A,B,E,-104.58386750810315,A,B,63.24257361257314,108.5621234155099,156.27255180134028,D,24.61744271271766,1
Single,Buddhist,Brazil,62.229935823340575,D,A,-66.03139781487774,-4.821223050032148,229.93153361659756,B,D,C,B,85.74279129069694,C,A,3.737816299006827,-223.73475161975227,-136.22194890748872,E,140.28243487630897,0
Single,Other,India,97.21912229950183,D,E,-19.22989669226806,110.46075407962223,-80.46785458482309,A,D,D,A,-148.680500318721,A,D,64.27217876632369,47.56305805272456,164.08672424598737,A,-67.42781467882595,0
Widowed,Hindu,India,-64.57401418716707,C,D,-38.38964273683822,81.69838298303198,-161.2957240361646,C,A,C,E,-130.64614735379706,E,E,286.0475796184978,48.12270752899945,35.561461033918036,C,20.65703485368083,0
Divorced,Other,India,136.22597134969556,D,C,-106.9889368919387,18.51215924209132,-36.412874691416,E,B,E,E,-39.9258504781825,D,A,-4.3862283013784005,-30.853845188452,97.91843983865064,E,-112.70026616086028,0
Divorced,Christian,India,-205.18546628388665,D,A,144.50057675577096,-17.578685154614373,61.59670017074605,C,E,C,A,83.04081428542771,A,A,72.23993408421923,72.58296731414316,91.99823726437266,A,-66.75771969377958,0
Married,None,Mexico,44.36039423904248,E,E,29.162230580102666,10.68216788964513,117.82587198723692,B,E,A,E,50.95826782077485,A,C,-105.05646275032845,-188.03377877442833,9.142495133108753,B,18.825744602887028,0
Single,Christian,Other,-105.7093153154976,D,B,51.74612188868285,-121.25425686316547,97.99505820832115,E,A,C,C,27.051036022627876,A,D,-125.71872365446704,39.77901920379009,-293.03172120017376,E,-106.59866844123181,0
Married,Hindu,UK,-34.222317558605546,D,D,-46.577786468770874,-171.4514934365623,-142.43913708858307,C,C,E,C,-98.94685542597634,B,B,-9.67399948258441,89.6616385568407,-92.48032418918062,D,-67.8054697701408,1
Married,Buddhist,China,-137.6962667493747,C,B,2.9338703959387953,158.2705146844788,133.69833813731702,D,A,B,A,-7.463588333894679,B,C,-54.701347143750766,97.77590695462244,23.89018253068907,C,-22.748144592837928,0
Divorced,Jewish,UK,21.319592293683915,E,B,-1.0051210046202028,13.080545236130991,105.05093558735486,A,B,A,A,-98.18536469704173,B,C,-82.8356133928955,93.24603718538458,154.21876519743637,C,63.012854349064774,1
Married,Buddhist,Germany,60.65691760020895,D,E,-49.10721136697375,-83.6011009411579,-30.221397423766216,D,D,B,A,-201.92588185220507,A,A,-113.42331632222489,90.14949515695038,-39.9449871678892,A,-101.82493244329703,1
Married,Jewish,US,-19.028739515565523,D,E,-101.83074025412908,-23.506260128715294,-28.299201789282584,A,D,C,E,217.39513116888526,A,D,-160.46202913668327,96.25093826154081,22.915967097114017,C,-3.1687696022092497,0
Single,Buddhist,Mexico,-113.45592278530829,A,C,92.11208886389227,22.06492009628485,199.30145301480536,C,A,D,D,49.602152289785955,E,E,4.8739959123095336,182.59792479822926,-121.10767984879504,B,168.74153803989216,1
Single,Christian,Other,-1.951541605923151,B,B,157.09243062494062,-68.87560037476898,178.60432727179335,A,C,B,A,-60.997134038525914,A,E,-39.36748887704607,-123.20575543366294,53.4925523207293,C,-54.54680921270324,0
Married,Other,Other,-52.993068022956855,B,C,-236.9227676588786,-64.96411078179904,46.27427180865786,B,B,E,A,-191.36078185236644,D,E,-119.21825454397069,-65.46618706943545,-7.853173176101433,B,-128.69382152142066,0
Single,Hindu,Brazil,-27.58740949366488,C,C,232.22057752566684,-36.40641722742478,43.814145691672266,E,B,D,A,16.401387672596584,B,B,100.18616203035495,-31.82587808760414,-178.70574760885575,B,-33.490992960018296,1
Divorced,Buddhist,China,-149.11908508595593,C,D,-17.181033493531704,-53.271748936473564,6.293009951203795,A,B,E,E,82.98498558351389,A,A,-68.36029574846954,139.6686207627241,-279.4964452439913,A,70.2825441441429,1
Divorced,Muslim,Mexico,86.72271284972423,E,D,168.74347952449506,-97.25848694232292,-57.897808792814075,D,D,B,B,-41.88754219561363,E,B,-118.57404204169374,130.2688781148704,-70.28416878383516,D,-66.70812608787645,1
Single,Other,US,-164.77339185090196,C,E,58.21675613563016,-87.78218418128596,-28.36683614937696,C,E,A,E,-26.665206211673592,E,B,115.61517219000066,139.83177797019678,-91.57290702430713,A,9.569016063257584,1
Widowed,Other,China,79.69202294084113,C,E,62.78980728435533,-46.025551818623434,113.88432359897578,E,D,A,A,89.092061626754,E,C,7.0746031517814885,26.653577138146627,-92.01915680172498,E,-50.47979299551193,1
Married,Christian,China,25.33832959869621,E,D,24.311727994847782,-7.67909242854444,37.38670613006877,C,E,C,E,50.49686683836323,E,A,29.5099980462131,156.92067692479094,-0.7946626509785429,D,-74.28830817101829,1
Divorced,Hindu,Brazil,-85.91335210434676,E,A,71.81081854516981,-138.95337455079112,-40.905670921493844,D,B,A,B,74.50840562848478,B,D,-69.23351580741411,36.45230049720068,-118.30511745041086,B,142.98283065493854,1
Divorced,Hindu,Other,97.16824205796053,D,A,-25.71375608811448,-14.17280285588787,-55.93060580424017,D,E,D,E,33.38221869260087,D,A,-79.48148587481039,-18.145668674374154,170.75223062359578,C,171.8874261011306,0
Divorced,Muslim,Mexico,74.41842381398767,C,C,44.18394870201574,-158.18053820811812,-7.169475084445259,E,E,A,B,28.966627054413923,A,D,28.832555978307923,-19.864905899294406,-96.17517507544437,B,211.53675794140506,1
Widowed,Jewish,India,-174.43809125396888,E,A,136.67137035742388,-103.27991590995993,35.15961190286486,C,C,E,C,74.36560586165238,A,C,10.152148302097856,-94.80196687102513,119.10972544733119,E,98.03854565118534,0
Divorced,Christian,India,102.7387266337558,D,C,204.99828919884493,2.9395069514316035,131.1494485372126,A,E,B,C,19.400949897374723,D,A,34.10698366433806,54.92436283251201,55.57579685224204,A,14.293522026825617,1
Married,Muslim,US,-45.23057528410446,B,A,89.99052387968464,100.12866990455893,105.07526912000102,D,B,C,D,25.349415048726815,E,A,-162.2629863544417,113.45931508579874,76.82777375878906,C,43.88155724272929,1
Single,Other,US,-79.0013141474089,D,B,87.3681401450351,0.16877330900727489,-26.412991891536482,D,C,D,E,40.613358284056,B,C,-40.533319854194296,10.209415145969563,-25.465527986365093,D,41.988655551882644,0
Divorced,Buddhist,India,161.76328763115373,B,E,204.315455009709,82.65874655100872,32.9863219874381,B,D,A,E,-51.9774229321815,B,C,224.94613464776995,-34.799866840013124,190.5166643803061,A,-45.46545285593468,0
