anos,Race,age_range,Nationality,feature_0,feature_1,feature_2,feature_3,feature_4,target
42,Other,18-25,Brazil,163.22064159411642,D,C,D,D,1
28,Hispanic,26-35,Germany,70.3339517586915,C,E,A,E,1
46,Other,26-35,Germany,63.52042072934564,B,E,D,E,1
42,Hispanic,51-65,UK,43.81794366197039,A,C,B,E,0
66,White,26-35,Germany,-30.337929139811067,D,B,B,B,1
79,Black,26-35,Other,-127.9638740305024,C,A,A,E,0
48,Black,65+,Brazil,-93.1526256872576,D,B,B,D,1
71,African American,51-65,US,-95.53551459722974,D,B,B,B,0
34,White,51-65,India,-4.080961056608526,B,E,A,D,1
53,Asian,65+,Other,-15.113765491465303,A,D,C,E,1
65,Black,36-50,China,183.98989791275164,C,E,A,E,1
69,Other,65+,Other,-10.944283499648142,B,E,B,E,0
30,Other,18-25,Other,170.45347495812572,D,C,E,A,0
55,Asian,65+,Other,95.28014382339404,C,B,A,C,1
42,Hispanic,65+,India,-93.28893672909378,D,E,D,A,1
32,Black,36-50,Germany,-164.73086260995487,C,B,D,E,1
19,Other,65+,Brazil,-223.89029401054955,E,D,A,C,1
32,Asian,36-50,US,-29.75628630554902,B,B,E,A,0
41,African American,18-25,Brazil,-67.11247983209851,A,B,E,D,0
37,Hispanic,36-50,UK,-47.813117781603424,D,C,B,C,1
57,White,51-65,China,97.20572280280894,D,E,A,C,1
73,African American,65+,Other,20.72735430311113,C,D,E,D,0
20,Hispanic,36-50,Other,-72.49978024206945,E,A,B,C,0
71,Other,36-50,Germany,88.48597704229498,D,A,B,C,1
41,Hispanic,51-65,Germany,-47.90385394561007,A,C,E,B,0
48,Hispanic,36-50,China,26.748435403779347,B,C,E,C,0
37,Hispanic,18-25,Germany,-3.425675852705841,C,E,E,A,1
64,Black,51-65,China,85.90855697356521,E,E,B,A,1
23,Other,18-25,Mexico,-80.30453858627486,C,A,B,B,0
37,African American,65+,Mexico,208.70624775388072,A,E,D,E,0
61,Hispanic,65+,Mexico,129.18279909468515,A,A,E,A,0
31,Other,26-35,Other,35.25970643141591,B,A,B,C,1
41,Hispanic,51-65,China,216.58007818845527,B,D,D,B,0
64,White,51-65,India,36.2345095381307,A,A,E,A,0
53,Asian,51-65,Germany,41.75074889670461,E,D,C,D,0
31,Black,51-65,US,18.94918144862956,A,C,C,A,0
47,Asian,51-65,Mexico,101.22548655066808,C,C,D,A,0
77,Asian,36-50,India,114.62628647531912,E,C,E,E,0
74,Asian,65+,China,-60.596282656259326,E,D,B,B,0
33,Black,26-35,Brazil,-88.62415613181732,E,B,B,E,1
71,Asian,51-65,Germany,44.34763020080631,B,B,B,E,1
45,Asian,65+,Other,53.43698094282083,D,E,C,A,1
70,Hispanic,26-35,Other,-93.34704521298073,E,E,D,B,1
54,Hispanic,18-25,Germany,-12.982901877302124,C,E,A,C,0
37,Hispanic,65+,Brazil,67.26458625096014,A,C,E,A,0
67,White,65+,US,129.22080289794934,C,E,D,E,1
34,Asian,18-25,US,-112.153173371083,D,B,C,B,1
77,Black,65+,Mexico,-84.40216721368647,A,E,B,C,0
25,White,26-35,India,121.34452888524656,C,B,E,E,1
74,Other,26-35,Mexico,36.409233448310076,D,B,E,C,0
21,Hispanic,65+,Mexico,55.03341528221394,C,C,B,C,0
23,Black,36-50,India,237.70597192591904,A,B,D,A,1
40,Black,65+,China,134.30964764122456,A,B,D,C,0
31,Asian,26-35,Mexico,-77.4243956312761,A,B,D,D,1
58,White,18-25,Germany,14.21497558457489,D,A,B,C,0
32,Other,18-25,Germany,-62.17064088613774,B,C,E,D,0
71,Black,26-35,India,132.47590643362003,C,B,E,B,0
34,Black,18-25,UK,-83.20151663855552,D,A,C,E,0
28,Other,51-65,Other,55.65915351752769,B,C,A,B,1
58,African American,36-50,China,23.801767812241806,B,D,A,E,1
67,Hispanic,18-25,Germany,-24.333215563499145,E,B,B,C,0
78,Black,26-35,Mexico,50.53867007294447,D,C,D,A,0
55,Hispanic,65+,Brazil,4.674365633378461,C,D,C,D,0
57,Other,65+,Mexico,-72.20011539882371,C,C,D,A,0
43,Asian,51-65,Other,7.899751267273972,E,B,B,D,0
29,Asian,36-50,Germany,38.82806402610598,A,A,B,A,1
22,Other,51-65,Germany,-176.98266694140966,C,D,C,E,1
70,Hispanic,18-25,Mexico,-128.38462482228493,E,B,C,E,1
57,Black,65+,Brazil,-7.446221459629072,A,E,D,A,0
53,African American,26-35,Mexico,-12.66686536530053,E,B,C,B,1
26,Asian,26-35,India,-69.12232805480976,C,D,D,E,1
63,Other,36-50,India,110.46899020503922,E,E,D,A,1
46,Asian,65+,Germany,100.6666854169119,A,A,E,B,0
21,Asian,36-50,UK,-69.23027601342405,E,A,A,A,0
46,African American,51-65,UK,-3.000345306239217,C,A,B,D,1
60,Black,65+,India,18.00357946412208,E,A,C,D,0
38,White,65+,UK,26.357795767523406,C,B,D,E,0
70,African American,18-25,UK,41.75910781585176,C,A,C,B,0
54,African American,51-65,UK,-44.76157896704139,C,C,C,C,0
57,Asian,26-35,India,130.01226936951414,C,E,C,D,0
71,Other,18-25,US,80.95662775632532,C,A,E,C,0
42,Hispanic,36-50,US,-160.97197129334495,D,B,E,A,1
64,Other,18-25,Other,14.776636164214196,A,E,C,E,1
60,Asian,26-35,Mexico,112.41885091554487,E,C,C,A,1
78,African American,51-65,India,70.67369229501014,A,A,D,B,0
42,White,36-50,Germany,45.318612125656,B,D,A,D,0
50,Asian,36-50,Other,141.69235585851789,E,A,C,E,1
37,Asian,26-35,Mexico,61.88732507359936,B,C,D,E,1
44,Asian,26-35,India,-87.71806049969442,E,B,D,D,1
29,Black,18-25,India,41.46930109734272,C,D,D,C,0
52,White,26-35,Brazil,-79.9663730624628,A,A,E,C,1
46,Asian,36-50,Germany,-29.96438297548653,A,C,C,C,0
41,Asian,18-25,Other,122.29488442994145,E,E,B,E,0
74,White,51-65,Germany,-76.65999301063093,C,C,C,C,1
43,African American,26-35,Germany,-2.563654961806626,D,E,E,E,1
35,African American,18-25,US,-19.310103234251716,D,C,E,E,0
72,Asian,51-65,Brazil,-13.922914763927707,B,B,A,B,0
52,Hispanic,36-50,China,15.267832263984104,A,A,C,E,0
41,African American,18-25,US,89.82062898811681,B,E,C,A,1
28,African American,36-50,Other,20.854240580653574,B,B,B,A,1
64,Hispanic,26-35,Mexico,69.12656730952921,B,A,D,C,0
58,Black,18-25,Other,26.713957242517118,D,C,E,C,0
20,White,36-50,Germany,57.805404325947364,B,D,E,C,1
38,White,18-25,India,99.78412934587502,C,B,A,E,0
79,Black,26-35,Germany,15.078018165340373,A,C,E,D,1
78,White,26-35,Brazil,6.890212441300301,B,B,D,A,0
25,Black,26-35,China,67.78996528280906,B,D,E,D,1
41,White,18-25,India,-206.2640622090376,A,E,B,C,0
20,Hispanic,26-35,Brazil,160.4289035984163,D,A,E,A,0
48,Hispanic,18-25,US,20.02848195314922,E,B,C,B,0
79,Hispanic,65+,US,-81.6207390988958,D,B,C,D,1
64,Hispanic,26-35,Other,-68.17632533212314,D,D,E,D,0
43,Black,26-35,China,-107.72109866078206,A,D,B,D,1
69,Other,26-35,Germany,40.261158120779825,E,C,D,B,0
55,African American,36-50,UK,14.477177703686298,E,D,B,B,0
57,Hispanic,51-65,Other,-146.3504348190762,A,E,C,C,1
32,White,26-35,Mexico,37.89634800922055,B,B,A,A,0
19,White,18-25,China,93.14451507727989,B,A,A,B,1
48,Hispanic,26-35,Germany,-34.429145804500074,B,B,B,B,0
54,White,36-50,US,-107.91509975829942,B,C,B,C,1
54,African American,18-25,Germany,-35.873075141771274,D,D,C,A,0
47,White,36-50,UK,81.54004185530873,E,D,E,B,1
46,Hispanic,26-35,India,-258.2474573875141,A,D,E,E,1
61,White,51-65,Other,39.76513926710034,C,C,C,E,1
65,Black,26-35,India,106.4027072342772,B,B,A,C,1
61,Asian,18-25,US,-109.24727934631429,D,D,C,B,0
26,African American,51-65,US,28.282064491371443,A,E,E,E,0
50,Black,26-35,Other,36.86350591620668,A,D,A,E,0
27,African American,51-65,Mexico,174.17909632750445,C,E,A,D,1
55,Other,18-25,Mexico,-122.75530797964859,C,C,E,C,0
74,African American,26-35,India,-80.2996319755808,D,A,B,B,0
77,Asian,51-65,Other,20.28904089005314,D,E,A,C,1
78,Asian,26-35,Mexico,-22.054669616736675,D,E,D,E,1
70,Hispanic,36-50,Brazil,-131.62259335283133,C,C,E,D,0
34,Asian,26-35,Mexico,70.37574322405928,A,C,C,A,0
77,Asian,51-65,India,-172.45725193641184,A,B,A,A,1
77,White,65+,Germany,-51.16978053244261,E,E,D,E,0
60,Other,51-65,China,22.16449014162682,D,C,C,C,0
64,Hispanic,51-65,Germany,-52.2218781416563,D,B,B,B,1
57,Other,51-65,China,-100.99817725014468,D,B,A,D,0
65,Asian,36-50,Brazil,-13.274761318792935,C,E,E,B,1
73,African American,65+,Mexico,4.636158378826151,A,C,D,B,1
40,Asian,65+,Brazil,104.2952188510184,E,C,C,B,0
19,White,36-50,US,17.512321954778997,A,E,B,B,0
72,Other,51-65,China,42.354501555466314,A,D,C,E,0
52,Other,18-25,Other,-195.16997135394945,E,A,D,C,1
75,Black,26-35,Germany,107.60126004724204,D,B,A,B,0
55,Black,26-35,India,28.25556435979505,B,E,B,E,0
41,Black,26-35,Other,171.49094744624733,C,A,E,A,0
18,Hispanic,51-65,US,64.70171674334217,C,D,E,B,0
49,Hispanic,36-50,UK,12.073948992285121,B,B,B,E,0
25,Other,18-25,Brazil,-65.29553898176876,D,A,B,E,1
42,Asian,18-25,Germany,8.967234318391869,C,C,A,B,1
33,Asian,36-50,Other,-28.476402092744557,D,D,E,B,1
21,White,18-25,Mexico,-142.7123616993025,C,D,B,C,1
47,Asian,65+,Other,-43.92766466462754,A,C,D,A,0
29,African American,18-25,China,-141.03758566663583,B,E,E,E,0
79,African American,36-50,Mexico,-1.8882654778063723,D,D,C,A,0
58,Black,36-50,Mexico,-29.42484525174714,D,D,B,A,1
68,Other,36-50,Germany,-150.11407927994117,D,A,B,D,0
70,Black,18-25,Germany,-104.54894903431584,B,E,B,C,1
49,Hispanic,51-65,US,134.34233306377325,A,B,A,D,0
40,Black,36-50,China,-9.368890376329153,C,A,A,B,0
69,African American,18-25,US,24.310151437470257,E,C,C,B,0
64,Asian,65+,China,24.339309682579437,C,A,D,E,0
30,Other,51-65,US,-35.73989739590896,E,C,D,A,1
62,White,26-35,Mexico,30.254787077870375,D,E,B,E,0
46,Black,51-65,Mexico,30.753532981078486,D,A,E,B,0
36,White,51-65,India,29.1732459218549,B,D,B,E,1
69,Asian,51-65,US,-62.573245995695004,D,B,C,A,1
20,Other,65+,China,5.835441408627857,C,D,A,B,0
64,Other,26-35,India,89.18372682273187,D,E,C,A,0
26,African American,26-35,US,11.451889431242057,A,A,E,C,1
77,Black,65+,Germany,53.3095621833521,E,B,D,A,0
72,African American,18-25,Brazil,-77.76813084542368,B,E,E,A,1
59,Hispanic,36-50,US,-99.4096633501603,A,E,E,E,0
79,White,65+,Mexico,201.31660032010637,E,C,B,B,1
30,Other,26-35,UK,231.50469044374083,D,A,B,A,1
53,African American,36-50,UK,-249.70121939586107,E,E,E,C,1
77,Hispanic,26-35,US,82.835640056726,C,E,D,C,0
35,Other,36-50,Brazil,-48.437938570586795,E,A,E,A,1
36,Asian,36-50,India,-31.612364103237518,B,E,A,D,1
38,Hispanic,36-50,Germany,-63.91890505089559,D,E,D,E,0
67,Other,18-25,Mexico,-65.3937157029106,D,C,E,A,0
35,Hispanic,65+,Germany,-113.19979367036541,E,B,A,D,0
44,White,51-65,Other,-48.751651936623695,C,E,A,E,1
56,Other,26-35,India,-340.2794747369185,C,C,A,E,1
22,African American,26-35,Germany,-29.120260017065945,D,A,A,C,0
39,Asian,26-35,Other,-99.983789477151,E,C,A,E,1
50,Hispanic,51-65,Other,91.2798453128081,A,C,D,E,1
39,Hispanic,65+,Brazil,-88.49503410749446,D,A,A,E,1
67,Asian,36-50,India,-84.85557771487098,D,C,E,B,1
34,Asian,65+,US,26.499141361666684,B,E,A,D,0
50,Asian,65+,China,-29.84396524010554,E,E,E,A,1
54,Hispanic,26-35,Brazil,78.89611189304179,E,D,D,D,0
21,Hispanic,18-25,Germany,-21.74385347576716,C,B,B,A,1
20,Hispanic,51-65,UK,-73.5458337502474,C,D,B,C,0
67,African American,65+,UK,41.09082783544601,B,D,A,B,1
42,Asian,18-25,US,130.9732965164115,D,A,C,A,1
49,Black,36-50,India,25.42355833243708,D,B,D,C,0
59,Other,18-25,China,18.1198813228076,B,D,E,C,0
38,African American,65+,Germany,111.83077680801598,A,D,A,E,1
64,African American,18-25,Mexico,-7.353227328672903,E,A,D,B,1
28,Hispanic,18-25,Brazil,52.062584212823424,A,E,D,E,1
41,Hispanic,18-25,UK,-84.76694560744845,E,C,C,B,0
24,Black,26-35,India,85.7520002587172,E,A,C,B,0
77,African American,18-25,India,114.70608593218441,E,E,E,A,1
36,Other,65+,India,-93.679106883325,A,B,C,E,1
43,Hispanic,65+,China,-132.91369183894125,A,D,B,A,0
19,Black,65+,Brazil,-86.65343621458038,D,A,A,B,0
61,Black,51-65,China,-77.02480462725221,B,D,E,B,1
22,Black,51-65,Other,1.2302913764286934,B,A,A,A,1
45,Black,36-50,India,127.87229277558158,B,D,E,B,0
21,Other,18-25,Mexico,0.4373051026965832,B,D,B,D,0
73,Black,18-25,China,-163.2713968055413,B,E,A,E,1
67,African American,51-65,Mexico,174.09250121417662,C,C,A,A,0
29,African American,36-50,China,90.63999796123552,C,A,A,C,1
72,White,65+,Other,130.48817828850287,A,A,C,C,1
56,Black,18-25,Other,-72.7319319750951,E,B,A,C,0
41,African American,36-50,UK,-37.7776556931498,A,C,E,E,1
72,Other,18-25,Other,-25.31048779304228,E,A,C,D,1
35,Hispanic,36-50,UK,-129.53376004234715,C,B,E,B,1
36,Black,36-50,UK,-208.3409005750775,D,E,A,E,1
63,African American,26-35,US,-39.661012195762765,C,E,D,D,1
55,Other,26-35,UK,18.006139805610413,C,C,D,A,0
50,Asian,51-65,Mexico,-74.1175472139803,E,D,D,C,1
77,Other,51-65,US,-162.15893183771624,B,A,B,D,1
71,White,65+,US,-80.05336640124905,E,B,E,B,0
45,White,26-35,Brazil,25.47434192022402,B,B,E,C,0
71,Hispanic,18-25,Mexico,167.25601323079383,D,C,E,C,1
51,White,51-65,Brazil,77.76794546568289,B,E,D,D,1
79,African American,36-50,Brazil,6.018103548156074,D,B,D,C,0
75,Black,26-35,Other,274.975522826359,A,B,C,C,0
38,Asian,26-35,Brazil,87.94078769543479,C,E,D,D,0
44,African American,65+,Other,-200.6882895160488,D,B,C,A,0
73,African American,51-65,UK,17.488954053781065,D,B,B,A,0
38,African American,65+,Mexico,-0.15762014110056025,A,B,E,C,1
41,Black,51-65,Brazil,20.747431570459337,B,A,C,E,1
38,African American,65+,India,-47.78340134488045,B,D,A,A,1
25,Black,51-65,Germany,26.29975921872897,D,B,D,E,0
45,White,65+,Mexico,154.3681705282054,D,A,D,E,0
32,White,36-50,Other,-14.800039961375786,A,A,E,A,1
49,African American,26-35,Other,92.6600161082714,A,C,E,B,1
21,White,65+,US,-28.78423231143007,B,B,D,E,1
74,Asian,65+,UK,233.528090383524,C,B,B,A,1
38,White,51-65,China,-114.78007788443685,C,D,E,E,0
64,Black,26-35,US,283.2466604860565,D,A,E,D,1
39,African American,65+,Brazil,12.101224177115336,A,C,B,A,1
40,Asian,26-35,Brazil,199.33793645183817,E,A,B,A,0
45,African American,65+,US,-81.57998260226088,C,A,E,C,1
26,Asian,65+,UK,-48.52707502703391,A,A,A,D,0
67,Black,51-65,US,-129.8186544443943,E,C,C,B,1
73,White,36-50,Mexico,-118.57368380059958,A,A,D,D,0
32,Other,26-35,Other,21.90892548191546,C,C,C,E,1
63,White,36-50,Brazil,25.269436870381735,D,E,E,B,0
66,Other,51-65,UK,-27.333337150290184,C,E,E,E,1
42,White,26-35,India,66.52080479720348,E,E,D,A,1
27,Hispanic,26-35,Brazil,16.039502372761586,D,C,B,A,1
78,Hispanic,26-35,Other,-5.062093619547856,D,D,C,C,1
25,Asian,18-25,US,6.969821021148662,E,A,C,E,0
61,Asian,18-25,US,-7.594627981624728,E,D,C,C,1
34,African American,36-50,UK,42.61981305530016,D,A,C,E,0
61,African American,36-50,Germany,-116.10601957830985,C,D,A,A,1
68,Asian,51-65,US,61.56215539244524,A,A,E,B,0
48,Other,36-50,Germany,123.94650282912703,E,B,D,C,1
46,Black,18-25,UK,-88.87548198864089,B,A,E,E,0
77,White,26-35,Mexico,-79.3106225407832,E,C,B,B,0
56,Asian,26-35,Germany,-136.2101646760347,A,C,C,B,1
61,African American,36-50,India,-1.2210468481418013,E,A,B,B,0
69,African American,36-50,UK,-174.21320640832062,B,A,D,A,0
22,Other,26-35,China,-159.5683478694663,A,B,D,D,1
51,Other,26-35,US,-91.58575014135336,C,A,E,B,1
70,Other,26-35,India,34.619152416190865,D,B,B,E,1
28,Asian,65+,Germany,132.2561798457465,C,A,B,B,0
49,Black,18-25,China,288.43960664632647,B,A,B,A,1
45,Asian,36-50,US,-109.93881172854651,C,B,A,E,0
63,Asian,18-25,US,39.006487195129836,E,B,E,C,1
67,Hispanic,65+,Mexico,-5.054328625530284,A,B,A,E,1
46,Asian,65+,China,38.51019620244876,D,A,E,A,1
35,White,36-50,India,43.3367458920535,B,A,C,A,1
71,African American,51-65,US,30.225250057705754,E,E,C,B,1
37,Other,18-25,US,198.40119228800435,D,B,E,B,1
42,African American,36-50,Other,-41.80339865196475,B,C,B,D,1
37,Black,36-50,Other,-1.8041033448145176,C,C,D,D,1
51,White,36-50,Other,-32.922746152778274,A,D,D,D,1
77,African American,36-50,US,174.54716951772,A,A,D,E,0
19,White,36-50,India,-59.81696171920291,D,D,A,C,0
19,Black,26-35,India,-125.70946536137643,A,E,D,D,0
63,Asian,18-25,UK,-59.81918794909006,C,D,C,E,0
49,White,51-65,UK,-177.12080505055965,C,D,D,B,1
72,Hispanic,65+,Germany,84.22723994516559,C,B,B,B,0
63,Asian,36-50,Brazil,7.985738285265064,B,D,B,C,0
36,Other,18-25,UK,142.5357257169142,E,B,E,E,0
52,Hispanic,26-35,China,-66.21296145442419,A,C,C,B,1
35,Asian,65+,Mexico,76.42264242876227,D,E,B,A,1
54,Hispanic,65+,India,-95.18783684838674,B,A,D,A,1
76,African American,26-35,Mexico,-24.431996725855576,B,E,A,E,1
67,Black,26-35,US,-12.984143341695317,B,E,C,B,0
73,Black,26-35,India,-29.064984086224772,C,E,B,E,1
20,Hispanic,51-65,Brazil,48.48934491304445,B,D,C,D,1
50,Other,26-35,China,14.460063204693451,B,B,B,B,0
34,Other,36-50,Other,2.451839424511089,D,B,C,D,0
41,Other,65+,Mexico,210.40214398079078,C,C,A,E,0
26,White,36-50,US,-2.6978273130402664,B,C,C,E,0
32,Black,36-50,Other,-198.5324454455109,E,A,D,B,0
70,Other,26-35,Mexico,13.785732416555737,A,B,C,B,1
25,Black,51-65,India,4.107910395828576,E,E,D,A,0
78,African American,65+,UK,12.120057712146634,E,C,A,B,1
75,Hispanic,51-65,Brazil,143.01116509946985,E,B,A,E,1
34,Asian,18-25,Mexico,-53.022712277238284,D,A,B,B,1
36,Black,26-35,China,-24.363905291031625,A,C,C,D,1
44,Hispanic,26-35,US,-51.97897786128923,E,C,E,C,1
43,White,51-65,Mexico,77.5454161748656,D,A,D,A,0
19,Other,26-35,India,-128.17515290216878,E,E,E,C,0
68,African American,18-25,UK,-35.16479816932284,D,E,C,B,1
41,Hispanic,36-50,UK,16.393652146168925,B,C,A,E,1
48,Other,18-25,Mexico,2.284081147272509,D,A,A,B,0
59,Hispanic,26-35,Brazil,62.70094264660315,D,D,C,D,1
67,Black,18-25,UK,-94.13568453928836,A,B,A,E,1
42,Hispanic,26-35,Mexico,-44.505898719314054,D,D,D,C,1
20,Black,36-50,Germany,34.26778099087099,C,B,E,C,1
73,Other,51-65,US,74.6820967914697,B,C,C,A,0
52,African American,65+,UK,-71.89060203022652,B,D,A,E,0
44,African American,18-25,India,29.301393059749113,D,E,A,A,0
29,Black,36-50,Mexico,113.52033139438727,D,A,D,A,1
49,Hispanic,51-65,China,97.20142476846331,D,D,A,B,0
74,White,36-50,US,-19.921435579250073,D,B,B,B,1
51,Black,26-35,US,93.16585012866989,A,A,A,A,1
32,Hispanic,65+,Other,73.97571889921547,C,A,B,C,1
69,White,65+,Brazil,134.90768419790652,A,E,A,C,0
31,Other,65+,Mexico,-166.40119265581362,C,B,E,D,1
49,Hispanic,26-35,China,-1.2879035857422256,C,E,E,E,0
37,Black,36-50,US,-98.49295540648212,C,D,E,B,0
36,Hispanic,51-65,US,8.751618460998383,C,D,A,D,1
72,Black,65+,US,30.000247378736923,C,A,A,E,0
51,Other,26-35,India,-64.5407775949167,C,E,C,A,1
48,White,65+,US,3.04984633885005,D,C,A,E,1
52,White,51-65,Germany,189.19449135640704,B,C,B,B,0
69,White,51-65,India,30.897319279580643,A,A,D,C,0
50,African American,18-25,US,230.78701909248966,D,B,D,D,1
46,Black,65+,China,-114.71716479350296,D,C,A,D,0
28,White,26-35,Other,-78.38742886143831,A,B,D,C,1
42,Other,65+,Germany,-124.55538422359713,E,D,B,B,1
56,Other,51-65,Mexico,-152.8817356515493,D,A,C,D,1
24,African American,26-35,India,190.39854265901843,D,D,D,D,1
31,Asian,36-50,US,88.70437156625616,C,D,C,C,1
43,White,65+,Other,-218.981999880873,B,E,C,E,1
41,Asian,18-25,UK,-56.8672455049114,A,D,E,C,1
56,White,36-50,US,34.98573291723254,A,C,E,D,0
64,White,18-25,China,73.72061230940159,A,D,D,B,0
27,African American,18-25,Brazil,-108.86289061187593,C,A,B,D,0
27,Black,36-50,UK,29.321190059150542,B,C,B,D,0
21,Hispanic,36-50,Brazil,-116.20144358137465,E,E,E,A,1
21,African American,36-50,China,12.058329555818563,D,A,A,E,0
35,Hispanic,65+,Germany,-55.19047019073996,E,A,B,A,1
36,Hispanic,36-50,China,68.2017889003089,A,E,A,A,1
38,African American,65+,UK,154.89169914976202,E,A,C,A,1
19,White,65+,Brazil,-95.46199330465497,D,E,A,C,0
36,Black,18-25,UK,-74.25578144501056,B,E,C,C,0
70,White,51-65,Germany,76.48259536614754,B,A,E,C,0
29,Black,51-65,UK,-53.57940214649766,C,A,C,C,1
70,Other,18-25,Brazil,-74.90406415900378,E,C,E,B,0
68,Black,18-25,UK,33.20204795041969,C,C,C,E,1
62,Asian,36-50,Brazil,48.20039912790025,E,B,B,D,0
73,Other,18-25,China,19.26111446741123,C,E,B,A,0
78,Other,36-50,Mexico,45.63367596325489,B,D,C,E,0
41,African American,26-35,US,-138.60213624617197,C,D,C,E,0
55,Asian,36-50,Mexico,-193.994019577464,C,D,A,A,0
53,Asian,18-25,Other,104.86274376974289,E,E,E,D,1
18,Hispanic,26-35,US,82.74460961073389,B,E,E,E,0
42,African American,18-25,Brazil,-132.3552588335181,A,E,E,C,0
42,Hispanic,65+,US,109.45684517170446,D,D,E,A,1
52,Asian,51-65,Brazil,87.5172811996354,D,A,A,D,0
40,Asian,18-25,UK,-217.50797684375863,C,B,E,B,1
65,White,26-35,Other,90.3525397290871,E,A,D,E,1
67,White,51-65,UK,23.08777672718363,C,C,B,E,0
45,White,36-50,Germany,-67.41193010383064,C,B,B,D,0
48,African American,51-65,China,-124.89562853533154,A,E,E,C,0
43,Other,51-65,Mexico,-38.08292242882085,D,D,E,C,0
71,Other,65+,India,-34.062579745682214,D,B,B,C,0
25,Black,51-65,India,66.34067120685853,E,B,B,D,1
20,Hispanic,18-25,India,-66.93289575190748,C,E,E,A,0
56,Other,51-65,Mexico,157.56286009635286,C,E,A,A,0
54,Other,51-65,Brazil,-178.07678523995625,B,B,B,B,0
19,Black,36-50,UK,-132.5342807915771,D,D,A,D,1
28,Hispanic,65+,India,25.215243957790967,D,D,E,D,1
70,White,18-25,Other,155.61191606421156,A,E,C,A,0
63,Asian,36-50,Germany,2.5527020669920164,C,B,C,C,0
26,Asian,26-35,UK,21.046795642891418,E,B,A,C,1
22,Other,36-50,Mexico,12.85903031057061,E,E,C,A,1
27,Asian,51-65,Other,-52.71483514996495,D,E,A,A,1
70,Asian,65+,Mexico,-129.99472841377658,B,E,D,D,0
67,White,26-35,China,19.672990683323842,C,C,C,B,0
30,Asian,36-50,China,126.71875770987992,E,B,C,E,0
64,Black,18-25,US,-8.42751745126296,D,A,E,C,1
51,Black,65+,Mexico,-98.22031528038738,D,A,A,E,1
23,Asian,65+,Other,53.444053812986915,D,C,D,C,1
57,Other,18-25,India,125.29636870472432,A,B,E,B,1
59,African American,36-50,Germany,40.56974485718685,D,B,B,B,0
35,African American,65+,Mexico,237.54316901168565,D,A,C,A,0
21,White,18-25,China,72.76096816360167,D,B,E,A,0
62,Hispanic,36-50,UK,-86.88182455608019,E,E,B,D,0
29,Black,26-35,China,-135.54991565022976,C,E,B,C,0
47,Hispanic,26-35,Germany,256.3284136096163,C,B,E,C,0
51,Black,26-35,Other,-37.00445096321506,C,A,B,D,1
42,Other,65+,Other,67.06369603449144,C,D,B,C,1
24,White,36-50,UK,-121.71767213045648,C,A,D,D,1
78,White,36-50,Mexico,-113.33213333791994,E,A,A,D,1
26,Asian,18-25,India,-5.147344476693628,C,A,D,B,1
35,Asian,18-25,US,23.593299775617027,E,C,D,A,1
36,African American,65+,Mexico,53.81102460404546,A,E,B,C,1
23,Black,18-25,UK,186.07971442354224,E,A,B,D,1
30,African American,18-25,Mexico,-208.10161780019584,A,E,D,B,1
36,African American,18-25,India,-178.38969278445998,A,B,D,D,1
55,White,36-50,Germany,56.34551994696967,C,D,E,C,1
23,Black,51-65,Brazil,-7.348797499221388,D,C,E,D,1
20,Asian,51-65,Other,-106.49376541863538,A,B,E,E,1
75,Black,26-35,India,78.8093794318089,B,A,A,B,0
68,Other,65+,Brazil,141.42537001886936,B,E,A,A,1
46,African American,65+,Germany,42.54093851423203,C,D,B,B,1
75,African American,18-25,US,-59.65181653662383,C,D,B,C,1
22,Asian,65+,China,-2.6703836805130643,D,D,C,E,1
22,White,26-35,US,-46.62970061181773,D,B,B,E,1
59,Hispanic,51-65,US,-148.37177867191988,A,E,A,E,0
24,Asian,65+,Mexico,-138.59052021498422,D,E,E,A,0
32,Other,65+,Germany,-72.77032533476986,B,C,E,B,1
49,Hispanic,36-50,China,-118.68804113059429,D,C,A,A,1
18,Other,36-50,UK,67.37826995369417,A,A,B,E,0
79,Black,51-65,Mexico,98.93983438260362,D,B,A,B,0
40,Hispanic,26-35,India,-57.278390629763486,C,D,A,E,1
24,White,18-25,Other,-45.679610346457366,D,C,B,C,1
43,Hispanic,26-35,Brazil,-12.2317310276371,D,A,E,C,0
59,Other,36-50,Mexico,-22.750157795620417,A,A,E,D,1
44,African American,18-25,Other,38.44997926883565,E,C,C,C,0
78,White,18-25,China,-79.87214272197465,B,B,D,D,1
65,Hispanic,65+,Brazil,-151.51100172966932,A,B,D,C,1
78,Other,65+,Brazil,-53.99124481432528,D,B,D,C,0
73,Hispanic,36-50,Germany,103.22895534566501,E,C,D,A,0
46,African American,51-65,Mexico,2.8818666630237915,E,B,B,C,0
21,Asian,26-35,Germany,146.39310519978125,D,B,D,E,0
62,Hispanic,51-65,UK,105.84746625882502,C,C,D,D,0
68,Hispanic,26-35,Mexico,-41.20198878117226,B,D,C,C,1
72,Other,18-25,UK,75.36573619352069,E,D,E,A,1
53,Black,26-35,Mexico,-74.08692094618567,C,E,A,A,0
39,Black,18-25,Other,-1.4243518008441263,E,A,B,E,1
34,Asian,65+,Brazil,-30.531218160322148,E,C,C,D,0
46,Asian,51-65,Other,148.97053811520578,B,C,B,E,0
45,Hispanic,36-50,Other,30.894410948055633,E,A,A,A,1
