disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
None,E,-102.27207305058863,-27.075192792307394,E,-158.7593623189279,C,A,0
Yes,A,-0.49325674405537695,111.8190352279593,C,-42.255379127216244,C,D,1
Physical,D,39.36197399920682,5.488889357654257,B,-58.580776585341575,B,E,0
Mental,B,-41.871057036203666,86.17729448925826,B,-78.37121311471478,A,A,1
Physical,C,154.9310625758048,-62.551560446962505,C,-57.7262581633944,E,C,0
Mental,D,9.233043460691118,-195.85154204147574,A,-24.970984334619352,D,A,1
None,E,-45.04918018103829,163.63647606955436,A,-139.49817222269033,D,B,1
Mental,C,-85.50068019445614,-181.71187807374992,E,-46.208940076509975,A,B,0
Mental,C,-15.293769915979558,5.736759322069722,B,59.9175432563156,E,A,0
Both,C,-120.78995235001682,-18.41698953711937,E,-79.24889333081454,B,E,1
No,C,-218.07277793903089,-22.051904176734226,C,164.9009403225225,B,D,1
Mental,A,122.3448756400348,72.21715388086753,A,32.308206268942705,A,A,1
Both,C,-56.18150105518633,6.345744280115993,D,83.4048207502851,B,C,1
Physical,C,77.35604431363876,-252.24900766174727,A,81.5649577942902,B,B,1
None,C,9.985812845920645,273.5691307095498,E,-62.61337771566545,E,B,1
No,D,97.83424453652013,-53.430199594042904,B,82.84791002374229,A,B,1
Physical,C,48.68059616764701,-22.258675539619464,C,8.136756588473197,D,E,0
Both,E,157.25590630043317,-86.91585759506025,E,18.51027895357244,C,D,1
Physical,E,-120.63069616188396,-38.17373344075129,D,-11.511799251191118,B,E,0
None,A,-37.36151771011931,-41.04487852323483,A,-88.65598094243856,A,A,1
Both,C,128.289349824489,-207.3944153096837,E,121.32055807992452,A,A,0
None,B,78.89573336556901,-82.71407766163102,B,67.64070784317533,A,E,0
Physical,B,77.79974609307494,-97.81135587300768,B,67.68308038832764,C,A,0
Yes,B,-68.65682025979353,144.35234234670352,C,-56.53369417745301,C,C,1
Yes,C,134.54498728532025,84.24655971625066,A,-44.057016422812936,C,D,1
Mental,A,-95.67236935305573,60.077001384968284,E,99.83473359401478,E,C,1
Physical,C,-24.234343190601557,-6.032083030093048,A,80.94993448146256,E,C,1
Both,D,152.90645892566565,-5.35038030857552,B,-40.27734156095721,B,D,1
Both,D,-82.6495913136276,96.21125280003436,D,-18.399109997746066,D,E,0
Physical,B,-0.22295436685419748,94.053327529396,D,-140.18169790320826,E,B,1
Yes,C,-209.0595214245131,48.829231895836415,A,132.97315838590154,A,B,1
Mental,C,-101.36449754877066,-125.67848707475405,E,-76.48441568900478,A,D,0
None,C,74.74312284164584,136.07657361551512,B,-2.7866133541689675,E,D,1
Yes,D,97.15955670480264,12.388093899002671,A,182.10399455677714,B,B,1
No,D,5.79824752116751,37.486789268404245,B,14.471134946651217,E,E,1
Both,A,-141.4110763215284,14.776755816051656,A,-130.63481056628618,D,C,1
Mental,A,0.4355757771131566,73.30497068247789,E,58.691588738156476,D,C,0
No,B,-52.30275787634088,-0.5291533373781162,A,-23.5127614958785,A,C,0
Mental,D,152.18568092653038,17.86611969647168,A,39.79946433201649,B,C,0
Physical,A,-65.00796923879719,-29.63560394705203,B,-48.84032290289259,A,B,0
None,E,53.67073239970407,115.12533285909643,C,51.907516949501485,C,C,1
Yes,B,92.01587452720665,-103.72630470970951,B,-17.05049917490652,A,C,1
Yes,A,-109.57599366867126,-58.03722038984067,D,122.63229860595612,B,D,0
Mental,A,43.38718399575908,-23.958659793604717,E,-10.830079552420775,C,C,0
Mental,D,1.840775329337205,55.51578488743426,D,-80.34384388473946,D,D,0
Both,A,-173.29575581611476,-82.13263156679595,D,35.70294681806893,E,A,0
Physical,C,-47.49956077383179,21.048523207267024,A,-229.4528075378233,A,E,1
Yes,C,133.06502842411896,-181.44295598566393,C,16.044767294328498,E,C,1
No,E,3.7080404716583444,-131.0271636869582,D,-10.979139759493707,A,A,0
Yes,D,-81.2050971177403,75.2601741022228,C,-9.98504749558409,E,E,0
Both,A,-8.852832732752088,-76.37716705868694,A,-56.834175022068386,B,E,1
Mental,D,-144.24459115644493,-170.96076657866513,E,134.37875417790355,A,A,1
Both,A,-175.73481412751016,209.19226871065075,C,51.24488277691939,A,D,1
Physical,A,-24.598080614009607,-280.1068227121839,D,121.16943010590431,A,A,0
Both,C,-35.34114686813647,141.4419550450098,C,22.8888022524985,B,A,0
Mental,B,26.821090672104987,-24.163335383586055,C,10.756908266563158,D,A,1
None,D,-104.01837426487359,35.15412118617214,D,198.445034978355,C,A,1
Mental,A,6.799623160219726,192.77604375343594,E,55.730062301719116,E,B,1
Mental,D,-98.28586641710608,-125.83623032253739,D,61.03523642085632,A,D,1
None,E,98.25693855141493,47.847281397203524,B,2.778878067694353,C,D,0
Yes,A,-185.12874484038912,16.005402482681752,C,134.35052168660292,D,E,0
Physical,C,-33.73837709239733,36.31194479917729,A,31.38627102989881,E,A,1
Physical,D,-28.19431072485542,-113.00206350848651,B,-152.452115445417,D,C,1
Physical,B,-86.13447145773887,34.90090052816365,C,-152.66672205310763,C,D,0
Mental,A,119.90756478995657,-30.221084310695773,E,-26.901623951553177,B,D,1
Mental,B,69.7710174538586,-34.079124331175045,C,40.01159069828794,A,C,1
Mental,C,121.47105028475538,-49.24527863529667,C,-50.09737788587946,B,B,0
Both,C,18.701658777014707,67.08286222445746,D,-120.6666147106701,B,E,1
No,A,106.91766449758131,-24.063130165057174,E,280.386994660949,E,A,0
Both,A,-2.6479147875364006,169.0170412607896,B,27.329832095654005,C,C,0
Mental,A,56.199181586707056,48.899074441883755,C,-24.409496622039452,C,D,0
Both,E,77.08752019880976,160.26022660235918,E,-162.99221497496654,B,B,0
None,C,26.376773705956825,77.22127355195434,B,-72.25300830846106,A,E,1
Physical,B,71.08275337652387,-79.53147960898632,C,88.20261957317845,C,E,0
Both,E,47.40231869616468,83.55101176002778,D,142.63310087055504,E,D,1
None,C,-74.11014750899305,-47.88495072047418,B,87.76604057027093,C,C,1
None,C,2.3285217214888867,80.85540194710205,E,-54.32431204122311,A,D,1
No,A,-16.86840675561334,-80.1710920907891,B,21.42778440436668,C,D,0
Yes,E,99.99396488859405,38.4695787118875,C,-42.59519349702068,A,E,0
Both,E,4.295840341102538,30.134826915991788,B,79.00506694521108,D,B,1
None,A,-68.14420029804825,103.81227547675684,D,99.23347583653018,E,B,1
Yes,C,-84.39646840744956,-70.13423061716118,C,-35.33641471593092,E,C,0
Yes,A,167.55375411934008,112.2899479482243,D,-44.53229261590713,E,C,1
Mental,A,-40.18939686096706,-128.97091497626909,B,19.8210829855676,B,D,1
No,B,138.67082083899612,-57.787123577275736,E,98.19986029664672,C,A,1
Both,C,66.68370313462601,-0.9890880832335506,A,-44.904432680684394,B,C,0
None,B,60.28711265782965,9.791222644562872,C,50.614701915577676,B,A,1
No,B,-36.581215417240145,-2.5190319096146463,E,-6.829925862714288,B,C,1
Mental,B,-56.94784345135424,162.1884112385078,C,-108.7306221045057,B,A,0
Mental,D,168.5000009506754,108.72509634285845,E,-1.6434661002635935,A,A,0
Yes,B,108.55519495012645,-67.82945209477536,C,5.2889966650003855,B,A,0
No,D,99.59445862073635,49.01668262761556,A,31.675029878933408,C,C,0
No,E,72.35362970522222,-44.60136133190968,A,7.33796908454492,E,B,0
Yes,A,35.01320496363521,-129.0947582944857,D,-12.577972352581748,E,D,0
Yes,C,104.2241917639074,-216.18083289977744,B,30.460567650877945,B,C,0
No,D,-21.657411776313506,35.092129043018474,E,84.32098849246171,C,E,1
No,A,119.53914782392803,140.62016059743857,A,72.97286000417375,E,C,0
Physical,E,62.70045926413933,-34.340432054959024,E,-171.34632199221022,E,C,0
No,B,-125.16460043946638,-195.87562211175202,C,-245.36083971623253,E,C,0
Physical,D,-44.242262940092466,-87.3420398144801,A,-75.6140134318907,D,B,1
Yes,E,119.35360670324742,11.658449520381895,D,-69.66210467719498,C,E,1
Yes,C,23.022391879114053,106.32271932295517,A,-110.39974273926553,B,C,0
Yes,D,85.58175447718895,108.59962593484174,A,112.94996736955487,E,C,0
Both,E,-28.78746132700095,90.65794015982287,B,-97.46264514282252,E,A,1
Yes,B,135.615269684759,37.696663003379854,C,165.3251448412093,C,E,0
No,C,69.83035734104563,133.9976999003636,C,-110.30090753501993,D,A,0
Both,B,-102.96452246950996,-177.9865064797946,D,28.256533397585393,E,C,1
Yes,B,-18.095238978152526,44.77375224129447,B,-173.83757366373072,E,B,0
Mental,D,207.7635383040048,31.27337592165928,C,-123.35541381783392,C,B,1
Physical,B,67.7567475557739,157.39561566638403,A,77.34851505583201,C,D,1
Both,D,43.808784154067745,-87.24648745471629,D,-93.31577311322025,D,A,1
Physical,D,7.980378878528746,-69.27719290603541,A,-26.655730755932762,B,C,0
Physical,E,78.65441381698442,105.73641370600994,E,138.26712902405544,A,B,1
Physical,E,4.736271002035673,44.94004823143114,C,38.667710267271545,D,E,0
Physical,E,-40.05645625023339,63.94334011000622,C,4.225623492546936,C,A,0
Both,C,57.560143960375555,-74.1297336791329,B,133.72332067011928,A,E,0
Both,A,50.53030976104799,-32.81121241449223,C,80.27905074475598,B,D,0
Mental,A,8.606205555932952,70.62803379695076,B,-123.33013812300896,E,A,0
Both,B,-13.518153468685723,70.5479603866561,E,-81.6202265660261,C,C,0
None,C,-119.85644747843234,25.915396241237527,C,133.90610385455275,A,D,0
Mental,C,-102.68255111568673,-66.23851980214282,A,46.88946851931941,C,C,1
No,D,152.4177720862608,152.5097067928391,A,-46.628285617832326,A,B,0
Yes,E,61.091669134105864,-160.38405434805048,D,-51.614466445831766,E,D,1
None,D,-37.029481110946634,-7.810586838020332,D,-35.17129355166535,B,D,1
Yes,C,-99.96929028718988,-129.83956479810936,D,-12.982581887906067,C,B,1
Both,E,-107.29485566472474,-89.56865815766426,E,141.38450190979972,A,D,1
Both,B,-66.0168478610138,95.63171523791898,E,141.82981472723947,D,D,0
Both,A,102.56743216120915,-113.19248040582923,D,126.71683700862373,B,C,0
Physical,E,-0.3867645989663859,140.88548866766322,B,-109.64907279188307,A,A,1
None,B,-6.229473068705784,-55.10708112437971,D,-19.322313325948453,D,A,1
Yes,D,79.25472017186046,8.869777199006512,D,81.32393879392495,E,E,1
Mental,B,-176.3399897205549,45.03902357564659,D,21.077334947135647,B,E,0
Mental,C,19.4755365262405,27.58427901205332,E,-0.11854118317410572,D,C,0
None,C,-31.689324881878456,53.27579242030702,A,21.170844323090922,A,A,1
Mental,C,-175.87024684571466,168.3614637006275,E,114.26273453922843,B,B,1
Mental,B,120.31911286784265,23.526088216164574,B,-18.053292661725955,B,B,0
Mental,C,1.8604320068308262,-114.66544118549533,C,-63.33570524975474,A,A,0
Yes,B,-129.87044088483663,113.4029731735181,E,-3.574313779213436,A,D,1
No,E,-81.91136620349597,150.4088082755839,D,227.63752794829946,D,D,1
Yes,E,-237.82518388857673,-93.0038238668525,E,-99.40293323152845,C,E,1
None,C,-12.516146722400686,-24.501600052748667,E,110.168036946624,A,B,0
Yes,E,-7.707440726923591,118.70172509330273,A,14.65337702809299,E,B,0
Yes,B,-65.57844850819912,-125.52111056816683,C,98.85703618944534,E,D,0
Yes,A,-7.525139421978673,-84.63639005301965,D,77.31760859602007,B,A,0
Both,A,140.70071755887264,12.913502651356747,A,-142.2909479459235,B,D,1
Mental,B,-11.142031572866573,-125.50487280165761,A,67.73593318277736,B,D,0
No,A,-14.42783593254682,-92.37943065806834,C,42.39511353464578,A,B,1
No,C,-79.38826000661892,101.34182474980275,B,176.81679121833452,C,D,1
None,C,101.50079484461251,-16.386117428731033,E,-94.97589598520511,B,E,0
Both,D,-41.511605189268806,-80.39807476770835,A,-156.9032404942569,A,E,0
Yes,C,159.71326736377364,58.99553186345916,E,14.595451623049039,D,E,1
None,B,-198.10990465104783,28.616913099944252,C,-98.8375713308785,E,C,1
Mental,B,157.647939462573,7.351201018196137,C,61.586349334313404,B,D,1
Mental,A,39.14970537293564,15.60067853412139,A,-109.48801388879382,D,D,1
Physical,A,-51.318880034354166,-104.92041165802677,A,-133.67423707264822,B,C,1
Both,A,-134.1826133584553,255.8627531471179,C,-34.75995359298214,A,B,0
No,A,-201.15436846236298,-98.91386446906927,E,35.35435858790684,C,B,0
Yes,D,153.2337232953714,-65.92186618984458,A,79.5890973735307,E,D,0
Both,D,32.47428998764455,74.50094819989876,B,181.66544757286462,E,B,1
Mental,E,206.6949389562501,95.13275142006546,C,101.70547349164647,B,A,0
Mental,B,0.006691381775545405,62.59688030648146,D,166.8107832330353,C,D,1
Physical,D,39.89549549370145,6.7643176683605795,D,6.256267586322921,C,D,1
No,A,-123.3189930419093,47.758895272038856,D,38.17173037299175,E,E,1
Mental,B,-120.64161318043244,117.50275622497371,B,-155.59689482665988,B,A,1
Physical,E,-252.06399192545393,-219.19546252420466,A,120.32648294817949,A,E,0
None,B,-112.05916396979315,197.43639306288884,B,35.48949600119471,E,E,0
Yes,E,243.1366479760579,-23.741314527474884,D,-131.52035673163732,A,B,0
No,D,-59.491192908046244,114.54444651509993,D,17.45979608835381,B,A,1
No,A,72.54710927128488,-2.161111260852614,E,-40.4720404824989,C,D,1
Physical,D,-128.61951902037893,-8.316175783564278,B,-4.486413358851447,E,C,0
Mental,A,-0.11418548933217146,-47.63668844827521,A,-18.008716900743117,A,B,0
Both,E,16.086920659129444,53.431044571432636,E,48.38551234417865,C,D,1
Physical,B,-171.48045540377444,12.765175686778898,D,-181.28217251377407,B,C,0
Yes,E,84.30275398843875,-16.374974157467797,A,164.95232613151583,A,A,1
Physical,A,95.44348871717793,74.37820914160964,E,23.078849761515375,A,C,0
None,E,-1.725834652256996,-2.489845248069316,C,-32.8038680421787,B,B,0
Physical,C,-11.530440755096857,-95.03927778331158,D,-129.52710604654268,B,D,0
No,A,-143.50468873098455,-220.6947371480289,B,-8.084420736902612,D,B,1
None,A,-97.46147330878135,-32.96776686752297,A,23.004957675290793,C,C,0
Yes,E,-38.191050362382256,-49.26231501389976,A,95.07063084209972,C,E,0
No,B,83.82845694773074,-43.653336531590945,B,-251.58095140725374,E,C,1
Mental,E,-35.81490477990176,69.62556024684704,C,138.50331937450392,D,B,1
None,A,-209.2052210056194,31.140035516314384,B,-49.53071307646231,E,A,0
No,C,-132.90405205079824,-12.640782017677967,B,-24.869695087243244,B,A,0
Yes,D,44.40214487982105,198.91922358732165,E,-82.15526226246196,A,B,1
Yes,A,-99.78254399272718,-57.45284260717229,A,47.66403910889911,B,D,0
Yes,A,-67.89140477438345,-3.7855787325068384,E,-11.65801808427289,C,C,1
Physical,E,227.75935556251787,-63.72874914977077,A,-120.97669285797903,E,A,1
Yes,D,94.04979791199571,43.18191532051505,B,115.60542895638226,C,E,0
Both,E,108.5399526513142,35.51411598246702,B,20.787432266748365,A,A,0
Mental,E,41.29395244964718,112.61829122033986,C,172.4862669367321,C,E,1
Yes,E,93.05218722275575,18.12616136157387,D,-88.07985092877948,D,B,1
Yes,C,-32.57162864940991,138.21148664242648,A,26.069553057781754,C,D,1
Both,E,85.69535065578519,-77.44572524560664,D,9.136642519193297,A,A,0
Yes,E,38.66094888201431,131.64918313930082,C,9.117967171249573,E,A,0
None,A,45.65440164562255,-117.09470596891929,E,16.984040053265556,D,C,1
Physical,B,-290.01194552492325,-114.6917423482871,E,101.80527349345911,A,B,1
Both,E,64.65752437396732,114.67276789490096,A,26.58245328689518,A,E,0
No,A,41.8773597369551,-110.98004864961251,E,-44.22860048888852,D,D,0
Physical,A,-22.710829166561773,-17.90851096815988,B,-85.91980257574652,D,A,0
No,A,-97.3131848898388,-24.54638599790519,A,-292.6918815079829,D,E,1
Physical,B,201.96359506233063,209.46076988956733,C,-34.618177877270476,B,D,0
Both,A,-51.53603026944281,35.611792451769475,C,31.701496994941202,D,E,1
Mental,A,76.13849379825767,-168.232428040816,B,68.47339157882702,C,C,0
Mental,B,133.73351051014325,-7.531793717865557,A,-126.25161714919413,D,C,1
Physical,D,-76.46859019348328,-95.83992041386877,D,-156.80302822344552,E,A,0
Both,B,58.546581275556306,-124.76124760196036,B,-4.752971216618702,B,A,1
Yes,C,-7.553374985362672,79.65379226680199,E,43.87035237099125,D,C,1
Both,C,-160.07722244745403,18.192945331325056,E,4.347798083725646,E,E,1
No,B,21.958759244484124,-63.49275436759986,D,-132.68699590136333,C,D,0
No,B,-12.013508897744943,17.79902591828459,E,-155.29742666895808,A,D,0
No,E,-60.85718746784199,7.085229596187949,E,146.97301531799565,B,C,1
Physical,D,-32.08241430703414,81.65339215238302,B,-49.20929033954998,A,C,0
None,B,7.788190279442836,-51.825374066523466,B,38.13705309156975,C,B,1
Physical,D,-2.7331069553901544,-128.56644001790215,A,-59.155916920270926,C,B,0
No,B,89.54331567665498,57.98827079943246,C,21.976635672376116,C,B,1
Both,B,94.34225069686578,-139.1620163328087,B,130.20107848859882,A,A,0
Physical,E,68.92391684654835,109.87940197638879,B,80.86703456395004,D,E,0
Both,B,7.082715199583586,-46.263079668226695,E,60.864556411759395,B,A,1
Mental,A,88.27217833772953,62.69497904893257,B,0.6786112146664516,D,B,1
Mental,A,146.27052209151967,157.06709447337985,B,-136.73850394433217,C,A,1
Yes,B,-181.3536148545602,-63.732000328711656,A,-44.26252592801512,B,E,1
Yes,D,-217.4874598632234,-105.27980573809748,C,111.89450743772858,C,D,0
None,C,49.285411078081644,144.74326677789767,B,-140.9039138808302,B,C,1
No,C,-55.44514541483592,-57.329408625958656,C,98.99708454384626,A,A,0
Physical,B,-77.02523642573217,163.89772905743106,B,-82.02693311062303,A,C,0
None,C,44.424720597944386,-54.82862357053104,B,23.160741685807015,D,D,0
None,B,-178.8684736578009,158.2637611289006,C,-70.03510746080573,A,B,0
No,B,205.50069490253935,55.86862618230588,A,33.91954614158188,B,E,1
None,B,23.779428353887113,-148.98858212277116,E,120.90849917225366,A,D,0
None,C,186.0833594480579,-142.6537118163092,C,64.45838866976806,A,B,0
Yes,C,-88.92490495981683,66.48269060891127,B,-63.94417553058291,D,B,0
None,A,-174.03200753032567,-46.698872419124,D,-119.80156668621038,B,E,1
Physical,A,-38.70179047453494,-35.44835941612727,A,165.55575423206156,E,D,1
Both,A,-1.118639642872722,-41.39370697841095,D,-97.80756202778828,B,D,0
Physical,D,66.18494801482467,-40.30321896883793,A,33.39222691462232,C,E,0
None,C,85.15620833387626,129.31791479667362,E,-67.2339164301504,C,A,0
Mental,B,-74.32890800871043,63.21321223698022,B,-12.718754088452982,A,C,0
Physical,C,-120.7416747519124,-28.678281308823983,E,-29.342733739521083,C,A,1
Mental,B,-141.32791885066987,55.199933076399596,E,11.984195055215308,A,D,1
No,C,-11.683002448358984,52.870077690195295,D,-30.514666257245675,B,A,0
None,A,-33.57873775921168,-59.0428734990743,D,-11.239322261148986,D,E,1
None,B,-22.311958489723214,193.1302845136885,B,-33.88434990488629,A,B,0
Mental,A,-83.30386736175133,-48.31399825293335,E,-23.023703222016664,A,D,0
Mental,B,-63.317111857054456,58.21133362055886,C,90.43563364414322,E,E,1
None,D,9.20988593186238,116.35366576928514,A,32.24025416374137,D,B,0
None,A,92.54793643609325,86.495110086462,B,-40.70988117105261,A,A,1
Both,D,32.81507412605313,-82.10561637758377,C,161.8314124004085,B,D,0
Mental,A,-41.97177073185045,161.8594450946699,B,31.05960117677083,A,D,0
Yes,D,-37.50361448592282,0.11589972326193786,B,92.24278774120582,C,C,0
No,A,58.50514185264674,-22.804691495056627,C,-90.27994205552893,C,C,0
No,C,45.22474544573378,121.88726201232669,E,211.96054468993393,C,B,1
None,D,-51.524292262620584,-67.78853987270563,B,-28.68279286754896,C,E,1
Yes,A,14.644085444743022,-13.747017323040664,B,-0.2379908540261674,C,E,1
Physical,E,13.338569196423695,-37.943758306165904,A,113.34586342069828,A,C,1
Yes,E,-87.9567359181259,16.61611246941543,D,-28.54408885767902,D,B,0
Mental,C,106.50968837247888,-48.97144995347787,D,14.906121035482252,B,A,0
Physical,C,-115.08293615498634,75.75374516725087,C,7.403097544127632,E,B,1
Yes,D,204.69066011747964,6.878442905028521,D,-99.2038955175222,E,B,1
No,A,-39.813420955628494,-20.63977598618889,E,63.500192601206315,D,B,0
Physical,A,4.684312481618603,-63.30677416862447,C,17.06695297601839,A,B,0
Yes,A,61.897216086316334,-65.55695649724663,C,-100.69347290438226,A,A,1
Yes,B,-14.193515759819833,101.69429334925246,D,13.517448960377676,B,B,0
Yes,C,-225.48191416826495,82.34677208804716,C,164.0981283855349,D,D,0
Yes,E,144.05296179564243,169.29467407500096,E,-90.17073344942783,D,E,1
None,A,53.194210905920954,91.78558171643265,B,-83.3592999618594,C,D,1
None,C,58.03146169454516,-66.61176818878869,D,-169.32880934183896,A,B,0
No,A,35.92081376956321,72.1175191183917,A,-17.417796467759096,A,D,1
Mental,D,-81.49793399209281,-25.63094878094413,E,-52.43041756835849,D,C,0
Physical,C,-52.86252039201192,85.93026279432155,C,279.938985864149,D,D,1
Yes,D,-196.41566632036742,129.10933937794096,D,-338.40627551022254,E,D,1
