age_range,Nationality,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
18-25,Other,72,E,C,E,D,32.721876789828244,61.04682278866363,0
36-50,UK,21,E,E,C,B,77.35112903220326,-63.217877367017905,1
65+,Other,56,D,C,E,D,199.35742680198888,120.25488111624476,1
65+,Mexico,55,D,D,C,D,87.14790274028957,-177.308006683455,0
65+,India,57,D,B,D,B,-184.74718563427547,-66.2266570447004,1
36-50,Germany,69,C,C,A,A,277.3587369226605,-145.0079931922594,1
36-50,UK,74,D,A,C,E,140.7308135208937,-46.932915636132414,1
51-65,Mexico,62,E,E,D,A,46.98775783806512,43.67513599940973,0
36-50,US,24,E,D,C,C,-52.93221447859045,49.14751788611043,0
26-35,Other,41,D,C,A,E,-83.56460902970748,-29.931321151576995,0
18-25,Other,70,D,E,D,C,-75.70141318845148,124.35514618767225,0
18-25,China,67,A,E,B,D,-91.21664473784735,-3.469406972551295,0
18-25,Other,78,E,E,B,B,1.38881036755461,-92.52473832942528,1
65+,Mexico,71,B,C,A,D,-78.35681124161088,78.42398447117826,0
26-35,China,37,C,B,E,D,-37.730396262241825,-55.60058453173441,1
26-35,Germany,42,C,D,D,E,54.90124927384237,-116.50311898295665,1
51-65,Germany,19,B,D,A,C,178.94583971127437,129.92025357273934,0
36-50,India,29,A,A,D,D,-38.067951328375415,95.99876045029073,1
26-35,Mexico,57,A,A,E,B,-81.70546665145655,124.55589579775746,0
26-35,China,23,D,C,C,A,72.27888623875995,-46.432116623276684,0
26-35,China,74,E,E,C,D,180.71261180969725,-43.50055142727658,1
26-35,Mexico,79,C,C,A,B,-22.0002906030713,9.776198209781375,0
18-25,US,66,B,C,E,D,-73.30948860214785,86.1362582866744,0
51-65,UK,47,D,E,D,E,-65.04115851845174,-156.4078976599232,0
36-50,UK,44,D,A,A,C,45.050448318759635,-184.70443251944576,0
36-50,Other,27,B,A,C,C,-69.17069484299012,4.0566938136109485,1
18-25,UK,45,B,B,B,C,36.038671813132986,3.3920701944230185,0
26-35,India,66,C,B,B,E,1.8953988792673884,48.936220475952624,1
26-35,Mexico,52,E,A,C,E,-74.11288017183628,-26.899470091487704,1
65+,Other,56,E,B,C,B,-113.55293859940205,9.84073814310326,1
18-25,Mexico,67,A,A,A,D,32.50920310106102,194.59232395043685,1
51-65,UK,61,D,A,D,C,-156.25554172449304,-47.6451519843773,0
36-50,Germany,19,A,E,A,B,-127.92258796317171,186.89799967450236,0
18-25,Germany,25,A,E,B,E,-8.55578813209099,-23.315937036567114,0
26-35,Mexico,18,D,D,D,A,82.25500033284014,-15.993441253081771,1
65+,India,49,C,A,B,B,78.25455100058032,-35.57372255926284,0
65+,Brazil,50,E,C,C,D,-24.235345583147915,-65.75940293021203,0
65+,Germany,46,C,B,D,A,-46.796668483346934,-5.151066717999834,0
51-65,Other,35,C,A,B,C,-88.930878044,-122.67302202067454,0
51-65,UK,55,D,E,E,E,22.234631630960795,41.274266524627336,1
26-35,UK,30,C,B,B,B,-156.56142800713198,164.04651108440288,1
36-50,Germany,71,B,A,B,C,-13.507706074998987,-182.26139328158817,1
36-50,India,20,B,D,A,C,-50.98958437934862,-90.83862611914778,0
18-25,China,58,D,C,C,B,45.60621442209454,25.54001553900192,1
65+,UK,18,E,C,D,C,-16.257876584445786,56.74657738096995,0
65+,Mexico,67,E,E,B,C,-30.74069293670778,-115.69714922951069,1
51-65,US,27,B,E,E,D,-45.33732537082109,-1.1786119338192143,0
51-65,India,30,C,D,D,B,129.61584757037733,23.099961598538048,1
18-25,Brazil,72,B,D,C,B,152.39320473730785,-160.96145692665206,1
65+,China,29,B,E,B,A,10.002447218739194,-123.97234074077994,0
36-50,Germany,64,B,C,D,A,81.55779947084689,-25.796829460146125,1
51-65,Other,75,D,B,B,B,-15.475471142375044,113.59981571253522,1
36-50,UK,37,A,C,D,B,-41.411448481218386,145.617379840204,0
26-35,Brazil,21,C,D,B,B,-88.68963209244308,106.92962922309476,1
65+,Germany,65,C,C,B,E,144.3791114856757,-9.61496713380621,1
36-50,China,31,C,D,B,E,56.40407611184213,-102.84895293362979,1
26-35,Other,54,B,A,A,D,-25.79048412806713,-138.2879328247876,0
18-25,India,23,A,A,A,B,-229.53085554161333,54.24754998994877,1
65+,Mexico,47,B,C,C,E,-76.60232562145954,-12.554733390707481,1
18-25,US,73,E,A,C,C,43.00109124986555,96.38982378148916,0
26-35,UK,43,D,C,A,A,45.71063520094913,-58.28297285912443,1
18-25,UK,74,D,E,C,C,72.16339932494475,-117.29891858284358,0
36-50,India,34,E,B,A,C,-9.859269624882499,-101.53457349940042,1
65+,Mexico,51,D,E,B,D,-81.04127618277904,57.555880082154474,0
26-35,Other,55,D,C,A,E,12.79301097356166,67.54620251186316,0
26-35,Other,74,D,E,E,A,99.35630605349881,74.37718370480214,0
26-35,UK,63,C,B,B,C,-25.147304895655182,-116.46084329402785,0
26-35,US,78,D,D,D,A,62.0331226193093,-148.87406211797548,1
65+,China,79,B,D,B,E,238.90199207316562,57.59803573102641,1
65+,US,29,E,E,A,B,17.899142439902356,-122.70291500768946,1
36-50,Other,61,D,D,D,B,-35.60856618781417,21.214260468798027,0
36-50,UK,34,B,D,C,B,-33.32192766204473,35.291305437698036,0
26-35,Brazil,26,A,B,B,E,185.61951320634756,-47.91613638677734,1
18-25,Other,40,B,B,C,E,160.95154499936646,-20.54300216633204,0
18-25,Mexico,70,D,A,C,E,147.5611321434906,-11.89551362342577,1
26-35,India,23,A,E,B,E,-69.34698563705449,-31.653333069962848,0
65+,Other,78,D,E,E,D,-52.9401359656001,-87.21989075333626,1
26-35,Other,63,B,C,C,D,-87.45411181007465,-29.737308965240338,1
51-65,Mexico,66,A,A,D,C,89.09839768469497,-74.77036959753991,0
26-35,Other,40,B,B,E,B,144.35629304621816,-61.46873594038288,1
65+,Brazil,28,B,D,B,E,129.36073933467583,101.98042675369435,1
65+,India,40,A,C,E,B,165.35738641402307,-114.43981288602669,1
65+,Mexico,31,E,A,E,D,-129.2291169188242,3.455105968660805,0
36-50,Germany,73,B,E,B,E,-29.528835270880844,-10.467961622396018,1
36-50,India,39,B,B,A,D,-4.237212807312507,38.58822340936478,0
36-50,China,27,C,C,D,E,51.57260117924832,-53.21374849791345,0
36-50,Brazil,19,B,A,E,C,-23.67359249443878,-0.695797602881745,0
26-35,Mexico,31,C,A,C,B,76.15267093847068,-52.49617612862223,0
18-25,Germany,68,E,E,E,B,-72.58426464318896,40.3548540256378,0
26-35,Brazil,55,E,B,B,E,25.2758776940246,176.04593660346953,1
26-35,India,70,E,D,E,E,71.74520202389309,-103.09837996420752,1
26-35,India,74,E,B,D,D,-22.179932777553024,27.185439673436274,0
36-50,Other,57,D,B,D,B,90.99674527965772,-116.05343603549852,1
36-50,Germany,27,A,A,B,A,-132.4666629496267,125.8841475330847,1
18-25,India,55,A,B,B,E,41.18757608501265,98.54714175265727,0
51-65,Brazil,77,E,B,C,B,38.46322933664665,-81.8645310709669,0
65+,Other,65,B,C,B,A,116.58432163017642,-47.436676699952194,0
65+,China,77,E,E,D,A,24.54488449377418,78.07040934642325,0
26-35,Other,31,D,A,A,E,-10.12150599131173,-51.95037611998916,0
51-65,India,45,E,A,D,E,4.718021671762615,229.0080996550179,0
51-65,China,52,A,E,E,C,-192.00353589255508,117.76843115607971,0
36-50,India,78,B,A,E,C,-181.81735223376964,-11.907396376828098,0
51-65,Brazil,41,B,E,C,D,-80.39770796815647,-43.9329760910009,1
65+,Other,60,A,C,A,E,27.469412725784903,-57.00149711454553,0
18-25,US,59,C,E,D,E,-23.74329637847689,-121.76400493613077,0
51-65,Brazil,78,B,C,D,C,-233.39587069344861,23.4225465747904,0
26-35,Brazil,35,B,D,E,A,98.82620563868409,38.742387193884674,0
36-50,China,24,D,D,B,C,48.706556113239884,-142.8275954889257,1
26-35,India,44,D,E,A,E,106.51236312786546,234.39194031733348,0
26-35,Mexico,64,A,A,D,E,-198.1224593586766,-28.277855166325033,1
18-25,Mexico,52,E,B,A,C,54.17085210499637,-65.26325718781604,1
18-25,UK,69,B,E,B,B,119.69129522029019,133.51514406859835,0
26-35,UK,22,A,B,E,D,177.22438718017412,-62.93767549256696,0
51-65,UK,64,E,C,E,C,70.87843876914899,-186.1959008096165,0
51-65,China,59,B,A,E,C,107.42419842812194,0.316852494759189,0
65+,Other,52,B,E,A,D,-34.52314923444318,-73.00201834044475,0
26-35,Other,64,B,D,D,B,-66.48521068691953,-17.958024723964098,0
36-50,UK,28,A,D,D,B,66.77090484550085,34.49647239059466,1
51-65,India,48,A,D,A,A,30.188783581627938,28.926032013083613,0
36-50,Other,46,C,A,C,C,-20.232362345589948,51.16067499451562,1
65+,UK,44,D,C,A,B,-31.492371204495402,-29.96475679391693,0
51-65,Other,58,D,D,D,D,-31.530444200747702,3.75192560591638,1
26-35,Mexico,54,E,A,A,A,10.483854175598955,134.28433404662758,1
51-65,Germany,36,B,A,A,D,-69.10300290527205,42.42175883563468,1
26-35,UK,51,B,D,B,D,-204.4825905474735,89.8302635434564,1
36-50,India,66,C,A,A,C,-106.51928136186115,17.685734776554256,0
18-25,India,29,A,E,D,D,-77.49199696763105,45.13799514558894,0
51-65,Other,23,B,E,B,A,-161.98916521635502,-61.390652112430644,1
51-65,Other,56,D,A,B,B,20.45661828638761,-71.44864855474788,0
26-35,Mexico,49,C,D,A,A,107.50110312484237,-300.92153076169893,0
65+,Germany,57,A,C,B,C,22.31722886507664,189.6885994686559,0
65+,Brazil,57,D,B,A,A,130.43636230648625,-91.53553876110811,0
18-25,Mexico,61,B,B,B,A,61.61489879715686,-60.053497244631316,0
18-25,Mexico,31,C,B,C,D,127.95949718521425,-61.16757741199944,1
18-25,China,37,C,E,D,A,56.25514000236359,-67.77680059877406,1
51-65,India,40,D,B,C,A,41.06934995890222,41.097582880719315,1
36-50,India,19,A,D,C,D,119.9397380722935,6.076150287243251,1
26-35,UK,64,E,E,E,D,-88.39323095772592,127.0132217692908,1
51-65,UK,66,E,A,A,E,-31.329583560164302,86.79101634423714,1
26-35,India,65,B,C,E,A,225.04393358978234,-204.05565842335997,1
36-50,India,30,B,C,A,D,-113.6737560242864,-52.73977348134715,0
65+,Brazil,73,C,D,E,D,-40.28588929346357,92.1334371759576,0
26-35,China,66,A,A,C,C,47.155115247202204,-163.31869620684137,1
65+,Germany,27,B,A,C,C,86.15745798070448,21.711662347768137,0
18-25,Germany,61,B,C,D,C,-38.18477900912252,-28.858742914224216,0
26-35,Other,73,E,E,C,A,112.66484590050148,-82.49177861218986,1
51-65,India,35,A,A,B,B,-74.23024123480067,9.37354916561614,1
26-35,Germany,49,B,C,C,D,-146.70856612847155,-170.56407062015646,0
51-65,Brazil,66,D,B,B,B,16.14444619107463,-76.13673239586556,1
18-25,Germany,74,C,C,D,A,18.158874671587245,-98.5653751376443,1
51-65,Germany,18,B,A,D,A,68.72331541322727,117.06404894023899,1
36-50,UK,47,D,E,D,E,159.05715594537568,-77.32320414138235,0
51-65,China,28,B,E,A,E,-57.095933409828724,-176.4371906272848,0
18-25,Germany,26,D,E,A,C,-19.79789364167106,-58.607179895608795,1
26-35,US,30,A,C,D,C,-26.058419191868097,17.252827031512528,0
65+,Mexico,37,C,E,A,B,8.334228249386925,-144.05140822328508,0
18-25,Mexico,33,D,B,D,C,52.16549066673204,58.94283435397685,0
26-35,India,50,B,C,E,C,-155.68338965036386,-137.6239104416958,0
65+,Brazil,47,C,B,E,D,95.175378508449,140.7314841729355,0
36-50,China,21,D,A,C,E,60.759552745599485,63.315179362411136,0
18-25,China,25,D,B,B,B,-30.84133544682598,-108.74826330104995,1
26-35,Brazil,76,C,B,D,C,-33.6898027154657,5.5072761945876145,1
18-25,US,55,B,D,B,C,-90.66814991029177,-41.25979648502657,1
65+,UK,24,D,B,B,B,-108.18971134090899,-37.291818054868536,0
65+,Mexico,72,B,E,A,E,15.880782355535533,52.646342406882006,0
18-25,Other,34,D,D,D,C,74.11374555069828,36.01746559526826,1
36-50,Germany,73,C,C,C,E,43.30748240111236,195.5816508322448,1
36-50,Other,22,B,B,B,A,-89.09316876140724,-67.3749634280051,0
26-35,UK,70,E,A,E,E,-106.26027378806677,-217.44473561083288,1
65+,UK,29,E,E,B,C,2.397807628591038,142.54388489916084,1
18-25,Mexico,57,B,D,E,D,-100.13417510213283,-64.63557332446744,0
65+,India,18,B,A,C,E,147.22068000552002,61.340264858083636,1
65+,US,68,E,E,A,E,62.85024468570123,-16.22046522267426,0
51-65,Germany,42,D,B,A,D,-161.72785870782846,85.62936124595642,0
36-50,Germany,53,C,E,D,B,70.2867776196247,-79.41694670196006,0
65+,Brazil,22,C,E,D,D,141.15875042039755,2.866893166963375,0
26-35,US,49,D,E,D,A,210.7645481371773,-14.75241622714218,0
26-35,Brazil,22,C,B,D,B,65.60865598504677,-10.57420284954892,0
65+,Mexico,42,C,D,B,C,-15.410648709335709,42.21608297151063,1
18-25,Mexico,45,D,C,B,A,109.22445205463802,152.96708614225943,1
18-25,Germany,18,B,B,D,E,180.70064329205513,-0.09338830052220194,1
18-25,China,34,C,E,E,A,92.5220569387152,-128.70405939814472,1
65+,Germany,57,D,E,D,B,100.19720710259261,95.31064470539258,0
51-65,Other,44,B,C,E,D,96.26311377908934,14.211999058371433,0
36-50,Mexico,19,B,E,E,D,96.42694014060928,57.57188503300319,1
51-65,UK,25,E,B,B,B,27.449307689152896,205.3071800815401,1
65+,India,61,A,E,C,C,67.80223469009734,-28.881368661209912,0
51-65,China,62,A,A,E,C,47.80326830782301,0.15099929807864906,0
18-25,Mexico,43,C,A,E,B,-37.57400776519476,95.14150471065922,0
65+,UK,52,A,E,B,A,-40.08378916042899,-37.308925948426825,0
51-65,Germany,18,E,E,E,B,-7.43699437171923,-147.44741658044504,1
18-25,Germany,79,D,C,B,C,71.72216771548331,-173.90406713572165,0
65+,Brazil,24,D,A,C,B,88.50404498493728,-56.6161012660786,0
26-35,Germany,41,E,B,B,A,79.13253025463236,91.00309903978034,1
65+,Other,38,A,A,D,E,-18.10163689909177,-203.5880859824626,0
36-50,Germany,28,C,C,A,D,152.40571583696598,-119.92803925783639,1
18-25,Brazil,47,A,A,A,D,-6.337184966000943,87.35971760566206,1
51-65,Mexico,57,E,C,C,C,-44.604479930797766,30.74922258697731,0
18-25,Mexico,74,B,D,D,E,-76.44851526546195,-89.69935190083788,0
51-65,Germany,53,E,C,D,B,62.49811422212669,-96.33258642759566,0
26-35,China,70,B,D,D,A,201.1149488508944,72.09526827576458,1
18-25,UK,56,B,E,C,B,183.0273603405101,-2.672156857628217,1
18-25,Mexico,45,B,E,C,A,-128.6381162068748,-7.394673362287674,1
18-25,China,42,C,B,E,E,-6.553970602922865,258.2347366592494,0
51-65,Brazil,21,B,A,D,B,40.296954348255674,53.15296477239969,1
26-35,Other,75,B,B,A,B,-74.91180348602336,-34.253269550883864,0
26-35,China,31,E,E,C,E,-28.991147962341902,38.97949390180049,0
36-50,Other,74,E,E,B,D,101.65197668634003,-107.73478131071737,1
18-25,Other,50,C,D,C,E,57.47751062932846,-112.86738034876032,1
18-25,Germany,79,D,B,C,D,9.451006754918037,181.21279947079623,0
26-35,Germany,58,C,A,E,D,18.028288704242215,-66.67672407632348,0
65+,China,38,D,C,C,E,101.53114845696025,-144.73415311822222,1
26-35,US,62,D,C,A,D,-71.52633076151191,246.09916256573854,1
65+,Mexico,31,A,A,C,D,115.982452573132,-79.7562924088833,1
36-50,Mexico,69,E,A,A,D,-114.73379487062707,-94.09957975563229,1
18-25,Germany,73,D,B,D,B,-22.415695628430793,9.337100721546813,0
65+,Brazil,75,E,C,A,B,-39.468747188725246,-1.561529493937735,1
51-65,Other,49,A,C,D,C,-13.109411621469283,-97.7889764472674,1
36-50,China,50,A,E,E,D,22.255107513987227,-206.95183020071798,1
36-50,Brazil,69,E,E,A,B,-63.357193382477284,164.33476430042083,1
18-25,UK,26,D,D,B,D,-214.26011020069708,-102.41407248041637,1
18-25,UK,55,C,A,C,C,-25.365497741907234,99.9432711344699,0
65+,UK,32,B,B,B,E,-143.3117756661165,59.45710830789318,0
18-25,Brazil,46,E,D,D,D,-115.74006632183573,-50.177440800627195,1
65+,Mexico,18,B,B,E,B,6.299983738020757,-97.24016689172169,0
18-25,Other,53,A,D,D,B,67.9122143302845,132.15126296022527,0
36-50,US,53,B,E,A,B,-67.72977477643607,-12.360250408207012,0
65+,Germany,58,A,C,E,E,114.49827811833427,-121.68181727213879,1
26-35,India,53,B,A,B,D,37.754156499659324,6.261991588422341,1
26-35,US,50,C,E,A,D,114.8183679981385,-29.136070532210606,0
65+,Germany,22,E,C,D,E,-120.95546181665662,93.83062664181895,0
51-65,Other,65,A,B,C,D,56.196973279385446,100.08438605236445,1
65+,US,32,B,B,B,E,-9.985374467246302,3.960907934698145,0
26-35,US,20,E,A,D,D,81.64770836798627,-45.56400453778296,1
65+,Brazil,28,E,A,E,C,-1.450020239114594,27.988552300645548,1
18-25,Brazil,67,B,D,A,C,-88.4468905497255,52.76289102749867,1
18-25,US,25,B,A,E,C,69.74374175839823,6.869963191984526,0
51-65,Brazil,18,E,D,D,D,-172.54250126915232,87.21991374944508,1
65+,China,57,D,E,D,C,16.682280093290693,-25.840556810210597,1
51-65,Brazil,61,D,A,A,C,98.22571283726393,-28.49098185415843,1
36-50,UK,61,D,A,C,D,99.0203542254654,-21.507374782623895,0
65+,India,54,E,B,B,A,-106.26816570967836,115.50055998908209,0
65+,US,41,B,B,E,E,89.22420443172115,-28.98219399566238,1
18-25,US,37,D,C,A,D,67.63167319791934,-325.6672509482093,1
65+,Mexico,21,A,E,B,A,-34.3015726581028,-96.40682027132168,0
18-25,UK,22,C,B,E,A,107.6839469555463,167.0120778592262,0
65+,China,35,D,D,D,D,-45.19203883744596,75.06073526264355,0
18-25,Other,63,C,A,A,C,150.61282568411406,-19.842342478872084,1
51-65,Other,46,C,B,A,B,-39.18707007986369,-48.44408937545522,1
36-50,Brazil,59,D,B,E,C,-53.0339021577061,156.11982528620126,1
51-65,US,23,C,A,D,E,-122.79998553294303,-192.1358115146216,1
26-35,UK,55,D,E,D,B,41.65275823595287,70.62705754243105,1
51-65,Germany,42,B,C,D,C,141.91277982935492,15.026851846936323,0
36-50,China,36,A,C,E,D,43.10313215876243,-42.64483045531841,0
36-50,India,44,C,A,B,D,-12.616846644651272,-156.88976918979472,0
65+,Other,21,A,E,E,D,-175.26680582529252,-24.04517663732058,1
65+,UK,63,C,C,B,E,94.55839040486033,-30.60504036513349,1
26-35,Other,28,A,E,A,E,-51.65746070246776,-88.56159103396885,1
18-25,UK,70,B,A,C,C,184.1044780353501,115.64900938250722,1
36-50,Germany,59,B,C,E,B,-252.25854884632102,-83.85964224842823,1
51-65,India,34,C,A,D,E,-99.54126981980022,-61.177333139028946,0
18-25,UK,68,D,E,E,C,27.58129453675156,16.193395593013687,1
18-25,Germany,28,E,A,C,D,90.0578384762316,43.465766097347235,1
26-35,Germany,54,D,A,A,A,152.80389477336558,-31.87477120994786,1
36-50,India,68,A,D,B,D,-196.36388622952862,117.46650286972915,1
36-50,Mexico,78,A,D,C,B,-15.698981767891954,92.34980471092838,1
18-25,India,19,C,A,C,D,-33.232860707913375,-156.84912767324363,1
26-35,Other,23,B,B,D,A,-124.82681806050971,40.221825612943036,1
36-50,China,75,D,E,B,B,74.07617465692226,5.082622089729967,1
26-35,Germany,44,D,B,B,D,91.19332874748612,-50.90607288160089,0
36-50,US,19,C,B,D,C,13.313951318397296,-113.09774597599589,0
51-65,UK,33,B,E,D,B,-67.55051991748111,83.19976308517774,0
18-25,Mexico,78,E,C,A,A,61.48862006773553,137.39793287768038,1
18-25,Germany,62,B,B,E,A,18.760842727115513,47.893973704145154,1
36-50,UK,27,E,A,E,B,-31.12845503040717,201.58410385017493,0
51-65,China,63,D,E,D,D,-49.676619764735975,8.35222857939181,0
65+,UK,54,C,C,D,E,-8.92097176240849,-24.50567035855342,0
18-25,UK,46,B,B,D,B,139.8477222445898,-54.79113811160791,0
51-65,Brazil,62,D,D,D,E,91.56905949330013,59.45226857662834,1
65+,Germany,26,A,E,A,E,85.63934956362704,-7.132499665566339,1
18-25,UK,71,B,C,A,B,-38.94012481078738,-104.09435557308882,0
65+,Brazil,71,D,E,A,E,7.78653496093245,-11.043607888455837,1
65+,US,25,E,A,D,D,-229.0049133342906,47.291172592636315,0
26-35,Germany,45,D,E,B,B,14.793711612024122,-114.16549665335145,1
26-35,Germany,43,C,B,A,C,122.94740210085845,49.290454406431536,0
51-65,Brazil,31,B,C,B,D,195.49654857207463,-142.25318791526996,1
51-65,US,34,E,D,C,A,50.08679450923594,0.3978321892745787,0
65+,Brazil,56,B,E,A,B,60.960485995232716,18.733848473247352,0
51-65,Other,39,E,B,A,E,92.67918183513852,80.3242329729667,1
26-35,Mexico,63,C,D,A,A,69.90129157823287,-25.585329685550505,1
65+,UK,19,C,E,C,E,9.15758346292769,104.43173143899183,0
51-65,Brazil,42,C,B,B,A,108.25448885548954,33.25947009323747,0
26-35,Mexico,23,A,C,A,D,277.659457403091,-215.82326601333784,0
65+,India,55,C,A,E,E,16.934635796395426,-78.8874417050306,1
18-25,Other,45,C,A,C,E,-31.944551927219557,-113.26913051689995,0
26-35,Brazil,78,A,E,C,A,-121.96817014518774,244.43075639965156,0
65+,Mexico,75,E,B,E,C,-151.0641907680561,-95.55709384076029,1
65+,US,27,E,C,C,B,-62.401025258719,-123.53118625457067,0
36-50,India,56,B,B,A,B,108.36307299787842,-5.481142506533384,0
26-35,UK,59,D,E,C,C,-100.56981922344517,-157.59051081732798,0
18-25,US,56,A,A,C,C,-80.65009845955232,-133.68270110174726,0
18-25,Brazil,26,E,C,C,C,106.37707935948816,-111.22577175488043,1
26-35,Mexico,58,E,E,A,B,-107.05293761956436,24.978705770433013,1
51-65,China,48,C,D,A,C,68.50618943602697,81.24970550677011,1
36-50,UK,58,B,A,A,E,199.26189151200205,-73.16148019359785,1
18-25,Other,21,E,E,D,D,-165.52570407336734,254.79635038982485,1
51-65,Other,32,A,C,E,B,-170.43742079982204,-56.42503507505505,1
26-35,US,50,C,B,D,C,-108.00621475457493,39.10955543757743,1
65+,Other,57,B,E,D,B,-122.60854369086695,47.45801966535958,0
26-35,Brazil,27,D,B,B,A,87.08568241047772,-265.00266754523005,1
65+,Brazil,54,D,B,D,C,293.83961562372053,-16.169575206396576,1
65+,Mexico,27,A,D,E,E,40.05746103997068,-27.998570957425382,1
51-65,Brazil,73,E,E,A,E,-119.92138864261513,21.001379926917664,1
36-50,Other,72,A,C,C,B,-130.21763091251478,-147.55921922144378,0
36-50,India,37,E,A,A,D,-42.175848515908406,46.15981881916913,1
51-65,Other,23,E,C,A,A,61.65892349332462,160.1529203569964,1
51-65,Other,44,E,D,A,A,127.51078991416512,154.32824378079303,0
18-25,Mexico,50,E,D,A,D,-23.44198009426682,73.77527544081512,1
26-35,UK,68,A,C,A,E,12.718286821697799,86.60418467547582,1
65+,China,65,A,C,D,A,79.67951138941187,-18.171210808717547,1
18-25,India,46,B,C,D,D,98.44589338999128,32.457431916047405,1
65+,Brazil,78,B,B,D,A,-65.56314548309724,107.22962252281383,1
36-50,Other,22,E,D,B,E,75.60168330428655,-40.69855123854709,1
65+,UK,41,D,B,B,D,50.86730641537801,-41.14338739805758,0
51-65,Mexico,39,C,B,B,E,-55.5871607339961,-67.17412496937098,0
26-35,Brazil,46,D,D,B,B,9.65857323628107,-212.94482921350726,0
18-25,India,20,B,B,C,C,-216.41312100132816,-18.76534843169983,0
26-35,Mexico,27,A,B,E,B,78.82023771619745,40.003352129240106,0
65+,India,63,B,C,A,E,63.10337189368447,-154.5790910406731,1
36-50,Brazil,38,E,E,B,B,-4.694047746394218,192.3159304218435,1
26-35,India,23,C,C,C,A,-17.081410910137695,37.52238739495792,1
51-65,Germany,32,E,E,C,B,19.616362795747104,-80.06352158121513,1
51-65,UK,23,D,C,A,D,-17.836985224644515,-54.22329493834268,1
26-35,Brazil,74,E,E,C,C,-36.67979683569343,-38.100978273793196,1
65+,Brazil,41,C,D,D,E,-3.2180489017085723,48.33212523340642,1
65+,Other,52,B,C,D,D,150.57582315821634,-127.76347012224403,1
18-25,Other,26,E,A,A,E,-19.839137692500234,-97.456746647229,1
18-25,India,69,E,A,A,C,19.278617514114345,-31.15358762056313,1
18-25,UK,71,D,E,A,C,52.24844660063038,43.71439543850318,1
51-65,Mexico,22,E,E,E,B,1.2505150965876741,-101.70323460401924,0
51-65,Mexico,56,C,A,D,D,108.63789776034743,68.43733190415173,0
18-25,Brazil,40,C,C,E,D,-13.018517764003597,-96.47156755344007,0
26-35,Germany,40,B,E,A,E,202.33758406588925,-183.39573594347482,1
26-35,US,72,E,D,B,B,140.10109467674036,17.30735364070717,1
18-25,Brazil,48,B,C,A,B,42.78550325852985,-64.8105661383338,0
36-50,India,51,E,B,E,E,42.09557273941941,-23.757786936265923,0
51-65,India,53,D,E,D,A,26.713055755586907,80.05815642361648,0
18-25,Germany,59,E,D,E,D,75.2165982380127,108.56763556597842,1
51-65,UK,61,A,D,A,E,-77.15138291029567,105.4867141909289,1
18-25,Brazil,38,C,E,E,E,15.759063464159484,90.26873558935719,0
26-35,Mexico,21,B,B,D,E,-53.55898033285621,18.31549674364571,1
26-35,China,27,D,D,B,D,-132.26779410249284,61.88729046777751,1
26-35,Germany,52,D,E,B,A,-190.08791043546321,-36.28698712697718,0
65+,India,37,D,E,A,C,19.685717506803083,-65.96368323757751,1
36-50,Mexico,41,C,B,D,E,-173.29690680980804,29.92826145604921,0
36-50,India,25,B,A,E,D,21.86148949278587,-76.66533015432172,0
65+,US,24,C,D,E,B,-146.91144477926463,78.67267999504526,1
51-65,Other,42,D,B,B,A,45.22834544842673,58.90467143793008,1
51-65,Germany,49,C,A,B,D,-71.32296223186162,15.806034210559014,0
26-35,UK,27,A,B,C,C,-55.1404657265493,-100.05735547763275,0
36-50,India,34,C,E,B,E,100.18467863268678,-65.22207710783351,1
26-35,Germany,54,A,E,C,C,54.75127313504986,-98.6976508687191,0
26-35,India,58,E,D,C,C,152.00880258610061,-67.02395795798097,0
51-65,India,61,D,B,E,A,25.7019294301029,-177.78996174678733,1
36-50,India,70,A,D,E,C,-12.781656331644935,27.638348428339686,0
51-65,China,20,E,A,A,A,-2.6405136957506663,98.02812290609988,0
26-35,China,18,E,E,B,B,-18.600306280027464,-27.69563144257155,0
18-25,UK,33,A,A,A,B,-41.613180447029734,-11.899138915315174,0
36-50,US,43,C,A,D,E,-24.17993591814655,-165.5874699934177,0
51-65,Mexico,74,B,D,E,A,65.73012317502557,119.48663547048695,0
18-25,UK,70,A,C,B,E,34.140369239330774,72.06604203947803,1
18-25,UK,59,B,E,B,B,51.08142962635566,-27.033133086459273,1
26-35,Brazil,19,C,A,D,D,5.617522884043121,39.74170246820067,1
26-35,Mexico,41,E,E,C,A,27.6896089440481,-285.423717376344,0
51-65,US,65,A,A,E,C,-161.81180724499131,123.13484668696948,0
26-35,US,44,B,E,A,D,57.87809191585834,-17.897173166225183,1
36-50,UK,18,A,C,B,B,-44.60052940521495,29.767851336155033,1
26-35,Other,18,B,D,A,A,153.1533699846261,-122.75111810096055,1
51-65,Germany,35,E,C,B,B,-19.225237323513824,41.59090839823221,1
65+,Mexico,67,A,E,D,A,-6.961736485614782,-1.3133631289008045,1
51-65,China,37,C,D,B,B,-97.00390614035258,-41.876097281554955,0
36-50,Brazil,45,A,C,A,B,-92.35166684143138,-121.63175831740669,0
18-25,India,48,C,D,E,C,-98.82533357833701,-43.17525486889973,0
26-35,Mexico,27,D,C,E,D,-12.93980964490314,47.5158261416725,0
26-35,India,20,A,C,D,C,26.821350688427835,-181.4658777156086,1
