orientation,RACE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Other,Asian,A,-54.85144961062321,E,135.0895241046745,C,125.50256964618451,A,1
Other,Asian,A,9.336027233020014,D,55.38164930302813,C,-187.89974388643668,B,0
Bisexual,Black,C,-115.86688429043544,D,13.555494375240077,B,44.89171852943916,A,1
Homosexual,Other,E,112.6752465704705,D,25.009091319668777,C,-219.37510503324376,C,0
Bisexual,White,E,-152.9471497755425,C,236.89985230931492,C,67.7197089020179,C,1
Other,African American,D,-16.270095217555113,C,-136.7113323314296,E,1.2688971869362775,D,0
Homosexual,Other,C,206.62639348470105,C,-137.14403625078572,B,37.19573148506476,D,1
Homosexual,Black,E,-120.5245952227472,D,184.62801851809866,D,-141.6173839642746,E,1
Homosexual,Asian,B,45.719066184775876,E,-37.34502108458504,C,-26.968569334599497,E,0
Bisexual,Hispanic,E,62.76530448983245,A,-69.97496021346495,B,-74.31556525696729,E,1
Bisexual,Hispanic,B,96.23275774276917,B,-4.847201544008695,B,-1.508943985295345,D,0
Homosexual,Hispanic,B,-128.30372711944457,A,-202.8312191278721,B,95.50447898703035,C,0
Heterosexual,African American,E,-66.93603829345082,D,39.430111799210124,C,16.941437489728088,A,1
Heterosexual,White,A,108.13490080730004,D,34.55400349876784,C,94.29651960489905,E,0
Homosexual,Black,A,115.27881273926303,D,27.17071886026311,E,-138.3338468724641,C,1
Heterosexual,Black,D,91.6523393302423,A,45.955534431653916,A,30.58199418146974,B,1
Other,Asian,E,14.235526039775722,A,-12.389821488144783,E,-93.87754449138205,B,1
Bisexual,Asian,B,12.739019287401968,C,-183.671202076343,D,-95.63414763403341,B,1
Other,Black,A,6.565224520342497,B,-112.78288684999049,B,-176.27443679899974,E,0
Bisexual,Asian,C,17.968750395701253,C,115.09346045085012,E,-152.24821367351882,B,0
Homosexual,African American,B,-184.1681073317442,A,-122.17177633614847,B,83.79748274611045,A,0
Homosexual,Asian,B,165.78495949237205,E,-64.69352225421393,B,152.6833723104601,B,1
Homosexual,African American,E,-25.099898602799893,D,-40.60214558817366,B,-74.84246016313072,D,0
Other,African American,D,9.18184641007814,C,34.42248161778388,B,-32.84184806545172,A,1
Heterosexual,African American,B,105.79662256135538,C,129.53342046842445,C,-66.40716671997203,C,0
Heterosexual,Other,A,-154.06449178459954,D,-138.5400156472789,D,-75.62648317847497,B,1
Other,Other,E,-138.54912962141884,D,-121.98129072048116,A,-75.15871583446877,B,0
Homosexual,Hispanic,D,-94.54085970247071,E,117.25797208210757,A,-171.6270923488379,C,1
Homosexual,Asian,A,28.907029279047798,D,74.05270406433526,C,-67.37274213845248,B,0
Heterosexual,Asian,B,-85.79185486575473,A,-239.17174497767863,E,-37.754792747123886,E,0
Homosexual,Hispanic,C,-126.74395148593828,C,31.020131829224557,D,48.52247351813501,E,1
Homosexual,Asian,B,124.94250157415136,C,-85.56708465454817,D,-48.60517088786603,A,0
Bisexual,Asian,E,-26.977021716328164,D,-15.796635840548243,A,59.933859488604234,D,0
Bisexual,White,B,18.13466291119647,B,62.839510104971794,C,41.39114311403404,E,1
Bisexual,Other,E,-28.989938600191937,C,-177.03184767037789,B,-19.721160306299755,D,0
Bisexual,Other,D,208.12168983696023,B,104.17669049859416,D,-69.64269172792463,D,1
Other,Black,A,70.9097221960324,C,113.5944659902475,A,90.9682695485179,D,1
Bisexual,Other,C,-96.43075831428469,D,-205.8569773898097,B,66.78085567165549,D,0
Homosexual,Hispanic,C,-149.6561726681705,C,-56.819426021161945,A,-49.2742538414346,A,0
Bisexual,White,D,-147.22779274727975,E,-32.33677367829365,A,-183.9851828299912,C,1
Other,Other,E,-88.19073297929961,C,68.90111498238704,C,220.64248561755426,D,0
Other,Black,B,-51.77082322790974,C,-100.55050879364515,D,111.29498134003867,A,1
Homosexual,Asian,A,-26.46705789399934,B,5.243326881777133,D,217.85969983577743,C,1
Other,White,C,86.50648629040037,C,-21.608634841365753,E,-30.65409439457838,A,0
Bisexual,Black,A,105.25630326203623,A,-5.241231113519703,C,-43.5737607480075,D,1
Other,Asian,A,-101.08541660143327,D,26.453529584791426,E,49.8699997538701,E,1
Heterosexual,African American,C,-124.56450130549388,C,-136.49992920705785,D,109.46903415854592,D,0
Homosexual,Black,D,92.83028973441093,B,-10.537305382582291,B,109.90454755571528,C,1
Bisexual,Hispanic,D,-104.39674137728679,D,-86.6008456557166,E,117.78082249188083,E,0
Other,Black,B,-2.1507058718692216,E,135.73830033570366,E,-195.44520180262376,D,1
Other,Other,D,43.06663330222856,A,164.77276093525177,C,-35.462651043015114,A,0
Other,Hispanic,A,68.5429086372472,E,-163.15757855945205,A,20.334636009234895,C,0
Homosexual,Hispanic,D,64.7847594611597,B,-62.88467707366463,E,-102.7382290994741,E,1
Heterosexual,Black,E,-144.06907916898223,D,-22.998350818169715,D,144.71376012438623,E,0
Homosexual,Hispanic,D,-2.4759762835882606,D,-6.99656074291795,B,129.07865034326284,B,0
Other,Black,B,43.33536205112947,B,35.90832122179465,C,-133.35966175007292,B,1
Homosexual,Asian,A,34.3632818609889,B,98.18541282346044,E,175.40258925961132,D,1
Bisexual,Black,A,-34.119250585188574,A,-76.8321806734744,E,77.87286580150682,C,0
Homosexual,Other,B,-123.99735352995438,E,-23.47907276367279,B,2.137299454702859,C,0
Homosexual,Other,C,42.88443564602631,B,106.75830250859259,B,118.5706837687442,E,0
Homosexual,Asian,A,-173.19295519197217,D,223.49486229716496,A,-78.27710114221728,E,0
Bisexual,Hispanic,A,-19.418902054906376,C,-26.915700268176668,B,-5.452908863883743,A,0
Homosexual,Hispanic,E,-53.432492784040534,E,14.387071171314258,A,-0.8339650705933397,B,1
Bisexual,Other,A,50.77525769688339,B,5.146976584494267,E,-96.74959569689895,A,1
Other,African American,A,167.4108163827953,E,-34.59831386414097,B,54.1253349689573,B,0
Homosexual,Black,A,-195.3069174381405,C,-83.47366239334933,A,69.20312364215204,B,1
Other,Black,B,65.75866732556295,B,-6.595925783278683,E,20.476760238544554,A,1
Bisexual,Hispanic,A,-43.23899455566755,B,108.99882000398573,B,207.09462641931466,A,0
Heterosexual,Other,A,-12.295025362006331,E,-32.8677705847192,D,-76.15344072091169,E,0
Bisexual,Other,E,86.04176869440771,C,22.48736488088213,D,24.407721187139355,D,0
Other,Other,E,130.03336146677884,D,48.39273327665853,A,-118.01629323222045,C,1
Other,African American,A,61.322434141294735,B,-86.53563043862401,D,76.43459311866158,C,0
Bisexual,African American,E,-6.188745623310112,E,14.31662833384684,A,-28.610756817484383,C,0
Other,African American,E,-108.07569477958157,D,-83.73364115035336,D,132.5614610113821,D,1
Other,White,A,117.75300829893047,A,18.830104697526213,D,5.430527765055394,C,1
Other,Hispanic,B,81.92940116315168,C,-98.64511645462487,B,37.78216564410493,A,0
Heterosexual,Asian,B,-3.8982238874520263,B,13.100992984158374,D,-97.18621123824722,C,1
Bisexual,African American,B,-35.314876492296484,A,149.83141131128076,C,62.90959776602415,D,0
Heterosexual,Black,B,139.77739933455246,B,68.4554563086576,C,66.82596139761044,B,0
Other,Other,D,82.82612730853812,A,34.1592725472763,C,24.743052507090393,E,0
Other,Other,D,-3.206121654442489,C,-13.059838442545416,A,-35.736691950629506,D,1
Other,Hispanic,B,-58.04268814455084,B,51.43015649218307,A,146.38100855312658,B,0
Other,Other,B,67.00848299083121,E,-101.97115505666301,A,-59.1723136294827,B,0
Heterosexual,Other,A,215.82507850993022,A,0.8958704831258602,E,-43.18605062240132,B,0
Other,Other,E,-73.9153306834107,C,-64.92277500147327,D,228.89886980994572,E,1
Homosexual,Other,B,-34.674107909066535,D,97.74540266261546,B,-50.5871748090725,A,1
Heterosexual,Hispanic,E,-4.8421503655504035,E,66.32235562575667,B,-28.683156253618947,B,0
Heterosexual,Hispanic,D,38.23613774830885,C,102.11698782330984,A,-9.306190789093458,A,0
Heterosexual,White,C,-132.12944259365412,D,110.65703233089855,E,-0.3186774454322046,E,1
Bisexual,Other,D,7.432549650355691,D,206.31871766541929,A,-28.441612302617937,E,0
Bisexual,White,B,-22.284225889629013,A,-40.60592197358515,C,-178.82084863509306,B,1
Bisexual,African American,A,-157.72773753687872,E,-48.181117741073805,B,-57.357501145586234,B,1
Other,White,C,11.839959698517333,D,35.023365821173144,C,-92.30622369630929,C,1
Heterosexual,Black,E,273.98205828340514,E,131.70641226130996,C,65.0828883529063,A,0
Heterosexual,Other,C,72.41271248866781,B,-94.72592135665691,D,-108.55863918672904,E,1
Bisexual,Asian,B,87.0544928666646,B,94.44012295998925,A,96.50391375382952,A,1
Other,Asian,B,-126.9886402992497,E,119.94544363697202,C,44.70994689591802,D,1
Bisexual,Other,E,53.68885449196027,D,210.4134063679194,B,-58.53817980205992,D,1
Heterosexual,White,C,168.14606278818607,D,1.5081189605575371,B,61.99568518012985,D,1
Heterosexual,Other,A,32.6519951953666,B,-5.810176899469654,B,100.08126492724017,E,1
Heterosexual,Asian,B,40.5014124596543,B,-131.4015609493253,C,-40.11403744706332,B,0
Heterosexual,White,A,10.873127929102356,B,63.9345138076024,B,55.79716129443506,B,1
Homosexual,African American,C,-27.41917347236627,D,-42.48905376937145,E,22.126762809065617,E,1
Heterosexual,Black,C,16.068366582460655,B,-87.27157759907496,E,103.54314850674358,A,1
Other,African American,C,13.961244506306624,C,34.26112033156916,A,-93.10309857536753,E,0
Homosexual,African American,A,-112.54572109765483,E,-90.4832108757899,E,-15.279468960616349,E,1
Heterosexual,Black,A,-23.598211481698154,E,48.08385857891773,C,-142.68904966152763,C,1
Bisexual,Black,C,-21.910370229701552,B,48.76559165659344,E,-39.75055350134159,B,0
Heterosexual,African American,A,102.2455773715562,D,-15.404259381347321,C,-157.88678024492637,C,1
Heterosexual,Other,C,-264.2171470945518,B,-183.89101961826273,B,44.934881184970784,A,0
Other,Hispanic,D,-21.773468705960127,D,-2.8902622844076036,D,4.454908287540317,D,0
Bisexual,Hispanic,A,-142.50983986066714,D,45.97171714345051,D,31.137685275576327,B,1
Other,Other,B,-53.91206455460675,E,101.14439597399722,B,-139.64961364524842,D,0
Heterosexual,Other,A,47.06352011734955,C,-138.60002644010555,C,114.28243831871106,A,1
Heterosexual,White,E,30.565145777468018,C,-78.66284408788566,E,-17.123543854662366,B,0
Other,Hispanic,E,-7.233919319446727,A,-70.88296937978353,A,83.55991984246157,D,0
Heterosexual,White,D,-17.849357403943124,A,85.77920488626386,E,-147.00510691778052,D,0
Bisexual,Asian,B,5.2373400631235665,B,53.83604646496289,E,135.746247568852,D,1
Homosexual,Other,B,138.7191591853751,C,108.65706391776926,E,-126.66919462019193,C,1
Homosexual,Hispanic,A,-148.64242497386368,B,-112.51574534122832,C,56.19063209385574,C,0
Bisexual,African American,D,73.44628849991626,B,-101.09119264901831,C,21.199200310457346,D,0
Heterosexual,Asian,D,60.42700865263749,D,-39.094502084195064,C,-135.70302396882204,C,1
Heterosexual,White,B,-59.7434948339025,E,-8.35518224264405,A,-34.003402277997914,A,0
Bisexual,White,D,-54.11337282673032,C,58.91085396407208,B,-196.15365622863493,B,0
Bisexual,Asian,D,-58.653540907066194,E,97.8365105213328,D,-28.914336209232573,A,0
Homosexual,Asian,B,-89.53461514523353,E,-45.95953367919874,D,-83.95898733533133,A,1
Other,Hispanic,C,13.29179556459592,D,-91.86767822945329,C,-86.6824354409032,A,0
Bisexual,Other,C,-90.83543308632545,D,193.49803821229258,D,59.630846279932946,D,0
Other,White,A,7.479432313552616,E,117.617542086737,D,71.8707629696937,D,1
Homosexual,Asian,D,53.04914898521016,A,-53.03013694846879,D,32.15396958537177,B,1
Heterosexual,African American,D,-101.4426047292205,B,72.33094519604735,E,31.87489268183881,A,1
Other,African American,E,-25.340352015746127,C,-14.093733468091507,C,-3.3843099987351404,B,1
Bisexual,White,D,229.66837959467153,B,-86.48494217726832,C,89.87593425888993,B,0
Heterosexual,African American,A,92.54590937077037,C,-73.30563738839848,D,-122.65864758879484,E,1
Homosexual,White,E,33.84945598190361,E,-20.668605916420546,A,62.89221502052042,C,0
Bisexual,Other,C,89.59123770108971,C,-136.7086655681683,E,-10.144350701249891,A,0
Other,Other,E,102.56329415148382,B,23.49079516709462,B,82.4003065971706,D,0
Heterosexual,Other,E,-92.3640050940636,D,15.942067882583336,B,-24.132248645839212,B,1
Heterosexual,Hispanic,A,-13.185538645219747,E,77.36160932077605,A,-10.340177039303528,A,1
Bisexual,African American,B,41.73680765415581,E,86.47739503907887,E,148.14392067778763,B,1
Heterosexual,Asian,A,-6.82843517867366,A,133.05347016831973,E,50.62640795002403,E,1
Bisexual,White,C,-63.58111481483738,C,-94.7937593077963,B,-74.66455838962534,A,0
Other,Hispanic,C,-53.09143805206663,D,-73.11753645774668,A,-65.19092776389103,D,0
Bisexual,Black,E,126.37114312413303,E,39.60828063724154,E,-1.1200701821604029,E,0
Bisexual,White,A,-69.67550956092072,E,-220.8377324115335,A,168.51379990297147,D,0
Other,White,B,0.9214571786058107,D,21.847693776227587,A,47.246941609709395,D,0
Heterosexual,Hispanic,B,115.95061453734603,B,99.86129744669586,A,-66.96506171673417,E,0
Other,African American,C,80.65858904227242,B,-71.59680475785095,C,102.76236126613907,A,1
Heterosexual,White,D,48.389158971659704,C,24.10075072385961,B,149.6815114358163,A,1
Other,White,E,-101.45940852601166,D,-175.21637068037077,B,-51.06926666446443,D,1
Heterosexual,African American,A,-65.70548734326135,D,-75.06481146799922,B,40.90781002023786,C,0
Bisexual,Hispanic,B,-7.369203941049557,D,-29.081924894524843,E,-88.7493880761903,B,1
Heterosexual,White,E,-5.942802072295366,D,-24.681671070220517,B,35.06791861180225,B,1
Homosexual,Black,B,-37.78077776433088,E,105.84162188681223,D,-126.2274255157066,A,1
Bisexual,Other,B,-51.66815608050391,C,0.3608305626630034,D,-26.812475825796373,A,1
Heterosexual,African American,C,-50.35998664233706,D,70.33325048595304,B,-84.79327426137738,D,1
Bisexual,Black,C,209.71323392362228,C,-27.025750584117127,A,122.48985779389645,C,0
Bisexual,Other,B,-130.80846722893122,B,-14.202861744778838,D,-48.224167852998136,A,1
Bisexual,Asian,B,-119.92512304968712,E,-53.40346150810473,D,7.719765695069978,A,1
Bisexual,Asian,E,22.284807261735814,E,-61.80566159788611,C,86.01261805662507,C,1
Homosexual,White,B,-53.8926754722484,E,-80.9301229751928,E,111.81184375554925,B,0
Homosexual,African American,A,158.9392222703493,B,73.80018780347251,A,29.70615794001811,E,0
Heterosexual,Asian,E,14.621868555743267,C,-0.29597766879761583,C,20.96901750801772,D,1
Bisexual,Black,A,-38.05113027921417,A,11.326372668799477,E,-9.177979504502975,E,0
Bisexual,Hispanic,B,-144.72418240439694,A,-80.24394188654075,E,-111.15021425575829,D,1
Bisexual,Black,B,-27.796299840471068,D,22.524410477113495,E,-21.285470871744856,D,1
Bisexual,White,B,106.01504226897673,D,29.351454504451517,B,141.25517920261748,A,1
Homosexual,White,D,36.72652567180369,B,-76.26462913506283,E,126.57921347954739,A,1
Bisexual,White,C,19.193235930702862,D,-25.588161541187272,C,147.03171701572526,D,0
Bisexual,Asian,C,77.28242025470607,D,98.92986427889699,A,58.91895015004939,E,0
Heterosexual,Other,C,-182.24122593454052,B,220.29747741269637,D,19.01228950270888,E,1
Other,Hispanic,A,281.4079570382401,E,-71.77068839331297,D,-2.130292657730993,C,1
Other,Black,B,-31.901025204353594,E,49.987142209003984,E,-17.984326556876734,A,1
Other,Asian,B,89.41541498281447,E,-65.28863610040948,E,105.8982715344289,A,1
Heterosexual,African American,D,141.81064823010124,E,-143.56120277384179,C,-115.18703215098851,D,0
Heterosexual,Hispanic,A,109.14285852432795,E,147.0758849246299,B,75.22720644888561,A,1
Homosexual,Hispanic,E,41.16289406712012,C,-109.71344731844468,B,-44.20655703414653,C,0
Homosexual,White,A,-27.832091233057625,D,34.92127229720195,A,134.88153566559632,C,0
Heterosexual,White,A,-187.81305545036605,C,22.044848441570014,D,22.197914133556893,C,1
Other,Black,B,-35.97937589147237,D,-120.44242082608363,D,199.00531710819712,C,0
Homosexual,Other,A,-53.16544623446832,C,170.49490084345967,C,153.25740992443525,B,0
Homosexual,Hispanic,D,45.89479591697542,A,217.94223230303777,E,-53.330074004317865,B,1
Heterosexual,Black,E,87.9991880196507,C,-19.53592478396541,E,-198.92002533209674,A,0
Other,Black,D,96.59636460554458,B,-98.73502358775123,B,42.58987714759414,A,1
Homosexual,African American,A,-6.463099981363777,A,-17.80695887091276,C,-151.12136500405686,C,1
Heterosexual,Other,A,64.22291325524196,D,27.843670306580613,C,85.79594843164656,C,1
Homosexual,Black,E,-9.754916580422734,A,-112.99087527158605,A,45.992855338028384,B,0
Other,Black,C,-35.432601159348934,B,0.2905120985579821,A,-100.61200874679663,B,0
Heterosexual,Black,D,-28.49353315859099,A,90.38165914743487,B,1.0538357114951502,C,0
Other,White,D,148.25071267987744,C,-61.21480292865943,E,91.17675970638676,D,1
Heterosexual,White,D,-116.7304266057052,B,313.9490605841925,B,128.11730640631308,E,0
Homosexual,White,E,-52.213486634995434,D,144.54782849411495,A,-194.4331673950071,A,0
Homosexual,White,C,-16.462274939331547,B,-151.4949373446032,C,118.23239465850841,D,1
Other,Hispanic,B,1.8300267429727137,C,24.99373953468311,E,55.21708062363585,D,0
Homosexual,Other,B,73.6454218660479,A,92.88023193783587,A,78.92707849768263,E,0
Heterosexual,White,D,75.68771014726026,C,-39.20488760449112,E,29.684859880296997,C,0
Other,Black,A,64.99317360685446,A,-19.220359617557893,E,59.35526568956746,D,0
Heterosexual,White,C,34.67864434598703,B,129.1010543932246,A,1.7601861112751562,B,0
Bisexual,Hispanic,E,237.44537446893506,D,-42.108394412975024,E,106.33489042457242,E,0
Bisexual,Hispanic,D,-100.40851541747466,C,-50.88212002503207,A,-125.6565986403401,D,1
Other,Hispanic,C,-44.79940353539442,B,43.43946396871745,D,-60.367408583831185,D,1
Heterosexual,Black,D,-40.575877799964786,C,11.703088739192042,B,110.91133883126507,B,0
Heterosexual,Other,C,-44.528338659803524,E,-9.789690814965917,A,-31.720671765965363,A,0
Bisexual,Black,E,-112.5185185289993,A,-70.61238933127544,B,-21.951358795497395,D,1
Other,Black,D,-138.39358362976128,C,175.62512031831844,C,-16.916907283449845,D,0
Homosexual,Hispanic,D,-4.245277404507415,B,-138.38558508409838,A,-77.20394613588536,C,0
Heterosexual,Hispanic,D,62.071851043876435,C,-43.10107779209357,E,-26.761423068418843,C,1
Homosexual,Other,C,-83.59396789296196,D,259.7095852892592,B,-35.789015660543804,E,1
Bisexual,Black,E,-231.5335376178778,C,-16.904329842283726,A,-115.48348707004517,A,0
Homosexual,Hispanic,C,86.77156169158813,D,11.112027995808663,A,-5.34007144719523,A,1
Other,Black,E,-67.11995942405697,B,-43.11121328648522,A,89.06274475063995,E,0
Bisexual,Hispanic,E,60.10453963547634,E,100.26777262506637,C,16.391221415956505,A,1
Heterosexual,Black,C,77.1653205641743,B,4.061050721935761,A,-76.23619275229983,C,0
Bisexual,Other,A,22.578463764677412,E,-14.235134744726368,E,33.716200164733195,B,1
Bisexual,White,A,-0.49156178676455253,D,105.94537153755965,B,106.13057142696034,A,0
Heterosexual,White,B,33.152670293064766,D,111.02962590933532,E,-243.21137708934776,E,0
Homosexual,Asian,E,-50.59349012037756,D,-223.75105842266913,A,-0.18771249338064416,A,1
Other,Asian,E,83.50339766261037,C,-24.686303010544965,E,-107.32559136350743,A,0
Bisexual,Hispanic,A,71.61772902014489,E,-144.2552432697466,D,-128.20430491624043,E,0
Heterosexual,Asian,D,6.013108115935351,B,149.97844165353825,A,-82.74601477149504,B,0
Other,Other,C,-146.460923891856,C,152.09200342399646,C,35.720592423531464,E,1
Other,African American,B,11.303861722062178,C,-46.07387129889629,B,54.75343575620556,C,0
Bisexual,White,A,94.32991623160828,D,157.26985384071148,C,91.31976345210362,A,0
Bisexual,White,D,73.01921885764212,A,21.139735095826076,D,-178.9745046750097,D,1
Homosexual,Asian,E,-110.09864009160589,A,22.12761841864938,A,43.43608000649465,D,1
Bisexual,Asian,A,23.545288348539664,B,-208.48784627556446,C,67.96389100893113,B,0
Other,Other,E,-20.91028662804023,E,111.26428054229196,D,-85.81059020954085,A,1
Homosexual,White,B,142.8456066507626,C,-20.63957373359886,D,-95.4510375672246,E,0
Heterosexual,African American,E,30.637299449229587,D,-5.21507650613124,B,84.40500262548244,B,1
Homosexual,African American,C,38.9863944359999,D,196.53838453875042,C,92.64753268912868,A,0
Bisexual,African American,B,120.7670304737941,D,-24.75858007423757,A,174.50350224605236,E,0
Homosexual,Black,C,119.97692668854181,C,-62.54512636869375,B,-41.78339388247785,C,1
Bisexual,Black,C,-8.282257855507122,D,26.206014662036665,E,141.54098650960069,A,0
Other,White,C,-67.20912962685225,E,-72.85286116612862,A,-253.08446109480775,C,1
Other,African American,E,52.463213349951374,C,-56.361412708537515,B,-252.0420217679144,C,0
Homosexual,White,E,2.076592652651068,E,-81.44885030161568,E,155.1571482718823,E,1
Bisexual,White,A,89.44219030783562,D,-26.009724569612175,E,-125.80716787382396,B,1
Heterosexual,African American,E,-44.48440559759248,D,61.37517708913541,D,-63.70307581135389,B,1
Bisexual,Other,D,137.02013543427518,C,-90.31067772271477,E,83.35260750330325,A,1
Homosexual,White,A,43.17221976106775,B,24.97085141317742,C,71.23887443491161,C,1
Bisexual,Other,A,-73.78222621047476,C,-110.83463335154049,A,58.15814802948223,D,1
Other,White,A,64.12464465641088,C,37.92201900186913,C,146.9207470616282,D,0
Other,Asian,B,208.36049845577242,D,107.37524358161565,C,-97.61179353218154,E,0
Homosexual,Hispanic,C,130.88099501833298,E,-73.62158177631247,B,-79.04939189274602,D,0
Heterosexual,Other,A,127.01464669075516,C,141.16394401169794,A,-96.93215047906625,E,0
Homosexual,Black,C,22.63522496460421,A,-100.92728842474537,E,119.974271474631,E,1
Heterosexual,White,E,55.34519581958462,A,73.23885928523421,B,34.848388282911436,C,1
Other,Asian,C,-17.674858978591434,C,3.3696151953119444,D,28.42397029132312,B,1
Homosexual,Other,C,71.08807294008385,C,14.386327579208539,E,194.72667054422797,D,0
Other,Other,B,17.64801631696356,A,25.64745095901192,E,-198.97000173896865,C,0
Homosexual,Black,E,201.84676583914313,A,117.2539956985153,A,-77.21416167377409,A,0
Other,Asian,B,-55.82658730449271,D,11.889142733200837,E,21.165434635399826,C,0
Other,White,D,-13.20076745368675,D,-3.7307825590504704,B,-197.46927466586942,B,1
Heterosexual,African American,C,72.24813431721216,A,27.39316830691541,B,5.548070277524393,D,1
Other,White,E,337.1380023977854,B,101.22489526156413,D,32.29841291155836,D,1
Homosexual,Asian,C,91.62564009262437,D,-19.20921446440553,E,-94.85586583079557,E,1
Heterosexual,White,C,60.1499191370299,C,244.7275559773047,A,-105.16333125401947,D,0
Other,African American,A,-20.759142770010712,D,3.999112091888218,C,-199.12242123875302,C,1
Bisexual,Hispanic,A,-94.05848178547662,B,6.221386089953119,C,-20.106225596077877,C,0
Homosexual,Asian,D,-101.7338181396813,B,-164.48868464855303,C,-76.26419973487548,D,1
Bisexual,Black,A,33.21884050177803,B,56.31232578049297,B,-0.1307265215088449,A,1
Bisexual,Asian,A,199.65856617756143,C,-108.01738188444567,E,-54.20473677858663,D,0
Other,Black,D,27.22749524968237,D,171.20533054990113,B,-37.89641940521979,D,0
Bisexual,Other,C,24.54355551150353,C,72.39318311936145,D,-16.651965557761752,B,1
Homosexual,African American,E,-22.20229863403088,C,42.12048749527885,E,-50.17527131206146,E,1
Other,Hispanic,E,-32.7085749968472,A,125.42360534431553,E,-63.44522486983627,A,1
Homosexual,Hispanic,D,62.22971926111275,B,193.98477468675458,B,13.36410256122429,A,1
Homosexual,Black,C,-121.40775553927278,D,111.55273836302517,D,-155.52732445919193,C,1
Bisexual,Other,B,-103.16563623382751,B,-15.035013406122157,C,-79.5113690929788,B,1
Bisexual,Asian,D,5.186936097819462,E,58.04780599643693,D,92.4140879682447,E,1
Other,African American,D,27.033172944284487,E,-11.147478243989909,C,-99.45878168533716,D,0
Other,African American,D,-22.170413870724992,C,-148.41136286140676,A,91.3755319474882,B,0
Homosexual,Hispanic,B,-74.67230831141237,C,-81.85437742126842,D,69.65883590039319,C,0
Homosexual,White,B,-137.18707014547437,C,155.99028779455128,E,-47.06468311217681,E,0
Heterosexual,Other,C,194.55104543936108,A,9.166528838423933,C,-50.98942414413487,A,0
Other,Asian,E,92.19330866332534,E,20.95275802674818,A,169.14671047340195,C,1
Homosexual,Black,E,112.59766319423134,C,109.99464341677292,D,76.92182649487513,B,0
Heterosexual,Other,B,-117.66556412787197,A,28.251112870038575,E,-24.627418128118315,C,1
Homosexual,White,E,112.99451810793155,C,60.95553889781261,A,-239.66774428120533,C,1
Homosexual,Hispanic,A,88.46334198478144,A,48.95338755947565,C,-211.18143643789202,E,1
Bisexual,Other,D,-157.4315770418714,D,68.92745285963943,E,-16.62551513357279,A,0
Other,White,A,-58.96105598995921,D,-64.17814784822801,C,-28.18927382174709,B,0
Homosexual,Black,D,-186.41661213184057,E,-126.8730549015116,B,157.3597499056363,D,1
Bisexual,African American,A,127.9451631467722,C,-99.16247332565102,E,-84.03247006820253,B,1
Homosexual,Black,A,-42.9022268228522,E,-32.64154703270076,C,85.33011558567541,A,1
Bisexual,African American,B,19.273176743014368,E,-19.146698093385915,C,-58.69865505051338,D,0
Heterosexual,White,C,92.9600843571253,D,-51.7452524846194,D,63.55638973047871,C,1
Heterosexual,Black,D,-43.67425523570797,B,-61.488865584274734,D,46.07749914144988,D,1
Homosexual,Other,D,141.76772412365744,A,24.098853140377418,D,18.83680121418029,D,0
Bisexual,White,C,26.517706687895515,A,54.73697305418097,E,-117.33221346103473,D,1
Other,Black,E,-30.01389313791692,D,-168.36124129695133,D,-4.210974494605684,C,0
Other,Other,E,-19.44491240916741,C,66.217133679193,D,-22.94457297039801,E,0
Other,White,B,284.08817801611093,B,-133.62433990561036,D,-74.90851203069491,D,0
Bisexual,Other,B,163.90828999809816,A,-11.27465445198685,A,71.23718759754495,E,1
Heterosexual,Black,A,127.01455278057172,B,117.40140710685694,C,7.505375563710076,B,1
Other,Hispanic,A,15.476509289376361,A,-88.94932429305635,A,-34.35356601364718,A,0
Other,Hispanic,A,-54.037597085792264,D,-187.97995994314434,D,-142.49035209042162,B,1
Homosexual,Asian,C,88.81554063891808,C,60.53559896106573,C,9.557362655829102,C,0
Heterosexual,Other,D,-86.64716716624602,D,-1.2410743324505062,B,115.61018560517013,A,0
Other,Asian,C,-251.29235886594284,C,-130.1253708675415,D,-2.7678508583072805,C,1
Bisexual,Black,C,73.72857493486025,A,211.71986074397,C,12.133811742895272,A,1
Other,Asian,B,296.42733523883726,D,89.33281261226726,D,172.96290848862728,E,1
Bisexual,Hispanic,E,-95.72204942520972,E,72.98768583154836,D,-98.47769539317532,E,1
Other,Asian,E,97.80821444318791,E,55.209858847658,A,-110.46386172657088,D,1
Heterosexual,Hispanic,D,34.7849023934655,A,-82.64054502469659,B,62.41698112685533,E,1
Other,White,B,-72.80411612339284,B,-0.3286700393207542,C,-205.18412284729192,C,0
Homosexual,Other,A,10.53613526353574,B,220.32520854748805,D,65.63452548203861,B,0
Homosexual,Asian,C,-88.44289751266012,E,15.848849191060498,A,155.71693284217676,A,0
Homosexual,Hispanic,C,-140.2291319334494,B,66.38810838607114,E,-164.54160412725636,A,0
Bisexual,African American,B,-35.34606552540246,C,-56.69686951811573,A,-113.01169686270475,B,1
Heterosexual,African American,D,-134.63285505755607,A,-65.38175422855733,D,123.31726718422622,C,0
Homosexual,African American,D,85.8209847824491,E,97.97707010231184,E,105.78440200777632,C,1
Other,African American,B,16.26221430226873,A,-82.59359390948764,B,-75.0296209769856,B,0
Bisexual,Asian,B,-64.87846032740977,C,-139.55895835486817,A,-132.3241972961121,E,1
