Disability,orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Yes,Homosexual,B,A,146.7650797942496,E,B,-130.12891372793467,B,39.902802071913754,A,100.88818107023896,228.4804688535621,A,E,109.23418487111083,A,B,1
Both,Homosexual,E,C,-189.14010956579494,A,D,107.9179402603595,D,6.601878218439235,C,-19.19284507849022,-117.25499466192318,C,E,-31.595989800546192,E,A,0
Both,Bisexual,E,B,-17.816740163984395,D,E,10.511794211107286,C,17.250201121923187,D,-154.77725813816028,-38.95885349181232,C,B,127.93175975235167,D,B,0
Both,Other,A,A,-208.10251698901197,D,E,-8.3136853406216,E,159.72891194035992,D,-222.28814780082357,-57.470769671945575,A,C,167.7737045851646,A,E,1
Yes,Bisexual,A,D,-158.3688403611176,D,B,5.183760735749133,A,-100.7386494810435,E,-200.28254455113753,-78.27237041558847,D,D,38.339678091303064,D,A,1
Yes,Heterosexual,D,D,65.89756677578788,B,E,-42.13676284771698,D,55.10492779540057,C,118.74922618040671,-112.2573284626575,B,C,118.615616999263,C,D,1
None,Heterosexual,D,B,-43.50547831290487,E,C,-34.881167112777916,B,89.43904252504409,B,-175.21827661086337,127.717859823169,A,A,-134.3763386624659,B,E,0
Yes,Bisexual,D,B,263.846597604334,B,D,-16.222642537036062,A,161.4548234709125,B,-59.445672333207256,-153.31079755607664,A,A,-89.57945643546185,E,D,1
Both,Bisexual,D,B,12.504742145564812,E,E,-37.65128434154648,E,66.42776354569176,A,-61.94872045743478,45.50671565322044,C,D,-41.38855628467133,A,B,0
None,Other,A,A,115.61370061471838,E,A,-132.0368401257022,E,-89.47272727384647,B,-122.71973039312971,-151.79378608753865,A,D,38.26695521217339,E,A,0
Both,Homosexual,A,A,-12.929036789871272,D,E,94.4848589271457,D,47.02603331263533,B,-1.796040067060565,-4.710423515101705,A,A,-112.34112899449254,A,B,1
Mental,Other,C,C,28.20278485061436,D,E,-33.60815902571849,B,-76.5426143307372,E,-156.1688043554013,27.11684858014072,B,A,-8.010469776348348,B,C,1
Physical,Homosexual,B,C,71.63745629218712,D,A,35.5936416896024,D,-33.73969731906781,A,-61.95436315138269,139.64565378623655,C,B,59.14654720402114,B,C,1
Mental,Other,E,E,134.3048477363416,B,D,-58.97325638397673,B,-36.25012499042783,C,-122.94791905754,-32.59151763900736,B,E,17.74939791017435,B,C,0
Both,Homosexual,A,B,-17.77452058610873,B,D,5.847051727672879,B,-63.83652313535109,B,-90.91012195905407,32.442018001594434,C,C,96.1011125878876,E,E,1
Physical,Homosexual,E,A,136.9174615000248,A,E,-11.10030647806016,B,-140.33676580605885,C,-233.79340060708637,-63.16374590911249,A,D,66.19782584734071,A,E,0
Yes,Homosexual,B,C,28.826967984305202,E,E,54.20796165702575,B,-30.00205714448431,E,-60.219846543246845,-71.52834650227848,A,B,123.74058465745324,E,E,0
Physical,Other,E,A,-55.063410000092006,B,A,-50.6660402924055,D,-21.54267349724291,C,-215.8989713740609,-101.63319206936481,C,C,-120.86586836972198,A,C,0
Physical,Homosexual,A,D,214.6150734503512,B,D,135.0277428102715,C,-22.683750805998784,E,51.600608382159216,-28.235512416898228,C,E,-47.30255121278145,B,C,1
Physical,Other,D,A,-99.28903817151831,D,E,-21.814042977598326,D,-234.44337577326948,C,-64.8668752191061,2.93788242513036,C,A,-69.18942942924974,B,C,0
Both,Homosexual,C,B,-70.54315689727335,E,A,11.482518276744408,D,42.683933950111815,A,170.41877867018832,112.82112822263275,D,D,24.517344424661,B,A,1
Physical,Heterosexual,C,A,-97.84219970970669,C,A,-22.42632456542195,C,-54.20499721635169,B,289.87725783071784,-19.759990501188064,E,E,-40.85340188569563,A,D,0
None,Other,C,E,-15.52863263857455,C,C,-170.41739097702987,B,-46.06138183717015,D,-39.82959337660826,183.35283076702407,A,C,47.62810899039554,C,C,1
No,Heterosexual,A,B,341.2680223878004,C,A,-114.603198548679,C,62.58593009132733,E,48.87914679336319,142.10740274992278,D,E,-51.52849222329641,D,A,0
Both,Homosexual,E,D,-43.13789300804254,A,C,40.98726682871259,E,71.36132493091688,D,-43.21176225003066,55.759585549772616,C,A,0.4306967124016881,A,C,1
Yes,Other,A,E,11.673420631524708,B,D,-46.25026240907046,A,266.6937448577019,E,-105.35410929406979,-115.65731329401368,D,D,-70.28122077016212,C,E,0
Both,Heterosexual,A,D,-116.13011832625449,E,A,-140.73530837163906,B,-167.76525421574854,D,177.08319575606913,-134.41759804762137,B,E,-77.54694850353937,C,E,0
Yes,Other,C,D,57.1521212760923,C,A,24.187484724144458,B,246.78464560095313,E,-110.22114445785667,-23.4048433255469,B,E,-137.3136929447452,A,A,1
Mental,Other,D,A,-165.6688881160808,E,B,-80.16895450759274,B,-49.19660466276658,C,-34.50074813062074,-19.16854285200876,E,A,-218.93448022255515,E,C,1
Yes,Heterosexual,B,C,41.96150885563501,C,A,-214.79953965368765,D,-42.268983826443154,B,-1.5691068602409552,-0.9422775457213107,A,D,-24.697138613940243,B,D,0
Mental,Bisexual,E,A,59.179345361208334,B,E,-253.65135499706915,D,-10.73223486839076,C,117.21701714061889,-79.21945701742335,D,B,76.63044832549247,B,A,0
No,Other,C,E,-71.99814828692753,D,D,56.60233584699724,C,50.12679871553336,C,176.27803212481436,96.10881000128936,C,A,-68.8168910512331,A,D,1
None,Heterosexual,E,A,72.21402914159539,B,D,66.20630844855967,E,-136.49771211082103,B,120.7865854697954,-61.823660166712656,C,B,18.672194842194806,C,B,0
Yes,Bisexual,A,A,158.49496184574224,E,E,-154.71155142781583,A,160.3564136189112,E,91.52806509884282,-92.9500239951393,E,D,-8.955766402312111,C,C,1
Both,Homosexual,D,A,-106.76372101391047,C,A,-29.124549797657433,B,-125.73745741553313,A,26.049910053475884,27.256840174096723,C,E,179.47332111122932,D,A,1
Physical,Homosexual,E,D,84.79625110983785,B,A,-184.97041661631235,A,-95.37111891407814,C,-52.70352590402183,-2.721286875278398,C,A,70.50956626298155,D,E,0
Mental,Bisexual,E,E,116.99802066423103,B,C,173.71998081511168,D,141.1994068110181,C,172.04497556706363,203.90817521341808,D,B,-99.41587365803034,B,B,0
Mental,Other,C,A,-55.66287496703629,C,A,18.00533432625869,E,145.80694688218122,C,145.1078596780951,93.76080904401597,D,A,-209.37655349320355,D,C,0
Physical,Heterosexual,A,E,52.452030833593824,E,D,40.88571393265305,B,106.413028800799,C,111.91092223384513,145.48797982661566,D,A,-21.482044985908455,C,C,1
Both,Other,E,D,-23.013878280258744,D,E,12.383465947041893,C,-46.92872766022887,C,-95.90795431733714,-4.6457968403240235,E,B,-58.494880264363104,A,A,1
Mental,Bisexual,C,A,170.33500030728774,E,E,-18.512891038125076,E,-229.8621229917856,A,-68.43835081515536,-176.08956828049486,E,E,-18.635130065099602,E,C,1
Mental,Other,C,B,14.769799177537521,E,E,-52.727023197010624,D,49.40399494185134,D,-36.62253958261499,85.88781125250536,C,B,20.913467368930892,A,B,1
Both,Other,B,C,124.84363265117942,B,E,-104.91775889405193,B,-93.08247081706831,D,-133.3824108187757,-90.47369126866005,B,C,84.5521031584307,C,A,1
No,Bisexual,E,A,86.56381607604699,C,B,16.738235861975824,A,120.88950287075401,B,16.297063938172233,-62.147117554454844,D,D,-66.73359209394792,D,D,1
Physical,Heterosexual,A,B,16.14090613091454,B,C,-52.42697718172846,E,71.62831808459687,E,37.428644352223,77.04075728575599,A,D,92.06473626854459,B,C,0
Yes,Heterosexual,A,D,-34.82300574979984,A,E,-22.52630353968446,D,69.19045205162912,C,86.94192045822048,79.72157966235154,E,A,-20.37904740561141,D,E,1
None,Homosexual,E,A,-77.1022395722347,D,D,30.682414229644294,C,92.5001416697416,C,50.511328539451796,-23.118816706917254,E,D,-74.53392450506811,B,C,1
No,Heterosexual,B,B,-60.049649964949246,C,D,109.87141918039103,A,-12.540599706503425,E,109.7534290613045,-5.449690531012196,E,B,13.008987363433066,E,C,0
Yes,Bisexual,E,E,-91.08162726089316,E,D,130.47837188177428,B,50.9559023098362,E,-143.98796546033813,-120.65995412960733,C,C,-183.47719330781518,B,D,0
Both,Bisexual,C,D,-82.60356193889828,E,E,2.839244903965593,D,65.34989759724856,C,93.89614463321917,-65.30962819429492,D,E,258.04362669684537,C,D,0
No,Homosexual,C,E,-96.12498057143807,A,E,-36.84452703305248,B,190.25908075425139,D,179.54597402949705,53.936581662884784,D,D,-37.39589839562687,C,A,0
None,Homosexual,C,A,-2.623321412973639,A,D,96.43804194355262,A,132.60055358889974,C,172.35504168044378,78.59587432767444,B,B,-210.9850178617627,E,D,0
None,Homosexual,C,C,-104.89656370172831,C,E,205.95416388723837,E,-0.6809545889365847,C,101.98715865571116,-124.16262150399649,C,C,12.447798884246376,D,A,0
Yes,Homosexual,D,D,-6.90393684320973,D,A,-78.9639088276055,C,2.23371730771324,A,41.02586246840836,-84.00935382980337,E,B,83.05057499203227,C,D,1
None,Heterosexual,E,E,17.371470213366987,B,A,101.96741305440511,E,-52.88307654490178,C,31.170789874588877,-86.03013730970885,E,A,-132.5754528349842,B,D,1
No,Heterosexual,C,E,-89.42705887922703,B,C,-39.1514465911257,D,-61.81409461375483,E,-56.419551178149575,-5.8280450543726365,A,C,45.238546558457784,E,A,0
Yes,Other,C,B,57.80450781020532,C,B,139.95438403399848,A,53.02989096382254,C,-24.944454380000018,-23.308971400024923,C,C,3.0211291716044566,A,C,0
Yes,Bisexual,B,E,18.60624890559139,D,C,45.03676776843513,D,56.804007141618825,E,-77.5678437248104,-67.65597888269548,E,A,-103.15679963543083,E,B,0
Mental,Bisexual,C,E,-15.199327597905215,A,A,-98.5076620359417,D,-0.09841378907823638,D,-56.122745804785644,123.44173751662247,A,D,47.83567986185421,E,B,0
None,Other,B,E,-83.1850749803502,A,A,108.08120016869987,C,17.514830363154417,A,108.83271366716463,-335.8815861785408,A,B,-34.90450052313858,D,B,1
Both,Other,D,A,145.2753724697119,A,A,-10.874533715274682,B,-37.83913974490194,C,124.54994469845606,66.88265979680891,A,E,29.085813466284254,E,A,0
Yes,Heterosexual,C,A,62.82740543336083,A,A,-68.87789457980077,B,79.0475552211936,D,-14.34824281937939,-32.86878639720826,D,A,69.36254638227726,C,C,1
Yes,Bisexual,E,E,48.67867982504317,B,B,94.31929470801118,E,-169.17785724440085,B,-166.43989437529325,70.25545405869276,E,B,72.62472137512759,C,A,0
Mental,Homosexual,B,D,177.24530831994213,A,C,-70.70050323933017,B,-29.273753086705696,D,61.57109067381543,-56.89165285644149,B,A,-25.07632832164786,C,E,0
Physical,Homosexual,E,B,171.8791680305514,E,A,-207.15450498225087,C,-249.74435750057643,A,42.42244435473886,82.7957140495765,B,B,76.79013907794052,C,A,1
Yes,Other,E,D,45.542977596468944,A,D,-47.12604520076291,D,-3.79850013413391,B,8.424256812125913,38.28042581223938,C,E,-111.99905242642414,D,A,1
Mental,Other,E,A,52.02948717983921,C,C,1.1305653563546327,A,206.61747234988331,D,120.1560227303097,-232.6937764377843,E,B,-208.17676056618453,C,A,1
Yes,Bisexual,B,A,-0.3183543896396965,E,D,-10.178664388136413,E,76.45422411455675,A,58.73548252178858,83.56930132245948,D,B,73.45752908994552,B,E,0
Both,Heterosexual,C,E,146.34902475591417,A,E,166.91040611830397,D,-143.79266721192897,D,106.50280373408872,-114.50189857958277,C,E,1.5677652065910128,D,A,1
Yes,Homosexual,B,A,134.74007689152148,C,E,171.87999900479193,D,128.5383755330344,E,-33.34068853609122,-133.17409367114536,D,B,180.0261545293477,A,E,1
Both,Bisexual,D,E,-172.28673742926983,E,C,111.7131287106136,A,-97.92154725713146,C,-95.75541155874666,-116.1932887682208,E,C,-78.01376876399759,A,E,0
No,Other,A,A,29.344560555873834,A,B,3.0305158607411338,E,3.1225223201304733,A,97.87569361620088,11.768416625461256,C,A,149.3635164646794,C,D,0
Both,Homosexual,E,A,-85.54555652221434,C,C,54.459857175949175,A,-162.52287414062167,D,-96.49497229362757,-71.22778044175547,A,B,-104.76572078595214,E,E,1
Both,Other,B,E,31.912375077877265,E,D,-47.56035542742594,E,116.45725377874383,B,5.618673048705164,-71.61229833811453,E,C,84.27173159630884,D,D,1
Physical,Other,B,A,73.62374262249223,D,E,-141.528607044819,D,112.70989192337386,C,35.366695165930636,-13.114752203727129,A,E,-131.36780291307383,D,B,0
Yes,Homosexual,C,C,172.4763877175715,E,A,-168.599548660582,C,-21.851949790861628,C,47.66934579289857,90.89366419482512,A,D,95.52323891876108,E,C,0
Both,Homosexual,C,E,-60.48835583919645,B,B,84.03713845826273,E,25.36871258425849,A,112.07487672685441,26.129482550050426,C,C,-26.64819958071097,A,E,0
Physical,Other,B,E,164.38002330670108,C,D,-136.8745229072342,C,69.48134398656066,C,41.77733320636486,69.49108950300139,D,A,15.187245382948353,D,A,0
None,Heterosexual,E,E,56.3626850919249,D,D,206.45996350200383,D,-132.78930105560914,C,-87.59409479847639,71.18584690475916,A,C,-77.43868677425849,C,D,0
Mental,Homosexual,C,B,-19.9195120623981,B,D,132.66133948903192,B,-61.73766116220318,E,79.47222367093548,183.8930114239906,B,C,98.38073968366312,D,B,1
Yes,Homosexual,A,E,-4.9561576430242775,B,D,58.45428697424585,B,36.58972529982204,B,-71.37329939107372,-74.58275684378202,E,C,16.022501458362452,B,B,1
No,Other,A,C,-24.70241140995241,C,A,-25.648060924843474,E,-117.00173862757201,C,96.84428757277455,170.94141038161715,B,B,96.99086212858292,C,E,1
Physical,Other,E,D,-177.68540773578113,C,D,-6.194796960149712,C,65.31554462109192,E,-64.11946958551488,-113.1492154513542,A,A,158.17180439131886,D,C,0
None,Bisexual,C,C,87.23335644866015,E,E,-122.12527368765322,E,114.42657920483836,D,-39.236376466457465,118.9069726029184,B,C,-147.16728106827895,D,E,1
Yes,Heterosexual,D,A,36.88910193727729,B,D,114.86764963015968,A,97.7087957058923,B,104.41473750253105,-140.54506543103835,D,A,-74.2062624177058,E,D,1
Both,Homosexual,B,A,87.68508880057776,D,B,-20.036408980461278,C,-235.90095479640388,B,50.76687463563394,-18.690168198931556,C,C,157.57228989091348,E,A,1
No,Other,C,C,54.409416816891344,D,D,6.442376391462106,E,87.342283197255,B,28.27758657974539,212.14198606111307,C,C,118.9275666599025,D,D,1
Yes,Heterosexual,C,C,-45.85785961921308,E,C,-142.5199281468345,E,-127.47901603168211,A,-65.33303738487348,-78.53146929963712,B,C,8.11138230692941,C,D,1
None,Homosexual,B,D,52.64649340609699,E,C,-279.4768190814699,C,-94.65750692317002,A,31.225473541761666,-216.6082741925698,E,B,27.05008822584263,E,B,1
Physical,Heterosexual,E,B,147.5911715260808,C,C,34.76334763831356,A,-68.67653650614201,D,-149.86273522109573,-78.08971555834017,C,A,-141.11983349370703,E,D,0
Mental,Other,C,D,155.4852036805362,B,D,-93.07367810452806,D,30.45444006852237,E,-260.13756148686286,-225.0986956107284,D,D,-96.22194383057547,C,B,1
Mental,Bisexual,B,B,-0.5217384479633019,B,D,74.84185863851852,E,20.351585555489418,D,24.187234870721362,-158.5711456173966,C,E,-33.82431336429388,E,E,1
Yes,Bisexual,A,A,78.63515808128238,C,C,12.296470904682929,A,-28.170961034268544,A,-31.051955111595387,169.6624042043652,C,B,73.03954844438707,E,E,0
None,Heterosexual,A,D,-5.050918287636885,D,B,45.73826891107193,B,-98.56606117827543,A,113.56335436376239,163.47586249854788,A,E,-75.69494889927364,C,A,0
Both,Homosexual,E,A,-110.95936967476048,D,B,75.72638984264036,B,30.74786906656439,E,30.94789876953759,-82.59281573826533,E,B,137.45018804220342,B,B,0
No,Bisexual,D,B,12.393922650969555,D,C,-132.7991558633565,A,87.13425729592188,C,131.7455337702291,88.2126000972786,D,C,-30.56934857529758,D,A,0
Mental,Bisexual,B,B,-184.8710331841853,C,C,78.40115793860954,B,51.85997730696158,C,20.9891063444579,34.65038347651531,C,A,-206.06406474808458,D,B,1
Mental,Bisexual,B,D,-60.952283419426266,E,D,120.82630159236452,A,-182.34238913703672,B,-54.22436814834928,-211.36395972684912,A,D,-72.4216626581849,E,D,0
Yes,Other,B,D,-37.841464905897354,C,A,12.380499336203762,E,21.67251466497987,D,-40.32231240179667,-1.4301722885532002,D,C,201.05620790889893,B,D,1
Yes,Bisexual,E,A,-145.02695395149559,E,A,-4.516517972574003,B,129.29533188497854,E,106.64130556815088,-247.53250999889954,B,C,-120.07703301339345,E,B,1
Physical,Bisexual,B,B,132.86887994152946,B,B,17.228710443099313,A,-24.576199134158855,A,-103.76103866850272,-164.53639271298155,B,A,-134.98691792410978,E,A,1
None,Homosexual,E,A,-24.54329497723595,E,A,69.96517701290784,D,-40.07545534699402,B,125.08301325189315,-153.53540824405846,A,A,-10.931929089722631,C,D,0
Both,Bisexual,B,D,231.63582833006635,A,B,75.55394997002395,E,-3.701828602145865,B,0.8257730250603201,93.48729406404568,A,C,-84.47764786472185,A,B,0
Mental,Homosexual,B,C,-21.952275289725463,C,C,75.69915188990612,C,-95.02020008438681,C,-127.92349256797229,150.3243804045783,B,B,134.0055220641879,D,B,1
Yes,Heterosexual,A,E,66.69157674416712,D,B,-55.32059785088402,A,156.1738024318866,B,-79.03559423725729,86.97225820713493,B,A,-141.8142578518516,C,D,0
Physical,Heterosexual,D,C,12.122402213132949,D,E,-65.08588098911449,A,86.3803101538568,E,-104.44426626838457,11.834724340532771,C,A,-34.87676430228684,A,A,0
No,Homosexual,E,B,-30.03844210231869,B,E,-110.37213171718622,B,-163.90230084469064,C,-126.15505977864645,159.27702766678274,C,D,-134.35541865597668,E,B,0
Yes,Homosexual,A,A,-40.62419241109767,A,A,28.059486210867924,D,-25.9351674188525,D,-65.83773727773811,-42.712822705131416,D,D,-77.47580547927883,C,A,0
Yes,Homosexual,D,C,-55.71887426778295,C,B,73.50822184732975,D,-46.037334567824246,D,145.5649955530041,-180.31095494891468,A,C,-191.15013805062952,A,A,0
None,Heterosexual,A,C,160.7821803042953,D,C,106.53156829615713,C,220.63738830093698,E,7.118029056619565,7.261034885747477,B,B,-105.2972300707069,E,A,1
Both,Other,D,B,73.86845524228585,E,D,-23.15549831813057,C,31.845002122840953,D,-6.75722726172571,170.27801824261692,D,E,-110.14794667807467,D,A,0
Physical,Heterosexual,A,D,-188.43649244787392,C,E,194.53883206440509,A,-158.93462513637354,A,-14.94537635857251,-73.9949514295334,C,D,-79.85289412596525,D,D,0
No,Homosexual,E,A,105.52886848705106,C,E,208.67685563219393,B,51.397454422170476,D,-84.99215802028495,97.20510768768574,C,B,-19.140004246397453,D,C,1
Physical,Heterosexual,D,A,14.702836860466755,C,E,133.21593349098578,E,-47.77849956077242,D,69.11891975472511,14.987814460177448,A,C,-149.02983105293023,C,D,0
Physical,Homosexual,B,D,21.56891135123214,B,E,-4.430635412236112,A,99.1317351712546,D,-17.789585602198244,-102.96864162457997,C,C,94.48260994149304,D,C,1
No,Bisexual,B,E,41.2532367598286,D,A,86.04487605048921,E,-165.34818119046724,B,164.22493291019347,5.888378818969666,A,B,-70.3241468232706,A,B,0
No,Homosexual,A,B,-3.071984865643458,C,B,-18.463002853170988,D,-84.17692344668271,D,-59.3469924328506,57.97553066894526,A,E,97.98888617600272,A,D,0
Yes,Other,D,C,-86.52280536398779,D,E,-3.363817927080918,C,-17.020078961624847,D,19.463182163083314,209.76361341463812,E,B,-181.15642460880932,E,D,0
Physical,Other,A,A,-17.006057754827502,D,C,-23.019427929510357,E,-40.975354931845565,D,-214.04546469194594,-150.56100554769606,B,C,-7.207823676331753,E,B,0
Both,Bisexual,C,C,64.26436379917352,D,B,-65.729139505365,B,-108.42289026526922,D,19.96208019067933,131.17110078933746,A,D,68.63972123968624,C,A,0
None,Homosexual,C,A,-10.972867470179196,B,C,5.617424774891699,D,75.04476409626312,B,-28.912320786600088,15.418151914280658,E,A,46.63320141522012,C,B,1
Mental,Bisexual,E,B,164.3920776742794,D,E,-52.482909419059986,C,-32.60827504163737,B,-17.079120091470674,-155.02013903197914,E,B,-35.51704393098813,D,C,1
None,Bisexual,C,C,-19.15318672520002,D,C,-40.50357802572888,A,-93.74969386552809,D,75.71217049898675,-14.012550686237676,C,D,-43.75519127651168,A,D,0
Yes,Bisexual,E,D,14.329046887541635,E,E,61.58536677466321,D,-151.05831408720368,E,15.897277854763853,-191.82229236804596,A,C,1.5516861704908798,C,E,0
Yes,Homosexual,A,D,73.60802183168343,C,E,-4.924832182397185,E,17.964040777262518,D,116.25842559903661,48.60380037329896,A,A,-100.26820448474678,A,B,1
Physical,Bisexual,B,E,-16.05365067162985,E,B,-126.6187020921301,A,68.831887469837,E,39.532922357105555,-49.3286147183366,C,C,10.817036682132617,E,B,1
None,Bisexual,C,C,26.333205524904585,E,D,101.79920599653738,D,97.55276361276115,C,-8.731196329660655,-41.695114451881764,D,A,-65.14999639598199,E,B,1
None,Other,A,B,60.51152340208331,E,A,-97.83467392330306,B,-54.40938189535773,D,46.57391325766673,81.8679642551128,E,A,-129.53258155397168,B,B,0
None,Other,A,E,-67.37418358708179,D,E,-53.954554416761766,A,-39.889610932803755,C,3.10880644692441,25.48948911956624,A,E,-3.6333039844970756,C,E,1
Physical,Other,A,B,19.816040515192036,C,A,62.85795849073729,B,25.907050783921843,B,-179.64525253172056,-227.59856622658566,A,D,58.384177638821924,A,E,0
None,Other,E,A,-82.88030336610436,D,D,-0.23575126433921612,E,-18.300702714020193,A,-112.8288586639941,68.68127968208768,C,A,75.43109479050307,E,A,1
Physical,Homosexual,A,E,-130.95859139575182,A,D,-93.95653588090083,D,-137.17648649293167,A,27.327589285494824,51.50560929273793,B,C,-48.93872363014287,D,C,1
Mental,Heterosexual,E,C,-103.72324722081814,A,A,-60.73861252081814,D,141.29873177773052,D,-265.3491588363598,86.53404444102434,E,A,-125.13927278839394,A,C,1
No,Heterosexual,C,E,-142.64464087044882,A,B,107.84068658370676,C,-12.044815948846102,E,-102.71238996883561,52.353442430417765,E,B,129.87279099595537,C,E,1
No,Other,C,D,60.04976759972702,B,C,77.53086525063915,C,-3.9544332277223084,E,-44.05443288465721,-106.66261433491285,C,B,-16.535433215799557,D,D,0
Yes,Bisexual,B,D,0.5101491868746624,D,C,-218.74585207270397,B,-179.17302641009871,D,16.91799944241126,13.456593519690877,A,A,34.67403622715386,B,D,1
No,Other,C,E,20.192496635352487,B,D,54.03731714552728,E,-15.059051048754723,C,-30.48303620216741,35.02521556320163,B,C,46.626055815785335,A,C,1
Mental,Bisexual,C,E,-35.77101694169448,E,B,92.77587339109883,E,-79.45216683872435,D,-168.7594562009467,-187.73525184150992,D,C,-19.546061701815564,B,D,0
Both,Other,A,E,-58.504792903568244,E,D,-7.853182449404443,D,95.7067199050554,E,157.0416972704561,35.83238237038603,C,A,-110.77554450369638,B,B,0
Both,Bisexual,B,D,-32.45503779991742,B,A,-90.54244049480332,C,20.07436822024778,C,-15.703222041894557,45.02496359323369,E,A,65.87694603211742,C,B,0
Yes,Other,C,C,94.4976446467436,A,C,8.675511555900023,B,-120.9551547123755,B,9.555014038214333,23.834932247178777,E,D,-54.37888477528311,E,A,1
Physical,Heterosexual,B,B,-27.477620729859076,D,B,-67.35160118251294,D,26.42480713944903,A,-127.5405923953629,-81.6212337701142,E,C,-27.381859329744785,A,E,0
Both,Bisexual,C,A,-61.02650707771081,B,B,-135.6584051456252,C,13.13363742552099,D,-16.447585038659042,-23.06644493563814,A,B,126.11263036978934,D,E,1
Both,Heterosexual,A,E,-55.71275316468244,D,D,116.9448547514636,A,53.78631321999075,B,3.113870984798215,-48.77421784554586,B,E,14.461364274622838,B,C,0
No,Heterosexual,E,A,11.38898876907739,C,D,-55.99145987566637,C,1.5811958211584578,A,-28.545983527462088,-64.42164571405507,D,A,-46.64012372214626,B,D,1
None,Other,B,D,-6.881307443801917,A,A,-181.03742132127985,D,-99.33287831688197,C,32.48280110545868,-5.594592551505493,A,E,63.43115941205012,C,A,1
Physical,Homosexual,A,B,26.40325223208598,A,B,-33.931359723714486,E,2.097803766514449,C,68.76345087380152,59.022275167926075,C,A,-68.70672447469705,B,C,0
None,Bisexual,D,A,146.67370874692443,E,C,41.86829843379557,A,-33.369412891358685,C,-85.71860134794032,-5.666988679385269,E,A,94.12066723803174,D,B,1
Mental,Heterosexual,C,B,59.402618755745074,C,A,197.52562155820942,D,43.54293176610437,B,-94.16795446182572,-29.56067759757567,D,C,70.10741566888538,A,C,1
None,Other,E,D,-124.94508185437765,D,A,3.2284776977584304,D,-159.64687930635927,A,77.41139444920489,-79.78496607287715,C,A,12.857694551870077,B,B,0
None,Heterosexual,A,E,-90.49355850430565,D,A,-54.72311040748511,A,-108.58527870266283,E,-61.223504545890336,-120.07626347656881,B,C,-112.59273630456383,E,C,1
None,Bisexual,E,D,45.04883161975743,E,B,164.13374818565325,C,179.61639365381163,B,-104.94916969096933,90.81787343831462,B,E,-100.48547231193123,B,C,0
Yes,Heterosexual,E,D,25.144938249646447,E,C,-11.778393009034275,E,168.04736834289702,A,20.608060695550652,-35.70419005798954,A,B,77.34382749294164,C,C,1
Both,Heterosexual,D,C,-38.72559069479209,B,C,33.580765681941216,B,62.24563803657145,D,46.89866724378735,-12.371953862761579,C,B,1.73124214720586,A,D,1
Both,Heterosexual,E,B,-56.57942311551392,B,E,-35.66473760733483,A,85.71681548150154,E,11.26829160807261,194.59398327031897,A,D,52.47382015604229,A,E,1
Mental,Bisexual,A,A,69.74641888938244,D,C,73.55521543385022,D,-14.675805524929952,B,-58.05885843545199,-138.0652649179696,C,A,70.26515927009852,C,D,0
Yes,Heterosexual,A,B,-28.932915736303897,D,E,-176.48958248034157,D,-192.6193242826165,C,-164.17904025654218,98.28413426539406,D,C,-3.521650491536815,D,B,1
Both,Bisexual,B,D,75.11194851070937,E,C,-39.26244049451586,C,37.3858085241759,C,24.879156423641632,-103.71105913391978,E,D,-62.62749222938563,E,A,1
Yes,Homosexual,E,E,-78.6099575596678,E,C,109.40330473547829,D,76.21082976761183,A,-59.85954026238189,-4.377703277680655,C,E,12.374189291783818,A,E,0
Both,Homosexual,C,B,-90.6876263157847,C,C,17.05355512072924,D,-181.73396985232836,E,160.29650145841188,103.0308780682921,D,E,-125.61892794570693,C,D,0
Physical,Other,D,C,73.35170566878956,D,C,18.153305465283033,C,-99.18854118758811,B,-15.429924859944515,133.88274840059393,C,B,56.602780874313865,B,A,0
Both,Other,E,D,-71.14119260155795,B,B,-112.8658170281372,D,-150.40258754123565,A,138.27901895745836,118.92541968522966,C,C,247.80995181811872,D,D,1
Physical,Bisexual,D,D,77.7462549778918,D,C,67.54973158161862,C,-87.63317178840985,C,-66.4386902612095,-145.48545234086447,D,D,144.63978211516817,B,A,1
Yes,Homosexual,A,A,54.8635499411417,D,C,29.785799316816274,A,-127.4627805509988,C,-39.064887422351966,-33.75034731259948,B,B,29.353102567815213,C,D,0
Mental,Bisexual,B,D,-116.19753527709116,B,B,7.573712724085096,E,92.93383539863655,C,170.1174549777789,-198.2616484177246,A,A,-66.51944790570931,C,A,0
Yes,Other,E,E,24.676437637742858,E,B,184.40208459729038,A,20.184506964708458,B,-83.3795517611559,-65.01651428883223,D,A,68.17835801263153,B,D,1
Mental,Bisexual,E,B,-121.47441907115446,C,B,-27.177848440638048,E,-40.349655702133,D,-109.55550871324624,-44.002644559267075,B,D,118.0239674725543,D,C,0
Yes,Bisexual,D,E,4.294239430816484,A,A,-65.56947008181145,E,124.91015960775162,A,46.51388604240999,-17.356828138860315,C,A,108.82629932413934,C,A,0
Yes,Heterosexual,C,D,-43.61775641324722,E,A,-8.923982418041106,C,1.4714706194283613,E,37.50594465403899,16.885273916129677,D,D,-212.96645611305456,E,C,1
