Nationality,anos,age_range,SEX,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Brazil,59,26-35,Female,D,B,92.35487409358602,24.57200681620483,-119.20957005353192,18.17740548042338,14.816826609479774,-12.720655439532342,-107.27654106957702,C,C,-208.18703645022137,287.29611994606057,1
Mexico,46,65+,Other,B,A,-36.25263021796429,93.8737102003787,-148.95860976079763,24.064086887014774,224.2840454997948,-197.7095935606323,-26.32539189985719,D,C,-21.557404226430478,117.2730913737679,1
Other,37,51-65,Female,A,D,188.5736531470751,158.90014605485405,-32.20597465218101,-37.51770119747369,36.02966312382595,72.43668635207715,-44.69321231800725,E,E,77.65980693361256,-65.92513083899851,0
China,51,26-35,Non-binary,A,A,-1.5281420464585276,-134.66123597140816,-121.55740185843872,162.96711631904276,-63.22619137732024,12.905298443876026,7.837284015967473,D,A,-62.29409114320942,-82.04071248871742,1
Mexico,76,36-50,Male,C,D,114.94885491795385,-111.81700666633357,-25.797769054355513,4.839305207002124,-179.0619894608323,23.35455863192955,-20.559571952120223,A,D,17.185957230398262,212.9451844092146,1
Other,45,51-65,F,D,A,50.68812129583679,195.88295174819353,160.7782015219456,70.5275384235983,126.39329886066876,-98.92156836367737,-139.15078348980114,A,A,25.717828311174006,23.796062112403437,0
US,52,36-50,Non-binary,C,E,-14.039202402366072,225.37107240441213,16.212641613775872,74.51114197004463,124.90545200648546,160.3071474180241,-76.30205031010073,D,E,-96.4241178547758,68.25717652870038,1
China,48,18-25,M,A,B,-66.92151301591944,17.358431032463095,71.41263481279194,218.57358758182392,-13.131802275495726,138.4114756476369,-44.01762953181328,E,B,69.83158569604709,20.37751476689024,1
US,43,26-35,Other,D,D,-2.7519544360099237,158.0974910405434,-177.96797728068952,113.34027331064259,-31.33935232800215,63.63400264395811,14.081091787378375,C,E,-169.81153038701672,88.499964942833,1
Other,75,65+,Male,A,D,-4.406183190339463,-6.218876974320976,-7.105115801064753,-6.0029402661637,252.9249849252311,22.622569013103146,266.2642674094502,A,D,85.33315493262143,-12.263805098923012,0
UK,43,26-35,F,A,A,47.219507576862604,-265.1950958237818,-1.6603521567728092,-113.94265118597717,-2.1115397146079493,-212.96713004493571,-71.48838195986,D,E,-86.48843102241192,-257.91411507055864,1
India,66,36-50,Non-binary,C,D,50.81494380446998,121.7177133793031,-20.06597585859439,-8.522725086986055,77.39896265292442,59.67960016501151,1.6874473372013938,A,D,22.026827629976744,158.26140595557044,0
US,64,36-50,Other,E,C,-67.51065443568912,-64.22776483651987,43.11611837464911,54.095642039806926,114.4127959559763,105.13514703730043,-14.281098900472433,E,D,57.11424681800052,107.92183654566678,1
UK,28,18-25,Other,E,B,-91.82881568619048,-36.48723096907751,-144.87627780167435,-125.87667211159031,44.626917175310034,43.020098006948906,114.33723597987382,E,E,64.20886142190496,-177.67785411246226,1
Brazil,38,51-65,Female,D,D,-47.908348379988155,129.47295638909898,88.60487695649036,3.4377352600456934,-113.21899816322392,-49.49560151734538,-174.13143527970112,E,E,210.00093713955076,55.7598317115501,0
China,39,26-35,F,B,D,-46.07379757492361,22.56706105609142,-75.57363818774431,35.08952740216395,-298.6110072805162,-10.702003974279489,163.53649419342597,E,A,-12.301139897303033,177.50701062091662,0
Other,50,65+,Non-binary,E,D,48.85434487108102,153.897611476755,64.27835832402316,75.03286167110913,66.5597917482642,-182.55178245612834,-57.35063632174019,D,D,-166.0017384126494,-87.89969561729161,1
Brazil,47,65+,M,A,B,-6.303838125435221,-77.3188539760364,-7.574304094231582,25.24735528778516,-187.56106380395562,-97.7360615459141,-121.9064391130529,B,B,80.19126811126746,62.56821725830514,1
Germany,49,26-35,Non-binary,B,B,148.24453411790083,70.95500683368353,73.61820556806298,-1.190537234864707,-35.622571575847026,137.39967814746112,150.954733990282,B,A,-37.76352006616414,11.500423970162869,0
US,46,26-35,Female,D,C,20.725154459424214,14.075347774905467,234.34253456348588,116.5456037308175,-39.87493310906392,-211.40721230321248,-37.19144116427995,E,C,-20.381880025292627,7.887446461553968,0
UK,75,51-65,M,E,A,-78.36866422724378,155.67915730553352,46.662241967093024,16.709105410290192,52.26091295272065,-115.35856526877402,-49.86746828143633,B,A,52.79815226899716,13.769115651560334,1
Germany,66,51-65,Male,B,A,-33.734005690117556,90.9403398525271,-79.75169736370776,55.908606143669346,-118.09266688916938,107.52477272516965,-31.6546530932724,E,C,-1.0966705446688456,-21.630134218377695,0
China,44,18-25,F,B,D,-36.57885981129083,-71.85319164192774,-22.196554156595948,43.69224440555071,208.58824317737802,-126.32947594291575,77.10607290474032,A,A,50.6267682078242,-55.18909642846522,0
Mexico,28,51-65,Female,A,D,105.52238013898751,76.64414172639246,-120.93819371183623,21.338730175737744,-40.53533229894409,24.148738764690027,-194.09402096957118,C,A,57.90614408977264,-41.77963441597086,0
China,69,18-25,M,E,D,11.623907271667514,152.63525219020602,-60.935382903540955,-89.38172716029966,34.006778875786644,158.07663730998235,57.3827037381573,B,E,-16.56300128321588,12.379793473267723,1
India,45,36-50,Male,C,D,-7.91906972051424,105.08494740276623,26.980007609293356,-88.53415689258574,-71.37868699159955,127.29627913246004,-28.25808897720315,C,E,-36.70713615177597,-50.28506608874325,0
India,29,51-65,Other,C,B,-163.43869636961225,7.322736948248915,233.4661952142935,29.86775874826375,142.8869977454342,-159.46253098010231,40.79112830226528,B,E,-41.480608232686635,-190.1640182028123,1
US,28,18-25,Non-binary,C,A,-84.75218561596144,14.210102583570288,-144.0142979625323,-93.9715249662947,-10.050563917584668,-124.42279011239702,23.737756733520257,C,A,143.95043581633243,-26.351532183001826,0
US,54,65+,M,C,B,35.17815602879216,65.82684359250747,-51.65934180307272,-73.60526673437677,17.47557662448043,-137.78092924638347,-48.69346335994501,C,C,-6.608421643722787,50.44244273658688,0
UK,35,36-50,Non-binary,A,B,164.30210929111442,-74.44521891371285,99.006022081596,-35.27310899615623,-67.59448940415187,54.48152373751653,10.45859332919094,B,A,-35.5306469145971,114.2495966251845,0
Brazil,50,36-50,F,D,D,-132.6302517841909,-1.0854129804476496,-139.70442728340151,84.18767408351887,136.6575269689962,92.78310094483496,86.454153000747,B,A,61.85454510707385,-9.73743002898746,1
Germany,70,26-35,Male,B,D,113.60905729603775,-157.55040724557375,-15.567323340428322,181.7533735688605,-61.19425684823299,-111.4885605422742,26.320391937215486,D,E,150.63288280236225,-49.96190700314561,0
Mexico,43,36-50,Female,E,D,155.42710855061884,110.20108186550989,-47.20416538417654,62.516850394666925,-103.39843951546561,-32.28821705645578,22.718706700420054,D,D,8.543746640575673,-91.70976312893565,1
China,71,65+,Female,B,A,-78.61710767031252,-18.474216482463873,-129.64397370579746,122.65136503643843,-22.73440283859544,57.371166326799724,125.93292468910724,C,E,-64.71488046945335,4.213923135955409,1
Other,65,18-25,Other,C,B,-8.421608511210184,-44.774080296984856,-40.81293572837634,15.805811210222547,-39.24898575743684,135.43066856291617,-103.85821444003783,B,D,-51.35657071210742,203.58923806185078,0
India,59,65+,Other,C,A,-103.62879723403957,-42.719884453636695,122.00388203019783,-71.51905074041423,-175.6151416014299,97.33075051043495,-9.377100620061194,B,A,-84.84139111403779,63.487652712670254,0
US,36,36-50,Other,E,C,106.52572264779563,-81.16161164414213,-30.27399118629257,92.44585606807378,-192.34678399834627,80.42575305133167,-125.95014026761142,D,A,92.83502283200633,126.7859578062112,0
Mexico,53,36-50,Male,B,B,-67.89773164987828,54.17555628550845,96.25305553044522,-186.56437956771376,-62.24899489509059,-87.5060528901447,151.56805541993435,E,B,107.78918731231182,36.77008564704721,1
India,59,26-35,Other,A,B,16.419070654699123,205.19315145851792,-40.71474058062167,51.09046957440252,-149.6813394428592,79.64632043128339,-154.931380714493,A,A,31.032407516169965,-56.5213927871857,1
Other,63,18-25,Non-binary,B,D,56.538398060668996,-42.26323316842395,-177.65163946017847,95.13558997164553,129.66800915305632,-32.986952851028384,-126.54596906304197,A,A,108.72692712853976,-75.84096579184069,0
UK,50,65+,F,E,A,24.484922826701567,29.812715703561153,-14.142882800973162,-55.32007047693798,-176.90133055617727,51.27749945108834,-19.561076297463725,E,A,9.014381922694433,-14.13502112146772,0
US,26,26-35,M,D,C,-29.907482028920896,-78.76540751087082,-2.574998305239201,-10.1169627802983,53.535299490062904,46.41159131843596,25.865035607464925,A,A,-17.22918758550255,115.07311329683098,0
Mexico,52,51-65,Non-binary,E,D,20.033502186159268,92.56923044328323,-8.75457394493193,-116.86196011073476,12.060570076916116,-38.30177576132438,-43.892189967343,C,E,-28.585859652917023,-49.79027831796753,0
Germany,70,18-25,Male,B,D,-2.1465978526303284,-25.443293853287052,45.88326102621506,215.85215605491936,39.668331955539074,-53.55136840567991,125.07685614755046,E,B,223.88897492551453,-146.97139047939783,1
US,48,26-35,Non-binary,D,B,-125.02721241375694,-82.9552671799526,-61.101924549243655,-92.34859688382542,41.626704484424415,86.1684041040564,99.87653052766186,B,A,135.01037551937372,1.318731377391681,1
Other,20,18-25,F,B,C,99.04958998813211,-103.82029584809646,49.05997207447102,-6.3917685490628156,-49.54600365766784,65.86368348810674,16.184597617368105,D,B,156.99725047760657,-76.92955579400639,0
Germany,30,51-65,M,C,B,163.8381681053157,90.49637166331776,115.30992266731785,-26.750344176140935,-64.88815576297485,22.974603361997605,-69.08207035043021,D,D,178.81569163924797,-73.8537135328874,1
India,23,26-35,F,C,B,-139.6551950946905,192.15801176567464,-5.019670112980846,9.919495100959793,-174.4695155171133,-64.55747548207592,-150.44583867832318,A,A,-110.66637864688005,-97.48064415178229,1
Brazil,77,18-25,Female,D,E,-139.9972998746463,-38.2732430085439,-29.05154189926371,148.12753390088423,-90.18341479561653,-7.719921210902163,146.16241400795818,E,B,277.73010616396164,41.96765342494985,0
Germany,42,26-35,Other,B,C,-55.86237526937353,-34.05217328972263,-95.88057872708008,-22.577387079408552,-9.897380460029973,-138.37117966810894,-16.329121378391676,C,A,8.504392018881104,-31.471579843669318,0
India,68,26-35,F,A,C,-48.9606053714787,-29.882745372826214,-50.2134148011535,-45.68060319912029,-27.963810585057207,8.405367422199417,40.78196923472572,B,E,52.398181698148164,192.52333600724745,0
Brazil,61,36-50,Male,C,C,2.241487247869195,57.03971238083126,-125.00567770847275,63.57319731116012,54.13284308599844,-8.291222878995935,-151.63332295344736,A,E,-22.89370612431905,-52.0373611017789,1
India,47,51-65,M,C,D,34.93564090629474,172.0146261681571,-88.56810307339747,26.247187907783758,-167.74422485195072,19.3705118662023,84.70455419251248,A,E,-5.45087688530243,31.58106808485502,0
Other,71,18-25,Non-binary,C,D,-19.003055433041105,-134.772916639641,-91.17958434995114,102.46854209759096,106.2966804931474,-21.14532021246844,45.53275925260179,E,D,12.291166560392188,92.20970420303358,1
India,55,65+,Other,A,B,12.347213435610499,-145.17674330295222,-11.734779789931917,71.38160951888968,-12.352512454299696,-8.833279654208454,-33.45993187387173,E,A,-0.20769237325996118,-53.99686501739674,0
Germany,45,65+,Male,E,E,14.291699437617975,-91.93956154736502,-263.3558503318653,-160.89302576867476,90.82020828530204,-60.81601670797705,224.65021203793313,E,A,-10.924086785282123,-42.96405716387088,1
China,46,36-50,Female,A,B,19.406602064600538,-145.57960839494336,-138.16186495784308,-165.6458005908808,49.5879483595018,-115.03948245612517,-27.36272067550659,D,E,85.69548500241025,-29.492169049785588,0
Mexico,63,18-25,F,C,B,-103.06794441121355,8.198366747963657,-49.03449670752815,-256.3166522976369,60.88539834850174,135.7421805649521,-48.94014249796415,B,C,60.02043414539705,-103.6519236262721,0
UK,58,51-65,F,E,B,215.80154828482017,13.274747675673648,-101.53987889584579,6.527418045789744,47.291291117512586,0.17490267859480377,221.2285536800724,C,B,-82.44355525841827,-287.36590331964965,1
Mexico,76,51-65,Male,E,B,27.31723968526285,-126.22551628447421,134.07046063817964,-58.58449609728731,37.31867241548589,53.471803007199846,-87.91941582768371,B,D,-111.55650251793723,-32.47308409527278,1
Germany,46,18-25,Male,C,E,-91.8730911867356,-34.12062481170654,108.53464764347285,30.402327924846723,-97.92340889745101,78.71936333712213,-169.70490776781725,A,B,90.72054100791465,147.16064524872363,0
China,24,26-35,Male,C,A,-80.51904910818045,100.76184166984497,195.77205860188008,-23.773685480135377,14.886224964046251,-0.02528184529329276,21.759923139390906,E,A,71.81521871485602,-148.44572186457862,1
UK,56,65+,Non-binary,C,C,-7.593379049681985,-79.72873382313259,-134.32174104716265,-113.3704041726441,-66.6919456882139,103.77031849178773,-35.039687115935024,B,A,15.870750228882669,72.21460283290068,1
India,62,26-35,Male,A,A,98.71311954680183,-84.49547778374973,-74.69905634846155,-13.131620404227414,-22.732355238202995,-49.51006804198809,156.40894893251124,C,E,-29.06788600532395,76.32547839533488,1
Germany,60,26-35,M,E,E,112.6304594678994,71.36595315736105,-1.7015928229667632,-8.969979071165774,-38.42559137217679,77.94741618284587,-63.89281335202942,A,D,128.386351051235,-27.905811260834223,0
China,46,26-35,Other,B,C,190.025735061787,153.9088196625809,-27.598185564973114,-87.81269934155806,-112.62766729650518,-128.8020288189638,84.38268627110509,E,C,3.8215958479257113,-138.95532190062087,0
Brazil,24,65+,Non-binary,C,C,112.80507289838812,98.9302934747732,91.67985497878027,112.7791132869588,105.91716527090918,-42.6693451329631,14.329508824699278,E,C,105.6749745650856,-109.45909209190417,1
Brazil,29,65+,M,C,D,49.57081254900284,-25.92562315501961,30.96192259382508,94.14988734797316,107.38979389093069,96.22327261993364,-22.556405171276246,E,D,-80.72999660738316,40.671759272800415,1
Germany,18,26-35,Female,D,A,96.64077197876189,99.73063406478741,111.37992956323272,-235.49377536013685,0.30205747858605875,-186.02916617497996,-265.82407339002117,E,B,31.993158032418776,-27.209317157478097,0
US,79,36-50,Other,A,C,71.26564085928206,-104.45742152082688,-9.711274260421034,-47.435669595840785,160.25054888309083,103.45207235262927,-227.84016006565082,D,B,93.35342763624934,46.92956410300621,1
Germany,51,36-50,Non-binary,A,A,-40.22861538637032,151.05747205047913,49.41070239594611,21.07911379166395,-197.5913807450145,154.20031260952976,35.27168852461514,B,C,84.72127707735532,63.22253192155214,1
US,51,26-35,Other,C,E,-2.8800163837195516,102.94064448992005,76.13415938798816,130.98086194268143,-27.71937902912334,42.68941239594233,59.134008702120724,B,C,-115.8057365735552,76.73012533578256,0
China,64,36-50,M,C,B,8.386609309607163,68.42373585206172,222.46002697472775,46.1372458927665,-166.74853590333234,12.730343098010872,46.51593775714032,C,B,-123.28587662699103,63.64284921080943,1
Mexico,65,65+,Other,D,A,119.21792941965172,-10.061621946083262,-130.8439755144486,37.65019022382184,25.649064350094598,-0.7441609462784293,35.16953278196529,C,C,-156.64932923916496,74.00774160268494,1
Brazil,48,26-35,Other,C,C,-76.78697081194265,-119.30584371942163,-115.66236659503417,179.81544198406078,67.61503652555363,216.34597603740477,62.10572032986882,E,B,-34.18466028558199,-10.082125695790499,0
India,21,65+,Other,D,B,162.61193883831896,-87.62477351732795,-118.7512235269342,-57.92956116308587,-61.25221770612441,-0.9829777162288559,122.34662586644198,C,C,-35.52605490181194,215.65598501143634,1
Other,30,51-65,Other,A,C,-201.57779478397612,76.74418695783687,13.488022144737918,-73.40336506479078,74.742101275309,-93.5014958101818,203.76796572630602,C,C,-25.295026125730484,-140.26720243433076,0
UK,62,65+,F,C,D,-45.18385131536432,68.4307078237789,-85.06445003890897,86.90283184160499,17.35354755363648,5.397312559737649,-45.49459304697803,E,A,-104.37223765043856,53.201023083575414,1
Other,49,18-25,Female,E,A,93.82677262949922,84.07741914342988,-41.854605701139135,136.5633423177926,-163.01005176161553,-1.351571392121365,140.85736122905277,C,D,82.70071948679583,61.277030294327375,0
UK,29,26-35,Female,E,D,49.43121394676106,-89.96255160048744,-54.89331751945598,-61.4541034199096,-34.67919936227361,46.063825457010644,32.29379928944541,D,B,52.059055196776136,16.03133107344108,0
Mexico,72,65+,F,D,C,155.3076542277811,-36.28065395015492,118.40493769996625,-91.01568019622806,31.671209576592148,89.70067715388144,-47.867617949767514,E,E,26.992962392637963,-46.18568067535696,0
Brazil,64,65+,Male,C,C,139.40259009266705,-59.28909463179074,-72.22677377971517,31.33456927279208,164.43185685870858,162.88737129917354,-80.6056774425569,B,B,61.76673641652267,137.71396554868804,1
Brazil,50,65+,Non-binary,D,C,128.59221192863836,8.398124522353227,145.26381178513233,46.07731135165082,-125.94263307424927,234.55030734101948,-1.5060083259327712,C,B,-101.90675442016897,98.020657797318,1
India,52,36-50,M,C,E,177.13558622149984,14.161465245667875,97.40478590619479,161.18581945255198,117.8064564710705,25.418379876465043,-99.6828859700559,B,E,-23.749239383473753,-12.8423664224276,1
Germany,65,26-35,M,D,A,-6.885114727669422,21.091099930822665,107.45916597557222,41.21332320935412,33.01584303961017,4.412885390098005,2.857041276988858,D,B,76.98524445922928,84.21219707878305,1
China,75,36-50,M,D,E,66.55480442678217,14.12389755760281,21.735690514329512,-81.5996697674002,-44.51457911217802,-129.24584251018817,120.83222817552253,E,E,-102.6798838469284,55.0258833819035,1
Other,21,65+,Non-binary,C,D,38.39152574008707,-175.14160333306933,-106.01744258261267,10.376932169969672,110.47107193333012,-7.961461841350137,-65.49422852114927,A,D,67.8359291794856,-75.88786417683467,1
UK,68,18-25,Other,D,D,40.681147046109075,23.67659594137542,-2.084624042630756,95.56364480684876,147.2780135785339,6.459369063676683,60.990306904034654,E,D,-102.28446002724236,17.375319898056294,0
Mexico,65,51-65,Male,D,A,38.61088589433758,-93.00083234670934,85.40764735347241,-75.34366753393553,-8.623871697243473,-204.50222249888253,13.54934962478261,C,D,-76.06638943773574,15.554958289646233,0
UK,29,51-65,Non-binary,B,A,106.42742069534548,-34.33308330272386,61.43200309595912,-121.09829670897219,39.92264453410359,116.57386424487515,-44.55418357331578,A,A,24.215264404489634,150.4780642383069,1
UK,66,18-25,Female,C,A,79.1536448184744,78.07142908113217,26.551816328823495,25.768071465965374,123.63091612675893,13.194167426622569,186.80031332103553,B,C,41.498535177345744,54.838476098375686,1
Brazil,56,65+,Non-binary,B,B,-101.24293755924441,-70.70367056309179,11.505832338809894,-22.109878981360353,-131.0462535801903,-29.520262781966906,-30.86645375698822,E,B,-24.68639836110951,-121.11148239191358,0
China,20,26-35,Female,A,B,-108.28363804436283,-98.27394074519862,144.03968710131545,188.66687627604455,86.41494120253967,-102.5423007712367,52.205668747846076,C,E,-123.48020858941904,174.72253471344663,1
UK,36,51-65,M,C,E,-71.08967131769698,204.6664399892163,252.33450614713476,238.36923581471586,-131.32623699341684,115.73469141532557,-77.82706992066821,C,E,-145.15192172167676,-411.20699430829444,0
India,35,26-35,Other,A,C,-127.80948660372471,113.61700588076258,65.01682867071955,-30.893528950519467,31.67377811977476,47.98528146550495,68.32121633907026,A,A,240.68474039221712,-108.13594824742603,1
India,53,51-65,F,A,E,210.7781012212452,113.92188923746924,164.24653331277156,-109.85554342124493,245.0627969258586,-112.18191421225194,34.87677309374842,C,C,62.51665969681969,-15.73743439643123,1
UK,38,51-65,Male,D,A,-132.59973737366363,-9.173203542894859,-22.83129679130626,-116.81431457189544,122.1146072521224,-88.19833973576429,110.66416826066174,C,D,86.35785256171316,-5.290894260308368,1
US,22,18-25,Female,A,B,-92.35755061421972,193.57945624560818,189.98001553198904,-194.37910040700768,100.60984353040439,-67.29468061456704,-52.78648285013219,B,A,-76.78380437026341,120.98070045472838,0
Other,55,18-25,F,E,C,62.27530493715455,31.424331676559042,114.70780681855499,41.677880133565516,-59.12750636916094,149.8335644816527,50.19715195896028,B,B,-104.1925406490813,23.059526887837155,0
Brazil,39,65+,Male,B,C,124.24496921433877,32.706895586526265,-42.009507161807164,174.99038375019902,-56.73360704946352,79.93931213794319,300.2218355336368,B,E,-87.74001251119526,52.19894302444579,1
Other,51,65+,Other,B,A,-4.896011037210939,108.61750227538055,-15.283931817326685,39.12307484164012,-154.53245003268188,78.20160172982355,15.573944007653893,E,C,98.38949426066046,-7.356118869235802,1
US,52,26-35,M,D,E,-28.23246647971926,-26.34703534470245,20.393794428780584,164.65378150801592,-52.096633047970066,-178.73844182744034,-126.77642926310956,B,D,106.33555440215684,106.35576059582954,0
Mexico,23,26-35,F,D,B,49.28208813351154,131.3575580205914,1.4871129035893627,-67.79375281372265,-89.64189895667919,-124.53106639872391,24.23750309845042,E,C,163.84450132181232,-13.28990602984024,0
Brazil,52,18-25,Female,C,C,-63.02224971671255,-89.7560747710847,-16.731201193335558,-29.45881116879445,8.399912646045161,-114.87076181928427,-106.42615572059113,E,E,-47.93578755351111,192.7284373082696,1
Other,52,36-50,F,C,D,-108.0831813035149,25.087223135340412,-8.30888571943511,24.614063054474155,-78.43598219929896,-18.17055120000875,-41.61116874521906,E,E,26.112504096888234,-19.03084050606393,1
Brazil,69,36-50,Female,A,C,50.71124189602032,6.251349331246021,24.07951455814229,-90.45378845549224,5.580809662580548,-75.2815092419898,86.6965797927255,C,C,-88.09604725822383,-154.21723722766015,1
US,49,51-65,Female,D,C,93.73954514439545,143.33322149299178,59.58922329437919,19.155582192640647,48.01643196921905,-6.368736203900608,-47.21624394822464,D,D,182.32223563868604,-62.80284608099447,0
Mexico,37,51-65,Other,D,D,-63.77219086103961,-15.42533568791674,-85.453180327004,8.263321939252934,-3.290199496486259,-16.02944711436678,-8.147160308684297,E,C,23.259492749635807,-71.2830556747264,0
US,69,18-25,Non-binary,D,E,61.73463954980131,7.022767919741159,101.89172845967585,-81.46633660376568,-211.70934740409436,108.42776463453852,149.62714498204468,C,A,64.68212308330601,15.060908404662218,1
Other,33,51-65,Non-binary,D,A,-68.8920460410773,39.573023483522576,20.32762611129218,36.981942950715684,128.87388208670276,70.9455514120581,122.62321780269889,A,A,8.033523094603344,-0.3613807132112572,1
Mexico,56,36-50,Non-binary,D,B,47.596331985203825,137.4690721217126,-23.48751687964963,50.14546469732615,66.66350037637167,-185.59439662166213,-129.81722282059107,D,B,-108.49328895855368,17.368805253096337,1
US,63,65+,Male,A,D,104.94915736535684,174.43496054853625,-113.19956675346239,-109.96199682580227,27.81203025518656,103.89182707522222,87.9930342756936,E,B,-115.43483795183185,-97.48831007611616,1
Mexico,55,26-35,Other,C,B,26.798525003587393,183.41541002254158,95.62715715709793,-85.96412428080633,218.04507190767222,115.90682364680742,60.16513699826957,B,E,62.97134606833755,-146.23115659176676,1
China,73,36-50,Male,B,C,-143.760181200801,157.79272421007295,117.99137634710772,68.18638765293264,-205.34018689551598,24.146498610467653,-77.58476256815592,B,E,28.263512393017848,242.23548595860757,0
US,19,65+,F,C,C,-31.663742107653945,-91.3926170634979,-52.53886975837975,-91.00851756093351,59.293799480403564,97.15103162351744,7.94483523430751,B,E,-121.75243124919362,-18.76061537504817,0
UK,71,36-50,Male,D,C,47.34329414072491,-42.18380263543803,-157.58414615343708,39.261943274923574,67.92812036832404,68.85558088671013,59.16737445068508,A,D,74.08159420027519,-192.32014760238516,1
US,37,36-50,Male,D,E,109.84429230141932,-42.824630114642254,-124.03303292476386,65.3898080033409,181.45497305339535,106.72025199648732,16.245336452052708,D,B,-93.28255261728249,110.28813720525234,0
Mexico,67,51-65,Male,D,A,-1.19840936436899,35.98141596757413,27.872888489698884,-137.52423451233773,-124.09197778761596,200.23291111969078,-81.66363486077636,E,A,-90.94157486010648,75.66572085180086,0
India,43,51-65,M,A,E,67.69862575116427,230.18601656397544,-54.87001839665293,134.49880997328847,-251.68756563471263,84.65294667616307,-16.035756741990035,E,C,-26.724139519413242,-34.00863704588438,1
Germany,23,18-25,M,D,E,-33.48256343468498,-4.179094461571188,5.409727879996307,44.65042483188739,-10.347537217922282,123.78678193149528,-95.28660212619857,C,C,-117.298092809791,-100.40121828081831,0
Germany,64,51-65,F,C,A,85.69374074558624,-166.97864091909733,-96.19873567610274,22.563796585177087,-68.75109710091422,-224.12494580354632,-58.35385475487633,C,C,34.1521509419467,-191.40461471080025,0
US,71,36-50,M,E,C,-77.8468537747506,98.67689431674803,68.40592248759648,-89.55489074270808,-122.63455685924515,-30.2947439964321,215.07035073375081,E,D,-27.116797104001666,-74.1218632337756,1
Brazil,48,26-35,Male,D,D,-21.429913272575106,-115.14025228446947,-110.90083820253784,-15.353003884356609,-43.73612948354827,-7.091225378070259,153.08482177506758,B,E,-26.474762022809976,19.532462261159857,0
US,79,65+,Other,B,C,126.91162107664908,-197.45765917084321,34.99233173416324,42.50794310087006,146.99628779610413,-3.876155529722145,122.87350450916293,E,A,-85.59263743295092,-9.987027198505242,1
UK,30,18-25,Other,A,C,-87.65790404914158,-59.4379389234161,-66.14227901849834,-54.874899634265795,-20.06142810142735,22.093687988692047,-59.25879013311779,C,C,103.62139509495904,-133.73331754607818,1
India,61,26-35,Other,E,A,-87.63339757469474,5.646452130675125,47.0275182017089,113.63304221293677,109.0006560038496,-47.66059988113116,-37.62065038041787,C,A,123.41015718356856,-142.81450386561914,1
US,18,36-50,Non-binary,E,A,-146.06890729055075,141.5631436571267,105.8144195520057,18.151700820119782,-191.13457431675036,6.587423666314775,15.858430273061947,B,B,137.72155143483832,53.36670923925928,1
Germany,19,36-50,Other,B,E,-49.91318998606942,64.80784555598835,61.83149023918879,-169.86239331206082,6.113157055476216,51.22529851310203,9.124753386535241,B,E,42.548978440997125,13.656499994831012,0
Germany,35,36-50,Non-binary,B,C,-118.62278948967524,20.517579595557503,-249.16605907338808,113.88747512213374,-31.599699459293557,113.85019728787663,166.78030910503185,A,C,-52.77951009160743,178.59110812185932,1
India,73,26-35,M,A,E,-66.05637964192316,-214.8140716966322,122.91955700484797,111.62101441063743,-5.109375119456218,-21.107278241809624,74.422598805424,B,A,30.02748052204323,-178.7758350880719,1
Brazil,39,65+,Non-binary,C,C,33.84937155713527,57.572517288450776,-68.60529455377467,-178.30935636247668,-178.67550249129687,10.419839605150878,23.88497221710714,C,B,-8.49731055005569,136.62087976483414,0
Brazil,23,65+,Female,E,A,-83.11015255323197,30.91081038829065,137.52095319229917,-183.48003466842832,98.53389071423948,-9.19800640895195,57.74516106879304,D,E,89.19465790184607,5.285837612118643,1
Mexico,42,51-65,Other,B,A,-90.97824426004513,-28.821314795237356,-55.50432488808102,-0.8938738307157527,-135.1443988913179,53.62524429095432,-34.536944743301746,E,D,35.903236338659426,102.2894099072662,1
India,72,51-65,Female,C,E,-81.56277034011364,34.94544626014932,138.51207446562188,112.3940415820773,12.010071479783527,-104.34410864540693,-11.498934433486143,E,E,151.72379847341298,71.85447018435876,1
China,68,51-65,M,D,D,24.306063171916993,7.501456535634156,-23.578380308295763,28.683817735944405,139.30328198739136,121.43072076720631,-42.18575113051143,E,B,95.82303768166346,-84.42592391274698,0
Brazil,26,65+,F,A,B,-63.9707829414449,-121.54048555046325,-92.82659908931147,-50.415666755745356,38.122926732800536,73.60246898353608,-36.690741440359105,A,B,-85.78512408398436,-152.07275603187372,1
US,78,36-50,F,C,E,171.931143856336,52.947368157297035,-156.73690527186133,65.27807505146987,-15.532983112156565,45.55698888032047,-220.56004529135853,C,E,164.64813319620356,9.505935313917266,0
India,67,26-35,F,D,C,-59.1726562661954,-5.487111106404106,49.24799929649987,35.794838712939004,-109.96727104052815,-73.0349864621188,28.02377966368126,C,E,3.2843456923138477,-64.80889428089475,0
Other,73,26-35,F,A,A,20.688700816223303,177.96588196377067,116.76658810901263,77.5665540986539,64.69506260721529,13.247585509949268,2.0695272459845904,C,D,-86.65793591293756,-29.90799993833851,1
Germany,79,26-35,Female,A,B,166.477160548423,-34.44637530510712,102.09678765152135,262.37221229111833,-60.410835531127596,-3.806510767573833,-121.66866023202172,A,E,-109.96768870069782,-111.33277899579461,1
US,39,26-35,F,E,E,-78.14624698315778,-54.66658653302952,-25.150428510097946,-23.6804395192252,260.97203518240633,-152.56533748029378,-65.26874748801923,E,D,30.62239236829288,17.4119417516603,0
