civil_status,Race,AgeGroup,veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Single,African American,65+,Veteran,A,18.147309747242637,18.67282411226716,B,-74.8703858033952,E,-183.1962242036218,D,A,E,92.55290623273511,-1.290650936729949,B,A,-51.816038979384814,168.72761785452965,C,D,19.074719570310616,1
Divorced,White,51-65,Veteran,B,-2.4657662344207276,114.45809596439291,C,123.73362360147252,A,118.01365762560991,C,C,B,-105.37092847448169,-8.464540685304895,A,B,81.64971391793627,-146.50314633709726,A,E,-35.68036809448565,1
Divorced,Asian,26-35,Non-Veteran,E,50.34210947411143,-18.230733572175225,A,184.25651044101662,C,-116.376793828444,C,D,C,33.24151693223193,-66.98913213100545,D,D,16.889359367322125,-26.40692156212791,B,B,-91.39155904906929,1
Married,White,51-65,No,B,38.22394249711375,-45.551889582309855,C,253.82019928834046,D,33.464585561905636,C,C,C,76.72894521054234,62.516910612883514,B,E,147.36945223566215,73.63547167516327,C,A,-33.23907602596412,1
Divorced,Asian,36-50,Yes,A,-43.38723135855168,65.60988565455044,C,-79.94934246655589,A,15.728931612803084,D,C,E,-48.091655345262375,-50.93919678662937,D,C,65.60339163363682,232.28472144461966,C,D,4.538997072238078,0
Married,Black,65+,Yes,C,-179.66643718516468,-31.19823220205275,B,-76.82112589121544,E,-128.40964103274376,E,A,D,-42.12913513960514,42.85597329029418,C,A,-11.665336214356364,184.3098743307922,A,B,-1.6899737823780958,1
Divorced,Asian,65+,No,D,74.72055829960352,68.30887243472348,A,-18.758407074254706,C,-93.41640613131254,A,D,B,-4.041463335106184,101.52582443122054,A,E,77.54832109482302,9.740582905395016,E,C,-21.145935172172884,1
Widowed,African American,36-50,No,B,-24.93481759714157,-135.32173500429113,E,-163.99077289892713,B,-143.05271361886233,B,E,E,61.56263292727131,52.74377849006847,B,E,-52.6559010907181,59.2193660223209,C,D,-116.70299764477376,0
Married,Asian,26-35,Veteran,D,-47.38699694204471,64.57083235988674,B,-69.62896505331672,C,-10.564668540660621,B,D,B,38.68478422232492,120.92076461457172,E,B,133.96384450445612,-100.98121583275832,B,B,-41.85013969667868,1
Widowed,Black,36-50,Yes,A,-38.17651118306336,-186.9017862148376,B,69.94325400092745,B,-70.13971250549722,A,C,A,-3.739693147218697,-59.69712836464175,B,C,-29.29910715492643,-93.89314671059205,B,A,-61.98505943526291,0
Widowed,Other,51-65,No,A,-41.8628991177671,48.821366585489415,A,83.96927994095623,C,140.21136757960232,B,B,E,28.457769391663174,78.48853952957077,C,D,17.85383464681406,-94.44632817755645,C,D,22.19557122201422,1
Widowed,Hispanic,36-50,Veteran,A,-144.93385207314194,-215.1367433961831,D,-81.46714881919443,A,-74.0259011665075,C,C,D,131.04691019468086,-165.13199206531718,E,B,-208.38428071562066,58.34229990762566,E,C,-87.54088753828678,1
Single,Asian,51-65,Veteran,C,-57.639258142908844,-3.5983932379803565,B,-88.67194142094228,D,-181.1167453859953,B,C,E,-101.4821379643499,26.283840289900475,B,E,156.3614960442529,-78.67851927372473,C,D,-70.80588935221796,0
Widowed,Hispanic,26-35,Yes,A,-85.51471493226212,38.557578027768294,D,-117.09973412858565,E,105.16162783579142,A,A,B,-60.27843678449699,-127.98757972346395,D,A,-152.80646250301268,22.048643167988168,E,B,122.67727301549407,1
Single,White,26-35,Yes,C,-11.83561217504511,-62.651246017888006,B,10.95302492203062,A,-21.64840176733765,D,C,B,90.8004401743055,-59.46663666580731,A,E,146.50437566820617,95.47127968302007,A,A,5.815011522940826,0
Divorced,Hispanic,18-25,No,E,136.67007179557308,149.71009523293125,B,-242.2469026629489,B,-80.46808438944034,A,E,C,-42.98816535006765,63.22751143286075,C,D,11.722738762784815,158.50609362117095,B,C,-79.43086930621412,0
Divorced,Asian,26-35,Yes,C,-14.64703926934185,-110.68508081206856,E,-92.52511047890818,B,-114.99168640220509,C,C,D,-207.1347000668882,46.57896106110332,E,C,-76.39825395474944,111.67425648075731,B,A,-26.900956084332563,0
Married,White,26-35,Yes,C,-49.664145391119504,-40.67228538563318,C,-53.96095099871141,A,0.6092153067166237,C,A,D,146.56470042521977,-54.026091719811376,C,B,252.57667889589683,-144.46518276163636,A,D,50.676136551966145,1
Divorced,Black,51-65,Non-Veteran,E,-54.56393625062782,-23.183815327780593,C,-19.215410372058017,C,19.73452740636725,C,C,C,-33.14031240815208,145.93946140175694,D,C,-69.07862612404888,13.370528011789403,D,A,-58.61102774830456,0
Widowed,African American,65+,Non-Veteran,B,113.42219036824758,-46.939652165766645,E,-122.90089431737046,E,-32.210101344716286,A,E,C,23.847545434536425,204.20987741161372,D,B,-35.66826548136508,-92.80806314102169,D,A,-175.64012825492057,0
Married,African American,65+,Non-Veteran,B,-11.367896776176172,-54.782169896467046,C,-122.16622088830643,B,167.93021543887954,E,C,B,-101.31878162807986,37.24496182297968,E,A,-102.142714107977,-7.728430704792996,E,B,9.26787451090249,0
Widowed,Other,26-35,Yes,E,109.2259702614247,90.73648891309736,E,-97.45025332925142,E,41.64321417384106,A,D,B,106.5339676130726,-235.92767639115894,D,D,-70.5159118981353,-182.02535077441212,C,B,83.77528650131194,0
Married,Black,18-25,Veteran,C,54.45797266183504,41.92939101153387,D,210.37872577465976,C,-50.88786198542482,C,A,B,-47.19210738975268,159.64677913301338,B,C,20.92954967547083,45.20390406034079,E,E,70.87559162392593,0
Single,Black,36-50,No,E,-11.373873251663456,103.77729849502583,E,-104.04190684746084,A,-79.32095476356218,A,B,D,-9.68863021495181,227.95147794669077,A,B,-62.914917179995996,36.67261426882618,A,A,48.32559160996115,1
Divorced,Other,26-35,Yes,E,148.76653053452898,91.04880359051616,B,-14.464993174165915,D,-30.744603077810012,C,B,D,82.2830888201244,14.544603727671653,A,A,19.258613808510823,-69.84299622029756,E,E,141.81966306816867,1
Married,Asian,51-65,Veteran,A,-64.53524723638625,183.91824408564295,E,62.42244979844287,C,-21.54014040636018,C,C,E,-162.07229492807699,-3.590453835606754,D,C,25.034547255009954,-85.4918113325777,A,B,148.88776810783048,1
Married,White,51-65,Yes,A,-121.14526430366834,15.364504840613014,E,150.57839795213584,E,-41.135876779332044,B,D,A,-183.2592215748334,45.42968879937413,D,E,-30.20758644356273,-98.39553244988892,C,B,-38.73018874115934,1
Widowed,White,65+,Yes,C,-83.3955957068331,14.987657600312165,E,79.82687931037951,E,0.46227672604256426,C,A,A,144.41382344084758,-29.842692152330123,D,B,105.15933629955174,-102.6380666030265,A,B,-32.941718027350255,1
Married,White,36-50,Non-Veteran,D,-110.12729035638975,21.789826338779694,A,236.18301588510695,D,-98.7191561608946,E,B,A,-8.160560337659282,-38.955412140764885,E,D,116.64322166084142,-27.951943469665814,D,E,-1.203669116679285,1
Married,Black,65+,Yes,B,-101.99875824212982,36.24862105704177,D,-9.013084906030642,D,215.7696045044584,E,D,D,-15.561062628226024,-37.63033553219819,D,A,124.39255074287603,63.35197394482531,B,E,189.54421481041499,1
Single,Hispanic,51-65,No,B,45.8124765645909,49.02214132197139,C,3.9808284571048436,B,46.38791943886831,D,A,C,-108.56680818746678,58.04905719329363,B,E,22.39656145953505,-41.898112185800734,C,D,-30.501043518776644,1
Widowed,Asian,18-25,Yes,D,117.71889282919017,-12.51112835978884,E,-0.19193517668019353,E,-23.572535772491136,B,D,E,11.390644179788726,-23.17373081808453,B,D,48.02312765648727,-32.47884699687748,B,D,-14.712358027426767,0
Married,African American,65+,Yes,D,31.43392706294657,114.18370969238119,A,5.254587830185856,D,57.23559556228809,B,C,D,-25.58294072154272,-44.207448918205294,A,D,158.3688674683325,-146.95021652006952,B,C,85.59478074698107,0
Married,Hispanic,51-65,No,D,91.16739901218779,136.42001213324417,B,61.49083903009019,B,16.567684151314367,E,E,A,-193.96829174259778,110.28260336393407,B,C,141.46983882422094,8.239627935784908,E,E,36.46784840056557,1
Divorced,White,26-35,Veteran,C,-87.8154023033771,119.10553755137376,D,-100.42942209502269,D,166.79265514904063,D,C,B,-130.32618715869955,-40.765601657084574,B,E,80.80142112056194,142.44948821071588,A,D,-33.73317780548475,1
Widowed,Other,51-65,Non-Veteran,B,-148.745388527033,-79.54606500807147,B,-96.71844243147763,E,148.68933811817845,A,C,B,123.03612575914622,260.58201876693545,B,B,23.882645269681056,63.75171139877186,A,D,18.639684647708307,1
Widowed,White,26-35,Veteran,A,18.104489003823947,-7.9797088727555625,E,133.47885562417866,D,92.74716164675014,D,B,A,-39.51842667005089,-78.6617241083881,C,E,-73.88702137588207,49.33071733589782,C,C,92.03056621665633,1
Divorced,Asian,18-25,Yes,E,13.523317325732402,-88.34535330040669,C,148.07188810398353,B,-74.87261523806818,B,C,E,48.851759824115774,26.38619799025172,D,D,216.8907114675436,-49.80909073883258,A,B,-42.81089429065826,0
Widowed,Black,65+,No,E,-68.69676686747547,25.934828430289485,A,-15.789260038968736,C,72.69606093019004,C,E,D,-121.73338881524352,-126.23609444106778,E,D,-68.29902084223511,-124.99362055996428,B,C,-14.537130538261492,0
Widowed,Asian,36-50,Yes,D,-58.9493226198617,-207.26765628445042,C,22.363258261150644,C,86.7480352680119,B,E,B,-92.334435412138,37.37050743707721,B,E,-154.5076376449889,-85.99359819293304,E,E,87.78918237106761,1
Single,Asian,65+,Non-Veteran,E,-50.3974661591358,-179.50174690515485,E,100.49520796668396,D,-7.273312879235401,E,B,A,-38.32063883810448,1.7917277428945944,B,A,-6.375064000469734,185.31483446559898,A,D,-150.88711367894047,1
Single,Asian,65+,Yes,D,31.786155498170785,-68.73945329779185,E,-92.77496348950186,C,55.18499601359389,B,B,D,-61.89385800216388,103.82343271037742,B,D,-161.42259493465087,19.25624765712697,A,C,36.54290524755935,1
Single,White,65+,Veteran,D,55.82755839521831,-200.34283267077893,E,-106.26981828275626,B,-24.42385248377808,C,A,E,13.580821981917882,-62.83483206562833,A,B,-0.14905203438458922,-177.25833621157307,A,D,-2.839390936308928,0
Single,Other,18-25,Veteran,E,-43.19145257691929,-103.10333019543678,E,-83.07889012640122,E,24.57859966195834,B,C,B,-157.09680780546543,52.644947024951804,A,B,145.18835445151302,-6.35764730860064,B,A,-145.53337815527073,0
Widowed,Hispanic,26-35,No,B,3.966005490752953,-155.89694067535447,A,-48.444509115876485,E,-10.964702494263005,A,C,E,-87.77740597526771,100.50302393700998,B,E,-62.40750861928799,69.70221556309916,A,E,-113.70117415957792,0
Widowed,African American,51-65,No,B,-117.80658587157208,-11.862467193405598,B,-162.13471249614665,C,-66.74907867194983,C,E,A,51.10430276841198,-26.029117150837372,C,E,-13.827229955414449,0.1849067699151008,E,D,134.17238029680047,1
Single,Hispanic,51-65,Non-Veteran,D,-39.03410203235487,76.9696225076527,E,-45.67711927372416,E,-142.66149135489908,E,A,C,3.013709987319732,-90.99721178894401,C,D,48.3550541083011,-118.46703040146205,C,E,-124.15007217486593,1
Divorced,Black,36-50,No,E,-15.175700890021995,25.018444037043896,E,-90.83331519611805,C,-86.86145735329463,D,A,B,-86.6688100713755,67.15765648054864,B,E,55.68374299022334,61.56917775235412,D,A,146.06813561529626,1
Married,Hispanic,51-65,Veteran,D,22.995547138798962,-51.825409012556534,A,-105.69030736879176,A,-166.80626650428673,E,C,C,-77.3917297528974,12.811881489989801,B,E,147.08858672077506,27.165896732452495,A,A,-3.971064227498574,1
Single,Black,26-35,Veteran,C,-53.000861595397765,-44.32101296127361,D,67.80505791009986,D,11.642152619476596,A,E,A,-32.08262020855061,-73.02807409713972,E,A,-66.63126997480714,154.6502001582867,E,E,87.04918164221867,1
Married,Black,51-65,Veteran,A,-54.34479018371818,-77.61015075551408,A,255.51380598552345,C,84.25969705140982,A,B,E,-133.176781360926,-73.88069105801478,D,E,-95.69022694375836,98.17021890611504,E,C,96.57767765687062,0
Divorced,White,18-25,No,D,-45.86473661374253,-181.0850651677853,E,129.6779952008419,A,87.92038363444273,D,C,C,-72.34711429657217,11.466705410879767,C,C,-85.13608709580616,99.12606590956977,C,B,-46.934545747522606,0
Married,Other,51-65,Non-Veteran,B,-194.72270058441046,-3.9635054177598676,E,12.68371527843507,B,3.0478255803777876,E,B,E,-105.17081409225743,-8.365782871664178,B,B,89.29358453544761,60.29167216878301,B,A,-77.55464905498884,1
Widowed,Other,26-35,Veteran,E,175.32947644076623,-27.009671190745298,A,-29.953471602475766,A,-132.5429236342328,E,D,C,-163.20534373484122,70.53252284335507,B,A,40.05035218870971,-173.54798908193823,E,D,-59.77799533808118,1
Divorced,Asian,65+,Veteran,C,-281.07770183806707,-73.1968738510971,D,-48.33102644167561,D,-17.517379293181698,B,C,B,36.460557880107785,59.39511870323467,D,B,-155.4707961549008,101.07599317703537,C,E,169.49604027394497,1
Married,Asian,18-25,Yes,E,46.38869769665541,106.80695425464049,C,-64.29392935322225,B,-14.96801374284365,A,D,A,-229.52711825668644,1.3214760276550743,E,B,11.158668260702308,-30.148524540685234,E,E,19.195930091844524,0
Widowed,White,18-25,Yes,C,-7.122178580651603,71.74314236768338,A,-32.60903757165966,B,-49.313884602431415,C,B,A,1.971099574512327,39.53485084350424,E,E,-68.38431811507341,-96.74323802092898,D,E,193.80072152275454,0
Single,Other,51-65,Veteran,B,62.35595350648679,26.158197571288667,E,-69.11719625169427,C,170.43341741315683,B,E,D,18.88256005121396,-61.98357692080372,E,C,-26.413319599019232,-65.7456874150995,E,E,-132.4724978674982,0
Single,Hispanic,51-65,Non-Veteran,C,86.77259794895448,146.51682131620888,D,-35.09581878589743,A,55.62158922360347,C,A,D,-104.72737353493127,86.72984705996264,C,D,40.208273284717485,-142.0561879087216,C,D,68.68338116113286,1
Single,Hispanic,51-65,Non-Veteran,D,-84.6957776464386,-91.43163978521763,C,162.4938392634023,D,-72.70509060389617,C,B,D,-13.180819232174537,-21.49939792686941,C,C,19.317921682181545,-225.37713557656912,C,D,63.31506414802356,1
Divorced,Hispanic,51-65,Veteran,B,-129.68685693187476,1.3642677932691396,C,78.97791646299797,E,-28.889555176306164,E,A,A,54.37866696549345,90.21717399781856,A,D,-81.22641219181949,-180.23345968125466,E,E,-59.11154921778131,1
Married,Hispanic,51-65,Yes,C,6.817975682269313,-144.34872717718957,B,-63.286081450455086,C,-49.975505772440755,D,A,A,44.55976623460198,3.2344569824801375,B,B,46.02808089371268,-14.3952901325368,A,D,-30.3128547846658,0
Widowed,African American,36-50,No,B,-105.83219585118448,-9.532448527499474,A,213.99890177747798,B,39.46168906511365,C,B,D,-175.76435485948792,-13.299106993403594,C,B,0.1452213769623518,85.33438888477195,E,B,-61.67810843843103,0
Single,African American,26-35,Yes,E,-97.98024999054516,-139.27135239626986,C,-82.80406062185956,C,-195.25943691460674,A,E,C,-99.404454148493,-143.06490752577938,E,B,-148.13732652227503,-83.21454767312382,E,B,-246.72647380111025,0
Single,Asian,26-35,Veteran,B,165.9847309394974,3.7827969934435037,D,-67.40483259835416,C,15.947520101206575,C,A,A,53.748691802269185,129.83532067277105,B,E,15.798138804564621,113.78782762399271,A,A,107.38510891385455,1
Widowed,Black,51-65,Non-Veteran,E,218.7959211739632,8.59090271190468,D,65.65296011505936,E,154.50257800602765,E,B,D,52.08271572972505,-48.82905975970841,E,D,-17.79075854595727,139.6061277136478,D,B,-159.79641331825695,0
Single,Hispanic,65+,Yes,A,209.96750790728598,188.4261793706748,B,-71.64380190535387,B,-57.854817133556345,A,B,D,104.6896461459334,142.09982052647308,D,E,0.3171681558141803,-64.94955227200843,B,E,-54.95873721996345,0
Divorced,African American,36-50,Yes,B,-54.33803123561846,105.6484453307265,A,-74.63196951125724,E,3.9451490039194015,C,E,B,207.4377641972563,72.74466276475884,E,A,40.94835786683031,-83.62640347860045,A,E,-1.3454283542599175,0
Married,Hispanic,51-65,Non-Veteran,A,-123.61179777639349,-77.16207399692138,D,-8.748379970052408,B,-34.33319575799841,D,A,A,30.63476812452907,124.8332750136397,D,B,67.00303208813578,-71.58519292241753,B,C,51.07436360396165,0
Widowed,Other,51-65,No,D,-176.14673165804805,53.470721558364986,B,-16.047301674642693,A,-185.0631082657387,C,D,D,21.601786792159356,92.05804519112442,B,D,-13.04836847079839,-21.639439347091216,B,C,57.80791965678718,1
Divorced,Asian,36-50,Non-Veteran,A,-12.744107551546746,57.04180924609544,E,-207.66081430311033,D,-117.02307644590373,E,B,B,-108.54643459676277,-10.286596339113173,A,A,-54.905538290803094,21.646634441118575,C,D,20.575789389675776,1
Married,Hispanic,65+,No,B,-81.30514365950889,111.76875755230944,D,168.39528474818846,D,111.82589629223855,E,C,D,-71.68397165419825,-48.05709929267255,B,E,71.86276271581515,-187.94887002363285,C,E,181.10467905629622,0
Married,Asian,36-50,Veteran,C,-53.397845256496545,64.13356800996199,E,168.79044048106653,E,8.752460864074887,B,C,C,-78.22183701774654,-30.034700048173413,C,C,-138.8899272321354,-34.72923064486353,C,C,136.6316876321774,1
Divorced,Other,36-50,Yes,B,-49.192921976778095,-112.13263242428972,E,41.863444754346126,B,79.03229415270198,D,A,B,-112.65561104714085,57.82560481212524,B,D,36.632587239472294,-48.36839657259896,E,D,-154.54920100249424,0
Divorced,Asian,36-50,Yes,C,-132.78213390453072,-137.29356765304453,E,-32.451168176030194,A,-58.257290513834334,B,B,D,-29.251818444958833,-10.211918759921197,D,B,-76.46972389751318,-120.01662646620328,E,B,128.86491959309967,0
Married,White,26-35,Non-Veteran,D,-106.78523482840522,-74.49334430575928,C,-57.286398938406556,C,-22.633650907274244,A,A,B,60.99491127483251,60.44025870923947,D,E,-88.0267831158462,-135.17440208027972,C,A,13.959851730654185,1
Divorced,White,36-50,No,C,46.49714832118015,318.49734681176784,E,-10.486152881850472,E,69.62024444751772,A,E,C,43.99944263970853,-8.000501293082287,C,B,-94.18935669900264,-55.51357388127014,A,B,-95.13292193102095,1
Widowed,Other,51-65,No,C,41.010237636670745,0.4909043019913767,B,106.35185045750958,E,-184.41802291743412,D,B,D,120.51201586265854,-94.12861377996396,E,B,39.310501664403574,-23.609067528328325,A,A,158.28124816639732,1
Single,Black,36-50,Non-Veteran,A,-26.125031359474203,1.5470819985812194,D,50.449926200042036,A,9.6717388701979,E,A,E,69.33884859970453,-49.11801481636432,E,B,-53.063994761868315,235.47479009983604,C,A,15.586702291416229,1
Divorced,African American,26-35,Yes,A,29.77665167620896,-155.43516588175285,A,-194.38883082130013,A,-146.57352635752864,D,A,E,41.932118487309694,59.91309772357683,C,A,-115.53071830491086,-2.652392571502567,C,A,-57.71101097953969,0
Divorced,Hispanic,51-65,Yes,C,45.774558777213024,-129.32887153996944,E,-145.48439431539234,C,-124.54557825832191,D,A,B,95.46615369694669,98.97332276993652,E,C,226.12005389080272,87.2235174813844,E,A,-82.52433268002954,0
Widowed,African American,18-25,Veteran,A,-153.52392137505132,14.920667395347806,E,-49.920981877949345,C,38.10540319634686,B,B,E,-16.06776808118548,-78.44884384833581,E,D,21.261864283875564,77.45357936915642,B,A,-108.99502573978901,0
Divorced,Hispanic,26-35,Veteran,D,-15.738623147783972,50.57857457035448,D,60.48734160845169,E,-105.82939834648435,C,D,E,5.802110645143023,120.2404427761127,A,E,82.83339650195073,-1.5247028084137977,C,B,-104.79078398582287,0
Single,White,36-50,Non-Veteran,D,59.046296895477305,-15.036641725019578,E,-79.93966007087751,A,144.23970061393518,D,D,B,88.1036259225709,-20.82388996440115,D,D,-67.85163208210807,-103.67865311474446,A,A,-43.414564930575516,0
Widowed,Other,26-35,No,D,-147.27934725153486,-224.63170626071602,C,-5.288601689893647,D,72.26965564640828,D,D,B,153.26405250608903,-145.95628390194707,A,A,88.03541891699581,-90.74188593914947,A,A,-33.88681177441762,0
Married,Asian,51-65,Non-Veteran,B,-48.78170133248971,95.14071022072616,A,62.37987426757945,E,-6.081682525764288,A,D,C,244.36089049397717,7.177767432922441,B,A,-153.15208645266176,-32.654800423388295,D,E,142.0018145318536,0
Widowed,Hispanic,65+,No,A,113.09896327573642,56.940887093255746,C,84.18540280362313,B,-6.884636160763965,B,A,C,-93.24825050547642,-97.00571801346081,C,B,111.01986135352759,-70.3509366318453,D,A,-4.1838362441637384,1
Single,Hispanic,65+,No,D,-16.78757291921801,54.33575115629181,E,171.1327103435625,D,169.8413806042236,E,A,D,189.17011963901734,92.20920715836748,D,A,57.556498489573414,-105.04322446727974,A,A,-40.31219287504468,0
Widowed,White,18-25,No,E,-58.546770263420164,-84.26874927926534,A,-175.90996128516784,A,-210.4160232204843,C,A,A,-88.64883257058398,14.320985972872158,B,A,26.007133055440697,47.82841269476234,D,E,229.46388188434256,0
Divorced,Asian,51-65,Non-Veteran,A,-54.231483183168535,-105.19304919348149,C,58.09937774544436,E,-21.56327040160737,B,C,A,69.95317845514465,-39.238319926708456,B,D,-143.6432976967297,-13.6255402084459,A,A,169.09126396578432,0
Divorced,Hispanic,51-65,No,E,-138.14234533545903,43.11862037805902,B,99.32834218349515,D,-7.464012222422639,E,A,D,-54.32447012133529,-30.67895837468238,D,E,118.06596372734978,26.38342901076766,E,E,221.14706459918557,0
Single,Black,36-50,Yes,E,59.21243494152267,179.42961652442315,D,17.090127916234138,B,-70.53752605266631,D,E,D,-34.05321657302478,17.577131735250845,A,D,68.11899213857859,145.72624608016943,B,A,54.79205063280851,0
Married,Asian,18-25,No,A,-59.144023767662205,96.41051709419169,C,124.46394271873176,D,-86.8147507224363,C,C,E,-60.93992448811789,49.01068920347259,E,B,70.647286678133,-81.70572300676787,D,E,26.11662619784742,0
Married,Black,36-50,Veteran,D,95.58085194869125,-111.74877550323188,C,22.348154486138476,A,1.9693703603872676,A,B,D,111.80228281492168,76.76027825486729,B,A,-106.51553987973786,-44.51717515633983,D,B,82.2854983255068,1
Married,Other,65+,Non-Veteran,A,15.352501267686803,20.282108101690763,B,68.2347722355605,B,-74.29308494116695,B,C,B,-172.69253663332853,-28.83291855474454,A,C,212.59877699082844,1.535516496213197,C,A,48.51059166200501,1
Single,Asian,65+,Non-Veteran,C,8.564439051200495,1.4551725130447752,C,-55.6948552370181,C,67.16740890380575,B,C,B,15.073296835582738,108.22190982908795,D,B,-28.1511913363271,-72.5304254405671,A,D,37.68007908644862,0
Divorced,Hispanic,36-50,Veteran,A,-155.15017527583902,93.14211963352726,D,83.23568969523392,A,92.78234018507801,C,B,A,24.256566668665943,169.27589766409764,E,C,-118.83262517032973,270.14940611315416,C,A,-42.08302660428216,0
Widowed,African American,26-35,No,E,20.184515968632947,29.462339682781785,D,-134.36147816569536,D,148.34779112520962,B,A,D,36.2570814040222,-15.821008545477937,E,C,186.95206573617443,-129.0739747864559,A,E,25.263551115033728,1
Single,African American,26-35,No,E,-97.43310352410114,-87.71674033150933,C,-273.8491362721434,A,-73.09234964903482,B,A,C,18.412264526401852,-168.77408807129652,D,B,20.668817371742072,-1.9820903203565128,E,C,-158.10966145490352,1
Single,White,36-50,Non-Veteran,B,78.89442800763996,-127.59301160045705,B,-224.7613298767651,E,-136.39652922325777,B,E,D,61.79465241968922,13.055789818517752,A,E,20.907714444858975,11.380319278412795,D,B,162.93706491808788,0
Married,Asian,36-50,Non-Veteran,C,44.40204494204649,145.05178965181346,B,-105.44965835594786,A,-58.801026239821816,C,D,D,-143.34445183797695,-7.443673390157275,A,B,-65.69789809534049,162.75336643314782,E,D,-9.2974982053888,1
Married,Black,51-65,Yes,B,-26.95347073959493,-58.513644184992664,A,116.69376988213065,B,71.08125280497079,E,D,D,-39.04140357679476,-115.3082643977719,B,A,102.39725802202389,32.29927113056231,A,E,71.10594600351715,0
Married,Hispanic,65+,Non-Veteran,B,20.067931344337435,-167.11203259279642,D,159.7876023884803,B,78.06890878846053,A,C,B,184.2822973532582,-136.5383472089552,B,D,-177.99764321438371,-58.990614780809835,D,E,-106.88364769288445,1
Divorced,Other,36-50,Veteran,E,34.46150799300056,215.9811533314996,C,-25.214132063751972,A,18.63939901493775,C,A,C,-24.410136988273436,117.43726274515166,A,C,-24.18603041362154,174.69489115148141,D,B,-67.10048332300143,0
Divorced,Black,51-65,Veteran,B,29.577098144727014,-81.43851486094992,A,-81.39359508513348,D,-67.41483871407729,C,D,D,-180.29278919489343,84.0739470222629,E,A,19.108792795995267,-71.43631039055334,A,A,106.90893485638892,1
Widowed,Asian,18-25,No,A,-113.19789237804872,37.84520398443713,E,212.54585092390158,A,-105.14293877017728,B,A,B,17.87781544970102,20.072772634457685,B,B,85.87802169863652,24.276474015541723,E,C,-57.45221394694864,1
Divorced,Other,51-65,Non-Veteran,E,30.178048889231075,172.37710935720233,B,228.60345403095522,B,-101.8033373690548,C,D,A,62.90340506713885,-136.45580955891822,A,A,-20.363853613956945,15.100043146395786,C,C,94.12512724796306,0
Widowed,Other,18-25,Yes,E,-55.573598388021914,97.42632792849906,D,-98.90210303399786,B,28.51629929256842,D,E,D,90.8918870688337,100.4589100900574,C,E,-118.7771216025021,141.24787354477013,C,C,-56.66729468597735,1
Divorced,African American,26-35,No,D,-160.19618524414864,-212.87299289510167,B,-150.97028696670657,D,33.53280829213763,B,C,D,44.96916380905238,-10.63755830541144,B,B,148.76960564505143,79.94494879936104,E,A,-22.018570623674513,1
Widowed,Black,51-65,No,E,-0.3397519707318621,61.0404465811211,B,-48.5459394435166,C,19.616393170380654,C,C,D,46.74764674620376,-91.45154992961827,A,D,19.68130387901961,18.087899071831696,D,B,-72.95997127924953,1
Married,Other,36-50,No,A,-105.6300068933838,115.68002448873041,A,40.3441313256704,B,-62.20347597379163,C,B,E,64.58368718907617,7.833257864549563,C,B,11.219955822727169,48.56796580766338,D,C,-225.62523080978747,1
Widowed,Other,65+,No,A,31.76655948979149,-51.98077194308033,C,28.521106848252774,C,78.360473905274,E,E,E,-8.325059068354639,146.7541173704696,A,D,32.73101336147728,132.38550382870383,C,D,-12.430335704226206,0
Married,Asian,65+,Yes,D,136.5309739317928,43.411502506336596,D,-23.256611373706455,D,-82.23860853166784,C,C,C,75.25663158153793,143.65782768135148,D,B,69.34837930044817,-78.29780155472324,D,A,122.04573924827113,0
Single,African American,36-50,Non-Veteran,D,37.54182195321965,-151.67816422946777,A,44.86281830275708,A,65.80742987281423,A,A,A,-235.03238304083558,149.57404559866555,A,B,115.5561495473305,14.152568614944053,B,C,78.48291470629376,0
Single,Hispanic,18-25,Non-Veteran,D,4.321653466732123,90.11922476585217,D,-154.95396219251217,A,-204.34360254888472,C,C,A,40.20221673637169,107.54701812021186,D,D,-108.53108281471597,-9.048780299897773,C,E,-62.76468113810605,1
Married,Black,18-25,Veteran,D,-73.6236115610731,94.3808875853329,A,36.356300009271,B,-4.576217991037057,B,E,C,-136.73786480405224,-53.57925468799537,A,D,76.745101737862,-5.193761479098749,B,B,-92.04636569580067,1
Single,African American,26-35,No,B,-125.91561821522723,22.339036585030712,C,99.96231422956501,D,-86.03053946488075,A,C,A,-121.97750403327663,-114.29985171199837,D,A,85.50707121061862,-2.571323021783581,C,C,127.16977645867293,0
Widowed,African American,65+,Non-Veteran,E,-36.88142562190704,-17.349733627337642,B,46.14563442908888,B,-60.46542408761901,C,B,D,89.06484106828859,-34.38088827132281,B,E,-20.543809065500188,-95.7904113574067,D,D,14.676936152674443,0
Widowed,Other,51-65,No,D,-145.60780700426744,-58.05259486505179,B,-138.51454278101974,B,-20.482336600664393,A,A,C,87.17247737699537,-49.46195179732173,E,E,-111.49808489669991,-186.48522659410355,E,C,27.395114395044693,1
Divorced,Black,26-35,Veteran,C,-60.596375247541545,-91.43467262279958,E,-9.294126879171193,B,-29.245295006735688,A,D,D,12.756533586841298,125.14900620020238,A,E,26.38634767854302,150.79303931489247,E,C,5.655798719442775,0
