RACE,AgeGroup,SEX,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Black,26-35,Female,A,-58.313833816102715,D,5.276451964350457,A,-175.00675578654165,-57.62699673700672,D,-92.58157668262066,B,B,-102.70910133238209,26.99835890771552,D,147.48168617755272,C,0
Black,65+,M,D,54.36829774685783,B,70.23174719557946,A,-57.818703192245955,32.30550604876604,D,-56.06924085059109,B,B,22.210966699695057,-68.9751613613156,C,-96.70521603369389,B,1
Hispanic,18-25,M,D,111.57650546982256,C,95.59571819568602,A,-173.78543370059873,85.03951269161166,E,19.884781284182758,C,A,87.37974621108123,-77.69732368774419,A,-70.02083935317852,C,1
Asian,51-65,Male,E,28.098358026414257,A,-178.9229089424124,A,-80.531215919113,65.87969325432577,E,-70.56547934909973,D,C,71.97030387326045,-135.90667337621866,C,-14.92501475853384,C,0
White,51-65,Non-binary,E,-167.749258250246,B,29.577171674272446,C,-95.60567736894312,-16.849670818120117,E,-135.12439601920605,A,B,-175.2079251737342,-86.57670619567921,C,7.629935331802281,A,1
White,65+,Female,D,37.278515497200196,D,26.827144553611674,E,-137.21629383984748,59.75817788427767,B,-25.419160532731315,C,E,179.5711642695001,43.632255639335675,D,64.81881008966785,C,0
Asian,51-65,Non-binary,E,-128.4493883595308,B,59.15420226892192,E,16.337276621366705,32.78790172109133,A,202.67017945241938,B,E,-68.34733385271217,11.492172988725292,D,100.72881827332057,E,0
African American,51-65,F,B,-80.75375759464964,D,-86.17110274445594,D,-86.87148612102037,-49.07567135994325,B,30.215719755643867,B,A,-7.7032286750886385,-314.514764014382,D,-49.58125140491939,B,0
Other,26-35,Other,B,-33.56279151053076,B,71.90688849054446,C,120.90766686875334,79.53152058742081,D,105.94941215789191,E,A,-128.55474070630297,-220.77766603797002,B,-250.45251976162706,C,0
Hispanic,26-35,Other,D,-21.921147513304604,E,-112.43759066854399,B,-3.9822788886821545,87.43400919824876,D,-10.13480768991166,E,D,-134.1857520809127,56.40914630621595,E,-75.76840536845731,C,0
Other,65+,Non-binary,E,169.7393164146976,B,-8.201677524334796,E,-70.0378640798313,24.331737552501938,A,-47.994231170129474,A,A,-174.3005241830104,91.45040568883331,A,267.06214384942473,B,1
White,18-25,Male,C,135.6439316459527,B,178.65433531643063,E,-40.58611839660124,96.81216065179443,B,-185.73325592251865,A,E,242.11607585620288,-78.6950449302415,D,-14.148007578033178,C,0
African American,51-65,Non-binary,E,107.25988856391895,B,-93.02482954676427,D,101.20184713951721,-5.646763058069427,A,120.76913569973331,D,A,140.09427100617765,-95.43156867600821,E,-44.01766807869432,A,0
Asian,51-65,Female,C,168.7583645980546,D,123.51640297359094,A,-55.156679197860356,-82.89502889069156,C,-197.1708646271931,D,D,53.68101490151862,-60.73937524563148,E,11.511337318736112,D,0
African American,36-50,M,E,10.16552045449509,A,-70.05401555057458,E,58.936809608370226,-43.4936455926892,A,-48.21842310923598,A,B,-75.1927052101208,-9.332605670518797,E,31.738999568191062,C,0
Asian,18-25,Female,C,-11.302577486262019,A,-31.872414013829715,A,-33.83901411882517,-35.38046953058295,D,-82.66126836889809,A,A,89.11139916143458,-0.018682838808960118,D,98.84973547804408,A,1
Asian,26-35,Male,E,-11.507830579636503,C,143.7970087401725,B,19.711469831234535,-70.59201452890889,C,38.90625877899087,A,B,-36.51384439536886,15.222319583295151,B,230.4893329229501,D,0
Asian,51-65,F,A,-122.92100641296489,E,71.01418727855416,C,204.78337380423716,-5.059002508928412,B,-60.19686292373362,A,B,236.51150109144004,73.03263051739337,B,22.048929321190908,D,1
Asian,36-50,Female,B,-187.20350699259146,A,153.5706276331013,C,85.39677860456322,26.379979153782145,B,53.195705685523286,B,B,-93.96385849017025,-189.902600354784,E,68.72868722807402,B,0
White,26-35,Male,A,-131.15470389423677,D,-94.65487985283197,E,102.15198582994367,102.05155170912835,B,-33.519977031387675,C,C,65.4587233684961,54.226546962832856,C,-67.73521509606041,C,1
Black,26-35,M,B,121.94282947738006,B,97.48194638427928,A,91.25054869961467,124.33813813229477,C,119.50855034596863,A,B,40.277844617742495,8.196799792633186,D,105.6726953990534,B,0
African American,51-65,Non-binary,D,-197.31576350842155,A,-55.666008002149304,C,-35.8275853863279,-31.829757077190262,E,120.94179228833812,B,A,88.7827820077722,-128.19607516373864,B,-156.24027144873563,B,1
White,26-35,Non-binary,E,8.521304579881859,B,-279.48070304668255,E,-36.9354200908584,198.20531582328152,C,-1.7053677555167013,E,E,240.15312785479682,-107.68632950278312,D,-97.80571376594816,B,0
White,65+,Non-binary,C,-158.32891445905972,E,-34.687509059353886,A,-233.28723369153255,60.1323044288292,D,-61.220698113071684,E,D,-111.6564513576852,4.319168562093787,C,29.103366267767257,D,0
Black,26-35,Female,A,-163.74131675699027,A,161.49490362811835,B,-19.70442626098003,20.01848020388175,B,230.74850577382162,A,A,93.64682278481118,-73.5523279766516,D,-75.40784118728008,D,0
Asian,65+,M,A,-103.49447041197415,C,47.840466570564125,E,-48.52337118001893,128.35668443314276,C,80.76589165649175,E,C,89.61372143009096,75.29787214136124,E,9.834771690170232,A,0
Hispanic,51-65,M,C,5.388078446073921,C,203.36530372837584,B,-138.24813324702447,106.25649574890714,D,31.334072875721862,C,C,-27.50291000195349,9.98248106203175,E,-117.70720202081016,C,0
Asian,18-25,Other,D,-11.275435750357719,D,-12.11304573665339,C,-9.188608051060974,-3.822973611156459,C,-35.42752594677272,C,E,85.17158570143157,-108.6791275775892,D,44.48734266218442,A,1
Black,26-35,F,E,-19.243692092547583,A,138.37693373368072,D,-75.30382608761926,-254.6491442563306,C,33.47557650361709,D,E,99.3667672961436,-28.50771905378786,C,-28.04464690109939,B,1
Asian,18-25,Non-binary,D,-244.47333110654927,D,83.99039251143417,E,67.37140031503046,64.83450580172358,A,-2.5787297590189144,D,B,0.8752796430483314,0.9716900921428496,D,22.08867087644692,A,0
White,18-25,M,A,-149.5163656151773,A,4.299357135869056,C,-72.1593778375447,-40.644097707918434,B,-31.163124570826007,E,E,211.34293805305515,58.91553424734052,C,-1.8768303273339466,C,0
Asian,65+,Other,E,-1.8141213955399804,B,-87.57548138419281,D,-79.76362335302827,-76.3415939296581,A,-59.557486786766376,E,E,42.223941855663796,-56.52589453178781,B,4.625248321086219,E,1
Hispanic,51-65,Male,D,-70.86679125927377,B,50.85536328780527,B,-11.947972284456803,-26.689294746493626,A,153.58283287682423,E,A,50.88015127067541,-151.77120539143928,E,-22.027570817590224,C,0
African American,18-25,M,C,-71.64023773893562,B,-194.99314227895107,A,-67.60105320929804,-138.49265129595344,E,32.86080981535397,D,E,-17.080257381350965,-100.5438240471683,A,-113.60976547253854,C,0
African American,26-35,Other,B,-22.654545637822302,E,-15.7514477840224,A,38.377300968798664,-101.02309912275804,B,-98.1427489777317,E,B,130.02335766539267,156.314148793531,B,-32.874299621307706,B,1
White,51-65,Other,D,-154.0809914119223,A,-63.112720637822264,B,-89.11001079380458,89.1347806678857,A,-147.3814197788586,E,C,-15.426322959856028,14.308926156128202,C,-130.51891836363058,C,0
African American,51-65,Other,E,5.254971277675765,B,0.7596609728830217,C,-213.0243141885234,-8.45157355500601,C,96.03177210166479,B,A,46.68863921143275,70.57850081486919,B,-43.701799482103375,B,1
Black,36-50,Other,D,126.23735421382038,B,128.0669454353271,E,-52.81214944592065,76.75824069959023,E,-135.0574554437443,A,B,81.88955825647461,116.83426067481362,A,166.49182943908454,B,0
Asian,36-50,Male,B,45.07003906866993,C,168.88774464619416,C,-84.39097971121375,-63.990139275800715,C,-68.11179920768814,E,E,12.95275334229618,-165.38052159810286,A,-113.87174456507489,A,0
Asian,36-50,F,B,-134.70564779726695,C,-43.656004640768586,C,-92.2188488405714,-210.9355012185208,D,-183.77335520624402,B,C,245.2241042818383,12.720601535953534,C,24.329050077341325,E,1
Other,26-35,F,B,98.8797026708709,B,76.8386554511895,E,-133.76755246139848,155.13844290142472,E,-64.98070436108436,A,A,-102.6932407858904,-98.1424119797353,C,46.82481453214986,E,0
Other,65+,Female,E,71.29003941887876,C,50.122000791797426,B,-101.83668036073084,48.69764271585629,D,211.45924549405453,D,D,162.04348165000943,-17.057692985237498,D,217.25863733124146,C,1
African American,36-50,Other,A,244.7297285628344,E,90.71574653758582,E,49.43186410379911,-92.61622795872302,D,40.42824596778023,C,B,69.1231114880307,-48.886110280859434,D,-89.59728845534976,B,0
Other,65+,Other,B,-43.56151068645191,C,175.6831241664844,C,51.489093840304655,146.91635388344253,C,62.63980107241247,B,B,-38.56130590206936,-330.45483555799797,C,-52.73375938622262,B,0
White,65+,Other,C,-40.5090113298474,B,22.990595187183743,C,-17.871467868053422,176.16709035293277,C,17.226899012905758,E,E,-15.094807374730992,40.71443348493422,D,-4.896349263007581,C,0
Other,26-35,Non-binary,D,-125.05734147665962,B,50.974688047497644,C,156.34677995230254,209.15072896580585,A,-93.22781054118671,B,A,-24.217252174236105,-102.80210461792988,C,-88.15598251281504,A,1
African American,65+,Female,A,22.556093857817274,B,104.26702534919573,C,205.74277347216662,59.66240451626285,E,128.18913796204245,A,E,50.85735422530425,170.81132383808318,E,58.0072849752903,A,0
Hispanic,51-65,Non-binary,E,81.67448837736451,B,5.31687980982812,D,-119.6854125145988,-55.6213693131218,D,-114.95415288121214,D,B,29.167162257038154,-39.683955140919714,A,36.223036008450215,A,1
Asian,65+,M,B,-157.62114345152597,C,71.26133499690586,C,97.48597794871593,143.77454983127484,D,100.24358335742838,C,B,61.66861410144596,-52.45684141036785,A,-57.68003560692121,D,1
Black,18-25,Non-binary,C,-41.06178826929347,B,101.51556852670822,E,118.39578533613204,172.55868817765702,D,128.60262594129074,E,E,21.936649534332723,-100.10631603581214,D,21.91716929012051,D,1
White,18-25,F,D,-89.05545298552407,B,-35.04371151175831,A,-70.78171338878792,-1.1148731356839394,C,7.74307988016108,B,B,14.01157717168646,30.347626623052047,D,-117.6143813701953,D,1
Other,18-25,M,E,59.900616825448495,E,21.454840008919913,D,163.65080313707162,119.94575020189131,A,109.26071513684819,B,D,-55.815775327994835,160.54701794610864,C,49.94110202148963,B,0
Other,51-65,Male,E,-23.39310461313812,D,-70.45984919440744,D,119.64261947123521,19.312784061469767,D,180.4166499774858,E,C,-15.018380839122877,-47.78404221047451,D,169.85159036603395,E,1
African American,26-35,Female,C,36.55985611952911,E,55.4558367700042,E,3.632996438827376,-66.81500341807563,C,81.9951379667177,B,E,-104.93035882023582,63.02759567675885,A,-7.53803180188779,D,0
Asian,18-25,Non-binary,E,15.30293402762216,C,-36.307232304777074,E,155.98107158066946,-89.60238094424652,C,-126.33481540079117,C,A,44.40163602383591,79.90812807468646,A,-74.37453494928621,A,0
African American,51-65,Female,C,100.22393814939876,E,-4.493978298744832,A,12.373251098601132,-186.15743137477776,E,-93.39805690528257,D,D,-48.60464554746666,49.00629626875143,C,-44.03886634564066,A,1
Asian,36-50,Male,C,27.566542696715494,A,52.26187090414227,D,-34.80328882711298,-5.841495469735601,B,-42.348559551688716,C,A,97.33811628737418,133.45702409381602,D,-72.78725685142685,E,1
Black,51-65,Male,C,-61.11899758594714,C,-97.95213723032283,B,35.07568418536376,-19.10301468112772,E,163.19066574131318,B,A,56.96633227993904,24.006935366010723,B,20.64646726801226,E,1
White,36-50,Female,A,4.370863377811259,D,-37.32655876443063,C,-40.30421176938583,221.6670389719007,C,170.4043547136905,E,B,-87.78736333333873,126.0521886545303,E,85.85039996587565,C,1
White,36-50,Female,A,-61.7014117703765,B,-1.3123297123893,D,24.853636269031917,-81.40019208970027,C,102.86337739080022,D,C,-6.1684092108762645,-52.231504024200405,A,-4.431602380949982,C,1
Asian,26-35,M,B,159.95234967896874,D,-11.139762888223887,B,-57.07983658037959,59.12281819228467,D,62.013333266139206,A,B,72.88659838340327,-25.746476574949607,E,-71.45938841168143,A,1
Black,26-35,M,D,97.82198790450335,A,-12.801370282394195,A,9.768508655315907,35.17957382964586,A,17.123746239381667,D,D,23.77995336919649,134.41591748243098,C,0.8112958965448209,C,0
Black,65+,F,C,-26.651534675651984,E,200.62816234480798,B,-40.48046270013229,-29.11109872660031,C,295.9441155713283,E,B,-129.98892915255269,153.61207720871363,C,125.91796223620004,E,0
Hispanic,18-25,M,B,-11.287054197380366,E,159.21103382089962,D,-76.70507127695862,-99.23638183787777,D,137.2333509684088,D,A,79.23594260441673,9.257776034618862,D,41.33706653713231,A,0
Asian,26-35,F,B,128.90841541074224,E,-1.7585959832273,E,3.5284453506049163,15.467790299319098,A,-164.91005212958058,A,B,201.80019017890092,5.298651520583675,C,-2.920955248827509,E,0
Other,36-50,Other,C,119.98876467176218,A,27.350555290249357,A,114.15661411255024,21.051570272519985,D,162.72222482165876,B,E,-47.187489258580555,5.743270924358376,B,-105.62276636729071,D,1
White,18-25,Female,A,106.88629819823821,D,-2.8666695345512365,B,-79.1588649709467,-47.785529581433536,C,75.57955974045156,B,C,-63.757427144135434,24.723198772049813,E,-11.019296731117318,E,0
Asian,36-50,M,C,7.26850573734892,E,119.08360337940248,B,-8.73231149185738,-39.38957665853199,B,-193.72652112236185,B,A,-61.439314435146684,-5.404356619187359,E,13.069792819984432,A,0
Other,65+,F,A,-107.80282875542821,E,-71.20864762663537,E,-75.4994748756956,-3.7164212763548856,C,78.97902851221761,E,A,122.77334026422434,-104.40707856876756,B,-140.9274185128977,D,1
Hispanic,26-35,Female,A,74.95573481140423,A,191.64221454370596,E,-7.538739098645403,-49.666512947657026,E,70.70300835693185,D,A,-23.20947370232382,25.644216240166067,B,163.05522954050988,E,1
Asian,18-25,M,B,63.024918480823565,C,142.78905270223504,A,-14.001657523234314,-107.39132182216815,C,-142.85236130554105,D,C,22.11564575033266,76.18417395347325,B,-36.941939843332875,A,0
Hispanic,65+,Female,A,-16.56116317352052,D,-35.43960000924743,D,80.6779871698155,250.52170658446454,A,-55.061783040704746,A,E,33.31413179202753,-4.27339988493355,D,98.76336004217606,B,0
Other,18-25,F,B,60.36142139709738,E,-40.5317102136509,E,-7.306857772770573,43.24673406573754,B,44.81548556669445,E,D,-169.845585067554,88.75673173744825,C,77.74594050382322,D,0
White,65+,Female,A,-220.76790074262064,A,76.73482226466447,E,-40.704220197683604,-103.47745459847661,C,228.48003092546887,E,E,163.21352776680408,-8.694550109120572,C,-101.1707357247107,E,1
African American,26-35,Other,A,82.74368858620464,D,-148.3973695177174,E,-1.8960917401733886,54.82359944598161,B,-21.21452295377311,A,D,67.58567001071474,102.21588352429865,A,-31.03980439162734,C,1
Asian,51-65,Male,D,-38.52029573847273,C,15.644516046609148,C,-13.76894942519711,45.98284923346594,E,23.2455842901842,E,A,103.77090957719682,82.04804910341248,D,-25.616554445946765,A,0
Hispanic,26-35,Female,A,81.16476491699498,A,67.31314623290349,C,-22.742904454822256,-50.997672858875134,C,64.00928918980784,B,C,26.708522309296267,-19.584216000941925,A,-90.64383459312614,B,0
Hispanic,65+,Male,A,-41.55790910920869,E,-108.37917484691653,D,-55.0811036198916,-159.3182666904918,E,55.851983259352465,D,D,98.58384103979681,-2.165253619626583,D,-65.79069809478636,C,0
Hispanic,26-35,Other,B,22.373353695813826,D,40.581425758481814,E,21.251950237678475,-34.0995101913156,B,20.62213204620724,C,E,61.03704189401896,-96.11498070170937,A,186.52333935717994,A,0
Hispanic,18-25,Male,B,164.17385629549932,A,30.187875777039025,A,59.9656873493731,10.989584671677864,E,19.77714826711937,A,B,64.09237913335232,-4.761080778541526,D,35.07541799543027,E,1
African American,18-25,F,C,136.6109614162988,C,-60.04051675207551,C,-41.27069725613716,-64.1883918690501,B,-2.961748711155613,C,D,-45.79589907846335,-353.8503152600706,B,-37.5854753892085,D,1
Other,18-25,F,C,20.91143781186275,D,31.621995424574383,A,-1.45931346362831,34.21439989639824,D,94.05723666500889,E,E,-50.83017748009178,-142.3204991765276,C,-50.372781637963236,C,1
Asian,65+,Female,D,-149.82770391623222,D,-106.29905680624469,C,-39.32294981486001,-79.76115348307759,E,-120.73041300862744,B,C,42.727770094525404,66.92646570522369,A,117.08848008836834,D,1
White,51-65,Non-binary,B,70.11809139049228,C,110.72693437999538,D,206.41475239388433,-69.18014817196976,D,98.88213473717386,A,E,-51.29266973104516,19.595490785332768,E,49.55442541130319,B,0
Asian,65+,F,D,-219.60285880010025,A,166.9885678151766,E,60.585277497243396,68.31551636256239,A,28.723779814263207,E,B,121.92498730716676,38.179021661380155,C,-8.55439769793428,A,1
Black,65+,Other,A,85.44344264560068,C,29.08154072746679,D,-87.83964789336719,129.0253114325505,E,-35.67185106751462,E,A,-50.17074541930936,106.55035423871801,E,16.974290374126667,B,0
White,65+,Non-binary,C,-60.407328398087365,A,-48.34090138305542,D,105.1554655838059,10.307426610257364,B,48.21335579002048,A,E,-127.54951072642416,52.28408838145955,E,-51.85980141838509,E,0
Hispanic,18-25,F,B,-22.201539392074118,A,-57.14909739549094,B,252.78524886921014,-175.9329573953691,A,50.85580968781045,E,E,18.804543273369827,162.88568160517312,E,35.40643819195788,C,0
Black,26-35,Female,B,78.3746593624108,E,-210.07251004157595,D,-71.03123931838998,56.45311792671007,D,85.02621187301469,C,C,-48.0438280899089,33.25154553542939,E,34.885504359227916,E,0
Black,26-35,Other,D,-388.58418558671985,B,43.185748198561285,E,-85.8038552106478,-118.72812637085306,D,149.1576633630548,D,E,3.7417609782030183,28.169885534277896,A,93.64365056251404,B,0
Other,65+,Other,C,247.41779405431816,D,135.82862140133884,B,77.0224357812452,-118.30695060881855,D,-26.828806852897547,D,C,-132.6968282077768,176.7763844157859,A,-46.97780175882661,A,1
White,51-65,Other,E,-95.5385224317633,C,-90.2048416936671,B,89.25336046727011,3.443644360079582,E,-130.92470922531905,E,D,30.57535538405644,-128.51113926946272,A,195.8190939076145,E,0
Hispanic,51-65,Other,E,21.890191259341844,B,-135.61246995725992,E,58.42785577746137,74.20160116927055,E,48.30855461643592,C,D,-225.0040030871125,2.9725374144456365,D,-26.430161467124552,D,1
African American,65+,M,D,38.03635530702928,E,-32.608373741466224,D,-82.02508353475116,-32.384070853648566,A,-105.15370869366261,C,A,-0.20835502790136953,38.0745360170085,B,-24.21913310868059,B,1
Asian,51-65,M,C,-50.6651418035465,D,85.38145451416761,B,36.636228203018874,-11.677087011117727,C,-6.486257682034258,B,E,8.370040384843454,-272.34152925406045,D,160.01452302730343,D,1
Hispanic,26-35,Male,E,-7.2835925033689675,C,128.8564819033924,C,71.48516272654408,-14.51805475629438,E,-42.86114295040438,C,C,62.52581389935534,-4.627723288433507,B,18.481222077999735,B,0
White,65+,F,D,65.11293767106882,E,-247.80500989084916,E,25.799120208383165,-146.30646842395777,C,43.05097149603391,B,C,-1.275578209093706,-36.32356342410893,C,238.1875376461591,A,1
White,26-35,F,C,28.669390342897653,D,-75.09687281910368,C,10.879246998888565,164.74278726665958,E,-20.22313665679116,C,C,-97.00947004223359,-118.64288783869806,A,51.24987876191401,A,1
Hispanic,51-65,Non-binary,B,11.044651920895857,D,-60.44380956725174,D,165.69047182427596,15.28205045354453,C,-110.66398572224084,B,D,103.21887902249185,121.46490185261294,A,35.32756174221255,B,0
Asian,65+,F,A,86.91473972992469,C,100.18219449682384,D,138.93592073597657,-108.7944902922048,B,-32.84273008581085,D,D,34.699094445181444,-34.04600441988334,E,115.76042502402292,E,1
Other,51-65,Female,B,-16.393956452803717,A,-7.130611150369358,B,-175.15769008002704,8.656341195700756,C,0.45841552609671155,D,A,-71.05424878534026,-27.217142104582514,B,-114.02435258981065,E,0
Asian,36-50,Female,E,9.52177709479803,E,-42.57786361725472,A,-154.14929118826572,306.4964106001208,E,-102.74269188625343,A,A,94.70983573264317,23.942675740455844,A,-230.5064794734676,E,0
Other,36-50,Female,A,-13.755482782905986,B,-3.48418392399871,C,7.895955438129743,54.45479054375744,E,92.47808630885277,B,A,-77.27047950840749,-25.25276392901496,D,36.399549516337494,D,1
African American,18-25,Non-binary,B,63.841949856693766,E,-12.018958291110629,E,-120.66643188830892,-60.31351738535265,E,-20.67633824297589,A,E,3.691887278925881,-72.3778039219135,A,-87.52051726282662,E,1
Other,18-25,Male,A,73.7729140312646,B,-5.611147589788891,D,65.98346405334958,147.6808098928841,A,-56.4128568335476,C,D,21.510096422220055,-33.48938465493795,E,56.973821079760654,B,0
Other,36-50,F,E,34.24963049843473,E,-155.67177657623864,D,85.68829424777526,-78.93880304445439,A,-26.270123359665803,A,D,-115.88480580564551,-20.825189324923986,A,27.559092228479027,E,1
Black,36-50,Other,C,1.8521360155339128,C,-27.18767054205658,C,-44.809517089903046,-82.58793277739306,A,150.7108290502749,E,B,51.87690756178366,136.66843923067466,C,101.67701422457193,D,1
Other,18-25,M,E,109.22578642218109,A,-74.70630486202917,D,-64.90355314885552,248.16145105999618,D,-58.61079740905486,B,C,-22.251949321926656,-77.58212471347083,B,-62.228824097308966,D,0
African American,51-65,F,E,-49.25875188373458,B,-88.16888083645092,A,210.90770827304667,-108.19800265425582,D,-3.429191652100812,B,B,-18.464078823674377,115.37070300462196,C,-73.7993216982167,C,1
Hispanic,36-50,M,B,-29.111477344404285,A,-5.201273462956739,C,-28.921341251609977,-112.45420911634791,A,-234.82076543494532,E,A,39.46820685322969,-93.25096323935111,B,-19.509256607968464,D,0
Black,26-35,Male,E,146.48133050221114,A,16.560413658647857,D,-67.74231178301369,-65.38344831857248,E,-183.67104191275166,D,E,36.754122148110234,-29.151567915820536,C,22.99138254091466,B,1
African American,18-25,Female,A,30.009632115108932,D,101.1100242907381,A,-4.850701862367409,310.97953149687606,A,-21.341584492581546,B,D,203.42066174272938,-4.4155323674426405,B,42.90505173930758,D,1
White,51-65,Non-binary,E,8.75566190562751,A,-72.75322178453746,B,-151.1347547397844,71.33834064404476,D,-125.31272518179692,C,D,59.3194927059837,-15.705194583147794,A,66.84222185472912,A,0
Asian,36-50,Female,E,7.9558759395266785,B,77.93986400269942,C,56.61191858022494,7.807737329352127,C,-13.759621321671483,E,D,-55.53116822679181,-60.59606858802895,E,24.324633130431913,C,1
Other,36-50,Other,E,-48.384590757367086,C,2.104335476189739,D,38.02457261080174,-73.54897126895166,A,-122.6285344370017,C,E,-25.986295879247024,201.35095532662382,D,120.83972680706476,D,0
Black,26-35,Male,B,-197.92835990051145,C,69.69548064135313,C,12.711986927578614,-71.17872659162279,A,-51.519402461185656,B,C,-51.9995286619072,31.398512511146414,D,17.54249706330876,B,1
Hispanic,36-50,Male,D,0.04337820751176642,C,60.58085271182515,C,22.329956299960532,86.21911480366555,E,15.100629036247698,D,B,73.9050931147442,16.819850714310345,B,-38.046473678656106,E,0
Other,51-65,Female,E,-137.15390639509937,A,-55.67433017981431,E,-64.6609263676457,-123.83740857175187,D,-182.18235650959878,C,A,155.53135032668342,53.734958821703536,A,-49.376355911610474,B,1
Asian,65+,Female,A,-45.90925340915443,E,121.56685128807743,B,74.98213661940059,90.38041489278106,A,-46.413843887360144,A,D,-222.83036086262356,-29.128682860074857,C,200.0554786065272,A,1
White,18-25,Male,A,-103.69168744793514,B,-70.13108319863608,D,94.8208020449772,-66.31056948062485,A,-46.59067136646943,B,C,112.47519317700836,58.3918103978924,E,-106.53103376983715,A,0
Black,65+,Female,B,-111.27583459913595,D,40.00573027059449,E,91.21644138222256,-90.46318744323708,D,180.72868099365598,D,E,-21.784816483392575,44.79620975209471,C,21.841421422160398,C,0
African American,65+,F,C,-137.85231896447362,E,121.515685011225,B,158.5444212418575,-32.20370010616727,C,-80.76807535690068,B,D,-20.551501881960537,-101.20801977723295,B,-133.17178544930013,D,1
African American,36-50,M,A,1.2065283490787457,A,233.39867144173186,D,16.808890046599192,121.20739170125903,D,-102.23416036951751,D,B,-11.985420140055746,56.03968795413417,B,252.87446717520697,B,1
African American,36-50,Non-binary,D,95.39960790172034,D,146.8255406835085,B,148.13577276982377,166.70181125524036,C,-80.23333242838456,A,C,-74.95473339976753,-102.06690994889011,C,-47.853073003306044,E,0
Hispanic,18-25,F,C,-129.3414681952183,B,36.923425509317696,E,100.62541320701355,39.37656076916673,E,-23.11826084633325,D,A,-115.83867391227831,-83.5535606311917,E,106.21670113653326,C,0
Asian,51-65,F,C,126.60942322013699,A,-8.094551632295014,C,-139.05804181997158,32.61150064625528,E,79.12837533959915,C,D,-117.55092532885818,25.00849610087052,E,85.22116488963624,A,1
African American,51-65,Other,D,34.02436995396994,E,-80.66825054651032,C,-153.56246962473864,16.170110090217573,C,-103.65334236220474,D,D,17.410508916462167,130.51724244797578,D,80.63012054750789,C,0
Asian,65+,Female,B,69.09555585709988,E,77.26686186510405,E,40.297701244674585,36.7492408515733,D,4.2882895832604,D,B,-59.12309978070378,-33.4754054403439,B,-74.16747656960155,C,1
White,26-35,M,D,1.9507999291872486,C,-24.997508512256488,A,60.572592530130265,-9.956387729276358,E,9.031890319372081,C,C,-130.3468324250834,32.17537280595912,C,-4.492297134382564,B,0
African American,18-25,M,D,-135.07882473645992,D,-23.850587265574443,C,106.87150568799333,-103.22131606578733,B,2.655884167117467,A,A,-97.54678958755348,101.74908675070442,A,-101.19709827944743,E,1
African American,26-35,Non-binary,A,22.942277189926475,B,-39.21124504787781,D,-45.904610726803725,-77.89704758922686,A,54.137366437420035,A,A,188.68272044270523,-190.21198556192712,B,-4.9921537338924935,E,0
Hispanic,65+,Female,D,-100.09469078077653,B,-81.28298144394047,D,-15.86169697547919,-0.3581034274532122,E,-93.93006409877242,E,D,-9.544408037361269,-30.813126964107585,C,-20.82053749337914,D,0
Other,65+,Non-binary,B,2.302549820023346,B,-64.07474353984186,A,-54.96350361521668,101.21454037471433,C,89.33243405227086,E,C,183.06277317174496,36.549345052754404,E,-33.426756646547915,E,1
Other,18-25,Female,D,150.62273116094175,A,-79.96808048454524,C,110.55763868667418,51.36097623280352,C,-60.95130520319181,E,C,83.71779682937431,2.795214389798983,C,-255.78146971757835,E,1
Other,51-65,Female,A,-31.15677055465979,E,-83.12924824949934,E,26.809381789749832,-120.13500784708249,B,67.85270662186883,C,A,-49.08310105514632,-169.99968056090125,B,65.58991668536694,B,0
Black,51-65,Other,A,-27.959813992076615,A,134.61368996104642,D,146.0845097089132,78.57675016189837,B,180.80154435058841,D,D,80.70984501731424,-68.58106745637426,B,26.88292388718152,D,0
Hispanic,36-50,Other,D,29.716476243720653,C,-123.2283922045307,C,16.83878823897274,-73.18345182037139,E,-68.46392236982184,E,B,-38.197724802335024,-19.815338792127946,B,-11.58340170411625,E,1
Other,36-50,F,D,-136.84900067506973,B,98.58673922010829,B,11.63550051027916,66.97178565062418,B,56.243197821168486,B,D,-133.669252841964,49.432909006273505,C,107.04074203893204,C,0
Other,26-35,Non-binary,E,-63.639058277641894,E,61.18750171433568,C,-134.19933216930866,42.9145289575383,C,-0.1361499061398251,B,D,-78.05119110845402,-5.257715964931996,D,-30.512346763699338,B,1
White,26-35,F,E,160.8870981661764,B,-222.1297626047511,E,-102.09486700970186,-9.200953862793208,C,-77.77754914999556,D,E,-40.42039592708987,101.53679914287412,C,129.20832726291735,D,1
Asian,18-25,Other,E,7.701341018210623,E,-36.63311126774102,C,-96.99095236515619,57.57506525156904,D,38.870661526628155,C,D,216.51436211791943,176.26866630515622,A,-73.6807684325144,B,0
Hispanic,65+,Non-binary,B,-40.117179968063574,A,-23.386598601962515,D,-70.37435231286192,39.13392344096461,B,185.82918152015472,B,C,87.25552598377313,51.705148238281275,C,198.16371148284347,D,0
Other,51-65,Male,A,46.32675400666643,A,-57.74146611281886,D,-72.1785564931597,-8.90442995614988,A,-13.014600731649399,B,B,-77.07074205067282,276.0988579311467,E,135.95780628121813,A,0
