religious_affiliation,disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
None,Mental,42.31822377879496,C,E,C,-91.99480894504076,C,E,E,0
Jewish,Physical,-118.09224251421632,C,E,A,19.43805149015442,C,A,A,0
Muslim,No,11.346653432203455,B,B,B,88.81373566727333,B,D,B,1
Christian,No,175.0617005625787,C,E,D,-133.23824373086285,B,D,B,0
Muslim,Mental,-87.2271810249981,D,D,B,-2.8235751287627107,C,D,E,0
Christian,Mental,-204.92962628704498,D,D,B,130.77011851384754,C,E,C,1
None,Both,-194.71458101054552,E,D,B,15.577145361073935,C,E,D,0
None,Physical,-81.32119981290728,E,D,D,91.6074808598631,A,D,B,1
Christian,Physical,-61.627744518699615,D,E,C,119.3666781012501,B,A,C,1
Jewish,No,-13.60915980796779,E,D,B,-72.92323360346433,A,C,A,0
Christian,No,-1.5423345583850772,E,B,A,78.8568035078044,C,C,C,0
Hindu,Mental,38.98834264959116,A,B,E,36.848674944979635,D,A,B,1
Muslim,Yes,7.7626368184015195,C,E,A,-131.6486919268484,B,E,B,1
Hindu,Yes,-161.39248011659566,B,C,B,153.32877649742872,C,B,C,0
Other,Both,-124.09513283495346,E,C,D,61.66858787264066,C,C,B,1
Jewish,None,-53.69493367710536,C,D,A,207.80305607887058,B,E,D,1
Christian,No,-87.61426222917541,A,B,C,47.709696237150546,D,D,D,0
Buddhist,No,-210.46483393458905,E,E,D,-10.226688612060462,E,C,C,0
Muslim,Both,22.862958020878388,B,E,E,61.20265679921679,E,C,B,1
Buddhist,None,156.2964582337534,D,E,E,6.346168838203023,C,E,C,0
Christian,Mental,-47.82214473230509,E,E,D,164.36965747662063,D,A,E,1
None,Physical,-118.74061807818705,D,E,B,-116.8582078166922,E,A,D,0
Muslim,None,12.063114101857279,C,B,E,-25.950818234791225,B,E,C,0
Other,Both,135.57223439884282,A,E,C,66.66508430186168,D,E,C,1
Muslim,Mental,34.25680633548303,B,C,C,82.06797214334497,B,D,E,0
Buddhist,Physical,37.550261878223544,B,E,C,-32.15297750962008,C,E,E,0
Christian,No,-150.21142450260103,B,A,A,-36.5687198329656,B,C,E,0
Muslim,None,-26.044657016371225,E,B,B,97.30313308886153,D,D,A,1
Buddhist,Yes,-43.52847600735209,D,B,A,-138.67010747920727,C,B,E,0
Other,Physical,-8.472491062374468,E,D,D,-102.47570575372207,B,A,B,1
Christian,None,-145.90236210766483,B,E,E,48.35635491460412,C,A,D,0
Buddhist,No,31.15688638217306,D,D,A,115.16561428326202,D,B,E,1
Other,Physical,52.36435004690394,A,D,A,-128.7401624369721,E,E,B,0
None,Mental,-170.99271975831763,D,C,A,-7.221095223998339,E,D,C,1
Muslim,None,28.134780646201424,D,B,A,-59.890338554081126,E,C,D,0
Muslim,Mental,-45.91720482278431,A,C,D,15.154064292644009,D,E,C,0
Muslim,No,-136.39311626191818,A,C,D,-31.829064359943427,E,A,A,1
Buddhist,No,-52.83792991902436,B,D,C,-11.294058222909248,E,B,D,0
Other,No,215.54487760530608,B,E,C,-92.52117530128099,E,A,B,0
Muslim,Yes,39.01044615388909,B,B,C,1.867265202808472,E,A,B,0
Other,Mental,46.38383713729422,B,C,B,71.02815992413225,C,C,C,0
Other,None,-107.90335578999563,C,C,B,67.59557104351005,A,C,C,1
Christian,No,-129.41448684544986,B,D,B,-72.70563605641878,C,D,D,0
Christian,Physical,-79.03632735687086,B,C,E,-171.12882518405212,D,B,B,0
Buddhist,Both,-8.557691178624175,A,B,A,159.23258531857243,C,C,D,0
Buddhist,Yes,237.58445666277836,B,B,D,-108.51380078854267,A,A,C,0
Buddhist,Yes,-106.23343209680725,B,B,B,-56.36349477370102,D,D,E,0
Hindu,Yes,-69.69099305121395,E,E,B,23.766691856654347,B,D,D,0
Christian,None,-75.3502447149422,A,B,B,-69.91151539647423,C,B,D,1
Jewish,Mental,-3.699445354558674,E,B,B,4.710358883958979,D,A,D,0
Jewish,Physical,-47.03681717804392,A,C,C,15.122727051089004,A,C,A,1
Muslim,None,-4.069912186108792,C,A,E,-92.88212431319816,D,D,D,0
Muslim,No,26.562276600498453,B,E,B,96.07053016543018,D,D,A,0
Other,Yes,124.00602977359001,D,C,D,93.51702279591537,D,D,D,0
Muslim,None,25.089625744295013,D,C,E,81.4671089881956,D,D,B,1
Hindu,Yes,30.847343418762215,D,A,C,-103.99029591226419,D,A,B,0
Other,Mental,-9.196218376034105,B,D,B,-76.55965387797468,A,D,C,0
Jewish,Physical,75.59529729695424,B,C,A,-117.32084022886471,A,E,C,0
Hindu,Both,4.488831220087451,E,D,D,-23.583735599992433,C,B,D,0
Other,No,-135.4456539128855,C,B,C,-163.69852250986773,C,D,E,1
None,Physical,-51.24883470796785,A,A,E,-98.88679077123672,D,B,E,0
Hindu,Mental,19.61784415887537,B,C,A,-172.0462049755267,A,A,C,0
Other,Mental,38.279379375130326,D,D,B,83.9290910175242,A,D,C,0
Christian,No,33.42924046882043,C,E,A,-101.86042866526988,C,C,E,1
Jewish,No,36.057438782481306,B,B,D,-9.735703866407857,D,A,A,1
Other,No,-189.17220784926735,B,A,D,207.83443106478222,B,D,E,1
Christian,Mental,-141.483066718176,A,B,E,-147.52100246996508,B,C,D,0
Christian,Mental,146.34130116875028,A,E,D,150.7510435962965,D,A,A,0
Muslim,Both,14.100287765264538,B,D,B,-74.92894008277266,E,D,E,1
Muslim,Yes,-55.794511986858765,B,E,B,-16.0939042309862,D,A,B,0
Buddhist,Both,30.39951136090091,E,B,A,68.48227532953368,B,A,B,0
Other,Both,31.390031347992565,E,E,D,249.44863600254544,C,C,B,1
Muslim,None,187.7624049006901,B,B,E,98.62457412956228,A,E,A,1
Other,No,-150.91324702335774,D,B,A,-30.981798284768146,E,B,D,0
Muslim,Yes,-92.75339022250887,C,A,B,-96.46409390507941,D,A,C,0
None,Mental,-134.64162241859043,D,C,C,-7.113458404504128,E,A,D,0
None,Mental,-108.42986601382837,D,A,A,24.589869420988748,B,E,C,0
Muslim,Yes,-33.595775151770965,B,E,D,79.98457415056032,E,A,E,1
Hindu,Mental,57.02885257338441,E,E,C,-95.55307433282849,D,E,C,0
Jewish,Physical,-239.64088115074188,D,E,D,30.257689721925924,C,B,B,1
None,None,37.81607654454393,D,C,D,-46.05942615959175,E,E,D,1
Christian,None,54.753649101339505,B,E,B,-37.89629357750053,C,B,E,1
None,No,-22.634123271723606,A,B,C,-78.04549050577053,B,B,E,0
Other,Physical,-59.72732980129467,C,D,A,13.859517053823724,C,C,B,0
Buddhist,Yes,5.148591457333743,E,B,D,57.757968649111966,A,C,E,1
None,Yes,60.33668278777845,D,C,D,111.33408257162085,B,D,E,1
Muslim,Both,7.399661839721733,B,C,D,-197.2447954549876,D,E,D,1
None,None,61.88000024614028,E,A,E,19.720435454945882,A,B,D,0
Other,Physical,46.568161623650404,D,C,E,115.08114978735556,C,E,B,0
Jewish,Mental,95.27529244845378,D,B,B,29.063423992871495,E,B,E,1
Hindu,Both,-63.58085255171727,B,E,B,156.7959682999192,E,B,C,1
Muslim,Mental,-0.33141019037088576,E,D,B,-65.75598337475611,C,D,E,0
Muslim,Mental,116.5062009991906,D,A,E,51.99318980613753,B,D,C,1
Muslim,None,142.36299735088375,B,B,D,-75.72724530566025,D,C,B,0
Muslim,Yes,111.438045661189,D,D,C,-103.99564873775037,E,B,E,0
Muslim,Physical,18.355103891932497,A,B,D,38.819267798869156,E,B,A,0
Buddhist,Mental,199.5157551107305,B,E,C,-100.85109884402506,B,A,A,0
Muslim,Both,2.89514860380892,A,D,E,81.53235196789853,C,C,C,0
Other,Physical,17.559969187788894,D,C,B,112.69348756364863,E,C,D,1
None,None,-88.5052390973315,B,B,C,-114.41903138384635,B,B,B,0
Muslim,None,-35.926548730968165,A,D,A,11.288504671111726,A,E,A,1
Muslim,None,-67.47072273110204,D,B,E,0.7914343763018614,E,D,E,0
Muslim,Physical,96.13057997989502,A,B,B,8.024188900260738,B,C,A,0
Hindu,Physical,-119.79119558367626,C,D,C,31.580269865817947,A,D,A,1
Christian,Both,264.7563319670532,D,E,A,118.35215198399021,B,C,C,1
None,Yes,-71.4235795584284,E,E,A,-97.98869875452363,D,C,D,0
Other,No,61.34073655639962,D,C,B,1.2179989730252812,B,B,D,0
Other,Mental,-143.7963235658672,C,C,C,-182.97774432001958,E,D,E,0
None,No,44.98917952441755,D,B,E,-132.5023915853,C,B,A,0
None,Yes,24.39700038634761,D,C,E,-9.625890340104387,B,B,B,0
Christian,Yes,0.2978990537500387,E,A,D,20.603669692323724,A,C,A,1
Hindu,Yes,15.014005137873665,E,C,B,-14.294133967668882,B,C,E,1
Hindu,None,-72.9758642766587,B,D,D,108.27982777746988,C,A,A,0
Other,No,-108.9565698479149,A,C,B,73.9703993432346,E,D,A,1
Hindu,Mental,29.97986690700084,C,D,C,39.905936810196096,E,E,E,1
Other,Mental,-43.59233248684312,E,E,E,91.80607784692832,A,E,D,0
Muslim,None,-88.94233811965914,D,D,D,-170.89574937551515,E,E,B,1
Muslim,Physical,-19.032051186312774,D,A,E,-25.446681702057816,B,D,C,0
Muslim,No,-84.02782640041563,C,D,B,137.87289517450526,B,A,E,1
Jewish,Both,48.22422457360535,A,D,E,82.29567815046103,D,C,D,1
Hindu,Mental,-41.47897446271077,C,B,D,-148.0267576280827,C,A,E,0
Jewish,No,-138.70116160892928,D,A,C,-30.754755885646247,D,C,B,0
Hindu,Yes,103.37165095620703,B,A,E,23.176702081670346,E,A,A,0
Christian,Physical,-126.88198676371411,B,E,A,-10.276057818002077,C,D,E,1
Hindu,No,-187.25033310509377,C,A,B,11.150375977104918,A,C,E,1
Hindu,No,-173.79603167869027,D,A,A,7.9540750524831,B,C,D,0
Hindu,No,-124.10336821193802,E,E,D,-160.50041727403058,B,E,D,1
Christian,Both,31.235308554856573,C,D,E,170.48199363625162,E,A,B,1
Jewish,Both,-8.578255695847593,C,D,B,195.7605669109867,C,E,C,0
Jewish,Mental,-19.935698823285666,D,B,A,96.41894533480958,E,C,E,1
Buddhist,Both,60.80779667120656,B,D,D,-62.382241058847356,C,E,E,1
Christian,No,144.67399715908803,C,B,D,6.755804199424419,B,C,C,1
None,Mental,3.7063211103685116,C,B,C,-13.790526892832991,E,A,B,1
Muslim,No,-31.698578319800625,E,E,D,121.55598100485612,D,B,C,1
Other,Physical,163.755313034541,E,A,E,106.49097434239536,A,A,C,0
Hindu,Both,49.79753841112523,B,C,A,62.44796070204425,E,B,B,1
Buddhist,Yes,82.15630552325398,C,D,C,58.811606974746574,A,B,A,0
Other,Mental,-156.1137809134685,C,A,B,116.13211918333587,C,B,B,0
None,None,132.95929787681158,D,C,A,-45.41539411139123,D,E,D,1
Hindu,Physical,-65.01942845238139,E,A,B,52.608541712997756,E,B,C,0
Jewish,Yes,-45.732605924913216,A,D,C,-61.15752371662615,E,C,E,0
None,Mental,-39.07710553812389,E,D,A,15.47023859565666,C,D,C,0
Christian,None,2.38920761650934,E,A,E,-93.52979905622614,D,D,D,0
Buddhist,Mental,-187.19325099414777,B,A,D,37.22097505693502,B,C,A,0
Buddhist,Both,15.019836055165046,C,E,E,-51.35079474414631,A,C,B,1
Jewish,Mental,-203.75905557453362,E,A,A,-15.894717628323395,C,A,B,0
Other,Mental,110.63847270319245,C,A,E,79.58459449081279,C,E,E,0
Jewish,Mental,-68.32583116071463,B,B,A,91.50448982511938,D,E,D,1
Other,None,118.88738743612393,D,E,B,-67.87748658904644,C,D,C,1
None,Physical,-25.97243711236219,C,A,B,-30.765830409186673,E,C,C,1
Other,Both,-35.067947664915515,E,A,D,-213.44625357296712,C,C,A,0
Christian,None,-153.94567650815236,C,E,B,80.89738903696265,A,E,E,0
Muslim,None,14.985317615077173,D,C,D,-35.30979946570347,C,B,A,1
Other,Both,-50.64602155418845,D,A,C,76.11364280680371,D,A,C,0
Jewish,Yes,114.76983329983021,E,B,C,-0.9209365042748645,A,D,E,0
Buddhist,Mental,83.78281118433276,D,B,C,-49.499520019074325,A,D,D,1
Muslim,Physical,-232.12099038492323,D,A,B,15.130712752009897,E,D,C,1
Other,Physical,71.77536891686488,D,A,E,107.29448851173157,D,C,D,1
Jewish,No,25.386930986232652,A,D,B,-32.85071771021377,B,B,C,0
Christian,Mental,142.51252458800857,C,B,D,-132.88258119761264,A,A,B,1
Jewish,Physical,-24.40292843938395,D,C,B,108.87134552723509,A,A,E,0
None,No,-109.32705982920427,B,B,A,128.9665274709344,C,B,C,1
Christian,Physical,-63.69021879108991,D,E,E,173.26791902554803,C,E,C,0
None,Physical,4.426143931375101,B,A,A,69.8392730171274,B,D,A,1
Hindu,Mental,151.96802252932656,B,B,C,-43.93608511939049,B,D,B,1
Muslim,Mental,67.28303410903706,D,D,A,-2.6333694932340106,E,A,E,1
Buddhist,Physical,31.89179858934722,B,E,C,108.46424013209356,E,B,D,1
Christian,Physical,2.5063098390358673,B,B,E,137.14112984238471,A,C,D,0
Christian,Yes,132.64250200436655,B,E,B,-155.88056082831753,C,B,A,0
Muslim,Mental,59.138474833735735,A,E,C,-50.401922872042945,C,B,A,0
Other,Yes,58.50636569166697,A,C,E,91.68371457828356,B,D,C,0
Buddhist,No,-136.09025645287772,B,D,C,179.34271382403685,B,C,C,1
Other,Physical,47.22579489382504,C,A,C,157.94417339253184,D,C,A,0
None,No,-6.127623394148544,D,E,A,-64.30220922286314,B,E,C,0
Other,Yes,-27.921324800980358,C,B,A,-37.694450804906424,A,A,A,1
Jewish,None,40.61240540310125,C,B,A,-91.89393089583321,A,A,C,1
Muslim,Physical,-2.908226742268263,A,E,E,86.3238806408387,C,B,C,0
Jewish,Both,235.3765921694395,E,C,D,-44.81720464681895,A,D,B,1
Jewish,None,-78.34554599291705,A,E,A,-117.71404640765368,D,B,E,0
Buddhist,Both,-1.3929252863169375,B,E,C,48.3684066400027,D,D,A,0
Buddhist,No,-47.75854429778973,E,A,D,-16.841545957841188,D,D,E,0
Jewish,Both,-306.7985924537676,E,E,C,-132.74235816832962,A,B,A,1
Muslim,None,132.73453390340015,A,A,E,65.95459122717192,D,A,E,1
Christian,Both,18.422389324154313,A,D,B,-40.3484314515948,E,A,A,1
Christian,Mental,6.812137752574636,E,C,A,-73.16795685554489,B,A,C,1
Buddhist,None,47.693943645476644,E,D,A,-70.3990390917198,B,B,D,1
Hindu,Yes,-112.63769799955729,D,C,B,208.360426142718,D,D,B,1
Jewish,No,56.5717374572967,C,B,E,80.88865082371197,D,D,A,1
Jewish,No,-68.06331996534398,E,D,B,4.1776083553426,B,E,E,0
Muslim,Mental,-177.9999464140252,E,E,D,-87.79878911979975,E,E,E,1
Buddhist,Physical,-72.83666677957369,C,E,B,-51.815850170140735,D,D,D,0
Hindu,Both,-170.4614752173722,B,D,E,0.9343866265146338,E,C,D,0
Other,No,129.94986906540478,D,B,D,-193.6407141015574,A,D,E,0
Hindu,None,-53.379355278213836,C,B,E,114.4013666257925,E,D,D,0
Buddhist,Physical,128.13438895295937,D,E,D,-79.70356505462496,C,B,B,0
Buddhist,Yes,121.60920447147532,D,D,D,-73.75563415236876,D,A,C,1
Christian,None,-43.260303183720694,D,E,D,-30.32439473565128,C,D,C,0
Muslim,No,110.42097670265602,E,E,C,-151.3252023532843,E,B,E,0
Jewish,Mental,19.483119172980963,E,B,C,86.69056176188283,B,D,D,0
Christian,Yes,65.43302320189034,E,B,E,-46.15203224894039,D,E,C,0
Other,No,-73.51670384831212,A,E,C,-5.869657438170612,D,D,E,0
Other,Yes,252.61018552918463,C,A,A,-45.74259706427522,B,A,E,1
Jewish,Yes,66.43620312615676,C,D,C,106.34431321376977,C,B,C,1
None,Mental,13.281286975256185,B,D,C,-73.4977591011987,B,E,E,1
Jewish,Both,33.18191873964071,C,B,E,48.8834412255001,B,B,A,0
Buddhist,Mental,24.493233602929806,E,D,E,43.66479671117324,B,C,A,1
Christian,None,136.74379276799334,A,C,B,-11.068066531503687,A,C,E,0
Buddhist,None,-147.01604609740983,C,E,A,104.2273437033766,B,B,A,1
Buddhist,No,137.49059554048125,D,A,A,127.30465476099779,D,A,B,1
Christian,No,-55.03369574887278,E,E,E,-65.0438876858263,C,E,B,0
Jewish,Yes,144.61676066408282,D,B,B,-26.180067718915357,A,E,A,1
None,No,-52.32052245709732,E,B,A,142.90986775853392,D,A,A,1
Muslim,Physical,149.56309773893523,C,A,C,43.63511405105143,B,C,E,1
Christian,None,-25.634084525718425,B,D,E,32.15234749597299,A,C,E,0
Jewish,Both,74.1184590609687,E,C,B,31.987714531649942,C,C,E,1
Muslim,None,130.50448014494037,A,A,D,-63.746468763616946,E,C,C,1
Buddhist,No,-162.40203586483065,D,C,B,-182.50594244012458,A,C,C,1
Muslim,Both,-200.28781395612106,C,B,E,74.45022933122792,C,A,C,1
Hindu,Both,-160.96029806092974,A,C,C,46.622025184396286,E,E,E,0
Buddhist,No,41.71330641593513,B,E,E,62.32244061340093,E,A,B,1
Jewish,Yes,197.26110150290702,A,C,E,-156.48673305339605,B,E,C,0
Other,Physical,-60.880783292871186,B,E,A,-46.576165370269905,B,E,B,0
Buddhist,Both,59.562967571774664,C,D,C,-39.10074236639349,D,D,C,0
Other,Mental,-53.075294376424665,E,D,A,-119.09412887989828,A,D,A,0
Jewish,Mental,-119.74690681824596,B,C,D,170.1821544761532,B,C,D,1
None,None,52.35299459979307,B,E,E,-130.0774118245258,B,D,A,0
Christian,Physical,82.42186417909274,A,D,A,9.946168879392602,B,E,D,1
Jewish,Yes,-52.555907858991326,D,C,C,48.22913750452501,C,D,A,1
Muslim,Yes,-78.96563822910704,E,C,C,-139.35062864094857,B,B,D,1
Muslim,None,-102.20212497545738,C,B,A,-187.58074422383018,C,B,B,1
Hindu,Yes,-69.82044420816017,B,E,B,36.23765667387387,B,A,D,0
Muslim,None,20.399122725096184,C,B,C,-97.84810774497254,D,C,B,0
Hindu,Yes,-127.23555961194026,C,D,C,52.992191988999146,D,A,E,0
Buddhist,Yes,-78.16174334077172,D,A,E,19.027076565770344,E,D,B,0
Other,No,-88.70077577808983,B,E,D,26.956730019812685,A,D,B,0
None,Both,70.31321454124976,A,D,A,6.071843418760301,B,D,E,0
Christian,Yes,39.7901817111184,B,E,B,109.27122126719553,C,C,D,1
None,Mental,-236.94135100977456,B,E,E,-79.3394316875154,A,C,D,0
Other,Physical,-122.42029261383884,A,B,D,-190.28387449522637,A,A,E,0
Buddhist,Mental,35.31584987315045,E,A,D,-54.527254404892865,E,E,C,1
Christian,Both,99.78623063640858,B,E,C,172.7170147472388,D,C,B,0
Buddhist,None,-36.07384135224933,D,A,E,79.23173138198636,D,B,C,0
Christian,Mental,-160.96956659587275,D,D,A,26.962457448115856,B,D,D,0
Hindu,Both,-95.7567892325144,E,A,A,173.09509271144782,B,E,D,0
Muslim,Yes,10.116145002826137,B,B,C,108.30482505804294,E,A,D,1
Buddhist,Physical,10.793992804533067,C,A,E,122.6505535077725,E,C,E,0
Jewish,Physical,37.12840264018323,D,B,C,-241.94270135891935,C,C,A,0
Christian,Yes,46.1903778897901,D,E,C,10.971578518083215,C,A,D,1
Christian,None,22.655694310972635,B,C,A,-77.92939223874302,B,B,D,1
Hindu,No,114.68817646163838,E,C,B,47.771099351743665,A,C,C,0
Other,Physical,10.037120140297953,B,B,B,-60.286920480663106,B,E,C,0
Christian,Both,30.474296664775846,E,A,A,27.832216554486518,A,A,D,1
Hindu,No,0.014935351589336388,D,D,C,-102.59631029904139,D,B,E,0
Christian,Mental,108.65326351605526,B,E,C,13.502695203391351,D,D,A,0
Hindu,Both,34.62036681093333,D,C,C,-83.34196048731236,C,D,B,0
Other,Physical,-91.78181394418223,C,C,A,-147.40757799980258,C,C,A,1
Muslim,No,154.34793059388895,A,A,C,256.70722609135026,B,B,B,1
Other,None,-23.43683800414098,D,E,D,92.66622304038819,A,C,B,0
Buddhist,Physical,-176.64650926057402,B,E,D,1.406730967012231,E,A,D,0
Other,Both,-102.16627908882366,D,A,B,34.5327890704245,B,D,C,1
Hindu,No,186.28973485552035,D,C,E,-143.03700203590415,C,A,A,0
Jewish,No,-82.62014073984378,C,E,D,65.66693686065626,A,C,E,1
Muslim,No,-120.07750926252531,A,A,D,19.3267056262659,A,C,A,1
None,Yes,-63.080990033327744,E,B,C,72.95082850088446,D,B,C,0
Hindu,None,-98.81481536418106,E,C,A,-110.85691772177537,C,D,B,0
Jewish,Physical,-66.84948315296529,D,B,E,-10.110824504513834,E,E,D,0
Buddhist,Both,-40.79583057735286,A,E,A,-145.03040836352054,E,B,B,1
Muslim,No,57.823417611907715,D,C,E,-41.33010201713226,C,D,E,1
Christian,Both,53.02945170493809,E,C,E,-109.10266870824611,A,E,D,1
Hindu,No,-98.49785841382732,E,C,E,39.180293344445815,B,A,A,1
Muslim,Physical,67.01563670536905,E,A,D,-63.5429714831851,A,D,B,0
None,Yes,142.85185230878733,D,A,D,76.79722029003732,A,D,B,0
None,No,-5.303946642211111,E,E,A,159.14015010501257,E,A,B,1
Buddhist,Mental,-107.42624818220744,E,E,C,13.441628977607403,A,E,C,1
Hindu,Yes,104.59714710077661,E,C,C,-102.57664873575976,D,B,C,0
Jewish,Physical,102.30658776995303,E,B,D,74.02904242406834,C,A,D,1
Christian,Both,23.48294974015809,D,A,E,-232.74519079039865,D,B,B,1
Buddhist,Yes,35.947028207280496,C,C,D,-62.04477225347823,C,A,B,1
Muslim,Both,31.41123053641559,D,A,A,-157.1472895822274,C,B,A,0
Christian,Mental,-120.82388914150508,E,E,A,85.19315964291414,B,D,D,0
Christian,Both,79.26998077841667,E,B,B,-24.958217394362773,E,C,B,0
Christian,Physical,99.88568366516263,C,A,A,-114.98703757453373,D,E,E,0
Jewish,Mental,159.87055680765144,E,A,D,149.59094529086337,C,D,D,0
Muslim,Yes,-81.8042217294189,C,B,D,-3.7186136330446864,B,D,E,0
Muslim,Physical,-132.35408371978207,D,C,B,178.65762859606878,E,D,E,0
Christian,No,40.35602416382003,E,C,A,-69.44039912533906,D,B,D,1
Hindu,Mental,-52.68004571548723,A,B,A,45.78993062314719,D,D,B,1
Buddhist,No,21.23802883406686,E,E,D,83.79690207376498,D,B,D,1
Hindu,Physical,-49.665175615987465,A,E,D,135.22178455539577,A,C,E,1
Christian,No,45.344746293007894,A,D,B,14.72745657053636,C,C,C,0
Hindu,No,-43.33585705133528,A,D,E,-58.90351580373413,E,A,B,1
Muslim,Physical,-68.43356777679216,A,A,E,-29.036487015681505,E,E,A,0
Muslim,Yes,65.29979072869541,C,B,B,143.5369975148349,D,B,D,0
Jewish,None,143.64712775954555,D,D,D,118.28419994681529,A,A,E,1
Jewish,Mental,-3.0419267463689876,A,E,C,-92.23319498753362,C,C,A,1
Muslim,Mental,-183.73385171680542,D,B,E,-75.54529218496312,D,D,E,0
Christian,No,41.684121318476116,A,A,C,-129.6639063583116,B,D,B,0
Buddhist,Mental,2.2459624778171325,C,B,A,132.0342138890168,D,A,D,1
Other,Both,-147.66911799821239,A,E,C,-153.43810974737445,E,B,E,1
Other,Physical,120.64804808099497,E,D,A,-51.99102915593543,E,A,C,0
None,None,179.31659188789095,E,A,C,-230.4646743753229,A,B,C,0
Other,Yes,-148.82003129649993,A,E,D,-165.08581929729905,B,E,D,0
Jewish,Both,48.59279670308164,B,C,D,64.34698187896161,D,C,A,0
Jewish,Mental,5.662767065655125,D,C,C,-126.39266459093015,A,C,E,1
Jewish,Yes,-48.415390088062864,B,E,D,54.61418195513581,D,B,A,0
Muslim,Both,92.98131519967185,B,E,C,-33.11856194612952,A,C,A,0
Buddhist,None,86.29082821606356,E,D,B,-1.3147974171796155,B,E,A,1
Christian,Yes,-0.8784411084118035,D,B,A,-13.509950278121341,C,A,A,1
Buddhist,Mental,-80.53760471443483,A,E,D,98.56021946677276,A,A,C,0
Buddhist,Physical,-28.89200843300848,C,C,D,-35.13752796199227,D,B,B,1
None,None,120.87986210504071,B,E,A,-16.004406992272717,A,E,C,0
Jewish,Mental,108.86126523184049,B,A,D,-72.01414925938674,C,E,C,0
Muslim,No,-103.84266769533248,C,A,D,-202.1783089992359,B,D,C,1
Muslim,Physical,-96.91865746772442,E,A,B,-334.72762706825233,E,A,E,0
Christian,Both,-26.23621172283365,D,A,E,-123.06144088978135,D,E,E,1
Muslim,Both,-82.11541042575098,E,A,D,156.426729196761,A,E,A,1
Jewish,None,-27.87113030419328,B,E,C,-18.19913708662909,B,E,E,1
Hindu,Mental,86.0772793374249,B,E,E,59.10498341625795,A,A,E,0
Other,Physical,28.461342329961663,B,C,E,-206.48180728872882,E,A,A,1
Muslim,Physical,46.03605061449981,A,A,C,253.63529515063038,A,A,B,1
None,Mental,-107.94976128227727,E,B,D,-98.08303150639966,D,D,A,1
None,Yes,-93.71827350276791,C,C,A,10.849085378962323,C,B,B,1
Hindu,Yes,-23.118182766587843,C,C,C,-35.030770092032235,E,C,E,1
Jewish,Yes,2.6565495549565057,A,A,D,47.803473246274336,C,A,B,1
Jewish,None,121.35175576608435,B,E,C,-59.14547512000908,C,C,A,0
Muslim,Both,145.81362456048515,E,B,E,-125.91633912718525,A,D,D,1
Jewish,Both,103.11551680104812,A,A,B,9.140165530992865,A,D,E,1
Buddhist,Physical,91.29616169179823,D,D,E,-19.01111274142396,D,C,A,0
Hindu,Mental,177.304320050878,B,E,A,44.83505113498831,A,D,D,1
Hindu,Yes,-26.06083252659183,B,E,A,31.805379092691034,B,E,B,1
Hindu,Both,45.84969027323822,C,D,C,10.18057649165241,A,A,E,1
Buddhist,Yes,-120.64595518795417,C,E,C,-3.493233990031553,C,A,A,1
Muslim,None,-79.81836224555524,A,A,D,14.798661295558496,D,D,E,1
Muslim,Yes,133.9355836149117,D,C,B,-102.1531477920124,D,D,E,1
None,Yes,-61.98320947482073,E,D,B,-155.64427417349532,A,E,B,1
Jewish,Both,-162.7173886683218,C,E,A,-50.98991739799502,B,B,A,0
Muslim,Yes,120.59537509995451,E,A,B,-44.34836524263042,B,C,D,0
None,None,70.3850601636284,B,E,A,-78.3928981290923,B,C,A,1
Jewish,No,-93.28603344231603,C,D,C,60.12839637069708,A,A,E,1
Buddhist,Both,40.96133209755588,A,D,B,19.52427475306468,A,D,A,1
Muslim,Physical,44.47316584128083,A,E,C,0.4837456204886928,C,E,A,0
Other,Mental,-16.773707996968334,D,E,B,125.32057175224367,C,D,B,1
Other,Mental,-25.111700764856366,A,B,C,19.321785104619,D,D,D,0
Buddhist,No,-86.29717821709956,D,A,E,-189.13570712740545,A,A,D,0
Hindu,Physical,58.619418465545934,E,C,A,62.6212099716877,A,A,B,0
Christian,None,-108.32849405324853,E,A,E,-54.994648436716666,C,A,D,0
Other,None,-39.65614597964569,E,B,A,0.04098468246059507,E,A,D,0
None,Mental,26.077345880111586,D,B,C,12.879582110148164,D,A,E,0
Jewish,No,24.19607402916388,C,A,A,-64.64471392756444,C,D,B,0
Buddhist,Physical,80.62591830154044,A,C,E,20.604212238780477,A,B,C,1
Hindu,Both,101.44480044492683,C,E,C,-13.38656495309869,A,B,C,1
