civil_status,gender,feature_0,feature_1,feature_2,feature_3,feature_4,target
Married,Female,-51.595301520643666,A,C,-87.5290489619656,-162.65300948683912,1
Divorced,M,124.1125911203657,B,B,121.55700601819026,130.90464919584716,1
Widowed,M,3.9488221727451407,D,D,-86.33592623829176,82.58413455818008,1
Married,Non-binary,22.461107948308097,A,A,-79.14161296620065,105.76393639585575,1
Married,Male,104.55826942293172,B,C,-125.4433337926604,136.94813497649662,1
Divorced,Male,-150.4442886550668,D,E,-10.756173755054823,-5.0500132573204874,0
Divorced,Other,43.235271106651425,A,C,-57.61401814355106,-90.07738389046649,0
Married,Non-binary,44.235478887639964,C,A,-78.79290259315886,-119.12015849558118,0
Single,Non-binary,46.91986229319933,D,C,56.21328054668277,2.3973090043688337,1
Widowed,Non-binary,-164.5824795678531,C,E,-142.01656758203345,-29.794713405636138,1
Single,F,11.325670892456037,B,A,151.32670474490916,100.8978429285317,1
Widowed,F,-165.08630430601664,E,E,-51.278828246495614,-118.32191556773033,1
Single,F,-25.398588129247674,D,B,-223.34345033822234,112.9227497337383,0
Widowed,Male,-2.890031334674241,E,E,-133.40295527696608,32.19911037547959,1
Divorced,M,30.724523668289223,A,A,136.19238933993063,16.580633073447583,1
Married,Female,47.47944165283888,D,D,-73.68674823655587,58.455232184701146,0
Widowed,Female,-144.55543185865903,C,D,66.422638553213,-100.4421609675347,1
Widowed,Female,52.28741677897458,B,C,-45.97412687035221,143.0452723754944,0
Married,Male,-68.84914728339473,C,A,46.941586480083416,-17.773001458389952,0
Single,Other,-97.81113077836571,D,D,271.8010914042267,149.70322986004666,1
Widowed,Female,89.89420669063713,A,B,-86.73160024361657,88.5159596436271,0
Widowed,F,-116.63259652941338,D,C,-125.49691141176409,141.5551348771237,1
Widowed,Female,-48.58498651455205,B,D,-37.17265680158137,-67.11099149345631,1
Single,Female,31.151532099132645,C,A,-163.49376073573006,9.820632607381736,1
Single,M,145.9097563562371,D,D,-29.723180654433616,53.37705752752645,1
Widowed,Female,3.203561774831434,D,E,0.46570766654255796,80.49405524103412,1
Married,Female,-243.63708557881404,B,D,27.453991592293224,-11.80375686442021,0
Widowed,M,69.50739315359908,C,A,95.15328057242411,55.47686371118172,1
Married,Male,-29.03651959243089,D,D,-114.14709655763802,-200.74110996557337,1
Divorced,Other,78.30241186937761,C,D,70.23637581444109,9.65765784204285,1
Widowed,Non-binary,80.66935886240051,D,C,-164.00610753876973,-126.43088079353808,0
Divorced,Female,-65.98419787186164,D,B,150.22778288107045,-10.413110575774228,0
Single,F,-132.68188938991491,A,E,50.57388294277116,137.60612761431605,0
Divorced,Non-binary,91.48457622623447,A,C,221.89222734283817,-196.45906290488404,1
Widowed,M,-96.56517891537987,A,C,-16.760197659868652,19.341550988270857,0
Married,Male,166.99454919175503,C,C,30.516420972726554,-64.91239100747168,0
Widowed,Other,73.43233382409913,A,D,17.63971523774756,-46.80387090834566,1
Widowed,F,27.24046982208348,D,D,102.68577833084294,-123.37249159389472,1
Widowed,Female,28.916590314982805,E,B,142.38616051953227,-3.515438996112367,1
Single,F,93.18285052208722,D,B,187.58252102003945,46.44858692170073,0
Widowed,Other,82.644242933275,E,B,-64.09793658979834,181.51391133501662,1
Divorced,F,-115.75346343486628,D,E,124.41502156704023,-18.184562984378484,1
Widowed,Male,15.948052037832012,E,B,22.482648508112717,-92.82902646627812,0
Single,Male,80.15884672461782,B,C,0.747563534673051,4.728394140288979,1
Married,F,135.84713828021873,B,C,9.10279749536857,40.18727057103826,1
Divorced,Female,-27.43101679929303,B,E,-9.317924041230937,15.062081257262754,0
Single,Male,-115.71890172340697,D,D,-90.12360383190338,-65.45822185989168,0
Widowed,Non-binary,75.88645582075138,E,A,10.077880981256282,154.26488499029796,0
Single,Non-binary,-84.80611043346998,B,B,-69.5340598293735,35.255334674195936,1
Divorced,Other,87.93040677768782,E,B,165.27775119997395,11.572215855313868,0
Single,Non-binary,-44.572235261881616,D,B,68.13154483844475,-0.3564583246713272,1
Divorced,M,191.04161661253806,A,C,-111.36710508915004,241.75000416890197,1
Married,M,106.60242058838674,A,D,-154.2056854250831,7.33481867070165,1
Divorced,Male,-145.2001300559645,E,D,-105.92047592117773,16.3202784100028,0
Married,M,44.68489351554046,D,A,108.33420766446625,-19.170583694862557,1
Divorced,F,57.16409235493726,D,B,-27.4757333710691,129.88116939189467,0
Single,Male,27.694047254713723,E,B,66.76959306491386,7.491173905042343,0
Widowed,Male,-40.56518144893642,B,E,23.42051022548414,-242.63174083456266,1
Widowed,F,72.40641188017248,E,B,-171.9014907594741,2.3057899202194228,1
Divorced,Other,293.026547883693,A,D,-15.845487278170303,-171.94235257339702,1
Married,Female,93.56384738736294,A,D,-21.881095288267378,-113.07139793544818,0
Married,F,16.65916862466027,A,C,62.95239660924775,-41.3263349822788,0
Divorced,Female,67.81562264185706,C,A,96.56053180915394,-11.941379310255952,1
Single,Non-binary,-42.00397504341467,E,C,-0.7442368564752073,27.322423589631068,1
Married,F,-121.50013511199633,E,B,-28.322916969332162,230.24807167054627,1
Single,Female,157.4984013847524,A,B,114.013981084175,-71.04728696728999,0
Widowed,F,232.68415375429146,A,C,-140.69097532534664,-103.7166141459657,1
Married,Female,19.364255526762918,B,A,-35.76887323595024,-81.23827332952442,1
Married,M,-165.72640424335953,A,E,-68.73500423391626,164.3574687071506,1
Single,Non-binary,151.50723004814435,B,B,-62.72450832405112,-22.26945385153545,0
Divorced,F,-43.455486746258806,E,E,22.279400633069553,-80.70103212792228,1
Married,Other,255.1670476560846,A,A,-177.06304565189674,-146.2655726057286,0
Single,F,175.1775611360871,E,C,-40.54568148209649,-56.71930900658385,1
Married,M,-53.89249348261808,E,E,73.19464913918874,72.62433594102876,1
Widowed,Female,162.23072290844473,E,A,-115.5964795034236,-102.12743346059898,1
Widowed,F,-4.971089618630402,E,C,249.64421063504636,16.149145075885162,0
Married,M,43.38381135465289,C,E,108.86291970842723,-25.45337374948449,0
Widowed,M,-48.529700178575865,A,D,-75.38373600861864,45.31754438901869,0
Married,Non-binary,1.6753221466894335,D,B,-116.81894401734401,70.91824787870009,1
Widowed,F,3.52991352244785,B,B,10.118096857818854,58.20410512322459,0
Divorced,Non-binary,55.07271679569277,E,C,-223.8743836480488,48.45949218358937,0
Single,M,-134.87491352842258,A,B,17.047183362155433,-133.04294910108686,1
Married,Male,9.911656099760233,A,B,180.0235847462075,-133.59628977421886,1
Married,M,84.00667123045483,B,D,62.98603413989758,-91.08542574672734,1
Married,Non-binary,144.83366183609013,E,C,-99.84359740116624,-88.66919358168681,1
Widowed,Female,63.14138847682387,C,B,-16.652080601691743,2.647974042343766,0
Widowed,M,-70.98083980613633,B,E,-41.719259145989014,-76.13644539552634,0
Divorced,Male,-100.22852892059863,A,E,-91.69303406053659,2.947586245585411,1
Married,Female,-11.62762545966297,C,E,-52.22245339987291,83.89527531909177,0
Widowed,M,147.95700319360463,D,A,11.46712540892058,-83.89248584716883,1
Divorced,M,-6.839798829079921,D,B,0.4939923237286388,237.100927155467,0
Widowed,Female,-59.18775057688982,B,A,87.22576029820019,-4.212494602040081,0
Divorced,Other,-180.42571163901243,A,B,-41.55419091593128,51.64584614084876,1
Single,M,93.96455928773254,B,E,-181.93989440115146,-127.66974852229316,1
Married,Male,-84.21070269501571,E,D,129.46251212033582,-79.4963992915892,0
Single,Other,-59.50194922982711,B,A,19.184565626176116,42.61731285264778,0
Divorced,Female,5.1172800647025545,E,C,91.36845084022673,203.45117821200282,1
Single,Other,-129.90723232913098,D,A,-61.583881634315105,12.235071307271973,0
Widowed,F,32.35684296012643,C,A,-77.08241206149017,-73.72441116103393,1
Married,Other,-69.06103396883773,C,A,11.632922554595087,-181.68927054839347,1
Single,Female,32.54927231316837,A,B,121.43165779138099,61.66613552193364,0
Divorced,Female,-25.516969873613498,B,D,6.297393840515468,-226.5507385328758,0
Widowed,Female,78.49861542045066,A,B,-45.67670376557575,-38.412481933918876,1
Divorced,F,107.04465811943132,C,C,-65.94126795569622,24.01567613773156,0
Married,Male,-107.91804083723595,B,C,42.157976003312186,-129.80381319259436,1
Married,Other,-223.19864343328376,E,A,-190.70624332537125,52.679918432062614,0
Single,Other,110.45331685835684,C,A,-114.3595489332222,-59.89685432868581,1
Divorced,M,-151.62316479005935,A,B,73.37709668162643,-108.85910834787265,0
Divorced,Female,236.62157131621183,E,C,45.802603291871776,-225.9412291044054,0
Single,M,95.58027290804544,B,B,-15.62021966669856,91.13629654405578,1
Divorced,Male,88.68582654134379,E,D,19.14289876981212,-145.65886890782343,1
Widowed,F,-163.161733508106,B,E,1.0614909493583449,-170.67845400670342,1
Single,Female,-52.635999349596595,A,E,91.48817356143894,111.57692253303331,1
Divorced,Female,-158.00996367677638,E,B,-67.12315813884625,17.280025152212016,0
Single,F,-41.78348288644752,B,A,-17.360668941680746,-10.265076217307477,0
Married,F,91.75143548269162,B,D,-43.629759960323476,0.4264648879758956,0
Single,Male,49.35711764314335,E,D,-30.96715582308779,11.181939899570988,0
Divorced,Other,58.251732792552325,C,B,-253.28239905835855,-61.086937722712385,1
Widowed,Female,119.88004777441408,E,D,-63.97033359360131,-142.44554385459668,0
Single,F,6.521040523327623,D,C,-85.05234953200429,-60.068936403073195,1
Single,Non-binary,7.304826470557243,A,E,51.09758802491494,-95.13401268011837,0
Widowed,Other,-29.324641091062514,E,E,-77.22881093232434,-289.2453241783636,0
Single,Non-binary,-67.48580081760888,E,E,237.42725173699478,-187.89382724816898,0
Widowed,Male,-161.88860962008033,E,A,-10.508693731723698,-106.33680106946188,0
Widowed,Non-binary,-58.34159302719337,D,C,-135.01329691664893,3.17198759404523,1
Single,Female,186.29042713237024,E,C,-21.11531923103139,-15.654041355467044,1
Widowed,Male,55.342588510915334,D,A,-23.930771895400056,36.23027262195356,0
Single,F,-65.70007192218154,E,A,-136.4930476959973,-82.06126377975924,0
Widowed,M,-68.25333435701957,A,E,40.30382109975525,-15.957459041953461,0
Married,Female,5.745244010074437,B,D,-135.2513112292065,-208.40442284857744,0
Divorced,M,14.528759941254593,C,A,34.04781587260132,-46.03444824266795,0
Divorced,Other,-25.51601610579673,C,D,174.18388012157567,-49.06467095208078,0
Married,Female,-188.96819395765098,C,E,-16.07744074529947,90.85107953244406,1
Divorced,Female,165.95926907657085,A,D,-4.109145485060659,-118.32726974006003,1
Divorced,Female,-90.10187187291746,E,D,147.2683730510454,66.99595241795282,1
Divorced,F,122.80463275266769,C,D,95.86821000340382,22.17149811680163,0
Divorced,Female,51.314327938749614,D,E,66.61187072062378,42.514071564851506,0
Married,Female,223.38976277827385,B,E,49.70409322087857,44.09236539665808,1
Widowed,M,40.777701023097954,B,A,-149.69061953894078,79.49223766448533,1
Single,Male,-99.00633969066239,B,D,-106.27400015394481,17.809130163382626,0
Married,Female,-10.306321262432517,D,A,13.335413401113058,-58.82641751072691,0
Single,Male,106.23247151201447,E,C,101.56722398685771,-67.41715566525505,1
Widowed,Non-binary,53.56785364759643,E,C,-22.057735060348683,-13.467966867237308,0
Widowed,Male,36.19936610467509,B,B,59.75895003565199,158.4963335367264,1
Married,Non-binary,121.10013944081994,C,D,38.35167751511276,-159.41168339946051,0
Widowed,Male,102.94111676565791,A,E,55.85751320498339,67.15600174997519,1
Single,Male,145.802109311002,A,D,-11.168592982303531,117.45977424321134,1
Divorced,Non-binary,-167.03532430104343,A,C,-73.58626227130402,55.359667457718544,1
Divorced,Male,120.96061811099553,B,B,-103.92193196230654,-18.348649982572134,1
Married,F,55.453709266020745,C,D,-7.618632493551089,-38.77675870557756,1
Widowed,Male,13.298714961884134,D,E,83.92158430180167,-5.154342394286555,0
Married,Female,-83.52601708216339,C,B,-104.90941303569434,85.11492730354401,1
Married,Non-binary,16.126412178127563,E,D,83.92305459551834,160.69704461650062,0
Divorced,F,-40.98726226907694,B,B,143.62953878107646,-98.46690130530492,0
Divorced,F,-13.80338782927868,A,A,-31.036374187768022,50.46984558529425,1
Widowed,Other,-86.01640707579347,B,B,13.930178126093185,188.72616310278516,1
Married,M,133.74511334702464,A,A,161.68875665412267,108.85397092525339,0
Widowed,F,130.90690227522174,B,E,-118.7061741887421,79.54951788087128,1
Married,Male,5.595474491916637,D,E,106.32210634206676,-27.86766874107252,0
Married,Female,-113.07089270223283,C,C,-162.72378711514426,-28.275229700223324,1
Married,F,-46.196234744281796,B,C,-176.1236046257279,-119.57124090262208,1
Widowed,M,122.68414372785897,D,D,160.01931454427333,88.0930595843022,1
Divorced,F,-46.620674388487565,A,E,30.849708805773584,-144.10702228849445,1
Married,Male,68.02491772701092,C,D,80.90265183016005,39.8126384430071,1
Single,Other,-7.513308340826397,D,C,-71.61190262483508,55.7803139169609,0
Widowed,Male,72.37822752242671,A,D,61.29929358124926,-54.62553507461272,0
Divorced,Non-binary,45.99754218359803,A,C,14.607235530177398,-121.01940692540722,0
Widowed,Non-binary,91.30172883262888,E,E,-24.25513414357578,45.23451768337187,1
Widowed,F,64.41698939195943,A,D,116.93940215457022,-126.34744079431562,0
Single,F,122.67327495844545,C,A,-14.630389477496136,46.92951562599852,1
Single,Male,-8.024978845166114,E,C,96.2790767511743,-152.6642316461927,1
Married,Male,78.41552724372839,A,C,-240.7062411498396,-91.11842273823343,1
Divorced,Non-binary,-139.71855525112142,E,A,105.1684907550255,96.78448251578358,0
Widowed,M,-104.66059957591132,E,D,136.78521324485686,34.70129040664659,0
Single,Other,111.80131484765337,E,A,31.21850969908091,42.51936707926091,0
Married,Male,110.1404385961821,E,D,-171.29203606785842,-149.81035954440742,1
Single,Female,-117.83005486751694,E,B,-359.95373166416573,154.0832981899471,1
Divorced,F,38.81817376876419,E,E,-75.02607929879954,77.8765817336276,0
Single,F,5.579707600243641,E,E,-78.39634258575067,-84.9250339564667,0
Single,Male,89.73721194692092,A,C,3.1433234829550316,-16.955438836692,0
Single,Male,42.07673866322811,E,B,-132.6259323681849,-24.868769152917793,0
Single,Other,-60.07207558911838,D,D,-13.699962926570098,-62.874067112241214,1
Divorced,Non-binary,-28.563833505306512,E,B,79.08685242343107,-236.4257303256479,0
Single,Male,41.89828607546954,B,E,75.48602644595435,-61.32317444473648,1
Married,Male,-90.75402620162897,B,B,55.49788209982541,111.8599146394309,0
Single,M,-126.33012709575486,B,C,-111.5090139048848,-37.27141536224859,0
Married,Male,33.913767981342374,A,D,72.33389288364299,83.06738175556153,1
Married,Other,69.5579197678322,D,A,-37.04835933744727,-116.57341331114306,1
Married,Non-binary,-68.05258003544786,B,C,1.8434548523494168,-240.70296090004345,0
Single,F,-175.99169587604618,C,B,103.14605159742057,-119.09912511744976,1
Married,Non-binary,60.12987779153259,C,A,-94.3183872577168,70.21856018288769,0
Divorced,M,-20.612453813891783,C,A,111.92169309794797,129.29722955513122,0
Widowed,M,-14.929329257352228,A,E,19.036293263009835,-50.584387177359126,1
Single,M,49.95853712857348,C,C,-118.25185384388888,129.17267901906345,0
Single,Male,5.057587910611871,C,B,37.45220722647674,-55.67065955234726,1
Widowed,Non-binary,94.09600283560007,A,A,-85.1124772872659,-66.26440569147857,1
Divorced,M,-116.55484816960168,A,C,-36.28861258169217,90.59473835571308,0
Widowed,Male,83.03958314471322,B,A,-58.068909160204605,114.28203770564018,0
Married,Male,28.692241384254125,D,A,-113.87121184662436,-29.248391414140336,1
Divorced,F,48.22493972683069,E,C,-60.26733460130445,202.29125856374966,1
Divorced,Non-binary,-22.68598883642535,B,E,20.83574457511517,-117.36901210683858,1
Divorced,Non-binary,-126.38166189523714,E,A,-22.83736948401461,-131.9975082347041,0
Widowed,F,72.01180652575374,E,A,193.1380882985016,6.661996623380798,0
Single,Non-binary,-71.05958310424276,D,D,49.86610300837516,24.788060753214125,0
Married,M,61.252654898787284,B,B,-36.655082834508015,-5.4330675500673244,0
Divorced,Non-binary,-233.7252731542697,A,A,124.38899135955903,99.88333618546439,1
Divorced,F,-45.48281917984969,A,A,25.928556281221603,178.11771009637656,1
Single,Female,38.952442698797554,D,C,-22.01581195464873,29.296108435503008,0
Divorced,M,20.656556935907247,A,D,-6.233255526200983,299.66137947339536,1
Widowed,M,-93.9023369038931,A,C,32.15231231647187,52.71103932474048,0
Divorced,Other,-63.68450923540051,E,E,-175.0764723917473,48.88889764163559,1
Divorced,M,26.2153575960962,C,D,112.87325697321225,77.8880598223137,1
Divorced,M,128.4974447637397,D,D,-23.996975847072445,37.7912211103131,0
Divorced,Female,48.05273580305344,C,C,27.645728377060426,-130.7640567364071,0
Divorced,Non-binary,93.48267584435379,E,C,22.131976192308368,115.31447686464426,1
Single,M,-158.9870226717058,A,B,24.787676241549125,-7.369727429250158,0
Married,Female,-197.8736651615683,E,C,36.03615815233,-75.95653627959484,0
Divorced,Male,80.73666689652497,A,B,253.6771650536061,-100.56468548085029,1
Widowed,Other,-143.47080415599487,C,E,-60.378897756805635,-162.1607577996686,1
Widowed,Female,133.43272285018705,A,C,34.13596759524909,220.7428163986905,1
Single,F,211.10084582818862,D,A,149.1644025712013,49.553647816188885,1
Widowed,M,80.41892043247118,C,B,-77.7317421020918,-119.03180582183744,1
Married,Female,-107.39139577546032,A,E,-81.07988491548588,-129.50464882448165,1
Divorced,M,44.60212070401335,A,A,63.08743000582356,-107.52058739863106,0
Divorced,Male,-70.97384951395136,E,C,109.68505835798045,-71.45447558216247,1
Married,Female,-164.88115891942786,B,A,105.38316154938086,-188.06879663411803,0
Married,Non-binary,-122.61971669576886,B,A,-54.557238610497805,61.258968505009925,0
Widowed,Male,-89.34136972431484,C,E,-88.4672191018799,-120.64138679197,1
Single,F,145.8482989275862,B,E,148.1143769428532,95.97414613183402,1
Single,M,-21.930630788506143,E,D,117.71143424699042,46.67316729181067,0
Single,F,16.474427980908146,B,D,89.32446221660665,-65.04523637471912,1
Single,Other,-108.06598634696041,C,E,-84.62445697035605,26.92157960886505,1
Divorced,Female,-76.01492866162502,C,A,94.29380847970367,22.567657987113947,0
Single,Female,41.19373954678364,C,B,-46.28905773613223,74.03133400797518,1
Single,Female,-86.48059179482598,B,C,-63.11207428085223,171.01486443125563,1
Widowed,F,12.300446212724344,A,C,-133.47618059924204,43.07840680529276,0
Widowed,Non-binary,47.732219018870644,C,A,75.70748211912125,77.97234109708292,1
Married,Other,75.60180619539662,D,D,-97.69047229253084,198.18286743000533,0
Married,F,114.70044859360658,E,C,-65.87693842439546,129.23185624947578,1
Married,Other,-45.86651437606662,E,C,30.64042024841307,-48.41388044562734,1
Divorced,F,-67.69484098358434,D,B,-80.16379281198243,-135.22602649000137,0
Divorced,Male,-53.433595624198304,B,D,88.44785826071949,-25.52870827127387,0
Married,Non-binary,43.37824117256738,B,B,-35.811961003493295,15.939944995803707,0
Widowed,Other,-33.0575159079649,A,A,-58.38261037128337,-22.121364873805057,1
Widowed,M,55.27736089486306,B,D,11.19353663087903,-121.3096090782934,1
Widowed,F,-13.15163873176028,C,B,125.94589626331737,-142.07088142793432,1
Divorced,F,-25.53319435186082,D,D,-94.0449702913217,147.07387737669828,0
Widowed,Male,-81.78342065220546,A,E,70.01124925682633,-70.11997099780089,0
Widowed,Male,89.38783937498704,D,A,23.997283727307742,49.40233538004694,0
Divorced,F,-165.41597549527788,E,D,33.0684498042341,74.07909204404945,0
Single,F,74.02501176007604,D,B,11.301715710371207,13.218773138101945,0
Single,Non-binary,-112.33255819335417,C,A,-57.94601451239004,-65.65401546284953,0
Divorced,Other,86.03332695415456,E,A,122.93429449609721,73.69995976606734,0
Widowed,Non-binary,29.53927753338687,A,E,-306.495877548977,-124.92776347716723,1
Single,Non-binary,-93.1918483954209,E,D,-77.35539081798993,87.02652317619275,0
Single,Male,82.8012981559846,D,E,62.01653137484756,-87.17109532572344,1
Single,Male,-116.68135752615851,D,D,-146.60419741399312,-147.5977708767865,1
Divorced,Non-binary,-16.109659099601423,D,B,50.59312041778937,84.05381032718078,0
Single,F,-129.08476967842648,B,B,28.796516294507335,-38.02667610070139,1
Married,Non-binary,-18.6854529143182,E,C,55.80459011030865,109.71919361245371,1
Single,Female,-27.18560506442386,A,C,-40.723770736398365,144.47683783173002,1
Divorced,Female,171.00995714701907,E,A,68.89389906742768,205.59748930588708,0
Divorced,M,101.78797411754599,A,E,51.64053462922546,-24.223427966456114,1
Divorced,Male,-132.0706458261205,B,D,-67.4258331959755,3.941124126332424,0
Widowed,Other,-57.98985034234547,E,D,-0.066764000219724,-343.7297953461374,1
Married,Other,23.24883261223772,D,A,-31.66376524736046,-38.76185111698868,1
Divorced,Other,55.145125642315115,E,A,104.56141064880183,141.7041394523493,1
Divorced,M,-270.6005616187331,C,B,15.229786653292493,26.257712902693125,1
Widowed,M,-67.0890925638508,E,C,-69.65406700646739,5.510720735661156,1
Married,Male,50.2337997374266,D,A,14.931115201942339,106.21362957573734,0
Divorced,Male,107.59935786521244,E,B,24.939289946432908,112.27552723172991,0
Single,Male,-57.24820364251054,E,C,-73.94900305357112,-131.06631344428664,1
Single,F,41.655630395620115,A,D,151.14320109415286,-81.7150773251626,1
Widowed,M,86.56129984113403,C,B,18.435951069421023,54.42889184682923,1
Single,F,34.24844245107958,D,A,44.57495970910866,138.48972446970225,1
Married,Other,38.666672335611594,D,B,-89.41132218147804,-133.84038232286613,1
Single,M,-5.5010414648047155,A,E,-33.6811146903872,-34.65534220618946,1
Divorced,Female,-20.102473358153862,C,E,-11.364211828272433,-52.17339563171254,0
Divorced,F,34.02552587060901,A,B,175.924292447947,157.498246241718,1
Single,F,28.80201951397936,E,C,21.12540758618161,32.469944100734935,1
Married,Non-binary,140.4542993618794,C,E,-33.50594638956215,-94.67552541221706,1
Divorced,Female,-168.66894594949036,E,B,-9.490294042994234,-228.06030138946332,0
Single,Female,71.46869666442198,D,C,-151.10373020766352,140.30236315189188,1
Single,M,-251.71280631908215,C,D,95.76378559959441,12.410562790275083,1
Single,Female,96.5874407348483,D,D,51.778249819561914,-39.89131336958529,1
Divorced,F,-99.35473616794955,C,A,-140.995107158101,-9.118789553414368,0
Single,Male,-16.801550964041827,A,B,-30.95677179059481,-184.4039378471843,1
Single,Male,76.88451682983207,A,B,23.93015013038103,-170.87718858199057,0
Single,Male,87.84434232689688,A,C,23.745318768477212,-175.38676113661222,0
Married,M,78.24372366953426,B,E,102.30688178332792,-96.16867355727062,1
Widowed,Other,-119.39498975339997,C,B,-46.65753821650317,-93.71011531150954,0
Widowed,M,81.18357917733478,A,B,-34.140081672878644,-104.45967917263694,0
Married,M,-165.16740030545006,B,A,148.61512324861604,96.2654900326491,0
Single,M,-190.53682636113112,B,C,177.3834319762302,-67.00639879414459,1
Divorced,M,33.76449004587757,D,B,65.61574409163362,74.96830485387281,1
Single,F,21.324634251708442,D,C,-102.2053767635522,-186.25945020717862,1
Divorced,M,-28.699982723838374,A,D,-75.8976133510608,-162.79927898140446,0
Married,F,-39.76289392850739,D,B,160.60354453965934,39.56672303932704,0
Divorced,M,-38.748272564397396,B,E,38.715902137896265,80.42479523317421,0
Divorced,F,-112.56831528952422,D,C,-188.77563277081373,-104.07818499110661,0
Widowed,Female,-143.87061869740742,D,E,32.32664282393616,-60.62659466857422,0
Married,Male,51.443235767808424,B,B,-5.2542177205485405,-217.71479991011674,1
Divorced,F,64.79466636822444,E,A,11.178615773681225,3.9755367230670844,0
Divorced,Female,75.08347069799144,A,C,2.630687231101925,126.82364315620114,0
Single,M,3.3134519494868155,A,E,-117.26010709586193,-23.853934489368584,1
Divorced,Male,35.804136353350394,E,C,-89.54454755514219,2.2561140893402443,1
Widowed,Female,3.339635715365573,A,A,148.61698893320195,-67.90996985669746,0
Married,F,34.79782226665763,A,C,185.5175882991945,-128.66118178408905,0
Married,Non-binary,-43.24777274707516,E,E,-46.62185539628994,10.107004561502416,0
Widowed,Other,-118.12665729588213,B,B,-7.722354635385832,-88.97445353482955,0
Single,Female,-65.14079883953082,C,B,25.416671844352646,77.38833114362626,0
Married,Female,104.2092329911706,D,A,-83.20761329794301,-8.145348140336987,1
Widowed,F,221.94239783926415,A,C,1.111681154207096,-203.36748226399243,1
Married,Male,63.15583359556739,A,A,10.885877740206697,180.54786249061493,1
Single,M,-3.5311591445297745,B,C,-13.800190150531252,-5.510492951215093,0
Widowed,Female,-41.700617339563195,E,C,-249.9375561393506,53.72797125830853,1
Single,Female,214.82445916139045,A,E,118.63060409881028,-33.97131687788465,0
Married,Non-binary,186.9531774424751,B,A,9.793208907580784,52.11883570481062,1
Widowed,F,47.08041643242184,A,B,-17.074001001327925,-182.11868102763972,1
Divorced,Male,367.49775165839463,A,A,-22.383170984210967,89.1352938785918,1
Divorced,F,86.3368067275179,A,D,-37.171190755558015,14.925599848006115,1
Divorced,Male,-2.83002505422893,E,C,44.130157340714895,27.18278936734917,0
Married,Male,146.53316714404247,B,B,-161.51448065894206,66.81727771323422,1
Widowed,Non-binary,-26.860304472634915,C,D,-42.05683456130824,-138.25288432677436,1
Married,M,138.31194113373465,B,B,237.54321417802095,38.250022861955195,0
Widowed,Other,96.860523471814,A,B,-9.254152662766646,-86.35795070089019,0
Married,F,48.231547862014104,A,D,51.32606077539792,35.544478392249715,1
Married,Non-binary,-31.275942782461264,C,E,-16.090566453907424,-12.908793854312897,1
Divorced,Non-binary,-26.524134923817538,B,D,117.00650054596848,122.94789988302793,0
Married,Male,124.69071201080968,B,E,94.57265195665123,92.65533538028943,1
Divorced,Other,13.864891729819378,C,A,-156.5166363187193,-17.57851851857465,0
Single,Male,-15.009594118036764,D,B,-204.07501320959489,27.967824541455354,1
Divorced,Female,-76.46190387949017,B,D,-116.64989451481364,-166.2628454609185,0
Married,M,-106.24422098163042,A,A,-83.82065701946637,-38.0778774644429,1
Married,Female,-78.07543246123777,D,B,68.79460927191239,-18.086820161829426,1
Widowed,Non-binary,36.83895507548381,B,A,-137.16096113620247,17.910948900152817,0
Divorced,Other,137.24875373531168,A,A,-39.278638790838414,107.08972574068278,1
Widowed,Female,-252.22939630480047,C,C,-79.04748009973717,-64.53293839339476,1
Single,Other,13.443977219176647,C,A,-137.9964606689781,39.8983930584774,1
Widowed,F,-122.81867371132509,E,B,-23.66285463368236,40.26900315881733,0
Widowed,M,85.81571082683277,C,A,110.54051105949898,-247.90717845308495,1
Married,Female,126.70706908656449,E,D,-48.42898521748843,192.57458733254813,1
Married,M,-130.04759041558472,C,B,-6.874550281524824,182.2690824950286,1
Single,Male,-67.89240852009388,E,D,-23.806105195424326,-73.24794642660594,1
Married,Other,126.96510621720178,B,D,-15.046340539912851,-61.851998136670275,1
Widowed,M,-23.342141730217904,D,C,-60.41548515295969,-173.649159664606,1
Divorced,F,38.25501172368662,C,C,45.75483848253859,-37.821548620198584,0
Widowed,Other,33.85639681138057,A,B,-13.282524761464028,11.372183146235177,1
Married,F,59.64356756730803,A,C,115.20439456662379,167.86215302729585,0
Divorced,Other,-13.540886462444456,D,A,-100.03644271253684,-25.90145752702744,0
Divorced,Non-binary,-71.7011041857314,B,C,81.25339885338781,49.18020250085831,1
Divorced,M,-112.47361566199174,B,E,-112.71411599408808,89.01606491618156,1
Divorced,Female,53.0344924774401,E,B,24.12411523039721,-118.49252527921968,0
Married,F,-52.44867988103218,A,A,-100.18901351376617,49.31548349828773,0
Widowed,Non-binary,19.526056894458286,A,D,119.16248958680313,-72.85384066189162,1
Single,Female,-27.771048362675828,A,A,77.15714058553606,-54.74016536892482,0
Married,M,136.3899888155756,A,C,-64.16924661401579,-123.8031998612584,0
Married,Male,50.995960565732915,D,D,-61.0991642090046,18.492745418740064,1
Divorced,F,12.046673904298869,D,A,-0.044533694968976224,-74.76153606502317,1
Widowed,F,-20.02188662867079,E,E,-237.62859150489794,-24.857844956756946,1
Single,F,176.474909314563,A,E,-10.6148107193435,118.5235272618007,1
Widowed,Male,-89.71882530019445,A,C,-60.85238160904115,-18.590798829955503,0
