RACE,Veteran,genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
White,Non-Veteran,Non-binary,E,C,-92.32288245084767,-91.61902814109462,D,C,-52.69413485533659,A,-187.0642332258356,-17.83305918951944,-33.00336079466371,0
Black,Non-Veteran,F,D,B,30.399357378602225,-91.78880175975331,D,B,-65.91154482698178,A,207.53706682305912,-64.44681207192508,-20.199612020683468,1
Black,Non-Veteran,F,E,D,66.8152849190735,23.487038075123284,A,E,101.28427333438283,A,-97.08193687925237,123.37732723726198,15.690428208667601,1
Other,No,M,C,C,132.9796377819605,-165.86433235000385,C,D,102.34281002746512,B,50.08862121485216,29.954410932108622,-89.19232952658821,0
Asian,Non-Veteran,Male,C,D,-84.4052297136323,-319.39216922440767,D,C,55.79833728116208,E,-7.538295140842734,28.643207294708084,187.4811730309506,1
Black,No,F,B,B,10.073937132379692,58.89936752564257,B,A,-134.38536758938065,C,-149.53688925416537,136.99625327512578,125.4806785253328,1
White,Veteran,Other,C,E,-286.8053734971351,-202.34498474311445,A,C,147.814465389614,C,142.82406365694092,-24.873831233978542,92.46237121051324,1
White,Non-Veteran,Other,D,A,-43.64083687260939,77.9684843454608,C,A,31.552237633749343,E,-69.22689155378416,-89.60187562850271,-70.354456276486,0
African American,Non-Veteran,Female,C,C,-54.02167659940468,-86.94394559853723,A,D,-6.701087523725392,C,18.820827301674576,-97.39711728220973,83.82289912678988,1
Hispanic,No,M,E,D,162.46679424515625,15.329550833532862,C,A,232.48815023482194,D,77.79347706765193,168.67585910057173,0.7310537425339501,1
Asian,Yes,Male,D,B,57.77531599978126,-178.3947880661556,E,C,-26.47008428312577,D,-117.74221862618663,5.212772395319202,111.51578960062851,1
Hispanic,Non-Veteran,Male,B,A,35.07535866647718,-232.38639882089828,A,A,69.40631937819023,E,-165.32648015420722,205.09670068330462,37.658336470606464,1
African American,Veteran,Female,C,B,-118.15151014402201,76.16942926000391,A,B,-19.27789784676797,A,92.04596837898968,-110.64672117271041,36.260194866355874,1
African American,Yes,Non-binary,C,A,96.00613711781169,195.2813373902675,C,A,-78.06641810570787,D,-62.823324522234,-102.40402155718927,-111.245370542222,1
Hispanic,Non-Veteran,Non-binary,B,D,150.19344504318087,37.53082132279371,C,A,-8.486953294311665,E,-186.9687369799386,-85.89766778253426,34.93475527113784,1
Other,Non-Veteran,M,C,E,-71.77524207434735,-108.17644009331559,A,A,-78.73295060316045,D,-143.80554122290877,-58.15293993546153,-151.14323612481599,0
Black,Non-Veteran,F,A,E,171.12641002957272,31.083319141024813,B,C,-142.85315825841664,C,31.28065972089512,80.1311565791825,-15.603975790838803,1
African American,No,Other,B,C,-178.5156338044179,23.394397482856444,C,D,42.587900643345655,B,-41.145047040630786,-15.118113011955558,-14.054774989814359,0
Black,No,Female,A,E,2.7580147668841777,-12.19444691740935,E,B,55.971107843193536,A,91.04913012759408,-100.80087665728112,-65.56010985602765,0
Black,Non-Veteran,M,D,D,-110.85301273718076,7.846267372960122,C,C,-11.783346041007208,D,-32.61286235984559,70.89738276229228,122.20576508649022,0
Hispanic,Non-Veteran,Other,C,B,-42.61138478617797,-79.65793567777942,D,E,35.14379899156352,E,94.23947018736055,75.20149783771063,-81.19532564743116,1
African American,Non-Veteran,M,A,B,67.65936031027812,61.5521521032979,D,A,-110.89207259537577,E,104.85621911590461,151.60378007808652,150.5491690206117,1
White,Veteran,F,E,C,107.92477258382058,122.14642098139873,E,A,56.135817805965246,E,127.58109253618015,-153.0816786996771,187.00421802738822,1
African American,Non-Veteran,Female,E,C,-36.92274403496558,-160.1083440216402,B,D,-106.22842563689203,E,13.952967522523535,-149.10524430755032,-63.38104632457446,1
African American,Non-Veteran,Male,B,D,148.01437827298923,40.04634238679358,A,B,-115.3458482765179,A,-57.807769552879826,205.8254275112616,-100.90450817396473,1
Other,No,Male,C,C,29.63188661845983,-21.06338905854442,B,C,71.26368684591584,A,24.977079462120567,47.65583305772336,-20.61731839417237,0
Other,Veteran,M,D,D,-154.52745902568236,24.068644156736177,A,A,-77.21294710219154,E,138.4719030782793,26.573419714230763,-12.498824846603409,1
Black,Yes,Other,E,C,6.801092094406568,-17.660615453576895,C,B,-102.0043991347441,B,-61.19097859348385,121.45959974016462,-159.2517145442562,0
Other,No,F,C,A,-230.77712773629037,-68.16389768422381,A,A,4.8283000247002645,A,-5.078134599236767,59.17680747431816,-64.12061288204099,0
Hispanic,Yes,Female,C,E,-28.941647359475397,45.99770394526123,B,C,-103.1219172568597,E,-57.25901108364682,35.316004252977194,16.203036631549566,1
Hispanic,Veteran,Non-binary,B,A,140.80296387420995,56.89733829475746,D,C,36.66929870627617,E,-189.9217174248008,186.54078443014305,-13.38202109831031,1
White,No,Female,C,C,-113.27872809257191,1.238428474321451,B,B,-89.57563583920776,E,-42.239828927193955,12.736898352257665,97.78790160279644,0
Black,Veteran,M,C,B,-70.16939248112475,-0.23464269122179574,D,C,24.607369289832523,B,12.145447656056994,97.18601074890537,14.203165183157097,1
African American,Yes,Male,D,B,58.08035762215172,-5.622205517394392,E,D,3.4755530867156583,A,16.63235180431795,-88.94607097664843,17.863775406194478,1
White,Veteran,M,A,B,209.92108645607686,82.8607054799945,C,A,93.68359346025336,A,-71.52315056719317,203.82952266713966,-109.43043516572581,0
Black,Yes,Female,B,D,22.912662923204905,-188.48695760972294,A,C,-42.09429152471842,D,50.35456024125745,28.319397861254597,-99.97659583982727,1
Asian,No,F,C,E,13.397614183574557,-215.3157659353642,E,D,12.402632451285902,C,-121.7085101237452,-0.7005260975172011,-46.81382029382041,1
Hispanic,Non-Veteran,Female,E,A,-31.692490674565605,142.47861682971512,A,B,10.766573125145955,B,-43.283406113800446,-61.40736989117897,-107.67425155513108,0
Other,No,Female,C,D,-156.84918980986828,35.81247277871418,D,C,19.342811795291855,B,-186.19276137279653,-188.43269240524637,-84.45647863388292,1
Asian,Veteran,Female,C,D,166.90452617648106,-91.77901387934054,B,D,-66.50221972354794,A,42.58022184906549,-154.2073339703592,70.99866745618966,1
Asian,No,Non-binary,B,A,46.726264902587715,-6.055124023188055,D,D,-22.85488114662682,D,0.12508706204224923,47.981046264218605,125.5646783280878,0
Black,No,Other,E,B,-105.74960066347184,11.071350867124732,A,A,-17.25292222174194,A,-130.05430780092883,-113.48881500074583,-59.70015230730043,0
Asian,No,Non-binary,B,B,-15.64832238476642,151.0646633960041,B,B,54.24329349162353,B,-157.74276637053885,73.04728039651802,-51.64753563580169,1
Hispanic,Veteran,Female,B,E,-100.32123124206092,144.10072173619528,C,C,-12.689331518183034,E,6.953065271344351,-76.3549288098636,-34.85648552380771,1
Hispanic,Yes,Non-binary,C,E,151.02003702133047,65.05336765159866,A,C,48.71609823419584,A,-15.064420978611437,23.792118815888937,-12.077956251800561,0
Hispanic,No,Non-binary,C,E,69.31933936715086,146.7768076089918,D,D,96.64678158741751,C,63.83771226742385,-169.66279861497094,65.00968265251433,1
White,No,F,B,B,85.45675977134451,-49.85256113052829,B,C,-72.07059531458955,A,-131.45377761154606,127.10671332536245,159.40935683646634,0
Black,No,Female,D,B,-72.73041514445727,-36.9784078345947,B,D,-15.316622047586328,B,41.43830624381362,204.7999257452374,-136.60968589863185,1
Hispanic,No,Male,A,D,-76.76961023220342,-49.55099535722983,B,D,174.70720439090687,E,-194.69767274509468,-21.388507446422434,71.67463834318892,1
Black,Yes,Non-binary,C,C,119.87949939896592,85.78285662868772,E,A,-112.26272843162644,C,40.71062315039736,48.571909243808534,-23.827230133317464,0
Black,Veteran,Female,D,D,-66.76380564114923,-94.33096505794563,A,D,-64.77906463925049,A,-24.63482202499571,-83.1776774388607,-69.56377024839313,0
African American,Yes,F,E,B,-30.976531893787225,134.812851495166,C,B,13.758886590776001,A,185.94321967459618,-27.58487433395923,53.472433420031166,0
Hispanic,Veteran,M,B,C,-2.784326482019619,-38.26827914454513,B,B,0.9832848398385768,B,-163.73807784410872,20.376625512369532,74.60103025706115,1
Black,No,Other,C,D,39.282847238991415,205.4396094583093,B,C,-96.31660324330618,C,-7.6489481490223294,-14.371006381525289,-153.48294156161518,1
White,Yes,F,C,D,175.79122485293485,111.51057107655038,A,E,126.03326771402661,B,-21.61406942415553,42.02735898329946,-73.21315451900921,0
Asian,No,F,A,D,-182.20959751091718,46.330437017586796,E,C,-92.94568687799399,C,-32.75748706546566,-194.10811902061468,-27.489724559857564,1
Other,Veteran,Female,A,A,18.91491054907845,158.54903213587576,C,A,90.61302400377679,D,-30.022047160277882,-105.07383448256074,35.07767275773674,1
White,Yes,Male,E,C,60.75635223339749,-141.27610549373378,A,D,-26.621829295263055,E,110.3580114218123,67.98798897211856,-85.2713796471306,0
Hispanic,Yes,F,C,E,-31.07175326521519,-83.99508297531175,E,C,195.58486469273478,C,66.14544900711091,-201.50992066260588,-50.64458424548168,0
Asian,Yes,Non-binary,B,E,37.65877614504496,-72.44673641167434,C,B,-31.357698324264195,D,-217.7004272990977,-8.404711854959338,38.417012898962675,1
Other,Non-Veteran,F,D,D,-145.78007172094456,58.4253381532646,E,D,23.687228813997272,D,-81.6818958377778,219.76930840035837,24.119587480610022,0
Asian,Veteran,Female,D,B,-33.4353049209398,-28.799098471160523,E,D,161.66111519222883,E,178.98571123666926,74.95668094324756,-63.84557092377684,1
White,No,Other,E,C,90.54675356027506,23.146765208817303,A,D,189.25136895628805,D,50.323179762145585,-96.33445407938117,39.24733938870482,1
Hispanic,No,Non-binary,B,A,70.4505537878748,-71.53647390458869,C,A,-24.23469070968919,B,78.00883393605524,-118.8384628731451,48.813686752572764,0
Hispanic,Yes,Female,B,B,109.60238856883086,-8.713397505166864,C,B,-57.795757017251006,B,1.386328117070606,-63.13793685847132,-62.20425852726626,0
Hispanic,No,Non-binary,B,D,76.60642093354161,-9.10196442517278,C,A,126.1028862446564,E,-96.7859269839502,66.4933514277856,-105.9455172294176,1
White,Non-Veteran,F,C,D,25.41756949437558,-59.58137919955577,A,C,40.925113585849374,E,28.482287016448538,149.5073160828058,91.93155195745908,0
Other,Non-Veteran,Female,C,B,118.3242623868022,-97.22159972922614,A,A,-33.823262470589405,D,62.18007080349079,-18.43469584430788,48.154633834442265,0
White,No,Non-binary,A,D,-100.68545100583863,142.37678559549906,E,D,14.275918982461988,A,-31.94662058315903,9.869173622464187,-45.994908154294045,0
Hispanic,Yes,Female,C,B,15.706313080086284,-35.466002171529375,D,C,16.463080364752983,B,48.80655934995926,-71.19261738284493,-217.27284527146543,1
Black,Non-Veteran,Other,B,C,-50.854380138889155,17.429589064685487,C,E,106.72790258436852,B,-18.57208427974993,-3.4836573520031453,28.998499758735125,0
White,No,Non-binary,C,D,62.779731732353085,147.59479970757297,D,D,17.043429511439793,D,-13.745764352540856,24.927562644020274,-126.39771525015185,1
White,Veteran,Other,A,A,-226.25843071408917,35.67987311733913,B,E,-50.69275364230263,A,158.82729792893724,-41.80623904199141,7.619625548005137,1
African American,Yes,Non-binary,B,B,87.96639135783812,-122.19153927556738,A,C,-76.88717237954566,E,42.63744080666037,65.19877069579512,16.931248485405785,0
Asian,Yes,M,A,C,62.86483783414077,100.45504920508353,A,E,-40.57639950232188,B,-79.85657751044248,205.5925726249793,-110.72991895934766,0
Black,Yes,Female,D,E,1.3482361299896275,118.14885221169342,C,E,-109.91763887417194,E,79.21952677061782,-48.91272729942433,-51.20344623593369,0
White,Non-Veteran,Male,D,E,250.85070643830895,45.37094281550312,A,A,120.70526022758261,D,3.1267344782365285,58.930495013044506,4.226360977544578,1
Other,No,Male,E,D,-229.00067840977422,-64.89554448026513,D,A,-8.34641937891392,D,-197.65416118544618,-28.712037290790278,-121.53458198228194,0
Black,No,F,B,A,195.84356560218325,173.54752798576354,C,D,-101.75577953724428,E,123.76787845309568,19.328775527737633,51.765144345737944,0
Asian,Non-Veteran,Male,E,B,-33.57059354596452,155.09871201878647,C,B,-82.10292781207603,D,-72.63248305107724,43.5264510629094,85.65910762782823,1
Hispanic,No,Other,D,C,-91.66693077893163,179.13852811689708,A,E,77.85676595330244,A,35.991133616537205,-44.71316175002435,86.72937191472323,0
African American,Veteran,M,E,E,-62.97975304526915,109.05147274607612,D,A,14.831363064174056,C,-21.67842709530384,35.356660666524945,-2.0378582691676774,1
Other,No,M,A,A,-250.39121765510336,121.17665813325722,C,E,109.56132012540418,D,164.49626116525232,-69.56253899778724,-73.8204662959702,0
Hispanic,Yes,F,A,D,-83.16270444024299,-48.74161512871135,A,D,67.84456620161956,B,-17.817678323433963,-51.598097387227206,112.52700721001902,0
Black,Non-Veteran,M,D,B,-78.97268566189194,13.441413669867055,B,A,117.48734624993627,D,40.839219177594835,-123.58951091800783,95.4526612002577,1
Hispanic,Yes,Male,D,E,-72.80596982510748,-86.26852234855482,B,A,192.23087442438958,D,-186.75299153265078,35.43372638624267,-24.06309712762052,1
Black,Veteran,F,E,B,20.02364107616339,-53.734267980039405,E,C,165.8701711197497,B,-5.096455622169749,13.404290747014121,-22.61846710236501,1
Asian,No,Male,E,A,-148.6147875284883,10.15392142219059,E,E,-140.34723732439377,D,-60.61495582638668,-155.72148078085655,-19.005660576684157,1
Asian,Non-Veteran,M,A,A,68.57995480518501,-3.509695651812718,B,E,67.82473528541281,D,-138.66976269411282,16.9103790072941,130.06406343211313,0
African American,Non-Veteran,Female,B,E,97.88669024049904,-5.730556518766764,E,A,-12.400774179850206,B,-27.450430535526483,80.90240006970329,132.8117587857033,0
Asian,Yes,M,D,A,-90.5283629429965,56.20782704540387,C,D,13.100683032907273,A,76.25042938956786,0.4854165060533356,28.03585377102738,1
Other,Veteran,Female,B,B,-74.75192961171298,-77.68641994009732,C,C,105.6605707987131,E,-118.09896764352106,65.32496825369527,-42.50286535218707,1
African American,No,Female,B,B,27.27546080659216,-53.345569973252026,C,E,-133.43757624877318,B,14.7787549143874,-19.06606490856498,12.604294892910458,1
Other,Yes,Non-binary,E,B,-66.35976220112146,15.036635114376487,B,B,-105.41262560035804,D,187.08897850772945,25.802932615389917,-142.90832628735265,1
Hispanic,Veteran,M,C,E,159.70971916143415,-14.005179278113502,D,D,29.97254939315454,B,-79.04056460752378,107.10545478721647,26.190719614411538,1
Other,Veteran,M,E,B,-77.8552858659605,85.07891757146369,A,B,95.87181265800304,B,2.6510672439835457,-57.1196811897806,42.61986160014187,1
African American,Veteran,Other,D,E,-73.65354084848892,-45.22943621059619,B,C,216.08056522001692,E,51.81170891062226,-9.278883992897748,-55.03834268890835,1
African American,Yes,Male,A,D,-40.66289181004904,114.1326703149423,A,A,71.01183847716584,B,82.77286886554319,-53.20076453313911,64.86087206637838,0
Other,No,M,B,A,-67.26350251082985,59.60452540187264,E,A,7.27413396532432,B,288.9148251619806,-53.11597133124527,71.19772474194997,0
Hispanic,Veteran,Other,C,E,-115.44304807557653,168.07823625365316,A,A,-72.85947249511479,E,42.30188505361579,-4.3829073873994995,-66.216995056612,1
African American,Non-Veteran,Non-binary,E,A,-33.30520679357477,-35.38758257227628,C,D,-34.7127747753578,B,118.32760847462045,12.83431372717205,157.32081593727906,0
White,Veteran,Non-binary,A,C,110.82836058167082,11.066411117499724,C,B,-39.36905623660852,D,-64.72167789010666,181.71725964359558,-60.093986457110525,1
African American,Yes,Other,C,C,-61.8340627624243,-66.20837861689904,E,D,-25.638194856417513,D,241.0035868164822,18.868451634234095,157.01316609098689,1
Hispanic,No,F,D,D,60.5189690271896,38.36727470032287,C,C,-107.84474417209348,B,49.15715215783251,18.24357863950647,-73.49941790078304,1
African American,Veteran,Male,C,D,156.09284617995277,-39.03361144785008,D,A,-25.0376910154582,D,-119.66798652880499,27.7092595299346,114.63809058562859,0
Asian,Non-Veteran,Male,C,E,-127.14238451835635,-3.286129114755424,C,C,30.160527254039582,D,25.874678475694424,79.27824364864783,-86.50807237024833,1
African American,No,Other,E,C,88.46813007752519,-20.218976899195535,B,E,-125.83203468068824,B,151.49310521366056,37.17718720225621,71.39504818541941,0
Asian,Yes,M,E,E,-36.82802582162956,-3.3904525391029576,C,E,-93.41175035100588,C,90.21973311291129,105.51142652373768,35.866243484603515,1
White,Yes,Male,A,B,-99.97532528068706,56.65692186200836,B,B,105.24790790089259,C,-85.6944007308845,97.63986876617187,128.142143911575,1
Other,Non-Veteran,Non-binary,C,A,91.13269993841004,-150.52939845900733,D,C,-163.0174774398394,A,-64.34574277131213,-184.1441296127924,-126.40418766545156,0
White,Veteran,M,A,A,-212.75485303268326,119.15470844722746,A,C,40.673805211632406,E,-108.06867122704176,155.84306620311824,-115.53329087288053,0
Hispanic,No,Other,E,A,105.84224513107428,272.43853717335514,E,A,-156.93324040540898,D,-50.65789886439467,-53.7888816566134,146.29031692963946,1
Asian,Non-Veteran,Other,A,E,5.40299786686001,-12.505153520086163,B,C,-141.62284251134835,D,-129.4521808779908,-32.38947485018289,-77.59519359665143,1
African American,No,Non-binary,D,C,-91.10425404103019,-132.29066311492235,D,C,-168.43276739283576,E,114.69476507591672,83.70428478962751,227.83171883896478,0
Other,Veteran,Non-binary,E,C,-128.79311886618987,-32.77204883261428,A,B,74.0026483706027,B,111.21337017480238,12.948899648252866,53.40275469835154,0
Other,No,Female,D,C,-94.88665667010898,-123.69196987568554,C,C,-42.372663906106496,D,-104.16320583059431,126.69344481125361,149.23597936581083,1
Hispanic,No,F,C,A,94.69002139012473,-64.98588260917101,D,D,93.239412687891,E,-156.0344355662183,93.06029253040239,-68.47300980719001,0
Hispanic,Veteran,Other,B,B,150.52832765179662,45.14571588358851,A,D,-4.560297702106509,A,103.9332877637585,19.257028385405647,-119.78538751841077,0
African American,Veteran,Other,D,C,98.59279673038681,121.94104574903871,C,D,33.2056243889696,D,4.526746250829212,-169.04056874252905,-250.86699243834647,0
Hispanic,Veteran,M,A,D,-137.4125705396294,-169.11806208543138,B,C,-17.185476846419736,C,137.88559199641966,-208.91635628665045,42.50824732433075,1
Hispanic,Non-Veteran,Non-binary,D,A,-117.30902431926474,27.109718471813665,C,A,-46.425244194857754,A,-32.42386099170397,-19.53880220325942,43.43418424977383,1
Black,Non-Veteran,Other,E,E,29.667951227340637,11.396026711911896,C,D,69.61962954179555,C,4.219021196056844,-141.4354483186393,0.2942006500027609,1
Other,No,F,B,A,-11.320173003709911,165.64915037518188,B,D,-133.6525665946495,B,171.29132777256834,-65.17640127759894,32.76856953353661,0
Other,Non-Veteran,M,A,B,109.89067826453991,160.38980198426185,D,C,16.25646537425538,C,99.17903987239791,-89.55975477255917,-62.43536061416231,0
White,Veteran,Male,C,C,-64.10922518091378,48.74264564775462,C,B,-129.57613715114138,A,79.21483793799337,6.76291230015496,40.449167344479534,1
White,Yes,M,B,B,-22.20193174032507,45.363773780781735,A,D,109.30196948015958,C,-97.84511783065668,-96.16469475959526,17.48346924614649,1
African American,No,F,A,B,-36.79774870250161,88.00893050923828,B,A,159.91259487780957,A,41.819952324758056,-84.87544233399586,37.51001596266918,1
African American,Non-Veteran,M,E,B,-185.09381991679047,118.93742604742211,B,C,-40.63786066298532,B,41.3187276664698,48.84292042131042,197.63947103820925,0
Black,Veteran,Female,B,A,74.6809226076181,-124.30039723405653,A,B,-99.47462016838536,D,-109.87423764168692,18.912455142448724,84.79879726513666,0
Other,Yes,M,B,B,196.92789720918665,-122.58913122132185,E,C,-127.91705222307064,C,-44.39426958630085,-99.69790645090852,-76.02052066017723,0
Black,Non-Veteran,Non-binary,C,D,-187.97772211297473,25.569504239528158,B,A,57.873074149858375,E,-27.657350098920524,-26.84754285655601,14.08391908899033,0
Hispanic,Non-Veteran,M,A,B,167.37833135365992,98.43310693617873,A,A,-71.85801523808628,B,81.95444279334939,85.22361726445308,151.10328775628403,0
Black,Veteran,F,C,D,151.78595525370235,68.78705550156108,A,B,-60.469821278263645,E,-79.52201326587213,79.92436301009442,121.33883349080958,0
Other,Yes,F,C,A,-50.82410706470915,68.21140610910624,E,E,-169.5033759212498,C,132.9003298076939,46.02387723494266,35.64867269899579,1
Hispanic,No,Female,A,C,20.641931638761463,55.353335299722495,C,E,-53.07360628537972,C,175.00415170359994,11.611465932883505,64.02554722383773,1
White,No,F,C,E,135.5453774764359,151.4253918873144,A,B,153.68206899733585,A,-26.2781222168785,-44.36007113986054,-71.27405091601634,0
Asian,Veteran,M,E,C,23.22605627975745,-60.106789576928946,C,B,-136.61389658881495,C,-67.66127449743175,54.55122633346685,-27.597130207757182,0
Other,No,Non-binary,C,A,16.413784398007284,-11.299930956613844,D,D,-57.374700262203795,E,-98.50588263104866,22.680678916867418,-22.387903055878297,0
African American,Non-Veteran,F,D,D,-44.1773580652986,68.27550935534168,B,D,-134.37546510033255,D,221.3570889357354,-32.92529918764873,64.18919373400502,0
White,No,Other,D,C,91.14424431499451,72.26968022046738,D,D,-283.0057262505217,C,-213.49988843971036,-18.619403325290925,76.56412282174422,1
Black,Yes,Female,B,B,-156.6788499801339,-103.68109803477161,E,A,50.005445643983016,D,-132.59665981337153,-156.20435252947996,18.83520409210909,0
Hispanic,No,Non-binary,D,C,85.9034652065591,-105.46473686447713,C,D,-79.50296174446132,C,-10.323412318387359,102.87179788377365,33.84111110854517,1
African American,Non-Veteran,F,B,D,-11.030879245852368,-37.95026808988251,A,D,114.78660261421277,C,89.95386059097298,-24.980235542108165,76.32309044703845,0
Other,Non-Veteran,Other,C,A,-22.347990959979082,-5.404047196408439,C,E,-144.01065692248127,C,28.394481279966456,73.39509148781437,80.74692701413969,0
Other,Non-Veteran,Non-binary,B,C,221.9222683776607,125.53208313870938,D,C,134.95650297444638,C,-93.20472508602252,-81.26528274020743,5.701492258722856,0
African American,Yes,Non-binary,E,D,-117.79359500036965,72.91602069553666,E,C,-199.94313652258273,E,41.419170572834545,161.7598665057744,-4.7372919719056465,1
African American,No,Other,A,D,-56.341982739294004,140.9197362785236,C,C,-59.18976295806348,A,77.58635221053792,-53.04495689812484,136.3574637497763,1
Asian,No,Non-binary,A,A,-14.240627846730142,45.06520576911171,A,C,-112.10161159647842,D,116.59168160631171,83.76033673403344,192.57874818466163,0
Other,No,M,C,A,79.47550593499663,-59.96734290647976,C,B,-126.11744218323386,A,18.44742373698259,-4.168267080785153,-23.1088597889218,0
Other,No,Female,C,E,-179.09389416015998,38.758720226420564,E,E,83.62680290613793,A,71.0232345683258,-141.35764952643376,124.72249570892858,0
Asian,Non-Veteran,M,E,D,36.07106413091254,-25.936027356048335,D,D,-69.45398604982593,D,-63.56335960672862,-131.26493950249164,-3.033497581318024,1
Asian,Non-Veteran,Other,E,E,-97.99435305840213,91.07425793351405,B,A,-37.77232294518283,A,-29.32695100468761,46.3271898492755,-65.76181674637658,0
Hispanic,Veteran,Non-binary,A,E,97.5457878450614,137.44353752945835,B,A,-20.814954274194015,B,5.273472970274642,-14.423204226978395,-32.38726341329565,1
Hispanic,Yes,M,A,E,146.11161128182633,-96.63477153348488,C,D,-197.04084612033165,D,-169.7686249599171,-39.20809935911951,-57.58443817389577,0
Black,Veteran,Female,E,A,35.28332337406899,4.195461081799435,B,D,8.95291629832411,D,-60.47218454960921,100.27425017494247,-44.055019623717264,0
Hispanic,No,Other,B,C,114.77904973587856,161.54311594771684,B,D,91.66698056726696,D,71.26248001145441,-34.24374091711244,70.97019825736996,1
Black,Non-Veteran,F,E,B,26.018798515471264,103.52011123024205,E,A,-72.33332970874923,B,-157.19814365661338,170.04803307409978,-94.49962152497045,1
Asian,Veteran,M,E,D,6.572712555786621,7.752593576094485,C,D,5.65546811497308,A,-137.0675702870945,-103.68218307151629,-152.52243954208706,0
African American,Non-Veteran,M,D,D,-60.63906867554343,-0.7964650020520045,D,C,30.333150435193012,D,-122.30815397266083,-28.48885090115885,-115.38247939304296,0
Black,No,Non-binary,D,A,-89.61119242142732,-120.18859163446041,C,E,110.5279785698117,A,-23.195066881975677,151.5716989388553,-71.24860735092659,0
Other,Non-Veteran,Non-binary,C,B,-15.678954796874542,-196.65497996773303,B,E,-23.055954247973403,C,-99.14087984982946,-96.90659256112839,-109.39832359828448,1
Hispanic,Non-Veteran,M,B,A,-24.097722379424905,158.8815140943744,D,C,163.31425967585932,D,-18.797955813496717,104.07962310144087,14.362862424716766,0
Other,Non-Veteran,M,D,B,93.93858667873297,130.19860636727788,E,C,52.62032612196877,D,36.73064874420475,-117.92042019089773,32.606616478916955,1
African American,Veteran,M,D,D,41.450475237521125,-29.803198333887583,D,D,-102.70061817170799,E,108.02949111402087,22.67341410052072,-9.277857888698435,0
Hispanic,No,Non-binary,A,A,-83.7332896463556,6.866398251066941,A,E,-63.20078427229452,B,-25.77344068084329,-60.38399525862831,-76.21487707945556,1
Black,Non-Veteran,Non-binary,D,A,-82.89668460559471,-12.009266975891418,E,E,106.62525953792341,C,-172.96574678889073,-126.19001795778225,41.4410125657679,0
African American,Yes,Male,E,C,32.416276725438465,-156.63214092534724,B,C,-6.2329122997781345,A,223.15001066367452,-25.38347140393097,34.72510848360931,0
Other,Yes,Female,A,B,-43.83491741900162,-36.666905363719216,E,E,-234.39572806620305,C,34.56418453048185,-39.19388199080069,-53.816334645024064,1
Hispanic,No,M,A,C,-161.7591852631763,41.588754933761855,B,E,-72.63634004481364,D,-147.53724434064435,-51.424752420676015,-69.21827418239081,0
African American,Non-Veteran,M,B,B,-74.8419020942577,-45.851064400127825,D,A,83.27654129904886,D,2.7444741042433183,-128.6066250509882,-74.50031975309187,1
Black,Non-Veteran,Other,E,E,-51.17453421855457,-104.54437067448619,A,A,-114.01386261197224,D,-157.04014789209438,29.60375887277718,23.507841924854123,1
White,Veteran,M,C,E,-61.021839739573366,-0.5163995981362718,D,D,-55.17332989667476,B,-6.927965661942967,105.06779235535242,-9.448041846530069,0
White,Veteran,F,C,D,-41.55700181020416,-105.69863716801859,B,A,-122.3863475053009,E,-60.17288114150708,-113.8088530764348,0.272135885630103,0
Hispanic,Yes,F,A,D,209.71559144187867,-124.55632968604576,E,C,108.74392125529401,C,-74.71765906013161,90.84392809735105,-47.272701223916286,0
African American,Veteran,M,C,A,66.46438258930483,-306.27160639011043,C,D,62.3335621843502,B,59.93841828262701,-43.281577618111946,-232.2521702979071,0
Asian,No,Female,E,D,94.61750731421607,80.37994614400246,A,A,-55.10950384972091,A,81.59004460268198,-68.53363515709265,-50.78028139236803,0
White,Veteran,Other,D,D,35.203186349364984,-53.115568251559,B,B,-0.9978419613523513,E,58.56036207222761,167.0167305841918,-94.6951802616751,0
Black,No,Female,E,B,17.314110084648966,-60.63432111779438,B,B,-34.840523185568415,E,-87.12392162217073,-40.36626386862131,181.0213083166093,1
Asian,Yes,Non-binary,E,C,-0.9749721331638407,-175.0416636050963,C,A,-27.49499561709245,C,103.26468839188236,1.1340643247103706,138.36329169067227,1
Other,Veteran,Male,C,B,-137.19615401007326,200.34952078729705,A,A,125.48368797837144,C,109.03747251688523,36.24626291916,-90.33767123528925,1
Black,Non-Veteran,Non-binary,C,D,-118.30825475278286,51.705251487548665,B,E,182.150563976164,B,-15.271763075422806,-123.19101949280007,5.936031872856809,0
Other,Yes,F,A,D,65.63904357095745,-86.1359244773502,B,E,320.03370354354644,A,9.674931165209914,279.3367335572592,65.2272317678076,1
Other,Veteran,Other,B,A,104.63789738418757,11.622893302498474,A,E,-3.9319630919701365,D,-23.385854970820876,-21.322838173014322,122.65431969821128,0
Hispanic,No,F,E,E,185.3338984397889,-111.35985541681326,C,D,-26.827230162162337,A,-147.60970896599352,-11.918064353996726,-8.27893605326894,1
African American,No,F,E,E,36.91059797904234,-35.40735688231583,D,B,-74.41005526644616,B,-19.140428836704263,70.61197070216042,140.8584628309643,1
African American,Veteran,Non-binary,D,D,-4.927221315434102,-95.45948760989708,C,D,17.873041240855287,A,133.43808295744577,125.98124619850613,-112.56618469908797,1
