faith,birth_year,country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Christian,28,Germany,28.402648362460685,-131.66946827000726,-2.267161802990763,B,C,D,B,62.63439354399548,A,118.13312218267673,-88.08873591571417,A,1
Jewish,63,India,105.43232079388648,-31.95311334490249,-50.42962160086589,E,D,D,C,64.11045523994352,E,-28.241575630057714,-199.32653188178853,C,0
Hindu,71,Germany,-103.00235546520548,78.64696191143769,131.69560650209456,A,D,B,A,-175.62079142938626,B,18.508027970011977,-69.36285742097897,C,1
Other,20,Germany,133.38158350000583,2.15200919007501,112.0835658320208,B,C,B,E,-20.18842693010247,A,233.0021432939085,-59.39036415240654,B,0
Other,98,India,-45.03510568509716,-90.86680854680156,-42.10054320601904,E,B,D,A,-49.04899235862819,D,-27.652822917814746,-159.83281157928525,B,0
Jewish,33,China,-86.82140231928967,-134.40599782652228,-130.71498069887315,D,B,D,B,82.23165412137165,D,35.149288633684506,-59.3030093774516,A,0
Muslim,51,Mexico,74.99027345281002,85.65623670691899,-101.14221852650958,D,A,A,B,236.87340597419913,B,-10.426649241642732,-235.07730065280418,D,0
Hindu,97,Germany,-25.03717592358331,-122.15508404858512,258.59474245591434,B,C,C,B,-39.84203392630504,C,-36.02458026137907,-12.551405662931378,E,0
Muslim,25,UK,-11.003355221031041,145.3416641362454,-98.91566168026931,B,B,D,B,259.51073169273934,C,-30.300361245898262,93.86795131353018,A,0
Christian,75,UK,88.98622225712968,152.02058192905403,-167.3588122777089,C,C,C,D,72.00591650459681,A,137.49855179186227,-0.7344538207893799,A,0
Muslim,92,India,25.834791945845065,22.667454495056294,-76.57186929538048,D,B,C,A,24.287716053846662,A,-45.92193043563777,-128.43963656888076,B,1
Other,86,China,69.64930432401222,52.480078172563246,-0.5332364373380469,B,B,D,D,111.00589905590216,B,-133.26467998608314,115.52367933630178,E,1
Muslim,54,Germany,-114.2053932812398,107.85611293576684,36.78798211585022,C,D,B,E,66.11671728195513,D,-54.35415212027451,-113.48766883061916,A,1
None,29,Mexico,-105.87801012878077,-173.5760245477779,152.11292085220504,D,A,D,D,-91.56177537876445,D,30.740216237456448,4.273689094388435,E,0
Muslim,91,China,56.84517492697151,72.00316092774366,-8.600008544195358,C,B,D,C,30.842897886288885,A,22.504243652283535,-145.08715984052128,C,0
Muslim,92,US,250.86030575791952,-154.69074482945103,-124.22539710589852,D,B,E,E,49.119615200967644,B,-9.135110025697134,86.57659116298548,A,0
Buddhist,60,Germany,-111.66035668390968,113.15909629049332,18.341087063358348,E,B,B,B,-95.16377969967954,B,70.04872000191898,-84.5780875811848,C,0
None,53,India,130.726790656154,-132.60794085451096,-79.72422262764313,C,A,E,C,42.57721549460961,D,-13.983564100445486,117.90269921227625,E,1
Hindu,64,Germany,65.22854718257896,31.619619005278775,-38.09344706001291,A,B,E,D,-54.78826110122325,B,-100.08295010640016,-105.14887332658421,A,0
None,83,Germany,-59.285750145434854,-54.208089441797426,67.82638630754253,A,B,A,B,-168.138472461078,D,-20.789646164835865,-238.28918717476247,E,0
Other,46,Germany,-48.78417940181007,59.34132110601443,-209.6832650741895,E,A,C,C,-28.702976360795706,E,-85.01637206364477,53.818140032284234,B,0
Hindu,96,Brazil,-84.40355443573625,160.9920462215533,137.92822223688492,D,D,E,A,4.944994853303985,D,10.995948332867522,69.24699819245643,B,1
Other,86,Mexico,-1.2134153520906272,53.67037928066559,-47.347608974598366,C,E,D,B,-59.5226221224017,C,-142.23829116593433,83.74496468387198,A,1
None,70,Brazil,111.18222799525961,69.75401825802847,-17.591866064938337,B,E,A,B,-11.35490803404543,A,-82.40132787387601,218.57867324870674,D,0
Muslim,50,Mexico,-5.490901629419619,9.61167195340112,178.82450473075815,E,A,C,B,142.3184283503597,B,-120.67565731109325,-54.56141451095034,B,0
Other,29,Brazil,-198.95961953464752,-16.434486338871075,-67.67110951321789,E,D,C,E,-91.73359876005132,C,-56.88483213358169,92.47615932115674,B,0
None,57,Germany,47.749640082775656,225.7961482031377,98.12084995732133,E,A,B,E,54.50349372074152,B,29.912491267191033,105.93238042116741,B,1
Christian,76,UK,84.8047746821448,26.10483475784417,-128.27391437244847,B,B,A,D,139.07208170399207,B,119.68785287186745,-86.10501274817177,D,1
Hindu,46,China,-33.804962656327724,13.414402679487084,149.07213374311465,B,C,D,D,-3.38265686668945,C,-51.69336442192631,148.44379206894845,E,0
None,20,UK,-6.027198252824855,-23.502509825882765,46.27831911018466,E,D,E,E,-78.9890038809924,A,24.64813969288132,149.63779027442695,E,1
Muslim,63,UK,-87.900760509958,127.10706598058891,24.145748055237544,B,E,B,B,-4.074825319200418,E,-90.26582496375465,4.726854993081369,C,0
None,63,UK,-67.58592812830298,-38.46707898524,96.17413173772337,E,C,E,B,-134.0098998777579,C,146.3269810858545,181.7073109980029,B,1
Buddhist,48,Mexico,43.513924918314345,86.25321143369263,-30.72368022699072,C,E,D,C,-10.752982512763698,B,-147.65634669433422,61.49249045462428,E,0
Hindu,24,China,-38.472798547366466,-47.34871656063476,80.81730804393145,E,E,B,E,-17.365845608703086,E,13.575292995196936,50.49588624885074,B,0
Jewish,80,US,-11.063557509925504,189.11293467391096,-142.7941173153029,C,A,D,B,14.137175911260602,A,-88.87509218534979,5.26840908503153,E,0
Hindu,88,China,181.29963005417866,-121.41617316670494,89.49091439278905,D,B,B,A,206.57585437923203,D,124.05489753104064,-47.35502691362273,B,0
Hindu,34,China,81.09954150748757,77.77934331814804,-112.89615814188743,D,A,E,B,-77.14279395577279,E,-111.46925004428516,57.29756504049676,E,0
Jewish,81,Mexico,116.93538576028328,51.1547700011448,22.37970862345492,A,E,E,B,-75.79104721084533,C,-59.985034646114585,56.963390947261495,B,0
Buddhist,36,Germany,100.3385036147425,-14.90318259612859,91.53010608595254,E,A,E,E,-24.11797183629031,A,8.321855117337702,53.59689459431194,A,0
Hindu,96,UK,168.48336572029962,-106.55802573389006,198.2221643105995,D,C,E,A,76.3632708186062,E,44.92856940378223,85.44743356286683,C,0
None,45,Mexico,7.060944855105166,-24.98380787196537,29.96913617854688,A,D,B,D,31.57801293880841,A,-67.87942164933666,163.3841187355508,C,0
Hindu,57,Germany,-27.489582445763254,68.13145078711554,143.1420496986629,C,C,E,D,-138.26842420037184,B,114.32332169348204,120.2632329860866,D,1
Muslim,76,Germany,-190.4511861337074,-198.30223057881838,98.74174977242643,D,A,E,E,-5.677316108740333,D,-14.190455020196108,76.69617149603668,E,0
Buddhist,31,UK,92.25323543355847,11.635140918936548,-10.44225517391804,B,E,C,D,38.93086404091186,B,179.38191027978405,52.95437951360504,A,1
Christian,22,Brazil,-57.631984113602876,139.86030313986066,187.17849961107146,C,A,A,B,46.199873584632094,D,144.56594511623769,119.08401440632358,D,1
None,30,Other,54.51564088964105,46.06778410950348,-89.36694139867171,E,E,A,D,-23.006285898875266,D,90.12846498486365,88.72975537394949,E,0
Other,82,Mexico,-20.547022151825235,-214.01844982380794,14.613239159869195,A,C,C,A,92.66341198343328,A,223.14527502221196,117.07317439717791,E,1
Jewish,49,US,9.331056644231001,-76.74714210191898,172.4672266611212,A,B,C,B,113.40765049868624,D,106.67578074806707,32.02939988712533,B,0
Muslim,25,Brazil,23.9376331110246,-17.818957720017984,82.53579582225369,C,E,D,C,-46.91204952512434,C,-118.4662523916252,-25.115991154480472,B,0
Muslim,45,US,7.508703450693188,206.77861038332875,4.70268129330346,A,C,B,E,70.57678378377071,D,-7.001825133936277,-62.52903365134564,C,1
Muslim,96,Germany,-3.138675657713217,-63.29096887882905,82.1136513902595,C,E,A,B,-25.974848959937507,E,-133.17927864303297,-154.24677912857138,C,1
None,42,Mexico,-101.48721355356449,38.40782708219945,57.75944584399922,E,D,B,E,36.61150661633074,E,184.74832742574293,-3.1272225423066082,C,1
None,89,Other,-110.86068710579991,-140.12961797165912,-51.90403675827583,D,C,A,A,-89.49130083042938,E,17.773099041224683,35.07295674207823,E,0
Christian,48,Mexico,26.290229611172784,31.72243661459852,-6.225807396787791,E,C,B,D,33.099029620642355,B,58.284959280468506,-136.50110130744025,C,0
Other,76,Mexico,-42.16631153509006,32.469672422109866,-103.1564616446338,E,A,E,B,-9.03078092921305,D,51.89268135746421,-95.32597535658334,A,1
Hindu,68,UK,83.67968020005428,5.308583818822625,-162.5666667778773,B,C,D,C,17.26522418809703,B,34.20323708506526,67.81460872066663,D,0
Other,78,China,201.71756422404908,-12.371960939328762,68.84029025531592,B,E,B,D,50.429792357156465,D,123.66973898637094,-25.11015048468946,D,0
Jewish,36,India,109.83798106314593,-15.912669455120982,-73.44930357210808,C,B,C,E,56.85423053076428,B,31.52953307030971,77.09219711619448,B,1
Jewish,25,India,-87.94425922482664,-27.6241555247317,170.29364584700133,E,B,A,B,-18.90804358862293,A,-15.509243108858872,94.51014618159795,B,0
Hindu,90,US,-30.67803061440742,-135.57960046522484,34.04319267785091,C,A,B,B,35.334356579053335,B,30.08840346806555,6.259470456268409,D,1
None,62,Germany,-89.17582198738754,-111.75505935725911,-53.184967746268406,A,A,B,C,56.58858189492286,D,-36.98920671865249,4.385484283731411,A,0
Other,20,Germany,135.11348775390158,-147.05611125074688,47.66398867315399,A,C,B,B,-143.68033597496978,C,51.21929324167329,144.846559220053,A,0
Hindu,88,Brazil,5.88197059649315,-4.54752669363155,-112.67245045211196,C,C,B,A,-26.98930223912021,D,-12.011803818241527,-58.39148629991404,E,1
Jewish,21,Mexico,100.24646504119015,10.556598886106503,177.05177661693378,E,B,A,C,118.39221806613813,C,24.36438884548247,-34.09579817832327,E,0
Jewish,27,China,1.337506839378733,196.18411410466896,-158.41199487130893,E,A,A,B,-38.43488766677759,A,-67.53639343778947,105.90558789556658,E,0
Other,59,Brazil,-28.41632493766096,-160.71503331664638,-18.194849913935883,A,B,E,E,68.41414055892668,C,-134.96529277822114,-42.26759128603322,E,1
Muslim,86,Germany,154.15908204044794,-20.623312765549866,-5.97666279131534,A,C,E,C,130.48724982462446,B,-3.205690870842655,28.965462005685012,C,1
Other,55,UK,66.33469209800454,64.83087300493592,-20.50048853931592,B,B,B,A,-25.00520714421161,A,-81.14867957557628,69.82520737866243,D,1
Other,94,Mexico,97.77856363011225,-116.77885791517191,3.892982804015508,C,A,C,C,-162.92713028073535,B,-118.66920303335418,-81.26793184597473,B,1
Jewish,92,Germany,48.14162406703544,-88.42238648873762,108.54855682189104,E,E,C,D,-88.54771500606861,D,48.345711536710304,-103.8491059007339,B,0
Hindu,73,US,-13.463389878693299,-73.9310223285012,-188.870105063836,C,C,A,E,96.31852495316086,D,-39.33842545249136,187.1099612064115,A,0
None,54,India,-54.158116879364904,16.418573714512245,-65.21134356436153,B,A,E,D,9.684255048606403,E,-103.80673218988719,-107.32557077723428,B,1
Other,45,Germany,96.6191762620067,113.88662767012309,132.32681072459366,E,E,C,B,133.25740887199652,E,125.41548525932411,-114.86924351452447,D,1
Muslim,33,Other,-19.369282668458695,-124.72118732205108,-14.811408172948697,B,C,C,C,-44.697486712575234,B,84.81993973329094,-156.450393428335,D,1
Hindu,75,Brazil,34.93908362790051,-40.3950573954395,221.66631535521395,A,A,C,E,-34.56631515547493,B,-73.15544710814405,-116.75863114887733,D,0
Other,64,Germany,15.166354294174253,0.6437632679609575,228.1959700983994,B,C,A,B,75.2865444317516,A,182.47982138304297,-2.4771967000157376,C,1
Hindu,62,Mexico,-71.54053156707234,46.53620973646187,5.458821415511334,C,E,E,B,-214.73058798221533,D,127.88280469138633,-32.192166738240836,E,0
Muslim,55,Brazil,-60.29540909939184,155.00583922548807,-102.59365112005017,E,C,A,B,-6.3785518251330195,E,10.133673178522635,111.85964870291787,C,1
Muslim,27,Mexico,23.921778018409807,-30.564737969933763,113.9179313712318,A,A,C,B,-14.768283179700678,A,-58.648774237712765,73.06059131331202,E,0
Hindu,79,Germany,-51.200694433299134,165.8182453346526,-235.23626125788232,D,B,E,C,-138.38792614871093,A,-41.38836893247434,44.85593274490115,C,1
Jewish,90,Other,74.65497556095822,143.73675281418588,-177.88209237732693,C,E,A,E,-120.77656203229168,D,-101.56229677880523,210.13806403274126,A,0
Hindu,20,UK,-104.23741428885162,117.23656229470345,-56.40978851499152,C,D,A,B,65.54568710657081,C,-168.10147077775704,242.51268137988774,A,1
Buddhist,53,US,4.108006364080249,18.301405039675732,10.15894946538307,C,B,E,D,79.80828439941251,C,82.26862293011351,259.9908933543344,A,0
Other,65,China,175.48876312650626,21.32708582797801,113.82123895869785,A,A,A,C,5.979284199999083,D,-75.80522679592231,105.19306491081157,E,1
Other,23,Mexico,-14.233182016732279,-254.4082053466829,26.402898783598978,C,B,C,B,-16.197429727192382,C,92.04227548487658,16.484534662213264,A,0
None,58,Brazil,91.08240816636103,-52.56317079870744,155.50842800853184,E,D,D,D,-78.86711589539928,A,-23.09498011402295,-33.262198783880045,B,1
Buddhist,62,Other,-113.72166461325051,11.754042970585413,-98.3327869910123,C,D,D,D,-212.11881995900686,D,83.19854965959331,5.942745453161409,E,1
Other,34,India,50.803865766266156,-153.30309120278025,-136.70106490208394,A,E,B,B,-135.98597321653875,C,91.52124196818893,-124.06390038023704,A,0
Hindu,40,China,168.774882386595,-14.00417304292275,-45.51035928790802,B,A,C,D,49.62853991595446,C,-50.475729041786884,-31.494407362206566,D,0
Muslim,82,Other,118.5536329870381,-70.12551088651749,75.91291415209419,E,C,E,A,34.40197513875784,A,-124.13395706134627,-210.66216746611417,D,1
Hindu,56,US,89.90057449637972,-7.826474328458966,114.02543775425589,C,B,B,D,-31.743817331861507,C,65.5836252774096,-99.34947140720402,E,0
None,45,US,-51.409857342283374,100.60525563251261,-64.62764982582252,A,C,C,B,92.09751323318706,C,10.528413217954052,125.28387202259637,E,0
Muslim,47,Brazil,-64.02610932723186,-129.13516663463335,113.66197756356011,D,A,D,A,-39.25230975840599,A,-22.071964674607926,-86.8490487032402,A,1
Buddhist,96,UK,104.1928400643978,41.97616278994006,1.4660113704994138,C,B,E,D,117.63955015394889,A,-167.20562118905175,-78.04136827384863,C,1
Muslim,50,Mexico,-45.698247950701706,5.308496202145448,-28.996373392515057,D,E,A,E,98.5257857779014,A,48.58689148487066,-200.54806543600444,E,1
Buddhist,20,US,-60.16620466248772,55.7486612693401,-131.84166562843365,A,A,C,A,-62.702370418972784,D,-22.3475599787717,113.83142804270763,D,1
Jewish,32,India,-67.53720174047787,109.00580582235644,184.15224302744969,E,C,A,A,92.05396701480622,D,-32.59484827042917,-41.8409645689122,C,0
Hindu,66,Brazil,-155.7181364713603,70.86462601949147,-46.38880091688397,B,B,A,A,65.47265222648714,E,-34.23500302687669,-66.98192610701436,D,1
Hindu,64,Mexico,-180.56341635968155,91.71806947291509,146.96483686612336,A,E,E,A,16.163852841845763,D,-147.3113353687873,16.89753987573421,B,0
Hindu,72,Germany,-11.160053914704756,7.39914323280969,-29.660872022096136,D,A,E,D,200.63689331820274,A,-58.407878033523076,-105.0007462658755,D,1
Christian,95,China,78.62143521641154,96.10238485593278,89.04166089105576,D,E,A,C,-101.2516775354951,D,-14.88932754934301,-87.03662946261358,B,0
Muslim,59,US,-33.35824338402482,139.43142390458522,41.257689785061345,E,A,E,B,146.12033843655988,C,119.48932818426643,-90.94858885736157,E,1
Jewish,45,Other,-4.259304098874283,0.5627463476167196,83.51315939268976,A,B,D,D,217.66062550882896,B,-7.965865479171008,95.93309387939807,E,0
Christian,35,Brazil,-91.88322366513084,-1.8193751218819192,204.06963458818424,C,A,C,E,106.33216890828577,C,6.635917971683707,95.20407106865628,B,0
Hindu,74,India,17.585239557374585,56.17270307942769,121.66803578593468,D,A,B,E,-85.94021085204115,D,-157.85153448803527,166.61605993016352,E,0
Muslim,61,Brazil,-111.85777360975304,-16.71020999145921,-123.51938004754841,B,E,A,B,-21.419135892653685,A,-43.6978662361222,-57.069035960623125,C,0
Other,61,US,63.02391366701888,-146.90005470330144,-39.3709576875145,E,C,E,D,91.46524170354384,E,73.25989049712646,63.91731782317337,D,1
Hindu,79,UK,-169.47821988486572,3.4521713243354464,-58.1960106573091,A,B,D,E,210.51271563691492,A,91.4658364112342,245.25250265325852,A,0
Other,41,US,-52.6772066606292,74.44903508727437,216.15423530450718,E,E,E,C,-164.5671019078193,C,140.06338672563172,-186.21400197851708,B,1
Buddhist,87,UK,-111.98457033784833,-137.12709962163328,95.91327425283453,E,B,D,A,334.12568989636037,B,46.90785702859283,6.756131111937667,D,1
Buddhist,59,India,39.4338491601743,-82.42547950615439,100.39394070224128,E,B,C,B,-51.310559527110186,D,49.69606182447324,16.649297687062965,E,0
Hindu,22,UK,107.55573075135858,-26.807902225587704,64.78645949028507,B,C,C,D,127.16153060699367,D,-48.52139264880807,-3.3847034330128425,A,0
Muslim,56,Germany,25.352686842545673,27.318675742533244,-44.311267516594874,E,E,C,E,-107.92252368010693,A,-174.15375390854564,80.92040894193457,E,0
Buddhist,76,Other,-124.9782518774794,-132.92707427760453,-92.7804010441085,B,E,B,A,44.35138142737915,D,19.822979417789604,-71.74641088189364,E,0
Buddhist,46,Other,76.3613574480286,-125.63603022261371,121.1193923311259,A,A,D,C,1.5714902916690785,C,-177.40597948345012,23.41520029696197,B,1
None,46,Mexico,19.97034469205321,14.525307647047805,17.078246463628858,C,E,C,D,-92.61878379316246,A,186.18507770843138,128.07693562363562,C,1
Jewish,57,UK,62.81302607516332,-26.630115203044525,-233.20088384950037,C,A,A,C,37.53068846397693,A,-153.3834070622052,146.9838746478311,D,0
Buddhist,71,US,9.520813416805938,27.894727163093563,65.76893913742097,A,B,A,E,86.46717490385078,B,-34.05197718609801,-6.361542036672583,A,0
None,41,Germany,-131.09458017259726,3.943558489744879,14.797519417516522,A,B,B,A,3.494066417358334,D,-58.36040881732089,15.631424748386769,B,0
Other,64,Other,17.140520150600235,99.00926425074104,-73.71479514230211,B,B,D,D,148.5927237284007,C,84.06358561214381,169.03619922468212,D,0
Hindu,44,Brazil,-115.44343818228697,33.39838649747129,-41.44935211042259,E,C,B,D,55.313007563624296,E,-22.026042307776148,-82.82458610475359,A,0
Jewish,71,Germany,16.176830537068188,78.42619771812353,37.13333341707516,A,E,D,E,-2.7282090647197594,D,-79.85961603049907,-9.548236784533065,B,1
Buddhist,47,Other,49.54572010374452,100.05367329969965,27.970234340393535,C,D,E,E,-179.34006845665212,D,42.962389692554865,50.551703052205546,B,1
Muslim,67,US,-18.514770995461312,14.082004320067595,-101.84488101724003,D,B,B,C,14.478683941124487,C,42.14269531122967,2.881910545077411,D,1
Other,58,Brazil,48.19583886763787,-128.81367356967542,-90.54751724418877,B,A,D,D,-76.83581232249023,C,-118.81610922533218,-8.031154919507797,D,0
Buddhist,20,Other,74.48671220117618,-3.265704086808664,95.58176184220098,B,D,E,A,112.02146051689839,E,-14.75987169520443,168.52184434502234,E,1
Muslim,63,China,-121.50827824725101,31.837460458424292,-11.720918921231808,B,A,B,D,54.171044379460334,E,13.981267313051008,127.8510557775174,A,0
None,20,UK,104.51694775319189,81.67533819382385,22.838350360404124,A,C,A,D,-60.86975383657983,C,-111.59536297186399,7.406146218908885,B,0
Jewish,86,Germany,-33.49163559456274,-14.18150336666123,-54.183214672627834,E,C,E,B,-18.392973476653815,B,37.06438860465098,62.785563871448055,D,1
Muslim,48,Germany,-17.524326372382745,85.04234468521508,110.58345285127942,A,E,E,B,24.931141402721614,E,-107.03779894621164,93.08468388515602,E,1
Jewish,56,India,-32.37301338285799,56.77994215917681,-32.915477507827255,C,C,A,D,125.58729265160716,A,8.64752785158483,-59.81896772550087,C,1
Jewish,42,Brazil,-41.830267406972325,21.5090291782392,-45.05031671699706,C,C,E,C,18.62832902688984,C,-83.52562382050621,-29.003834129798058,A,0
Other,53,Germany,97.59069415098506,1.9743964626269606,30.367468895153237,C,C,B,E,-72.8289331510666,C,-85.03398582235906,-91.58572492177072,B,1
None,67,US,63.015742671170216,18.164404638171526,-133.95133553875337,A,B,E,B,-29.687967132930787,E,92.24146263885974,-176.70885830662905,B,1
Hindu,90,US,21.66204278582899,1.6894866849081231,-21.595527657681316,D,C,C,C,-52.66750559064193,E,73.05243085060714,-115.01516827985397,C,0
Other,73,China,-120.87231835010961,121.07409085045317,-5.998564965808093,E,B,C,D,99.6669438635102,E,-1.5408798835377684,91.82817312207948,B,0
Buddhist,33,Brazil,36.14333668577836,-15.90898031532873,32.180022439989415,B,D,A,C,-57.92516291811087,C,33.05858203404915,175.420271738993,A,0
Buddhist,59,US,62.629922877037224,21.683617421345723,41.2461699919378,D,D,B,D,98.85553186403928,C,159.66205091052848,29.826839657223815,C,1
Muslim,78,Other,-54.06076637813091,-88.75598636127982,103.06885122932088,C,A,E,E,-144.05042243309336,B,150.77297100188636,-182.64554608773167,C,1
Hindu,60,US,60.415577590742586,-76.1974212633537,-21.570922133160348,D,D,E,C,-58.56225439034325,D,-62.4824364499046,-8.135167996823832,A,0
Jewish,67,Mexico,144.63590097125936,86.82406251460517,41.66244990138879,C,E,B,E,161.15903831274863,B,64.52757165376588,-94.110051874502,E,0
Hindu,33,Brazil,-118.74280891203944,-47.25042701331801,33.67589273027931,B,A,E,D,93.76796831496839,B,64.99178719194188,-38.80241502973068,A,0
Muslim,47,Other,111.05400552471585,-106.01901602072937,85.40952210162432,A,E,B,A,-72.92671022524955,D,16.108832996988355,-99.6199272407772,B,0
Jewish,52,Germany,-122.45899794526103,87.60609453696634,-73.48746081257977,C,C,E,E,92.15710707252921,A,18.29627643024229,-25.785376189680086,B,0
None,54,Germany,211.508276565013,82.20203439622988,-163.60903058064298,C,E,D,E,53.08114389283761,C,-46.22666131242354,-60.594971702347,D,0
Jewish,38,Brazil,74.55902611249981,-21.882611056725683,205.7758352923186,E,B,A,C,-103.85629948346894,B,-97.30166268110042,19.58940491716547,E,0
Buddhist,73,Other,-187.09075902944946,-92.27812832272981,-28.09464559927183,E,E,E,D,63.71733799645867,A,132.97105983596634,110.54341807307841,B,1
Hindu,26,Mexico,21.512210328598826,6.399763073938012,48.279972291214726,B,E,D,D,12.02049614150365,C,85.35723171903949,-46.97897286747698,A,1
Muslim,75,US,-111.55845121641627,11.605582911763987,38.10932566314217,B,D,B,E,82.32026579009825,D,10.304614235186392,-55.7139526143626,C,0
Buddhist,80,Other,-190.10730222214474,-189.09250617315465,-24.465317150893018,A,B,B,B,32.90485495829352,D,16.517913802493165,12.030064062476956,A,0
None,46,China,133.16140720880637,34.44162265441225,170.55680697297478,B,E,A,B,-29.098235775135667,A,-236.7697153775729,27.275402708452646,E,1
None,27,Brazil,1.275014507472756,0.4708359400854451,61.816833003214875,E,B,E,E,134.68750635034263,E,-112.3873605572056,1.1263501870635113,E,1
Hindu,26,Mexico,109.72105227940662,105.1428501396102,99.43837347096553,E,A,E,A,73.01232399665152,A,-129.4378230083374,-47.44732902057328,D,1
Christian,46,UK,-113.70940343460194,99.74878369037123,22.228799832533632,D,D,D,B,45.27805517638827,A,-69.96419470438846,32.01718959244162,D,1
Jewish,80,Brazil,-112.37892961149419,-158.24064067085598,-118.58503435868712,C,E,C,E,-2.064760843132396,A,173.18911332720194,-58.92503802380153,E,0
Jewish,33,Other,-41.4670736297598,-216.38318576771974,119.05836127409302,B,C,E,E,67.53723556789491,D,-14.138792796590996,75.33603897676328,E,0
None,81,Mexico,-148.28486913365242,-8.014168373311712,124.06619895222329,C,B,A,E,-8.297221241359534,C,105.22737428860343,105.42748986925632,A,0
None,27,India,109.53061816006556,56.287980831950414,-98.99458561754295,C,B,C,E,-115.78907265583092,A,51.099682244759926,19.59088329549163,C,0
None,32,Germany,77.08627736190465,-16.30673596875518,82.96729017273042,E,D,A,C,153.76272288294598,E,-135.84111605808354,-20.140635505493957,C,1
None,30,China,52.31459840785047,-98.34541418025509,-66.67842164902554,E,C,D,A,-18.15135839122258,E,-18.732090342799882,-57.399980404118935,B,0
Hindu,21,Germany,-191.88984238026063,-193.03354617207623,-97.99877413973194,C,C,A,A,-128.98264447130143,B,-21.23010610898704,184.76695422985543,A,0
None,29,Other,17.27154069652795,77.11548477460643,46.34480512867747,C,C,A,D,148.54805139267813,E,-90.34887731752049,-6.927586904052349,B,1
Hindu,94,Mexico,-12.527794421741506,-106.35389749097446,-45.77491978916201,E,D,C,B,84.52135254914673,E,104.02473409267317,4.165023852219032,B,1
Other,74,Other,-231.41783228504562,251.33404171993544,65.71188768951676,B,E,A,E,145.60628979677318,A,-30.95711526031223,-17.73158821752299,A,1
Christian,39,UK,-48.47480784488546,16.799882651245852,23.83154216703178,C,E,C,B,60.54539598515745,E,81.07876839050772,57.07551104042636,E,1
Jewish,99,China,-9.268056980040537,8.163798850510812,28.389463823625622,E,D,B,D,7.876649074033423,E,-213.52114581181746,8.602724089741796,D,0
Buddhist,39,Germany,-221.34292721102807,-306.7003867557469,158.17559720612962,C,B,D,A,-8.887541891332695,B,-17.48687016025534,60.35317444293321,D,0
Other,79,China,-67.57307485422622,0.09314066893145778,31.820356511040604,A,E,B,B,-6.608526347530274,D,-29.868211959720288,25.654747091420944,D,1
Other,33,US,6.03380849572531,65.39528350981072,24.809239121544127,C,D,D,B,38.92319221884535,E,-118.9715022169524,-146.91407607215842,E,1
Buddhist,25,China,38.269073146376485,79.69253355164336,-6.604613419170223,C,E,B,D,-150.23502249892243,B,3.04750739487322,54.706355884811245,B,0
Hindu,30,UK,-205.7449150166333,-17.082603957857874,129.00066451512785,B,A,C,B,86.07559848775203,C,-36.373696140755854,25.086139319238697,A,0
Hindu,25,UK,-81.88787910701566,84.4256686353121,22.43409854474077,B,D,D,D,-5.426673615188501,B,-49.94924283502573,15.683782867666615,B,0
Other,91,India,75.62128394179591,102.2850618859553,92.40129417964836,A,A,A,D,105.61597083498586,D,-76.6932789209381,-24.932722775924216,E,0
Christian,69,India,-80.99286254366396,152.8695349881477,-45.389546652174836,A,A,B,D,-100.85746349755252,E,56.03498380580909,114.05752824292188,D,1
Buddhist,65,Other,-177.37403356771551,66.92401982372664,-77.64089593272622,B,B,A,C,162.35380459945873,B,187.33996560558515,168.5612312867866,B,1
Other,51,Other,220.27691610218466,79.92588046036492,46.86858073138688,A,C,A,A,111.9782737126163,C,112.6945634063208,102.0657374990543,C,1
Hindu,99,Germany,111.6784783480643,-8.496500540451963,93.47438445434511,B,D,E,A,2.2074040554854837,A,83.26143901612261,-192.60633396775663,C,0
Hindu,90,Brazil,97.84917270802474,-73.71062216788148,-31.3833160572723,B,B,D,D,143.45570652801882,A,36.422033766370205,109.02082620062161,B,1
Buddhist,18,Germany,-50.51847989373519,-20.978695689039853,-79.70618754975357,C,A,C,C,-230.6901093889716,D,85.29751273070056,-65.16570790160428,B,0
Muslim,64,Germany,-24.37119821242197,104.85820210231998,59.46978183217233,A,E,D,B,-36.64442276513549,A,138.5991447163502,-49.396245116578484,E,1
None,53,Germany,-95.5622471580907,124.72764773965595,-51.441683372278845,D,D,B,C,-137.9282455991425,C,87.12142734407585,-33.013795002803825,B,1
Jewish,68,US,-138.7632109786344,-52.305423166368335,-229.52741724323496,B,E,C,B,5.181529858089799,C,-72.21712507177152,-162.00511532511658,C,0
Other,42,Other,-25.243102015889797,-82.83459277746914,114.70717767945501,D,A,B,A,-72.80509670377269,D,-58.750753267495924,37.13863654570039,E,1
Other,33,Mexico,-4.6983190021095895,199.3413308847629,-104.6565086676011,C,E,E,C,1.5592858918720154,C,-56.68993525360339,45.9466518526892,D,0
Hindu,52,Other,-5.531806605305856,-8.369198958666892,59.878436686243006,C,E,D,E,-203.07953108127057,B,-34.08848417950179,-6.878161236425717,E,0
Christian,80,Germany,76.92536029932346,48.238610939334514,6.745219735164051,B,A,C,C,-148.78867314259188,A,-186.34333098316839,121.95562201003436,B,0
