veteran,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Yes,54,E,D,B,A,D,144.58180391456744,26.518334334737858,E,261.9187925522836,-49.5121410226635,E,B,-57.426097503568684,A,E,A,A,-43.28688177155951,42.86641249070432,1
Yes,55,B,E,A,B,E,42.487819384236744,-107.51822662661945,B,95.25990919141607,-142.89819643500033,E,D,-38.44083937468984,D,C,B,C,16.14063195311301,-21.83583548846812,0
No,49,A,A,D,B,E,-198.4299292102268,73.26443238941073,C,-59.24415305204427,77.6025017228138,A,B,-67.2117332995059,A,C,D,B,-80.86290179325647,35.35708523030585,0
No,63,B,A,B,D,B,78.00240108956122,0.3820549619803523,E,-87.41744658015726,67.05965948571342,D,B,122.0590212514677,C,C,C,D,-49.18624442044438,-4.489176675617251,0
No,78,E,C,B,E,B,86.95274488979908,-286.1486989691463,A,-115.72383310857137,133.0037795870708,E,D,54.95212690805412,D,E,D,A,-19.808553239631202,-83.69365603565203,0
Non-Veteran,78,B,B,E,D,E,7.81235602244971,3.873334411932419,C,5.542941652322878,31.92457030568373,A,B,54.01694554623978,C,E,B,D,175.31849425478285,-46.689467651306096,0
Non-Veteran,59,B,A,D,D,C,13.82860355810733,-84.6877104601382,E,-100.5635363921551,-24.815683753297115,C,B,-42.98483937312291,E,A,C,E,-2.0620663889241713,-17.99865828163959,0
Veteran,50,E,C,A,A,C,-4.7526995711782405,-38.72179605375198,E,-52.168682373616335,-10.72651273506163,C,E,-43.90662013846616,A,D,B,A,-55.9354381858715,22.6414404202363,1
Veteran,29,B,A,D,B,B,-88.22588859511167,23.298498385783592,A,34.77815883409999,33.93642395631451,E,B,127.39007473863924,C,A,D,B,58.3668262128895,78.15187055646359,1
No,43,B,E,B,A,E,65.18804080589729,-7.448797643752897,B,-109.02599959242511,20.996533885776294,A,D,67.64806857381956,C,E,B,C,35.12949447670668,11.853011795169781,1
Yes,26,E,E,D,B,E,-73.56822740693448,-23.353502757259644,B,160.93498392236614,-20.123193970480177,D,E,-76.93458653776673,A,A,C,B,10.613498292494548,-115.47475374269185,0
No,47,E,E,B,A,B,-69.24555409565957,3.981503592002685,B,124.26775922852585,21.97388653996663,E,E,-8.468208465685159,C,A,B,C,-156.97282194692363,96.86648778578835,0
No,56,D,A,C,A,A,130.17659243061146,112.62890936581454,C,-180.97535768771903,11.400871187327356,E,B,-67.0120449175317,D,B,D,C,15.833506612962664,-10.84640798086218,1
Non-Veteran,38,E,A,A,A,C,24.885481257343418,6.488253870807966,C,-69.03347345423765,-81.32334657787098,E,C,187.50349055397794,D,C,D,C,-25.571132189006242,113.21106639714695,0
Veteran,19,A,D,E,E,A,64.45601528477538,-49.91920305047633,D,-67.24277060965876,-46.86296450827121,D,B,74.25373152548109,E,D,D,C,-80.18256533827427,176.7439092277536,1
Non-Veteran,30,A,A,E,A,C,255.99824111957176,-154.2585794971615,D,-98.80160053480661,124.00485828886623,C,A,133.645250633457,D,C,A,E,74.5755733100945,40.375498200680546,0
Non-Veteran,53,A,A,B,A,A,-96.8422341059699,86.99068092051246,A,-35.164113337088295,19.33932687657219,B,E,42.28275054788885,C,A,D,B,-45.49898241047377,-134.43412287584871,0
No,44,D,D,C,C,E,77.56749724533483,-81.97547550374345,B,-182.62698618699508,-81.38651228137124,E,B,115.72378891195952,E,D,B,A,117.14413771108741,-58.469779195138116,0
Veteran,68,C,A,C,D,D,121.79008894709145,-0.19514266463905236,E,-60.493632461980596,-128.52840147330681,A,C,-182.68864363744873,C,A,A,C,137.41012902390472,-10.899064517577974,1
Veteran,29,A,E,C,B,D,-105.24403207923197,39.22705139456804,D,-113.26284245760117,-96.55487895298593,E,A,-83.91463356506543,D,C,D,A,101.00319810773166,-17.005195446758535,1
No,44,B,E,D,C,C,60.41511227278872,60.36523250812841,D,-116.94021421869691,73.65478327176294,C,E,-101.1755725596518,B,D,D,E,-19.50189670838826,48.7644989204961,0
No,22,D,D,C,E,B,-97.14005903169797,168.04493738062325,B,77.99917782797075,191.9397212232583,D,E,-186.2499488840364,E,C,B,A,37.77736765560339,153.96061040692166,0
Veteran,71,C,A,E,A,C,65.6345416949351,143.56075255438213,B,75.20211484902045,-86.9997574624592,D,D,140.67165462199603,D,A,D,E,-118.89590336577511,-145.94423917456984,1
Non-Veteran,27,A,E,E,A,E,-63.466527155334205,-58.08200779572129,B,41.72435336757177,68.49604106555005,A,E,-110.26466407509857,E,D,D,B,-5.419320454502843,54.16586075084403,1
Veteran,73,E,C,B,A,B,76.6484476301829,-24.023507030493843,C,51.11822100695444,-36.754602733637974,E,C,119.00259568000062,A,E,A,B,81.67847482558653,162.0057209476502,0
No,78,E,D,E,C,D,-29.119259509659845,81.30619707435913,A,-24.807852917952854,65.10716229720973,C,C,-37.75495167984332,A,D,A,E,-109.6421696543197,-102.00220914391404,0
Yes,30,B,D,A,B,B,4.982715954083047,114.32239637502828,E,30.584065947058274,133.97851974546876,D,C,39.76264943023086,D,A,D,D,-179.17579677109916,-84.35013529407281,1
Non-Veteran,53,A,C,C,D,C,-35.462032552702574,-0.13530353514662122,C,-215.0428335499627,69.59684862778215,D,E,253.07277671789822,C,B,C,E,9.87698069189855,37.43092105336984,0
No,54,D,B,E,D,E,9.207498054864574,-181.6721549606144,A,-14.62489949697775,-51.92518140468627,A,A,24.990584928435627,A,A,D,C,-83.00746676626657,-162.15171995313486,1
Non-Veteran,69,D,B,C,B,E,5.199314373636119,109.17099775501464,C,137.76440025440462,139.87520849971696,C,A,-91.15152006438034,D,C,D,C,94.15813916509218,-129.98736378769377,1
Veteran,67,A,D,E,D,B,97.2910931348799,-40.277636238915534,C,-52.56574332490585,-188.60591697262836,B,C,-211.30385157900048,B,C,D,E,-83.47373374848843,-93.63982501395606,0
Veteran,41,B,E,C,D,C,-60.98415205907297,102.76762062849755,D,-127.54779514550086,-34.906780810714345,D,A,-1.728263454076225,A,E,B,A,8.706396120207742,-194.81629191256843,1
No,26,C,E,B,D,B,-183.3523477177329,34.84922005264366,B,-164.40150151985432,137.8888373251874,C,A,76.2207208464468,B,A,B,D,-157.0179942101942,-145.10546633843572,1
Non-Veteran,77,C,A,A,C,C,-131.014466101657,33.438234214342415,B,-94.10453917231342,84.41187767053874,A,D,-128.84026846728855,A,B,C,E,-40.77287412809817,-38.46184033930115,1
Veteran,33,D,E,D,D,B,207.39828404419126,75.0808480466039,A,87.9548672953629,-55.76625141389545,A,A,-158.2615555295323,B,E,D,C,40.74342447550342,-88.60041023833746,0
Yes,74,B,C,B,B,E,-19.191545786772163,-40.98980804230582,A,-14.92585783165107,108.13650926498117,E,A,53.59731505508003,E,A,C,A,-167.53433211027146,53.01346897127742,1
Non-Veteran,33,B,E,E,B,E,-136.9814726199097,-161.64762128930948,D,82.1377359970122,148.5041749716171,A,A,-78.47746138469256,B,E,D,C,186.5956096396266,21.904990277763915,0
No,20,C,A,D,D,C,-52.12362943628733,-32.20198717249866,C,-6.096970821681957,82.99038535989605,A,A,-98.54419165430603,E,A,A,D,68.08483049137071,-48.17544753078145,0
Non-Veteran,63,D,E,E,C,C,-73.69229642499172,90.20408848142614,A,-206.5861235568513,-21.37504822670761,E,C,-42.33863143875524,A,E,C,E,17.979165343687157,22.78764381330838,1
Non-Veteran,71,E,E,D,C,C,-106.54388057899074,8.484399962875914,C,16.79786786041449,-57.98574897901702,E,E,67.46007290354109,B,B,A,E,205.23121656859092,125.653041451725,0
Veteran,37,C,C,A,E,E,-61.948626431733935,24.011201655291075,D,130.42365149555556,108.10870730065369,A,C,45.9905737944115,E,E,E,C,46.04690843869644,29.06623290933068,1
Veteran,45,E,D,E,B,B,29.533537617535107,58.54312601208541,D,138.95840938544174,212.14104537318218,E,E,-113.58425921664221,A,B,A,E,-63.26357419788658,-117.10939224372994,1
Yes,51,C,B,A,E,A,25.5913029534392,-153.39842708785727,D,35.14471916459394,-80.22470346569021,E,E,174.69555100540558,A,A,A,C,13.202651022095907,-106.58575876723546,1
No,60,C,C,B,A,A,-24.735033250673286,-102.4892785544737,A,220.64656569720026,1.5063256295221168,A,A,27.46325766264976,A,E,C,A,154.2076652895467,-54.01119307246163,1
No,73,E,A,A,C,C,126.23279663571827,-173.01531842791033,B,7.766671269722147,75.8945366065206,B,D,176.8083581976721,C,D,D,A,-122.9638758435873,60.67302450123435,0
Non-Veteran,53,A,C,B,E,A,-75.50551085076484,-234.83152882784526,C,121.97964622161896,-2.079847699953949,C,C,-5.821314441652419,C,E,A,C,44.78905311540024,-61.032251864296086,0
Non-Veteran,57,C,D,B,D,D,-18.727717598320325,84.25950763969351,C,-90.6552102053841,4.908406705061695,A,C,-43.25928767822432,B,A,C,C,65.47773539259296,-73.9256812081133,0
Veteran,37,C,C,C,B,B,57.840936619466845,-164.8385433147993,C,210.36155827552187,-121.08271639608957,A,C,124.07647144117546,E,A,C,B,78.24857143647287,-29.694758488885654,1
Non-Veteran,35,C,C,C,C,E,24.688149233322147,8.237776195462102,B,45.440561267887176,-115.48692004684071,E,E,41.449084851427294,B,D,B,C,19.161172863127895,82.67857807589023,0
No,28,B,C,D,D,B,-32.07500950832171,153.22627072066723,C,90.78406479450476,17.661695185561104,E,E,159.61979381810906,A,E,A,A,-123.97344895642868,-23.90779653222995,0
Veteran,65,B,D,A,C,E,221.30524061360722,-49.80635159184031,E,158.95121106803515,43.49543960088525,E,D,76.36763118461015,C,C,B,D,22.483451609456047,-97.89516419567704,0
No,26,D,B,A,A,B,-29.073210863623938,-40.607001372294505,E,76.96953218461422,-78.1662188025301,E,A,34.742818763826335,C,E,A,A,-19.927809330288294,-16.118019934322348,1
Yes,19,B,E,A,D,A,206.2707789817392,85.87634147461273,D,3.4344004173625637,18.87645563315774,D,C,59.84920672966928,D,A,E,D,-140.40777006795432,214.40136537475237,1
Yes,79,C,A,E,C,D,97.33206597380524,28.573379124066555,B,-130.02579040446506,74.9179362748554,E,E,-46.90128576171058,A,A,D,A,-34.78801198730873,128.341480624851,1
Veteran,59,A,D,D,B,E,-61.447897059452586,-19.646443924241716,E,-64.48601898280792,-102.9513101220108,A,A,-132.03474712428726,B,B,E,C,76.09607697998175,13.042505607829005,0
Non-Veteran,70,E,D,B,D,E,-89.83871605992887,-39.783091547391145,A,-57.930340765197464,57.850176037410606,A,A,-130.02945568387312,D,B,D,B,-111.17453456523198,-203.18589781332656,1
No,61,A,A,A,D,D,114.69400576018387,-187.83878665438894,E,-0.23629373746494697,-74.95302898832998,C,E,33.54827875829628,A,B,D,E,128.48754541909676,-349.21958916117177,1
Yes,25,E,C,D,A,C,20.421264142149116,-244.0957207543272,B,-63.75453238841718,-108.43904457387042,C,D,-156.11887560192787,D,B,A,E,51.16573112973975,-52.8349879730061,1
Yes,18,B,A,C,B,C,151.74020952298457,-0.7969113203031033,E,99.40489278340773,-15.268970502826551,B,E,-72.58233870650719,A,C,C,E,-6.699259873375987,3.5048400014489487,0
Non-Veteran,62,B,D,E,D,D,84.90949554377532,155.37103564194928,D,-115.8439331681639,70.24732296002033,C,D,52.07541095462924,D,D,A,D,-27.85924656485873,124.99767442405978,0
No,74,D,A,E,C,E,-11.43308679025016,69.3858099367792,B,70.04382351248032,-76.2101909306643,A,C,-217.74886427689202,A,A,A,C,30.15595242011156,47.301660815273316,0
No,47,C,D,D,E,C,-10.947847755870493,-95.89067700571282,B,-22.13631085283467,24.127550367226185,D,C,-101.91519202941421,B,C,B,B,-188.68918005081312,162.7613914674477,1
Veteran,54,B,B,B,E,A,-32.120808978187384,-76.18211160632346,B,98.19985004263054,-62.255430778514196,A,E,-101.62802178849799,C,A,D,A,12.085214511940281,-81.05376616549856,1
No,71,E,E,A,C,E,-15.23260053942158,-37.78752542493159,C,40.93119363149972,-81.27067867711688,D,C,-106.89715852257218,D,B,B,C,35.95996126212064,-30.720789709905173,1
Yes,20,E,A,C,A,B,-9.06720013034206,151.377144810837,D,-127.8179242141116,-64.76364474578747,E,E,-82.90673934547384,B,E,E,E,67.86356969722269,-61.419901201239945,0
Yes,22,D,E,A,D,E,19.491079377758812,-9.51800141412544,C,-295.2836277218792,-55.545453984899815,D,E,249.02826136770562,C,B,D,B,-66.70140426598984,-16.778289502404025,0
Veteran,56,D,A,E,E,B,54.220342728382754,126.63091485955881,E,-55.52284049791542,76.62617354286537,E,D,161.5639793903671,A,C,B,B,-74.38443648142832,12.75453500827332,1
No,21,C,D,D,B,E,103.88483796520612,23.292597300726253,A,-108.96089079905738,-37.19823801649831,B,A,94.17310051534221,E,C,E,B,91.34960384631584,61.95575686820961,0
No,64,D,B,C,B,A,96.16186333993414,-121.70084856707494,E,-74.9161415707029,49.18060710665828,D,B,-101.431715950807,C,B,E,D,-75.26081324217897,241.64042602853567,1
Yes,45,D,D,B,A,D,14.877078503031955,119.17658308057806,A,-66.04268051106622,119.87678372432316,B,B,-72.16527761614894,D,D,E,E,-97.54687658566202,72.82849817121459,1
Yes,36,D,D,B,A,A,-2.692791824142633,128.51193434331907,A,-37.002363489813405,-116.05508304501507,E,D,-78.15652091894836,C,E,C,B,-85.19426971829024,-85.52143079143143,1
Veteran,56,E,A,E,B,B,-11.240314708875502,49.548694501748486,B,34.612248823786004,-170.1778285404743,D,B,119.93332040510755,D,A,B,C,158.11030387186975,39.51741737323259,1
No,76,A,D,A,B,E,-24.58901253529068,181.78488949842892,A,-19.675159930247926,4.00794276642752,A,A,-222.85404269301935,A,D,E,E,41.31910697965636,56.45969621593145,1
Veteran,62,B,C,C,C,E,122.83362523820965,-64.6027097078576,E,-175.9622346788259,134.22810168704865,B,B,-3.410464624645135,C,A,D,C,100.87457744215607,52.170032389495624,1
Veteran,63,B,B,B,C,E,9.446649048760513,-191.50446466300914,E,-101.83984152630397,88.17108245543194,A,C,-55.2033593785588,E,C,E,B,-10.161286794827392,91.92240093150687,0
Non-Veteran,30,B,D,C,B,A,-82.22874685881122,21.82144624096331,D,-69.15691004876123,203.97669415834253,E,E,54.85295106896704,B,C,B,D,194.31769128887785,-21.732471627796922,0
Non-Veteran,20,E,E,D,D,A,-51.72721914316227,23.34832341660534,D,-101.05772533948907,-193.6343688082205,A,C,47.6689666530738,E,A,D,C,-38.933007958274004,109.8293171529646,1
Yes,69,A,E,E,A,C,179.67248545019527,-29.984729385646713,C,107.88274776092896,111.59783083741601,D,B,74.1867406954125,B,C,E,A,-21.934134159132142,-116.69747590172118,1
Veteran,49,C,A,D,E,C,46.5222535166204,-220.05836452678608,B,37.88760826673238,95.88183280851662,E,A,-0.09847188936681207,D,D,D,D,-29.55298415087843,-48.42459791502814,1
No,60,A,B,D,A,E,12.307245271887076,97.95786744958238,E,94.0601895604566,-117.15215928354534,C,A,16.949495131740864,E,E,D,E,-82.6626072087398,-41.685309409949795,1
No,56,D,D,A,B,D,-46.38668108876514,-39.27139002636116,D,-20.339076249695104,-96.76936191300733,E,B,-118.04192475827271,A,D,A,A,98.05880215313206,-118.84165529011672,0
Non-Veteran,62,D,D,B,D,D,113.84786535978051,52.54658895492658,A,40.20721821738991,-97.30264784192103,C,A,38.60184780827108,E,A,E,A,-6.107520684798587,81.88288958292512,1
Yes,56,B,B,D,D,B,9.801575021294356,-40.49444510274863,B,67.56674708316878,-92.80024207112689,E,D,65.12197676658683,B,D,D,C,11.257891309548336,-204.85423101143084,0
Veteran,53,D,E,D,E,B,2.0864720884107855,31.751459472467996,E,-253.9485413274172,-91.6397988408402,C,C,-145.38062301055137,B,A,D,E,-12.113527800758895,-133.65136145843442,0
Yes,77,B,A,B,E,D,37.082922798648106,50.38364324316854,A,33.03957247273755,-64.27333978697673,B,B,108.48463957598675,C,B,E,C,112.55692191257411,-205.92165701438793,0
Veteran,49,C,B,E,D,E,126.28156900605573,-74.26020558461178,D,1.2143785717016178,147.17382123265105,B,D,-186.24749110828895,B,D,C,A,-84.75851460805919,-111.72879772808741,1
Yes,40,E,A,E,C,A,17.978669261083112,3.202463780476905,C,91.63139262900867,-18.286413700952455,C,C,161.2356273638653,A,E,C,D,-63.38265035840646,-78.70105624162889,1
Veteran,77,A,C,D,B,A,-43.47744589952672,-201.08556975260802,B,208.0514442986934,23.534855306018716,D,A,0.78250552109001,E,B,D,D,20.44863562454415,-74.46893538244827,0
Non-Veteran,63,B,C,C,D,B,57.46817964253479,66.16799190928833,E,-43.491349341235235,-74.20504907022995,D,B,-13.995949227860798,A,B,A,B,-86.44216256160699,72.9512524120661,1
Yes,29,B,B,D,B,E,38.20486581540926,-55.12541394099291,E,18.426252764424397,-89.3324414560933,E,C,-16.55059550269491,B,A,E,E,125.69575590439885,-10.040926905563873,1
Veteran,27,E,B,A,C,C,-123.96466062584466,142.99042994644242,E,6.0521904646056734,278.9224955997076,A,D,-19.29032106835132,C,B,D,A,-52.46863353999067,23.3695145961439,0
Veteran,76,E,A,A,C,C,15.077158661784331,-29.104422316786344,C,330.8666074465282,-48.56693380853231,A,B,-120.44809569880763,A,B,B,A,-66.98676702459878,-2.0970601440493772,1
No,25,D,B,B,A,A,208.409607856823,184.51583367127296,B,-48.08599843961691,-39.730159698706906,D,E,213.7419580112482,B,A,A,D,-56.73302557159487,50.116216814096816,1
Veteran,79,B,E,C,C,B,211.01148204673868,4.740145400740127,E,-38.33716819808579,-175.14740955465214,C,C,-82.37756557323944,D,A,B,E,-153.08615847096,-51.22623132827358,1
No,38,D,D,C,A,A,6.85427570248464,-53.969299981898466,D,275.65827751730984,-114.50723742039051,D,E,28.681225933894044,C,C,C,C,51.92274474767052,170.9676449290756,1
Yes,77,D,A,B,A,B,70.44154649060273,-164.8885094071828,A,27.974038708929438,0.9342250617839798,C,D,-72.12831754753742,E,C,B,D,-26.557077745673308,53.09110557269957,1
No,77,A,A,C,A,A,-177.1009250529046,-182.7384564464215,D,-117.09265486303539,-23.10217316993725,C,E,35.29052444751471,B,B,D,A,-219.50565207755452,66.70312590947258,1
Veteran,58,B,E,E,B,E,121.51952093486426,13.2628721853767,C,-83.35650278239962,-125.1519444740774,C,D,-189.39578326237768,C,D,D,E,-66.77828619271492,-98.37131091454437,0
No,73,D,C,C,A,E,-42.31993809638454,9.75222541798648,E,-93.65538027975786,66.03561453194997,C,E,110.44776012320636,B,E,E,C,-104.32739399580436,213.89080669153074,0
Non-Veteran,71,C,C,E,C,D,75.29445851279196,160.50416024133523,E,-10.637077977978576,-103.81032563975351,D,A,-25.413963192262962,B,D,A,A,24.455132819137766,72.45841548865266,1
Veteran,48,C,B,C,B,C,-56.7421756888034,68.21219468961516,B,147.92109398353392,-133.19545640647266,E,E,-51.48902571114208,E,B,E,C,63.48476009665518,-68.05372756726555,1
Yes,73,C,A,A,A,D,-44.76870878726903,74.85782618472912,E,-61.70911496595951,-25.023503451824936,E,B,15.772476927654866,A,D,B,E,-50.66062496796734,68.96352621328546,1
Veteran,29,C,B,D,D,E,-112.59275656647199,153.51497850610698,D,-58.31364460368679,-79.9026474467644,A,C,-84.18420446533604,E,C,B,D,102.90495980155822,-83.30464765251757,1
Yes,75,D,A,B,B,B,85.35202396188757,34.034549916305686,D,-40.41426846771486,56.3774042970731,C,A,-184.53121316547697,D,C,E,D,101.84107912866827,390.2026495379882,0
No,47,A,A,D,D,C,90.20180566070962,11.325154011268568,D,19.562160007145536,-69.52482835812076,D,A,38.45828702805464,E,D,A,A,-49.226893702118545,82.51000310207857,1
Veteran,76,B,A,E,A,E,47.51182737340603,38.4520463525778,C,48.994578649543755,144.74789634182105,B,D,-3.938625003514139,B,A,E,E,205.52970950009018,-43.78413652938056,1
No,69,D,C,E,E,C,131.33864381711166,-52.33323017627478,B,54.982602452674165,177.69246243197446,C,B,1.8725123630905327,A,E,D,D,-50.66838838951882,-107.68500497503149,0
No,61,A,C,D,E,C,-130.11438862285888,-11.475528995760458,B,65.89857878807422,75.5164256333755,A,D,-57.760090939841604,A,D,D,D,-56.26289653156481,-56.09890310486354,0
Veteran,19,A,A,B,D,A,89.88228313759817,92.84656399472554,E,145.11211898670018,36.62323314417956,B,D,-238.96979101792795,A,E,B,D,1.6265721322661444,-5.266587294860716,0
No,19,D,C,C,A,D,-160.3377301433607,-108.77605882759754,E,24.372478989541815,-23.381149685731284,A,C,-23.441694267659127,E,C,E,B,-141.81816854346397,20.030460281572495,1
Yes,55,C,B,A,A,A,206.05807732923944,128.5304047318228,E,-56.713286266879,42.57120374363175,E,D,64.22906708316492,A,D,C,E,-59.15702998382337,74.17366701684136,0
No,70,A,D,D,C,C,172.17360863719279,26.52563356226956,E,95.98075615751432,-36.06103283676687,B,B,-66.66810895137442,E,C,B,B,-23.163176762155295,-159.6311253268861,0
No,76,A,D,E,D,B,20.550165733235872,8.548849426073511,A,-38.011159335079874,22.034773036302933,E,D,-72.131448650631,A,E,A,C,133.2352415327793,-156.69603599644978,1
Veteran,58,A,D,A,D,D,26.91130389542832,-82.30090872987923,E,139.3625321950683,-40.89632555663222,B,A,56.45236042777587,E,B,A,E,24.90628029295949,-61.67107862292415,1
Yes,79,E,E,D,B,C,-145.56221914258828,174.37782029710894,D,-47.066230802927436,100.95021170245298,B,D,109.71281701227052,E,C,E,B,59.95425883140647,-75.49496926242549,0
Non-Veteran,64,B,A,E,D,B,-33.7343455629431,-24.259790703720903,D,8.717924806252167,268.18385292184496,E,D,-31.33340763478066,C,C,A,D,-9.523909668313078,-118.78375278014684,1
No,67,D,B,C,E,A,109.82303617230755,40.713306912262496,C,-227.71010031216002,-227.4863285526703,A,A,-18.388286053516975,B,A,A,D,-39.57633554552188,-62.491447063237196,0
No,31,B,A,A,C,E,51.96011889998474,-67.98945679544589,E,-171.18630564625934,-18.38025366150407,C,B,-107.86773163078695,D,D,B,B,12.297333825722488,13.232143570878762,1
Non-Veteran,29,D,C,D,A,A,137.9913485591415,36.02630586099647,A,85.9243240031357,-40.26346536741523,D,A,-20.36986538662299,C,B,D,A,-221.86124942938537,54.46558769237988,1
Non-Veteran,22,E,A,C,E,C,83.01238315826392,-31.743003867618068,D,-91.59362097929824,234.2272968579798,E,B,161.21757270244598,D,E,E,C,148.2237418166,-28.507306505880596,0
Veteran,41,E,B,C,E,A,-37.15609886945416,2.8401579692262526,A,-24.582303078180246,1.7322088789255083,B,E,-103.95625668522808,C,A,A,B,201.6288809536193,34.861732934731734,1
Yes,38,D,B,A,E,A,2.953015412551443,-162.58761466278685,A,-147.96583147053852,81.3662832012663,C,B,-106.33403095725666,B,C,D,C,125.68361320269213,86.10550700230594,0
No,74,A,D,B,A,A,147.29726964897026,211.32682220649755,B,119.31851897120194,73.96065025327758,B,A,66.79671061804983,C,E,C,D,-14.367201621405387,-17.393313076502473,1
Non-Veteran,62,D,C,E,A,C,121.56328290521641,-193.94305750955735,D,-7.404241481256676,-56.65541558891436,C,D,-50.41515701598019,E,C,E,D,25.087582881504655,13.488226648984705,0
Veteran,74,D,C,C,B,C,99.14488138452214,-57.92664460354522,D,-22.064357239716145,-57.91608376232542,E,D,55.08254789448339,E,C,C,C,242.21691055631644,69.36768583076336,1
No,56,D,D,C,A,A,23.77619117118893,37.10403645123621,C,33.1912766416713,192.6853677460656,A,D,-162.68385603788266,E,D,A,C,-80.37534707493673,-130.65745095305087,0
Yes,55,D,E,C,B,C,118.00060761740812,-3.77410557599187,E,-80.66926890157794,68.31395958058744,B,B,164.52098868463153,E,B,A,B,-47.54047605332518,-49.14137637021271,1
Yes,35,B,E,C,B,E,-53.89383346842115,69.69261467740385,B,-16.21724033276032,-3.7026959496253022,C,A,-97.1982785555099,B,E,D,D,100.87496360840392,51.1120878462799,1
Yes,71,A,A,C,E,D,40.03259061261754,33.36543236347921,E,-70.37893558197287,-170.65249967646068,E,A,82.99801149216735,E,B,C,C,-85.7426111165887,261.83319113184587,0
Non-Veteran,43,B,B,B,E,C,109.9548224301714,168.91710317998923,B,233.22529024247999,59.04548430187595,A,E,70.99283054529461,B,E,D,E,111.29685381645878,272.40403093707255,0
No,34,B,A,A,B,B,27.20191001106118,-163.02945406760273,B,-22.84388442733271,-94.54844024934187,E,E,206.39576029783746,C,C,A,C,-130.23405872287847,-143.75470556445404,1
Veteran,20,A,A,C,C,E,-123.90150383728962,-57.28903784347409,A,-56.820006688426496,118.06397389366687,D,B,-24.590780234076668,E,E,A,E,-32.0168386682245,61.290916444575494,1
No,50,E,E,C,B,C,-74.50783747176185,-97.00901399212293,D,-205.23924863816956,-55.67104555913939,E,E,-48.472647869578694,C,D,D,B,184.06658155121437,-42.58245582599885,1
Veteran,49,D,C,C,A,E,268.37361712562114,-31.234433464494188,C,194.83570255437175,24.066329189667375,D,A,8.060690591015533,D,E,D,D,-2.270875440495224,53.95404360823826,0
Veteran,19,E,D,A,C,C,-265.8011449453591,16.427590564539056,D,18.842699692682384,15.464259996517276,B,E,83.53247566426887,C,B,E,E,39.95884744874109,70.70942271688322,0
Yes,26,C,D,A,C,A,-38.1080071695782,75.60533933769418,A,179.39398885077946,-72.26282514425239,D,B,-66.23961000319106,C,C,D,D,-90.53283468422889,-235.81715815633544,1
No,23,B,E,E,B,A,-132.188196232208,158.21075857357482,D,114.71810245261487,-55.28805924754984,C,B,-19.73259945683477,B,D,C,A,20.21474093004781,-38.07250437530274,1
Yes,37,B,C,A,D,D,13.438992050605275,38.913254475068825,C,59.70798860788867,38.16982876155976,D,E,-101.89015142132041,D,E,D,E,31.10907533332039,-69.33722853538795,0
Yes,55,E,E,D,A,E,101.34132436330015,-8.081114331140574,D,-43.69892967149177,74.16615746922304,B,C,-82.19865670722211,E,C,D,B,1.250531852568899,143.2211451411459,0
No,49,E,B,B,B,B,92.4472975294167,52.702808218937214,B,89.0899595042539,24.326449357904046,E,C,-93.09042189809459,D,C,C,B,-105.49466227019289,110.02137579857678,0
No,72,E,C,B,D,A,46.585007791330405,-111.36464514265816,B,-5.515815978428018,81.40578311189148,A,E,36.070992211668226,E,C,A,E,-91.61488153378735,202.11162092087451,1
Veteran,29,A,D,A,E,D,46.021555530137256,-17.818558794886815,D,125.177650361362,76.5729669517706,E,C,-17.239574857995454,E,E,C,B,49.187080738571005,65.62980409198592,1
Veteran,72,A,E,D,E,C,138.2177557255082,34.905986312683744,D,-128.0066458693574,194.93183860648293,E,A,81.27969526089377,B,C,E,D,-90.64735534482628,55.9546556662407,0
Yes,32,C,A,B,C,C,-34.56023791636185,62.391604993867176,E,55.17313984924355,21.610000240385176,E,C,78.66428623697222,E,C,E,C,30.479184840897865,59.82489310886302,0
Non-Veteran,49,B,D,A,E,D,147.89163035679957,-40.505442990858235,D,-112.9396401934465,-19.768227365324286,B,A,-34.59504552405317,B,D,A,D,72.34672394239846,-56.50404203775329,1
Non-Veteran,45,A,E,E,E,A,-23.206133638220898,186.0587632378258,C,-146.15635596872528,76.40805824761414,B,B,29.418865134558736,D,C,A,E,66.9870275402678,95.99230278435911,0
Non-Veteran,39,B,E,C,A,E,118.59163341154778,36.8177046882123,A,-154.2510308987778,-44.42957612872846,A,A,22.726988892744853,D,A,C,D,132.11948976801708,126.76445620969683,0
Non-Veteran,19,D,B,E,B,E,-85.52584331931135,41.5491517263459,C,-211.66705437418085,105.72233850680253,D,E,9.389184633938372,A,D,B,E,-196.07592252243813,-75.19405045587484,0
Yes,27,A,D,B,A,E,55.49041005333905,17.196542839410554,E,58.007311852097565,-66.9541254931759,E,B,-152.6504144395326,D,C,C,C,46.49988111238674,-5.610098316152609,0
Non-Veteran,45,C,E,E,E,B,-19.205394993870705,-11.995845708835926,C,122.7232960575477,123.01709070438578,C,A,6.645306888745757,C,E,E,A,-122.26635075037808,-277.10522328870616,0
