genero,country,sexuality,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
Male,Germany,Heterosexual,26-35,D,D,A,E,24.875147938057,D,84.16258810595056,B,A,-42.120985448647794,C,D,-4.4760056954422325,-19.343259571828867,E,B,-97.09337589985354,-153.3011577761774,1
F,India,Homosexual,51-65,A,A,E,D,-69.97208542207547,E,25.463888135568435,E,B,-21.231198029856465,A,D,99.17277068745011,36.024404633337205,A,D,119.62382882055087,-48.1949626407199,0
M,UK,Homosexual,65+,C,A,C,A,24.62453954248664,A,-216.2622837724631,C,A,-105.72006067183966,E,B,104.83187993348986,3.8937876792454236,D,D,41.96842454163923,-65.57052160928396,1
F,Brazil,Homosexual,36-50,D,B,E,A,98.430828182682,B,206.18370463168424,A,D,-123.22757269841462,C,E,-80.33801535536456,107.98196470971722,C,E,-77.80771922369527,-55.210742423056935,1
Non-binary,Mexico,Bisexual,65+,A,C,E,C,83.99264279351182,B,-7.739450151809958,B,C,-10.532070662010614,C,B,-64.01886297279476,148.5619566515873,C,C,52.00002821491646,8.990731676318127,0
Female,China,Heterosexual,51-65,C,C,A,A,21.237000641834005,D,64.77031044829732,B,D,25.517026614257503,E,B,121.39995271299786,196.07785832111992,D,D,14.454168376455254,120.10417142060217,0
Other,Other,Homosexual,36-50,B,D,B,A,123.1731270689317,E,89.1101289016895,A,E,5.645684076809627,C,A,9.06728118070992,171.14682227230475,A,E,-69.49582371400801,43.668923436983484,1
Female,India,Heterosexual,26-35,A,A,C,D,-122.2892388521867,C,-26.32125227873889,C,A,17.83300026768718,D,C,27.18656112241212,173.21717346702897,D,E,88.34994507142186,122.94746245958821,1
Non-binary,Mexico,Bisexual,36-50,C,A,C,D,-57.967615950983465,A,-193.97863012028128,D,E,-43.736357851124716,A,E,17.57377679172987,27.060385278394627,C,A,24.424813652201475,-73.34435227206832,0
Female,US,Homosexual,36-50,A,D,A,A,108.69866511036066,D,23.246144575111334,B,D,-38.66293090303155,E,A,69.17655600044593,129.84541330015585,D,E,16.370805575413453,-10.093492938841035,0
Non-binary,US,Heterosexual,18-25,B,D,E,D,179.20813757094325,C,67.66935993869984,E,A,117.58858779133101,E,B,264.802544013092,32.50304862654658,B,A,-63.03937380430556,-108.71716449104083,1
Other,China,Homosexual,51-65,A,C,B,D,-106.46010430249919,D,-154.3129230581237,A,E,222.98530358683863,B,D,-108.3778165743712,-47.38183518715218,C,B,-91.10652687622917,84.39433684585893,1
M,US,Other,51-65,C,E,D,E,-27.922748069516484,E,-5.072770490234444,A,A,-211.4773253487687,A,C,-84.75645172054644,72.68133667353409,C,D,-61.721070973898264,41.65452114952436,1
Other,Other,Homosexual,18-25,C,B,E,E,2.4034495490924583,D,161.41160433495693,C,C,42.761547517013334,E,A,47.50044831443851,-3.1691544372591336,B,D,-17.19576219019242,-75.7702122471542,0
Female,US,Heterosexual,36-50,D,A,C,A,-37.567110944626556,D,54.60166726563828,A,D,131.9415438658697,B,E,55.79092411130663,-111.82957959329853,A,C,-40.16327412755376,-60.17708115063175,1
F,Mexico,Homosexual,18-25,A,B,B,A,14.621806386438374,D,139.9355348075029,B,C,-1.0319644274395114,C,A,83.13027835832992,52.03693623680542,E,D,16.80546447141467,-87.10229684599086,1
F,Other,Other,51-65,C,E,D,C,-150.9845035661125,D,78.04332674253462,C,A,18.783235738326994,A,D,-205.0852557425216,192.17461616608392,D,B,85.68987518715092,38.08814641750477,0
Non-binary,India,Homosexual,36-50,B,B,B,B,58.29246813033876,C,-38.95793249909388,E,B,-45.850039318779444,C,A,-62.80947000691543,128.78424060312076,A,A,-26.28287168409031,-96.61971303614794,0
Female,Brazil,Homosexual,36-50,B,A,E,D,73.63725529137331,E,-56.485220505347975,A,A,-125.1053411848985,C,A,-59.392991669339345,77.13925063145632,C,D,-40.16538662092969,59.48767639895166,1
M,China,Homosexual,51-65,E,D,E,E,132.10999858488276,C,46.52378684921542,C,A,-14.733248815599326,C,B,-56.144151415585355,131.22176680179604,C,E,-39.227526297946994,-35.10957583504224,1
Other,Brazil,Other,51-65,D,A,D,E,63.74757784211924,C,-61.06290782844361,B,A,-57.26229534113547,A,A,143.72553018853708,-49.40314337457467,D,A,111.49903329561417,-106.03020273116633,0
F,Mexico,Bisexual,26-35,B,C,E,B,94.69512263085814,B,-38.34203606191997,A,B,-157.14574136703334,A,D,35.775372128548774,72.60172331561688,B,E,-73.48372631210219,103.51776333557068,1
Other,UK,Heterosexual,36-50,D,D,A,B,90.1958418467139,E,57.20616203988727,C,C,-93.45134322606063,C,E,-87.267221972694,138.2322488501048,C,E,117.43388642749721,-145.50373545196382,0
Male,Germany,Homosexual,36-50,D,C,C,B,-143.38513163839235,C,17.721100415381414,E,A,-89.4109677010404,C,C,-9.65881868947254,-3.707277223887716,D,D,171.37410951510896,-62.00679401163423,1
M,Other,Heterosexual,18-25,B,C,B,A,-139.47030825151407,B,141.91473409274394,C,B,-146.50088683807346,B,A,-35.93788273730239,65.91926863271382,A,C,-137.80791152987464,59.70473808274082,1
F,Mexico,Bisexual,65+,E,B,D,C,13.044620416275038,B,-48.68094941771544,B,D,189.01967238472028,D,A,23.80712245978132,91.30903410723546,E,B,91.88551793835144,-69.64499901846469,1
Non-binary,China,Bisexual,51-65,A,B,D,A,-24.392822729376938,B,136.00338791692113,E,C,-9.5502759789734,D,B,5.332186626041175,-9.72104263345729,C,D,-174.31522978303678,-29.561008638699793,1
Male,US,Bisexual,18-25,C,D,E,D,-23.710690939561044,E,-180.20175607521585,D,D,-107.34285986761569,B,E,159.79628292619762,-16.968707176710417,C,E,106.68350594664906,-41.951774456946026,0
Non-binary,China,Other,26-35,D,E,A,E,-2.9874586039741433,B,93.20262655471902,A,C,-65.91414880122863,C,D,-121.41095270368713,28.9327903159371,A,E,-37.606258213443915,58.32736437932148,0
F,UK,Other,18-25,C,D,A,D,-162.58867026094032,D,75.92475284687248,A,B,123.31221437478568,C,D,-16.014696088269826,-47.86127231995526,D,B,-88.38568848664093,-313.33989354692164,0
Other,China,Other,18-25,A,C,B,B,94.96616428181409,B,4.535649791016497,C,A,17.14560579690021,C,A,196.52242780376469,22.259093474901462,C,D,183.90198115953186,-36.18831969226551,1
Other,Germany,Other,51-65,C,A,B,A,-20.06698007024365,B,165.9254497270912,D,B,-33.33664603430794,B,A,97.40205601856235,56.2637250059643,C,E,-36.815717103103644,44.750645215681345,0
F,China,Bisexual,51-65,B,A,E,E,-139.8244999885803,B,-33.81996801219385,B,B,38.30533113130943,C,B,47.52606739249344,-236.09913563365495,B,E,1.7820910963707204,37.829431881908654,1
M,Brazil,Other,51-65,C,E,E,D,-27.86764325255129,B,33.53754753686733,D,B,-38.43379738193741,D,D,53.694311321128566,-82.56552622197462,A,C,142.99869779636342,2.073719978190235,0
M,Other,Heterosexual,26-35,B,B,E,A,23.63108729270624,C,-171.45260196952862,B,C,19.029939639259297,A,A,-202.30813512063648,-31.1841390925651,C,E,-88.53590594605924,-74.78320948455229,0
Male,Germany,Heterosexual,36-50,C,D,D,C,-14.639594321012014,E,45.71880882099881,D,E,166.64825624057883,E,D,30.681784116254924,49.56818848187654,A,D,45.9334223561347,19.384099117016643,0
Female,China,Bisexual,26-35,E,A,D,A,-61.429834521455525,C,210.92597020801165,C,E,72.54813409288684,A,C,-116.60485369640237,-51.59137036649286,B,A,-18.059819762642356,-68.76387163595336,1
Male,Germany,Other,65+,C,B,B,C,-41.8828744678394,D,-196.38811978921308,C,E,-42.804370140034806,E,D,-130.7279816836571,110.33187477114186,D,C,-106.54255118230071,36.11758350926444,0
F,Brazil,Bisexual,51-65,E,D,B,D,-211.5723770334009,C,-58.220369742911814,B,A,63.38224638057173,A,B,66.5121735656075,-1.9589969340461664,E,E,37.283176006660156,10.267641986970146,0
Female,Germany,Bisexual,36-50,A,E,E,D,-129.71925990629057,A,-121.33167451969263,B,A,-128.60710458194197,E,D,-181.9932911813089,-4.144980255752414,A,B,-40.21407667533897,83.66428736816911,0
Non-binary,Other,Other,51-65,A,A,C,A,24.826521967389706,B,144.98463703921638,B,D,-8.707377707009456,A,E,-45.63362160404603,-208.71338823183785,D,A,-6.665111459968934,-31.5129468268779,0
F,US,Bisexual,36-50,D,A,D,E,132.26075231628752,C,-3.890503727094456,C,D,156.9228456606579,E,E,-184.0377418653226,-205.45941336478526,A,E,-103.50880665440076,47.65803907762833,1
Male,India,Homosexual,51-65,D,A,A,D,27.847931303854374,C,39.438159936958456,C,B,13.615505427453249,E,D,151.44542592066603,-36.88353040904264,A,C,47.74772361908759,-115.38168756486589,1
Male,Germany,Homosexual,51-65,C,B,C,C,-67.09597908797213,C,102.93820759983477,E,C,-68.19989908782644,E,A,-13.791978793675527,1.286200343840014,D,D,6.3819452906497505,111.92430928174784,0
Non-binary,Other,Homosexual,65+,C,B,C,A,91.03258606926381,C,-77.36695134887557,D,A,-104.71889114067412,A,B,200.10046707919113,262.72647525426885,C,E,-217.98144089721544,-152.26620419225972,1
Other,Mexico,Heterosexual,18-25,B,C,E,C,205.2183865374935,B,53.351026964468,E,B,-92.0823640608674,E,C,-30.476854615180255,89.00811770763569,E,E,22.361587567311883,-101.01755633256249,0
Other,Germany,Bisexual,51-65,B,B,A,E,-122.9577189715444,A,31.456844722292647,D,C,135.6866690352897,B,E,-120.56028310841339,-217.41762610132108,C,A,-104.6589234213453,-148.16386581202326,1
Other,India,Bisexual,65+,B,C,C,E,109.6853971685376,E,-56.024719350835426,E,E,1.3854017142434065,B,C,-18.57582369458462,-34.61899889444977,A,C,-167.67508000526203,26.02744717135951,1
Non-binary,Brazil,Homosexual,51-65,B,B,C,A,-78.96093080266999,A,-117.30739851682934,A,B,-40.123738526098016,B,C,56.24182160270282,78.15999196025543,A,C,37.42400651698875,-34.171108255614854,0
Other,India,Heterosexual,36-50,B,A,E,E,108.38813548162716,B,-91.87559963777558,D,A,20.141659474459985,D,D,70.65358492060706,-35.53154212242345,A,E,-109.41056917286079,-39.5287076474751,0
M,Other,Other,36-50,B,A,E,A,146.46169590172664,B,17.185609459759338,B,E,77.14213024925817,A,D,103.20933548424125,32.28600420865353,E,C,-116.5607519734686,-103.7355004283621,1
F,US,Homosexual,51-65,B,E,A,D,24.31470969295984,D,-20.071503016024263,B,B,-47.48807493498035,B,D,84.91647303576381,124.01714395241508,E,D,-125.60966429590741,-122.81435049416946,0
Male,Mexico,Bisexual,65+,C,D,B,A,0.2581811729985727,D,-55.97070660953031,A,A,-5.834580894234029,D,E,-148.70900108575154,175.03313552915415,E,A,-165.71493977031565,-75.41300698085729,0
M,Mexico,Heterosexual,65+,B,D,C,C,79.83786747472192,A,-92.45920293642662,D,B,-111.28298080420048,B,E,-103.7163607913667,89.95354421278749,D,E,46.614579584931654,-2.532493674999725,1
Male,India,Heterosexual,65+,D,A,C,E,7.572174237875211,B,-15.542971327945773,A,A,116.71040377726297,B,A,-130.68836460002353,82.28778079825423,A,B,-17.307017816373335,-69.68494463027234,1
Other,US,Heterosexual,18-25,D,D,A,C,-36.515715468018016,C,-36.66832634601423,D,D,53.44947735019275,D,D,164.90886289525315,54.97603560006134,C,B,-77.88584684210316,-66.16559438084792,0
M,Germany,Bisexual,51-65,A,B,C,C,-175.57970609600304,E,-11.81303503068447,B,E,15.068869363219195,D,E,44.498125225073835,63.223954568274124,E,E,-159.490796914026,63.699653999151806,1
Female,China,Homosexual,18-25,B,A,B,E,67.5743236140714,B,-67.69668663366257,E,B,-143.01597830720436,B,A,-58.31246413293779,332.04884492534563,E,A,-59.50308511112251,44.13413075100452,1
Other,Mexico,Bisexual,51-65,E,C,E,B,-22.368775129943337,B,-35.06152045637362,D,C,10.79373218151574,D,E,-70.15645396283942,-221.35983530499078,B,B,-150.41856057353263,-104.72242576330868,1
M,Other,Other,26-35,E,E,D,D,59.143988271940074,D,-118.47869477327609,E,D,96.36600902094962,B,E,40.13141141471302,-169.6686629977772,C,C,75.10316958114385,-159.82954578037575,1
Other,UK,Other,51-65,B,E,B,D,42.12115749260535,C,-70.42410947113966,A,D,150.30426802588948,D,B,8.936406886045491,110.68681430975565,C,C,20.456554432955926,45.0492588989577,0
M,Brazil,Heterosexual,51-65,E,C,C,B,68.27130871057412,C,129.83312940816873,A,D,106.7885616225511,B,D,-34.71566253810171,70.17888462162904,E,E,-24.325871154823503,-1.2924270628306282,0
Other,India,Homosexual,65+,A,B,E,C,101.58547688864417,D,89.6226628907107,E,D,-90.90367865973579,A,D,60.457946788957884,-115.67526178312642,D,C,-41.13235919181877,-191.61602298376465,0
Non-binary,Germany,Bisexual,18-25,E,E,D,A,-21.206264981959514,D,-229.66901115020738,D,E,-100.0784034404584,A,B,68.70042264014529,-201.3299685490617,E,D,-107.05508421871474,-7.038974777385151,1
Female,UK,Heterosexual,36-50,C,D,D,B,19.081904110996213,C,95.81037021531137,A,B,-32.87326504568181,D,D,-132.83165980926265,-72.60589288646304,B,B,99.3024773661388,-39.82287870756298,1
Other,Other,Bisexual,51-65,B,E,C,A,-33.7100972636107,A,-29.53625171811018,E,E,-96.46503454875035,E,D,-90.36209326073916,96.0339434084214,B,B,-74.78062006072408,24.172969120280182,0
Female,UK,Heterosexual,18-25,B,E,C,B,71.9873211831184,B,15.78016977308204,A,B,3.3624323434702825,B,B,26.641410760340694,-7.93616931486858,D,C,126.13569022765631,71.76970602224873,1
F,Other,Homosexual,65+,E,C,D,D,-112.911772642988,B,108.48543931470118,C,D,-98.17663087165218,A,D,129.55117005584168,-28.58345513576514,D,C,-84.10124889061464,-143.1580649801503,0
M,Mexico,Heterosexual,65+,A,E,A,B,-59.24956698590827,E,83.69616258384804,E,A,41.204243777338114,B,E,103.08754913287437,29.747100698641344,B,C,-15.698346863349608,-1.7989282861299214,1
Female,Brazil,Homosexual,65+,D,B,D,D,-41.33661158083499,B,-75.12002080918975,D,E,48.17971533925064,A,B,8.969215165456056,147.46285333380555,E,E,-115.03753265947259,120.28884722109672,1
F,China,Homosexual,51-65,C,C,C,E,13.346388058496524,B,55.043714508904074,D,A,-155.71243616977856,B,D,21.054663456927607,159.50928392199444,D,B,-20.39742595845689,-76.58091947865856,1
Non-binary,US,Bisexual,51-65,B,A,E,E,-77.01256843443825,C,-111.56593481521023,D,C,-160.41412330123376,E,B,-267.6791365877547,-12.493556723965739,A,E,-68.82622314762696,-36.17323741156971,0
F,Germany,Heterosexual,36-50,D,A,D,C,-46.96557752224003,E,-139.01164299940473,D,D,-93.71051097561252,A,A,-101.2338668919294,78.23404066622174,A,D,150.42142423336097,109.15722570034758,0
Male,Brazil,Bisexual,65+,B,C,B,D,-19.0710066937893,C,16.206161372167234,E,A,12.123377466828074,E,B,-3.1773367654880773,-65.0377850900679,D,A,-63.7788347696015,-66.74534732286247,0
Male,Mexico,Bisexual,51-65,B,A,A,B,-32.31799851764014,A,-149.39687674934902,C,B,-148.1958173378985,B,E,34.87941474814845,-38.99073769845252,B,B,-20.265797096382858,-25.06661904484655,1
Non-binary,US,Other,26-35,E,B,E,B,0.8204678318159483,E,37.68499289376849,A,A,16.238225016349006,B,B,-71.52268912893133,-17.290128156922883,D,E,-246.65503784544677,46.753186297404795,1
Female,Brazil,Heterosexual,65+,C,D,C,B,-1.4699414728079998,B,25.870953946411284,C,B,108.63203273167518,C,A,-43.09280742298394,-60.27673099415086,E,E,15.139408073377322,-85.11423256321825,0
Non-binary,Brazil,Bisexual,65+,D,A,D,E,-31.920331984791737,D,-76.21270535288629,D,C,-0.2195209413020417,D,E,-46.418638833611126,78.28846971232115,B,C,6.687856499946862,-46.80641746695062,0
Male,Brazil,Homosexual,36-50,D,C,D,A,-21.333950549580173,C,-135.85917699339873,A,D,25.152557993912755,A,A,60.204738397508606,40.193485146120075,D,B,7.892400292195154,237.47399812299102,0
M,US,Other,51-65,B,D,A,D,-8.572161144359622,B,-104.38503427660221,C,D,54.936167295696556,A,B,-118.12750177962165,71.40016494958653,A,E,-125.20508383116172,242.04679168302437,0
F,Mexico,Bisexual,18-25,E,D,D,D,-24.713977241060707,D,203.87882834188687,C,D,143.91489725314105,A,B,41.1147221171563,-139.52052305383788,C,D,0.12602130098930772,-97.85662963743779,1
Female,Germany,Heterosexual,36-50,B,D,E,D,29.159509422836933,B,98.79326391036952,A,B,-47.9712241430183,C,D,-13.634157685667937,154.55890225007212,E,C,-201.1272950479007,-21.840846064520385,1
Non-binary,US,Other,65+,B,B,D,A,21.551938133744347,E,60.14786839902199,A,A,53.58887126563001,D,B,-177.68580363991774,82.42702480613802,A,D,116.97587960828324,-58.403819739896804,0
M,UK,Homosexual,18-25,C,D,A,D,-112.51833150211318,D,9.383082885532918,D,E,64.25136758839093,B,E,-3.9914165253279967,-73.14578282834138,B,D,-136.0729851045783,-85.99322941763717,1
Non-binary,UK,Bisexual,36-50,C,E,E,E,54.667020758888526,C,69.29124446336327,D,D,186.13658949634493,D,B,176.8013006142394,-30.317732200303343,D,C,-200.4906249650353,-155.491948530041,0
Non-binary,Other,Other,26-35,E,C,B,C,96.18608219488961,B,-59.5652447921126,C,D,-3.065443918519066,B,E,-408.9176058915191,169.56810054635122,E,B,129.8715744525704,-33.90237266984572,1
Male,Other,Heterosexual,65+,E,A,D,A,73.3104990075415,C,-21.11204739848472,E,E,21.788629365471557,C,D,-24.839526190253437,-102.13779688798684,A,C,-26.93749745252204,-73.7324671167302,1
Male,China,Bisexual,18-25,E,C,C,E,127.2463085311276,C,-83.29936963892177,A,E,-154.38411972453815,D,B,147.48961622634505,-19.967353244491083,A,B,-43.65308692432571,-55.55959369703714,0
Male,Brazil,Homosexual,65+,C,D,B,C,119.95879580769339,B,-140.98203083691584,A,A,-92.1311264907023,E,A,118.3817061565692,-71.31468454445965,C,D,-68.18172820557467,-66.72584889851369,1
Non-binary,India,Bisexual,18-25,A,C,C,A,167.24754926743248,B,-80.55802903250537,C,A,-222.4072280516236,C,E,-210.85716705993437,-15.212151375513713,A,A,33.95254487365626,197.8802998269149,0
M,UK,Bisexual,26-35,D,E,A,D,-59.19567512006029,B,-47.844120501816214,C,E,59.93322228711702,D,B,25.37218443275991,-6.540244956533929,A,C,-2.561081218225852,-76.04493878597593,1
Other,Mexico,Bisexual,26-35,A,C,D,C,-83.88911231913224,D,53.916515163268976,C,E,73.75330511767149,A,D,-13.016022433633692,-117.55924386746462,D,C,67.86803397447558,99.69722615821738,0
Female,US,Homosexual,18-25,A,B,D,C,99.71495137688586,D,73.4520387904389,B,B,-40.14933884553589,E,B,-39.633755421577334,77.07377112268406,C,D,66.13882708154236,187.11430977897302,1
Other,India,Homosexual,26-35,C,B,C,C,24.624594181127023,A,137.40374554639402,B,B,-21.784225192319322,C,E,140.0365117596432,117.90192712634999,D,E,81.53003469284886,86.37652575920893,1
M,Brazil,Other,65+,C,C,D,C,54.49075051806641,D,-11.15157904549021,A,E,-35.90979335990115,B,B,-42.13973584205781,-94.09532088715909,B,D,247.53137822873023,-123.1717225843135,0
Female,China,Heterosexual,18-25,A,B,B,D,-66.44094259042802,D,36.07603681944158,D,D,-90.69453150386127,A,C,-98.4871904242775,-19.327611862889977,E,A,-64.76357155420031,89.1685948647546,1
F,US,Other,26-35,D,D,E,A,-143.94457368121215,A,-29.508479802600863,E,A,-67.66675673709148,D,B,-98.3259342401176,-8.697423451268516,B,D,32.31129563410648,40.175898358192,1
Non-binary,UK,Bisexual,26-35,E,B,C,C,92.9218602028296,E,-131.1487945530765,A,D,-62.18854121009221,D,D,98.28618408978521,0.0011296532862614759,E,C,-86.47956560692637,47.150530899780854,1
Non-binary,Other,Other,65+,A,B,A,D,47.38054826298381,D,61.790688717938544,E,D,95.60510570548118,E,E,-6.88740343999032,-13.728893699669054,A,A,61.220362671751616,-2.8626532418853254,0
Female,Germany,Homosexual,36-50,D,A,E,E,9.85203707250943,B,61.13889685985111,A,D,32.21857497019847,E,C,-176.0959510202886,93.15025619083727,E,C,134.9726568780814,-116.94471470494081,1
Male,US,Homosexual,51-65,B,A,D,A,-162.24391131497347,B,228.33543966746132,A,A,129.96585338325107,B,A,54.68013851842672,59.191597441349316,D,A,-38.38992044777878,-82.42643037957076,0
Other,Other,Heterosexual,36-50,A,B,E,D,176.0556620241403,D,-47.75399284847767,A,B,-161.8745395929798,D,D,166.64506374634055,-70.79402936009465,D,B,-87.69832091320289,139.3003960076766,1
Male,China,Bisexual,51-65,E,A,C,A,-92.48044487461259,E,53.70991337292023,D,D,-228.46887221405422,C,E,-113.74379853758178,-61.90486883539062,E,B,-7.976467590182014,126.93542067126651,0
Non-binary,Brazil,Heterosexual,36-50,C,D,D,E,36.385578769290795,B,-90.85160418413558,D,A,200.1301157806865,D,D,122.72797718094297,-71.9334972184258,A,A,108.17802653817208,-183.77142314894277,1
M,US,Heterosexual,51-65,D,E,C,B,-160.32385842754,A,-49.762559131536584,C,E,-65.09466852003435,B,D,-44.23330527627405,39.556698440973754,C,A,-56.804191837302064,96.83616868773349,1
Other,Other,Bisexual,26-35,A,E,D,C,-156.22112629350477,D,111.14357937453683,E,B,-98.05744049022131,E,B,-19.771291367208097,-87.99708972871626,A,E,33.11968626339507,-183.20111014929518,1
Male,Brazil,Other,18-25,E,A,D,E,-91.31027633999189,B,264.78485887376496,B,A,-79.1957632653041,E,D,-40.115833672282506,-68.49067935294623,D,A,-210.5201284855648,-90.39870645751292,1
Non-binary,UK,Other,26-35,C,C,D,C,21.276751811041887,B,73.3179476865958,E,A,-159.7017337770856,C,A,-26.93940765324689,-10.651377968613852,B,A,154.62695540745185,-53.494177204422556,0
Non-binary,UK,Heterosexual,18-25,E,B,B,B,132.7180366008225,E,62.247658799770754,D,D,71.35314097794682,E,E,-95.76011118510408,-92.42115815227257,C,B,-70.14012674999648,82.66462896116347,0
Male,Brazil,Homosexual,65+,D,D,D,B,185.8879962910353,B,-187.59659542858708,D,E,-123.51413566895289,E,D,-6.078176051083313,-116.6544252679675,C,A,-110.41180382194378,-69.50294632401622,0
Non-binary,India,Bisexual,36-50,C,E,A,D,107.7265545694812,B,23.547959751127614,A,B,41.36915870516365,C,B,-216.4471696027765,8.754367236731182,C,D,-12.03133922915663,82.855655854677,1
Male,Mexico,Heterosexual,36-50,C,B,B,D,-119.75732015849931,D,-47.28238296489471,B,E,49.082605189141034,B,C,144.88196055820134,-174.90371655838555,E,C,-42.92144742047449,-72.9157440083609,1
Male,Mexico,Bisexual,36-50,E,C,B,A,-174.62138357390137,B,157.76268575954643,C,B,159.75340159719423,E,E,-11.883072629350437,-51.32081108808413,C,C,-142.5272120144057,-32.42019556862778,1
F,US,Heterosexual,65+,B,E,E,B,-183.5124331313568,E,-154.36176182785738,E,C,-94.06216095172911,D,D,-80.46380795291918,28.293499432277798,B,E,-8.296563337652032,11.712131131443114,0
M,China,Heterosexual,65+,E,C,B,A,162.31722918154583,E,-136.9740905890344,B,A,-37.92358511704915,A,E,111.72872040090873,13.285431913207807,A,B,-13.548192241685816,52.981560764559696,0
Other,UK,Other,36-50,A,A,E,B,-156.50403333458448,A,-60.616617349303816,E,D,-23.06401658460298,D,B,-196.12523161774214,242.0214352029892,A,A,146.1518033535067,32.51584665706582,0
F,US,Other,36-50,C,E,E,D,33.46076755199775,E,-115.96178672570568,B,C,153.9471946476255,E,D,41.484719762770986,-115.11651105478468,E,E,102.91751349024926,85.52102546704555,1
Male,Other,Homosexual,18-25,B,C,E,D,-115.01878381382969,E,119.94517770791484,C,B,-112.09465542153374,E,B,-98.4748362801373,-89.1477743972635,D,A,-62.91921935770255,-62.94484363306081,1
F,Brazil,Homosexual,18-25,C,A,C,C,-110.01485712118215,A,89.85219395842842,E,B,-40.491175932781886,C,D,-55.69381737011414,-31.230138604322903,E,E,95.18417207991162,-136.43104587582252,1
Other,UK,Other,36-50,C,D,D,D,43.98261008756777,B,160.94797065233456,D,A,0.9657499175221734,A,C,-95.83608999692349,-111.29734497071495,A,D,-30.784145506421257,141.29619079576054,1
Non-binary,Mexico,Other,65+,A,B,C,A,-4.683091816170891,C,-47.2286920551379,C,C,39.77525991785383,B,C,-43.979023362436884,-153.09911513414502,E,B,-20.42960427766065,-45.979421252346384,0
F,China,Bisexual,36-50,E,E,E,A,-41.699535375686715,B,-30.711057942529973,B,D,-195.15395162292427,C,B,-16.228620235223186,-79.41660115922976,E,E,-138.714242846182,40.471775048423126,1
F,Germany,Other,51-65,B,E,E,E,99.928858660101,E,46.292695986278076,B,C,-155.6110596365633,A,B,223.1161393993569,73.33757596979596,E,D,-128.45148779168562,51.50672965449602,1
M,India,Bisexual,51-65,C,A,C,D,48.0164842589635,B,-19.81762071616446,B,C,21.52143671678271,B,A,139.09853839452825,60.018843507486984,D,E,201.05303672634128,-25.774056865163093,1
F,Brazil,Homosexual,65+,C,C,B,E,200.7020237229366,A,-126.23649977948972,C,B,2.500204479695714,C,D,143.5865759486503,39.397052634422366,E,D,-150.56528295929644,84.3587728004668,1
Non-binary,Germany,Homosexual,36-50,B,A,B,E,-5.383023324547876,A,-25.73269724640632,C,D,121.95031196131652,B,B,9.470795412727124,18.6796668168046,B,C,-225.71028666315033,60.96751884122176,1
Male,UK,Heterosexual,51-65,C,A,C,C,-69.31506031704416,B,53.55217857867609,B,B,169.43945602793983,D,D,-97.87903320678059,37.40606572091743,B,E,48.8979075922979,29.44586911720823,1
Other,Other,Homosexual,36-50,C,E,A,B,18.710790123451854,B,-111.63291330151341,C,E,-40.84313086169536,C,C,151.72846586141546,-30.155839341244057,A,B,-55.4488692509083,-15.820463056177722,0
M,UK,Heterosexual,65+,B,B,D,D,39.762867930039526,D,-96.84908208253397,D,E,51.72785763286463,B,D,16.57879537337042,-116.8300673457934,E,A,-32.547442075827796,98.81467747488831,0
F,Germany,Homosexual,51-65,A,E,D,C,147.00875169516203,D,-56.24842212831867,A,A,79.40409421793211,E,C,-77.42330876383741,-47.112607026398265,A,B,9.60156295175131,91.6130008807921,1
Non-binary,US,Bisexual,51-65,C,A,C,B,-51.337638669265054,B,-18.341785599667478,E,E,-112.79154030691858,B,E,48.00641574265089,-7.2854734157390215,D,A,-12.68286563862214,68.21894549340769,1
F,Brazil,Other,26-35,A,B,E,C,38.57751697536667,C,93.57818965703139,B,A,-1.3141028388045757,C,C,-107.49061831768213,129.22292303831796,C,E,-13.409799007147175,-42.292873716695446,0
Male,UK,Heterosexual,26-35,B,D,A,B,242.80220076102395,E,100.26921929263213,D,A,-165.81726524978356,E,E,-80.10342571509389,44.70113981935367,D,C,30.12524748494398,41.09675204996596,0
F,China,Other,18-25,D,C,D,E,-111.12794897461211,B,-28.561433587568274,E,E,167.81794538067038,D,D,113.16091930241699,27.82783975046059,C,D,-53.32780553795501,-57.80934842263304,1
Non-binary,Mexico,Heterosexual,36-50,C,A,C,A,-11.74179048299647,D,-37.326478500269296,C,A,-124.72180812468265,D,E,8.878154763138003,-131.99344142552675,C,D,60.14017126949188,59.995130359336024,0
Non-binary,Mexico,Heterosexual,36-50,D,D,A,C,241.14433313611846,D,30.27032973373707,E,A,-46.054138392110104,E,C,15.055744848575998,-29.16047477196228,B,A,-54.18291788595704,-162.6891836354685,1
Female,UK,Heterosexual,51-65,D,D,C,E,35.66164589461703,C,-156.5130630537698,D,C,54.85852980731689,A,D,15.653272818440497,51.84514886162744,B,A,-0.00849196288492257,-39.12738179775231,0
Non-binary,UK,Homosexual,36-50,E,C,C,C,63.10759109711363,C,-109.73385308952939,C,B,-72.04293306760707,B,E,-186.90838383444816,-46.052335424254906,D,C,-262.2948880860464,121.2125638272914,1
Other,China,Homosexual,36-50,D,E,B,A,-51.505167339333845,E,-79.85557669483312,D,A,103.0401348120479,B,E,-69.54940346890261,-163.59350602397404,B,E,-131.45054665512177,-45.206495346087195,0
