age_range,Veteran,nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
26-35,Yes,Mexico,8.241460893190323,B,B,D,-146.57306043625923,C,D,-85.9329733904223,1
26-35,Yes,US,-10.923076448832605,A,C,C,60.4540457609905,C,B,-55.74240711336456,1
18-25,Yes,Germany,44.08685392005921,E,A,D,65.27920203012926,E,B,-21.858587354083152,0
26-35,Non-Veteran,US,18.297959381073145,B,E,A,236.14887883240777,A,A,-108.92410789874887,1
36-50,No,China,88.96199274750334,D,E,D,-96.31299270381591,C,E,-1.2041730343346446,1
51-65,Non-Veteran,China,44.64080572228604,D,A,A,-9.383904690834914,A,B,-190.74236900477317,1
36-50,No,Mexico,181.98669787606724,D,E,B,-39.29381189820908,B,D,60.46179851025906,0
36-50,Yes,UK,-0.72324424252093,C,D,A,134.8054599913492,A,C,-27.737211231051756,1
36-50,Yes,China,-120.3337592283924,C,B,D,-213.23431146257096,D,C,250.15249476294233,1
36-50,Yes,US,-82.5042947726244,A,D,C,60.504137289025294,E,E,-229.45672927456155,1
36-50,Veteran,India,155.16685338997718,C,D,A,-38.37432480482546,C,E,-35.27417334276989,0
18-25,Yes,Brazil,41.237843765456276,E,C,A,-77.96954467415146,A,D,-16.4295283996311,0
51-65,Non-Veteran,UK,71.27681263457477,D,A,A,63.45107349495175,B,E,149.33719498005937,0
26-35,Non-Veteran,Mexico,-76.27145979206291,E,C,C,172.8562610280926,A,E,-29.60414217349181,0
26-35,Non-Veteran,UK,-138.95987942437807,D,E,E,-104.46513129152895,C,A,-149.76852177384524,0
36-50,Veteran,India,-10.091065901881572,B,B,C,-9.401054556956161,C,D,-43.42988697766311,1
36-50,Non-Veteran,India,39.37135119498663,B,B,D,-31.641657090068048,D,D,1.7479962181547095,1
51-65,Veteran,Other,-59.95623282896768,C,C,C,-131.62748915896415,E,B,-60.212063708933286,1
18-25,Non-Veteran,Mexico,46.20277071798231,E,B,B,-109.24299546633513,C,D,68.04974512484695,0
18-25,No,US,125.55941793229917,D,C,B,-64.08759520596409,B,D,73.1845930561556,0
18-25,Veteran,China,-44.99681948369378,C,C,C,2.7934239207231992,C,A,95.15795216433287,0
18-25,Yes,Other,-79.31290708419657,C,E,E,35.563217418962466,D,A,-102.27095706946305,0
26-35,Veteran,Brazil,-5.970265970570879,C,E,A,-0.18091428696925432,D,E,68.00769917559477,0
51-65,Veteran,Mexico,-105.44682937212917,C,E,D,-86.5272690325257,B,A,74.9564397144528,0
18-25,Non-Veteran,China,-60.584831071498904,A,C,A,24.503863518997626,D,B,-248.33705996046382,1
36-50,Yes,India,-22.778426758933215,D,D,A,121.52500174664436,E,B,-31.489799163327486,0
36-50,Veteran,US,-277.31997728275104,C,D,E,83.9679031110221,C,C,-1.160011069316525,0
18-25,No,Other,-109.9155837754331,B,B,B,-23.406531762690072,D,B,120.18378938742285,1
26-35,Non-Veteran,Other,-127.32256738436804,B,C,B,25.92680432585457,C,A,79.85958193139508,0
18-25,Veteran,India,69.66381247110303,E,D,D,161.48274370884027,A,B,81.0075946685078,1
51-65,Veteran,Mexico,46.87139952752826,A,B,B,-50.42899335986788,C,A,-112.17456379293755,0
36-50,Veteran,Brazil,90.87559631477374,C,B,A,17.874697397628694,E,A,-156.80787948942836,0
18-25,No,China,-148.18046267136145,E,A,D,-253.50456167053372,B,D,-18.921375381674746,1
65+,Yes,Other,-112.59968571341842,E,C,D,-2.927925893512822,A,D,47.26657046623311,0
26-35,No,Other,213.10851655404312,A,A,C,109.22845096808447,B,E,58.75623745192781,0
65+,Yes,Germany,70.83000063991733,E,D,E,-3.2587706458763783,A,E,105.39764348459725,1
18-25,No,India,-39.36725273521307,E,E,B,-206.9879249563121,B,C,-89.88150938654985,1
18-25,No,India,-8.030161215757772,C,E,D,71.14215916186036,C,B,-126.5250616890407,1
36-50,No,Mexico,-27.896407962307386,D,B,E,32.635975978003486,C,C,185.0886623509632,0
36-50,Veteran,China,-18.533525398000503,D,E,E,-84.94083710731842,C,E,-199.09570713423116,0
51-65,Non-Veteran,Other,-173.0423302222352,C,C,D,35.6892228597311,E,B,-56.1552522736798,1
36-50,No,US,34.117065213312614,E,E,A,-38.48631327982174,A,C,-81.8518557145799,1
51-65,Veteran,China,-209.09733605979827,E,B,A,156.9790022259379,B,D,-24.3638760864721,1
51-65,Non-Veteran,Brazil,135.77173667275403,E,E,E,3.5415003732382355,E,B,-131.53630927698154,1
26-35,No,Germany,-41.17148339346066,A,D,D,192.5660263163116,D,C,-57.22662262498475,1
65+,Yes,Other,41.01681911065347,D,B,C,105.3709899923227,E,E,-13.085013836981108,0
36-50,Non-Veteran,UK,6.988182102923463,C,D,C,133.7438953257302,E,A,-101.86433952269167,0
18-25,Yes,China,1.179251042805148,A,C,A,-6.984430287434049,B,C,-166.43257693915777,0
51-65,Yes,Mexico,45.25421283797905,B,C,D,-146.6651801584645,C,E,-17.061291531628186,1
36-50,Non-Veteran,US,-139.81110477988628,C,B,C,-17.497228081834376,D,D,-52.812873861440025,1
65+,No,UK,-2.613737843845496,D,C,B,71.5440255273695,A,A,31.560305671484638,1
65+,Non-Veteran,India,42.50574072741633,E,A,E,-74.32962457545078,B,D,-150.0118603482791,0
26-35,Veteran,UK,-129.61083213985802,C,E,B,-95.93077732041134,C,B,-139.12887330637145,0
51-65,Non-Veteran,Other,192.38706082052818,D,E,A,-73.77608870755178,D,A,63.47985302065625,0
36-50,Yes,China,-223.10458119206774,A,A,B,47.08700806177769,A,B,70.77743062409508,0
51-65,No,China,-115.10059401600401,B,E,C,18.94069932128398,E,E,-237.13555993023908,1
51-65,Yes,Mexico,-59.027338586030965,E,A,B,105.56159247677188,D,D,-96.42496146021513,0
26-35,Veteran,Brazil,6.761387163718357,D,D,C,42.480113950801744,E,C,36.37182335047351,0
65+,Veteran,US,-86.32218447141193,D,A,E,-168.79134253739286,D,D,11.913282625878507,1
65+,Veteran,Brazil,-93.95087053633614,C,B,D,-8.312689950254502,B,E,188.02054651194845,1
65+,Yes,Mexico,-58.48363531778064,D,B,C,69.17812735746152,E,B,-79.47630351208832,1
51-65,Non-Veteran,India,71.80123577876533,E,C,C,-168.05109045168248,E,A,-49.3244647492734,1
26-35,No,UK,64.78192947051078,B,E,D,149.14171682397327,B,B,116.14640446612812,0
51-65,Veteran,China,-186.39160114840317,D,E,A,94.93364895914532,E,B,127.36563994318108,0
26-35,No,Germany,117.4238780241866,B,E,D,65.64302956765631,D,C,-84.30355953521187,1
26-35,Non-Veteran,Other,-117.72844599134258,C,B,A,-102.7800562241938,E,C,121.45015613970168,0
18-25,Non-Veteran,US,-34.471234421994986,C,A,E,-135.47009154636467,D,D,145.68049103653965,0
18-25,Non-Veteran,India,-21.46978739107498,B,C,D,-157.34424809184705,B,E,-70.2360744505178,0
65+,No,India,-8.406485941375218,C,A,D,85.60581913253552,B,C,-136.44119777161657,1
65+,No,India,-157.08743079218732,E,E,B,88.65092362658682,E,C,58.07564974220695,1
51-65,No,US,19.404844450174043,D,C,B,73.05357738126726,A,C,115.20815375961726,1
26-35,Veteran,UK,-89.4487391485806,B,E,C,24.237203960349653,D,C,-85.10279447499413,0
18-25,No,India,188.9501687945948,D,A,D,195.56740286592287,E,B,27.110946934860316,1
51-65,No,Germany,-94.7323299581881,D,B,A,6.285074439816345,B,D,9.877553294596341,1
36-50,Non-Veteran,India,-32.314241697135856,C,A,E,42.73692801175144,C,E,76.90599985505696,1
65+,Yes,Mexico,66.72886265799993,D,B,E,158.22535255106573,B,A,84.80929938181475,1
18-25,Veteran,US,-69.887018096034,E,A,A,36.12229609476416,E,E,48.13397485968938,1
26-35,No,UK,-14.593787470850128,B,E,B,42.98007950876183,A,B,207.66680110599825,0
18-25,Veteran,US,10.145686568144312,C,B,C,82.695119962763,A,E,-319.86287209001534,0
36-50,Non-Veteran,US,3.5862017252503082,B,D,C,-96.59730255045463,C,E,97.27264855585406,0
18-25,Non-Veteran,UK,-77.02136197832021,B,D,B,-43.12781126138466,D,A,72.09459156734718,1
36-50,No,US,-28.208504390291576,B,D,A,98.21197945652217,C,B,-190.16085994829152,1
26-35,Yes,Mexico,9.550017165948528,D,D,D,10.678138603703117,E,A,79.29680370625587,1
36-50,Veteran,Brazil,89.10132913834144,B,A,B,4.187838839318781,C,B,-113.25856800317801,0
18-25,Non-Veteran,Other,-17.27475993025707,C,B,E,-55.83147438505275,B,E,-69.16579282711876,0
51-65,No,Mexico,-0.41320332550761923,C,D,A,142.95864778763075,D,B,167.50405137851138,1
36-50,Veteran,India,-161.21707985534007,B,E,B,-42.61813653966951,B,D,-160.31974631845077,0
36-50,No,Mexico,-142.40125584008487,C,B,B,-138.31776690856458,E,A,148.02949865477402,1
26-35,Yes,US,-98.74439794754416,E,E,D,-57.7476845970795,B,A,81.5811320960871,1
51-65,Yes,China,-151.203765703232,B,B,C,7.085130844859449,E,A,-9.398995839243533,0
65+,Yes,Other,-0.9239596318691743,A,B,A,41.71732868008324,D,B,-133.73685621471705,1
65+,Veteran,India,-162.89699891061406,E,E,C,-51.01941852330065,C,A,39.46135962427763,1
51-65,Yes,US,-13.96729459773956,E,C,E,-60.54797487317008,E,B,-119.97778737784152,0
36-50,No,Brazil,54.615259856176834,A,B,E,104.53188628616341,B,B,-2.688896750219578,1
18-25,No,US,167.47737972477512,E,D,C,44.21225686193931,E,C,-50.39516861090492,0
36-50,Non-Veteran,Other,-67.9268796273725,D,E,E,53.887083073808625,B,E,88.64104052542525,1
26-35,Yes,US,18.041529629454452,E,E,E,67.63019324365581,B,A,111.30780533358721,0
18-25,Non-Veteran,Other,40.63345771483819,E,E,B,93.98238982512999,E,A,12.384711275015315,1
65+,Yes,Germany,-75.89660141046095,A,C,B,-53.749566215341375,E,B,-41.66466807120507,0
18-25,Veteran,Other,89.74682609657843,D,A,D,-128.4024420625979,D,E,-88.88585819605855,0
51-65,Veteran,UK,62.5357666966311,A,D,E,-12.087778614560502,E,B,43.937831022587666,1
65+,No,Other,6.489033001479055,C,A,D,3.2550942172731605,C,C,-100.40930193373327,0
26-35,Yes,Brazil,-10.28424779624616,D,E,E,-12.460941984911234,A,E,-194.83822845771527,0
18-25,Non-Veteran,China,-48.91008476579078,B,C,B,-74.43386437573221,A,A,175.08861085316204,1
51-65,Non-Veteran,Other,-98.24781631371387,A,C,E,91.71990434659685,B,C,-119.03322981833612,0
51-65,No,Other,-57.55527213442484,E,E,A,-79.56381183242536,E,A,161.59154853552536,1
51-65,Non-Veteran,US,88.64115666688487,A,A,E,34.50392476355714,A,E,30.06293147957623,1
36-50,Yes,China,-88.43722877963874,D,D,D,93.26851841196032,C,B,-95.54910445236648,0
26-35,No,China,29.866706065997477,B,A,C,6.030180609721028,A,B,-38.030878009389276,0
51-65,No,Other,-40.95767434977415,A,A,E,-150.42240497523002,D,A,163.1225561500925,0
36-50,Veteran,Mexico,151.83567318549976,C,B,A,32.74593154620037,A,A,81.63997401575685,1
51-65,Non-Veteran,UK,-58.91568080541133,C,C,C,81.88508376457911,E,B,-1.8879475187595838,0
51-65,Non-Veteran,Germany,16.558016734828712,C,A,A,115.88102420859876,D,D,18.620249371153353,0
36-50,Non-Veteran,US,16.402863500899915,B,B,E,-68.34966273385074,A,E,-7.12357352443581,1
26-35,Yes,India,2.392425015716196,A,B,D,-148.89069608926363,B,E,13.751414172281384,1
18-25,Yes,Other,113.06078334532404,B,A,C,-49.38788331121553,C,C,-40.11936436209223,0
18-25,Non-Veteran,Germany,103.41966298370546,A,D,A,33.74273404181211,E,D,137.8104368980955,0
51-65,Non-Veteran,Brazil,23.635043904103238,E,D,D,36.3465156776723,D,E,-65.50872430249562,1
51-65,Yes,UK,106.50973789395618,D,B,C,-80.64767049259875,A,E,-104.15071001623883,1
65+,Yes,US,-178.4387969901401,B,C,B,-17.417706872099224,D,D,94.3536886673329,1
26-35,Yes,Mexico,84.02883692738712,C,E,A,117.04928825131529,B,D,-119.99651479142905,1
36-50,Veteran,China,127.65622618926274,A,E,D,-33.75820257084447,B,A,-9.066652042579062,1
65+,Yes,Brazil,116.80418145169027,E,C,A,-34.60453184654577,D,B,-97.18140818409812,1
18-25,Veteran,Germany,-2.6428879722851812,B,B,B,109.95336653206928,B,C,27.02513344377308,1
36-50,Non-Veteran,US,34.87110041156266,A,A,C,-162.9563776239636,D,E,-221.5603864620207,1
18-25,Non-Veteran,UK,-39.943551528311005,E,C,D,11.880409795463105,B,B,-73.0519204613892,0
51-65,Veteran,US,-114.15699694280302,C,B,A,102.47458958642666,D,D,40.142714412847134,1
65+,Veteran,India,-19.800018127906203,A,D,C,-25.404948499597392,C,D,17.214606101883344,1
51-65,Veteran,Brazil,-7.504255508715802,B,B,E,-26.522345007158265,B,A,88.62010789990411,1
26-35,Veteran,India,-25.823794110143165,B,D,D,-52.701942315967365,E,B,-35.56794337252704,1
51-65,Yes,Germany,54.19304931277448,E,B,B,-144.98430407403364,D,C,92.86862992723256,1
18-25,Veteran,China,-49.04448657049442,D,C,E,57.34830804002523,C,A,-34.048724308672476,0
18-25,Yes,Other,-83.20687160804631,C,E,C,4.085316193209676,D,A,-63.28729918796475,1
51-65,No,UK,148.83940770500638,C,C,E,-16.442534096442785,B,E,68.70729519343418,1
18-25,Yes,China,118.67840873193052,A,D,C,112.04998483573824,E,B,-30.11122381527416,1
18-25,Yes,Germany,47.85453159450383,B,D,A,57.11816682091322,D,D,-83.3890887367602,1
36-50,Non-Veteran,China,-58.19733065081088,E,D,D,95.141397799222,B,A,-156.61960581659142,0
65+,Non-Veteran,Other,-4.27060394424102,C,C,A,68.17816387540009,E,B,-37.384585576985906,1
51-65,Veteran,Other,60.69146854640329,A,A,D,107.67011086048524,D,B,38.941792726497226,1
26-35,Veteran,Germany,-15.81653626942979,E,E,B,-10.168286699686622,D,A,0.5158103882974348,1
51-65,Non-Veteran,Mexico,-91.27079723827715,D,E,A,-90.71451934760806,A,C,-17.47843048472944,0
18-25,Yes,India,124.88230803858993,A,E,E,140.10929802638196,A,E,12.585205589045437,1
26-35,Non-Veteran,India,47.00723553925951,B,B,C,-150.58514028170467,C,B,92.07940522793818,0
18-25,Non-Veteran,Mexico,14.518007946737606,B,C,C,23.002396276365833,C,E,138.83350626319992,1
51-65,No,China,-66.39509657598892,E,C,D,235.89597892980674,C,C,31.27319107193212,0
36-50,No,China,-121.54406609738682,B,B,D,87.62125939324986,C,A,-75.91751572121606,0
65+,Non-Veteran,UK,36.68520323220909,B,E,B,85.38366892265165,D,D,44.93506670079337,1
26-35,No,Other,63.53731295371177,C,B,D,-243.9769260849803,B,A,23.071941009333667,0
51-65,Non-Veteran,Brazil,-176.98216486648766,C,D,C,-75.4787974381829,B,C,126.60297675596237,1
65+,No,China,-31.90864886930217,A,A,E,-107.13990142736264,C,C,-43.52877541798424,1
18-25,Veteran,UK,198.29998358878848,E,A,A,46.145060064427994,E,D,-12.084410025347228,1
18-25,Yes,US,113.22991928857434,C,B,D,24.930552694686718,B,A,43.84480295086475,0
26-35,Veteran,India,-46.3640354767759,A,D,A,-11.269178722006762,B,B,-26.65767599619994,1
36-50,Veteran,UK,-224.97492766519653,D,C,D,157.5660573095007,C,C,16.186825128091616,1
51-65,Non-Veteran,China,84.93518467772128,C,D,D,88.69384685308952,D,A,52.31173379883285,0
26-35,Yes,Germany,-67.86547892179689,A,A,C,98.86601434301645,C,E,111.10445775229934,0
18-25,Non-Veteran,Germany,67.13944582304254,E,E,B,48.30887601661926,E,E,-39.961142741045464,0
26-35,Yes,UK,17.267531708635964,A,C,B,214.99708735579125,B,C,26.804329533268696,1
36-50,Non-Veteran,Germany,154.03142187744356,B,C,D,-54.78358770058453,A,E,-26.731303076917495,1
36-50,Veteran,Other,74.49149880823082,E,E,C,88.77585604581529,A,B,67.20639459736464,1
51-65,Non-Veteran,Other,-18.380790073094495,A,B,B,247.9955460003311,D,E,-38.607343205714315,0
51-65,No,India,20.08812329253104,D,C,D,163.4689124795868,A,B,68.37303967972336,1
65+,Veteran,Germany,-24.64690248074325,A,E,C,99.88647671927404,E,C,92.59373952951142,0
26-35,Non-Veteran,US,120.97316199245797,D,B,A,-37.202819060085254,B,D,-180.33894582840443,0
51-65,Non-Veteran,Brazil,18.21236074032435,E,A,A,-35.64106081369648,D,B,107.38647187931356,1
36-50,Veteran,Germany,-60.08562951288614,E,B,B,-53.97985887784509,C,B,72.48186366264041,0
36-50,Veteran,China,133.19681258056244,E,E,C,-22.234598918054783,A,C,61.62593393942637,1
26-35,Yes,China,36.69832244619405,C,E,D,116.37065141813592,A,D,100.0522478395073,1
65+,Non-Veteran,Mexico,-40.30111964116754,B,E,A,-51.1408319448116,C,C,-213.90067244848825,0
36-50,No,UK,-135.49309524200854,C,C,D,-113.68211636531524,E,E,51.33279070582497,0
36-50,Veteran,UK,-9.309988367903909,E,E,C,-108.47333297594292,B,E,122.87934543028562,0
36-50,No,UK,-91.31077552926386,E,A,E,190.904678321712,A,A,-47.2650897807808,0
51-65,Non-Veteran,China,82.70178566253675,E,D,C,16.993749697007456,C,C,-46.34641725095845,0
36-50,Veteran,India,81.75405153163622,D,A,E,-67.42899702889581,C,D,-41.154139317188374,0
18-25,No,India,-79.01108008808659,E,E,A,29.627979425014377,C,E,-27.512586192097842,1
18-25,Veteran,Mexico,-119.72217604841569,A,E,D,140.95159410500895,D,B,-21.258952597170047,1
18-25,Veteran,Mexico,-99.5660106581418,E,C,C,-144.04836069813936,A,A,-69.40863988744721,0
65+,Veteran,China,-6.39940641940154,A,A,C,-75.84102331141722,A,B,5.456587773931079,1
36-50,Yes,Germany,148.0534006470451,D,E,C,-0.3167373041304004,C,D,-150.96476607098924,1
26-35,Veteran,UK,201.44855404164664,A,C,B,-150.18754792724602,D,A,37.95052124428656,0
26-35,No,Germany,-131.83531142911934,E,D,E,144.97883117902657,D,E,-5.698028334804093,0
36-50,Non-Veteran,Mexico,67.25342085566508,A,D,C,165.1806868146818,C,E,70.3360051202232,1
65+,Yes,Mexico,201.84124923935545,A,D,E,33.438801243045106,C,E,-35.31514395217192,1
36-50,Yes,India,-48.82521263877972,E,E,C,-121.2588154904192,A,D,3.089366161914041,1
18-25,Non-Veteran,UK,-123.25387103042009,B,C,E,-30.47614493668087,E,C,-39.13993083164339,0
36-50,No,UK,-163.13298559098953,D,E,C,2.0997133886678903,A,E,86.59857760150763,0
36-50,No,India,-7.278417074607724,A,C,A,21.960805203046853,E,C,-18.221173415922973,0
51-65,No,China,51.86700308069023,C,A,A,-111.37902373106449,C,B,114.02962481597072,0
51-65,Yes,India,-88.29544591399487,D,E,B,29.86941625083227,C,A,-47.217739140858775,0
26-35,Non-Veteran,India,-53.42310574589953,D,B,D,-155.22509563302393,A,B,27.42737950653627,1
65+,Yes,Other,-86.01135646141658,B,C,A,-30.60684719381167,C,C,98.08619176208005,1
36-50,No,UK,53.48417096464464,E,E,E,120.77245582175587,E,E,-1.1077527391349935,1
26-35,Non-Veteran,US,113.02905143304525,D,A,B,3.125129703909439,C,D,160.84327498394413,1
18-25,Veteran,Germany,-70.41369439055163,D,A,D,116.40849143143144,C,A,-61.02596139481604,1
36-50,No,UK,251.69625966270712,B,E,E,82.77015165960873,D,D,-41.91644410332307,1
26-35,Non-Veteran,Brazil,14.580081801561345,B,B,D,137.28395956717858,A,C,21.33722052116108,0
26-35,Yes,Other,-29.005805088225696,B,D,E,-284.0458473038107,C,A,-74.89804049039849,1
26-35,No,Mexico,-32.54260151577074,D,E,D,-7.055115756036557,C,D,185.0596449422673,0
51-65,Veteran,Mexico,207.0389425740395,B,E,D,-120.79314930455706,C,C,-76.61638197615919,1
26-35,Non-Veteran,Other,79.86336516378795,C,D,D,2.494388736363926,A,B,106.68152892450162,0
51-65,Yes,US,-132.04346579307634,C,D,E,4.1798103206126225,D,D,65.13489309019369,0
36-50,Yes,Other,-131.10109714193752,B,D,A,-144.9834792563258,C,C,-11.287003703930246,0
26-35,Non-Veteran,India,40.37539469801211,B,A,B,51.19119862185063,D,D,113.77061489053837,0
18-25,Yes,Mexico,88.98351005463691,E,E,A,6.381461051082743,E,C,36.43568860437289,1
36-50,Non-Veteran,China,-80.13091851502948,C,D,C,-227.94180963141142,A,E,-44.643070613418686,1
18-25,Non-Veteran,Other,193.3187002509694,D,A,E,-184.66127873204968,C,C,17.256293692984556,1
18-25,Veteran,India,136.75076407256174,E,B,E,17.611676682404,D,E,-24.191232143619477,1
65+,No,India,34.338636594126996,C,C,B,-157.6137644633779,B,A,-50.6489466822988,0
26-35,No,India,-28.878015353887783,A,C,C,119.47754305429565,B,A,155.73022306793163,1
26-35,No,UK,35.399899842651735,D,D,E,-88.29450350681842,E,A,25.473654164687375,1
65+,No,Brazil,-20.429055266049108,E,E,C,-134.63237587069426,C,D,-19.459507487132633,0
26-35,No,China,11.0406405983904,A,A,C,-162.17171999229308,A,C,43.87576031613559,1
26-35,Veteran,Brazil,-51.40814117256113,A,B,C,-73.93095379905348,B,B,62.249371825698084,0
65+,No,Brazil,0.7303941196565089,E,C,A,69.46217271181146,D,E,73.48069479560473,0
51-65,Veteran,Germany,125.73215629470972,B,A,A,-78.11495092890736,B,C,62.59119757219357,1
51-65,No,India,207.5689154432034,D,C,A,15.934279608437826,D,C,216.97669287835816,1
36-50,Yes,Brazil,105.88727598569527,A,B,E,-86.86702311948025,D,E,-28.848654870420916,1
26-35,Yes,China,-245.0412234641982,E,E,A,139.7281239889572,C,D,184.2773323026224,0
65+,Non-Veteran,UK,39.611721774364604,A,E,E,-97.5760137929707,B,B,-40.776233305298824,0
51-65,Veteran,Other,53.80608540537661,B,E,A,-81.26040127774672,A,E,64.96548858105201,0
18-25,Yes,Brazil,-229.18656245385475,A,A,D,38.5461874751069,A,A,2.441599976534953,0
51-65,Non-Veteran,Other,59.24856576845114,E,B,C,-43.66503143657837,C,E,-19.872428008416883,1
36-50,Non-Veteran,India,-144.6273296312005,B,C,B,-100.86399873870957,C,D,-119.19321377991588,0
36-50,Yes,China,279.3565597839771,A,C,C,92.09194162773578,A,A,-42.92284234996868,1
51-65,Veteran,China,123.8331022028347,C,E,A,-50.33889571837336,C,B,-63.43818231940397,0
36-50,Yes,India,-72.08251320196176,B,C,A,172.33462591061425,B,B,-205.70392418562778,0
26-35,No,Mexico,-72.33697890492687,A,B,D,-26.347439875493368,D,C,-6.255313028841493,1
18-25,Yes,India,-1.9921814333862693,A,A,A,-18.066734852693795,B,C,25.950403281145697,1
65+,Non-Veteran,Mexico,-27.134388713343014,B,A,A,-86.75458088269838,C,C,-105.11932393724747,0
65+,Yes,Other,-51.37776764626025,E,A,B,-78.80931398291867,C,B,60.69020290209606,0
36-50,Yes,Mexico,273.4265717823781,D,B,A,24.385849686077012,D,E,-30.402908130838235,0
36-50,Non-Veteran,US,105.44438302831136,D,B,A,-44.495088401586415,C,A,-141.38704219974505,1
18-25,Non-Veteran,Germany,-23.72019430975703,E,B,A,-21.774933692621627,B,D,-96.763517522089,0
51-65,No,Germany,98.78387875999591,A,C,E,29.200125754801753,D,D,-135.92116497098112,1
26-35,Non-Veteran,Mexico,-52.113815836663576,A,A,C,-75.72549368447049,B,B,42.600600018764695,1
51-65,No,Germany,-61.20467888108647,B,A,D,48.722560217807974,C,A,69.95733144676768,0
26-35,Veteran,US,46.660769778045044,D,B,E,-38.29605738815816,C,A,-214.41350003020233,1
26-35,Yes,Mexico,-81.59699933702203,B,B,E,-153.62787026799018,D,C,-53.717031839231176,0
36-50,Non-Veteran,Mexico,53.47343330375364,B,B,B,70.64484363677322,B,B,-16.591792244105374,0
18-25,Non-Veteran,UK,-210.41549188020068,E,A,E,81.11282930717931,D,C,-37.6703539390882,1
36-50,Veteran,Germany,-120.4833108220777,D,A,B,78.57200753203787,D,D,-32.78836021622511,0
18-25,No,Brazil,25.90792035675748,C,A,A,156.10852991968363,D,A,-23.54747760346214,0
51-65,Non-Veteran,China,-164.0857808327592,E,A,A,80.35347716071053,A,B,-23.40986165931767,0
36-50,Non-Veteran,UK,21.873214536096466,C,D,C,-35.04937169078697,B,D,13.422261283272702,0
51-65,No,Mexico,-6.2999583826183,C,A,A,20.794688531942732,C,B,14.365210570248932,0
36-50,Veteran,China,86.64620520788121,E,D,C,103.71154588982601,A,C,1.460315536458146,1
18-25,Veteran,US,-36.032618137647816,B,A,A,-120.64203665661675,D,E,-23.87799791981403,0
18-25,Veteran,US,-35.140618306371856,E,D,E,-95.82856543799025,A,D,125.68401739962232,1
65+,Yes,India,70.97058421287018,C,A,A,-31.02147627063605,B,C,-24.98746827944201,0
18-25,Veteran,UK,-12.327861401969056,D,E,A,-5.172820957491955,B,D,-147.95675640109053,0
36-50,Yes,UK,-250.86419308179126,B,A,A,-77.77684463480962,D,D,50.96309739146623,0
26-35,Yes,Other,41.24305169767731,B,C,D,-139.34310277736455,E,E,-124.20902955228745,1
26-35,Yes,China,-10.17971244059401,D,C,D,23.773956049619464,C,C,-15.534979766844431,1
26-35,Yes,US,-17.80182594721796,A,A,E,71.58607904511423,B,A,-64.74226076563731,0
51-65,No,Germany,169.48287682914616,C,B,C,-37.98054951949001,B,D,119.54102405942271,0
18-25,No,Mexico,-64.43522366258938,A,C,B,-5.616176106981716,D,C,1.8911484463825154,1
51-65,No,Germany,-100.24949597928514,D,E,E,-135.82255534371956,E,B,38.75157898133324,0
51-65,Veteran,India,77.49089713590966,C,A,B,-186.55654031093982,B,B,114.05878952066301,1
18-25,Veteran,Other,-29.39209367957195,C,A,B,-182.142652196984,D,D,-65.5607287781807,0
18-25,Yes,China,-173.12403133253528,E,A,D,-25.365903756538017,B,D,37.0169041457977,0
65+,Yes,Brazil,-8.814032391137435,C,E,C,32.67452496219271,D,E,-30.821062388532035,0
51-65,No,Other,257.7554386861406,D,C,E,194.32705111923377,A,A,-119.07298832567052,1
18-25,Non-Veteran,China,-8.372842235618638,B,D,B,28.712495448180555,A,E,-72.18653690377803,0
18-25,Non-Veteran,India,87.0284591250844,C,A,C,9.074563986389371,E,D,98.59227152818113,0
65+,Veteran,Brazil,131.38418393831182,C,A,E,81.58707528894644,C,B,104.45890147728458,1
26-35,No,US,59.547303090127116,E,B,C,-13.709766216166702,B,A,-145.45687447584,0
51-65,No,Other,-113.18118647746243,A,C,A,-58.1454575885315,E,E,73.27135506762086,1
26-35,Veteran,Germany,91.31872153755613,C,C,D,-68.93335591336803,D,A,80.6083036599783,1
51-65,Non-Veteran,UK,-62.98205448943377,A,C,A,32.315193416009066,E,C,-133.42655331844648,0
26-35,Veteran,India,193.28114272970888,A,B,A,8.265425535546967,A,C,-19.200134788994607,0
65+,Yes,Brazil,57.142307442353705,C,C,B,17.89495410746369,B,D,-224.56335997829058,1
26-35,No,Germany,90.89611885390273,E,C,E,119.84648441040697,D,A,154.73200987230533,1
65+,No,Other,82.6354374585566,D,E,E,53.47793464248802,E,C,-260.21432871734237,1
51-65,No,UK,-7.905319112558004,B,C,B,-222.32151777684223,B,A,-8.74460983956354,0
26-35,Yes,Germany,9.864242102140535,E,E,D,9.15505813686423,E,C,110.7615205829011,1
18-25,Yes,China,-92.8277936396483,A,B,C,7.424162748618402,E,C,37.3685820140309,0
18-25,No,Other,-43.28027945370169,A,D,D,-267.2469569615827,E,B,35.75154449107409,0
51-65,Non-Veteran,Germany,-14.564889857567511,D,A,A,-88.49678756111093,C,C,-165.8837651935667,1
26-35,Yes,Mexico,46.81856621429493,C,C,E,-101.6565669783641,D,A,-24.035427450855007,1
18-25,Non-Veteran,Germany,-67.21207818790693,A,E,E,-44.6009172956117,E,E,-105.39590304860975,0
65+,Yes,US,-76.33077483402624,D,B,E,-86.53923342458235,C,A,19.058478457486235,1
51-65,No,India,139.41918795629365,D,A,E,-42.5391754697411,B,C,159.25192816707101,1
