veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Veteran,-171.440607372519,E,E,-106.32600420055608,-88.7620047416496,D,8.07393708077741,1
Non-Veteran,-49.140516813705176,E,D,1.4404166391071191,-101.24384011768062,D,12.041088112352401,1
No,131.6171242480927,D,E,43.99024020407995,-102.5656879901484,C,-25.815854069903764,1
Yes,-96.80941652622354,C,B,154.46768363976219,-31.965302909945777,E,64.78629560734862,0
Non-Veteran,66.0069722393161,C,C,199.63801713728748,-222.02415036577352,C,-101.31159747989223,0
Yes,80.56237859728957,A,E,76.79748689680625,21.548652803400415,D,-86.58151611298295,1
Yes,165.77989000970288,B,B,44.30849996678522,-48.52599919350092,B,77.3355468121354,1
Non-Veteran,73.15943198984664,D,E,73.16903122001519,100.04890094609036,A,-37.76401467990334,0
Veteran,-135.4709469090941,A,B,-72.14428826105599,53.37391484791344,B,-33.1317724927456,1
Veteran,-131.02319967324235,B,B,-9.116406641329498,91.67152081873951,D,159.6980227272444,1
No,-83.35034272039682,E,B,-158.4670426366369,-203.24292311568328,C,-31.460625427817323,1
Veteran,81.32967785861428,E,B,103.03804985101021,74.2668597481542,C,73.82289133181767,0
Yes,69.2195495627163,D,B,-45.41172007042692,194.52954751375617,A,170.07788311377112,1
Yes,54.05578752002237,B,E,292.7221383019894,1.977972071921311,E,-106.81453967265027,1
No,64.98201873500959,D,D,96.79371709126947,50.4186151325603,D,-121.99194392073713,0
Veteran,-6.521944376885615,D,D,-144.67848893646212,12.08101485538128,A,-70.58617615538789,1
Veteran,89.6330480005487,D,A,29.13714670495554,-128.05248810830062,A,7.428547637044865,1
Yes,6.709055447794528,B,A,126.9804836501466,-49.52533845749874,C,-30.499117708614794,0
Veteran,-43.893554465262056,D,C,243.75796593510205,40.691781631479444,D,60.91997613029714,0
Non-Veteran,76.47436885215991,E,D,55.351227289059814,-126.53940061050837,C,-17.424355927771703,1
Yes,39.66191809485963,C,B,10.889179652416276,44.64393920400706,D,-9.738403830543621,1
Yes,145.15069718706488,B,C,63.231037065059525,34.597728331347675,E,77.17277505558255,1
Veteran,131.57391332285323,A,B,44.582570113072784,-127.17382340809937,D,65.87324850947385,0
Veteran,-20.098959665004685,C,C,-28.444293304731545,-146.69257024704788,A,158.59299684098497,1
Yes,-71.9711507428336,A,B,-153.5057076841363,-198.9127270421435,E,-129.8346597331243,0
Yes,-6.432081230685695,D,C,-30.970712570375227,-218.587946225534,B,-254.47086302467721,1
No,-63.756001962614164,B,C,74.50671240872329,-32.419185732912844,D,-56.116662917978246,0
No,38.65540744959295,A,A,29.80913676386979,16.45172665478333,A,-100.13358877551993,1
Veteran,-185.82394900505855,B,A,-126.77888542236605,84.5289147237422,C,126.8486747347207,0
No,43.45869471539853,A,A,76.66640919595099,-95.13872741342568,B,-31.917301159396956,0
No,-129.84211497885275,D,D,84.63200103358885,38.76164378951444,B,23.589829211338746,1
Non-Veteran,-96.68009207915065,C,A,-69.79315265704773,-124.59661246457611,A,43.46100489689516,1
No,-83.06165333594124,D,D,11.411933355006616,-25.54484358829517,A,30.08814864278076,1
Veteran,38.17146330900345,B,C,36.91462945687684,90.71590169212702,C,237.74837081931324,1
No,108.60351349822233,A,D,-32.57419228826021,-24.87580911603845,B,-18.7406762697725,0
No,-148.40827265068995,B,D,-104.96129949155532,-202.25991323365076,E,-67.20658187307154,1
Non-Veteran,14.712038769277108,B,B,22.155576473019792,-67.19140836716255,C,45.71615319259639,0
Yes,-172.1436937242272,A,B,167.97502361644112,-106.19680862852117,D,-147.33589264236966,1
Non-Veteran,144.66259531327194,B,E,-15.443990431938696,27.174799076726302,B,69.50627283233005,1
Yes,-16.193825238608486,B,B,-114.38643158984885,18.842031811286432,E,-144.23590513757853,1
Non-Veteran,-314.2658984350812,C,B,4.140931835545636,-83.30573540717266,A,48.87914153404176,1
Yes,-64.66850949020116,D,E,-54.34287518004744,-117.555034834535,D,11.088225408880605,1
No,30.58749397934335,C,D,-23.38581148888504,-98.63329012699039,B,-27.2505720498179,1
Non-Veteran,89.15658716212165,A,A,141.59608413713408,-36.708190047760596,A,74.8999605978205,1
No,-110.01124621924498,E,C,4.7814325936675495,-96.30289758981358,B,-35.07868867731073,1
Yes,46.8436991991786,A,E,109.8271678218093,-3.097370326128936,D,136.90198854015878,1
Veteran,205.67756453581163,A,E,14.47505955411375,43.28727051545451,A,31.60241865379066,1
No,-163.2063460877962,B,C,-121.14947589699663,-51.680314056422105,D,-101.1864002266141,0
No,98.17012552107823,B,B,14.590278970904217,34.71085824754982,B,-81.12606939080929,0
Non-Veteran,93.94104650323045,A,E,178.35783301066658,5.875759443232523,A,13.464272686611311,0
Non-Veteran,-29.43123918625795,B,C,102.57701097205651,184.07819591774592,D,-40.91253498257445,1
Veteran,159.72757362614914,D,E,-6.900762346941377,1.2286626886907714,B,226.44827807612282,1
Non-Veteran,27.979461575029763,B,E,-104.68393826509022,2.403716849068996,E,-163.50186677763296,0
No,-184.148232216815,B,C,-69.70684978227357,-28.73229103840017,E,11.533028078747313,0
Yes,51.618275543154766,C,E,39.17418966675622,-182.15895894696428,E,-79.37203108547031,0
Non-Veteran,-161.9104141165928,C,B,74.86766483419109,-74.38262710615274,E,145.55210209933279,1
No,-63.60489026555513,A,E,68.04100177714344,26.464633662224653,A,-4.23478314419298,1
Veteran,31.62545922467786,E,B,-64.690811149094,172.41744969340257,A,0.6544055881220007,0
Non-Veteran,-45.30978013057471,E,C,-123.78951522076638,61.27169878036371,A,-115.60605681912976,1
Yes,13.602902038948963,D,D,21.458805194461206,23.72523245795339,C,12.110505174788523,0
Non-Veteran,-90.6054488653941,E,E,134.16480393473273,-13.426588900613714,A,-174.0785685578849,1
Yes,68.39790411109094,E,C,-48.86809256960264,-70.33636855818875,B,24.17119659164049,1
No,141.5296760964287,A,B,-22.777194661789064,-7.099442694634593,A,200.64736414304872,0
Veteran,-28.874513615599113,B,D,39.93463730954835,-8.299742323939435,A,87.88678262083171,0
Non-Veteran,129.12743274509387,C,E,-95.5061059287429,-7.191601471689346,A,183.32161805259824,0
Yes,61.80298658409661,D,E,-1.5726191018079612,-142.88706055350173,C,1.2931225838372198,0
Yes,44.4113672609872,B,A,58.05934528166261,-231.91503114199895,B,92.07233449129755,0
Veteran,121.52677979365598,E,A,14.193026479538048,-82.11930059254024,C,102.74699773676312,1
Veteran,-98.80422461865827,A,E,-42.39057365313559,84.25061763945281,E,27.4546789852763,1
Yes,-22.309186993146696,E,B,50.531782191879294,-0.5529158092280753,C,-62.62702568451408,0
No,-11.655221798385556,C,D,146.9882341296401,-45.745936693832704,C,68.20142102737078,0
No,-70.6976915256746,A,B,-2.4232427836944335,329.0772774768706,B,156.01009179028796,0
Veteran,24.170693280820196,B,B,-0.3860559666515544,-86.63630507690773,B,78.7932613741924,0
No,126.89293959299692,A,E,12.672279211128284,33.4459305962309,C,16.600524297781483,0
Veteran,72.28860582836477,E,E,-14.423087456102621,9.697783837539193,D,31.575848015189994,0
Veteran,8.46029888174265,C,E,-30.680563124432105,208.95727426410355,E,36.66705763256381,1
Veteran,274.1999780136691,D,C,26.67450366479776,114.61819208600761,B,-85.54857530028472,0
Yes,136.95400214965466,C,D,18.057335233942776,58.87467782743319,B,108.43192785893064,0
No,-136.0919270029484,C,E,184.39754503585837,-91.56732801671278,D,-29.441673039853615,0
No,-48.449147352271424,A,A,-120.1387078861975,179.2678262687759,E,-24.449484330445,0
Veteran,76.37240575685806,B,A,-84.33514475572449,-53.861307200262246,D,-133.8574319606496,0
Non-Veteran,98.81486709235097,E,A,-11.352072753317193,-92.000566090096,D,76.90818476658222,1
Veteran,-108.46042335168069,D,A,13.917727455598655,111.08037599804386,B,-21.87135151217,0
Veteran,-66.3159684397561,D,B,88.08573082074372,17.801100535259692,C,-17.35300553842277,1
Veteran,246.67625095448545,B,B,22.401517347920507,-169.65077011583614,A,80.46913603552657,0
Yes,159.89117949848855,A,A,-60.6992052473402,44.74355509444445,A,153.4776407443328,0
Veteran,-54.30460214656099,E,B,86.27822650643306,65.73958645712888,E,11.593135862340558,0
Veteran,-4.356391640372403,B,B,-63.11684857351071,-88.4972535331267,A,-55.64872675715677,1
Yes,96.64885682471474,A,A,2.9294184822906555,-106.18679438782735,E,-64.05109876051527,1
Non-Veteran,-198.86480899738714,D,A,46.71020722831339,-104.6371172742582,D,83.42123982929076,0
Yes,-9.07974847615923,A,C,29.732807713860137,-23.67415340518045,D,-68.0717961066742,0
Veteran,77.10943720616035,A,C,-75.8624095168083,40.307966580758766,D,-66.27722574210947,0
Veteran,22.707668740515942,A,B,-53.61266015873555,-34.9539899140635,C,99.26555127904028,1
Non-Veteran,15.507402563327648,B,E,-13.429283766635727,100.42069680774645,B,17.593740364088447,1
Veteran,-26.956908834622585,D,C,-51.34730353469635,75.47449272435557,E,145.83246653797693,0
No,-11.536504701648497,C,E,44.27804635506989,86.42344307434814,E,-27.329090622318926,1
No,-170.34673725838192,D,D,-31.1375198901949,-25.338807857206973,D,9.40086151491599,1
No,-2.427565837532425,B,C,-185.09327206291638,-113.4291696922011,C,-104.36518495917744,0
Veteran,-55.11697062158491,C,D,-90.09184840524473,-35.786294907044365,A,75.96758941579078,0
Non-Veteran,77.01153950318634,B,E,151.28844647629697,91.38041562249848,A,61.71102101226372,1
Yes,-20.0246425157091,D,A,45.73814942401337,-186.51242257999237,D,-70.98336249960633,0
Yes,-28.086415042812796,A,A,-66.64296326334002,-13.359184461014697,C,155.3587611798921,1
Veteran,67.33752309751414,E,A,123.86979924367849,19.73423371381631,C,-32.89339986261729,1
No,-32.700579601066174,A,D,163.9463397929154,84.64538711075242,A,-39.12979635641366,0
Yes,113.10601984058866,D,B,-89.69225503853481,61.18053598539549,B,-46.03967481599439,0
No,2.602772246061662,B,A,-90.32790701835115,-16.568065546002227,D,-49.71167660353466,1
Non-Veteran,38.500592028185224,B,D,-7.988801255691152,-33.67881665556467,B,-93.58466283914683,0
No,-61.2817878678816,E,C,-30.804134804798238,58.296368065308336,A,50.73877062877965,0
Yes,-11.483929370913044,B,E,-41.45978825247883,139.95797393237768,A,34.39624309585355,1
Yes,-111.97464981658112,B,E,-39.70011179648405,-8.574315009173516,D,-5.5334706035312395,1
No,36.56186882678331,D,B,86.49920504071851,-64.12605500167822,B,-161.09124676637003,0
No,103.65672719345598,C,A,-26.339256422706676,-100.90359382122078,E,-129.1115400625705,0
Veteran,38.977334666413974,D,E,199.5553018485307,-18.08551010960442,D,-106.34486659015043,0
Veteran,-186.94255590599005,A,A,123.63102624021138,184.16669213749702,B,-17.014084287409922,0
Yes,118.21093334005397,E,A,13.704643465707841,-67.16072457973496,C,1.17601605897758,1
Yes,-26.495463843760938,B,A,-67.86896416670781,-36.512510291101954,B,15.338985464116725,1
Veteran,69.25032198353229,C,B,91.39714496066301,-79.37232793446807,A,-105.73846707106532,0
No,-30.372374475369607,E,C,-4.475904883008827,-284.81059174381,B,45.064802654815395,0
Non-Veteran,-40.71011739504639,D,A,-0.418927770576361,26.484084375040297,E,-122.00216145230857,0
Veteran,25.772520994504227,B,A,-77.6091283528993,148.86174733400014,D,15.183047681884524,1
No,-100.08016751185897,D,D,25.017539910720345,-138.3746107064666,A,-37.027166278387554,1
Non-Veteran,-130.5625642565227,D,E,146.46357710023517,-90.55906123416194,C,-84.11221631365461,1
Veteran,-3.65351120923857,E,C,-125.70844624172662,-59.47473263473847,E,-124.05216613154472,0
Veteran,-63.401469033170734,B,D,-1.7937817766964643,125.8839046021343,E,115.27339692004976,1
No,-51.15309987869037,D,E,-240.37806829744466,-4.834355606874785,E,-18.615096180314044,0
Non-Veteran,-153.52345342475402,E,B,-38.849397404053065,57.40224986413178,B,73.4620424862008,0
No,89.05470148953528,E,A,-44.51892250735574,16.14722024701343,E,-17.10574959235746,1
Veteran,-7.48140445241879,D,A,2.2488313863483183,-182.79563501966197,D,-160.03435481648717,1
Yes,9.242711296578216,A,A,101.27698149682742,-72.8073681749618,B,-56.27665089251745,1
Yes,-91.2718926415572,C,D,-100.52526010718859,-21.44536671050506,E,54.49197946663967,0
Non-Veteran,41.498728289673664,D,B,-176.70340077592127,-5.873230529553894,D,-55.54382865684933,1
No,-186.4966548895823,A,E,62.353511250572005,82.54402041944182,B,3.072893169319409,0
Non-Veteran,116.65985684714559,C,C,-6.9883928252133,-184.4057724716957,C,-92.44149717432816,1
Yes,-151.19910419537786,A,B,-128.55942841098158,-29.256171652742463,D,-65.56107740892509,0
Veteran,97.98655972371455,C,E,-101.45719140893323,-24.43238058435297,E,127.35846313743731,0
No,-97.86199231809346,B,E,31.689974259160124,-127.9959645125998,A,39.21742542610449,1
Non-Veteran,-59.03248413988928,D,A,4.319249680450303,10.010166936500333,D,-176.64988216426107,1
Non-Veteran,-31.506706455849393,A,B,63.36984743124356,22.23939949293417,A,127.67668738339921,0
Veteran,-51.26680411310185,A,D,-23.170958072050837,124.6703286066936,A,201.40686309052333,1
Yes,11.064794304806762,A,E,0.9840893520687223,67.77566860894049,D,-308.0564526965024,1
Veteran,6.697066029751025,B,C,32.218035596095184,-28.573054975812877,A,10.512374572175911,1
Yes,81.95739161193538,E,B,93.38116634570474,87.06972697239507,B,-14.48940404130086,0
Veteran,120.58482109634335,B,E,48.55494061549086,130.11967084368828,E,-24.558786404829654,1
Non-Veteran,37.80602147823983,D,B,-146.3136716235312,-200.6624996396246,B,72.04041789230348,1
Non-Veteran,110.64191780776183,A,E,-75.578860159974,-186.48476044914256,C,-32.62900770097525,0
Yes,-18.50982752392753,E,C,45.01251856614547,-103.26197509185174,E,53.41653344445751,0
Veteran,31.001705994750267,A,A,-35.03411917000817,12.347607796818389,D,76.37411730730152,0
Non-Veteran,-32.172341087130526,C,C,-13.073717797121462,-188.96986586428503,C,69.31505093733698,0
Veteran,76.12160916810603,A,C,-100.44073886008809,-36.70936269075662,D,-99.14775795034242,0
Non-Veteran,165.88848509158618,B,A,62.83093218765386,17.944220203999173,A,17.356860819217122,0
Veteran,-12.37772488147552,E,D,-149.83140655763395,-146.9209694277951,C,50.27318931423861,1
Veteran,-32.06831472967128,E,A,-114.80567859453508,-204.71859223967505,A,12.371374249988152,0
No,-59.245937120989254,A,D,86.54045835735779,44.28514051719311,B,48.173405722942114,1
Yes,36.401551683390906,E,C,165.43136521765177,73.27236807287767,C,89.36576364907759,0
No,161.25424898891305,A,C,-123.3950108517947,-135.5894884582015,B,47.79561326693836,1
Veteran,-164.8740061209497,B,D,17.261454679393044,-99.58492330856676,A,-9.803748583412128,0
Yes,-16.356729865313575,B,C,-34.03730392033948,15.644961460220893,E,119.80641541809017,1
Non-Veteran,28.5968509054967,C,E,9.361639644713522,53.07172343251485,C,-117.22151882679867,0
Yes,51.79660365758164,E,B,-177.6904512646606,2.6653979872047064,C,42.76775550591114,0
No,-26.037275386351606,E,C,14.400028645427316,2.3215297128181147,C,-116.5137180589515,1
Non-Veteran,17.520791604256875,D,B,36.07329810836822,96.54329182046314,E,-86.99436947551833,1
Yes,27.53507075136795,A,D,-11.22883104400848,-56.85999293538485,A,134.24956176055528,1
Yes,-101.08521189152033,D,E,85.06445482581387,-48.9112735621667,C,92.79519975351987,0
No,135.5385174032767,D,D,-210.7777976787935,-102.6099992379071,D,-68.97335195237864,0
Yes,204.17101814573928,E,A,-73.38202719453369,25.08040921734181,D,67.06743376224102,1
Veteran,-58.47241895995562,C,C,-6.947916425252944,-127.52960414819425,D,10.110273248380205,1
Yes,162.08877791308086,B,E,95.70426131110608,107.14028729991658,D,24.04759315706419,1
Yes,-74.03111074224621,D,B,101.17185796791377,61.900902526988425,B,60.00940688576757,0
Veteran,-64.82496687224722,B,B,-152.0645762100897,-48.8271492587155,A,-159.54413656685372,1
Yes,-0.13486437036785895,E,D,4.95209320393225,-33.680052320407306,E,-9.134902140112299,0
Yes,16.172258126769204,E,C,46.842265590730214,-119.17674447325348,B,80.46062838883711,1
Veteran,5.8855456076553025,A,C,-134.1314747567537,108.39651981717209,B,8.929345591067086,1
No,6.940661507467974,D,B,88.37022617482174,109.19251480601902,C,301.3890277689363,0
Yes,-60.85151873498297,C,E,-14.571754700807722,-88.97821379537808,C,-1.623254591853606,0
Yes,223.5203191354513,C,D,109.72723984824783,80.8021725470286,B,-25.052477701653707,1
Yes,-1.0924579478417522,E,A,33.28321593271189,-125.16474632112863,C,152.59744389726748,0
Veteran,-54.459784203252745,D,A,-63.02548326872688,-279.1002242565273,A,-93.27351192010033,0
No,-92.5793122815641,E,C,-81.3089176474034,183.3998065383917,E,129.08043450187128,1
No,-76.38404570640157,B,D,-43.03368007672755,13.021977526044815,D,-19.096728100608377,0
Non-Veteran,179.6310727293243,D,A,27.677690800588856,-34.045043866833026,D,-40.87800352709138,1
No,-193.38873584768172,C,E,-9.609726432934277,-37.03767763892586,B,44.85435059207689,1
Yes,130.72459583720195,C,C,-55.94448267933291,-42.19286825152494,E,10.533866528949952,0
Non-Veteran,-70.10534912928061,A,C,-43.02279081049275,143.3118420727001,D,-32.24509056714978,1
Non-Veteran,78.77911403982019,A,E,86.08329565856091,40.15476643598162,E,319.4324592299217,0
Yes,-94.32043171840958,A,A,69.46949860956856,31.844031089429297,C,81.55281558096802,1
Veteran,-43.42482503019932,D,C,-49.73881322975275,173.44582517145525,B,49.32300039518114,1
Yes,-114.75001390642852,D,E,-68.9198422767797,74.16156697172897,B,8.771626878979276,0
Non-Veteran,61.253979045286044,A,E,-49.15185713006543,42.95777303465483,D,-117.86635713740334,0
Non-Veteran,-33.15868292925732,D,A,-63.40252997443853,-8.934147521877627,D,-142.3078762083166,0
Veteran,-125.96172899449878,A,E,-78.93772108752329,39.094545757624125,D,175.18376660476923,1
Non-Veteran,-230.87348892631616,C,D,45.178220896677615,-126.67616239111486,B,189.99834944720823,0
Veteran,64.77992407990318,D,D,51.796765134801284,-48.462300987565435,B,-43.04776612648542,0
Non-Veteran,25.774124999149066,D,B,185.654869513231,30.60999602710052,A,182.85011306478924,0
Veteran,-14.232155730271549,E,E,43.59397997932026,110.92682732504619,C,-216.381610119739,1
Non-Veteran,-320.9784137718817,A,A,-76.26365152053847,122.10706988459022,B,158.31864821653133,0
No,-51.43635287561503,D,A,231.40005820523996,-12.579907650906815,C,42.25087437121952,0
Veteran,16.631847322328838,B,B,183.5099579700779,16.87402630417155,D,-20.1718383429745,1
No,-15.2737716336895,C,C,-51.62821121813417,10.481024218494875,B,-347.6551430675748,1
No,41.8803013322582,B,D,-10.136491035984747,-153.98278636370668,D,-3.92660118638189,1
Yes,1.8596832473942955,A,E,-12.707993652106312,0.1920075803554113,C,-44.12468583748678,0
Veteran,40.20673166739337,A,D,64.81315517707601,-13.200474666182552,A,-40.14013469883243,1
No,-87.8012510658418,A,D,-21.179072868424118,-117.4608152384503,E,105.39999015191125,1
No,97.41930257828542,E,B,-66.87919811899596,23.001225469450223,E,-32.0119744512707,0
Yes,88.87357927459338,A,C,69.02498082691388,-182.6607699202976,A,23.805819581702327,1
Non-Veteran,15.532523882508178,C,E,-116.24317506555877,-68.5489733623282,E,14.546133313866186,0
No,-20.621685089184748,C,C,-55.17308673735234,68.8512915652623,E,211.44921009262768,1
Non-Veteran,-173.23407747061046,D,C,-102.97676960089883,-50.843065417352584,B,-32.24937992461119,1
Veteran,101.38757528526506,B,B,96.70470118768152,230.63103750731005,E,-115.91469437076982,0
Veteran,202.52252729492412,D,A,-124.76970151529778,-53.67677637388382,C,52.68874508809439,1
No,-183.994884084417,D,E,-15.066044045268209,67.23087300162608,A,112.24435917253248,0
Veteran,-77.52126415047059,C,E,68.46021872478539,102.4352583404347,A,23.26586645784522,1
Veteran,-33.428037608091856,B,A,19.5985939291982,-49.52825416944035,E,32.25122719614824,0
Non-Veteran,-49.31113751565761,D,B,-31.294363709715707,-12.371215834634784,D,-95.72745334313242,0
Yes,13.432488178337545,E,C,-88.39659775745216,111.11764672130089,A,112.93425780424762,1
Yes,16.396723884402718,C,E,-215.7991452142286,-13.072387704265545,D,140.22570348983857,0
Non-Veteran,-6.625501893751886,D,B,-21.706365541910973,-14.046721457225642,C,169.44333607176836,0
Yes,-6.076730960246176,E,B,-99.13258547728343,-130.36548516638538,D,74.10045283023243,1
Veteran,-112.27158097922074,C,E,-135.4624916973384,-109.81454241645079,E,-155.35599354290525,0
No,204.71880490103476,E,E,-169.7063497805342,218.6133160924323,D,130.35647292167658,1
Veteran,52.3610783608762,C,E,-89.71382263944267,247.79542568935375,E,47.244542310631424,1
No,-73.68555703438771,E,A,-119.5291246710767,-16.752860146811923,A,193.07558468846847,0
Non-Veteran,-72.45668418970071,B,D,-209.16835236746124,-2.992772312113621,E,-19.509035231086266,0
Veteran,-95.86553778788372,C,E,-257.19005356839307,50.836774745474045,B,133.96326875414354,1
Non-Veteran,8.663205661237408,D,D,25.070543735226607,11.73723619830442,A,-145.36616448710188,1
Veteran,25.73634953789644,B,E,-42.500183035856466,121.65359429263525,A,-73.86565781215266,1
Non-Veteran,-8.128748902233253,D,E,41.244239195585195,-25.815658087102815,D,109.98004372577337,1
Veteran,-89.07122457028233,D,D,-38.019552459931845,-118.62466476571724,A,-176.06117251538598,0
Non-Veteran,191.17153264365888,A,E,56.14509684784792,102.48837358888527,A,43.80201330616706,0
No,-106.99191610731103,C,D,-74.61974498933739,-25.846109878977273,E,-27.826854331192084,1
Yes,-101.93244086966162,C,E,52.60407853614183,-143.4745216148482,B,-125.23279233977345,1
Non-Veteran,-92.81133326593411,D,A,-165.64267865390764,44.93579366869256,B,-80.9561208369846,0
Veteran,-107.43173139102929,E,C,-21.899931686558144,128.43956273317366,D,-24.473591265818932,1
Veteran,-146.2127506932563,C,B,-307.2393199051295,2.73690002844812,E,-90.99403213385868,1
Veteran,131.33760764417306,B,B,171.57554321177116,86.56426178138847,B,-80.81233073036766,0
No,14.851247229642286,A,B,43.74830704463201,-4.5856087892609665,E,93.14730752507595,1
Yes,31.589356784985746,B,D,-208.24322592839266,-220.98633080860327,A,-88.59291757512942,0
Veteran,23.005672897988777,E,A,-93.09082410408345,-40.60571014996568,C,3.586998607718713,1
Veteran,-1.2661636838906698,D,C,-2.206578148514835,-131.44603237794954,B,-139.65192214046763,0
Yes,-210.26243788201614,D,B,5.83273744183632,7.732138271547936,B,-4.443535176762695,1
Yes,30.47891248568937,C,D,141.57768960215606,-116.4783478667301,A,-125.6443173730358,0
No,-59.34953734233862,E,A,25.9422314352349,58.50362974086434,E,88.2390031103589,0
Non-Veteran,113.92699882234542,A,D,-80.14938812592511,-42.02180594935288,C,27.608450364923563,1
Yes,-79.63674005073412,B,E,-32.26492731882672,24.26216612327701,C,36.35885147465872,1
Veteran,83.23139206405867,A,D,15.967257202296514,-105.43130494080218,A,18.983897933242567,1
Yes,117.71499927240707,D,B,-73.59134980956938,19.642633884857442,D,79.96837025317437,1
Veteran,-20.902972212110072,E,B,-84.88198791036301,20.469569198286806,B,57.04488171400198,1
Yes,-61.96562530768757,C,B,-74.92380609437271,-21.420630914796888,A,-267.9980801742554,0
Veteran,-25.275730857429146,A,B,125.91684486421177,42.67121715938798,A,-116.79903987047082,1
Non-Veteran,34.11650599500818,B,E,-110.78116660499377,-99.07751971694326,C,-132.1901074883103,0
Yes,-31.91577202626336,B,C,-1.3837886348271746,-82.80292387402879,C,-131.7408953398381,1
Yes,103.503799691918,D,B,37.866576209645295,1.2779521352701215,C,134.0354629355118,1
Yes,123.7358545802977,B,E,49.192564061827404,-156.02741456545635,E,17.9850077648007,1
No,126.64281857442063,B,D,-30.186486638066235,-86.9841363952067,E,-79.99284074888095,0
Yes,-55.596913309714914,B,B,-2.212509095894723,-55.60052632878889,D,165.54816478371234,0
Yes,-37.38674524361986,D,E,12.877154853158057,-16.93699851796001,E,147.5097393599488,1
Yes,47.58636749371348,E,B,-56.8474883478063,88.49608264340219,B,18.34660667784066,0
Veteran,-112.5390335732639,C,D,-7.362334508799504,63.732079172730835,E,-15.464668016432004,0
Veteran,160.48109965998435,C,B,-129.31855010903448,-78.87726607654545,D,-24.303544072322694,1
No,47.8203995059316,A,C,-36.2731744016022,25.298367837251075,E,-37.62566755194811,1
Yes,184.60690396878414,B,A,-72.5958683402143,-140.15550280376982,B,79.82267910627111,0
Yes,79.27491118679913,D,C,-15.21660123350506,-50.17445254807047,E,2.719693847902956,0
No,157.7089635336761,D,E,-112.75579968919982,51.53916382901493,E,13.313856099720736,0
No,251.90237782480972,B,B,17.87260008232594,72.07245808413121,C,-59.43597899219585,0
Yes,36.45382892489841,E,D,-230.71444937457062,38.349691130806534,C,275.5088673079175,0
No,-11.747032090853242,D,E,25.7300045318981,78.43744251851732,B,-152.88669878565068,1
Veteran,41.571045796620965,C,C,-73.25970840522825,-124.61207675275978,E,135.3099581363267,1
Veteran,-78.40101921783074,C,A,-91.22074452536741,49.93538895181265,E,7.001757341773065,0
No,-102.86911236551724,B,B,197.2379528065067,-63.8229388587511,A,45.07898695343736,0
Veteran,-25.961367259227853,E,C,-62.01406747362529,-159.1365360155345,A,-55.83183112661475,1
Yes,-4.720122757928252,A,B,-103.85633417864885,160.08277827528948,C,-47.71406684721921,1
Non-Veteran,58.839006136756254,A,B,85.24012008439314,15.160494194853138,D,119.35230148723215,0
No,29.506972855387943,D,C,-144.62086878679128,-139.68280044359375,B,-147.64931838573779,1
Non-Veteran,-23.980311840840017,E,C,-76.4149359979024,32.334905627544224,B,-37.72769508909539,1
Veteran,36.67052045016088,B,D,-50.598997860501306,52.50969682814323,D,78.50292864149286,0
Non-Veteran,25.284101665819207,D,E,46.8250135091281,124.17719249988886,E,74.61083076125395,0
No,63.32246691912966,A,E,-36.00270653811178,7.327854572876805,E,-93.31316230872176,0
Yes,-95.13433052196716,C,C,-16.286684954571843,-20.280801773034796,E,-137.84413107903214,1
No,-98.2070044657878,A,C,42.9461879318982,14.67053926860401,E,81.84942241597977,0
Non-Veteran,-97.6876885490799,C,C,102.12937740422055,-6.754991389691094,D,-53.02003049433615,0
Veteran,55.78221074392066,A,B,-16.273003789021782,-146.0618839039157,E,134.10817620297385,1
Non-Veteran,-79.66676099689025,E,E,2.063790552069306,-157.4105501095462,A,-181.04990092260397,0
Yes,-80.77985252343338,D,C,39.524909667085886,-7.451929954098768,E,17.928910540889202,1
Non-Veteran,-74.56315063458271,C,D,-41.735663364770495,-239.807556327547,E,-34.53743694925658,1
No,35.16755663399313,C,D,-68.28188859148403,-15.759210922575997,A,147.25808290215372,0
Veteran,10.019536595889155,C,B,-120.62190240682555,173.92055711497903,E,11.107582649332585,0
No,-170.48032921855153,C,E,13.392402954088837,-105.75458282451864,E,-83.92032520999196,0
Yes,35.34392847735363,D,C,-31.891311693725715,-7.462974756135339,E,-63.58235190542001,1
No,-72.89611766035388,D,D,324.362264972432,-91.47997803271086,A,364.0836879382237,0
Yes,144.254131967344,A,A,-79.88507405029084,-37.813729534771824,E,29.242572093624634,1
Veteran,-79.5941137320481,D,C,87.73451423160333,86.52585246142768,B,-12.375805895700955,0
Non-Veteran,41.733598327351565,B,B,270.9928606494872,72.52643736960083,D,-108.2248139134425,0
Veteran,46.292910529725276,D,A,173.66671084871066,-154.38737464351044,A,24.356674963991168,0
No,-18.590701208756386,B,C,108.60101842729732,-42.151005135951756,D,26.007254001047507,1
Yes,155.9316111424155,D,A,21.104079735531627,-53.968243338447394,B,-5.902132225733596,0
No,97.17329411435215,B,B,-30.228635666256338,-99.17242920699401,A,23.232816977116354,0
Non-Veteran,-118.48143842808803,B,B,51.35158104585948,11.035169031665264,B,81.7300947201695,0
No,110.63967826359271,D,A,-60.931466629437395,-169.0421608054451,B,30.3866871313883,1
Veteran,-103.38302161562241,A,D,-83.61252334170393,11.341026640320939,B,0.5780094855597172,1
