ethnic_group,AGE,feature_0,feature_1,feature_2,feature_3,feature_4,target
Asian,31,B,-73.96287526963498,A,119.04667242046702,-211.293288509046,1
Hispanic,96,D,-43.678809767294624,A,-14.323504664658,61.807649847175625,1
Hispanic,87,D,67.59604335732053,E,-12.384990122434557,10.040183983504795,1
Other,60,B,-81.99520279504902,E,52.66034254654741,-66.92568922800925,1
Other,40,E,73.64580495565167,D,-199.21911665767658,27.780977290544307,0
Black,78,E,-147.7337620243604,B,-156.4978211477919,106.42586903616575,0
Black,47,D,-63.570656513814384,A,-102.1402652362748,-180.28201596568056,1
Asian,96,C,-164.0876562530138,E,-100.4442361931848,22.693098473889936,0
Asian,91,A,-42.905685803282694,D,-38.01141816559526,-78.54221274965666,0
White,70,E,40.79450808850596,C,120.39351525507016,-141.08819071478936,1
Black,29,C,12.256802471659412,C,142.0845912357625,74.332410015245,0
Black,19,B,-21.37073472658203,B,21.940766119180385,54.45558221680938,0
African American,39,D,-129.78768109860076,C,-63.81897626617994,-25.652590639945977,0
Hispanic,78,B,-127.37322830161276,B,7.198323637412146,-10.57273614532119,1
Asian,54,C,23.038246909152093,A,58.3992552729203,-214.80268354813626,1
Black,36,B,-22.902573775603514,D,54.10890439557786,-203.35745829641064,1
White,18,D,-68.14307908858966,B,-108.30557707421407,-42.61986604968617,0
Asian,47,A,18.201893631700543,B,13.646329925729573,-2.6910004293851024,0
White,76,B,-15.576591293351004,D,-62.71473622412871,-41.75699773074524,0
African American,83,B,7.951703760946381,C,-112.00817479394529,-61.42288865490525,0
Other,28,B,150.0022992262536,C,50.42954481823243,-63.13132521502062,0
White,88,B,0.7828001899322389,A,51.01007580360718,35.60870765771387,0
African American,88,C,98.94186781744312,E,-86.98707280149405,172.59366667890436,1
Other,72,E,21.613292563456373,B,-208.92985118462738,168.58892130572877,0
Hispanic,96,E,149.1966475300596,B,136.59028116339366,-23.511075111672124,1
Other,97,E,-136.3046609924793,D,-99.99071724424073,-131.42382164529235,0
Other,66,B,-3.906466339064729,B,-0.38134023700115627,36.026028096357884,1
Asian,84,B,216.42032625886537,C,-87.27650570156031,78.80968270354866,0
Hispanic,99,E,-14.138667629210131,A,-85.06864895617474,-25.983094202068308,1
African American,75,C,-6.6386181090488865,A,43.11268240206274,104.09426649676519,0
Black,37,D,-92.11327565517702,B,-89.72526310762923,117.92839673766893,1
Other,28,D,100.15883180216527,B,-52.86956490554432,-82.20108783855413,1
White,21,B,81.535478054413,D,79.74310194920258,-11.92395591612523,1
African American,56,E,-71.5550094014958,A,12.08769098639409,43.20396153652458,1
White,90,B,77.18049364622365,A,5.422114539952656,64.10495416802893,1
Asian,85,D,-126.36832669306754,A,39.26268439860196,-27.110353354456773,0
African American,59,D,-152.45960305125973,D,-210.47169664699155,101.87687256950895,1
Hispanic,44,A,66.83501789584162,B,55.716939936316756,-77.39254619301681,0
White,50,C,9.325836951200554,D,100.4883530846023,-74.41382739028245,0
Asian,54,D,-91.55263030982613,A,27.39005851452216,-71.92036560906688,0
White,19,A,-155.92788890038906,E,18.611557659256416,253.48346741204654,1
Hispanic,58,B,-104.08486307623342,E,103.92200467219553,99.19388739777763,1
White,39,D,209.61965339153795,B,-50.29349138120666,-87.32861754456812,1
Other,73,A,86.2308362236395,B,-37.028676898891185,-81.64170343464728,1
Black,89,C,154.53132922372066,E,31.50219303839556,-29.755741881783777,0
Other,76,B,-18.773135228316605,B,90.76356043939829,72.30007889207857,1
Black,38,D,-21.476582312059424,E,1.6508059643364221,75.68023069855163,1
Hispanic,59,E,-23.626805641101317,B,77.14716825699742,-22.939628978981435,0
African American,48,B,28.806161258615536,B,150.48674263583922,79.21202393479001,1
Asian,82,B,46.636823154445075,C,29.156247627255254,-217.6613152382138,1
Other,32,E,104.0285107888814,C,-130.7492649560687,139.4183102044267,1
White,37,A,194.7553708297507,B,63.53422336132263,-56.621690257456095,0
Other,75,E,17.24299249512357,B,-49.9541824315218,30.566914401898117,1
Hispanic,94,C,-90.84620090617037,D,141.1534767411436,60.10677584479548,0
White,78,E,-83.84173417357448,D,-74.84389137837086,145.88401796521094,0
Asian,27,A,-16.621751580840947,B,-104.138044609703,3.1727695398269304,0
Hispanic,95,E,118.30212525939716,E,-96.28540075957827,-36.12883893227378,0
Black,34,C,75.66608475585086,B,-131.64262424344938,94.9968288989001,0
Other,98,D,-113.07185775185404,D,2.530985558037055,-137.84622462399392,0
White,35,A,130.8709617205392,A,19.43781137146012,28.238484997230046,0
White,40,E,-104.03729127778433,B,-13.332290029177871,-138.77044664214682,0
Asian,69,D,-37.44644378479174,C,-132.58304351769584,10.681322182520802,0
African American,65,E,68.96388858807185,A,13.543784547702348,196.09621642869465,0
Black,25,A,46.206312861579846,E,64.17108768443025,-190.03810219863902,1
Hispanic,65,B,13.607374689956572,C,87.5834904656435,-73.35540022328516,1
Hispanic,45,B,52.01318459011569,C,85.59853396839338,23.757217520898934,0
Hispanic,22,B,73.26551708151096,C,-47.812207951943556,69.97488056851836,1
Black,81,A,-45.33792677535246,B,-160.58314197122723,-77.6787406833333,0
White,80,D,-67.95104693044695,E,82.71633244521274,-114.36994134142617,0
Hispanic,74,E,-30.659678985087563,E,-192.92439866925005,-26.565609466119117,0
Other,68,C,-36.47239825925912,A,66.11540233860947,94.24732588785501,0
Black,88,D,11.475946520358244,B,59.962883035123426,133.90601335894706,0
Black,41,C,-97.59962288257688,B,-259.7421920822304,74.19731469503425,0
Other,65,C,208.56595558082978,A,23.057819761671585,-74.8492431280033,1
Hispanic,53,A,350.82115746017337,B,60.6113019089002,24.81439166877424,0
African American,68,E,70.24974128626958,B,-10.8042876542571,96.08144724650248,0
Other,32,B,-31.62424343804975,A,-53.42737535292649,-131.37105761177094,0
Other,38,B,149.9648529487107,B,194.71183473073063,68.95484381466117,0
Asian,25,D,145.17467357765145,E,80.55941457373605,-27.914719503915453,0
White,60,B,-118.27947592073525,C,33.788648048449375,6.4696194304073735,0
African American,48,C,60.003570533635106,B,8.43562970656267,94.43117642736829,1
Hispanic,96,E,-250.98648773075053,E,111.32808438424402,-24.981503748874275,0
African American,79,A,-88.36703993278333,D,-20.350619420653988,126.03488817648385,0
Asian,90,D,207.12663726433772,E,-89.40060739769687,-24.154970458087444,0
Other,61,E,-79.837858828244,B,-47.39495967270068,-23.138224488540448,0
Other,24,B,-72.70772654383418,B,-327.0582177930921,-176.56246256936222,0
Hispanic,29,B,-101.00988338566752,D,27.836718000026845,-167.28437088525797,1
White,61,B,-12.740146588606946,D,38.028598239227065,39.7549388872904,0
African American,60,A,19.270781538306107,A,22.79274066812549,-25.9883550392063,1
African American,86,E,-42.55748705919359,E,24.78042981505535,-122.34955551253692,0
African American,75,C,19.941578380683893,B,172.5722796871921,-126.84242703308153,0
Black,37,C,40.76065208981574,A,-124.20555462075444,-84.24747935507679,0
African American,19,A,6.00001286377777,A,-106.77491318279017,102.44943517680115,1
Black,57,B,20.444667972414297,C,48.86982530487678,103.2458101190902,0
Black,91,C,65.09729651257639,B,-41.82130877288329,-84.06280787055425,0
Black,93,A,19.64639169493817,A,-72.6168536928705,-40.076304559360885,1
Asian,55,D,162.89932724001918,E,190.3398343965561,114.2497171237333,1
Asian,25,C,-297.1615349869998,C,84.29284985120007,85.81503814307091,1
Asian,85,D,66.86654192154228,B,-39.61734258980698,18.53427845577546,0
African American,25,C,-8.234998337643384,D,-119.12746152665052,226.7530366521267,1
Hispanic,28,C,31.139637452558528,E,116.64880079166467,-81.5098757430673,1
Black,68,B,4.106587732728513,B,-29.660271410100187,49.18979609148281,0
Hispanic,54,B,21.012298373603887,D,-87.28450402928488,169.02808601089038,0
African American,23,D,-21.136094476725003,E,-157.08256210093415,130.7866218929033,1
Black,98,B,-75.69344470051485,A,52.30580830384174,-13.233572321336275,0
Other,78,C,75.15162626718931,C,-129.98173886375582,-153.47282141154068,1
Asian,80,B,-94.13994396381149,B,120.79416016732038,20.273800792386222,0
Other,70,E,-94.10884485097166,C,21.53067745653761,-141.0422387938371,1
African American,40,B,277.5296666584228,E,-23.740043346214026,-74.33698568304631,1
Black,97,A,130.75299943894575,A,-39.77866923176758,-10.582890178288306,0
White,22,E,60.10237331528998,B,10.37587359526636,-17.355871219246303,1
African American,69,E,142.89759675296233,C,-8.142206540005645,-148.8032357125898,1
Black,66,C,-15.780345427840858,A,0.513885348103833,127.58796881808226,0
Asian,21,A,-55.36512681221605,E,-16.70837812751834,172.42712702746908,1
Other,82,E,-22.468395658000635,A,-105.95155183969452,41.88216710410871,1
Asian,99,B,157.64199841774004,E,11.311110714482641,149.91689591390212,1
Hispanic,42,B,-46.41840368468866,E,-76.33891100020402,39.30366151247338,1
White,41,A,-90.99593430213186,B,-96.68708492713336,173.13464387555507,0
Asian,28,C,91.58454450712969,D,74.7243844163232,174.00950445769087,0
Hispanic,79,C,115.29965408943849,A,-32.776631179277196,-22.50492578302874,1
Black,41,E,-11.948797135864393,B,136.5042875204748,-223.34702215609758,1
Hispanic,70,C,1.5022047887354981,A,-80.21045705129262,113.72521872327242,1
African American,23,C,77.69834547582508,B,188.31210128910956,273.4757000223994,1
Other,50,E,-38.526373314667914,D,-68.23582552755413,10.505811077462624,0
African American,90,A,123.68890810241766,C,36.86501633787101,-16.95182538485636,1
Hispanic,53,C,-43.834568883611446,B,246.84588315641446,34.9413591639085,0
Black,92,E,-75.97826160743487,D,-38.393669939126106,-79.25841891018973,0
White,84,E,-75.69061316377285,C,-88.3503266398457,-54.33704934045353,0
African American,84,E,102.60860358487504,A,-19.980776954522774,5.625104793302019,1
White,86,D,50.13541493457572,D,207.3389742961693,21.00140891345202,1
White,74,A,212.34164803769616,D,-58.78509977348846,-42.74532119378148,1
African American,81,B,131.79550513285466,D,-57.37362466914397,-27.329376538713056,0
Asian,21,E,-4.833795694991998,A,89.80197299089086,19.69452875929298,0
Black,88,C,73.36491795198393,E,50.99099490478095,43.53086028699708,0
Black,84,D,-37.27047942001979,C,9.776883626187614,-50.2225340402135,0
Black,22,D,135.75794779648706,A,15.411335550382848,-87.15458121919772,1
African American,52,C,53.653165792943156,A,68.78306871339967,83.28593132943057,1
Hispanic,68,D,-59.96211138482656,D,-231.9404679131002,26.514431744719552,1
Black,42,E,-21.67716174080406,E,88.847341554065,9.109391565161081,0
Black,32,E,-15.334522988786988,A,91.66629838686404,-114.40332129626837,0
Asian,68,A,184.39914726533422,E,-165.23787058927962,69.12258845282125,1
Other,64,B,124.91865926116992,E,102.49435334264217,92.0942743058727,1
Hispanic,76,C,105.60912700268116,D,-116.82745070243845,65.32605700991887,1
White,54,E,-46.21907789384599,C,-97.25591836064142,121.66215090120727,1
Other,57,B,0.4072774146743138,D,-0.25738930150700734,69.35734482705396,0
White,69,A,-43.49257649071284,B,157.40014113833274,65.95971480396906,1
Other,72,E,-51.485846189066486,B,3.3978704833923237,-77.59725909015404,0
African American,33,B,155.8989149713045,A,12.104261138164254,7.2275222002787025,1
Asian,82,E,139.64472170615426,D,-110.15191502747135,127.15700047627753,1
Asian,82,A,53.40266044466764,B,108.20216173441202,-283.6235639390307,0
White,37,D,108.96982107368412,E,-86.5840973994577,31.390568974477105,1
Black,69,B,38.64996636119516,A,-53.91373569225225,-62.75772009415294,1
White,51,E,123.28052515065468,B,-96.9585503056412,91.04598384126948,0
Other,69,D,84.51556907796093,C,-67.18180769553877,-1.017133903225081,1
Black,93,D,-6.131860205054678,E,-89.64778377900599,-82.2884078223281,1
Black,96,E,36.641982385184484,C,-240.2809073661326,195.34988878921524,1
Asian,23,E,65.76579458796252,B,173.14269293709378,-49.11908920622679,1
African American,27,A,83.05419246596851,E,-71.44098150898087,91.60729977746671,1
Asian,82,C,88.03288665474211,E,-33.431606409138595,-73.905336883128,1
White,74,D,-42.69947091613414,D,-123.93603668609794,94.26009225753192,1
White,65,A,-33.502032194130656,D,205.45227386155142,226.8070145117297,0
Black,28,D,72.74569986911274,A,-183.9954910066092,24.90510658689033,0
African American,21,E,-45.95183661509184,D,97.30072663615464,4.059658732557908,1
White,28,B,-68.35207836550403,A,-64.5683279713039,-63.06842769036803,1
Black,72,B,-76.2757315243782,C,-157.16577517802986,-30.127654852597836,1
White,24,D,-109.2804313151127,E,-64.806998694425,21.47607379339374,1
African American,24,E,-188.03485921834618,B,-35.64387326211083,-60.69400260040992,0
Hispanic,57,E,67.9967218620287,D,31.278144307253314,201.9673068063719,0
Asian,86,C,-0.06787932383807839,A,16.687939390393776,-38.303490417874364,1
Other,99,C,159.84863486786867,B,-41.096875615845214,-18.858236798844274,0
White,58,C,-197.2490019917507,B,-66.56918174104395,-139.88473554668508,0
Asian,66,B,-108.8398506171352,B,35.66705685390178,-196.71921717045115,1
White,66,B,4.705962605303808,E,144.55192449552038,38.7427335628855,1
White,29,A,21.71472155869154,E,-17.817268323367294,-43.3510042543447,1
Black,74,E,112.56940500280874,B,18.622980708837055,-137.12904677732865,0
Asian,50,C,-94.76172625053384,C,49.366852576639445,238.12259994162187,1
White,75,D,-91.68030719103872,A,-45.15279295441425,32.32061153757099,1
Other,83,D,-298.6085860153197,A,81.72392960778062,-97.4706863950164,0
African American,19,D,36.93585062923391,E,-7.6182857965824695,15.764603954138584,1
Hispanic,86,E,44.917598640572095,C,14.418157095416758,102.70985165548115,0
Hispanic,77,A,64.68606494884426,E,-17.613814351808532,-46.24135762026058,0
Asian,51,A,154.50707418290398,A,-108.92202556044528,7.899069826441442,1
Other,47,E,28.256824881576176,A,47.199609534917315,-37.972416086163285,1
African American,34,D,-112.70321957918028,E,156.71894953010386,-34.10232005983748,1
White,56,C,164.26775810271843,D,214.69756562824048,-92.46544802016342,1
Asian,63,C,-31.87513994531994,C,51.67783791036417,-97.90099848487603,1
Asian,44,A,-73.24570663448743,D,-121.30952194162536,-11.432977845388178,0
African American,39,A,119.99070960780047,A,25.92589849228749,-129.81519207206472,1
White,91,B,-157.16228729347034,C,-0.5697388010871928,-151.60085909897964,1
Asian,58,E,-165.83164674565188,B,191.81001065363495,2.60536994354671,1
Black,80,A,-65.20265832467878,E,7.279443494574353,-14.679111711310465,1
Asian,95,A,-60.38915865188513,E,-3.19487413654412,-8.296388356019115,1
Asian,91,B,25.868511519922805,D,0.8658915986778681,-20.6536522377465,1
Asian,52,A,28.61350244518518,C,-156.4707280046804,-46.4188687186521,0
Hispanic,22,A,-10.139557756906978,A,76.00099591279218,74.8740714723262,1
Hispanic,40,E,-9.477665524936933,B,8.41679752549004,-51.04686026767668,1
White,29,C,22.413141053646395,D,43.92472201597832,-15.334880566889177,0
Asian,58,B,111.15842787276948,E,-141.4666650322522,-16.741777737500655,1
Asian,25,B,4.738389670515662,A,-133.43762815564696,76.06301020377401,0
Hispanic,39,B,-96.76227888984197,D,-32.38908393848917,93.47596151487895,1
Other,47,B,-9.297288749522258,B,-36.814328470238074,-5.53436784423223,1
African American,96,E,-202.70752428890836,B,42.2923462974817,2.0087286269684084,0
Asian,67,D,-77.74692160486671,D,-12.867465223235575,-21.569221066387044,1
White,30,A,-67.62811840165493,C,-102.73952630258592,24.213117670930647,1
Black,19,C,151.45475398659772,D,12.00661708316116,99.39345457959008,0
African American,64,C,-47.80419962663665,C,189.43199266721865,74.22095032174455,1
Asian,53,D,-101.06950292955716,B,-42.13801769004594,48.450197233629716,0
Hispanic,79,E,0.8464808928096583,E,-9.590137929066449,112.92166631271763,0
Black,71,D,-26.000064952786218,B,-38.67542027329932,-283.23223534383527,0
Asian,48,C,-22.988301915925664,B,-16.472889660771685,-73.53031279594767,1
Other,99,A,163.9257203568368,B,-3.950237038438606,-79.09875163480558,0
Hispanic,72,E,-4.349292886057945,A,-108.22030698269289,-17.052618804009605,0
Hispanic,61,E,-65.52896890459218,E,10.622660216947612,-113.99679963101548,1
Hispanic,45,C,-124.50337893837371,E,54.67608284318701,-80.05810142894624,1
Hispanic,75,E,51.986986366556174,A,-91.02124783372028,-55.29296414019671,0
Other,28,E,-149.90555407772956,B,-129.7827889371572,-119.56016301076578,0
African American,74,B,124.76266206915818,E,42.776906327159715,-73.57096015687529,1
Asian,39,D,90.98349678420115,A,136.71251092988214,-33.17382556292808,0
Black,59,C,-41.56203183808532,B,-62.02160654012538,-52.82869458309845,0
Asian,68,B,-136.93767043228831,E,50.682420357740185,-117.33622450441767,1
Other,41,E,-91.78336887820328,E,-166.1200353808446,179.812499221291,0
Asian,35,A,-139.31055992595515,E,141.32400048357786,55.84861845662812,0
Black,42,B,64.46896312908989,A,-132.018621982199,118.15741726542679,1
African American,32,C,74.76616628729928,D,34.909762516413075,60.491093548146445,0
Hispanic,80,C,81.92701369864498,D,29.941829109860123,-37.45399608119373,0
Hispanic,98,C,-41.850269410295276,E,45.91483749328044,36.94441033388156,0
White,82,A,-60.669651561827166,B,-108.49234898972423,-1.6800461369299788,1
Other,92,B,-33.989585498455845,E,-107.89828403541144,-4.586946017680721,1
Asian,44,A,41.77377180374053,A,120.3092351867143,41.911546177110196,1
Black,40,D,242.96094869408108,A,-46.19271747213282,-79.09008036692585,1
Hispanic,23,E,-52.439909520050406,B,141.2204593212103,30.2222516461291,1
Black,98,A,15.819263470177994,B,59.61496261544059,102.45464447511425,1
African American,63,E,84.07290742635543,E,72.89989519252131,100.41149699909555,1
Hispanic,53,D,-34.362707558825015,A,58.06079001087855,-23.18363679420105,0
African American,98,B,-48.86570741938287,E,14.690676819987702,64.87401056818554,0
Other,46,A,-106.24400609257398,D,-152.03964280960165,-35.19098771607651,1
Black,65,C,60.17381797433134,E,202.55016870350065,129.92566435073127,0
Asian,26,C,-77.15770181488003,D,-17.734879105998854,-68.10435738297814,0
Asian,95,A,-167.43267209205456,A,122.3953705548995,-136.93527150289196,1
African American,26,B,119.00290266212441,D,77.51021946216898,16.98476223116941,1
African American,86,A,57.21152318157166,A,-115.26273004461717,-311.08714772958155,0
Other,83,B,-118.74858486968516,B,60.28735375949101,-78.21243378669081,0
Asian,76,C,-58.788996563229766,D,80.27932091089232,-28.510202285541492,1
Other,79,C,136.03068440813126,E,-90.16942042674542,60.52067889159355,1
Hispanic,49,C,-250.77978616290793,E,64.16369512660519,-22.50986629200483,0
Asian,44,E,-193.2390031759398,C,162.18719162267843,-5.14573956151681,1
Asian,26,C,230.40904692051646,B,138.00602579020972,-9.478388508609903,1
White,24,D,32.966660072251,C,177.55279650929228,66.82446730439075,1
Asian,52,A,262.4772749791605,E,-82.37031598924925,-99.72699191768392,0
Other,69,B,-47.17732855415701,D,-138.0068620487494,128.98625057841176,1
White,60,D,92.24101278690159,A,-22.55527343903492,134.9372013789701,0
African American,47,E,-114.51373492290857,C,-156.41361357991207,135.87220855850777,0
Asian,77,E,120.985417509752,A,-30.58943092367519,97.95228881833445,0
African American,76,E,-72.34961617712058,D,42.80678726211644,58.889801740768874,1
Other,63,D,-141.9322327025622,B,-41.82478866538551,-73.03829904477166,0
Asian,43,B,-21.00064592415718,E,89.99663227837206,-44.498056649265635,0
Black,20,E,75.56733501794402,A,30.177230284191303,-111.48283336073665,1
African American,39,D,-41.41635553038425,E,27.975072216175885,-90.05111669767639,1
Hispanic,84,D,82.22710524390125,B,-112.63325439093654,127.35274304442153,0
Black,58,A,31.68769405577453,C,-61.57381869957953,-117.95528289331045,0
White,50,A,46.29999825318578,E,72.2065261754562,32.066258681889806,1
Asian,50,D,41.309824762515,C,-123.5639029352173,6.072176821507176,1
White,98,C,36.90421153568037,A,-8.631965288725741,102.04871156621738,1
Asian,67,B,158.33455474902678,A,-65.7943413591299,98.40391055168315,1
White,57,B,58.196841567269864,C,192.5073542982823,71.09796918369,1
Hispanic,68,D,-118.70641060679704,E,-50.24900605687,-140.62152262510267,1
Asian,24,B,-170.81160794435542,A,28.169968554252133,-141.89141536839944,1
Hispanic,34,C,37.94097406123558,C,-54.09149561842214,54.45165865052294,0
Hispanic,21,A,-116.51929007393345,A,131.30607555747943,-4.819565177521641,1
African American,70,D,170.90593175240772,B,-148.3316422777269,-10.417731982700086,1
Black,34,B,-213.20761237447473,B,0.4179954890627163,99.1144221405209,0
African American,24,E,-8.411940445602154,A,74.78769325468019,86.52258389215037,1
Hispanic,57,E,38.9182862069014,A,-110.89043354321377,-159.63235893173675,0
Hispanic,29,B,-91.3999980016769,E,149.0197603653577,-21.151977778881058,0
Other,61,B,-151.82952081443077,D,-89.50244309568424,65.71960667679532,1
Black,92,A,56.16962213755651,E,-75.40660778330248,-14.040153474423686,0
Hispanic,36,E,124.33003145940806,D,139.50140425666714,-66.26741381557049,0
Other,18,D,94.28466589507984,D,171.11642951854452,-47.76538276292042,0
Asian,80,C,-71.2397060215763,A,151.5384399834169,55.41092522844271,0
African American,19,E,13.725049989955632,C,-52.044951992913404,-39.72031636790291,0
Asian,85,C,-138.7839475444266,D,-105.16299711144757,-82.26838052396097,0
Hispanic,33,D,139.97854290301711,E,-23.5961587796936,90.58950529995097,1
Hispanic,90,D,-80.22211862764676,B,-2.6331753767455277,-39.49297534459982,0
African American,89,A,10.657751623829766,A,-52.56539486209398,40.96455035649325,1
White,62,B,61.981428837708705,E,-196.94812146730607,63.024710035111276,1
Other,58,C,-91.99555800348132,E,138.98006532854893,11.323330891356038,1
Hispanic,66,D,-1.5618059804783753,B,22.697107427016345,60.79267173969092,1
Other,63,B,33.280481159732965,B,-171.59050483202037,-195.45792072677997,0
Asian,45,B,135.55114300462404,D,-21.98849650933789,5.098589700266619,0
Other,90,C,69.15650373412645,C,33.05870735621713,-41.450204919684836,0
Asian,45,C,136.32196616051505,D,86.84801806466518,7.737309926867315,0
Hispanic,22,A,142.09007549774734,A,96.50456171132015,6.508626163864125,1
Asian,26,E,85.59571189845066,C,123.93591699085873,-80.42582085621048,0
Other,93,D,80.95266047145849,B,34.36666850130703,90.65813978302845,0
Hispanic,48,D,26.35063028026554,B,-161.37657542991514,-76.21790190097693,1
Black,84,E,41.868513480963074,E,-213.39590644327978,-184.01955835753859,1
Hispanic,67,A,-43.46296526337422,E,144.43280809097607,-47.08157296667876,0
Other,24,B,167.72172668161176,B,-109.81998742508222,81.50530990297928,1
Hispanic,27,A,94.81245031307208,C,154.37870222448697,-107.60009875601541,0
Hispanic,62,D,-50.145165324778475,E,29.551082257381545,-145.85906322575053,0
Asian,54,A,34.36843181217523,E,4.532396893472206,55.350078716130426,1
White,69,D,-111.81885705483907,E,36.72692517079596,-38.984568426352624,0
Asian,50,C,16.635244338221835,B,-200.67333626741174,-27.14780086223189,1
Hispanic,63,E,153.01424547717144,D,-91.69558664378707,97.78200387856785,0
Other,72,C,-1.9857949429119905,A,7.684682851752372,129.20022286102434,0
White,22,B,-96.12866857677024,A,160.3322223760297,-53.01671212687842,1
Hispanic,82,A,121.0300704362574,B,110.149700495588,76.45393803675645,1
White,31,B,1.0564351087403252,D,124.84356531820353,-16.172879557334326,0
Other,78,D,100.84090297524702,B,-85.93340070789756,-56.59676981549621,1
Black,57,C,32.03594072529402,B,67.16341669767502,-43.35632542455535,0
White,58,B,-3.369971826477331,C,132.86141698750453,-40.36084722855879,1
Black,22,C,83.86473046858808,B,-127.24448183101444,-96.32392097382527,0
Black,24,A,152.4814278438996,B,77.53240826417162,34.39633910552614,0
African American,88,B,30.041189138165546,D,-50.386480593635255,40.28834769650102,1
Other,97,C,56.59483945785346,D,64.42175575010896,125.51432079152201,0
Hispanic,85,A,41.12622210519884,E,-92.72823316772623,-79.3039928239808,1
White,85,D,92.23176574209305,A,52.83030411642841,-77.1236840882011,1
African American,68,E,-195.0206033666221,C,-80.19914109215075,69.08539413320204,1
White,44,C,-67.84550114737358,C,210.955244317865,96.01553586394883,0
Asian,45,B,-23.603862084453777,B,-130.7556165205418,-86.60576186233507,0
Asian,92,D,39.62918954714508,B,68.09074222747829,0.8269439591850299,1
White,55,D,-3.9542274913959967,B,-25.63594284626917,-180.7941616188135,1
Black,72,E,-257.18874509362297,B,-267.8491171772363,-71.57829770998461,0
Other,72,A,-78.3848180024845,B,-106.70521322084674,48.49562968477537,0
White,71,B,14.038294925397196,C,70.14945628914192,-38.34476212199577,1
Hispanic,77,D,144.59676659538704,D,40.83582326497039,-210.9012977110813,1
Other,63,B,98.02352784330076,B,-192.02652112628266,6.217416990468197,1
White,74,C,11.476048019552772,B,-107.3088487625719,6.135768557198591,1
Hispanic,38,D,-71.28342533376222,E,129.07018547169653,-2.0219620909973632,1
African American,26,D,69.48221904008854,C,-212.86967736277177,65.87469698882938,0
Black,57,C,10.933982354577914,D,-21.894767775258554,63.838321244556376,0
Hispanic,65,D,-172.69637409414867,C,58.989707138447436,-93.24851197547154,0
Black,59,E,-37.06341820915981,A,177.19841294423358,-147.23885297290067,1
Other,43,A,-7.719427200519331,E,69.5555885316446,-32.01006722587308,0
Asian,89,D,36.56346984246257,A,-11.67348876739029,94.01788097469527,1
Hispanic,67,D,29.047693024510973,A,-49.01333420537001,-26.207134008256798,0
African American,46,C,-53.10397045557049,C,70.42939191546328,-55.15189189230338,0
Hispanic,32,A,136.39408432615892,D,28.303319461387105,-59.61783426802532,0
Other,92,A,128.33502961813127,B,84.07540345361664,74.79568112748883,1
White,28,B,11.429932112820925,A,-278.7020600850796,62.07500907261397,0
African American,83,D,126.3276622225864,B,-54.62521529352097,19.681722240814555,1
African American,35,E,82.19770660159068,B,-136.376896102256,-108.69901753229007,1
Hispanic,52,E,122.48056907650422,E,-165.56922026955024,15.269444486437287,1
Other,81,C,114.183735465034,D,47.61009976160279,30.18312226630663,0
Black,40,B,203.16316247879217,D,-17.235666459101413,119.41113235122023,0
Black,63,E,39.92107158686729,C,-39.62536109671848,-113.48434814475725,0
Hispanic,40,C,-19.17099083066028,A,17.726263959325355,-42.15735581567518,1
Black,45,A,-113.89845429936275,E,16.369622392932623,-80.96146640639819,1
Hispanic,52,E,120.41224903371469,C,-113.12798625473334,96.4132268782219,0
Black,76,D,12.066701411345733,D,-61.78393421553688,22.47510862970842,1
Other,30,E,-121.94599530072936,A,94.08864262369416,81.18056000955876,1
Black,70,B,-48.257951436251886,D,25.56768898031979,95.96149357455108,1
Hispanic,79,E,24.858353877077036,A,-8.778218664607085,55.96565179540234,1
Asian,77,C,-167.25611443479272,A,-251.6348236909417,119.72991148208811,1
Asian,75,C,21.211031511324194,C,-28.69619465885466,-204.8220852710457,1
Hispanic,31,C,-89.08476439228932,D,-115.19973986308567,-163.70647658152348,1
Hispanic,34,D,-80.7937454066911,D,1.2880739108688593,88.7937535729924,1
White,65,D,-152.69525735379474,D,151.46644336553922,-30.80605220866199,0
Hispanic,95,B,45.45626530436047,D,-120.17014114027089,-71.77965318811826,1
Asian,33,A,10.693911164502449,D,-78.9536824141057,135.2971650997956,1
Other,38,E,-75.05953539071812,C,8.30143711196768,185.1657694658537,1
White,19,D,52.63533650430251,A,14.800780521012733,37.804254974001275,0
Asian,87,E,-222.64249121432988,E,89.62951888643512,12.45467182487359,0
Other,79,A,25.225461101817327,B,-67.19624577489841,-52.18386067437153,0
Hispanic,81,B,-140.90412869717093,A,120.78772417663455,14.1707432448765,0
African American,80,A,34.14341849250467,D,-92.41754862746008,98.5762416308978,0
Black,86,C,-179.3710007943805,C,70.33952677985982,-31.341690465643335,1
Black,93,D,60.81265910727787,B,-30.169866870485173,81.67040850661942,1
Black,63,D,-40.96981160007641,C,13.811167271909952,109.26342273477347,0
Hispanic,85,C,18.38940430467589,B,242.316053109368,11.47269285363796,0
Hispanic,99,B,-29.303955765713617,E,-83.2955685621308,75.90752574400884,1
White,47,D,36.7162360862652,E,-56.52939892892898,15.018105854684874,0
Black,80,B,-6.7648489275967085,C,-155.20447786959255,94.33845476944116,1
White,99,B,-135.001001030113,E,-14.164618984564154,128.69599141962854,1
African American,55,C,102.2390983519889,D,53.11200407435936,-96.07682572979391,0
White,78,E,-61.66780500152173,E,73.76365481452457,-148.35493088464216,0
