ethnic_group,religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Black,None,C,D,-171.63680295706925,D,64.21410784404006,144.1242817509006,-46.99113366169783,A,57.91979475986636,C,C,D,A,6.275417580949258,0
African American,Jewish,D,D,-45.35601372782494,B,34.82220992208704,313.16542271296845,231.59623160912452,D,-46.92970975425394,B,A,A,C,-215.93543978706774,1
Hispanic,Christian,C,B,-16.57693830984308,B,52.60626702058258,114.12678629016683,214.94709618124705,A,-51.97546853320972,B,E,E,E,-27.073717617959147,0
Asian,Buddhist,E,E,-126.83934333067764,C,130.07351657844583,79.54775246046201,16.501484026341085,B,-46.55703391073608,B,E,D,E,-52.11726852494925,1
Asian,Other,B,E,-125.5767966464675,D,24.616006280146383,22.490976921033077,-34.79677834046458,E,-19.1923377777267,E,B,D,B,87.28174316865235,1
Asian,Hindu,A,B,161.14739118007563,E,100.24122166870654,-39.01438269136795,-103.57878898332208,E,-99.93974021958795,D,C,A,E,191.64003857226183,0
African American,Christian,D,B,52.87693478667981,B,108.43689716894454,-3.9245401938184523,-152.35287884672738,A,-62.70502490824909,A,E,E,A,115.20022921339891,1
Hispanic,Muslim,B,A,63.046239865980866,B,-89.8422802872882,-154.16437209547652,-11.072465370030574,B,-133.46507325308804,A,A,C,B,-96.85417671963236,1
Asian,Hindu,B,E,-93.34206530190143,B,14.851497549689505,-22.735459897318187,92.13627008275613,E,-78.27821776778424,B,D,E,E,-39.22978115178585,1
Other,Christian,B,B,-3.1972495243012697,D,-109.11512074045169,34.3092961870473,-242.48822681079795,D,-20.151508440161127,D,C,A,B,81.70628446708521,1
Black,Muslim,A,E,-7.009526503735641,E,110.1016146686344,-217.21581555298988,-27.56108893151867,B,60.687097642419594,B,E,E,B,88.76051950037265,1
Black,Muslim,C,E,7.2546454668183795,C,85.30950725095713,-14.431826570187118,-37.12172514670174,D,164.69725557142107,C,D,C,B,-61.30215605983086,1
Asian,Muslim,E,D,-67.73653856784566,E,-148.09489845738017,-30.014763816381162,86.51606281404965,E,-31.185239197840414,B,C,E,A,-133.4561312303614,0
Black,Christian,D,D,-185.91450976458967,B,-166.39081843216115,-18.309020099784597,112.6075267349033,D,45.99898481473587,C,D,D,C,-23.286867583289034,1
Hispanic,Buddhist,C,D,-153.82174456009258,D,112.87965918409846,203.21265590854384,-115.02379303615635,A,214.43527717560534,B,E,B,C,-217.10013264239575,1
Asian,Buddhist,D,A,14.686993011316988,A,-149.70038796085984,-6.4945865954967985,99.29213276148742,A,-11.026899416042674,C,E,D,D,-84.15266989914312,1
Hispanic,Christian,D,E,86.00064553047828,E,-50.86625233088631,-6.5633922459588,-39.78956397833856,E,121.28806080019909,B,D,E,A,-31.381765382591382,1
White,None,C,E,-59.654560647405596,B,80.98753205625762,-93.37883617624439,-139.70785888306938,C,50.93992084270773,D,A,A,A,-35.08658315746232,1
Black,Other,A,B,30.15930144394566,A,-25.141821802592307,-206.10988022077072,84.71268553913404,A,-59.00084450797281,B,D,E,C,88.20576210832314,0
African American,Buddhist,D,D,-80.64366341855013,B,152.98070231844954,137.2253687186673,-50.085771696866324,A,-69.87609235682929,A,E,A,E,35.511591750843216,0
Other,None,B,E,-78.52303096935809,D,26.8933739462481,128.37114706441076,-138.81033918832108,D,194.10999803896198,D,A,E,A,-79.90142565478102,1
Other,Hindu,D,C,-95.74612610452414,E,-71.5496278927585,-35.659600037644665,-15.1196970051688,E,39.873027390537146,E,E,D,C,30.850653281196383,1
Asian,Muslim,E,E,-228.285901771053,E,111.04545019818602,1.9081928368784515,-131.25757465886502,D,-89.75195835126357,A,A,C,C,77.79866486894423,0
Hispanic,Hindu,D,C,122.16555534919,C,-257.4659473463353,-43.10617158750163,17.908315598291416,A,83.72442464347003,E,B,E,C,22.133248252522712,1
Black,Other,E,C,138.87068515941735,C,-109.97420366832384,-44.65276694770422,-141.79404782336897,E,-17.75299697394198,C,D,E,A,56.5723470818637,1
Asian,Other,E,E,8.616356862169203,D,-171.96558705663784,-24.488959360520994,81.60576454004509,E,-58.499190359934204,E,D,D,A,-118.24006011332595,0
White,Other,D,E,30.187337676741745,E,-41.782967430427135,-1.4425155554975688,33.98637061826682,B,194.0397232427793,D,E,A,A,49.15036699908327,1
White,Muslim,C,E,-76.69984394334655,B,-86.62952125084094,-86.6653855978097,133.2981133486795,B,4.275137202979385,C,A,E,A,-69.75032912716227,0
Hispanic,Hindu,C,C,11.113256591334986,B,179.7858821329521,-159.14971254693208,-154.34603408522068,B,36.17672710263131,A,B,E,E,7.4635431810016275,0
White,Hindu,B,A,-90.069620987636,E,-21.17937788128049,7.709566760133056,72.5985982358885,B,31.02612608029311,D,A,D,C,-109.28067271833942,1
Asian,Muslim,E,B,-86.71003388704392,B,210.36419205757917,28.281628095932774,-20.040485237279754,D,-100.56557774267323,E,C,D,C,-133.32519818610018,0
White,Jewish,C,A,-47.09855826599781,C,0.6770714478828309,-124.36179686668412,290.492595375984,C,-110.6215391052136,A,B,E,B,-0.7557906239897486,0
White,Other,D,E,104.60637142256238,C,118.58555972957281,155.8769930031677,166.9306983882888,C,45.4581179733923,A,B,B,B,38.16104351197541,1
Other,Christian,B,D,-26.150185414850696,A,-97.51140077627643,112.86204392418398,-104.50289469780098,A,-79.63009907334119,A,D,A,C,11.62017124869568,0
Asian,Other,D,A,-47.364136953704026,C,-102.39213305940098,-153.25254690514575,107.59427005379423,A,18.901870165368074,B,D,B,E,31.011187655850435,1
Hispanic,None,E,A,-7.384123249592006,B,193.0766107511826,-171.7603342149991,129.14545844412368,A,186.70320124296208,A,A,C,C,-117.41236428452093,0
Other,Jewish,E,E,86.56648066355255,B,-10.36627093659037,-191.02127845393852,87.25492045771028,E,-16.822964239563362,A,D,D,A,-29.44392094757637,0
Asian,Jewish,E,C,54.815524365219595,A,1.028087097198375,3.437337424702748,71.41887849007901,C,123.33800611236502,E,E,C,D,-22.076150728570312,1
African American,Buddhist,C,A,43.10825003898116,E,-114.69514437701393,100.90351402655398,-24.446743190111057,E,23.191773392358442,D,A,A,E,-164.0283256857476,0
African American,Christian,C,D,121.570016908547,A,-28.859508952559015,-23.64922712082384,50.35601165972151,A,-34.30111826046092,B,A,E,E,241.2639771475105,0
Asian,None,A,D,-38.96834708338774,D,11.83496873172976,19.15151117712609,-59.00085901055952,E,-71.0527656663101,C,C,C,B,32.24863428220883,1
Black,Other,C,A,37.27737714527972,D,154.20170655732923,119.18449900561026,-1.2946574931979768,E,45.94404673215413,D,B,C,E,-24.592755001444154,0
African American,Other,E,D,15.75073390269843,B,290.4606464818222,-4.4747666093444565,7.081268158285598,A,165.23456341549547,A,B,D,D,80.28133561499862,1
Other,Buddhist,C,C,-62.48993429045401,E,78.7818417852124,-53.037231618638124,92.45329204383252,B,20.686940073816032,E,C,D,B,98.66919199184836,1
Other,Hindu,D,A,-45.40913767993808,B,-69.40161761705366,-15.799063223418882,36.53662025240465,B,93.35205156818674,D,B,C,D,-49.80438140638324,0
Hispanic,Buddhist,E,A,112.93838620838947,E,-64.23172084127154,-23.270645518473682,139.43137160282484,E,-85.58636541303049,C,B,D,A,143.15841760347365,1
White,Jewish,D,A,-212.60914559201106,E,202.73959742519602,-23.63525716198836,12.431439932807606,D,12.201277400514906,C,A,A,E,270.30348729980125,1
Asian,Christian,D,E,-75.19486522147453,C,143.7331150902288,144.8866985789633,15.15933147754648,E,-12.087522574025368,C,A,D,C,-161.8725149456919,1
Hispanic,Christian,A,A,-159.77945917238173,D,39.553737376110504,208.71054773253528,-189.46898464642163,B,-110.41006495084662,A,C,D,B,137.30615991741837,0
African American,Hindu,B,E,101.30343696706908,E,14.56971471847094,182.48882244012498,-61.05490258665808,C,-26.974718733381444,C,E,C,A,78.82983511148795,1
Hispanic,None,D,A,86.98593210535446,A,52.690644298775254,75.32064911259017,-88.5331202074889,C,43.77990415848971,D,A,B,B,63.02061313309283,0
Other,Muslim,D,A,-20.91722825614874,A,-55.88902395696954,204.42732946534255,-131.02190905303056,E,95.9307813180924,B,D,A,A,53.034712377846205,1
White,None,A,D,-96.44474473991883,B,47.38943152408447,-72.46751395548392,170.1256861650367,D,-23.623932945933117,C,E,E,B,-65.18749205913545,0
Hispanic,Muslim,E,C,11.375860228784257,A,90.06325700158978,-78.8817094119865,-57.50398255834458,A,14.227786594436115,C,D,B,D,-84.69388344586635,0
White,None,B,C,177.54884246771127,D,-46.052897592066785,64.12365773575664,-187.39564918388433,D,108.64485893835321,D,D,B,C,14.821566728147753,0
Asian,Buddhist,C,E,90.27755335857759,E,14.329734528086776,6.494893448536462,62.410153733171356,D,-4.127743265735926,B,D,D,E,173.2811191983993,1
White,Muslim,C,E,-68.42982909685625,E,-2.4026563636452334,179.09543958609427,19.103621390970872,B,29.711815957720123,C,B,D,A,51.302503535676514,1
Black,None,A,A,-37.071619382689924,C,-153.567104580831,41.88327135340066,4.357705850303235,A,-89.6561159112683,C,B,E,B,-84.15138251582461,0
White,Muslim,B,C,-75.16503227714573,A,93.41744246143494,-64.13213346701096,65.66817415518881,A,53.583104328350096,D,B,E,B,71.86101165723902,0
African American,Hindu,B,D,-135.80195658697863,D,40.275655565257765,-128.34260434104044,-171.16903593356042,E,-12.786865190177016,C,E,B,A,-41.52965944938637,0
African American,Muslim,A,E,-80.13317350599765,D,5.91224220247318,27.10279768961865,-2.3173180633579404,A,134.058410468537,D,D,D,B,-5.225072493205197,1
Hispanic,Jewish,C,A,8.602381461600576,D,84.52149961511036,-79.95154053687303,48.152339641118594,B,107.34777124406824,E,C,D,A,-224.49811919548864,1
White,Jewish,C,A,152.70625261728574,A,180.9441178621884,-19.050883209686507,33.12286593918553,E,-58.98565060199732,C,E,A,B,129.76811576950246,1
Black,None,C,B,-103.18425209115914,B,-163.53796806712228,66.42148370250712,203.67581567106646,C,-99.02399275821749,D,C,D,C,85.18790559481356,1
Other,Jewish,D,C,43.31775157654088,B,13.454518860614067,-10.102106786151868,-187.47285579452608,A,6.8939168548957666,A,E,D,D,218.21452192461032,1
White,Christian,C,C,-2.8209296220323496,A,-127.53518598950775,75.5832864341656,-4.779986612799206,B,98.91878945100703,D,C,A,A,152.3824617546053,0
African American,None,E,E,-127.4632593808847,A,49.19856781184623,92.14870698090985,33.462692098351035,B,50.74509970270164,B,D,B,E,-44.883476650111945,1
White,Hindu,D,C,54.17294348913701,C,74.90900131459172,-195.36540709304188,-47.9693242548786,A,13.502840732927842,A,E,C,B,-191.80621727629426,0
African American,Muslim,B,D,131.2340726415638,C,33.16450013394186,23.62479425324508,-24.88188105632544,E,-106.89698831339317,A,A,A,D,63.80816733046678,0
Asian,Hindu,D,D,74.20737622835875,E,114.44920987278388,84.77076017922258,-51.264431236905295,E,135.24113298248818,A,C,A,E,-124.77297232329256,1
Other,Muslim,B,B,-32.60269481625124,B,64.4098485919278,-34.29546768412742,13.167714677139033,B,45.46166721892034,E,E,D,A,11.639163380999003,0
African American,Buddhist,D,A,2.472444020392336,A,231.6675324406532,-186.0883569621707,-57.252489978285894,E,142.61323013126733,B,D,D,C,-82.22252482482999,0
Black,Other,B,E,-70.06408001088268,D,-170.2289262724334,-106.27704049713078,8.039602689476471,B,-213.69097069570606,E,B,D,D,-101.6868450818591,0
Hispanic,Muslim,E,E,-77.31283905461453,D,-1.9598230260843599,-183.1340255898207,-79.90402250412487,E,56.610305027639804,A,E,C,E,102.50612835073053,1
Hispanic,Other,A,E,70.40599658680947,E,-181.8772765133525,-8.250529779167952,83.96195836741799,A,70.10888823083566,B,A,C,B,56.45440135283896,0
Other,Christian,D,C,-45.397025991318465,A,-83.66429768006309,-80.30356040951132,73.77124079395112,B,-94.54430196369157,D,B,B,E,140.4103712356262,0
White,Hindu,D,E,50.99444827732451,B,20.90916167735741,-153.83903470008153,-149.5496308742803,A,1.572504088490935,C,C,A,D,199.7538224469086,0
White,Muslim,E,B,-52.32173508731223,B,-74.84555333985865,327.7776534184465,-68.84802720511706,C,196.29424164177217,D,C,A,D,31.876356287350966,0
Asian,Christian,D,C,-23.947310224551245,E,58.504552439397926,86.66106307887019,23.543039680100897,B,-33.813957076589304,B,C,D,A,50.96171650239224,0
Black,Muslim,E,C,-130.09158696009447,A,74.52879403384698,-100.76177831929223,-51.40514141646967,E,-41.57099040419414,B,D,C,A,-71.56932571504652,0
Hispanic,None,E,E,26.06097770367299,B,33.091812834605754,-87.99359653639355,-10.064837300105207,A,-171.67171682027615,A,E,B,A,62.22777118764866,0
Hispanic,Other,E,C,-47.705835003842765,D,-89.13323014666041,-134.8138848092877,8.226075609980835,D,-38.67454588604994,B,A,D,D,94.4525352814178,0
White,Buddhist,B,D,-148.29975720456957,D,-68.09356705068824,-33.48857138589519,83.82263839365332,C,-66.28486039736356,A,A,C,D,-17.517696219963184,1
Black,Buddhist,C,E,27.90997515436543,E,105.36321499781165,-48.09860804290051,181.36219728987777,E,-100.35743638714705,E,A,A,D,143.4160250968454,0
Other,Christian,B,B,155.3595973233891,D,36.45140307713626,68.29808249125104,-172.7458100543678,B,66.69398125083599,A,E,E,B,8.085119649115644,1
African American,None,C,E,-218.37776192255646,A,-3.4332776473629423,-29.45475282732134,-30.581901557651108,A,-39.09459631792199,B,D,A,B,85.4143003488001,0
Hispanic,Hindu,A,E,5.768560344437185,E,-135.44557798307818,18.673865847106207,-87.47018199149818,D,103.09286830156215,A,B,E,B,-121.85080834878347,0
Other,Muslim,C,A,56.547949569764114,D,205.51940025687898,-32.5925215765054,10.78037629310733,E,84.80838652576084,D,B,A,C,-126.92720564897968,1
Other,Other,B,C,-45.163923469773046,A,50.87524577976274,165.6009237353582,159.8088381555567,E,-0.30789432810551154,A,B,A,E,26.679620769251088,0
African American,Muslim,C,D,-1.0626471722485356,C,121.48445277929487,131.28039103746977,-26.298346970399628,D,68.50009091081736,A,E,C,D,-32.85283547736736,0
Asian,None,A,B,-103.33061757728268,D,-16.67701348693493,-76.28454425758177,-178.3292832589991,A,216.81534975819648,C,D,A,A,-53.61093278112074,0
White,Buddhist,B,A,77.10660742530789,A,-119.42743532171363,-146.46890845751088,-35.48470503025465,B,78.12118765050255,B,A,B,B,240.58553260083008,1
Black,None,D,A,-71.67200184705926,C,88.10989817445109,-23.696512265402315,-7.960119597769644,E,-53.347029098480526,C,B,D,C,-11.110990640099626,1
African American,None,E,A,150.5211338818554,B,-99.70837832542021,59.584033028688765,33.879097401555626,D,-210.6810901642819,D,B,D,E,-66.07459647028088,1
Asian,None,A,B,-203.95637115226944,D,-36.58507898338209,48.79822450295684,39.82254156743086,C,5.157892958000159,A,D,D,D,-54.84264226190972,1
Asian,Buddhist,E,E,-72.5280370673841,D,-19.36695151775831,8.282944559646777,-175.08244985379835,B,180.52637635178485,A,C,E,A,50.00361257570689,1
Other,Jewish,C,B,226.38180260687108,E,133.29689825593002,-46.34216291961621,42.480414328545315,C,204.0846740124659,E,D,A,B,46.894523187739495,0
Asian,Hindu,A,C,195.97195627779274,D,36.95811440823124,140.0849359552202,19.350873464787735,C,-66.36351580336434,E,E,B,C,104.64355965976185,1
White,Hindu,E,D,-88.77738502701368,E,45.59792575990565,76.6962456579263,-122.45269719621197,D,-122.59648897543454,E,B,E,A,-93.78464449960133,0
African American,None,E,B,50.15165168670271,E,-64.81618432399203,-181.1367970799091,-69.10811017244089,E,-40.04670697838791,D,A,B,C,-47.7956501881036,0
Hispanic,Hindu,D,B,-49.14352375717385,D,196.14179949185004,-16.372687238369867,39.14129047313282,B,-66.12146961587756,B,B,B,C,-110.24775108443245,0
White,Hindu,A,D,-6.170515946216498,A,-62.379537357695824,156.94383085318702,140.87843082922217,E,-162.56759480677044,D,E,D,B,5.6124078793901875,0
Other,Jewish,D,C,53.72987173976577,D,41.03876248414743,-88.84643807898298,-41.779542603035814,D,119.24397189733997,B,C,B,C,-131.53963820648164,0
White,Buddhist,C,D,7.339104120799962,A,-17.175915811207584,-278.70798445953176,-102.96399151221239,A,-46.92229705798539,C,B,B,A,-8.854521240897746,0
Hispanic,Muslim,C,B,129.52875217937898,B,47.13437038212709,-68.79537186957307,37.39200411435901,B,54.88873958111847,B,E,D,A,180.84362620579898,1
Asian,Other,D,E,-203.8190310150056,E,-86.53089677699937,-92.3425049114656,-136.0727292582046,A,-36.04366839772554,B,B,A,C,21.3202040070459,1
Hispanic,None,A,C,22.46201466773618,B,38.88051184971338,-55.95296979997192,42.01196101882282,A,101.61317639145207,D,B,D,D,173.15812132653815,1
Hispanic,Christian,B,A,20.78077140297486,A,59.14158696863937,9.46070814723309,-50.3943994969286,A,-196.61744918763307,B,E,E,D,-23.353163673491384,0
Hispanic,Hindu,C,B,96.46638097085962,C,11.595111572948777,-33.03585264859759,-25.752503733136283,E,-99.14255344522518,C,C,C,C,-149.16398463344078,1
Other,Other,D,C,29.00703074300484,E,-56.15250068574711,61.97325664106329,-231.59833099944277,D,-193.64718143962486,D,B,C,D,-111.07078254948395,0
African American,None,E,E,-65.03238336150162,E,36.165845705915444,-84.5120634124188,112.9239959340702,B,-60.553463476754786,E,A,D,D,-182.78637928353106,0
Asian,Buddhist,E,D,17.179504379003554,A,-112.55792242602867,136.27542474502715,22.788408696217807,C,-32.161001942643686,D,A,C,E,210.18476061537518,0
African American,Christian,D,B,-47.38123218957426,B,110.06752587276326,51.11695667068909,106.43288518967088,C,84.8871826435272,A,C,C,A,-173.86019682175515,1
White,Buddhist,B,B,-105.08894907291224,E,-253.5156252044902,-77.90745840617151,-20.16679996902755,B,28.316822481994365,A,B,A,B,-44.394085136228256,1
Asian,None,D,B,-19.991852830828616,D,112.17763578862339,-63.73181232831684,22.2569505824302,E,-34.03400783701151,E,A,B,B,104.23172347764958,0
Hispanic,Other,B,C,20.386333778379804,A,-14.657017488719879,12.40500080122347,142.5294538343316,D,33.46847801242958,E,C,C,B,-10.647668999805218,1
Other,Other,A,B,-22.142726038385092,B,-51.84005087858373,52.29096695632912,-106.5812223481128,A,153.4967164528912,E,A,C,A,-121.02424755917414,0
Black,Buddhist,E,D,199.9184670522221,C,-192.81032940352358,126.69786977031652,23.303805381748678,E,-64.31701794639133,C,B,E,B,-108.5147967326519,1
Asian,Muslim,C,E,252.94473214807053,E,147.72309178723583,-72.89539654417734,-24.78199859723852,E,51.04574123576335,C,D,D,B,82.04008871402426,0
Asian,None,A,C,-3.3620705058934255,E,145.60538580795108,135.53874013991214,231.42131601499867,E,-7.64351032291912,A,D,A,A,-43.04927217037838,0
Other,None,A,A,142.9668789895899,A,-102.69537090851865,-48.04023614988518,18.010900368826146,D,-53.05846326201965,A,D,A,A,-89.8363016806897,0
Asian,Hindu,C,C,-87.77610497481503,E,25.39552236855544,54.08941396610195,15.106763813055638,E,-48.45433952479547,B,C,C,D,31.357408899145994,1
Black,Christian,C,E,-14.006859366028285,C,-78.77195611461913,-18.05013001246631,-196.95745566541635,A,-120.23559767422614,B,A,E,B,-134.44858009190548,0
Hispanic,Hindu,A,B,-7.006340849878236,B,35.89545496858722,-94.66985309957369,-8.567886164169296,A,-243.02593840190866,B,E,E,A,-49.41784440603949,1
Hispanic,Hindu,E,A,-28.444661207270755,D,-23.933453533016962,-39.15023453741506,-123.36281694471079,C,-88.94113192153102,A,A,E,B,-38.06631385651722,0
White,Christian,C,C,12.322360472718387,E,-23.3010246328985,-126.05237300920287,-126.51366286661359,B,27.771239931716142,C,B,D,E,-163.13284919804525,1
Hispanic,None,B,E,-160.6481691409399,E,-86.39364138999312,-103.5243519573184,91.53457947913836,E,-145.5190267527789,C,B,C,B,-176.7085359015266,0
White,None,B,E,-14.797748467171324,E,87.32355015590659,175.90941803702057,-112.67093902415861,D,119.21425813920486,B,B,E,C,237.2332780112613,0
White,Other,E,D,13.179524333306619,E,81.49636083659385,-27.066162935213946,145.06716964033015,D,96.61122585164705,B,A,C,B,54.43114080971139,0
Hispanic,Other,D,C,77.03369838006837,E,-79.30206118879396,14.06589284054956,-144.4497869721713,A,51.8133463659719,B,D,A,B,-11.506048695113408,0
Other,Muslim,E,C,-71.86662689922004,D,-22.268681747655712,9.14677426839038,-25.881664825852923,E,-177.77730047093604,E,C,D,D,44.80958904337081,0
Other,None,B,A,36.134042633694605,A,-93.34775270228245,31.903993049233282,86.20744802264804,A,-115.81499681593917,C,B,E,C,-111.57769107677542,0
Hispanic,None,B,D,196.2364464131564,A,49.899817290892436,97.02568213644784,30.314974184148884,A,-107.89286883093526,A,C,B,A,-93.41697939573712,1
Other,Hindu,A,D,37.69703864894027,D,38.50689957869653,-53.34120793897353,-100.72004028980209,E,-119.8358255800017,C,C,C,A,145.02181560914917,0
Black,Muslim,D,A,-52.98399539862406,C,-3.037402734980404,-1.4320625102925373,-11.770635223208883,E,-77.67730125290325,E,C,E,E,21.943299352392025,1
White,None,C,D,73.72795522780386,A,168.9649053046566,211.35433235884338,80.2652167754987,A,75.55315063809527,D,C,A,A,233.34209883002833,0
Black,Jewish,E,E,-22.93936618189171,D,73.63078567761784,-112.48186555075432,-66.47459807165241,C,-58.20041436773183,E,C,C,D,20.841929766384787,0
Black,Jewish,B,E,33.9796786234182,E,-293.4276129520183,-98.32538394121,15.432709973879305,A,65.48376954382398,E,C,A,A,-82.10901802113152,1
Black,Other,C,C,-122.21980235073897,A,-19.04327088644093,43.968703413424656,-104.06077712888171,D,130.3067837814588,E,D,B,D,23.70384402958739,0
Black,None,A,E,-53.54431001771663,D,23.348255363037076,51.56674703125608,116.42572782415289,C,39.6701136218718,B,A,D,A,74.17140946935088,0
African American,Jewish,E,E,-107.12974776391735,B,63.202513332336466,-22.673026535541855,-124.53302423609294,D,155.55686624058427,C,E,C,C,-7.074203968105623,0
Asian,Other,E,D,-183.23953268560658,A,-137.4852560939062,-106.84821189861849,-118.99758380320424,B,22.34643260611727,A,C,E,B,-65.74619841875483,1
African American,Christian,E,C,-22.31917818206316,D,32.050853753080744,298.37145779322475,-58.03893088331131,D,64.50518465286439,C,B,A,C,-20.251748349814516,1
Asian,Christian,C,D,-21.369297991059508,C,-95.69415193771708,-140.95138660848846,82.67769773575246,E,-45.45928787387468,B,C,E,D,42.640420002029124,0
Hispanic,Buddhist,D,A,126.0974716970626,C,34.093073413779976,135.30026085678034,-145.84699640135736,E,-32.64424458365078,D,D,C,B,-77.14612089896396,1
Black,Other,B,E,-97.60673629967745,A,119.76030271191236,-129.5403227759237,29.972591901151528,E,-79.79204806460739,E,C,C,A,-16.806598587200554,0
Hispanic,Jewish,E,D,32.46483565455848,E,-88.28073113753769,-179.60747906187427,-93.87443792995282,C,-122.70389318815647,E,B,D,A,22.763355691413064,1
Asian,Christian,E,D,98.53297891699016,A,41.03590040011522,175.1414588701408,189.23160786611538,E,-42.13422277289585,D,B,C,E,-13.34121167963444,1
Asian,None,B,D,-51.81343861484168,C,-117.05217207055347,57.60776400526129,110.99469498964952,C,-49.47519018405535,B,A,C,E,-106.70694999724117,0
Other,Buddhist,D,C,-45.540874717987144,A,34.665354981337295,153.40267435740165,-23.24898041061562,A,102.65654749537374,B,D,E,D,144.07046004920957,0
Other,Hindu,A,A,137.15954789169731,A,-114.62324088415959,74.33649519308536,-197.04264511557537,B,7.90579545863027,C,D,B,C,-15.989585568329773,0
Asian,Christian,A,D,-7.774562451043794,E,-69.00984997388008,189.93135657423736,9.252775989082664,E,146.13016876727235,B,D,D,C,-16.504052078683873,0
Other,Muslim,E,D,89.34509814043594,D,-78.46511902291327,111.23810775182783,-38.46899279356814,D,8.531062206943739,A,D,C,C,91.2338798148828,0
White,Other,D,C,-35.14642164423808,E,50.33389728923581,-107.80143381843435,51.603658928278115,C,95.02703247025153,B,C,C,A,66.02672040882562,0
Hispanic,Hindu,C,D,-53.47455557232445,C,16.634338517897515,-16.64055278449126,-17.275875852290294,C,-36.97588893747356,D,B,B,E,50.94880934624256,0
Black,None,E,A,156.8312491081785,C,-81.76167909453417,-9.92310919147623,-48.01321891565962,E,82.0879212529037,B,A,A,B,16.713094832526895,1
White,Buddhist,E,B,-40.72189423011998,E,-17.087272149143097,-115.21291232436973,-90.9905379176837,D,-24.82772668665457,E,E,B,A,154.57310344087864,0
Other,Hindu,C,E,-76.17266621835171,C,42.74925008601815,-164.3195389433031,32.852375919176254,C,69.60413733574151,A,A,C,A,52.29409517773188,1
Hispanic,Other,B,A,7.897865474396529,B,118.05329168120014,-52.958917594463685,82.3293283183278,A,-22.134515841265408,A,D,C,E,38.05603795726352,0
Other,None,A,C,-83.72699412644361,B,-127.17007247921804,207.71159486787928,156.42773022866373,D,109.53310729435483,A,B,A,C,103.78821831173626,0
African American,Other,D,A,93.65598674209869,E,2.8611585548821212,25.947260412017453,56.37084114453835,A,-53.33808286429149,E,B,E,B,-108.5933780694095,0
Asian,Buddhist,C,D,-51.359155167893476,D,-67.9955388129569,158.47320994832202,-84.33096935951231,A,160.0232558325599,A,D,D,D,-60.12034317220165,1
White,Jewish,C,C,-71.96311609564644,E,-32.859627325749905,-127.50269907539771,-59.84701145967017,E,-21.358716617623806,E,D,B,A,-99.26157502776962,0
African American,Muslim,B,A,88.00722920857935,D,250.7269613536905,-105.29477932914718,29.514101842806966,A,77.10642836960389,A,E,D,D,-39.118960236345096,1
Hispanic,None,A,E,69.23970612654546,C,54.155124781174194,91.79449630780147,37.84822569507425,E,119.73350679037678,D,C,C,D,86.73825581978888,1
Other,Other,A,D,22.252734296772662,A,70.31060872180097,209.47808392928465,10.295298545768587,C,182.45271903608315,C,E,D,E,-15.40754677087382,1
Black,Other,D,A,-87.72292289675528,E,-52.85070618536293,-29.539827768290433,94.90588655788159,E,16.316194431387622,B,C,A,B,23.403488517297664,0
Asian,Other,E,A,-14.732123656730348,D,-6.391351660137364,114.99271347116937,43.69480168563843,D,184.40999402562588,B,B,A,A,-242.491166544408,0
Black,Muslim,D,C,35.79015001221925,A,-106.57076421331924,-32.60772651304059,-72.6539671307401,B,56.7391194552317,B,A,B,E,-20.41246326851904,0
Other,Christian,C,E,52.25414194631735,A,-138.95593348922074,-190.14935657003403,-95.11091347784168,C,-123.89030871928584,E,E,A,E,72.07074762951639,0
Hispanic,None,C,E,-44.127399905938624,B,46.5548652789094,141.8346798915894,36.388919906736646,B,78.24392323967008,C,A,B,B,203.77547934741548,0
Asian,Hindu,B,D,66.03617963495152,E,-11.48075497063151,120.78443073839962,-37.91421821921574,D,-83.72819926433401,C,C,C,C,135.87586487268635,1
Hispanic,None,E,A,-119.5579317474999,C,120.6693992191493,-235.4798728323707,-134.12947251095014,C,-57.34982584799834,E,D,D,A,-215.82361761426725,0
White,Other,C,A,164.12885368871895,E,-145.17116684367724,92.66107006861203,273.2440224723657,E,26.166892225704412,D,E,D,A,-119.07198616998014,0
Asian,Buddhist,A,E,276.3755847223258,A,-109.1981486234346,14.300241862154051,58.24729035091419,D,-2.8925390257692847,E,C,A,B,70.15181945819567,1
Other,Hindu,E,B,59.26413169243838,A,-53.94054854775724,55.592264174546635,77.66189853453129,E,-51.72540102655656,B,E,A,E,-71.76137180981998,0
Hispanic,None,E,A,-159.5695023450784,B,180.3024786731378,87.464160360776,71.15948654668945,B,-20.624256303078578,B,E,C,E,-131.3162184437256,1
Other,Hindu,B,E,166.71985656068,E,-112.44387959916611,-105.43158027408042,118.47659949002565,C,-121.544244471454,B,C,A,E,34.602847916796115,0
Asian,Christian,B,D,-105.24119574740207,A,54.82583444656777,-140.20436393336522,167.93525527965224,A,12.397336896979395,C,B,A,C,76.11331033617607,1
Asian,Hindu,E,C,90.62071917952534,C,99.2142048825558,-12.976625683335033,33.208777479374284,C,-41.21038650757565,E,A,D,D,-4.912223444014656,0
African American,Christian,D,C,12.009691325679023,D,39.57285049667448,38.82914742703407,121.91853997893492,C,-103.10460027875249,C,C,D,D,293.71266350620516,1
