sexual_orientation,AgeGroup,SEX,disability,feature_0,feature_1,feature_2,feature_3,feature_4,target
Heterosexual,18-25,Other,Physical,-31.32206237882724,B,B,68.70993956705709,-58.178098558812316,0
Other,18-25,Male,Mental,-86.92218144350974,D,A,-6.120995047287576,-28.294819407725463,0
Other,26-35,Other,None,64.5624388282395,C,D,30.34636170331587,112.18393612250743,0
Heterosexual,51-65,F,Yes,31.206961278633198,B,E,152.90728712719476,-61.914008924203436,1
Heterosexual,18-25,Other,Yes,-77.54845310183296,B,A,70.66852420981431,-61.03166754693588,0
Heterosexual,18-25,Other,Both,87.93508093319714,C,B,-8.690434728350628,34.07704189912851,1
Bisexual,26-35,Other,Mental,94.85970692103315,B,A,106.55952236033994,-23.751582904668993,0
Other,51-65,Male,None,-62.819283715201756,E,A,56.950818442674546,70.24732352930158,1
Heterosexual,51-65,M,Physical,-8.299506260255917,A,A,22.68598073275585,12.476903129760586,1
Heterosexual,36-50,Non-binary,Physical,-38.730665690810724,E,E,-108.03965568632769,-30.43162494163157,1
Other,26-35,Non-binary,Yes,-68.41159539134742,C,C,-80.3119858773742,-30.572399210017874,0
Other,36-50,F,Yes,-58.951387679464595,B,D,-16.36590127252237,106.14706496198833,1
Heterosexual,65+,Male,None,-51.7700532360949,C,D,-144.0029697135964,76.39819911580862,0
Heterosexual,51-65,Other,Yes,41.877538705643175,C,C,-248.11522350929414,-126.91432024895144,0
Bisexual,26-35,Non-binary,Both,-4.896566650318527,C,A,-8.440591030473445,47.00239284858662,1
Homosexual,36-50,M,Mental,178.78784710093768,C,A,118.21837017467647,-7.312725985453442,1
Bisexual,26-35,Male,Yes,42.281128762848525,B,E,-76.00740932664289,70.15025354326359,1
Homosexual,26-35,Female,Mental,126.22550118342647,A,E,87.46669672408129,147.5805690202211,1
Heterosexual,18-25,Other,None,36.47741273812943,C,D,-46.06314322739135,140.62129160637465,0
Other,36-50,Female,None,41.92171750222649,A,E,-203.88582599274213,-304.56016273869625,0
Bisexual,18-25,Female,None,-99.13195831490816,D,C,196.36122018566235,9.616964699235123,0
Bisexual,26-35,Female,Physical,113.42284072278244,D,C,23.675296063594523,180.63790417817515,0
Bisexual,18-25,F,None,197.01843319268818,D,A,24.43405788366139,-75.81205817373203,0
Bisexual,65+,Non-binary,Physical,31.761130947203643,A,A,-66.89006281603017,-123.55427198712958,0
Bisexual,18-25,M,None,-84.15123687998448,A,A,-69.22767603068671,-42.800466746547976,1
Bisexual,18-25,Non-binary,Physical,49.45618877318103,B,C,40.66409809000241,162.0790103400041,0
Bisexual,51-65,Male,Mental,65.89716192554484,C,A,29.849154829824393,80.17268186478731,1
Other,18-25,Male,Mental,104.92606276328962,A,C,109.76244363574878,183.81126931026472,1
Heterosexual,65+,Male,Yes,43.2886130764589,D,A,-8.953001967665395,19.71478739013262,0
Bisexual,26-35,Male,Yes,-79.61350259168098,D,A,-140.6223904197812,-116.62490539839115,1
Homosexual,65+,M,Mental,34.62908188619445,B,A,-30.247245055317727,-28.077300574868367,0
Heterosexual,18-25,M,Physical,-43.96380375850433,B,D,-95.75753818159623,-80.0721858273106,1
Heterosexual,36-50,F,None,193.84392507512584,E,C,37.780915136428945,-34.49127852741675,0
Other,51-65,Male,Yes,-20.783741058127422,D,A,36.425071348203794,-82.70841155549287,0
Homosexual,26-35,F,No,63.697195106673796,E,E,157.47386334785003,-51.03286015192543,0
Other,18-25,Male,Physical,57.19734364921389,C,B,3.129446607513737,-158.0667454417134,1
Homosexual,51-65,Other,Both,-82.64124038661619,B,A,-170.41967443646948,-77.29323213118339,0
Other,36-50,M,Physical,-115.51128078473212,E,B,-155.19123634321636,-46.494506926996856,0
Other,36-50,Male,No,-80.47927401776757,B,B,78.84561628410296,-96.9561644529549,1
Other,26-35,M,None,-90.63426048304845,B,E,116.05748237891176,-7.866392631210362,0
Homosexual,18-25,Male,Physical,92.1579054979474,D,C,-48.69718236390118,-124.32806037690176,1
Homosexual,51-65,Female,Physical,-94.70785120291629,C,D,49.95976649967282,135.94010095617563,1
Other,26-35,Female,Physical,270.86462281711323,C,B,-25.688510327800046,89.61192354990895,1
Other,26-35,M,None,-84.6616706916571,D,C,37.01785423326818,10.854851024161178,1
Heterosexual,18-25,Non-binary,Yes,-0.485471254515325,C,B,85.08223190436374,77.80563516997518,1
Bisexual,65+,M,No,11.098034843408762,D,B,-171.0317206476035,40.53190147856119,0
Homosexual,26-35,Female,Physical,-117.36207535625864,B,B,-115.82963121463483,99.32909798676667,0
Heterosexual,18-25,Female,No,34.877150292327244,A,C,-212.33591351037578,-46.14746903299686,1
Other,51-65,F,Both,31.111806711863892,C,A,-21.898461026029512,-64.73649929789835,0
Homosexual,36-50,Male,None,-39.016601117881,B,C,107.98317325782216,53.427204762075085,1
Homosexual,26-35,M,No,47.21194016482399,B,C,-66.43041623540357,151.60656768948917,1
Other,18-25,F,Both,71.13107895118215,A,E,36.03365861916951,197.19167027432616,0
Other,36-50,M,No,136.97698112629698,B,B,-99.04201253793258,124.58588602990201,1
Homosexual,36-50,Female,Physical,-12.12594641258739,E,A,-63.2242184984179,-13.431993903570183,0
Heterosexual,36-50,F,No,-122.33008990165285,E,E,6.869985944725679,140.94561546001455,1
Homosexual,18-25,M,Mental,-54.11431926013673,C,E,10.62140371165034,20.85032073600435,1
Other,51-65,Male,Yes,-202.30185874803763,A,C,64.57148684591989,143.68257862071806,1
Heterosexual,18-25,M,Physical,-65.55769728882275,C,C,-2.205881313343664,-210.67989368132336,1
Bisexual,26-35,Male,None,142.582413513722,A,E,38.01416199709593,-110.45719227952011,0
Bisexual,26-35,Male,Yes,5.8728409254599185,C,D,34.6638116911334,68.4590364159121,0
Other,36-50,Male,No,38.0773898467514,E,A,-6.625809755646471,-35.51510203281858,1
Heterosexual,65+,Male,Both,118.30251280261814,C,D,-10.73259549074059,-122.91837201770835,1
Homosexual,36-50,F,No,61.305238044783,D,A,14.564796204767083,-179.4724009948613,1
Bisexual,65+,Other,Physical,-57.692778561223825,A,A,219.59374539153208,6.922272542629286,0
Other,26-35,Other,Physical,-95.20914324691992,B,B,289.47888650575953,-135.96873137267832,1
Homosexual,26-35,Other,No,10.620284702394057,E,C,15.239468940197277,-27.370723589892076,0
Other,51-65,Other,Physical,46.97162132492309,A,A,-142.6520290125289,-100.09548185743404,1
Bisexual,51-65,Female,No,-57.670812542364146,B,B,128.30049969190603,-5.977325653519429,1
Other,36-50,Female,Yes,-47.82442642904242,A,E,123.26408005902454,-33.43827322181149,0
Bisexual,65+,M,Physical,65.37892059562033,D,D,-75.54272641638596,-115.12216792393035,1
Homosexual,26-35,Female,Physical,-48.77585273908275,C,A,-157.0348198633172,70.65808868384225,0
Bisexual,65+,M,Both,-60.42238576480676,C,D,52.157449497899435,-45.07382732779415,1
Other,36-50,Female,Physical,-25.861188555767427,E,B,77.65490958653001,-37.3170193560177,1
Bisexual,26-35,Non-binary,None,-5.5248046373792965,A,C,81.60672828998783,63.77142810858301,0
Heterosexual,51-65,Male,Mental,-44.82264182876142,C,B,196.71429800336136,-109.85411586220589,0
Homosexual,18-25,Non-binary,Both,78.68678983496473,C,E,1.5127980369186613,-24.26132464090258,0
Heterosexual,51-65,Other,Both,154.23801389355322,A,C,-107.53975442584758,-84.74092566083755,1
Other,18-25,M,Physical,20.923202295171013,E,E,7.8580276707302135,-37.254450669338226,1
Heterosexual,18-25,M,Both,-150.91978497790393,C,A,-17.518781951233407,-92.2958925139869,1
Other,18-25,Non-binary,Physical,-86.98742062331665,B,A,-47.18225762977517,-85.46101174660299,1
Bisexual,26-35,M,Physical,26.038502363986886,D,D,-31.964999514252668,141.1051512262929,1
Homosexual,18-25,F,Both,-109.71324591243514,C,C,45.388063715115265,-70.2049853998949,1
Heterosexual,51-65,Other,Both,42.49098853571784,C,C,-189.92788771859392,-213.34215235381544,0
Heterosexual,18-25,Male,Mental,-86.48336497002424,B,D,-88.4722019608769,16.561206966435833,1
Homosexual,36-50,Male,Physical,125.63003791536885,D,B,100.08604806849488,-56.333238881223636,1
Other,65+,Non-binary,Mental,21.682352546853036,B,B,-27.93366212228321,37.06093215892556,0
Homosexual,51-65,F,None,38.33022014591375,C,D,14.275528577115034,148.9340950427085,1
Heterosexual,51-65,Other,None,197.97332439647585,D,A,73.9808685659953,-224.17188137507486,1
Heterosexual,26-35,F,Both,160.59192249010556,D,A,4.621714532559042,-84.03019145874345,1
Bisexual,26-35,Non-binary,Yes,17.437773976434208,D,E,44.276844438683874,-39.93595980391112,1
Heterosexual,18-25,Non-binary,No,-39.271635268697274,A,B,94.11391554292878,28.455537912350703,1
Other,26-35,Other,Mental,2.120002487149365,C,B,-10.200301200194732,-75.81434962175396,0
Homosexual,36-50,M,Both,23.909733634491218,B,B,-79.13837260044646,24.40223917522073,0
Homosexual,51-65,M,Both,-38.07774705282178,A,E,-21.42327771467809,90.59577801129112,1
Heterosexual,65+,M,Mental,97.35781488873194,E,D,-71.52212808744562,107.84794042050736,0
Bisexual,18-25,F,Mental,-122.43645285109834,A,E,-175.8923042522119,146.95704269195332,1
Heterosexual,65+,F,Both,61.81151717742883,E,D,-39.48399262158739,139.08247822743465,1
Homosexual,51-65,Male,No,3.2998964343191606,E,E,-136.71967276682665,-56.805437188761864,0
Bisexual,18-25,Other,Yes,-56.54169338794266,C,A,106.12285964010093,-229.20789678030832,1
Other,18-25,Female,Both,-83.0686543431419,B,C,8.797093601362393,47.58317539961933,0
Homosexual,65+,Male,Both,-124.08458610652158,C,D,96.2283382131532,-26.82541110264075,0
Other,36-50,M,No,-17.186058349134463,C,A,42.9961467323997,-45.533689055673705,0
Other,26-35,Other,None,-235.05247641296205,E,D,-26.7779219546565,102.86883554789705,0
Bisexual,65+,Other,Physical,-13.942715964804348,B,A,27.823337302566998,-90.65498161966808,0
Other,18-25,Male,No,-57.09043074043462,E,D,-75.4701554529399,-16.047402361365453,1
Other,36-50,M,None,-57.37995294011289,E,C,-33.76998165416617,-19.637520744413813,0
Other,65+,M,Yes,19.714366020859057,B,A,110.8832134068184,43.10080372480763,1
Heterosexual,51-65,Non-binary,Yes,-113.97357014900152,C,D,94.9115959785855,78.16158049951241,0
Bisexual,36-50,Female,None,-190.5466159207307,B,E,224.43867867030417,-9.85925147971244,0
Bisexual,36-50,Male,No,-53.88109611080532,D,A,-141.3263593378879,-52.61999464039351,1
Homosexual,51-65,Other,Mental,76.36234070959686,D,E,-26.051354862868116,-31.76044862934727,1
Heterosexual,18-25,Male,Physical,223.46803403890263,B,C,-153.77178627988516,-7.573359984740198,1
Other,51-65,M,Physical,-34.14764645325516,C,B,16.47013884224532,-76.13740001260736,0
Other,65+,F,Mental,54.605034630954165,E,A,-72.05260158297513,-251.37213072277214,0
Bisexual,26-35,M,Both,182.13263021551015,E,B,178.76320551861048,70.98187773245432,0
Heterosexual,18-25,Non-binary,Mental,-295.48814644614544,A,A,58.177173270940685,-139.03988742471694,0
Bisexual,18-25,Male,No,-139.07060620288127,A,B,60.793366812482496,-30.426090191998767,1
Other,36-50,Non-binary,Mental,-145.474259996345,B,D,40.91181579104213,88.38757027156731,0
Heterosexual,26-35,Male,Physical,-145.52645016609353,B,B,107.93162128861016,-61.75669805884867,0
Other,18-25,Other,Yes,-5.278860648276415,A,A,-121.82333793636346,-56.7850103240167,0
Homosexual,26-35,Female,No,-81.40784327537096,B,C,113.6386720283149,90.99063322333774,0
Heterosexual,36-50,F,Both,-34.68336937884095,B,A,-68.12742577185392,-24.00637083675631,0
Heterosexual,51-65,F,None,29.32678221626898,C,B,-41.05282780596525,94.91161732092924,0
Bisexual,65+,Other,Physical,117.65177415459614,A,A,121.14709208941561,-127.83192918296284,1
Heterosexual,18-25,Male,No,102.38131979500858,C,B,155.45627444890582,150.73098772963755,1
Bisexual,18-25,Non-binary,Both,-218.54040235625706,D,B,-208.38954879025812,71.04756941394446,1
Heterosexual,65+,F,Yes,22.207115581006637,B,A,-31.678337548771076,-93.12203799137906,1
Bisexual,18-25,Non-binary,Physical,17.000369130436788,A,B,-64.98278987529244,-111.2129397995899,0
Heterosexual,18-25,Non-binary,Both,-57.21745390629245,B,A,-19.994971120683353,-102.25339311885642,1
Other,36-50,M,No,-70.47778226261423,B,C,53.63022392674298,-76.59866777165747,0
Homosexual,18-25,Male,Mental,-21.84618015709041,E,A,105.25800414741423,-83.73765911886098,1
Other,18-25,F,Yes,137.7256943965693,C,C,-0.6638642069336189,-71.01015604157251,0
Bisexual,51-65,Male,Physical,47.50762680877877,A,A,-6.648674679520933,68.7431275240778,1
Other,36-50,M,Both,45.38098268240963,A,E,50.09506822624494,80.42288729304931,1
Heterosexual,65+,F,Yes,53.42587214322702,C,C,48.336827923712136,-88.86372791354177,0
Other,51-65,M,No,-226.94033387570144,C,E,-43.53968273677971,-23.82476677517646,1
Other,51-65,F,Yes,-34.3012854022868,D,E,-267.5680217754642,-97.82888516179985,0
Bisexual,26-35,Other,Yes,-162.94457060221131,C,C,-260.14087774439656,-9.968850158895073,1
Homosexual,18-25,Non-binary,Yes,-69.01284757907574,D,A,28.757976446759564,36.66258110370493,1
Bisexual,65+,Other,Mental,-0.686394217341052,D,D,-72.03174877750533,-22.000924417944283,0
Heterosexual,51-65,Non-binary,Yes,-42.39129936558933,D,A,-1.7694271355371942,-79.61976655171277,0
Bisexual,65+,Male,None,-125.27136607040121,A,B,-196.4525295047069,-25.23524298755049,0
Homosexual,51-65,M,Mental,-154.19368940994045,B,D,-74.12816425916672,-37.756875940694215,0
Homosexual,36-50,Other,Yes,142.70645616440092,E,A,-70.94698628262718,91.97124333024409,0
Other,18-25,F,Mental,-12.798355333124908,B,C,2.487445789435704,134.66692538340897,1
Bisexual,18-25,F,Physical,-75.37944254119172,D,A,-54.65976228433076,110.21192275138961,0
Heterosexual,26-35,M,No,185.70084336639218,C,B,-26.082190143093896,-153.0079697700516,1
Heterosexual,26-35,Non-binary,Both,-42.872401659285686,C,C,214.31977307261545,165.4504973221857,1
Other,36-50,Non-binary,Yes,212.20229780003788,E,C,45.34041578834792,-12.600429956510247,1
Homosexual,51-65,Non-binary,Both,77.44966749346078,C,B,98.88735178677197,181.57603181992053,0
Heterosexual,26-35,M,None,48.35607752224794,A,A,65.04991166564923,20.884106416323412,0
Homosexual,36-50,Non-binary,Mental,-5.41816931487357,E,E,-24.789964268793167,-68.38976908249168,1
Heterosexual,26-35,Non-binary,Yes,52.385247729912784,E,D,165.25857026794097,102.69006279087608,0
Heterosexual,36-50,F,Mental,119.20064122666034,E,B,-70.24179239035958,66.9828736423136,0
Other,51-65,Male,No,70.45508426499848,C,B,69.32084155894768,-40.926613579035305,1
Other,51-65,Male,Both,170.9850369173859,E,C,-92.55206526738472,141.52853859004773,0
Homosexual,65+,M,No,-80.6377883209515,E,B,97.29067308927796,81.0707143891429,1
Other,51-65,Other,Mental,71.50611955502359,B,A,-44.930642858365935,62.773399392167576,0
Other,36-50,F,Mental,-57.59270519891459,C,A,91.57390515846643,-95.58761895586471,1
Other,51-65,F,None,150.05893982417916,B,C,-17.767224066840313,-7.72800716479523,1
Heterosexual,36-50,Non-binary,Mental,96.5703371871662,C,A,-106.27789302936166,49.77194546568662,0
Bisexual,26-35,Non-binary,Both,-53.83143016919296,A,B,-16.976237885788308,-107.84032893502233,1
Homosexual,26-35,F,Yes,48.191682000643574,D,D,169.34434732443304,193.3241890143794,1
Homosexual,51-65,Male,None,10.202320589858083,A,B,-167.98023284143667,79.75342434213866,0
Homosexual,65+,Other,No,142.53364401258227,D,A,-3.558393686675386,180.0157943714102,0
Heterosexual,18-25,Non-binary,Yes,-24.184868981814983,A,D,-14.736801120168721,34.774385412014084,0
Homosexual,65+,Female,Mental,123.70269205648425,D,C,-23.684753782144934,-127.90541350852061,0
Bisexual,51-65,Male,Physical,-143.21843056711526,C,E,-279.6742318494786,19.82844726441006,0
Heterosexual,65+,M,Yes,-94.51249151409561,B,D,59.1950676106343,-21.730227576161944,1
Heterosexual,36-50,Female,Mental,63.69739756630024,D,B,-26.744195953231653,-33.52678817210439,0
Heterosexual,26-35,Male,Yes,-43.36684024558098,C,C,-58.946696989050714,-20.320837477167473,0
Homosexual,36-50,Other,No,241.50724241129393,B,C,-76.63970357327663,-47.61362364934929,0
Homosexual,36-50,Non-binary,Yes,-122.30429686553114,B,B,-26.68325362115401,-74.50486071424555,1
Homosexual,18-25,Male,Mental,6.737715238707412,A,A,-113.92561140431468,-23.94340791856681,0
Bisexual,36-50,Other,Yes,-79.0879690566307,A,D,-295.5744539651372,-210.74659276584052,0
Heterosexual,51-65,Male,Yes,29.822717036098112,B,A,168.06818013410737,53.28813974562817,0
Heterosexual,18-25,Female,No,-39.164869740681084,E,C,-13.53508549984295,85.91479707591057,1
Heterosexual,18-25,F,No,-77.30357664906522,B,D,9.219793131299243,-15.879812807165337,0
Bisexual,36-50,Non-binary,Both,-101.78011555317445,E,B,-156.17760195843326,177.13322548970982,0
Bisexual,26-35,M,No,36.06561747377366,E,B,-164.71480412080322,118.50274070027824,0
Bisexual,36-50,Female,Both,172.48683612423656,C,D,-4.881049749525532,-35.22690053837854,1
Heterosexual,26-35,Female,Yes,52.613907212440694,B,C,284.69596655583,105.19643877072909,0
Bisexual,18-25,Non-binary,Physical,-89.2315600935883,E,C,-176.04560269036483,-53.34300608711655,1
Bisexual,26-35,Other,Mental,-147.5136782693969,E,A,40.9634668341831,66.33696752866082,0
Homosexual,65+,Female,None,-60.705566872637505,E,B,-122.1425009872058,-16.230684173978418,1
Homosexual,65+,Male,Physical,-113.09555176300448,D,B,103.48677550926737,14.186291282128632,0
Heterosexual,65+,Other,Physical,-160.19968363455718,C,A,0.39078684190718727,127.1153811504663,1
Homosexual,51-65,M,No,3.859764693225721,C,B,33.047235907077685,-133.38959400358368,0
Homosexual,26-35,M,Mental,-102.14863897954127,C,B,110.7841521502583,43.303157276202285,1
Other,65+,Other,Mental,-209.56728512505669,D,C,3.479657729027302,-374.30029710221163,1
Other,36-50,Female,None,29.3229518800735,D,A,-71.38058549203762,-61.617955057872244,1
Heterosexual,26-35,F,None,28.840755848831755,B,E,-32.39035827724506,14.836289670801769,1
Other,65+,F,None,156.1507191717754,C,A,48.88403844826819,-79.84195604969366,0
Bisexual,18-25,Female,None,29.35469136763657,E,A,16.153472673784837,-83.42465171869445,1
Bisexual,26-35,F,None,-95.72069494691698,A,E,63.52686430018585,-119.82177440720916,1
Bisexual,65+,Male,Mental,-17.739347590923416,E,C,-18.381413724087565,-38.11251871970782,0
Heterosexual,18-25,M,Physical,84.47567425426861,A,D,131.58847937352613,178.57274379209446,0
Homosexual,36-50,Other,Yes,-81.69407232499286,A,A,-244.8813359944179,-44.92054486772102,1
Bisexual,26-35,Female,Yes,32.34695798567618,B,B,1.7432772195244084,-120.31318680904828,0
Other,65+,F,No,30.757664036538802,C,E,132.95648580902505,-41.63550862746542,1
Other,36-50,Other,Mental,-21.5986111311677,C,B,-93.23502436256197,117.40402258483648,0
Homosexual,18-25,Non-binary,Physical,171.3204729040548,C,B,11.550884445952061,190.70933210966658,1
Other,36-50,Male,None,-56.050583359010616,C,B,-29.37505436389689,-8.13773498107204,0
Homosexual,36-50,M,Mental,-77.06165892212971,C,E,-45.84450678170951,45.05290207115307,0
Other,26-35,Other,Both,-59.446015539778266,C,C,-8.785115864560003,67.28674611737797,0
Other,36-50,Other,None,93.00326456307552,E,D,149.5937377023598,16.571174352077858,1
Homosexual,18-25,Non-binary,Mental,69.75392628428322,B,C,6.88104073866333,-110.93526664288514,1
Other,65+,Male,Yes,86.15314719735856,D,E,-68.27924203767921,-93.38077127405322,1
Other,18-25,Non-binary,None,-92.39056429940172,E,B,-40.02226642284756,-28.790897464532495,0
Homosexual,26-35,Male,None,-25.30488768826476,E,E,6.660351804549338,-95.80957142000622,0
Bisexual,36-50,Non-binary,Yes,135.60460386954085,E,A,-45.43422275227569,54.39379159758032,1
Other,26-35,Other,Mental,281.7709689306411,A,D,-136.54589593193168,134.11936791994515,1
Homosexual,26-35,Other,Physical,80.22654600887404,B,B,-28.558796975240636,47.17245273985336,0
Bisexual,65+,F,Both,-70.10367600602385,C,C,-19.069979290590357,69.94254788617371,0
Other,51-65,M,Physical,62.64376959940978,D,D,-65.46403201616243,14.863309112857994,0
Other,18-25,Male,None,-22.035440940687323,D,B,299.9343875700805,156.1518563738363,0
Homosexual,18-25,M,Physical,-182.94459643617898,B,C,10.269281093209063,121.44036678513217,1
Homosexual,36-50,Other,None,58.85132265145781,E,A,-25.39746188601637,-62.90491456576651,1
Heterosexual,65+,F,None,-54.62316141989372,E,B,145.30589313579944,88.31537941920287,1
Heterosexual,65+,Female,Mental,-1.9338382999459724,C,E,-0.2856774069741694,-124.06497616458142,1
Bisexual,65+,Non-binary,Physical,-37.207139044663776,C,B,-141.3468792535949,23.066970448530864,1
Homosexual,65+,F,Both,80.40040366258425,D,A,50.835568148575575,89.67113096279283,1
Other,18-25,Female,Physical,12.60010384526577,C,D,-104.17836582358856,-129.281770864736,1
Heterosexual,18-25,Non-binary,No,82.23183315834956,B,B,-96.15787321666544,-73.26859222978919,0
Homosexual,26-35,Non-binary,Physical,-25.905105926350142,D,A,81.17813807900592,64.4499835061197,1
Other,36-50,F,None,-210.0073725788632,A,E,-134.73687064192438,-96.6360653242595,1
Other,51-65,F,Physical,-35.296589748230055,D,A,-35.81333393589518,-102.89463696109861,0
Homosexual,26-35,M,Both,20.17393839344768,C,D,-210.02137187947505,-54.368256157541886,0
Heterosexual,65+,Female,None,-160.0041784788622,A,D,-65.17410763562378,-6.573016067107494,1
Heterosexual,26-35,M,Yes,-166.19036310756292,D,B,23.532005060018445,52.136235947400586,0
Homosexual,36-50,Male,Yes,216.7943598211711,D,A,-138.4372713383243,-14.490575542256423,0
Other,18-25,M,Yes,-20.202210948316164,B,B,-6.141886120636107,-99.52994505698534,1
Bisexual,18-25,F,Mental,-30.508563860099198,D,A,-128.39518667894748,67.6046828830371,0
Bisexual,18-25,Other,Both,201.55445032744205,B,B,150.64324339435345,-3.080165141298722,0
Homosexual,51-65,F,No,-1.9390339752444006,B,B,-175.53415298695847,32.73041517605634,0
Homosexual,36-50,Non-binary,Both,-92.29317197855606,A,E,11.982597301330236,-11.441865461615345,1
Heterosexual,36-50,Other,Mental,-26.46473158057375,D,B,-20.763893802890358,-129.38403140453826,0
Homosexual,51-65,Male,Physical,132.61576261909045,B,B,-183.79772226009308,-46.98673157559118,1
Bisexual,65+,F,Physical,67.0065850225052,C,B,4.31434096077798,78.8046617302149,0
Bisexual,51-65,Other,None,-9.411416292637577,D,C,-43.65731386106127,-159.9726257506283,0
Bisexual,18-25,M,Physical,42.81217386483881,E,D,-47.290425256138484,-86.27213804900883,1
Heterosexual,65+,M,Both,103.91831792743918,C,B,90.65373426158754,139.19945710786638,0
Heterosexual,26-35,F,No,-145.66205600169027,A,C,-21.20901825925099,147.43840487866407,1
Bisexual,36-50,Male,None,92.24762415292557,C,C,-257.7155880337487,79.10825740476116,0
Bisexual,26-35,Other,No,127.96793770346969,B,B,-91.79242206618444,-16.268180049411953,0
Homosexual,65+,Other,Yes,254.89167916690073,D,C,8.729911500408628,7.3518140070843,0
Heterosexual,65+,Other,No,-62.77218945777665,E,D,-149.3372894055107,-124.32636269860086,0
Other,26-35,Male,Mental,-81.402707076887,E,E,-25.929681542204154,-97.85001811201865,1
Homosexual,65+,Female,Physical,30.421110648154126,D,B,-6.930804900410951,-162.45518842851786,0
Heterosexual,36-50,F,Physical,76.90076248693961,B,E,-41.04585751638295,-88.54537381139346,1
Bisexual,36-50,Non-binary,Yes,0.8360611646124407,C,A,-59.46477272248576,70.43143226896379,1
Homosexual,51-65,M,None,-10.050498591236812,D,D,44.79306818879155,128.0595959779527,0
Heterosexual,36-50,Other,Mental,167.2026241700316,C,D,148.00154536227652,142.07109572637654,1
Other,65+,Non-binary,Physical,-156.58671227333102,E,E,58.44250359757446,-122.89570145868664,1
Homosexual,65+,Female,Mental,153.64612153936707,A,C,32.78200329694445,45.28719352011806,1
Other,36-50,Female,No,-83.06927645476631,B,E,44.229360354336855,9.576835031996762,1
Other,26-35,Male,Both,140.75668345204576,E,D,-1.376614651230914,-111.04372687788685,1
Homosexual,51-65,Male,Physical,-109.56582577899327,C,A,-193.67549630086899,89.26803029268143,0
Homosexual,51-65,M,Mental,22.369467444589347,B,C,-42.66141316590855,-23.573502049588306,0
Other,65+,F,Physical,22.022784633227335,C,D,1.5819025755384,12.769060340710636,1
Homosexual,18-25,Male,Physical,-57.09107095855136,C,D,-26.218010969816323,35.33299714759639,1
Other,18-25,M,No,-86.5223529135695,C,D,56.72552132420653,149.50577771948537,1
Bisexual,36-50,Male,None,187.86798653422764,B,A,-79.11956878391732,-11.492435040397815,1
Bisexual,51-65,Other,Yes,-143.23636401908223,D,C,-110.39202955757005,36.9585430553531,0
Homosexual,36-50,Female,No,-54.0509394680306,A,D,178.29904796230272,-130.6434266708274,0
Other,18-25,Non-binary,None,76.77034742589741,D,D,138.06253469840607,-160.82497908394015,0
Other,36-50,Non-binary,Both,110.011366806641,C,E,33.96481772355748,43.43310939307361,0
Heterosexual,26-35,Female,None,-50.08841199766212,D,D,-15.384489553095893,-66.68278918932192,1
Bisexual,65+,Female,None,-189.7114661996695,A,B,142.20489839982383,-48.20157109065589,0
Other,65+,Male,No,102.13682278446198,E,B,48.31031579251756,28.591145233758414,1
Bisexual,36-50,Non-binary,No,-164.31720787755205,B,C,-3.8676189006286603,-18.514557187294184,0
Bisexual,36-50,Non-binary,None,79.86944764440885,D,C,82.53652304411962,202.69303525795465,0
Heterosexual,51-65,Non-binary,None,-36.74734524120159,E,A,-12.472340125124482,131.7583083548606,1
Bisexual,65+,F,Both,21.07470692696865,A,C,-185.7782521803057,52.32045699404767,1
Bisexual,18-25,F,Both,-51.860459764042986,A,A,93.15354973632721,-45.25719432273097,0
Other,51-65,Male,Both,158.416080465831,E,E,31.795101150281496,133.50748529109427,0
Homosexual,65+,F,No,-185.19499290047696,C,D,49.236764979352735,-86.74557450942126,1
Homosexual,65+,Male,No,87.02433898758991,D,E,110.72431101884428,98.16327673233594,1
Other,51-65,Male,None,-170.61101497087446,D,D,102.10914810857126,82.36020693376975,0
Bisexual,26-35,Female,Both,-94.14287211078285,A,A,124.04765305677805,51.66822869422978,0
Homosexual,26-35,Female,No,-48.88480193275387,B,D,-113.09305014153401,-112.9492526704025,0
Bisexual,51-65,M,Yes,234.01249403235767,D,A,108.77714461138899,131.40545426096278,0
Homosexual,36-50,F,None,-37.5676499815037,B,E,-90.48784689959628,82.68813514429628,1
Other,26-35,M,No,26.49674277543791,C,B,-84.81400955098071,1.460548847366427,0
Heterosexual,65+,Male,Physical,-42.92958876204325,A,E,-55.29844835634468,44.99988124801301,1
Bisexual,36-50,F,No,-116.66054776723489,C,A,73.47293359143353,73.30207948317381,0
Heterosexual,18-25,Female,None,-64.63238554478228,C,C,-136.4128293739436,47.680807078028806,1
Other,65+,Other,Both,16.263300654910875,E,D,57.12678201752519,161.63157689269224,1
Other,26-35,Non-binary,Yes,43.01538203258934,E,D,-105.95986585671511,100.95265006503851,0
Homosexual,36-50,Female,Mental,-118.37707960711603,E,C,-12.507669956817374,-39.826883905275714,0
Heterosexual,36-50,Non-binary,None,-19.402423589076882,A,E,43.83965787304163,26.88308644425047,1
Heterosexual,36-50,Other,Mental,-51.747967591071166,C,E,27.972388866354986,-218.7830797564836,0
Other,26-35,Male,No,47.61356397400916,D,E,24.726913763756354,-24.58393635569211,0
Heterosexual,18-25,Non-binary,Mental,88.64367681183161,E,A,114.44672557776919,-2.8944234704072427,0
Bisexual,65+,M,Mental,18.073298519680055,E,D,103.436907040151,29.078243363925786,1
