age_group,veteran,Gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
65+,Veteran,Male,E,C,A,39.735129484491964,A,-109.78217975915048,E,-82.7483626508051,-17.982805389881225,30.414156919920554,C,E,1
51-65,No,Male,D,B,B,112.70899546259568,C,-194.51756692166066,D,-61.598106322249045,62.24398824772967,14.618974922167274,E,A,1
26-35,Non-Veteran,Female,D,A,C,23.53108684601779,A,123.46337042837283,B,126.79923739854857,42.22104228134349,167.57104758156356,D,D,0
65+,Veteran,Non-binary,E,C,A,-13.239682018160098,A,-60.53368582997566,D,123.38794042459224,-20.070259372349405,23.75399416845658,A,C,0
26-35,Non-Veteran,Male,A,C,E,150.9387718369212,C,44.98954551342953,D,-49.308435000106705,-59.3981667398351,91.58670901219142,B,E,1
36-50,No,Non-binary,E,C,D,-5.6407092731816215,D,41.927212865974695,A,5.894370181569285,60.583638988943356,-45.60711454957891,A,A,0
18-25,Non-Veteran,Male,B,B,C,-70.533138911953,B,-2.718721842191227,D,13.117647539404542,-10.346563209491173,-19.743358832359505,E,E,0
65+,Non-Veteran,M,D,B,A,111.43753935583631,E,-119.64125339051152,E,-131.50196145511092,29.59255062972049,-28.140010623496813,B,D,1
51-65,Non-Veteran,Other,D,B,B,66.75665431981975,C,84.98583241959116,D,153.34458376285255,107.31341166663361,-26.711653451571003,D,A,1
51-65,Non-Veteran,Other,C,C,C,-14.448217998048097,B,129.9700515682996,B,149.4487431327239,136.37306838898218,10.974805482452805,A,B,1
36-50,Non-Veteran,Female,C,C,E,74.40908238859134,A,130.9411723274377,D,104.78367194243418,-129.07496863025173,285.1062579737884,E,C,1
51-65,Non-Veteran,Other,C,C,E,-41.649152912338266,C,6.256196639950547,B,-37.70411985047012,60.278259984490425,-29.942550867077518,A,E,0
36-50,Veteran,M,C,B,B,-40.82368384281864,B,-56.283862241383545,A,1.116912296231226,27.623037156052998,-256.32859214301675,C,C,1
36-50,Non-Veteran,Non-binary,C,B,B,-198.27802615595772,B,88.1583424490807,D,125.68297586748498,24.840329044394483,-68.04378834637433,B,D,1
26-35,No,Female,C,C,E,-92.96064958687377,D,33.16912565004739,D,10.156637764031517,-260.6743926001536,-30.34310728027767,E,A,1
26-35,No,M,E,A,B,104.41835897631773,B,133.64730124020363,D,53.89732241999386,-82.72798384862001,-51.746348476367274,D,E,1
51-65,No,Other,D,B,A,-229.94066321844272,C,-16.473139385735514,E,-35.686165408338056,-68.21128808384044,-235.48948440651273,C,D,1
51-65,Yes,Non-binary,E,C,B,151.37214483828794,E,212.64559325341997,B,-17.249279593310764,-8.471553214842874,-16.195385887329213,D,E,0
36-50,Non-Veteran,Other,A,D,E,147.80858830470322,D,35.82052614672524,E,142.98485973604278,-6.436251591964737,-103.53512619414578,B,B,0
18-25,Non-Veteran,Other,D,D,D,-29.197118869818027,D,98.4327274664768,B,-18.285176325005263,157.97618742266772,37.392161893293604,E,D,0
26-35,Non-Veteran,Non-binary,C,C,A,56.005683465604136,A,125.98800140950553,B,-61.42423303447192,65.22818889080196,67.58073680672813,D,C,1
36-50,Veteran,Non-binary,C,D,A,34.77100211967637,B,23.495137399740106,A,13.347258600105494,134.2507123406499,113.36680413252533,B,A,0
26-35,Yes,F,E,E,B,-37.356823354286625,E,95.00104446952051,A,34.098272127110185,-22.2254129678784,-26.93732502232411,E,D,0
65+,No,M,B,E,A,-85.49876275368517,D,-184.47783345334167,A,-88.94248391312895,-29.65940490516234,-68.14127160036452,D,D,1
18-25,Yes,Other,C,A,C,178.47420783453097,D,-58.509283674429014,E,76.70289108144249,14.625365112887142,-57.46056112654054,B,B,1
36-50,No,Non-binary,E,E,C,-92.07801037249787,B,-46.63375090477722,E,66.52954394752541,-87.72534856111876,105.47441025958304,B,D,0
18-25,Yes,Female,D,C,D,102.81015333167983,A,71.67302211163806,E,12.52262184681051,8.334054199412577,-58.34302276065537,E,E,1
36-50,No,F,C,A,C,93.75122681766379,C,46.353333938220715,C,3.697412381206317,146.28704555886722,41.05096046303579,C,B,1
18-25,Veteran,Non-binary,A,E,B,-233.6053182815938,B,-71.69567518159181,E,-75.74368731112519,45.68706330449357,15.56172618949824,C,A,1
26-35,No,Other,B,C,A,27.379384089506694,D,55.03784868136445,A,-73.28451771538334,46.356092126142194,-159.58947175269836,E,D,0
18-25,No,M,C,B,B,-133.2472715761917,D,68.83311157487564,C,-44.64330463108121,86.58449886508902,145.70621899382476,A,D,0
36-50,Yes,M,A,B,E,132.9876797965303,C,76.60470909753575,E,48.72684615797771,-70.2856816247791,35.732748852471566,B,B,1
36-50,No,Male,E,D,C,47.862140087554046,B,-104.46001719994264,E,-63.85690147450105,35.506602257260056,41.028510587111185,A,B,1
36-50,Non-Veteran,Non-binary,B,D,A,-76.47357901226107,C,46.94230636376873,D,110.41662360181638,-117.20780827955824,2.046195763353727,D,C,1
26-35,Veteran,Female,C,C,A,-51.270304993192795,C,112.67903703536216,E,-206.9957600139221,-214.13014357939787,-37.18336170299214,E,D,1
36-50,Non-Veteran,Non-binary,C,C,C,-83.03356819522925,A,-112.82878651405677,D,-151.4933384792387,81.07944697127907,-95.30023914395109,E,E,1
18-25,Yes,M,B,B,B,21.462816410291612,A,92.4474500285081,C,87.99140158572568,174.65394521881598,-50.18454406342296,C,B,0
36-50,Veteran,F,E,A,B,90.66463192483045,D,-75.45686752576285,D,32.438324332137356,-140.42349072998618,-4.414067582879847,C,E,0
18-25,No,Other,D,A,E,-63.87595397186195,D,-70.9734866078513,D,1.9613810275764507,-31.036958046582836,-125.25510666233359,E,B,0
65+,Yes,Female,C,A,D,-107.15327130195791,E,-146.25015243723192,A,-64.51961291223719,242.51469642637153,-195.2862204057393,B,B,1
51-65,Yes,F,E,C,C,73.38740913380776,D,-57.8922858940376,C,148.56482933094802,144.62602188904287,77.26779474696332,C,B,0
18-25,Veteran,M,E,D,A,106.07397732631625,E,12.612289667812302,B,100.06642880911349,19.788550172452624,-54.3177252918622,C,A,0
26-35,No,F,A,E,C,-140.74076346602013,D,20.319989473583817,B,16.500580817130775,272.88465698033673,36.05966183316097,D,A,0
18-25,No,Non-binary,E,E,C,138.18760217128218,D,75.54613428648611,E,30.70260365392281,68.42585282927242,-280.72688014186514,E,D,0
65+,Yes,F,E,B,E,26.11155966216177,A,-60.954611124225146,D,45.04456160086441,111.74624095776021,-13.457002427518269,E,E,1
26-35,No,Female,C,E,D,13.949696433602178,D,16.764836543943925,D,165.99796014628976,-6.453114960032451,-51.225294071925845,C,A,0
51-65,Non-Veteran,Non-binary,E,E,C,-25.864061356165568,B,8.409719333179359,C,-16.50062966540781,9.510414722471422,-0.8862290714613688,B,E,0
36-50,No,Male,B,E,C,-118.48093157070876,B,-4.007214598835246,D,-74.15355729019967,-21.55305982426694,200.29266744765133,A,C,1
36-50,No,F,B,B,C,123.15381904060933,D,214.77430945513004,E,-307.1111029663979,129.0690327054913,112.38621663887822,A,E,1
51-65,Yes,Non-binary,B,B,C,-37.5935785441839,A,11.983530717992668,D,-71.66166075052723,-56.802254661294135,70.14646690420605,D,B,1
18-25,Non-Veteran,F,C,B,E,40.777978925246764,A,35.00113382458748,A,-33.19798596061439,-2.910522715247579,-84.57155403830087,C,C,0
26-35,No,Other,E,B,B,133.41839689522595,B,149.8851572518941,B,106.13618771209612,93.71788006864143,59.35009375196532,C,C,0
26-35,Veteran,Non-binary,D,B,A,59.86149279431267,B,94.22147883591269,B,-182.48825292141342,26.35696702359276,141.50632227116208,E,B,0
65+,No,M,D,D,C,183.8661896297129,C,12.597405915913324,E,-4.6721291637951365,-111.57287866016452,-55.24196146475521,E,A,0
51-65,Non-Veteran,Other,E,A,A,-87.5047504209675,E,-100.72623302623525,E,75.8443130851043,-111.79894281365281,10.68906968780267,A,C,0
18-25,No,Female,A,E,C,-173.47916880707675,A,78.0555928615943,A,32.82246763827583,113.54508464557391,148.52392606588432,C,C,0
51-65,No,Male,D,C,A,31.975449999700473,A,59.88432790927269,E,1.863179133070032,-30.819048736303138,186.93707840647966,A,D,0
51-65,Veteran,F,B,B,E,36.242335989247444,B,-139.33307252299176,B,42.35831863899535,38.14259117061159,-106.72140253718771,A,E,0
51-65,Veteran,F,B,A,A,106.93226399323625,D,59.77542358060188,A,50.70604679298268,-157.8443616980109,-58.56990408965245,E,B,0
36-50,Veteran,F,E,B,A,-61.747268270494935,E,99.45688263225641,D,46.8246500696398,4.135818518119883,-34.21883751916889,C,D,0
36-50,Non-Veteran,M,B,C,C,-51.50084370815089,B,-90.7310925551937,E,-56.585511863561564,97.94595195370441,163.81161901421564,C,A,0
65+,Non-Veteran,M,D,D,C,-159.69239054061407,C,69.35596590130206,B,181.41086085884206,-0.5936057039921747,-100.18770660826142,E,E,1
36-50,Non-Veteran,F,E,E,B,-174.79055637599058,B,54.05680459856062,B,-7.5470927788142,16.548964509792523,-63.76120758008336,B,B,0
36-50,Yes,M,E,B,E,100.82671772985276,C,-170.83003450616994,D,216.41435794945338,-41.92320514645278,154.09437892136327,E,C,0
51-65,No,Other,C,C,D,52.83991408987182,C,-25.83242024706841,E,3.447452220567482,9.68685836265585,-0.9283457424669976,C,E,0
18-25,Veteran,Other,E,C,C,-0.4505672093565659,D,-89.02529299340365,B,29.108808422938026,63.35784393316726,6.050578446982591,D,E,0
18-25,No,Other,D,A,E,25.250786309866218,A,-232.5595030263548,C,116.75030057797066,-9.705707464942153,77.10508168998435,A,B,1
26-35,Veteran,M,D,A,B,36.30416248120923,D,-194.81701476239616,B,82.34091961793798,-141.61299694099372,73.753138647819,A,E,0
36-50,Non-Veteran,Male,D,D,C,110.86236286041154,A,-62.071925799240276,D,-17.329996984540415,-47.72180254724684,45.524492791440565,C,D,0
36-50,Veteran,Non-binary,B,C,E,67.65465076580762,C,-359.7873234886351,E,-117.00140351465802,237.67562907160445,203.11247287472787,D,A,0
65+,Veteran,Female,B,D,A,16.41027302330275,C,10.597181517556727,C,-204.57235547216817,-145.75689047152537,73.49762180025215,C,A,1
65+,No,Female,D,E,E,66.38659254856061,A,-46.13564929677661,C,25.499558606121553,-92.42317638848506,-83.69154962067448,B,A,1
18-25,Yes,Other,E,D,A,-30.115298669876093,B,97.95116497435458,E,-30.841859909278103,-82.00607643490791,-27.923635326242103,E,E,1
26-35,Non-Veteran,Non-binary,D,A,C,-168.85478374509668,E,-57.248198809164975,A,30.746774682755508,74.83175593582786,66.30967750293752,B,B,1
26-35,Veteran,Other,A,A,A,23.14348559538284,C,135.5996050629882,E,210.77027238638252,38.63751328266801,20.108225687755194,C,E,1
26-35,No,F,D,A,D,147.79618752513312,B,-128.29431374113355,E,88.72305733500913,-8.581223349976568,-114.63959764861636,C,C,1
26-35,Veteran,Other,A,E,D,30.78081016045938,A,79.99714585505261,E,3.2305535596905828,8.954553389897443,212.08679385030118,E,E,1
51-65,Yes,F,D,A,B,-16.922155063404293,C,99.71051498983185,D,149.88602222866103,-143.59041273992864,-53.113931268734675,D,A,0
51-65,Yes,F,C,B,B,-124.04260950500645,C,-61.722591096012415,B,86.78284683700284,86.53583628344053,-124.61416876511827,E,A,1
18-25,Yes,Male,A,B,C,72.7404401941836,C,-403.3693179526853,E,69.69481046824413,-116.45234520200576,-20.458035269936634,B,C,0
51-65,No,Non-binary,A,A,B,7.19031136199583,D,-65.74429103688911,A,36.13344153165167,120.4922364103648,33.976286235814214,B,B,0
51-65,No,Non-binary,A,A,D,-198.5292409193212,D,-134.10825174851058,C,74.18884751451681,103.99357873727627,128.99931475708124,E,C,1
36-50,Non-Veteran,Non-binary,B,A,D,26.528831379203265,A,102.73584793330406,C,-20.395415578001227,142.43183219088388,75.96910062327692,C,E,0
18-25,Veteran,Male,D,A,A,-12.765237410707005,A,32.93836024931192,C,-57.19756676706389,80.6542924296435,47.95475577069075,B,A,0
18-25,Non-Veteran,Male,A,A,B,-254.7964981177472,D,-260.8844818907552,E,-63.20457073423196,94.02207490352392,27.523558727176265,A,D,0
18-25,No,Other,B,A,B,130.2089465799755,E,-83.01755303473571,A,32.3015418455886,-145.03565398570922,97.29886284305785,B,D,1
26-35,Veteran,F,D,A,A,-77.54985113710536,D,127.25896943300378,A,121.71593367448858,-103.29241571461442,-89.33759704632001,B,E,0
26-35,Yes,F,B,A,A,-140.3224472865756,A,18.166965879602984,C,-29.857748201666865,-59.540542096336054,40.89659599963662,E,A,0
51-65,Yes,M,C,B,E,-15.236680313257905,B,-15.517034856711339,D,76.68144871907538,22.759491401582185,34.47369857808758,E,B,0
36-50,Veteran,M,D,D,D,-22.426678746198185,C,46.72774497901512,A,109.86926483359187,-80.87697742558896,45.360832786557424,B,A,0
18-25,Yes,Non-binary,A,C,E,60.96249298941645,C,-7.9055835403406896,E,47.261184926555096,6.595992114648235,7.148512739203107,C,D,1
51-65,Yes,Other,A,D,C,131.2561312204405,D,-215.22574200892913,D,-65.91593937418516,39.01273308328238,-44.90526313373998,D,C,1
18-25,Veteran,Female,B,B,A,36.52615167999679,C,-136.72422302153853,D,72.36223544692209,-92.15979404963306,135.38006926220712,C,D,1
65+,Veteran,Female,E,C,C,98.86155922731908,B,49.1905522663194,D,31.751264220762167,109.1168769079226,56.24647336917654,E,A,0
26-35,Veteran,Male,E,B,A,29.602452334868428,C,-7.261306252104073,D,179.2848030297728,-41.116916676821255,-103.48971902872913,C,A,1
26-35,Non-Veteran,Other,E,B,C,19.485956788565616,C,191.99088265581184,C,-220.0566377992184,-79.0423351623258,-68.73901607573042,E,A,1
36-50,Yes,Non-binary,C,D,C,107.96278649954448,C,-214.85052639393132,E,0.23002092835216273,170.39514477715045,104.48862526195015,E,E,1
51-65,Non-Veteran,Female,C,E,C,-2.845747516892685,E,23.749493086245156,E,14.340831306507374,-28.706907463590714,13.957984818587784,B,B,0
26-35,Non-Veteran,Other,B,C,D,42.83638543025163,D,252.10097570499474,A,-111.93406157247736,-147.5103921854018,63.517409704272154,E,A,0
26-35,Veteran,Other,D,C,D,-82.13679608243099,E,74.42299936686128,C,-158.71678379301554,291.19189388970705,55.99044306157377,B,B,0
36-50,Non-Veteran,Male,A,D,B,157.2056739879747,D,37.71857269248878,A,42.52601819534051,114.54392710595103,-53.85668582117818,A,E,1
18-25,Yes,Other,E,C,E,-272.18171841361635,C,76.09040914856841,B,17.445535995563407,-45.61859882045941,-157.81051916431622,C,C,0
18-25,Non-Veteran,M,C,E,A,103.32831458359885,B,81.49292203041493,A,-139.39516602450576,-4.4698544034211185,-60.394195059306035,B,B,0
36-50,Yes,Male,B,C,C,-74.48838303274972,C,-110.81004360382296,D,-78.1651981214357,-70.25173087464664,-47.057708023839346,A,A,1
26-35,Veteran,Other,C,D,E,-128.2773596967786,E,-66.1705656867402,A,-0.17613870132108123,27.435875840467034,-25.637199431573936,D,A,1
18-25,No,Other,B,E,D,158.9603388759572,C,-58.336330837654145,C,82.02310992806015,73.55472355943404,55.926559671405386,E,A,0
18-25,Veteran,M,A,A,C,-167.8904982817401,E,44.26154311567845,B,57.946116373700264,154.73341801202136,43.16533550701784,B,B,1
26-35,Non-Veteran,Other,E,C,D,143.17806477233236,D,105.05091492159922,B,-61.868739096006955,104.32556481872435,-167.4435274759351,C,A,0
26-35,No,M,C,D,A,99.33774695776955,D,-32.926219269283976,B,30.607105427121557,-37.01165245604268,-37.36402646359355,C,C,0
26-35,No,F,E,E,C,136.58782066653302,D,-34.464663259001476,C,37.19287376446557,37.493569039238125,208.55397869546414,B,C,1
26-35,No,M,C,C,A,165.05185716703065,C,177.24051906036559,D,-28.9532353236947,61.85187979390866,-57.953794845911865,D,D,1
18-25,Yes,Other,B,E,E,-184.28792686035587,B,206.77036686912123,A,148.67853666394805,-62.141327050721806,-191.57206098725328,D,E,0
18-25,Non-Veteran,Male,D,A,D,32.633977596262554,B,-62.480321141881745,C,92.48601747479856,-38.321758308015404,28.512189095073275,D,D,0
26-35,No,Other,D,D,D,-23.930045753192836,C,196.55759922734833,D,-164.09148827290434,85.5544320162756,-90.36166876592569,E,B,0
36-50,No,Female,B,A,B,-15.885490190794242,D,-83.36609382590838,D,-162.79098158873492,41.46652156210902,107.83423864967277,C,A,1
26-35,Yes,F,E,E,D,-40.736935250204205,B,47.288327815517434,C,-106.54515166659944,21.1911381629656,112.20617749757331,A,D,0
51-65,Non-Veteran,M,A,E,B,91.46637173927692,C,21.91035228795617,A,-69.51481440893153,173.49761616857356,-45.122823582519096,D,D,0
65+,Non-Veteran,Female,D,A,B,126.08135164435417,B,-75.4845932882658,E,-205.92659093316078,163.72973095326196,21.032824969801442,E,C,0
36-50,Veteran,Other,C,C,D,-122.66451257698965,D,182.97543445819267,A,21.89448395607801,-39.39004231479764,-1.8895920720395896,C,E,0
26-35,Non-Veteran,F,A,A,E,-80.90003386701906,D,-46.48995666033757,A,-51.52586193959604,-215.49582408468413,150.4161515516883,A,D,0
51-65,No,F,E,D,B,12.503165682608646,C,102.6293687973797,A,6.423557542240495,-84.32985767707993,-48.5226923330639,A,D,0
18-25,No,Non-binary,C,A,C,199.62797905482384,A,-124.48234770959587,E,57.897968256206326,72.22084144853741,-113.23291443759231,A,C,1
36-50,Veteran,Non-binary,B,C,D,192.90243200924786,A,151.75939452674533,B,4.8917159329489674,37.67173354405084,-60.01960213399749,E,C,0
36-50,Yes,Non-binary,B,A,E,100.53820182452682,C,-112.83909350138168,A,167.09534235289667,-8.08993853599844,-30.89844080685371,A,E,1
36-50,Yes,M,D,B,A,-11.663518167130619,D,255.2129071201246,C,138.95294929465072,-20.966918792752356,79.69025993368707,E,D,0
51-65,Yes,Non-binary,C,A,E,59.39221558657187,C,3.0447584452452006,C,-70.68167308144034,-176.91005644280736,27.64250666793518,C,B,0
18-25,Veteran,Other,A,E,E,-98.65472305969143,E,21.762861025210125,C,52.15635345365843,63.719690836053175,-74.93125999998713,B,D,1
65+,Non-Veteran,M,A,C,A,16.77439817412897,B,147.3193779259308,B,159.03074310427584,135.34144110654486,-133.71793746645727,A,A,0
26-35,Non-Veteran,M,A,E,B,-223.4170207260437,C,-308.3690019457114,E,64.22648756990597,24.06852267156362,49.033275683871864,A,E,1
51-65,Veteran,Female,E,D,E,139.62164022574385,A,95.22801286280426,D,-86.35756328509659,-94.27614926421998,-171.8969663412529,B,A,0
51-65,No,F,D,A,C,-112.83355153212335,E,-100.60383848982353,A,-55.417057009363425,-151.36080653096656,-104.33317916252847,E,A,1
51-65,Veteran,F,C,E,A,43.23295363109067,C,-48.33536491981388,A,27.012255961777086,-170.91720512505378,44.44068858558733,E,A,1
26-35,No,F,B,A,A,112.85628974997594,A,203.67104075450314,E,201.2828578077373,194.41428823939845,-94.00616032196643,B,A,1
18-25,Yes,Other,C,E,B,-108.29594434757416,D,112.41608396557687,B,167.79906919190378,81.66169190286185,201.23562785655693,E,B,0
51-65,Yes,M,D,D,D,82.89028876751419,C,-7.046349119964465,D,104.56531905008832,-230.61277086726886,-18.10006080706309,D,B,0
18-25,Non-Veteran,F,C,D,E,130.80328462681342,C,-63.97992576063311,D,91.6666694201795,191.57179917401248,-78.43608270399216,E,E,0
26-35,Non-Veteran,Non-binary,E,C,D,64.52460220715354,E,37.55089393772905,B,-127.7941612262376,-93.67349781994628,-137.2699244038164,D,D,1
36-50,Non-Veteran,M,A,A,A,-189.49198415107276,B,-73.2685348440435,B,-54.54724860918254,89.6657138561914,14.151697092640534,C,D,1
26-35,Non-Veteran,F,E,A,B,-41.64378535167002,B,131.97831221088362,B,-13.37643430419901,281.40818411266486,-34.9721500121572,B,B,1
36-50,No,Female,E,D,A,84.24390496252094,B,106.4854816946323,B,46.95336120679077,-72.66315641592946,-112.6526113687969,A,C,0
18-25,No,Other,B,E,A,-112.58317458907834,E,-52.70203147424648,E,-166.69009965454268,-109.77068062522216,-82.800230190357,A,E,0
26-35,Non-Veteran,Male,E,D,B,44.217247490324624,C,86.80973214869343,B,-264.8772853111734,-34.856347603348745,99.104912505726,B,A,1
18-25,Veteran,Male,A,B,C,13.259022265186681,D,223.42514995660912,C,30.918293602873103,25.82655721087222,194.57715735136063,B,E,1
18-25,Veteran,Non-binary,B,E,B,-36.76571793599361,A,20.89830213020461,B,-77.4281054435387,68.39759367197266,-48.40246119613401,B,C,1
65+,No,M,D,A,D,92.35596963124509,B,-19.799888547504064,B,37.51545396580928,79.20323864628946,-135.10908118673834,C,E,0
65+,Non-Veteran,M,B,D,B,-57.824761744160355,C,-35.75893769724894,A,-163.48471040568086,138.79897811166379,192.2389858272077,A,B,0
18-25,Veteran,Other,B,C,A,-181.7085898379177,A,101.72328946972083,D,-25.01395469723749,-20.704977884147446,-170.51335702393033,A,C,1
26-35,Non-Veteran,Non-binary,E,B,C,149.44208394557398,E,116.64902832480534,C,-74.70710594773043,230.9994785329348,-23.3982965925636,E,E,1
18-25,No,Male,E,A,A,-45.65646475453251,B,113.19005679610483,A,136.29405769008264,140.8946001275565,203.40975881275273,C,A,0
65+,Veteran,Other,A,D,D,-139.83472686226975,A,-30.46461765484419,A,14.604316511461999,38.88831956582921,34.331641933503086,A,A,1
36-50,Yes,Other,E,D,A,-46.8574582162296,D,257.2917653657824,D,-182.78242019796858,77.25623353053574,93.45135404581579,E,A,0
18-25,No,Non-binary,D,E,A,90.60388442085922,E,-42.90212299211616,A,2.5882284028270557,6.022312944126066,22.401704347420704,E,A,1
36-50,Non-Veteran,M,B,C,D,25.004820179290405,C,10.077514696217438,B,58.66484012459728,182.37107272022388,-162.69023822686873,B,A,1
65+,Veteran,Non-binary,D,B,E,-3.827498656429499,C,24.072829547854628,D,35.30601376091822,85.77902814281624,40.00576413448091,C,B,0
36-50,Yes,Female,A,D,B,3.065142268884171,B,67.7123810855265,D,-30.01672385183241,230.55729631053677,48.85217698291043,D,B,0
18-25,Yes,Female,A,A,C,151.73133407968388,A,98.3148964805584,A,138.13933939527155,-24.070235532010184,108.90235078948261,B,D,0
36-50,Veteran,Male,A,D,A,167.13213662721807,B,-169.360441825512,D,-35.936343195882515,30.896119007458,140.64270189969065,D,B,0
26-35,Veteran,Female,E,D,E,26.607335279262934,C,-73.03357464422055,A,-141.1370354166113,119.83031704839111,-80.69889152868073,C,E,1
51-65,No,M,B,E,A,182.4946144849437,A,225.70633716004497,B,-183.61064358982298,-57.81846589769405,-43.2869914834905,A,A,0
65+,Veteran,Male,D,B,B,222.39176513485188,B,74.8657439406408,C,-108.24840684465428,-118.3686461557918,-110.05098079934328,B,B,1
65+,Veteran,Female,E,E,C,14.517276512724706,A,57.87414039915129,C,-33.61810167578905,-73.57513407721686,152.72617935006357,C,E,0
51-65,Veteran,Other,D,C,E,32.54913461343282,B,111.88150065801904,D,-153.75158370850107,74.87559671729149,-4.011463958633224,C,A,1
51-65,No,Non-binary,E,E,A,20.678760754413116,C,-145.59182594663397,B,-7.01776570313185,-131.09742191396126,-99.72667114605848,B,B,0
65+,Non-Veteran,F,B,B,C,85.0156604934531,D,92.78465245049186,A,11.312920878572667,151.67136851924718,10.24769329710424,E,C,1
51-65,Non-Veteran,Other,E,B,A,6.611428139542193,A,-117.42821662103454,D,110.77088474176284,120.51554480959199,104.8850856622541,A,B,0
18-25,No,Other,A,E,A,102.36671881344854,A,84.2038154647253,E,-107.9643882977038,153.14499505335328,-3.536651575622967,D,A,0
51-65,Yes,Other,C,A,E,138.3255802876565,A,51.1812329378717,A,177.88668869859026,31.290590405018687,70.79907272619047,E,B,0
18-25,No,Female,A,D,E,-5.088216196055739,E,-132.7146727119976,A,-95.86188633994435,-219.36354554942997,11.274343330375578,E,C,0
36-50,Veteran,Other,C,D,C,-96.77089380866802,E,-152.80864339483622,B,-70.43641135902179,138.9695366460539,108.16720684826113,D,D,0
51-65,Veteran,Non-binary,E,E,D,3.2250228078837653,D,206.487314970469,E,50.34593162410373,43.19574004589976,54.47421144627979,C,C,0
65+,No,Male,B,E,D,79.89712135762264,B,-141.67311862124242,E,15.964125526152426,-89.35464046050451,228.27490808545835,B,A,0
18-25,Non-Veteran,F,C,D,C,101.91041743633835,A,56.84142597789177,C,79.85326710219772,31.499272766365056,-84.98967029627569,B,A,0
36-50,No,Male,A,E,D,76.80121728384131,C,63.1882705653475,C,-102.3468326011353,29.373849493276765,-0.4450214398252216,D,E,1
65+,Yes,F,B,B,E,213.33814935159538,D,96.56446113851067,C,-44.43630580795799,-71.51551704326769,16.95317440463701,D,C,0
65+,Non-Veteran,Non-binary,B,D,A,5.880119298296196,E,-159.51901469222923,B,-58.087226530726745,7.2770746601638905,10.114009471279772,D,B,1
65+,Yes,Non-binary,C,E,B,181.84129836485795,D,46.014891375293644,D,-55.938948160941436,-99.18135735298526,-285.02929647268616,B,E,0
36-50,Veteran,F,C,B,D,-52.78457372260852,B,129.57123188737708,E,4.218676932936097,57.48936990131175,-31.045805846567188,A,D,0
18-25,Veteran,F,E,E,C,33.94955354857496,C,4.490413965281184,E,-107.40660842200329,-5.248359187103472,-6.7548005370791895,C,E,1
26-35,Yes,Female,A,B,D,39.09315755960082,A,15.045904574700625,A,82.03018204111764,23.974803937879372,-4.827254862138196,B,A,0
18-25,No,Non-binary,A,C,C,-42.517798939297364,C,-183.65532266758632,D,52.02072861577709,-50.99872373577142,-119.98015347612095,D,C,1
51-65,Non-Veteran,Female,B,C,D,36.986786051820275,C,8.66781072183461,C,-30.631757157406486,-144.7481342415391,-44.08864424673221,A,A,1
65+,Non-Veteran,M,C,C,A,-87.87173971800267,B,-111.94365341071304,A,-10.035253378854986,74.84273702520441,-31.935611279504243,C,D,1
18-25,Veteran,F,E,B,A,1.337154678027356,B,-9.863212442095461,C,28.229651306392118,1.9678099959939317,-106.84591244773326,D,A,0
26-35,No,Female,A,A,A,36.30389336035334,B,-50.607362723048396,A,57.133415261191864,-46.36583209568656,-31.490159758852958,B,A,0
51-65,Veteran,Male,E,D,B,-154.9725483263342,E,-75.2251191774328,C,-47.35764449533403,159.68281237968625,75.0460159448643,D,B,0
36-50,Veteran,F,E,C,A,-146.7590768439794,A,198.68671086673731,B,165.29989936601137,0.13831042135972302,180.22729326777556,B,C,1
65+,No,Other,D,A,E,221.97979288934704,A,61.42638754657065,E,-84.33751148771714,24.208606994170946,2.2413757516008026,A,B,0
26-35,Veteran,Male,E,E,D,-219.0246683952261,C,90.7015162444129,E,99.90993155781395,-134.84352733624587,-155.239854762104,D,E,1
65+,No,F,B,A,C,-189.54748599609817,E,73.30684778244134,C,52.26541127126711,-26.636792858824528,162.0232387528279,A,A,0
51-65,No,Non-binary,D,A,C,16.503152095468167,A,-77.51817204060343,B,34.55420695018456,48.365194504935545,-14.565320298119708,B,B,0
36-50,Non-Veteran,Female,D,B,B,32.783478927071634,E,51.123113881675465,A,39.14952681913304,138.66353809162922,-71.13648656142448,D,B,1
26-35,Non-Veteran,Female,A,E,D,-45.273746423361885,C,65.02225162191607,C,242.55424596141384,116.91574425517163,137.06480895108436,B,C,0
51-65,Non-Veteran,Other,B,C,E,65.91548036491935,C,43.50018541187025,E,-140.7535707597704,47.51611132293635,-42.909788644134615,B,A,1
18-25,Non-Veteran,M,A,E,B,-115.99925193773197,A,-22.779903853627147,D,-0.6305266873474719,-35.04470307905079,130.84207020870545,C,E,0
51-65,Non-Veteran,Male,D,B,E,-73.70216251017045,B,206.21192295332662,E,198.65398960710203,-96.510954107968,-176.52113546365558,A,B,0
36-50,No,Other,E,C,E,-39.125953569494776,A,30.25634193828704,B,91.88111568305983,261.5512445730249,358.6055275235101,C,C,0
36-50,Veteran,Other,E,E,B,107.48823985815817,D,11.603318075199986,A,24.940760900984177,31.66961163048112,-1.8834346094071113,A,A,1
26-35,Non-Veteran,Other,A,C,B,204.09998359221274,E,129.4935903586694,B,68.15425126664748,-158.06096207709538,163.92665935814694,E,C,0
