age_group,AGE,nationality,Disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
65+,66,Germany,Both,-97.22431070134738,D,26.47616295950761,E,16.30454384948094,C,B,0
51-65,47,Mexico,Mental,-68.86943167555947,A,-53.19124800864663,E,-43.92679006697881,C,D,0
36-50,34,Other,Both,17.5854632662246,C,49.92000878958871,D,-161.97497922993603,E,D,0
36-50,66,India,Mental,-92.84601080544617,E,96.22150412743345,E,58.86517423730305,B,A,0
65+,24,Other,Physical,-201.2747967006887,D,125.96899343604548,A,-44.44707664418474,B,C,1
26-35,52,Other,None,-2.268595752808028,E,-224.3631150656908,E,-111.38679311374852,D,E,0
18-25,59,Mexico,Mental,65.68456344099974,C,32.00160803896862,B,-12.578056141197724,B,D,1
36-50,58,Germany,Both,-50.53149098350601,B,-1.0425176844090511,C,19.271132031157265,C,D,1
36-50,68,US,No,290.66545187840893,E,-2.924806431195369,C,64.34396265514876,E,B,1
65+,42,US,No,60.49875751672062,B,30.042990564986965,A,1.1266715820623034,C,B,0
65+,63,Mexico,No,-6.393511657256709,E,105.75517621706017,E,78.7952696782074,B,A,1
65+,49,China,None,-53.300682626609685,B,13.065172682781373,C,16.40113746393343,B,C,0
36-50,34,Mexico,No,-29.28796471035503,C,49.57015957346845,E,85.94552401571846,B,C,0
36-50,57,Mexico,Mental,-55.923478276885554,D,21.69627106874606,E,-29.798195053762132,A,E,1
26-35,79,US,No,-33.82569420019474,B,87.18953760838103,D,166.61824649723158,D,C,1
51-65,53,Brazil,Physical,-34.459090363538856,A,40.82533567780951,E,-104.58341158729326,A,A,1
51-65,19,Mexico,Yes,-61.32273291492915,D,2.6353303115301974,D,160.65139148195473,D,B,1
51-65,69,Brazil,Yes,34.62382928873321,D,167.72725149206522,C,-111.52937804074432,A,D,0
26-35,38,Other,Yes,-26.882870282578676,D,-160.4272955120135,A,23.38796934204455,D,B,1
18-25,76,Germany,Mental,-29.583170096479066,D,-63.27428795414678,B,72.94240568557522,C,A,0
65+,55,Germany,Mental,25.81298045203871,B,25.96875090020705,B,19.550833415759485,E,E,1
18-25,59,India,None,-42.83080959046176,D,-45.3621976320522,D,20.74313633799077,B,A,1
26-35,62,UK,Physical,-175.0671451803776,A,109.75972231407263,D,38.736073415652335,D,D,1
18-25,42,India,Yes,94.43993997719721,D,73.05976118978973,B,4.427183553377523,C,C,1
26-35,60,China,Both,-76.17294980634719,B,-3.6898149411730454,D,23.180228484100954,D,A,1
18-25,27,Other,Mental,106.76903803748228,D,-107.00111882465147,E,58.73420663245361,C,A,1
51-65,33,Other,None,-26.587357015953938,B,-148.85733085826254,D,184.81088733823142,A,E,1
36-50,44,Brazil,Physical,121.96304131253308,D,105.08730138801228,D,80.38309230148786,B,C,1
36-50,45,Mexico,Yes,-83.28727712159832,E,86.41269974967518,C,128.67152784493697,C,A,0
26-35,54,China,No,-27.800588588706574,E,-113.6439912683812,E,107.91880911919061,A,D,0
36-50,24,China,Physical,17.571676089947573,A,-35.003471932203695,D,14.71513829176244,D,A,0
36-50,21,Mexico,None,-109.33061518590092,A,-11.564482290603348,E,-50.61260555698751,D,E,0
18-25,47,Mexico,Physical,-201.47443714341438,C,57.68782523446227,A,120.39548177084967,B,E,0
51-65,44,US,Yes,160.09162214452851,E,191.12410750193126,B,33.55233650021185,A,D,1
18-25,44,Brazil,None,81.27058832825578,C,77.81064951592313,B,42.876915151513934,B,D,0
51-65,74,UK,Both,-56.25769426508317,D,163.77397473411875,D,58.811680744410054,B,D,0
51-65,64,Other,None,-146.64212188192832,C,-21.164448688524015,A,-114.42594420999643,E,B,0
65+,78,Brazil,Both,82.45231498710433,D,-18.55834549408072,D,5.994436336420296,C,A,1
51-65,77,UK,None,64.31206330215814,B,52.55781940717878,D,55.54079590955892,A,B,0
65+,47,China,No,-116.86007632450728,D,-26.777869218601776,C,-27.03633556349842,D,B,0
65+,78,US,Mental,27.69878359004438,B,101.3813349272981,C,82.34792883083041,E,C,1
65+,29,China,Mental,-107.92602816934244,C,32.67448418169006,C,89.87234119905833,E,E,1
26-35,19,China,Yes,-2.8716719298487936,D,116.28094008711729,A,-163.81514871955807,E,C,1
36-50,74,UK,Physical,124.16231489907761,C,70.44936947471933,C,69.15372057749961,C,B,1
26-35,56,India,No,-144.61561952562985,E,57.81798677338129,A,-89.64190542856726,C,D,0
51-65,49,US,No,-27.505900461462428,B,-33.06397135979602,E,-11.337725193289765,C,D,0
65+,63,Germany,None,72.5346426176661,D,-100.6019025147525,D,-45.10096555180162,B,A,1
51-65,78,Germany,Yes,90.09407701799158,E,100.44466210959835,E,62.01547575384806,E,D,1
51-65,34,Germany,Yes,-51.294473669739126,B,-115.49975744989467,C,-46.99842784846231,D,B,0
26-35,36,Other,None,-1.6467850792490555,A,64.09533942036994,E,-91.01863527441034,B,C,0
65+,34,US,No,174.50635854549145,C,-9.791743362736652,C,-23.176032129246078,C,C,1
65+,77,Other,Physical,-18.54467716068505,E,-50.20432577095504,E,-15.403956578865873,C,A,0
18-25,25,Brazil,None,-29.084875195665568,A,65.03808239319808,B,111.76418331077099,E,B,1
18-25,68,Other,Yes,-166.19578445191704,C,-48.98796862965592,A,-99.50862885837135,E,D,1
18-25,50,Germany,Physical,74.67318438293835,A,-11.993091081782843,A,-13.594201121556171,E,B,0
36-50,20,UK,Both,62.32802430586211,D,-60.2552340272956,A,119.89117702702255,A,E,0
36-50,45,China,Mental,-72.47899958118425,B,98.64560819680811,B,-110.35813053764676,A,E,0
51-65,31,US,Both,-72.7089928171136,B,-248.20252071929838,C,168.66675440457826,B,E,1
65+,77,China,None,9.156578421767644,E,-99.67677450871444,E,-237.48856797465945,A,D,0
36-50,47,Brazil,Both,117.25482314028524,A,-92.61453927298906,B,51.866495070921545,A,D,0
65+,78,Germany,Physical,156.83854926493916,E,46.54928746682511,D,29.716819938765788,D,A,1
18-25,40,Mexico,No,63.040115956503996,E,117.1634279513662,A,230.68043196392068,E,D,1
18-25,59,India,No,32.485338666535085,E,-26.11992859086091,D,-2.633630779077122,B,E,0
26-35,49,Brazil,None,-81.13018417202986,E,37.74873016930402,E,-199.6830069391986,A,D,0
26-35,37,Other,Both,105.29130864259677,E,80.10030311845605,E,67.26318005028283,E,E,0
65+,64,Brazil,None,-127.7540636256947,C,-32.645895043071285,D,57.265413807676715,B,C,0
36-50,55,Mexico,No,12.847616507492498,A,-18.96906297174582,B,-75.49711415197883,E,B,0
65+,73,Brazil,None,90.95145169160914,A,40.917484595092624,C,-233.30440920652742,E,A,1
65+,60,Brazil,No,62.41160762102837,B,-29.17591664994024,A,-52.173385621104806,A,A,1
65+,27,Mexico,Physical,-140.4797043451144,C,-43.01886291357382,D,31.437107368486362,E,B,0
65+,26,UK,Mental,120.62974339352373,A,-139.30031336219932,A,51.86469837705373,C,B,0
51-65,77,India,Both,-27.43835414207271,D,64.76327224775767,B,16.751553153542126,E,D,1
18-25,63,Other,No,-182.84099174175117,E,-154.80526342483222,A,105.04456161918444,A,A,0
51-65,29,Brazil,Physical,-13.372400850827063,D,46.84789414747091,C,129.44695897704852,A,B,0
26-35,67,Other,No,-15.912499294751486,B,-4.0644731533009955,B,49.00065572232075,A,B,0
36-50,57,China,Yes,113.16538945537474,D,-10.58514767549998,D,-8.685391613918076,C,C,1
26-35,64,China,Both,17.720210954355505,C,10.831633173317673,A,3.9487575807827717,C,E,0
65+,59,Brazil,Both,17.855068880973405,D,-17.230501358939282,B,114.61270804164303,B,A,1
65+,27,India,Mental,-55.4248812238292,C,-34.83531228804611,C,82.68771597013354,E,B,0
18-25,66,Other,None,41.77905244655792,E,-11.324991707398738,B,90.65299662728405,D,E,1
51-65,33,Other,None,2.0388911088284254,A,87.43841386992912,C,-119.03747319424372,D,D,1
18-25,41,Mexico,Mental,-81.13550148350377,D,114.3625993895458,D,96.75517027196203,E,D,1
51-65,54,Germany,Both,-146.02149807035823,E,23.501011871299212,D,-18.732536035562795,C,C,1
65+,38,Mexico,Both,-64.82363474754354,E,57.32737714175637,B,117.64005849432992,C,A,0
65+,43,US,Yes,57.580851300018395,A,-149.8603319322296,E,-90.9779867594906,E,A,0
26-35,32,India,Mental,-50.456332144015406,E,-40.098321509870445,A,-47.77168139366589,B,D,0
65+,57,US,Mental,-17.115008312930428,D,-119.50640841455133,B,49.444784934012205,A,B,1
51-65,69,India,Mental,-7.2535686419956935,D,-14.959178560813536,B,-104.9122691938953,D,E,1
36-50,22,Other,Physical,116.4914795934358,E,65.94139841749916,B,58.28287801522299,C,B,0
26-35,77,Mexico,Mental,74.14202515218979,B,-130.67500726330746,B,-4.688537708617052,A,B,1
18-25,21,Other,No,-29.000920260154462,A,-114.88739447555265,C,9.129093483254854,E,D,1
65+,74,India,Both,-53.99407998679906,C,39.62947112827727,E,15.084185775526754,D,A,1
18-25,69,China,Mental,176.85473204272455,E,-121.40799775761644,B,56.26439106796448,B,C,1
36-50,22,US,Yes,121.9827862210459,A,-47.65532372053301,A,6.643979728336443,B,D,0
36-50,50,Brazil,Mental,224.0723659605893,C,-48.08095090775825,B,-60.75727854773332,D,D,0
36-50,65,Germany,No,40.16973822361087,E,-69.58335087014306,E,188.2571407777615,E,B,1
65+,66,Brazil,No,-9.419947889077756,D,-90.88144315776312,C,41.84038300171859,B,B,1
65+,25,China,No,155.9608774661945,D,114.46191350633251,A,8.649898470193605,E,A,0
65+,20,Germany,None,252.2126603618636,E,-107.38332360145375,A,-61.592208279517344,E,E,0
51-65,78,Mexico,Mental,-92.7917699982147,B,42.45400069883048,C,-5.685819078234187,E,A,1
26-35,27,UK,Yes,-11.083168236985165,A,81.09922377436999,E,33.865116859421526,E,C,1
18-25,18,Other,Physical,-85.49343215244586,E,-11.546104136338666,A,198.06280420262584,E,C,0
18-25,64,UK,No,-85.16105528417333,C,-111.20989365918781,A,-256.9822172404641,A,D,0
18-25,65,Brazil,None,95.95597234731545,A,47.63267743571388,B,-78.67366506283071,C,C,0
65+,21,India,None,-43.75539252121734,A,75.52405884902433,D,-197.36565393721196,B,E,0
36-50,37,China,None,-57.71773990420422,E,-39.22743156620828,D,-41.43941467350269,C,B,1
26-35,45,China,No,12.76318154944464,B,37.009136115782006,E,-2.8648794901063415,B,A,1
65+,78,Mexico,Yes,103.32849712608309,B,34.98274300700527,D,166.91153924295713,B,D,0
65+,34,Brazil,No,63.11511208863402,E,14.322504673685199,C,-134.99093997714448,B,C,1
36-50,28,US,Mental,0.8210372541671153,D,-138.2338498610518,E,-164.16806684952508,A,D,0
26-35,28,Mexico,Yes,12.72830057506074,E,-131.47552536598147,A,3.2316575416707183,A,D,1
36-50,64,India,None,-1.431710190531862,C,158.91861334497457,C,-20.946080434590712,A,B,0
36-50,38,Other,Yes,-20.209731521660355,C,-58.60679427317732,D,-29.911890205984886,D,D,0
65+,27,Germany,None,-38.9880644909893,A,92.52466090312032,A,11.05704086367038,C,A,0
18-25,72,China,Physical,-132.58997569812766,E,327.13857472331125,C,-15.408402159103657,D,A,1
18-25,42,UK,Physical,145.011791179622,C,-16.02959152930158,C,33.530889869483445,C,D,1
51-65,65,China,None,-95.29885870740927,A,-56.65963085413814,B,175.49895920892916,A,A,1
65+,77,Germany,None,-2.1558745266138217,C,68.6223924842667,B,151.7075648790622,B,A,0
65+,79,India,Physical,44.58405133014892,A,63.33563684630653,B,-289.45768706770826,B,C,1
36-50,31,US,Physical,-19.827831079184715,A,7.836686477404438,B,65.19533778372524,C,D,1
26-35,38,Other,Physical,50.46271298224263,C,-5.475776684792305,D,-138.65654240659393,C,A,0
65+,78,UK,Physical,-55.66216953829438,B,69.5815207977516,E,-101.20347385628301,A,D,0
26-35,44,Other,No,-77.2030937245857,D,43.85511268633883,D,-176.0699603168573,A,B,0
51-65,54,India,None,58.58436807365423,A,1.747847525942424,A,-32.954979279085784,E,E,0
26-35,79,India,None,87.41377601067212,B,-16.387314822158956,D,-55.76256636901735,D,E,1
26-35,20,Mexico,Both,-107.59465114156414,C,88.7634503210303,C,-7.07913594820581,B,A,1
36-50,43,Other,Physical,-8.52653158798212,B,-30.42980470667399,B,-0.2154575122785446,E,A,1
18-25,23,UK,No,-1.6596517991592021,E,10.204145917902814,E,7.960626246915939,C,D,1
36-50,51,UK,None,-107.5392610258686,B,-162.0410082148177,A,14.420292236225748,C,B,0
18-25,70,Mexico,No,-118.25693500469453,E,-52.069402452539826,C,142.09701286816892,A,B,1
26-35,39,Germany,Yes,26.274096736556306,D,-76.2620934699934,D,62.19288140097804,C,B,1
36-50,76,Mexico,Both,-30.264430772585083,C,-66.34775344350324,D,18.02481938081876,B,B,1
26-35,51,Mexico,None,-183.61376299609196,E,-180.5185060633776,B,33.42183602252026,C,A,1
65+,43,US,Mental,58.1411631269824,C,4.519492544892724,A,-21.805713230954186,C,C,0
36-50,70,India,None,-52.52116886768216,D,-53.925410387724135,D,59.26546748054453,E,D,0
36-50,23,Brazil,Both,-24.425559676088607,D,-108.21082654936068,D,29.024454843300774,C,E,1
65+,78,India,Mental,-89.55008697103317,E,-3.183710118848105,E,45.64110752940022,D,C,0
51-65,34,India,None,70.00162256717243,A,-17.250355212593995,B,134.75761265452007,A,E,1
51-65,62,Germany,Both,37.096528362219836,C,26.853736002949542,C,6.098481224551884,B,C,0
26-35,52,China,None,-66.89735777760247,B,55.25266916602577,A,70.39663350803275,C,B,1
36-50,76,US,Mental,-124.4820223770148,C,-139.8312511885977,A,107.27060684047099,A,D,0
36-50,61,Germany,Both,37.40248675088231,C,-21.135067244538973,D,137.0627557918638,D,E,0
51-65,25,US,Yes,-18.678194089368514,D,27.498882923033495,C,-24.316406583272197,D,D,1
65+,26,Brazil,None,153.48836784200202,B,41.02023665591458,B,66.04940813537283,D,D,0
26-35,51,Germany,Physical,-0.07167829110923805,D,-140.6752967728935,B,-0.5705127281785397,C,B,0
18-25,41,Germany,Both,-61.456748461208335,C,-35.89736325925305,E,210.4905950918083,C,A,0
65+,18,US,None,64.97759627272222,C,2.5202742731579404,C,-43.829150115410336,C,E,0
51-65,41,Mexico,Mental,87.44218017533096,B,-104.41269672235521,E,97.98511195016928,A,C,1
26-35,36,Brazil,No,41.65011003658769,A,-2.9756169982055667,D,43.45947461840389,D,D,0
51-65,23,UK,Both,72.27561811837703,B,75.98401823623438,E,116.05647259245922,C,E,1
36-50,78,UK,Physical,-7.17966686868233,D,-23.990519245060565,D,-90.20567755333913,B,C,1
51-65,41,India,None,17.927620135642822,A,2.635671972997334,C,-37.74515779410208,D,D,1
26-35,75,Other,None,205.55748299373624,E,68.75626518616014,D,-62.398101594115595,A,A,0
36-50,55,Germany,Both,-92.20864760338063,E,-138.29392973206396,A,-91.64405711632484,A,D,1
36-50,60,India,No,-101.22402321320871,A,-109.65947899977144,D,111.4557094087711,D,B,0
18-25,28,US,Mental,22.793357359224228,B,104.81350462084205,E,-196.4803066920829,A,B,1
26-35,28,Brazil,Yes,-165.67392089436876,D,-63.79712861168551,B,-93.84220408066696,C,D,1
65+,63,Brazil,Yes,-135.34648090660878,C,10.470878352892473,D,-80.43610116416846,A,D,0
51-65,28,India,None,103.45496039181805,C,-22.33352517008588,D,-39.90069391677695,A,D,1
36-50,77,Germany,Mental,111.05716110915091,C,-104.5590936897498,B,-52.9984891813885,A,B,1
18-25,75,Mexico,Both,47.61751206625103,E,-134.7651175695461,E,-199.7702583844862,A,A,1
18-25,22,Germany,None,21.829838180821483,A,79.38748771762148,C,-58.06088235592183,C,E,1
36-50,56,Germany,No,-219.97479346037755,C,87.17095387405192,C,-84.50656696584619,E,C,1
26-35,67,UK,Both,-15.389919035382313,C,143.66135437065205,B,-9.086203229881212,A,D,0
36-50,23,China,Yes,-22.070015635996988,D,37.84949726411341,C,98.8034117909925,A,E,1
51-65,37,Other,None,-47.09700634206649,A,33.45204659338816,E,-20.594576109692344,E,B,0
51-65,27,US,None,-95.45973759711369,E,-29.181897404046403,D,113.43761634446714,D,A,0
26-35,65,Germany,No,-10.923486541454103,D,-34.79556606881741,D,194.2268010084279,B,B,1
51-65,45,India,No,-36.59089951607246,D,-47.02878036662304,D,-116.37890437262604,E,B,0
51-65,51,China,Physical,64.01947628405648,E,30.077207068226,A,-140.4810892554871,D,C,0
36-50,35,UK,No,-32.58462832388409,A,3.5887343963807448,E,82.18647154696393,C,E,1
18-25,69,Germany,None,89.00068978342459,C,123.97276093167018,C,53.96945891103911,E,B,1
26-35,74,China,Yes,91.1812398439638,D,100.37589921600659,A,-49.66067473588895,C,C,1
65+,79,Other,No,12.912489418216373,A,-8.654710229375983,A,-68.84782211476421,B,C,1
51-65,54,India,Mental,-83.40720680490938,B,-22.87141714466965,C,-59.77389270463506,D,C,1
36-50,42,China,No,-77.55246240868152,C,0.5678596216481422,D,-64.29216673579235,B,E,0
51-65,41,Other,Mental,89.13180880117365,E,-105.13045995285621,C,87.7343963392168,A,B,1
65+,36,Mexico,Mental,-97.58421103454256,B,-37.06923559018194,B,44.261672718400256,D,C,0
26-35,20,UK,None,16.741832728432854,D,-56.520278967081005,A,202.26184863332745,D,C,0
51-65,27,Brazil,Both,-60.52321821382319,B,151.08995995215474,E,-76.3727545958469,D,E,1
65+,54,US,None,125.10941528539739,E,-203.11222773167336,D,-36.7269393189037,A,B,0
65+,24,US,Yes,239.21804280933046,A,-79.19277319553356,A,-76.20722978324245,C,B,1
65+,44,India,Yes,27.67576206755549,D,-15.075283538048756,A,167.48860409253783,D,D,1
65+,62,Germany,None,-94.79584732026613,D,-22.251205778594972,C,0.5223605856151987,D,C,0
65+,24,Brazil,Mental,73.76713472820494,C,-142.64790707371364,B,-47.62961139982189,D,E,1
65+,76,UK,Mental,-25.82675158124911,E,96.5326327808074,A,82.24534946142224,C,B,0
18-25,48,Brazil,Mental,-22.43546259129642,D,4.5549912051793005,D,74.28850614842368,A,B,0
51-65,32,UK,Physical,117.1764157701128,C,-157.24261742713716,B,78.12848503636859,D,D,1
51-65,34,Mexico,None,-35.2081425496163,D,-65.84952593002225,E,-19.311145912489007,A,D,0
65+,19,Germany,Mental,-20.890225086571043,C,-38.68035600542438,A,63.92106627173495,E,C,1
18-25,77,India,Yes,-45.65037171358682,C,101.67957273347976,E,8.031048667305681,B,A,1
36-50,21,India,None,-57.134779439929616,A,51.32494084350947,B,238.0549630884911,E,A,1
18-25,54,Other,Both,-9.046891685987921,D,49.73020587092273,B,-1.416765326139906,E,C,0
36-50,52,India,Yes,-31.991694792179047,E,-41.47575651005502,E,-80.18301129523155,E,D,0
51-65,57,Mexico,Both,-226.26665484786352,A,-140.91463080318562,E,47.30030091619058,A,B,1
51-65,74,India,No,93.23192503187092,A,94.9714205754027,D,17.346595955669375,C,B,1
36-50,46,UK,None,83.83582549246754,C,-96.40798231078577,D,217.79841091121375,C,D,0
26-35,27,China,Physical,-30.47204435603469,D,-153.04154170837353,A,-26.933933817776474,B,C,0
51-65,52,China,None,47.055417457216,D,193.8417264110096,E,-59.95983360415198,B,E,1
51-65,32,Mexico,Physical,100.56663494789879,D,-190.04169005462737,E,-85.44217027795763,B,B,0
26-35,38,UK,Both,30.674684243049988,E,164.63926961994895,C,78.86887814275714,E,B,0
65+,19,UK,Physical,-28.58218617133363,B,-104.81566527038338,B,134.3629099084376,C,A,1
26-35,73,Mexico,Yes,-126.62042828841489,A,-104.81518049449315,C,-104.24502098215007,B,B,0
26-35,57,India,Both,-158.8979464624244,B,-131.61957298219832,D,-116.26276342516174,B,A,1
65+,27,Brazil,Yes,22.88447129813013,E,-49.61713931143621,D,-24.17904952138117,C,A,0
26-35,29,Mexico,None,99.39896638495286,B,135.65571917108406,D,59.55725184908416,C,C,0
36-50,61,UK,Physical,171.84027562258555,A,-175.80215164993274,C,95.95952922544177,E,E,1
18-25,72,US,Mental,9.803188573793145,E,-143.34276004935103,B,101.2507025272058,B,C,1
26-35,57,Other,No,48.40307849199646,A,142.31968338968997,C,-34.90211015825018,A,A,1
36-50,45,US,Both,-74.31795350532522,E,-29.38157693756799,D,103.02114920482921,C,C,1
18-25,74,US,Mental,-71.9056989371908,E,113.78771846406688,A,-94.95164157647442,A,A,0
36-50,24,Brazil,Yes,-114.96014890458311,D,-100.90128760631683,C,65.81435133175316,C,E,0
26-35,59,Germany,No,-98.82152610966311,C,-236.57045038859704,E,43.695505743965214,A,C,0
26-35,47,US,None,-46.559182450720535,B,-189.15678212337966,B,-163.0541504149591,D,A,0
36-50,26,Other,Both,-2.3636165346266242,C,-67.36808549592836,A,7.098629186078368,B,A,1
18-25,37,Brazil,Both,1.1517944570129885,B,-23.982595112931023,C,-134.10605777770095,A,E,0
18-25,34,Brazil,Both,123.85042013203207,E,-39.7620553399149,B,-161.04712425937242,A,D,1
18-25,56,US,None,-42.446530087175525,A,101.06705426074218,D,121.64603057662944,A,C,1
65+,79,US,Both,-116.43993831467961,C,-60.275644870631126,C,146.5909842174638,D,A,1
18-25,61,Mexico,Yes,93.24876354659841,D,-64.2894739240207,B,-147.96440240038672,D,A,1
65+,62,India,Physical,181.3448846469391,D,131.45935189970385,E,-13.168443500779928,B,D,1
26-35,26,US,Both,-1.267586350304117,B,110.39946171978437,C,28.5696233594744,A,B,0
36-50,60,UK,Yes,-42.18317837254696,B,-65.66048065902001,B,76.07576685982231,E,E,1
26-35,79,UK,Physical,72.03829769632705,B,-102.4474609411169,C,111.50048002155324,E,A,1
36-50,74,Brazil,Physical,-56.550822194229724,E,-149.09800477684885,C,-39.252889723764795,B,C,1
51-65,37,China,Both,176.82883484030697,D,69.75428205552758,A,84.60244610453985,B,C,1
26-35,38,Mexico,Physical,-46.42825520661754,E,-92.26894962723296,E,-52.09854670681827,A,E,0
36-50,50,Germany,No,128.98299616068812,D,78.83346713817559,E,-35.66159490247847,A,A,1
65+,37,Germany,Yes,-23.508607116431264,C,145.5184787982154,C,54.48681447844985,C,B,0
36-50,41,Other,Physical,-0.32339962610820283,B,-65.68724954087567,C,-41.030711463364625,A,B,1
26-35,44,Germany,Yes,-157.72240010384579,C,92.04126237846828,D,76.3678714783758,B,D,1
18-25,25,India,Both,-7.702899144996264,C,44.81958265687157,C,121.12422236908597,A,C,0
51-65,75,Brazil,None,60.86193058177476,E,11.026414202111614,E,15.157003756773369,B,B,1
51-65,60,Other,None,-192.47245032760344,E,-85.7010879680143,D,-216.92439363642418,C,C,1
26-35,43,India,No,-41.93926141189035,D,-19.39006024670412,D,119.82535904654839,C,A,0
65+,37,China,None,-153.55814733776594,A,-36.47297908883985,A,-95.27943307012288,D,D,1
65+,25,Germany,None,-48.69898920324257,C,-154.55743544317454,B,-6.642490281121017,E,E,1
36-50,73,Other,Yes,-1.3489253040650184,C,12.236004716461622,E,-56.4912145433528,C,A,0
51-65,24,Germany,Both,119.44458537479346,A,-59.51266724801832,B,-123.72126052388425,E,D,0
51-65,37,India,No,-18.21075810242674,D,-7.297045971455658,D,38.97746210126664,D,C,1
36-50,35,Other,No,-158.42279351691994,D,47.933835020072515,A,89.68810652835899,E,D,1
51-65,36,Other,No,52.71025584075946,C,7.444735912138927,E,4.00157553219277,C,A,1
26-35,71,Other,None,-38.3992504636024,C,126.05200175370597,B,-35.702900149974795,D,A,0
65+,78,Germany,Yes,-2.2356455045239265,E,74.71771097582246,D,-153.63331129022154,E,A,0
65+,59,US,Both,-220.5951461896139,C,46.91363225827672,E,-236.595992010863,A,D,1
36-50,68,China,Mental,-61.81416679754903,E,45.056030190502064,C,56.70167307757995,E,B,0
65+,26,Germany,Both,-115.79247936854149,A,113.09566244427964,D,-2.308540159069663,A,C,0
36-50,28,US,Mental,-38.499162475349685,C,4.093033161326569,B,-127.33231575149621,A,B,1
18-25,46,India,No,-134.96027989390427,A,-26.02309638327565,D,1.8625923473407044,A,B,1
36-50,26,UK,Physical,-37.92559991050613,E,34.80051313695481,C,150.73655337366822,B,E,1
36-50,54,China,Physical,183.14770182439065,A,-170.85686174717992,D,-8.10608725824732,E,C,1
65+,19,India,No,-27.081310506181016,B,10.614817029205739,B,-65.41891310619606,D,C,1
18-25,49,Brazil,Physical,-59.2072445460581,B,58.59480300006859,D,-70.57686687667444,B,C,0
51-65,51,China,No,22.816461597613795,B,-85.66455707837855,E,-14.128364115664862,E,D,1
65+,41,China,Mental,-82.90929140838502,A,-178.06645567917295,E,-172.63750066771328,B,A,0
51-65,23,US,Mental,70.99271626762378,E,68.66368584943443,C,214.6878269757969,E,C,0
36-50,59,US,None,83.69975750640873,E,-52.96922477561332,B,-158.74238723865608,E,B,1
65+,34,China,Both,-82.70240753243718,B,139.2498428790023,E,-204.01099264127964,D,E,0
36-50,78,China,None,34.37832780555261,D,52.26329692768308,C,87.10939899153615,A,D,0
65+,54,Germany,None,21.564933791511578,E,-12.976240329983796,B,-221.91768227749128,E,B,0
18-25,53,Mexico,Mental,14.589585810119058,C,110.45733899978265,B,99.91415494553094,C,D,1
65+,75,US,Both,-82.75604948285033,D,82.17909108717637,A,-84.13094864396493,B,E,0
36-50,34,UK,Mental,87.52077082647722,B,-47.58683226136851,E,105.32315389883374,A,E,1
65+,26,India,Both,-189.6334552935226,A,-41.46847740069932,C,40.71724507005723,E,D,0
51-65,41,US,Physical,48.91509321653366,E,29.19383458841414,C,-12.670547796993073,D,C,0
51-65,40,China,Physical,179.5993043964534,B,-127.4464356157934,E,-179.75614147121777,E,E,1
18-25,54,Germany,Both,-7.304824580317456,C,-11.864832183903077,C,-69.83941330769746,E,E,0
51-65,68,China,Mental,115.10322601987704,D,-8.645625978270923,D,-85.6459470614635,B,A,1
65+,69,Other,No,17.566342680296707,A,214.46112943799926,D,-112.07594228108717,E,A,1
26-35,38,UK,No,-13.47867935494281,D,-26.26078063309577,E,104.4428138401766,C,A,1
18-25,42,Germany,Yes,-45.49632896027395,B,226.62440137292668,E,-1.1815529171400159,E,E,0
36-50,27,China,None,-55.039180869107085,C,72.5072598164332,E,130.2399631937084,E,D,1
36-50,69,UK,Yes,-157.1177598464641,E,-81.5724034526197,B,-74.1351957854667,C,C,0
26-35,34,US,No,102.55320708654618,A,48.119358980312974,C,-77.58203310973649,A,D,1
51-65,65,Brazil,Both,-36.25244719067185,B,-148.13807308059265,A,-90.25275581228681,A,B,1
18-25,39,India,None,-36.45698724258607,A,6.071680489665232,E,13.640345339654122,B,D,1
65+,50,Germany,Physical,-82.26590024973606,B,73.37136372726319,C,72.05089170853184,D,D,0
36-50,44,UK,Mental,104.96379246451708,A,29.290033127191766,B,-42.383826521042,C,C,0
36-50,67,China,Mental,-127.32555604778449,B,-88.29563420273931,A,-40.34992706053949,D,B,1
51-65,37,China,No,-75.02184939355735,B,-63.854285450853965,D,-38.054969634801516,D,E,1
51-65,36,Brazil,None,8.582748501790755,C,82.37523194043469,C,170.05223209846682,D,A,1
18-25,63,India,Both,-96.48321877883257,A,132.74307793993623,A,83.69000752477585,E,A,0
26-35,67,Other,No,-61.06994708866759,D,-2.6863101958521907,A,-26.738302296357414,C,C,0
65+,31,India,No,21.15485981803778,E,-73.48560279686528,E,-68.58154952710677,E,B,0
65+,43,Mexico,Physical,62.143738133241435,D,-95.8451912793368,E,-14.21987305149311,A,E,0
51-65,50,UK,Yes,32.988745592012734,D,104.17598793063006,C,194.43865571559056,C,E,0
51-65,51,Germany,No,32.2349876852363,E,-6.6715082503596435,A,-52.32035413414066,D,E,0
51-65,46,UK,Physical,-20.7792394805481,E,-19.062278486032504,A,60.682473765320196,E,A,0
26-35,18,UK,No,81.31180541314066,B,-3.8360522395521617,B,48.657226550290254,E,E,0
65+,79,Brazil,No,-237.51678143520473,B,36.09543163402218,C,-36.97176699896288,B,A,0
65+,46,Mexico,No,103.02315587932856,E,133.22360762882514,A,-83.85611554193856,A,D,1
18-25,35,UK,Yes,-44.74277370026361,E,-97.7523232250022,E,-131.93431243098505,A,B,0
