AgeGroup,orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
18-25,Heterosexual,D,A,A,E,-19.968134251455485,C,-49.54886502614987,-1.575407581996921,-107.61897676409968,85.55222071902429,E,A,-82.12443830152068,1
36-50,Homosexual,A,D,C,C,169.41362942599073,E,-31.155258081285503,87.16234588957212,-101.35093466885185,5.118182181035198,E,A,238.3908201586239,0
36-50,Bisexual,B,D,D,E,125.38915115350821,E,77.19421763507661,-95.81115834170926,44.11632878491279,78.3851982911748,C,A,-59.69808219008185,0
26-35,Bisexual,A,C,D,B,-108.41660728377921,C,-64.35183399805456,30.071516250680276,-84.17673599419827,-43.88227868181481,E,A,-70.86469619648085,1
36-50,Heterosexual,D,E,E,B,-201.33016895254906,B,-167.70462860248458,0.6191519638715277,26.49159168668757,-21.454832506267508,E,D,76.37095249638358,0
36-50,Bisexual,C,B,C,E,16.793010855788733,C,70.0992308285361,33.52083767373244,-32.09675318249563,-70.54255064862049,E,B,42.03946728174725,0
26-35,Homosexual,C,A,A,A,91.35340309589844,B,-49.18846399485452,140.11736475915828,-108.03708762494483,-2.732040094322986,D,C,19.972503335743895,1
18-25,Bisexual,C,B,B,E,-0.23065585073089287,C,-32.646247877744756,-0.01476977878950522,-98.42914598265625,-106.92739027079163,B,D,-29.440231497054224,0
18-25,Homosexual,E,D,C,B,-215.43711537750036,E,-8.697903880284146,31.93480103165733,-27.837584696781537,-27.598391574262887,B,A,-50.281429687011325,0
65+,Heterosexual,B,B,B,E,-105.81535029191535,B,36.512237706387744,-96.15558881031485,99.62813114485193,-14.055100168335189,C,B,56.96296194449548,0
65+,Bisexual,A,C,D,E,49.78491324946029,B,49.59271011388067,-37.85952404750284,60.99787613765384,53.1778235793156,E,A,39.00559479003608,1
65+,Heterosexual,C,C,C,A,28.850297793196532,D,213.84722400335227,-51.475176448881314,129.14937795581346,-37.09078487555442,D,D,9.361792899305268,0
18-25,Homosexual,A,D,C,D,2.836471055765406,A,-16.05018975009177,44.93255681251436,-82.35242803870464,93.15748128174367,A,D,18.424481950730552,1
51-65,Heterosexual,B,E,D,D,17.764454472576492,A,24.81196852482509,-175.93451499491655,82.32732302993792,61.76229176487572,E,E,255.80729375923625,1
51-65,Homosexual,D,C,C,D,-105.85514471089436,A,126.95471134886118,19.573140302454217,70.4660352060233,166.76578064282825,C,E,-25.7133145910667,1
51-65,Other,A,E,B,E,-5.104991993026506,C,258.8404649239161,90.73063112846805,84.56199134744188,44.38705554578536,B,B,89.88440382770195,0
51-65,Homosexual,C,D,C,A,81.32063936059613,E,-122.93075222361813,46.02201911202502,-140.23150486540484,77.47613709098886,C,D,57.08724169198616,0
36-50,Bisexual,E,C,D,E,-139.6343351689398,D,-256.665344461967,-115.82068130755192,-30.18661670110017,-47.06237138101821,B,C,-133.83824549534202,0
51-65,Bisexual,B,D,D,A,14.801824231715486,B,92.06526793851009,-74.91400885534544,-63.64192345172136,2.9550908674047403,D,D,-53.77915791969199,1
26-35,Heterosexual,C,C,B,A,-123.09838535216721,B,219.31687563588275,-120.13470817479084,76.7295218464232,-17.399396086344467,D,D,70.07972642534482,0
26-35,Bisexual,C,C,E,B,23.83623043928326,E,-193.59155371012156,120.286883417615,10.197403134761082,-79.2199235101631,A,C,-40.935901584972115,1
51-65,Homosexual,B,C,E,E,117.70372537510765,E,-99.81478551461636,39.975447933401284,123.67341666193245,-114.51311349575926,E,A,-94.92958851807643,1
18-25,Homosexual,A,A,E,E,60.866967044899134,C,75.21693062302907,50.848521210310174,-37.24784666017946,99.92829563563022,B,C,-3.5311218061531,1
51-65,Homosexual,D,E,E,B,185.03166068471114,E,25.103054154438446,-39.82605148499899,-58.09276394762273,37.84256425626676,A,E,-71.32556904376138,1
26-35,Homosexual,A,D,D,D,57.14743771539802,E,38.02137426027742,265.02998731558927,-100.43206438676926,21.41667088994724,B,C,70.82297663381712,1
65+,Homosexual,E,A,D,E,-24.94564548557367,E,79.95243928475581,61.535054518864705,-185.1671178474176,-207.86918163671183,E,B,-35.4410053505174,0
18-25,Other,B,A,B,A,133.955099701669,A,-134.21434451723414,45.82275677102436,-21.405253929908056,75.23194672831232,B,C,-4.661256805621217,1
18-25,Homosexual,E,A,E,C,17.00148268414874,E,-251.300042322514,-81.00612925950253,61.84423067257969,-61.51394703149132,C,E,76.68458286265925,1
51-65,Other,B,A,B,C,-51.23816199295086,C,-2.782218830589888,-24.008677907310236,75.26292974046919,80.74159256415237,C,B,-116.17704538814945,1
36-50,Homosexual,E,B,B,B,59.079439747473636,C,-110.64029082981423,36.99715926985084,-87.30149811524305,80.44646118449307,A,D,180.9107333202221,0
36-50,Bisexual,D,C,B,D,-78.94118177156156,D,44.06434879261625,-70.64203767529553,-140.44077955571103,95.43882172188977,E,D,-116.81520353233714,0
65+,Other,D,D,A,A,-44.52191356507375,D,82.7758481695934,-121.03722445135396,153.38236370541455,-20.082667739287366,A,B,-251.0630468334589,1
51-65,Homosexual,E,E,B,D,177.37060926633526,A,123.5193514287067,40.26452885868183,-22.32575148124841,-132.0151133808367,E,A,123.34171580169044,1
36-50,Other,E,E,E,E,199.78292695966073,D,4.041653131688771,-94.4724393111652,-98.88762897792259,-81.36182917130002,A,D,86.51390548635747,0
65+,Homosexual,B,E,D,C,-14.183516737584473,B,80.78657036113447,13.980842630578765,-66.77280765572424,-143.8207140348413,C,D,87.7359775603127,1
18-25,Heterosexual,E,C,D,A,146.58234071488798,D,-85.11841979168032,6.034689297485775,-59.31934538063525,-158.60846899911365,A,A,-57.47159637315523,1
18-25,Heterosexual,B,B,A,A,16.24323049327602,B,-85.76290389310644,10.61865072846009,-0.20660455048102533,-82.68831537458881,D,E,-98.78551420667024,0
26-35,Heterosexual,E,A,E,D,-51.96676226327519,D,0.4513812988831285,287.393507384547,32.774271226364135,14.824045704191894,E,A,-28.361982887857202,0
18-25,Homosexual,E,D,E,A,-34.53528973910432,E,82.5231994006673,-62.8514602179019,-147.59929448241752,-138.15652191721014,D,D,-229.75204803703036,0
18-25,Homosexual,A,C,C,D,-162.1073269720768,E,-27.399371818427902,106.64123195992326,105.02692762252441,31.738819472858076,C,A,47.80576731268809,0
36-50,Heterosexual,A,E,A,E,50.348719295266996,A,-16.42263335301975,1.7064443516397187,88.37120747445796,72.61372232636286,B,C,69.69529259561429,1
18-25,Other,E,C,A,E,2.729292045034984,D,-10.415830375053313,-80.19547123810173,-4.037094753331756,122.06353505852027,C,C,-49.10561977037675,1
18-25,Homosexual,A,D,C,D,-130.23312653974875,A,23.449315212394705,2.6159432022558757,-150.56671573058685,-25.6249593504845,A,C,58.671254896794665,1
51-65,Homosexual,A,D,C,C,149.099582330128,C,66.76294847078795,7.758628408918083,33.880843157859495,23.18413254020163,E,E,2.334650243538477,1
36-50,Heterosexual,B,A,A,C,-77.63410674433995,C,119.47462802614272,-63.607651626849936,142.64720564573446,63.6770041993889,A,A,-58.00055334198434,0
36-50,Homosexual,A,C,B,C,-73.92438144794397,E,-17.231297588843887,81.61338606560531,104.66299838721098,-118.45986832261603,A,A,-80.24824463945393,1
51-65,Other,B,E,D,D,73.35390896761692,C,132.23842937480757,134.4347461397947,61.30319691008489,30.2424937495956,C,D,172.9930820479344,0
65+,Other,B,D,D,C,64.28053462606742,B,-57.324333529844566,-33.925286909206825,-72.66120335522133,-168.86978162888704,B,E,-18.207331913407902,1
18-25,Homosexual,C,E,B,B,142.34947081411806,C,260.70477230752056,61.66146132761619,-88.72292762313646,39.08314502019141,B,E,107.95341280586813,1
18-25,Heterosexual,B,E,D,C,147.5943331947208,C,104.89137175349812,-56.426245113420535,-147.70249649690473,-41.561006970094844,D,D,34.69665617190399,1
36-50,Homosexual,C,C,A,E,74.62065311665361,C,-5.2270716466921,-65.26889235976938,85.59768228485302,-2.974309974893483,E,B,83.46719214171334,0
36-50,Homosexual,E,C,A,A,-19.831089371190288,C,43.09210946482094,12.175365008020277,-126.137648673376,-60.22911402948059,C,A,-44.14501738690801,1
36-50,Heterosexual,E,E,B,B,-47.49976467439776,A,-178.26505148729922,-61.9038143301057,-114.90194498196709,92.42348969330584,D,A,20.3743038061103,0
65+,Heterosexual,E,C,E,E,-84.69875879726327,D,-10.106852449473218,127.04683399443996,-62.19623169102514,31.622935191313594,C,B,-130.53000547640585,0
65+,Homosexual,B,D,D,A,-47.814015790393846,B,-48.604314664866315,99.88909662059275,15.188853503349439,-104.79793138093794,E,C,-93.71548828357345,1
36-50,Bisexual,D,E,A,D,-26.608200008445188,E,276.3439464362429,-80.45736914581903,132.94857341348384,63.995922998384,B,A,117.87883441579201,1
36-50,Heterosexual,E,A,C,D,-82.18464909478081,D,248.4521061873749,-142.2852578573826,44.945950475055696,234.58738265654912,C,C,26.42363148550901,0
18-25,Heterosexual,A,D,C,B,-14.740906000048875,D,10.484867859012903,62.484599438873815,-78.12301311990024,-31.226726058255476,E,B,-121.57008601762247,0
26-35,Homosexual,C,D,E,A,-14.061591398987005,E,-126.58958274261671,-221.3634240680587,-71.00668718419534,-132.92755869286623,A,E,-39.017655495689034,0
65+,Homosexual,D,A,C,C,-29.837614090824953,B,-281.0707755575253,120.51627567536744,-32.808579118162704,-97.11950306945836,A,B,139.68992272464519,0
65+,Other,C,E,A,B,-94.41982930250835,B,68.53624722709519,50.044740033324445,53.22318114997005,-217.7022982511303,C,C,-111.00390222399344,1
65+,Bisexual,D,A,C,B,-115.66533238477331,D,-10.818076532860713,-179.94799140078752,35.682091960278775,32.46015385281279,C,B,-101.00477362118785,0
51-65,Other,D,C,E,A,-129.97945812812046,D,61.94625120242701,-241.35708046863104,-107.92390816549435,76.27522892016911,E,E,-14.915369141246432,0
36-50,Bisexual,E,D,A,D,113.49194036334578,D,-6.728297544629908,110.34851357006568,-32.30859770944386,-226.07793806355127,C,E,109.16343722750783,1
36-50,Other,C,B,C,A,-97.71423499385564,C,15.496027193081124,-105.81691371845767,32.15240809928205,-57.91217580254573,E,E,35.20684321989926,0
26-35,Homosexual,B,E,C,D,22.602457843794905,A,117.92496407009459,261.8835486864045,23.56953337768222,-27.236231923039345,D,D,17.667329659119353,1
26-35,Heterosexual,A,B,E,A,-7.932886136703969,A,44.49908562166674,-131.87219160063827,-199.39906423710855,40.89310931821003,D,D,107.6921340053685,1
65+,Homosexual,B,D,A,B,272.61063030348635,A,-1.6439241434044956,-38.64029967106426,-254.51966337117753,4.3148920870407865,D,D,142.87509117011857,0
65+,Homosexual,E,E,B,C,-33.50026636598369,B,-6.420699181537361,-115.75182358292284,-101.93162436034504,5.644888495901087,A,A,-96.34693614400581,0
36-50,Bisexual,D,D,C,B,251.61764602861015,E,-86.690648580955,6.731573585023405,34.15097787535411,41.45272421659582,E,B,62.08806770976763,1
26-35,Bisexual,D,E,A,B,149.6199793993447,B,46.55379406857932,-199.24576563656,-20.291429303924307,-119.56622961342924,E,C,139.61024635673704,1
36-50,Other,E,A,C,D,69.61462844528837,D,269.61501919569525,166.6284821963115,-42.849561219350655,57.45784101290234,A,E,74.66677221593643,0
26-35,Bisexual,B,E,C,C,-23.862122231291092,C,-115.77229867230912,113.35467432849195,92.38180360244426,-8.235316236679887,D,D,59.799050156759925,0
51-65,Other,E,D,C,B,-71.81068707145806,E,-12.259625114866415,-70.52736576944056,-59.207944814426384,-131.12365672560918,E,E,-59.55649953455122,1
36-50,Other,A,A,B,C,114.85202902240333,C,-2.0850549407612955,1.0463862596790585,135.21264862059945,1.174483272734157,B,D,-90.80453390201444,1
26-35,Homosexual,E,D,D,E,114.68662961254516,C,-57.85927601535455,89.90143092820416,-134.59843877568446,-26.003771335852726,C,C,66.85215856758052,1
26-35,Heterosexual,A,B,B,C,103.73769468486454,A,4.9089968229309235,-61.79673666662614,154.90679260276977,-215.61942613958482,D,B,-4.632284282328239,1
51-65,Heterosexual,D,B,A,C,-53.88158813407975,D,8.806833070956701,10.297910873099742,116.34900148677379,-95.69083009098357,C,E,135.70263233141938,0
26-35,Bisexual,B,B,A,B,22.373515364583877,A,96.92580268174407,3.526628561033921,-117.34056729339741,-108.92891383771178,C,D,-6.383318578424567,1
26-35,Bisexual,C,D,C,C,-1.8893120194390256,D,100.70614043243738,79.4471445383922,29.525043451812877,105.23307939708371,E,B,-89.24384562467019,1
65+,Heterosexual,C,B,C,A,75.34467168054275,B,73.48023814516063,-46.81840820312445,135.58454312084288,-1.2525751528891158,C,B,-161.16139291192184,1
26-35,Homosexual,C,D,C,A,31.645979888945796,E,-3.4540478408081907,-81.80518853722947,-26.608191696379436,-128.06871634638654,D,A,51.48336570711008,1
36-50,Bisexual,A,C,B,B,-126.28714465190444,E,18.107799328165207,-75.33430834283027,-50.42167917528096,133.8853262941551,D,D,116.23780432434532,0
36-50,Heterosexual,E,A,B,B,180.4792676392463,B,34.305653492364144,245.10182367542797,-214.13411963014445,29.21193807652034,B,D,-85.9343671852834,0
65+,Homosexual,C,E,D,B,-24.88399537713285,B,-64.62054575040614,2.584070071591393,-55.651997451869065,-44.758045051334975,A,C,79.63854621178797,1
26-35,Bisexual,C,C,A,E,-135.39313461674757,B,-52.50320498173985,64.36574624173426,95.60948915197334,92.96983599145281,C,B,-84.64785175124705,1
65+,Heterosexual,B,E,A,E,47.126870973956265,C,-19.17189708727255,-90.64447163446039,118.5615731337583,11.759285808489928,B,B,-38.88449449195011,0
36-50,Bisexual,B,B,A,D,-134.37863512441152,E,129.06701539612757,-27.996936945732752,31.879941154775064,96.59152751122542,A,E,51.1889272397468,1
65+,Other,D,D,E,D,-126.03417350648536,B,132.28211079521407,-117.6214458676689,-87.9755048868084,4.892557576905442,D,C,99.36508700669968,0
51-65,Homosexual,E,C,B,C,-45.14179042542268,D,49.30804155328431,-151.9797658989548,-62.585340530237985,-6.756180495653813,A,A,92.72565295983064,1
51-65,Bisexual,A,D,B,C,104.9808968527943,C,52.01748466998989,120.43924587184027,-145.1030152667522,85.7799680031601,D,C,81.33215679593253,1
51-65,Heterosexual,D,B,B,B,88.2901765873292,E,-62.08200280627035,101.14173733915473,-124.35097873854914,-252.93563986987726,C,D,157.58085387499077,1
26-35,Heterosexual,D,A,C,B,-123.32086835818102,C,-13.701752205364063,22.108898284365907,-266.75467844054793,57.136330802406945,A,E,-115.28849533729164,0
36-50,Other,C,D,E,A,-22.571046604764923,B,-22.657782592718377,-61.15332616471461,170.99611513665548,77.09926856431997,D,C,-39.01977679504745,1
36-50,Homosexual,C,A,C,E,-101.29268841807469,B,77.34418646085514,70.98971535987967,-82.922158808343,158.98398846269026,D,A,-105.29922990378596,1
36-50,Homosexual,C,A,B,C,138.52573430943323,A,9.013348744526127,-119.39587957520837,-238.82870949007494,-44.21920902207339,B,D,-20.600777460281687,1
26-35,Homosexual,B,D,D,C,-146.11525754658246,E,128.97939053531974,-66.75345411263453,-45.13715952129532,-274.0925859901658,B,C,-10.189408339712807,1
26-35,Heterosexual,A,E,A,A,182.53770843196207,B,-38.079463155042944,-2.4596498710032897,102.96335693277878,2.5432401453572937,B,B,52.184051777874195,0
65+,Other,E,B,D,B,-37.59880144987612,B,-142.70320896060196,-167.82008576255888,-50.57951387069086,47.448424983826335,D,E,96.67330906450312,0
18-25,Bisexual,D,D,E,A,77.26373121442597,D,-116.51839314163786,45.230232015688586,59.816896504415,161.85787371467592,C,B,108.28171814079685,0
65+,Homosexual,A,A,B,D,-131.9405668727484,C,114.58353193646758,142.48919317934613,-61.720886795897876,129.01859840550236,D,D,-154.88314222796157,0
51-65,Heterosexual,C,E,C,B,-156.5672345426477,E,-6.75976495475609,-91.99620902302317,72.55688618495951,-55.77544687992651,A,E,-7.222440736385008,0
65+,Homosexual,E,A,B,C,18.666222203429268,A,21.295303215630707,-71.8498635811823,57.14857060370907,-12.954532537420663,E,E,123.02099750427232,1
36-50,Homosexual,A,C,C,C,-186.12932202877218,E,62.2547302780695,-11.449121418573085,58.93592708281634,-148.89703820092188,E,C,-97.40842173117952,1
36-50,Heterosexual,D,A,A,E,-165.45672697004403,C,6.642102712917221,124.69853006767211,52.20230568316293,-17.813038078188427,E,D,3.159683450714951,0
26-35,Bisexual,D,E,E,B,59.57121577324631,B,-83.92021689909613,-164.80266958286464,-55.08863700893908,-29.659917679272525,E,E,-119.30208161100863,0
18-25,Other,C,D,E,A,136.05317428706482,E,16.04203946736515,-69.6095053023407,-216.78880679619454,-18.41879764464098,C,B,100.83892794795999,0
36-50,Bisexual,C,B,E,E,-128.04377644506027,C,44.15683015922313,79.66564248574109,-110.36886914351767,-188.19973418889063,E,D,174.48409802428745,1
26-35,Heterosexual,A,B,D,D,87.27970501383173,B,213.18920259608808,-39.39002262294628,105.06334691648726,-101.6366064480178,D,E,-107.51058604303874,0
36-50,Other,D,E,B,D,-45.63971146703186,A,190.68545939632202,24.13956878673902,-88.62159214475189,83.93897117952758,D,D,102.99901077431348,0
26-35,Homosexual,A,D,D,A,130.13545594059897,E,103.10162109292902,-27.630524651159977,4.110664724110847,88.16091431494318,D,C,-49.96672169676877,1
36-50,Homosexual,D,D,A,A,-132.85309247434068,E,-1.0028052519068118,-65.87156471279198,7.550720333267299,-53.53237203782718,D,E,-45.958475743813416,0
18-25,Heterosexual,C,C,A,B,-111.87546408490839,B,43.72727392327248,140.58244951416577,-10.766399328984258,45.47496729673276,D,D,-114.04986480135366,1
26-35,Bisexual,D,E,B,E,-6.58533206231665,B,-36.063705885507986,-32.858882847460514,10.20943293632552,316.6624055976542,A,E,-23.675563619335644,1
36-50,Homosexual,E,A,C,A,-13.959675119234133,B,-72.19722837941283,-12.332899032802466,157.1851804783527,-113.1307644136382,B,A,-0.7729188293945288,0
51-65,Homosexual,A,D,E,B,39.08990429307379,A,82.32913694320642,105.25574243945903,50.24761872645348,-21.246237241381873,C,C,187.851113706273,0
18-25,Homosexual,A,D,C,A,92.98413851103288,D,83.35997181271341,-33.37296075229205,-96.24521333022493,218.2298815933004,C,C,256.7175566126423,0
18-25,Homosexual,B,B,E,C,-17.435365295444512,E,-77.59453619020763,150.08258679145516,-64.26154880770476,66.98543795598975,A,E,-244.98916527536977,1
18-25,Other,E,A,D,E,305.64509242576867,D,-70.60643250245042,-37.877284579869944,53.482265188365986,55.55514716104318,E,D,-33.16626111925356,1
18-25,Bisexual,B,E,C,B,-26.122794034609925,A,1.6858354222419671,9.67507099494771,-172.5207825898449,264.5320691782965,D,A,3.912835113177887,0
18-25,Bisexual,C,E,A,C,-9.65966775142122,C,240.07994205863764,-40.47108627551933,59.973006126599934,-75.91260443753295,C,E,17.548623089617333,1
26-35,Bisexual,D,E,E,A,-110.58220509199725,C,34.93229978211238,-64.65024842420655,-141.58150551736352,-18.35844004472702,E,E,93.59314226163508,0
18-25,Other,A,D,C,B,-126.36690399864501,C,53.40117334127865,128.66884493654317,48.79439454735197,-106.32587402278497,B,C,-131.71156420871085,1
65+,Other,C,C,B,A,19.420632202294712,A,-56.14908746013515,237.97138304482485,191.02097103532805,250.3160249313849,D,E,-60.25856564671632,1
65+,Bisexual,A,C,A,E,-68.60086890713991,C,113.61159967695296,-97.65465784876216,80.48215701760857,138.82364819798443,A,B,-31.80110867946861,0
51-65,Heterosexual,E,D,E,B,170.01880104779417,B,65.31432811105162,-16.932915573193704,-95.27974528815912,-82.55695352153933,A,C,-172.40829804532885,0
65+,Other,D,D,B,A,65.80966164714891,E,92.91792750933723,-38.65560928036754,-157.58203631157681,40.70759560806583,B,D,8.82624625629216,1
26-35,Homosexual,B,E,E,D,19.779073800780203,A,140.7964724428758,-96.92412248913388,147.61712592064458,-90.53338152594522,A,E,263.27665942246614,0
26-35,Bisexual,A,D,A,A,-84.61394024977112,E,51.21045638024142,-1.3119862732079501,13.089540588882413,65.96697690072612,C,E,39.494817301492105,0
51-65,Homosexual,C,D,E,D,-46.23435600479643,A,68.52552904010844,53.936751984350614,-98.73622949075809,-97.86650858589083,E,E,53.34679700791255,1
51-65,Other,C,E,D,A,117.28797143967003,C,162.73867685781792,159.27864954750794,139.12723348777695,-18.198723931174456,D,D,-20.769880431939633,1
26-35,Heterosexual,A,A,A,E,69.86753844664045,C,31.292910324553684,-74.42811030350207,46.40592618749954,87.56246127991012,C,B,-21.727569850583652,0
26-35,Other,E,D,C,E,-80.55121900989984,B,3.328683513530226,32.29049101264959,111.36808631898742,167.0343827815695,E,E,242.38408561366515,0
18-25,Homosexual,B,D,E,D,-88.89904168615,D,82.79668252490109,-6.545471504697609,141.09212594142403,-18.19095262085078,C,C,3.363109832264499,1
36-50,Heterosexual,B,D,C,E,-21.507280841476135,E,19.428870232494972,22.768662665707247,-60.30239640646046,-277.8881749922253,D,B,36.20336509296774,1
26-35,Bisexual,A,E,C,D,79.05696179867567,D,-130.200721806312,73.47125760033705,-42.078922676195155,126.37047424994408,B,D,-134.71255309578382,1
51-65,Other,E,D,C,C,68.3624101427527,E,23.52364917140814,46.112265192395434,-19.613419504858598,117.02097675116772,B,E,78.67330973724917,0
65+,Other,A,C,B,B,-73.68648517318482,E,37.71851018632496,-81.03283891997847,-154.11773347108505,-62.5896015293008,B,E,7.52187749589674,1
36-50,Homosexual,A,A,B,B,146.22880701778618,B,-29.614166129808687,60.40104940033494,87.1389541359896,-16.830846244008033,A,D,25.70003962033735,1
36-50,Other,A,B,A,B,104.99042651224515,B,84.76694790876553,-98.43149140388073,36.84766486485785,-0.09038886474589553,B,B,-95.2214579043359,0
36-50,Bisexual,E,D,B,C,16.56055668496987,C,47.94718753614536,-127.4829989629837,86.60298699107702,60.70431247294393,E,E,63.348232428851226,0
36-50,Other,B,E,C,E,-29.263936071896605,D,54.24478395086807,-72.9566222272168,-30.27691065084766,24.389276937668537,E,B,162.4112966134059,1
36-50,Heterosexual,C,D,D,D,-116.58912552401898,D,34.42429442631837,-76.16598180997921,-59.506944172283106,-64.89290995125488,B,A,72.41545052383745,1
26-35,Heterosexual,C,D,D,A,19.723592262879535,E,65.20977759779433,95.74528178438044,131.02378100573958,91.04809269708106,B,E,-47.28353258417082,1
36-50,Homosexual,B,E,E,E,-24.154247758237055,D,60.64659766588038,34.28622707408693,6.785478907218197,53.65842698674709,D,D,12.176540703482399,0
36-50,Bisexual,C,E,B,C,25.053465127847254,C,92.27920590641257,35.8152603900688,-145.74720093857565,-83.77326946192916,C,C,117.44736952419643,0
65+,Other,A,A,E,A,-200.1136436953364,B,8.33107814701785,-33.07681054527056,-13.035936388598357,134.6583750102416,D,D,-153.24987039727677,1
36-50,Heterosexual,E,E,B,B,-244.05114172404706,B,19.62821047479199,171.02721211946354,-105.5633498196302,-174.99094886897723,C,A,-12.506510607867297,0
65+,Bisexual,A,E,E,C,-100.10090606703777,C,69.80697250228533,-89.19699476378116,147.05380149615763,-74.68888441992898,E,B,-31.208670203872114,1
65+,Other,C,A,D,A,144.31829162860546,B,-125.10499855920618,201.43886001771162,20.80960611686123,23.787064864741836,E,E,64.64522401197395,0
36-50,Heterosexual,B,A,C,D,37.26541051715454,C,-128.2972857215477,115.69543786420122,61.82297493426772,-179.47736792780495,E,B,-58.12301386776275,0
18-25,Bisexual,E,A,A,D,-115.23360057740182,E,39.08666859999004,-184.05840758125024,-89.53670580945474,76.76494093071148,E,E,-24.487823724056756,0
65+,Homosexual,B,D,B,E,128.0310669116502,C,-98.18553702483592,-135.80724963438595,-150.67153391846176,139.02341394826118,A,C,-14.73384534916408,0
36-50,Homosexual,C,E,B,E,-127.61538593805068,B,-184.5793430924666,-25.734902383267322,-123.60792807277461,-18.082413341363655,C,D,-184.8122789335635,1
65+,Heterosexual,B,B,C,B,-137.4711972146348,C,137.06781962506957,28.096306652378217,50.73350318992137,5.016909598262399,C,D,-65.46725060308613,0
65+,Heterosexual,C,A,C,E,-86.33995844911104,B,81.41729164093512,17.28769461217295,79.3012215459933,-133.56177517907184,C,D,-60.871568080865956,0
26-35,Bisexual,B,E,B,E,58.25761498403318,D,-64.08456793152368,25.354841810401712,-81.13486665477126,-191.6575833223593,B,D,81.64945910935363,0
26-35,Bisexual,D,C,C,E,29.686290111660856,B,-6.88715685584569,56.27544775061423,-100.78953226385462,-42.67099284515445,C,D,-228.10173252907657,0
51-65,Bisexual,D,A,D,C,-69.1262343639624,D,215.06009855380324,41.1491236439564,111.89141198218184,61.75811166834407,E,C,-67.9610640475733,0
65+,Homosexual,D,C,B,B,87.83411423450961,C,77.0241973433279,-45.465409539897514,-24.716680075381134,152.19624744496772,A,E,-34.32331973630014,0
65+,Homosexual,B,C,B,E,71.68818245119543,B,-212.09609929338393,-24.812464213789912,36.408990727015684,-19.227895141810166,C,E,101.07074746510295,1
18-25,Homosexual,A,C,E,E,54.556175063333136,C,-16.172809108415027,-25.998529646697495,-224.10254881835746,-27.26765768889229,E,C,-132.27136442557224,0
65+,Homosexual,B,C,B,E,20.49420267158626,C,-217.3535551993134,-32.65812253274149,211.6724648815495,-41.38039775133115,D,B,-89.7503862443105,1
26-35,Bisexual,A,C,B,D,-176.53590874958618,C,187.99385860206985,97.17754844708097,16.6931576057284,-25.8974839031896,C,E,-58.844401526437636,0
36-50,Other,D,E,A,A,44.16852218383898,D,-60.982363506388914,-116.04354584303746,-85.42222759508601,-69.35389752420217,E,C,-68.3062805241571,0
51-65,Bisexual,B,A,D,D,-20.030256961854445,A,-130.03604135870896,-56.10131595219381,-67.97070199737666,-173.75910340242754,C,C,-19.441449501792647,1
26-35,Homosexual,B,E,D,C,51.321235620092345,E,66.0519102391424,-71.06671115808724,-43.943616485488334,202.01369580097946,C,A,88.46559389016781,1
51-65,Bisexual,B,B,D,D,87.82886258369945,A,-93.40092584483503,-125.95401173711642,131.77248670315612,7.11424583151945,E,A,-40.96212811042196,1
65+,Homosexual,E,A,E,C,129.87490610224884,A,-259.0655184692473,29.798511507940002,-117.10778646364126,-162.06302936094835,D,C,-22.66474926979854,1
18-25,Other,C,E,D,E,-20.449998373571542,A,-13.059548859366455,-44.2427673667303,-216.0911648874488,82.30077505320945,E,C,-151.8988069850733,0
36-50,Bisexual,E,A,A,C,126.34616856525054,C,62.93934603241071,-97.9696589690373,26.279283475692605,109.22682088810798,D,C,-73.68403354951128,1
65+,Heterosexual,B,C,D,D,-129.1052606919912,B,-116.00161275296101,-92.79097816370337,104.86127915699184,-106.28722220601266,E,B,140.45242282301206,0
51-65,Homosexual,A,B,A,E,102.28015916840162,A,10.829457445651027,14.751748846942213,-63.115446183732196,20.935677376352448,D,B,-59.10047728656017,0
65+,Homosexual,D,D,E,B,-89.81664418927599,B,83.58269064981556,73.40241760768426,-62.122185097272784,-18.928981123504034,E,B,-171.95720872450886,0
26-35,Bisexual,C,E,B,D,191.20542507448982,D,97.77559074658645,35.18717564006793,64.15007857334317,178.2597162215077,D,E,-81.48210872269634,1
36-50,Homosexual,D,E,A,E,-35.12768467984349,D,-36.375375121954136,28.72588436779544,129.0588884582127,87.9288880918018,D,B,-55.122178546073755,0
26-35,Heterosexual,D,B,A,D,121.43252045957016,C,18.97192339210331,69.44469929411126,187.1960887729584,-55.55420682836119,A,E,7.080188037766461,0
26-35,Bisexual,A,B,A,B,198.109018271005,D,80.28758070657311,13.535722008638562,-38.26170065583524,130.4951059021944,A,D,109.92824698576771,1
65+,Heterosexual,A,C,D,D,-42.41777805035342,B,120.77451681649387,44.13541474338903,-115.42846639022719,48.17373830460557,C,E,-87.18742496056305,0
18-25,Heterosexual,E,C,D,A,-18.298561759191557,E,-72.7355703099763,60.45252335883306,-95.84920864083077,-7.107237724211222,B,A,-194.71356056006053,0
26-35,Homosexual,E,C,A,A,51.56011057360773,E,-95.48184560003956,-21.930947028753838,100.19406263866088,-14.67974789275925,C,C,144.58133516145455,1
