handicap,age_range,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Yes,65+,20,-76.90393577659394,A,-10.195472689633336,B,-150.96972140355206,-41.67887680513081,D,A,D,93.49074184787415,1
Mental,36-50,19,2.967190544202147,D,114.13897422552071,B,-115.33232734121628,-194.31551940452925,C,D,D,16.69899168652153,0
Mental,65+,21,-76.82531140489309,E,-1.7846016827232727,B,-20.521641452161347,15.132202642756742,C,A,D,73.12441806639306,0
Yes,36-50,25,34.83203046546953,C,-96.08935004306764,C,68.00393989829374,192.74806209230644,A,A,E,-4.987160478832554,1
No,36-50,19,-134.7616447891611,A,-109.05900650190992,E,-147.44152016587176,-153.46897483162235,C,B,A,220.3484564843798,1
None,51-65,21,-20.089956483620014,B,-84.83798464423265,E,33.67874841392326,40.97016824743309,B,B,A,-8.137316406722466,0
Both,51-65,30,-117.73301900212839,A,105.5434667452904,B,-48.5403238333876,-107.45001547754289,E,E,C,12.497803203625542,1
No,65+,50,92.31501594562256,A,188.67655871362848,E,-158.6134366713211,-9.20546412368987,D,E,D,-229.9185048154802,1
Mental,26-35,45,37.929029798543226,E,39.91558083025365,B,-34.27780106808902,135.24734693597702,D,A,B,-8.525094031817076,1
No,65+,51,8.040386153946839,B,-40.521289338912844,C,11.416842620085777,103.7371883574459,B,B,D,18.55172743524156,0
None,65+,54,93.88722256294305,C,-40.532126196562665,B,59.41880858178674,125.978524964695,D,E,D,32.87495449048179,0
Mental,36-50,45,105.52280051059503,A,-36.170414887345764,C,-208.7281792626757,-108.27087372541769,A,A,C,153.85274916902327,1
None,51-65,50,113.06941252274008,B,-72.24245935583487,A,31.775499448053328,62.16038068065662,D,B,B,-90.57283841603552,0
Mental,65+,77,-25.500736704607878,A,-69.53260263360059,C,13.029331588182938,68.55294798350249,B,B,A,-10.961646838153182,1
Yes,26-35,36,-169.55056481230827,A,144.82232088358253,E,16.4085237254795,46.40468839711953,C,B,E,-140.89927598626372,0
Yes,26-35,61,-14.02281015219897,E,104.15347776433815,A,72.01560495949221,-5.310483854489171,A,E,C,-91.30577452190101,1
None,65+,23,-20.678350700211727,C,-22.37356640383223,E,152.99861433084686,83.10615526620676,C,E,C,158.5693556942496,0
Yes,51-65,74,47.17924050596575,D,-7.6866777650527185,D,-40.991950781653806,16.12476677800129,B,B,B,-6.281377870844551,1
Both,51-65,55,92.11799649181329,B,-154.16245618416536,A,70.33419512996929,134.65623633618208,B,B,B,193.48858282534047,1
Physical,51-65,52,-159.80347160178678,D,-116.50595803456407,B,63.383111724067916,58.081513101715345,A,D,B,54.59651669048869,1
No,26-35,64,-5.219439538842665,A,171.23783798292047,C,54.72923927080969,-11.4187301184211,B,E,A,-17.128718004629683,0
Physical,65+,68,-124.44135910358575,A,-145.92093585380604,B,77.87439155227601,-33.15446365788013,D,E,B,-222.49275643152524,0
No,51-65,43,94.56095623177248,C,-83.15436961758185,A,115.49072612537947,226.69898012638296,C,D,E,-25.148635779189366,1
None,65+,28,3.0873140453035774,B,-120.32478244038458,A,63.9551195100106,117.56924124223936,C,B,A,-76.6321116887913,1
Mental,26-35,38,124.85783212314479,B,27.38031336387752,C,121.73663409679048,-25.784320575045207,A,E,E,-153.25772434336835,0
None,36-50,68,75.11475049616824,D,-25.798020810146742,C,13.773812812338548,-37.96023976439507,C,A,E,38.675364510573765,1
Physical,65+,21,-0.1500303525161151,D,-191.03701060605593,D,58.41096066614947,69.71753425065657,E,E,B,30.078073969947923,0
Physical,65+,50,111.48167557725628,D,-83.67688596705433,B,96.32148495817921,86.61846717729851,A,D,B,-10.604252703124883,1
Yes,18-25,62,-140.03258167106623,B,143.90879635516265,A,62.7510952920228,-23.455672856013656,C,B,C,174.27914557033432,0
Mental,65+,48,66.47961761012124,D,99.79757683160975,B,90.42562044124077,196.73637953274246,B,E,C,-39.06347145056085,1
Both,65+,77,21.153878030079994,A,172.75987002308818,E,94.77396953334187,-73.95927907834735,B,B,C,100.29083021827749,1
No,51-65,32,10.689700827520038,C,100.24106676800788,D,-6.71268688778917,85.34185551550136,D,C,E,34.4585556429494,1
Physical,26-35,23,2.559916364305712,D,-80.73215440151122,E,-11.475261833417472,-37.68492516065676,A,B,B,-11.513073222793553,1
Both,36-50,61,70.56124579454658,A,-0.05189422184434881,A,7.138287404778197,-141.62274376170512,C,C,D,46.44446740493224,1
Yes,51-65,30,-5.583799775597793,C,158.99389717626505,A,-55.71368592738993,4.045663499201135,B,E,D,46.382944941453864,0
Both,26-35,49,-30.51955214271313,C,-114.77522119036303,B,2.2158870024466095,161.36725232537867,E,D,D,41.09214987508842,1
Yes,18-25,52,-85.13270375378373,A,-105.21766197959985,A,50.45419476883135,6.777910504791808,A,A,A,37.00320475113949,1
Yes,51-65,44,-17.539990819839172,B,21.9687894916035,A,101.1888956901863,67.88853628936941,D,B,C,2.1661652745539914,0
No,65+,45,-15.010948419098083,A,14.975724706005145,B,2.3449873942711497,15.596444584044953,B,A,C,-53.54980475285455,0
Physical,65+,19,2.581302905047757,A,44.58248285792941,A,-109.78849668400399,59.21025229523287,A,A,D,-12.808445417637834,0
Both,65+,28,-68.54756884806018,C,54.15817738359383,B,87.12495933615827,-108.91077065976629,B,E,A,26.1515019872454,0
No,18-25,54,87.1962243090231,E,-143.47662146643316,E,-50.2925759789024,164.76227498443546,B,D,E,145.679848862226,1
Yes,26-35,61,44.51606081149701,A,12.803622076161089,A,109.86623580431834,111.82001707982955,C,E,D,-176.69925384255924,1
Mental,26-35,44,97.13548709302904,B,112.40096266715463,C,23.238716078998774,-38.77929197805493,A,C,B,-25.49403518160866,1
Mental,51-65,46,93.74574108117234,A,-119.36816589875225,C,19.84884121323228,37.562241570154534,E,E,E,3.4893477159295228,0
No,36-50,50,-33.85265969342156,C,38.01146189112429,D,8.328222359262327,-72.80082489261525,B,E,A,138.62585508290698,0
Mental,18-25,74,-99.1428102515732,B,39.569369092758755,D,167.1217144693609,115.26117981697132,B,C,B,26.194226160518593,1
No,65+,33,-152.29568340872427,C,-191.1918857855506,D,-74.85340230947665,74.24644826742302,D,C,D,39.82205825718308,1
Physical,51-65,67,-167.36398876217885,B,-57.01150719905252,E,33.611616105986684,-223.98688412297605,E,E,A,77.6447924279219,0
Physical,18-25,34,-97.20082539881525,E,8.591878202869221,A,-46.394203858313396,-155.6957833650628,A,B,D,-131.51581420226677,0
Mental,18-25,78,-4.498414477826268,D,43.330418062072724,C,67.61151363801517,-7.673212896037536,C,C,A,-93.35096220860899,1
Yes,36-50,18,89.02732697589487,A,3.290830133451313,E,45.91856657613143,-69.33394080811823,B,D,E,-38.21154355374632,0
None,18-25,58,-104.41475080893927,E,-16.9997273502683,C,-174.16426540207937,-30.624659920408632,A,A,C,-0.07157519147635916,0
No,26-35,44,-146.89424180715173,E,33.80962129794926,D,-17.216228329188002,101.87336076505113,C,D,D,166.11617703460558,0
Yes,65+,24,34.54174940823479,E,-11.763922590490992,D,118.5707281848266,19.941718448189892,A,E,A,106.19313612861797,0
Physical,36-50,40,-124.05360925929682,B,-40.924497873426866,A,125.20115096462747,85.38804562053858,D,A,A,68.93693321299598,0
Physical,51-65,61,63.61526115560289,A,0.7001683525105064,E,161.8423989406262,-125.68754713817263,A,D,C,-94.0337208726143,0
None,65+,76,15.046393120991135,D,15.928355055061088,E,-165.43309288486384,-252.03608465479556,B,D,A,-70.87587219047116,1
Both,36-50,47,38.284929234246526,E,-33.473657971041824,E,-82.42760542367468,84.99942063398532,C,C,A,41.288187065687076,1
Physical,18-25,65,26.50318034233623,D,76.5863219340142,D,-30.408063863348072,-5.9061056483268315,C,D,D,3.3519036128620594,1
Yes,65+,63,-192.87810102674126,D,-42.66475786072806,C,-33.49130903763402,-29.288941615631575,C,D,E,104.19553605275229,1
Both,51-65,35,-24.208863614583503,E,9.85450733169217,E,-22.297737843298567,321.5286537130123,D,A,A,-65.20942121227966,0
Yes,18-25,44,-129.90357457469852,C,18.278186788606465,B,-35.09438143988615,26.349579185705824,C,A,A,4.9952715820615134,0
No,51-65,19,141.86178122314791,E,68.59786662715149,C,141.127149259863,76.28029932822798,C,C,D,111.18579865867639,0
No,51-65,70,110.82439593160764,B,89.41563462651207,D,38.92330733773301,146.76268340726432,B,B,B,74.2560973480205,0
No,51-65,35,75.81627473248322,B,-24.442393680078045,D,12.12974355582662,-38.05936357906156,E,C,D,47.02246440564022,1
Both,26-35,59,68.78390184155134,C,0.22996177367063647,A,74.37463405155029,38.44751171021667,C,D,A,11.265001405408515,1
Both,18-25,45,-1.1258098659306095,A,-60.328218452418895,A,131.11625281394222,156.77937121181625,A,E,E,114.85146318769768,0
Physical,26-35,34,-5.461972536571141,A,-55.47928542288795,E,-0.8036191882093684,-41.6372402756844,A,D,D,26.789913092945906,1
Both,51-65,70,-176.15191186434095,E,-128.84262167982132,D,-130.8714560562167,-76.51616477685124,A,A,A,-92.07949466203456,0
Mental,26-35,38,-44.71089441110876,C,-170.80876879229658,C,-31.27474931874808,-19.716261167652576,A,D,A,135.57937460493181,0
No,36-50,49,147.2056269145657,B,91.55915746814755,C,9.51350434341361,21.914500569223623,C,A,E,111.51588768900085,1
None,36-50,77,161.8329921938118,E,-47.31498897157137,E,-204.1328496704868,-51.6905016906128,E,B,B,219.6855481119391,1
Yes,26-35,66,-175.93347612751512,B,-124.31909709906685,E,-42.320949079861805,-139.12584851965633,D,C,A,-36.519041965188556,1
None,18-25,23,-59.06954691485458,A,100.63705839930883,A,-80.16776531743632,-30.614308132978074,E,D,B,51.14497044645182,0
No,36-50,18,-118.43939965647363,A,92.46763152461783,D,-7.5464619420339325,80.5813455859748,A,A,E,108.68359493734137,1
No,65+,28,-43.35332084072098,B,-25.521487618815904,B,-26.590795340932804,113.92983558819103,D,C,C,-54.9140433667874,0
Mental,18-25,74,-334.9663448575136,E,20.479234883442608,B,59.98916851193579,44.19198434207337,E,D,A,19.322735201353204,0
Yes,36-50,58,-28.89983107581136,B,-92.0097862992678,A,51.42409657119978,135.8997959366625,D,D,D,-1.9516952946745794,1
None,51-65,66,-253.3911879555927,D,-56.77652336530298,E,-188.4614915999982,-29.030345488170518,D,B,A,85.21848495212669,1
None,36-50,53,-164.2169026485505,E,-147.2922162662458,B,85.5975302233684,78.42288082839522,B,C,A,-46.62725866193598,0
Yes,26-35,66,-187.8817968276281,A,142.0051715933087,B,-8.52173314112472,-60.38787667084683,A,B,C,73.94050131766474,0
None,51-65,61,-91.52945130072196,D,144.66086814908806,A,-29.788557224257143,131.37845807156395,E,E,D,-33.368826258254025,1
Physical,36-50,74,15.997035466359277,E,-161.55555297257774,A,-27.995603291878147,-11.829457062979856,A,E,B,18.352289668292226,1
No,36-50,52,-25.59206043466334,B,18.484066939030253,A,86.95088414337792,6.993136373930479,D,C,C,136.6968921103193,1
No,51-65,37,1.528128154123157,B,-137.48334428226764,E,-19.117315598667357,-200.5274971282955,D,A,D,93.55419487589747,0
None,65+,18,-109.77553704480772,B,96.13829315681322,B,-53.89331870425787,2.3197931867553874,B,E,B,216.1107647505037,1
None,26-35,44,35.25594978201374,B,8.344411600825307,A,-140.33518266326604,49.50712898368335,D,C,A,-128.36302637906527,1
No,26-35,75,65.86528351969095,A,41.86533423845613,D,41.378586882247696,105.78502273287143,A,B,C,60.788437236254275,1
Both,65+,20,-49.2833974829673,A,135.6052101647502,D,8.669406465510985,-57.89889844826831,C,C,A,45.233588792383024,0
Physical,51-65,54,29.69525342317807,C,139.0798794379061,B,-12.080888589496842,54.447423705569406,C,A,D,146.36545369728555,0
Physical,26-35,37,133.71798896590602,A,194.7034889266241,D,-215.46567834396166,91.67979210839022,D,B,D,-95.22890798422786,0
Yes,18-25,70,-68.26023946562765,D,-80.8521147893126,C,-20.91457571425296,127.6312570418972,E,B,B,-31.822531566628125,0
None,26-35,72,137.5363504393419,D,79.36683107417677,E,174.50595116094783,-72.97045119926501,A,C,A,41.965795905055934,1
Mental,51-65,34,-10.136359892113987,B,-63.271659033386086,C,165.1688449180875,-144.04001063709734,B,B,B,119.17229306858668,1
Mental,65+,54,148.6421708512591,D,-53.59091709374441,A,110.71614273971397,-37.08782982006791,B,B,D,-79.56044723332846,0
Physical,18-25,77,205.48776155783787,D,29.20759196381632,D,128.54804367412638,40.916766327938625,E,A,B,53.614213002974395,0
None,36-50,57,8.175653262237399,D,-68.76790060291586,A,-69.14249906862679,44.969155881960496,C,D,E,-229.56782590161055,0
Mental,36-50,66,-49.95587650553734,B,-54.17333624757013,C,-114.09502089878805,225.65613763367202,E,A,B,-4.114246347140894,1
Mental,26-35,72,96.71535298489101,A,-89.58389644229968,A,-168.41992310982596,14.554708255699037,C,B,C,-103.37222776250829,0
No,18-25,73,-90.9139206427728,E,34.25305579056864,E,-12.59098088111659,50.60841319945648,E,E,A,-136.00631675092802,1
Physical,26-35,53,-107.46022095545229,B,55.875505217628664,D,-39.11923718867046,31.312063931795485,D,A,B,-128.1380655835588,1
Yes,18-25,20,-199.4462791194571,E,16.007759902208743,E,-12.338607860717126,-89.05208024268788,E,E,B,112.18866530863558,0
Mental,65+,18,20.56927955289222,A,-10.6939314776442,C,-92.03339011523354,-62.16551409879055,C,C,B,10.606695555734325,0
Yes,51-65,30,-77.44501558358053,E,77.23914006567804,B,153.7087302146435,-58.48839441178043,A,B,C,-33.66143732936388,0
Both,18-25,67,56.28238690143124,D,166.33108763647468,E,-46.28839249396235,17.406736324238352,C,E,C,-115.9939936366837,0
Yes,36-50,76,24.96725841511214,A,29.728813102759656,B,0.9068843539705504,-166.44895690156923,A,D,E,55.15013371077071,0
Physical,18-25,46,71.722876226484,B,20.98161960424331,B,3.62398107930745,-153.52485968690164,D,C,C,210.34309453952656,0
Mental,51-65,70,-9.866287382959852,D,94.92120779030309,B,49.53033730008285,32.135970167728956,C,D,B,-307.7475392352618,0
No,26-35,25,85.06056866255949,A,-122.02769702246914,E,57.048391786494456,127.18198864122627,B,E,E,229.54396075700058,0
Mental,51-65,65,5.256188057709246,E,-100.0117764433703,D,-114.4877611492259,41.51445514477975,C,C,A,6.234398484356453,0
Both,51-65,30,-47.35763173717769,E,-207.34674020357326,C,-116.84872028543066,-46.377364803404454,B,A,E,33.059221786528866,0
Mental,18-25,62,-48.97134031008502,A,-28.512070281905523,E,52.866493575264705,-12.68822291315938,C,B,A,178.0443150711575,0
Yes,18-25,66,17.355077581580396,E,-45.85101161450654,D,31.632507283131723,-96.98247384966953,C,D,A,-26.106031497300346,0
Yes,36-50,22,-79.21684598514818,D,103.96532177333326,E,-76.37170721813759,-0.42583450770750864,C,D,C,-116.13014026009087,0
None,36-50,50,9.096033728134225,C,-17.42866525966556,B,108.07673878680258,42.063098271347116,B,A,C,5.8100976950217085,1
Yes,18-25,76,18.664833108803773,D,-163.5350015031574,B,61.008728241133305,54.28940821903103,D,E,E,34.19304598147808,0
None,26-35,18,-10.284958493757534,C,49.78713468082424,C,94.87941939715164,44.62843353992063,A,B,A,-239.4837895377047,1
Yes,26-35,61,150.00836836691775,C,-8.972554286941795,E,70.19876380454289,-219.90019488171586,B,D,A,34.162161250775654,0
No,65+,61,60.553653292218065,D,53.09590381308834,C,-73.09238866099525,-41.10554887946743,D,B,C,61.375491820405415,1
Both,65+,45,20.162203131797536,D,-348.57156442242956,A,-233.9449583972573,11.141507805577758,B,C,D,13.99337371290372,0
Both,36-50,70,-49.728386086073264,C,-118.32954549400421,B,140.15479702097107,104.10259115511411,E,A,C,171.99742273884956,1
Both,51-65,49,-103.76763653424273,C,-121.17876259746751,A,203.92121262162317,29.001733224119175,E,E,D,121.37488958672797,1
Mental,36-50,58,198.92815384822563,B,44.247204619736976,E,-23.457753547864584,5.238972431594958,B,A,B,-195.9759768916803,0
No,65+,45,-51.45708417501358,C,47.94403600155244,A,-179.58929770078467,5.327451401505394,B,A,E,142.62623120784417,1
Physical,18-25,52,-147.17009376349557,A,37.221163156012835,B,-128.43954056988855,91.2983724617724,A,D,E,-209.532149690066,1
Physical,65+,44,-132.96437163883942,B,95.16693549863093,C,-211.24600278977215,-95.31896227436098,B,E,D,63.7520577055607,1
Yes,65+,25,-28.839924993023875,A,95.37242812580006,A,62.180288109456875,84.31631547058808,E,C,A,73.96550052082212,0
No,65+,22,12.505022293862481,B,-3.3371528515608344,E,55.50993325010081,225.40407714707737,D,E,A,127.01696851327551,0
Both,65+,54,87.04675136669809,D,164.62347772357737,B,17.135506543306235,-82.40978063310037,A,D,E,-56.04753667450231,0
Mental,36-50,36,-124.1228646361505,C,-4.205849508191263,C,-71.52710047577821,19.399073903601867,B,C,D,-23.90920952750888,1
Both,26-35,55,-39.77702080741532,D,-105.20054410598232,C,-127.66286055588995,-263.7195233315552,B,C,B,-135.27637433762078,0
Yes,36-50,74,62.032646044133344,C,-41.71004534255513,B,-166.59197041451387,-87.45244613033178,B,D,A,4.757462922402642,0
Yes,36-50,69,-158.54558703470204,D,-111.00932167856908,B,-21.115393835332867,227.63659080432106,A,B,D,52.83441604554749,0
Physical,18-25,27,146.75955876039237,E,-150.14934426157726,B,3.9821644090171957,-43.33076285847748,D,C,B,106.36779328506279,0
No,65+,67,-58.217693719362316,A,-157.68165074526186,B,31.989689604469774,96.83175006757844,D,C,D,-59.90812013135876,1
No,36-50,47,-132.91893235483795,B,-23.62610248535883,C,73.75439259174567,-78.3344400829846,C,C,D,-189.45287211972456,1
Mental,18-25,34,-29.500322618365445,E,5.213139418548258,C,79.2031565635449,5.447922995595375,D,E,D,-189.90113185942388,0
None,65+,44,-92.8768354255875,D,42.60041753085111,C,49.65963235060107,59.8758076511557,A,B,E,64.5652686663439,0
Physical,26-35,30,147.48575420525333,C,-34.1855779791928,D,-31.276046301365025,81.50649399132939,A,C,B,-48.11650905931488,0
Physical,26-35,32,-38.56492858019132,B,-70.0305996066111,A,-60.65662494241653,94.17258915106231,E,E,A,81.40823689330756,0
None,18-25,41,-16.940301447770473,B,80.89914000276359,E,-121.04078624300838,-5.736097819948281,A,E,C,81.22615479908154,1
None,26-35,42,-37.67425140085013,C,-63.365660310006156,C,-2.5267248629483396,-96.33959966374272,A,D,C,45.542694073103206,0
Yes,36-50,41,-68.97167956131567,E,224.72643940059146,C,33.92170898085658,-93.86656525635928,B,B,D,-60.28818212110594,0
Both,51-65,66,-73.4436662995064,D,-2.528842792024686,D,-113.3249296079448,40.40018653543484,C,D,D,-1.6273185050820669,1
Both,18-25,40,-12.215395001241939,C,135.30768806924442,B,-7.767287852623072,-22.258699975819013,C,E,D,262.045916025122,0
Physical,18-25,22,64.66843998928485,D,-20.88303737734963,B,131.58821494633105,41.48439859625352,B,A,C,30.138502811647115,1
Both,51-65,18,57.23532121187902,D,-79.33503282354071,B,33.07478480675842,53.87963513844001,A,D,D,-74.1869262334367,0
Physical,65+,35,-198.38705885696862,A,17.220708946285505,C,-8.717119558667237,177.1003209708232,C,C,E,193.99814906653597,1
Both,26-35,55,-13.833516403511762,A,22.479415930285178,B,-104.01228094174839,8.373922647724894,D,B,A,-132.29028729322167,1
No,26-35,27,-5.410716078923767,D,14.446040256241922,B,58.843052703153,-55.27225073885735,A,B,B,55.11855846780392,1
None,65+,28,29.53043417187236,D,88.06768528550157,C,-18.70844514492032,-76.48333079269469,D,D,D,21.706733264468657,1
Both,65+,38,-119.4071060698089,E,144.77316208523922,A,152.4450151716414,120.50358098557147,E,D,B,-184.79781927752325,0
None,18-25,61,5.505197022557716,C,-34.07134196470836,C,23.82092944553267,44.237071049449646,E,B,E,51.38199015484935,1
Yes,36-50,53,150.50161124544977,D,-74.6006775067773,E,-121.7927532834181,33.368172425899154,D,C,E,201.49482657365866,1
None,26-35,27,-147.91289407727442,C,-80.25217187310334,C,-113.41700914468727,261.44706045840655,D,A,B,-76.65093471056578,0
Yes,51-65,67,-245.31881377901516,E,48.1933143747276,E,103.92451753661092,-48.344520295762536,A,B,E,38.54378736206299,0
None,51-65,39,94.43309404679022,E,-114.77162778009351,D,-148.72599467065243,107.00852475210272,D,E,A,-9.231414905686155,1
No,18-25,21,-37.907607028326055,D,-62.377540398167206,C,43.54307574943464,35.691908525186996,D,A,D,36.998536813622145,0
Both,36-50,55,4.025291045577431,D,80.98329787661285,C,106.61242231242922,-32.848240920624946,A,D,E,79.20694234246847,1
Both,36-50,57,51.889498486269446,D,-98.13776532420556,D,-6.273844219109826,-117.6354277794624,E,D,E,-34.916873043686586,0
No,65+,76,19.02311728890892,C,8.188919022448719,D,123.17833966065331,-256.5991341324975,C,A,C,43.616119612603484,0
Mental,65+,63,180.13279916091443,D,-11.759574740510017,C,-92.10108481883361,-246.23509479380797,C,C,A,279.8286465687539,0
None,18-25,74,-28.108559739705363,B,53.46295772163684,C,-215.98617288473497,-55.519648805516674,C,A,D,63.710482412807636,0
Mental,51-65,50,46.42778858108716,A,61.28933023733871,E,-133.46482194192396,-170.21110095607153,D,A,C,23.544990435140576,0
No,26-35,50,132.69448763070753,B,-61.97862505334577,C,322.53638754099165,156.2875683868459,A,B,D,-31.739518554995094,0
Physical,51-65,18,120.2421524208539,E,-18.189673025764897,E,92.408258124855,125.95991841417859,A,C,B,117.06686533823856,1
No,51-65,36,38.021606227720895,A,32.9105800411015,C,85.78335537588659,-40.557369993937996,E,A,C,89.44768857303849,1
Physical,18-25,36,1.1877535026315182,B,48.07997748314652,D,-44.589803932769975,54.6893838285141,E,D,D,-20.991367197637544,0
No,51-65,41,13.793000952420407,E,-49.833917808383276,E,92.83377754471623,-61.60064926418967,D,B,B,62.14083226888473,0
Mental,51-65,18,46.77084107594963,C,1.296185997873108,B,-181.82696191188708,-52.282918960761435,E,B,A,14.178340811109823,0
No,26-35,64,55.25926419091254,C,54.931831184690395,E,31.47833974142078,-173.64311552234167,E,D,E,80.35535436641705,0
None,51-65,43,4.395184757119481,E,-26.433829081685506,A,30.74578981170555,-38.100945432329844,B,A,C,-42.11793673228782,1
Both,26-35,64,-176.92945327570317,D,21.296806806351253,D,-6.701282629537484,-20.222507357855484,B,B,D,-109.07252658153355,1
None,65+,35,-253.8228141139973,D,188.71216394723456,B,189.92846829479853,107.75019827002367,A,A,A,-104.21100664156037,1
None,18-25,30,-97.18232153200987,D,-196.4757816139919,A,85.36150928622784,24.657388500267864,A,C,E,-102.48235157930428,0
Yes,18-25,51,149.7989661589018,C,59.80376325427288,C,91.6723214851837,-87.37120581900756,B,A,A,7.806177961032315,0
Physical,18-25,21,-1.230137463916746,D,49.326087890091316,D,-120.04301678176236,-42.0514514262458,D,A,A,43.76051828125954,0
No,51-65,66,-193.7726612751264,E,-46.07936309111317,C,115.88630864220552,21.87748332504208,D,C,D,-27.179712272803684,0
None,18-25,56,-104.70871010915201,C,89.93302226446174,B,-102.75950136111105,189.30491900980246,D,C,A,-49.19898505287387,0
Yes,51-65,56,-102.64567224139758,B,149.85149780753224,E,-5.452545474234722,-168.00998189126338,C,C,E,20.77888992423827,1
Physical,26-35,31,-70.6023727576063,A,-5.888254812199101,D,-36.772645827153845,-73.90742242027419,A,B,A,80.54120887466517,1
None,51-65,48,132.7273162640959,D,87.18844391824226,B,-47.469764150942154,-146.7302780649731,A,D,E,-132.50234861049648,0
No,26-35,71,79.25477709553684,B,120.46856600392766,A,-97.99786925363745,-24.808908550816618,D,C,A,-150.81970509523714,1
No,65+,70,51.64603292650186,E,-108.26566946056562,B,0.6657059202537892,-45.593088914724646,D,E,E,-105.82229166246961,1
No,65+,49,209.73145755772666,A,-35.171306213543495,C,67.07294032742107,23.768996289962093,C,A,A,-34.098046755520755,0
Both,65+,59,101.98893428429238,B,232.35550716605937,A,126.47601906729027,-135.3532693857726,B,B,B,-81.46026945858326,0
No,26-35,77,76.99974514553234,B,1.5136918232845897,D,82.14756458355515,-78.62802290723852,C,C,D,-8.104549302923791,1
Both,36-50,68,23.62755614978939,E,-148.62822660240863,E,-32.75142440295906,-169.5724725412736,C,B,E,-9.025317776737916,1
No,51-65,28,84.12518825415975,A,82.20793903869958,E,1.939576697494029,52.00607431416261,A,D,E,106.36635167954664,1
Both,18-25,27,25.41035287306937,B,-53.83137487337806,C,-59.76539522349549,-138.25663286901812,C,A,C,32.8589099079361,0
None,36-50,27,16.403526252704392,D,85.48831872421107,A,42.99719024827231,-19.934229458824625,A,A,A,-90.53213889707742,1
Yes,65+,59,-41.47197932706043,E,14.477135672257111,A,-15.168173679010025,92.5569176896378,A,A,D,-135.01312175920253,0
Both,26-35,31,-14.215223314475633,A,67.58583376708836,C,-34.01473734218749,79.11862465864318,B,C,D,-6.298291419885407,1
No,65+,69,-71.54005899108476,C,-37.835777879241355,B,57.65716495502956,117.96474645206514,B,B,D,8.492425756840145,1
Mental,65+,78,189.50708702387396,E,204.56433348406384,B,22.142040242911975,-43.1504785284103,A,B,B,6.557953342640631,1
Mental,18-25,47,-129.32502927814625,D,-83.85052705478586,A,1.4183934374205667,20.197612169610352,E,E,A,-10.04615213599869,0
Physical,36-50,36,-13.796166241426253,C,143.27808965873007,B,-252.99370668542608,-73.84003481710458,D,E,C,-66.38435988721963,1
None,18-25,46,-95.77174107671013,A,-58.450618627381125,D,-214.32452933885608,9.178655626924506,A,D,C,154.86703125406189,0
No,65+,49,-44.052282784713896,D,47.35824199198457,C,69.53536623433513,-34.56338710663493,C,C,B,112.08932151987933,1
Both,18-25,19,61.03416051570766,A,-81.22731414642178,D,150.09076470352693,-195.8692161134974,B,D,B,-84.16307003388783,0
Both,51-65,79,214.42745322554816,D,-39.28628127056979,E,63.61983051264324,-40.139858633904794,C,A,D,28.148247488090423,0
Physical,65+,35,124.85970319454876,B,143.2949246138225,A,114.37103577582792,65.95365628272516,B,B,A,-40.01565649742818,0
Yes,51-65,66,-17.145364359752367,E,86.67048812016702,C,-114.20502124132332,60.475693847228065,E,B,E,-175.01827963019164,1
No,51-65,63,38.83147783787212,A,259.0877410185643,A,-53.02745073060374,26.73531897562788,A,D,E,-8.189619658339975,1
No,18-25,79,-0.765260659353674,B,-129.8795169069503,D,126.00402114851319,95.36678550564979,D,E,E,59.879302755100085,0
No,51-65,49,34.9921764898341,A,109.17403992857089,B,40.799075690565495,-79.7546853633168,A,C,C,-69.90822269860392,0
Physical,36-50,27,56.2875696223053,C,10.22814958063504,E,-145.15401160068157,-71.84552984955221,B,E,D,-129.03517316862624,1
Physical,26-35,24,165.50704467039645,C,-97.4639809522721,A,-54.818493876717255,-59.24678644053375,C,C,D,-71.50627833808875,1
No,51-65,21,-321.2619089146078,B,-60.95701073268188,A,-156.88921858542554,-238.77167709340497,E,B,C,-7.654645585377113,1
Mental,26-35,49,-67.41100199802904,B,-99.83116097286917,C,-84.49644074455082,-60.84042451969432,C,C,D,-68.45431568655489,0
Mental,18-25,49,4.565654417701668,A,-10.841682104619464,E,-65.02205956920007,-22.555541256537186,E,E,D,-147.96314345421612,0
None,51-65,45,-149.30798649613396,B,59.34059622639779,E,-36.562763221279674,-9.384810963703078,A,E,A,-107.25597006891189,1
Both,26-35,19,58.56546892931163,B,13.588939018991567,B,104.9629975462238,-53.821092054337505,E,D,E,-23.623999313078194,1
No,18-25,26,15.436565343948509,C,74.82425838881434,A,-92.41567754829411,104.53094460095222,D,D,D,-94.82818877766324,0
Physical,26-35,56,32.867483204323925,E,109.51031871280499,D,192.4787707110538,104.84635781310881,C,E,E,275.33200097198153,1
No,36-50,63,-98.19044133915622,A,-64.43498041673512,B,-0.5823061268295833,118.36936517706687,D,B,E,29.25224371831696,0
Mental,26-35,62,-74.35135652609478,A,-55.52056611512673,C,-217.21017494450643,64.73383719005554,E,C,A,-146.09135048528884,0
No,51-65,37,-13.236294670298134,D,121.18008507752289,D,40.7159483110677,61.72958946853066,D,D,C,136.95295585712364,1
