country,sexuality,Race,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
UK,Bisexual,African American,54,-149.78892652929335,D,-48.25007967729339,-74.56627948957444,D,E,E,D,A,B,B,81.16800807384648,1
Germany,Heterosexual,Other,51,-34.76907987343619,D,133.95060888301467,67.90874011469667,C,D,A,A,A,D,D,-56.66459062772727,0
Other,Heterosexual,White,97,64.47216659741495,A,44.436936354488026,-13.959605413261292,A,E,A,A,A,C,C,116.1799536947933,1
Brazil,Heterosexual,Asian,84,-126.56603951724217,A,-48.665232507415205,76.57806670658684,A,C,C,C,A,C,B,81.48549402426804,0
Mexico,Heterosexual,Black,55,56.97025561644159,A,-51.102022532557534,161.714672569019,A,D,E,B,E,A,D,65.11103051127562,0
Other,Homosexual,Black,43,29.51120457248767,E,3.8304515437517916,74.37567834016544,C,D,D,B,A,E,B,153.38365345702763,0
UK,Heterosexual,Asian,18,10.759647382396947,E,-101.9112058943646,-56.924808520875594,D,D,D,B,D,A,A,-1.1486968517350504,0
Other,Homosexual,Other,52,62.2341401991781,D,-22.94385668728724,49.82153074623727,B,B,A,B,B,B,D,132.54720920341262,0
India,Bisexual,Other,71,224.29618356569344,A,-104.47558870332882,-18.352581420584954,E,B,E,C,C,E,B,41.370017173011725,0
Brazil,Bisexual,African American,80,-16.04024793653633,C,68.09952803884882,-12.666970500287238,D,A,A,A,D,B,B,-48.12195444256879,0
Other,Homosexual,African American,93,-47.83739463644593,E,7.732870663260248,147.04469503497197,D,C,C,A,E,A,E,174.5047571318809,0
Brazil,Heterosexual,African American,21,179.6591005892624,C,80.8015315357663,144.46403841377452,C,E,C,C,C,E,C,-159.5505713836681,1
China,Other,Black,45,-160.335889295963,D,75.40523924792949,99.97937221984142,C,D,C,A,E,B,E,-101.70956624315544,1
Brazil,Homosexual,Black,98,-109.71630426928127,C,-118.96036108119006,-46.50433174972116,D,E,C,A,C,A,D,50.67776209534552,0
Other,Other,Other,32,-96.8106467033401,A,-125.17168231876371,-26.023493944379872,A,B,A,A,A,B,D,98.30525649881078,0
Other,Heterosexual,Asian,32,-110.59717156586872,E,-17.616583465248596,-65.11692604580102,B,A,E,A,C,C,E,66.1399342258195,0
China,Heterosexual,Black,24,-2.1584943999109947,A,0.19349918298645738,-33.5016740224264,E,E,D,D,D,B,C,-41.66423446748257,1
China,Bisexual,Other,65,-78.64227322588566,E,46.97618043267534,-28.06600896179407,D,B,B,B,A,B,B,-40.690531560649795,1
US,Homosexual,African American,45,81.23438106811273,B,-79.67623067215852,77.76840646344041,C,D,A,E,D,D,E,31.009451940603867,1
US,Other,Black,67,89.7813955911657,A,-5.703085717702985,-115.15695030842016,D,A,A,A,E,B,A,-60.39614537374926,0
India,Other,Hispanic,30,-38.86306495170696,A,-216.1292508999763,-189.8633100905623,D,E,C,A,D,D,B,37.63691275608112,1
Germany,Other,Black,89,-8.141555359007235,B,70.52120445419783,56.249044493045005,E,D,E,B,B,C,A,124.40281079959594,0
Other,Heterosexual,African American,74,-1.501578765918741,C,138.1917627257558,199.03832945755354,C,D,A,D,B,A,D,149.46876002496978,1
Mexico,Heterosexual,Hispanic,68,35.142259437448125,D,-125.56250244462468,-1.4062250284192688,B,B,B,E,C,D,E,-203.69598586091504,1
Mexico,Heterosexual,Hispanic,32,-18.770468871253478,E,53.37064491434089,-131.48784683403343,B,D,B,E,A,B,D,6.226769755191581,1
UK,Homosexual,Asian,78,66.38680112128218,A,-133.0072477147754,-43.872863879146166,E,E,E,C,D,E,C,-20.446748531914206,1
UK,Homosexual,Asian,45,-20.535398594637183,C,-48.442591430494474,-113.93110982812422,B,E,A,E,C,C,C,170.8714838827409,0
China,Heterosexual,Asian,47,64.3108376871278,D,46.78530402382381,12.355624502392631,C,D,E,C,A,D,C,89.44443616777556,1
US,Heterosexual,Asian,98,91.19046628672363,C,-111.54932011152461,3.97051686546802,E,D,E,D,C,B,B,68.95595248648912,0
Other,Other,Hispanic,65,-101.91840804168233,B,46.26352609208833,71.89324608407352,E,D,B,C,E,E,A,-56.655973276034345,1
Germany,Other,Black,37,133.42606659059845,A,-22.324944922609603,45.66931564130672,B,A,B,C,B,B,A,28.875420672317766,1
Mexico,Other,Other,82,-39.50074429763751,B,74.17051834218869,-88.89026636538797,B,A,C,C,A,A,B,11.572083529585326,0
Germany,Heterosexual,African American,66,-36.160584187547364,C,112.68632002075162,123.10399083170654,E,C,E,E,A,C,D,-42.79933087124741,1
Mexico,Bisexual,African American,34,-65.27784310296457,D,-55.398817588146386,53.57514274844575,A,E,E,A,E,D,A,-7.305300058606458,1
Other,Bisexual,White,77,62.142215046383974,B,-42.19033427325466,-42.67567558151385,C,D,E,E,E,E,E,-71.37792153984567,0
UK,Heterosexual,African American,89,-204.64567297165118,B,-196.95980912887583,118.26637683790324,A,B,C,C,C,C,E,102.38812290776158,1
UK,Bisexual,Asian,85,49.76269224378821,D,-25.52768611220953,-12.319397677054722,C,B,A,A,A,A,D,-1.5119948471330766,0
India,Bisexual,Black,28,218.75616682899528,C,-161.67267656249228,-39.79124212894965,C,B,B,D,D,A,E,56.42338882745205,0
Other,Heterosexual,Other,61,55.629473368790016,E,-91.56630588125708,-126.64997552661241,B,E,B,D,E,D,E,104.11220216993355,1
India,Homosexual,Other,84,-30.290653150848097,E,104.35960051643809,43.322195381646075,E,A,B,B,B,A,A,31.070440061052114,1
Other,Heterosexual,Hispanic,69,6.882244676861711,E,111.48656219631899,-44.600277585865854,C,B,A,D,E,D,C,-149.2261499017331,1
Germany,Bisexual,African American,92,-95.04281939351358,D,-200.77250367586524,166.4007412193569,A,C,D,A,E,A,B,105.96830214850729,1
Brazil,Other,Hispanic,36,-65.1154218110636,D,107.16710577571973,40.828418937569,B,D,B,D,E,E,A,51.14727282485864,0
UK,Other,Hispanic,72,-15.638383772378662,E,-194.352411268682,60.85221334881352,D,A,D,C,B,B,A,33.41085861825367,0
China,Homosexual,Black,52,-120.83004832698347,C,37.45063389293929,18.306253952159036,E,D,A,A,C,A,B,28.31358718949673,1
Brazil,Heterosexual,White,86,-4.797786852287547,C,61.55752972650988,68.50390895987303,D,C,B,B,E,E,E,73.54568344977784,1
Mexico,Homosexual,Black,46,-0.7684541951887343,C,7.859401298209061,36.939964840862665,B,A,A,B,C,C,C,-22.274788015406568,1
UK,Homosexual,Hispanic,48,-109.30952459665055,E,165.24906293993362,-125.80235642454369,D,D,D,D,E,B,E,-199.05601877125392,0
US,Bisexual,Black,61,72.53968177319483,B,-219.66465021797723,28.38319456746189,A,D,A,E,E,C,C,85.21988545106181,1
China,Homosexual,Asian,52,75.92843110722242,B,-96.07289453418771,-55.527720922498425,D,D,B,B,D,C,B,-12.60206530879425,0
Brazil,Heterosexual,African American,38,-24.25029475737341,C,-33.32148746384593,11.360089713258875,E,A,C,C,D,C,A,63.5977232876059,1
US,Homosexual,African American,58,15.861549447891393,C,-64.21468465882121,-52.617860548399165,C,C,B,D,C,D,E,29.003944118905757,1
UK,Other,Other,22,-77.38976445029874,E,-5.6554823817271815,-91.83599520956221,E,C,B,B,E,B,B,-206.7965216264307,0
Germany,Heterosexual,Asian,71,-182.84830399557387,C,11.707025952381397,-9.233616326842421,E,B,D,A,B,B,A,54.14425436028002,1
Other,Heterosexual,Other,87,-9.87578882760075,E,62.71263105373082,31.956501285684563,B,C,B,E,C,C,A,36.913305753318575,0
US,Homosexual,African American,89,68.10067798964654,A,94.03140385894277,-25.22210130005255,D,B,D,B,A,A,E,5.7516213877968685,1
US,Bisexual,African American,88,5.530893703565759,A,153.9337305762465,69.18722056436373,A,A,E,B,B,B,E,-15.421054968549806,1
China,Homosexual,Asian,50,165.8159099033009,E,100.5775027113734,31.16738504953088,A,A,C,A,D,B,A,98.32657608932253,1
Mexico,Bisexual,Black,95,-217.28842137721688,C,-44.92161113529775,34.06773629976141,E,A,A,A,B,E,D,22.157076524618187,1
Germany,Other,Asian,61,-115.28800698167959,D,98.65694840718756,19.561209423231247,C,A,B,C,E,C,E,27.127785080279036,0
Brazil,Homosexual,Black,71,-75.7769220363596,A,-133.07241853736974,-77.23423238796512,C,C,D,E,A,B,B,-1.0366846347102954,1
UK,Heterosexual,White,35,-2.873654362746338,D,-96.158117499293,-139.87910229132336,A,B,D,A,C,B,B,-1.9124925194654623,0
UK,Heterosexual,White,63,4.78710919667402,C,60.3658478785293,67.41686578024087,B,D,D,D,A,A,D,98.16753940554452,1
India,Other,White,98,-183.42607169965538,C,-10.2121234434688,-35.761479862474545,D,C,E,D,A,B,A,-63.91341313555321,0
UK,Heterosexual,Asian,41,41.73378049875204,A,-50.42476767654522,90.63874701563978,B,A,B,E,B,E,C,-152.1305979648594,1
UK,Heterosexual,Hispanic,89,49.598743893419375,B,-92.64173668132824,204.9475642303249,D,C,D,A,E,E,E,226.79713323379283,1
Brazil,Homosexual,African American,67,-89.82357550260139,E,3.986456437801945,33.07368897536425,C,A,A,A,E,D,B,-173.8873486683017,1
Brazil,Bisexual,Hispanic,91,2.144060730496491,C,-17.02863507006425,-6.212120308495699,D,A,E,B,E,E,A,-160.69801196641995,0
US,Heterosexual,Hispanic,20,43.61132761601906,B,-69.05486004074109,95.25534591241694,B,B,D,A,B,E,A,117.90358597008618,1
Mexico,Other,White,84,141.08933077599127,E,132.35703163138052,-83.08810854417703,A,C,E,A,C,C,B,51.01131219664863,1
Other,Other,African American,40,-84.25860968324132,A,-122.89176146267606,1.2866940135382632,B,A,E,C,A,C,D,-59.68708469278479,0
Brazil,Heterosexual,Other,98,-28.40452452112025,A,-23.56996401303857,-37.0801609571271,D,D,D,B,E,C,B,-8.003635660776881,1
Other,Homosexual,Hispanic,67,31.711926092357096,B,137.13080279001986,117.26426907554297,B,D,C,D,B,E,E,-97.52665699373631,0
Germany,Bisexual,Hispanic,87,71.3721307792625,D,-45.94532758035025,50.2489053568859,C,E,C,A,D,E,D,3.3217789683166457,1
India,Bisexual,Hispanic,44,-102.09352864797701,D,10.404457290130459,-239.91479970044463,D,D,C,D,E,E,B,218.24855292699445,1
China,Heterosexual,African American,29,-201.34386516372706,E,-18.968082380984512,36.381019074518605,A,C,B,E,C,E,E,155.5503352377822,1
Germany,Other,White,35,-39.04472861808838,E,-261.8224723752271,122.79671249194305,D,D,D,D,B,A,D,-67.44640424896464,1
India,Homosexual,Other,28,15.424850495916683,D,-9.129492509873014,32.77664841443685,C,E,B,C,E,E,B,105.85408219413921,0
India,Heterosexual,African American,81,-108.34574948453795,D,40.637054841224476,154.16806246748797,B,D,C,B,E,D,D,-1.1147702448340207,1
China,Other,Asian,28,-240.89025305215347,B,160.23703107630024,16.881853724913633,B,C,C,B,B,B,D,-28.49465982614921,1
US,Homosexual,White,47,-34.843999146290436,B,-207.31951842808982,88.75039951427446,E,D,A,C,A,C,A,57.80393557141661,1
Germany,Other,White,50,145.35775639191633,A,-73.32559812168542,-146.63724318999178,A,C,B,B,C,D,B,57.9164790411142,1
Germany,Other,Black,75,-100.09100449547708,B,91.42569146690454,34.00871664988057,C,A,B,C,D,E,D,27.597031075789758,1
Brazil,Other,African American,83,96.4278594848032,E,157.55396689627705,76.42166450808533,D,E,D,D,B,D,B,85.13333160102184,1
Mexico,Heterosexual,Other,98,-63.36009230281172,C,-73.09487568702899,-98.04627893123734,A,B,D,C,C,C,C,-51.36742791531569,0
India,Homosexual,Hispanic,39,1.842819474804909,D,-29.50346970668587,8.30909755279038,B,C,A,D,C,B,B,-92.47429261331202,0
China,Bisexual,Asian,18,-49.74532085850377,D,-163.28549572961444,124.70412983221708,D,D,E,B,B,D,C,-135.58831839309389,1
Brazil,Heterosexual,White,63,-12.950163582845548,D,113.61754434356132,-34.71812050519086,E,C,A,C,B,B,B,-57.0357262822284,1
Brazil,Heterosexual,Black,83,224.76021342695995,E,328.3154927029567,56.761745056117554,D,B,A,B,A,B,A,-75.33406575107296,0
Other,Homosexual,Asian,52,-124.3885634033689,E,-21.589612001988932,-50.44919790185959,B,C,E,A,A,B,A,108.93313741004269,1
Germany,Homosexual,Black,57,59.99102473062414,E,62.00230587387017,43.023480813102424,B,B,A,A,B,E,C,16.085313388198397,1
Brazil,Other,Hispanic,27,-5.5048529722361845,A,34.231437620630516,31.65384887407965,E,A,B,A,E,A,B,-112.27085318377259,1
US,Other,African American,24,-146.61072586911035,B,-134.15767683952467,181.63666702010661,B,C,D,A,E,C,E,-32.692556243320276,1
Mexico,Homosexual,White,41,-70.33916004258575,A,-52.496933882483354,106.94420177480954,E,B,E,C,B,D,A,178.1478372308216,0
China,Other,White,75,123.67414223677838,E,-56.72951011253159,25.8260904173398,E,E,D,C,D,D,B,160.87070304440002,0
India,Heterosexual,White,23,122.84044586733035,C,70.005972090743,-66.56090911986105,A,E,A,C,A,C,A,-182.3842279699667,1
UK,Other,African American,50,-100.23893444348818,A,246.50215311721934,-102.33818483506312,B,A,A,B,B,B,A,147.20870989794616,0
Brazil,Heterosexual,Black,84,-134.8827945485006,B,-3.1499240100091135,-19.631918857612412,A,B,A,D,E,C,B,-153.8009208007228,1
India,Homosexual,Black,22,-153.2677663004609,A,-31.087042885215705,245.17137179692753,C,B,A,A,B,B,B,83.57867359587041,0
Mexico,Bisexual,African American,46,104.93106285874852,E,38.46142081233467,100.6510032843183,C,D,D,E,C,C,A,-67.57139356865727,1
US,Other,Asian,52,-38.755495549318134,C,-170.92163251756162,-93.32024387675223,B,C,B,B,B,D,C,-90.57812633060018,0
Mexico,Other,White,97,-38.71920920419121,E,66.0412582572834,-5.050668943446293,A,D,D,B,B,B,A,3.8350659742695288,1
Germany,Homosexual,Asian,86,173.16094365903763,E,-38.98942402614166,30.190497029083215,E,D,D,C,E,A,B,-15.012410750543149,1
UK,Other,White,30,28.823876818322763,D,219.42372571883953,-105.97249721965969,E,A,B,C,B,E,A,156.13195436833087,0
UK,Bisexual,Asian,77,-37.95872358569729,A,-82.48561107357193,15.43123191273594,B,E,A,C,C,A,A,-114.18993097202778,1
China,Bisexual,Hispanic,23,111.23811677331312,B,158.30052088504888,-90.20787669670096,E,E,B,A,E,A,D,19.96229390814343,0
US,Homosexual,White,98,100.6098288998349,B,-58.178394772780784,170.0683656092636,B,A,B,C,B,D,D,33.80157020038689,0
US,Bisexual,White,67,-16.28568482723658,A,26.277114481321178,-142.0941629942996,A,E,D,D,E,A,E,-102.85445489749749,1
UK,Homosexual,Asian,34,-47.003882621826236,A,103.03841487559633,237.70532530286945,B,E,E,D,C,D,C,-132.26714559762735,0
Other,Other,Other,63,84.09660939968718,B,-153.351833020472,27.663321631163356,E,A,E,C,C,B,A,15.326634481333976,0
US,Heterosexual,Asian,66,-39.51613688676414,B,-183.29579971029503,59.861271480402344,D,D,E,E,E,C,C,-65.86136236949105,1
UK,Bisexual,African American,61,113.69354611740292,B,87.676242123161,17.051685438436753,E,A,D,C,D,C,C,44.374555790105354,0
Brazil,Homosexual,Other,65,-18.84929850411083,E,-30.02442754334012,-126.91026193032462,E,D,B,D,B,B,D,-13.605436108798836,0
Other,Homosexual,Hispanic,18,-83.66762555999779,C,-62.19034405021252,53.92099507321619,B,B,C,C,B,C,A,115.25793805949225,0
Other,Homosexual,African American,77,-152.66082755645817,B,44.685262036861864,-5.064958088474847,A,C,B,A,B,E,C,47.15413458001979,1
India,Bisexual,Black,73,45.87093838119431,E,-180.67835982815018,-112.95558382712979,B,A,A,D,C,C,A,52.93342749068726,0
Germany,Other,Hispanic,37,28.589294117611825,C,-122.07542850665416,-103.4358514180746,A,D,A,A,B,E,C,-64.25503698757038,1
India,Other,African American,35,-44.255291637515235,B,-191.6326619074248,-215.81938875171528,A,B,B,C,B,B,E,-82.23403750007581,0
UK,Other,White,44,15.80839865891155,D,-25.841719795915964,40.55965185541303,B,B,C,E,D,B,A,75.28420775748678,0
Brazil,Homosexual,White,25,125.17167198052246,E,170.08604116376281,47.9743801448577,B,A,C,E,C,E,D,-55.39404577806067,1
China,Other,African American,99,-104.99072738853042,E,-197.08995783800543,31.313168175521245,C,D,E,D,B,E,E,86.2100793206583,0
Other,Other,Other,74,-100.39603477779009,E,83.99065569554789,-88.3230504811396,B,B,D,D,C,E,C,-40.66077619881985,0
India,Homosexual,Asian,83,-113.25809685793216,C,-34.74501148093384,118.55262801269203,A,D,B,C,A,D,A,-58.90703581766531,0
US,Bisexual,African American,31,106.40271906932799,B,-10.920861126452614,-156.55921697533475,A,E,C,D,E,D,C,-95.07163852000927,1
China,Bisexual,White,86,-68.73755255726992,C,277.4549245104088,0.6130964088242694,A,D,A,C,A,C,E,80.8182525620741,1
Brazil,Bisexual,Other,60,-9.872306279597952,C,-49.88637730479182,10.548310453684316,A,E,A,E,D,B,C,-85.74370356770748,1
UK,Heterosexual,Black,29,-18.599018276208877,B,-27.081522973510108,135.74741365406084,C,D,D,C,D,B,B,92.93400269604408,0
Mexico,Heterosexual,African American,33,100.90329752141952,B,106.1742692659472,-74.76264280852308,C,E,B,E,B,B,A,-55.517486686349685,0
Germany,Heterosexual,White,65,-140.16714700373328,B,192.90406238412015,38.17939421769087,B,B,E,E,A,C,D,33.78579782327174,0
US,Other,Asian,55,25.30933105309717,C,97.00390763643911,64.55727949232613,B,D,C,A,D,B,B,-57.837238585855445,0
Other,Heterosexual,White,76,193.13786141631337,C,-60.75875348038725,-21.830351245115803,E,C,A,E,E,D,E,40.948314903184794,1
US,Heterosexual,Black,92,-67.00407757983615,D,-12.937690380652553,45.38344487041681,E,C,E,E,A,B,A,-60.633685291418125,0
Other,Other,Black,35,9.214032065202959,E,58.53223512372991,-56.52221591762018,C,B,E,B,D,C,A,-16.170412786291976,1
Germany,Homosexual,Asian,95,86.90349039201976,B,-54.131529799390954,-3.8513764810022826,D,D,C,B,E,C,A,161.82603878477963,1
US,Homosexual,Other,82,121.25830707536053,A,73.7924699366915,-90.43350967348596,B,D,D,C,D,E,C,-44.50614923447645,0
Other,Other,African American,28,99.37701632096108,D,15.471832490180043,-67.16794787650679,A,C,B,B,A,A,E,-135.9120844185444,1
UK,Heterosexual,African American,70,-68.82345527486827,E,15.302093094330615,-185.25682795332523,E,C,E,A,B,B,E,25.227059248879247,0
China,Bisexual,Hispanic,49,172.41505533745334,D,23.07342652616759,-155.1819739383752,C,C,B,B,B,C,E,47.53440548669424,0
US,Heterosexual,Hispanic,62,-86.08242568536825,C,48.73383403724137,190.62398909774953,B,D,C,B,C,C,B,-10.307757330432114,0
India,Bisexual,Other,36,37.33375500096439,D,-39.1715416595442,-63.913145560725894,B,B,B,A,D,B,D,48.307835467920505,1
Mexico,Heterosexual,White,64,31.102146833549334,B,48.74658111786882,-41.86172313259621,E,A,E,D,C,B,E,29.47307878150823,0
Mexico,Other,White,33,144.66730401844688,A,-91.65442740204904,60.29611938188383,D,D,C,A,E,C,D,-110.21695805557934,1
India,Homosexual,African American,97,-25.40026927132173,E,47.431749562378215,-20.60972740225055,D,B,E,D,C,B,C,94.99320649050502,1
UK,Homosexual,White,28,118.2058699503393,D,86.95093838992176,-199.87754619587258,C,E,D,D,E,D,C,-92.02677186473554,0
Mexico,Homosexual,Hispanic,27,-18.0105000763456,E,42.52448947384945,108.7487271273415,E,D,D,C,C,B,E,60.43968226355848,0
UK,Homosexual,Hispanic,79,-84.58115444948734,B,10.46747168642308,7.4683227838538455,A,E,B,B,A,A,C,-5.145305935521171,0
China,Homosexual,Hispanic,80,125.28715991647962,B,41.62467023853226,33.54979312926994,B,C,B,B,A,C,A,40.47777566389889,1
Brazil,Bisexual,Asian,41,-47.33086591132932,C,-193.51761165391227,26.30357590858684,A,D,C,E,D,C,D,-19.36046857671747,1
UK,Other,White,32,89.36626747606998,D,-55.07617266990863,-61.46027829691667,E,B,E,D,C,C,D,-195.34241648481944,1
UK,Other,Other,20,29.633526340796802,E,60.86656668540389,26.580675259842923,A,E,B,E,E,B,D,44.074044801680905,1
Other,Homosexual,Asian,27,-178.32141940360637,C,184.3887817829481,-112.2006646298609,A,C,A,D,C,E,D,-16.875165010008157,0
Brazil,Other,White,58,-127.57613043266285,E,-128.9722894564579,91.86781542955916,A,B,C,B,D,C,D,-84.8183779084083,0
Brazil,Heterosexual,Hispanic,85,-74.67929108441922,E,10.043802700375494,152.7715853764494,B,A,E,C,C,D,B,80.7033744519307,0
Mexico,Heterosexual,Black,30,-6.469672603133864,C,-177.21047205995367,-73.3983759778886,E,C,C,A,C,D,C,19.77962047801535,1
Brazil,Homosexual,Asian,19,88.21203026393206,C,150.62111723433776,101.20094513679301,A,B,D,C,A,C,C,-54.15515643238693,0
UK,Bisexual,African American,94,-19.608362378543145,A,-58.80217442054031,-46.40185675403544,A,E,D,B,B,D,E,-68.68601667412644,1
Germany,Homosexual,Asian,99,57.444582621753135,E,10.156945982434634,95.54747161578176,A,E,B,B,A,B,D,43.24860889483214,1
Germany,Other,Black,44,-50.516022035814686,E,104.74360583411588,135.9878129370856,E,A,E,C,A,B,A,-45.20476787951952,0
Germany,Bisexual,Asian,97,-17.990292707064025,C,-8.892406417187471,-97.42461787004072,D,B,C,E,A,D,B,-101.38864515754204,1
India,Homosexual,Asian,52,-88.59059049381045,D,72.33604101958021,-59.07438612417876,A,B,E,B,B,B,D,18.692411082615816,0
US,Homosexual,Asian,57,29.641935425431843,E,51.30374861611836,-20.374797291219828,A,D,E,E,E,B,A,71.95237521304318,1
Mexico,Homosexual,Hispanic,41,-26.27548062529363,E,25.827974566303023,-85.9571938867285,B,E,A,C,A,A,D,-201.14707777883876,1
Mexico,Homosexual,Other,62,-4.373477681521674,A,0.01757486221090387,29.224901029199053,E,C,D,C,E,E,B,68.81020563223491,0
Germany,Other,Hispanic,33,29.956235141716814,D,-56.40630015519902,14.620560248123446,C,D,B,B,E,B,E,3.7240049347339994,1
Brazil,Other,Black,30,11.931381558280316,A,59.99922458313017,48.688715788556216,A,C,B,B,E,A,B,82.14183576855699,1
Other,Other,Other,24,-110.75220865162727,D,199.76886543156547,57.76180510171726,E,C,E,D,C,C,A,74.11862951489229,1
Other,Bisexual,White,92,-79.87985608436136,C,-92.40949465980798,-86.0173570212441,D,D,E,C,A,A,B,-53.41236303257024,0
Mexico,Heterosexual,White,75,10.912459173516265,E,31.75670635830456,35.07608206028074,B,B,E,A,B,E,A,81.41546861928424,1
Mexico,Other,Black,23,21.103297906639888,E,-23.178494338639656,-3.5711799412824865,A,E,A,B,E,B,E,-192.3131924816774,0
Germany,Other,African American,88,213.58900451125797,E,-196.0914437657106,120.4321543738927,A,C,C,A,C,A,B,112.7320294154526,1
UK,Homosexual,Black,84,-2.903642955426016,C,128.5050681716769,45.682933704682064,E,E,B,A,A,E,D,15.489380522668581,0
Mexico,Heterosexual,African American,51,147.6014792268354,D,-65.03357870944113,-108.81220503255508,A,A,A,B,D,B,D,1.729843758118817,0
Mexico,Heterosexual,Other,43,59.56393347314004,D,32.53521436391428,138.88193946334394,B,C,A,A,B,E,B,70.21452856097604,1
India,Heterosexual,Asian,81,25.537256938239434,D,7.295115329317358,-76.03591663756717,D,B,B,B,E,E,D,-159.90512123583008,0
UK,Heterosexual,White,68,-35.039302794144795,E,71.16227748947871,91.41480700783195,D,C,E,C,E,B,B,32.10538615013932,0
India,Bisexual,Hispanic,79,-42.44656669143738,C,-37.69442529850446,-100.0629990690985,B,A,B,A,E,E,B,60.65181554422335,0
Mexico,Other,Asian,61,-64.4091768975066,D,-47.292134297565376,-85.15467844634985,D,B,B,C,A,E,A,-4.311323524145398,0
Brazil,Heterosexual,Black,97,-9.832798411915489,A,-25.646994757637398,-141.602277201957,B,B,C,D,C,C,A,228.23245396395723,0
Mexico,Bisexual,Asian,74,-14.343663705668794,E,-95.21425004688366,-22.615753210927856,E,C,C,A,E,A,B,108.71475905935566,0
Brazil,Heterosexual,Other,26,-69.15317206214873,E,-69.43309802182182,-12.824368168786112,D,E,D,E,E,C,D,3.0823856059915102,0
UK,Heterosexual,Asian,41,-17.008773350969207,D,117.7120143052871,127.90242655751432,D,E,C,E,B,C,D,60.31651035735812,0
India,Other,Hispanic,93,-56.46173337330184,E,117.31967790769518,71.25954179391304,A,C,B,A,D,C,E,1.3963002836233573,0
US,Homosexual,Asian,31,49.27725976643234,C,43.090966593372286,-47.00843376263021,D,A,A,D,C,E,B,-20.930657998364843,1
India,Homosexual,Other,58,-0.7749809166147701,A,-54.590934457968444,-47.02122376833318,B,C,E,B,D,D,B,-43.61529660872171,1
Other,Bisexual,Hispanic,64,104.70428923854205,A,-83.33729800938552,-152.28319301025172,B,E,D,D,C,C,C,-298.83649263316,1
Brazil,Bisexual,African American,67,-96.13169791534088,B,51.40179319691891,93.29101930955937,D,E,C,A,E,A,B,82.72513777191517,0
China,Homosexual,African American,23,49.457499735688195,B,59.87389070080526,-67.0329589122559,E,B,C,D,A,B,B,-30.896120524571963,0
China,Bisexual,Black,40,46.64472512938415,C,-110.82616777760292,-50.17072886172852,D,E,A,B,D,A,E,78.96777976147824,1
Brazil,Other,Black,35,-76.9651892544769,B,17.82896494733031,-54.95608471544615,C,E,B,E,E,D,D,-124.82670669814688,1
UK,Other,Asian,79,131.06397590088767,E,-170.6374566905672,56.65464334914674,A,D,C,D,A,E,B,61.82679009847062,0
US,Bisexual,African American,61,71.3725187084326,D,-117.77245314689534,32.23371534971539,E,D,D,D,B,D,C,22.71124049490921,1
India,Heterosexual,White,72,40.05577908032449,E,148.02264216288964,-102.4744513692675,E,B,E,A,E,A,A,227.84570514129197,1
Other,Homosexual,Other,84,-38.25695954433459,E,-99.81032314147753,-25.63102350833378,D,D,C,C,D,D,D,-57.749496325366756,0
China,Heterosexual,Hispanic,40,-109.31663854314071,A,-94.64716933305155,37.71759416240403,A,B,B,E,B,D,A,137.0488352007699,1
Mexico,Homosexual,Hispanic,46,23.80328134996928,B,-233.8772024938698,38.956996397873624,B,D,A,D,D,B,D,72.44969948267658,0
UK,Bisexual,Hispanic,19,25.62467029602722,C,13.677262160317385,54.07099041716399,B,A,B,A,A,D,D,-42.93075130177817,0
UK,Bisexual,Asian,41,168.02159648946363,E,33.69612132199638,11.933498765378094,A,C,D,D,E,C,D,-193.33610749428792,0
Mexico,Other,African American,93,-112.73511096696464,B,25.775103577059372,84.33753368217555,B,B,A,B,C,D,A,131.3598822570757,0
Mexico,Bisexual,African American,75,-231.89329338035637,E,86.10789747295611,129.79819302397942,D,A,D,C,D,C,E,-68.91565968303944,0
Mexico,Heterosexual,Black,46,164.47522388010316,A,76.35233889380835,0.7825919241828205,E,C,D,D,E,D,E,-10.710887804430524,0
Mexico,Bisexual,White,48,11.067717802639502,C,-61.50290842483446,-13.654116513937147,E,E,A,A,C,B,B,30.77900947870395,0
UK,Homosexual,Asian,96,-171.88997608240942,B,81.42026182412103,114.90469947131123,B,C,A,E,A,B,B,146.25373576319336,1
Germany,Bisexual,Hispanic,25,-20.938980794976857,A,-34.99103948568812,35.11482950466855,A,A,C,A,E,D,E,26.258860868937695,0
India,Other,Black,51,60.58040230506611,B,-112.87603265258457,42.20068689401908,C,E,B,B,D,E,C,22.413391500428475,0
India,Other,Other,35,34.846668117066,C,-70.73044994342439,-114.43833519793849,E,C,D,B,D,C,D,-30.785935794407614,0
Germany,Bisexual,White,75,102.64029009351387,D,23.438866034747647,80.46019561636362,A,B,C,A,B,E,A,-133.87740846022527,0
Brazil,Bisexual,Asian,56,-63.39283018486776,D,52.133072926090286,57.51402149625277,C,E,E,A,C,A,B,-138.83892093984093,1
US,Heterosexual,Hispanic,76,129.2527456449552,A,236.87569290700847,69.03863994178916,D,C,C,E,E,A,D,-89.24556386976668,0
Mexico,Homosexual,White,24,129.0319934033106,A,51.50176251216515,-48.272721182300934,D,E,E,D,E,B,D,-31.758025223391247,0
