Disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Yes,120.16044821896602,33.81656164099411,-53.38015887860853,160.80253821626854,54.753617089621486,-72.49518394306162,32.472181852350786,B,A,E,-134.13972685115917,-91.82035634925238,32.89178539531735,B,-69.38099938608117,-110.4676149931433,C,0
Mental,-143.21426711631236,-61.700709185304106,-30.499735423403614,-52.53802697468405,-80.73229536384558,60.21746742677562,67.07127022942761,E,C,C,-38.913123563505096,77.70210494581718,-261.32566438208914,B,63.83522656994448,-23.761410124802648,E,1
None,-65.36345355271138,71.09070185050294,-43.358516408305945,-235.49056376470344,-149.71243329005475,-13.209850435030535,-146.40873365898162,C,E,C,-43.71320983791101,77.81978751723369,56.90655687481959,C,-51.54619550527863,-33.23659750318498,B,1
None,-122.68680700517822,26.80908331112557,-209.85583136312096,9.92135082421859,109.4105360999996,66.61971698915133,80.35833672506647,A,E,A,-149.49117166361572,8.579005800156821,125.07890598573714,D,189.14545981786836,-18.05177686813351,A,0
None,-176.77446842681366,-39.3412445982636,-32.17816909057952,-57.033900981143084,173.25961120352923,86.26329379821463,44.76493307115631,E,E,D,83.8966191729029,-120.38145690371762,-91.18545056325004,C,-194.54419122164114,-107.53888040286475,E,1
No,12.255523270299014,9.838187201613117,70.33792056722122,-146.24175106361002,6.8139254140769285,-46.32628848576451,-228.22508663208092,E,D,A,31.68047300611586,-131.28500442135729,31.93201106921679,E,-125.16317253748699,18.829514429233654,B,1
No,4.729950166482155,19.38227619688709,113.29341262201069,154.09219537056558,-60.749458656664814,49.96974166559503,-21.230862269818537,C,A,C,-36.55933501047111,107.48523215052678,9.394266704887698,B,178.46048143943514,40.43241889054178,C,0
Physical,94.99920467944003,37.13350030917403,26.94025266657643,170.5052959220724,-13.31291152295929,-119.9121346104649,42.280832853049446,A,D,C,66.27882686689168,-23.112338962715263,-33.752559232770786,B,60.212462687471756,120.1683438633179,D,1
Yes,70.87917376169638,-23.03382691801433,-112.88410096481083,-22.598173232731032,0.8655347985077876,-77.12160888948547,86.62593372782567,E,E,A,85.07836507205533,-89.91108695324156,-84.09968428235564,E,36.22044441136747,-27.512550859592043,D,1
No,110.83163863793737,62.56530086085955,-111.49891975792315,-90.14936471651343,-49.105536092355365,-69.43320833466944,-4.031061104180696,E,E,C,-55.283568508820046,-10.81450444578936,-47.5715882518766,E,-305.8893656693987,7.85380106653822,E,0
No,104.87997533939615,13.872728099344725,-0.4690221877375774,-23.672744857001142,106.89229893144636,-59.53196588516138,104.21521820203297,E,C,C,340.5633208034291,-48.55775627287343,-18.660311454241203,B,-6.901813263054091,-28.68072385270166,B,0
Both,199.89476852587578,-44.20518015791405,22.090956867112578,-183.09420018056005,-61.645666160515376,-23.438246740082537,30.32795469800012,C,B,D,137.12620027869718,-58.3587360361085,-0.7645663884529202,A,-43.42846931360663,69.76567628914493,B,0
Physical,-4.652865357021945,-39.40125003337794,-40.85403986476604,115.88860136165748,-17.067816033063387,123.00656234665517,126.29762277422599,E,E,C,-71.02984357330102,41.02777163389976,-84.72955033356058,B,113.56222805298637,-74.16986186730811,E,1
Both,-105.09747135498708,-58.01487721087945,-24.262026410417647,-29.234102791844325,-168.0237165545808,-203.89665511808116,144.64937961342733,D,D,C,39.02154987052432,-114.54625244084828,-31.5087836278161,A,42.320224948214495,-96.31265483921392,E,1
Mental,119.28419235142754,-87.29849859428414,77.82357377426351,-105.19604240375129,-180.03764468106374,5.409062980440919,75.14919953797641,B,B,B,-43.83731941568905,-57.04247260214495,0.26693618413753767,B,24.28348471384774,-51.641886590628246,C,0
Mental,151.97372840666588,109.6172574365079,26.059632493382566,17.716488069776403,-54.006743234429486,-2.2098665654871823,-22.229494790722214,E,D,A,-37.58684322300233,78.26529449058965,146.1975852268545,A,94.42494090964921,-23.76172192173667,A,0
Physical,164.42211774205802,-12.464347426185387,277.880747810125,-124.13748238953937,-106.88155195120086,59.77073227106262,-103.0230355513775,B,D,A,158.18622356070583,134.4362281590028,-66.91194700098386,A,-105.26806411151313,-172.01074225919496,C,0
Mental,3.5097095820867965,17.165143954296354,-79.77519272659107,41.84740842362334,-78.84841486873208,-165.91573201144232,-11.358905960501648,D,A,D,-20.57328170918864,65.9243272163073,48.98884084600036,A,185.42831469681522,86.78097272152321,D,0
Both,-36.71514498933507,-108.68302233143392,60.24892160140245,15.97135956694156,-24.287103364400778,49.83878827647871,12.357680039928503,A,B,B,72.72140815485338,-16.83082355640422,-128.80554932133387,B,-100.34869873214936,0.9585591963619531,A,0
Mental,165.65039838452023,-0.9070405515366099,-176.16953506785757,208.32919530598198,69.80971972678105,64.90021311594877,46.544295113864145,A,D,E,224.85535547303988,73.02241022413395,64.08103460067335,D,113.76228989702875,-38.97241175657562,C,1
Yes,36.8083914277721,69.30095112064146,73.61039087273869,-50.159690600568254,-60.3286474240872,121.15476272206007,-176.98994448773607,D,D,C,105.96032036530443,-334.0735721655807,-62.30642066059636,D,-63.24915049579673,-82.34145095586346,D,1
Mental,-28.424294454008354,170.95102547551096,-164.88490013484162,187.7096800928291,-148.62397132047101,-130.5928772019431,-141.87093250660675,B,D,C,-83.2836339303702,-1.7539520476536836,-51.06931109753356,A,-37.30147931222713,-63.04280352871017,A,1
None,-17.307195777618702,41.582970305094214,-93.64922622763768,34.08916602189037,-180.18452354640652,15.364954433910716,-41.533284563287616,A,E,B,27.009065075761264,-81.99093055374453,-52.50108412549469,A,18.06229386352151,41.57372695868178,C,1
Both,-47.25339636602217,124.07103868954408,-71.04247172482043,-224.10521906840106,90.64941431822658,-124.8316444129469,-49.905048401205676,C,A,A,-155.35835989960646,-39.56912853713593,69.81851342357149,B,-144.23152433628044,-132.62658691208253,B,0
Mental,-57.9989863496226,64.96616097272823,103.15490498732889,59.43231279711468,108.72483711693415,-59.23695957998346,-100.99096957409705,D,B,D,-37.11043657487562,285.1859599699571,73.12010281259637,B,131.2262429710728,12.35838796149005,A,1
Yes,-7.742468149577368,21.506816035575657,52.814792936905974,56.11860765918958,189.79003857248446,2.1140869278768837,-45.48908653608055,B,E,C,98.54237724616468,-99.38229700500261,-318.9359151141958,D,-157.5375772804979,96.92176020431883,E,1
Mental,-29.784073645216974,277.61298783228415,-151.98411834294836,-52.142905038838364,-75.38528889314533,-140.40414434673173,70.52158115625922,D,D,C,-14.712100365479447,-96.66070232555724,-38.63597203185126,D,-10.13716675642453,130.79034133882374,E,0
Both,-29.10927533245211,-90.6097119073739,167.80163832427942,-43.88935486972196,19.36973234149335,-19.473829132475647,-260.69993143182387,D,E,E,-21.88867306306786,-41.844219010698716,-135.93998172761562,B,35.07242619058336,137.2805989367327,D,1
Physical,-22.23247921146232,16.31975538999331,-80.05515258701716,9.7934990065768,-251.70114409054952,86.90653502933628,-78.5898085775553,D,B,B,-135.74625505657394,41.45523173293494,-65.89170150778185,B,-74.49458746335858,-53.2329898571367,B,1
Mental,22.40707387690547,22.320695007047593,203.78116333786346,-124.76814307740231,-28.005068446906513,120.14533164837906,59.52842124583048,E,A,C,-199.75109769839713,6.0403599535557335,-90.51020001242357,A,60.93145046958847,-95.77640944350466,C,1
Mental,15.527180966040682,-5.2360697690915625,-44.27091079151875,109.3260046799508,139.5323426686528,-52.597985057434386,-74.08469598792968,E,E,B,-81.13423866154574,131.1019655023069,-77.53716158877214,E,27.770509993847398,-34.307760124505286,D,0
None,-46.84501531924834,104.62542592177881,-175.43881992724675,10.629385456314838,-59.537564394668976,-82.3334449375385,-56.19622487604931,B,A,E,-211.65991075972363,-79.30292673303171,-109.35898339613155,A,-11.180729088922787,-35.86582996349852,E,1
Physical,-20.610281206899188,250.378567292316,-174.45841093523015,-93.35323096460685,-11.24312940750774,78.19415352314088,41.013111538713986,E,D,C,26.234927013494985,132.38131012389996,98.44184328063214,C,52.33541672137263,-131.6885351365526,D,0
Physical,90.10733175953968,-111.91890498726163,-90.2764474338108,-69.98404817595618,42.964187475156166,-133.32190584312065,-49.24195532195909,B,D,D,-138.62500108274648,-171.733049846961,-53.292167717382945,A,-140.9358910506526,32.275613591798155,C,0
Mental,152.41627886650792,4.0011855010759385,-18.699556970481517,-71.36518374325465,-7.0108594260671175,105.30144762655335,172.50788422429497,C,C,E,-173.9237813536616,-85.03802484012044,42.58592368305869,D,-173.36316915145545,-82.96989227076624,B,0
Mental,-21.4615268570634,21.855869066446555,-136.8784948417821,-57.95555103318746,152.71885751077656,-12.064897887464596,230.46149033714812,A,A,D,-58.723722120236246,43.89199338630681,-30.390083900197318,E,8.714583984350416,-101.21496874692988,B,0
Physical,27.27321970819572,50.91503622934631,19.328052623242517,-79.76635198863207,-107.32035988386599,-111.85627040081532,-239.75388280022923,A,D,C,148.33934222146794,121.67069145193695,92.3960978291898,B,186.56710732472717,193.11131629607823,B,1
Physical,172.55986742950842,-57.9552457175303,9.859610074229023,59.40370973415079,-65.2767551458207,-98.26511024937454,-85.38331621072774,B,D,B,39.198073479159035,124.80853409460212,-32.0568132837258,B,0.09540970375072892,-59.4931495700584,A,1
Yes,-96.1642835467465,-7.149957414679413,28.71179299317302,37.91945910035569,57.20406843850812,47.65355182177634,114.81454092120661,A,E,E,-34.505195362350754,92.72712076211053,140.54474971197268,A,-110.93264556451086,-66.20352249987388,D,1
Both,-133.0890406768078,132.56578613359588,-24.653470001235856,28.881215941335135,-21.72298530405861,-4.56620678604127,-136.55687046854422,A,A,C,-124.14039576998277,178.96902380691182,-67.02238310776234,B,-44.79560336146148,96.10621999221222,E,0
Both,79.81908656494029,-72.42264280326285,146.1307128579154,-96.97471077316581,-63.443480979130975,15.805225820480592,55.936258182477815,C,B,A,154.07237822408,74.85900978799475,-114.85411482953805,B,-85.82123357770138,60.84939046447458,C,0
Mental,68.18674492018239,-15.172983003577823,-26.14789338350455,8.126164321999047,-106.09977764392636,32.66626340732889,-4.234538569634449,C,C,E,-19.61018632556852,-202.6513931514071,-107.15760541625437,A,-24.963330303447965,227.9093210105716,B,1
Mental,-26.428008242003415,-36.6786078287278,1.838427670369299,20.674137886616823,-97.38984521595259,-18.519194594485715,5.672027637044501,C,B,C,-9.472108452629039,4.031751246691272,-28.72890887233105,B,3.754157715224494,79.94482986767966,E,1
Both,-9.357592004898843,4.088567581625765,19.78902627685244,33.786739703879775,-72.55737899298855,-78.00091869681664,-100.99415606672271,B,D,E,18.746517179801753,-68.99185053339447,22.594704108320844,D,55.435384455512235,137.42278985348233,C,0
Physical,-87.93451323405802,80.26371644464835,71.26462739699473,91.11427793597436,-168.99333432415042,-75.00190870007005,-2.038276318571583,D,C,B,-57.551157049109456,6.669213858163735,3.0306787266610447,E,37.82168063805978,-233.42618737883333,A,1
Mental,84.63443405061844,5.146231665506573,10.569192086973263,-47.76657736246611,-191.3637765789383,285.1256712278451,192.43706785179123,B,B,E,23.39538038789788,-12.862140180374078,81.03228033602267,A,69.66549103592776,129.8803089500545,D,0
No,16.341488381933353,-69.35111198326378,-58.02827916151039,45.28159135784277,-106.85218959991587,-41.307517161307466,200.66431423340148,E,A,D,16.248113646793154,14.570519060469875,-61.37866834482989,E,18.365508734760454,76.44343855658518,A,1
Both,-127.20489363476773,62.5110030824501,76.5014937370813,48.92488850142347,88.90117741268946,-250.01289051383324,54.4152983676744,D,D,A,-13.879132239142391,-110.40731144549842,95.77141270892923,A,61.844444560455045,265.51424554679295,D,1
None,-74.7900761709516,0.0025859121747820947,-36.4284121423083,106.3598415940358,31.506643400014177,-22.846728476585916,295.8864144266083,E,E,C,84.57232180294001,-275.7502228359709,-21.134855903330156,E,-116.30184411081368,33.18740293157974,A,1
Both,19.919266982761403,-30.445237158268323,167.07357897890702,27.259098707276568,-159.28470455181903,0.8794128517056453,-98.22108086335037,B,E,E,-9.007642245977824,23.909938791616025,145.63417599182492,E,-30.99482100818579,59.84517038259229,C,0
Physical,-86.83356401575763,-221.95502785044079,35.54592096896328,-99.02667369260942,-36.1289971934126,219.25899581511544,48.42928616978269,E,A,C,59.84812902251579,-71.20520318028333,-50.221257260947596,D,71.77797497166313,78.77951419609414,C,0
Mental,69.60726459051938,-247.96925847988618,-62.72312401977892,68.42724935766671,-103.6287724971551,-44.4254502813198,110.03285467030564,D,E,E,105.49042858763677,-106.0130275964099,3.3842182457801218,E,-56.038065802886,-152.64953269855707,A,1
No,-129.81272619153373,-141.23563485197963,-276.6391318809526,-124.87383791758344,-87.77534872923867,2.5329549808292215,18.659692067663226,D,A,D,-117.18170638780678,-192.7506592031879,147.53498672326,A,23.115862444214876,-47.41006270070002,C,1
Mental,-26.583388233626966,-21.669410811504207,-126.82778359118487,77.59659705419278,50.66937219076708,-63.92290655256587,40.86668789831898,B,B,A,48.6190489669114,-52.07059856388652,-42.45411827415513,D,-41.01532688998575,-89.30207801515498,A,0
Both,7.41227281241128,14.629235805301072,-33.0036523048974,2.3390824508469437,160.16663523522888,12.759736006245474,85.34823604232677,D,B,E,175.87700589285006,-55.7435354695891,119.59902397595489,B,-52.52753050838407,4.353050975938539,D,1
No,15.325139703842867,0.3997626079118833,29.34269837143473,-43.192822709828086,-133.9320203031745,40.84145341647504,-22.089398442104457,D,A,E,93.26684391340466,-184.1339729577135,-66.78197425700172,A,61.504382091603915,-94.6614893410847,A,1
No,70.35603759633874,-100.6260433702856,-36.79227811727912,-10.134230860468318,48.84330906986343,59.82844507881539,152.24404209929827,D,D,C,93.37121673198399,-53.9936099536589,3.902310680448496,A,56.819585464111015,-53.03457571129788,E,0
Mental,-95.47669393861285,-84.05418902739525,78.88825780632168,-25.421041436846643,210.25777136191923,-73.70818015101854,58.28696297075761,E,C,C,-37.75909470231502,13.006054802010853,-31.423647974025094,B,17.221624164849555,113.28187399384993,B,0
Physical,127.02251686756414,-2.70678304414848,-51.40403659345555,147.3335691825779,123.19404880788463,85.76053588878526,-19.83645911596216,A,E,B,11.213091265108305,67.6442074162016,102.19085506833294,B,182.36934981668634,-17.64631237554222,D,1
No,-18.647115743048754,-155.12991261162585,10.291628967946979,-194.24877018188243,-4.416308621257821,-5.187210616227745,34.56821947059897,A,A,A,-213.89592775349655,184.63217092610432,-151.22943450828546,C,307.8111230215156,-17.967882117384644,C,0
No,152.39300840111298,99.73282997754521,-191.86416163099918,-11.619791104646383,-13.439400421954131,-21.389847845276506,116.03268191204272,B,D,C,10.998965614472477,-110.01264559848207,230.63679447879048,E,57.8004336362531,6.270273765135978,A,1
None,86.6039287272837,-89.4939586413413,66.69452560471193,153.97704443521803,-222.29393959419647,-24.32572896859995,18.95334368942274,D,E,A,39.20483088384243,-123.08417093723463,50.47679315453168,D,-137.89684640340195,-129.99156515540977,E,1
Mental,-95.37140866153912,57.88666969580362,106.18636084203183,-113.5300808809679,-59.766573449013904,185.72138590525614,78.96097075591942,B,D,E,-26.207142912764382,-85.20422989906449,92.7193278175141,C,-19.26039640613046,-79.58377335485719,C,1
Physical,35.77206008259737,7.035440687324905,-99.43225907917233,117.5382382492123,153.94842706061485,-2.0458460101697504,-48.11235765112453,E,C,D,14.604372898278802,89.3498693056136,-207.3069378291791,E,-29.637549074324877,107.43412671179256,B,0
No,-28.78673223714065,27.177519727191424,-62.14361360122097,121.23970669814041,14.43869756079524,-49.90784222230109,94.03772810738157,C,E,E,-88.71065392148684,-234.12054163230377,-124.65090428144808,B,1.8097506799630945,-232.11762528525634,A,0
Yes,165.15915793577977,-25.356478548089534,33.54689516309911,76.87891520961763,-101.4266285575004,78.4970260162438,-23.12878793164332,A,A,D,169.8418913394241,-148.91973911048376,-34.38943317358162,B,-132.34425012786932,23.533370215452777,A,1
Yes,67.69161425999057,-62.78232720221758,-7.6443827848301895,-82.72733870360346,27.792838478761418,-6.67482049957789,8.991342689742742,C,C,D,107.10084324835259,90.86840593888236,152.41552989946672,C,-193.46316446209983,-54.22832696497974,C,0
Mental,7.083112237869906,184.84507056211052,-171.14328580863364,-43.28366560694924,-26.834405728539924,93.95794959934865,-226.48784008576843,A,C,A,122.58783011320074,-168.28497934677654,199.51568469077063,A,34.42706469462037,75.82009651560853,A,1
Mental,52.46292407416192,-123.07143418313815,194.13081133033742,32.56828487935018,-103.41246732708062,6.4938893514074785,-18.223810500202422,C,C,D,47.87380206665702,22.591560599073958,144.953816057418,A,63.417572131511314,5.0110531211391045,B,0
Yes,107.85554465825827,-34.007973708667734,-65.76821985769712,46.62616566173096,69.19036634005512,3.4897841411509076,42.993736989537204,E,D,C,-142.34079726530067,26.5874203869758,207.6514561226738,A,-44.83169793547429,-231.38010571487473,C,1
Yes,-45.781928437096234,0.7073874099463342,4.727390458819169,-28.32628626343478,-81.62124715918625,-1.2030397246810194,-74.92405493686776,E,B,D,151.30060924314185,-170.01386069339384,-258.9470567983099,E,-40.7742892405345,51.87416895493644,E,1
Yes,48.99935157127527,-105.12106741930458,120.67914749292889,28.44345324489379,-75.206958564829,-47.4197361633263,49.24346587249044,C,E,A,118.76227994556689,-66.23222276563368,-37.37870162437878,D,1.9238315574464444,46.458376584056225,D,1
None,-82.19950423847402,-115.88028088975318,-93.12923521442167,49.242521113399036,-52.64083270232114,-33.7804576091451,-125.02338193638016,B,A,D,171.32836543676487,-26.164867083948824,-50.38137748733526,E,-52.42793161205298,169.44562267098618,A,0
No,77.83384288119925,68.81002224010895,68.30434571411948,-111.14640642768126,-122.90076822770546,-98.34781762234353,-104.32779849045536,B,A,B,50.595277159735375,212.03737299888803,-34.15883540866037,D,-22.52427474795918,-50.171482027864734,B,0
Yes,-49.06653202866978,44.5946871430839,-103.98317769624923,-99.00611476785538,164.33499450978456,121.94527232886074,-12.413586313423677,B,D,C,9.518833457000353,-20.15913348505702,-99.27999519955242,D,59.60929118244248,25.64129837383988,D,0
Mental,50.01636910385875,-38.136752959045566,114.23598174825493,73.52579751027157,133.26559863528482,-26.972626133797057,59.62148658107744,D,B,E,39.414647185617135,58.31029959110623,-48.38559033659168,D,33.7305384533067,-73.44988319688088,E,0
Mental,44.80237596779974,-81.86452998596683,-148.35543800209888,-112.79715953750087,125.81537923591472,-145.36791738617327,45.08395791181748,B,D,D,48.35093444652451,-4.617167545755466,10.012230641430403,C,-236.15736742950665,-47.41978197138547,C,1
No,3.2940566016722657,27.96036996391158,133.69502919878045,-14.880360275567273,10.381283293299946,-202.4748319559085,23.575816665411978,E,B,B,127.92236202070133,52.255516572360484,38.57848811127321,D,-21.9591964822748,-17.47692245188815,B,0
Physical,122.32365565328374,-6.452878307566618,119.80596130296257,2.4829241845721373,-259.7837768298002,69.10270416276045,-15.462153116119657,D,C,C,-103.42555145904049,78.52999315556109,162.4578154573424,C,67.79398000669532,-61.092351763509946,D,0
Yes,-124.76627416803774,-99.6904344911848,-9.682301487162535,29.23832723175226,-45.9913215896972,164.08929663544097,29.863280816659167,A,B,D,101.50190910037713,-230.52526186179833,-10.636347696271534,E,-223.43134068553866,50.33725595426009,E,1
Physical,164.79069936074012,-43.31090587810418,93.9112593329521,117.19231161140186,-7.75923745651638,19.391422631221324,22.81836650983972,D,C,B,109.34076622195681,36.570729226241966,49.62631196088871,A,23.47178326626303,-20.086710609144394,D,0
Physical,-72.76233395908059,2.321542261342477,25.610557944756234,251.1269377412955,101.91489546104182,7.942054615712942,30.916475754621704,E,D,B,-16.05409271043153,-97.78806519512906,69.69493128163292,A,116.88453925355829,-173.96248567121572,E,0
Yes,-72.43456905061869,141.04048153577617,-70.87698072394613,48.56728378568225,-80.94584930978583,102.45355284222445,204.12369745751673,C,E,E,76.81854755148971,-32.03680549810735,-2.5174795563900663,A,-78.6840970507806,19.110535307441694,E,0
Both,70.16471695145981,74.96891510428539,-80.52119051233016,-11.631992968795583,4.66109688186915,-64.39356505803059,12.791097615061043,B,A,E,-82.38921405660345,75.75642871392348,-122.60985153290129,A,-76.16269582778531,-4.0718059476196995,E,1
Physical,-25.034140553169497,-23.574065520789983,0.9089022412608045,90.13763149420396,74.31645285094847,-166.31756998792332,84.63302594617296,C,E,E,273.48392833044267,217.1682649844415,-6.160214183093175,E,-15.64169078162644,52.441785485848555,A,1
Both,-79.77025632900249,58.90944903100507,0.7650694039445896,-47.59644298409336,-55.56877892224629,-71.41743533877009,146.5727160110295,A,C,A,-0.5361939342624964,-146.9769799381324,-142.72887250765513,B,92.02589171611508,-9.084437733811205,B,0
No,-152.07176413642821,110.06208572694763,19.43474975219159,-172.5994814208259,-66.96226945646612,-5.760537075869012,-54.39736483288278,A,A,D,75.52793511432763,154.56088626314414,-36.32633016671233,A,-179.84147768260817,-182.3667080160447,D,0
Both,-242.11111868499864,218.79029476647216,191.7409950451103,28.91942145270201,95.96941091157976,-246.7028948159277,24.000953170159427,C,B,E,-242.99914709960763,-50.539715377768246,-131.38221606484362,C,-49.05537008766891,86.69034577163212,A,0
No,47.27788100399799,-35.64174318317729,-173.57399772252276,-85.3216649229254,181.3173299025337,-13.341408789916917,-9.356146042165445,E,C,D,-41.74532043733095,86.14482023806642,-218.02947724345208,B,12.540667567129727,41.38225347905461,D,1
None,-55.86929103296248,61.50130541301543,48.796191686853,-122.56930368240069,16.290300302199697,45.769589350461395,-63.13539160603644,E,A,C,-81.86265578935836,133.883248856433,121.65321582164859,A,-44.889025702682915,-0.24851524956532467,C,0
Physical,-165.0365007420498,20.720201176002668,106.00173490075902,-110.82858688481076,-119.0235943401065,23.33249163155027,-58.17238324560884,A,D,C,-1.0083205256690755,153.04854328135917,35.771829506831324,E,49.939999984347835,-89.80250644818683,C,1
No,48.16391353825075,392.65402473187606,66.47336874512425,-27.558734316688454,-141.91974093204814,57.5934726319991,52.42457650155483,D,E,E,135.74803916511766,83.45122885738787,-99.49002147081318,A,-162.18902671880753,-15.196584032122127,B,0
Yes,-32.139305667131325,-119.30386658195043,-99.91559106586575,214.90800630861023,-23.49557330416947,-36.85696794821073,21.258285238321132,E,C,E,83.56189691350728,5.457501008757067,101.59633277925641,D,90.68953453779257,-52.98008648052369,B,0
None,-139.7334485970713,-30.06786126088076,25.087752518818697,100.69784106435988,-46.87383251393118,-179.82205969069113,166.7456428087892,C,B,B,-129.31125322877986,5.311998305079657,0.4099024564181714,D,109.69717665610104,-184.5081848791295,B,0
None,-148.3908156327351,110.16719686791451,48.5886876277332,-126.33908707820551,83.64810735572685,21.071962300504698,26.053438078275278,C,C,B,-199.49409157649401,-195.92165634051017,103.78598531147635,B,-8.596959944565247,-121.86747855863544,A,1
Both,28.982903363720137,-37.93823531993231,-154.26789070133762,128.35346898525205,-6.6476597886144155,162.0976402594397,-153.1563277794601,E,D,D,-8.793011505190545,-171.8219576252456,-104.98324724539768,C,-20.448499613293027,1.8028475771914874,A,1
None,-14.852983985724938,12.735768725764649,54.25645449512563,-52.93834653755901,374.42792306827414,75.72623911282261,-36.39446516596039,A,C,B,-126.90985157329212,-68.99686417154327,9.218070919969563,D,59.282347021284124,155.45362635476704,E,1
None,-131.66123131043048,34.77803953004798,-119.06751028829878,21.686726192685065,119.57462289587528,28.49920100405139,-69.17357247095774,C,D,B,160.26395406646355,-11.136109348990301,63.443224450642276,A,64.53658868300668,-147.2104026143833,D,0
None,89.80469371411269,-111.79529691155355,-186.39316616139809,-72.05921947414238,71.02872266670207,130.24777540005104,-109.3667100128864,A,D,D,-32.154720872569875,100.85420961175879,-68.11655259944527,E,-76.73201531648117,34.59844050029674,E,1
Mental,-57.862549768183555,-66.30832564358845,213.98236875486646,-13.103837359956923,-93.62476079006896,43.45971543188705,-19.305604092207705,A,A,A,-87.97747966738999,219.68629193271144,-63.8461709894409,B,7.228172298828042,-32.34416245314098,E,1
Physical,22.01389694247219,86.16694124797753,36.55075219310275,-73.39411080528944,-0.0561777704177944,30.192145811277776,41.2168550470826,A,D,D,54.29231174955794,6.663700932067012,77.50328970169977,A,60.54705871853545,-76.54803278126862,A,0
Yes,-114.33303236258246,113.36652153428706,56.697145146999404,115.77515559955856,-74.09568831939512,35.411459148257386,-26.245455573424774,E,E,A,43.41897880508592,-185.29593164670393,-15.218350762938867,A,-90.98527781427113,10.189935565994737,C,1
No,-40.650898578804764,-124.59548639089742,46.97496534921207,-19.635585367830714,-55.46612364500074,61.33571601884954,151.28337801005452,B,E,C,-144.78500358691278,-200.10640032598369,2.043035035193024,D,-70.47699486360202,21.25453187190195,D,1
No,85.1076811759201,-90.7437004496591,207.92173396480985,-25.720232874631417,16.16488399003667,100.41239164377687,-117.22108495432009,E,E,C,162.35333681170354,68.08488043502653,-48.80071867813286,C,184.66309103289126,128.48265169384067,E,1
Yes,-17.59373605470739,-37.51119606241241,-68.77942997970875,76.38570011159979,18.31008927463525,-26.325289301943194,-164.7069588794971,C,B,E,109.37657483680354,-189.78370523759713,-121.41782752019195,A,-98.4756253248451,52.08265808761895,A,0
Both,-181.17048029050667,-125.6881041870255,-122.80831055216359,20.64094181546005,-82.45794015295462,184.4692464619349,130.63622713211456,D,D,A,-21.316051953802024,166.2622169146951,-240.34156587241498,E,-138.52211628535775,199.69002228909943,E,1
Physical,25.213979746921066,-7.072879142502823,-96.70848560145704,-20.643530658576687,-136.9991620026749,-105.24553702434567,-45.589828040821914,B,D,D,-124.86610811426075,180.79288730672758,-133.71702774319687,C,-221.21897612791105,-40.56177040420298,C,1
None,54.51894584947099,88.22910601883108,-49.91036437917286,-7.799231516412528,-19.771790001147032,-25.107331818520723,-80.51209427899235,E,C,E,-45.26458213889706,48.350150936236325,-8.550064464430033,A,78.78426448618372,-105.83426646653874,A,1
Both,-132.92183821725868,-50.89988919819148,61.545202561611376,-224.7724037620842,78.83019064680121,84.62745544826029,72.7130373397731,A,B,A,28.25748507161271,96.2452602130822,-46.8424280962355,E,20.95782055514893,40.31074163593435,C,0
None,132.5012037255283,-116.42335379585225,54.235102948350075,-186.31262556886225,-112.94775311297197,-36.29458517579304,-145.56018627239834,A,A,E,169.74444304498374,173.40143318331062,-84.43717983620186,A,53.20379787208779,39.986585731240744,B,1
No,-201.92053299141915,-118.55127010717422,52.587335229809064,0.33705138676976665,123.16149697830959,-115.37100885466201,103.6207900460476,A,A,B,-11.609663844624043,25.449418148969972,-80.02287630941456,B,59.761670589816816,59.08086012751942,A,0
Yes,17.56032337404914,-94.88878558427358,-82.80424509283773,75.04311517302834,-9.498079147229866,9.614246172662725,4.486288833671472,A,C,D,-35.25879903768207,-78.19162302860883,84.01594371071505,D,119.94277294471138,132.2627135405746,D,0
Physical,89.19969503098841,-130.92963834788574,70.91080754651257,224.27540382034516,85.16747885014425,-77.85213713699831,144.24390276803857,A,E,C,-111.73829977611145,33.2772400919619,15.55225014330602,C,14.011780595092805,4.900655937004144,E,0
No,55.788849057941235,96.86791211451047,72.28103897974314,-146.14956970168421,-12.409563596552752,13.874691166726318,-34.49495022610052,A,C,C,1.2658467846720547,-50.01788177974992,216.83006102868535,C,-18.106532217633646,67.56168640869987,D,0
Both,66.78635387090566,281.83617678270116,-197.59368973990698,-4.180467282470163,74.37320809004359,2.38020578060177,-192.27757151110356,A,C,C,34.378085251003945,118.72717424584935,-143.01492669511472,E,8.022637036261427,81.66868662083306,A,1
Physical,75.09935950192417,96.74934998822393,125.91460154228926,51.386539223350894,-167.2833361487929,16.057251067082287,-105.64843741957606,A,B,A,53.325616102433656,-9.025328675991092,137.498248974678,B,-16.682783478320808,-118.53294458349022,B,0
Both,67.3204909029995,-31.51362182175851,-79.81578103264061,-20.785775541783227,-36.21580924868299,106.81637423033668,-55.77252180744555,A,A,A,114.27221592177442,-99.97843740042967,-4.069078221396259,E,106.5970297943714,-191.3476107304541,C,1
None,36.33368182839406,113.0915653160628,-270.9998686624575,-57.031923824718625,-87.7714794342786,12.111520760099234,35.206725730449456,B,C,E,-9.111996756738625,-122.11608216316851,46.71255007145401,A,-129.9589499175879,20.303111715757964,B,0
