AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
26-35,-93.45925763847411,D,-178.89645693604734,-28.676855276128716,96.34739865028239,-11.321484053051954,-68.62500811677083,1
36-50,69.27990211369746,C,143.9436677837881,76.53277560775041,35.025097452091686,119.45555221179744,-64.34683114346905,1
36-50,88.88823256660329,E,64.15523464091198,26.410345776310095,-47.000281361391124,-19.254629105996713,-140.18543191374064,1
18-25,-6.12533571711009,C,-49.54071959357792,104.51172411194418,-180.86930261910044,-51.61381934027903,86.81728106438142,1
36-50,84.98323857727912,E,-141.78306905414001,-166.0896197426277,15.81044691875151,44.742096599010594,-84.94589173783181,0
36-50,-239.29584247424424,A,-46.0675522154117,-38.303658126544896,306.3761069111494,-74.91526153410643,-153.11375952395255,0
36-50,5.278578273823433,D,-43.715589804168864,46.040709466284426,20.023286938286333,105.41600611048518,58.56030168760732,0
18-25,-106.96725859218184,E,-137.9107224973778,56.72040231008819,107.11555817278739,-211.39095690486283,50.88751686588502,1
51-65,-119.02657537125707,E,-215.0118465335575,-131.66764863811485,-42.905653613017606,-68.47578644373941,74.51066890541591,1
51-65,29.73905618727441,C,-49.06483674597228,-46.41145520432175,-145.18660386741712,44.774243447971195,-164.20270709493812,0
65+,180.8785598463561,C,13.95052375093693,-69.41293243797494,8.547634936669944,-33.00156735404284,60.40133999925905,1
65+,-149.25919978593495,B,-125.99378603762312,269.8370406551972,116.83111551892331,-101.19634144618719,40.65943883797775,0
51-65,-85.10563608916114,C,-81.6838460755312,-54.96541882387468,-5.635806840743256,60.614730335612855,-53.432011299954574,0
36-50,-4.230955284199825,A,15.197508943757656,76.81135075907247,31.44851003929147,-76.11062283390535,90.54666378349056,1
26-35,41.06289078345199,B,71.5098304347405,-28.175140718594204,-52.64879045536107,-108.6771687028665,-60.082726357989166,1
51-65,10.570409285187742,E,88.20837910539264,86.03471049689878,80.53656831077075,74.86712407138901,104.6692636003007,0
18-25,96.14555340675393,C,-96.03810081833838,-46.99244077780618,-81.57218171446668,93.41605506947981,80.25546164161908,0
26-35,-16.26891536788248,D,-13.956227062229146,66.49238895379392,-93.68338844869187,-35.03857312728879,107.0886995844611,1
18-25,-11.10047039122788,E,-247.8079275615285,28.680125918943684,-34.068597040594824,-66.7036263408674,-106.23975272856366,1
18-25,55.2568655573056,C,117.09152409703299,-55.37529046636915,-0.6255366269908982,13.921719825007765,-5.364260033166726,0
51-65,51.71226279554387,E,-26.707498970167716,36.941293048121786,-27.19098990389638,-12.62330590597322,-115.89306373038046,1
26-35,-58.887604153017584,C,-33.0130432584773,-43.88886762680947,2.915907996024084,-53.95241361093272,60.19143331896416,1
65+,-133.90442941727386,C,53.65649655317187,-20.41119489075112,-64.14605601420772,-155.720344595091,104.70706144783777,1
65+,96.61149217170144,D,-99.27972394686296,63.65392150229858,-55.435409256233534,-5.250646723209531,-22.45941236680812,1
26-35,191.30168351915748,E,-80.62843008521516,21.515240689861066,3.885160577992044,-81.7024727121921,36.30499586799276,0
36-50,-41.77515228966478,A,-14.456043896268817,-93.50896643571991,-1.2600420987918886,-114.5488018632756,-252.01247466316525,1
36-50,17.516975769862842,B,-39.12633127578946,210.67953039611092,-46.15376727742671,-48.97913197520933,129.89834858467145,0
18-25,-47.68782849103851,B,-106.32331234340724,44.670481426481714,124.77745585940984,-110.52660662491618,173.78059800462157,0
26-35,-206.76940373898623,D,124.45569661774375,77.24441165436005,-32.89674575977304,-16.634455223563947,84.84139759997515,1
51-65,-191.99363274331344,E,87.90643649056575,31.719781230653172,87.45198042542944,-104.59328487620174,-62.36083631760378,0
65+,61.11073615528044,D,-154.93164638649853,158.3272703529182,-43.55559842354107,119.5833810729344,153.21309609156785,0
26-35,-0.58245568401491,B,-59.37387184735331,-14.673910856912393,9.921512005237854,65.37643944252288,33.42312456795693,1
26-35,-35.68927149991875,C,-94.01372648694507,9.54461333335781,-147.80847349492586,6.820815457627341,-97.9382970488627,0
51-65,-114.3155138797842,E,17.346106124384953,-71.08548932321175,83.52758040903949,-96.14767724479356,188.72163848553686,1
51-65,-78.08513410136158,C,85.47116313554119,143.53433619512748,-106.33874077962098,-117.23683588992664,72.71591791804258,0
65+,-28.928700189141303,E,64.99251188092477,71.84827044940204,7.3778443011231865,-121.94804891691228,44.65361753097976,0
18-25,-103.40661561062822,A,144.1053783917724,73.29759625846684,-67.0810010012641,-67.00390660058831,39.892064057794904,0
36-50,71.68420443253173,B,92.23302881621824,-4.14517441464995,85.86987446509022,-55.200146755228275,16.982992077722546,0
36-50,187.03936344711875,E,-27.91972076960884,87.04490668463119,-17.257875590748046,-62.34307093681901,5.92388290550426,1
51-65,112.7188466354713,A,-24.592922451883616,99.80612576158413,64.1276768933504,3.393096964716935,2.961781737540713,1
18-25,74.40036796620822,E,-86.7336605075629,-114.91821519897478,-103.21925330673956,-174.62909262437424,-85.25990653822497,0
65+,44.303630286435045,B,175.58636534687017,-23.40975146882058,10.19459043338786,-27.35586261554784,-24.622465496238192,0
51-65,170.77198215264931,E,84.56983985619851,-189.27064361254787,23.3619948374666,124.27897818198763,116.58665020438674,0
65+,-14.560281840687589,B,-50.509879353659905,-14.906386252872373,-0.5545855962609743,0.7724574040468704,-59.972996659455156,0
26-35,153.56565438002528,B,-86.96419889398406,88.06218525459063,-166.1560412167856,15.725195550647342,23.84105858886006,0
36-50,-8.72874771835146,B,11.598969051753821,168.34158828827964,247.00472028110764,-16.15795593765047,-145.97895992406106,1
65+,103.7228360516606,C,42.902458924150025,26.291192125574025,-98.52788081135454,-78.28700821303474,80.38273583837244,0
36-50,-62.80542960184111,A,92.55202201500825,19.61958667826377,24.890948279175923,86.47720839745392,155.06074459966038,1
36-50,128.8328691834821,E,8.707298265237236,-34.907800007632964,-60.80971648438466,-59.02990888452919,15.237110975363649,1
26-35,206.58602550384649,D,1.0322065498317454,133.31639415106426,-97.61418101317327,168.92594710923956,5.472462013802454,1
18-25,34.64414209447842,D,-82.77358685894279,-5.832814984147558,118.60259710288031,77.38327794199039,125.48821928437806,1
18-25,45.91070030847005,E,-20.054272560844403,-172.68511501922364,-47.358886818519544,-13.311234479181733,-78.005381261054,1
36-50,139.15887537451752,C,-30.63659401709004,38.8669247870729,62.84732048241802,-39.762870953550326,-12.32132556795528,0
18-25,-29.514138009017188,E,34.67816024984562,80.98830611301042,70.35982546682543,-57.47770884855476,-119.28853814143903,1
26-35,182.58889670888806,C,-101.15995022035007,-84.90153284983131,-37.97214727717207,-99.86120282567873,-68.04919098000963,1
65+,6.538662126061817,A,139.7071659111884,114.54744580799027,42.604844225010325,-8.021044591525893,-69.7038168605966,0
18-25,-11.51697461328615,A,-11.580525650503896,98.42403448169426,-104.65437008672336,26.41767248977571,89.2555917996202,1
36-50,-1.607567723992765,B,207.23601617814103,-56.5661768071378,92.76434968863624,45.61832282708052,50.99708234246854,1
18-25,44.01501766112907,D,-25.192154152738684,-22.337284618970454,54.93201855722036,-34.2306985301746,58.460160430327726,0
26-35,-134.53610829034085,D,-132.47077038333947,6.29405891539176,53.48410338350264,-176.33488956426532,-125.53970276285288,0
26-35,-91.7479375816295,D,-37.38320318385016,-18.379665845960204,-173.46110193678626,-109.8205506261972,73.04494054707479,0
65+,-0.07922659735670079,D,-80.05286173858232,-8.64344839765185,-19.803550082954242,-197.21979996876388,-56.07403749052522,1
65+,-117.73579061831828,B,0.5338162766369003,5.105030522357864,95.41059825686752,-62.80530448045821,-16.245349892466184,0
51-65,96.01691086879495,A,92.41415250741262,-113.07718708061168,44.955745894923055,-162.10719595521195,40.5424111109242,0
65+,90.12655199973578,A,151.22517534806707,-88.54173923485713,52.632396091219825,94.73592058151306,-75.23002685842854,1
36-50,69.3532172784873,A,-4.991050353673974,24.13706930783053,9.330907443335935,20.054551691461725,84.23332961710052,0
51-65,5.951276665777188,B,19.74471179322635,-71.94834404428084,-224.3813069961317,132.9792998269695,-155.51422626997166,1
26-35,-41.332124958916424,A,22.10139916575698,-6.787293179597989,-85.5539327608485,35.607205335042686,20.388747583747428,0
36-50,-11.152001124179195,D,-4.899909106406205,52.41979566821636,-121.81459047000295,-260.94331718813703,-115.45548126397216,0
26-35,-139.94687768676042,E,-197.96268593858798,21.091969093962692,113.7563142059888,-26.271526310436766,172.38537848088308,0
65+,-155.2168463291972,C,80.68716525208734,-171.1219188321436,-183.51126872701508,-64.1558108656728,-37.51938815537834,0
36-50,-75.78993729865222,E,-162.4012989941329,120.23597641658273,-50.65524984290142,2.19807579473623,71.17425801860212,1
18-25,-182.92861866662474,E,86.64607047912057,21.15794148739843,-108.39439656841157,130.45370810449316,-16.121461241999636,1
18-25,-145.55457168509096,C,-39.31366140906868,125.18992672866447,114.19614017757517,107.59459454145166,-220.20404446604286,0
51-65,36.04902768470023,B,-43.150101532932,11.594867123689767,-30.68721839357078,43.50474072896072,47.140101791645726,1
26-35,-219.75842293866862,E,-121.84840506534125,98.80354863499437,-28.90179808587237,-187.6861291654613,133.4829146201473,0
18-25,136.67498875063316,E,-6.199307087078252,-16.79803118919633,91.30429393802521,122.6747566922207,-142.75646853939722,0
65+,-58.36640925009379,C,-93.07244378177624,-20.764959189778093,-6.850772206531798,167.40444170743933,-38.649644922052715,1
65+,-190.26077372819344,E,84.28276445499633,-1.401726133262638,33.14304115972382,-12.496764452005207,-30.521353280016623,1
26-35,-43.819210193548294,B,-3.9580034417979304,-117.27110449362917,36.3894358945352,-47.9027626326356,151.43050926567204,1
36-50,1.9442716813671883,C,192.72646976398445,-11.343531550393724,-97.73332112746196,-14.59189664741836,24.5018032339059,1
18-25,-113.6813167700589,A,-163.88348608955434,-81.3723941819218,136.16696686342127,82.66518629916791,-81.35786909202253,1
36-50,145.7134197794788,C,50.75202306603608,44.0619018714004,29.516479785960048,-49.247267114858985,-27.907168904610067,0
26-35,-70.8480775012687,D,91.15525892630005,-90.10952603059646,91.48394228979889,-18.430258186118685,-114.9242797485037,0
65+,18.415675871458564,D,-4.240589734175973,-108.49160562825588,-33.25284959462046,79.15953011469364,-34.184365167896296,1
18-25,-115.0373817758879,B,-54.217201691088135,-74.40137461528157,108.35352248922072,111.04353691779548,-15.630797857576525,0
65+,193.80287339347956,A,18.087121255969933,-35.469733515543126,17.921129869052663,-44.484374899554936,-221.28347767757052,1
18-25,125.44421150800815,D,-11.97953244926552,-123.29897347191641,39.52138619429085,35.636063940018445,-171.15728637164645,1
26-35,-22.501485915793502,E,-104.98595968263133,37.37843184692267,17.063203961413976,-53.906211446592614,33.68931995115087,1
36-50,-0.9911787268781561,B,-219.28707134743271,30.772031005725104,-18.293651484018152,51.06012245908579,15.4275772713284,0
65+,-84.65086175320779,B,-107.42800284069232,180.58155710906544,-26.207845722835287,4.8996426892914675,213.1616661704793,1
18-25,184.44182216255828,B,42.49796251294435,-152.3639316042652,-77.85956581402375,-32.58475334347947,39.33730396427208,1
65+,-69.87638241790226,D,169.10205642013648,35.15579561112182,-33.12113906459839,-102.89259719656172,129.09197911359428,0
65+,160.31388863138193,D,-36.147123775673016,49.341898201989466,77.04881581127,158.0827096313086,-88.57727543565436,1
18-25,-124.67180441718835,A,21.37685400809086,-3.739724180908705,-139.2942957988782,106.17807913743435,-145.76113724312063,1
51-65,218.93648208726248,B,-15.30859434217746,88.74925220059447,-164.16459311553584,-1.9891099206859872,100.57005705230213,1
26-35,43.167692431417144,C,70.09142460912237,54.22698046036988,47.13089508372652,90.41590989140836,-27.247185629581043,0
18-25,171.47763475006818,D,-24.197554810024712,7.2563878998818305,-85.04663055656805,-67.64268324138362,86.253961254204,1
65+,-314.79279381152867,C,124.82970358252001,-54.98031927505631,126.63017963773817,33.4308289008677,-90.26198910717288,1
65+,-34.59624409041667,D,-19.797714799786554,69.11736550318808,66.23864526456212,152.05938785778181,-3.0791545529373443,0
36-50,97.98042022120501,E,39.668120582857455,-105.99405790436487,-125.39723461492078,26.91351043628473,-72.84837040279879,1
65+,162.42423066071908,E,126.83395790488699,-11.112068251214918,-103.1748680352793,54.00752100571409,16.018331848203722,1
51-65,92.4284128457943,B,0.6745979998759218,-13.41457847495257,50.04108520048926,232.88238141874947,-0.8277154617193669,1
26-35,18.81349542919842,B,-22.182472423662183,75.1904700422528,-105.4327834375359,22.120278689453308,-43.314289015201346,0
26-35,58.92943599629994,B,-167.4462799927249,45.08080552503774,41.96503471754783,14.732098893872687,-43.546312836195725,1
65+,72.91253338099976,A,-85.12735404323809,29.60984701217836,-107.5936818332275,-174.1194449505392,-14.912750513846479,0
65+,-53.90035293365193,E,-103.96176670700572,46.77529205536428,85.2740229351537,-7.866286856370121,14.434069881569368,1
18-25,167.7151673952439,D,-19.443322596381137,67.26815791523192,74.73363145533895,-63.61861225472679,-106.8529276402693,0
18-25,31.19639622641351,C,-77.42710294679831,232.13183955215513,-6.039570314121734,23.651995525809596,142.0556940014363,0
65+,-96.42027837090286,E,97.56294445897217,93.34855718954365,-153.18919088765745,-137.9497522481767,52.68490075276414,1
36-50,-8.43119848657505,C,16.82586798448217,60.155399644174864,112.01643118829112,103.84005055485564,-38.6640044233366,0
65+,41.53268364958092,D,92.32894253957672,200.3978131724304,-5.5271063271058685,-41.17720792310563,-33.3610497058444,0
36-50,-271.9535899471425,D,-12.693733726947803,-141.7539395696951,6.269065835349709,-53.35563844308654,-55.9816326172084,0
26-35,129.656372811906,A,88.97408313297987,32.52224927510718,54.41271410129126,-40.39558641422458,-31.395379867115714,1
26-35,-74.29836035132547,B,85.15912802001559,-188.26193833771805,155.78812132335838,-20.49491473265643,-33.40421583915021,0
18-25,129.56724669916522,E,25.15620297112633,163.67829132187347,-11.803755038210362,76.86238052215575,121.18530026295564,0
36-50,177.2910201592817,E,73.07618363876482,75.60743919977332,78.1753148477659,-87.03019361363994,-6.477091515093485,1
18-25,-73.82983370030772,E,127.09110343037705,37.57991622569629,-104.79009150009333,-71.37745675831962,103.71726885433883,1
26-35,-21.640044887082396,E,33.26086920857613,113.14399828829555,1.0807597662979698,-91.12634573881671,-105.93190679418561,0
36-50,-158.56639068199422,C,-55.47953443690846,39.31672396811171,-32.00667116141751,-37.20463128971582,131.8156796548043,0
18-25,47.61798403914757,B,37.9716022576608,-115.71120601280126,50.64636456721845,75.0564006899442,11.980785460119689,1
51-65,21.556666911494624,B,-211.80424383283096,-94.34488476068847,51.01676587524069,-80.82229019441435,-89.98385840136861,1
51-65,-30.86887339046293,B,5.256328282831123,131.0811070933969,79.07053679913987,-128.8623010818678,155.0438955814598,1
51-65,-9.69929966212549,C,39.5122226390078,110.17020533802105,124.91280963853195,-12.52370410879691,-61.01310419257171,0
26-35,13.658322785252661,A,-41.65897779925521,-84.26410613611162,-129.4370158324522,45.83768058919194,-190.85796849673847,0
18-25,12.989890669154466,C,100.03836239163945,183.4601324842243,-21.24633101616226,-12.80828383398803,-77.72570720174207,1
26-35,81.29528320643794,B,24.17609380935519,39.20934295121716,26.263911255069722,-118.82735265066336,98.25100220209639,1
26-35,-84.71413000535124,B,171.4060177996547,65.28734234421145,-58.00106985215007,129.7862257897074,20.1650784689546,0
51-65,-10.874047642116476,A,29.170357311911165,-51.290086174803015,48.24350243163995,-38.56586202538287,55.81141079553713,1
26-35,81.72459924064381,D,-63.74759622091172,-212.82019233376582,7.946024185408988,-39.37033697359947,115.72948788659528,0
26-35,91.57543219739439,A,98.9579582387764,-118.34262956307543,-61.18229809948134,-67.53188715055367,61.81458595737864,1
18-25,-44.36238753351355,E,-85.88155929106492,193.9602262666518,91.83184260410466,30.166679907804888,-94.0061541379872,0
18-25,53.694995892636946,A,-24.660226975268323,54.915059009212456,-78.73720483502412,-136.4664846773212,20.936764394912398,1
36-50,-63.23407932638352,A,104.3953174677786,-213.37107190966415,62.9918567520367,11.697563910980076,-38.17909065985305,1
26-35,89.50208154237066,A,69.88042578282293,21.1704207351806,113.45289332742799,-137.88696295466295,-7.583010322811871,1
65+,52.54506420918926,E,86.92105447287999,-1.245516319369769,13.945829102004462,-80.68476020213147,-38.550091677474704,0
18-25,-113.93145230935855,A,-0.27175907704141716,-9.277847647738518,119.19928873355445,-233.01147884074612,47.848384526684264,0
36-50,-49.375399882884786,B,-68.6781386503611,-87.67246598110734,-85.69522683190898,-163.21849495840263,-37.31436814735888,1
51-65,-239.7387965348075,E,-107.42844735050082,64.60132858822952,146.34802504453285,104.47518711126689,41.1735876284231,0
18-25,234.73751075612876,B,62.14358378400402,173.05902498333748,-78.94729511181106,-18.97218679018326,-38.89169915869547,0
18-25,-45.37558754219136,D,-155.32846971358032,-152.47681722548256,48.29621807088822,-47.238446790351226,17.317311854596717,0
65+,76.2705408522564,C,-85.50816852943994,22.01385946851201,81.00367452241896,64.21245128931503,-132.31289029081486,1
26-35,-88.72388049625128,C,18.021546016951465,99.94507488009371,113.8097479006106,-63.75802772615344,-106.73408000738713,1
26-35,-12.918009635566493,E,38.94118408036924,56.278735724780326,76.31637077775544,-235.7345288805629,63.38139272246735,0
18-25,-46.63682171062267,A,63.33743366147916,33.54645316355802,92.26819250677572,-229.68493275899414,151.92485641786706,0
51-65,-74.783272756509,C,20.394359390932976,-37.9100424589272,57.37961059647684,46.07224214066036,120.94385345862595,0
18-25,-120.75818598057077,C,50.27470832033434,-43.06022767220291,113.40979377673703,125.27685358656879,-91.79499558405342,1
65+,151.30805767518737,E,-100.69459815598394,-66.8340998367612,69.57113141345084,-32.6142568939472,-39.97744625702221,0
65+,-14.87784251246935,D,66.99262612081812,65.79463598387157,-7.387094711952061,75.56011542815516,-19.011352804465982,1
65+,74.27542693084,E,-25.85783546696035,95.75470400749026,16.50610373197766,53.82182783070291,-28.77942779334178,1
65+,132.8431865131078,E,-86.4736957757615,-38.050110638212935,-50.988225406323096,-99.1986162518812,30.32167802605959,0
26-35,-41.28739768162657,E,81.57315890854605,82.3774496194006,192.74339234469576,256.8855684619238,-12.34387965597449,1
26-35,-134.9120980007227,D,-138.9511513781116,-22.52895982924055,47.18317897310868,108.81754611570562,13.28477873751309,0
26-35,-29.26781823192436,C,-25.49698434702291,-104.90081744846186,-18.086873837836556,-64.33767243397455,4.609433919879012,1
18-25,68.76485984871002,E,16.01993042821031,46.90326293183155,-119.77137573692171,97.84038942633401,39.85251775297938,1
36-50,-133.11711258981725,E,-109.59722653294823,-12.867280942455528,-2.695538274413612,96.57526650932469,-19.61263375109056,1
36-50,-68.25668402334337,C,68.82206633962939,36.71641679812623,-108.98163657970879,-67.09581653032139,-64.31675662202622,1
51-65,29.282348559732263,A,36.711473233150045,-207.8483431796984,7.202348134467364,-84.95973426670676,185.6653398977611,1
18-25,-135.56204448065222,B,123.75383335574823,-176.24306692698985,-213.49080768292552,52.23676694729838,58.403483441876006,0
51-65,-26.527937520419187,E,-118.35613599369094,80.67189336805646,-27.52691439984889,-96.57170464077188,54.705638430912764,1
36-50,-116.43469168711333,D,104.5368317244377,77.50715458864015,60.33989314888204,-99.66537321295161,65.193181882889,0
65+,182.75304318958732,A,-156.76671439303857,64.72398794416301,-1.2887333586207126,17.487315469714083,115.80015695322898,0
36-50,-6.143027533949664,D,47.58038213353043,23.8902852016318,-143.56473432613132,55.25133771017998,-126.51909440642135,1
65+,243.33417649234826,C,121.65975384525447,-200.41675392018257,59.69173991943298,-85.59904273870869,81.42907077790731,1
65+,4.234335482408903,D,56.79186390860821,4.096029641661217,-98.72316095936709,15.94392451343717,49.13062347235424,0
65+,26.50713446165769,B,40.17897979586835,50.900027341370226,-172.16921806048526,-62.78749865204208,88.31005756089819,1
65+,-25.405570826316527,B,-182.81132084183344,65.27328050643966,-71.28403658983193,93.25937692234125,-56.16392674616121,0
36-50,25.41156036497244,A,-56.989320554762116,-174.14915778902338,-31.82168804606337,-73.24307974205968,83.74418868411315,1
36-50,-3.4050682198277076,A,95.21101677276714,-32.13859238617791,-49.427949174077405,98.72730066074692,-73.2977781629108,1
36-50,125.48594908631469,B,-9.510395593975264,48.25378050588338,-4.20174513094571,125.82294303394583,-55.767946631221065,0
65+,-113.4611418632247,C,-119.52284162050407,-122.24927893091453,-158.3483351211502,98.21460725355573,-48.78679241260054,1
26-35,6.247040956325827,E,-81.34671294682279,97.66506764156753,-18.932654409192757,-185.85630222949726,72.82134706569322,1
36-50,41.64406403865159,B,-3.63340455370983,75.30334626290018,3.943725193649763,237.12961826652923,109.82699209223459,1
65+,13.610407718079859,C,-70.26672459674069,118.03168424317023,263.2168299861842,-42.20494457691555,84.0856980192206,0
18-25,175.6681581416007,A,122.46986569766267,18.072475175855597,33.35412501448547,252.8013198095003,70.06497869565159,0
65+,50.11071622464347,A,154.17642985879382,-96.27436871867945,-22.100320534649242,127.15751689271708,-63.87996269734625,0
18-25,-147.39937668403712,B,-24.41815513942589,-90.43460050285977,-42.33883575327636,156.5819543254279,-99.34965852852946,0
26-35,29.785524722272704,A,-16.897993391748106,-84.5515399474453,-91.36123148368318,-73.23348525817258,-108.08139114746412,0
26-35,-16.499947346554833,B,70.22465655245688,147.07951522249638,43.715878287683275,-160.3824196608896,1.9568384760164255,1
26-35,143.6519692698365,E,145.07594266598588,67.99597074104835,-42.97249281036814,9.767279247980744,169.5662004524877,1
36-50,49.43188583142093,A,-43.15197581922305,144.39002965223798,-14.930025402195168,53.870750293952995,-59.55283116088589,0
65+,-47.632115642277604,B,-53.30966433831702,113.0756711268147,60.20950421296713,-169.56533438739817,-70.47050666104133,0
18-25,39.61895215374911,D,-86.05616680938076,25.67409733819487,-68.23399493865496,-198.47549111589694,169.76206967056348,1
18-25,89.57173644827364,B,186.82439897853988,-56.97256182158017,-71.20708115907772,-72.19551408126154,-108.29463274248828,1
26-35,189.34814430139204,D,89.18305912154048,-37.83798679149571,-62.26936665038437,14.493874770047807,-45.410194747140935,1
26-35,169.53629365179913,D,172.46246051866453,-58.33103128212282,-200.82613382521717,114.77825938232445,-51.34338489854377,1
18-25,3.1340237370300805,C,-49.77389229115059,115.22630383118148,58.08537692999922,46.84314276523433,-94.38457197676007,0
51-65,-64.98550758949303,D,-63.192259104129725,-177.20964049825898,-21.63887148020996,-24.113148534050826,-41.44737930292285,0
18-25,14.107396165872007,B,-29.07695965475178,-22.83651334195806,-106.61583345375067,114.98454969879892,-103.05474723405423,1
51-65,124.06136386756621,E,45.307918679703754,149.4146010926574,7.685015007719109,99.11290745458669,-92.6154367997955,1
65+,77.19164913643708,B,38.929107105516174,290.4457613523767,-88.81324974630314,-17.1270363748607,67.50219770449448,1
51-65,6.909920880661509,B,-68.33447215481192,-42.8120828625711,44.75597112664374,19.61502622678829,12.980550104409282,0
26-35,42.930169051213255,A,88.98744090226096,-71.91398259056541,-26.256406416061072,-47.12222994695801,58.36602232916231,1
51-65,120.85389572153231,E,-163.0858738785967,115.76247133122008,-99.81269609243297,94.30154572814695,78.39432562137532,1
65+,187.4548118215162,B,4.798409842692239,85.10535488770287,-94.08327960038184,72.9380840393809,168.19235902752595,1
65+,75.91534091607748,A,32.04702111514898,-54.96174307597052,128.68512881799862,47.77987328000925,93.1127466003853,1
51-65,72.20079631156437,D,0.07233889761820668,10.124336609413216,-172.3707957375325,-31.689495528562638,-47.31079181207452,1
36-50,20.620566634376715,E,-147.01346402310125,5.049826364934516,-15.661204976071724,80.70635148619391,-2.0298022208688664,1
26-35,86.30749596668839,C,-100.39582904851099,153.21320893683736,217.5855567453834,-118.25623844472585,118.2179876505173,0
51-65,-58.9638063536796,C,145.50451733361334,70.23621809038147,20.887358895647846,15.230200557963322,-33.810074401118975,1
65+,-63.013903020338766,D,36.42182484203817,35.07466531180094,-80.42967058516666,80.10928257524778,-31.748036423753856,1
18-25,-15.281698616334644,A,28.425629734031972,-6.155900219466756,31.405856646843926,-143.2713559548005,62.326010067974856,0
18-25,-47.929632725513926,C,-95.45326986911562,-13.05200196447939,-35.03702239537685,-150.81896218876273,-93.36449088326924,1
36-50,-14.48437289785674,A,62.14818774574038,-188.92950163363037,33.82210034297646,-20.924789382050594,50.525099213494975,0
51-65,-113.52557562587977,E,-139.81199923193438,-101.61027178078723,-95.84389278051543,120.22439955840292,29.48023262327894,1
51-65,24.490937803360314,E,-62.09308130106631,-133.75768743831586,-18.823022218925146,103.17258103152633,140.98929243655732,1
36-50,-4.308812704134083,D,-85.91226812799447,55.73100705680601,-70.51801825151686,-3.2487159020173864,175.13271316907034,0
36-50,1.283594900098343,C,4.682355054571651,-37.35469296958299,68.44577533387876,184.62409552506986,140.21637716139165,0
36-50,48.729726226441514,C,67.82461485492138,34.4147543534909,-13.38782901451672,29.3058794492913,51.94194892896018,0
65+,24.04802733970916,C,0.41702256078060734,-77.5825149722991,4.707703285510756,126.07237374682782,-54.875277134657786,1
18-25,-105.4286689326922,B,5.252509630164562,-89.59464370870069,35.848420560618855,-81.87593666688532,8.648934324015297,0
36-50,-131.2511902567534,C,-53.39799301299527,-57.319209050244204,26.64142212981942,-22.82635765882805,11.819388850385728,1
65+,98.24428376820573,C,-148.33990962299006,-133.13721034610876,-16.911226377428694,-250.59434700422037,205.48007487304903,1
51-65,109.30663795323876,B,-78.88810929742968,32.50972012186313,-23.74791057114634,25.63733518727403,-163.2077284221551,1
65+,-23.644835721236127,E,-62.484368591210306,-106.47471877181015,-79.25323969667481,-288.6226487690117,40.745441911131685,1
18-25,-100.48956078248183,A,-154.9553126226135,16.85704881913633,-41.50895345426394,66.88350319640843,-16.12278702295517,0
65+,95.44867326022964,C,41.56348781183792,-157.94190003929555,-8.546443841350957,-95.2167146962353,-82.54336589611177,0
26-35,19.167511105850114,B,104.48573525928553,-92.87008812122035,-26.432194894487765,15.086513308121093,96.71336558061306,1
65+,-161.45821693849857,D,-54.61417831900275,-69.58364343243726,39.68208902024205,-68.98038003761584,24.899000609384508,0
18-25,66.14149932116038,E,53.95496118382008,68.01758183090915,9.262252912286606,124.95008715049063,-11.937991750382174,0
65+,-54.70428193483087,A,220.83374443832722,-79.81892835417803,51.29959212966243,147.76732196490445,111.85748836004407,1
65+,-180.77361110636457,B,37.210634560256224,117.80799598594129,77.5521438334851,-50.23937686788177,-82.76567393657695,1
65+,79.98826604463254,D,159.06338924631947,93.86882714651573,-78.090172901021,77.8550924839298,-58.85707151680892,0
65+,34.117015256422285,D,-86.4424866291926,-186.93936455799914,-34.78657616031784,108.99484639121513,-44.335154256508616,0
18-25,47.65987908849858,D,94.6886034929293,48.96720414280538,-136.81900356538486,-62.044231568279685,-90.04575689818867,1
18-25,82.37330099256418,C,1.6736237956513293,80.0226589747612,39.58874930683355,-118.80016345977728,-34.80268896638592,0
36-50,70.27915914733957,D,-155.83930121831332,140.83309228093745,27.45640649156596,15.679032532119741,-51.96608970219151,0
18-25,-136.78814773067245,B,54.19001875166218,191.05484488259222,-168.40068697243652,-48.95049992218035,-137.45529555587405,1
36-50,106.13717402615856,E,-94.66010193360229,88.57491656945334,102.3352981201906,-32.45062248755352,4.539769337046791,1
18-25,-110.00865319355853,B,48.121736607459056,12.451205583305562,100.71064299839266,11.643467250814016,-120.95175028698134,1
18-25,-65.79953109883088,D,248.27973565163094,14.763194485246226,-30.792926561357568,-34.87599093380171,14.17924164001626,0
65+,-58.45830676347131,E,94.64550868502283,49.94214227784395,252.88460015129468,0.8014958385358542,-112.17871892628455,1
18-25,-11.921789743163885,E,47.57799717354172,-19.089054840169368,57.754521169124004,34.74020332391329,-126.01812690557024,1
65+,58.688395651510874,D,-16.407134441408477,-60.313026695307805,-214.03525028057456,68.09202640366104,94.39405001161309,1
18-25,135.5019849286972,B,27.944994782628868,23.21784205030551,49.09102561883788,-89.10824884905989,-136.3133198491989,0
26-35,28.6337252631163,C,-144.11075424023426,38.690554597452056,103.01439918037228,-143.28908798791568,33.83186779088476,1
36-50,-92.09005848773418,C,-39.89570702335571,4.885584480718007,-10.608225367430082,8.321422772988326,21.722816685580625,1
