Veteran,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Non-Veteran,26-35,8.66592458428011,C,D,20.438402623985734,-46.509965319128696,A,0
Yes,65+,-164.95698239978265,D,E,5.267772319909126,21.54639291867445,D,0
Non-Veteran,36-50,23.310692660695356,D,B,-124.88364844136501,95.3241875892727,E,1
Non-Veteran,26-35,-41.28300995575208,E,D,111.05979358789494,226.9481922297225,D,1
No,51-65,92.06713166511491,C,A,49.37183406401579,60.985156808118646,C,1
Yes,51-65,17.497039716282732,D,D,97.44998804318669,-116.94612753828655,C,0
No,36-50,66.20884014621217,D,A,17.305695740124523,126.37938763376259,D,1
Veteran,18-25,24.60835197211089,D,E,-184.91196845088118,60.60597809476819,B,0
No,51-65,-153.90707106874953,B,E,88.42703194666194,-100.38921002838465,B,1
Yes,36-50,-107.78610307947423,E,A,-106.92037747865545,-6.087799662632853,D,1
Yes,36-50,31.33265905517335,E,E,-36.08613086354257,-80.51791059259222,B,1
Non-Veteran,65+,-8.263922443227708,C,E,56.45231615001429,-1.797733264485399,D,1
Veteran,36-50,4.070750446647094,C,B,36.09434846308243,-144.68777542380968,C,0
No,51-65,-56.988572241611344,C,D,15.725009335361461,28.856094277641663,A,0
Yes,36-50,9.41590321473479,B,E,109.34592867591665,87.60435888865867,C,1
Veteran,51-65,48.49233657415714,D,B,-111.19222894386007,144.31131860237127,E,1
No,26-35,-110.63213444212441,B,A,60.051028405017895,100.1511134637864,C,1
Non-Veteran,18-25,-186.5346391468186,C,C,65.97240773473251,138.45311647146335,E,0
No,26-35,107.37163605284967,A,C,-82.89463535678561,53.7014931697695,C,0
Non-Veteran,26-35,-33.63916756083565,E,B,22.355154108221793,-69.37271522131776,C,1
Veteran,26-35,129.94846064254477,C,B,-151.75208564331126,-19.83486779812115,D,1
No,36-50,60.50328648972021,A,D,69.35978450390402,-49.750283288726195,B,1
Veteran,26-35,-13.400123924952936,B,B,71.21003484365461,38.754874426178255,D,1
Non-Veteran,36-50,-54.46472306409916,C,A,39.85151736722056,-80.73719248323026,A,0
Veteran,36-50,-87.38945503238781,A,B,-52.824670822262966,138.5790400443212,B,0
No,26-35,24.16637204649284,D,E,246.50649435460457,147.03170400768,C,0
Veteran,51-65,35.854249344819095,C,B,-55.579364506574436,-165.00414979467092,C,1
No,51-65,20.896970497039714,C,D,26.29055310211032,23.130228213231128,E,1
Yes,65+,-149.2248321360772,C,D,33.38896866556697,18.54327289673231,D,1
Yes,18-25,42.75182301512127,D,A,-14.20764105031241,-49.386148431018775,C,0
Veteran,18-25,1.9725833244222348,C,C,62.13067145402557,-63.15356460937955,C,0
Non-Veteran,36-50,115.63882283168697,E,E,165.08170326262518,279.2804417375752,B,0
Non-Veteran,26-35,65.96740056756687,B,A,-101.13334071033391,-121.55501907878974,A,0
Veteran,26-35,186.15613909099812,A,E,-59.536116288112154,203.7336525839481,B,0
Non-Veteran,26-35,-42.92847486851186,B,E,7.872204969510809,104.65224784881175,E,1
Yes,65+,-24.03459001459438,D,A,-19.375949207494052,-152.65426823003338,B,1
Yes,65+,-27.706499429410712,D,B,-20.683226853573093,101.3043870265262,E,0
Veteran,26-35,37.42669477553097,C,D,63.4625105008648,-136.045543324299,C,0
Non-Veteran,65+,-200.14853820231662,D,D,-38.06467466095086,37.73976450561921,A,0
Veteran,26-35,-132.62400454056976,B,E,-43.99588454044171,61.67086675054699,B,0
Veteran,36-50,-146.08893591315558,D,D,209.2716839754496,86.07462297378387,A,0
Veteran,51-65,76.25584628917534,C,B,100.86269741497813,7.227718717905611,C,1
Non-Veteran,18-25,4.737146633385326,A,D,-64.00669837062203,48.531810710226885,E,0
Veteran,18-25,-173.13419931938813,E,A,-164.5207878729752,-46.93693364902088,E,0
Veteran,26-35,42.45098017784885,C,B,7.402596104560318,51.11017540584163,D,1
Non-Veteran,36-50,-22.537482154909966,B,D,32.545976622382625,166.5235855963084,C,0
Veteran,65+,65.00123644014013,D,B,-121.66039220856109,-51.724683370930826,C,0
No,36-50,5.704071792147962,D,B,-101.4498486118615,-34.044346714499206,B,0
Veteran,18-25,-201.25989406165226,D,E,-233.90473002110684,4.540427494697441,B,0
Non-Veteran,65+,-2.820425359535014,D,C,65.29294487642088,-0.10809689222717007,E,0
Veteran,65+,244.08849955231284,B,D,46.74835580530479,95.9434575576158,E,0
Yes,18-25,17.78233339150905,D,A,3.4379084900655457,106.77909597485709,D,1
No,51-65,-81.52376438778528,B,D,-20.163428771401982,-154.79817138013442,A,1
Non-Veteran,51-65,-2.502621885279299,B,D,90.25194207117883,-169.79475684532127,C,0
Non-Veteran,18-25,30.206865786984682,D,D,-6.74856347765696,-99.15446125738706,E,1
No,36-50,128.2981224256983,A,B,-284.2002954755027,-97.69556215006685,B,1
Veteran,26-35,-106.77850100481689,E,B,93.95854629172158,107.58505391793898,A,0
Veteran,36-50,15.024903236164903,B,E,-62.782748135303216,-190.68359175313577,E,0
Yes,51-65,-169.9926252211705,A,C,-67.85087862308347,-64.20921410207018,E,1
Non-Veteran,51-65,-161.70784152859602,E,D,-158.28616767059768,8.785423308798682,E,1
Veteran,18-25,114.43030823031874,C,D,-41.873796193002775,-107.60728009389075,E,0
Non-Veteran,26-35,-22.540060750971683,D,D,140.2265281953089,-47.42082466201138,E,1
Veteran,36-50,-55.12362551140384,E,E,148.66005781327732,79.1584346031036,E,0
No,36-50,-115.52053528710744,D,C,116.79280415887432,101.11339135355021,B,1
Veteran,26-35,-56.75488008766207,C,D,-39.69699019990192,-84.8985215641759,C,0
Non-Veteran,51-65,-0.6886346634264932,B,D,34.964148170785755,89.76857613317904,C,1
Yes,18-25,-20.119878632474535,E,B,219.9064334612713,-47.477504353314956,B,1
Yes,65+,-14.242318979420432,A,D,12.088245089432553,-87.47799808760949,C,1
Non-Veteran,36-50,-52.582647020464016,C,A,-79.45892767533918,-49.772488422175016,D,0
Veteran,65+,-177.00002987725915,C,E,164.82595543292524,-43.62973478333228,A,0
No,65+,78.70438207039842,C,B,12.481055589604988,-77.39275482655913,B,1
Yes,51-65,128.21871173901354,A,D,81.59734132789698,117.86157287292971,E,1
Yes,18-25,22.714747158287892,B,E,85.63043719670245,-237.79862541537526,E,1
Veteran,26-35,108.9919457548175,B,A,215.35982133977276,2.5903942622934624,E,0
No,65+,-192.4548968910724,A,A,-96.7954815908142,165.46563650263374,D,0
Non-Veteran,51-65,-66.30734753630307,B,E,-29.21978939167767,-59.29510531844742,A,1
No,51-65,52.1574512565173,D,B,142.95308680896176,-31.94451819982751,E,0
Yes,65+,-65.26575923056781,E,A,130.8182405459895,87.73295321055366,D,1
No,18-25,-154.1889343508538,D,E,-16.932326846835316,65.68667475110152,B,0
Yes,65+,31.71417511284702,C,D,-68.94371452252545,55.917509423587,D,0
Non-Veteran,36-50,-83.96989302308452,A,E,-137.636923811594,-22.663405839157615,C,1
No,26-35,-54.69302464388635,C,E,-156.97411649733175,-125.21970622587368,B,1
Yes,18-25,-10.585806276649112,E,D,34.379946374339724,92.94168635114715,E,0
No,51-65,30.956336193200872,D,D,50.38462720979718,-162.28676186121214,D,0
Yes,36-50,-6.998579887008885,B,D,2.278360639016033,-175.44226061145852,E,1
Yes,36-50,-59.12939644260753,D,D,-129.67924366144058,-90.5839313756388,B,1
Yes,65+,-121.95130356454442,E,E,90.63384476937618,40.85524050142803,E,0
Veteran,51-65,-22.727507642763882,B,A,70.42563435250786,-62.337654103954385,D,0
Yes,18-25,73.37593511870953,D,E,165.29382880164562,15.164129095063203,A,1
Non-Veteran,26-35,-117.14066794506455,B,A,68.05307691922057,58.44976225582342,D,0
Non-Veteran,51-65,-13.659089473632498,B,E,-48.62732870714858,52.67047239409285,C,0
No,36-50,-181.972147716505,D,A,5.636504245802936,-0.29175733040705015,A,1
Non-Veteran,65+,-6.104071601291396,D,C,-30.973670210520776,126.80565404187737,B,1
Non-Veteran,65+,-61.0785505503868,D,C,-177.52893442710868,-11.179758863850552,B,1
Yes,18-25,45.165432108780166,E,B,-146.14681308431722,56.177226934654854,A,1
No,26-35,-83.12016930143348,C,E,-87.3979931001625,41.178644131788325,A,0
Non-Veteran,51-65,-84.13532011904044,B,C,119.22890954901497,13.859088392138567,C,0
No,65+,117.65037500880227,A,E,-66.20658998294434,-95.32314211056826,E,1
Non-Veteran,18-25,-245.76058608849988,D,D,11.480105890477182,-78.51144426324855,E,0
Yes,65+,69.90435305325676,E,B,90.92756158055954,-22.952319903908442,C,1
Yes,65+,170.5068021120207,C,E,-46.03469431668467,49.39596913271564,D,0
No,26-35,-83.68343797684919,D,B,110.6325750944212,22.77015419775449,D,0
No,36-50,-130.41427134026083,D,D,22.31810240057672,-19.904747333301888,E,0
Veteran,18-25,-14.701141963662975,A,C,102.40784547020016,-35.924585580995846,D,1
No,65+,34.400851335478464,D,D,-80.63254726285837,-12.308001782024771,B,1
Non-Veteran,51-65,141.41700431680096,C,D,-112.48751112209372,148.9558017206519,A,1
No,18-25,-102.75887917750359,A,C,-118.11980383067817,-84.62334677019696,A,1
No,36-50,-38.01850428761104,B,D,41.46848579250092,53.27942580950064,C,1
Yes,65+,-39.7045336244221,E,C,-10.973476539560279,88.44665889839712,A,0
Non-Veteran,65+,-153.66515204474499,A,E,-198.87862775468795,-127.80404478427513,D,0
Veteran,65+,128.7556165639559,C,E,21.415792168725854,-215.67257655197886,E,1
No,18-25,-19.76767309555755,E,D,61.05180035711453,0.17080408350716303,D,1
Veteran,36-50,-88.66050424961432,C,A,-68.3475466348047,59.192890155118825,A,0
Non-Veteran,18-25,100.92563082037256,A,E,-7.009625762072444,23.24576886364455,B,0
No,26-35,-70.3765092276589,D,B,-116.81869242161196,14.12354062012621,B,1
Non-Veteran,26-35,6.942085837324151,E,B,-34.32652347974698,92.17035559892469,E,1
Non-Veteran,18-25,-21.806627036589514,E,D,91.8016926690734,-101.80531939752555,D,0
Yes,18-25,-118.76840830170504,D,B,132.64385535836288,140.51278002538797,D,0
Non-Veteran,51-65,-35.68846771244859,B,B,29.188029975848618,-12.23076963699691,E,1
Veteran,65+,141.19044122449398,C,A,78.63792825095558,13.242110768920384,D,0
Yes,26-35,-7.02332554239332,C,D,-6.433554081666889,-42.382763500251016,D,1
No,36-50,-3.0641300249091175,A,D,0.8150166177186354,-101.97295985415992,D,0
Veteran,65+,125.34652357242884,E,E,127.32169699602763,-75.50965745870639,E,0
Yes,65+,114.07823944703925,A,E,-144.15568795263144,178.79777556951163,C,0
Veteran,65+,-189.7264865355688,A,B,-30.012732665790686,136.26836493747777,C,1
Veteran,51-65,58.370547675306305,B,D,-141.3489176085229,54.85050838340789,D,1
Non-Veteran,26-35,-155.14609175255524,E,B,12.108293133946097,-212.19963529356423,A,0
Yes,36-50,-196.80033477431274,D,B,6.900585842170511,-72.54373983044803,A,1
Non-Veteran,51-65,67.70856124128089,C,A,22.438882965587094,-49.322410915033124,C,0
Non-Veteran,51-65,-129.1847783254377,A,D,79.62457400066992,-51.073732918683035,A,0
Non-Veteran,18-25,131.03917935714978,B,E,-29.404838713413422,57.296575338435815,B,1
Yes,18-25,-116.31108779878411,A,A,49.214145714201486,50.81897401280068,E,1
Non-Veteran,36-50,59.38714403405759,D,A,-44.15597914975863,-56.54779296278103,B,1
Veteran,51-65,196.75072100095824,B,C,78.95959060845077,207.5042926881026,C,1
Veteran,26-35,-22.7652162086183,C,C,-91.13116852110215,112.87522698649627,A,0
Veteran,65+,66.05328349485576,B,A,-90.38644444527925,13.657204160388067,C,0
No,26-35,33.37252497000492,B,C,39.06788227703982,69.80677968017551,D,1
Yes,51-65,-68.25621504308805,D,B,-227.55116165724507,-25.95435368741918,D,0
No,65+,114.81683308740274,A,A,25.769796860403925,14.475613243983936,C,0
Yes,26-35,156.07602508522422,C,A,-10.764749767586034,64.36627962785242,C,0
Non-Veteran,26-35,-105.58304668912149,B,A,159.53308466418136,63.21912143910481,C,1
Non-Veteran,18-25,-8.235775268304248,D,E,-136.2275457104892,-8.468219380481417,D,1
Yes,26-35,62.001279459415436,B,C,-23.764853596247864,10.657454020442742,D,0
No,26-35,255.37164530818006,B,C,-156.78177532202105,-123.31974535291855,A,1
No,36-50,-35.99203824227096,B,D,24.367973160939098,161.81640428324295,A,1
No,18-25,-193.57832014864078,B,D,118.51476454881494,6.271370930031152,A,1
Yes,18-25,-20.781494506679415,A,D,30.74607427669766,-120.5451312790901,C,0
Yes,18-25,-187.97960327241395,A,D,-171.77895456561427,-22.989148948583445,C,1
Non-Veteran,51-65,36.40432973172543,D,E,11.855033296460144,73.75491893939693,A,0
Veteran,65+,113.54755795222387,A,A,-182.88429114983248,65.8770375503527,D,1
Non-Veteran,18-25,-99.29525892358755,D,D,53.26013675970647,22.997716322849108,E,0
No,36-50,-138.00095393764514,E,E,-55.28032645590019,196.9839670684992,E,1
Veteran,26-35,78.01221135676157,E,A,-30.674259010948035,28.119625463411936,E,0
Veteran,65+,137.50441231982236,E,C,-81.12312105573704,41.268173046581026,C,1
No,51-65,-222.62272955844162,C,B,-112.81069459662008,-1.1682470041673978,C,0
No,51-65,131.71594126972394,E,B,-202.60594118584913,7.083133581936036,E,0
Yes,36-50,-16.19989445661212,B,C,97.59450167951499,-49.401037422633834,C,1
Yes,18-25,46.66233353617811,A,C,27.469297214096404,-0.3806686533471904,C,1
Veteran,26-35,119.87974080198116,E,A,25.806011793510503,32.1258140958442,A,0
Yes,26-35,-4.145854336542683,A,D,41.883077929157515,95.99624886349687,A,0
No,51-65,-166.6339609950668,D,D,-9.42883832763607,-41.406022636501575,E,1
No,51-65,-43.69795927320736,A,D,32.35725921210013,27.880385078517744,D,1
Non-Veteran,18-25,74.4420374612035,A,A,101.16739737658808,-4.856477953608838,A,1
No,36-50,-31.34398534880597,B,D,53.06614833272442,118.94413722618094,E,1
No,65+,27.571335068786833,B,D,190.03627855054984,146.4388702110308,B,0
Non-Veteran,36-50,62.64080007919323,B,A,-4.360687877430233,-78.20212614286007,B,0
Non-Veteran,51-65,19.738968728320426,D,B,148.94101137055134,25.84563949736124,E,0
Non-Veteran,65+,122.99118396966664,D,D,-100.39931742591834,71.4385139368568,A,1
No,36-50,5.45981618010327,E,E,61.97255266264572,-77.20031787638398,C,0
Yes,36-50,34.673032333783354,E,B,81.85320130273655,32.634277828070694,C,1
Yes,36-50,-91.19186608629978,C,E,176.21554679567785,-24.067407234323063,E,0
Non-Veteran,26-35,-15.306836311920605,E,C,2.1750038256379494,-135.26000225797833,A,1
Non-Veteran,26-35,101.40523119094307,E,D,124.29263253307954,-5.940057611496508,B,0
No,18-25,-188.2626163763438,E,D,-181.5331139981891,-124.77616183904404,A,0
Non-Veteran,51-65,48.801985722866036,C,C,32.41065730448632,121.28598352197073,D,0
No,51-65,-245.1294620049698,D,E,-30.886385678554156,-15.173883233616149,A,1
No,18-25,75.02955852417443,A,B,201.21863580499578,-90.74407052868393,E,1
Yes,18-25,-50.83893154950828,E,C,-180.44761952515634,135.91124082485817,C,1
Veteran,51-65,207.58271083703886,A,A,-163.17739393187097,21.41263956937637,E,0
Veteran,36-50,-10.892995866924533,B,D,20.69591465519895,13.472814498884631,C,0
Veteran,51-65,-89.88200410028803,B,A,120.7586681952664,-67.75721177801177,E,0
No,18-25,-116.86396011984137,B,A,235.79110632752668,23.761285735826192,E,1
Veteran,36-50,8.70130990986318,C,B,60.745042102202454,-114.2078571535867,E,0
Yes,18-25,-32.93655415401332,C,C,56.58332075832383,54.775672742292095,C,0
Yes,51-65,138.80537677369125,E,B,95.75618729656131,70.07370582177377,E,1
Non-Veteran,65+,-29.749160000623657,E,C,83.66443483984916,13.668825850534608,B,1
Yes,51-65,-43.680582388467,A,C,-69.45440534082822,-69.62744742242481,E,0
Veteran,36-50,-51.78560284890737,E,D,-18.32090804098262,-195.27411905962606,C,0
Non-Veteran,51-65,41.409893035749086,A,B,42.83851481710174,-16.09099512814533,D,0
No,65+,-75.32091988590764,C,C,19.779343215484417,-78.63423315498505,D,0
Veteran,26-35,151.33788979982222,D,C,86.96173111459538,180.78325189688903,E,0
No,26-35,157.2137140732748,E,E,-237.2650952115963,-81.99562185704991,A,1
Non-Veteran,51-65,68.9388435022154,E,E,88.06302276933658,147.07250315400492,A,0
Yes,36-50,-174.44852095279097,D,B,-139.58513483409558,148.06523507720598,D,0
Veteran,51-65,11.020279637431562,D,A,77.80425907143227,86.8100580880321,A,1
Non-Veteran,36-50,37.82444540668757,A,B,-17.767817618368113,174.97288604421607,E,1
Veteran,26-35,90.17259964590991,A,D,6.919810866918742,24.067901804752378,A,1
Veteran,65+,-37.062551772470655,A,A,-182.79001429695032,-27.647406454536473,D,1
Veteran,65+,104.24093751127981,B,B,-104.89809577846991,-57.84509651783449,A,0
Yes,26-35,89.80779723266333,A,A,-112.45673932221274,116.92641794064531,D,1
Non-Veteran,26-35,-5.848444799816922,E,A,-74.8033963072924,-39.32871632009766,E,0
Non-Veteran,51-65,131.50974271078678,D,C,43.456789238914794,4.7416554353690366,E,1
Non-Veteran,26-35,-86.87940501593654,C,A,154.3736466413416,-40.63550066062033,E,1
Yes,18-25,60.43731304114826,D,B,116.38758604561366,147.6952844449163,B,1
Veteran,36-50,-76.94904917919399,E,A,-98.31353907621163,22.223803360118353,D,0
Veteran,36-50,14.313588603542113,C,C,68.60213304992176,-78.87685268846157,D,1
Non-Veteran,65+,158.48314907158297,E,A,34.6547538223235,68.47152155123226,A,1
Veteran,65+,106.53063162849993,D,E,-69.9422385434199,130.5940009730066,A,1
Non-Veteran,36-50,18.672656552741227,E,B,42.822610415396554,-57.29072196381898,E,0
Yes,51-65,2.400224708286276,C,B,111.0522513697155,-29.70545707550713,C,1
Veteran,65+,73.97682538037787,D,A,-4.048239744230778,32.884509133623254,E,0
Veteran,18-25,31.083733611584442,A,B,-164.07566735007478,-140.8533604313301,D,0
Veteran,26-35,4.352401057356948,C,E,172.73712009306647,15.155907248133502,C,1
Non-Veteran,26-35,-88.61495975077342,B,A,60.205263617397485,61.86985629963863,E,1
No,51-65,73.0176857360345,B,A,46.51596547601592,-34.955312076826814,E,0
Veteran,26-35,4.278314269964463,C,D,52.762776169951444,143.81250413294134,B,1
No,65+,-110.07864061760368,C,D,-172.13595822976632,-87.1289892112493,B,0
No,65+,-87.59029515920484,A,A,38.61091830070559,-49.55365038409763,D,0
Yes,36-50,18.545336620287394,D,A,17.965666860919452,76.39889045053333,B,1
Non-Veteran,51-65,58.5418150633529,C,A,-124.80131760322652,69.08417336222554,E,0
Veteran,26-35,98.36515544054724,D,D,0.040311626323969604,55.60187345438248,E,0
Non-Veteran,26-35,13.423761276524043,E,B,-1.2415699148614399,-81.69356345448969,C,0
Non-Veteran,18-25,78.4244048712005,A,D,-230.88484240300718,-142.34954847033444,B,0
No,26-35,-13.123632333985357,D,B,-8.588208785331364,166.10595400054646,E,1
Yes,18-25,39.20294567266394,D,B,52.65849497157159,-45.38769796078808,A,0
No,26-35,-17.665978984130174,C,B,164.14217433916608,96.97350165732446,B,0
Non-Veteran,51-65,132.8392211419266,B,B,186.6944917634847,55.03221085748241,C,0
Non-Veteran,18-25,-39.21445126638024,C,A,-267.59262442462955,-26.25031607792463,A,0
Non-Veteran,26-35,171.69332367201534,D,E,-110.45992772397267,73.88856765127818,E,0
Yes,18-25,78.82903939159077,B,D,1.0783192086832443,53.40381466994704,E,1
No,36-50,-50.80660851894827,D,C,33.56550327562356,-148.54339461359706,E,0
No,65+,-18.169696416254258,D,A,103.12285060639095,5.149083800443491,E,0
Non-Veteran,26-35,212.13626515449485,B,B,-0.37569715762635697,-22.1749167158642,C,1
Veteran,51-65,-60.81930413683415,B,A,-47.554394112228024,17.780678847535285,A,1
Yes,36-50,-160.22744116111522,C,D,46.49651197316861,47.34335364660738,A,0
Veteran,65+,-69.91722858092994,D,D,-6.9124029185336635,-46.37715600792309,C,1
Non-Veteran,18-25,78.35591554686707,B,B,58.25164642437507,93.00668380841806,B,1
Veteran,65+,-258.4396640621449,B,E,-66.65514247328122,-277.0064818578286,C,0
Yes,65+,13.382048517253631,C,B,102.62066950955713,240.81749249920162,B,1
No,26-35,-42.93176244088336,A,C,103.45952562335094,-156.65413293751953,E,1
Non-Veteran,36-50,7.127870940261611,A,E,-0.9717185964918877,-88.22618798033564,A,1
Yes,65+,-82.00676868203226,A,E,187.44438943597345,75.13359948544439,A,0
Veteran,26-35,-54.71860336378144,B,D,184.89794595021505,-65.16132867065397,C,0
Non-Veteran,26-35,-133.50596551325958,A,E,-102.93676877642739,15.401748102426968,E,1
No,18-25,-22.850023311952043,A,C,138.9786867862601,-16.535167111656683,D,1
Veteran,18-25,4.627816161701116,E,D,-140.05974023571588,-139.87601849363722,E,0
No,65+,-169.34000567776454,E,A,-157.3724987963964,-0.7970144529432072,B,0
Veteran,26-35,56.803922511824176,D,C,21.9687245488882,-71.61257329720414,E,1
Veteran,51-65,-39.38628791940518,B,E,-4.788767257897452,45.31349533353216,C,1
No,36-50,-171.47857648931728,D,E,126.83649933392383,101.21335055334436,D,0
Veteran,65+,43.43009501251737,C,D,-13.82204380828416,32.26929554342216,C,0
Non-Veteran,26-35,-38.78237502554228,B,A,-48.686276728169794,57.17571103161448,B,0
Veteran,36-50,-51.47547091025364,B,D,61.43748988357866,-60.52356140341577,C,0
No,26-35,-118.2000725659378,C,B,95.13915461365808,67.41656947345646,C,1
No,51-65,31.901100928561128,C,D,244.17586257540486,56.4772402941318,A,1
No,65+,155.99778623378234,D,E,215.86847398170113,111.89916325988057,C,0
Yes,51-65,140.09586368661903,D,D,112.85736455891076,24.126154579357987,B,1
Yes,51-65,-33.3662540584321,D,D,-110.0148698333142,-45.86214287512115,D,1
Yes,51-65,-110.78903354860455,A,B,71.15424435257073,92.29236707956376,B,0
Veteran,65+,-198.29891524639194,B,B,124.70434381625421,51.168795029709614,A,0
No,18-25,24.42404043186233,A,B,-68.05449375438636,-89.88425398102113,E,1
Non-Veteran,65+,96.5010811998511,C,B,72.90989824866139,30.485744032501227,C,0
Yes,51-65,-131.40287842879036,C,E,72.7927324486586,-66.5111322697836,E,1
No,65+,-123.68920401374142,D,D,34.48561634762382,-16.16461585230728,B,0
Yes,36-50,-192.7676622299303,D,E,134.78541903798808,-86.88173741495025,C,1
Yes,26-35,-284.14600600207694,A,B,68.68642370128451,-119.31832908577869,B,0
Yes,65+,93.66205246629912,C,B,62.60259206498191,88.16168721551499,A,0
Non-Veteran,51-65,58.37626460167239,D,D,178.17054960566588,117.45543391709958,C,1
Yes,26-35,-188.9940895911899,C,A,-72.12064764848394,45.471195976345626,E,1
Yes,65+,-58.20164768515864,E,E,-53.76588223743697,-246.83628353889083,A,1
No,51-65,68.78890334323955,A,C,153.8840843778934,-35.14030297683526,A,1
Non-Veteran,36-50,23.85937306321773,C,A,125.51053403745568,12.317956725742858,D,0
Yes,26-35,-198.4003787421465,E,A,50.535613661829174,-33.496186126287114,E,1
Yes,65+,6.8987185430570666,E,D,-125.14974084936104,24.49356908393138,B,0
Veteran,26-35,161.64677200844636,C,B,82.64728735764231,-55.32136896651314,C,1
No,51-65,227.8682231239798,E,D,47.54394035124254,-4.144971807420098,C,1
Yes,65+,-154.0038027173477,D,E,106.61662354634835,-221.93409286913072,C,0
Yes,65+,77.45552966361483,E,B,41.12433408831076,15.61917255583577,B,0
No,26-35,177.6806659994596,B,A,132.60297384358634,-216.89852384794608,B,1
No,26-35,-83.08637252649392,B,C,-29.688160810670382,6.5708637398152465,A,1
No,26-35,-5.663121000602256,D,D,121.46789938160411,-53.853609032184714,A,1
No,26-35,-57.54613079147632,B,A,-122.07784547927423,-8.8811124563566,A,0
Non-Veteran,65+,-118.61773539517952,E,B,-125.9082129797902,-128.51615964875137,E,0
Yes,18-25,-58.817713704989124,C,E,-94.26395403614598,-27.131446367941276,B,1
No,65+,23.41742669769561,D,C,-50.114762197687924,80.65974671648254,A,0
No,65+,-28.22698145754784,C,C,192.94601869417843,-47.893963770582445,E,0
No,36-50,-0.507412283680224,B,E,-53.2633835850701,-253.03866299569893,C,0
Yes,51-65,4.204415011873105,D,B,30.07339610938706,45.06808076792675,B,1
Non-Veteran,36-50,87.11190325902982,B,C,-167.93341732164134,-156.24206722873762,A,0
No,18-25,33.41691225963038,E,C,16.97890340075231,-23.79804862301694,E,0
Yes,51-65,106.75863449482397,B,D,27.298296171170993,49.784178472985786,D,0
Yes,51-65,-133.8073926999474,A,E,63.872626932687574,-149.80715359662196,D,0
No,18-25,72.62093390422876,A,C,25.257523094392614,38.60828462813782,B,0
No,65+,-3.013325417910745,A,A,13.666234938984081,-18.915195228059886,B,1
Veteran,36-50,-134.2830580086703,A,A,-114.00533140890126,-114.5628661823078,B,1
Veteran,18-25,-182.3321891863914,B,E,-24.22441916743156,167.77752474031976,D,0
Yes,26-35,-25.6532642805966,D,D,-86.41077670858891,18.21359481102299,A,0
Veteran,26-35,121.3697195698496,E,E,-26.607769610259023,53.50836598659164,B,1
No,65+,158.41817558843397,D,A,106.35827422317567,56.531819929725756,E,1
Veteran,26-35,-143.4140867622311,D,C,103.9966171090196,46.795634923574006,C,0
Veteran,18-25,-15.361324410485476,C,D,57.07974480490326,169.72115904158682,A,0
Veteran,65+,41.4279916936578,C,A,124.70409179303581,173.65680451754477,C,1
Yes,26-35,-19.254402396964874,A,A,-7.231131092446732,-18.82015368351069,A,0
No,51-65,-12.7002369674346,A,C,-84.87053200080614,42.52815104716295,B,1
Yes,18-25,27.065076551510707,A,D,180.3425486442636,176.7847378276577,E,0
Yes,36-50,56.59735481923555,E,D,82.98283757256662,-69.10940765734453,B,0
No,18-25,50.479826804527846,D,E,94.23251498738638,-103.20831993540254,A,1
Non-Veteran,65+,46.50520560523648,B,A,163.25040421076773,-34.532694343038244,D,0
Veteran,65+,1.8326454657187914,A,E,-102.9892692054782,-124.48409016028576,A,1
Veteran,36-50,57.68729047451442,A,E,-106.55721765357913,144.16499503815206,E,0
Yes,65+,-84.6552415765753,B,B,-31.605138001359595,-28.020415381278056,E,0
No,51-65,-5.3187078591405355,A,C,-191.01324636321465,-71.8284618627824,D,0
Yes,51-65,-97.14178898174808,E,C,-124.07850966309557,282.5014646063734,D,0
Non-Veteran,51-65,-54.56505063327432,A,B,-73.37402871830376,40.040479150876756,E,0
Non-Veteran,65+,-37.627549346095414,E,B,146.16104987352864,82.9884253563789,D,0
No,36-50,-7.927418935067124,E,E,30.10573195231933,22.643298121839937,E,0
No,36-50,-210.85413338692857,D,A,-89.36012337770134,-9.687319664555687,E,1
Veteran,18-25,37.36230062115915,D,E,-26.77156748609978,-184.62988882218184,B,1
Non-Veteran,36-50,-92.42979623546833,D,E,-51.17487018343785,-95.73812491417044,E,0
No,65+,45.017720856296016,E,E,40.03211710239621,127.98510954243667,D,1
Yes,26-35,-101.57871660831378,D,E,107.27062393695151,-7.499427463559151,D,1
Veteran,65+,-71.26569794142895,A,D,44.25721389782984,-41.66519134646094,D,0
Veteran,65+,-90.74301466035635,C,C,-76.36133599019178,2.6436636954141317,E,0
No,18-25,-4.709903670960214,D,C,32.77924839617184,105.64919867269514,E,1
Non-Veteran,65+,46.11183337941588,A,E,-53.03498577794849,47.138270495576506,D,1
Non-Veteran,51-65,28.196506959026124,B,E,-79.13418588669757,-50.576682974259356,B,0
No,51-65,-69.83515490076215,C,B,146.29734200645638,-115.17663537452295,C,0
Non-Veteran,65+,-96.41306292282994,A,D,-96.9914065046655,-81.59153864231546,B,1
No,18-25,-100.74043509902921,D,E,42.954227720768245,90.3790026380133,B,0
Yes,36-50,-81.8061820078952,E,C,21.502923524068134,183.1390324230884,A,1
Non-Veteran,51-65,210.1755075817184,E,E,-66.2350513992109,3.655403770869618,E,0
Non-Veteran,26-35,136.3829604322136,E,E,59.32329292664529,64.23442066756913,E,0
