disability,faith,Race,country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Physical,Hindu,Hispanic,India,-31.69160724557733,A,A,33.80131821521944,E,-71.53205553820328,C,1
Both,Christian,White,India,-48.79477793251893,E,B,28.035710707101874,B,-63.85895873383984,E,1
Mental,Christian,African American,Brazil,31.32727020990326,C,D,4.863958622754478,D,-124.11860614876402,B,1
Yes,Christian,Hispanic,Brazil,41.405781017610174,E,E,64.0267369449044,C,22.4411909380176,C,0
Yes,Buddhist,Hispanic,Germany,61.569132099597724,C,D,-2.724641991128771,D,106.6724793621822,D,1
None,Muslim,Other,Brazil,6.325982461429335,B,A,-30.548997063838502,C,17.612867506055743,E,1
No,None,African American,Mexico,-54.99644285376933,C,C,38.63906854367278,E,-123.06162570204222,B,0
None,Hindu,Other,Mexico,-39.15714585409343,D,A,-122.86863746186614,E,82.0938515476574,B,0
Mental,Hindu,Hispanic,UK,-30.979116269340544,D,A,-172.87368254058723,B,139.61106058491697,C,1
Yes,Christian,Hispanic,UK,107.87657627157847,E,A,-78.49219774626096,A,63.802373195635354,E,0
No,Christian,African American,Mexico,22.500043433385482,B,D,-13.83505780548565,E,-96.38746667648182,C,0
No,Muslim,Asian,Brazil,-144.90385767438428,D,B,-150.64720801917318,B,57.26413868868223,A,0
Yes,Christian,Asian,Brazil,-130.49730760487176,A,B,-111.88782166022122,E,65.33594258539642,B,0
Physical,None,Other,Other,-105.05431721616478,B,D,-26.530649741604005,B,-46.45445293572684,C,1
Mental,Christian,Asian,India,26.52173114530605,B,B,-29.051510270061048,A,-10.448123665636711,D,0
Both,Jewish,White,Germany,-64.03878824260745,C,A,44.10448592876766,D,25.973425816845708,E,1
Yes,Christian,Hispanic,China,-40.624355561174596,A,A,-122.09600729688322,D,17.432058717269552,B,1
Physical,Other,Other,China,-139.4405961123624,B,C,118.42143567462675,E,-82.78123015612981,C,0
No,Christian,African American,China,-52.13754898136093,D,A,-13.025419111956845,E,33.452304745015184,B,0
No,Hindu,Asian,US,12.0515555402657,D,A,26.47376500324362,D,64.03332558167637,C,0
Mental,Jewish,Other,China,35.76677635317076,E,D,-9.951209168156478,A,-146.78205112194132,B,1
Physical,Muslim,Other,Brazil,-26.855614839949165,C,D,82.94380087328133,A,36.558915301268854,D,1
No,Other,Other,UK,92.07463871030814,C,E,17.627933228026084,C,-16.62538142361088,D,0
Both,Buddhist,White,Brazil,-77.56226907619644,C,D,-188.35463075842148,E,-51.77660457868175,A,1
Physical,Hindu,White,Germany,89.41318423494972,A,C,-47.99829659517568,E,-146.47134552493327,B,0
Both,Buddhist,Black,China,-63.90571054863619,A,A,200.15264884744605,C,8.079089738477437,A,1
None,Jewish,Other,Brazil,48.167722068861266,D,B,136.4991247807577,A,-148.7266019492548,B,1
Both,Buddhist,Other,Germany,-78.44292073620272,C,B,-72.97564611066514,C,-11.46939652509026,E,0
Both,Hindu,Asian,US,-22.602833080361794,E,C,78.24096407314644,E,57.06101211987603,D,1
None,Muslim,Hispanic,Mexico,-46.961831759767975,C,E,-47.30316741315081,B,4.488238032270365,E,1
Yes,Other,Other,US,46.11102126317501,E,E,-83.80108970621323,B,52.89227959272292,C,0
Yes,Muslim,Asian,UK,48.37845522524359,D,D,-22.494752906321448,E,107.36979689929103,E,1
Yes,Other,Black,UK,22.774391492964533,A,A,44.120633117849565,C,-17.276368226357487,C,1
Physical,Buddhist,African American,China,193.91571613080788,A,A,-164.01828130033616,C,-10.659230964288641,B,1
No,Muslim,African American,Germany,-112.11943141010654,C,C,-21.93380780455013,B,112.82344195944356,C,1
Physical,Hindu,White,Germany,-30.404526371415574,B,E,54.171753614935284,B,-20.200149683641897,B,1
Physical,Muslim,Other,Mexico,24.542695261286184,D,D,-64.08605131674821,C,130.2452443559962,E,1
No,None,Hispanic,UK,7.959532876197138,E,E,-139.08845005999262,C,33.23971221585177,D,0
Mental,Buddhist,Other,Mexico,-178.70499191733163,D,E,170.79793197925545,C,78.44707866022483,D,0
No,Buddhist,Black,US,79.38772815889564,A,D,-34.334603862567334,E,-93.13111387674334,D,1
Yes,Other,African American,UK,102.43728365695391,D,D,10.26736193225877,A,-99.98662835161713,E,1
Mental,Christian,African American,Mexico,-46.95005807094736,B,B,44.01561274163043,D,139.91921909782405,E,0
Mental,Christian,Hispanic,Mexico,-246.15184304070357,C,B,40.781510292370356,E,50.51633151822039,E,1
Both,Muslim,Black,Other,25.28946619240951,A,C,-12.052806448551395,E,81.09679981417844,E,1
Physical,Buddhist,African American,Germany,-10.61364515837597,A,E,-88.10302601143097,C,36.639756730903635,B,0
Both,None,Black,Other,29.2690755179577,B,C,101.76101057884246,B,117.97722588692186,C,0
None,Jewish,Black,Mexico,52.83040677696349,A,A,129.4789821760438,D,17.53535784609595,C,0
Mental,Muslim,Asian,India,55.926966607184134,D,E,201.44500464062537,E,-114.62429844487228,C,0
Mental,None,Black,Mexico,91.91802349927882,D,A,42.013136650187676,E,86.13113120360849,B,1
No,Christian,White,Germany,-29.722709837876003,A,D,12.49882464116657,E,-96.62861445878954,D,1
Mental,Jewish,Hispanic,Other,200.13166380517143,B,A,10.138832465236664,E,39.29574462106436,E,0
Physical,None,Black,Germany,66.9830242006338,B,A,176.52954522931103,E,-31.965230560107784,C,0
No,Christian,Black,Mexico,-39.935108159418334,D,C,-29.023423924566732,B,-67.08907407957635,B,1
Yes,Jewish,Black,US,166.55675986091157,E,C,-126.15868300136593,E,45.28667153748266,A,1
None,Christian,Black,Germany,39.199406022006556,A,E,40.86143218480682,E,-12.639626271046073,E,0
Mental,None,Other,Germany,-20.519418273826734,D,D,-122.6845409447336,E,-157.51777263135818,E,1
Both,None,White,Germany,8.243518909580727,D,A,-55.03580515048856,A,62.80378924958827,C,1
Physical,Other,White,Germany,179.90741792441258,C,C,-26.44185728441833,E,-100.06153726833762,D,0
Yes,Other,Hispanic,US,-60.977293153241106,D,E,168.8955744002211,E,11.850100128775559,B,1
Physical,Other,African American,Brazil,16.514883740962006,C,D,40.506669695992656,E,-85.36356011100835,C,1
No,Other,Black,Germany,-138.3510230480645,B,B,-74.76861062637465,C,-54.096422749920514,B,1
Both,Muslim,Hispanic,Other,-52.37536467809968,D,D,-195.3223795173748,D,71.40574317153022,E,1
Yes,Christian,Hispanic,India,133.3007873057062,E,C,-24.527877305491614,A,27.12696534046511,B,0
Both,Hindu,Black,China,73.43089350679732,C,B,-87.73234392516322,B,50.59218693405727,B,1
Yes,Muslim,Hispanic,China,-201.13020566809632,B,A,0.6079204635550564,B,-94.75805453914832,A,0
No,Christian,African American,India,-104.63269056008293,D,A,-228.44548680571015,C,-0.6905740164097586,A,0
Yes,Hindu,Asian,UK,-129.93374637113803,E,D,0.15135878790288285,D,93.46350845343922,D,0
Mental,None,Hispanic,China,-40.909689273062696,A,B,157.9453532882857,E,84.84018256241951,A,0
Physical,Muslim,Black,UK,241.34883213989994,C,C,-16.411225338013526,C,4.6943627177708915,B,1
Yes,Muslim,Asian,China,82.03695762819643,E,C,178.29942481837026,B,113.67847343059513,C,1
No,None,Hispanic,Mexico,111.56700618597026,A,B,43.53343814661465,B,0.4852070733238518,A,1
No,Christian,African American,UK,144.1939603200882,E,C,-157.33368934613074,A,23.728299076449016,A,1
Both,Buddhist,Black,Mexico,12.50979557626512,B,C,96.18053555574782,A,-86.95869490078539,B,0
None,Christian,African American,India,13.301568618025753,D,D,-61.3181828126757,E,51.44034405159154,B,0
Physical,Buddhist,Hispanic,China,79.06370171169934,C,B,45.15999010720396,E,-60.877001885972724,A,1
Yes,Hindu,White,UK,-142.90812319174992,D,C,111.47673894519778,A,100.62823211037761,A,0
Both,Jewish,Black,US,-68.39957207216723,D,C,58.525237164132015,B,14.805622025344187,E,0
Physical,Christian,Black,India,80.72740665518741,E,C,44.62409749003609,D,-60.537762999099144,D,0
Physical,Buddhist,Hispanic,Brazil,48.71747440860125,E,B,29.605442888380363,B,3.6111328998846135,E,1
Yes,None,Other,Other,60.10500789697546,C,A,156.10972704326778,E,112.4479182547087,C,1
Yes,Jewish,Hispanic,India,174.80030058148137,D,B,-49.723717232612294,B,41.55065147217017,C,1
None,Muslim,African American,UK,55.781114165529,D,D,-43.46109961442722,A,-18.19154887386712,A,0
Both,Buddhist,White,Mexico,21.369091684062173,C,B,-36.35699435233042,C,-214.61242899463957,C,0
Mental,Christian,Other,India,-0.07491822170384742,C,E,-11.67154518461548,E,-118.42179862614124,E,1
Both,Jewish,Other,Mexico,2.2957320366935536,E,E,23.73647748493093,E,-120.04063539499884,E,0
Physical,Christian,Other,UK,-319.88737656723924,C,A,31.361077655213478,A,84.77128655208611,B,1
Yes,Buddhist,African American,UK,73.53655569894772,E,B,123.1895272785682,C,2.8871793856762884,A,0
No,Christian,White,Other,2.0891402088088493,B,E,89.44200837555248,E,-99.32156646798211,B,1
No,Muslim,Hispanic,US,-200.2046308490335,B,E,-29.31856102601591,D,-82.05269890845153,D,0
Physical,Christian,White,China,-72.28293176067605,B,E,-51.62794213847912,D,-69.3456144644078,D,0
Both,Hindu,Asian,Brazil,11.374395276514326,E,D,108.60428263079467,C,183.80143918448718,C,0
Physical,Jewish,Asian,Other,-73.150920493412,D,C,-68.21108406586785,C,-76.47824119695625,B,0
No,Muslim,African American,Germany,-103.98497432065932,C,D,-78.13470613806166,A,-64.81734429645492,C,1
Both,None,Hispanic,China,87.63336530947844,D,E,29.46564022422259,D,-40.680406546316036,D,1
No,Muslim,Black,China,53.49727363526099,E,D,5.559619730351504,E,-43.412346427163364,D,1
Physical,Muslim,Other,Germany,143.356836195475,D,E,1.1282714790884603,A,-28.41772271303148,A,0
Both,Hindu,African American,Mexico,108.58834953313598,B,E,-11.313716392239836,B,-23.056547134498167,A,1
Physical,Other,Other,China,-8.307683883551213,E,A,67.43667616580606,C,24.91214527242493,B,1
No,None,Hispanic,Germany,-115.53609897459027,C,A,73.2383607158035,B,-78.92693790929293,B,1
None,Christian,Black,Other,31.758143246459465,E,A,-8.843585499743108,C,55.322742884178965,C,0
Both,Buddhist,White,Brazil,-51.51970585756973,D,A,-100.05330641230658,A,-13.722461354424961,A,0
No,Jewish,African American,US,162.1479772660747,D,D,-50.90028676196622,A,-34.88125589840948,A,1
None,Jewish,Black,Germany,111.5433217114406,E,A,-186.87450257772588,E,-137.6249842095836,D,0
No,Jewish,Asian,Germany,-79.03285650468693,B,E,-34.793310242515986,A,115.52272420868096,E,0
Yes,Christian,Black,Other,30.236223329463456,D,E,51.13459358943684,B,20.397285977433384,D,0
Both,Buddhist,African American,US,-77.87559358412527,B,D,50.0476699099956,E,-123.77892070360429,E,1
Physical,Christian,Other,China,-42.43577644006752,E,C,-137.42323405854893,D,-97.65528154608988,C,1
Mental,Jewish,Asian,Other,64.06159373938617,E,A,-107.93732347274188,C,-33.96512927307829,A,0
None,Christian,Asian,US,-187.68014099852735,B,E,-60.238855378597165,B,-15.506173680948955,C,0
Yes,Hindu,Hispanic,India,34.81157228452055,C,E,36.85210737934796,D,-6.569671531908057,B,1
Both,Muslim,Hispanic,Other,1.405602185278452,E,D,-76.59635569964135,B,-141.9395022746233,A,1
Yes,Christian,Asian,US,15.663601078608355,A,A,121.39493407492216,C,197.31326973356101,A,1
Both,Buddhist,Asian,India,83.7081628971369,B,A,150.8329233836402,B,10.664736449623842,B,0
Physical,Jewish,White,India,-6.324055971692817,C,D,99.78289367005799,A,-22.943178928173722,B,1
Yes,Hindu,White,China,182.6231614244141,E,D,-57.39916335712662,C,57.177601133396315,D,1
Yes,Buddhist,Hispanic,Brazil,-202.26271289976538,A,E,-156.9834281556605,D,86.87963502645357,E,0
Physical,None,Other,UK,53.04323811537843,B,A,90.70294686167723,C,16.045692193334194,C,0
None,Jewish,African American,UK,-110.10284299573519,E,B,-30.31691179882998,B,136.1832338182187,E,1
Physical,Muslim,Hispanic,US,-43.92816547788378,B,C,18.729340620670435,B,-41.48780118765658,E,0
Mental,Muslim,African American,India,110.44232639030247,E,A,37.592071109739614,A,108.13645788070735,A,0
None,Christian,Asian,Other,44.287821695582885,B,B,16.720815423005224,B,76.06236180880764,E,0
No,Hindu,Asian,China,-109.17522271257553,E,A,41.23942115550901,A,43.867307905575295,C,0
Mental,Other,Black,Brazil,-98.43399017428793,C,C,46.95152047453347,D,28.732393546227648,B,0
Both,Other,African American,Brazil,-89.3717870675532,C,B,-74.44500675328007,A,-112.21333820202778,B,0
Both,Other,African American,India,65.5779067749269,D,C,65.84913101891078,E,-125.24682394236808,B,0
None,Buddhist,Hispanic,Other,18.272038452587154,B,D,-125.33073174951734,E,-93.13679355365527,E,0
Mental,Buddhist,African American,China,117.53091119441387,A,C,-29.362419184500503,D,-16.698147404965123,B,1
Mental,Muslim,Asian,India,-6.438908108991109,B,E,-9.598819392212555,C,20.349504196995312,E,1
Yes,Other,White,China,109.87170176559611,D,D,-101.22616937569964,C,33.22643144552922,C,0
Yes,Muslim,Other,UK,115.05508128081539,A,A,23.001920230917534,B,58.41193531670581,D,1
Yes,Muslim,African American,China,-133.56780357085526,D,C,-86.22511038882429,C,-36.84915517212182,C,1
No,Hindu,Black,China,-24.609221229313828,A,E,120.39468036673522,C,12.465590724621652,B,1
No,None,Asian,India,-39.62619733222652,A,D,-8.515167874210034,A,132.0824389231624,C,1
Yes,Hindu,Other,UK,142.0030462726369,C,B,70.97377433782846,C,-57.30996784404429,D,0
Mental,Christian,Other,US,215.23648663512796,B,C,-218.18995212402098,A,-57.66005442350492,B,0
Both,Hindu,Other,UK,28.676920201398698,E,A,-1.2930519766943291,C,17.08262599959796,A,1
Both,Buddhist,Black,Other,8.176873818662683,E,D,165.10236084207847,C,71.69550863546591,D,1
Yes,None,Black,India,58.993901008494106,B,E,4.458411314346904,E,-21.654919399071925,B,0
Mental,Jewish,Black,Germany,-30.928485015822815,D,E,-274.19051292944,B,5.064803646269194,B,0
None,Muslim,Other,India,125.65417570589614,A,D,89.775802073967,B,-58.75927194962891,E,1
Physical,Hindu,White,US,-46.3678217055185,A,B,62.477237985961196,C,189.53075564950362,D,0
None,Hindu,Black,US,24.484556674843862,E,D,30.761558981485273,A,-185.07547034401117,E,1
Mental,Other,Black,China,59.119095588011604,C,B,12.092472777825337,E,165.0062023945828,D,1
No,None,Black,Germany,217.0232654290389,E,E,-101.12175034229396,D,-72.30726352325753,E,1
Mental,Buddhist,Asian,China,-215.67759718403673,A,E,51.44116309977965,A,-0.059985448746093864,A,0
No,Muslim,White,US,-81.67380414557523,A,D,-60.10513936679314,B,7.749607523681563,B,0
No,Hindu,African American,Brazil,54.42586518837233,C,A,-89.47959889167191,D,-73.80686210196082,A,0
Mental,Other,African American,Mexico,-85.87994056902126,B,E,63.30925478189003,B,-11.179541864287467,B,1
No,Jewish,African American,Other,118.094933740947,D,D,5.591170419411321,E,-16.08496778866491,D,0
Both,Buddhist,Asian,Brazil,123.65286058914442,A,B,171.02285067860302,D,-101.78391684124297,D,1
Physical,Hindu,White,UK,110.58305282280764,D,D,-81.28784831332435,C,228.11492206330234,B,1
Mental,None,Black,Brazil,-54.367488047504565,B,C,205.1362105254357,D,136.1567489913285,D,1
No,Other,Asian,US,-41.891730028575076,E,B,-131.23627448482077,B,115.90408181974794,A,1
Yes,None,Hispanic,India,123.45904430638753,E,B,-31.637616560356452,C,-25.924055451013007,C,1
Both,Jewish,Other,UK,-147.47453409630918,C,A,261.6707452426503,C,106.4211640855532,D,1
None,Buddhist,African American,Germany,10.322472916868165,B,C,50.38526271529366,D,-181.15352649498803,D,0
Both,Jewish,Black,Mexico,115.34965964893178,C,B,91.45066049309007,C,143.599401981256,B,1
Mental,Buddhist,Hispanic,Mexico,68.65675285948787,E,E,17.24015585458564,A,-1.4563553694065232,C,1
None,Jewish,African American,US,87.0733830061377,B,A,242.21164889957313,A,-60.53605990446378,C,0
Mental,Jewish,African American,Mexico,-98.1696352137276,C,D,-132.52369018393395,A,69.4692207242525,E,0
None,Christian,Black,Germany,-59.185897172217,A,C,-159.86926182354236,D,-45.98406485141015,E,0
None,None,Asian,UK,-73.58000512733062,A,E,47.148975746188384,D,25.38631586068394,A,0
Yes,Hindu,White,US,15.249848742581845,D,E,-209.9502323721698,A,-98.22546328301786,E,1
Yes,Christian,White,Other,-61.23921383245625,D,A,21.220856799843315,D,-99.47748810451273,E,1
No,Christian,Black,India,75.58553029938915,D,A,44.579649812673836,A,91.21394983537196,A,1
Mental,Muslim,African American,Mexico,-79.21033498243129,A,A,-24.459135162191917,D,107.92876858916655,D,1
Both,Jewish,Asian,India,86.42519954549915,C,C,2.2814789684500876,B,-83.2571396156626,B,0
Both,None,Black,UK,-125.4794694202042,C,B,-110.71167746530897,D,-172.5422177416066,C,0
Both,Muslim,Other,US,144.61601706282212,B,A,14.013192783276049,C,-47.011506225411296,E,1
Mental,Christian,Black,Other,-6.301612467711179,C,C,51.24895268536318,B,-119.54641444817649,B,1
Both,Hindu,Asian,Brazil,63.463833338832075,C,E,128.53015085867744,D,178.9870792304732,C,0
Mental,Buddhist,Hispanic,China,62.88837183358667,D,A,118.96890407340375,E,37.371542059664996,C,1
No,Christian,African American,India,-55.8097094548615,E,A,-71.30889796646849,D,57.92594723251222,E,1
Physical,Buddhist,Other,UK,-71.36654694911394,A,B,-97.13798536471636,E,46.87237310695256,E,0
Physical,Christian,Asian,Germany,-195.07480422456618,A,E,171.24056615506126,D,-118.74639952564259,A,1
Physical,Muslim,African American,US,-0.12143622698078717,E,A,43.764436833322954,B,-34.48738652364484,C,0
No,Other,White,UK,-72.96736733982394,C,D,35.781495018114576,D,69.314553126378,A,1
Both,Jewish,Black,Mexico,-101.77004554423196,B,A,-100.07433225479801,A,154.7507625793272,E,1
None,Muslim,Asian,Brazil,19.73280114826002,B,E,136.64279204652428,D,17.630547742436008,A,1
No,Christian,Asian,India,41.80366890747461,D,E,-32.31094737924434,E,-55.78214127721316,C,1
No,Muslim,Hispanic,Other,35.45337546064772,C,A,-9.12787377495,E,158.15160777923205,D,1
No,Other,Hispanic,UK,-97.76046279493174,D,B,157.20245615219187,B,-10.683346300043628,C,1
None,Other,Other,Germany,117.45160566097451,D,D,-44.638133233421144,E,-15.429735134081636,C,0
No,Buddhist,Other,India,45.97558997866102,D,A,-96.31173078387172,A,-110.87209585181559,E,1
Mental,Other,Black,Mexico,51.51885942349041,D,C,-27.4450068690713,E,10.92416024202853,C,0
Mental,Hindu,Black,Brazil,-81.34599895072884,E,E,-114.64904620899424,C,-79.59624381659297,A,1
None,Muslim,Asian,China,178.82891528237977,D,E,129.1189110204901,B,-32.18732506519374,E,1
Mental,Christian,White,Mexico,69.79879261750905,C,B,18.686245345826578,A,89.75402153885015,A,1
Yes,None,Black,Brazil,20.041434007856168,E,E,12.332839461561,C,-45.59346610111167,E,0
Physical,None,Asian,Germany,33.05276465791044,B,B,125.45602522839027,A,65.60058572540437,E,0
No,Buddhist,White,US,-85.41414376486802,E,B,-31.479824013025848,C,99.594340053184,C,1
Mental,Christian,Hispanic,Mexico,22.47490976122933,B,A,40.08902595419843,A,-90.73229959815559,E,1
Physical,Muslim,Asian,India,-36.55547631263958,C,E,106.02782919232445,E,18.55736266002086,C,0
Yes,Other,Hispanic,US,87.15067795934918,B,B,-75.02323643402723,C,-147.50668970560992,E,1
Yes,Other,Asian,Germany,11.630799381393619,D,E,72.54813446479304,B,-108.84180711940097,D,1
Yes,Jewish,White,US,6.55949874460338,A,C,-105.59380465172505,C,-47.76205347176998,B,1
Physical,Jewish,Other,Brazil,38.55902655886224,D,C,-23.085964678337316,A,-59.78800048151059,E,1
Mental,None,Black,US,0.1733795812742052,C,E,-120.74675079671293,E,3.247748269495353,B,1
Both,Muslim,Black,India,-55.60099717335657,D,C,95.76573897471027,A,24.34096148593039,A,1
None,Buddhist,Other,US,-38.24041748784433,D,A,-74.79051364726709,C,208.25155794893058,A,0
Mental,Christian,Hispanic,UK,132.78722236581768,D,A,30.839021393255596,D,69.67780796649011,A,0
Yes,Buddhist,African American,Mexico,15.272883283041505,D,D,-222.77102687987505,D,19.809427900606355,E,0
None,Buddhist,Hispanic,Germany,42.257023536399934,D,C,29.37759088419531,E,288.343407061844,E,1
Yes,Muslim,Other,China,199.33213410016083,D,B,-56.300898549997605,E,-79.48522149221809,E,1
Yes,None,Hispanic,Other,45.68703753075203,C,D,-4.172286293884573,A,28.938374342270322,C,0
Both,Muslim,White,Other,101.52612426497407,B,B,80.23386773456305,B,64.13013567937413,B,0
None,Christian,Black,Germany,-18.911381237539064,E,B,5.426429013678008,C,318.65141219211404,C,0
Mental,None,Other,UK,6.249350660808375,D,A,-34.06484247133965,B,55.85539968008918,D,0
Physical,Muslim,Asian,Germany,-44.902263507924076,B,D,-138.70452352116146,B,-153.0993636184046,B,0
Yes,None,Hispanic,Brazil,24.010458795005473,E,C,-58.85577725877289,A,32.996099681961525,E,1
Both,Christian,Asian,India,-311.23684028441437,A,C,-84.26857263588253,B,48.79686698724531,D,1
Mental,None,Black,Brazil,120.60174073852184,B,A,179.96590686242774,B,46.05773999660215,A,0
No,None,Asian,Other,-33.34383504853556,D,B,30.404392360341078,B,41.26788697416126,C,1
Yes,Other,African American,UK,4.744414168972715,C,D,-111.45038890451573,D,-196.69689770882698,B,1
None,Muslim,Other,China,125.62236734705104,A,E,-125.32892319493799,E,-45.64653607504831,D,1
Physical,Christian,Asian,Germany,-206.31396252604836,B,B,-91.43087401375266,C,-111.6303641911061,B,0
Yes,None,Asian,India,-54.331559278516295,A,A,243.4919991127924,D,-146.004280334417,D,0
Both,None,Hispanic,China,-72.49091560675295,A,D,27.327086048646464,C,-4.9122753899584435,A,0
No,Buddhist,African American,UK,140.3732845447744,B,D,-4.7806808252919035,E,136.4420155710601,D,0
No,None,Hispanic,India,-60.23859182851151,E,B,-171.23872267305518,C,135.95379901647814,C,1
Yes,Muslim,African American,Mexico,55.68195039602056,E,E,88.98041410333613,A,-33.71217610701592,A,1
No,None,African American,China,54.22597083261631,E,D,8.31314176361663,E,-46.41721468132494,C,1
Both,Christian,Other,Brazil,-124.41687881362225,E,B,-65.90474800407759,D,207.5889879972932,E,1
Yes,Christian,White,Germany,115.80027090805109,A,E,91.21757542026022,C,156.83472554314835,B,1
None,Buddhist,Other,Germany,47.62889154747245,E,D,38.50236659568533,C,-47.968817399299695,E,0
Mental,Jewish,Black,Other,-43.29885740113821,D,A,-45.7286714454048,A,-101.72434088995892,E,1
None,Jewish,African American,Germany,-50.85424951998719,E,C,77.75200614543229,A,-38.90693517279624,D,1
No,None,White,Other,20.63496142690115,A,A,44.313515602302,D,-91.84386895213818,E,0
Physical,Christian,Other,Brazil,54.69211647213987,D,B,37.91779401333405,C,-78.08728105705595,E,1
Yes,Jewish,Hispanic,Brazil,-37.39882417011424,B,D,21.255674160210415,C,42.41362842617601,E,1
No,Jewish,Other,US,28.351742518307393,D,B,-21.72391489378115,D,-43.08404682617014,B,1
Both,Other,African American,India,-165.64806705056642,E,A,149.09897141745054,C,132.86003820074217,B,1
None,Jewish,Black,UK,10.28265032425689,A,D,21.29056700412978,B,13.531832569946442,A,1
Yes,Other,White,Brazil,-111.52206135568339,A,A,140.76838752648095,C,-88.85696658430838,E,0
Mental,Christian,White,Germany,60.68093084506428,E,C,-151.4314430734804,E,-75.53747934486785,B,0
Both,Hindu,Black,Brazil,7.8307300041712065,E,A,92.22785968122301,D,-16.35470307489445,E,1
Both,Jewish,African American,Brazil,21.404075666537263,B,C,-11.383328756814528,D,113.47337887047321,B,0
Physical,None,White,India,-65.06667853630151,A,C,90.56849036437629,B,162.11058659077952,B,0
Both,Jewish,White,Germany,185.544619017414,A,C,-10.112983862755682,D,54.99856094668362,A,0
Mental,Hindu,Hispanic,Mexico,70.01915094784201,C,C,-115.44181899546204,A,75.57710359561806,B,1
Mental,Other,White,Mexico,2.1920980108525354,E,E,4.518374260407066,D,67.81494868990563,E,1
None,Christian,African American,Germany,-201.85242880572366,B,B,-31.074223659223875,B,16.83643557212545,D,0
Both,Jewish,Other,Germany,-148.40874195677378,A,B,-22.955270686852796,C,53.761293449961556,C,1
No,Other,Hispanic,Germany,-141.5600440528639,A,C,-5.671504501560571,A,98.2460459086782,A,0
Both,Other,Hispanic,Brazil,98.51291651036584,C,D,5.0912615245625545,C,-17.547765033015757,E,1
No,Hindu,African American,Mexico,-0.1641960866997059,E,B,-38.35105101967657,D,30.809486995348056,D,0
Both,Christian,Hispanic,Brazil,83.59340304340036,E,C,49.80704386137725,D,17.051703269770243,B,1
No,Jewish,Hispanic,US,12.635626703259517,A,C,5.044618755991025,B,-6.054937925857396,E,1
Mental,None,Hispanic,India,75.14898369618801,B,A,-146.3147484751117,A,116.88596963931104,D,1
Both,None,White,Mexico,121.0445111881683,B,A,32.887560058523434,D,141.52928470262117,B,1
Mental,Jewish,Asian,UK,-123.51605346800586,D,C,24.827975474307028,A,39.92128873874826,A,1
Mental,Hindu,Asian,US,-144.04916474453148,C,C,133.28132040974435,B,-93.18589783340057,E,1
Both,Muslim,Other,US,-77.44564119575935,E,D,-222.1826787852296,D,84.35362711696818,D,1
No,Hindu,African American,UK,-70.71695792416307,C,D,-117.46429834084576,C,52.789516426096775,E,1
Both,Muslim,African American,Brazil,160.82304246392187,A,A,-37.881821425779414,A,236.17665796645997,B,1
Physical,Muslim,Hispanic,Other,118.11801726356674,B,B,73.29974521944037,C,-101.44892920363301,E,1
No,None,White,Mexico,-75.18824690738408,D,A,-163.49623025103995,C,-95.77502391069042,B,0
Yes,Other,Asian,Mexico,12.605196024418133,C,A,-234.9232548642844,B,58.01708383872274,A,1
No,Muslim,White,Germany,-44.024612985267936,A,B,-127.41775136357205,E,49.75593273607611,B,0
No,Other,Other,India,142.24034759454284,E,C,36.78083861564045,B,231.85168202982237,A,1
None,Muslim,Black,China,47.55092285417019,C,E,98.98852696246028,D,22.334025081363013,E,0
Mental,Christian,Other,Germany,-131.56272194512232,E,D,-7.785465172572316,A,63.629325644298326,A,0
None,Jewish,Other,UK,195.39383471347577,A,A,147.5400599554252,C,74.00243897410625,E,1
Both,None,Other,Other,-17.318749723263725,A,D,-106.72331250991351,E,-1.4104080547289262,E,1
Both,Christian,Black,Other,100.52350742612828,E,C,-38.90687908458498,E,-20.873711718701525,C,0
Yes,Christian,Hispanic,Mexico,-80.08480102815965,B,C,140.85571987327435,C,-52.14469933527652,C,1
Physical,None,Asian,Other,113.55778871267732,E,B,187.91852815201085,A,-11.734765961375262,D,1
None,Buddhist,African American,US,122.62878451410286,D,D,-91.47617992628821,B,38.11908874279789,C,0
None,Jewish,White,Germany,-95.64123213366031,B,C,-68.6483800100222,A,-147.3649622860377,C,0
Both,Christian,Black,Germany,46.41210801527747,C,B,55.488140660900974,E,205.37507266829516,C,0
Mental,Muslim,Black,UK,272.56226514430796,D,C,137.55284574342946,C,100.78139819711689,B,1
Both,None,Other,Brazil,-77.79730674676316,C,C,-3.654363543511465,D,144.78039083350382,B,1
Both,Christian,Hispanic,Mexico,-64.45832580359189,A,C,62.51473288100997,D,-11.440927174706957,E,0
Both,Christian,African American,Mexico,136.8235717944491,C,A,-23.09757707407499,E,29.401329278604454,D,0
Both,Jewish,Hispanic,Mexico,92.41506174050501,B,A,-196.70425173849318,B,37.65108647600172,B,0
None,Christian,Other,Brazil,98.44849872132943,C,A,34.29393814757653,B,9.856821964457358,B,0
Physical,Buddhist,Asian,UK,-115.13565553903607,E,B,-106.4430286118881,D,-126.40660616095872,E,0
Both,Christian,Black,Mexico,35.3712154783343,E,E,-89.33935323855097,D,-77.10457462673456,C,1
Mental,Jewish,African American,Brazil,-102.18860288922986,B,E,-69.55025052298976,A,-3.6664446417304952,B,1
Both,None,Asian,UK,-59.99297014618199,C,C,-53.55931751476071,A,-64.10831363363168,E,0
