orientation,age_range,Nationality,Gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Other,26-35,Brazil,Other,D,-57.643197640457956,E,B,-31.604677508905855,13.961685912468907,A,-19.08845726630389,119.44229494208783,-93.05770205268301,97.23076862616816,D,-1.829952835177703,A,45.26899027629695,B,A,C,-126.30660895930444,0
Bisexual,18-25,China,Male,A,-105.55318149577803,B,A,27.676792601208938,18.771462104861364,E,-83.61783256334024,20.1667560199603,-17.762568697637366,121.49212816454484,B,-99.07917009814615,C,-120.14071841342877,A,A,C,-234.7991568490079,1
Heterosexual,51-65,India,F,D,48.16951767691824,D,D,35.26016966912593,-171.89872023284946,B,12.764199690694578,-53.75333792973479,99.13653059717089,-51.7986003091357,C,-5.144455705436381,B,45.07801361611824,D,A,D,56.20240019239557,1
Heterosexual,65+,Germany,Male,C,125.94744867894208,A,E,-33.58852000062056,83.57986345855905,B,11.661628085687337,8.628540073860364,-120.49274626563265,-45.11811987670771,E,-36.10626958630546,E,-64.19208160690543,C,D,D,-107.84791066374868,0
Bisexual,36-50,Mexico,M,E,6.540341525386582,D,A,-3.5491227541813024,-107.55530552002786,A,-195.40730576695645,115.7675843074435,-84.40858947681879,-146.64982381419443,C,-127.46939203491405,E,-103.27440136282019,B,B,B,-2.009391768409485,0
Bisexual,65+,Mexico,Other,D,-175.94767103976722,B,C,34.17617895310458,41.73935454382659,E,-44.56870314013689,138.32295149979214,-69.49915806407957,-89.44439243366989,E,-27.06103747540895,A,-27.2465424080719,C,E,E,-111.95713058191521,0
Heterosexual,26-35,Other,Other,E,-7.493049792721185,E,A,-86.64307590325522,3.4890774294876956,A,213.64131107127892,91.34058182992071,51.44885050596972,199.0470711676241,E,25.792729312538302,C,202.2521400835871,D,B,D,1.7930944538670963,1
Heterosexual,36-50,US,Female,D,-60.75109204310395,D,C,-65.61375918870027,3.381372699213702,C,63.473409128975334,129.40377371217002,45.38094139807379,-252.412343074213,D,-35.176700728713875,D,-145.6073776448189,C,C,B,-167.123547259341,0
Heterosexual,18-25,Other,Non-binary,D,-35.823200514726324,B,E,154.94902416912743,69.04459287178425,A,-111.14515921248665,17.321835665881018,-92.11229334247889,-15.665820585322617,E,-0.7635604965910713,C,63.18656109218143,C,E,B,144.5996332820859,1
Other,26-35,Germany,Non-binary,C,-7.2436213573530726,A,D,-90.31270322872838,-104.68110701084257,D,-77.94741266126599,-72.63561764673013,48.729952501174736,-6.838352059795544,A,152.2443030269314,E,129.06863110174402,E,A,A,55.290362552742856,1
Heterosexual,51-65,Brazil,M,C,44.00182296285837,B,D,-33.49002879462451,-3.5563219462244473,B,124.51871372498684,199.3024440900076,-51.80592202395904,-210.2869281423191,A,61.16555391665882,C,-74.73983724687541,A,B,C,-43.24824282872794,1
Heterosexual,36-50,Germany,Male,D,-10.97616004483008,A,D,40.347892855086776,-33.720810933201825,C,-56.32460898424602,-6.8633118074392,59.19750927101817,103.27328323310412,B,-81.8144683863674,D,20.351640142352196,D,E,A,-38.03722278869879,1
Other,65+,India,F,C,17.081747357520292,D,D,-141.04066103160923,156.9143787880739,A,89.98830177129625,27.357523689333753,18.273188261208688,-75.31620587738819,B,29.804742357404557,B,-25.88651123543585,A,E,D,-117.56493206094407,0
Homosexual,36-50,Brazil,Non-binary,B,23.272489860521738,C,B,-26.56249734962408,-173.48978346868944,E,-21.43775605080835,80.08080868383213,-21.33225904430921,168.85035268633868,C,-50.44959388780848,A,-88.6124097340651,C,C,E,52.31101429737637,1
Other,65+,China,Female,B,-38.089184600723286,E,B,-154.83207963426452,166.2628702315079,A,153.2632299596573,37.19111584086117,97.53845624440885,-80.6397301709068,C,63.39037276703004,E,-35.42461729080026,B,E,D,153.50785786747053,0
Homosexual,26-35,Mexico,M,A,58.73198806642835,B,E,-27.528333209197747,-113.84706608165153,D,-44.21291274413192,-54.13808286797488,-56.42887588935493,-119.86850726238289,D,-95.9527964006803,B,223.12368201607075,A,B,C,133.35368114126663,0
Other,65+,US,Other,C,97.18446198330508,B,E,-109.20891341259565,-0.6739295281409508,B,112.38076286741057,22.757850651151987,-28.913016436809958,66.48372154636394,C,-23.169194838968863,D,-39.61505289590409,D,E,B,-71.50711880800533,0
Homosexual,18-25,Brazil,Other,E,-65.85399457409204,D,B,137.8840606727099,-14.54582559593353,D,-84.33776890674949,-79.09417804348234,54.860073427323975,126.212536829061,C,-59.54854006129248,A,-106.5520887367421,E,A,C,80.20328644351311,0
Bisexual,18-25,China,Male,A,-88.43266363369474,B,A,-93.01009680859991,92.21660007188032,D,-70.66186835646374,89.8991252375398,78.35400186752722,63.61538988313005,E,-11.964230083268136,A,96.27106638728536,B,C,E,-71.82363967072145,0
Heterosexual,36-50,Mexico,Non-binary,A,-77.64781593279147,D,E,86.71608964140945,0.15669258382188825,C,177.76261960832073,-59.06723701843034,-43.83371488467909,-225.6321814786792,A,40.74223313933396,E,108.07659984817239,D,D,B,-16.945226342878346,1
Homosexual,26-35,China,Female,B,59.90892055976648,B,B,66.25269309575049,55.75375696617,E,-30.909225927204183,165.1670526977333,178.2980456241635,-180.62714605104662,C,71.61710099526401,B,-81.8256678405391,A,E,D,34.60243660310013,0
Bisexual,51-65,Brazil,Other,A,-139.1243967693319,D,D,-144.2789889573371,-99.43736531314885,C,-43.87220845419258,-8.256949774148895,47.602211852102464,-92.31782829206048,A,-196.99703732399928,B,151.07314767660705,A,B,B,-83.12635130630849,0
Bisexual,18-25,India,Male,B,-12.77414716406755,B,D,71.34559603468342,-70.27395862741957,E,-65.01248378169736,-123.18783021989867,-52.52912953379716,-39.74595699773339,E,35.92728724879503,A,89.82067039364114,E,E,B,23.88507671115327,1
Other,26-35,Mexico,Female,E,20.78081879582813,A,C,-4.068038148299488,114.75139640265628,E,-53.151952752010224,-18.02734899574885,4.7930381509257245,65.70399829978632,B,166.50309383563825,E,107.6156504967734,D,D,A,-74.32116873554509,0
Other,36-50,India,M,E,88.48039832829693,D,B,-127.87379646401608,32.06755757104619,B,44.741748685028334,0.3398861598972079,54.79355953997332,32.03388931732996,E,111.73217916510512,A,-53.547376778435506,E,C,B,-87.48648361441175,0
Other,65+,Brazil,M,A,-154.0660819072505,B,E,158.46749084486288,-54.12601557775366,D,16.70123930065242,-161.68261952466855,-84.4288052546428,112.27242626638711,B,47.70466095829251,C,130.52488569873097,E,E,C,24.79551742036657,0
Other,65+,Brazil,Other,E,125.32446286775966,D,C,-22.979251760524054,172.93684543698745,C,-9.127644853881012,12.080744561385726,128.18995940803072,70.79771614717187,B,-218.7956928997275,C,-45.77350346018966,C,A,C,-76.71136556983045,1
Heterosexual,26-35,Other,Female,D,-101.54465869481373,C,B,152.68219463989413,13.002597748421781,D,-152.12000710487982,-4.281414312188243,-61.15317122363352,-96.84203854434274,C,36.163904182418065,E,79.55870202594022,D,A,B,84.68559093155956,1
Bisexual,65+,Mexico,Other,D,21.24989677983546,C,E,39.2083705554833,176.00572528052047,D,-71.21754615715545,-18.42070724214979,-83.54945362282774,-111.2691119143525,E,209.08344322815253,B,-35.81149863774233,E,E,B,108.69743669183036,1
Heterosexual,36-50,Mexico,Other,D,-130.27525567410478,A,B,198.21843847990414,-1.1213729793378582,C,-62.4512875637029,-196.92745467166253,26.927660911625466,32.113904655068076,B,117.18392939775283,D,-37.39392641950259,E,D,A,-138.45783737866861,0
Heterosexual,36-50,Mexico,Female,B,-74.08300160944201,A,D,-55.438642508446826,-37.698512083384436,D,-22.6404072466437,-28.330173189068258,-100.87969412271845,-47.11392388963235,C,158.46551307652638,E,21.375158453987495,B,A,C,29.128411560070333,0
Other,51-65,China,Other,C,329.3383283520003,E,A,-91.10500453140196,48.21662254293529,A,47.2022264337994,7.689257310149779,-174.9400358485358,-83.86305977787151,D,141.42974892667667,E,-147.20683918638863,E,B,E,-8.375243472195972,0
Bisexual,18-25,Other,Other,B,-171.2545699172693,B,D,10.000896926104302,48.411487811923784,B,-147.1300010369033,62.57325072941977,196.56244706629434,-8.264235953360645,B,-9.990817694400185,E,-25.68438791895723,C,B,B,-50.715322289491716,1
Other,18-25,Other,Female,C,95.89903053361867,E,A,-11.955324606254889,309.74570321182205,C,30.72613283745838,45.40382875837872,33.18839517607578,132.0696610871262,D,51.1114849867559,E,45.13902545536617,A,C,D,91.66793159553086,1
Bisexual,18-25,Brazil,Other,B,30.884396726490333,E,D,-230.939834790686,163.77417526147795,C,176.94012614420885,-69.2775470507925,72.42273223673308,-225.15299872108216,E,45.906575061769985,D,28.63098311768982,E,E,C,23.42337922458935,1
Heterosexual,51-65,India,Non-binary,D,-111.39727753938237,B,A,51.8613293058961,74.74763523331458,D,-43.704205491623995,-66.7412731104884,-162.79280716214848,-78.50020134346286,B,-87.56536035201144,E,-96.40355707743478,D,D,C,-98.86815945407754,0
Other,36-50,US,M,B,36.24026084235253,D,B,107.06062921765889,61.6578127769591,C,-163.60308294967558,-10.264305793884938,-136.5579061641069,16.873365573620443,C,-63.72867507066968,E,-171.28300453257447,B,A,A,24.073852562818264,1
Homosexual,36-50,Germany,Male,B,-238.0906319198815,E,C,39.96433578184148,124.51049242800035,A,-83.26739971696809,-5.85805699674188,-137.6659835657635,-16.302903590642096,A,-28.801189606553734,D,122.69289244213182,C,E,E,-101.86473695714395,0
Other,51-65,Germany,F,E,11.264768315621007,B,C,38.77626683775446,101.98265946872024,C,63.94258905499137,92.02236691681549,120.93242437312972,206.07334689139725,A,147.6816448371748,D,-43.902775378677475,B,A,E,59.13459514609838,0
Heterosexual,26-35,Other,Other,E,18.48783751583953,D,B,5.461191547581973,-91.03282191273114,C,23.06923381419743,32.302922673268355,54.68489340297488,19.684106980803982,E,-93.71964892303833,D,-71.99238598627909,C,D,C,35.29048784293593,1
Heterosexual,18-25,US,Female,B,85.31475502539774,A,B,-100.10005867867915,-137.4979427741963,D,-166.73955898790615,-63.23808410434838,-33.20065479097224,69.90388160829885,D,-95.34765420267287,D,113.32423372439906,E,A,A,8.64918097013531,0
Homosexual,18-25,UK,Male,A,-32.38775038246875,E,A,86.87615928335349,174.6038414139771,C,81.01232889639631,76.73380711177249,16.36271598320987,21.320387714805705,C,-7.898398283834933,A,7.644966003992145,B,B,A,104.63516791393724,0
Bisexual,65+,UK,Other,B,-39.54422979225985,E,A,-119.8715259956189,54.35197870123045,A,43.125209998977674,-150.97968559190343,-2.2344548336701004,-31.272330353623733,D,-56.4994255047921,D,107.59721364608292,A,D,B,-207.46338472444145,0
Other,65+,Mexico,Male,C,22.699223910591407,C,C,37.45374644684741,2.3506273972265848,A,126.15290099172474,-113.17465793541437,-34.403862260692726,-93.50299070832996,B,-53.664733768498394,C,-27.445085124806994,A,C,A,-5.612871188052577,0
Heterosexual,36-50,US,F,C,-116.66176269088922,C,E,41.57893868277869,47.27633807459765,C,-99.15957782566366,-80.96259965911106,33.21475274146516,-10.524050785135929,B,52.21059971109301,E,42.166276196923604,E,C,B,90.75358213697525,0
Other,51-65,China,Non-binary,A,16.549280381460655,D,D,-101.01919366624008,4.767395526975505,A,89.07228165084275,113.09383956449545,11.688609433397023,-97.0569931819422,E,25.27090450498469,A,2.428961152731551,E,C,B,62.18742097151372,0
Bisexual,18-25,China,M,E,121.48808508219035,D,D,210.66861381987482,123.03126869590008,D,116.59075823886712,-58.9660376286405,-12.410355625649018,81.78995730762348,A,-99.06022255351513,E,154.31895678259298,C,C,B,-59.370185573683486,1
Heterosexual,65+,Germany,F,C,17.49989506062671,D,E,243.66090106923258,-100.60473566116413,B,-113.02113974606397,32.891216938618314,-125.01949144644766,26.703859730768887,C,62.114907550336916,B,169.0964836061662,A,B,C,-101.80592427538575,1
Other,51-65,India,Non-binary,D,-54.16940379637002,C,C,110.8072990046614,-88.24331018701439,D,197.7116255053165,-65.77909335917887,41.47022721098252,58.916355566695614,B,88.33911790359666,D,101.29872832091903,B,A,A,9.603463440039265,1
Bisexual,51-65,Germany,Female,C,-113.70987039892636,C,B,-95.579786862285,32.81224345041563,E,69.39479023229728,32.66983488273313,225.75091725260293,20.281945627904747,E,13.093750448724082,E,112.53627841720102,D,C,E,0.6879428478192322,0
Heterosexual,36-50,Brazil,Other,D,-11.480233228921565,A,A,59.18501767528019,-131.48420967152052,A,-241.24798139707764,-15.105738589483215,-61.148214490136276,98.29922059627113,A,21.3746966119679,D,60.37534792122797,C,C,B,-14.960470596023656,1
Homosexual,26-35,UK,Non-binary,E,-89.02527957890992,C,A,-24.7764368625111,-134.47546089346196,D,153.8395317674013,195.83238200708155,-51.397365534277384,-50.90709943414621,A,157.3099444317497,E,232.71239650205538,E,E,A,157.95831639453147,1
Homosexual,65+,UK,Female,C,-45.363540496186694,E,B,38.14193248462656,-34.86734478197724,E,-21.564205087083963,-6.858744501150256,-86.01079033215998,110.57543750059334,D,97.25770428860557,A,-37.50698850449282,A,E,B,64.52416544275484,1
Homosexual,36-50,US,Other,B,5.37833717415838,D,C,-139.42289630649375,-62.202866342539394,E,-63.68852714139164,-20.182550186483965,-50.831104904149804,137.85678358040386,E,-75.6092193864181,A,-94.18214690859794,B,B,B,-30.160509319092917,0
Homosexual,36-50,China,Female,D,-76.2903652443478,D,B,40.541600903218864,18.118245730454756,A,-122.41706793262364,31.62478976151619,-86.91850152470187,-178.29717176273056,B,97.87618670863624,C,-5.320563743386552,D,E,C,51.127710524236505,0
Heterosexual,18-25,India,M,B,-68.1309523786788,C,A,115.74000020284083,-79.44247906569258,A,-32.64571682909116,205.13902258296037,-14.184299689598005,-41.43124730886189,E,71.34034724922522,B,2.307345270522634,C,B,E,-136.61186968947874,0
Bisexual,26-35,Mexico,F,D,-18.365734110052145,A,D,-226.74578916584892,-10.673686903170413,A,-13.024519735028756,-149.14912164211788,199.38751774240063,-37.25687646793418,E,62.97897189898887,E,114.32389798562816,A,A,D,77.45898177170956,0
Bisexual,26-35,US,M,A,-152.3958389122484,C,D,131.75999301035105,-33.64734548583081,E,-81.29616821294003,11.390962843927193,23.06834964436121,-298.4538653420705,C,-71.94551936376166,D,-10.864056281700995,A,E,D,39.973234505984486,0
Other,18-25,US,F,D,35.772120630821966,E,B,-12.89831159037195,127.71839018229096,A,59.69289861926923,-178.94085438692434,-200.86658679895027,87.45135852880865,A,-54.301773746538615,C,121.36663230461897,E,C,D,114.38619272295416,0
Other,65+,UK,Female,B,-95.43141513728463,A,B,216.78297905086308,76.22282937403698,B,222.7368299562689,40.769971559657975,66.20029358361444,-18.90098173995147,B,-157.3981474087657,C,-70.90590019659889,B,A,D,-10.636841481995628,1
Heterosexual,18-25,China,Non-binary,D,-51.40147857402283,C,D,170.46364062619148,-200.96522675264293,A,-92.78773486600028,-14.025219801007813,-50.623033315052645,50.27903769300364,B,-102.29094896394729,A,36.10687299380933,C,C,E,153.61145638934025,1
Heterosexual,26-35,Brazil,M,D,-137.95291462351912,C,E,68.12806923625851,-19.68285421469813,A,-20.77608050897474,-63.558182227225956,22.236225629662272,127.05981874414618,C,99.48108665018121,D,118.37072875457308,C,C,D,101.31025836948679,1
Bisexual,26-35,Mexico,Non-binary,A,-14.66298221565438,B,E,-48.39586911948784,-38.796165230520806,E,83.05980180008365,87.77923228595081,-117.61685324940348,18.695061402648705,A,-1.1895301719006954,B,-64.78076083010804,C,C,D,19.62396522548086,1
Bisexual,18-25,UK,F,D,-13.342776317902603,A,C,-17.959819855278177,59.10402520517064,C,26.978942319912484,-18.093912974158425,19.86906274990297,114.19541677342113,B,116.6393278923304,C,77.1853723487117,B,D,B,-89.3006769832605,0
Bisexual,65+,Other,Other,D,-14.02720228870408,E,A,20.9986929278649,145.1141961087535,E,-23.03161794652436,-5.993106249446986,-134.6592296927136,23.3711731907685,C,54.81447286674241,D,33.342087216770864,D,E,C,135.87139145102822,0
Heterosexual,36-50,India,Female,D,-51.878455159274814,E,D,121.11616057412718,-47.62739076400649,B,144.90104897055593,45.603955694756756,33.52542822815879,31.331481604785267,D,-80.52883280420333,E,-119.89284075951794,E,A,D,38.073685991101016,0
Other,26-35,UK,Male,B,50.64683435647621,B,E,-26.008322966134973,95.24305635621755,B,-105.20943176901861,105.14058708934914,-35.87798829445188,13.938603823186115,D,-170.57187855741236,D,-9.115865371281325,C,E,D,-2.62602509038611,0
Heterosexual,51-65,India,Male,A,-93.88439252839105,E,B,94.35612938010138,81.10564185811486,C,-5.538093970026806,-5.744601840170614,37.51584631186034,34.49068700310104,B,113.73794819599658,A,126.60629538807346,D,C,B,39.6273550464312,1
Homosexual,36-50,Brazil,M,D,-144.22648580951318,A,E,-41.82199433304539,59.35020585128079,B,96.39732070529939,-58.192354514086375,-37.920320095757745,-118.19450440592819,E,-36.20930474675282,C,172.47450700121686,A,C,D,-18.13755698237078,0
Homosexual,26-35,US,Male,B,-34.341008829394895,B,A,69.629295091172,20.762832147655967,C,-183.64030703424586,33.59861286455843,-88.0538827962083,-63.915696868134134,A,-101.80119290277557,D,-87.37889852410466,E,E,D,68.06787575717854,1
Homosexual,18-25,Mexico,M,A,-151.88502120789676,A,C,-1.967562448223515,-153.2124713317577,B,-87.07877531552148,-10.761618195272879,-77.61549450931385,39.235737314059655,B,147.33038744401173,E,-39.760696980826275,B,E,E,-157.379453863522,1
Bisexual,65+,US,F,C,-99.52457659919752,E,D,226.54218255198367,-202.50349828421236,B,85.600425622392,204.93743505842468,135.383317756669,-142.70540820665533,B,-149.01623785349125,A,-61.13281293945837,C,B,D,-18.16643973836281,0
Homosexual,36-50,Other,Other,C,310.0002947665718,C,B,42.549036366224286,-181.18388162626158,B,-124.96700414218832,-89.21707094618347,91.12144784554411,-24.998017359477544,E,-91.21519913588418,D,97.32402036419951,E,A,A,-64.41178958922089,1
Homosexual,65+,UK,Other,A,78.66893412800391,E,E,-39.79293989306463,-151.96037803899168,D,197.79224199730157,-73.5382044438518,92.37905246561652,-119.959110649058,C,63.99601633017924,E,248.72487727631062,E,E,A,50.72617797489005,1
Homosexual,36-50,US,F,A,-238.09745868399662,E,A,27.693713802403476,-162.5143589174594,C,2.3472650664986885,-100.96499921164515,-189.88102316902444,64.13981604537523,C,-147.59360591853772,B,-65.17175901090695,C,C,E,106.349223020423,1
Homosexual,26-35,Mexico,Female,A,-5.576032091286163,C,D,-40.17062011369555,83.20673025722533,D,20.804415776310613,221.54454305992112,108.6500562348481,49.25821592854118,E,-6.080770173312904,D,-141.62605978964388,E,A,D,-41.409902383050266,1
Bisexual,36-50,Germany,Male,B,30.881006871515122,C,B,27.806067963689806,14.923024715440397,E,-36.611568402099806,-69.1917850048987,-38.175042782011595,68.44660860109532,C,-77.53699030836552,B,-34.63641656737032,A,E,B,139.84583747726543,0
Bisexual,65+,Mexico,Non-binary,B,-57.215067189766025,D,B,274.85269915048826,-42.07410224911695,A,-76.91651810291276,174.94145884526188,-58.35405998302187,-10.568558327141812,B,-81.39349415736508,A,14.375871375112768,C,C,C,175.51492831731125,0
Homosexual,65+,Other,Non-binary,C,-128.0385455649561,A,C,-1.9424639062306979,75.30080037084315,D,-99.9555015491838,-55.992563261829034,34.54532120166643,-17.938822819417425,E,-24.52442212002878,E,-1.5715820854673614,A,C,C,-30.47197986180963,1
Bisexual,65+,Mexico,F,C,-70.86373527008142,A,A,22.642890828448234,82.50160751652668,D,-185.61157947784002,17.512294654405817,-49.98313518730194,118.23842344749922,D,102.513515267168,C,98.08736699525159,C,B,A,-20.34551177501166,1
Bisexual,36-50,India,Non-binary,D,127.9004999223473,E,A,117.79239324158155,18.538309928754316,C,-83.8890987763267,-18.689893797736076,82.76314290181492,158.90716554007193,B,-74.44068884237711,C,-69.73119985692055,D,B,B,105.96847516483491,0
Heterosexual,36-50,India,Female,A,-37.634217935118535,D,C,-115.660425756703,121.12786956727174,E,18.71485095219744,19.886815572695387,1.8569654802391546,-178.36359488096417,A,-46.26368047513907,C,-148.94970916826856,D,B,A,-29.67364533472012,0
Bisexual,51-65,Other,Male,A,-125.84847163952091,E,A,-54.587049148788815,28.022992038566592,A,3.2643285574391245,36.48666002685215,-121.82015519238448,-237.53184111883084,B,-100.49422439123529,C,-289.21779921174857,B,E,E,-156.1032447471792,1
Other,65+,Mexico,Female,B,102.88595942082787,A,A,-184.9918439234527,137.00190623727767,B,112.16956754709595,175.59561388309916,152.73625301854082,-84.39182345373916,C,76.55803311791114,A,26.639019075742677,A,A,C,119.92377038139534,0
Bisexual,65+,India,Male,A,76.15352645654667,B,E,7.784353466724789,174.0156691406017,B,-29.092873006853797,-93.73691225458775,-37.07833249588478,94.47842610440303,A,-83.23511428522498,C,-23.867247631569573,C,A,E,1.1643482744166516,0
Other,51-65,Mexico,F,E,4.924109789104942,C,D,-1.8390297722899411,12.316949540720255,B,-48.50329089632262,-92.49852439944631,-163.79760890332594,132.7910774300487,A,-146.19663633581158,B,-80.10420003491805,E,C,D,-52.30524534044606,1
Heterosexual,26-35,China,Other,A,-23.134027615528964,C,C,-117.30474523344212,36.83224384956718,D,-138.1892751468966,-88.74798029870648,-237.00771811688264,-70.02737221229613,B,-14.509164930717514,E,-49.69498946084979,E,E,C,-89.35542296089312,0
Other,65+,India,F,B,11.916839364187945,B,E,69.51953428906366,104.82218768748461,D,-8.493076215711673,-114.32240779067746,212.2954763881955,50.98292614579938,B,-44.43670458175202,A,76.23273087093428,D,A,A,0.9839105738712104,1
Homosexual,26-35,Other,Non-binary,B,49.70697408416104,C,B,-54.33559052703592,56.82074729792127,B,-134.19217341367496,69.13424278660702,-71.01914474866587,-150.57009920689444,D,62.40404577213946,C,-89.77124145528796,A,C,E,1.8604739240197394,0
Bisexual,26-35,Other,Other,B,-142.26061030087888,B,A,24.207623064717954,98.68601171498905,B,105.74705061623489,-0.24054863007330632,39.86081357332048,135.5530283280919,A,64.04120941140933,A,102.1157872506846,B,B,C,65.76785367972793,1
Heterosexual,36-50,China,F,D,34.85083827385137,D,D,11.4308961911838,-62.7800230795922,E,137.92198123502607,-26.182322146228763,129.10106393093562,-55.39868267001435,D,-67.08437237296796,D,115.17924110628368,E,B,A,116.81957228654618,0
Other,26-35,India,M,D,-60.83057516653223,A,C,170.821053969007,-36.50866334215127,D,33.18997655690643,-172.40214128848476,-11.587341981818048,274.2651220568596,E,-158.65622873631537,B,111.06387839827742,C,A,A,171.49011960613342,0
Homosexual,36-50,China,M,B,64.12532323792726,B,A,15.522286818760014,57.27573810500394,E,108.92150912219851,47.26699075954801,-124.33405735661354,107.31171408206323,B,20.145996659180966,A,-21.573199574790934,B,B,B,-132.1401467745303,1
Heterosexual,18-25,US,Non-binary,E,5.0646129787847585,C,B,7.672990118702431,-126.61301404784535,C,-150.96603661470255,-62.94233646581365,20.22034605753724,54.45129070756878,E,106.47035160369849,B,6.719874380395454,B,A,A,21.16233643277102,0
Bisexual,51-65,UK,Female,C,-126.20450966778422,C,A,88.00568015558612,-127.59583397078002,A,27.386928306920538,45.897243756856106,59.65620376907314,-46.815287640113354,E,-132.25170509334254,D,87.52639239878293,C,D,D,6.694653871116812,0
Bisexual,18-25,India,F,E,77.84539528123972,A,B,191.34124256815014,-11.203000683764472,D,14.967315888245485,-28.954141073706026,1.4371211569002662,-9.584390753546716,E,-107.32366213188378,A,53.976596530278755,D,B,D,18.829896664535063,0
Homosexual,65+,Germany,Male,C,12.050223182986581,B,C,95.35266451263051,4.007858209900898,E,22.276119538592376,-71.39225719122618,-62.11150149389118,210.1639190011455,C,18.702603073093943,A,198.84676814051068,A,C,D,-119.96214477124624,1
Bisexual,65+,Other,Female,D,-210.42341224052583,A,A,146.03810383784818,-83.41501487945689,A,109.36513826940792,-53.65282170335741,56.87879212306285,-165.43212620168515,C,-240.3385231214734,B,-97.74186728663122,D,C,B,24.04123523041048,0
Other,18-25,UK,Non-binary,C,59.5677342542897,A,E,35.01562008501195,-144.65751092331288,B,-149.58421023268627,92.03939279756497,-158.34155797033105,64.20285829665792,D,-8.685799688392104,D,44.946916043207175,D,B,C,148.49175794808815,0
Other,36-50,China,Female,D,-115.3649480932607,E,A,25.79295844105131,-85.05010128290044,E,11.790950553501872,37.89601974557556,23.367735575673617,32.77447808128886,E,69.79309593094042,C,27.657605106429457,E,B,B,65.33001335546315,0
Homosexual,26-35,India,Other,C,-3.0134074979842147,B,B,57.53697334859096,-42.883974888654656,A,-37.530827867719154,68.34370504294476,29.159577765013033,101.59378550343597,E,-126.32234972306466,C,52.298739173087405,B,D,E,156.76809215601187,0
Bisexual,65+,Germany,M,C,-176.43737777478572,B,A,29.278928954562254,-154.55340711008643,B,-26.571601414120266,-65.42999109739196,-42.148770867741305,277.5472953227509,A,-140.5183484116392,C,-188.4961209735714,B,E,A,36.92777373635607,0
Bisexual,26-35,Mexico,Other,B,42.46395720437322,D,D,-220.52733603476696,-85.58411447590359,B,101.24570021281176,63.43508970313149,24.103957961790133,94.6977437699547,A,115.9285663792693,E,146.62469424522726,D,A,B,25.93676837816571,1
Homosexual,65+,Mexico,Female,B,183.07196325470755,B,D,-34.66944260684536,18.974697999507473,B,75.67113079689634,67.65698182968755,-129.0529278669196,56.17222782970296,E,-143.52828650954166,B,-58.16154876479087,C,C,E,-90.43269226047774,1
Bisexual,51-65,Other,Female,D,-41.52639207037462,E,E,-158.96948616541937,-165.88604802280406,E,54.29852820180711,-113.81429455574505,-24.150418979312462,33.24995819880689,E,-90.41698067593474,B,-56.47419398208784,A,D,B,57.44435277892268,1
Other,51-65,India,F,B,-149.2646396226082,E,E,-45.85458377699522,-31.706001836851655,A,-0.41180689455822417,104.40084020491352,-82.05846640768858,-107.3906942207971,A,-78.15735867861153,A,32.16411915994234,D,A,D,-239.51789408419617,0
Homosexual,26-35,Mexico,M,A,-86.75466319365479,E,B,-70.44008315742325,-195.68755525886928,C,-33.97387138774202,171.31086664781654,128.85160059399058,-210.92866657610875,D,-174.7089689091054,D,3.964815217334093,D,B,C,115.2927864939776,1
Homosexual,51-65,UK,F,D,151.42742765690878,E,E,-120.68820431244708,-58.63630072736669,A,203.87152376842312,199.31862113096724,70.04588504610571,-134.55293419680297,D,-179.73455182144272,D,-108.24693268282664,C,C,D,153.55646102773184,1
Heterosexual,65+,Other,F,B,11.923815980226673,C,D,61.79646171958242,-42.794010995076256,E,-123.68474376367445,122.2358493636124,6.351666079390082,20.594044858769976,B,-39.545325016463224,A,124.67926033695991,C,D,C,-3.261647562666407,0
Homosexual,18-25,China,Non-binary,E,28.799230290844008,C,E,90.86452703703604,64.71881217859809,C,40.302416527132515,233.55595664215664,-83.67607915149131,-142.71088185959678,B,91.85428911483515,C,-97.2114285938084,C,A,B,-33.11556099878394,1
Bisexual,26-35,Other,Other,E,-136.7903403910522,E,C,19.925345565185193,74.3176722273952,A,-54.86294176433976,-177.94833318744264,9.112687121478375,188.25359984018795,B,43.79471179152122,E,86.76252607105586,B,E,C,-110.73671880029119,0
Homosexual,65+,US,Other,E,-4.2757910361842,E,B,73.60795680072924,-47.142808039443665,A,94.86408641166709,16.89163744649865,-276.63178735491584,-173.29917121170647,A,-29.80186020824401,C,-39.2356859110526,B,A,E,125.27945765640392,1
Heterosexual,26-35,UK,Non-binary,D,91.54300575330443,B,E,-51.93336086417285,19.67482645593388,B,78.82998694979787,-28.502034757432703,62.88461002260082,70.65626011149364,C,-5.354087920044748,C,106.7138371336029,C,C,C,30.111680348818265,0
Other,26-35,US,M,D,-83.23983461678732,B,B,108.35334381065236,-22.55903643131315,A,-25.54549559218946,15.936302643416791,146.09629490309896,-88.86235255793878,A,117.1301526256347,D,-116.87761977506513,C,A,A,-58.64495017826103,1
