Gender,civil_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
F,Married,C,E,E,86.43003240213213,B,99.61161873402673,147.6808593459986,C,164.82015611236412,D,-13.7085353268495,A,B,-29.474729285238478,E,A,-123.26586780212332,-102.8080040849311,10.322304907550055,0
F,Married,D,E,A,-9.726062984863331,D,-80.41940182882297,-129.52258227417332,C,-89.26919532770296,B,-140.69260494650842,B,B,140.49122694264295,A,A,36.028579868309954,-191.6958342657131,129.54884732290105,1
Other,Widowed,B,B,A,-93.8876653488013,A,-46.91081015521847,-11.106423589126207,A,158.15218962299517,D,44.081617589080565,C,C,27.843316332904678,B,D,125.41433391465888,167.43727774869274,79.76057308026758,1
M,Married,E,C,C,130.04582098324406,B,-121.55754902241844,146.13853341470343,D,-151.70232915791578,A,77.31588236201074,D,B,-183.5226642246746,B,B,117.82676070513843,32.69919537784733,-98.69543237430048,0
Non-binary,Single,E,E,A,41.12731024764601,A,-29.309116149316495,12.788036879812312,D,156.90704164931248,E,-7.646396271068813,D,C,-68.63068415528211,E,E,-27.7771167339586,83.91725445975231,116.41580371457587,0
M,Divorced,C,A,C,12.370836471780292,A,49.00204487214605,-41.062030280482226,E,124.76766252174443,C,16.762682753207635,D,B,-2.7228463722987897,C,B,30.73154228054204,7.631609045360195,11.605844505031815,0
Male,Widowed,B,E,C,143.17151951328773,E,215.57959156230731,109.28612785756826,D,204.32918991836178,D,250.2609445908421,C,E,-50.07301700727101,D,C,34.88460514285186,52.50562039139831,-152.8858488779801,0
Non-binary,Divorced,B,A,C,9.441623973433146,B,-158.5575437171761,-14.430092042125697,C,-26.48199712376887,A,-87.22567113420966,E,E,144.8711743378297,E,A,-6.110191936080517,66.20051665347451,33.92950695072104,1
Other,Widowed,B,B,C,116.83285912369121,A,22.598712427986587,-35.516776840998105,A,35.74956208832851,B,127.22518079661226,B,D,-167.48557671363673,D,D,-84.90048270597316,239.9462352860712,-196.48719266554227,0
Male,Married,D,D,D,13.199502062911506,B,96.99278132635868,38.72769164110851,E,-228.09238337236764,C,-96.56397588831737,A,B,61.210074397925155,E,E,5.428962221659902,-123.88768103538152,51.76135823373868,1
Female,Divorced,E,E,D,-120.09724132966402,C,-67.01053835151912,77.6136379761357,C,-118.6282095432359,E,93.07793158254304,D,A,74.25515769980127,C,A,-44.37976203129465,-0.6823409263762691,39.5233965147404,1
Non-binary,Divorced,D,A,D,-55.083717352786586,A,63.195018925940914,221.6947649142452,E,-69.62318482652593,D,-5.161742938345566,C,E,28.302502145528983,E,D,121.2768338779691,23.666717758453736,-9.985430307180096,1
F,Single,C,B,E,8.03514794603557,C,-22.632972485667054,-125.8090280944569,D,46.52838906741725,D,-163.49827380959877,A,A,176.14255244903623,C,D,10.698311173831325,96.32549656324908,-81.43928363991279,1
Non-binary,Divorced,E,C,B,-81.29663077181688,E,97.0146470585992,7.2401768368069535,D,29.784702492539868,E,223.92458886803257,C,D,-26.05088845830527,B,A,-18.690350367739665,22.97386982072895,33.10424280934613,1
Other,Divorced,E,E,B,1.479795827467518,C,-136.73918292567404,90.22662506517719,B,64.45073209637317,B,-98.89934728736104,E,A,-114.44028629803447,A,A,-124.64589972399128,137.5657551352563,-39.378792993800246,1
M,Married,C,B,E,218.3590601995291,E,53.4445085254595,-86.9372708021952,B,174.88522056384897,B,-107.62545770468736,A,C,9.832173377562622,C,E,-159.16697973767407,89.70640383007084,-79.58924278155793,0
Non-binary,Single,D,C,C,45.48188084825992,D,12.007751860074372,194.9176887326096,E,-49.277863561988234,C,-47.64802211381604,D,D,133.3685964216061,E,A,39.97298349865909,125.5001027098182,-129.58252015656586,1
Other,Married,E,C,E,105.29666321709314,D,41.97695533362392,135.15047872122452,E,-29.084634420166193,B,-251.2131077944969,E,D,28.90414028208077,B,C,66.96716935939068,87.15261739630493,-178.61549882736344,0
M,Divorced,C,A,D,115.51926994716165,D,26.974534532541327,-25.292714701501218,A,5.704688157253525,A,-103.34276655861055,B,B,-16.404244342582334,D,B,136.8158163642251,-93.87169997119449,-168.93730037864873,0
Non-binary,Widowed,B,C,B,-146.89412032318788,D,-7.318061563838789,-43.34476480261982,A,-45.190685241970264,B,165.5826317203165,D,D,-31.992007087431418,B,D,26.35262461985602,-92.3274995390775,-113.84681234488127,1
Male,Divorced,D,A,B,138.2499187584377,A,131.00597389833425,25.213798062811705,B,-45.14374427456943,E,-128.11704040064853,D,D,79.62280282345834,A,C,-25.614189989294417,31.020872317274247,62.29827663127511,0
Other,Single,D,A,B,46.71539929354611,E,65.95668317313135,-31.859180571905366,B,-97.82200971150155,B,271.2014101434275,C,D,-29.725979737005236,E,A,155.79673841767558,-4.19681600534052,40.66009207952685,1
F,Widowed,C,E,E,224.733952549495,C,-38.54405122604181,59.42949393193244,C,-218.49571239830618,A,-43.47522732097416,D,D,73.11687737660338,C,E,43.267820750065326,86.02131331642798,-48.51006054319331,0
Female,Married,C,A,C,141.17528826345008,B,-65.0247698965866,173.03088587007574,A,11.689609403155734,C,-43.2109966126287,D,A,-4.619051169394776,C,A,117.63832165107698,18.523593418784788,-217.4636519749559,1
Female,Single,A,A,D,107.98390463934875,A,-195.92619918368598,52.50720193524183,E,-12.530842533668016,B,-17.01251985389046,A,A,149.3417570128208,D,B,-59.617295181144,-158.14203133745005,75.8778480080765,0
F,Single,B,D,A,-111.23527749371078,C,105.20989328170253,-56.68587973859325,B,-46.91235246878412,A,-75.62923929252422,B,E,-14.36895047511236,E,D,14.491609156665541,-253.52640968054146,-33.89182140027437,1
Other,Widowed,A,A,D,229.78683565351955,E,-31.84804149243825,-170.97929738118566,D,43.5358124968723,D,80.90090834925697,A,E,-48.45184144555711,D,D,15.075770987942095,-51.517543964717824,-111.9751921919958,0
F,Widowed,A,C,B,-134.80660975113292,D,6.625383163237906,74.89343860712623,E,67.01006078559834,E,-142.6248530358141,E,B,-83.57982908091277,C,E,-151.70282891621466,204.9297471959986,-68.59804110064384,0
Female,Widowed,C,A,E,221.3830464519753,A,33.95529588956719,-47.26478411037442,D,39.476665490787305,D,68.31378350171488,D,C,189.20318518081626,D,A,82.18745718996894,101.35720176557672,-10.128939571347196,1
Other,Widowed,A,C,C,60.03487251103965,E,-166.49655214863517,-23.2142505030082,C,249.76890128711955,C,9.124809405166422,A,A,75.94361906405649,E,A,-43.0242680699299,-76.11171919799567,13.232898411899944,1
Other,Widowed,D,D,C,110.25300086983003,C,61.042521926964014,-4.443390039910602,A,76.48368847044168,C,-71.97400158341229,E,C,126.44301533348043,D,B,-229.1858436132367,10.018779581729218,45.09546616782021,1
Female,Single,E,C,D,-179.71548201092037,D,79.64727576636417,80.12565907779421,A,-61.9554861949718,D,-137.16684292628509,E,D,59.98687958819463,B,E,-52.57726107524153,-42.51094751457216,-12.045452438257719,0
Non-binary,Divorced,C,B,A,31.090904274098946,C,-72.78795420388039,-67.00201076619312,A,141.92399713892186,A,75.65563118065393,D,D,99.07363060587456,A,E,7.628404554565801,123.03115160412119,60.572355184542346,1
F,Married,E,D,A,-26.55267327497976,B,144.10580354978194,-60.77041138332698,A,-75.21084358621948,D,-24.410341204205903,C,A,-110.32124046647928,E,C,82.72685474366882,-46.61129185532143,-16.84350029378214,0
Non-binary,Divorced,A,B,B,86.33073336346627,B,-6.311648194825034,63.26942860095194,A,27.68823715459102,D,-45.05783883803067,C,E,-13.462011608337765,D,A,65.50268194649243,3.3348138862180687,-160.84565805206927,0
F,Widowed,D,A,E,-125.29634136744173,A,-71.33228048119544,-115.48213333577115,E,-29.796558507080956,E,5.298823126323404,D,A,-0.13385270063246194,B,A,56.53527918977842,-159.18082536868476,3.0185473762118753,0
Male,Widowed,B,B,C,-147.90855171942331,E,-187.65736718805758,69.06834570206836,D,-72.23893400811059,B,-23.48204920954998,D,B,-3.4365360254613506,E,C,-21.663091026924416,-251.11875064605996,201.60966624030232,0
F,Single,C,C,D,-0.3394038873001071,E,107.02078156923692,-32.8404129438924,B,-236.90534341601003,C,83.5764145934175,E,D,-71.28164925439417,B,B,-149.84753864159447,-29.760706212034698,-106.81303354351195,1
M,Widowed,C,E,C,92.75946539809682,C,96.03235411766907,-39.64947847555723,C,-62.13284309605653,E,0.28282454163073295,D,C,112.16803424382505,C,B,119.00935724138715,-202.89476387651587,9.525478108101462,0
Non-binary,Divorced,B,A,B,-25.586492224300866,C,150.20745452568116,58.70584676422279,A,160.71025461775585,E,-96.32411666739284,D,C,122.5509768210726,D,C,66.55911892595753,36.81082218145277,-85.00307452370232,0
Female,Married,D,C,A,-28.656315441803354,A,-96.68133844202764,176.03756483255924,D,-69.22645670565805,E,-218.35429538940278,E,B,-42.53805895731854,C,C,-23.061266781119006,54.10349869060881,75.85294447920542,0
F,Married,B,E,A,53.672911618539544,E,-163.27234086700548,-86.92022135541475,C,19.44417256471788,B,17.160306707889823,C,C,-39.11592454133954,E,C,76.29988989982877,-101.5110591317069,-112.7958824643399,1
Male,Widowed,E,B,D,49.42980125250166,E,-65.22951365809864,4.700506138222068,C,119.99820241291086,D,-14.09962368668454,D,A,-127.48321182804105,B,D,-64.23562766615335,106.83747666171597,-186.46028833386418,1
F,Divorced,B,D,C,177.81562864278666,E,87.0036210303971,14.174662121492535,D,-26.95857388259676,C,-60.60717923997589,E,D,16.609809472218075,E,C,-120.0904952068913,-19.996443298826986,8.660544644300092,0
Female,Married,B,E,C,-108.53078277681728,A,108.9798572319431,-112.15192971344008,B,345.45407083066686,A,23.52371750965416,D,D,163.27673472873602,C,A,-208.31121806776466,-91.2588934962761,59.27916086112395,0
Other,Widowed,D,C,A,-87.48498535603575,A,31.00648617829613,7.655951227177521,D,-226.54852245119645,B,-24.986990425726283,D,C,-127.91314133542413,A,C,-30.900084021270015,-86.11664689640415,98.77067171236826,0
M,Widowed,E,B,A,12.922776766037531,E,20.047918852546964,45.49973514370218,E,16.34784347377384,C,150.4685007424104,E,B,-159.9493558215368,B,B,-8.167530240454548,-54.969776746901154,-191.1304167363026,1
M,Married,A,C,A,-82.8243367493364,C,43.68045951424616,-33.599838368991726,E,-138.22703818106342,E,-55.6239340222661,E,A,22.683027042138473,B,D,-29.844857315184825,-2.5759228610103846,26.659575701068324,1
Other,Single,B,B,E,47.674467050649014,E,-93.09035566376477,-0.4290415286686787,A,-99.92042260430686,A,-115.29003270837318,D,B,-13.171019322576946,A,D,-58.74274736722619,-63.42750204899673,-33.80414160727894,1
Other,Married,C,D,A,108.29011639305782,B,22.179106851757755,-146.9229246295937,C,-96.28743050057972,E,130.298573673726,B,A,22.83730692099311,A,B,-44.329239658154464,-235.00653451904574,149.01366482684875,1
Other,Widowed,C,E,C,-44.82227549395619,C,-109.34307802430014,-86.34363060344207,E,-14.035514500605704,E,-8.83630995237684,C,C,63.382068677359,C,E,49.658796605280855,-47.224025394938415,49.21322847008929,1
Other,Divorced,C,D,B,71.0844025824727,E,17.59393086699794,23.627555240638912,D,64.9271766459647,C,-95.77494519046039,A,D,132.4321635445134,A,E,183.037352569725,-28.402707661541754,114.20990138988516,1
Other,Widowed,B,E,A,-88.75647434362513,E,141.67403541313652,94.49285311847974,D,-68.29623841120386,D,116.21450436202372,B,E,-0.22653761197613362,C,C,-40.3669986282328,94.40513253422668,-222.29734888699838,0
F,Married,E,E,A,58.96709318664346,A,-54.67759542775622,-89.87667339253373,E,-101.74548436301822,D,63.78686980938168,D,B,-149.27130404820136,C,C,114.35211741676513,-57.84927888571938,-64.4828605560335,1
M,Married,E,C,C,70.40025632665144,C,-17.09152725558876,-9.182483469438143,D,106.91263000665091,B,-40.11403786429862,B,B,-15.228337442885065,E,D,-8.720826071767785,10.760848390717163,65.93202883284283,0
F,Widowed,C,A,A,100.18049179190707,A,-34.55029203274741,134.7175464833268,A,18.99709423540618,A,-40.298075275529165,A,A,24.62258575897106,C,B,-81.27797775686099,-158.51970893902262,15.457387924651341,1
M,Widowed,A,A,B,52.35627582737874,A,-26.97007958754759,-100.9278552005755,A,87.01772559508164,E,-115.63233731539538,B,E,-35.44415199774803,C,D,144.02812802042266,0.5640608972595036,102.54067386309839,1
Other,Single,B,A,C,169.0802220637685,A,-2.1423088322511967,40.344331525871596,A,-142.51370757363884,B,-122.05270090332252,D,A,48.774327178307416,B,C,-67.05062230046501,-2.3159497759892527,-0.10530736842539093,1
F,Married,E,C,A,134.71762518804385,E,-38.31073659324735,-11.486841706224215,D,-115.48784155114096,E,-111.37540132447694,D,C,-117.60719357368366,A,B,168.552527526773,-168.88986326179335,-117.91394461921809,0
Other,Single,B,A,E,97.41677735501167,D,39.32390715566285,73.16758036818854,C,-116.96093428714165,D,-74.20995877592466,B,E,82.71839108115488,B,C,-27.663913847680504,-29.253580468555544,215.23790465354114,1
Other,Widowed,B,C,D,-127.16943326292869,D,45.856808716708755,137.88789059267847,B,-20.395557487044307,E,-73.23244642630569,C,D,-71.71335390206603,D,D,79.74124659890198,128.83158936520326,-29.6875533294614,0
Female,Widowed,C,A,D,-54.569592000015966,A,61.05585496126207,54.6167829315707,B,32.40708495071493,A,-22.85779101323095,C,B,188.12002124743935,E,A,63.698793934121014,-82.90499182504783,-52.840291737806396,0
M,Single,E,A,B,-79.57220093540079,A,148.63906263210546,43.84118517995146,B,61.062795368342826,A,104.10887406112754,B,B,104.86224985812731,C,C,-66.58651612920046,144.74037076977064,11.793328783623595,1
Female,Single,C,D,B,134.30491296697792,A,47.34542282935755,61.508478783332144,A,-35.190402202591095,C,-114.1349696416538,D,B,121.33310133375204,A,D,127.47682748770559,-59.94132290373708,25.000878731734954,0
M,Divorced,D,C,A,35.28544147676765,C,98.70961430102687,-239.98580594469908,A,-76.30403746973575,A,75.81934501093403,A,E,-149.81223446131452,A,C,-39.22280862763219,-187.6936457971385,163.99647800041757,1
F,Divorced,E,D,C,64.44544322046895,E,100.72676823170646,131.16619799186307,E,47.68397712678403,C,3.9609457990295196,B,A,125.6705210861566,E,D,-17.980676024409657,179.2747362590111,57.92081792419816,0
F,Single,A,C,D,31.685364873905225,D,-60.26299030321339,84.2614644270709,D,-173.02434498764035,E,-41.90817292543014,B,C,112.60069593042368,B,C,-34.44034710602575,-81.37634164911614,-42.9138266812354,1
Male,Single,D,B,D,104.47532993331524,C,-3.8181636854913283,-52.477799699815975,A,-51.4992877511919,B,-73.72621317711817,D,E,10.22686534001043,C,E,-37.10686295506241,-6.085630310044572,35.73357931212542,1
F,Married,C,C,D,64.06435383971795,D,94.26346972540915,24.599520743453088,C,-81.05171694900429,C,42.897467571542435,B,B,79.79701666318117,D,C,-39.86074235519032,-128.0887937573893,152.805657558382,1
F,Single,E,B,A,45.73368987000993,C,74.53968971613321,-189.739696464697,E,-156.50516847289765,B,-78.79457903787237,A,A,-21.067471098467305,A,B,21.08356411730719,62.96411481225417,-106.0958783604528,1
M,Single,B,B,B,-146.56626669798038,A,56.39036782219997,117.35914989837983,E,67.96967000619614,A,-66.21140515292575,A,B,-14.67316157824636,B,E,-52.685154010931136,-94.34923503159155,-16.79461435094974,0
Other,Married,C,D,E,52.54922024420878,C,-0.45802068703934484,-182.2506634130644,B,-79.51314758509666,E,88.97531516695621,A,B,30.61141940369968,A,C,5.643802777182531,15.909604719773561,-20.896585884824084,0
F,Divorced,B,A,C,47.764567952162274,A,-71.76734394562848,-145.24661994905168,B,-24.49306072853791,D,270.098226917131,C,C,-22.31885708543648,C,E,-172.74572351083273,-38.77056080698264,-78.01343733503242,0
Male,Widowed,B,E,D,-113.09876627705411,C,126.40870765100438,122.75957276475138,D,-39.75405980809414,C,-62.54815905743182,C,B,-68.29340495261224,A,D,80.67807562912016,-103.47740636014117,-43.68346571853428,1
Other,Divorced,D,B,A,-14.817091198337229,D,-46.906391937656174,39.706933551763925,E,-16.018968907707507,C,124.51782289088126,E,D,-167.83627334546165,B,D,7.561799336447272,-92.92040380551477,4.527508339195362,1
M,Divorced,D,A,A,63.69069634449791,E,33.482212511721904,93.62388718444875,D,-1.181398419717049,C,-61.904758871621425,A,B,19.233966305665856,B,A,17.1293530408699,-129.46719736272826,-147.63192544753272,1
Non-binary,Divorced,C,B,C,-100.67351500783523,C,-38.32652822217881,-97.26876601273062,A,16.573422898202057,C,-79.74401034473946,C,A,-80.83585221416082,A,A,-0.11861817819391032,-7.949267402130979,119.32950050900205,1
Female,Married,B,E,A,106.97851496350808,D,-23.151538628818162,89.52475236456353,D,-2.3440267258428436,D,-59.06213595781675,A,D,57.81854438922481,E,E,211.63901824998374,-124.46087190337146,-11.884281836412551,0
Male,Divorced,D,E,B,47.10007522130659,D,170.23809412146142,47.183055759616686,C,-155.9177729698844,D,53.25636940348254,D,A,-92.44297474932004,D,A,-64.17541399486866,64.89280371535827,112.85202291604384,1
Non-binary,Divorced,A,B,C,75.55553171133072,B,9.389826047456735,20.917222892550285,E,6.11737659502872,E,106.31733289380334,C,D,104.66224005750722,D,B,-123.09718972814983,-4.558148858248836,-113.30052292129787,0
Other,Single,C,C,D,-77.71591985290365,A,-0.8272885947907198,99.03300407397774,E,-172.97469113365003,B,-179.2111797251208,E,C,-96.33778067540119,B,B,106.6922331370652,15.729369341161249,-79.62179476294884,0
M,Married,B,A,D,-55.816647118529225,B,131.02825361021274,91.13668751376322,D,-192.54818584269444,A,-209.56665372975968,A,E,-180.93302108208846,A,E,-38.80279280803449,172.91467540261198,141.78957390910193,1
F,Single,A,E,D,60.13725608573958,A,-134.25768544548703,-50.86742962025519,E,-24.25504453675993,A,74.12386152536546,D,E,-217.65493203215036,D,E,194.14882171051627,101.33883462019075,-51.655057116607715,0
F,Divorced,B,B,A,41.94137481651688,B,-165.9132563414861,48.69653105252481,A,155.1042087828288,B,44.80892836421423,D,D,-5.97065836406421,B,E,102.73549464372032,-234.337507751486,126.48918183240991,1
M,Single,B,B,A,-42.01160698276261,A,-14.475561146110588,-1.5895158586034304,C,-27.990796008522544,B,48.41938500893404,A,C,-50.381012222086,C,A,-64.00863618169839,16.752058719041056,-10.639449172742765,0
Male,Single,B,D,B,-25.685793553408864,B,-57.211339633924275,-94.2975054643282,B,98.23509547807303,A,110.035947002578,C,C,-92.34159204172859,E,E,34.56786039704875,-88.99809239952813,45.80903976398297,0
Non-binary,Married,E,A,B,34.109582745237596,C,127.45972327638857,-84.08665118536747,E,-277.87986898442097,C,-48.940220415383045,C,A,66.35423706534826,A,E,-56.91796952452097,-20.296265239408818,-211.94498099599858,0
Non-binary,Married,D,C,E,25.44314969387334,C,-36.51201724993519,-0.6734634768617788,B,143.98062208454434,E,-199.6420932409538,C,B,142.0922083069951,A,A,-36.16208478688396,-83.75630933066397,86.98449228023803,0
Male,Married,D,A,C,-56.44781865888354,B,-93.01372409087152,-61.05818943342787,D,-36.52783961640924,B,68.85003909952036,D,E,-14.085342340587703,E,B,-56.21398384935332,10.221962393026105,-148.72409552189976,1
F,Married,C,B,E,230.33629037031199,B,-51.06312396099136,-7.067728379396254,A,26.706544344116207,A,-112.86436323662757,B,A,-59.91346249678744,D,D,126.6360927450495,46.355770231028615,6.950987607658847,0
Male,Single,D,D,B,25.915330150713743,A,-42.302986283921726,-24.239718040182247,C,-10.554342149861185,D,19.06437696933282,A,C,-27.08297395196978,E,A,4.774455257947627,81.06418659327508,-32.84496784800706,0
Female,Divorced,B,E,D,42.33757062955871,B,67.42952320479306,213.3249333822542,D,50.130404896382785,C,58.15295858488857,E,E,-41.56315391470038,B,B,-42.15517804290392,-309.21519252851476,114.04685689404137,1
Female,Divorced,E,C,E,30.58170348321142,D,-7.664963434220548,37.16167739418767,B,222.30271504830347,B,53.2458507990525,D,A,7.3965091475309785,A,E,-3.8124454242705705,149.44131377686978,118.36931352165519,0
Female,Widowed,A,E,B,-207.04404812496247,C,92.09617621337631,-3.486814168925317,A,-43.32247473864556,C,-74.72272358049983,C,A,-15.973128233969438,A,D,-83.88584558958135,-120.33984899031745,34.15482107061013,0
Non-binary,Married,C,C,C,-121.50853038263025,A,17.5111245046677,-67.71804437884322,D,15.58680461653612,A,-143.89285946338842,E,E,-44.64011664059755,B,D,-86.85451568007355,-45.68422632057116,28.67785156827817,0
Male,Married,B,C,C,-31.27369367239197,A,27.363805286797326,-67.7723825865288,A,35.42031163782862,D,-73.18485068004959,A,B,79.7430996695059,D,C,-178.65144285192517,20.373550751328366,-18.51345438826543,1
Female,Widowed,D,B,E,-33.12747156605902,A,99.62402603026538,63.97223933648153,C,57.046435865519705,B,155.9897055598793,B,E,37.34293280279905,B,C,200.49332398747586,30.124036034209134,-199.9538614872004,0
Female,Widowed,C,B,A,-8.83712524235399,B,24.12562776767089,-19.861765677455416,D,129.31882690142055,D,45.21988236459599,B,A,-173.1511298690491,A,D,-0.04273737890965876,22.975141066309433,17.021043447009827,0
M,Single,C,A,B,-26.010372229392036,C,-8.558078835530273,13.933872244969766,D,-245.67674335696688,E,222.52035314154006,B,D,49.39176169826922,C,B,117.92599585308243,-183.1084573031078,-64.13438492955923,1
Male,Widowed,B,A,A,-21.76488515640186,C,54.32644593118536,-13.742033102129515,C,128.67541473614722,A,-249.0476827760327,B,A,-116.42996471940239,D,E,165.1321164670333,-41.65481575793745,-139.29712855581167,1
Male,Widowed,D,B,A,-62.251989228744485,D,-47.69140775454919,-54.270374944544564,D,213.22691194171006,C,-188.92253971498945,B,E,-111.94671430234568,A,A,102.86574057020614,-34.59958137599302,46.78486871598477,0
Female,Divorced,B,C,E,63.614847001602556,D,-55.82686289157613,-159.85359422379435,C,-40.816534487271724,A,171.04756270045402,B,E,-278.26523962780715,D,A,-57.773607364307146,-36.96489218303774,62.76076138889718,0
Male,Married,B,B,B,-55.681299120578146,A,-66.79177925663055,208.92668325146934,D,-71.61577664994667,E,14.670609003657194,B,B,-92.47478877401267,B,C,-36.15980205144349,87.9092042593562,88.76042475598175,0
Non-binary,Divorced,D,D,B,-33.91171900757214,A,-39.014362501322466,83.32244010770955,C,23.463155890868805,E,109.29293287487528,B,C,-107.65231640253661,D,A,46.039941905493805,-236.4120490350858,-112.55912441076639,0
Other,Married,D,B,E,-20.57786123474629,B,89.37460638036572,-10.861834299520126,D,120.26449864944209,A,-16.547988537138465,D,E,69.39008515009539,B,A,26.886236374339855,-167.4924437425994,-96.32322898664829,0
Male,Divorced,A,C,C,-52.44690890968444,D,158.75543061270037,182.72219871609056,E,-214.82470651707123,D,64.03727928207054,C,D,-58.24943118334806,D,C,89.58925667948093,23.124235906441122,-57.08252181694006,1
Male,Married,B,E,E,69.98003535005275,B,-49.874719401862485,-79.0192829415294,E,59.78710341208085,B,90.04102868937228,A,D,97.7520146041873,B,E,-138.23617628596534,130.4552761276455,55.315219184387765,1
Female,Widowed,C,B,E,85.82649577558722,E,-18.83105382705378,36.61321344630931,E,-87.1821756523569,E,118.95147405178407,E,E,-156.95432488796757,E,B,-13.210205308190154,16.916055545860495,-229.66660035670898,0
Male,Divorced,B,E,B,148.02880041661012,B,-110.11726950005733,-5.125676086582649,A,-14.199778463530238,B,-22.089708724867634,A,C,56.31637986997323,A,C,147.24873876004258,-59.13515162023941,-74.452017187599,0
Other,Divorced,D,D,B,102.74526087669673,A,58.53571844114814,-77.63290886207511,C,81.3598986109946,B,138.13898420497682,D,C,-139.1580705092253,E,E,-202.66126119697248,-0.39612629324963067,-30.802410811980103,1
M,Married,A,E,E,136.98880697508778,D,83.52429316134106,76.55214590472077,C,-62.72010586751854,D,-221.98219781510738,D,E,-49.85177869825983,C,C,-126.36915348440414,30.74965239228609,30.646990844311826,0
Other,Married,D,B,E,-51.36481552311722,E,-20.11464598090347,134.11667142112933,B,53.18525571705891,A,6.7061608133840735,D,E,85.14793438867844,C,A,-48.701162975989206,69.47206632897644,4.498955772515381,1
F,Single,A,D,A,58.16657089139598,C,94.59419565475525,21.833382228822828,E,-21.264799425621817,B,-79.53575938134347,A,B,26.226615818352037,B,C,-54.485218154560876,-51.28293628096815,-30.70565685620375,1
Male,Widowed,E,D,B,-114.29858711594281,B,-77.24618260393049,56.81705873460029,C,45.7197560655444,C,196.95216046476466,B,C,-21.0850400721539,D,A,-86.09778749572027,75.4383544736052,-71.68089436101303,1
F,Widowed,E,E,B,-154.929528733694,C,79.67321593829908,-64.62539243051512,D,-190.11743992694136,B,11.54846603825865,B,A,198.1476614560126,B,E,-57.715901150482864,64.05829783077444,-107.51476416387233,1
Male,Married,B,B,D,118.3970800796892,C,-1.0236456676687478,171.70343847776454,D,-1.0290847267674987,C,-194.29070081942643,D,C,-91.76478177400685,C,D,-71.3201454478702,-60.63986767096241,111.57978935111919,1
Male,Married,C,D,C,-199.84363068480167,B,-102.23144764367109,95.58722181753342,D,224.3506110816567,D,187.73909733053108,B,E,-98.4659740473866,B,C,-15.41500385819784,-27.39501838271255,42.90713241714413,1
Non-binary,Single,C,B,A,-6.55734073209174,D,-71.14868112675438,-85.23772382749995,D,108.94531462390806,B,-3.423813378053194,D,A,197.41204648819203,D,E,98.67486596664959,2.3536625514189917,48.580749405517324,0
Other,Divorced,D,D,A,16.114511380462922,A,-110.98111746121863,-55.42154674602236,C,-62.4505411178125,D,-1.989026455846011,C,A,192.23071171618722,E,C,-15.98648659578315,214.09691363487795,-62.32329015679202,1
Other,Married,C,D,E,-44.604828969202764,E,-10.620839551858007,-92.72394121489658,A,107.1249997662572,A,-3.5167915891227834,D,D,-42.498120991062535,C,E,47.40485291441721,34.51250942478982,68.456707082115,1
Female,Widowed,B,D,D,29.62338107098605,B,42.761684829129564,63.66304215820936,D,-80.69399895231312,A,103.78452750201215,E,E,-126.57150031253536,A,B,-137.79771940199137,151.18291120922765,-44.41089775806,0
M,Single,C,B,D,-51.00912150356562,C,-157.81825156527458,14.830734612126516,D,-77.88137848826359,D,32.96850498242516,C,A,59.27211674246563,A,D,35.91591738351307,-82.27711342763634,144.22640033034673,1
M,Divorced,A,C,C,35.13161954058132,E,215.9106471072596,-11.415260682600636,C,-213.13588552039886,D,-173.8007729879626,C,A,-89.7504238259506,C,B,24.571691322276195,13.63254802189452,125.77395067330421,0
Other,Divorced,D,D,D,-131.90521831149425,E,-165.41970583692088,51.57223639451852,E,-84.2479322312469,C,92.25472141362002,D,B,188.24017100574977,D,D,210.28239679502337,-75.7930951011354,29.179533471631487,1
F,Divorced,C,E,A,-46.67292144289771,A,123.56130742855815,-40.82887357155423,C,-34.72504782652135,C,0.8413157539617556,E,B,-111.41536339115335,C,A,-67.34984307991043,44.28812942274223,30.00882183087773,0
F,Divorced,B,A,D,16.598321454917794,C,-66.1522556060503,5.293222506756337,C,135.07340233417227,A,83.42969783578792,D,B,-104.34529103088738,E,A,196.7665508325055,-122.51800333927976,-63.32633222721577,0
Non-binary,Widowed,E,D,E,84.52814032660037,E,-181.01563836381825,-40.75257590486847,C,-103.7748043246812,D,94.54834375295599,D,C,-40.48776045843614,B,D,-193.7582066632259,41.277382787310074,197.7253730655325,0
Non-binary,Single,C,C,D,-194.7467648779087,B,14.658610231361152,53.65642082564458,A,81.79099450522071,A,73.81652176614453,B,B,46.054493626336765,B,D,-20.508801168997053,6.789676274445126,-35.43440808337825,1
Female,Single,C,C,B,73.31016776370434,D,57.33750437279331,-23.210156263713277,A,38.82168132380342,E,69.56437486380983,D,D,2.518358494608319,C,C,86.13945395116494,321.41953566923024,-29.15467095323226,1
F,Single,C,C,C,-32.36690417180453,A,-189.87719736177357,101.65234907991936,D,79.873283620643,B,-182.887883437777,E,C,164.0140058178825,C,C,51.89540404771223,63.50370840940441,-131.6601709591425,1
Female,Divorced,A,D,D,45.51687147979495,C,13.97984293829946,-51.94375045881644,D,134.6263412472461,E,146.42152634362517,A,B,125.85875493415118,C,A,122.91793959204232,109.8146261442339,81.71871422749328,0
