orientation,age_group,age,ethnic_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Homosexual,51-65,54,Black,-253.3058349278371,B,D,C,-13.168186845597587,86.30517146456731,A,22.70362217155197,A,B,-109.47536344832834,138.7270199293445,-118.53982476221316,E,65.88349501153617,E,C,0
Other,26-35,32,Black,177.20593132652687,D,A,D,13.140347267153164,-122.3734617140626,C,-58.2947827262592,D,C,181.81996429728366,-71.70649049434503,-2.701550009891877,A,157.14877362482773,E,A,0
Heterosexual,36-50,50,Asian,23.242592240881688,B,A,C,-44.672974618898174,57.79246432525878,A,-164.57253285952228,D,C,69.68269577503168,-98.59713444971983,-31.34224861024663,A,122.84311578253597,C,B,0
Heterosexual,26-35,56,Asian,60.31526025487152,A,E,E,43.66656106618686,-164.9340199015129,C,-205.0559564753019,D,A,-8.745321416287885,150.58343437031053,-119.16618561647849,B,139.74316423444603,D,A,1
Homosexual,26-35,71,Other,67.10241143380229,C,C,C,3.13574133411956,-52.60649123940932,D,30.240362792050547,B,E,-32.023324922819704,-131.78559546067206,46.074108066344515,C,61.89178494578543,C,C,1
Homosexual,36-50,37,Other,93.80201879532427,C,E,A,87.68525764886206,-127.22938095351086,E,-51.35895287020729,C,D,117.35021652162956,9.602352433229216,35.83242879792487,C,-33.158183523214916,E,B,0
Other,26-35,49,White,-61.1886663441888,C,B,A,174.9518312278224,170.7986921171324,B,-45.30789970216013,B,A,-15.516051164036657,35.877845911971775,-9.93344641617773,A,-74.52535051577918,A,A,0
Bisexual,65+,90,White,-143.298201808994,A,B,B,-72.48984859456944,184.31762866189337,D,-53.64034715253532,E,A,-2.174211689434124,-21.812494523497115,-35.96616669089353,D,-256.99654933194927,C,D,1
Heterosexual,26-35,30,Other,-36.08113354404506,C,B,E,-79.6796129241814,137.84239536905187,A,-12.244960574495556,B,D,-5.136635005750909,57.519316827829705,-51.8413500513586,B,52.04941791066745,C,A,1
Heterosexual,65+,43,Black,60.343594684100346,E,C,B,17.811439078181262,65.88405858226956,B,-72.7153230152744,C,A,10.407965837030362,3.7303234167222783,38.93377173502907,D,97.71101817630516,C,E,1
Homosexual,26-35,81,Black,-87.20582682243341,A,A,E,-117.51511691012062,-55.425828124200684,D,41.305598065940316,A,C,121.56642315464008,-31.797755633644325,51.50746090890714,A,44.000477828631915,B,B,0
Bisexual,18-25,75,African American,-112.3555127798359,B,A,A,-114.62917010356288,58.37296676186775,C,-153.00970610657595,D,C,7.241565169305673,-98.27476037880977,-71.9479582301426,D,37.5714864151317,A,E,1
Bisexual,18-25,54,Hispanic,-61.612309355142926,B,C,B,-71.98717324768668,-44.84003618408672,E,28.362522775594854,B,A,33.26660761822996,-84.21840913229215,-152.28589808437562,A,9.545512090701646,B,B,0
Heterosexual,36-50,85,Black,265.4879634834786,D,B,E,94.8405935872685,-0.14487767778555577,C,-131.55234120386115,C,C,-13.876348748156339,-32.93401761614132,-92.46239280866246,C,-5.080983371910781,E,C,0
Bisexual,51-65,93,White,7.378259039026837,C,D,D,-155.33611500287395,39.58744849315531,C,130.20741999758076,A,C,-144.28322541122725,-81.9343394997215,103.18882997684955,D,143.65256189633473,E,C,0
Other,18-25,29,White,-174.86280135496554,E,E,C,16.164048760191104,22.759821719319937,C,142.94160163526539,C,B,85.63939228976355,-110.13526340708634,74.71802813657885,A,15.64773279658632,D,D,1
Other,36-50,36,Black,73.79731656786375,B,C,B,129.74966874656047,-13.676375776053376,E,-76.28070968286237,E,B,70.04510681653336,172.26912428430708,-164.1997891865296,C,-95.69896195657512,B,A,1
Homosexual,18-25,83,African American,108.7769996316849,E,A,E,-28.672034619518033,47.199446952957096,C,-60.018729603032995,B,A,256.32745382684175,-14.30445511711151,75.76718414763089,A,0.2613974192544001,E,E,0
Homosexual,36-50,64,Other,53.56236553122024,D,C,B,162.79145190978116,167.30820670841598,E,73.89046513374389,E,A,6.703047973505308,-88.23280110246675,-66.18801799176175,D,-185.75342705413826,B,C,0
Other,65+,72,African American,-175.07437740456234,D,E,A,-30.405818060047444,79.39471438956399,B,5.073358402817927,B,D,16.46839591172983,-23.98406702491846,126.08702987893857,E,163.99886759609242,A,D,0
Other,26-35,72,White,61.4603560996732,E,E,B,-227.96334426419332,-14.637081709230582,E,-112.22935982456002,D,E,-111.09997937910012,1.9356115431466943,-30.22166239314188,D,-298.0250487421929,C,C,0
Bisexual,36-50,53,Hispanic,-78.2018140648997,B,D,B,6.216443007633239,111.27366733872385,E,-21.6838302210446,D,B,27.108725769986442,-2.8926960475573433,-89.72816986239425,A,52.24500067965354,C,D,0
Heterosexual,18-25,88,White,36.78940916784307,A,B,E,-11.798150205785056,95.05398717602709,D,-83.79619890787723,C,D,46.46975556014317,-255.32457289916456,102.48760086139485,C,128.07696671727157,B,D,1
Homosexual,26-35,29,Other,-162.8754871642513,D,E,A,37.764485376830805,39.7998479292914,E,17.5918035779697,A,E,-0.5787626142371904,-4.906309982677924,-109.0410395319906,A,-88.59317439644117,C,D,0
Other,18-25,31,Hispanic,42.23042485952896,D,A,B,-35.37645064344244,38.509150094449105,B,-40.628078385479874,B,E,203.128549794994,-81.42291772875433,-103.97879594715194,A,-22.26198938270324,A,E,0
Other,18-25,73,Other,45.1613399910934,B,B,B,-89.45765224661518,175.11233892391544,A,-13.639874469081144,B,C,-41.7403516728168,-71.04497141024446,-43.262458108123056,C,-53.31785989125027,A,D,0
Homosexual,65+,57,White,83.16535951974339,E,B,D,25.076170592647056,-58.50163338690062,A,69.67033382055573,B,A,47.91908589161192,71.4510042243735,-51.928649953368996,C,-13.846844843839312,D,D,1
Homosexual,26-35,48,Black,-78.415016563895,B,B,D,80.34873462920106,106.96563489519961,B,64.82678920505055,E,C,122.2487699288246,-80.32305890138697,116.79071414710367,E,-19.641791790654114,C,E,1
Heterosexual,65+,44,African American,166.68238763829203,E,B,C,49.952943273132824,25.22269373883152,D,58.233930465512564,B,A,-181.0181731201356,20.241031294783536,-102.90877501577278,B,-40.14314213395353,B,D,0
Other,18-25,98,Other,146.73491729654916,E,A,B,77.14924617774263,-98.60215278219039,A,35.20692783646544,C,E,15.374937166225669,154.501923890734,124.69309882987787,B,103.56220273073025,C,D,1
Bisexual,18-25,84,Other,-20.76573906413018,B,E,D,-65.28688464816649,57.97023693717141,B,35.94906346347212,B,E,53.91350455480228,-57.80432195118591,3.6463904771363014,E,291.81552718339645,E,D,0
Other,26-35,27,Hispanic,-37.89843460507972,C,C,D,-64.80422877844956,45.282484778369366,B,112.08538744134044,C,C,-18.77460597029328,122.05871733722627,-179.9080300451187,A,63.851890734597475,D,B,0
Other,51-65,20,White,-82.22366690311874,E,D,C,-1.2285779951174858,44.353526369774215,D,323.7701166435647,A,B,82.1566822906666,71.5737301895109,-91.81928717335468,B,90.58267378745406,C,D,0
Heterosexual,36-50,39,Asian,-7.721931080515837,D,B,A,12.803281936068439,137.15656465247358,C,99.27238393818361,B,D,-122.14741399739589,59.16675403212251,-136.78090187300754,C,154.26418145663678,B,E,0
Heterosexual,51-65,24,African American,-22.45610299399322,E,A,D,-73.94499765589842,-67.36916853487706,A,47.446184090353725,C,E,64.42722742926175,-179.9026950543339,77.66103742243664,D,107.23702588123099,B,D,1
Heterosexual,36-50,71,African American,-58.88140687177401,D,E,B,30.69379874644676,-72.99443976482392,C,25.379210352995145,B,C,108.24481937716375,102.74278751395197,25.385374579585108,D,-90.3112602713435,A,C,1
Bisexual,36-50,84,African American,-58.915356300213496,C,E,A,-136.3101714647701,3.735693669221375,C,-7.08692906204694,C,D,-16.09591504932916,-44.11028390225706,-8.620103758880864,B,-18.753097141095004,D,A,1
Heterosexual,18-25,18,Black,191.5721762613129,A,C,E,42.74188482296679,138.5391635658978,A,136.59879206231344,C,C,-36.421749987200315,-3.0609354578589594,34.80646936753703,C,66.78274387133875,A,E,0
Homosexual,65+,31,Black,-154.41604849563254,A,E,C,-27.27042886783323,82.94507722995023,C,59.71719835908229,D,B,-99.6436671415093,46.804566474271006,-99.34695613953822,A,85.69449496155626,A,D,1
Bisexual,65+,65,Asian,76.94116362101514,B,A,B,-92.91492374716975,55.5316298748381,A,151.544473997842,D,C,62.58582799658123,-67.81442483869226,184.0700320077982,E,9.436241507920704,D,E,1
Homosexual,65+,28,Hispanic,4.3623673806098555,D,A,B,77.66059777316397,24.09547733880326,C,240.96803616358577,A,A,6.57440944587291,86.30519240213962,-214.85597262179917,D,-196.69710507647844,E,A,1
Homosexual,36-50,33,Black,-82.3072785676128,E,D,D,-104.51598689600368,-1.6022743474442684,C,40.74958911897289,E,E,-108.59755880156503,89.95797050957987,89.35956601570531,D,62.5591547960325,B,C,1
Other,26-35,55,Asian,-46.7602485184315,E,A,B,213.77468748645296,-60.00248709719883,E,-141.60950075974384,A,E,-35.68358365629978,75.89151680513527,-34.259248289576625,A,151.48887427869732,B,D,0
Heterosexual,26-35,41,Asian,175.84821780745992,D,A,D,-66.0112433626767,50.16129510524717,C,-20.11239146589932,B,C,104.94080143218281,-56.89542968058087,-59.58269742391129,C,105.62323104828029,A,B,0
Other,51-65,71,White,11.592241779155302,B,C,B,-108.89631278767453,143.26740200012426,D,124.9561398095167,E,A,-225.9330825439954,143.83711691915676,-64.75535315757416,E,140.21890283910224,E,D,0
Heterosexual,51-65,28,Black,94.0533636591624,C,C,C,-56.97802552264408,26.183454470611657,A,-69.57440818941521,C,B,11.16482975000881,-110.01390147003254,-132.46619324201058,B,5.034940282689238,D,A,0
Bisexual,18-25,97,Other,101.76428099971679,B,C,A,76.28666883440854,-38.687714474889034,C,-162.38063005371447,B,C,21.7671478148536,104.67225771304899,-98.57004286388127,C,-31.911067077690724,D,D,0
Heterosexual,26-35,77,Hispanic,-220.06521921522068,D,A,B,16.609838911058645,-59.77727279338097,A,13.508540511523243,A,A,60.50507233510643,0.44484427194607273,-84.94389896466986,B,16.99455917697875,A,A,1
Homosexual,65+,46,Black,-21.821645046314796,D,A,D,31.155260392845936,-138.8779660381215,A,17.155972505674693,D,B,135.47240560073274,74.25120417298031,82.03596427511663,B,-65.67856257308785,E,B,1
Bisexual,18-25,85,Black,157.94700831419013,C,B,B,-47.65283789559169,-9.755195493297833,D,85.07682561364095,C,B,157.05973547813724,25.32107630267691,-118.97758905601191,C,-32.50149808013021,E,E,1
Bisexual,51-65,67,White,-15.780743238834496,C,E,A,70.84132077893084,-49.05855645212749,E,86.12819032588874,A,C,49.27000592161962,6.984275300774067,-21.204717086184047,E,145.18441101608576,D,A,0
Bisexual,65+,93,White,92.51046114671759,D,B,E,68.09215019197622,-317.5348041295788,E,-215.66689769726875,E,E,-67.42366920711767,164.87027141972848,139.7973568366209,B,79.24994919160152,B,A,0
Homosexual,18-25,91,Asian,-111.00733011984418,D,A,A,11.912353518385554,-51.50246374748848,C,120.23690411851796,E,B,94.31801059838341,98.8237690949928,21.584606931863583,D,-51.76751522740817,A,E,0
Other,36-50,30,Black,-4.95077485108628,E,C,C,19.405427756605548,-139.37686043043786,A,-97.31477535987159,D,E,-122.61888850700007,-144.93624812490697,76.62108861375715,E,-10.529163972299548,A,E,0
Bisexual,51-65,42,White,-16.213884733248246,E,A,D,116.71786780601879,-69.69482040033331,E,147.1514226763732,C,B,2.6918299905581384,148.5710194914455,106.27494393377424,B,-141.22851828325798,B,B,1
Bisexual,36-50,29,White,-17.96712461361209,A,A,C,154.47429834420973,155.83421905562824,B,39.894459722866586,E,E,-56.68195556117812,-85.07369838222003,63.6855803309078,C,-40.19119798020993,A,C,1
Homosexual,51-65,25,Other,-56.972770156110556,D,C,A,-20.38605425460559,-27.9730691350652,C,21.60021600576629,E,B,-121.97631470153176,-47.79431885719522,82.1932728476848,E,-121.45455219690629,B,C,1
Other,26-35,33,African American,5.037881251111558,C,C,D,16.470731563953297,119.19392976560042,B,49.89220104416763,E,B,47.149944650090475,64.85178953783242,-167.57469548204455,E,35.791518985679154,D,A,1
Homosexual,26-35,69,Black,-134.42374276935868,A,E,C,-16.536739290368857,-94.90112842244147,B,57.561682002812155,D,A,-50.75879048425688,-68.72165253821869,66.53199080739078,B,61.7702515209239,E,A,0
Heterosexual,65+,40,Asian,77.46345729306884,D,D,A,-168.1194626964415,-77.37964890253772,D,-22.63186032310644,E,B,17.668888407485397,2.6763306942483247,96.76085821310689,B,102.99098377447544,E,A,0
Heterosexual,51-65,31,Other,-54.564763437084785,A,C,E,-144.69815404989836,-106.14366195332028,D,-43.98108349750793,A,A,40.716906954049534,12.682300681936,87.71032999843415,B,43.51160606484404,A,B,0
Bisexual,51-65,77,African American,24.355062144674772,E,A,B,-65.9004271199586,44.33256692730501,B,-131.64221438950315,E,B,-35.53437497037271,121.06370591451316,-53.944271911860234,E,-9.310418913136758,A,C,1
Other,36-50,24,Hispanic,-82.27262955599825,E,C,C,42.66423275110097,114.07369766548541,E,-189.98735877532803,B,A,-62.44616899591479,-67.99874084213778,-42.725361586519085,D,133.08703550521443,B,E,0
Other,51-65,43,Asian,-46.624592789007416,E,C,B,61.80676488319149,100.24287822913725,D,-48.51717733346736,A,D,-31.79624825055809,32.90983334105449,-125.79850850931496,A,64.58997276789698,D,A,0
Homosexual,26-35,99,Hispanic,-22.337651508157247,B,D,A,99.35716303595352,77.95490159165982,B,-7.010946547267537,D,D,196.31858015508854,70.20695452277177,103.42229176625595,A,-45.82836268744178,B,E,0
Homosexual,26-35,66,Other,118.9634040516915,E,E,E,69.61172499111703,-47.318792647620256,D,73.23316851095012,B,A,-96.17815446230307,-53.29613689893473,70.33169135529693,D,65.37946125373978,A,C,0
Heterosexual,26-35,76,Other,-42.20992525688165,B,C,A,-46.40005865818926,-49.45437231148038,D,64.14892998550847,A,D,136.42617350656167,-111.60011969199847,109.27606193370856,A,-50.31552305831354,A,E,1
Homosexual,26-35,70,African American,-31.879684107720806,A,E,D,24.816329806746896,-54.550770976279935,B,19.89577385832843,C,B,-181.2098686522659,151.6414913431819,11.244061014520588,C,87.16319612225416,A,E,1
Bisexual,51-65,45,Asian,-25.397839592642946,C,C,C,-110.26790415397176,-157.99039650830323,B,32.778100378966556,E,C,-18.30876671584915,51.76651195992871,36.17204791250612,D,38.869317548014024,B,B,0
Other,26-35,18,Hispanic,-49.00150195853315,C,A,E,116.90478789239766,155.91536640485796,D,-43.22947835854122,C,D,113.31678891661323,-37.47384718627183,135.6870234406028,D,-89.64123021276444,E,B,1
Bisexual,51-65,83,Hispanic,50.62329396720819,C,B,A,16.401520940152185,152.8474293471722,B,118.59690545080142,B,A,33.22978610999871,25.045390811494535,19.25806571554643,D,113.18354400288328,E,E,0
Heterosexual,51-65,98,Black,-104.53762646204648,A,A,D,-60.65547806290221,-139.7372122754078,B,16.079048853708976,C,D,38.452113193088636,-128.12974571022403,63.86896056101911,E,54.935637332088646,D,B,1
Homosexual,51-65,96,African American,22.336902657099195,B,D,C,-79.29053398430737,-124.8505095363765,A,131.80743076638663,D,A,-49.493259376889355,93.26972838798726,58.299795814761225,E,93.48324494318629,A,E,1
Bisexual,51-65,91,White,191.4739470952144,E,A,B,-50.53966875025595,-14.405835560206363,E,21.721762536808306,A,A,20.596986850181743,-35.50566094038123,-156.4501893464567,C,51.42348024313365,C,A,0
Bisexual,65+,88,Asian,3.7059576760504633,E,A,A,-2.2963071055783466,81.94007493861777,E,-87.19304906477215,E,D,-4.242290561315987,13.440435786349175,-100.16034611897939,D,-2.1738598487289016,B,B,0
Heterosexual,26-35,22,White,89.66263106456758,A,D,D,94.40129347192521,88.32272980736246,A,149.1575135911223,B,A,-141.88879062729126,49.9564330110429,74.5008505531102,A,-40.63060876306906,D,D,0
Homosexual,26-35,87,Other,-31.98913680942744,E,B,A,72.45029333908062,105.02378188387243,E,-17.532267376656925,A,A,-16.19805104835457,-139.5305973079581,88.19200374764299,E,-71.40682976248843,D,A,0
Heterosexual,26-35,76,White,-45.795196362603136,D,E,D,160.5533715913633,-70.4264028756838,E,66.83344338697245,C,D,28.003850723425366,-100.90900895504996,-73.63047848483065,A,-24.7790208265536,A,B,0
Bisexual,36-50,76,Asian,-112.5297242263543,A,B,A,139.28154380183463,-61.41984330755862,D,-9.649292044827424,A,B,84.35604531009537,-104.93701783507909,43.411634117601814,D,80.01819071304838,B,C,1
Homosexual,18-25,71,White,150.01843372445236,D,A,C,19.900708780796535,65.76767709252327,E,49.23212069462215,D,D,-3.7740372689587054,-0.2989981150987215,7.6474417049409755,C,13.687316665775654,C,B,0
Heterosexual,65+,97,Hispanic,-94.19171918675283,C,C,E,-2.2790371043424185,-61.11642634018354,A,-79.1070077719303,C,E,9.858443535621456,133.34517934813653,-51.86841896317066,C,-34.012699619304456,C,C,0
Homosexual,51-65,96,Other,129.0007604296589,B,D,D,-91.28314508179716,-44.08251679219678,A,91.65600006784123,A,A,-35.35426968542673,-55.97471180036009,-24.86371521614186,C,-10.242208683813402,D,C,0
Heterosexual,26-35,52,Hispanic,85.6351908723496,D,C,C,-30.624068891531543,143.79026644140936,B,-7.183296138653026,B,E,-79.78597469531584,95.26820943299609,57.665378750742015,D,22.964540347868017,C,B,0
Heterosexual,51-65,82,African American,150.4284289947605,A,D,D,-173.6173505259639,50.48901126962658,B,-13.730195981154264,C,A,144.33453296488034,53.8410687625512,130.0585416048695,C,8.112313796856855,A,C,0
Heterosexual,18-25,70,African American,-63.73805809613566,C,D,B,63.77947096609553,-3.6490341129440504,B,6.169564131653889,A,A,154.3594590406401,92.35882403985349,-105.15694667323159,E,43.052043178678865,E,C,1
Bisexual,26-35,56,Asian,91.55835870854251,B,D,E,182.46869413482602,12.54521412902968,D,-17.949604277680255,C,B,-82.07409463283,122.4465772141237,-220.88872230178694,C,35.54648072330709,B,B,1
Other,18-25,58,Hispanic,-123.4306289119703,B,A,A,-59.49014655359876,-24.27057833524384,D,67.95075249832361,B,E,10.787614789307899,50.07216302996233,142.7692714602203,E,72.81408350584877,D,D,0
Bisexual,26-35,88,Other,-15.703108815294062,B,B,A,-7.823059458833025,65.96633004153536,A,-2.405645861255697,D,D,-58.9618436182757,69.21063596807699,-100.17253694142829,A,174.1122691555778,D,C,1
Other,18-25,42,Hispanic,171.84741789162794,D,C,C,-58.719382051528704,133.0990855292113,C,4.714409483323261,C,D,5.840401276027856,-53.282723516735174,-1.495747301688543,E,209.68812959556925,B,E,0
Bisexual,51-65,81,Asian,-127.21594942153298,D,A,A,102.91331118926246,-214.9025061411138,C,124.21368902874738,E,B,122.11897087882677,109.02916891958458,80.85912254135712,A,21.440991965162564,C,A,1
Bisexual,51-65,76,African American,-61.337213192793826,D,E,E,77.01454904569543,181.4119766627713,D,-141.4973493338336,E,E,-23.200509830757966,-14.750914436281338,-71.16009272018863,E,-89.76313788939837,C,C,1
Homosexual,18-25,57,Black,-72.41683793684072,D,C,B,-32.46362008984266,143.08909759116958,B,-115.46293134448136,E,C,23.39442463810693,-6.853665903766645,-237.4188192818358,B,63.16643130391058,E,A,1
Bisexual,36-50,57,Asian,-10.353220643942667,E,E,A,9.608809628302922,21.82322619903691,A,38.64742917103878,D,A,20.696293373387615,140.78305491499296,250.81397559756576,D,85.4965854151311,C,E,0
Heterosexual,65+,75,African American,202.3391688143668,B,E,D,164.44859121163057,-132.5270130030243,A,82.18891913038762,D,B,27.349881961340245,-134.78715330329976,-34.04334990642005,C,-189.40154173688958,B,E,1
Homosexual,26-35,55,Hispanic,9.453564398097294,D,C,B,-39.97839465341948,-98.09944306868266,D,-20.39784010847171,A,C,-55.916323538856375,-61.91256643232278,104.45439118664352,D,-51.352898446569974,D,D,1
Bisexual,51-65,51,Black,-66.42743483429767,D,E,A,-20.63390041754583,33.54372232001122,C,-3.343123025098687,C,C,27.7977196133424,-23.049578691106547,76.42152793498065,A,5.816992865061047,A,D,0
Bisexual,51-65,80,Black,64.32403140189382,E,A,D,1.4736418451373219,12.564837487829466,C,104.48375389094386,B,E,-54.73014763389594,63.75139699068843,-25.602256413641868,B,-155.26426231398653,C,E,1
Heterosexual,36-50,37,Hispanic,-64.78013931770508,C,D,D,-122.7716236737906,65.75439871909147,E,134.03829670951518,D,B,-50.05874978439606,71.3464314882685,-139.38845411044986,A,-91.49782160028815,E,B,0
Homosexual,36-50,44,Hispanic,42.198494716801186,E,A,C,326.1837764104813,174.28490840842275,A,-154.3212355467332,D,D,-88.449962184747,-87.32160541041958,79.85612552766675,D,55.9037418512856,C,B,0
Homosexual,51-65,88,Asian,81.42793809858463,B,B,B,109.43229574231954,33.23143300833884,B,41.5531397954728,A,D,-125.9932937429706,69.45682073748794,58.60516569727814,D,27.244225112409026,C,D,0
Bisexual,51-65,92,Hispanic,31.41882985288153,E,A,C,-58.79547149055865,-76.43894812519592,D,45.52642955296615,C,C,-202.72951119403157,-42.55084179313347,30.654326221288237,A,15.886077250139921,C,D,0
Bisexual,26-35,27,Black,-109.3940043600625,A,D,D,24.058859267613453,-34.838424957044595,C,62.31769625763574,A,C,209.9925921884274,2.1567085218356223,144.65895832606347,C,-9.085375901045815,B,C,0
Homosexual,36-50,48,African American,-191.11668553199877,B,E,E,-25.040070913033624,-175.29999000069313,C,16.38813909592606,A,B,-93.45034259508927,-172.1996796687725,-94.8391421066452,B,-128.23979377211546,C,D,0
Bisexual,36-50,73,Asian,-77.46036274293509,A,E,C,38.828900119730484,-125.34214363196068,B,1.761163030019215,C,B,-83.91760433199262,-114.72493709494897,-23.37068903113351,C,-66.42545763121419,E,C,0
Heterosexual,36-50,99,Other,-7.338537712252245,D,B,E,107.7119028959235,5.7206700945637206,C,-148.14752261272167,B,B,-119.48502731062183,-106.01321712581984,-30.17442142327248,B,-185.68578408785535,A,D,1
Other,18-25,22,Asian,114.45347877623344,C,B,A,50.55928756033522,113.67148168677541,B,237.68443166020194,D,E,27.135104383698618,87.89564272390692,-27.17884970359122,D,121.87597283085874,A,B,0
Bisexual,65+,22,Asian,-76.25567134418945,D,D,C,-15.14718212321379,54.352315004034466,E,-185.59178378796582,C,D,127.5237584971026,37.69954550183854,-5.30098326700832,A,-67.26270050504365,D,E,1
Other,65+,77,White,-63.826969269288625,D,E,E,70.90081968359213,6.691756478066601,C,3.642587373539645,D,B,70.22011203144952,55.59483374093156,97.65682641473526,C,-21.378148155879735,A,B,0
Bisexual,51-65,18,Hispanic,40.65499462691001,E,E,D,-100.81703896791714,62.83233963979762,B,-122.79595216438692,B,A,-144.242834387843,-36.142043511059086,-9.605248228267135,A,-150.7313647835288,D,C,0
Heterosexual,26-35,42,Hispanic,112.26892805806334,C,A,C,58.80287714341945,72.50367907476752,B,142.05117924937204,A,C,-177.4168731888176,-126.09912197671123,64.6886598071474,B,76.0603551572974,D,D,0
Bisexual,26-35,22,Hispanic,77.2268423105192,E,E,A,205.67666927265967,68.74855606069846,C,-5.471464903145743,A,E,-223.7900984601994,27.33285022604482,-145.66719108760063,A,-95.34100916259517,C,A,0
Other,65+,40,Hispanic,2.5871210603465955,B,B,B,121.20096461936991,-132.20254504590616,C,51.97716773777196,E,D,67.92998838946022,94.76020180765354,86.02933849621573,B,50.017656911953665,A,A,1
Bisexual,18-25,65,Asian,-30.449687129281948,E,A,D,30.824872282500664,-42.07412956888076,A,57.46291596249361,E,B,-78.30620519530184,12.47237299706507,-124.86355874576267,D,-9.486694078082849,C,C,0
Bisexual,26-35,27,Hispanic,204.50813480679167,B,A,A,-41.959293949594624,-204.93598710912275,D,-120.94050777857959,D,E,-14.911443472599995,-45.78918145948975,-112.98367920469178,E,79.0195503629386,B,C,0
Bisexual,36-50,44,Asian,70.58018637819822,B,E,C,-31.842312071824452,-21.35488971069219,A,-127.39486954830062,E,B,-69.129257804772,244.51589468681908,198.80092242935694,A,86.08106430561166,A,E,1
Other,26-35,32,African American,32.44285569797232,D,C,B,-80.22580484069758,43.836632938371025,B,130.1878041514811,E,D,81.39497406418205,162.17774986201331,93.0334029344652,B,-52.94329867412358,D,D,1
Heterosexual,36-50,86,Black,-78.07925733891055,E,A,C,21.114390513257188,111.15270959767061,B,62.647023372571184,D,D,-98.72701979656931,29.788206968533082,6.867224672987677,D,-67.05392258143054,B,A,1
Other,18-25,42,African American,-131.3654054681402,A,C,B,109.6800528220956,120.46173098808646,C,29.700411372551994,E,A,76.59326436523722,-168.51764587968032,-9.76579132678393,A,-11.611275805863038,E,A,1
Bisexual,36-50,99,Black,-33.538634787695045,B,E,D,-69.34480352559936,-106.92104748814609,A,-74.93808058180798,B,C,36.101181057669976,-11.35470338498183,-101.99092323282169,D,73.17323156543463,E,B,0
Homosexual,18-25,46,Asian,178.23712454810544,C,B,B,12.625011798713162,-52.478892265437985,B,-158.2353094170192,E,E,43.73249482766883,-36.4088494633982,-206.07811117076858,B,-5.406740764690884,D,A,1
Homosexual,65+,66,White,-90.79807338710654,E,B,B,-3.484714997106817,8.004325433840433,C,178.38234803886647,C,B,162.3485317144464,-30.985820852124462,271.38817597795884,A,-182.22668790293963,B,A,0
Other,51-65,43,Black,-7.370899256724601,C,E,C,-65.98552756825318,-6.183674946371898,C,-66.50515667852541,E,C,71.25977140771506,65.12080763442329,74.5517812212941,B,-63.01655955376091,C,B,0
Heterosexual,51-65,46,Other,4.515792439505631,A,B,C,28.202610016940177,-4.973148994641753,E,138.98013542023276,A,E,-248.69272568091972,19.946371506524425,41.918503869348015,C,-41.626118456664344,D,A,1
Bisexual,65+,84,White,24.930582075641446,A,E,E,143.67791996140818,-16.511788650251336,A,-21.07707252516745,E,B,-1.0328621177965882,-52.92879865345152,-159.8733679141251,C,-128.86113877539276,C,C,0
Bisexual,51-65,73,African American,57.16663041875552,C,B,C,118.8196389210417,5.3807789641134525,E,185.72805117522688,C,C,109.12062936511107,-48.21865207974669,-144.21549814087558,E,45.61412002438229,B,D,1
Other,26-35,61,African American,25.49533750632844,B,C,D,-39.13319400427313,61.29045300539278,B,-149.290761177473,A,D,-67.80427660288707,-17.995880529296407,-188.52348954093517,C,245.9225920162208,E,C,1
Other,36-50,87,African American,115.47916179292885,B,B,A,-38.12831174957612,-44.190094774612156,E,-47.98525156096462,B,E,129.14713544730722,-33.99866768387512,98.81963760389162,E,62.7557374507641,E,C,1
Homosexual,18-25,41,Asian,-67.06741797101932,E,D,A,75.8541660816972,-47.95741602873948,E,-97.56040162038084,C,B,110.32742706468,-145.98766439877312,-38.44274824119658,D,57.961185399677554,A,A,1
Heterosexual,26-35,85,Hispanic,-8.557635565347095,A,C,E,-194.92723445750488,-34.71412558797953,C,-184.84183650967415,C,D,137.19139933251577,-22.227997676955198,115.50341610997499,C,44.32459485685082,A,C,0
Homosexual,65+,90,Hispanic,-34.01933739079349,D,B,E,-104.73595725188049,62.490443340160425,D,-91.82191679673329,E,E,-60.286949480320914,-59.54853327610762,56.51001758056271,A,46.882196939073935,C,E,1
Homosexual,51-65,55,Other,42.81373497863606,B,A,C,-135.19484317333107,-31.741699884639786,B,55.481473749792045,B,B,-42.87292604933412,25.353791197597854,-15.029212997639316,A,150.82323003589798,C,A,0
Other,65+,85,Asian,72.62493657208097,B,B,A,206.67304287397076,-184.66750628780204,A,40.39351102716783,C,E,66.89096812112506,-54.01114027259138,-165.7874657845675,E,151.1524939569046,E,E,1
Other,36-50,31,Hispanic,4.397911199633913,C,C,A,122.45823240383793,67.59725031993764,B,-170.84411199530953,D,D,-64.53240319014887,-147.36349142789965,105.87045567795958,E,18.797413970623804,B,A,0
Bisexual,51-65,40,Hispanic,-108.0216988824424,B,B,E,148.83986424883838,-58.9060177692863,E,-8.049740667448486,E,A,116.16707317641537,-33.035325871767895,-70.67222394699694,B,-38.16307924392761,D,D,0
