country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Germany,B,B,A,B,D,B,A,0
Germany,A,E,C,A,E,A,C,1
Brazil,D,B,B,C,C,D,E,0
Other,A,D,A,B,C,A,A,0
India,C,A,C,A,E,D,E,1
Germany,C,B,D,B,A,E,A,1
Mexico,D,B,D,E,C,D,B,0
Other,A,B,A,B,C,C,D,0
Germany,B,D,A,D,A,A,B,1
India,B,E,D,E,D,E,A,0
Other,C,D,B,B,A,D,E,1
Mexico,D,A,D,A,D,E,B,1
China,C,D,C,D,A,B,E,1
UK,D,C,A,C,B,E,D,0
Brazil,A,E,D,A,E,B,A,0
Germany,A,D,E,B,C,B,D,1
Other,E,B,C,B,A,E,D,1
UK,B,D,B,D,C,A,E,0
Brazil,D,E,C,B,A,E,A,0
Germany,D,D,B,B,D,D,C,0
UK,A,A,C,E,D,D,D,0
China,B,D,E,D,C,D,D,1
Mexico,C,A,A,C,B,E,A,1
US,A,D,E,C,A,C,D,1
US,A,A,A,B,C,A,D,1
Brazil,A,E,E,C,E,A,D,1
US,C,C,D,D,E,C,A,0
Brazil,B,D,D,B,B,A,B,1
UK,C,D,A,E,B,C,C,0
Mexico,D,C,B,E,B,E,C,1
US,A,A,D,D,C,B,E,0
India,A,C,A,A,E,D,B,1
US,E,C,A,E,C,E,E,0
India,C,D,A,A,A,D,D,1
UK,C,D,D,C,B,E,E,0
India,B,E,B,C,B,A,C,1
Germany,A,C,C,E,A,A,D,1
Mexico,C,D,A,D,B,A,B,1
China,A,E,B,E,B,E,E,0
Other,D,B,C,E,A,C,D,0
Brazil,E,C,B,B,A,D,C,0
US,E,B,A,E,A,B,E,0
Mexico,A,C,C,C,C,B,A,1
India,C,D,C,C,E,D,E,1
Brazil,B,A,A,A,B,E,B,1
China,E,B,E,B,B,C,B,0
India,A,C,D,B,D,E,B,1
US,A,C,E,B,E,A,E,0
US,C,A,A,D,E,A,A,1
China,B,A,E,B,C,A,D,0
India,B,E,C,E,A,B,C,0
Brazil,A,D,E,B,D,A,A,0
India,D,C,D,A,E,D,A,0
UK,B,D,E,E,E,B,A,1
UK,E,B,C,C,E,D,B,1
US,D,A,D,C,C,A,D,0
Mexico,C,C,D,B,D,C,A,0
Germany,E,C,A,C,E,B,B,1
India,E,D,E,D,D,D,E,0
UK,D,C,D,A,C,C,D,1
Mexico,D,A,D,A,D,D,A,1
India,A,D,D,E,D,E,B,1
Mexico,E,B,B,B,B,D,B,0
India,E,E,C,A,B,E,B,1
US,D,E,A,B,D,A,E,1
US,C,D,D,B,C,E,B,1
Other,B,C,D,E,B,D,C,1
India,E,B,A,A,B,A,B,0
China,C,B,B,D,E,D,D,0
US,E,B,E,B,A,C,A,1
Brazil,B,E,D,E,A,A,E,0
Mexico,E,D,B,B,C,D,D,0
Germany,C,C,D,C,B,D,E,1
US,E,B,C,A,E,C,D,0
UK,D,C,D,C,E,A,C,0
Other,C,A,E,A,A,B,E,0
US,D,A,E,D,B,A,A,0
Brazil,C,B,C,B,E,C,A,1
UK,E,A,D,B,E,E,B,0
Brazil,D,C,A,A,D,B,C,1
China,E,C,B,E,B,D,C,1
India,B,E,C,E,D,D,C,0
Germany,C,D,B,C,D,B,E,1
US,D,D,A,B,D,A,B,1
Brazil,A,B,C,A,B,D,B,0
India,E,D,C,C,A,E,E,1
Mexico,E,E,A,C,C,D,D,0
US,A,B,C,A,D,D,A,0
US,B,E,E,C,A,C,E,0
India,A,C,D,B,C,B,A,0
US,B,E,E,E,D,C,E,1
UK,A,B,B,B,D,E,C,1
Brazil,C,B,B,E,E,D,C,0
Brazil,D,A,B,B,B,D,E,1
India,B,D,A,C,E,D,E,1
Brazil,B,E,C,E,A,B,C,0
India,E,A,A,B,E,D,A,0
Mexico,C,B,B,B,C,E,A,1
Germany,D,A,E,D,E,A,D,0
US,B,A,E,E,A,D,C,1
China,B,D,D,D,E,A,D,0
Brazil,A,D,C,E,E,E,A,0
Other,B,C,A,B,E,E,A,1
China,D,C,D,B,C,B,D,0
Other,B,C,E,A,C,D,E,0
China,B,C,D,C,E,C,A,1
UK,C,C,E,E,C,D,D,0
India,D,B,E,E,D,B,D,0
UK,C,B,A,C,C,E,B,0
Other,E,A,E,E,B,B,D,1
Brazil,C,B,D,B,D,B,D,1
China,C,A,B,E,B,E,A,0
China,A,A,D,B,B,A,E,1
China,D,B,D,C,D,A,C,1
UK,D,E,D,C,B,C,B,1
Brazil,B,C,B,C,E,A,B,0
Brazil,D,A,D,D,E,C,E,0
Other,E,A,D,A,A,D,C,1
UK,E,D,A,E,C,C,E,0
UK,D,E,B,B,E,B,E,0
Brazil,A,E,B,C,C,A,B,1
US,D,A,B,A,C,E,E,0
Germany,B,C,B,D,E,D,B,0
India,D,C,D,A,E,C,A,1
India,A,D,C,A,D,B,C,0
Mexico,E,D,D,C,A,A,A,0
China,A,D,D,D,B,A,A,1
Germany,A,D,A,C,A,D,E,0
Brazil,D,C,C,A,E,A,A,0
India,C,B,C,D,D,E,B,1
India,A,D,C,A,D,B,B,1
India,B,B,D,B,B,A,B,0
Germany,D,B,D,D,C,D,B,0
India,D,A,A,A,E,D,C,1
Mexico,B,A,B,E,D,E,B,0
UK,C,E,E,E,B,B,C,1
Other,D,D,D,D,C,C,A,1
India,A,A,C,E,C,A,C,0
India,E,D,E,E,B,C,E,1
China,E,D,B,E,D,E,A,1
China,E,A,C,D,D,B,C,0
US,B,E,B,E,D,C,D,1
Other,E,D,A,A,D,E,D,1
China,B,E,C,A,D,C,D,0
China,A,A,E,D,D,A,A,1
China,E,D,E,C,E,E,D,0
US,A,D,A,C,D,B,B,0
Mexico,E,A,E,C,D,E,D,1
Germany,B,E,A,A,C,C,C,1
Brazil,E,B,E,E,E,C,A,0
China,B,A,B,C,C,C,D,0
Germany,D,E,C,A,C,A,D,0
Germany,A,C,B,D,A,D,D,1
UK,C,C,A,E,A,E,D,1
Mexico,E,C,C,A,C,A,C,1
Brazil,D,C,C,E,C,A,C,0
UK,D,A,B,A,E,E,A,0
UK,E,E,A,D,B,D,C,0
US,C,D,C,A,D,D,A,0
China,B,B,B,B,E,E,A,0
Mexico,D,D,D,B,E,C,B,0
India,B,B,C,B,A,B,D,0
UK,C,C,A,E,C,D,E,0
China,B,D,A,D,D,E,E,0
Mexico,E,C,E,C,A,D,B,1
Germany,E,C,C,B,A,B,A,1
Mexico,D,D,C,D,E,B,E,1
Brazil,C,B,A,E,C,D,B,0
China,A,B,B,E,A,C,E,1
Mexico,A,E,E,B,A,D,B,0
Other,D,D,D,B,B,B,A,0
US,D,A,D,A,C,C,E,1
Mexico,E,B,E,A,D,E,A,0
UK,E,B,C,C,B,D,D,1
US,C,D,C,B,C,A,B,0
US,D,D,B,A,E,E,A,1
UK,C,B,A,B,D,E,B,0
Other,A,B,A,A,B,C,A,0
Other,A,E,E,D,C,C,A,0
China,A,C,E,B,E,D,A,0
Other,C,A,B,B,B,B,A,1
China,B,A,A,A,E,B,A,1
US,A,D,E,E,C,A,C,1
India,D,B,D,A,D,E,C,0
UK,D,D,D,D,D,C,C,1
Mexico,B,C,D,B,A,B,D,0
UK,C,E,C,D,D,C,D,0
Brazil,B,E,A,E,B,B,D,1
Germany,E,C,E,A,E,A,B,1
US,C,B,D,C,B,D,B,1
UK,D,A,A,A,B,B,C,0
China,D,E,C,A,A,A,C,0
China,D,D,D,A,A,C,B,1
India,B,C,E,E,B,E,D,0
India,C,D,B,D,E,C,D,1
UK,A,A,D,C,A,C,A,1
Other,B,D,B,A,D,E,E,1
UK,C,E,C,C,C,D,A,1
China,D,B,B,A,E,E,A,0
China,E,B,D,E,B,B,E,0
India,E,A,E,A,E,A,D,1
Other,B,D,B,D,A,B,A,0
China,A,C,D,C,E,E,A,0
Mexico,D,D,C,A,C,A,B,0
Germany,C,B,C,B,B,A,D,0
Other,D,B,E,B,A,E,A,0
Brazil,E,E,B,D,C,E,D,0
Mexico,D,B,D,D,D,A,D,0
Mexico,D,C,B,D,D,C,C,1
US,C,D,D,A,E,D,A,0
Germany,B,D,D,A,A,E,B,0
Brazil,D,A,B,A,A,E,D,1
Other,B,E,B,A,A,B,E,1
Germany,D,B,A,A,C,A,C,1
Mexico,A,E,E,A,D,C,D,1
Germany,E,C,C,E,A,E,B,0
Other,A,C,D,E,A,A,D,1
India,B,B,D,A,A,E,B,1
UK,C,A,A,E,D,E,E,1
UK,A,B,C,E,B,E,D,1
India,A,A,C,D,C,C,B,0
US,B,E,E,C,B,C,D,1
UK,D,C,E,C,E,E,D,1
Other,A,C,D,C,A,C,E,0
Brazil,E,C,B,E,A,D,A,0
Other,A,C,B,E,C,D,C,1
Mexico,D,E,D,B,C,A,D,1
Mexico,E,A,E,C,A,E,E,0
Germany,A,D,C,C,C,A,B,0
Other,A,D,A,D,B,E,C,0
US,A,D,C,C,B,B,A,0
India,E,E,D,B,B,D,C,1
Brazil,D,A,D,B,C,D,B,1
UK,B,E,D,A,E,D,E,0
Other,D,E,E,D,E,D,E,0
UK,B,A,A,C,E,E,D,1
Other,D,D,C,B,D,D,C,0
Other,B,B,D,E,B,B,B,0
Other,C,E,B,D,E,D,B,0
Germany,D,A,E,A,B,C,B,0
China,E,A,A,B,D,A,E,1
Mexico,E,D,B,B,E,E,D,0
Brazil,C,C,C,D,C,D,B,0
US,C,D,E,D,D,A,D,0
India,C,B,A,D,C,C,C,1
India,E,A,D,A,B,B,A,0
Mexico,D,B,E,D,A,D,C,0
US,C,D,D,D,E,A,B,0
Other,B,A,D,E,D,C,B,0
Brazil,C,E,D,C,D,D,A,1
Other,D,B,D,E,D,B,A,0
Germany,B,A,B,A,B,C,C,0
China,C,B,A,A,C,D,A,1
US,A,E,C,D,C,A,B,1
US,B,B,E,B,B,B,E,0
Brazil,C,D,B,C,E,C,A,0
Other,A,D,A,A,D,E,E,1
Brazil,C,D,D,C,B,A,E,1
India,B,A,C,E,E,E,C,0
Brazil,D,A,A,A,E,C,B,0
China,D,B,A,C,E,C,D,1
Germany,A,C,B,A,C,B,E,0
UK,A,D,B,B,B,B,C,1
US,D,B,D,D,C,A,D,0
India,A,C,C,A,C,A,B,1
Germany,B,A,B,A,D,B,D,0
UK,E,D,D,A,C,B,D,0
Other,E,B,E,E,D,E,B,0
Other,B,E,E,B,C,E,D,1
China,C,D,B,D,A,D,B,1
Brazil,B,A,D,D,B,A,C,0
Other,A,B,B,C,A,D,A,1
US,E,E,B,C,D,C,E,0
Mexico,E,D,B,D,B,A,D,0
China,E,C,B,C,C,E,C,1
Other,E,B,C,C,C,D,C,0
Germany,B,A,B,A,B,E,B,1
India,B,D,B,B,B,B,A,1
India,B,B,D,A,C,A,B,0
Brazil,D,A,E,B,C,A,A,1
Brazil,D,C,C,E,D,D,B,0
UK,D,E,E,A,A,E,E,0
Germany,D,B,E,C,D,B,C,0
China,D,A,B,E,D,B,B,0
Brazil,A,A,B,C,E,A,B,0
Other,C,A,C,B,B,B,D,1
Germany,B,A,E,B,B,D,B,1
Other,C,E,C,E,A,E,A,1
UK,A,D,B,B,C,E,C,1
Other,C,E,E,D,E,D,A,1
China,C,D,B,D,D,D,A,1
Other,B,C,E,B,C,A,A,1
Other,B,B,C,D,B,C,C,0
US,C,B,B,C,C,C,A,1
Other,B,D,C,E,C,E,B,0
Mexico,C,D,B,B,B,A,D,1
US,B,B,D,B,A,A,B,1
Other,C,D,C,B,B,E,B,0
Mexico,A,C,A,D,E,A,B,1
Germany,C,A,D,E,C,E,B,1
China,A,A,D,A,E,E,C,0
Germany,A,B,C,C,B,E,E,0
US,E,C,B,A,C,D,B,1
UK,A,B,A,E,E,D,A,0
US,E,E,B,D,B,B,B,0
UK,C,E,B,B,B,C,A,1
US,E,C,E,A,A,C,B,1
India,D,D,D,D,C,C,C,1
Brazil,A,E,C,A,C,A,A,0
Brazil,E,D,C,A,A,B,B,0
China,C,C,A,D,C,D,C,1
Other,E,D,A,C,A,E,C,1
China,A,C,D,E,E,D,C,0
Germany,C,B,A,C,A,E,B,1
Brazil,C,C,B,C,C,E,B,1
Other,E,A,C,B,C,C,B,0
Brazil,A,B,C,E,C,C,A,0
Germany,B,E,E,E,B,D,A,0
Other,D,C,B,B,A,E,B,0
Germany,A,C,C,E,B,D,A,1
Brazil,D,D,B,B,B,D,A,0
Mexico,E,B,B,D,D,A,A,1
China,C,E,B,E,C,A,E,0
Brazil,A,A,E,B,E,D,A,1
Other,B,E,B,D,B,C,B,1
Mexico,D,A,B,C,A,C,D,1
India,A,B,E,C,E,A,E,1
US,A,C,A,B,A,C,A,0
China,A,A,E,B,D,E,A,0
Brazil,B,E,B,B,D,C,E,0
US,B,C,B,E,C,D,C,1
China,A,A,A,A,A,A,C,1
Mexico,E,B,A,B,C,C,A,0
Germany,E,A,D,D,C,C,A,0
China,E,A,B,C,B,C,D,0
Brazil,A,B,D,A,C,B,A,0
UK,A,B,A,D,D,A,E,1
Brazil,C,A,C,A,A,C,B,0
UK,A,D,A,A,A,E,D,0
Other,D,C,A,B,C,E,D,1
UK,E,E,B,B,A,C,A,0
Mexico,A,D,E,C,D,A,C,1
Other,C,B,B,C,C,B,B,1
Brazil,B,E,B,A,E,A,B,1
China,D,E,C,A,D,B,B,0
US,E,C,B,C,A,C,A,0
UK,D,D,A,C,E,D,A,1
India,B,C,D,D,E,A,A,0
India,C,E,A,A,A,A,B,1
US,A,B,D,B,E,A,E,1
US,A,D,B,D,E,D,B,1
Germany,C,B,E,E,D,D,A,1
India,B,E,B,D,D,E,D,1
US,C,B,E,B,E,D,E,0
China,B,D,B,A,C,B,D,0
Other,D,A,B,C,C,C,C,0
Brazil,C,B,D,B,A,A,C,1
Other,A,D,C,D,D,A,B,0
India,E,A,A,E,C,B,D,1
Brazil,A,D,A,C,A,E,B,0
India,D,E,B,C,A,B,E,1
India,B,C,E,D,D,A,E,0
UK,E,E,E,D,A,A,A,0
Other,A,D,C,C,C,A,C,0
Germany,E,E,C,E,B,B,C,1
Mexico,C,A,C,C,C,D,E,0
Mexico,D,E,E,D,E,D,A,1
US,E,D,D,D,D,A,C,1
US,D,C,E,B,C,B,C,0
US,D,A,A,A,B,A,D,1
Mexico,E,B,E,D,D,C,B,0
Other,A,A,E,A,E,D,A,1
Germany,D,A,C,D,E,A,B,0
Mexico,A,A,B,B,A,B,A,1
US,C,C,C,B,C,C,A,0
China,B,A,C,E,E,D,D,1
Brazil,A,A,C,C,C,E,B,0
Brazil,E,A,E,B,A,C,A,0
US,B,A,C,D,C,B,D,1
US,C,E,B,A,C,C,D,0
China,C,C,C,B,B,A,A,0
China,E,A,A,A,E,E,A,0
Other,C,D,A,D,D,E,C,1
US,B,D,A,B,E,C,A,0
US,B,A,E,A,E,E,E,0
UK,E,C,A,C,A,D,D,1
India,D,E,A,A,B,B,C,0
Brazil,A,D,D,A,C,C,B,1
Mexico,A,E,B,B,C,D,C,0
Mexico,D,E,B,D,E,E,C,1
Germany,C,C,A,C,C,E,D,1
US,C,C,D,C,E,D,C,1
US,D,B,A,E,E,E,A,0
China,E,D,E,A,C,C,C,0
Mexico,C,B,C,A,E,E,A,0
Mexico,E,D,E,D,B,E,E,0
India,E,E,C,D,E,D,A,1
Brazil,D,C,C,A,C,C,B,0
Mexico,D,A,D,C,A,A,E,0
China,D,E,C,D,E,E,B,0
UK,A,A,E,E,E,B,B,1
US,B,E,C,C,A,D,B,0
Brazil,A,C,A,B,E,E,C,0
Brazil,B,D,D,C,B,E,A,1
US,D,A,E,E,D,B,D,1
UK,E,E,E,C,B,D,E,0
UK,C,D,C,D,C,D,A,0
India,E,A,B,E,C,E,E,1
Mexico,C,E,A,A,B,C,C,1
Mexico,D,A,C,E,A,B,E,0
Other,A,E,A,B,A,D,E,1
China,C,B,D,E,C,E,E,0
Germany,A,B,E,E,A,E,D,0
Germany,C,D,C,A,C,D,D,1
China,B,A,D,B,C,A,B,1
Other,A,B,B,C,C,E,D,0
UK,C,D,B,B,C,C,B,1
India,D,B,B,A,C,C,D,0
Germany,A,B,E,A,B,B,E,0
China,C,B,E,B,D,B,E,1
Mexico,D,B,D,C,A,E,B,0
Brazil,D,E,A,A,D,D,B,1
US,E,C,B,B,A,C,C,0
UK,D,B,B,D,B,C,E,1
China,D,B,C,B,B,A,C,0
India,E,E,D,A,E,E,D,1
Other,A,C,D,E,C,C,C,0
UK,A,B,A,E,D,E,D,1
India,A,E,D,C,A,B,D,0
Other,D,C,A,D,E,B,E,0
Mexico,C,E,A,A,B,D,E,1
Germany,D,D,C,B,B,E,E,1
China,A,E,A,C,E,A,D,0
US,D,A,C,B,B,D,B,0
Other,D,B,D,B,D,D,E,0
UK,C,D,C,B,C,C,A,1
US,C,C,D,D,C,A,A,1
US,D,E,A,D,B,A,C,1
Other,C,B,A,E,C,B,D,1
Brazil,C,E,C,E,E,A,D,1
Brazil,E,B,D,B,D,D,D,0
Brazil,E,D,D,E,B,E,B,1
China,C,A,E,C,E,D,B,0
Mexico,E,C,B,B,A,D,A,0
Germany,B,C,D,D,A,B,D,1
Mexico,C,D,D,E,D,D,E,0
UK,D,E,A,C,C,D,A,0
US,D,C,C,D,D,A,D,0
India,E,D,E,D,D,D,C,0
US,C,D,A,B,D,D,D,1
China,B,E,E,D,B,B,A,1
Brazil,A,A,D,C,B,B,C,1
US,D,A,B,A,C,D,C,1
China,E,C,C,D,C,D,D,0
Mexico,E,D,B,E,D,C,E,1
UK,E,B,A,B,B,D,D,1
Germany,C,C,B,B,B,B,D,0
Brazil,E,B,E,B,D,E,E,1
China,C,E,C,B,E,D,E,1
Other,A,E,A,D,A,E,D,1
China,E,E,A,D,E,D,B,1
India,D,C,D,E,C,D,A,1
UK,C,D,B,E,C,C,B,1
Mexico,A,A,A,E,A,D,E,1
UK,B,E,E,A,A,A,C,1
Other,A,D,D,D,E,B,E,1
Other,C,D,C,A,C,D,B,1
Mexico,D,B,B,D,B,B,E,1
UK,B,B,C,A,B,D,C,1
Mexico,B,B,E,E,D,B,C,0
UK,D,D,E,B,E,B,B,1
China,A,E,B,A,B,E,E,0
UK,D,A,E,D,C,C,C,0
Other,A,A,D,E,C,E,A,1
Germany,A,E,C,E,C,C,A,1
India,E,B,C,D,E,C,A,1
India,E,C,D,D,A,C,E,0
China,B,D,A,B,D,C,B,1
US,E,D,C,D,B,E,E,1
Germany,B,B,B,D,D,A,C,0
Germany,A,C,A,B,D,B,B,0
China,A,E,D,E,A,B,D,0
Germany,D,A,A,E,D,C,D,0
Germany,D,A,E,B,E,B,E,0
Germany,A,D,E,B,E,D,B,1
China,A,E,C,D,D,E,C,1
UK,E,A,C,A,A,E,A,0
India,A,E,B,B,B,A,B,1
China,E,A,C,B,E,C,B,0
Mexico,B,E,A,C,E,A,C,1
India,B,B,C,A,E,E,A,1
Germany,B,C,E,C,C,C,D,0
Brazil,C,E,B,B,B,C,B,1
Brazil,D,A,C,C,B,E,E,0
Mexico,B,E,B,A,C,B,A,1
Other,C,E,B,D,A,E,B,0
China,A,C,D,D,B,B,E,0
UK,E,B,C,E,B,C,B,0
China,D,D,A,E,B,D,D,1
US,C,E,D,C,D,E,C,1
Brazil,A,D,E,A,D,D,E,0
India,A,A,E,A,E,E,E,0
India,C,D,A,D,A,E,D,1
Germany,E,C,A,C,D,C,C,0
Germany,B,A,C,E,D,D,B,1
China,A,E,A,E,B,C,D,0
Mexico,B,C,D,B,D,B,C,0
Brazil,B,D,A,A,C,E,D,0
India,D,A,A,B,A,C,B,1
UK,C,D,E,C,C,A,B,1
India,C,C,C,D,D,A,D,0
Mexico,A,D,D,D,D,B,E,1
Germany,C,E,E,D,B,B,D,0
China,A,D,B,B,B,A,C,0
Brazil,E,C,A,A,D,D,A,0
Mexico,A,A,B,D,C,A,C,1
Other,A,D,E,B,D,A,D,0
Brazil,E,C,E,E,E,B,C,1
Mexico,B,B,A,A,C,C,E,1
Other,E,D,B,C,D,B,B,1
Germany,A,D,E,D,B,E,D,1
China,E,E,C,A,A,E,A,0
Mexico,A,C,B,D,A,D,B,1
US,B,C,D,E,A,C,A,0
Mexico,E,E,A,E,B,C,E,0
China,A,C,C,C,C,D,C,1
Mexico,E,C,E,C,C,D,A,1
Mexico,A,E,D,C,C,E,A,0
Other,E,E,A,C,D,A,C,1
UK,D,C,D,D,D,D,A,0
China,B,B,C,D,D,C,D,1
Other,D,E,A,B,E,D,B,1
US,C,D,A,A,D,D,D,1
Germany,A,A,D,A,C,B,E,0
Brazil,C,A,E,A,E,C,A,1
Mexico,A,C,A,C,A,B,B,1
Brazil,B,A,A,B,E,D,B,1
China,B,D,D,C,A,A,D,0
China,D,B,E,B,A,C,D,1
India,A,D,E,D,A,E,B,0
China,D,C,D,A,B,E,B,1
US,D,E,B,B,A,A,D,1
Mexico,A,C,E,E,C,E,A,1
Brazil,A,B,B,C,C,C,C,0
Other,B,E,C,E,A,B,C,1
UK,B,A,E,A,E,B,D,0
India,D,B,E,A,C,E,C,0
Mexico,B,E,B,D,D,E,E,0
UK,A,A,E,A,A,C,D,0
India,B,B,E,E,D,D,A,0
Mexico,C,A,A,E,A,E,C,0
US,A,E,B,E,A,B,B,0
Germany,C,A,A,B,E,B,A,0
Germany,B,D,E,C,B,E,D,1
Germany,E,C,A,D,A,C,E,1
UK,A,E,E,A,B,B,A,1
China,D,E,C,D,B,B,E,1
US,E,C,E,A,A,D,E,1
Other,C,A,E,C,D,C,B,1
US,C,A,B,A,D,C,E,0
China,B,D,B,C,E,A,E,0
Mexico,D,A,D,A,C,D,A,0
India,A,C,E,A,D,D,B,0
US,E,C,D,B,A,E,E,0
Brazil,D,D,B,B,E,A,C,0
India,A,B,B,A,C,D,D,1
Other,C,D,E,E,E,B,C,1
Mexico,D,A,A,D,E,A,A,0
Germany,C,B,C,C,D,E,C,1
Mexico,C,A,A,B,A,B,B,1
India,A,B,A,B,C,E,E,1
China,E,D,A,D,A,C,B,1
US,A,C,E,C,B,A,A,1
India,E,E,D,D,E,A,C,1
Brazil,D,D,B,B,B,C,B,0
Other,E,A,B,B,B,D,A,1
India,B,C,E,A,A,A,B,0
Germany,C,D,D,D,B,E,A,0
Germany,A,D,C,A,A,B,B,1
Mexico,D,E,D,C,B,C,C,0
Other,D,C,D,D,E,C,D,0
UK,E,A,D,E,C,B,C,0
Mexico,E,B,D,D,E,D,B,0
India,D,B,A,E,E,A,E,0
Brazil,E,D,B,E,D,B,C,1
Brazil,E,B,C,A,D,B,C,0
UK,B,B,E,D,E,C,C,0
Mexico,A,A,C,D,B,A,E,0
US,A,C,E,E,A,C,A,0
Germany,C,B,D,B,B,D,E,1
India,A,D,A,D,E,D,B,1
Germany,E,D,C,A,D,B,A,0
Germany,C,A,B,A,E,D,C,1
UK,C,A,E,D,A,D,D,0
Brazil,E,E,B,B,A,E,B,1
US,C,C,A,D,B,A,B,0
Brazil,D,C,B,C,C,D,E,1
India,B,A,C,A,C,C,A,1
Other,D,D,A,E,C,B,C,1
Germany,D,A,E,A,A,B,B,0
China,E,A,B,E,A,B,E,1
Brazil,B,D,D,E,A,B,E,1
India,D,A,C,B,D,B,C,1
India,A,C,C,D,D,D,E,1
Other,E,D,E,A,A,E,C,0
Brazil,D,E,D,B,B,C,C,1
US,A,A,D,E,C,D,D,1
UK,C,B,A,B,A,C,E,0
Mexico,A,A,E,C,C,E,D,0
Brazil,B,D,A,B,A,B,C,1
Brazil,D,B,D,A,A,A,D,0
US,C,C,B,D,B,B,B,1
China,E,B,E,E,D,D,C,1
China,E,A,C,E,E,B,B,1
China,E,B,E,C,D,C,E,0
US,A,E,C,B,B,B,A,1
Mexico,C,E,A,E,B,A,D,0
Germany,E,B,A,B,A,C,C,1
UK,C,A,B,B,C,B,E,0
China,D,A,D,B,E,B,E,0
UK,C,D,E,E,C,C,D,0
Brazil,C,D,B,D,E,E,D,1
US,D,E,D,C,C,E,B,1
India,A,B,E,C,C,B,D,0
US,B,C,B,A,D,A,B,1
China,D,E,D,D,A,E,B,1
India,C,C,D,D,D,A,B,1
Brazil,E,D,C,E,D,C,C,1
India,A,E,E,E,A,C,B,0
India,C,A,B,C,A,E,C,1
Other,B,E,E,E,C,B,D,0
India,D,C,C,A,A,A,C,0
China,A,E,C,E,A,A,A,0
China,B,E,D,B,A,A,A,1
US,B,A,E,E,D,B,E,1
Germany,A,B,A,B,C,D,E,1
Mexico,E,A,C,B,A,D,C,0
US,B,D,C,B,D,B,E,1
India,C,E,B,E,E,E,D,0
China,A,C,D,C,A,B,D,1
Germany,A,E,E,A,D,B,C,1
US,C,E,B,A,D,C,E,1
India,D,C,C,B,C,D,D,0
India,D,C,C,D,C,A,C,0
China,A,C,B,A,C,B,C,1
Germany,E,E,D,B,C,B,C,0
India,C,D,A,A,E,A,D,1
UK,B,C,A,C,C,A,C,0
Mexico,D,C,B,A,B,C,A,1
Mexico,A,A,C,B,D,A,A,0
Mexico,B,D,A,E,A,A,C,1
Mexico,B,E,D,C,A,A,A,0
US,E,C,C,D,B,B,C,1
US,E,A,A,E,C,D,B,0
India,B,C,D,D,E,B,E,1
India,D,E,B,D,E,A,B,1
UK,C,B,A,B,B,C,C,1
Mexico,D,E,E,D,E,B,A,1
US,B,C,E,C,D,E,A,1
Other,B,D,C,E,E,B,C,0
UK,E,B,C,A,D,C,E,1
US,C,E,C,B,D,C,E,0
India,E,D,A,A,D,E,E,0
Germany,C,E,E,C,C,E,D,1
Germany,A,C,D,C,C,D,A,0
Mexico,C,B,C,E,C,A,A,0
Mexico,E,A,A,D,C,B,D,0
Other,A,B,C,D,C,E,C,1
US,C,B,D,E,B,C,B,1
Germany,E,E,D,A,B,C,D,0
Mexico,C,E,A,C,B,D,C,1
Mexico,A,D,B,A,C,B,C,1
Mexico,C,A,B,E,B,C,B,1
Germany,B,C,E,B,B,A,B,0
Germany,A,B,C,A,A,E,E,0
Mexico,C,B,B,D,E,A,E,0
India,A,D,B,B,A,C,B,1
Mexico,B,E,A,D,C,E,B,1
Germany,C,A,C,E,E,B,E,1
Mexico,A,D,C,B,C,C,A,0
India,E,A,E,B,D,B,D,1
China,E,B,D,E,C,A,E,0
Brazil,B,D,A,C,D,A,D,1
Other,C,E,C,E,E,D,D,0
UK,A,B,C,E,D,A,C,0
Brazil,E,C,D,A,D,C,A,1
India,C,D,B,A,E,A,A,1
China,A,A,B,E,E,B,D,0
Mexico,E,B,E,A,A,D,E,0
Germany,C,D,C,A,E,E,E,1
Brazil,A,E,C,D,D,C,A,0
Other,C,B,E,E,C,A,B,1
Brazil,B,D,A,B,D,E,B,0
China,C,C,A,D,C,C,E,0
Germany,D,A,B,B,B,B,A,1
India,D,B,A,E,A,D,D,0
Other,A,C,C,E,C,A,D,1
India,C,B,E,E,D,E,A,1
US,C,E,E,A,D,A,C,0
Germany,D,C,A,D,B,C,B,1
China,E,E,D,C,C,B,D,0
Mexico,A,A,B,A,E,C,A,1
China,C,B,C,C,C,A,A,1
Mexico,E,D,B,A,E,A,D,1
China,D,B,E,A,A,C,B,1
Mexico,E,C,B,E,B,E,B,1
Brazil,A,C,B,B,E,E,C,1
Other,D,C,D,C,B,B,A,1
US,C,D,B,E,A,D,E,1
India,D,C,B,D,D,C,A,0
US,B,B,A,A,B,E,C,1
India,B,C,D,D,B,D,B,1
India,A,A,D,B,C,C,A,0
UK,E,A,B,B,C,E,E,0
Germany,B,A,C,B,C,A,C,0
UK,B,D,D,E,B,B,C,0
India,E,E,E,D,B,B,D,1
US,B,E,E,D,E,D,C,0
Germany,E,A,A,B,D,B,E,1
China,E,B,E,E,D,C,C,0
Brazil,E,C,D,D,D,D,A,1
Other,B,C,B,E,A,B,D,0
Germany,A,A,E,A,D,D,D,0
India,C,D,C,B,A,D,D,0
US,C,D,B,E,C,A,C,1
India,D,C,A,D,E,E,B,1
