Gender,religious_affiliation,Race,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Other,Buddhist,White,-12.425788806541913,41.85375227966935,C,D,D,E,A,C,12.086408900643624,D,-15.008692174819396,E,A,-106.9627472600337,96.70526437311405,-10.14959566104124,E,0
M,Buddhist,Other,-85.66880875596836,2.199806629806477,D,E,A,D,B,C,4.194633451934646,B,-59.433275337660916,D,A,67.7532033586922,174.941819169126,-17.918408798686574,C,1
F,Buddhist,Black,89.35726714900359,130.00215005242646,C,C,D,A,B,B,-47.54701492529583,B,-39.378540155733376,D,A,157.7164481024103,-96.00329028802298,170.98262122621796,B,1
Male,Other,Asian,0.23391432552627034,-13.803889687363691,B,E,A,D,B,A,-71.22908509782341,B,2.5344994171380186,B,A,82.0832027783648,140.44041907738182,71.75744001145863,C,0
M,None,Black,-5.311864206137329,-136.87079678403938,E,B,E,A,B,A,81.80803980196258,E,-28.482960994240948,B,E,-14.930947029635904,-150.8284073513875,-171.3619030969733,B,1
F,Hindu,Hispanic,-30.546172077720808,-100.32203612513426,D,D,E,A,E,A,79.90824399782623,A,-90.5322827302995,C,E,9.352110440132776,-58.494080520520505,-197.45841748213817,B,1
Female,Muslim,Asian,-109.69068069401982,-145.87655131671943,D,C,B,C,E,B,59.58956759673727,A,-55.261156434311474,A,B,106.66504895043036,-13.525655762727313,68.84761609344704,D,0
Female,Muslim,African American,154.78150792068703,-40.073452294673466,C,E,E,B,E,C,-44.827200245569855,E,43.439205551139665,D,C,-175.11629914029163,-7.468477352231094,-142.28380327250727,E,1
Non-binary,Muslim,Asian,94.44640399723335,-81.24861148267443,D,D,A,B,E,C,117.80378014029847,D,35.62840635805832,E,D,16.200421788564068,41.519203203663196,-169.93637002436898,C,0
Female,Buddhist,Other,57.66901268416079,-104.13848982397536,A,D,C,A,C,B,204.3629074273512,C,-114.43767890435541,D,D,-58.35960898725994,-2.8465418670742006,-152.8816343271684,B,0
Other,None,White,-266.80929963255386,41.92726348315972,B,C,D,B,A,A,82.92141988587896,C,-48.1055698624094,D,A,8.54904029591799,204.2963421050914,-103.25122814889569,C,0
Female,Christian,African American,-92.39088875186636,-89.03627533503844,D,E,E,A,E,A,-248.2302485351379,D,124.17040122245825,D,C,82.21019011449545,12.893361191942645,145.452748842828,A,1
Female,Muslim,Black,-81.64613446097633,57.946501185112886,D,A,A,C,C,E,-5.454037782685122,C,-73.5911003983875,E,B,40.21067668922685,19.62739079482627,-66.6728056073487,B,0
F,Christian,Hispanic,-44.328651617173946,133.98221331239608,A,E,C,A,A,B,28.40704462723613,B,158.90149087782345,D,C,-56.427138656708756,20.962667785737032,32.673168854888935,B,0
M,Other,White,-147.03106837540338,-38.39809417964384,C,D,A,E,B,B,-22.52661523846165,A,-68.90109874437248,E,D,142.19886514312506,-34.08491815738762,59.01527937750877,C,1
Male,Other,Hispanic,112.06289585860658,-1.5939749307470163,E,D,E,C,B,B,-33.47708332311221,E,-62.757509537117386,C,E,45.226019769760576,80.7048711641413,94.1523520403561,C,0
M,Jewish,Asian,-54.31239366773899,122.66064952680193,C,A,A,A,A,C,-185.3140517686486,E,-29.17533943999405,B,D,-30.396696441488203,-152.04496276609902,3.760164244620196,B,0
Non-binary,Muslim,African American,182.03266830346453,23.665254576755643,C,B,A,B,E,C,84.34058087232738,A,-132.6646986002924,B,A,-60.21253289199827,-176.55638609246566,-189.05070967801518,A,0
Female,Other,Other,194.51247419208244,273.17261939772516,B,D,B,D,E,A,-187.27060997124357,E,-73.4799723724378,B,D,-66.00068924881126,-129.90349605263643,-58.82848148081866,A,1
M,None,White,-62.98581914948197,125.98630720138695,A,B,D,A,B,D,35.52079798316992,D,59.43509709504312,E,B,137.8885425484701,-126.77735241671488,-119.19783914905805,D,1
Other,None,White,60.88468411527816,37.44597557554085,A,E,A,B,B,B,95.08183042930195,B,11.219531655339775,D,C,178.10506914152725,0.4937225671976111,-35.205684294603756,A,1
Male,Jewish,White,-64.01951310407884,156.7679508601286,E,E,D,D,A,E,-107.9698091899562,C,82.47338028933758,A,A,2.9775967336059064,-199.58059601089025,-72.68573627577976,E,1
Female,Muslim,Hispanic,62.511857555212316,-43.741467327193014,E,D,E,E,A,C,61.22466082201796,A,-180.3140916574657,E,D,70.91199642697478,52.15192562787409,-44.31696586291653,E,1
Female,Muslim,African American,-66.83852662546094,38.588345225427794,A,D,E,A,B,C,102.72551397328446,A,126.11467451199599,E,D,2.9345575814638916,-78.93871210518458,66.65699600820084,D,0
F,None,Other,86.69280640258864,140.63926407739996,E,A,D,C,A,B,-15.715296870215683,A,113.55668065000566,A,A,78.78014388932733,-129.68818791942877,90.57923383998151,D,1
Non-binary,Buddhist,African American,-33.62152070312318,-75.93071986351141,D,A,B,A,D,D,-22.13768631781473,C,-22.922718879168904,D,B,-106.17757484118027,-60.31311805780653,16.40145918732104,C,1
F,Other,Hispanic,3.885166770205769,-150.49197188176998,B,C,E,E,C,C,49.684482798780586,D,275.37720024514505,D,A,82.7621090248146,-81.46082782349092,42.017636149917514,E,1
Female,Muslim,Asian,145.3601592740612,-79.19325722084089,A,D,C,A,C,A,145.81519677975797,C,109.82326857816727,E,E,31.823870975360002,-246.77535324930244,-33.68127671133704,D,1
Other,Muslim,African American,-0.4672940362096372,-25.378004079157307,C,E,B,C,A,A,71.09684827135538,B,-113.48124741347809,A,B,-46.76837554826881,-106.29054444503608,-29.85835217959251,A,0
Male,Other,Black,-130.90026469368755,-140.9152985285496,D,A,C,A,B,D,-46.97838241942567,C,41.70356806681566,C,C,-20.477951814890645,167.92807787123826,-116.33941558203213,C,0
M,Christian,African American,46.173892609247524,65.1348291743638,E,E,B,B,B,A,-95.48803950463716,C,65.63762342234021,A,A,8.127913109749342,-95.92329567417897,-63.72512521543746,D,1
M,Jewish,Asian,-4.220463885184161,-13.476928989602666,D,B,C,A,E,B,47.26637273930688,C,-67.4396786102943,A,A,78.87165597016215,121.21573093757038,-126.1308920808761,D,0
M,Jewish,Asian,9.12568775184026,-9.495890807415917,C,C,A,B,D,D,130.2055637556749,A,22.47899142462937,A,A,53.58605673427549,88.99988931597996,-190.8244485816325,B,1
Female,Other,Other,-182.15842998825042,-43.07983932360377,E,B,C,A,E,C,177.25432164477078,C,14.569255770517747,B,C,8.815510061655191,-210.18575515423555,12.758984050216963,D,1
Other,Buddhist,Hispanic,26.102403087315434,-28.608942721819226,A,B,A,E,C,D,7.721538219775226,D,-14.885585301882873,B,A,-23.615865466444223,-33.09906524387317,-121.21352618714569,A,0
Female,None,Asian,18.963839771409997,-87.692739876393,A,A,E,E,C,E,6.300441562887979,B,-151.69695908575474,A,B,20.61018016404036,-45.72709228195757,-22.77967739217404,E,0
F,Buddhist,Hispanic,-276.4404437491991,-194.3171669403551,A,B,A,C,E,E,62.96972092041544,C,-145.39371656164457,C,C,38.094982275471175,17.836116619674865,-52.408887752133225,D,0
Female,Jewish,Hispanic,-118.39640565745395,-97.42554480578522,E,C,C,A,C,E,82.88613446373368,D,22.79519033470049,C,E,-38.603139804517795,-22.798808417438117,60.187171972319966,D,0
Male,Muslim,Hispanic,54.48317004459672,-76.04645971986449,A,C,A,C,D,A,100.43399452260435,A,100.01340840445107,A,D,54.5419177900363,29.097502325016812,31.380052692971756,A,1
Female,Buddhist,White,-52.525792172890874,-32.513776819468774,B,C,B,E,D,C,26.72407902649128,A,29.418468822503783,D,C,-60.04630501798906,14.535447378939349,198.03005793075812,E,1
Other,Buddhist,Asian,55.08073288225573,310.5361796808359,B,D,B,C,D,A,8.772993590724896,B,-63.353126966940586,C,A,-204.5006104392739,1.5285235303337952,44.79432967415701,E,0
Non-binary,Hindu,Other,-141.754855852847,159.55145628842655,B,C,B,D,B,E,-221.78299662103495,B,43.8937778815996,E,B,-102.11222129656632,155.4653237269961,-74.12712940067482,B,1
Female,Other,White,208.40951372032507,65.8591415940725,C,C,B,C,A,A,5.237891268301645,D,6.965479093755969,E,B,138.25030773188212,96.91132551691636,187.13039040286935,A,0
Male,Buddhist,Black,15.08646396112567,76.72242581193606,D,B,C,C,B,E,313.9328770845438,D,-47.37896745103916,C,B,-125.27730981650646,-93.8544153856574,57.156877885240085,E,0
F,Christian,Hispanic,-161.14945273289618,128.34225427174738,A,A,D,D,B,E,158.97942644139275,A,-11.39771846361219,D,D,-156.87986267394928,-20.645124348336573,-75.72678386099561,E,0
F,Jewish,Black,-56.20552573355631,-41.290213628384244,A,D,A,C,C,D,-105.89000766287988,E,80.54519850802063,E,D,-64.9217446534396,18.5612060485382,115.30441804155296,D,0
M,Other,Hispanic,-33.64019638963233,-11.99409939629966,E,E,B,A,B,C,37.56314013293167,E,-80.94001406727179,E,E,-30.044320034102846,101.01929317403125,-37.94596134261496,B,0
M,Muslim,African American,-95.35824510296878,107.37264349391403,B,C,D,E,E,B,44.804871161086965,D,-85.52784141123868,C,C,39.035540550959944,54.53745554203407,-176.03836715220052,A,0
M,Muslim,Other,36.81025590826101,-47.52631806574412,A,D,C,D,B,C,-3.1635559597202296,B,89.3752090622623,D,C,44.037652056656746,39.12241115763526,36.1587497798459,D,1
F,Hindu,Hispanic,-94.21156257304553,54.613049905270216,D,D,E,C,E,A,-139.34142736005094,B,-155.37245591431247,E,A,-101.36431898634642,105.6917868277167,22.495696290458582,B,1
Non-binary,Other,Black,-2.1944329618065073,63.994861776155645,B,A,E,C,E,A,13.778981561272923,E,-43.78868063592422,D,D,-131.9388990765057,52.21683189155289,14.865434753844319,E,0
Female,None,Black,-121.37101932881646,-170.57727333163487,A,D,A,B,D,A,69.28777918048102,E,-5.5383821018693355,E,B,-86.121533503346,-84.77901645225174,-135.26641859205594,D,0
F,Hindu,Black,4.121470334482197,-151.24587782411757,B,A,B,A,C,E,151.32679043838976,A,-42.786369063719306,C,C,92.6696127336858,-61.61621954194296,-42.649122089100274,B,0
Other,None,Asian,-33.261008665632694,-92.06115848933374,A,B,C,A,A,D,-58.758087189282236,D,-120.36473270401362,B,B,138.9150694161646,128.34406492152038,105.80836145204304,D,1
Male,Buddhist,White,-102.04060972579003,76.37806058065847,D,C,E,B,B,C,-18.999165268176156,C,95.4568918826579,C,B,-11.90456881448171,-10.141302898528947,-169.82696299874868,D,0
M,Other,Hispanic,1.709261355989558,11.448158875354371,A,A,B,C,D,A,-36.949532653180704,A,40.24291271023594,B,D,-24.961375718986258,-103.19407194337494,-33.86468814563367,D,1
F,Christian,Asian,-147.64539154387043,-0.7143122007943583,D,D,D,E,C,A,234.69418915024124,A,17.503837615035835,B,D,-35.62756072125989,110.2046990209716,7.650027130472753,A,0
M,Other,Other,-6.2862471806744535,86.29909146785332,B,D,A,E,C,E,-53.19411427196038,A,-48.98030704425035,E,C,100.96068657465484,51.73330071243707,40.35211740306474,E,0
F,Buddhist,White,145.65832282909173,33.99246822125176,C,E,D,E,D,C,2.0677361440509308,A,64.07738809593506,A,A,63.81909801826969,27.33094433997143,138.4877954528378,B,1
Non-binary,Buddhist,African American,-196.4367382053655,189.8046935646708,B,E,A,C,C,B,142.42073008374484,D,7.0178332763690285,D,B,144.48817325834565,-3.0334250748430223,-69.93294902450748,B,0
Non-binary,Jewish,African American,-94.85154064852459,-83.22000080692197,E,D,E,A,E,E,-56.094962191321976,C,77.55075691098628,C,A,-37.59266759553037,-34.4658588350328,6.973413935752613,E,1
Other,Muslim,Hispanic,-77.34342556546923,96.12345840462133,E,C,C,B,A,D,-75.42146391931325,D,-64.29092460949025,B,A,-133.72760941262817,-96.53034495426436,-51.095477250468036,C,0
M,Jewish,African American,258.8469710938005,163.7471149699977,A,A,E,D,B,C,-108.35883880301904,A,45.52694329129055,D,A,-209.0502869424609,11.301847336941552,87.31498707265177,E,0
Male,Jewish,Hispanic,155.53237814475392,112.35065434025913,C,A,D,A,A,E,210.28340613625022,B,-29.220404625724157,B,C,76.43429267599588,-112.09383090586222,-7.951160535319049,D,0
Other,Christian,Black,41.295673040080494,108.68913230258161,D,D,C,B,B,E,-206.33321445013925,D,134.74772900113348,D,C,1.4903198321150704,-101.26267590968953,-64.54207325711411,B,0
Non-binary,None,Asian,-18.668297820780474,-100.8814813960724,A,B,B,C,E,D,116.3087960156219,A,-39.44165467709927,D,E,-68.5655338323141,-6.754509439141529,64.48304742406673,B,0
F,Jewish,Hispanic,-86.24911855409319,93.7861018620268,E,C,D,D,E,D,75.03313190760132,C,-90.83003113534177,E,C,-155.07498942202756,-159.34521154068153,12.153288846004793,C,1
M,Christian,Other,6.637337370303816,-22.591108309449957,D,D,A,A,B,A,-141.4270032731651,A,-72.56896844239319,D,A,-34.154617819664566,7.639394948428614,-105.70363727119802,A,0
Male,Christian,African American,100.43754784093532,-70.55703043915645,A,B,A,C,A,D,-37.191400552796814,B,49.89450130385803,B,D,-9.808393112413125,113.2574857562906,-77.4956383434814,E,0
M,Jewish,Hispanic,40.767901270048576,74.60916852715442,C,D,D,C,D,A,-19.068613706703864,B,-138.92078884129438,C,B,-110.85660040540115,149.70373334534062,93.19267247122305,A,1
Female,Other,Hispanic,-7.497895714997702,-128.16710720723444,B,A,C,C,B,C,-83.27983850945813,C,54.35520845447881,D,B,-4.0186245588944995,-24.08786209684347,-48.038308789647864,E,1
M,Buddhist,African American,24.113754739964477,-78.57021061334018,D,B,B,C,A,A,-166.52210072915662,E,-10.46698243675964,E,D,-34.12532688510837,-88.0203126636248,127.29038461643205,E,0
Male,None,Hispanic,28.382543297346874,-106.81890303242427,A,A,B,B,C,A,24.017107907263952,C,-37.30427368767012,C,E,349.271129676623,29.81550395115431,-26.755710065232364,E,0
Female,None,Other,102.46512824571252,-47.98893785315095,D,A,A,B,C,E,76.41627087607417,D,-122.31177314711947,B,B,-67.21509288413657,11.822674986374718,-126.37258161448565,A,1
Non-binary,Muslim,White,-117.55705711670225,173.5463512582937,A,B,B,D,A,E,-48.47156129840566,C,-74.34781341718151,E,B,-1.0700458599907123,116.90735096932468,-131.81797725142533,D,1
Other,Other,Black,13.913178996090014,52.57081203718643,D,E,C,E,B,B,63.813785598784776,A,-113.31906296456135,A,B,39.86205444327487,-77.70893506437119,89.87637643328345,B,1
F,Christian,African American,81.57499184875738,60.247733847047755,B,B,C,A,C,C,32.54409495469146,E,-29.15839863718126,B,B,122.497095907996,-85.64017013892624,-106.85650724754343,D,0
F,Jewish,White,16.037434008469585,154.18373881359807,C,B,A,E,D,E,-11.656224076394963,E,64.33434933496498,C,D,108.14495781047097,135.94166577069294,42.96301398131731,A,1
Female,Hindu,African American,120.23365187660752,51.53692911617686,A,A,B,C,E,E,-19.243941247371325,A,-22.789797013555415,E,D,-30.848755349835805,-140.362988320124,-11.721659519269839,A,1
Other,Other,Hispanic,21.890433409813618,-9.200032442598767,E,A,A,C,D,D,59.85688118079453,C,-112.27631493310375,B,A,-151.72061931149045,4.939859632562438,103.5568365904408,D,1
Other,Buddhist,Other,228.7935326744286,220.59216401972154,C,E,D,E,A,B,54.15303549446555,E,68.52431302142492,A,C,71.39804930992106,32.402194361715196,28.331662019836706,E,1
Other,Buddhist,Other,-37.812313757259815,-98.95230254013212,E,B,E,C,E,C,28.809607488210155,E,182.77461917046983,E,C,-129.2494022062642,-150.97633332014559,173.2939367728695,B,0
F,Muslim,Other,-168.61987682784837,-3.6967541349596775,D,A,E,E,E,D,-20.901778680506,D,71.03561514497979,D,B,50.485742316579326,1.1206135070446817,-163.83863263538706,D,0
M,Jewish,Other,-129.66779254959965,-220.46582452470895,D,B,E,A,D,E,38.14943494212946,E,16.531801579730008,C,D,173.9851624743401,55.49709022804381,-43.09179429278496,D,1
Female,Buddhist,Other,-82.78416639066293,71.2632748393864,B,E,B,C,D,B,26.742312272334896,A,-112.0153751763806,B,B,6.765911176009114,94.46334632058108,-28.44188960187917,E,1
F,Other,Asian,85.73575877391289,-4.425873458144956,E,B,D,D,E,E,-60.3194521135169,D,117.85969839746275,C,D,-2.3850060634847265,167.5968361178033,-51.235678368336565,A,0
F,Muslim,African American,83.68869981714879,-44.4962640540292,C,E,C,A,D,D,126.32579857453001,D,-69.28754955951314,E,B,52.2043417031992,-232.98338775842277,31.844554565818317,A,1
M,Hindu,White,15.263005537231422,108.60284660904489,D,B,B,C,E,B,60.93590078685561,D,-64.8047044287115,E,A,-193.44064496661696,26.93939723743446,-62.060875442246385,B,0
M,Christian,White,43.375339417526206,107.84058005735322,B,D,C,A,A,E,101.66729741493619,C,109.18094571110568,C,C,217.53592050625463,-124.95606786362514,-66.72992520381128,A,0
Male,Hindu,Black,15.87116600166037,-81.2373906891527,A,E,E,E,B,D,-83.41388920621287,D,-149.58330285241544,C,E,-138.93099247434327,-200.5337310897932,-168.32225925317368,E,0
Male,Jewish,Hispanic,-3.6733373637557727,190.23106379137496,A,B,A,B,A,D,53.46133675993465,D,-167.60024646657845,B,E,-19.705586421175912,48.711852566560104,-161.5774851159531,A,0
Other,Christian,African American,109.08098810157989,42.79868089226922,A,A,C,D,B,D,11.481392154504105,E,52.124770122275486,B,A,-62.56107088113134,-74.41454023694199,58.66708444635557,E,0
F,Jewish,African American,-104.05637542221156,9.48671812890789,D,A,E,D,C,A,-4.491723866632326,C,51.185839878160834,C,E,-26.203730841506275,186.50516502380424,-12.400820924259136,B,0
M,Other,White,-155.07662789966673,34.16928630594477,C,A,D,C,B,E,159.6941365043006,B,66.02387555337377,C,A,-180.39346664035367,-113.84355127367736,-105.70681680383265,C,1
F,Muslim,Asian,-152.49382267876769,-108.81754831511556,C,C,C,A,D,A,2.5741876195028284,D,-16.281723673623933,E,E,-53.859341032592326,-152.82835045528114,-30.411634574439162,D,1
Male,Buddhist,Black,-147.1411453396285,-42.287946428628196,C,C,E,A,A,E,10.918989834565178,C,-48.952393440967015,A,C,-65.41392724109882,-33.53410988215435,25.052891710417036,E,0
Non-binary,Other,White,-1.7791310408560796,110.77266826792797,C,D,D,C,A,B,-30.049198313701904,E,8.669116469864909,B,B,-71.80313602223521,-0.4004024563858133,-117.97156563175936,C,1
Male,None,Hispanic,46.59740815970291,-128.5605316585604,A,D,E,B,B,E,125.39747578179406,A,-15.023470057469767,C,C,-20.071948814050522,-88.66771314609665,-343.24190901186904,B,1
M,Christian,Other,102.02585235581319,-204.76015732526383,D,C,B,A,E,D,277.8102960870223,B,12.298481288057301,E,D,20.50125180904785,-36.03265766171202,11.263114104435722,C,0
Other,Hindu,Black,188.06196636388253,58.797835351755204,E,A,C,D,D,E,-119.1259869979181,D,132.43670670199958,D,C,67.32273977514889,102.0936184842365,38.39294957330721,A,0
Non-binary,Buddhist,White,-114.07894899178315,-59.07352422721465,C,E,B,A,B,A,-113.79237063027152,D,-120.52181210871014,B,A,-110.1689897122543,34.833229507663575,301.78264602887424,B,1
Other,Jewish,White,-79.185850840663,148.71596342143195,B,A,B,B,B,B,69.11176772735408,B,11.217634667923654,D,E,41.89250222202828,-77.85133695617652,39.30179597568297,D,0
Other,Hindu,Other,75.19991001829831,83.93922624441434,C,A,B,B,B,B,76.68387472171165,C,-59.36444615128571,C,E,-78.64704184088909,39.40816247136913,35.709872288816506,B,1
F,Muslim,Hispanic,-73.90390176546993,40.66575771055661,D,E,E,D,D,B,-38.08416662379213,B,21.18460913235946,C,C,122.010372287134,47.33629500829471,27.54138631715182,D,1
Male,Hindu,Black,-40.72728941549603,-22.541837867507613,E,A,C,B,B,B,164.626754364968,E,-13.765724192593948,D,B,-159.90913131877144,-89.4056965020273,-27.86771791625785,B,0
M,Hindu,Other,68.43583624136961,-9.950642491040101,C,A,B,B,A,C,10.167460537037327,D,-70.51378714303402,A,B,-52.45169803131384,133.81339876462766,66.86577938910997,B,0
Male,Christian,African American,49.46694457434977,-231.17941035279134,E,D,B,C,A,E,-107.15940222598266,A,-38.099367060002905,C,D,-77.79066449047127,-102.07299271798244,242.7481653122628,A,0
M,Hindu,Black,48.99410391817845,21.28085675563182,A,B,C,B,E,B,58.08736132478042,D,-54.543586281181774,A,B,-21.04814089643559,-25.701621257394237,-114.91994023044043,D,0
M,Other,Asian,-2.742832269698414,36.536013597715026,C,C,C,E,E,D,-4.1835923066056475,E,-92.42910450842572,D,C,-71.19838262139223,59.22624231931829,-8.408438204129363,A,1
Non-binary,Other,Black,-72.98724187562901,-145.3766545215399,C,D,C,E,E,D,-102.23475156555789,E,73.38132233139713,C,A,107.17682547255518,-82.90166088959874,21.023110863287723,D,1
F,Jewish,White,-3.8710469827617584,-85.96967325640524,A,B,B,B,B,A,220.2386912931684,D,-84.70713274195558,E,B,-24.55876556172512,-1.5145975239099008,50.048050008272085,A,1
Female,Christian,Hispanic,-9.65685997232945,-102.9736783491095,C,D,A,B,D,A,13.148904998720749,A,51.06776081771479,D,C,-78.42717729103957,238.44655761467254,-152.0576558319867,A,1
Female,Jewish,Other,-74.77993296831195,246.67103052448644,E,E,C,A,E,E,37.19136496363992,C,-3.562069010058017,C,B,95.06536805547962,80.67036239681424,42.57725779581866,C,0
F,Christian,Black,30.950662288305335,-22.651106908193054,D,A,A,A,C,B,-27.10009195250247,E,39.3710243693509,B,A,2.31880881933633,85.98347260351257,80.2877389564045,B,1
Non-binary,Muslim,Hispanic,-22.71614981861369,59.095212234884784,A,D,A,E,D,B,39.19692138954149,D,21.823065527049245,E,C,-32.51019236366066,78.47169998556735,-117.92435464924489,C,1
Male,Other,African American,-16.91820907714448,163.6334772800744,A,B,E,D,C,A,-42.80799710702422,D,42.16634614646295,A,B,1.145821140613795,-124.26097486122924,-180.40934705939296,B,0
Other,Jewish,Asian,86.00067145550221,-36.73378429445657,A,A,D,B,C,B,12.395015011267338,C,-81.84351736457039,C,B,165.87238853134374,100.44586701471336,162.8143063634748,B,1
Female,Jewish,White,-39.45315018797916,-31.111391649273806,E,D,A,A,D,C,141.36944013658044,D,32.75066138873966,D,E,-20.52875874795739,-48.46431589348015,181.79259381174165,A,0
F,Jewish,Other,-29.385195026424665,-114.64887305587823,E,B,A,C,A,B,216.8373146176938,A,108.83119311603342,D,A,32.675119852357994,38.11432779402008,269.94119549886733,D,0
F,Muslim,White,-59.669020179069854,78.08582316649263,E,C,B,B,E,D,30.626097918633537,C,-11.821541430215328,C,E,-58.66322134842681,-21.472907175877403,-10.275338427229409,E,1
Male,Jewish,Hispanic,-56.09504261291038,-17.069190068755965,D,D,A,C,E,A,-35.62886142884736,D,24.481286176048282,B,C,-210.1408489101083,-85.34190486809207,51.44471742847704,D,1
F,Jewish,White,-67.82224256339279,71.12911989887179,D,D,D,A,C,E,-108.12139274677406,E,7.294991570123095,B,A,61.13794824353075,-230.93362308471112,-169.11052828191632,D,1
F,None,Asian,36.13583733323465,-7.131988948216958,C,A,A,D,A,A,-93.14089950415689,E,-111.23520254934549,B,B,36.598494999145565,36.01520831859666,9.448052164589903,A,1
Other,Muslim,African American,131.78961311510568,46.883178940558565,A,D,E,E,D,A,83.96987739107176,C,-117.94678682750556,B,B,-40.82238592878012,-16.547587327326216,-67.21149936499666,B,1
Other,Jewish,Asian,-42.44863213307637,-51.101294554680706,A,D,A,B,A,D,58.13344095669555,B,-105.44099731357753,C,D,-91.41651847908379,-37.01257561360718,-16.8980964343029,C,1
Other,Christian,White,21.0847158827554,-23.615300884235857,D,C,C,A,B,C,166.90516256807368,E,-82.94451359781748,D,B,-84.79754365427812,28.17804052557361,-48.66908596276177,C,0
Non-binary,Christian,Asian,51.86495648779697,-118.91635664581162,E,D,A,B,E,B,144.44169931567168,B,149.73794184022125,C,D,-6.518973683426353,-130.01651121326654,-10.011871801732095,C,1
F,Other,White,35.15294008844235,110.07852643658518,E,C,A,C,B,A,-20.311122627902225,E,-33.42001290520414,B,B,-8.295883758072149,-139.72774963831552,73.55016028056373,D,1
Non-binary,Christian,Other,-109.29786889292504,39.14498840619572,B,A,C,E,E,D,-92.20375235120024,B,5.2593710331640775,D,E,59.241878384933486,223.57542697403292,-268.48220141730746,B,1
Other,None,White,-148.1548745707508,197.38187708577365,A,C,C,B,C,E,-5.520722702748639,E,54.032594456428015,E,D,26.535316391384118,13.211460433508096,-100.2349035485977,A,1
Male,Jewish,Asian,22.0105421660135,-118.11005226221025,A,B,E,C,B,D,-36.01056334228008,E,-62.36353082019417,B,C,-159.83189614120678,51.621695570644164,142.98182534354166,B,0
Female,Muslim,Other,162.1162106621789,-75.60269037525065,C,B,C,E,E,D,-61.234629452668365,B,-81.46447441327945,C,E,-66.80036107691497,33.64904360757372,-1.7908900542905237,C,0
Male,Christian,Asian,-225.7861916458811,-203.11859934530312,E,A,E,D,B,A,15.014215747137738,C,-77.15513133697566,C,C,113.7732438104341,-60.87213047532363,121.01422793459614,C,1
Other,Jewish,White,41.757704456595,1.9971740266080225,E,A,D,D,D,A,-1.697015198527416,A,14.453829073153972,E,B,-74.49497041666467,24.608944178884613,-98.14383442542533,D,1
Female,Other,Asian,-30.43313298935485,97.31413105740234,C,E,E,B,A,A,-79.23545325375709,E,-33.965132006825364,B,A,-21.654978141130616,131.5408625949974,-43.813665088497224,D,1
Male,None,White,-8.293707984419454,78.58951591785342,D,D,A,C,D,A,-114.69358261333149,A,184.25679049174698,A,B,6.822936926694495,31.439298579594755,-0.3455959144934577,B,0
F,None,Other,58.48272332443775,-16.666587643821668,D,D,E,D,D,E,-0.46187982474884987,C,-149.43754577279896,E,A,-133.3399779119465,46.54741157261816,103.04183154379622,E,1
M,Jewish,African American,89.66234146870087,243.68008620636527,E,A,A,D,D,D,-127.1995536347156,A,110.56472820193788,C,B,128.339690043646,-81.09014068855807,14.236906295771433,E,1
Male,Muslim,Other,23.228840337564453,17.18565953996594,B,C,A,D,C,C,-63.99730838328812,D,-130.85813549810615,A,A,-57.359952059771636,29.221115758532832,-170.2374460847855,D,1
M,Christian,Other,37.027629734138,5.616464602140543,C,D,C,E,A,B,144.8877289815947,E,7.957739623402007,B,D,-92.87997805954474,75.48923426781005,14.762131424257003,A,1
M,Hindu,Black,-12.912264180577509,19.977660301255288,C,D,D,E,A,E,110.9501777754135,B,188.5266188856185,E,D,-119.55041690752732,71.88138691910204,61.31599293840422,A,0
Male,Hindu,African American,139.05943642328373,-23.553916997073603,B,A,E,D,A,E,94.70036852185699,D,152.19047478174053,B,C,-79.04470653441585,71.96014610343988,8.900958965171952,D,1
M,Buddhist,Other,-200.06282240241626,59.043791906818655,B,D,C,A,C,A,-89.62407669086541,B,-55.65418847793523,A,A,30.755702746262813,1.111621297213795,100.66035352254265,E,1
Other,Jewish,Black,149.66718279372492,-225.4212800401524,D,A,B,D,E,A,-87.656836527491,E,105.92778091735606,D,A,29.089082538209503,-15.487589480597052,-67.51000800495191,D,0
M,Muslim,White,104.90589962304384,223.6350867862293,B,B,E,E,B,B,135.7617493430543,B,-80.17102619388167,B,E,144.46958900056293,133.52446481790162,39.87878267419562,B,1
F,None,Asian,-52.71363503218818,26.245035571665703,A,C,B,E,C,E,39.24237701064365,A,118.21925317962958,B,E,128.26174059514,-48.25768833306722,142.66032334208015,E,0
M,Other,Other,-54.62929241181094,12.52828991784328,A,D,B,E,A,D,-152.9833317679779,A,-160.56630398483358,E,A,-139.1068881626621,-130.85748325937155,11.902871829209802,C,0
Male,Muslim,Hispanic,-84.78803428614303,15.6055334988539,C,E,E,E,D,D,86.16341506133894,B,-104.28250370352457,A,E,129.62967660722,-36.15912602806838,-75.05290006280251,C,1
F,Buddhist,White,34.969922954476566,43.062211213031865,C,C,B,D,E,B,-30.238431415789226,C,-98.12240845171549,E,B,-109.34265970748478,92.16008527951146,-172.97963823926185,D,0
Non-binary,None,Black,140.1055304216623,-52.01309115608574,A,C,E,C,A,B,105.05900095548826,C,206.28715039668162,C,A,30.263945785115492,-116.3178280382844,152.08826245063858,A,1
