nation,civil_status,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
Brazil,Divorced,Other,45.194535263882315,A,C,C,E,142.41281294694298,-33.99813720897548,E,D,E,157.89026861589997,67.62194466419812,-9.88344701714721,-6.880858668374966,174.57726308022168,C,C,C,1
Other,Single,Bisexual,61.31909126847233,A,C,C,E,191.68140331313262,61.38178117723106,A,D,C,9.669093466366107,19.946812897453842,-182.03252948158016,-56.78331903195745,79.12445131447734,E,D,E,0
Other,Married,Other,9.665413976756927,B,E,E,A,51.20744114760753,67.09303027489241,D,D,B,172.2761429559633,46.42839475611705,-2.979542032985461,52.54535952034879,32.39326823556759,A,B,D,0
Other,Single,Bisexual,183.81255229842472,A,B,D,B,132.15459128458468,-56.134499589164335,E,E,D,148.7082496394327,20.06045293931492,26.431083332634326,-66.59456616063214,-62.23815576464441,B,B,E,0
Other,Single,Homosexual,-181.63177320985858,B,B,A,E,-13.119097315005456,145.84801530162437,C,D,E,-261.67500021458966,75.17893054530519,-25.297166640735785,2.7196905356079273,-40.73452810986679,E,B,B,1
Other,Single,Other,117.3188042028848,E,C,C,C,-106.12206662635988,40.406996511725254,A,A,B,17.154447964293922,-39.62365848204204,63.34854666013021,-34.588533237932864,114.06569941124161,E,E,B,1
Germany,Married,Heterosexual,-23.46466895019061,B,C,C,D,-102.46767332040119,64.53596698480662,D,A,E,-96.05453410280346,-43.80529229919631,22.427840913557436,84.28541512118014,-146.5988897690548,A,D,C,0
India,Single,Heterosexual,70.41998240086158,C,A,E,D,153.71301893433724,-171.8929247481543,E,B,B,149.15995985619742,44.785298765206804,-133.93001848902455,-68.19214386529863,29.248869092862595,E,B,E,0
Mexico,Married,Heterosexual,88.9114766673864,B,D,C,C,-55.41391230543275,28.193268333000827,B,E,E,-141.2133883756195,-97.18331575106428,131.19345440962257,5.888253865345168,10.226650978543898,E,B,E,1
China,Divorced,Heterosexual,82.60450384401716,B,A,C,A,-57.86250262082477,67.26914670310695,A,D,E,-212.04113504934074,186.24700815415542,129.405689053178,-152.42086856198586,38.76069203422585,E,C,E,0
Brazil,Widowed,Bisexual,41.094740146637946,B,B,A,E,-179.743887027271,120.96998871216663,C,C,D,-6.274076982788257,74.93356665764777,34.79660364673974,-106.4885039200516,172.04653148168748,D,A,E,0
Brazil,Divorced,Heterosexual,-104.64235184440598,E,E,B,C,-156.48942876026112,131.77042583696465,C,B,A,-74.80957133772333,10.456755084738525,-16.78349822665636,96.77564382017937,-79.81099633709124,C,C,D,1
Mexico,Widowed,Other,-134.40893143322253,B,C,B,C,-108.92497775523489,17.218266271452638,B,C,D,4.534529727169835,-59.42991898836543,-49.82961840541843,-100.4054290501178,95.3386159609543,A,E,B,1
India,Single,Bisexual,48.79726754056129,C,A,A,E,46.949136019228575,-29.62905579037046,E,E,C,-83.64550304665241,-1.7574874687973627,227.45756840715404,-65.2124486804569,143.8740380747755,D,C,E,1
UK,Single,Homosexual,80.20011506403868,E,B,D,B,21.58800381436906,87.17445047585001,E,C,A,3.1460253057661856,-108.92326439408586,-2.137497444273919,-73.24926242988661,118.61707508398125,E,C,B,1
UK,Married,Bisexual,111.68109010553167,E,C,A,C,-37.045670570074854,34.87875881618181,B,E,E,-139.60486136081738,-59.10351350157743,-121.99176134613448,-37.35222876220432,81.43863562786268,A,B,A,1
China,Divorced,Homosexual,-42.80169931726513,E,B,B,C,-146.8381849898194,24.442938028494282,B,D,A,-51.133668836422395,-53.76128839721003,82.89758676306343,149.79740424477242,41.59509311408803,D,B,C,1
UK,Widowed,Other,129.7702615890768,B,D,E,A,26.434854058734658,73.27701498891864,D,E,D,-68.93263265753798,-218.60910583769532,-82.23877383096911,-232.87874420833018,-95.24572788284956,D,E,C,1
Brazil,Single,Heterosexual,-114.237037852546,C,A,D,C,45.85773264603542,22.740585733612097,B,D,A,45.7324049042988,-32.71884473901947,-160.42400757637517,-8.87548464268067,-119.46461723228445,B,B,D,1
China,Married,Other,-106.964052161305,C,B,D,E,-4.773595969976413,-66.97600513319786,A,E,E,-130.86677268310868,-78.49029567363198,-85.33648802955088,-195.49977013863307,62.35220845760249,E,C,C,1
India,Widowed,Homosexual,178.04203135837125,B,C,E,C,262.83636124097785,-57.16388153907148,C,B,B,49.159808772367235,65.84530979639797,8.372894152473997,97.86555607774659,80.10138951942662,B,A,A,1
India,Single,Heterosexual,-72.96220656890804,B,B,E,B,191.0283633119225,19.916873942807285,D,E,B,-51.99129274907713,-59.36696379485471,-72.69970740830067,-128.49233855199773,-261.810420367325,A,A,C,1
US,Widowed,Other,163.98838705328714,A,E,C,A,124.3825386108131,-154.2856105279129,C,A,D,30.21229020207606,-64.54787494008923,36.024273213335135,-136.0254337525155,-91.6505765017595,E,B,C,0
China,Single,Heterosexual,-107.98435928377481,A,E,C,E,-75.526326199037,-201.0787345307238,A,D,A,139.14177689440166,180.08243827495778,-15.0974989458528,-227.2890396210797,-41.45656473079783,E,C,B,0
Germany,Widowed,Heterosexual,17.95347856974953,B,E,D,A,7.773947720837246,100.65642164856105,A,C,E,-64.55534170283362,73.57261857149446,15.628565672430812,39.50499019931349,216.87860461353466,A,C,A,1
Other,Widowed,Bisexual,-64.70708129330134,D,A,D,A,32.614342441468416,48.06258218952259,E,A,C,67.31874762853937,-143.88698174442501,46.34320192651282,-76.23091798041143,73.20900043284043,E,D,A,0
India,Married,Other,13.955370470511014,C,E,A,B,-76.71968670749531,106.75777824990914,A,D,D,-110.51586172508941,53.184761632754466,-142.03516447029602,103.22100265796834,-111.37466938288296,B,A,E,0
US,Widowed,Heterosexual,19.021997007806434,A,B,E,C,-12.444276250571644,56.931561044493904,B,A,C,2.760620249070084,-30.70528758390806,146.52263539761313,65.83270434603547,-34.887129616953544,E,B,A,0
Other,Divorced,Heterosexual,86.21149026913514,C,E,D,A,13.997500387963605,22.913166931139802,C,B,D,-118.81842549909092,-58.554023178223765,18.738709115001583,127.54012167328288,-173.69134866317154,D,A,A,1
Mexico,Widowed,Bisexual,13.310000372260141,C,A,E,D,93.94646683108493,121.36742105155174,D,C,D,-181.89414463845895,233.68238797243546,-133.78915262783445,78.06932302397168,68.48842072952564,C,D,E,0
UK,Single,Heterosexual,-0.24970361758043505,C,B,E,D,17.18955568731134,2.5345600850375996,B,C,B,94.45083290339183,-63.53985368821079,112.2284886774656,183.85647290695346,-102.63498249998746,D,D,D,0
China,Widowed,Heterosexual,-65.21105873323965,B,C,E,A,73.92356996149357,63.46508309195295,C,C,C,-10.525035831301233,-185.23234831090213,-73.76801810191743,-167.54281291674806,-153.45526507256562,B,A,C,1
India,Married,Bisexual,-196.8029350527226,A,A,B,A,38.62973877662423,131.2873192833746,C,C,C,-164.1126164973411,108.00852581254345,19.526063430302585,-29.75800432215064,-22.359754214464193,C,B,C,1
UK,Divorced,Other,52.31318998162779,B,D,C,A,34.64081071236239,70.11062186508494,B,A,D,-77.21523062241587,-157.9386645600497,48.62211321608492,-147.11782922537446,-19.100742507940943,A,E,C,1
Brazil,Single,Other,-97.6740386399635,E,C,D,D,89.45861019655496,-93.87372525708678,E,C,D,-0.12935865318170361,133.278135923414,56.290907112272194,35.3667100464328,-179.9509080705489,B,E,E,0
Brazil,Divorced,Homosexual,-30.746710301516256,A,D,C,C,39.10718774644802,10.824494128312356,C,A,C,-65.6623497766663,10.356720217015171,3.134360285785455,79.01138647390381,70.31758735867304,C,E,C,1
Brazil,Single,Other,-55.1068753305191,D,D,D,C,-58.0642192781802,45.563673581260815,C,D,B,-169.0593927411671,-53.52319142001596,-32.102936830133174,-105.43796464379078,25.60604759751022,C,E,B,0
India,Married,Heterosexual,-71.06910700486654,C,D,E,E,-51.95679521434875,-18.677923885542967,E,B,E,187.0764475902593,37.43521633476083,-60.27159271462011,-36.745424662962236,146.2060243359917,B,A,C,1
Mexico,Divorced,Homosexual,115.07109380567387,A,A,E,B,168.75144302193172,-78.38220109515504,B,E,A,-21.119358769940902,-12.05420456004607,76.22689811135896,-61.886045662393606,-253.09535360956565,C,B,C,1
India,Single,Other,-100.55692052325604,C,E,B,C,71.76160751429185,-60.805036314695705,A,B,B,185.77982258314586,98.0015143026489,-119.5334320899502,-24.265950516278952,-104.4681315160932,C,E,D,1
Brazil,Divorced,Bisexual,145.11292484239038,C,E,D,D,-56.78111404118836,118.83701601678531,C,E,A,-151.06400798020206,20.32179696256721,2.774805548162893,161.19747012262386,49.83787381744114,B,D,E,0
India,Widowed,Homosexual,-140.56213122403705,E,E,B,E,19.15021302794832,137.13882749245673,E,E,A,171.27378482029002,-23.870192871703843,122.00873823417075,85.81350031565572,-7.036214085606741,D,E,D,0
China,Single,Heterosexual,-75.35349524899566,E,B,C,A,-46.313502718504225,149.77990932407047,C,D,B,81.01530019677195,-118.0896786462151,-148.91231742764518,-74.8017326350238,-146.02585218253992,B,B,C,1
China,Divorced,Homosexual,76.63645379934671,D,C,D,A,-117.30207755180801,-7.16376474042373,B,E,E,-114.5580809171002,-115.59169267262061,-104.16385265622179,18.145064714688953,87.27133238625964,C,E,D,1
Mexico,Married,Homosexual,-111.0950608153394,D,E,E,B,107.8754846537412,61.602463024612405,E,D,C,-29.567889423136112,-11.533317295882641,-74.61561866297072,-44.158447457828906,-0.6433623718259655,B,A,C,1
Brazil,Single,Heterosexual,-86.20397671148869,D,C,B,E,-136.8514714148248,17.001624745525092,C,A,E,146.00179287361627,22.81947946828984,250.5451359458893,281.5991578033711,151.51647663422574,A,B,B,1
India,Divorced,Bisexual,-102.65654815466026,E,E,B,B,-151.3148260102127,-139.27813944943742,A,B,D,48.10324445802013,227.95003800921188,-21.960241923606294,32.2671118588358,153.87757931520446,A,B,C,1
India,Divorced,Homosexual,48.08896833064668,C,C,A,E,77.50130944250209,-133.8317572280536,E,D,A,26.241878922570205,159.2070412570606,32.83225525076578,-22.04155774766888,-93.2603654543802,E,D,E,0
India,Married,Other,-14.745639921288827,C,B,C,D,42.5220896685765,-17.58905176124414,E,D,B,-67.57939235540582,110.37826653406171,73.93610359668459,262.0987949007986,-135.3047830422144,C,A,E,0
Brazil,Widowed,Other,107.39136542407361,C,B,C,A,-172.49690885019012,53.40501173421755,D,C,D,26.326531931767644,73.97077922541064,-90.46377797049672,70.83936203754477,-76.78597403863688,C,E,D,0
US,Single,Other,26.392711498858695,E,C,E,D,67.50855450126235,12.996642655130383,E,C,D,-30.043817467123667,22.70058705832065,-28.442058543839916,-161.6267524803169,-74.22210141926475,C,E,D,1
Other,Divorced,Homosexual,87.6808515829481,C,E,B,C,-66.09577195570712,14.851923364675798,E,B,A,-75.78765820737091,-43.15136275699853,103.0515405783869,95.06742295031825,178.1523245805028,D,A,A,1
Germany,Single,Homosexual,23.258368285014523,C,C,A,C,30.279251215807218,77.31031726545628,E,D,B,-53.30125661226699,-95.75372690147987,-71.4142756695812,-43.282245155100355,-21.298704527172585,E,D,D,0
Mexico,Single,Other,-23.808073941987548,E,A,C,D,-34.078084776344205,-144.9293035571977,B,D,A,69.98889637779389,-126.31506388020026,-58.91328516615258,99.94414844061022,-81.422387302548,D,B,C,0
Other,Single,Bisexual,125.39816517215571,A,B,A,D,-148.1457056635012,134.09439924490502,B,A,D,-177.51453119494215,-121.63750891608314,-65.44337588515569,-59.04125239990533,-31.582260993380334,E,E,D,0
Germany,Married,Homosexual,-46.17127385201169,E,E,C,A,134.20429073742235,-102.41123105806163,D,D,E,55.58207502443867,41.63260896007014,-137.0921333083384,38.72116259232972,-79.95738681942764,C,D,B,0
Other,Divorced,Other,-267.7960988074561,E,D,E,C,-84.5435657612098,22.634807682881878,E,C,A,-43.188089502872344,-15.399554293941192,-25.33129653382678,20.558526978179987,-72.27768876881044,E,C,C,0
UK,Widowed,Other,7.475887295782388,B,E,E,B,-138.47834566025762,-89.3076721463615,E,E,B,191.9978397690635,-45.98291022706386,23.50504186534121,176.1911916766182,-131.9875192939464,A,B,C,0
UK,Married,Heterosexual,-150.96198383117036,E,C,C,A,-42.29409606784466,-137.72880680493594,D,E,B,152.03270933822074,63.26258581687433,-140.55464120134536,-153.35655946590575,63.818534399854144,B,B,C,1
China,Divorced,Other,-112.38322220216659,E,D,D,B,18.211557176295916,21.399564906409218,D,C,E,10.04827559435184,-23.63304800041815,-122.61561542265365,-41.05200826185198,0.5605849857562765,C,A,B,1
US,Single,Bisexual,34.719529844878224,C,B,D,B,3.5847120467718208,71.31854996448612,E,C,D,10.743155599124481,-114.8631492157131,84.19348447851603,-6.361282893737659,-71.08352790903247,E,C,A,1
US,Single,Bisexual,23.161274225147015,C,A,A,A,69.6614579129925,141.55764348035382,C,A,B,-107.2895956999856,43.74087180989221,-134.73701730426245,-26.647730114799607,98.8828496587547,E,D,A,0
China,Married,Heterosexual,-144.7529266911676,A,E,D,B,100.92851387701687,-61.99589867108072,E,A,E,-279.178942065479,32.385760139985734,92.80120520737466,-117.0232832433673,124.19920217527789,C,C,E,0
China,Widowed,Other,-11.99685298300809,C,B,E,A,-22.935795401990564,-165.42624622617376,C,D,B,79.34216508780193,69.47985645059636,134.5635654841783,165.0208605830485,20.00291472630892,C,E,B,1
Mexico,Married,Heterosexual,-144.75730115069953,C,A,E,D,48.895408024858725,64.89033998502272,B,B,D,139.54496008251334,-90.32218982840166,69.37162336638238,154.90155820210188,27.842484155637187,E,A,C,1
UK,Married,Heterosexual,-193.1511901661454,E,D,C,A,-110.68217719377671,-190.626195399521,C,C,A,2.5089997644773954,28.105140998137397,167.85241052437016,4.218306968204121,-46.40728722080172,C,D,E,1
India,Married,Bisexual,-192.2913422707926,A,A,D,D,-77.14582064896412,-10.102360790061805,C,B,D,82.52732598500323,57.49766167056095,115.06375522833984,-6.9916105399965,-101.06126985085302,A,B,E,0
Germany,Single,Heterosexual,67.40335190744682,D,E,B,E,-10.130676939539361,-159.43955596155018,B,A,C,129.79927940821082,-140.7669769983722,89.82694474818504,-133.65874779465443,-36.80570380351309,E,B,C,1
Brazil,Widowed,Heterosexual,-87.17412158190731,B,A,C,A,38.619476785175095,90.36893914737199,D,A,A,-47.760587421587275,27.392013835538688,87.699852175776,-147.78642142389126,-5.342519057893243,A,E,B,0
India,Single,Homosexual,-157.44174355058732,E,A,B,C,29.096163553699128,-9.864919549973933,A,C,C,146.28584761912467,-194.36866920947864,78.2842489449499,31.56578252893744,-50.8523874367407,D,C,D,0
UK,Widowed,Bisexual,83.08738448583225,D,C,D,C,51.48870647830769,-65.98659809577751,A,E,E,76.66837682644999,-49.17453936828172,-122.45125979018286,116.30832434411778,-51.662951535962144,D,D,E,0
UK,Single,Heterosexual,145.87356718188363,B,A,B,E,-26.384799297208243,-187.67438736202246,A,A,C,-124.4444973792799,-52.07747931691995,135.69599340371758,-10.820336169540349,-123.15277308334475,E,B,B,0
Brazil,Married,Other,-183.09938975246138,C,D,C,E,-130.40790817952228,-137.81410925421065,E,B,B,292.7495167216253,43.10588602580393,-2.9541381376508182,-84.30700448412706,68.74779018042236,A,A,D,1
UK,Single,Heterosexual,-149.88217814143624,C,B,D,B,-32.98621751411731,-26.36816565180101,E,E,D,-66.64573148314771,-146.81365071684215,-82.16532295282752,101.00440937719166,30.66067928728978,E,D,C,0
Mexico,Single,Heterosexual,230.77302557780666,E,A,C,D,-228.7813713168192,36.85757246595211,A,E,E,-83.19215920830847,-0.4153486167773276,-117.41940755524485,-169.16302867392653,-17.215615212843566,C,E,A,1
Germany,Married,Other,176.69708908483855,A,E,A,D,312.07517670644137,-100.68009974379099,A,B,D,-60.41647317150585,29.736568212896408,-53.30825388754077,-67.60896714409638,-58.23295428037205,E,C,B,0
UK,Widowed,Bisexual,51.726450583385784,B,A,A,E,40.5003193397647,117.37449119133467,C,B,D,88.80037312902807,114.75133682717174,-77.15629991726492,44.130064654946096,133.5898555254187,E,D,C,0
Mexico,Widowed,Heterosexual,-197.47014911139965,A,E,A,C,-58.65954177509586,83.03081659964711,A,E,E,-0.12872846814970101,146.25570630755826,-189.30266611755837,-46.812256367787896,-37.79844574983814,D,B,C,0
Mexico,Married,Heterosexual,-259.21407851066743,E,E,A,D,35.99321068680561,25.15794038650794,B,D,A,157.28648325326893,-92.37611390448441,-224.16173823102775,-110.37537823613106,-27.183528811216597,A,A,D,1
Brazil,Divorced,Homosexual,-109.59983793566772,E,E,B,A,5.460646769510576,68.82884433810204,A,D,C,71.5558852539447,-191.52619393198216,-170.85832946401325,7.344931521677801,-11.399892950297428,D,B,B,0
US,Widowed,Other,94.83549517453493,A,B,D,B,80.80396611184425,117.97138271088672,E,C,A,165.9366533100288,-133.4787952978483,188.29415563603544,-90.77839615042267,-129.8266598675603,A,A,B,1
Brazil,Married,Bisexual,109.16441005734801,A,B,B,B,48.04793629298626,124.76521559065175,D,E,B,-27.213439878532164,26.98415133932554,29.80629401829278,-5.003377337319645,-16.444844725873505,B,E,E,1
UK,Divorced,Bisexual,26.497588548837914,B,B,D,D,98.23017324815243,-55.81714768187902,C,E,B,-99.58021207455474,-6.763884350124232,35.180277853062606,97.53611396853476,-146.6510571908135,C,C,B,0
Mexico,Married,Other,-15.703061184438342,D,B,B,D,-48.22898872818598,221.38256615895523,C,B,C,68.8488775224775,99.64930899140967,-79.68578941578245,37.06563668519083,-59.85205123014964,B,A,B,1
India,Widowed,Homosexual,60.20094992415562,C,D,B,D,-193.0497160406595,71.18032441391557,A,B,C,115.31040751651855,-3.5669670008929724,31.915351035693256,81.43206147849484,-11.06101155023955,A,B,E,1
Other,Married,Other,94.45623822535833,D,C,C,B,92.58304148394473,171.63318138709366,E,E,A,-101.65204307466415,178.46379781066634,-39.98246884062102,-220.17587961891593,110.7624274692882,D,E,E,0
India,Divorced,Other,-67.78459357046404,B,C,B,C,-9.35674342954804,40.180584521651284,B,D,D,-115.6942489765925,154.86212475771896,-43.167299494728425,127.68451626960933,-68.11981477822795,E,D,C,1
Mexico,Married,Homosexual,26.797381961160816,C,B,E,A,151.2099558841964,-44.049197398081745,A,A,C,-52.92162912074853,-56.427544952385645,115.02519553836561,-66.29928418449971,79.30192961353717,A,D,A,1
China,Married,Other,52.699297207590746,A,C,C,E,-19.48163188925109,79.84651859498825,D,E,B,-24.36528906367915,135.5476795031095,-5.229872858692311,42.928441880760495,-112.60261414902082,E,E,D,0
China,Single,Other,205.51972339161267,A,D,B,B,-13.803468694776297,-95.77428483390655,C,B,E,-16.51899374710424,3.3673094435851163,-4.531623157252442,291.6071207617335,10.835426338028983,B,D,C,0
China,Divorced,Bisexual,-7.210385761858975,B,C,D,C,32.769028266167645,-59.11791061124012,C,E,C,-75.9550027836171,-15.294276368868587,-58.15521326656079,-38.169193437197116,153.2556636267215,B,B,C,0
Germany,Single,Other,-2.8095393068836394,C,D,C,D,-81.11491428403119,115.27963193008341,C,B,D,139.06684787273514,-47.781199490311586,10.8486453024025,-56.285351853854415,190.62135616999763,C,B,D,1
UK,Widowed,Bisexual,47.179986362034796,B,B,A,E,-161.35513511856868,-14.088620364161796,E,E,D,-39.07154528989334,-123.29618966929668,49.519322028757486,-19.09444221421986,-142.9085282530653,A,C,B,1
Brazil,Divorced,Bisexual,-11.414365626836089,A,A,D,D,71.7844428433513,-190.4069221309807,D,A,A,-114.6010523628006,-49.91573695867855,-49.880627171662105,-85.86118436158043,133.73069818603415,A,C,A,0
Brazil,Widowed,Other,-105.60512084233795,A,B,E,D,-109.09269707995585,77.66607739599407,E,A,A,194.32534541610116,-82.55970487645821,33.63752645739635,178.91408364121926,-37.25155850972604,A,E,D,0
India,Widowed,Heterosexual,-6.466722578448652,B,E,C,C,-58.74164929376897,92.85463322078552,A,B,C,20.16640548126744,38.80276697945933,-58.341697109621585,169.13970764246818,-102.25405938759113,D,A,A,1
US,Divorced,Heterosexual,-23.833336597506875,A,C,C,D,129.19552641541884,106.59537361799953,D,C,B,29.53729822917551,68.61452990528711,-115.36166596173005,-169.89038711128032,-17.506254402487993,D,C,C,0
India,Single,Homosexual,-63.238827214246385,B,C,C,A,-105.16548124924923,-74.85375995686819,C,A,D,-99.11802693242296,-36.83813861367759,-191.75428020047568,104.47360878583349,-217.0836176485511,E,D,D,0
Brazil,Single,Homosexual,88.9999050313954,D,B,A,A,-77.80495414326526,167.49417295806367,A,A,E,-33.06977025232082,94.84145958324822,-57.5313290041229,47.46637365161838,-32.21900291274644,C,C,B,1
China,Single,Bisexual,-108.38411488680266,A,D,B,A,-58.263328315163164,-23.344716734471398,C,C,D,-99.13177100341397,18.784095883363978,78.90470494243398,-136.13621486914053,31.106745457545866,C,E,A,1
India,Widowed,Other,-33.11688579455197,B,C,B,B,29.959279871924586,-286.5216720183333,E,C,D,68.32185401804765,70.78165521964911,141.72970610059215,-70.36790945641773,65.54351145261279,A,B,A,1
Mexico,Divorced,Other,-75.20278528793033,A,D,E,C,-36.40496397549548,-315.6466447869148,E,D,A,-239.0973418294865,-82.52454701572431,106.09587645026,-159.56127417072105,-26.964703664514527,B,E,D,1
Other,Single,Other,-97.27441806377354,D,B,D,A,76.9484852169617,-49.83658536541337,D,C,C,-84.12690492356695,23.070644776061926,-53.710751988855286,-192.32635708348533,21.93116004898441,B,C,A,0
China,Single,Homosexual,104.5176304490526,C,D,E,A,127.67271141551034,67.53195205067557,A,A,E,60.58972186376369,-67.22654389097477,-22.306696124631674,23.00276361667194,-35.91485350646926,A,B,C,0
US,Widowed,Homosexual,57.120717221312276,D,E,D,D,-102.08014459811663,-68.03516150706666,A,B,B,88.21462102945004,-1.7455864277222737,45.12106537300694,115.73148035962049,110.05327948374048,B,A,E,0
China,Married,Bisexual,-115.80721337472151,A,E,A,B,141.72375221231746,-102.42380436879958,C,D,E,-6.704542572473116,29.031670975510714,32.396784704296714,53.11059659492262,-45.284709173350066,C,A,A,0
Other,Widowed,Other,14.027106455578961,B,E,C,E,-30.987877659998166,10.877360552149648,D,C,A,-34.033419628234824,11.604061289124573,108.3495405335579,-73.11752577953095,54.16292752084174,B,A,D,1
China,Divorced,Homosexual,-88.15132961070596,E,B,E,E,-160.07991842076146,23.245020027825156,A,E,E,30.556898068502413,-0.7410640264392233,130.62781540686004,26.989181229358223,-54.68157500900237,C,A,C,1
China,Widowed,Other,-3.540421390327844,B,C,B,E,-51.28412195383544,90.36490999935731,C,C,B,-43.630892264655685,-137.17723802754523,38.85013222642239,-14.579846431044915,-170.37044804235845,E,B,C,0
Other,Divorced,Bisexual,-7.528323986157032,E,D,A,E,-40.50412086230493,-54.0292770695175,E,E,E,-62.87743696119384,-49.00227000545063,153.79384321812293,57.01626267953914,64.61027541337288,A,E,E,0
India,Single,Bisexual,55.08858052380747,E,C,E,A,4.888178632510309,-99.84467144945027,B,E,E,70.65507841248714,144.80870632695311,220.9816093365498,39.05930510016729,7.351021822845476,A,D,D,1
UK,Single,Bisexual,-47.276508833031926,C,D,E,C,-2.1931316208899583,21.701210521068084,A,B,C,112.6273490237127,231.09988496889048,21.129068965393373,-9.658671887194206,128.84816668244386,C,C,E,0
US,Divorced,Homosexual,-8.569019824427096,A,D,B,D,-118.4901080469337,-15.452938331080453,A,B,E,-12.831107877751979,-28.584797252791226,-5.619982271799541,-146.43685244583097,-126.36806583624987,B,A,E,1
China,Single,Bisexual,82.57015236926397,B,E,A,B,-55.17909068203895,224.17766184916056,B,A,D,25.36631969350262,47.545963797271654,-89.08538826302912,-159.270909708393,-74.754384087176,B,D,C,0
Other,Widowed,Bisexual,-56.21072790189031,E,A,C,C,-19.888369056557025,-146.02850169945668,C,B,D,100.34113991638132,-2.3576978574628638,25.026657869514757,-112.71543181571913,24.87782207386403,A,E,C,0
Brazil,Divorced,Homosexual,54.55559107563046,A,B,C,A,-32.772887758804075,-276.3185407394631,B,B,E,146.7983351667575,-66.32579219295856,90.82845819130738,40.509849054425054,-246.68089013111026,C,D,C,0
Mexico,Single,Other,-93.5755945706451,A,B,C,E,-145.5436571579205,-21.64645794098588,D,D,D,-89.82402525076351,58.21736371039289,-57.318846619603136,86.95662926277456,243.08631652776938,E,E,A,1
Other,Divorced,Other,49.64284834157557,D,D,E,D,-29.984571867786453,-114.49782159517801,D,B,D,218.67746224450207,276.4340345501441,85.74587132976535,-27.155476903070213,-11.192651008422096,D,D,B,1
China,Widowed,Other,129.18115098680835,C,C,C,C,-6.292090584282546,-129.679508818036,B,A,A,-72.70122034656963,-62.738008278286536,-128.96121322420018,-93.1042295403151,6.49018234550235,B,D,C,1
UK,Married,Bisexual,-36.31130050806578,D,C,E,E,91.24617355506626,124.6214607405718,E,B,E,89.50036206764538,6.685905533309605,-157.50981009055496,125.19470308355709,-34.918790605297815,C,E,C,1
Germany,Married,Heterosexual,0.25363972411464647,D,B,D,A,-160.79490074859038,-112.33420019960462,E,D,C,-226.1042113391267,-142.9990027004602,-41.02297028733629,145.23684877114397,191.35764464367043,A,B,E,1
Germany,Divorced,Other,-37.95100269531634,E,B,A,B,-110.20795127774112,132.48404574752468,C,A,C,231.91631686087356,174.81249529726043,-28.190186942653682,-50.70501639553684,-39.19833741964783,E,E,E,1
Germany,Married,Other,-197.2208513105971,A,D,D,E,32.89182661094108,-233.9387461585257,E,B,A,-46.682421189079676,-164.5317764181444,-103.84834036441535,23.709579850861267,-83.7602075403763,C,E,E,0
UK,Married,Bisexual,148.32735601551948,E,E,D,A,-43.127701616487116,-102.31070455924633,E,E,C,-26.997320781862978,153.4316913944656,-103.46670849679185,-0.930886363832383,-38.256326532945856,C,D,E,1
UK,Single,Bisexual,-88.53634037680463,B,A,D,E,-53.45936521332191,-9.828691739385084,D,A,B,67.10345213591744,159.32856970819057,116.03484621782516,29.673962540158165,12.275929022652148,E,A,B,0
Brazil,Divorced,Bisexual,-82.56246408498092,C,C,A,A,96.80490058055511,91.60022642075131,E,A,A,109.6019635879602,-11.829553738262302,-160.710518220037,-182.5087155821775,206.75343265134381,E,A,C,0
US,Married,Homosexual,80.81517753258385,E,E,C,E,-146.92599796020548,-31.853303747809626,C,E,E,35.744503075850645,-53.28371312600526,-65.09226506666072,-14.047274227021264,-122.89664608839263,A,D,A,0
China,Widowed,Other,-121.5982113624583,D,B,C,C,81.76673287536241,90.84317578633615,A,B,A,-69.20347212244742,-5.17581141720731,82.0367009877709,92.99784328536768,84.31777723724653,C,D,E,1
UK,Single,Homosexual,-66.26215691605799,B,A,A,B,-28.891086887925503,46.0193949721342,C,A,D,-110.74169700923046,-31.670446512241018,-63.84804066312173,17.405224349757546,12.326185615332824,D,D,E,1
UK,Divorced,Heterosexual,-90.96960341712797,D,B,D,E,38.81634749056407,-17.99742697929207,E,E,E,-91.08004696908075,-77.17046165426157,213.67071994105507,35.40928370297452,-88.33110484447595,D,D,E,1
Brazil,Married,Bisexual,-109.11587149926088,A,C,B,E,-127.49119165532522,85.04729524007372,C,C,B,147.14990654714452,-105.23836309372952,-87.92856925974989,-3.133497454488142,61.18997582072537,B,D,E,1
UK,Widowed,Homosexual,190.4369304143569,C,B,D,E,-144.89838021251882,104.70614301815242,B,D,D,188.41641115478217,-2.702259941455343,-21.738095385456603,100.54728973003553,-0.9031875654783074,E,D,C,1
Other,Married,Homosexual,80.35069616083959,B,D,A,B,88.22059766329538,39.64529001869842,B,E,A,41.67999696027477,-174.2639631287617,-34.514429236699215,57.81379129141009,-24.042665802011708,A,B,C,0
India,Married,Heterosexual,261.33811405794114,C,B,A,A,86.70722736029882,3.732377970675799,A,B,B,125.47737437183133,-75.90477834278659,57.59703073406656,-192.4444295490118,60.20190979939244,C,E,D,1
UK,Single,Other,17.558374696130933,D,C,A,B,57.006905507176484,103.53462640381845,A,C,E,-6.478046781995377,-44.49988214122429,-71.248545111144,-97.28152779436132,143.61263382379676,C,B,B,1
