orientation,gender,Disability,faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
Other,Male,None,None,C,147.4495640921944,A,E,96.30960792402745,A,43.27669025079913,A,B,-41.127505165037945,-132.69038448029556,B,E,32.71561539799663,E,0
Bisexual,Non-binary,No,Muslim,E,63.39809750955858,A,B,-217.86627225459466,C,-178.92236816206153,C,C,73.58476811424573,109.18504255999709,B,B,-70.20364366269706,A,0
Other,Other,Both,Other,B,81.51287885098358,D,D,20.41939514438262,E,-17.776281077608434,C,B,-29.117883229260816,-45.851641890990166,C,E,155.00874975184365,D,0
Heterosexual,M,Yes,Other,D,-103.73011703139193,B,B,-167.80327257411963,B,-202.12352444568347,D,C,-30.498208982858504,30.51252011684758,B,B,-43.171432838987414,D,1
Heterosexual,Non-binary,Yes,Muslim,B,-92.78813599617021,C,A,27.5792038731966,E,-13.248254821572768,A,B,-5.449735146985877,-45.74447757210103,E,D,191.62775066789212,E,0
Heterosexual,F,No,Hindu,E,-6.533364963789566,D,B,115.27407810395405,C,-27.65890710643645,A,E,-2.6020574923771482,-73.98083008586536,D,B,97.49404239868707,E,0
Bisexual,Non-binary,Yes,None,B,68.37096641091567,B,C,-81.73067663817173,D,9.922198476016971,B,E,-132.94403974150845,12.090672916032705,E,A,42.329636242868176,E,0
Heterosexual,F,Mental,Hindu,C,-8.238051999923428,A,E,-57.80467779759145,C,208.7224168038665,D,C,-24.379560546153023,-42.859660442486174,A,C,60.635640195072604,A,1
Homosexual,F,None,Buddhist,D,53.02956256673067,E,B,-144.0890397956888,A,-183.0211533521417,B,C,67.3089104034738,151.4209475812488,B,D,143.65394870775216,A,0
Homosexual,Female,Yes,Jewish,B,64.34665515498044,E,E,-179.29273674100457,C,55.32048707118028,E,A,-102.80231222353085,89.40931238947492,D,D,-15.630874506339106,A,0
Heterosexual,Non-binary,No,Christian,E,-23.184718036941355,B,A,-202.99023678254807,B,56.781228879392245,C,B,69.95927654732309,-87.1516613408618,E,D,56.9897147559955,A,0
Other,Female,None,None,D,-78.06311167525841,E,C,-6.281692779911116,B,6.972325800039073,A,E,-145.67884822194782,-12.796804357377825,A,A,-38.537852010703375,A,0
Bisexual,F,Yes,Buddhist,E,-50.51519148998307,B,B,-61.72256354323058,A,49.07373812300169,B,A,-14.74958711083083,-132.15424795010804,C,E,32.98454841359324,D,0
Heterosexual,F,No,None,B,-29.517391575354722,C,C,101.02031211914053,A,108.5812819370804,B,B,-197.9882393040877,-79.11479321630529,E,C,-19.32058215064533,C,0
Homosexual,Other,Mental,Muslim,E,-3.631377085927351,B,E,-21.528026102825446,A,-24.5907057931851,A,B,-44.18417431269187,-2.6684230059863396,B,C,-78.83248378050061,A,0
Bisexual,F,Both,Buddhist,E,96.91323326374655,E,A,-158.5491441915758,A,3.116211545423496,B,A,117.70653358855189,92.25654435676812,B,A,22.648624882800863,A,1
Other,Non-binary,Mental,None,B,1.6988575555539904,B,A,-125.49535890364095,C,-111.53578884544424,E,B,242.62739584221924,-60.46443437457925,E,E,52.410141606223995,B,0
Other,F,Yes,Christian,C,-47.0861386340608,D,A,-124.57350003664959,B,-29.14504280649811,A,A,39.38246603006407,-102.2800721327858,A,B,88.50531866636409,B,0
Other,Non-binary,Physical,Muslim,E,-168.85740161737615,B,B,-11.126473581743475,B,-75.13043659125755,B,D,87.08007703311435,15.45993168402689,B,E,107.52272824297538,E,0
Bisexual,Female,No,None,C,-124.69707554717561,E,A,-121.90937458130166,E,-96.36158730904981,E,C,-156.14536801759058,47.84064369475818,C,C,179.91845615571262,A,1
Heterosexual,Non-binary,Yes,Christian,B,-27.357632628901236,D,C,-73.69411380915267,B,-25.585532745732113,A,D,-35.47854458554435,38.35334731398468,B,C,-11.062068408542974,E,0
Bisexual,Non-binary,Both,Christian,E,-1.9282194194640512,D,E,123.76659854117116,B,92.64503312190259,C,A,-109.0212654922974,4.176903654265911,C,D,-115.5481730753114,D,1
Homosexual,Female,Both,Jewish,B,-44.550323269979145,E,B,93.73469883494883,C,97.95615298737677,D,B,-84.12935931488674,-115.03153009284712,B,B,1.6674801264234984,D,1
Bisexual,Male,Physical,None,B,206.7173034163723,D,A,-42.0090112996452,A,4.123738405419328,C,E,-20.775786892830713,27.24366206039004,E,D,6.871327252999623,B,0
Other,M,Mental,Hindu,D,-85.85334293833665,A,B,-12.535797138478461,D,-48.43971652361157,E,C,104.74736069075841,18.816116567341908,C,E,79.47198704576141,C,0
Bisexual,Other,Mental,None,D,92.20039873869909,E,A,57.93685150328904,C,-97.29211200388318,A,A,-122.00784024636285,-26.80439957585149,E,A,-5.623581840355989,C,1
Homosexual,M,Both,Christian,E,-271.02335592537935,A,C,-127.66588772538334,C,112.80095334589586,E,B,-52.0873300203193,-153.89815044021566,C,B,-52.93376085863147,C,0
Homosexual,Female,No,Buddhist,B,-82.2492517615832,B,A,29.14752213713665,C,-203.0970988952579,A,E,-24.40151267008893,33.99469848440918,A,D,12.372191859841754,A,0
Other,Other,Both,Jewish,D,181.89061226009423,B,A,0.7226797960074673,C,17.569668168912006,D,B,-120.06689232582511,117.84363584041759,B,E,43.37573507508689,D,1
Heterosexual,Male,Yes,Other,E,38.03757289579429,E,A,89.59963392583973,B,-172.58714723753437,D,E,-16.40004997703005,70.71967418044612,C,E,44.7576659588227,D,1
Bisexual,Non-binary,None,Hindu,C,145.7575513417092,E,C,-125.86837812319646,E,194.021320983249,C,A,32.94568448473155,-85.04082446573304,D,E,55.2095741670434,A,1
Bisexual,Non-binary,Yes,Hindu,A,-15.923985927958556,C,A,-119.1852799943106,B,81.29617772724818,A,D,40.64586171235035,-34.696057491469745,C,D,-151.84697064133664,E,1
Bisexual,M,No,None,B,165.27061593511394,B,D,-136.17249632120138,E,0.008788124004584648,D,D,-91.55736674664584,288.107364607883,C,C,-43.79034462841052,A,1
Bisexual,Non-binary,None,Hindu,A,-119.49008354739105,E,A,-58.25186652506888,A,28.74669491217574,A,D,21.097318763684694,22.223782423021532,D,B,13.512265945423199,C,0
Homosexual,Male,Both,Buddhist,D,-237.6363667809458,C,A,-37.56377619646064,E,-16.336787390155433,E,E,-68.22128693673942,73.23346250127295,E,A,131.68553088755283,D,0
Heterosexual,M,Mental,Hindu,A,-138.125787566268,B,E,245.37948195083666,D,-36.44929115313398,C,B,-94.9053106641718,-3.2575491103850793,A,A,-103.84086073286431,D,0
Bisexual,Female,None,Christian,A,-226.5218517141643,D,A,-0.8083791686899088,E,196.82010272210638,B,E,-92.2409791341419,24.22677018862723,D,A,-120.12998803294433,B,1
Other,Other,No,Jewish,D,2.2652206044085945,B,E,-70.33673869048722,B,-21.58513606500555,C,E,138.07390325884995,-237.6214104441233,B,E,-94.29751542819905,D,1
Other,Male,Both,Other,A,-102.22975097658566,A,A,-65.4049106229959,B,-34.274694529694116,A,D,13.617995667791321,49.1503533832126,B,D,33.486984032875725,B,1
Heterosexual,Non-binary,No,Muslim,B,134.918075855735,E,E,52.32335095967774,C,-12.0583531815407,E,D,-140.32861594028,-24.080547313476412,C,E,5.8591885552126035,A,0
Heterosexual,F,No,Buddhist,B,43.531838254152625,D,A,71.6875369166798,C,-134.02865759070642,A,E,-74.616757788366,-63.57204495850799,A,C,-2.33430849971084,D,0
Heterosexual,Female,Yes,Christian,E,59.11095534364319,D,C,112.20720143283103,C,65.52731306889623,C,E,-28.437310167599477,49.131146141124276,A,C,-36.07172356737323,E,1
Homosexual,Non-binary,Both,None,E,97.24371357568889,C,B,-16.48954298502123,A,7.598099679911121,A,C,-218.82480006011878,-91.97001842461025,E,D,-41.79694553693179,A,0
Homosexual,Female,None,Hindu,B,-127.73388143226431,E,E,1.0561365823577973,D,94.22495191060999,B,D,-42.08254225462459,-46.87848778917416,C,D,-280.50083516083595,C,0
Homosexual,M,None,Buddhist,B,194.13493821991605,E,B,53.51248277210314,A,94.21241734809172,C,C,-49.5850073384163,-2.9774076253193082,E,D,-81.20638390572967,E,1
Homosexual,Male,Mental,Christian,C,-22.957188150394533,D,B,143.3806531925147,C,-245.32369228389092,E,A,82.78504730531593,214.377559276185,C,D,25.795968964367848,C,0
Homosexual,Female,Mental,None,B,20.913476334130003,D,C,73.47124649681805,E,-306.8948583100856,D,C,94.18945232712008,-83.9768274370872,A,A,21.380021447467858,D,1
Other,Non-binary,Both,Muslim,E,16.47674543311538,E,B,88.13625431281281,E,-80.49400124070155,B,D,-187.41749956932676,76.34274339471646,A,C,6.771401462822648,E,0
Bisexual,Non-binary,No,Muslim,C,176.25192780854522,A,B,-28.993350642465355,C,56.455471808522425,E,D,-83.65991238553235,-88.21598263397455,E,C,-38.26726286944687,D,0
Other,Non-binary,No,Other,D,-119.3161533407067,A,B,102.93607824625866,D,34.29416446930226,D,D,8.813931464914122,58.692904723283924,D,D,-101.79506624208908,A,1
Heterosexual,Female,Yes,None,E,-16.920792271654715,B,A,-75.51368182439147,A,-142.6591946553366,E,B,-16.637474773369203,-54.302707362379344,E,E,-42.13030094164024,D,1
Homosexual,Other,Both,None,E,36.74282141821246,C,A,-59.84431316442609,C,-25.44088136681127,A,C,201.82404036418214,17.523387523953936,B,B,-217.85172185551147,B,0
Heterosexual,F,Yes,Jewish,D,170.0645708647422,A,A,78.79329857891088,A,92.38413959913655,A,C,-32.7311703313912,26.094363643919227,C,B,57.87634156278558,E,0
Other,Other,No,Other,A,-84.35992941130708,B,C,35.03035607762906,A,-82.25346828713234,B,D,-134.71237133981748,33.651438184409486,E,A,-100.93588850098013,B,0
Other,Male,Both,Jewish,C,63.96482514643218,A,A,99.81596751328821,D,-22.072633245635057,E,A,-9.427786476095378,-112.5507404219127,D,E,-78.87417766623966,E,1
Homosexual,Male,No,Jewish,A,181.4654438108625,E,A,86.60616682079453,E,-76.41953383972924,E,A,-129.9401384300453,-235.2691234756615,B,A,-56.057863486093694,D,1
Homosexual,Male,Mental,Hindu,D,-3.3485815483936525,B,C,244.00417983548994,E,-108.42937686481132,D,C,-44.06937116172813,-46.381871079179085,E,A,105.16237489392172,A,0
Bisexual,Male,Yes,Christian,B,-93.68959803225486,B,C,163.15214241153532,E,-258.49631193271347,D,B,95.35646628841523,-98.03918851457716,D,E,-78.50065815918931,D,1
Heterosexual,Other,Physical,None,B,51.56657711057865,B,A,-187.36720008007362,A,-150.3255484532996,C,B,-101.28567642933686,49.86844305932855,D,D,178.01095057748662,B,1
Heterosexual,Male,None,Other,B,98.85493674925576,E,D,-80.09172888890654,A,83.66730374686222,D,E,121.70294285689316,168.40564682914555,B,A,-149.12288922267217,D,1
Heterosexual,Male,Yes,Buddhist,C,82.68334810967345,E,E,-96.2807381426613,D,48.791156344028494,C,B,-90.96113041703269,-1.2609975854248385,E,E,91.37966524758933,C,1
Other,Non-binary,No,Hindu,C,158.12170070861887,C,A,115.0052535945475,A,63.18736488136379,D,C,-37.827312290887285,-54.59617460922226,E,E,228.55426827762284,D,0
Heterosexual,Other,Yes,Muslim,A,98.59514663123397,A,B,324.18831584575196,E,-162.71666591114163,D,D,-53.03311800923568,171.8693357712432,B,C,106.14795095687073,C,1
Bisexual,Female,None,Other,C,17.62317650473799,E,B,-8.186824152827686,D,127.86887948042744,B,A,-107.8191661371861,25.37209715505292,A,A,-19.48317738369949,C,1
Bisexual,Female,Mental,None,E,194.0952099257654,A,B,-8.171107759277874,D,-101.35191081357931,E,E,66.86720612829234,-220.7721513032538,D,E,-114.53616400738574,A,0
Heterosexual,Male,None,Hindu,A,-57.481661828015454,B,A,-87.13849286293623,E,10.465381810176268,D,B,-47.25998795450939,78.93237818376812,B,D,48.85161206465479,E,1
Homosexual,Other,Both,None,C,-37.26408587166277,B,C,-41.12201780250954,C,-7.393601135962181,B,D,-50.85033286578252,0.8317621160584278,B,D,88.7463408940448,A,0
Heterosexual,Female,No,None,D,-41.59087608201736,C,B,-54.82074848321381,B,-17.929385991655558,B,D,154.75254085265374,36.21960343719755,A,D,-155.97080011869352,C,0
Heterosexual,Female,Mental,Buddhist,D,9.788978026088149,B,B,-158.39979702332582,D,115.78677596146944,B,E,-154.7098280450988,-20.408465200607967,A,A,-140.0158737999001,A,1
Bisexual,M,Mental,Jewish,E,-19.009571011491538,E,B,72.42624656086232,C,13.755376870414285,B,D,-35.3760287868029,31.40984055101617,D,A,160.21152106323166,A,0
Bisexual,M,None,None,E,195.80112572183754,D,C,117.06798653837214,E,-157.3653200697968,B,E,58.521914815332934,13.694112263537317,C,E,-145.14867878990685,D,0
Other,Female,Both,Muslim,B,-165.00328919792608,E,E,20.25255543673785,E,-171.14103958633115,E,E,7.323519432059994,-36.26593707541694,B,C,-142.62041415527557,B,0
Heterosexual,Female,Physical,Other,A,-209.1185152361104,C,E,97.49803128998393,D,25.776746675457318,D,B,86.4096167720115,-53.26812150443476,E,C,-82.07351692792379,B,1
Homosexual,M,Yes,Muslim,B,-3.1100928530548346,A,E,-22.215997991563484,A,-74.16679639957565,D,B,-231.833867980611,148.75687193047702,B,B,45.78725862095933,E,0
Homosexual,Non-binary,None,Buddhist,A,64.98959165438423,E,C,-65.65724424910712,A,9.353563998970786,A,D,-16.8712523834965,63.658877938649205,C,D,66.23005482247049,A,1
Homosexual,M,None,Jewish,B,-141.8937328000528,B,E,-51.42141327466363,A,-283.4489385930069,A,A,-90.5740333798373,-115.20694739810502,A,C,-88.43261740887543,C,1
Heterosexual,Male,Mental,None,D,204.3213366474027,E,C,-29.8638616486252,D,4.008425911722023,E,E,21.997326037079716,135.6905850982538,D,B,-54.92457566282919,C,1
Other,Female,Mental,Hindu,D,145.8044728990244,A,B,60.10832465515724,A,-169.0201234320186,C,D,-4.9482017278597334,102.0528301576425,A,E,-132.8073464580698,D,0
Other,M,Mental,Jewish,E,-69.85370548816302,A,B,-34.962741977569,D,-47.17102731879676,C,C,-10.092540267096226,-115.90618570904306,D,C,-52.111374661879516,D,1
Other,Non-binary,No,Muslim,C,211.16974919300029,E,A,135.4762743357427,C,-46.6196822142726,B,C,-116.35449588497224,161.25151308355788,B,C,-68.85280327713566,E,1
Heterosexual,Other,Mental,Christian,B,-80.8771324581762,B,B,-177.18839306498185,E,-47.463030207922536,A,B,-159.04434725748052,-189.22088193811823,B,B,-75.80642733075926,A,1
Heterosexual,Non-binary,Both,Buddhist,D,67.65805760831758,C,D,3.6065979105745667,C,-56.68911575992374,D,A,-35.4593955936776,-350.53264698306907,B,A,0.6636556469209012,B,0
Heterosexual,Female,Both,None,D,22.88548139313899,E,E,-2.3059754435831525,E,45.58947884744911,A,C,17.781553493033776,-17.197551998585702,B,E,108.98569018342079,E,0
Heterosexual,Non-binary,Yes,Other,E,-103.41841934116096,C,E,-134.48249878016617,B,-112.1156710800778,C,E,161.30519334908792,40.87291620709482,B,A,-10.696611730456596,E,1
Homosexual,F,Physical,Hindu,B,155.3217375037621,D,B,-124.94375638921922,D,113.81440223485231,E,E,65.55253453445745,41.85902487487462,A,C,-124.50008382118311,B,1
Homosexual,M,Both,Hindu,D,105.68310606040158,D,B,-142.74655933569304,B,-37.20104379229458,E,D,73.97688022630186,-281.53470689759115,E,B,68.14827356781565,A,1
Homosexual,M,Yes,None,D,84.34825955842891,B,C,110.57258859880912,D,35.62914347708956,C,E,116.07482918929655,-40.23035365944555,D,A,-102.48286145485075,D,0
Homosexual,M,Both,Christian,A,-88.14625914212202,A,C,-7.0587702639753225,D,27.04547738693492,C,C,-71.74482935760088,64.15866494897674,D,A,-69.32614747879308,C,1
Other,Non-binary,Mental,None,C,-66.49272288060958,C,E,-105.03482729908997,C,77.51455546902784,C,B,2.6431324582134916,142.1603333902798,B,C,186.54091327964863,E,1
Other,Male,No,Muslim,C,74.68156144355639,D,B,-4.309608110031304,A,-54.72767980204824,C,C,-65.86946963643635,0.9437310339950891,E,C,-18.165559309745312,E,1
Homosexual,Non-binary,No,Hindu,B,-78.16077237900252,A,A,-5.977909874910693,C,-100.90537863419652,E,B,-112.42954028382984,45.6839440956574,B,A,-93.78425905102749,E,0
Heterosexual,Other,None,Hindu,B,129.25157133609503,E,C,-39.06123473183835,B,2.2254220505379685,A,B,-41.064021575288685,-1.4259433303549558,C,B,-8.607070461610174,D,1
Bisexual,Female,Physical,Muslim,C,-90.96386830876938,B,D,-58.78350179710205,E,89.81225938500154,A,A,-132.6482521887346,-151.53959378073554,A,D,220.60856524401368,A,1
Heterosexual,Female,Physical,Hindu,A,194.81846327469657,A,E,-4.060991596097944,E,15.787051468415456,A,D,-81.01660769045958,-152.33111254178013,B,A,-37.8544088650378,D,0
Homosexual,Male,Physical,None,A,-47.27359368629789,C,D,-202.70285498092383,E,58.70609361432052,D,E,-41.2789120334423,125.24037095137601,E,D,-24.1474483266832,E,0
Bisexual,Female,Physical,Christian,B,-92.94069310981425,B,E,-113.77039829532617,B,11.326461404708496,A,B,19.923032686715064,90.4302574735577,D,A,323.41352316486757,E,0
Heterosexual,M,Yes,Buddhist,B,56.774331818417345,B,A,17.492031213203905,C,57.83692206012145,E,C,-59.00459386448019,41.85152463682472,A,B,93.2580421879788,E,1
Heterosexual,Male,Both,Muslim,A,-46.36006206841819,D,B,-34.0924976547316,B,-102.70362284625476,E,E,-65.26154244956754,8.51998489443297,E,B,-59.64042357912136,E,1
Bisexual,F,None,Jewish,D,108.60523601633693,C,B,-131.6225536390088,D,22.851294217161996,C,E,-137.53658488652914,-40.58059622009299,E,B,17.165149968428622,B,1
Homosexual,M,No,Christian,B,51.56839427007398,E,C,55.73311949523737,D,-173.42417509739127,D,E,-35.80290171493064,47.294039262796055,D,C,143.68509243788313,A,1
Bisexual,Male,None,Hindu,B,184.82383653661566,B,D,4.212043726361205,E,-71.98504600703079,A,B,49.4902775471666,9.37539965241581,D,E,-104.81404242439922,B,0
Heterosexual,M,Mental,Other,D,-81.05840376069506,C,E,-98.89009516642514,A,-6.6368701193918005,D,A,27.207010990505715,-2.4016353448926093,C,B,-10.785922324216894,B,1
Homosexual,Female,No,Christian,A,20.58217756638066,C,D,-139.02536752129996,A,-58.47360911577728,E,B,49.76186535564454,-137.8014245107678,A,B,-62.20724016532137,D,1
Bisexual,Other,Mental,Hindu,E,-62.247360521527796,A,C,-101.05529954486681,D,133.49222119752565,B,E,39.725141942841525,-10.509946873899361,E,D,28.041435860695778,A,0
Heterosexual,F,Mental,Other,A,75.52578389706997,A,E,-43.57275712016773,B,-2.322473602477304,B,B,-106.6769901256914,8.442334319499402,B,E,-8.767941952555265,A,0
Bisexual,Other,Mental,Buddhist,D,43.89604723691149,E,D,-40.54002507167833,D,-254.99406329595251,A,D,151.4826983490754,-85.64462979623202,B,A,-216.00582639858095,C,0
Bisexual,F,Physical,Muslim,E,81.53041020457616,D,B,188.5541966784918,E,-76.59973196711228,B,C,-47.039277114559056,25.702419503054386,E,A,3.6067971764027775,E,0
Other,Other,Physical,Hindu,D,-142.12092209018485,D,A,55.94475119286848,A,17.422647273677896,E,A,68.15051228968055,139.64739169643696,B,E,-40.27861287252844,B,0
Homosexual,Male,Mental,None,B,-6.784869573358226,C,D,-66.28589517280915,D,-320.3922284656969,C,B,89.17244314532927,169.45758541393232,D,D,-72.8684924985732,A,1
Bisexual,M,Yes,Hindu,B,140.41545759390837,B,B,87.88762969132665,B,49.167155368021646,C,C,55.822904335597265,118.53600659455753,C,D,151.77064711856528,D,0
Heterosexual,Male,Both,Buddhist,E,3.739429375057843,B,C,-7.63232492937748,A,107.1693937356567,B,A,118.26712967625419,15.106595208168997,C,A,-95.49112358093046,A,1
Homosexual,Male,Mental,Christian,B,-81.61235449880962,C,E,35.13232762484989,C,29.058886830848472,E,E,61.22978834272341,-203.12687393954923,B,D,-31.61045485711928,B,0
Heterosexual,F,Both,None,B,39.26087864855189,A,C,-12.140643719122366,A,-61.005766776015335,D,A,-194.5270032711552,-79.61934185796413,D,D,100.07283762270558,C,0
Heterosexual,Other,Mental,Hindu,B,-27.885883977540164,A,D,-84.46669667176347,C,-19.14192063152065,E,C,-203.5755283774747,-12.589731391535256,B,B,164.29949887458076,A,0
Other,Female,None,Christian,C,-81.58815395136892,D,A,-192.99105245279432,C,71.95007228284456,A,E,-86.68165893695844,-167.07200709239183,D,B,74.34215546712711,C,1
Other,F,No,Buddhist,D,149.88652962948552,B,A,-66.57614540144114,A,-36.78789000275376,B,C,79.04830639665657,-142.37015259889628,D,D,15.028003393176256,C,0
Bisexual,M,No,Other,A,-78.44477377705579,C,A,-71.30281506706582,A,117.08923788278858,B,B,-43.03572307877832,58.89603771823372,E,D,-70.94450548606838,C,1
Homosexual,M,Mental,Jewish,B,-58.382556745388904,A,D,100.13722659283582,B,-87.62398282719505,C,D,-95.62152178489754,202.25673219640709,D,A,-82.41928151520194,A,1
Homosexual,Non-binary,Yes,Hindu,C,60.55042054333705,E,A,49.573186468658015,A,174.09571105564345,E,A,111.72654551069594,86.29590926813067,C,C,-195.32933379925265,D,1
Homosexual,Non-binary,Mental,Muslim,B,-17.992175783228493,B,C,140.20062756711204,E,142.70800666071491,C,D,-0.6678034943979452,22.520715837279294,D,A,141.7032967810341,B,1
Homosexual,Non-binary,Mental,Buddhist,B,-87.28002977190337,B,E,-19.482753377454035,C,40.06083464439817,A,D,24.79456759046352,139.36176995912345,D,C,157.78630840800602,A,1
Other,F,Physical,Jewish,D,39.75175056116072,B,C,-53.77797314806983,E,-17.7167714889274,C,D,-68.87676851977307,-65.95648639223886,C,C,-122.94733341513219,E,1
Heterosexual,Other,Both,Hindu,C,-19.310810350091202,D,E,282.5527185371906,E,-66.14181942366096,C,B,1.8836299694178444,-105.85020925373736,C,B,-90.5397809857239,B,0
Heterosexual,Other,Mental,Hindu,A,134.09408733909208,E,D,-312.0687012857756,B,-1.6273379545831628,C,C,15.630859115351614,-12.543062149367678,B,A,-124.10674645890613,D,1
Heterosexual,F,Mental,Hindu,A,121.75468930832854,A,E,6.719599927213222,B,221.76399752959313,A,C,-9.78322001891309,49.05629700048048,B,D,-104.91254013459323,D,1
Homosexual,Female,Both,Muslim,B,37.8801389240608,A,A,-77.47896670894788,A,-88.83393545890596,E,D,62.69541156516137,-15.597084192616052,C,E,-206.97011358465826,B,1
Heterosexual,M,Mental,Other,E,-84.06613552072497,E,D,-77.17368653925007,E,-162.5711075124182,D,E,49.9387549333575,38.23575973027142,E,D,33.7811921493888,E,1
Bisexual,Female,Yes,Muslim,C,3.002489476027355,A,B,55.03191585519364,D,146.5695824409603,A,B,-97.36119465624485,162.62449589244247,B,B,-97.49633663022988,D,0
Other,M,Both,Christian,E,101.63887718763675,D,C,43.815819282549,B,77.91637393060451,B,D,198.00959417135212,153.9262120420887,E,A,-49.77131380105246,C,0
Bisexual,F,No,Hindu,C,129.71856818206317,B,E,158.2006667408603,D,-8.855617153957319,C,A,-109.226767441699,68.34829753807632,B,C,-54.499971402095284,C,1
Bisexual,Female,No,Buddhist,D,-55.68422679094033,B,C,-35.51843753112638,A,10.666769923529147,B,B,47.13615806279828,-3.391733794517484,A,B,-36.61651905548867,A,0
Other,Male,Both,Other,C,-133.24192040210056,D,D,-90.5125382330986,E,16.191530520150526,C,B,105.24987429036459,76.57140202342167,D,E,-56.45303924308136,D,1
Other,Other,Physical,Other,C,106.33768659990093,A,C,105.11424556052849,A,-131.21385433308515,C,C,-131.7019927120795,35.66911189237411,C,B,-97.2320416433513,E,0
Homosexual,Female,Both,Muslim,B,111.2566598631638,D,C,-68.6010399591332,C,-159.48401698720994,E,A,-81.22547425813177,-117.84534656524674,B,E,-76.92558188390794,D,1
Other,F,Both,Hindu,D,3.0764998255022857,C,E,-23.581180934861074,B,-70.67601533572466,D,A,55.26968698765666,2.914804324305007,B,A,-91.34319053871609,E,1
Other,F,Both,Christian,B,-97.29365643520215,D,C,-155.70077539735945,E,175.09430080639015,B,B,-114.86191647204048,2.8149636162111076,C,D,26.555222862573448,D,1
Heterosexual,F,No,Hindu,B,-80.31239462069367,B,C,-36.76332241901044,A,-122.27928686111167,B,E,49.39961310018098,-29.02949081355315,C,C,54.70125206078431,C,1
Homosexual,Male,Yes,Other,D,-167.67809971993054,C,A,131.6361189191416,D,53.145807520891886,D,B,71.7021266574249,-107.04709230770342,A,A,-84.88441818231072,B,0
Homosexual,F,Both,Muslim,C,78.09018624523506,E,C,68.69292159239319,B,179.8668679936663,B,A,-24.459266122649602,-110.29967122202957,D,B,-117.47315152620754,B,0
Other,Other,Mental,Buddhist,C,-66.98288051738946,D,A,129.56727817323085,C,-80.34818414864125,D,E,23.613861644684825,-168.75669555406873,B,D,103.44642097384882,D,0
Homosexual,Non-binary,Both,Muslim,A,-57.421558590913826,A,B,-105.61211457513124,E,-77.2264139098809,B,B,30.249135065671034,-14.904872442672687,C,C,86.97451911584525,C,0
Heterosexual,Female,Physical,Muslim,D,-105.6773966811652,D,D,46.52841235191438,E,-97.77451145018162,B,E,-167.94628892108457,-20.0207581563472,D,A,-6.044767800158899,C,0
Other,F,None,Muslim,B,-22.08701780017253,A,B,-116.91033611312054,D,52.8774932268679,B,C,-30.73974729538818,38.61729863100701,C,E,77.54402703787494,C,0
Other,Female,Yes,Other,C,25.113980735322194,A,A,-116.94897680002563,D,-8.379645156216787,B,E,95.49342056598468,-34.225396995498954,B,B,-12.81095114485441,E,1
Bisexual,Female,None,Buddhist,B,124.29616094849575,D,A,-62.399619190907664,A,179.03646699573616,B,B,-59.95218281927968,177.73220897697638,D,E,81.97884544516741,D,0
Bisexual,Non-binary,Physical,Christian,C,-64.05119178772978,D,A,-56.80229416238053,C,-28.72281719105879,A,D,37.21764552476052,-32.910746582337104,E,C,43.50776241525396,A,0
Homosexual,Other,Physical,Buddhist,D,163.1986899297142,B,E,195.5746397525074,E,72.3646152957683,B,D,47.62818356643481,29.586789842871948,E,B,-169.4388881130522,C,1
Heterosexual,Non-binary,No,Hindu,D,-15.553679892307636,D,B,25.517045600558852,E,-23.553808273295427,E,B,70.04044762594843,-87.88012143792696,A,E,35.43887250381218,B,0
Bisexual,Female,Physical,Christian,C,-63.40983093901642,C,D,-0.4511099692030599,D,-50.20631015213212,E,E,78.69188498540869,-11.405649023815307,C,C,19.908170682212216,A,1
Homosexual,Female,None,Other,D,115.62069877262834,E,E,3.8626866019221073,E,27.1548586572123,C,D,39.55144227217281,-124.22424433752045,D,E,204.85796282417073,E,1
Heterosexual,Female,Both,Muslim,E,-150.3067320410571,C,E,-21.574906219508794,E,-5.433557391489297,B,B,12.805948603631856,114.72644579344976,E,C,106.61637673475946,C,0
Bisexual,M,Yes,Christian,E,25.285096786740596,B,D,-91.6758823549093,E,-152.0407778025273,A,D,-20.53875134662735,-155.47849270905076,A,D,39.28614332717243,B,0
Homosexual,Other,Yes,Christian,E,-10.65703861050161,D,A,4.209889729687564,E,-130.0321565974893,A,E,-15.531321545606605,85.98012197629676,A,A,129.5202687212602,A,0
Bisexual,Non-binary,Mental,Buddhist,E,83.13058471556299,C,B,145.46090674736638,B,107.48827944808785,C,D,-83.77374688132053,34.977650068908204,B,B,21.375535822918465,B,1
Bisexual,Other,Physical,None,C,155.16373632728133,C,B,-12.363170902238407,A,-20.47358957322646,D,D,-64.3452740149133,74.82763039466604,C,A,-71.34672849068438,B,1
Homosexual,F,Mental,Christian,B,125.06934707333095,A,A,102.54477205904703,E,18.997953864634002,B,C,13.171697687363432,51.04004372892811,E,E,109.71724363901818,E,0
Other,Other,Mental,Jewish,C,16.77398011697778,C,B,-121.91936460068729,A,-116.41445660681231,D,C,48.49354399877435,-10.414077656138643,C,A,-8.653868632167327,D,1
Bisexual,F,None,Muslim,C,-109.43886734648312,A,A,11.044541714264705,D,122.36418049532982,C,E,-91.5891450312943,193.13870591189755,E,A,100.44922183518818,B,0
