AgeGroup,sex,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
26-35,M,Hindu,C,A,-4.381535367790656,16.1020809870363,E,-51.29923883558227,E,C,-64.7943897520587,1
26-35,M,Other,A,E,-6.234715722191868,-41.52987299226499,D,32.28916187958678,B,D,-137.02304384761513,0
36-50,Other,Hindu,C,C,19.13464331772455,-51.7075774131888,B,-3.8142624982842945,D,E,-0.07425091019171272,0
18-25,F,Muslim,D,E,-38.94057252962586,-5.946462232721786,A,42.037763019224776,C,D,207.31771051527286,1
26-35,M,Other,D,E,-101.6990762359131,-240.26766594568193,D,-9.368287371578097,A,B,52.234381078646805,1
51-65,Male,Buddhist,D,E,-10.591509192255792,137.7807170706546,D,-30.796845173323952,D,E,-6.619610260395274,1
36-50,F,Muslim,B,B,-27.24644343010215,-59.927888968367384,E,75.70018599321425,C,B,-52.59181025344388,1
18-25,M,None,C,E,45.49337349279029,200.85399586359335,B,-89.48961534614845,E,E,-257.9900907968868,1
51-65,Non-binary,Christian,E,A,-16.126946905762114,54.5330516073958,C,-63.5312434616887,B,C,6.019008896540543,1
36-50,F,Jewish,B,E,-96.18499067973553,38.54010154169038,A,-64.94844001861166,B,D,-107.07458627346563,0
51-65,Male,None,C,B,196.33573303329456,-143.43767961520112,D,-78.43672760116618,B,A,61.79625195504088,0
26-35,Female,Christian,D,B,-83.34430655942174,87.18646283311824,A,-132.26397877681356,A,D,-23.964226050600157,1
26-35,Male,Jewish,D,E,-89.73314955600561,145.7265711977761,A,-123.45267759211357,E,B,-97.86106014709023,0
26-35,F,Muslim,D,B,-100.1523753648296,163.718235754613,D,-88.33020707760882,E,A,-93.5358435837299,1
51-65,Non-binary,Buddhist,C,A,61.213637969688406,-70.8360618022955,C,72.04450293243576,E,C,-308.57152047555877,1
26-35,Male,None,A,C,78.14054953164077,-77.19334318872598,A,97.89047518613401,D,B,-60.493213370534725,1
26-35,Female,Jewish,A,B,12.900484325408234,30.01444719537122,B,-21.01079470500598,E,E,-7.76218251974648,0
65+,F,Muslim,D,B,-71.60341179415009,-115.28532339817359,D,23.769576063511007,C,B,140.98691881355217,0
18-25,F,None,B,E,-107.95102428181505,-95.86915888496299,B,30.14352814689153,D,A,-125.85065688895027,0
26-35,Female,Hindu,D,C,30.10980444114623,58.02592426974789,B,92.22941486958115,E,A,-286.6269666201062,0
51-65,M,Christian,C,A,-0.01932354801252646,198.67306584719734,E,-87.96985147656412,D,C,-50.36991645660913,0
65+,M,Jewish,B,C,-29.895844738219896,25.562685885834995,B,-164.90914478005928,C,B,104.72718279161073,1
36-50,Other,Buddhist,C,D,220.18521817165845,-229.53904753379652,B,41.754958014570235,A,A,-21.47637802337478,1
36-50,M,None,D,E,156.77239174981833,-101.27803364850136,E,-166.80636643092464,D,A,-51.5818465259766,0
18-25,Non-binary,Jewish,A,A,39.05339901906701,-85.87437180096849,B,-18.387831786747423,D,D,3.714750892088028,0
26-35,Non-binary,None,C,D,64.26863671345342,-41.42501242896693,C,-104.5530273291935,D,C,-3.5337382587894033,1
51-65,M,Buddhist,E,E,-15.594407036744625,-1.6262121859691028,A,27.397857458399372,C,A,-40.232084698472725,1
36-50,M,Other,E,B,8.872729629602196,28.446085106724595,B,57.70200442989351,D,B,53.95066307169554,0
36-50,M,Other,B,D,60.986062269511656,-69.94290603282688,D,-36.028081729093046,A,C,-68.79182037161348,0
36-50,Other,Christian,B,B,-89.47765545228651,120.24352026989335,B,-125.33388771892677,E,D,16.46776358992557,1
36-50,Other,Christian,E,E,78.88413243974998,-91.21401054766098,D,-47.85510493042155,C,E,22.15307944636363,1
51-65,F,Muslim,A,B,101.60326588737001,39.72117116335123,D,-70.07247684193142,E,D,0.8224535642587577,0
36-50,M,Buddhist,D,E,-68.64990835359346,-44.28566114431022,D,14.04868029993446,C,E,-149.95312202435818,0
26-35,F,Other,B,A,143.34191324748608,-130.90721203661286,B,140.28907860664353,B,A,2.6895379455974955,0
65+,Other,Other,D,D,197.8891642122591,106.39285946009835,C,1.15760591233147,E,D,79.85182608611196,1
26-35,Female,Buddhist,A,D,-124.87003966198796,-253.8718154134778,E,-164.12783928929255,E,A,-17.83868136351952,0
65+,Other,Buddhist,A,A,-95.16823829080744,24.917563618369932,C,235.0349252593547,A,E,30.63376983309646,0
36-50,Male,None,C,C,-29.413084886561318,19.211769234485022,C,-15.880951033981674,C,E,65.83328024385872,0
18-25,Female,Hindu,B,A,165.50045981858338,-139.03659074815496,D,-117.27499251912745,A,B,125.1862414179164,1
65+,Male,Muslim,C,D,-225.4231869295392,98.87581822436661,A,63.9615937787792,B,D,-111.35141998772491,1
65+,F,Other,B,B,33.93053934266667,71.35715429273112,A,-172.93135782736272,B,C,-82.53944075987172,0
26-35,Male,Hindu,C,D,-64.48729870601072,63.32021939639523,B,85.7251864120607,D,A,58.26455887842753,1
65+,M,None,E,A,92.34779902825937,-261.014672115564,B,84.07321475358938,D,D,-67.40626846197921,1
36-50,Non-binary,Other,E,E,-167.1257519817698,87.09583936648734,C,47.36593477621649,A,E,-8.031327491707199,0
36-50,Male,Christian,D,E,29.528674000490557,150.26469137352623,B,63.09834353891003,D,C,58.05294165567185,1
36-50,Other,Muslim,B,A,75.51399617252595,30.844425720054286,C,-37.12604378384361,A,A,-131.7587393075287,1
51-65,F,Christian,A,D,4.433204718304253,-124.04588432766491,D,28.792113960675348,E,A,-34.45834467652338,0
36-50,Other,Hindu,C,B,49.31571575299919,-119.05541651753772,B,58.09219808565237,C,D,199.07918177132723,0
26-35,M,Buddhist,E,B,-78.9579913411576,-37.81546063210782,A,39.12211592541043,E,B,-14.616742203893141,1
65+,Other,Other,D,C,-61.02284918516017,119.26722657362959,B,48.42053382667824,E,D,-6.532769883545783,0
65+,M,Buddhist,E,B,46.40966106639856,-26.517744860754572,C,-62.99235560026705,D,B,125.86020765370102,1
26-35,Other,None,A,B,17.46222449949948,219.60287005426773,A,-36.126387495699916,D,C,-90.84555446969324,0
18-25,Other,Hindu,D,E,-16.597441022948974,25.921193440386464,A,-66.52150624210618,A,E,25.066959947102756,0
51-65,M,None,C,B,51.23778625749807,-26.234547750427378,E,-216.90132629859443,C,A,-130.0640310720244,1
51-65,M,Buddhist,B,A,53.678922916629624,75.89755197967261,A,-252.47510046150592,D,A,86.6467601324352,0
18-25,Other,Other,B,D,8.741380812288835,-25.09060627935769,C,-91.42804645111549,B,C,1.1226155784134817,1
26-35,F,Other,C,E,-130.03856017881964,-7.7745187513413585,D,-2.3201210673163044,C,E,-4.4218938451352985,0
18-25,F,Christian,A,E,-59.863717970866645,39.00350204585271,B,78.13671552106798,A,C,-44.91822827418026,0
51-65,Non-binary,Jewish,C,A,99.5797620230956,112.50547268325262,B,123.15715245984045,A,A,84.29641992968638,1
36-50,M,Muslim,E,A,22.882823157287984,81.98653270867321,E,-39.78599081795769,B,E,49.29423729977924,1
65+,Male,Hindu,B,E,15.321846434347236,105.81427954595941,C,-136.99884140976124,B,E,133.47861493124768,1
18-25,F,None,A,E,79.22667807818574,2.006053450373959,C,-5.42758784851772,D,D,62.09566576658813,1
36-50,Male,Buddhist,C,D,-38.6269689470214,72.30211261772097,D,4.598063468435785,D,C,33.6731513041575,1
36-50,M,Buddhist,C,D,74.30118171122253,-103.11815077567523,A,-84.16526021818886,D,B,94.90207084365615,1
26-35,Female,Buddhist,E,A,-65.34076658208176,-76.8472114957414,E,-93.43307882985724,B,E,-49.27914720081114,0
51-65,Non-binary,Christian,C,E,10.957309925045811,-99.432061146504,A,-111.09187672117662,B,D,-281.82049866244364,0
26-35,M,Hindu,B,E,-42.92178061694028,-111.12643864659499,C,2.5319121650787606,E,E,54.31457501935202,1
26-35,Other,Christian,A,B,-37.3865442069823,85.30178638974817,B,51.44329232982593,A,D,162.87245345220163,1
26-35,Male,Jewish,C,A,-100.07564297891163,112.54483271773938,A,36.88349811691543,D,E,2.112220157966434,1
65+,Female,None,E,A,131.796405153109,15.540295444031624,E,51.324972588571924,C,E,141.78361794340879,1
26-35,F,Other,A,C,-199.5720036193882,140.95485459885205,B,-42.99048487411789,D,E,-134.17471151417266,1
18-25,Female,None,C,A,56.366653987196905,-30.9938787523851,B,-30.671478241727606,B,C,37.08183219453853,0
18-25,F,None,A,A,79.86205705567482,147.02355700473382,B,40.127081289860214,D,A,-111.47379271723818,0
26-35,F,Jewish,E,E,-88.14438271941458,-127.95334849109146,A,-58.92298677350838,A,B,-71.24637685030878,1
18-25,F,Christian,A,D,-77.2708744739273,28.293389494381167,B,-74.53843115074413,A,C,38.93511120201481,1
65+,F,Buddhist,E,E,-135.6229168379885,-38.97467475061857,C,32.65715383433657,C,C,201.7875913781577,0
65+,M,Buddhist,D,D,39.560805197736315,24.736538140308898,C,-229.2630966912958,A,A,-32.47459521362513,1
18-25,Male,Jewish,B,B,18.522512605348375,20.995303941264755,D,-95.54194655247929,C,E,162.21349861482818,0
65+,Male,Other,A,B,151.4470409896849,-9.237387363391598,C,273.69007139563564,A,E,-102.73278910023815,1
51-65,Female,Christian,C,E,-111.4485308121732,-4.8999036969889165,D,244.51456747194783,E,D,-18.46580879388582,0
18-25,M,Other,E,D,69.06892780099939,27.451038508048285,C,147.904397577452,B,A,108.65962899572284,0
65+,M,Muslim,B,C,-62.408925996403006,29.847666739688165,B,-75.46517469367261,D,D,118.06739153445164,1
51-65,Non-binary,Buddhist,E,B,150.98500728017427,5.463012263326487,B,209.5840290505306,B,B,-43.404573266381355,1
26-35,Female,Other,C,A,-49.41784631255317,-101.50144847942404,D,-7.9721023271800115,C,B,70.21180747187896,0
51-65,F,Buddhist,A,A,-76.74761711248593,49.19123269657912,D,32.971258791963116,C,E,-106.67658973895095,1
65+,Female,None,E,B,50.02658225650058,40.486751406992155,C,173.43007424940865,E,D,-66.32718599627331,1
18-25,M,Buddhist,A,A,-104.37666267843981,-39.32884142759636,D,-13.12098565182602,D,A,158.1801459369529,1
36-50,Female,None,D,E,25.600994605337355,-71.7267526497322,D,-41.91238085152156,C,D,83.43674492413739,0
18-25,Female,Jewish,A,A,58.433016611098395,-101.7105561021225,B,-56.93301112378452,C,B,110.69268221583333,1
36-50,M,Christian,D,D,-159.98695867147086,-32.54807392908558,B,237.5028429935082,A,C,-127.07137076191741,0
65+,F,Hindu,E,A,129.49505195976937,26.152225987996246,C,-73.1039641241923,E,A,-59.721432997601475,0
18-25,Male,Christian,B,E,-31.109822184513074,328.92232372300475,B,98.23328142153072,A,A,-85.2071753401312,0
65+,F,Other,C,D,-18.111987927911922,116.1714730568377,A,-104.30083320371426,E,B,25.66675004890604,0
18-25,Other,Muslim,B,D,-45.90751006405493,6.385745602572218,B,-206.89285984182445,B,E,113.50241897658752,0
26-35,Female,None,C,B,-254.05188871280453,16.25031659675042,C,43.717109804373614,B,D,-340.77601359796273,1
26-35,Non-binary,Jewish,B,C,-35.48705244695884,245.22003192825736,C,5.815629783707616,A,C,19.956255160052056,0
18-25,M,Other,C,A,-104.66487383307599,21.637714893263173,A,6.305447095702175,A,B,-30.572097145587573,1
18-25,M,Muslim,A,B,-27.533566881126358,112.244240191407,E,142.44407309129656,B,E,-76.02479734982285,0
36-50,Male,None,B,B,36.978855741509335,-114.06427261116592,D,-2.573302983293953,B,A,3.273669024231291,1
65+,M,Christian,E,C,167.20749699055543,145.4809035336081,A,48.895811333984824,D,D,18.42489500494379,1
36-50,Female,Christian,B,D,112.22386647715604,96.62777316707015,B,-18.366868488562847,A,A,179.49283770508308,0
18-25,Non-binary,Hindu,B,B,13.144227357449537,23.22348773397239,A,-213.97131595441317,B,A,90.18478249677474,0
36-50,Male,Muslim,D,E,-47.8360880289576,-94.87744930741381,A,-101.6328963620276,B,A,-154.31932874980902,0
26-35,Female,Other,E,D,-30.985058701954127,103.61042505527698,E,-50.21245044153528,D,C,-71.9407036478123,1
18-25,M,Muslim,E,B,83.69721637513263,115.90382370451448,A,67.75431503888791,D,A,-58.569961114324144,0
65+,Female,Hindu,C,B,-2.2217111881657616,98.29496798137968,A,-165.24199265746384,B,A,31.220981978533647,0
36-50,F,None,B,E,-36.93066942299563,-89.8819410837635,E,-137.8298960969697,E,D,87.17843648861637,0
26-35,Other,None,C,A,-236.4066805108882,-283.40026367407216,C,172.90111056477303,C,B,-190.03785212156,0
36-50,Male,Other,B,C,-33.58378015786453,85.34283214124014,E,192.12997653046432,C,B,-59.19709708983641,0
36-50,M,Buddhist,C,A,-200.70520289276791,-9.475256391595257,A,-7.865198490473071,D,B,-0.308459982670162,1
18-25,Other,Other,B,D,-137.77489536577153,-118.52576138519166,E,96.41203107177053,E,E,72.82976429519725,1
36-50,Other,Hindu,E,E,-83.10788660537582,-111.5920391581478,A,81.98396338481437,D,C,-46.56380636831022,0
18-25,Male,Muslim,D,D,-27.19667561951422,-82.33292281460561,A,25.574589252277196,B,E,-54.73970600603556,1
51-65,M,Other,C,D,-116.4237108451896,161.78978271235093,B,81.42656343209913,E,E,-4.681938546313664,0
36-50,Other,Christian,C,C,4.514904924592086,-238.6839321011264,D,120.7843770514647,D,B,-35.45666986787687,1
26-35,Female,Muslim,C,E,46.10812676323591,-181.05110881561066,D,-23.491872220283145,E,D,219.5925279034291,0
18-25,Male,Other,B,E,149.89764794760652,-170.44061810485812,C,109.4241132505397,B,A,-12.60286163933094,1
18-25,Male,Jewish,C,D,126.28010178225506,18.927715537583985,B,-60.71693104166336,D,B,-13.053298620233916,1
51-65,F,Muslim,D,A,36.77606464793427,38.919967474451724,C,-75.61176313111085,E,E,-120.76396434168693,1
51-65,Other,Christian,A,A,34.64858105466484,-94.45978688821815,C,-116.32544704768056,B,B,72.93298157948063,0
36-50,Male,Hindu,B,B,-106.76629107753925,75.01624362667118,C,202.85588945073738,B,B,-0.061255422703133965,1
36-50,Male,Jewish,E,E,56.23736019171661,40.93531259563915,A,111.7511182897147,B,E,23.790561242210668,1
36-50,Non-binary,Hindu,A,B,-144.48567858389924,88.61133700990361,A,46.547692282039186,A,A,-44.87720179467264,1
65+,Non-binary,None,A,D,-42.183774588380594,-72.91727555219214,B,-56.76061517834692,E,A,105.15799566092932,0
26-35,F,Christian,C,C,143.385987012594,-98.72212414394467,C,89.05365660569842,C,A,4.817973789308805,1
51-65,F,None,B,C,58.265467137664416,102.30657842050022,C,-98.0244315001253,D,D,135.98687213473303,1
36-50,M,Christian,B,A,20.153672401285544,-175.10053959728114,C,-25.959307543430082,B,E,40.73513357962095,1
18-25,Non-binary,Muslim,A,E,33.15101453597645,-179.05903401743532,A,-86.08436852602547,D,C,48.530971550584354,1
36-50,Female,Buddhist,D,D,17.66855288390827,106.10689695694062,C,25.769425945566788,D,D,-164.82866862855005,0
65+,Non-binary,Other,A,E,57.41815725442873,-12.074760299724186,A,113.07093702389817,E,E,-19.869133407834628,0
65+,M,None,D,B,-47.64912193916562,-96.49766334471045,E,90.07264451298595,A,B,16.24980790352923,0
65+,M,Jewish,E,C,68.87839063795693,-93.64801421137349,E,81.84898658955375,A,D,62.823132920472425,0
65+,F,None,C,B,74.513914480024,-33.41047306437352,D,-101.18806244096139,E,C,-108.54409120666955,0
36-50,M,Christian,C,E,25.45902303205485,25.374406624632122,C,39.24037374194304,A,D,-87.84771187554205,0
18-25,Female,Other,B,B,16.258944416582974,-115.45532721237102,D,25.366707042635007,C,B,-23.01988275315808,0
65+,Other,Other,A,A,117.33506711323149,73.81024434478883,E,97.63651755616442,E,B,-45.51251384944185,0
18-25,F,Jewish,B,E,-4.866999449160483,-53.49766440216099,D,120.9381784000533,C,A,31.74491602871894,0
18-25,M,Christian,B,A,90.00744419373292,-29.193144393583875,A,74.15711048916556,E,B,-146.63562903432327,0
18-25,Female,Jewish,C,B,27.814346806241925,-20.692441431102107,B,-64.34859858840275,A,C,-136.34410784065753,1
26-35,Female,Muslim,B,B,-89.1278737910412,-8.050907519555878,D,68.66928452184463,E,B,86.23178931546181,0
36-50,Other,Muslim,A,C,-84.22260403469701,24.996760129293722,E,-43.18366941951221,B,E,138.3169299816872,0
36-50,M,Other,A,A,121.16226831461732,79.30038276804666,B,-3.2665768216794593,B,A,-43.958334409126586,1
65+,Male,Jewish,A,D,-12.726283339284162,-168.40385874117547,E,60.12016036968132,B,A,-142.69830155493958,1
65+,Other,Jewish,E,D,-8.706322798683477,-57.76562544557476,A,88.46829064408442,A,C,142.75622582323098,1
26-35,Non-binary,Muslim,C,A,-1.8392623769419483,-18.510012079794443,E,2.2820929088831536,A,D,58.35294459712045,0
36-50,Non-binary,Buddhist,D,D,-10.732570663009636,116.85203933475626,B,158.46968220117327,C,D,-54.72496815940192,1
65+,Female,Jewish,B,A,2.7686539625303572,-85.90488285471163,B,140.3227548367503,B,D,-56.0382845766173,0
26-35,F,Hindu,E,C,-98.3657229657266,-42.772450702784006,C,-80.91251898547723,C,E,-17.109393192572888,1
36-50,Non-binary,Muslim,A,B,-38.192071767025205,-70.69342173899904,C,88.53146537148895,C,C,81.17128330895392,0
65+,Female,Christian,A,C,3.2449517617945185,64.67765471848182,E,-151.72907105284233,D,D,-113.37640803926064,1
26-35,Male,Buddhist,C,B,-149.234504219955,-134.7282723618709,B,72.58028715634448,C,A,136.7230352470576,0
65+,Female,Buddhist,A,E,160.2495956953829,-117.39540464763161,D,-77.49134365666855,E,E,33.247792024606774,0
65+,Other,Hindu,D,C,109.79262811716019,38.46353448153616,C,-3.613917361707865,B,B,58.601187932732856,0
36-50,Male,Hindu,B,A,28.322768517292175,-98.88506223974585,A,-111.85631530087186,E,A,99.17100662431339,1
65+,Female,Other,A,B,137.6183664148941,137.25450497697116,C,-21.453137048871767,C,D,13.882437623814653,1
51-65,Other,Jewish,E,D,-39.60210959464207,109.73160268800814,C,34.66430815217778,B,E,-3.788574403801924,0
18-25,M,None,B,E,-5.636421120525111,13.10032288316762,E,22.957767680564455,C,C,131.92982185880024,1
18-25,M,Muslim,A,A,56.26621192566865,110.39975652578542,A,119.99153837950564,B,C,-19.5307215090923,0
26-35,Female,Other,A,C,51.82009853394462,-9.894546264452002,D,111.57456250660371,B,A,-165.9458852970912,0
51-65,Male,Christian,C,D,72.02691197975315,-96.97693416103131,D,144.8237230590186,C,E,11.142144089718462,1
65+,Male,Jewish,D,B,-55.70036098518428,3.489499211711618,C,68.63291026452538,E,A,23.496183021675666,0
18-25,M,Hindu,C,A,-17.49958230785017,-61.60222949262614,E,-22.710362713188,A,E,361.1239001969829,0
65+,F,Muslim,E,D,-159.98482953627368,-107.21097754038867,E,-33.88171476159729,C,A,32.29714398631004,0
18-25,Non-binary,Jewish,B,C,23.31799652305446,-167.99801922807927,C,-114.45778362453484,A,A,-24.29825405106274,0
18-25,M,Jewish,A,A,38.41746144552013,289.4033170109939,E,1.8409654525284245,D,B,32.865290568751135,0
51-65,Other,Jewish,B,C,32.74562801157689,63.23398647544497,B,-70.21176027527153,C,A,-138.65144587333708,0
51-65,Female,Hindu,B,B,-25.920940644136724,-4.1951472704011685,C,11.82687734276964,D,B,-111.89320203777045,0
26-35,Female,None,A,C,150.7834203573916,54.567901090100136,E,-4.889024053070371,E,E,66.83072516669118,1
65+,M,Buddhist,D,A,56.35076483481335,-143.64064143759413,B,-63.596680561154926,C,A,86.2472626090324,1
26-35,Other,None,E,E,140.62171073386887,186.780694774323,B,81.51849935001862,B,A,165.29403904966242,1
26-35,Male,Other,A,D,73.0272175412867,-53.38100879833828,C,-65.83566912876438,E,C,-44.339630944001634,0
65+,F,Muslim,B,B,-31.96382191816996,-94.3225410037361,E,-33.800973569487056,D,C,-8.494760693197776,0
26-35,Male,None,B,C,-59.791169353310124,-130.91961492438605,A,-91.781740528797,C,A,-32.96689095492791,0
36-50,Non-binary,None,E,A,10.546014185555675,-140.86190777214753,D,27.411368561848455,D,C,90.5508183249864,0
36-50,Female,None,E,C,-238.2438144249301,-60.78442497172705,D,32.81440236669734,B,D,-2.1707265090208168,0
26-35,Non-binary,Jewish,C,C,31.26949674482989,4.875977689118396,D,169.10407952540498,A,A,57.93234975239273,0
18-25,M,Hindu,D,D,66.47811576943653,53.8746370415386,B,83.18932826872334,D,A,-98.21114004265137,0
36-50,Other,Muslim,D,E,-119.42071090049275,53.916017230071446,E,-7.656781207490142,A,C,40.72123185041624,0
26-35,M,Hindu,D,D,-166.1141624119931,-150.01959887928749,B,-59.37245286900621,A,C,83.5881854911612,1
36-50,Male,Other,E,B,45.11555390665533,3.3373254750220704,D,-11.09198904575931,C,A,64.43951125528392,0
51-65,Other,Buddhist,C,E,75.82018258468631,-115.9883098626158,D,-58.85283439025404,D,D,-206.414572294543,0
36-50,M,Other,D,B,121.61404157176136,65.16651259676469,E,129.25911347661187,E,A,102.86354200595258,0
26-35,Non-binary,Other,B,B,92.60710337168837,-4.695475107987427,C,-95.30724425685545,D,B,78.48955674341101,0
36-50,Non-binary,None,D,E,124.7014950582591,160.03254562650667,D,38.44635561905003,A,E,-29.608368203401515,1
26-35,M,Muslim,E,B,-133.36793310772433,41.231366485972735,C,-144.55834113849886,B,B,-96.50475660739336,1
51-65,Other,None,E,E,-55.22406154381011,-150.1027883616841,D,-33.959277378477445,D,B,120.55465302831112,1
36-50,Non-binary,Other,A,B,-24.480226895760058,-55.64887459359185,A,-51.0845454729816,A,C,10.216323595250158,1
65+,Male,None,C,A,20.079007796187064,57.73684420634678,A,-80.40255933921763,B,E,-109.97257169307213,0
51-65,Male,Hindu,D,A,-32.40973730844899,-45.366334429829955,E,-80.2916886166482,B,C,-167.77475005664581,0
18-25,Other,Hindu,A,B,29.2515809216903,34.247959670653714,E,143.2093503224259,C,B,66.95094790313128,0
65+,F,Christian,E,A,152.48942341800645,27.809100963177947,D,-56.4046366482993,A,C,-98.88750724225234,0
65+,Female,Hindu,D,A,-15.07320106047723,-19.045270556528287,B,84.94314687037003,C,B,-32.05066702798636,0
18-25,Female,Other,A,E,-179.7196061989681,-3.447662134264052,C,-32.408311880945305,A,D,65.99809008194907,1
65+,Female,Hindu,D,C,90.48438816400751,92.20965200467991,A,-97.06771852375894,A,D,-40.99827800704697,0
65+,Other,None,D,B,67.14190930763108,35.77494898597201,C,-18.159868951085876,A,E,39.96090418789997,0
26-35,Non-binary,Muslim,C,E,15.743389641312152,29.598509609394807,E,40.69161625985671,B,E,-117.6680871605814,0
65+,Non-binary,Buddhist,A,E,-211.33374113662614,-79.40904389088801,A,-172.04626135431556,B,A,102.48469742139024,0
18-25,M,Hindu,D,B,3.7656204012679773,-37.31129944222578,C,90.17501147362263,C,C,1.489490372424084,0
36-50,Other,Muslim,C,E,-38.5477795242763,-0.09980024261869605,E,209.76049880259012,A,A,-129.5279529669802,1
26-35,Male,Hindu,A,D,-119.46982126926196,-132.4847981506258,E,45.48892898610741,E,A,-105.58615718641897,0
26-35,Other,None,C,E,232.96499335706216,-173.10914346220062,C,1.0805076617873202,E,A,-103.78599229799244,1
65+,M,Other,D,A,-54.33458635745064,-39.46052871475062,D,53.91440074017802,A,A,31.557127925221018,0
65+,F,Christian,B,D,62.219761427524524,-166.90690968245408,E,-54.34872265359937,B,D,-10.033731658955295,0
65+,Other,Other,E,C,90.35334337227039,212.496801105543,E,-32.66840671620323,B,E,68.47709194093082,0
36-50,Other,None,C,B,-87.87531907504307,-112.45622986813639,C,186.47041529250293,E,C,94.08959289203966,0
18-25,Female,Buddhist,A,A,152.08529318141484,156.89561063918168,C,2.4396806284239867,A,C,167.9880453036112,0
65+,Non-binary,Muslim,E,A,-110.31512751669324,162.28222310597224,C,-0.8284531678129579,C,D,-15.220808521692192,1
36-50,Other,Jewish,E,A,-10.562278087404888,61.83264989904104,A,-115.57987564602874,D,A,30.55551765459165,1
18-25,Other,Christian,B,B,-153.0610298271003,-104.80564267749759,B,-120.412700159999,C,E,-9.304331230691728,1
36-50,Male,Buddhist,A,A,-147.8787888970531,6.935510380091669,A,-94.67060271090794,A,B,141.93048749238682,1
51-65,Female,None,D,D,26.243336702344184,77.06188955296085,C,53.943881839759115,B,B,-12.38166921416427,0
26-35,Male,Hindu,A,A,-7.7171303120248265,211.06408364958247,A,9.783793168884086,B,E,-57.439711509604116,1
65+,F,Other,D,E,211.67036936010177,83.81316173711583,D,101.97206536544434,D,C,-14.586979163670236,0
26-35,Other,Buddhist,C,D,42.99853365705292,-63.528470461138554,D,-71.86056350447672,A,E,-8.14603663314555,0
18-25,Non-binary,Jewish,A,A,-19.01643726541277,-29.499109693939964,B,-30.063643771751025,E,D,-84.96406038376885,0
51-65,Female,Buddhist,A,A,60.674483860032645,54.68523626056976,C,16.537633812035473,A,C,-19.88186060523406,1
65+,M,Jewish,C,E,74.11665032870609,3.5802293899419984,D,76.97879624154268,A,A,181.77798936591773,1
51-65,Other,Jewish,B,D,78.66480936605564,-26.087404711616262,D,47.765046951785926,D,A,-15.110830338256786,0
18-25,F,Other,C,A,3.271909787590032,13.367699286440008,A,-86.01119576379277,A,C,-63.2265256970627,0
51-65,Other,None,B,C,-23.61524999370341,62.89580625882192,D,-184.28331981953045,B,D,-109.37498166077371,1
65+,M,Hindu,A,B,10.217966481585943,-153.5676826043644,C,161.2846399270127,E,A,32.85567833147048,0
65+,Male,Jewish,D,D,115.45298542019921,61.51713964424498,E,161.82831149965688,E,D,-154.15767600980425,1
51-65,Other,None,E,C,-219.68320040711146,-53.229928798850544,A,-22.252819889586505,D,C,47.74054510765875,1
51-65,Non-binary,Christian,C,B,-18.525925992851285,-70.67914541858165,E,56.91904516308164,C,D,-187.16387655893388,1
51-65,Female,Muslim,B,D,139.67380115577876,57.46782133430584,B,25.765098774771435,A,A,-13.883905209187997,0
36-50,Other,Hindu,B,D,111.37365674724278,27.926511672854847,A,31.23353478055838,E,A,41.024740970189505,1
51-65,M,Buddhist,E,B,107.14157111202822,-156.7693135448706,C,-13.550218764476869,B,C,84.21454122850584,0
26-35,Female,Other,A,D,-81.08388390610418,-120.4898192899716,D,63.926962907555186,B,E,115.24548963042098,1
26-35,Female,Other,B,E,-13.661410848535704,34.80756119981381,C,-31.358844033082157,E,D,38.1886547840352,1
51-65,Female,Jewish,D,C,-7.276954394461153,200.24809613928514,C,-168.7698514937193,B,B,-55.783850423369465,1
26-35,F,Muslim,A,D,-31.44780747424499,25.63819549733768,C,16.090123650331243,A,E,26.527141261813085,0
65+,F,Other,D,A,175.01176659348675,4.644334592747583,B,-76.01180818928296,C,D,96.87564762455511,1
36-50,Male,None,E,D,-34.08211791046208,-8.447039711513005,D,20.2377644819814,C,B,126.77383682778513,0
51-65,F,Other,C,E,92.13732523935082,-125.73379417163355,B,11.130015068145909,C,C,93.64622493750663,1
26-35,F,Muslim,E,A,131.76121460969267,-31.6776764041369,B,-16.367986623988283,C,C,10.718054520629469,0
26-35,F,Jewish,C,E,-48.256483604395875,144.1299128869609,B,-94.14428787968986,A,D,122.95986555042782,1
65+,Female,None,D,A,100.72956006469616,-43.99282665395666,C,-138.67398524858194,E,C,49.181999676072344,1
26-35,F,Other,A,C,-115.96855322072716,-44.455696907436185,E,12.468000254950077,E,C,70.57610359386747,0
65+,Male,Jewish,C,E,90.12771690177821,92.59017159116812,A,27.69932355496656,A,B,-12.329109652959733,0
65+,F,Other,C,E,-48.24369177598536,56.63786199320191,E,-66.42588005113677,E,E,-15.962825121370003,1
65+,F,Other,A,D,5.025813900948989,-19.25620545411198,C,163.38344437708398,A,A,15.080821318805404,0
65+,Male,Jewish,E,A,98.13363013004327,188.64179157333726,D,0.5917115121296789,C,B,98.43983296398503,0
26-35,Male,Other,C,B,-150.64602328128493,-80.33609117806037,D,23.88825217102008,E,B,-169.7047895398928,1
18-25,F,Muslim,E,C,-93.14947264439905,148.7739434513712,D,-8.578341716611593,D,D,36.244342190051206,0
