marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Divorced,C,C,D,C,-58.891332415364474,A,D,B,A,86.6209238073694,96.18049942093701,21.96129860412504,0
Divorced,E,C,E,D,106.56445807337087,E,E,E,D,117.47860805980064,-24.12489633094304,66.51789536734017,0
Single,E,B,B,C,77.6108049720657,E,A,B,D,97.89567656872339,64.49200590110648,-35.31351985010937,1
Divorced,B,C,B,D,10.962255544611272,C,E,D,A,20.562948388803303,120.20907715156277,-15.912593920040475,0
Widowed,A,A,C,A,-142.86468792370965,D,A,C,E,91.51969660609245,22.455265337303736,-2.7436930451095405,0
Widowed,B,A,C,A,-104.98610718831014,D,B,D,C,53.886366710481624,69.19403450192594,86.31821155079452,0
Married,C,A,A,D,-57.270913617439454,D,E,E,C,-30.502562841846675,134.99620099046018,29.146677768615735,1
Single,D,A,D,C,113.02745526904316,C,D,E,D,-157.3524291703492,67.49665543052382,60.78176130557438,1
Widowed,E,E,B,E,-31.370025120823808,B,D,A,E,-101.47795331821656,-6.7877927558803135,71.10305908240903,1
Married,C,A,E,E,-174.52065913676523,C,E,D,A,-63.87912313087622,-107.20058606096845,15.029265052340252,0
Widowed,E,A,E,D,-10.040215990384269,D,A,B,D,-129.4065283410426,70.02737280784154,-149.52869707253615,0
Divorced,B,C,E,A,-77.70307461314788,D,A,D,C,32.78477035927107,21.973586436730116,-37.09982665876026,0
Married,D,D,C,B,1.7952757392343186,B,D,C,B,167.33528473634084,-4.987917450158143,-22.968094608976735,1
Single,A,B,A,B,-70.87726902383899,D,E,B,D,21.705635642036306,257.6407365310892,101.502872434558,1
Single,B,B,B,E,-36.48230964292061,A,B,D,C,-171.78878063958655,33.83502014315241,59.438639360766146,0
Divorced,C,B,C,A,108.42327112636619,D,D,D,A,172.14251127409034,-3.9105939878773874,36.77022735083686,0
Divorced,A,B,C,C,53.642172900992115,B,C,B,E,-98.46911948863267,-81.69664439278792,46.14395268262681,0
Widowed,D,C,D,A,35.23533360591817,A,A,B,A,-67.9299502043816,69.90069595440406,-1.7877440219391676,0
Single,B,C,E,E,99.83195809729446,C,D,A,D,-113.75215917119984,73.61063122748062,-94.9671902286609,1
Divorced,D,D,E,D,-112.38422795358645,C,B,C,A,-188.11329407313514,56.73141089541593,50.705046029899414,0
Single,A,D,A,B,-136.48618735193457,A,E,D,E,-67.30224127933016,53.116037839923976,-39.90699602676884,0
Widowed,C,E,E,E,-27.51548309667415,D,C,E,A,-137.9455735458502,27.842218399776026,-126.05601152101383,1
Divorced,D,C,E,B,60.12984516925927,B,A,B,B,-48.95936736408172,-110.93891110044561,-46.3235342811438,1
Single,C,E,C,E,8.676707824044906,A,B,B,A,-20.105160122074363,-34.06133903459655,76.76714928739231,0
Divorced,D,C,B,C,-245.48737755390295,D,E,A,D,102.8057510407002,138.1797593299358,23.62743932781628,0
Married,B,B,D,C,-213.98139926685516,C,C,A,E,5.489619817696584,241.1779935528512,-58.519030315878716,0
Married,B,D,E,B,230.83734826718558,E,C,D,B,-152.63975300288394,-63.12786509967368,-73.20001551717978,0
Single,C,A,A,C,-69.9866566601397,D,D,B,A,-2.870997960128269,-57.276153121581544,-45.5563366940293,1
Widowed,C,B,D,E,137.92505451070133,E,A,E,B,-20.34401154592312,80.58341978596273,-0.9396555562267949,1
Widowed,C,B,E,B,57.897797826186206,E,D,C,D,14.942023142087688,63.81308344651395,50.42205554904059,0
Widowed,B,A,A,D,-93.20941892270915,A,A,C,A,71.59204038962352,102.73662950384235,-98.95120137903076,1
Single,D,E,C,A,-155.21227790544518,A,C,D,B,-70.32336257302923,201.72993210023304,26.645625035957483,0
Single,B,E,A,E,66.18800191525168,A,D,E,C,-58.80516979873338,86.59723477204521,2.0975119689473605,1
Divorced,B,B,B,E,-12.331930578614495,C,A,E,C,178.57148204719888,-219.50651442657204,159.7982824929733,1
Married,C,C,C,A,9.270308613328103,A,C,E,E,-67.60163872540791,87.53491503361802,82.90031786539615,1
Divorced,D,B,B,A,7.690817478487467,E,E,B,A,-62.22167902277684,-128.7867488648278,-146.8981124174831,1
Married,E,B,A,C,-302.3660947006364,E,B,D,C,97.48069083438101,226.27282902848464,-22.687660557278644,0
Single,B,E,E,E,32.7639620624864,D,E,B,C,47.39762393129918,-208.30597733067896,78.75268712206461,1
Single,A,A,E,A,172.38166866405248,A,E,B,D,13.226947922264712,-50.327292910803536,-102.44735725633727,1
Married,C,B,C,E,69.19438553327679,B,C,C,E,179.65139403312318,-136.5467497685077,-108.52107156960761,0
Single,E,B,A,C,-5.134000619734006,C,C,C,D,-60.64262136268663,-85.02648832017023,-47.93885063208112,1
Married,D,E,D,A,34.55860043616694,E,A,D,B,-111.00745915742837,-98.7032491725313,74.48503135114397,0
Widowed,B,A,B,D,0.7180615033624618,C,A,D,E,-62.76820974983687,170.43138651395827,85.35882303250476,0
Widowed,A,B,D,E,-81.81149291440373,E,C,C,D,-77.96586028782755,-21.86942162325186,38.24490070840357,1
Widowed,A,B,A,A,83.73292636900473,D,A,B,E,297.99020608307404,-1.3828940636775247,74.9948339297666,1
Married,B,A,B,C,-30.608816952813868,C,C,E,A,46.962468902147705,-59.219662743093856,-68.41497224455973,1
Divorced,D,D,A,D,101.88247811872229,C,C,E,B,-10.821652602639872,-174.96446869720407,54.67412559513383,1
Single,D,E,E,B,-52.807261860176325,C,E,A,C,29.643646401591777,-96.4700744918569,-215.6448413578541,1
Single,A,B,B,A,-87.76588462241854,B,C,E,B,-40.25020674822562,45.70129203285468,5.0309980738580125,0
Widowed,E,D,B,C,106.27686273948453,E,A,C,E,157.4840625643974,-168.92595250634088,-36.834231510505724,1
Single,D,E,D,B,59.30222714618747,A,D,A,A,-98.5583268975981,-38.30384365070784,-91.82890685272011,0
Single,A,E,E,E,40.05827163483407,A,B,C,C,179.53253617526406,-37.400019989582376,192.12016507498365,1
Divorced,D,C,D,B,-30.36387789682221,A,D,D,A,51.15929999685792,-68.42288781182219,54.93162608694425,0
Widowed,E,B,A,C,-9.545843731546011,B,B,B,E,62.18678750101857,119.09474088118843,-48.45975232078773,1
Married,B,A,E,B,140.55179642834514,C,E,A,A,101.6622125534078,-96.76451227955366,-20.248101113623015,0
Married,E,D,A,E,151.14137230161978,D,B,D,B,-90.38993473830405,-61.08486967321125,-150.69075245774636,1
Divorced,E,E,D,C,-103.24809221396285,B,A,D,D,-43.33645771761963,-15.569705707823356,-62.772384515418025,1
Divorced,B,E,B,B,24.586350496815694,A,E,D,A,-86.55377891600502,86.0564588200478,-239.2035325314299,1
Divorced,D,A,D,A,-8.8361346093409,E,A,D,C,-38.36684686503169,-42.33451560489494,-29.261148203945748,0
Widowed,B,D,E,E,45.01189212178296,C,C,A,A,-114.21919980008019,-300.15909949581663,203.8234815081923,1
Single,C,B,D,E,-114.32184421342187,D,A,D,D,13.320312264911285,2.4888929661907753,140.69231464578775,1
Married,A,D,B,A,-11.87823598471249,C,E,A,C,156.70128188077405,-37.94300802001311,-54.434887632630065,1
Divorced,C,E,E,A,-134.73098012897137,B,D,C,B,16.15706871058687,-71.36671102511329,-1.9512917984709086,1
Divorced,C,D,C,A,16.984720601502676,C,C,C,E,-160.16562634596693,192.04436675422875,125.09780142034683,1
Divorced,A,E,C,E,-7.976175608771396,C,A,D,C,124.29486570343433,105.05745687441312,72.29411634964778,1
Single,B,B,C,B,-45.266556591210495,C,C,C,D,95.3606618844746,-23.40787342681408,242.70772597930713,0
Single,C,A,E,C,58.301565671548325,B,D,A,B,-72.89548292644403,114.5299653125116,-133.22032445044357,0
Married,B,B,B,C,32.74213416746446,C,B,C,C,84.30546190403525,-83.81174497224441,22.87077135960669,0
Married,C,A,B,B,-81.13194907405585,E,E,A,A,-72.36818918325861,-179.0943953747623,29.41053342275256,0
Widowed,A,B,B,A,20.838973310369063,E,E,B,C,100.85896516432817,211.43025754610233,138.0577672030578,1
Divorced,C,A,B,E,-128.66610997503355,D,C,E,D,-52.6125780282104,2.6662282893373237,0.36255576953622265,1
Married,B,A,A,E,157.88101117444688,D,A,D,B,-27.55059699171528,172.2162151119234,-84.68300606351966,0
Widowed,D,E,E,D,-27.257949231757557,D,E,C,D,-34.048655514479606,-5.443222641010345,-59.54589419111742,0
Widowed,E,B,C,A,-134.0539116673446,A,B,A,A,68.60981994634948,-96.79663655743039,-38.21080825591652,0
Divorced,E,C,B,B,-105.20973772315413,A,C,B,B,-19.61597668057454,107.38711122176441,71.68705184909186,1
Married,C,D,E,A,-126.17841478430469,E,E,D,C,-84.45003480217595,-6.980810356955973,-20.050422137533726,1
Married,A,E,D,A,54.13239456242639,E,B,C,A,44.71404245947189,-15.236974659700817,36.25401675650045,0
Married,B,C,C,B,88.71652473286554,E,E,B,D,13.861122524824662,-31.026016298229713,39.502963898548785,0
Widowed,E,E,C,A,4.4060972101560685,C,B,B,D,-152.17093449424453,29.74663932594786,23.233150234545093,0
Widowed,B,B,A,E,-157.85691932446863,A,B,C,E,16.406245594931548,-9.835592447769677,-42.58925257002577,0
Single,A,A,B,A,124.36795203194539,B,D,B,E,65.36671744871234,-63.399076512029154,-20.644740022859697,1
Married,A,C,A,C,-1.1543872985430297,A,B,B,B,-24.75773627827237,87.79853292875647,-51.73441553193435,1
Single,D,A,D,E,-14.459525045239491,E,B,D,C,88.5228040596855,103.71052600164855,-69.34065209331962,0
Single,A,E,B,A,63.523387501563256,D,C,E,A,-170.5457067498459,-1.6531934008266247,-25.52116723271949,1
Single,A,B,D,A,-225.1640489143162,C,C,D,A,82.35789652875972,-31.2348178258363,-328.08774658830185,0
Divorced,D,A,B,B,97.89324992102435,D,D,E,B,137.7746993148893,-102.89914092769546,53.64491247997044,0
Divorced,D,B,C,E,50.97784317496096,B,B,D,E,22.155703506808557,62.604664293039434,170.76919291968403,0
Divorced,E,B,C,B,26.650980939747164,C,D,D,C,-7.874635988348061,1.247939062692413,-214.17411699550968,1
Widowed,C,E,E,A,63.68146319422817,A,B,B,D,-83.56857992050386,9.570107434657826,40.14950063045018,0
Widowed,A,B,C,C,-81.95456582232733,D,A,E,E,-124.79971929131632,-139.31176780574063,121.6693109110887,0
Widowed,D,E,B,E,114.98963002929574,E,C,C,B,31.84497729456648,56.823636619700636,91.45987550301157,1
Divorced,C,E,E,B,236.68015803415418,C,B,A,D,-135.81306057707175,67.1856257804284,4.82704992322081,0
Widowed,D,D,E,C,48.371907783548146,C,B,E,C,70.73361704429706,213.0719254123863,158.80661123526713,1
Married,B,A,B,B,218.76585894123744,A,B,C,E,40.833068983782546,-24.902328921795192,10.81197166959268,0
Divorced,A,B,D,B,146.44957054293982,A,A,E,B,-2.372419413886226,49.6725894744694,-144.12705100244943,1
Married,E,B,D,B,-63.74921345863782,B,D,C,A,-110.8501329706932,157.4139367452971,95.70333474867134,0
Divorced,D,D,A,B,-2.78976953525308,B,E,D,B,46.85493236636665,-208.83766814380084,59.53179378959111,0
Married,C,C,B,B,-40.40006606045125,A,A,B,C,147.50132314322983,-217.2385935257045,-40.76259268465549,1
Widowed,E,A,D,A,56.15993658879505,B,E,E,E,-90.14495004489187,99.02216408022643,-28.35615050287329,1
Widowed,C,A,D,C,-14.50378740889292,A,B,A,A,-22.209197937345365,29.951809734850077,57.60851376286866,0
Divorced,B,B,C,E,-14.978172168806672,B,E,B,A,-129.7937472951102,64.43742822338345,27.861897856164592,0
Single,E,E,B,A,-49.46609896491355,D,D,E,C,-46.85571297443381,-161.73438150124957,-166.24475668655882,0
Married,C,B,C,E,30.178054423517835,D,C,B,E,83.98102530281578,143.70940763320206,68.12616864720572,0
Single,E,B,C,E,6.265809833838724,D,C,C,B,111.97087544639932,167.29129198638168,39.08525869420908,1
Widowed,B,B,E,B,-178.403443201106,B,D,A,B,220.17637191201644,-3.6193664756143877,-48.917184298085814,0
Single,E,B,E,C,-102.17773670640544,C,B,E,B,86.40029091888833,124.03545660485284,87.64834324244846,1
Divorced,B,A,A,B,28.705736413174986,E,B,D,E,-42.06836870612424,-69.29493788412454,78.57776390957271,1
Married,D,E,B,B,100.80122961753727,D,A,C,B,104.10958324189149,102.36176200510462,-52.803426140116194,1
Single,E,B,A,C,106.93600852112226,E,B,B,D,68.88989521781173,10.142364689785769,29.503626483876676,1
Divorced,E,D,B,E,-95.45910159042653,E,E,E,B,56.06182624130406,175.83918003683831,146.2255648776301,1
Single,A,A,D,D,-79.15615618024418,D,D,C,C,-142.97967357067984,82.71085405890094,17.565132011202728,0
Divorced,B,A,E,B,-31.717597520598297,D,B,E,B,-96.36889192188633,178.35413324837478,16.37312978895,1
Single,D,D,B,C,-23.545499823967504,A,D,E,B,204.17248338150932,-7.671135931211515,-19.48332592048144,1
Widowed,B,A,C,E,-155.54991141955148,A,B,B,A,105.54029036993835,-123.2425356937959,30.159781600648095,1
Married,A,A,E,A,-137.73830367649845,D,E,B,C,64.86153299349499,-22.755475043847852,155.28294733297153,1
Single,D,B,D,B,34.27814271243134,B,E,B,B,-11.651128781093009,168.06490947568844,-88.42232940462479,0
Married,D,A,C,C,-27.152216590176327,D,E,A,A,-12.749259620573364,-22.74525280955204,-93.28016877436673,0
Married,C,A,C,E,130.3055413061174,C,E,D,C,-171.6643878606872,-38.53616588223379,152.51058486137728,0
Married,A,D,D,E,-133.55711054277134,B,B,B,D,-25.57201884494564,-87.51669780524178,46.37411591518334,1
Married,D,B,A,B,-91.37511446385926,A,D,A,C,168.96202283985485,-50.20266867310047,51.22868162469013,1
Married,E,D,D,D,49.80080945974384,C,B,D,E,96.8854179065535,36.83426495434146,-162.19529042220992,1
Married,E,D,C,A,-24.49704630226081,D,C,A,C,144.0017838093608,-1.5530295361802817,171.26804941168666,0
Divorced,B,B,D,D,123.33658558105304,D,B,C,E,-50.64284561155792,102.67115796851817,-71.02476361400981,1
Single,A,D,D,E,-121.56686150692802,B,D,B,B,-49.286308086121196,36.334657968497616,62.03469024544427,1
Divorced,B,A,A,A,-190.66839216841603,D,D,D,E,187.96642553459822,-8.646265678535139,33.75009832063983,0
Married,C,B,C,B,-271.42944278656597,C,E,E,E,114.18395034690502,95.35624648179251,-98.95270616417983,0
Married,D,D,C,C,-35.42600841773147,C,C,E,A,15.275164768734461,218.01327498561784,-19.451508842499784,1
Single,C,A,A,C,85.29260090427879,D,C,D,C,-170.42430125681372,16.401074247122864,-56.766644488442644,1
Widowed,D,D,D,D,-36.63618871357777,E,D,E,D,70.12774202553167,78.1643406937377,-47.35424500407298,0
Single,E,A,C,A,-277.63170957106615,B,D,A,D,-104.60367114948812,241.7371040522349,60.32773754453389,1
Widowed,A,B,D,B,76.02480591555883,C,B,E,D,85.0267430694883,21.861224129099675,-37.269296719398575,1
Divorced,A,C,B,B,88.17391584366452,B,B,C,D,-74.44892543653272,19.075980723399645,-165.803691298892,1
Single,B,C,E,D,-133.73297435436987,D,B,A,E,18.922688212969636,15.086423148244846,-94.25598148263752,0
Married,A,E,C,A,-183.46529616880375,B,B,D,B,-13.415317043840256,-60.64134780090349,14.465760998638682,0
Widowed,E,A,A,A,120.16099595348888,D,E,B,D,73.76998767600314,-11.57488210650945,-14.307845612649391,0
Divorced,C,E,B,C,-64.63810089791866,B,A,B,B,74.2102046464831,107.73430903248654,-34.57918956806396,0
Divorced,C,A,A,E,-272.8930887403789,D,C,C,A,-31.147139254755164,-65.96249211791702,69.72030607570318,0
Married,C,C,B,C,99.3545748286257,E,C,A,D,-110.95214175280792,-20.063270575989772,76.84149993371597,1
Divorced,C,E,C,A,82.46649459730894,A,A,B,D,24.748164677014874,158.8562086283996,74.55291984406247,1
Single,A,D,E,E,1.4477411513603111,D,A,B,A,162.62741378883015,-62.782978326918425,-100.02923259318881,0
Married,C,E,D,A,-63.664142117147094,C,C,A,A,-31.67383795298574,18.998486928779812,-45.46195806720029,1
Divorced,B,C,B,D,150.95531707406258,D,B,E,C,30.388589235530823,-25.5245129735775,-38.8391844773377,1
Married,E,E,B,B,167.09405834712447,B,B,B,C,14.054207808855427,24.302927554084917,-74.80752963231328,1
Divorced,E,D,C,B,-15.86025286105287,B,B,D,A,82.94161767574701,-4.712120869395758,-0.7718851197937197,1
Divorced,B,D,A,A,111.85469722310124,A,A,D,A,-35.463140101296545,-209.73823976907227,-33.81245989851631,1
Widowed,D,B,A,E,17.490006218147116,B,E,B,E,15.141756158270237,-38.38399810509477,21.919941367745672,0
Single,C,B,C,C,-132.97084761077485,C,B,B,E,-175.58018479489138,-225.74530719131837,70.68194011948067,1
Married,C,B,E,D,-20.079311477784717,A,E,E,C,-172.27548077393763,74.44368944103923,47.506657748414916,1
Single,A,C,D,C,-43.61677309895282,C,D,C,D,168.43138767718656,-40.7013845810082,-129.03700498267787,1
Single,B,A,E,C,152.02120355736702,D,E,C,B,120.8531266461596,-39.51002834309128,233.51645017915254,0
Widowed,D,C,C,C,-160.26019776995767,B,D,C,A,9.434887193656769,-126.95992739713036,22.621396046955464,1
Married,A,C,B,E,-165.71853694459386,D,A,B,D,86.20188798781552,109.63801126006064,59.121689190255324,0
Married,C,B,D,A,-78.82429520304052,A,E,A,A,42.56379355784178,158.1743564270183,-121.3557854646935,1
Widowed,E,A,B,C,55.13386193774785,A,B,D,B,59.97870402174954,41.70600332220188,29.687264086431398,0
Divorced,B,E,A,B,-95.40346384271687,B,E,B,E,32.85601143845915,-10.906351044979408,-110.02124518417679,1
Married,A,A,C,A,116.11088888408754,E,B,A,B,-102.36398602871499,-35.02961496191345,24.003835765058003,0
Divorced,A,B,E,D,-119.1026342532929,B,B,A,A,-160.48928384634175,53.725859790382316,70.97662831271535,0
Divorced,E,A,D,C,71.5052905001752,C,E,A,B,-145.8342664531704,37.549421110053075,-52.11257280846745,0
Married,D,A,A,A,22.522941482092293,B,C,D,A,220.09688488004292,-108.62369722378051,-116.78820642526024,0
Married,D,B,E,D,4.644581714265293,A,B,D,C,158.3739848814829,193.05457762040606,73.89374642442273,0
Married,D,A,D,D,85.21087794173911,B,B,A,C,-67.70778364608053,-95.46639686418324,-49.00777039201661,0
Married,D,B,B,D,-185.93109416797796,C,D,B,C,25.948696757882097,59.59797047967377,-146.71282941837765,1
Married,C,A,C,D,-104.55958738294954,D,A,C,E,-0.7449874446988646,19.52230778163075,-143.85960678657287,0
Single,A,D,B,D,-150.24896293855986,A,B,E,D,233.52346730687069,51.206616427284466,164.85955152355888,1
Single,D,A,E,B,-149.37582275934773,D,D,C,E,-53.17083492794343,-51.85445911595692,128.4703616498785,0
Divorced,B,B,D,D,-5.122067439344777,C,A,D,E,115.54415134520923,-94.99963027369047,146.61026121396753,1
Divorced,E,E,E,D,-4.229065111518956,C,D,D,B,-13.70779318285282,-67.32300875506819,169.2653386835592,0
Divorced,A,B,D,E,-56.27366177192656,E,B,B,A,16.40776713074769,40.32650862487668,204.77429912231221,0
Divorced,A,C,B,B,57.60365641567697,C,C,C,B,42.536900066489494,-40.196472748740355,-56.97261568821836,0
Single,B,A,C,B,-7.262848056634047,C,D,D,E,-62.87908921936658,121.40150022070739,-59.29121521640185,0
Single,C,E,C,E,247.39805170694314,B,A,A,D,-111.7503163011409,-6.291705715255254,96.93496926935407,1
Widowed,C,E,D,C,-75.13367494838694,D,E,C,B,0.1090419751263533,169.41985286640053,-62.51496637940376,0
Single,D,C,C,B,-1.4352161956002918,A,C,D,E,-23.039665354330868,40.536587863973175,36.07476507753684,0
Married,B,C,A,B,-113.35176929245934,C,B,D,E,8.344449137028883,83.5358011351871,148.7093715543842,0
Married,D,A,E,A,25.252492777844903,B,D,D,B,-49.36478949842854,7.884519549699241,-26.343338312778393,0
Single,C,A,B,A,71.67466347783427,D,A,C,B,124.2808618823183,229.6708386630498,-26.40448726092951,0
Divorced,C,B,B,C,36.2768939819757,E,B,B,A,-4.4313030521103185,204.40891831368137,-25.622127205525107,1
Divorced,D,A,D,E,-68.57856777473584,A,E,C,A,77.61707670022928,-217.6148605925475,-32.10410331793296,1
Single,E,E,E,D,-58.57114367378772,B,C,A,A,-155.2491287831159,-194.51729299907515,78.89250289391573,1
Widowed,C,E,A,B,141.74107203723952,E,D,B,E,47.32080975539639,111.1329870014261,94.13483700825992,1
Divorced,D,B,C,B,-61.10232755966918,B,D,E,C,14.415692357311805,12.882693355815828,-1.2726870943922521,0
Married,C,C,E,D,-28.058122246018524,C,D,C,B,-21.655794155468705,-88.40617677351388,-66.05023907620364,0
Divorced,E,B,B,D,180.87479474740135,D,C,D,B,-72.35489501336406,118.5232342727196,68.31656762684403,1
Widowed,B,A,C,A,-214.93696886107264,B,C,A,D,50.81477060731668,-137.37091240692308,149.70810627568008,0
Widowed,A,E,A,D,72.7776732523697,E,D,A,B,200.81078883013618,-90.74673964887118,-61.36040898970017,0
Single,E,C,A,D,21.724167966750162,D,B,E,C,-4.164901978588325,-28.745851115215874,-26.60437704103303,1
Divorced,E,E,A,B,-18.380180083792954,C,A,C,A,109.94279145555497,72.85689487763283,7.327949679473026,1
Divorced,A,B,C,B,84.32402782443359,A,D,A,C,20.60704340425193,21.053243620994163,56.28393511195073,1
Widowed,A,E,E,A,-83.80295758855023,E,C,D,D,39.07253189673338,181.47020459617738,-80.44300950427109,0
Married,C,A,A,A,-38.188848482391435,A,E,C,E,4.642115218261727,69.2257695039741,92.7559298135723,0
Single,B,C,E,D,-72.32261693630727,A,E,C,C,-4.0920099762559055,122.67942693044228,-18.22474064570597,1
Single,D,E,D,C,-59.13705716458206,D,C,D,E,38.07472526473765,136.59706976906247,25.99804310376555,0
Divorced,E,A,B,D,58.76354521991058,A,E,B,D,-72.34934500418666,96.1080968661494,-79.85884343320343,0
Married,C,E,D,A,189.94655679969895,E,E,E,A,-10.339796959873762,51.27504373735049,26.78220202996222,0
Single,B,B,B,E,-273.4758704522205,A,B,C,E,-71.88030894478149,-15.090951382385724,29.969689131300537,1
Divorced,C,B,D,A,-34.274598964926916,E,C,B,D,20.90568123416805,98.29796491118952,-21.00856578705646,0
Married,A,E,E,B,-1.3290709144496817,A,A,A,D,-42.50204896547466,152.1941391223869,67.12992250880554,1
Widowed,C,A,B,B,-171.3886416420829,B,B,E,D,-30.773563371084002,-168.5775012903882,123.61869104058631,0
Married,A,D,D,C,-33.12808128262583,D,C,A,B,-196.21214320438577,-14.202711531075686,40.61728229336672,1
Married,B,B,A,B,108.00350676348829,B,C,A,C,-47.903317706518685,-18.493088762889677,271.45465618317894,0
Married,D,B,A,E,-78.0859839557777,A,B,A,C,-103.9318855968246,-20.733447235926125,-64.84192219608751,0
Widowed,B,B,E,C,10.69610267665933,B,D,A,B,74.29496850765072,-137.88562978037947,48.33930775431124,1
Divorced,B,A,C,D,69.37504134137217,D,D,B,B,33.36254668418872,65.55393733795214,-45.79984103384127,0
Widowed,E,E,D,E,-50.41730120380872,D,C,A,D,53.51196477681598,-66.29640784252177,19.83646495365812,0
Widowed,C,A,D,B,64.42239341729068,A,A,C,E,166.1086248710342,9.096052454936784,-111.57041860470522,0
Divorced,E,E,B,B,53.31331140317721,E,A,E,B,-4.517736880722982,86.38209946145861,-72.05216734532057,0
Married,E,C,E,B,129.63849505520068,C,E,E,C,-139.36533988665894,-10.426217318207689,-53.28824266914039,1
Widowed,E,B,E,B,-48.651130112629275,E,A,C,E,-55.44153341998778,-4.505379183358,102.09328262286708,0
Divorced,D,B,B,C,83.31065142163483,A,A,A,B,158.05380309344775,-45.49963033703941,61.784759471855935,0
Married,C,E,B,B,295.9928953154548,C,E,B,D,-38.807747955011465,177.0448545226983,172.5649548948535,0
Widowed,B,D,D,B,-92.24681777647105,C,E,E,D,75.35611578882914,45.80391616015282,85.39837868631582,1
Divorced,C,B,C,C,120.00158937207912,E,E,B,B,53.83957811664031,-85.16807373132905,87.87938903080348,1
Divorced,D,B,E,A,17.899273403636958,D,E,B,B,-88.41399325178237,-93.7246392534799,23.15774293370321,0
Divorced,E,B,C,C,-65.70529637875119,D,E,C,A,-27.434667368758355,-228.9582764111926,-44.039952773511274,0
Divorced,E,E,C,D,-24.52609445423706,A,C,E,B,9.685708912939141,113.28215122420448,28.295168585021212,0
Married,E,D,E,A,-103.5785874620559,E,C,B,B,-119.83321004590441,76.77490569113948,-93.41918433011446,0
Divorced,B,A,A,A,-105.95808156266841,C,D,D,E,171.99575188316777,14.438416982083977,56.54314066718147,0
Single,B,A,C,A,40.040077830415136,A,D,C,D,9.09499401468327,49.51603521619084,-99.27163221110501,1
Divorced,B,B,A,A,167.18356976654542,A,C,C,A,-135.29068772465837,-118.02609759992397,46.52735068542045,1
Single,D,B,B,B,81.02097084138624,C,A,D,A,73.74297207353465,-17.4046021504109,36.90315800959693,1
Single,B,D,B,D,98.80455172379743,E,C,A,B,154.33342549587152,64.23807566401055,-17.893466988488644,0
Widowed,C,C,C,E,-31.104206717211756,B,C,B,C,23.8190788086307,79.33748868755373,-95.69333042697468,1
Married,B,C,D,A,3.6591309721232603,B,D,C,B,-28.25117054790204,46.27256977983714,69.07986365247416,1
Married,D,D,A,A,192.04823306260565,C,A,E,E,113.14353979592073,-16.858623762134314,16.277408940441774,0
Married,E,B,D,C,-103.52006804710827,B,B,E,C,-34.49008765900782,145.73827922741725,25.62538354212754,1
Divorced,C,C,C,D,-14.611688409190341,A,A,B,B,-91.87101271537924,-65.52400756751867,66.56375034373603,0
Single,B,B,E,B,126.51533154655259,B,B,B,D,-21.010154345138343,-34.127407474526585,-30.97739925358477,0
Married,B,A,B,B,-119.4345600998811,C,D,E,E,96.45398020247505,-82.0216309687657,-46.12107376327043,0
Divorced,D,E,B,B,190.0858248108908,B,A,C,D,8.241779991746165,186.29197694948,-71.57478410988534,1
Married,A,C,A,B,46.51669070144271,C,B,D,E,186.26800126277658,-122.92984811844107,-50.659899345897955,0
Married,B,C,D,A,143.86676528860423,E,D,D,A,-26.222052081978724,143.69893754041746,44.01151132028146,1
Widowed,A,E,A,A,-97.18969304485144,B,D,A,C,-55.74010216628926,52.073931805050336,37.3241365655912,0
Single,D,B,E,D,170.21974623340026,D,E,B,E,-48.04870418697655,-181.59418692020947,-10.779639840053271,1
Single,A,A,C,E,13.39873815691178,A,B,B,C,64.35356536136104,48.34323260658124,190.26285919981137,1
Widowed,B,B,A,C,185.83040866665715,D,D,D,D,-108.16267072052513,-85.41031800447652,98.73681403635581,0
Single,D,E,C,D,76.06125743927808,D,D,C,E,176.84668416734257,139.79291657279407,190.5827581055427,1
Single,B,D,D,E,63.609416309277634,D,E,B,D,-87.81786354035968,-78.29912128735911,-96.2186983840426,1
Single,C,E,B,D,144.1621010080584,B,D,C,D,-120.81529184532647,251.36372454524633,12.074358032864986,1
Married,D,C,C,B,51.24276724633601,E,D,E,C,-44.615728499123925,4.438330188668111,190.6882637094158,1
Widowed,E,B,B,A,-211.6119805242534,E,D,A,B,97.3575746371564,-124.84294519443786,-246.12232899935967,0
Married,C,B,C,D,28.142697932034878,C,B,A,E,90.96699669437022,71.04705889668665,55.95996212876195,1
Married,E,E,B,D,-37.85231013321228,D,B,D,D,-61.52456018070347,-160.38121687968243,175.77918406644716,0
Married,B,B,B,E,-32.34757530743137,C,C,C,B,-15.3845833116969,-66.08637063180437,-115.51709978023497,0
Married,D,D,A,B,-140.04911990688944,D,E,A,B,-103.18409555978522,116.16672753061835,108.37035790975476,1
Divorced,E,C,B,B,-87.50786933164486,A,C,C,D,-5.887214425851759,-102.09465466736114,-128.53902672580898,0
Single,D,A,E,B,33.87865725608165,A,E,B,E,-19.685066883326236,35.96889655980947,-2.5451979044062227,0
Single,D,B,E,C,3.411281937084158,A,B,A,C,-174.35070990586604,-3.2644976799176786,-30.167517657538134,0
Divorced,C,A,B,E,154.37203771985045,C,B,A,E,59.94964008667816,14.989712755806137,6.799824577303333,1
